id	c13bf3e3-3287-485b-a5d2-5371af7897fb	e57f046b-b3b6-4774-9659-3c88cd589c19
100499418	0.0	0.0
23503	2492.0	2687.0
100129641	1.0	0.0
100129640	0.0	0.0
286472	7.0	0.0
23515	2269.0	2989.0
345275	3.0	2.0
100499405	50.0	34.0
23516	21956.0	8130.0
23517	3929.0	3830.0
100130626	0.0	0.0
23518	1750.0	1388.0
102465752	0.0	0.0
23519	0.0	2.0
345274	24.0	20.0
100130621	22.0	38.0
23510	4297.0	2315.0
23511	3053.0	2806.0
23512	3120.0	3395.0
23513	3938.0	8687.0
23514	3918.0	5110.0
100129631	4.0	1.0
129607	575.0	639.0
129563	1906.0	1852.0
431704	0.0	6.0
117579	0.0	0.0
130557	1428.0	1972.0
431705	12.0	16.0
431707	9.0	0.0
129560	0.0	0.0
117583	1415.0	1773.0
84449	931.0	728.0
84448	1228.0	786.0
117584	3597.0	1900.0
84445	4460.0	9875.0
84444	2402.0	1487.0
84447	8420.0	4782.0
84446	67.0	33.0
84441	1721.0	2609.0
84440	2793.0	2562.0
84443	1527.0	194.0
646405	120.0	35.0
646409	3.0	0.0
117581	74.0	5.0
130560	0.0	0.0
646424	1.0	0.0
84437	1466.0	992.0
84439	129.0	143.0
60489	1575.0	970.0
60488	3020.0	2869.0
84433	862.0	257.0
60487	840.0	1370.0
84436	1128.0	1453.0
84435	2.0	0.0
60485	3804.0	5690.0
60484	8.0	2.0
84432	3.0	15.0
60482	129.0	2.0
60481	7020.0	4843.0
130576	4.0	8.0
130574	15.0	4.0
84467	611.0	1597.0
84466	20.0	7.0
60496	2003.0	2221.0
60495	2.0	0.0
60494	61.0	52.0
84465	67.0	9.0
84464	559.0	374.0
60493	1138.0	794.0
60492	3021.0	2960.0
60491	925.0	1066.0
60490	478.0	559.0
84461	2189.0	1913.0
84460	3914.0	2872.0
646442	4.0	2.0
129530	44.0	49.0
129531	890.0	1074.0
130589	2714.0	1765.0
201501	3924.0	8028.0
84456	770.0	630.0
84455	491.0	511.0
84458	1454.0	1216.0
84457	3.0	4.0
84450	2261.0	2383.0
646457	4.0	2.0
100500870	4.0	2.0
100500872	0.0	0.0
201514	509.0	533.0
201516	6.0	215.0
646450	123.0	105.0
23480	2493.0	2364.0
105416157	129.0	97.0
23481	3291.0	3598.0
23483	940.0	1199.0
23484	2189.0	3840.0
100500873	0.0	0.0
100500875	0.0	0.0
100500876	0.0	0.0
100500877	0.0	0.0
100500878	0.0	0.0
100500879	0.0	0.0
646463	0.0	5.0
646467	7.0	5.0
100500860	0.0	0.0
96459	1813.0	1915.0
100500861	0.0	0.0
23498	484.0	703.0
23499	20094.0	26922.0
23491	122.0	145.0
23492	5403.0	4412.0
23493	175.0	1719.0
23495	100.0	17.0
100500862	0.0	0.0
100500863	0.0	1.0
100034743	0.0	0.0
100500864	0.0	0.0
100500865	50.0	32.0
100500866	2.0	0.0
100500867	0.0	0.0
100500869	0.0	0.0
100500890	0.0	0.0
100500891	0.0	0.0
646479	0.0	0.0
394214	0.0	0.0
100500893	0.0	0.0
100500894	1.0	0.0
23463	5403.0	6363.0
394217	0.0	0.0
23464	1436.0	1168.0
130535	1663.0	1292.0
23466	8334.0	7183.0
23467	1019.0	3261.0
23468	8557.0	5517.0
23469	7167.0	6929.0
2801	7119.0	7127.0
2800	1801.0	1147.0
23460	246.0	100.0
23461	1752.0	2003.0
23462	253.0	180.0
100500895	0.0	1.0
100500896	0.0	0.0
100500897	0.0	0.0
2806	7334.0	6136.0
100500898	0.0	0.0
2805	4070.0	2091.0
100500899	0.0	0.0
2804	11429.0	12459.0
2803	11819.0	11528.0
2802	5887.0	4453.0
130540	109.0	138.0
646486	0.0	0.0
100500881	0.0	0.0
100500882	0.0	0.0
23474	1440.0	4821.0
23475	326.0	776.0
23476	5564.0	3952.0
23478	7552.0	9358.0
23479	8624.0	19316.0
646480	0.0	0.0
2812	0.0	0.0
2811	264.0	21.0
2810	292.0	9102.0
23471	17305.0	15879.0
23473	3899.0	3738.0
100500884	0.0	0.0
2819	166.0	66.0
100500885	1.0	0.0
84498	2952.0	2981.0
100500886	0.0	0.0
2817	2130.0	5235.0
100500888	0.0	0.0
2815	4.0	0.0
100500889	3.0	2.0
2814	86.0	18.0
2813	0.0	0.0
2823	1081.0	126.0
2822	167.0	224.0
2821	12295.0	11658.0
100500839	0.0	0.0
2820	3355.0	3968.0
201562	2408.0	2689.0
100379623	1.0	1.0
2829	123.0	53.0
100500831	0.0	0.0
2828	504.0	369.0
2827	101.0	126.0
100500833	8.0	10.0
2826	25.0	47.0
100500834	0.0	1.0
2825	7.0	12.0
100500835	38.0	26.0
2824	568.0	128.0
100500836	0.0	0.0
727699	1.0	0.0
2834	2.0	0.0
100500826	0.0	1.0
2833	385.0	59.0
100500827	0.0	0.0
2832	0.0	0.0
100500828	0.0	0.0
2831	4.0	24.0
100500829	0.0	0.0
60401	343.0	2042.0
2830	0.0	0.0
100500820	0.0	0.0
100500821	0.0	0.0
2838	22.0	40.0
100500822	0.0	0.0
2837	30.0	139.0
100500823	0.0	0.0
100500824	0.0	0.0
2835	4.0	7.0
100500825	1.0	0.0
100500850	15.0	18.0
2845	8.0	1.0
100500859	0.0	0.0
2844	0.0	0.0
2843	13.0	8.0
2842	9.0	18.0
2841	118.0	16.0
60412	4008.0	5324.0
2840	18.0	13.0
100500851	0.0	0.0
100500854	6.0	10.0
2849	1.0	2.0
100500855	0.0	0.0
2848	12.0	6.0
394261	20.0	15.0
2847	1.0	27.0
347933	0.0	3.0
100500857	5.0	0.0
2846	11.0	14.0
100500858	0.0	0.0
394263	13.0	6066.0
2856	2.0	5.0
100500849	0.0	0.0
2855	1.0	0.0
2854	0.0	0.0
2853	4.0	0.0
201595	12253.0	12228.0
2852	2020.0	298.0
2850	741.0	1632.0
100500840	0.0	0.0
100500841	0.0	0.0
100500842	0.0	0.0
100500843	0.0	0.0
100500844	0.0	0.0
2859	131.0	101.0
100500846	0.0	0.0
2857	410.0	215.0
100500847	0.0	0.0
2870	1988.0	1690.0
107105261	0.0	0.0
2867	37.0	51.0
107105265	0.0	0.0
60437	40.0	41.0
2866	2.0	0.0
107105264	1.0	0.0
60436	1721.0	1239.0
2865	3.0	10.0
107105263	0.0	1.0
2864	10.0	32.0
107105262	0.0	0.0
2863	98.0	106.0
2862	63.0	1.0
2861	9.0	40.0
347918	790.0	814.0
107105266	5.0	0.0
2869	1551.0	693.0
2868	391.0	358.0
2880	0.0	0.0
60439	0.0	0.0
107105254	0.0	0.0
2878	304986.0	246939.0
2877	10.0	4.0
107105253	17.0	15.0
2876	9768.0	25471.0
2875	147.0	317.0
2874	387.0	481.0
2873	5379.0	5323.0
2872	12145.0	12718.0
107105256	0.0	0.0
2871	8.0	2.0
347902	451.0	2079.0
107105259	0.0	0.0
2879	9361.0	22965.0
727682	0.0	0.0
727684	0.0	1.0
2892	19.0	41.0
2891	0.0	1.0
2890	16.0	0.0
727686	0.0	0.0
84419	566.0	2081.0
2889	6849.0	4498.0
100500815	0.0	0.0
2888	229.0	189.0
100500816	0.0	0.0
2887	3159.0	3206.0
100500817	1.0	0.0
2886	529.0	6210.0
100500818	0.0	0.0
2885	9016.0	8351.0
100500819	0.0	1.0
2884	8.0	11.0
2882	1011.0	1414.0
100642175	13.0	12.0
100642176	0.0	0.0
100500810	0.0	0.0
100500811	1.0	0.0
100500812	2.0	3.0
100500813	0.0	0.0
100500814	0.0	0.0
727676	0.0	0.0
107105271	0.0	0.0
727677	2.0	3.0
2899	45.0	256.0
84418	4660.0	6572.0
2898	582.0	62.0
60468	447.0	292.0
84417	5897.0	10198.0
2897	22.0	15.0
2896	22634.0	21560.0
60467	3.0	0.0
100500808	0.0	0.0
2895	1.0	3.0
100500809	0.0	0.0
2894	2381.0	2313.0
2893	7.0	2.0
100500801	0.0	0.0
100500802	43.0	35.0
100500803	0.0	0.0
23603	3624.0	5232.0
100129507	47.0	1.0
23604	2193.0	25157.0
23605	0.0	1.0
23606	0.0	0.0
23607	3281.0	3692.0
23608	6311.0	7705.0
23609	2297.0	1765.0
286527	7.0	11.0
286528	0.0	0.0
23600	171.0	172.0
23601	280.0	677.0
107048983	0.0	0.0
107048985	0.0	0.0
107048981	0.0	0.0
105369446	0.0	1.0
23614	1.0	1.0
23615	44.0	62.0
23616	915.0	698.0
286530	1086.0	541.0
23617	0.0	0.0
23619	17.0	5.0
23612	928.0	9109.0
23613	2100.0	3541.0
286544	36.0	124.0
286550	0.0	0.0
286554	0.0	0.0
286555	0.0	0.0
286556	0.0	1.0
286557	0.0	0.0
105370445	0.0	0.0
441273	13.0	17.0
100463528	0.0	0.0
441272	321.0	334.0
100379667	0.0	0.0
100288998	0.0	0.0
441263	63.0	91.0
441261	0.0	0.0
100288984	0.0	2.0
441295	34.0	21.0
441294	22.0	23.0
100463500	0.0	0.0
100288979	0.0	0.0
286512	6.0	10.0
286514	0.0	0.0
60625	975.0	710.0
441282	10.0	11.0
646377	0.0	0.0
100130579	1.0	0.0
646379	0.0	0.0
646378	0.0	0.0
23683	2835.0	2702.0
404281	62.0	65.0
100130572	0.0	0.0
646370	0.0	0.0
23682	362.0	987.0
100129587	1.0	0.0
100129583	470.0	475.0
100129584	1.0	1.0
441218	3.0	1.0
100130566	0.0	0.0
100130564	2.0	1.0
100130562	568.0	1705.0
100130561	132.0	155.0
441212	142.0	217.0
646382	0.0	0.0
100129570	2.0	2.0
404266	0.0	2.0
100130557	101.0	48.0
100130555	0.0	0.0
646390	0.0	0.0
441246	18.0	17.0
23666	414.0	166.0
23667	2.0	0.0
646392	1.0	0.0
23668	9.0	2.0
441251	5.0	0.0
441250	126.0	156.0
23660	997.0	743.0
100129564	0.0	0.0
100129566	0.0	0.0
100129561	0.0	0.0
100130549	1.0	0.0
130500	0.0	1.0
100129557	0.0	0.0
23673	6949.0	7656.0
441238	14.0	4.0
130502	541.0	476.0
23676	0.0	0.0
130507	4351.0	3991.0
23677	2565.0	2978.0
441234	1.0	0.0
23678	911.0	2151.0
23679	0.0	0.0
23670	2365.0	2997.0
23671	30.0	16.0
100129556	1.0	0.0
100129555	1.0	2.0
23647	3681.0	3345.0
23648	3658.0	2034.0
100130539	3.0	14.0
23649	671.0	859.0
129521	1.0	0.0
100130535	0.0	0.0
23640	2101.0	2017.0
23641	3400.0	5147.0
23642	1223.0	1872.0
23643	237.0	226.0
23644	2377.0	2423.0
23645	23210.0	11884.0
23646	12617.0	23941.0
100129543	9.0	50.0
23658	1424.0	1421.0
23659	1880.0	1435.0
286573	0.0	0.0
100130528	0.0	0.0
100130523	1.0	0.0
100130522	110.0	58.0
23650	55.0	2683.0
23654	25017.0	55274.0
23657	652.0	694.0
117532	5.0	1.0
117531	16.0	6.0
100130519	44.0	53.0
23625	613.0	1382.0
23626	7.0	0.0
23627	5.0	139.0
100130514	0.0	0.0
441208	22.0	72.0
23620	0.0	0.0
23621	2533.0	3264.0
23623	1362.0	1488.0
23624	111.0	18.0
23636	3003.0	3331.0
23637	6413.0	4563.0
23639	543.0	316.0
100129515	0.0	0.0
23630	6.0	42.0
23632	118.0	47.0
23633	4662.0	5730.0
23635	1569.0	1878.0
100129512	0.0	0.0
404201	417.0	277.0
404203	0.0	3.0
129446	1.0	1.0
404204	0.0	0.0
84569	0.0	0.0
60598	167.0	979.0
84561	5279.0	6646.0
60592	4121.0	4507.0
84560	0.0	0.0
648947	5.0	2.0
646300	37.0	3.0
100499469	0.0	0.0
100499468	0.0	0.0
100499466	277.0	446.0
727736	0.0	0.0
84559	0.0	0.0
84557	1635.0	943.0
84553	70.0	1546.0
84552	1475.0	1268.0
102465667	0.0	0.0
102465666	0.0	0.0
102465665	0.0	0.0
201617	0.0	1.0
100499457	0.0	0.0
727764	4.0	0.0
102465669	0.0	0.0
102465668	3.0	6.0
646309	163.0	595.0
201627	2760.0	1668.0
646324	25.0	663.0
201626	2040.0	1884.0
727758	51.0	94.0
201625	28.0	9.0
648980	2.0	0.0
84572	3790.0	5667.0
646316	0.0	0.0
84570	395.0	6.0
345462	254.0	239.0
102465689	3.0	1.0
102465688	0.0	0.0
646330	5.0	1.0
102465684	0.0	0.0
102465683	0.0	0.0
2909	6910.0	4956.0
727701	0.0	3.0
727703	2.0	6.0
727704	0.0	0.0
201633	906.0	211.0
2900	1059.0	37.0
2908	5430.0	3542.0
2907	13768.0	14546.0
2906	123.0	53.0
2905	4491.0	27.0
2904	8.0	1.0
2903	64.0	122.0
345456	0.0	0.0
2902	14.0	16.0
2901	2151.0	1658.0
406894	0.0	1.0
406893	0.0	0.0
406896	9.0	10.0
406895	0.0	0.0
406898	0.0	0.0
646348	1.0	0.0
406897	0.0	0.0
102465695	0.0	0.0
646346	0.0	2.0
102465694	0.0	0.0
406899	0.0	0.0
102465693	0.0	0.0
406890	0.0	1.0
406892	0.0	0.0
406891	6.0	5.0
2911	26.0	15.0
201651	102.0	8.0
2919	43.0	912.0
2918	61.0	11.0
102465691	0.0	0.0
2917	10.0	2.0
2916	28.0	43.0
2915	0.0	1.0
2914	5.0	446.0
2913	14.0	3.0
2912	35.0	26.0
404220	19.0	13.0
406883	0.0	0.0
406882	0.0	0.0
406885	2.0	0.0
406884	0.0	0.0
646359	1.0	1.0
406887	0.0	0.0
406886	16.0	16.0
406889	0.0	0.0
406888	0.0	2.0
23584	1763.0	2377.0
23585	5636.0	7414.0
23586	1393.0	1596.0
23587	1805.0	1293.0
23588	3807.0	6504.0
23589	2134.0	2477.0
406881	1.0	2.0
2922	0.0	6.0
2921	71.0	1129.0
2920	766.0	20423.0
23580	5085.0	7091.0
23581	0.0	0.0
23582	3700.0	8916.0
23583	1141.0	1150.0
404217	105.0	654.0
2928	0.0	0.0
2926	5510.0	6573.0
2925	2.0	11.0
2923	64021.0	36205.0
646366	0.0	0.0
345430	1.0	0.0
406875	0.0	0.0
404216	0.0	0.0
23595	1265.0	1980.0
23596	412.0	581.0
23597	2081.0	3017.0
96597	87.0	15.0
23598	4281.0	4830.0
100130584	0.0	0.0
100130581	248.0	194.0
646360	0.0	0.0
129450	596.0	617.0
130429	0.0	0.0
2932	3739.0	5694.0
2931	3167.0	3224.0
23590	131.0	126.0
100129591	2.0	8.0
23591	11.0	6.0
23592	2026.0	2047.0
23593	2304.0	3797.0
23594	76.0	136.0
727708	4.0	0.0
100499485	0.0	0.0
100129597	1.0	0.0
100499483	125.0	70.0
2939	4.0	22.0
2938	5.0	187.0
2937	2418.0	3105.0
100129594	0.0	0.0
100499481	0.0	0.0
2936	3361.0	3779.0
2935	7465.0	7572.0
2934	31773.0	60445.0
100129595	0.0	0.0
100288964	0.0	0.0
60509	2993.0	2891.0
60506	0.0	0.0
2944	21.0	55.0
2942	0.0	0.0
2941	1157.0	2298.0
2940	0.0	1.0
2949	272.0	19.0
2948	2349.0	4807.0
2947	2295.0	10179.0
2946	2132.0	12066.0
60526	768.0	747.0
2954	1472.0	887.0
2953	1.0	2.0
2951	1.0	0.0
2950	26189.0	29804.0
2959	1615.0	2147.0
2958	1684.0	1908.0
2957	4407.0	4636.0
2956	2817.0	3019.0
100288948	0.0	0.0
60529	40.0	11.0
60528	4004.0	4407.0
2966	241.0	190.0
84504	1.0	0.0
2965	2515.0	2287.0
84503	491.0	272.0
2964	1.0	0.0
2963	1193.0	1787.0
2962	6395.0	5522.0
2961	1410.0	1965.0
84502	36.0	26.0
2960	682.0	455.0
84501	2732.0	374.0
2969	6399.0	5835.0
2968	163.0	332.0
2967	1545.0	1777.0
2980	1.0	0.0
2977	322.0	307.0
2976	4012.0	3700.0
2975	14579.0	6919.0
2974	7.0	1.0
2972	2137.0	1539.0
2971	2846.0	2971.0
2970	87.0	81.0
2979	25.0	15.0
2978	2.0	2.0
154442	7.0	1.0
2990	4861.0	4793.0
225689	876.0	528.0
84519	613.0	424.0
84518	16.0	136.0
60559	10843.0	6044.0
100500914	0.0	0.0
2987	6491.0	8658.0
60558	1668.0	1264.0
84525	6576.0	24634.0
100500915	0.0	0.0
2986	1.0	0.0
84528	0.0	0.0
100500916	1.0	0.0
84527	1085.0	798.0
100500917	0.0	0.0
2984	44.0	55.0
84522	1505.0	1641.0
100500918	2.0	0.0
2983	402.0	325.0
100500919	0.0	0.0
84524	779.0	622.0
2982	844.0	171.0
2981	0.0	0.0
84520	664.0	497.0
100500910	0.0	0.0
100500911	0.0	0.0
2989	5.0	0.0
100500913	0.0	0.0
2999	241.0	75.0
84515	549.0	616.0
100500903	0.0	0.0
2998	16.0	9.0
84514	4102.0	2885.0
100500904	5.0	3.0
2997	2705.0	2457.0
84517	290.0	141.0
100500905	0.0	0.0
84516	4015.0	3648.0
2996	23.0	3.0
100500906	0.0	0.0
2995	1112.0	375.0
2994	1.0	0.0
100500908	1.0	1.0
84513	2159.0	2898.0
2993	0.0	0.0
100500909	0.0	0.0
2992	1747.0	2095.0
60561	881.0	891.0
60560	1502.0	1328.0
100500900	0.0	0.0
100500901	0.0	1.0
100288904	2.0	0.0
154467	456.0	297.0
130497	142.0	16.0
84548	545.0	514.0
84547	231.0	156.0
100500938	1.0	0.0
84549	1092.0	890.0
84546	0.0	0.0
84545	3057.0	3741.0
84542	440.0	499.0
84541	217.0	99.0
727795	39.0	31.0
84529	259.0	220.0
84536	195.0	142.0
84539	0.0	1.0
84532	5186.0	2635.0
84530	27.0	40.0
23729	182.0	282.0
201288	0.0	0.0
201283	429.0	392.0
23738	5.0	7.0
23731	12773.0	11756.0
23732	19.0	59.0
201299	13.0	26.0
201292	1455.0	2459.0
201294	1223.0	821.0
23704	515.0	166.0
23705	16021.0	17503.0
23708	707.0	862.0
252840	2.0	3.0
252841	0.0	0.0
100288897	16.0	5.0
23710	7057.0	6088.0
100288892	0.0	0.0
100288885	0.0	0.0
100288870	0.0	0.0
100288868	4.0	8.0
100288861	0.0	0.0
84701	106.0	34.0
252884	532.0	406.0
84700	3.0	3.0
129841	0.0	0.0
94086	8.0	12.0
117854	258.0	274.0
100130450	1.0	1.0
154807	2274.0	2672.0
100129460	177.0	266.0
359710	1.0	0.0
94081	1634.0	1661.0
115201	1274.0	1441.0
100129468	0.0	0.0
100129464	5.0	6.0
286256	5611.0	8645.0
286257	1672.0	1588.0
100129459	3.0	2.0
100130447	0.0	0.0
129831	598.0	614.0
646269	3.0	4.0
646262	0.0	0.0
286262	697.0	673.0
142827	27.0	160.0
100129452	0.0	1.0
646278	193.0	13.0
100130435	0.0	0.0
727800	539.0	521.0
646270	17.0	3.0
154822	3.0	3.0
23782	0.0	0.0
23783	5.0	0.0
23784	0.0	0.0
23786	3528.0	5103.0
23787	54386.0	15225.0
646273	0.0	0.0
23788	4420.0	4334.0
359730	5.0	5.0
359731	0.0	0.0
23780	3348.0	2095.0
23781	0.0	0.0
345079	318.0	2072.0
154810	3934.0	3727.0
100129438	0.0	0.0
94097	959.0	956.0
359737	0.0	0.0
359738	0.0	0.0
359739	2.0	1.0
646282	1.0	0.0
359736	2.0	0.0
359740	1.0	0.0
359741	0.0	0.0
359742	0.0	0.0
359743	8.0	6.0
139201	14.0	14.0
129804	1881.0	1166.0
129807	74.0	8.0
129880	764.0	727.0
23768	936.0	350.0
23769	1963.0	19.0
129881	257.0	48.0
100130418	135.0	12.0
345062	2.0	0.0
286204	113.0	14.0
100129428	0.0	0.0
286205	794.0	723.0
100129427	0.0	0.0
23760	3016.0	3092.0
359748	0.0	0.0
100862854	0.0	0.0
286207	195.0	54.0
359749	1.0	0.0
23761	2556.0	3671.0
100862855	0.0	0.0
23762	703.0	762.0
23764	2976.0	3948.0
359744	0.0	2.0
100862850	1.0	1.0
23765	2233.0	1809.0
359745	0.0	0.0
359746	1.0	0.0
100862852	0.0	0.0
23766	0.0	0.0
23767	605.0	3296.0
100862853	0.0	1.0
359747	0.0	0.0
359751	0.0	0.0
359752	0.0	0.0
359753	1.0	0.0
100129423	0.0	0.0
100130409	0.0	0.0
23779	167.0	185.0
129870	0.0	0.0
100130405	0.0	0.0
100130402	1.0	0.0
23772	0.0	0.0
23774	3168.0	3104.0
359755	0.0	1.0
359757	0.0	0.0
359758	0.0	0.0
359762	0.0	0.0
359763	1.0	0.0
359760	0.0	0.0
23770	14084.0	17314.0
359761	10.0	12.0
129868	0.0	0.0
23746	0.0	0.0
102465502	1.0	3.0
102465501	0.0	0.0
100129407	0.0	0.0
102465500	0.0	1.0
286223	49.0	13.0
23749	0.0	0.0
100129403	1.0	0.0
345041	1.0	1.0
100129405	173.0	196.0
102465509	0.0	0.0
102465508	0.0	0.0
23741	12288.0	12210.0
102465507	0.0	0.0
23742	29.0	57.0
359766	1.0	0.0
23743	1897.0	73.0
359767	1.0	2.0
102465505	0.0	0.0
130813	17.0	4.0
23744	0.0	0.0
102465504	1.0	0.0
130814	1225.0	1068.0
102465503	0.0	0.0
359774	5.0	11.0
359775	1.0	0.0
359776	0.0	0.0
359770	0.0	1.0
359771	0.0	0.0
359772	0.0	0.0
100129402	0.0	0.0
100129401	0.0	0.0
23757	0.0	0.0
102465513	0.0	0.0
23758	0.0	0.0
102465512	1.0	0.0
23759	4609.0	3088.0
102465511	0.0	1.0
286234	0.0	0.0
102465510	0.0	0.0
129852	107.0	29.0
347694	9.0	19.0
286239	0.0	1.0
23751	1.0	2.0
102465519	1.0	0.0
23752	12.0	2.0
23753	4705.0	1584.0
115207	4748.0	4133.0
359777	0.0	0.0
102465517	0.0	0.0
130827	324.0	342.0
359778	0.0	0.0
102465516	0.0	0.0
115209	1245.0	1952.0
23755	5.0	6.0
359779	0.0	2.0
102465515	0.0	0.0
23756	0.0	0.0
102465514	0.0	0.0
359787	0.0	0.0
359781	0.0	1.0
359782	0.0	0.0
347689	35.0	27.0
347688	3.0	9.0
102465524	0.0	0.0
94005	4067.0	4520.0
102465523	1.0	0.0
102465522	0.0	0.0
102465521	3.0	1.0
102465520	0.0	0.0
94009	33.0	16.0
727866	1.0	0.0
57060	1172.0	1587.0
102465528	0.0	0.0
102465527	0.0	0.0
57062	13556.0	21226.0
102465526	0.0	0.0
727865	12.0	13.0
102465525	0.0	0.0
84687	4381.0	5420.0
727859	0.0	0.0
84689	122.0	187.0
84688	39.0	6.0
139135	0.0	2.0
84684	2.0	2.0
84681	1474.0	1147.0
84680	1402.0	1701.0
102465535	0.0	0.0
102465534	0.0	0.0
102465533	0.0	0.0
102465532	0.0	0.0
102465531	0.0	0.0
102465530	0.0	0.0
727856	0.0	0.0
727857	1.0	0.0
727851	128.0	126.0
102465539	3.0	5.0
102465538	0.0	0.0
102465537	2.0	0.0
102465536	0.0	0.0
84679	1849.0	2378.0
84676	7.0	475.0
84675	44.0	255.0
140123	0.0	0.0
84678	1941.0	1369.0
84677	0.0	0.0
84672	0.0	0.0
84671	993.0	917.0
84674	790.0	828.0
84673	1.0	0.0
152101	0.0	0.0
152100	665.0	736.0
94027	4.0	21.0
94026	1.0	3.0
94025	345.0	335.0
129787	2094.0	1995.0
57088	3104.0	1341.0
127124	1.0	1.0
57089	437.0	444.0
57082	199.0	75.0
57084	0.0	0.0
57085	2397.0	3313.0
152118	0.0	0.0
152110	49.0	16.0
154790	5.0	3.0
154791	731.0	588.0
646201	0.0	0.0
57091	164.0	160.0
94015	2789.0	466.0
57092	7257.0	10476.0
646202	40.0	24.0
57097	1283.0	849.0
57099	353.0	780.0
727879	0.0	0.0
57093	0.0	0.0
166752	0.0	26.0
57094	0.0	2.0
57095	2376.0	2538.0
57096	24.0	29.0
139163	0.0	0.0
84698	457.0	175.0
84699	5.0	3.0
84694	0.0	0.0
84693	444.0	429.0
100499563	1.0	0.0
84696	56.0	28.0
84695	277.0	263.0
84690	1.0	0.0
84692	1.0	5.0
84691	2.0	0.0
130752	448.0	104.0
646213	0.0	0.0
100130495	14.0	7.0
646208	14.0	41.0
94039	794.0	439.0
94031	1412.0	138.0
94030	108.0	30.0
100130484	0.0	0.0
94033	0.0	0.0
94032	3.0	110.0
727810	1.0	2.0
100130481	0.0	0.0
100130480	0.0	0.0
115196	464.0	534.0
727805	1.0	0.0
139105	1.0	0.0
646218	0.0	0.0
347744	17.0	13.0
347741	1.0	0.0
646231	0.0	0.0
154743	779.0	857.0
130773	3.0	1.0
727842	0.0	1.0
100129480	55.0	168.0
100129482	1033.0	985.0
727837	1.0	1.0
347736	63.0	37.0
347733	63.0	16.0
347732	23.0	12.0
347735	2110.0	13780.0
347734	3376.0	5041.0
347731	0.0	0.0
646243	0.0	0.0
94059	107.0	391.0
347730	96.0	12.0
646249	1.0	2.0
201305	52.0	44.0
100130466	0.0	0.0
727833	1.0	0.0
727835	0.0	1.0
100130462	0.0	0.0
94056	4271.0	3769.0
100130461	0.0	1.0
727830	0.0	0.0
727832	0.0	0.0
140100	0.0	0.0
727826	54.0	36.0
727828	0.0	0.0
100129472	0.0	0.0
347720	1.0	1.0
100288841	0.0	0.0
60626	4886.0	5305.0
347717	0.0	0.0
347716	14.0	11.0
101154644	0.0	0.0
152195	914.0	966.0
100288831	0.0	0.0
164153	3.0	0.0
105370141	0.0	0.0
347704	0.0	0.0
347703	0.0	0.0
347706	0.0	0.0
152189	640.0	1204.0
347705	0.0	1.0
347702	2.0	1.0
152185	884.0	1084.0
347701	0.0	0.0
100288827	4.0	0.0
100288825	0.0	0.0
57000	31.0	25.0
57001	621.0	609.0
84618	1.0	1.0
84617	2771.0	3819.0
84619	562.0	529.0
57007	2942.0	1970.0
84624	27151.0	6427.0
84627	135.0	114.0
84626	553.0	631.0
57002	500.0	489.0
57003	7137.0	7995.0
84620	4178.0	8237.0
84623	11.0	1.0
57004	6.0	17.0
84622	743.0	377.0
100288814	2.0	1.0
57010	45.0	41.0
57017	3500.0	2708.0
84614	1585.0	1030.0
57018	11025.0	11897.0
57019	1886.0	1643.0
84616	0.0	0.0
84612	642.0	819.0
57016	8.0	18.0
96626	0.0	0.0
100288805	16.0	28.0
100288801	2.0	6.0
100288802	1.0	0.0
57020	3421.0	3609.0
164127	2.0	17.0
166785	682.0	824.0
84639	1.0	1.0
84647	3.0	94.0
84649	2160.0	1071.0
60678	949.0	940.0
60677	10.0	2.0
84648	0.0	0.0
60676	143.0	6.0
84643	1.0	0.0
60675	2.0	5.0
139170	42.0	4.0
101154686	0.0	0.0
84645	213.0	238.0
60674	3972.0	11666.0
57026	44.0	118.0
60673	1700.0	1880.0
152138	0.0	0.0
60672	1200.0	1958.0
152137	5277.0	4928.0
252946	0.0	0.0
84641	3480.0	3972.0
252948	0.0	0.0
84640	2176.0	2376.0
252949	0.0	0.0
154796	919.0	5716.0
96610	153.0	168.0
164118	72.0	9.0
84629	10066.0	8447.0
84628	76.0	63.0
727897	9.0	5.0
57030	141.0	4.0
84636	125.0	15.0
252950	0.0	0.0
252951	0.0	0.0
252952	0.0	0.0
57035	3421.0	7238.0
84632	19926.0	8378.0
60686	697.0	830.0
84631	19.0	3.0
57037	1919.0	1461.0
84634	1.0	32.0
60685	6252.0	5544.0
105370183	0.0	0.0
57038	1573.0	2141.0
60684	2596.0	2586.0
60682	914.0	1002.0
60681	3845.0	2194.0
84630	18.0	18.0
60680	11.0	8.0
252953	0.0	0.0
252954	0.0	0.0
139189	3.0	1.0
252955	0.0	0.0
252956	0.0	0.0
57045	3623.0	5073.0
84669	2416.0	2780.0
84668	786.0	553.0
84665	0.0	5.0
57047	21.0	19.0
84664	0.0	0.0
84667	20.0	17.0
84666	1.0	0.0
84661	2086.0	2789.0
84660	11.0	21.0
84662	2238.0	2710.0
648809	0.0	0.0
648822	2.0	0.0
57053	57.0	29.0
57054	0.0	0.0
57055	0.0	0.0
57050	1994.0	2490.0
166793	347.0	359.0
84658	9.0	32.0
84657	78.0	35.0
84659	1.0	24.0
84654	0.0	0.0
57057	2.0	0.0
84656	7484.0	7967.0
84650	832.0	1323.0
