id	def39b2b-d0f6-4f6d-a3d2-610d8b121d96	92e4e583-3efe-4144-9247-eaad758b0944
11130	596.0	540.0
106479029	0.0	0.0
23111	7897.0	5461.0
106479028	0.0	0.0
25774	0.0	1.0
23112	3970.0	3129.0
106479027	0.0	0.0
25776	2351.0	2299.0
23113	3238.0	3194.0
106479026	1.0	1.0
25775	12.0	6.0
23114	254.0	243.0
106479025	3.0	0.0
25778	2666.0	2662.0
106479024	0.0	0.0
25777	6433.0	5645.0
23116	3572.0	2424.0
106479023	6.0	20.0
23117	113.0	86.0
106479022	0.0	0.0
23118	7395.0	6417.0
106479021	0.0	0.0
115294	8348.0	7356.0
106479020	8.0	12.0
106480000	0.0	1.0
25770	0.0	0.0
106480002	0.0	0.0
106480001	0.0	0.0
152206	369.0	323.0
106480004	1.0	0.0
25771	2779.0	2700.0
84138	449.0	433.0
106480003	1.0	1.0
11133	388.0	300.0
84133	34.0	22.0
84132	1655.0	1149.0
11132	1509.0	1447.0
11135	1920.0	2219.0
84135	1086.0	842.0
84134	934.0	805.0
11137	3629.0	2549.0
115290	97.0	27.0
11136	37.0	32.0
84131	1422.0	1087.0
11138	729.0	1165.0
730993	0.0	2.0
102465249	0.0	0.0
102465248	0.0	0.0
102465247	0.0	0.0
102465246	0.0	0.0
100272147	1.0	1.0
345895	275.0	125.0
729993	22.0	18.0
50717	7450.0	7963.0
102465257	1.0	0.0
102465256	0.0	0.0
102465255	2.0	0.0
729991	1585.0	1451.0
102465254	0.0	0.0
102465253	0.0	0.0
164284	1.0	4.0
100884155	1.0	0.0
102465252	0.0	0.0
730978	3.0	2.0
102465251	0.0	0.0
102465250	0.0	0.0
730974	0.0	0.0
392194	1.0	1.0
392197	4.0	5.0
646702	0.0	0.0
646701	20.0	2.0
646721	0.0	0.0
729962	1.0	0.0
729967	2262.0	1789.0
2504	7.0	8.0
2503	15.0	10.0
284418	0.0	0.0
2502	10.0	13.0
284417	4.0	30.0
2501	50.0	58.0
2500	79.0	72.0
284415	4.0	5.0
404635	0.0	0.0
619190	0.0	1.0
404636	1148.0	1214.0
2509	9.0	13.0
646723	3.0	1.0
2508	22.0	32.0
2507	3.0	10.0
619189	0.0	1.0
164237	1.0	1.0
729956	6.0	4.0
140290	36.0	41.0
729952	0.0	0.0
2515	0.0	1.0
284408	331.0	406.0
2512	95179.0	86476.0
284406	704.0	438.0
2510	0.0	2.0
284403	86.0	116.0
284402	89.0	105.0
2519	4666.0	4760.0
2518	0.0	1.0
2517	8708.0	9019.0
2516	0.0	1.0
646755	5.0	11.0
646754	0.0	0.0
646753	1.0	0.0
260434	1.0	0.0
23189	8506.0	5793.0
260436	21.0	0.0
23180	10920.0	4624.0
2526	477.0	304.0
23181	2849.0	2822.0
2525	6.0	4.0
2524	49.0	55.0
2523	91.0	279.0
23184	12548.0	15497.0
2521	27854.0	22211.0
23185	6131.0	6324.0
23186	1782.0	1680.0
2520	2.0	0.0
23187	5061.0	4455.0
2529	12.0	7.0
2528	1.0	1.0
2527	0.0	0.0
152273	562.0	827.0
644100	0.0	0.0
646766	17.0	14.0
644101	5.0	0.0
23199	9820.0	7652.0
260425	4193.0	7341.0
729974	0.0	0.0
260429	0.0	1.0
2537	42921.0	32327.0
23191	7564.0	8095.0
23192	4563.0	3962.0
23193	34119.0	40432.0
2535	286.0	464.0
2534	3863.0	4023.0
23194	445.0	507.0
2533	434.0	313.0
23195	6987.0	5154.0
23196	13593.0	13485.0
2532	421.0	43.0
23197	5921.0	4661.0
2531	5143.0	4011.0
2530	1723.0	1974.0
23198	6105.0	5583.0
345829	1.0	2.0
646759	0.0	0.0
646758	1.0	3.0
2539	6226.0	4435.0
2538	1.0	0.0
23190	14258.0	13716.0
25903	656.0	641.0
25902	776.0	1635.0
25904	2008.0	1449.0
100129866	1.0	0.0
25907	22.0	24.0
100130855	277.0	270.0
25906	1586.0	1091.0
25909	4560.0	3682.0
100127206	1.0	0.0
100129867	1.0	1.0
2551	4004.0	3026.0
2550	1584.0	2119.0
25901	3935.0	3653.0
25900	557.0	382.0
2548	9685.0	12849.0
223075	1.0	2.0
2547	19038.0	16718.0
100874409	0.0	0.0
100874408	0.0	0.0
2543	0.0	0.0
100379345	134.0	847.0
2542	1338.0	1235.0
100874403	1.0	0.0
100874402	0.0	1.0
100874401	0.0	1.0
100874400	1.0	0.0
100129863	0.0	0.0
100874407	0.0	0.0
100874406	0.0	0.0
100874405	0.0	0.0
2549	1192.0	779.0
100874404	0.0	0.0
25914	748.0	528.0
100130848	0.0	0.0
25913	2113.0	1719.0
100129858	143.0	128.0
25915	7367.0	7264.0
25917	3250.0	2660.0
2562	1000.0	2568.0
2561	9.0	66.0
2560	17.0	8.0
25912	12151.0	12102.0
25911	1573.0	1333.0
2559	0.0	0.0
2558	3.0	4.0
2557	0.0	0.0
2556	1.0	0.0
2555	3.0	0.0
2554	0.0	0.0
2553	2835.0	2819.0
100129853	0.0	0.0
100874421	1.0	0.0
100874420	0.0	0.0
100129845	15.0	10.0
2572	0.0	0.0
2571	9.0	4.0
2570	40.0	99.0
2569	1.0	2.0
2568	4.0	5.0
2567	26.0	89.0
2566	0.0	0.0
2565	6.0	10.0
2564	1204.0	1038.0
2563	10.0	241.0
100874425	0.0	0.0
100874424	0.0	0.0
100874423	0.0	0.0
100129842	1478.0	1245.0
100874422	0.0	0.0
100874429	0.0	0.0
100874428	0.0	0.0
100874427	0.0	0.0
100874426	0.0	0.0
100130827	8.0	2.0
100129836	4.0	53.0
100874410	3.0	0.0
286676	1372.0	1360.0
100130821	0.0	0.0
100130820	0.0	0.0
2584	679.0	1493.0
2583	64.0	21.0
2582	580.0	592.0
2581	4190.0	4055.0
2580	5984.0	6741.0
100874419	0.0	0.0
100874414	0.0	1.0
100874413	1.0	0.0
100874412	2.0	2.0
100874411	0.0	0.0
100874418	0.0	1.0
223082	1668.0	2182.0
100874417	8.0	5.0
100874416	0.0	0.0
100874415	0.0	0.0
100129827	2.0	0.0
100874443	2.0	2.0
100874442	0.0	0.0
100129824	0.0	0.0
100874441	0.0	0.0
100874440	0.0	0.0
2595	1357.0	1849.0
2593	1551.0	1957.0
100379300	0.0	0.0
2592	2163.0	3029.0
2591	4375.0	4684.0
441389	26.0	18.0
2590	8059.0	6667.0
441386	7.0	5.0
127617	0.0	0.0
2589	4822.0	4911.0
2588	1790.0	2096.0
2587	1.0	42.0
441391	12.0	8.0
284018	665.0	1026.0
2585	1403.0	1966.0
100874447	1.0	0.0
100874446	0.0	0.0
100874445	0.0	0.0
284013	21.0	27.0
100874444	0.0	0.0
100874449	0.0	0.0
100874448	7.0	2.0
100129815	1.0	0.0
100130803	0.0	0.0
100874432	0.0	1.0
100874431	6.0	11.0
100874430	0.0	0.0
100129813	1.0	3.0
441377	1.0	0.0
441376	6.0	6.0
441381	5.0	2.0
127602	640.0	626.0
2597	67669.0	66176.0
2596	2.0	2.0
100874436	0.0	0.0
284004	2794.0	3497.0
100874435	0.0	0.0
100874434	6.0	16.0
100874433	1.0	0.0
284001	2861.0	5220.0
100874439	0.0	0.0
100874438	0.0	0.0
127608	0.0	0.0
100874465	0.0	0.0
100129800	3.0	5.0
100874464	0.0	2.0
100874462	3.0	6.0
100129801	1.0	0.0
100874469	0.0	1.0
100874468	0.0	0.0
100874467	3.0	1.0
100874466	9.0	0.0
100874450	0.0	0.0
50937	10216.0	8766.0
100874454	0.0	0.0
50939	28.0	27.0
100874453	0.0	0.0
100874452	0.0	0.0
100874451	0.0	0.0
100874457	0.0	0.0
100874456	0.0	1.0
50940	509.0	417.0
100874455	3.0	4.0
50943	81.0	54.0
50945	1141.0	486.0
50944	28.0	4.0
100874459	0.0	0.0
23328	13803.0	12692.0
23329	268.0	458.0
84281	338.0	638.0
84280	1521.0	1454.0
644076	0.0	0.0
11340	1320.0	1151.0
644079	1.0	4.0
25983	2154.0	1872.0
127665	8.0	1.0
23321	8046.0	7749.0
115677	329.0	747.0
644070	0.0	0.0
23322	978.0	753.0
25984	1.0	0.0
23324	8738.0	8258.0
25987	4445.0	5367.0
23325	3058.0	3108.0
23326	16590.0	20628.0
25989	2710.0	2870.0
23327	3642.0	3612.0
25988	1345.0	1722.0
25981	933.0	935.0
25980	3244.0	3200.0
11342	5907.0	6351.0
84287	1863.0	1520.0
84286	2504.0	3144.0
11341	17.0	5.0
284058	5460.0	7231.0
84289	3388.0	2072.0
11344	1748.0	1372.0
11343	826.0	1382.0
84288	2644.0	2500.0
84283	291.0	453.0
11346	2326.0	2707.0
11345	9006.0	8726.0
84282	1550.0	2737.0
84285	1349.0	1274.0
84284	3323.0	3188.0
23339	6945.0	7371.0
84270	1112.0	1157.0
23331	3108.0	3234.0
25994	5498.0	3595.0
23332	6758.0	5140.0
25996	1866.0	1513.0
23333	1338.0	1404.0
23334	4870.0	5227.0
25998	5410.0	4747.0
23335	2507.0	2927.0
23336	1193.0	862.0
441332	0.0	0.0
644082	0.0	0.0
23338	4638.0	4145.0
25999	234.0	297.0
441331	0.0	0.0
84279	1537.0	1243.0
25992	5004.0	5258.0
84276	3054.0	2884.0
84275	1776.0	844.0
284047	116.0	245.0
84278	295.0	307.0
84277	2496.0	2252.0
84272	5144.0	5202.0
84271	8727.0	7087.0
84274	2516.0	2365.0
84273	1626.0	1518.0
23306	1341.0	1147.0
23307	3397.0	3835.0
284040	61.0	251.0
23308	9.0	11.0
23309	4342.0	4369.0
25961	276.0	212.0
25960	738.0	693.0
25963	10201.0	10908.0
23300	5045.0	3477.0
23301	3636.0	1865.0
25962	3966.0	3092.0
23302	86.0	303.0
23303	4308.0	4927.0
644096	869.0	1176.0
23304	5492.0	4109.0
25966	1387.0	1633.0
23305	123.0	95.0
644094	1.0	1.0
11328	5017.0	6642.0
11329	1857.0	1543.0
11320	1943.0	2134.0
137012	2.0	0.0
113000	938.0	894.0
11322	443.0	2150.0
11321	2212.0	1914.0
284034	1.0	0.0
11326	935.0	525.0
11325	8645.0	12471.0
23317	4910.0	5331.0
84290	16.0	28.0
25979	2485.0	4218.0
23318	5928.0	4233.0
84292	686.0	608.0
25972	4673.0	4331.0
23310	2097.0	1999.0
441359	0.0	0.0
25974	584.0	591.0
23312	1996.0	2418.0
25973	240.0	263.0
23313	2515.0	1663.0
25976	6699.0	4497.0
23314	107.0	108.0
25975	10.0	68.0
441355	1.0	1.0
25978	7041.0	4930.0
23315	3147.0	2994.0
25977	3285.0	2525.0
23316	982.0	633.0
11339	19.0	31.0
11338	11979.0	11593.0
441362	0.0	0.0
441361	0.0	0.0
140660	3.0	6.0
115650	6.0	7.0
127623	5.0	1.0
25970	7643.0	5951.0
284029	184.0	397.0
115653	0.0	0.0
84298	1875.0	1196.0
11331	10069.0	9775.0
11330	5.0	65.0
11333	8180.0	7599.0
152641	161.0	124.0
11332	346.0	444.0
84299	3244.0	4555.0
11335	7660.0	5967.0
84294	2008.0	1159.0
11334	3289.0	3215.0
84293	6579.0	5343.0
84296	197.0	218.0
11337	5998.0	7846.0
284021	70.0	287.0
84295	2391.0	1704.0
11336	4728.0	3989.0
25946	7046.0	5927.0
25949	5646.0	5564.0
25948	3028.0	2914.0
441308	1.0	0.0
139604	0.0	0.0
100130898	0.0	0.0
100130894	4.0	8.0
25941	3947.0	4678.0
25940	4505.0	3148.0
100130892	9.0	12.0
25943	4286.0	3446.0
25942	7162.0	6591.0
100130890	200.0	206.0
25945	4821.0	5411.0
11309	1285.0	1251.0
284099	2.0	9.0
284098	719.0	735.0
25957	15215.0	17512.0
140609	3958.0	2832.0
25959	6337.0	5282.0
100130889	1.0	2.0
100130887	101.0	72.0
25950	518.0	546.0
25953	7551.0	6211.0
25956	572.0	642.0
11317	2.0	4.0
11316	10556.0	12523.0
11319	2592.0	2603.0
11318	4.0	2.0
100379378	1.0	0.0
11311	3674.0	3473.0
11313	3459.0	3092.0
140603	0.0	0.0
11315	20301.0	17782.0
284086	1590.0	2803.0
11314	117.0	186.0
25925	636.0	219.0
284085	7.0	10.0
25924	125.0	439.0
25927	173.0	179.0
284083	7.0	5.0
100130879	4.0	4.0
25926	2713.0	2958.0
139628	0.0	0.0
25929	2018.0	1711.0
25928	93.0	27.0
441328	0.0	0.0
127687	2854.0	3289.0
100130873	0.0	0.0
441327	0.0	0.0
441326	0.0	0.0
100130871	6.0	4.0
441324	0.0	0.0
25921	9515.0	9985.0
441323	0.0	0.0
25920	3781.0	3887.0
25923	5906.0	5048.0
140612	862.0	762.0
100129880	0.0	0.0
284076	5.0	4.0
100129882	3.0	2.0
25936	2005.0	1210.0
25938	1796.0	1650.0
25937	4789.0	4075.0
284071	24.0	27.0
100130866	0.0	0.0
25939	3011.0	2782.0
113026	646.0	1138.0
441317	0.0	0.0
441315	0.0	0.0
25930	5594.0	6172.0
441314	0.0	0.0
441313	0.0	0.0
25932	2679.0	3386.0
127671	0.0	0.0
25934	2257.0	1811.0
127670	23.0	11.0
284069	224.0	368.0
140623	11.0	15.0
140625	0.0	0.0
284067	3.0	1.0
100129871	0.0	1.0
140628	20.0	55.0
406982	0.0	0.0
406981	0.0	0.0
406984	2.0	0.0
406983	6.0	2.0
406986	1.0	0.0
406985	3.0	3.0
406988	0.0	0.0
406987	0.0	0.0
23287	1062.0	783.0
23288	4179.0	3472.0
406980	0.0	0.0
84206	90.0	59.0
23281	47.0	201.0
84203	4.0	8.0
23283	2854.0	1846.0
23284	28.0	12.0
140596	0.0	0.0
23285	657.0	596.0
152579	1173.0	1231.0
140597	5600.0	3357.0
23286	8256.0	5617.0
152578	0.0	1.0
406979	0.0	0.0
406978	0.0	0.0
152573	109.0	95.0
644000	0.0	0.0
646663	0.0	0.0
406971	0.0	0.0
406970	0.0	0.0
406973	0.0	0.0
406972	0.0	0.0
406974	0.0	0.0
406977	0.0	0.0
406976	1.0	3.0
23299	3339.0	2586.0
201725	855.0	528.0
23291	3981.0	3854.0
23293	2292.0	3728.0
23294	7108.0	7471.0
23295	5585.0	6845.0
406968	3.0	3.0
406967	0.0	0.0
646658	6.0	11.0
152586	0.0	0.0
406969	0.0	0.0
406960	0.0	0.0
11281	3.0	26.0
406962	49.0	98.0
646672	3.0	1.0
11280	41.0	16.0
406961	1.0	2.0
11283	2.0	0.0
406964	0.0	0.0
11282	6165.0	5845.0
406963	0.0	0.0
644016	3.0	1.0
11285	2518.0	3009.0
406966	0.0	1.0
11284	2449.0	3107.0
406965	2.0	0.0
23265	6741.0	9634.0
23266	10054.0	10680.0
23268	2556.0	1697.0
23269	4139.0	3299.0
84229	28.0	1.0
164592	20.0	19.0
59269	2145.0	2393.0
84225	150.0	234.0
23261	2961.0	2238.0
84224	619.0	603.0
23262	3517.0	2746.0
23263	2820.0	6586.0
23264	13616.0	14874.0
84226	227.0	298.0
84221	2.0	4.0
406957	0.0	0.0
84220	2.0	1.0
406956	1.0	14.0
84223	1499.0	1117.0
406959	0.0	0.0
406958	1.0	0.0
84222	162.0	171.0
646685	0.0	0.0
644022	1.0	5.0
406951	0.0	0.0
406950	0.0	0.0
406953	0.0	0.0
646688	5.0	1.0
406952	0.0	0.0
406955	0.0	0.0
406954	1.0	6.0
23276	2598.0	3285.0
23277	5476.0	6764.0
23279	5280.0	4060.0
59277	588.0	401.0
59272	163.0	230.0
59271	1031.0	1442.0
59274	1098.0	1041.0
84218	0.0	0.0
84217	702.0	430.0
23270	4690.0	4410.0
23271	5889.0	4650.0
84219	1171.0	1166.0
23272	7457.0	5796.0
23274	2555.0	3097.0
84216	253.0	361.0
84215	67.0	36.0
23275	3949.0	3840.0
406946	0.0	0.0
84210	4.0	6.0
406945	0.0	0.0
644017	0.0	0.0
406948	0.0	0.0
406947	0.0	0.0
406949	0.0	0.0
644032	0.0	0.0
646693	0.0	0.0
11261	6301.0	8056.0
644037	8.0	11.0
11260	5644.0	5211.0
646698	5.0	6.0
11262	38.0	40.0
23243	5452.0	4146.0
23244	7893.0	7245.0
59286	9329.0	7520.0
23245	203.0	369.0
23246	3510.0	3248.0
23247	6071.0	5932.0
59283	3.0	9.0
23248	6272.0	5614.0
644030	1.0	0.0
59285	0.0	0.0
59284	1.0	0.0
84247	3718.0	2390.0
23240	632.0	781.0
84246	1198.0	1211.0
84249	43.0	107.0
23241	4046.0	3529.0
23242	3906.0	3188.0
84248	4628.0	3890.0
84243	3112.0	2294.0
11264	3504.0	3496.0
84245	1747.0	1582.0
11267	4019.0	4930.0
11266	956.0	998.0
11269	1234.0	1455.0
84240	1558.0	1065.0
11270	488.0	472.0
644042	0.0	0.0
11272	55.0	115.0
11274	740.0	554.0
11273	7215.0	7015.0
23254	2133.0	1755.0
23255	66.0	34.0
23256	5596.0	4590.0
23258	4194.0	3310.0
23259	3000.0	2502.0
644041	0.0	0.0
84239	8693.0	11398.0
23250	6027.0	27022.0
84236	2380.0	2729.0
23251	54.0	47.0
23252	908.0	819.0
140564	102.0	54.0
23253	6130.0	4488.0
84232	7249.0	5976.0
11276	4607.0	6906.0
11275	2063.0	2849.0
84231	4288.0	4186.0
49861	15.0	27.0
11278	360.0	667.0
49860	8.0	2.0
84233	1302.0	807.0
11277	0.0	0.0
11279	762.0	782.0
84230	491.0	402.0
23229	2493.0	2685.0
49856	1349.0	1433.0
644054	0.0	0.0
49855	2638.0	3173.0
644059	0.0	0.0
49854	3114.0	1519.0
11240	163.0	218.0
23221	3900.0	6438.0
25884	8.0	2.0
23223	2099.0	2226.0
25886	143.0	174.0
23224	26175.0	20198.0
25885	3580.0	4133.0
23225	2573.0	2200.0
25888	1032.0	716.0
23228	238.0	299.0
644050	2.0	4.0
201780	9.0	28.0
84269	1891.0	2072.0
152559	1590.0	876.0
25880	749.0	682.0
84268	2042.0	3036.0
23220	2622.0	10639.0
140576	3291.0	3689.0
84265	2821.0	2825.0
11243	2029.0	1983.0
139599	4.0	12.0
84264	54.0	40.0
140578	60.0	18.0
84267	2867.0	3024.0
11245	224.0	262.0
84266	5113.0	3867.0
11244	5925.0	6066.0
84261	871.0	1038.0
11247	2.0	8.0
139596	1319.0	1150.0
84260	1721.0	1256.0
84263	4824.0	4689.0
11249	0.0	0.0
84262	1061.0	809.0
11248	42.0	229.0
345557	105.0	7.0
406993	0.0	0.0
406992	5.0	0.0
406995	0.0	1.0
406994	1.0	0.0
11250	13.0	14.0
406997	0.0	0.0
406996	0.0	0.0
11252	9017.0	9593.0
406999	0.0	0.0
11251	8.0	14.0
406998	0.0	0.0
23232	629.0	1220.0
25895	1007.0	1217.0
23233	1824.0	1943.0
25894	577.0	465.0
25897	3127.0	2513.0
23234	747.0	737.0
25896	1803.0	2109.0
23235	4151.0	3653.0
23236	184.0	199.0
25898	3135.0	1550.0
23237	5890.0	85.0
644063	18.0	21.0
406991	0.0	0.0
23239	1936.0	1945.0
406990	0.0	0.0
25891	224.0	408.0
84258	9.0	8.0
25890	6828.0	209.0
25893	2703.0	1400.0
23230	3355.0	2961.0
23231	1507.0	4198.0
84259	1335.0	742.0
84254	709.0	1123.0
11254	0.0	7.0
84253	954.0	482.0
11253	4720.0	6851.0
406989	0.0	0.0
84256	2838.0	2859.0
11255	1.0	0.0
84255	3228.0	3518.0
84250	505.0	351.0
11258	4848.0	4299.0
11257	1156.0	1430.0
84251	1155.0	1362.0
11259	1677.0	536.0
100874483	0.0	0.0
100874482	1.0	0.0
100874480	0.0	0.0
406900	8.0	2.0
100874484	5.0	2.0
201799	65.0	346.0
201798	63.0	91.0
50831	4.0	6.0
100874489	0.0	1.0
100874488	0.0	0.0
50833	0.0	0.0
50832	32.0	67.0
50835	0.0	3.0
50834	0.0	3.0
50837	0.0	0.0
102465139	0.0	0.0
50836	0.0	0.0
100874471	1.0	2.0
102465138	0.0	0.0
50839	8.0	16.0
100874470	0.0	0.0
102465137	0.0	1.0
50838	1.0	3.0
102465136	2.0	18.0
100874476	0.0	0.0
102465135	0.0	0.0
102465134	0.0	0.0
102465133	0.0	0.0
100874473	1.0	0.0
50840	125.0	172.0
100874479	0.0	1.0
100874478	0.0	0.0
100874477	0.0	0.0
50846	10.0	8.0
100499183	220.0	160.0
50848	9628.0	12572.0
2601	5.0	2.0
100499177	2284.0	1996.0
102465141	0.0	0.0
50853	1042.0	1513.0
2609	0.0	0.0
102465140	0.0	0.0
50852	15.0	11.0
50855	226.0	114.0
50854	9145.0	10452.0
100499171	0.0	1.0
50856	50.0	55.0
50859	8.0	0.0
100874494	1.0	0.0
50858	0.0	0.0
100874493	0.0	0.0
100874492	0.0	0.0
100874491	1.0	0.0
100874498	0.0	0.0
646600	5.0	0.0
100874497	0.0	0.0
100874495	0.0	0.0
100874490	0.0	0.0
223117	11628.0	12618.0
2613	3.0	1.0
2611	0.0	1.0
50862	3917.0	3932.0
50861	9371.0	10679.0
2619	261.0	190.0
50863	85.0	546.0
100874499	0.0	0.0
2618	4571.0	2964.0
50865	9609.0	7740.0
2617	4766.0	4952.0
2616	249.0	270.0
2615	1357.0	1484.0
406940	1.0	6.0
406942	0.0	0.0
646612	12.0	18.0
406941	1.0	0.0
406944	0.0	0.0
406943	0.0	3.0
100996876	4.0	2.0
2625	812.0	681.0
2624	168.0	128.0
2623	8.0	14.0
2622	2882.0	3419.0
2621	9984.0	13130.0
2620	80.0	46.0
406935	0.0	0.0
406934	0.0	0.0
646603	7.0	2.0
406937	0.0	0.0
406936	0.0	0.0
2629	4070.0	3781.0
406939	0.0	0.0
646609	0.0	0.0
2628	4291.0	3082.0
406938	0.0	0.0
2627	867.0	885.0
2626	1.0	0.0
406931	0.0	0.0
406930	0.0	0.0
406933	3.0	0.0
406932	0.0	0.0
646620	0.0	0.0
2636	0.0	1.0
2635	2689.0	2475.0
2634	1963.0	602.0
2633	27961.0	1548.0
2632	2656.0	2186.0
2631	8974.0	6141.0
2630	162.0	135.0
406924	0.0	0.0
406923	0.0	0.0
406926	0.0	0.0
646614	0.0	0.0
406925	5.0	3.0
406928	0.0	0.0
2639	2009.0	1982.0
406927	0.0	0.0
646619	4.0	7.0
2638	0.0	0.0
2637	1.0	0.0
406929	42.0	11.0
646630	0.0	0.0
406920	1.0	0.0
406922	0.0	0.0
406921	0.0	3.0
2650	4258.0	6961.0
2647	2072.0	1819.0
2646	1.0	3.0
2645	148.0	29.0
2644	232.0	240.0
2643	291.0	209.0
2642	1.0	0.0
2641	0.0	0.0
406913	0.0	7.0
646627	1.0	1.0
406912	6.0	0.0
646625	0.0	0.0
406915	0.0	1.0
406914	0.0	0.0
406917	0.0	0.0
406916	0.0	0.0
2649	1299.0	1226.0
406919	1.0	1.0
2648	2916.0	6706.0
406918	0.0	0.0
646641	0.0	0.0
646640	0.0	1.0
646643	0.0	0.0
406911	3.0	6.0
406910	0.0	0.0
2661	118.0	149.0
2660	23.0	60.0
2658	0.0	0.0
2657	0.0	0.0
406909	0.0	0.0
2653	1919.0	1159.0
2652	0.0	0.0
2651	656.0	477.0
406902	0.0	0.0
406901	1.0	0.0
406904	0.0	0.0
406903	0.0	0.0
406906	0.0	0.0
406905	0.0	0.0
406908	0.0	0.0
406907	0.0	0.0
100874520	0.0	0.0
100130733	76.0	80.0
2672	57.0	57.0
106144578	0.0	0.0
2671	1058.0	1034.0
2670	41.0	29.0
106144575	1.0	0.0
2669	663.0	126.0
2668	1.0	1.0
2667	1.0	0.0
100874529	2.0	10.0
2665	12670.0	10846.0
2664	7753.0	7223.0
2662	917.0	260.0
100874524	3.0	17.0
100874523	0.0	1.0
100129743	1.0	4.0
100874522	0.0	1.0
100874528	0.0	0.0
100129738	0.0	0.0
100129739	1.0	0.0
100129736	0.0	0.0
100130721	0.0	0.0
2683	19024.0	19901.0
106144568	0.0	0.0
2681	312.0	216.0
2679	34.0	171.0
2678	2314.0	2613.0
100874519	0.0	0.0
2677	4749.0	3982.0
100874518	0.0	0.0
2676	11.0	0.0
2675	4951.0	2979.0
2674	232.0	31.0
2673	11643.0	13407.0
101056700	52.0	38.0
100874512	0.0	0.0
100874511	3.0	1.0
100129731	0.0	0.0
100874510	0.0	0.0
100874517	0.0	0.0
100130719	1.0	0.0
100874516	0.0	2.0
100130718	0.0	0.0
100874515	4.0	7.0
100130717	63.0	73.0
100874514	0.0	0.0
100129727	3.0	0.0
100129726	69.0	153.0
100129723	0.0	0.0
100129722	54.0	67.0
2694	1.0	0.0
2693	0.0	0.0
2692	1.0	6.0
2691	0.0	0.0
2690	898.0	675.0
2689	0.0	0.0
2688	0.0	0.0
2687	4542.0	5462.0
2686	3874.0	4799.0
100130708	0.0	0.0
100129716	70.0	134.0
106144540	0.0	0.0
100874531	4.0	1.0
100874530	2.0	0.0
100130700	0.0	0.0
100129714	0.0	1.0
106144541	0.0	0.0
106144542	0.0	0.0
106144543	0.0	0.0
106144544	0.0	0.0
2698	2.0	6.0
106144538	9.0	10.0
2697	55546.0	18938.0
106144539	0.0	0.0
2696	4.0	19.0
2695	0.0	0.0
100129706	0.0	0.0
100129708	0.0	0.0
284131	1605.0	2573.0
115509	1137.0	786.0
259197	4.0	17.0
284129	3142.0	5374.0
284123	0.0	0.0
106144592	0.0	0.0
106144593	13.0	12.0
106144595	6.0	7.0
286749	35.0	12.0
106144598	2.0	1.0
106144599	0.0	0.0
284119	16805.0	13929.0
284116	0.0	3.0
284114	608.0	826.0
284111	7.0	10.0
284110	11.0	16.0
259173	4635.0	10000.0
106144584	1.0	0.0
286753	1.0	1.0
106144585	0.0	0.0
106144586	0.0	0.0
284106	3083.0	3971.0
284100	7.0	14.0
284184	1536.0	2766.0
127544	1581.0	1297.0
23443	3934.0	3389.0
115557	273.0	110.0
127540	0.0	0.0
23446	20080.0	17502.0
115560	296.0	205.0
23440	1.0	1.0
127534	0.0	8.0
139538	0.0	0.0
23452	305.0	528.0
441459	18.0	1.0
441457	8.0	17.0
23456	1413.0	1113.0
115548	4448.0	8167.0
23457	314.0	355.0
441452	0.0	0.0
441461	109.0	114.0
152503	4930.0	5009.0
23450	9764.0	10285.0
23451	24354.0	22807.0
139542	0.0	0.0
284167	50.0	42.0
23428	8943.0	7780.0
284161	240.0	416.0
23429	4149.0	3081.0
100130799	0.0	0.0
23420	2114.0	2739.0
23421	1182.0	987.0
23423	9733.0	10059.0
23424	1897.0	1414.0
23426	879.0	770.0
152519	532.0	213.0
152518	1620.0	1097.0
441490	0.0	0.0
23438	1704.0	2147.0
23439	0.0	1.0
100130786	1.0	0.0
23430	5.0	3.0
100130785	0.0	0.0
23431	1280.0	1315.0
23432	282.0	245.0
23433	3807.0	4239.0
441478	144.0	326.0
23434	1.0	0.0
23435	8790.0	8198.0
441476	85.0	103.0
23436	0.0	0.0
441484	0.0	1.0
441481	212.0	235.0
140545	238.0	159.0
100129795	2.0	0.0
139562	0.0	1.0
100129792	73.0	76.0
100129794	379.0	562.0
100129793	1.0	1.0
23405	6750.0	4857.0
23406	3151.0	3212.0
23408	1696.0	1683.0
23409	118.0	100.0
100130776	75.0	87.0
100130775	1.0	1.0
441425	0.0	3.0
23400	2547.0	2607.0
100130771	16.0	35.0
23401	761.0	475.0
23403	2289.0	1281.0
441420	2.0	1.0
23404	1352.0	1222.0
127579	73.0	144.0
100129784	2.0	1.0
100129781	31.0	15.0
100129782	0.0	0.0
23416	69.0	73.0
23417	1624.0	1383.0
23418	64.0	44.0
100129777	0.0	0.0
441416	5.0	7.0
23410	2264.0	2510.0
23411	2812.0	1659.0
23412	1114.0	734.0
23413	12797.0	5035.0
441410	0.0	0.0
23414	2360.0	195.0
23415	3.0	11.0
100129772	2.0	0.0
100130758	44.0	47.0
100130756	1.0	4.0
100129769	0.0	0.0
441442	1.0	0.0
100874509	0.0	0.0
100874508	0.0	1.0
100874507	1.0	0.0
115584	8.0	13.0
379024	0.0	0.0
379025	4749.0	4850.0
100874502	0.0	1.0
100874501	0.0	0.0
100874500	0.0	0.0
100874506	0.0	0.0
