id	0508b190-f00b-475b-ae8d-a26bae9fad64	836bdfad-44f9-4881-a59c-957ce06a7a7c
503648	0.0	0.0
10525	7387.0	9058.0
58503	1.0	0.0
10524	1472.0	2503.0
58505	4565.0	3886.0
10527	4061.0	8677.0
58504	912.0	623.0
10526	3133.0	3090.0
10529	6035.0	4321.0
10528	6662.0	5444.0
58500	1158.0	905.0
100873688	1.0	3.0
100873687	0.0	0.0
100131623	10.0	0.0
100131624	0.0	0.0
100873686	0.0	0.0
100873685	0.0	0.0
10521	20162.0	30829.0
10520	384.0	888.0
58506	4256.0	4675.0
10523	1358.0	2734.0
58509	979.0	1407.0
58508	2612.0	4947.0
10522	5871.0	2673.0
100033398	0.0	0.0
100131629	0.0	0.0
100873689	0.0	0.0
442361	0.0	0.0
58513	1593.0	2029.0
58516	551.0	2266.0
58510	14.0	6.0
58512	58.0	96.0
58511	7.0	43.0
58517	2628.0	6029.0
105371564	6.0	4.0
100131638	4.0	0.0
58525	1283.0	2555.0
58524	553.0	242.0
10505	421.0	620.0
58527	2512.0	3005.0
58526	980.0	1735.0
10507	3286.0	6550.0
100131641	0.0	0.0
10509	3769.0	6506.0
58529	170.0	182.0
58528	4761.0	2542.0
10501	176.0	525.0
10500	141.0	199.0
58530	4.0	1.0
442384	0.0	0.0
58538	9.0	5.0
58531	0.0	0.0
58533	1963.0	4047.0
100131656	0.0	1.0
100287404	0.0	0.0
100131661	0.0	3.0
503694	0.0	0.0
503693	190.0	79.0
493913	0.0	0.0
493911	173.0	103.0
751599	0.0	0.0
285033	207.0	194.0
100128017	0.0	0.0
442320	0.0	1.0
116412	257.0	179.0
442317	0.0	0.0
442318	0.0	0.0
442319	14.0	33.0
493901	0.0	0.0
100128015	0.0	0.0
100128010	16.0	13.0
493900	26.0	76.0
100128012	5.0	6.0
100128011	3.0	0.0
285045	0.0	0.0
442304	2.0	8.0
442308	0.0	0.0
285051	0.0	1.0
10590	10.0	1.0
10592	556.0	1696.0
10591	3466.0	1554.0
100873619	0.0	0.0
100873618	0.0	0.0
100873617	0.0	0.0
442334	0.0	0.0
100873616	0.0	0.0
10594	10245.0	17362.0
100873611	0.0	0.0
10595	1.0	6.0
10598	4420.0	5083.0
100873615	0.0	0.0
100873614	0.0	0.0
100873613	0.0	0.0
10599	0.0	0.0
100873612	0.0	0.0
100873608	0.0	0.0
100873607	0.0	0.0
100873606	0.0	0.0
100873605	0.0	0.0
442325	8.0	2.0
100873609	0.0	0.0
100873600	0.0	0.0
100873604	0.0	0.0
100873603	0.0	0.0
100873602	0.0	0.0
100873601	0.0	0.0
128434	461.0	858.0
10570	45.0	61.0
116447	2997.0	1842.0
116449	28.0	205.0
116448	0.0	2.0
10579	4871.0	2780.0
100873639	0.0	0.0
100873638	3.0	8.0
10572	7303.0	4063.0
100873633	0.0	0.0
100873632	0.0	0.0
10574	14368.0	12372.0
100873631	0.0	0.0
10573	8822.0	3778.0
100873630	0.0	1.0
10576	4543.0	6264.0
100873637	0.0	1.0
10575	9290.0	7366.0
100873636	0.0	0.0
10578	807.0	962.0
100873635	0.0	0.0
10577	62332.0	71724.0
100873634	0.0	1.0
10581	5253.0	4827.0
10580	197.0	477.0
116437	8.0	3.0
100873629	0.0	0.0
116441	402.0	537.0
100873628	0.0	0.0
100873627	0.0	0.0
116443	32.0	86.0
116442	145.0	269.0
116444	2.0	37.0
128414	262.0	140.0
100873622	0.0	0.0
100873621	0.0	0.0
10585	2529.0	1822.0
100873620	0.0	0.0
10584	88.0	21.0
10587	2805.0	1414.0
100873626	0.0	0.0
10586	137.0	200.0
100873625	0.0	0.0
10589	15737.0	9624.0
100873624	0.0	0.0
10588	320.0	334.0
100873623	0.0	0.0
100873651	0.0	0.0
100873650	0.0	0.0
285016	36.0	44.0
503618	0.0	0.0
102466719	0.0	0.0
503614	0.0	0.0
100287495	0.0	0.0
10558	548.0	2542.0
10557	1010.0	878.0
10559	677.0	741.0
10550	6866.0	12950.0
100873655	0.0	0.0
100873654	0.0	0.0
10552	9633.0	5755.0
100873653	0.0	0.0
10551	87.0	1390.0
100873652	0.0	0.0
10554	3485.0	3524.0
100873659	0.0	0.0
10553	2431.0	1987.0
128408	0.0	0.0
100873658	0.0	0.0
10556	1598.0	1322.0
100873657	0.0	0.0
10555	9085.0	4415.0
100873656	0.0	0.0
102466723	0.0	0.0
102466722	0.0	0.0
102466721	0.0	0.0
102466720	0.0	0.0
285025	46.0	117.0
100873640	0.0	0.0
102466728	0.0	0.0
102466727	0.0	0.0
102466726	0.0	0.0
102466725	0.0	0.0
102466724	0.0	1.0
10569	3756.0	3841.0
100287482	97.0	44.0
100287483	10.0	3.0
10568	5700.0	105054.0
503612	0.0	0.0
100873649	0.0	0.0
503611	0.0	0.0
10561	709.0	1169.0
100873644	0.0	0.0
10560	634.0	823.0
100873643	0.0	0.0
10563	3591.0	10381.0
100873642	0.0	0.0
10562	198.0	72.0
100873641	0.0	0.0
10565	2237.0	4719.0
100873648	0.0	1.0
10564	3001.0	5611.0
100873647	0.0	0.0
10567	14419.0	5789.0
100873646	0.0	0.0
10566	128.0	81.0
100873645	0.0	0.0
102466734	0.0	0.0
102466733	0.0	0.0
102466732	0.0	2.0
102466731	0.0	1.0
116369	8.0	12.0
574040	0.0	0.0
102466739	0.0	0.0
574042	0.0	0.0
102466738	0.0	0.0
102466737	2.0	2.0
102466736	0.0	0.0
102466735	0.0	0.0
100128094	0.0	0.0
116372	38.0	95.0
574036	219.0	121.0
574038	0.0	0.0
83479	410.0	976.0
116379	8.0	28.0
100128092	2.0	1.0
83478	1254.0	1243.0
83473	581.0	189.0
83475	1175.0	680.0
100128098	0.0	1.0
102466745	0.0	1.0
102466744	0.0	0.0
102466743	0.0	0.0
102466742	0.0	0.0
128344	1566.0	986.0
102466741	0.0	1.0
102466740	0.0	0.0
128346	1298.0	1783.0
102466749	0.0	0.0
102466748	0.0	0.0
102466747	0.0	0.0
102466746	0.0	0.0
116362	2094.0	385.0
100128083	5.0	3.0
83468	961.0	613.0
100128081	14.0	3.0
83461	499.0	685.0
128338	1874.0	3051.0
83464	1671.0	2082.0
83463	678.0	605.0
83460	88.0	142.0
100189028	5.0	2.0
102466756	0.0	0.0
102466755	0.0	0.0
102466754	0.0	0.0
102466753	0.0	0.0
102466751	1.0	2.0
102466750	0.0	1.0
153339	2918.0	4249.0
116349	742.0	227.0
102466759	0.0	0.0
102466758	0.0	0.0
102466757	0.0	0.0
100128071	159.0	144.0
346562	0.0	1.0
647415	0.0	2.0
128322	0.0	0.0
1809	3037.0	10451.0
116337	3.0	0.0
153328	4.0	3.0
1800	79.0	198.0
100128061	1.0	0.0
100128060	39.0	25.0
100128062	0.0	0.0
1808	2865.0	2893.0
83483	15849.0	11885.0
1807	7.0	6.0
1806	828.0	2769.0
1805	11095.0	2977.0
83480	671.0	600.0
1804	1834.0	422.0
1803	347.0	8997.0
1802	607.0	1260.0
83482	7.0	3.0
1801	385.0	1125.0
83481	125.0	261.0
131965	474.0	573.0
1811	13.0	7.0
1810	2342.0	4109.0
143941	2.0	12.0
1819	1335.0	1811.0
1818	0.0	0.0
1817	0.0	0.0
1816	0.0	2.0
1815	97.0	18.0
100128054	0.0	2.0
1814	0.0	6.0
285084	4.0	5.0
1813	1.0	1.0
1812	2.0	4.0
100128055	3.0	1.0
647436	13.0	9.0
128387	742.0	729.0
131973	0.0	0.0
1822	5323.0	9832.0
1821	4.0	8.0
1820	544.0	1062.0
100128041	0.0	0.0
1829	2319.0	6498.0
1828	0.0	2.0
1827	1642.0	1183.0
285093	97.0	200.0
1826	0.0	1.0
100128043	0.0	0.0
1825	27.0	339.0
100128042	0.0	0.0
1824	595.0	2255.0
1823	3.0	7.0
100128044	0.0	0.0
407977	0.0	8.0
407975	99.0	89.0
128370	0.0	0.0
128371	0.0	0.0
128372	0.0	0.0
1833	9.0	13.0
1832	10467.0	23956.0
1831	12309.0	7303.0
1830	0.0	2.0
574016	13.0	21.0
100128036	0.0	0.0
1839	957.0	1251.0
1838	2803.0	1573.0
346528	1.0	1.0
1837	551.0	1343.0
1836	500.0	1090.0
346525	0.0	0.0
1834	0.0	0.0
100128033	0.0	0.0
346524	0.0	0.0
128366	0.0	0.0
100128029	0.0	0.0
128367	0.0	0.0
128368	0.0	0.0
574030	0.0	0.0
574031	0.0	0.0
574032	0.0	0.0
128360	0.0	0.0
574033	0.0	0.0
574034	0.0	0.0
1844	1583.0	1959.0
1843	37795.0	7466.0
1842	311.0	935.0
1841	2269.0	1442.0
1840	2183.0	2163.0
574028	5.0	3.0
574029	0.0	1.0
100128025	98.0	37.0
1849	555.0	1479.0
346517	0.0	0.0
1848	2273.0	15066.0
1847	1522.0	6835.0
100128020	0.0	0.0
1846	513.0	2574.0
100128023	0.0	0.0
1845	4243.0	4401.0
153396	395.0	872.0
1855	4082.0	5527.0
1854	7267.0	4031.0
100131671	1.0	1.0
1852	0.0	4.0
1850	434.0	599.0
100131678	0.0	0.0
1859	2669.0	4268.0
1857	2855.0	5426.0
1856	1496.0	2451.0
724068	0.0	0.0
724067	0.0	0.0
202781	619.0	508.0
1861	2168.0	2596.0
100131688	0.0	0.0
1869	673.0	977.0
724094	0.0	0.0
1880	891.0	1877.0
1877	2433.0	2230.0
100131691	139.0	103.0
1876	420.0	499.0
1875	428.0	1082.0
83417	126.0	411.0
100131693	6.0	8.0
100327036	0.0	0.0
83416	648.0	3016.0
200132	7.0	16.0
1874	2814.0	4819.0
1872	0.0	10.0
1871	873.0	1554.0
1870	495.0	629.0
1879	620.0	960.0
724087	13.0	8.0
1891	14911.0	8334.0
1890	5548.0	6804.0
83401	2.0	7.0
1889	9660.0	25218.0
724033	0.0	0.0
724032	0.0	0.0
724031	0.0	0.0
724030	0.0	0.0
58473	4684.0	2384.0
58472	4643.0	3048.0
200149	0.0	0.0
58475	613.0	1505.0
724038	0.0	1.0
83439	1515.0	833.0
1896	500.0	304.0
58477	5982.0	3229.0
58476	3396.0	1855.0
1894	312.0	853.0
1893	433.0	1268.0
1892	19293.0	8112.0
58478	1851.0	2828.0
200150	4.0	22.0
724022	0.0	0.0
58484	111.0	188.0
724026	1.0	0.0
58483	0.0	0.0
724025	0.0	0.0
165324	792.0	1056.0
724024	0.0	0.0
58486	2551.0	3237.0
58485	8744.0	6684.0
724023	0.0	0.0
58480	2036.0	3568.0
724029	17.0	7.0
200159	11.0	8.0
724028	0.0	0.0
724027	0.0	0.0
58488	564.0	955.0
58487	1687.0	3550.0
200162	12.0	32.0
58489	2020.0	1642.0
58495	887.0	510.0
724059	0.0	0.0
58494	673.0	888.0
58497	2721.0	1825.0
58496	10.0	150.0
58491	414.0	596.0
58490	1734.0	2633.0
58493	1112.0	1705.0
58492	189.0	214.0
58499	1052.0	1004.0
58498	0.0	0.0
200172	5.0	18.0
83451	4498.0	2673.0
83450	530.0	306.0
83452	521.0	829.0
153364	264.0	409.0
83448	679.0	1182.0
200186	2492.0	4017.0
83447	0.0	0.0
200185	1982.0	1036.0
83449	33.0	43.0
83444	399.0	232.0
83443	12804.0	5656.0
83446	0.0	1.0
83445	8.0	5.0
83440	2058.0	3927.0
83442	13646.0	19880.0
114984	2961.0	1414.0
114987	267.0	276.0
391603	0.0	0.0
10657	9671.0	10545.0
126969	624.0	352.0
10656	263.0	348.0
10659	1600.0	4874.0
10658	5256.0	6167.0
114990	2925.0	3978.0
114991	732.0	1099.0
10651	1744.0	1674.0
10650	119.0	235.0
10653	50909.0	26533.0
10652	6231.0	5669.0
342667	3.0	8.0
10655	4.0	3.0
643812	0.0	0.0
342666	8.0	4.0
10654	7823.0	2870.0
136306	36.0	33.0
126961	2.0	0.0
10668	977.0	767.0
10667	1942.0	1077.0
643827	0.0	0.0
10669	50.0	75.0
10660	0.0	0.0
10661	19.0	6.0
731220	30.0	39.0
138971	0.0	0.0
10664	2107.0	3889.0
10663	523.0	1708.0
10666	172.0	444.0
731223	55.0	42.0
10665	0.0	3.0
136319	7985.0	10939.0
163933	121.0	40.0
317691	0.0	0.0
339005	130.0	138.0
10635	105.0	397.0
10634	1156.0	1043.0
10637	8.0	3.0
10636	2545.0	2543.0
10638	0.0	0.0
114971	1303.0	995.0
10631	352.0	6037.0
643836	1511.0	1192.0
10630	422.0	423.0
643837	384.0	535.0
10633	66.0	57.0
643834	11.0	1.0
10632	20420.0	10142.0
100124394	0.0	0.0
10645	3933.0	3658.0
10648	0.0	0.0
10647	17.0	1.0
148304	119.0	339.0
114960	5.0	3.0
10640	1658.0	3172.0
136332	7.0	3.0
10642	4.0	9.0
643847	0.0	0.0
10641	1984.0	1510.0
10644	486.0	1785.0
10643	9.0	117.0
317671	127.0	105.0
643862	0.0	0.0
391642	0.0	0.0
10609	3608.0	1324.0
391647	3.0	1.0
10613	1531.0	2657.0
10612	318.0	530.0
10615	2455.0	1528.0
10614	1951.0	2848.0
10617	1764.0	2110.0
401525	0.0	0.0
10616	5323.0	5893.0
10618	10580.0	17390.0
643854	10.0	2.0
643853	32.0	79.0
643859	0.0	0.0
10611	2232.0	3945.0
10610	2436.0	1375.0
643872	6.0	3.0
643873	151.0	120.0
643870	9.0	9.0
317684	0.0	2.0
391655	0.0	0.0
391657	0.0	0.0
391656	21.0	8.0
317687	0.0	0.0
10623	1365.0	1513.0
10626	1683.0	1089.0
10625	3434.0	5824.0
10628	27398.0	50196.0
10627	16310.0	20502.0
10629	692.0	854.0
342618	5.0	14.0
643865	1.0	2.0
643866	215.0	481.0
10620	175.0	674.0
10622	86.0	134.0
10621	769.0	645.0
101954275	0.0	0.0
101954276	94.0	1.0
643880	0.0	0.0
101954273	0.0	2.0
643884	0.0	0.0
101954277	101.0	11.0
101954278	76.0	9.0
102464817	0.0	0.0
653203	0.0	0.0
391622	0.0	0.0
388011	166.0	170.0
83606	3064.0	5063.0
101954271	0.0	0.0
83605	6663.0	8005.0
101954272	20.0	4.0
83608	1145.0	885.0
83607	886.0	1594.0
151903	7750.0	3729.0
401507	0.0	0.0
317649	2455.0	2840.0
391627	0.0	0.0
401505	1187.0	1022.0
388007	0.0	1.0
317648	1174.0	1048.0
100419709	2.0	1.0
100419705	0.0	0.0
643875	0.0	0.0
401509	9.0	27.0
401508	0.0	0.0
101954264	46.0	3.0
138948	376.0	767.0
101954269	0.0	0.0
101954266	0.0	0.0
101954267	53.0	4.0
102464827	0.0	0.0
391630	31.0	2.0
102464828	0.0	0.0
317662	868.0	1461.0
100419711	0.0	4.0
102464825	0.0	1.0
56000	7.0	9.0
391632	4.0	0.0
102464826	0.0	0.0
102464823	0.0	0.0
391634	4.0	51.0
102464824	0.0	0.0
56005	9760.0	4754.0
10602	994.0	6074.0
56006	2684.0	2831.0
83604	1060.0	1000.0
10603	919.0	1085.0
10606	2823.0	3874.0
100419717	0.0	0.0
56001	0.0	0.0
10605	1382.0	2530.0
10608	6292.0	7177.0
10607	4108.0	2850.0
10600	1612.0	3026.0
101929254	0.0	0.0
102464831	0.0	0.0
391681	0.0	0.0
100420710	0.0	0.0
100419724	0.0	0.0
391686	0.0	0.0
100419725	0.0	0.0
100419722	0.0	0.0
102464836	0.0	0.0
102464837	0.0	0.0
102464834	2.0	0.0
102464835	0.0	0.0
148362	2000.0	2276.0
102464832	0.0	0.0
100271849	305.0	377.0
102464833	0.0	0.0
100419728	0.0	0.0
100419726	0.0	0.0
102464829	0.0	0.0
100419727	0.0	0.0
101929265	0.0	0.0
112399	136.0	269.0
112398	5185.0	1879.0
100419735	0.0	0.0
391697	0.0	0.0
391696	0.0	0.0
100419733	0.0	0.0
388021	2.0	5.0
100419734	0.0	0.0
391698	0.0	1.0
100419731	0.0	0.0
100271836	40.0	94.0
100419732	0.0	0.0
100419730	0.0	0.0
100271846	7.0	10.0
388015	3.0	1.0
101954204	0.0	0.0
199953	726.0	659.0
161357	4.0	0.0
100420734	2.0	1.0
100420737	0.0	0.0
100419742	0.0	0.0
100419743	0.0	0.0
731275	5.0	18.0
199920	9.0	32.0
222826	0.0	1.0
101929286	2.0	1.0
391670	1.0	1.0
391672	8.0	4.0
161342	0.0	5.0
148398	307.0	391.0
100419758	83.0	89.0
100419751	0.0	1.0
124359	275.0	630.0
101929293	13.0	24.0
100420752	1.0	0.0
100420754	0.0	0.0
10691	776.0	1101.0
10690	1.0	59.0
101929212	89.0	22.0
101929218	0.0	0.0
388076	0.0	0.0
388077	0.0	6.0
100419764	0.0	0.0
199900	0.0	1.0
151963	225.0	322.0
10693	214.0	160.0
10692	7.0	6.0
10695	7584.0	6321.0
10694	6200.0	8765.0
10699	17.0	53.0
101929221	0.0	0.0
100420763	0.0	0.0
101929225	4.0	4.0
101929222	1.0	2.0
100419777	0.0	0.0
100419776	0.0	0.0
148327	841.0	804.0
101929239	0.0	0.0
100419788	0.0	0.0
148345	38.0	36.0
101929238	0.0	0.0
220213	2248.0	2040.0
10678	1240.0	2566.0
151987	2479.0	3232.0
10671	2009.0	1629.0
10670	5494.0	5174.0
10673	577.0	1698.0
10672	1888.0	4742.0
10675	49.0	146.0
10677	104.0	343.0
100419793	0.0	0.0
100420784	1.0	2.0
100420786	1.0	0.0
101929247	0.0	0.0
100420787	2.0	2.0
101929244	0.0	0.0
220202	2.0	0.0
222865	16.0	90.0
10682	3645.0	1853.0
10681	1966.0	2554.0
10683	105.0	22.0
10686	86.0	4251.0
136371	0.0	1.0
643803	0.0	0.0
10687	121.0	112.0
100419682	0.0	0.0
100420678	1.0	15.0
222894	0.0	0.0
100419687	1.0	1.0
283807	75.0	65.0
653194	0.0	0.0
83598	5.0	3.0
83597	6.0	5.0
653199	5.0	25.0
83594	553.0	490.0
83593	1692.0	6049.0
83596	1002.0	1010.0
83595	145.0	267.0
83590	3946.0	2622.0
653190	10.0	138.0
653192	0.0	0.0
83592	194.0	56.0
83591	280.0	406.0
1909	236.0	1134.0
100420689	1.0	14.0
1908	881.0	141.0
161291	5115.0	5227.0
653188	2.0	3.0
653189	35.0	51.0
1907	30.0	13.0
1906	49.0	137.0
197258	1992.0	1711.0
1903	317.0	1024.0
197259	481.0	1187.0
1902	1354.0	1330.0
1901	877.0	3011.0
100420681	0.0	0.0
197257	1496.0	604.0
449491	0.0	0.0
100420695	0.0	0.0
449493	0.0	0.0
449492	0.0	0.0
1910	732.0	706.0
1917	34.0	75.0
1915	259061.0	344784.0
1912	7776.0	7704.0
1911	240.0	625.0
101929202	0.0	0.0
101929203	2.0	5.0
199899	0.0	0.0
148281	10.0	28.0
219287	5.0	9.0
161253	83.0	81.0
219285	736.0	4190.0
283849	456.0	306.0
283848	261.0	403.0
1932	2.0	3.0
283847	3.0	3.0
256227	13.0	36.0
256223	0.0	0.0
1939	3011.0	3492.0
1938	92046.0	143637.0
1937	292.0	99.0
1936	11579.0	9123.0
1934	2.0	5.0
1933	17405.0	18378.0
161247	92.0	36.0
219293	2310.0	793.0
1943	0.0	2.0
1942	6328.0	3491.0
256236	4523.0	6668.0
1949	19.0	30.0
199870	1064.0	858.0
1948	714.0	1627.0
1947	1212.0	1417.0
1946	214.0	149.0
1945	641.0	581.0
1944	197.0	145.0
161271	0.0	0.0
1954	3770.0	2939.0
1953	845.0	1466.0
1952	4172.0	5664.0
1951	127.0	243.0
1950	40.0	46.0
283820	68.0	517.0
1959	2221.0	1541.0
1958	46973.0	8593.0
1956	1876.0	3623.0
1955	3025.0	6446.0
1965	2697.0	3737.0
1964	3955.0	3439.0
199857	1166.0	657.0
1962	394.0	477.0
1961	9.0	4.0
1960	350.0	591.0
220296	0.0	9.0
1969	1347.0	3887.0
1968	6294.0	9073.0
1967	2365.0	2954.0
114904	406.0	809.0
114905	247.0	146.0
114907	1543.0	1937.0
114908	15893.0	18116.0
340094	0.0	0.0
643783	47.0	62.0
114900	37.0	13.0
653108	0.0	0.0
401450	0.0	0.0
114902	0.0	0.0
1975	13478.0	21207.0
1974	13106.0	25442.0
1973	44.0	328.0
283888	27.0	28.0
401447	0.0	0.0
653113	209.0	136.0
1979	7624.0	8230.0
1978	977.0	859.0
1977	1707.0	1961.0
643790	3.0	8.0
1990	1.0	1.0
256281	3539.0	1804.0
1987	0.0	1.0
1986	6.0	4.0
1984	26193.0	23700.0
1983	7384.0	11478.0
1982	24036.0	47780.0
283876	121.0	129.0
1981	11458.0	18404.0
1980	0.0	7.0
283871	3191.0	1440.0
283870	569.0	323.0
105375616	0.0	0.0
340075	37.0	64.0
340073	0.0	1.0
653125	2.0	9.0
401431	369.0	188.0
83528	0.0	0.0
1998	1078.0	1965.0
1997	1526.0	6384.0
283869	14.0	7.0
1996	14.0	9.0
401428	187.0	33.0
83538	236.0	160.0
1995	2.0	3.0
401427	23.0	40.0
283867	0.0	3.0
1994	4144.0	4780.0
1993	4.0	4.0
1992	6215.0	6896.0
1991	18.0	2.0
283860	0.0	12.0
83530	0.0	5.0
340069	0.0	3.0
1999	586.0	2795.0
105375606	0.0	1.0
340061	2172.0	5654.0
653115	12.0	42.0
653121	787.0	417.0
653122	5.0	38.0
283854	0.0	0.0
653123	0.0	0.0
401491	53.0	26.0
100124412	0.0	0.0
653147	25.0	8.0
401498	0.0	15.0
653149	0.0	0.0
401497	0.0	0.0
401494	795.0	934.0
401492	234.0	129.0
83550	1.0	0.0
83552	0.0	0.0
83551	0.0	0.0
114932	4196.0	4701.0
83539	0.0	3.0
83547	2533.0	1071.0
83546	6.0	8.0
653140	8.0	8.0
83549	3276.0	2420.0
83548	1395.0	1886.0
83543	13546.0	5889.0
653145	1.0	24.0
83544	941.0	758.0
83541	1245.0	1242.0
83540	234.0	540.0
126917	950.0	2011.0
340037	6.0	30.0
114926	3661.0	1560.0
114928	1221.0	870.0
339044	0.0	3.0
256297	0.0	0.0
401474	349.0	876.0
653174	0.0	0.0
653175	0.0	2.0
340024	0.0	0.0
114915	1997.0	910.0
401466	2161.0	1281.0
653162	67.0	30.0
653163	0.0	0.0
283899	3109.0	3688.0
653166	0.0	0.0
283897	671.0	1768.0
339145	13.0	47.0
391723	0.0	0.0
391722	5.0	6.0
10778	1848.0	1618.0
10777	4.0	4.0
10772	3543.0	5336.0
340120	8.0	23.0
10771	5028.0	5158.0
10773	727.0	1034.0
10776	6171.0	9389.0
10775	2528.0	1825.0
10788	1898.0	1920.0
391739	2.0	1.0
10781	1690.0	2341.0
10780	245.0	421.0
10783	1038.0	2608.0
10782	1196.0	2459.0
10785	785.0	687.0
10787	3369.0	8338.0
10786	0.0	3.0
102606463	65.0	40.0
731308	0.0	0.0
339122	34.0	146.0
339123	4896.0	2759.0
102606462	1.0	3.0
391701	6.0	0.0
391703	0.0	0.0
151827	54.0	107.0
126826	0.0	0.0
643719	100.0	41.0
10755	8051.0	8419.0
151825	0.0	0.0
10758	1159.0	1722.0
126823	1100.0	428.0
126820	29.0	48.0
10750	79.0	267.0
10752	48.0	142.0
10751	0.0	0.0
10753	18.0	17.0
643714	0.0	1.0
138864	1.0	1.0
391712	63.0	48.0
391714	1.0	3.0
114836	711.0	2500.0
10767	2087.0	2221.0
10766	4368.0	6260.0
151835	5.0	16.0
10769	407.0	3321.0
391718	0.0	0.0
10768	5208.0	7940.0
126811	0.0	0.0
643723	8.0	6.0
10761	0.0	0.0
10763	3527.0	2602.0
10762	2034.0	3351.0
10765	1324.0	3026.0
101929179	0.0	5.0
388112	0.0	0.0
339105	9.0	70.0
83707	2538.0	1782.0
83706	4207.0	7793.0
10734	318.0	413.0
10733	148.0	488.0
83714	255.0	423.0
10736	18.0	21.0
401648	0.0	2.0
643739	0.0	0.0
10735	3050.0	6107.0
401647	379.0	784.0
10738	3.0	0.0
401646	0.0	0.0
10737	12.0	13.0
10739	2.0	4.0
376132	0.0	0.0
10730	4126.0	8252.0
101929184	0.0	0.0
10732	977.0	824.0
138804	0.0	0.0
138805	0.0	0.0
138802	0.0	0.0
138803	0.0	0.0
643751	2.0	17.0
124221	84.0	92.0
124222	194.0	798.0
114897	3199.0	3575.0
114898	198.0	120.0
124220	19.0	28.0
114899	145.0	110.0
391777	22.0	8.0
10745	559.0	876.0
56104	5.0	28.0
83700	941.0	1137.0
401638	0.0	0.0
10744	5.0	3.0
56105	17.0	75.0
10747	5.0	56.0
401637	5.0	7.0
56106	44.0	117.0
10746	2538.0	3950.0
56107	11.0	67.0
10749	8992.0	10981.0
56100	58.0	115.0
401634	0.0	0.0
10748	61.0	157.0
56101	31.0	175.0
56102	1.0	47.0
56103	8.0	33.0
643744	9.0	11.0
10741	3746.0	3566.0
56108	10.0	58.0
10740	7.0	16.0
643749	255.0	189.0
56109	74.0	149.0
10743	748.0	3419.0
342732	0.0	3.0
10742	1078.0	1822.0
101929198	10.0	1.0
101929196	1.0	2.0
100420811	0.0	0.0
114884	585.0	1589.0
317774	1.0	0.0
114885	705.0	1514.0
401630	0.0	0.0
317772	13.0	1.0
100419821	0.0	1.0
56110	17.0	35.0
317778	0.0	0.0
83729	19.0	14.0
317775	1.0	0.0
83734	640.0	493.0
10712	990.0	912.0
83733	89.0	49.0
10714	670.0	1172.0
126868	1.0	1.0
317769	2.0	1.0
100419829	4.0	0.0
10713	1986.0	2900.0
317768	0.0	1.0
10716	3.0	3.0
100419827	0.0	0.0
56111	6.0	48.0
10715	110.0	78.0
56112	7.0	21.0
56113	62.0	108.0
83732	922.0	1319.0
10718	9.0	33.0
10717	1335.0	1290.0
56114	16.0	13.0
388125	39.0	122.0
401629	0.0	0.0
317781	1812.0	1536.0
388122	1.0	3.0
83719	4936.0	4140.0
56120	0.0	13.0
56121	87.0	106.0
114876	1308.0	1408.0
388121	138.0	129.0
83716	1202.0	1306.0
83715	12.0	112.0
114879	824.0	1299.0
100420829	0.0	0.0
10723	2823.0	3752.0
56126	67.0	45.0
83723	13.0	14.0
126859	37.0	11.0
56127	45.0	15.0
10725	275.0	1909.0
56128	10.0	13.0
56129	39.0	51.0
10724	6846.0	10185.0
114880	305.0	205.0
56122	63.0	163.0
388115	2705.0	2372.0
401613	2.0	9.0
114881	1011.0	1672.0
10726	12951.0	5823.0
56123	32.0	115.0
401612	152.0	257.0
114882	1315.0	3747.0
56124	47.0	31.0
10728	13486.0	13812.0
114883	2193.0	5481.0
56125	87.0	64.0
643766	0.0	0.0
10721	106.0	336.0
10720	29.0	5.0
100420830	0.0	0.0
136259	1.0	1.0
100420834	0.0	0.0
317751	18.0	0.0
124274	0.0	0.0
388152	22.0	27.0
317754	0.0	0.0
317753	0.0	0.0
317749	2416.0	722.0
342705	2.0	1.0
151888	253.0	732.0
151887	7618.0	7070.0
136263	1.0	1.0
100420841	0.0	0.0
101929145	188.0	305.0
100420843	0.0	0.0
100293090	21.0	58.0
148254	302.0	295.0
317762	845.0	1404.0
317761	8.0	8.0
100419854	0.0	0.0
317760	19.0	20.0
317767	0.0	0.0
100271715	45.0	28.0
148252	102.0	216.0
100271722	164.0	235.0
199834	0.0	0.0
388135	87.0	56.0
101929152	1.0	0.0
100420854	0.0	0.0
222950	10.0	13.0
100419867	1.0	3.0
148266	307.0	372.0
100419868	0.0	2.0
148268	408.0	394.0
100419866	0.0	0.0
100420859	0.0	0.0
124245	1581.0	3327.0
317729	0.0	0.0
136288	2.0	10.0
199800	46.0	60.0
101930150	0.0	0.0
163882	1497.0	1577.0
388165	15.0	76.0
100419873	0.0	0.0
100271700	13.0	53.0
100271703	0.0	0.0
100271702	3.0	3.0
100420875	0.0	0.0
100420877	0.0	1.0
388199	2.0	1.0
22794	5500.0	5631.0
22795	226.0	1924.0
22796	1337.0	1824.0
22797	357.0	1236.0
22798	7.0	1.0
317705	0.0	0.0
317703	0.0	0.0
317702	2.0	1.0
138882	2.0	0.0
138883	0.0	0.0
138881	0.0	2.0
100420881	0.0	0.0
388181	0.0	0.0
100419893	0.0	0.0
222967	5.0	4.0
219333	1182.0	2316.0
136227	34.0	98.0
