id	4ead28da-fe94-4379-b369-c1ceb4d1f2f0	253954ed-6f83-44ab-b6bc-694fec051c1d
54463	1080.0	1692.0
54462	2626.0	1842.0
54461	7799.0	6479.0
54468	989.0	847.0
54467	1523.0	1827.0
54466	2.0	0.0
54465	863.0	957.0
255520	1740.0	1844.0
8759	0.0	0.0
8756	0.0	0.0
54469	5510.0	7870.0
8772	514.0	435.0
8773	1458.0	2557.0
8771	0.0	0.0
8776	1091.0	1247.0
8777	765.0	932.0
8774	1591.0	1030.0
8775	5002.0	2405.0
101928566	0.0	0.0
8767	409.0	607.0
6120	1589.0	1773.0
101928571	0.0	1.0
8784	32.0	39.0
6122	176442.0	243140.0
8781	891.0	609.0
6121	1.0	0.0
8787	45.0	150.0
6124	94398.0	153469.0
6123	5.0	1.0
8788	0.0	0.0
8785	56.0	10.0
6126	32.0	39.0
8786	118.0	129.0
6125	84039.0	90918.0
101928578	43.0	71.0
8780	2597.0	2629.0
6117	4789.0	2206.0
8778	5.0	4.0
6119	2265.0	917.0
6118	4768.0	2939.0
8794	74.0	1011.0
8795	1230.0	5321.0
6130	81998.0	102695.0
8792	297.0	82.0
6133	44823.0	48019.0
6132	98251.0	109614.0
8793	225.0	331.0
8798	1853.0	2002.0
6135	70710.0	73753.0
8799	2400.0	1669.0
6134	93196.0	75162.0
8796	47.0	95.0
6137	54319.0	94878.0
8797	123.0	275.0
6136	46234.0	107691.0
100421307	0.0	0.0
101735302	163.0	215.0
8790	739.0	662.0
100134444	0.0	0.0
6128	57707.0	60494.0
8789	1.0	2.0
6129	47537.0	27865.0
6142	32387.0	18638.0
6141	55244.0	79609.0
100421311	2.0	0.0
6144	19246.0	7532.0
6143	80694.0	106350.0
100421313	1.0	5.0
6146	27600.0	18725.0
6145	3.0	4.0
6148	0.0	0.0
6147	31505.0	25376.0
100421318	0.0	0.0
100421319	1.0	0.0
100337590	0.0	0.0
100337591	1.0	0.0
6139	4004.0	1866.0
6138	68601.0	73382.0
6152	59785.0	104731.0
6155	40331.0	35518.0
6154	27455.0	21119.0
100421324	1.0	0.0
6157	65600.0	71069.0
6156	53376.0	58267.0
6159	37916.0	55838.0
6158	39661.0	72544.0
100421328	0.0	0.0
6150	3274.0	4070.0
101928527	977.0	1317.0
6164	47359.0	55490.0
6163	0.0	2.0
6166	13093.0	8818.0
6165	42778.0	29508.0
6168	67075.0	69629.0
6167	49048.0	89143.0
100421338	0.0	0.0
6169	28768.0	31468.0
101928536	0.0	0.0
6160	58328.0	66015.0
101928537	0.0	0.0
6161	55189.0	60896.0
100421331	0.0	1.0
6175	74263.0	81641.0
6174	121.0	68.0
6176	76632.0	68346.0
101928545	252.0	92.0
6171	19970.0	8379.0
6170	7223.0	6101.0
6173	4634.0	7153.0
6172	776.0	247.0
100421340	0.0	0.0
100421341	0.0	0.0
100421354	0.0	0.0
6185	26526.0	16558.0
101928550	17.0	38.0
6188	71523.0	68810.0
6187	27080.0	51217.0
100421357	0.0	3.0
6189	36610.0	25822.0
101928555	83.0	22.0
6182	1387.0	1576.0
6181	39453.0	47932.0
6184	28090.0	22592.0
101928559	0.0	0.0
6183	1474.0	1674.0
100421350	3.0	1.0
100421351	2.0	3.0
100421353	3.0	10.0
6197	1821.0	4367.0
6196	5424.0	7391.0
6199	2232.0	2753.0
6198	1281.0	1206.0
6191	143878.0	109479.0
6193	42253.0	33419.0
6192	0.0	8.0
91373	1190.0	701.0
6195	5788.0	7056.0
6194	128413.0	235212.0
390916	495.0	690.0
145407	202.0	50.0
100421363	0.0	2.0
100421376	0.0	0.0
100421379	0.0	1.0
91369	1312.0	1336.0
91368	1825.0	1475.0
652489	2.0	1.0
390924	18.0	7.0
389901	10.0	6.0
390928	0.0	0.0
390927	531.0	583.0
100421371	10.0	6.0
100421374	19.0	11.0
389903	0.0	0.0
100421389	0.0	0.0
91392	574.0	543.0
389935	0.0	0.0
389932	0.0	0.0
100421384	22.0	41.0
100421398	1.0	1.0
100421399	0.0	0.0
101928513	28.0	18.0
91380	0.0	0.0
390904	0.0	2.0
145438	13.0	42.0
100421390	0.0	0.0
100421391	0.0	0.0
100421395	5.0	6.0
100421397	0.0	1.0
375316	34.0	35.0
375318	0.0	0.0
390963	34.0	25.0
375307	555.0	700.0
389941	65.0	105.0
389948	0.0	0.0
375337	0.0	0.0
377997	0.0	0.0
387316	0.0	0.0
121456	22.0	45.0
387317	0.0	0.0
121457	828.0	1088.0
389976	1.0	1.0
375341	831.0	1252.0
387319	0.0	0.0
375323	2.0	6.0
389970	1.0	18.0
390940	573.0	42.0
133418	2088.0	901.0
390948	0.0	0.0
121441	520.0	769.0
390949	0.0	4.0
652411	1.0	0.0
145370	6.0	0.0
102724954	0.0	1.0
54596	41.0	10.0
375484	356.0	636.0
91526	214.0	168.0
133396	1.0	2.0
196951	474.0	311.0
91523	114.0	642.0
91522	22409.0	2095.0
121391	0.0	0.0
145376	26.0	9.0
400986	20.0	31.0
400984	112.0	64.0
196968	57.0	77.0
157378	1156.0	687.0
723961	0.0	0.0
145389	517.0	528.0
157381	0.0	1.0
91543	237.0	171.0
91544	4338.0	1943.0
102724923	0.0	3.0
652423	0.0	2.0
169355	37.0	13.0
400966	0.0	0.0
121364	0.0	0.0
400961	619.0	371.0
157376	5.0	0.0
91574	1359.0	2049.0
157313	21.0	68.0
157317	0.0	0.0
147991	1903.0	1726.0
399495	1.0	2.0
159963	1.0	8.0
100506965	1449.0	2201.0
100506963	85.0	119.0
387495	0.0	0.0
387496	247.0	121.0
387494	1.0	2.0
387491	0.0	0.0
387492	25.0	24.0
387486	0.0	0.0
157310	8716.0	792.0
100506994	34.0	27.0
338470	0.0	1.0
170302	0.0	3.0
204010	6.0	129.0
399473	94.0	195.0
399474	70.0	11.0
91584	143.0	726.0
159989	38.0	2.0
91582	7618.0	8915.0
107126360	0.0	0.0
133383	344.0	390.0
100506930	1626.0	2347.0
100820741	0.0	0.0
338448	0.0	0.0
8808	509.0	350.0
8809	62.0	23.0
54512	1098.0	1490.0
54511	22.0	0.0
54510	493.0	362.0
54516	447.0	690.0
8802	13628.0	6156.0
8803	2510.0	709.0
54514	2.0	3.0
8800	1272.0	686.0
8801	4493.0	2397.0
8807	17.0	11.0
400916	9450.0	6540.0
54518	125.0	92.0
8804	10859.0	6394.0
100506939	3.0	4.0
54517	730.0	715.0
8805	1233.0	2928.0
8820	72.0	73.0
8821	179.0	149.0
338440	527.0	1373.0
338442	12.0	5.0
8819	586.0	128.0
100820732	0.0	0.0
255620	1.0	10.0
54522	499.0	379.0
54521	388.0	385.0
54520	2026.0	2743.0
100820735	0.0	1.0
8813	1949.0	1228.0
170393	1.0	58.0
8814	100.0	18.0
170392	2.0	109.0
100506925	0.0	0.0
8811	0.0	10.0
8812	173.0	54.0
8817	124.0	40.0
8818	5495.0	4403.0
54529	2278.0	1794.0
255626	0.0	0.0
8815	11279.0	13378.0
8816	3258.0	3142.0
170394	2393.0	3105.0
8831	478.0	1143.0
8832	77.0	58.0
100506953	0.0	0.0
338433	0.0	0.0
338436	0.0	0.0
338427	0.0	0.0
338428	0.0	0.0
338429	0.0	0.0
54534	1213.0	1180.0
54532	477.0	468.0
54531	822.0	1360.0
54538	2075.0	2297.0
8824	6729.0	3881.0
8825	382.0	620.0
54537	2059.0	1159.0
54536	3796.0	2663.0
8822	76.0	185.0
8823	9.0	5.0
54535	2161.0	1559.0
8828	1983.0	2926.0
8829	3062.0	2765.0
8826	8113.0	7636.0
54539	10781.0	7096.0
8842	49.0	1.0
8843	1.0	3.0
8840	30.0	9.0
8841	3523.0	1671.0
100158257	0.0	0.0
54541	604.0	1239.0
54540	1774.0	2359.0
54545	1500.0	1563.0
54544	0.0	0.0
54543	15302.0	6566.0
54542	1499.0	948.0
54549	260.0	15.0
8835	758.0	524.0
8836	168.0	399.0
8833	2766.0	2945.0
8834	2211.0	2627.0
54546	0.0	5.0
8839	267.0	0.0
8837	5378.0	6510.0
8838	18.0	27.0
101928483	109.0	609.0
8850	1704.0	1472.0
101928484	0.0	0.0
8853	364.0	264.0
8854	165.0	271.0
8851	16.0	66.0
8852	1.0	0.0
400960	1026.0	1033.0
338412	1.0	0.0
338413	0.0	1.0
54552	163.0	79.0
400957	5.0	4.0
54551	111.0	146.0
54550	25.0	4.0
196996	873.0	140.0
400955	7.0	58.0
400954	371.0	594.0
54556	773.0	412.0
54555	3057.0	4505.0
400952	8.0	14.0
54554	852.0	662.0
400950	4.0	0.0
8846	536.0	630.0
100820709	35.0	14.0
8847	46.0	413.0
54558	1179.0	1027.0
8844	1593.0	1779.0
54557	206.0	172.0
8848	10823.0	6437.0
196993	22.0	25.0
8861	2325.0	2913.0
101928492	571.0	258.0
8864	1379.0	1294.0
6201	34242.0	48803.0
6203	64315.0	82129.0
8862	86.0	1452.0
101928496	0.0	0.0
8863	2678.0	4323.0
6202	66474.0	96385.0
723972	3.0	5.0
400946	9.0	184.0
400945	36.0	70.0
54567	657.0	1636.0
54566	6026.0	3987.0
400941	3.0	7.0
8857	50841.0	24052.0
8858	9.0	12.0
54569	0.0	0.0
8856	11.0	25.0
54568	0.0	0.0
8859	909.0	539.0
8871	823.0	1226.0
8872	3052.0	3603.0
6210	35061.0	34964.0
8870	903.0	1046.0
100421500	0.0	0.0
8875	9.0	30.0
8876	14.0	10.0
8874	2041.0	2936.0
100421506	2.0	1.0
100421509	0.0	0.0
54570	0.0	0.0
400935	1.0	4.0
54574	0.0	0.0
54573	1.0	0.0
54572	0.0	0.0
400932	0.0	0.0
54571	0.0	0.0
54578	0.0	0.0
255631	20.0	10.0
400931	28.0	127.0
54577	0.0	0.0
54576	0.0	0.0
54575	0.0	0.0
6205	85686.0	94111.0
100506915	6.0	14.0
8869	4048.0	39778.0
6204	15707.0	13470.0
6207	32476.0	24759.0
6206	60729.0	22925.0
8867	553.0	819.0
54579	0.0	0.0
6209	16213.0	27889.0
6208	66993.0	69477.0
170384	703.0	926.0
100506916	0.0	0.0
8882	2217.0	1767.0
8883	2276.0	3299.0
8880	3661.0	3853.0
8881	4824.0	6899.0
8886	2969.0	2386.0
6223	46537.0	104553.0
100421512	0.0	0.0
8887	7884.0	8047.0
6222	80359.0	92047.0
8884	990.0	1094.0
6224	61778.0	108997.0
100421515	1.0	0.0
54581	294.0	269.0
54580	0.0	0.0
54585	2233.0	1252.0
54584	184.0	330.0
54583	2699.0	2170.0
54587	3166.0	1401.0
54586	5.0	4.0
8879	3192.0	3588.0
170371	206.0	82.0
170370	0.0	2.0
8877	700.0	370.0
6218	56439.0	60482.0
6217	49100.0	50984.0
8878	23631.0	12018.0
6219	3.0	5.0
100506907	0.0	0.0
100506906	19.0	45.0
255649	1.0	4.0
6230	41783.0	41994.0
8893	3277.0	2764.0
8894	4137.0	4523.0
101928440	3.0	1.0
8891	1397.0	1054.0
6232	53555.0	36558.0
8892	5340.0	2635.0
6231	21706.0	19334.0
8897	717.0	1051.0
6234	22077.0	25679.0
8898	1077.0	966.0
6233	49149.0	27135.0
8895	5108.0	2370.0
6236	514.0	42.0
8896	3615.0	4598.0
6235	24683.0	12544.0
101928442	0.0	0.0
101928448	41.0	32.0
8890	2415.0	2693.0
280659	1.0	4.0
280657	18.0	17.0
280658	1.0	4.0
280655	4.0	4.0
253039	2106.0	2606.0
6227	29843.0	20807.0
6226	1.0	3.0
6229	78080.0	101167.0
8888	2907.0	2997.0
6228	42570.0	39598.0
6241	42.0	352.0
6240	1922.0	1344.0
100421411	1.0	0.0
6242	2625.0	2627.0
100421413	8.0	3.0
101928455	0.0	0.0
6244	0.0	3.0
6247	44.0	20.0
100421415	3.0	1.0
6246	0.0	0.0
280644	0.0	0.0
253044	1.0	2.0
6238	48942.0	31058.0
6237	3772.0	4692.0
8899	2911.0	2800.0
6239	2837.0	2898.0
6252	286.0	113.0
100421420	5.0	8.0
6251	3269.0	4392.0
100421422	0.0	0.0
6253	112.0	797.0
6256	8143.0	5321.0
100421424	0.0	0.0
6258	63.0	10609.0
6257	4691.0	3275.0
100421428	0.0	0.0
101928469	0.0	0.0
100421429	0.0	1.0
280637	0.0	0.0
280636	5634.0	5294.0
253018	134.0	184.0
253017	0.0	0.0
253012	1.0	0.0
6249	5014.0	4745.0
6248	0.0	0.0
6263	37.0	97.0
100421431	0.0	1.0
6262	2638.0	91.0
100421432	0.0	1.0
101928470	1.0	0.0
100421433	0.0	1.0
100421436	8.0	6.0
100421439	2.0	0.0
6261	259.0	2949.0
6260	2.0	9.0
6259	3644.0	4838.0
100421430	0.0	0.0
6274	16.0	17.0
6273	385.0	314.0
6276	265.0	437.0
6275	4724.0	4791.0
6278	3.0	0.0
6277	49105.0	88441.0
6279	63.0	221.0
6272	9957.0	9585.0
6271	8595.0	9931.0
6285	133.0	36.0
6284	17166.0	24435.0
100421455	0.0	0.0
6286	7.0	7.0
6289	8.0	0.0
6288	27.0	0.0
6281	4710.0	1202.0
6280	83.0	246.0
6283	6.0	16.0
6282	7312.0	21546.0
123920	807.0	2853.0
100421451	0.0	0.0
6296	108.0	115.0
6295	3.0	1.0
6297	2062.0	894.0
6299	3788.0	5269.0
101928420	0.0	0.0
6290	0.0	0.0
6291	0.0	0.0
6294	5617.0	4688.0
6293	2935.0	2092.0
100421478	0.0	0.0
100421479	0.0	0.0
280664	2.0	1.0
54505	3089.0	1861.0
280660	3.0	1.0
54504	13038.0	22866.0
280661	7.0	8.0
54503	740.0	847.0
54502	12597.0	12141.0
54509	273.0	106.0
123904	2.0	1.0
54508	173.0	153.0
100421473	0.0	0.0
54507	254.0	205.0
100421487	0.0	0.0
133308	109.0	317.0
147945	0.0	0.0
123970	0.0	0.0
100421480	0.0	0.0
147947	1043.0	964.0
147948	477.0	316.0
147949	307.0	195.0
100421484	0.0	0.0
100421485	0.0	0.0
100421498	0.0	0.0
100421499	0.0	0.0
101060006	0.0	1.0
101060005	1.0	0.0
101060004	0.0	0.0
100421495	0.0	0.0
100421496	0.0	1.0
351449	0.0	0.0
107126294	0.0	2.0
147965	1668.0	1961.0
147968	40.0	327.0
107126289	7.0	6.0
107126287	0.0	0.0
101060039	0.0	3.0
121360	0.0	0.0
101060032	32.0	23.0
135924	0.0	0.0
135927	0.0	0.0
121355	5.0	4.0
147906	207.0	141.0
135932	1486.0	13.0
101060045	0.0	1.0
135935	0.0	0.0
101060040	0.0	0.0
147912	881.0	656.0
135942	0.0	0.0
135941	0.0	0.0
121340	11.0	21.0
135946	0.0	0.0
135948	0.0	0.0
104326190	0.0	0.0
104326191	1.0	13.0
147923	592.0	496.0
147920	1.0	3.0
147929	188.0	92.0
104326192	1.0	0.0
104326193	0.0	0.0
375444	108.0	85.0
104326189	0.0	11.0
101060020	1.0	2.0
375449	861.0	778.0
104326188	0.0	0.0
121328	0.0	0.0
91653	1671.0	4207.0
389762	0.0	0.0
351143	0.0	0.0
389761	0.0	0.0
390756	0.0	0.0
27087	180.0	3972.0
27085	79.0	75.0
27086	3350.0	4941.0
389756	0.0	0.0
147429	42.0	358.0
27089	9330.0	8279.0
91646	9.0	7.0
91647	1415.0	1138.0
642968	0.0	6.0
135458	6.0	11.0
390766	0.0	0.0
27098	418.0	54.0
27099	0.0	0.0
27097	1038.0	832.0
389741	72.0	167.0
27090	1053.0	3126.0
27091	1.0	0.0
27094	108.0	104.0
27095	6150.0	4518.0
27092	3.0	63.0
642976	0.0	3.0
400629	1.0	0.0
27093	0.0	2.0
160428	182.0	25.0
375133	276.0	205.0
387122	0.0	5.0
390730	0.0	2.0
390732	0.0	0.0
390735	2.0	0.0
387119	208.0	126.0
27063	3.0	4.0
387117	0.0	0.0
27069	11305.0	5208.0
400612	26.0	93.0
27067	1156.0	1178.0
27068	5118.0	4357.0
221908	1019.0	2991.0
341799	0.0	0.0
400619	16.0	287.0
642987	290.0	130.0
400618	207.0	141.0
400617	68.0	567.0
64065	4018.0	3760.0
91662	7.0	17.0
91663	3247.0	1428.0
64064	45.0	99.0
64067	406.0	946.0
64066	1.0	0.0
91661	295.0	302.0
91664	278.0	216.0
147463	73.0	6.0
387111	0.0	4.0
27076	41.0	72.0
390748	1.0	2.0
27077	2723.0	2123.0
400604	204.0	356.0
27074	81.0	9981.0
27075	1532.0	3518.0
389766	7.0	7.0
387103	83.0	127.0
387104	3.0	2.0
27079	669.0	670.0
389763	0.0	0.0
341784	0.0	1.0
642996	0.0	0.0
27072	2328.0	1599.0
160419	7.0	0.0
64061	2574.0	1133.0
400609	0.0	0.0
160418	733.0	1047.0
64063	373.0	664.0
27071	32.0	11.0
64062	2545.0	3320.0
91695	363.0	445.0
100313772	0.0	0.0
100313773	0.0	0.0
64078	0.0	6.0
100313770	0.0	1.0
64077	6459.0	3640.0
91694	924.0	577.0
100313771	0.0	0.0
390790	0.0	1.0
221927	3236.0	3471.0
390792	0.0	0.0
400680	10.0	24.0
27043	4219.0	5789.0
27044	11961.0	10196.0
27042	931.0	430.0
389799	16.0	2.0
100313778	0.0	4.0
100313779	0.0	0.0
64072	117.0	74.0
100313777	0.0	0.0
27040	37.0	22.0
100313774	0.0	0.0
64073	836.0	1524.0
64087	4968.0	5030.0
221914	3.0	49.0
64089	363.0	520.0
100313781	0.0	0.0
91683	13.0	20.0
91689	6774.0	6582.0
100313780	0.0	0.0
245908	0.0	0.0
91687	143.0	177.0
245909	0.0	0.0
400673	414.0	332.0
389792	319.0	1320.0
389791	14.0	62.0
387129	0.0	4.0
400668	3.0	35.0
389787	25.0	38.0
64081	190.0	168.0
64080	1058.0	455.0
64083	3753.0	3906.0
64084	194.0	5.0
64098	164.0	202.0
64097	449.0	514.0
400660	87.0	39.0
8909	68.0	26.0
27022	10.0	0.0
8907	2148.0	2054.0
341757	0.0	1.0
400658	3.0	36.0
8908	139.0	201.0
147407	0.0	0.0
27020	6089.0	3524.0
400657	893.0	590.0
27023	0.0	0.0
400654	0.0	0.0
64090	2.0	3.0
64092	40.0	33.0
64091	269.0	561.0
8900	7.0	6.0
64094	16684.0	28.0
8905	809.0	3728.0
147409	0.0	0.0
64093	299.0	115.0
8906	1664.0	3815.0
64096	34.0	0.0
8904	7213.0	6207.0
221935	67.0	480.0
221937	1473.0	1098.0
221938	0.0	1.0
400652	14.0	9.0
400650	15.0	12.0
27039	6.0	20.0
27032	3830.0	3378.0
27033	24.0	31.0
27030	1955.0	1462.0
27031	717.0	1168.0
27036	9.0	40.0
400645	0.0	0.0
27037	2541.0	3737.0
400644	2.0	45.0
27034	3713.0	1517.0
400643	1.0	0.0
27035	69.0	152.0
8912	518.0	202.0
100313769	1.0	0.0
8913	27.0	11.0
8910	2275.0	471.0
8911	903.0	255.0
8916	1195.0	784.0
8914	822.0	995.0
8915	567.0	445.0
245935	0.0	0.0
245936	0.0	0.0
245937	7.0	3.0
245938	0.0	2.0
8930	1205.0	1292.0
245939	0.0	0.0
221960	312.0	215.0
245930	0.0	0.0
245931	0.0	0.0
245932	0.0	0.0
245934	0.0	0.0
8929	0.0	0.0
8924	3947.0	4135.0
8927	140.0	95.0
8928	2.0	12.0
8925	3128.0	2509.0
8926	43.0	40.0
221955	1161.0	836.0
8941	0.0	0.0
8942	36.0	19.0
375189	71.0	170.0
8940	10.0	7.0
245940	0.0	0.0
206338	4.0	1.0
375190	645.0	604.0
196446	14.0	10.0
8934	3441.0	906.0
8935	576.0	484.0
196441	1336.0	1471.0
8932	7379.0	3495.0
8933	4626.0	3435.0
8938	201.0	779.0
8939	2889.0	1908.0
8936	82.0	308.0
326105	0.0	1.0
245913	1.0	0.0
245915	0.0	0.0
221981	114.0	215.0
245910	0.0	0.0
206358	232.0	407.0
245911	1.0	1.0
245912	0.0	2.0
196415	0.0	0.0
642909	1.0	1.0
642907	0.0	0.0
8945	1691.0	1927.0
54659	0.0	0.0
54658	0.0	0.0
8943	9508.0	8933.0
54657	0.0	0.0
8944	0.0	0.0
196410	51.0	2351.0
245927	0.0	0.0
245928	0.0	0.0
6300	154.0	293.0
245929	0.0	0.0
6302	5288.0	3141.0
6301	10754.0	9616.0
160492	4.0	1.0
54662	3665.0	3446.0
54661	1.0	1.0
54660	13.0	14.0
54665	1037.0	853.0
54664	2254.0	2839.0
54663	1753.0	1772.0
8970	26.0	16.0
8971	5406.0	5473.0
101928363	4.0	2.0
8974	1140.0	2819.0
6311	1618.0	3302.0
8975	1971.0	1809.0
6310	1388.0	1137.0
91612	2295.0	1800.0
100421601	0.0	0.0
8972	9.0	9.0
8973	2.0	5.0
245972	15.0	0.0
245973	123.0	132.0
54677	3120.0	3552.0
54676	2031.0	3098.0
54675	3143.0	3635.0
147468	0.0	0.0
54674	398.0	27.0
6304	2073.0	2677.0
6303	43922.0	78326.0
8968	1.0	7.0
6305	10588.0	6704.0
91603	1210.0	649.0
91608	47.0	174.0
6307	1620.0	1705.0
642924	3.0	0.0
8969	48.0	24.0
6309	1400.0	2546.0
91607	2073.0	1605.0
6320	573.0	642.0
6322	269.0	263.0
8985	2934.0	3775.0
8986	1195.0	1932.0
64002	0.0	0.0
101928378	159.0	309.0
6324	214.0	1500.0
64005	172.0	244.0
6323	4.0	2.0
101928376	0.0	15.0
54680	1113.0	746.0
642938	16.0	11.0
54682	1345.0	1831.0
54681	5125.0	7250.0
196403	2936.0	3794.0
6315	0.0	0.0
6314	825.0	817.0
6317	0.0	0.0
8976	3822.0	2851.0
6319	115.0	549.0
6318	0.0	0.0
642935	14.0	1.0
8992	16885.0	11207.0
8993	0.0	2.0
6331	21.0	134.0
8991	20917.0	8565.0
6330	1466.0	951.0
100421621	3.0	3.0
8996	2476.0	3221.0
101928388	18.0	21.0
6332	50.0	0.0
8997	412.0	829.0
8994	2691.0	1735.0
6335	32.0	8.0
8995	6.0	2.0
6334	36.0	402.0
147495	460.0	279.0
100421629	0.0	1.0
8989	0.0	0.0
6326	2.0	2.0
8987	73.0	87.0
6328	108.0	0.0
91624	640.0	729.0
6327	225.0	237.0
8988	4.0	0.0
6329	866.0	1673.0
642946	185.0	133.0
6340	1717.0	1169.0
6342	8635.0	6369.0
6341	2053.0	1318.0
6344	80.0	41.0
100421633	0.0	0.0
6343	20.0	16.0
100421634	0.0	0.0
6346	0.0	0.0
6345	668.0	5914.0
100421638	1.0	1.0
642958	1.0	0.0
642959	0.0	0.0
6337	13779.0	2184.0
642952	0.0	0.0
6336	0.0	0.0
6339	153.0	612.0
91614	24.0	14.0
8999	172.0	61.0
6338	1449.0	718.0
642954	5.0	4.0
6351	64.0	36.0
6352	888.0	532.0
6355	38.0	11.0
6354	0.0	0.0
6357	39.0	0.0
6356	0.0	0.0
100421528	0.0	2.0
6348	38.0	58.0
6347	745.0	71.0
196394	165.0	136.0
6362	157.0	11.0
6361	7.0	21.0
6364	0.0	0.0
6363	404.0	3.0
100421533	10.0	20.0
6366	15787.0	2.0
100421535	0.0	1.0
6368	3.0	0.0
6367	21.0	14.0
101928337	314.0	198.0
6360	1.0	3.0
255349	3.0	11.0
6359	5.0	1.0
6358	111.0	87.0
6373	27.0	6.0
101928340	0.0	10.0
6372	1.0	0.0
100421542	0.0	0.0
6375	20.0	8.0
6374	0.0	2.0
100421545	26.0	15.0
6376	3138.0	3246.0
101928345	0.0	1.0
100421549	0.0	0.0
6370	3.0	24.0
255313	0.0	0.0
196374	29.0	17.0
6369	0.0	0.0
6383	30332.0	28957.0
6386	8012.0	3226.0
6385	6451.0	36467.0
6388	4254.0	4180.0
6387	3564.0	196.0
6389	6604.0	2002.0
255330	0.0	0.0
6382	4391.0	9520.0
102724246	4.0	0.0
255324	1.0	0.0
196385	18.0	113.0
196383	4512.0	3907.0
100421550	0.0	0.0
6397	2633.0	2263.0
100421565	0.0	0.0
6396	8103.0	5929.0
100421566	0.0	0.0
6399	1051.0	1751.0
6398	103.0	79.0
6391	5143.0	2147.0
6390	5296.0	2387.0
6392	9142.0	3323.0
282997	298.0	562.0
282996	199.0	846.0
100134229	342.0	130.0
282991	2038.0	2720.0
100421560	0.0	0.0
100421577	52.0	66.0
100421579	3.0	1.0
255394	156.0	159.0
102724224	4.0	1.0
54600	0.0	0.0
54602	1214.0	1174.0
282980	0.0	0.0
54606	5674.0	8009.0
100421572	0.0	0.0
100421588	2.0	0.0
100421589	8.0	39.0
282974	568.0	709.0
282973	33.0	51.0
54619	250.0	646.0
100421581	0.0	0.0
196335	1.0	0.0
100421582	5.0	11.0
54617	2068.0	1807.0
100421598	0.0	0.0
100421599	0.0	1.0
255374	347.0	245.0
282969	247.0	931.0
102724201	1.0	0.0
282966	0.0	1.0
54622	612.0	1149.0
100134259	28.0	15.0
54621	2387.0	3995.0
54620	937.0	1295.0
54626	1.0	4.0
54625	2012.0	9853.0
54623	6832.0	5654.0
54629	1308.0	1442.0
54627	271.0	52.0
27005	1807.0	1538.0
27006	0.0	3.0
27000	1505.0	2245.0
27004	58.0	1.0
27018	22538.0	4780.0
27019	12.0	1.0
400591	3.0	0.0
27010	257.0	241.0
27012	25.0	272.0
27013	9199.0	5793.0
400581	1.0	1.0
400578	0.0	0.0
400569	1344.0	1844.0
400566	1487.0	1374.0
389715	0.0	0.0
100313829	0.0	1.0
390729	1.0	2.0
100313824	0.0	0.0
100313822	0.0	0.0
389740	26.0	32.0
389730	1.0	0.0
100038246	0.0	0.0
389727	0.0	0.0
91775	759.0	1562.0
390872	0.0	0.0
390874	0.0	1.0
654835	0.0	0.0
400759	260.0	161.0
400757	2.0	0.0
125997	0.0	0.0
389874	0.0	0.0
389873	0.0	0.0
400752	479.0	247.0
137994	64.0	120.0
642843	16.0	0.0
91768	2088.0	1249.0
64151	13.0	175.0
64150	47.0	0.0
64168	596.0	91.0
64167	1156.0	3627.0
390883	0.0	0.0
390882	1.0	0.0
390885	0.0	0.0
390886	0.0	0.0
125988	5505.0	5216.0
400746	633.0	3935.0
400745	88.0	8.0
389866	4.0	3.0
150962	576.0	586.0
64175	1236.0	2638.0
162968	222.0	143.0
64174	271.0	105.0
162966	259.0	344.0
162967	811.0	867.0
162962	394.0	292.0
162963	305.0	533.0
125981	3.0	8.0
149992	0.0	0.0
390856	0.0	0.0
390858	0.0	14.0
27187	1.0	0.0
390857	0.0	0.0
400736	0.0	0.0
400735	0.0	0.0
27185	208.0	272.0
149986	1907.0	2271.0
147323	2.0	0.0
326293	1.0	0.0
100313839	0.0	0.0
389898	1.0	0.0
100313837	0.0	0.0
326295	0.0	0.0
27189	3.0	5.0
100313838	0.0	0.0
326294	1.0	0.0
125972	4.0	1.0
642864	3.0	4.0
100313835	0.0	0.0
326296	0.0	0.0
326298	0.0	0.0
375260	368.0	490.0
27183	5725.0	4512.0
64170	46.0	88.0
642869	0.0	0.0
27180	8.0	24.0
27181	1.0	39.0
64172	483.0	553.0
100313830	0.0	0.0
375248	34.0	55.0
91782	2945.0	1822.0
27197	14.0	10.0
147339	1251.0	1297.0
27198	157.0	196.0
27195	0.0	0.0
125965	0.0	2.0
27196	0.0	0.0
125963	0.0	0.0
125962	0.0	0.0
27199	10.0	1.0
400720	768.0	674.0
149998	76.0	5.0
389884	1.0	0.0
326286	1.0	39.0
27190	0.0	0.0
64180	5.0	2.0
27193	0.0	0.0
100313842	0.0	0.0
642879	0.0	0.0
100313843	0.0	0.0
27194	0.0	0.0
400728	9.0	9.0
64184	0.0	0.0
100313840	1.0	0.0
100313841	0.0	0.0
100313892	0.0	0.0
642891	3.0	0.0
387264	1.0	16.0
387263	547.0	408.0
206412	17.0	37.0
27164	11.0	1.0
27165	13.0	26.0
27163	837.0	552.0
400799	0.0	0.0
400798	41.0	112.0
27166	2464.0	2685.0
400797	0.0	0.0
326272	0.0	1.0
326275	2.0	1.0
326277	0.0	0.0
326279	8.0	16.0
27160	0.0	0.0
27161	1427.0	1571.0
326278	1.0	4.0
100313895	0.0	0.0
642888	0.0	0.0
100313896	0.0	1.0
