id	2941c84e-71ef-4908-9980-1627a0cd780f	3ee9c2b1-54f2-422c-82c6-e6e32817acf9
728315	8.0	2.0
81577	1191.0	1700.0
106481660	0.0	0.0
81578	90.0	125.0
106481661	0.0	0.0
81579	1800.0	2578.0
81573	1180.0	1624.0
106481664	0.0	0.0
100271179	2.0	0.0
106481665	0.0	0.0
81575	3796.0	8416.0
106481662	0.0	0.0
81576	1260.0	2098.0
106481663	9.0	16.0
81570	703.0	775.0
100271178	7.0	1.0
81571	519.0	478.0
81572	905.0	1161.0
645715	95.0	51.0
8387	0.0	0.0
8388	0.0	0.0
728300	9.0	4.0
8386	0.0	0.0
8389	0.0	0.0
106481668	0.0	0.0
106481669	0.0	0.0
106481666	2.0	0.0
106481667	0.0	0.0
81559	1025.0	1860.0
8383	0.0	0.0
285848	24.0	5.0
8384	1.0	0.0
285849	44.0	96.0
8382	373.0	476.0
81566	1423.0	4253.0
106481671	0.0	0.0
106481672	0.0	0.0
81567	506.0	347.0
81569	0.0	1.0
106481670	0.0	0.0
81562	1900.0	1989.0
106481675	0.0	0.0
81563	1072.0	2529.0
246243	558.0	708.0
100271168	2.0	0.0
106481676	0.0	0.0
106481673	0.0	2.0
81565	1629.0	3716.0
106481674	0.0	1.0
100271164	0.0	0.0
100271167	1.0	0.0
100271161	3.0	0.0
100271163	0.0	1.0
100271162	4.0	1.0
8398	1382.0	1973.0
8399	1.0	187.0
8396	3497.0	8934.0
285852	14.0	9.0
645740	0.0	0.0
8390	0.0	0.0
106481635	0.0	0.0
285855	5280.0	7268.0
106481636	0.0	0.0
8391	0.0	1.0
106481633	0.0	0.0
106481634	0.0	0.0
8394	2536.0	5516.0
106481639	0.0	0.0
8395	128.0	146.0
8392	0.0	0.0
106481637	2.0	3.0
106481638	0.0	0.0
100271158	3.0	0.0
106481642	8.0	20.0
106481643	0.0	0.0
246210	0.0	1.0
106481640	0.0	0.0
100271159	2.0	0.0
106481641	0.0	0.0
100271150	1.0	0.0
645754	0.0	6.0
246213	0.0	0.0
106481646	0.0	0.0
106481647	0.0	0.0
106481644	0.0	0.0
106481645	0.0	1.0
728324	95.0	113.0
106481648	0.0	0.0
106481649	0.0	0.0
106481650	0.0	0.0
100271147	0.0	0.0
106481653	0.0	0.0
106481654	0.0	0.0
100271146	0.0	0.0
106481651	0.0	0.0
100271149	0.0	0.0
100271148	0.0	0.0
106481652	2.0	2.0
344657	5.0	2.0
100271142	0.0	0.0
344658	3.0	0.0
100271145	0.0	0.0
645745	7.0	4.0
344653	0.0	1.0
100271141	1.0	2.0
100271140	0.0	0.0
106481619	0.0	0.0
106481613	0.0	0.0
246269	223.0	272.0
106481614	0.0	0.0
106481611	0.0	0.0
106481612	0.0	0.0
106481617	0.0	0.0
93594	208.0	191.0
106481618	0.0	0.0
106481615	0.0	0.0
106481616	1.0	1.0
283209	624.0	1646.0
283208	165.0	247.0
106481620	0.0	0.0
106481621	0.0	0.0
100271138	0.0	0.0
100271132	8.0	4.0
100271131	1.0	0.0
100271133	1.0	0.0
100271130	0.0	0.0
93587	317.0	330.0
645771	2.0	15.0
93589	162.0	225.0
106481624	3.0	1.0
285800	13.0	6.0
106481625	0.0	0.0
106481622	0.0	0.0
106481623	1.0	7.0
106481628	0.0	0.0
106481629	1.0	5.0
106481626	0.0	0.0
106481627	2.0	2.0
100271129	1.0	0.0
246283	0.0	0.0
246285	0.0	0.0
106481631	0.0	0.0
100271125	1.0	1.0
106481632	1.0	1.0
106481630	0.0	1.0
100271122	0.0	0.0
199692	1211.0	1275.0
645784	147.0	111.0
100271118	2.0	1.0
100271117	0.0	0.0
100271119	0.0	1.0
100271114	0.0	0.0
100271113	0.0	0.0
100271116	0.0	0.0
197021	7.0	10.0
643115	0.0	0.0
100271111	0.0	0.0
106481608	1.0	4.0
106481609	0.0	0.0
645798	16.0	6.0
643136	6.0	15.0
106481602	1.0	4.0
106481603	0.0	0.0
106481600	0.0	0.0
106481601	0.0	1.0
106481606	0.0	0.0
106481607	0.0	0.0
106481604	0.0	0.0
106481605	0.0	1.0
285829	12.0	22.0
100271106	3.0	4.0
106481610	0.0	0.0
100271105	2.0	5.0
643126	1.0	1.0
199699	1.0	15.0
728393	0.0	0.0
100128899	1.0	2.0
728395	0.0	0.0
114625	1421.0	3053.0
54112	13.0	6.0
56776	48.0	11.0
283248	15.0	63.0
344729	0.0	0.0
100128894	0.0	0.0
100128893	11.0	11.0
100128890	24.0	28.0
728386	0.0	0.0
728388	0.0	0.0
100128889	0.0	1.0
100128888	5.0	6.0
114614	128.0	70.0
283238	0.0	2.0
100190800	40.0	129.0
283237	859.0	1294.0
283236	1.0	0.0
283234	1577.0	924.0
728381	1.0	1.0
283232	1931.0	1928.0
728380	5.0	1.0
100128881	44.0	121.0
100128880	1.0	0.0
692099	365.0	1602.0
114609	450.0	723.0
29128	218.0	404.0
29123	4968.0	8172.0
344709	1.0	0.0
29122	110.0	1025.0
29121	1137.0	1044.0
283229	278.0	912.0
29127	605.0	548.0
29126	496.0	1068.0
29125	162.0	91.0
29124	0.0	0.0
692087	0.0	0.0
692088	0.0	0.0
692089	4.0	4.0
100128867	0.0	0.0
54145	1.0	2.0
54143	0.0	0.0
283219	764.0	1649.0
54149	998.0	1359.0
54148	638.0	1047.0
54147	0.0	0.0
283212	46.0	91.0
692091	0.0	0.0
692092	0.0	0.0
692093	3.0	5.0
692094	0.0	0.0
100271091	0.0	0.0
100271090	2.0	5.0
100128857	2.0	0.0
100271093	0.0	0.0
100271092	2.0	1.0
728350	16.0	42.0
285872	2.0	2.0
100128853	0.0	2.0
29109	1056.0	6007.0
29108	471.0	731.0
285877	0.0	0.0
29107	573.0	765.0
285878	1.0	0.0
29106	333.0	25.0
728358	0.0	0.0
29101	6262.0	8560.0
29100	1669.0	2204.0
29105	1142.0	2059.0
29104	558.0	843.0
29103	2193.0	3659.0
29102	2302.0	3736.0
100271098	1.0	3.0
283284	159.0	132.0
728343	0.0	0.0
728342	96.0	117.0
100128849	0.0	0.0
728344	3.0	7.0
100271081	2.0	1.0
100128845	1.0	1.0
728340	167.0	162.0
285888	0.0	0.0
29119	13.0	184.0
107057644	9.0	16.0
29118	262.0	81.0
107057647	0.0	0.0
114655	1.0	1.0
29117	2773.0	5132.0
107057646	2.0	3.0
114657	0.0	0.0
114659	250.0	691.0
126638	0.0	0.0
54165	1663.0	1706.0
126637	0.0	0.0
29110	1228.0	2369.0
29116	3924.0	6016.0
29115	2491.0	4606.0
29114	27.0	5.0
29113	0.0	2.0
100271087	6.0	3.0
100271089	0.0	0.0
100271085	0.0	0.0
100128836	5.0	5.0
728378	4.0	1.0
728377	236.0	218.0
100271070	0.0	0.0
285893	0.0	0.0
100128834	1.0	1.0
728373	0.0	0.0
728379	0.0	0.0
81797	0.0	0.0
126626	1083.0	1374.0
81793	525.0	71.0
81794	267.0	738.0
81796	110.0	343.0
81790	2533.0	3203.0
100271076	1.0	0.0
283267	385.0	924.0
91107	720.0	2998.0
100128830	2.0	1.0
81792	78.0	1244.0
100271078	0.0	0.0
100271073	0.0	0.0
100271072	0.0	0.0
100271074	0.0	0.0
100128827	0.0	0.0
728366	1.0	2.0
728361	2.0	4.0
100128822	398.0	360.0
728369	0.0	0.0
81786	205.0	530.0
54187	1694.0	2248.0
81788	2487.0	1069.0
81789	370.0	497.0
283257	0.0	0.0
100271065	0.0	0.0
645700	8.0	7.0
283254	152.0	136.0
126695	837.0	1598.0
148003	1.0	0.0
378108	2.0	13.0
151649	17.0	17.0
151648	90.0	65.0
151647	4.0	3.0
151645	45.0	126.0
200909	1.0	0.0
200916	726.0	904.0
148014	2.0	15.0
151658	2.0	2.0
151651	101.0	86.0
56704	179.0	1303.0
148022	938.0	1822.0
126669	1322.0	3948.0
126668	114.0	420.0
100126297	0.0	0.0
100126299	0.0	1.0
100126296	1.0	1.0
200931	133.0	155.0
200933	632.0	1008.0
126661	300.0	316.0
56729	0.0	2.0
283298	368.0	699.0
283297	0.0	0.0
136051	433.0	674.0
138639	282.0	506.0
692076	3.0	5.0
391121	0.0	0.0
391120	0.0	0.0
391123	13.0	42.0
200942	2185.0	3520.0
440577	28.0	34.0
440574	1146.0	1155.0
56731	1746.0	2658.0
100126270	6.0	5.0
692084	0.0	0.0
692085	0.0	0.0
692086	15.0	29.0
138649	60.0	118.0
200959	0.0	0.0
200958	187.0	871.0
391135	6.0	7.0
440567	66.0	93.0
391139	1.0	1.0
440563	2.0	2.0
440561	0.0	0.0
151613	1574.0	2219.0
692072	0.0	0.0
692075	9.0	9.0
692057	0.0	0.0
692058	0.0	0.0
124056	0.0	0.0
81706	5498.0	5634.0
391104	0.0	0.0
391107	0.0	0.0
391106	1.0	0.0
81704	3514.0	1696.0
391109	0.0	0.0
440595	291.0	476.0
56751	0.0	0.0
692063	0.0	0.0
8402	2457.0	4572.0
391110	0.0	0.0
8403	0.0	0.0
391112	0.0	0.0
124045	319.0	558.0
391114	0.0	4.0
124044	502.0	1110.0
391115	0.0	0.0
440585	6.0	0.0
391117	0.0	0.0
440584	17.0	23.0
391119	0.0	0.0
54101	1411.0	1822.0
151636	3504.0	6280.0
440590	263.0	130.0
54103	1717.0	2050.0
54102	2468.0	2507.0
54108	1973.0	2702.0
54107	2445.0	4287.0
54106	2.0	5.0
692053	1.0	1.0
391040	0.0	3.0
645683	15.0	10.0
8410	0.0	0.0
645682	0.0	1.0
645688	7.0	16.0
391044	1.0	5.0
645687	0.0	2.0
8411	1668.0	2433.0
645686	0.0	0.0
8412	1316.0	1167.0
391045	3.0	7.0
440533	1.0	12.0
8406	1077.0	605.0
8407	11654.0	35489.0
8404	15255.0	29453.0
8405	3507.0	5195.0
8408	2629.0	4947.0
8409	2392.0	2682.0
391051	79.0	20.0
8420	920.0	1773.0
645694	3.0	7.0
391053	1.0	1.0
645693	92.0	83.0
643031	6.0	2.0
8424	1899.0	171.0
8425	13172.0	21037.0
643037	0.0	0.0
163589	62.0	36.0
643034	0.0	0.0
440525	79.0	174.0
391059	226.0	259.0
645691	19.0	42.0
163590	2781.0	6966.0
8417	4009.0	4361.0
8418	1116.0	676.0
8416	1226.0	1577.0
8419	54.0	9.0
8431	8.0	4.0
8435	4.0	21.0
8436	6467.0	6550.0
8433	0.0	1.0
8434	609.0	772.0
391026	0.0	0.0
440556	695.0	403.0
440560	0.0	0.0
8428	3382.0	5583.0
8427	1503.0	2621.0
103157000	0.0	0.0
8443	2209.0	2986.0
8440	2469.0	3778.0
8446	989.0	1411.0
8447	698.0	669.0
8444	447.0	474.0
8445	1826.0	2298.0
391037	3.0	10.0
391039	9.0	2.0
643050	0.0	0.0
285905	2.0	15.0
285908	460.0	653.0
8439	1840.0	2721.0
8437	1154.0	1584.0
8438	73.0	115.0
8453	1468.0	2139.0
8454	3111.0	4866.0
8451	3912.0	5015.0
8452	3849.0	5818.0
8458	749.0	821.0
8455	5029.0	7339.0
8456	109.0	70.0
106481578	0.0	0.0
106481579	0.0	0.0
8450	3300.0	5130.0
106481583	0.0	0.0
106481584	2.0	5.0
106481581	0.0	0.0
106481582	0.0	0.0
106481587	0.0	0.0
106481588	0.0	0.0
106481585	0.0	0.0
106481586	0.0	0.0
8448	10.0	18.0
8449	2045.0	3779.0
106481580	0.0	0.0
8464	457.0	964.0
8462	1055.0	1675.0
8463	501.0	854.0
8468	1.0	0.0
391099	0.0	1.0
8467	6203.0	9313.0
342184	912.0	1729.0
246312	0.0	0.0
106481589	0.0	0.0
8460	860.0	914.0
106481594	0.0	0.0
106481595	0.0	0.0
106481592	0.0	0.0
106481593	0.0	0.0
106481598	0.0	0.0
151579	22.0	71.0
106481599	0.0	0.0
106481596	0.0	0.0
106481597	0.0	1.0
8459	3780.0	2161.0
106481590	0.0	0.0
106481591	3.0	0.0
8476	1715.0	4408.0
8473	8420.0	18729.0
440519	51.0	176.0
440518	1.0	0.0
8479	1262.0	2743.0
440515	1431.0	1990.0
8477	420.0	178.0
106481558	0.0	0.0
106481559	0.0	0.0
391069	0.0	4.0
106481556	0.0	0.0
106481557	0.0	0.0
8471	60.0	16.0
8470	17524.0	4713.0
106481561	0.0	1.0
106481562	0.0	0.0
106481560	0.0	0.0
106481565	0.0	0.0
106481566	1.0	8.0
106481563	0.0	0.0
106481564	0.0	0.0
391073	0.0	0.0
8487	341.0	356.0
8484	1.0	1.0
391075	1.0	0.0
440508	4.0	4.0
391077	0.0	0.0
391076	0.0	0.0
8488	12.0	5.0
440503	138.0	220.0
8489	9.0	3.0
106481569	0.0	0.0
106481567	0.0	0.0
106481568	0.0	0.0
8482	585.0	461.0
8483	404.0	660.0
8480	1209.0	1864.0
8481	2246.0	3699.0
106481572	0.0	0.0
106481573	0.0	0.0
106481570	0.0	0.0
106481571	0.0	0.0
106481576	0.0	0.0
106481577	0.0	2.0
106481574	0.0	0.0
106481575	0.0	0.0
391081	28.0	23.0
8497	23.0	227.0
728431	108.0	307.0
8498	2829.0	5977.0
728430	0.0	2.0
100128934	1.0	0.0
8495	3909.0	5088.0
8496	2846.0	5981.0
91012	2037.0	4517.0
100128936	92.0	167.0
728432	0.0	1.0
100128930	0.0	0.0
8499	23.0	49.0
106481536	0.0	0.0
8490	6516.0	36481.0
106481537	0.0	0.0
285954	10.0	7.0
285955	13.0	16.0
106481534	0.0	0.0
106481535	0.0	0.0
8493	844.0	1549.0
54075	1.0	0.0
101669766	73.0	208.0
728434	0.0	0.0
91010	3817.0	5141.0
285958	506.0	595.0
101669767	0.0	0.0
8491	1995.0	2271.0
106481538	0.0	0.0
8492	29.0	259.0
54072	12.0	4.0
106481539	0.0	0.0
101669762	88.0	383.0
106481540	1.0	0.0
101669763	1.0	2.0
101669764	1.0	1.0
106481543	0.0	0.0
81694	0.0	0.0
100271059	0.0	0.0
81695	3.0	0.0
106481544	0.0	0.0
106481541	0.0	0.0
81696	0.0	0.0
81697	0.0	3.0
106481542	0.0	0.0
81693	53.0	13.0
100271056	0.0	0.0
100271050	12.0	2.0
100271053	1.0	0.0
93664	2221.0	3223.0
100128923	4.0	3.0
93663	2316.0	4016.0
285961	11.0	14.0
93668	1.0	0.0
285962	33.0	51.0
106481547	0.0	0.0
54082	14.0	32.0
106481548	0.0	0.0
285965	21.0	8.0
285966	189.0	226.0
106481545	4.0	5.0
106481546	2.0	0.0
93661	0.0	0.0
100128927	733.0	2463.0
54084	77.0	234.0
106481549	0.0	0.0
106481550	0.0	0.0
81688	12009.0	17698.0
106481551	0.0	1.0
54089	0.0	2.0
81689	1885.0	2031.0
54088	0.0	0.0
106481554	0.0	0.0
100271047	2.0	1.0
106481555	0.0	0.0
106481552	0.0	0.0
106456574	1.0	0.0
106481553	0.0	0.0
93659	0.0	2.0
100271040	1.0	0.0
100271042	0.0	0.0
100128912	0.0	0.0
91039	2196.0	4363.0
342132	227.0	616.0
285971	854.0	830.0
285972	33.0	25.0
285973	61.0	126.0
100128911	0.0	0.0
728450	0.0	0.0
54093	640.0	982.0
106481514	0.0	0.0
106481515	0.0	0.0
106481512	0.0	0.0
54090	0.0	0.0
106481513	5.0	3.0
54097	795.0	193.0
106481518	0.0	0.0
106481519	0.0	0.0
246329	180.0	2995.0
106481516	0.0	0.0
728458	0.0	0.0
106481517	0.0	0.0
54099	3.0	14.0
54098	0.0	0.0
246330	329.0	773.0
106481521	0.0	0.0
106481522	0.0	0.0
106481520	0.0	0.0
342125	10.0	10.0
100271033	24.0	14.0
645619	2.0	0.0
100271031	11.0	1.0
344787	83.0	174.0
100128902	0.0	0.0
728441	92.0	88.0
100128903	0.0	0.0
222389	1280.0	2827.0
106481525	3.0	4.0
106481526	1.0	1.0
285987	8.0	16.0
106481523	0.0	0.0
285989	434.0	624.0
106481524	0.0	0.0
106481529	0.0	0.0
728448	31.0	55.0
106481527	0.0	0.0
106481528	0.0	0.0
728447	0.0	0.0
106481532	0.0	0.0
106481533	0.0	0.0
100271025	1.0	1.0
106481530	0.0	1.0
106481531	0.0	0.0
100271020	1.0	0.0
91057	415.0	780.0
91056	1209.0	1623.0
645641	1.0	2.0
91050	820.0	815.0
100271015	0.0	0.0
106481500	0.0	0.0
645638	344.0	148.0
645651	0.0	0.0
344760	0.0	0.0
106481509	0.0	0.0
645652	93.0	29.0
106481503	0.0	2.0
106481504	1.0	0.0
106481501	0.0	0.0
106481502	0.0	0.0
106481507	0.0	3.0
106481508	0.0	0.0
106481505	0.0	0.0
106481506	0.0	0.0
100271007	0.0	7.0
283316	345.0	252.0
106481510	1.0	1.0
106481511	0.0	0.0
100271003	17.0	8.0
283314	208.0	309.0
100271006	2.0	0.0
283310	15.0	15.0
344758	0.0	0.0
100271001	1.0	0.0
344752	1.0	0.0
728411	209.0	248.0
728410	0.0	0.0
643003	8.0	13.0
643001	0.0	0.0
728419	0.0	0.0
728418	0.0	0.0
91074	2.0	0.0
728409	0.0	0.0
283303	0.0	0.0
344741	1.0	0.0
728400	0.0	0.0
645676	80.0	105.0
285941	1.0	2.0
728405	0.0	0.0
285943	16.0	62.0
728407	87.0	124.0
728402	3.0	1.0
728403	0.0	0.0
643008	483.0	1081.0
645668	6.0	0.0
100506658	2487.0	3348.0
100506655	2.0	28.0
81849	35.0	196.0
56890	723.0	722.0
56891	1.0	2.0
100506650	0.0	0.0
81846	2231.0	6126.0
81847	2609.0	6468.0
81848	1180.0	3718.0
56896	2.0	9.0
56897	2657.0	4792.0
81853	3132.0	2752.0
56898	2852.0	5033.0
81855	1044.0	4346.0
56899	325.0	83.0
56892	1147.0	17210.0
56893	1276.0	2517.0
121275	4.0	9.0
121278	3.0	0.0
56894	6258.0	8736.0
81850	0.0	0.0
145249	3.0	0.0
56895	410.0	322.0
81851	0.0	0.0
649137	0.0	0.0
81839	1527.0	1801.0
121274	1533.0	2215.0
121273	9.0	42.0
145264	0.0	0.0
121270	0.0	0.0
145258	18.0	16.0
121268	49.0	97.0
81844	5883.0	10658.0
145259	16.0	6.0
133283	456.0	545.0
375593	12.0	32.0
100506649	71.0	165.0
100506673	0.0	0.0
121260	1211.0	2392.0
145270	63.0	31.0
100506671	0.0	4.0
81875	1701.0	2052.0
81876	8036.0	15380.0
81870	0.0	0.0
81871	2.0	0.0
121256	26.0	148.0
81872	0.0	0.0
81873	1459.0	2470.0
387597	48.0	81.0
100506668	421.0	607.0
160897	775.0	699.0
649159	0.0	0.0
145282	404.0	410.0
387590	1531.0	1670.0
81856	513.0	601.0
81857	2903.0	5107.0
100506660	14.0	26.0
81858	1993.0	4099.0
135886	1.0	6.0
147872	2.0	4.0
81889	1003.0	1850.0
145200	42.0	23.0
81892	831.0	1297.0
81893	6.0	3.0
81894	1344.0	2175.0
81890	1643.0	2053.0
135892	25.0	1.0
649179	26.0	5.0
100506600	25.0	51.0
613126	21.0	6.0
81887	2023.0	3528.0
81888	430.0	1073.0
145216	3.0	6.0
338591	0.0	0.0
649186	6.0	0.0
338596	28.0	43.0
338599	5.0	49.0
169200	3502.0	2747.0
145226	81.0	37.0
100506637	121.0	237.0
160857	210.0	328.0
160851	851.0	1360.0
91227	5.0	5.0
157206	17.0	17.0
100506622	9.0	1.0
100856809	0.0	0.0
338588	0.0	1.0
145241	1.0	0.0
91219	5.0	3.0
650172	1.0	0.0
102724678	127.0	32.0
338579	0.0	0.0
326591	415.0	640.0
255738	4.0	55.0
338567	0.0	0.0
102724668	7.0	23.0
255743	29212.0	75432.0
56829	3372.0	4529.0
326586	1.0	0.0
102724655	0.0	0.0
554250	0.0	2.0
554251	234.0	297.0
338557	57.0	162.0
56832	0.0	4.0
56833	1838.0	2210.0
56834	1611.0	2266.0
554235	6.0	22.0
554236	13.0	16.0
56849	125.0	93.0
255725	0.0	0.0
56848	1319.0	1499.0
56852	552.0	1287.0
56853	53.0	400.0
102724631	0.0	0.0
56850	2567.0	5946.0
56851	2389.0	4174.0
100820829	54.0	34.0
101243555	0.0	1.0
196872	163.0	222.0
8501	595.0	427.0
8502	4751.0	16288.0
8500	2707.0	5166.0
253128	15.0	8.0
664701	924.0	556.0
255783	317.0	788.0
54207	24.0	6.0
54206	7373.0	15179.0
54205	3959.0	3273.0
664709	34.0	65.0
54209	542.0	822.0
196883	703.0	1267.0
8512	22.0	99.0
8513	4.0	0.0
8510	2.0	4.0
8511	3.0	1.0
54210	43.0	376.0
81831	411.0	336.0
81832	28.0	259.0
81833	0.0	0.0
54212	1.0	3.0
170261	671.0	144186.0
8505	1003.0	1378.0
8506	159.0	723.0
8503	1786.0	2329.0
8504	1015.0	1205.0
8509	104.0	196.0
8507	493.0	1935.0
255758	124.0	285.0
8508	2295.0	2568.0
8520	1842.0	2804.0
8521	4.0	8.0
169270	270.0	396.0
8522	1042.0	2780.0
102724605	0.0	0.0
554282	9.0	2.0
56886	4576.0	5905.0
54221	54.0	29.0
56888	2677.0	3954.0
554279	0.0	0.0
664722	6.0	10.0
56882	5471.0	10313.0
664721	13.0	2124.0
255762	4.0	2.0
56884	10.0	1.0
8516	662.0	616.0
8517	271.0	320.0
8514	2395.0	1774.0
8515	119.0	448.0
56889	11705.0	15420.0
8518	2171.0	2812.0
8519	2886.0	3542.0
8530	817.0	1048.0
326624	477.0	100.0
8531	4061.0	16102.0
326625	1449.0	2031.0
8534	2126.0	1459.0
326628	0.0	0.0
8535	944.0	2070.0
326627	1.0	0.0
8532	136.0	56.0
8533	2038.0	3015.0
8527	2829.0	3287.0
8528	97.0	179.0
8525	2639.0	3663.0
8526	624.0	729.0
8529	0.0	0.0
8541	295.0	270.0
326613	0.0	0.0
8542	5266.0	11906.0
326615	0.0	0.0
8540	1700.0	2296.0
326614	2.0	0.0
8545	5382.0	7801.0
326617	0.0	0.0
8546	3865.0	5145.0
326616	3.0	4.0
8543	2795.0	7363.0
8544	377.0	375.0
253175	0.0	0.0
554300	0.0	2.0
8538	36.0	149.0
8539	4658.0	6830.0
8536	309.0	752.0
8537	19.0	27.0
8552	48.0	92.0
8553	3447.0	23767.0
8550	1352.0	2398.0
326603	28.0	8.0
8551	0.0	0.0
8556	574.0	1315.0
326606	0.0	0.0
8557	71.0	12485.0
8554	4397.0	3872.0
8555	2284.0	1214.0
326607	10.0	25.0
326609	4.0	1.0
255798	0.0	112.0
8549	17.0	262.0
8547	75.0	454.0
8548	1220.0	1511.0
101409261	13.0	10.0
326611	1.0	2.0
8563	963.0	1491.0
8564	111.0	62.0
8562	2816.0	4127.0
8567	2427.0	3255.0
8568	915.0	1611.0
8565	2749.0	6318.0
8566	4660.0	7020.0
253152	39.0	140.0
8560	3413.0	9089.0
100132031	0.0	1.0
100132036	0.0	0.0
253143	2002.0	1721.0
8558	2924.0	6176.0
8559	535.0	894.0
8574	1745.0	2301.0
8575	1357.0	2421.0
8572	413.0	11122.0
8573	1462.0	2735.0
8578	729.0	1441.0
8576	1734.0	2688.0
8577	25.0	13.0
554354	2.0	0.0
8570	6168.0	9821.0
123811	1937.0	2416.0
8569	746.0	1849.0
8585	0.0	2.0
8586	0.0	3.0
101928770	0.0	0.0
8583	0.0	0.0
101928773	0.0	4.0
8587	0.0	1.0
8588	0.0	3.0
101928776	2.0	0.0
8581	1.0	59.0
8582	0.0	0.0
8580	0.0	0.0
100132058	0.0	1.0
101409258	20.0	32.0
101409257	10.0	5.0
101409254	0.0	2.0
101409253	0.0	0.0
123803	556.0	1006.0
8596	0.0	0.0
101928781	0.0	5.0
8594	0.0	0.0
8595	0.0	0.0
101928784	27.0	12.0
8590	0.0	0.0
8591	0.0	0.0
100132066	0.0	1.0
100421113	0.0	0.0
100421114	0.0	0.0
101928790	0.0	0.0
101928795	0.0	0.0
253190	173.0	89.0
100132073	1.0	2.0
100132074	197.0	384.0
100132079	0.0	3.0
554313	0.0	3.0
100421123	0.0	0.0
100856811	0.0	0.0
375513	13.0	27.0
100421125	0.0	0.0
91133	558.0	378.0
100421129	2.0	0.0
91137	2716.0	2682.0
101928720	0.0	0.0
375519	0.0	2.0
100856810	0.0	0.0
100421136	2.0	5.0
100421137	0.0	0.0
101928734	0.0	0.0
91120	389.0	1281.0
101928736	64.0	132.0
147837	413.0	473.0
100421131	2.0	2.0
100421133	0.0	1.0
91156	1616.0	61.0
100421146	0.0	0.0
160824	2.0	1.0
100421148	6.0	0.0
101928744	0.0	1.0
91151	285.0	251.0
147841	96.0	234.0
100421143	0.0	0.0
91149	1.0	1.0
101928752	0.0	0.0
91147	636.0	828.0
387509	204.0	576.0
100421153	0.0	0.0
100421167	0.0	0.0
91179	345.0	431.0
100506574	0.0	2.0
399520	3.0	77.0
100421178	0.0	0.0
100506564	3.0	8.0
121227	4795.0	5948.0
387521	964.0	1641.0
387522	0.0	1.0
100421172	7.0	4.0
100421175	3.0	1.0
100421177	1.0	0.0
100506599	61.0	124.0
100856877	0.0	0.0
100421189	0.0	2.0
100856878	1.0	1.0
121214	4.0	1.0
387559	0.0	0.0
123876	7.0	2.0
123872	263.0	77.0
100421180	0.0	0.0
147808	382.0	875.0
100421185	0.0	0.0
147804	398.0	346.0
123879	553.0	2299.0
147807	665.0	1104.0
100421188	0.0	0.0
375567	5.0	16.0
399512	378.0	551.0
399511	158.0	191.0
91181	13.0	7.0
448990	6.0	5.0
101928715	8.0	1.0
100506581	27.0	64.0
100856881	0.0	1.0
100506775	9.0	13.0
100506779	100.0	67.0
160762	0.0	3.0
93953	95.0	456.0
104326057	0.0	0.0
399687	2417.0	4169.0
104326058	0.0	0.0
100506776	274.0	113.0
348094	510.0	376.0
160760	1960.0	2709.0
348093	760.0	477.0
387695	0.0	1.0
104326055	16.0	20.0
93948	9.0	1.0
399693	302.0	869.0
104326053	0.0	0.0
399694	31.0	54.0
104326054	0.0	0.0
104326051	1.0	4.0
104326052	3.0	10.0
133150	0.0	0.0
399697	0.0	0.0
100506765	0.0	0.0
387694	10.0	13.0
102724706	0.0	0.0
54361	174.0	177.0
54360	152.0	29.0
54363	0.0	1.0
387684	1.0	1.0
147798	4247.0	8477.0
159770	0.0	0.0
100506769	0.0	28.0
93973	1204.0	1925.0
399668	446.0	19886.0
100506795	67.0	16.0
399669	54.0	132.0
399664	388.0	1087.0
399666	0.0	0.0
93974	3761.0	7849.0
399665	7335.0	5406.0
100506791	1.0	0.0
81993	5.0	16.0
399671	33.0	40.0
399670	2.0	0.0
160777	4.0	2.0
91300	2684.0	4718.0
100506783	5.0	15.0
91304	5403.0	8188.0
100506787	0.0	0.0
100293948	1.0	0.0
204219	7.0	18.0
121130	0.0	0.0
145165	19.0	16.0
54386	5551.0	9075.0
123787	0.0	0.0
652670	1.0	0.0
121129	0.0	0.0
100506733	1.0	32.0
147746	7.0	32.0
255812	347.0	454.0
147741	1.0	74.0
147744	0.0	7.0
100506737	3.0	5.0
100506736	162.0	125.0
160728	3144.0	5.0
100506724	0.0	0.0
100506723	11.0	20.0
93986	773.0	780.0
100506721	0.0	0.0
100913183	3.0	4.0
100913182	0.0	1.0
91319	1785.0	1789.0
93979	27.0	16.0
91316	41.0	131.0
133121	34.0	23.0
93978	17.0	11.0
100506753	216.0	216.0
91355	429.0	1017.0
91353	19.0	3.0
100506757	11.0	4.0
100506755	32.0	54.0
91351	797.0	1454.0
100506759	0.0	0.0
107080641	0.0	0.0
100506742	18.0	14.0
348021	0.0	0.0
107080653	0.0	0.0
255809	90.0	61.0
100506749	2.0	4.0
107080654	0.0	2.0
107080655	0.0	0.0
107080652	0.0	0.0
348013	236.0	607.0
338692	935.0	2404.0
338699	943.0	1719.0
107080628	0.0	0.0
107080629	0.0	2.0
56931	928.0	1257.0
723779	0.0	0.0
723778	1.0	1.0
107080624	0.0	0.0
107080626	0.0	0.0
107080627	0.0	0.0
56937	1004.0	5448.0
196792	27.0	80.0
107080620	1.0	5.0
56938	254.0	654.0
107080621	0.0	0.0
107080622	0.0	0.0
107080623	0.0	0.0
56934	6.0	0.0
