id	40061da3-4d17-4319-a4a8-22b0fbad9fd9	c09b3169-05dc-4a2a-881a-05b4d2296d0a
100419726	0.0	0.0
102464829	0.0	0.0
100419727	0.0	0.0
101929265	1.0	0.0
112399	195.0	169.0
112398	1619.0	1194.0
100419735	0.0	0.0
391697	0.0	0.0
391696	0.0	1.0
100419733	0.0	0.0
388021	1.0	14.0
100419734	0.0	0.0
391698	1.0	1.0
100419731	0.0	0.0
100271836	181.0	75.0
100419732	0.0	0.0
100419730	0.0	0.0
100271846	0.0	6.0
388015	1.0	0.0
101954204	0.0	0.0
199953	1091.0	477.0
161357	1.0	0.0
100420734	0.0	0.0
100420737	0.0	0.0
100419742	0.0	0.0
100419743	0.0	1.0
731275	56.0	21.0
199920	34.0	243.0
222826	12.0	2.0
101929286	0.0	1.0
391670	1.0	1.0
391672	11.0	11.0
161342	3.0	4.0
148398	264.0	585.0
100419758	292.0	128.0
100419751	1.0	0.0
124359	766.0	442.0
101929293	51.0	13.0
100420752	0.0	0.0
100420754	0.0	0.0
10691	1846.0	940.0
10690	2.0	1392.0
101929212	13.0	28.0
101929218	0.0	0.0
388076	1.0	0.0
388077	3.0	7.0
100419764	0.0	0.0
199900	0.0	0.0
151963	375.0	483.0
10693	299.0	138.0
10692	11.0	12.0
10695	4458.0	3802.0
10694	8943.0	7646.0
10699	54.0	144.0
101929221	0.0	0.0
100420763	0.0	0.0
101929225	4.0	0.0
101929222	4.0	0.0
100419777	0.0	0.0
100419776	0.0	0.0
148327	1117.0	647.0
101929239	0.0	0.0
100419788	0.0	0.0
148345	17.0	16.0
101929238	0.0	0.0
220213	2432.0	2134.0
10678	3276.0	2262.0
151987	6037.0	2768.0
10671	2233.0	1562.0
10670	6589.0	4563.0
10673	560.0	529.0
10672	9544.0	3353.0
10675	81.0	162.0
10677	630.0	443.0
100419793	1.0	0.0
100420784	0.0	0.0
100420786	2.0	1.0
101929247	0.0	0.0
100420787	9.0	1.0
101929244	0.0	0.0
220202	4.0	0.0
222865	31.0	26.0
10682	1397.0	1529.0
10681	3480.0	2081.0
10683	18.0	5.0
10686	297.0	2294.0
136371	0.0	0.0
643803	0.0	0.0
10687	391.0	74.0
100419682	0.0	0.0
100420678	164.0	64.0
222894	0.0	1.0
100419687	0.0	0.0
283807	141.0	67.0
653194	0.0	0.0
83598	9.0	2.0
83597	37.0	2.0
653199	106.0	40.0
83594	1621.0	1178.0
83593	4491.0	2273.0
83596	651.0	538.0
83595	1169.0	180.0
83590	2070.0	1900.0
653190	20.0	285.0
653192	0.0	1.0
83592	115.0	20.0
83591	460.0	291.0
1909	482.0	1322.0
100420689	6.0	7.0
1908	3480.0	9.0
161291	17846.0	9170.0
653188	24.0	10.0
653189	73.0	62.0
1907	18.0	26.0
1906	152.0	95.0
197258	1777.0	1656.0
1903	1680.0	1236.0
197259	655.0	544.0
1902	2208.0	1013.0
1901	2109.0	2198.0
100420681	0.0	0.0
197257	1017.0	286.0
449491	0.0	0.0
100420695	0.0	1.0
449493	0.0	0.0
449492	0.0	0.0
1910	2203.0	680.0
1917	9.0	144.0
1915	445451.0	373098.0
1912	7335.0	7748.0
1911	1520.0	572.0
101929202	0.0	0.0
101929203	2.0	7.0
199899	0.0	0.0
148281	2.0	13.0
219287	12.0	4.0
161253	29.0	24.0
219285	2959.0	2556.0
283849	291.0	214.0
283848	325.0	428.0
1932	1.0	2.0
283847	9.0	3.0
256227	24.0	14.0
256223	0.0	0.0
1939	5155.0	3182.0
1938	171277.0	179947.0
1937	13.0	10.0
1936	8321.0	6403.0
1934	3.0	3.0
1933	15659.0	12360.0
161247	20.0	17.0
219293	893.0	833.0
1943	0.0	2.0
1942	11565.0	4953.0
256236	2893.0	622.0
1949	35.0	31.0
199870	1777.0	760.0
1948	2631.0	1627.0
1947	1448.0	1721.0
1946	144.0	127.0
1945	467.0	557.0
1944	84.0	106.0
161271	0.0	0.0
1954	5870.0	4353.0
1953	761.0	852.0
1952	10300.0	9200.0
1951	219.0	192.0
1950	193.0	71.0
283820	837.0	998.0
1959	20470.0	1360.0
1958	95626.0	15653.0
1956	8217.0	6800.0
1955	5294.0	12344.0
1965	5822.0	3374.0
1964	8644.0	4173.0
199857	950.0	648.0
1962	1081.0	528.0
1961	29.0	3.0
1960	5273.0	705.0
220296	14.0	0.0
1969	6837.0	4940.0
1968	13942.0	8716.0
1967	3101.0	2147.0
114904	385.0	576.0
114905	333.0	88.0
114907	1477.0	4364.0
114908	42422.0	20717.0
340094	0.0	0.0
643783	230.0	97.0
114900	14.0	1.0
653108	0.0	0.0
401450	0.0	0.0
114902	0.0	0.0
1975	37715.0	25475.0
1974	30394.0	28526.0
1973	531.0	309.0
283888	56.0	10.0
401447	0.0	0.0
653113	261.0	116.0
1979	14757.0	10508.0
1978	236.0	411.0
1977	3061.0	1932.0
643790	13.0	8.0
1990	1.0	0.0
256281	1471.0	2274.0
1987	1.0	0.0
1986	3.0	5.0
1984	15496.0	14306.0
1983	18302.0	10263.0
1982	83699.0	51866.0
283876	99.0	85.0
1981	27313.0	22324.0
1980	34.0	24.0
283871	995.0	922.0
283870	218.0	181.0
105375616	0.0	0.0
340075	8.0	133.0
340073	0.0	0.0
653125	54.0	14.0
401431	351.0	108.0
83528	4.0	1.0
1998	2526.0	1842.0
1997	12702.0	5482.0
283869	7.0	16.0
1996	6.0	14.0
401428	70.0	14.0
83538	571.0	152.0
1995	1.0	1.0
401427	284.0	98.0
283867	0.0	1.0
1994	5474.0	4150.0
1993	10.0	20.0
1992	5880.0	5453.0
1991	4.0	1.0
283860	8.0	1.0
83530	6.0	4.0
340069	3.0	0.0
1999	1269.0	4134.0
105375606	0.0	0.0
340061	1932.0	4473.0
653115	87.0	59.0
653121	1185.0	751.0
653122	90.0	82.0
283854	0.0	0.0
653123	0.0	0.0
401491	122.0	18.0
100124412	0.0	0.0
653147	3.0	4.0
401498	63.0	65.0
653149	0.0	0.0
401497	0.0	0.0
401494	1410.0	750.0
401492	27.0	11.0
83550	0.0	0.0
83552	0.0	0.0
83551	0.0	0.0
114932	5169.0	3491.0
83539	2.0	0.0
83547	1102.0	1214.0
83546	0.0	2.0
653140	16.0	12.0
83549	2539.0	1795.0
83548	3596.0	2163.0
83543	22117.0	4658.0
653145	2.0	3.0
83544	3388.0	955.0
83541	507.0	849.0
83540	428.0	60.0
126917	1723.0	872.0
340037	33.0	3.0
114926	3328.0	1527.0
114928	3840.0	1466.0
339044	6.0	2.0
256297	6.0	0.0
401474	3089.0	2270.0
653174	0.0	0.0
653175	3.0	1.0
340024	0.0	0.0
114915	1251.0	839.0
401466	1628.0	986.0
653162	29.0	36.0
653163	0.0	0.0
283899	2851.0	1946.0
653166	0.0	0.0
283897	1255.0	317.0
339145	6.0	28.0
391723	0.0	0.0
391722	5.0	0.0
10778	3339.0	1518.0
10777	4.0	0.0
10772	11611.0	4514.0
340120	66.0	1.0
10771	16599.0	7168.0
10773	1268.0	821.0
10776	15074.0	10332.0
10775	1889.0	1287.0
10788	8465.0	1640.0
391739	0.0	2.0
10781	2440.0	1400.0
10780	713.0	418.0
10783	3215.0	2680.0
10782	3727.0	2735.0
10785	744.0	436.0
10787	17167.0	15047.0
10786	2.0	1.0
102606463	183.0	2.0
731308	2.0	0.0
339122	261.0	205.0
339123	3412.0	1936.0
102606462	1.0	2.0
391701	2.0	0.0
391703	1.0	0.0
151827	214.0	100.0
126826	3.0	3.0
643719	31.0	24.0
10755	4650.0	8806.0
151825	0.0	0.0
10758	1975.0	1929.0
126823	752.0	403.0
126820	138.0	64.0
10750	246.0	23.0
10752	218.0	23.0
10751	0.0	0.0
10753	24.0	9.0
643714	4.0	0.0
138864	0.0	0.0
391712	138.0	71.0
391714	0.0	0.0
114836	1748.0	387.0
10767	4191.0	2274.0
10766	14956.0	7339.0
151835	13.0	13.0
10769	1461.0	1788.0
391718	0.0	0.0
10768	14090.0	11650.0
126811	1.0	0.0
643723	27.0	4.0
10761	1.0	2.0
10763	3635.0	2311.0
10762	4662.0	2210.0
10765	5237.0	4765.0
101929179	8.0	1.0
388112	0.0	0.0
339105	59.0	47.0
83707	1415.0	1285.0
83706	3980.0	1606.0
10734	459.0	137.0
10733	534.0	219.0
83714	696.0	243.0
10736	17.0	12.0
401648	6.0	3.0
643739	0.0	0.0
10735	15864.0	6639.0
401647	53.0	2259.0
10738	3.0	0.0
401646	0.0	0.0
10737	26.0	7.0
10739	4.0	1.0
376132	0.0	0.0
10730	13957.0	9422.0
101929184	4.0	2.0
10732	1934.0	668.0
138804	1.0	0.0
138805	0.0	0.0
138802	0.0	0.0
138803	0.0	0.0
643751	21.0	22.0
124221	7.0	4.0
124222	337.0	690.0
114897	2255.0	1969.0
114898	102.0	72.0
124220	9.0	14.0
114899	237.0	75.0
391777	22.0	15.0
10745	913.0	674.0
56104	47.0	34.0
83700	1639.0	753.0
401638	0.0	0.0
10744	1.0	0.0
56105	230.0	153.0
10747	176.0	60.0
401637	0.0	6.0
56106	325.0	38.0
10746	9647.0	4504.0
56107	178.0	69.0
10749	15293.0	14274.0
56100	378.0	232.0
401634	0.0	0.0
10748	191.0	66.0
56101	611.0	697.0
56102	199.0	48.0
56103	272.0	67.0
643744	7.0	6.0
10741	5843.0	4189.0
56108	568.0	125.0
10740	30.0	8.0
643749	438.0	223.0
56109	430.0	119.0
10743	3992.0	5835.0
342732	2.0	3.0
10742	2557.0	2830.0
101929198	11.0	5.0
101929196	6.0	0.0
100420811	4.0	0.0
114884	1577.0	816.0
317774	1.0	1.0
114885	2288.0	1293.0
401630	0.0	0.0
317772	5.0	2.0
100419821	1.0	0.0
56110	143.0	63.0
317778	0.0	0.0
83729	8.0	5.0
317775	0.0	0.0
83734	756.0	501.0
10712	1116.0	648.0
83733	48.0	36.0
10714	1659.0	977.0
126868	3.0	3.0
317769	0.0	0.0
100419829	0.0	0.0
10713	3294.0	2776.0
317768	1.0	0.0
10716	4.0	0.0
100419827	0.0	0.0
56111	161.0	96.0
10715	33.0	124.0
56112	150.0	775.0
56113	217.0	164.0
83732	1425.0	679.0
10718	46.0	13.0
10717	1426.0	576.0
56114	71.0	161.0
388125	109.0	722.0
401629	0.0	0.0
317781	2267.0	1231.0
388122	1.0	1.0
83719	2468.0	2600.0
56120	28.0	4.0
56121	136.0	81.0
114876	3240.0	1356.0
388121	295.0	107.0
83716	1576.0	1450.0
83715	6.0	74.0
114879	1175.0	1367.0
100420829	0.0	0.0
10723	4192.0	3323.0
56126	58.0	86.0
83723	6.0	6.0
126859	75.0	19.0
56127	65.0	90.0
10725	8960.0	4635.0
56128	7.0	14.0
56129	108.0	141.0
10724	18537.0	9798.0
114880	258.0	115.0
56122	162.0	282.0
388115	4092.0	2109.0
401613	60.0	17.0
114881	1108.0	1108.0
10726	7253.0	5037.0
56123	137.0	236.0
401612	280.0	117.0
114882	6682.0	3892.0
56124	63.0	102.0
10728	21397.0	12726.0
114883	8445.0	5939.0
56125	146.0	505.0
643766	0.0	0.0
10721	412.0	61.0
10720	65.0	1.0
100420830	0.0	0.0
136259	1.0	1.0
100420834	0.0	0.0
317751	11.0	3.0
124274	0.0	0.0
388152	76.0	50.0
317754	0.0	0.0
317753	0.0	0.0
317749	620.0	282.0
342705	0.0	1.0
151888	537.0	73.0
151887	10961.0	4844.0
136263	1.0	0.0
100420841	0.0	0.0
101929145	811.0	224.0
100420843	1.0	1.0
100293090	51.0	163.0
148254	429.0	380.0
317762	2326.0	1610.0
317761	16.0	0.0
100419854	1.0	0.0
317760	19.0	7.0
317767	5.0	1.0
100271715	88.0	21.0
148252	32.0	511.0
100271722	162.0	151.0
199834	0.0	0.0
388135	165.0	52.0
101929152	3.0	1.0
100420854	0.0	0.0
222950	45.0	16.0
100419867	2.0	0.0
148266	975.0	427.0
100419868	9.0	5.0
148268	714.0	490.0
100419866	2.0	0.0
100420859	0.0	0.0
124245	3527.0	2666.0
317729	1.0	1.0
136288	38.0	31.0
199800	27.0	19.0
101930150	0.0	0.0
163882	4128.0	1204.0
388165	153.0	124.0
100419873	1.0	0.0
100271700	172.0	80.0
100271703	0.0	0.0
100271702	10.0	0.0
100420875	0.0	0.0
100420877	0.0	1.0
388199	2.0	1.0
22794	12033.0	5954.0
22795	5800.0	3325.0
22796	2365.0	1398.0
22797	511.0	355.0
22798	25.0	1.0
317705	2.0	0.0
317703	0.0	0.0
317702	0.0	0.0
138882	0.0	0.0
138883	0.0	0.0
138881	3.0	2.0
100420881	0.0	0.0
388181	1.0	0.0
100419893	10.0	0.0
222967	9.0	0.0
219333	4776.0	2234.0
136227	21.0	34.0
222962	1111.0	102.0
148213	398.0	274.0
388182	25.0	15.0
100419895	0.0	0.0
317716	0.0	0.0
148203	543.0	252.0
317719	51.0	5.0
148206	1647.0	1532.0
163859	3669.0	1637.0
101929110	1.0	0.0
101929111	0.0	0.0
219348	412.0	213.0
219347	153.0	70.0
100420898	6.0	2.0
148223	1790.0	1408.0
10799	216.0	179.0
136242	6.0	17.0
10791	748.0	526.0
10794	228.0	86.0
10793	881.0	307.0
10795	2797.0	1471.0
10798	0.0	0.0
10797	1559.0	1038.0
101929121	1.0	1.0
101929120	0.0	0.0
101929127	4.0	1.0
317701	1.0	0.0
220323	844.0	1637.0
148231	0.0	0.0
148229	111.0	59.0
151877	12.0	6.0
151871	0.0	0.0
93035	59972.0	596.0
161176	2633.0	927.0
56097	12.0	33.0
56098	20.0	20.0
56099	579.0	816.0
93034	25.0	9.0
283927	291.0	169.0
220359	28.0	29.0
653073	0.0	0.0
653075	34.0	1.0
256302	2646.0	2327.0
105373144	0.0	0.0
81050	0.0	0.0
199786	1205.0	10.0
256309	361.0	52.0
100420792	1.0	0.0
95681	780.0	534.0
283914	0.0	0.0
81047	0.0	0.0
197131	4892.0	2116.0
197135	209.0	103.0
653061	20.0	4.0
93058	796.0	338.0
161198	987.0	1207.0
283902	2.0	1.0
220382	198.0	26.0
81078	0.0	0.0
81079	0.0	0.0
81075	1.0	0.0
81076	0.0	0.0
100114903	0.0	1.0
199777	1616.0	1244.0
81061	0.0	0.0
653082	343.0	70.0
81090	0.0	0.0
100271649	0.0	0.0
199746	929.0	418.0
100271655	2.0	1.0
81099	0.0	0.0
100271650	13.0	9.0
199745	320.0	447.0
148170	176.0	660.0
256364	3141.0	2565.0
163786	443.0	203.0
220388	27.0	8.0
100271639	0.0	0.0
163782	33.0	4.0
100271646	8.0	7.0
283953	1.0	8.0
256355	69.0	48.0
100271644	1.0	1.0
283951	546.0	344.0
256356	2698.0	2084.0
100271643	1.0	0.0
100271640	0.0	0.0
81081	0.0	0.0
161159	0.0	0.0
148189	693.0	325.0
93099	4167.0	3856.0
100271627	13.0	4.0
283948	45.0	34.0
256329	279.0	50.0
100271634	0.0	0.0
100271636	1.0	0.0
100271630	2.0	0.0
100271633	0.0	0.0
100271632	5.0	0.0
199720	49.0	101.0
93082	8.0	21.0
161145	1641.0	1124.0
100271617	0.0	0.0
100271616	0.0	1.0
161142	9.0	3.0
100271619	0.0	0.0
148198	70.0	76.0
100271618	1.0	0.0
100271624	0.0	0.0
100271623	1.0	0.0
283933	153.0	53.0
100271625	0.0	0.0
93081	426.0	303.0
100271620	1.0	1.0
283932	120.0	82.0
100271622	6.0	6.0
100271621	1.0	0.0
199731	603.0	615.0
100124332	0.0	0.0
643664	13.0	0.0
256394	6.0	0.0
83637	9237.0	9550.0
83636	1548.0	1239.0
401565	3.0	0.0
401563	104.0	54.0
401562	25.0	2.0
401561	1.0	1.0
283999	0.0	0.0
283994	0.0	0.0
643668	2.0	0.0
283991	1987.0	2115.0
340198	4.0	1.0
643669	22.0	10.0
340192	0.0	1.0
643680	20.0	33.0
197196	2.0	0.0
56033	34.0	6.0
401551	14.0	2.0
83657	100.0	11.0
83656	31.0	1.0
83659	104.0	4.0
283989	1542.0	1297.0
83658	5349.0	5284.0
401548	2089.0	2044.0
56034	2233.0	3523.0
283987	1673.0	1248.0
256369	1.0	0.0
401546	22.0	2.0
83655	0.0	0.0
283985	2.0	0.0
283982	0.0	0.0
283981	26.0	15.0
643677	19.0	6.0
83650	1.0	2.0
197187	180.0	127.0
449520	10.0	5.0
401541	231.0	109.0
401540	2.0	0.0
83639	0.0	0.0
83638	2074.0	2734.0
256380	236.0	45.0
449518	0.0	0.0
83648	14216.0	253.0
401537	4.0	1.0
83647	0.0	0.0
83641	11145.0	2011.0
401535	10.0	1.0
83643	687.0	1497.0
401533	1.0	0.0
643689	7.0	3.0
283971	1.0	1.0
83640	753.0	511.0
283970	16.0	12.0
114826	1236.0	700.0
114827	246.0	98.0
378706	0.0	0.0
378707	0.0	0.0
378708	235.0	111.0
339184	1.0	0.0
339186	0.0	0.0
56052	1203.0	870.0
114821	252.0	162.0
114822	2020.0	3039.0
114823	11027.0	8531.0
114824	3.0	2.0
114825	1402.0	842.0
643699	654.0	119.0
340168	3.0	0.0
114815	1464.0	394.0
114817	0.0	0.0
114818	266.0	118.0
114819	415.0	195.0
339175	1002.0	701.0
56063	907.0	891.0
653017	0.0	0.0
56061	4997.0	5677.0
56062	285.0	18.0
114814	68.0	78.0
83667	747.0	1076.0
83666	3390.0	6151.0
83660	3205.0	2022.0
340156	221.0	78.0
83661	0.0	0.0
114804	338.0	103.0
114805	6.0	64.0
340152	863.0	144.0
339168	3.0	0.0
114800	959.0	156.0
114801	177.0	370.0
93010	276.0	1131.0
114803	3417.0	1571.0
83697	11.0	10.0
81034	2307.0	955.0
81035	1321.0	671.0
83696	3609.0	2236.0
83699	15337.0	10955.0
81037	9366.0	8232.0
83698	8.0	1.0
401588	712.0	151.0
83693	4526.0	2124.0
81030	460.0	378.0
83692	3330.0	1990.0
81031	3658.0	3260.0
83695	1917.0	1743.0
81033	2.0	1.0
83694	216.0	84.0
340146	4.0	3.0
83690	2685.0	378.0
81027	34.0	6.0
81029	174.0	260.0
653042	0.0	0.0
653045	2.0	1.0
81025	0.0	2.0
401577	243.0	162.0
22877	12818.0	7320.0
22878	5463.0	3276.0
22879	5153.0	2716.0
22870	8671.0	5229.0
22871	171.0	6.0
22872	17925.0	14475.0
22873	417.0	167.0
22874	438.0	1382.0
22875	2709.0	1514.0
22876	2808.0	3088.0
10899	7243.0	5422.0
10898	1466.0	942.0
10891	5571.0	888.0
136540	0.0	0.0
10890	12926.0	7602.0
10893	203.0	80.0
10892	4687.0	1899.0
136541	0.0	0.0
10895	0.0	0.0
342426	0.0	0.0
10894	1912.0	108.0
10897	2890.0	3481.0
10896	27.0	11.0
22888	873.0	716.0
22889	3030.0	2408.0
22880	2438.0	2103.0
124540	9179.0	5923.0
22881	1132.0	848.0
22882	5863.0	5104.0
22883	15618.0	13126.0
22884	2485.0	1336.0
22885	746.0	763.0
22887	5801.0	2699.0
342419	0.0	1.0
124538	0.0	0.0
124535	62.0	3.0
148523	634.0	727.0
283598	0.0	0.0
283596	330.0	192.0
283592	67.0	3.0
22856	2471.0	2086.0
161514	0.0	0.0
731424	2.0	9.0
22858	1756.0	1121.0
22859	5588.0	2233.0
22850	3388.0	1343.0
22852	1302.0	543.0
22853	3451.0	2303.0
22854	46.0	3.0
10877	0.0	0.0
10876	0.0	0.0
100419909	0.0	0.0
10879	7.0	3.0
10878	11.0	7.0
148534	2480.0	1271.0
104169670	7.0	0.0
104169671	1.0	1.0
100419903	4.0	2.0
283587	10.0	6.0
10871	85.0	143.0
10870	254.0	251.0
10873	537.0	1367.0
10875	4350.0	1764.0
10874	13.0	680.0
22866	195.0	362.0
22868	3043.0	1404.0
22869	1304.0	657.0
100309464	2.0	0.0
161502	9.0	7.0
100420901	0.0	0.0
22861	4090.0	3092.0
22862	13468.0	8054.0
22863	2237.0	1603.0
22864	3357.0	2631.0
22865	31.0	6.0
10888	1271.0	134.0
56203	16.0	2.0
643609	0.0	0.0
56204	6418.0	2916.0
10887	1.0	1.0
124512	2118.0	1091.0
148545	0.0	0.0
283579	6.0	3.0
283578	8689.0	2020.0
10880	0.0	1.0
283576	3.0	0.0
10882	5.0	13.0
10881	0.0	0.0
10884	2834.0	2046.0
283571	49.0	22.0
10886	26.0	531.0
10885	2569.0	1362.0
22834	3155.0	1405.0
22835	884.0	599.0
22836	4772.0	5652.0
22837	5003.0	4274.0
101929059	24.0	8.0
22838	4475.0	2705.0
22839	5206.0	8582.0
100420910	2.0	1.0
100420916	0.0	0.0
22832	1522.0	582.0
124590	4.0	0.0
10855	375.0	625.0
10857	11120.0	5618.0
10856	3901.0	3395.0
10859	1298.0	390.0
10858	174.0	27.0
100126793	57.0	19.0
10850	0.0	0.0
643617	1.0	3.0
643615	2.0	5.0
100126791	24.0	33.0
22844	96.0	3.0
22845	1013.0	1213.0
22846	949.0	1038.0
22847	2991.0	1745.0
22848	13660.0	3816.0
22849	1663.0	612.0
112597	338.0	838.0
100420920	0.0	1.0
100420921	2.0	0.0
100420924	0.0	0.0
124583	2955.0	3923.0
100420926	5.0	0.0
22841	3556.0	1158.0
100420927	0.0	0.0
100419930	48.0	1.0
22843	167.0	11.0
10866	3037.0	3953.0
100420919	0.0	0.0
10865	2432.0	1011.0
10868	4946.0	2782.0
10867	3349.0	3254.0
10869	6475.0	3711.0
10861	221.0	181.0
101929074	244.0	72.0
10864	4.0	0.0
101929071	0.0	0.0
10863	1746.0	511.0
22813	1.0	0.0
22814	1.0	0.0
643641	1908.0	719.0
22815	0.0	0.0
22816	1.0	3.0
22818	14029.0	8797.0
10829	2.0	1.0
100419945	0.0	0.0
83849	18.0	3.0
83855	1276.0	971.0
10833	1.0	0.0
83854	77.0	29.0
83857	795.0	574.0
10835	1.0	0.0
83856	415.0	303.0
10834	0.0	0.0
83851	75.0	19.0
10837	0.0	0.0
100419948	0.0	0.0
83850	1962.0	833.0
10836	0.0	0.0
100419949	0.0	0.0
83853	31.0	7.0
10838	2012.0	1186.0
83852	2280.0	1021.0
124565	14513.0	12402.0
100419947	2.0	1.0
22808	3073.0	2758.0
22809	2128.0	2682.0
101929082	0.0	0.0
101929083	0.0	0.0
10830	0.0	0.0
643637	1.0	0.0
22822	16971.0	7711.0
22823	2690.0	1144.0
22824	596.0	230.0
101929086	1.0	1.0
22826	7990.0	5323.0
22827	7737.0	5871.0
643653	0.0	0.0
22828	5828.0	2462.0
22829	0.0	0.0
112574	5258.0	3484.0
100419955	0.0	0.0
56241	1257.0	1957.0
100420946	0.0	0.0
56242	1215.0	854.0
22820	12007.0	14479.0
22821	2653.0	1801.0
100419950	1.0	1.0
10844	5225.0	3374.0
83844	0.0	0.0
10846	2222.0	371.0
10845	3797.0	3379.0
10848	1615.0	2908.0
56243	15499.0	24962.0
10847	14158.0	10207.0
56244	15.0	2.0
56245	25.0	0.0
10849	212.0	200.0
56246	3.0	1.0
643646	43.0	22.0
10840	130.0	35.0
10842	1.0	0.0
101929093	0.0	0.0
10841	6.0	2.0
643648	0.0	0.0
101929010	29.0	6.0
100420950	0.0	0.0
100420952	0.0	0.0
100419964	0.0	0.0
100419962	0.0	0.0
100271605	0.0	0.0
100419963	0.0	0.0
100271613	0.0	0.0
100271611	0.0	0.0
100419968	0.0	0.0
100271610	0.0	0.0
101929026	0.0	0.0
101929025	6.0	0.0
100419978	0.0	0.0
100420968	0.0	0.0
100419974	0.0	0.0
391458	0.0	0.0
100419971	0.0	0.0
100419972	0.0	0.0
100271601	0.0	0.0
100419979	1.0	0.0
100420972	0.0	0.0
100420975	0.0	1.0
100419989	0.0	0.0
391428	0.0	0.0
100419995	0.0	0.0
100419996	2.0	2.0
391436	0.0	0.0
161582	286.0	127.0
124599	118.0	58.0
101929052	0.0	11.0
391485	2.0	2.0
222611	2.0	199.0
100187716	0.0	0.0
391490	1.0	0.0
391496	0.0	0.0
22899	896.0	814.0
391462	0.0	0.0
22891	125.0	156.0
22893	4801.0	5895.0
22894	5318.0	2934.0
22895	9.0	7.0
148581	0.0	0.0
22897	2688.0	1558.0
22898	4116.0	2251.0
22890	3990.0	1931.0
391470	0.0	0.0
391472	1.0	0.0
391475	0.0	0.0
101929008	78.0	45.0
222659	4.0	1.0
440894	131.0	66.0
222658	5400.0	3258.0
102724035	0.0	0.0
100271575	0.0	8.0
100271577	1.0	1.0
100271571	0.0	0.0
81175	20.0	7.0
81176	12.0	3.0
100271570	0.0	0.0
93145	828.0	203.0
440888	0.0	0.0
222642	9.0	7.0
222643	90.0	548.0
401289	14.0	2.0
401288	40.0	58.0
401285	5.0	2.0
81166	0.0	0.0
100271564	11.0	9.0
81168	0.0	0.0
100271566	2.0	2.0
81169	0.0	0.0
81162	6.0	11.0
81163	0.0	0.0
100271563	0.0	0.0
81164	0.0	0.0
81160	0.0	0.0
391387	0.0	0.0
102724018	1.0	0.0
100271553	0.0	0.0
100271550	0.0	0.0
81196	0.0	0.0
100271552	2.0	0.0
100271551	0.0	0.0
81198	0.0	0.0
81191	0.0	0.0
81192	0.0	0.0
81193	0.0	0.0
81194	0.0	0.0
450232	3.0	0.0
401260	0.0	0.0
220001	208.0	147.0
222662	0.0	1.0
401265	60.0	142.0
222663	12452.0	2741.0
220002	3767.0	1461.0
93166	244.0	126.0
401264	782.0	328.0
220004	97.0	84.0
100271539	0.0	0.0
401262	84.0	13.0
93164	1157.0	270.0
100271547	0.0	0.0
100271549	1.0	0.0
81188	0.0	0.0
100271543	2.0	1.0
102724000	0.0	1.0
100271545	0.0	0.0
401258	1.0	1.0
81185	0.0	0.0
81187	0.0	0.0
81182	0.0	0.0
207063	1612.0	1180.0
440854	64.0	10.0
222698	68.0	65.0
222696	202.0	60.0
161497	11.0	2.0
100271529	4.0	2.0
222699	23.0	18.0
100271536	0.0	0.0
100271538	6.0	4.0
100271537	0.0	0.0
93190	53.0	3.0
283601	0.0	0.0
100271531	52.0	10.0
283600	6.0	0.0
220042	163.0	97.0
93183	1435.0	1043.0
100271518	0.0	0.0
100271517	0.0	0.0
93185	3530.0	3873.0
100271525	0.0	0.0
100271526	12.0	7.0
100271521	0.0	0.0
100271520	0.0	1.0
220032	28.0	4.0
100271523	0.0	0.0
100271522	0.0	0.0
100271507	0.0	0.0
100271506	1.0	0.0
100271516	0.0	0.0
100271510	1.0	1.0
220064	1087.0	770.0
220047	0.0	0.0
100271503	0.0	0.0
10808	8401.0	5310.0
56130	41.0	51.0
10807	1812.0	1195.0
56131	232.0	67.0
56132	111.0	42.0
10809	3086.0	2676.0
220081	23.0	16.0
83756	97.0	192.0
10811	829.0	899.0
56137	164.0	143.0
10810	4428.0	605.0
83755	0.0	0.0
56138	60.0	127.0
83758	730.0	100.0
10813	1532.0	1142.0
56139	742.0	1235.0
401207	380.0	151.0
220082	0.0	1.0
83757	0.0	0.0
83752	10766.0	8503.0
56133	103.0	125.0
10815	63.0	59.0
10814	0.0	1.0
56134	120.0	537.0
10817	396.0	355.0
56135	239.0	386.0
10816	0.0	0.0
283643	1205.0	393.0
56136	51.0	14.0
643535	1.0	2.0
643536	0.0	0.0
22800	2882.0	1292.0
22801	165.0	482.0
643550	1.0	2.0
22802	0.0	1.0
22803	8725.0	5871.0
440804	1.0	4.0
22806	6380.0	1253.0
22807	3493.0	2550.0
10819	39.0	106.0
56140	4.0	3.0
10818	3905.0	1773.0
56141	3.0	1.0
56142	6.0	5.0
56143	4.0	4.0
83737	6213.0	4096.0
220070	0.0	0.0
10822	0.0	1.0
283638	4077.0	8381.0
83744	542.0	267.0
10821	2.0	3.0
10824	4.0	10.0
83746	3128.0	1964.0
10823	0.0	0.0
83741	0.0	0.0
283635	3589.0	5071.0
10826	5934.0	1561.0
220074	1102.0	423.0
56144	8.0	6.0
10825	1454.0	729.0
56145	34.0	116.0
83740	0.0	0.0
83743	2329.0	1666.0
56146	8.0	14.0
10828	4.0	0.0
10827	1948.0	937.0
83742	1335.0	2366.0
56147	2.0	17.0
283631	2.0	0.0
