id	731af067-9958-4967-b638-fc2a8a6bcf1f	527459cd-e8a6-44ce-850c-4fe2346059a7
100873767	2.0	0.0
100131947	0.0	1.0
10203	4391.0	3753.0
100873766	0.0	0.0
106481050	0.0	0.0
319098	11.0	17.0
319099	7.0	5.0
106481019	0.0	0.0
106481017	0.0	0.0
58155	2134.0	1869.0
728957	0.0	0.0
106481018	0.0	0.0
728953	7.0	12.0
106481022	0.0	0.0
106481023	0.0	0.0
116254	12068.0	6775.0
106481020	0.0	0.0
106481021	0.0	0.0
58158	0.0	1.0
106481026	0.0	0.0
116255	2.0	3.0
58157	0.0	3.0
106481027	1.0	0.0
106481024	0.0	0.0
106481025	0.0	0.0
128229	24.0	19.0
167838	60.0	40.0
319093	9.0	18.0
131890	5.0	1.0
116238	446.0	1033.0
728945	0.0	0.0
728947	10.0	1.0
106481028	0.0	0.0
106481029	0.0	0.0
58160	5.0	1.0
106481033	0.0	0.0
143872	1824.0	1017.0
106481034	11.0	5.0
106481031	3.0	1.0
106481032	0.0	1.0
728938	13.0	30.0
106481037	1.0	0.0
106481038	0.0	0.0
106481035	0.0	1.0
106481036	0.0	0.0
143879	905.0	473.0
167826	0.0	0.0
128218	3742.0	3119.0
106481030	0.0	0.0
10190	1797.0	2429.0
728970	0.0	0.0
10194	3901.0	1980.0
10193	5204.0	3977.0
645104	0.0	0.0
10196	3308.0	1151.0
101059988	0.0	0.0
10195	2270.0	1925.0
728978	6.0	24.0
153218	62.0	6.0
116228	832.0	1229.0
106481000	0.0	0.0
106481001	0.0	0.0
106481004	0.0	0.0
106481005	0.0	0.0
143884	2245.0	1038.0
116236	2012.0	1020.0
106481002	0.0	0.0
106481003	0.0	0.0
10198	1122.0	439.0
10197	7368.0	5546.0
143888	2709.0	1487.0
10199	2969.0	3362.0
128209	0.0	0.0
346689	1029.0	252.0
319087	0.0	0.0
344022	0.0	11.0
319089	1.0	4.0
153201	0.0	0.0
319085	0.0	3.0
106481008	0.0	0.0
106481009	0.0	0.0
58189	177.0	131.0
106481006	0.0	0.0
106481007	0.0	0.0
728963	10.0	21.0
728962	0.0	2.0
106481011	0.0	0.0
106481012	0.0	0.0
118881	575.0	326.0
106481010	1.0	1.0
106481015	0.0	0.0
106481016	0.0	0.0
116225	709.0	1024.0
106481013	0.0	0.0
116224	3671.0	1915.0
106481014	12.0	8.0
344018	0.0	0.0
645108	0.0	0.0
58190	17686.0	25245.0
346673	1.0	2.0
10170	29.0	11.0
645121	110.0	157.0
58191	1786.0	3003.0
645120	0.0	0.0
10172	547.0	464.0
10171	725.0	788.0
645126	34.0	38.0
10174	10223.0	5256.0
728911	0.0	0.0
728913	250.0	162.0
128272	2296.0	4891.0
100033407	16.0	5.0
100033409	0.0	0.0
10175	5709.0	4987.0
10178	162.0	14017.0
10179	2046.0	1234.0
10181	7316.0	10265.0
10180	6203.0	6484.0
645136	0.0	0.0
10184	3561.0	1016.0
116285	65.0	167.0
100033418	2.0	0.0
202861	1.0	0.0
100033419	1.0	1.0
100033414	5.0	0.0
100033415	1.0	0.0
100033416	49.0	25.0
100033417	0.0	0.0
10187	1.0	2.0
10186	3989.0	6005.0
10189	2718.0	3122.0
645129	3.0	2.0
10188	2224.0	2258.0
100033413	8.0	5.0
645145	0.0	0.0
346653	180.0	70.0
645142	0.0	0.0
10150	7504.0	3759.0
10152	10807.0	16261.0
10151	2.0	3.0
200205	1201.0	609.0
728933	0.0	0.0
202865	0.0	0.0
728931	11.0	11.0
100873817	1.0	1.0
100873816	0.0	0.0
100128390	1.0	0.0
100873815	0.0	0.0
100873814	0.0	0.0
728927	2259.0	1156.0
728929	0.0	0.0
100873818	0.0	0.0
10154	1303.0	3691.0
10153	4083.0	3207.0
10156	74.0	149.0
10155	18811.0	25026.0
10158	64.0	140.0
100873813	0.0	0.0
10157	1305.0	183.0
100873812	0.0	1.0
100873811	0.0	1.0
10159	30657.0	16339.0
131870	12914.0	3241.0
10161	2385.0	2843.0
10160	11649.0	11934.0
10163	16448.0	12285.0
131873	114.0	96.0
645158	67.0	90.0
10162	2107.0	862.0
728921	2.0	8.0
128240	5659.0	8125.0
728920	1.0	0.0
100873806	0.0	0.0
100873805	0.0	0.0
100873804	0.0	1.0
100873803	0.0	0.0
100873809	0.0	0.0
100873808	0.0	0.0
728917	3.0	10.0
100873807	0.0	0.0
10165	2392.0	1630.0
10164	9.0	9.0
128239	34.0	850.0
10166	1150.0	307.0
10169	27402.0	32510.0
100873802	0.0	0.0
100128384	0.0	0.0
10168	2423.0	1393.0
100873801	0.0	0.0
100128385	32.0	49.0
100287755	0.0	6.0
165257	3.0	0.0
200232	2.0	2.0
100287745	4.0	3.0
1503	594.0	892.0
1501	57.0	20.0
1500	39604.0	21420.0
1509	38783.0	39585.0
1508	401823.0	672919.0
1506	2.0	2.0
1504	1.0	0.0
1514	11045.0	5508.0
1513	3271.0	2706.0
1512	4730.0	83675.0
1511	38.0	2.0
1510	1288.0	24.0
346606	0.0	1.0
1519	6567.0	3975.0
1518	0.0	0.0
1517	18.0	5.0
1515	264.0	102.0
100287725	3.0	1.0
100287722	20.0	17.0
1525	6363.0	3380.0
1524	572.0	357.0
1523	18984.0	9317.0
1522	13132.0	10322.0
1521	359.0	320.0
1520	3384.0	5655.0
200261	0.0	0.0
1528	1670.0	1646.0
1527	1.0	0.0
100287718	0.0	0.0
728992	13.0	41.0
100287715	0.0	0.0
728990	1.0	0.0
165215	410.0	486.0
728996	2.0	0.0
1536	1033.0	415.0
1535	4983.0	6822.0
1534	10840.0	3375.0
1539	0.0	1.0
1538	0.0	0.0
1537	5605.0	5382.0
100287708	0.0	0.0
153222	10124.0	4930.0
1550	0.0	0.0
1545	684.0	11204.0
1544	579.0	19.0
1543	14.0	0.0
1540	9384.0	3096.0
1549	7.0	2.0
1548	10.0	9.0
1558	95.0	281.0
1557	0.0	0.0
1556	6.0	23.0
200298	16.0	25.0
1555	1.0	1.0
1553	0.0	3.0
1551	43.0	23.0
1559	0.0	0.0
153241	2438.0	1399.0
1572	1.0	2.0
1571	34.0	125.0
1568	17.0	44.0
1565	139.0	118.0
1564	28.0	123.0
1562	3.0	0.0
100131828	3.0	0.0
1583	69.0	69.0
1582	44.0	1.0
1581	4.0	2.0
1580	1188.0	4677.0
1579	5.0	11.0
1577	92.0	41.0
1576	3.0	4.0
1573	32.0	79.0
285203	1007.0	1228.0
1594	815.0	114.0
285205	11.0	43.0
1593	1391.0	388.0
1592	6.0	157.0
1591	241.0	2.0
1590	12.0	50.0
10307	1120.0	1829.0
1589	31.0	111.0
1588	51.0	39.0
10309	921.0	391.0
1587	0.0	0.0
1586	604.0	42.0
10308	815.0	590.0
1585	0.0	0.0
1584	0.0	0.0
100131842	1.0	4.0
10301	605.0	416.0
100131846	1.0	3.0
10300	1683.0	1648.0
10302	1905.0	1839.0
100287692	0.0	0.0
1596	0.0	0.0
1595	380.0	207.0
100131855	0.0	0.0
285220	181.0	62.0
285224	0.0	1.0
101180898	10.0	0.0
100287682	0.0	0.0
100287680	0.0	0.0
165186	42.0	54.0
100131874	3.0	1.0
100131879	0.0	0.0
442590	33.0	32.0
100131881	0.0	0.0
100131893	1.0	0.0
100131897	271.0	0.0
100131899	0.0	0.0
100287647	0.0	0.0
10370	31189.0	3372.0
10371	614.0	111.0
100873839	0.0	0.0
100873838	0.0	0.0
100873837	0.0	0.0
100873836	0.0	0.0
100873831	0.0	0.0
100873830	0.0	0.0
10376	6802.0	9381.0
100128252	2924.0	2394.0
100873835	0.0	0.0
285282	4489.0	1462.0
100873834	0.0	0.0
100873833	0.0	0.0
100128254	0.0	0.0
100873832	0.0	0.0
10379	217.0	371.0
285286	3.0	6.0
10381	8.0	140.0
10380	2367.0	3876.0
10383	13045.0	22961.0
10382	16.0	43.0
118813	2364.0	2395.0
102466906	0.0	0.0
118812	1343.0	1001.0
100885800	1.0	1.0
645051	0.0	0.0
100873828	0.0	0.0
101515984	0.0	0.0
100873826	0.0	0.0
100873825	0.0	0.0
100873829	0.0	3.0
10385	489.0	477.0
100873820	0.0	0.0
10384	1698.0	1103.0
10389	363.0	156.0
100873824	14.0	12.0
10388	229.0	109.0
100873823	0.0	0.0
100873822	0.0	0.0
100873821	0.0	0.0
285296	8.0	8.0
645065	0.0	0.0
100128237	1.0	0.0
10350	1242.0	33.0
102466918	0.0	0.0
442582	453.0	584.0
102466912	0.0	0.0
102466911	0.0	0.0
100873859	0.0	0.0
100873858	0.0	0.0
442578	137.0	115.0
10352	1964.0	1363.0
100873853	0.0	1.0
10351	4152.0	318.0
100873852	0.0	0.0
10354	526.0	877.0
100873851	0.0	0.0
100873850	0.0	0.0
10356	2.0	1.0
790952	0.0	0.0
100873857	0.0	0.0
10355	1.0	4.0
100873856	0.0	0.0
100873855	0.0	0.0
10357	62.0	36.0
790955	1062.0	1416.0
100873854	0.0	0.0
131831	22.0	16.0
100128227	2.0	3.0
10361	2136.0	792.0
10360	774.0	2410.0
645073	0.0	0.0
442572	18.0	8.0
100873849	0.0	0.0
100873848	0.0	0.0
100873847	0.0	0.0
10363	2553.0	1908.0
100873842	0.0	0.0
10362	3450.0	4926.0
100873841	0.0	0.0
10365	1784.0	1055.0
100873840	0.0	0.0
10367	3714.0	4195.0
100873846	0.0	0.0
100873845	0.0	0.0
10369	2.0	1.0
10368	0.0	1.0
100873843	0.0	0.0
100128220	0.0	0.0
285231	16.0	20.0
100873871	0.0	0.0
100873870	0.0	0.0
285237	1691.0	1576.0
100128217	0.0	0.0
503838	14.0	4.0
503837	0.0	0.0
503834	1.0	0.0
645084	4.0	2.0
503835	0.0	0.0
503841	0.0	0.0
10338	0.0	0.0
10337	2.0	1.0
503840	0.0	0.0
100885850	2.0	4.0
116211	15.0	4.0
100873875	0.0	0.0
10330	2084.0	2133.0
100873874	0.0	0.0
10332	10.0	0.0
100873873	0.0	0.0
10331	23.0	199.0
100873872	0.0	0.0
100873879	5.0	1.0
10333	86.0	37.0
100873878	0.0	0.0
10336	3336.0	4490.0
100873877	0.0	5.0
10335	1589.0	1189.0
285242	1.0	3.0
100885848	41.0	22.0
100873860	0.0	1.0
118856	14.0	4.0
645094	19.0	19.0
10349	450.0	38.0
100873869	0.0	0.0
100873864	0.0	0.0
100873863	4.0	0.0
10340	0.0	2.0
10343	94.0	31.0
100128203	0.0	0.0
100873862	0.0	0.0
100131800	0.0	0.0
10342	8982.0	5824.0
100873861	0.0	0.0
100131801	1137.0	1433.0
10345	18.0	1.0
10344	14.0	40.0
100873867	3.0	0.0
10347	1711.0	1672.0
100873866	0.0	0.0
10346	2259.0	1593.0
100873865	0.0	0.0
102466953	0.0	0.0
100873893	0.0	0.0
100873892	0.0	0.0
100873891	0.0	1.0
100873890	5.0	4.0
10316	123.0	24.0
10318	11808.0	8946.0
10317	2116.0	50.0
10319	985.0	125.0
100873897	0.0	0.0
100131810	1.0	3.0
100873896	1.0	3.0
100873895	1.0	0.0
100873894	18.0	27.0
10312	2079.0	5380.0
10311	3623.0	1589.0
100131814	486.0	172.0
10314	5079.0	5005.0
100873899	4.0	0.0
10313	34438.0	20895.0
100131816	0.0	0.0
100873898	0.0	0.0
285266	572.0	395.0
285267	777.0	335.0
100873882	5.0	0.0
285268	2345.0	1945.0
100873881	0.0	0.0
100873880	0.0	0.0
202915	124.0	583.0
100885864	0.0	0.0
100885866	173.0	78.0
102466967	0.0	0.0
10327	8262.0	7601.0
10326	17.0	9.0
10329	1639.0	1096.0
10328	1579.0	1487.0
442523	118.0	2.0
442524	158.0	634.0
442525	0.0	2.0
100873886	0.0	1.0
100873885	0.0	0.0
10321	0.0	0.0
100873884	0.0	0.0
10320	478.0	132.0
100873883	0.0	0.0
100131823	0.0	2.0
10322	2795.0	2875.0
100873889	0.0	0.0
100131825	56.0	1.0
10325	2671.0	1305.0
100873888	2.0	1.0
100131827	1008.0	620.0
100873887	0.0	1.0
10324	109.0	204.0
344178	0.0	0.0
102466972	1.0	0.0
116135	13.0	19.0
102466985	0.0	0.0
344167	1.0	0.0
102466984	0.0	0.0
128102	4.0	2.0
102466983	1.0	0.0
102466982	0.0	0.0
118788	1492.0	438.0
116123	0.0	0.0
102466995	0.0	0.0
116113	9022.0	19202.0
83259	12.0	0.0
116115	1132.0	797.0
344148	191.0	187.0
128153	664.0	260.0
645001	2.0	4.0
10291	15991.0	13055.0
645000	1.0	10.0
10290	538.0	339.0
10293	204.0	365.0
10295	3049.0	3585.0
10294	7041.0	5583.0
100128292	37.0	65.0
100873916	0.0	0.0
100873914	0.0	0.0
100873913	1.0	0.0
116179	0.0	0.0
100873919	0.0	0.0
100873918	0.0	1.0
100873917	0.0	0.0
10297	241.0	119.0
10296	5564.0	6324.0
100128299	2.0	22.0
10299	15655.0	11926.0
10298	6041.0	4998.0
100873912	22.0	32.0
100873911	0.0	0.0
116173	22.0	3.0
100873910	0.0	0.0
645015	5.0	6.0
200315	28.0	9.0
200316	611.0	559.0
200312	1583.0	2583.0
100873904	0.0	1.0
100873902	7.0	3.0
100873909	4.0	4.0
100873907	1.0	3.0
100873906	0.0	0.0
100873901	1.0	1.0
100128285	54.0	106.0
100873900	0.0	0.0
645024	0.0	1.0
100775107	19.0	16.0
10270	2573.0	2434.0
645027	37.0	53.0
10273	3610.0	3786.0
100775104	19.0	6.0
10272	1317.0	3058.0
100008586	0.0	0.0
116149	25.0	75.0
100873938	0.0	0.0
100873937	0.0	0.0
116154	21.0	11.0
100873935	1.0	0.0
116159	1308.0	1732.0
100873939	2.0	1.0
100873930	22.0	15.0
10274	3991.0	1828.0
10277	8508.0	5535.0
10276	4910.0	8316.0
10279	3346.0	1476.0
100873934	5.0	18.0
10278	1311.0	1063.0
100873933	0.0	1.0
116151	6326.0	4916.0
100873932	0.0	0.0
116150	4081.0	1919.0
100128275	0.0	2.0
10280	3745.0	5276.0
10282	1856.0	1214.0
10281	0.0	1.0
10284	11347.0	9053.0
647696	0.0	0.0
10283	2084.0	1398.0
116138	8222.0	7519.0
645030	12.0	1.0
1602	37.0	59.0
1601	5964.0	2385.0
100873926	0.0	0.0
1600	167.0	10.0
100128260	1.0	0.0
116143	190.0	170.0
100873924	9.0	1.0
100873929	0.0	0.0
100873928	0.0	2.0
10286	3446.0	2206.0
10285	2436.0	2594.0
1609	1025.0	1300.0
100128266	1.0	2.0
1608	118.0	60.0
10288	100.0	80.0
1607	35.0	63.0
10287	579.0	876.0
1606	661.0	3706.0
100873923	26.0	12.0
10289	3867.0	3364.0
1605	12208.0	11752.0
100128262	4.0	2.0
100873922	7.0	2.0
1604	3533.0	6430.0
100873921	0.0	0.0
1603	10829.0	7014.0
100128264	0.0	0.0
100873920	2.0	0.0
100287639	0.0	1.0
319133	27.0	32.0
319134	2.0	16.0
100287635	0.0	1.0
319130	8.0	8.0
319139	0.0	1.0
319135	1.0	1.0
100287630	1.0	0.0
319136	0.0	0.0
552891	0.0	0.0
319138	5.0	3.0
1613	2191.0	2713.0
200350	9.0	11.0
1612	3932.0	1057.0
1611	17691.0	13223.0
165140	74.0	54.0
1610	0.0	1.0
552889	18460.0	11728.0
1618	1.0	0.0
1617	0.0	0.0
1616	5180.0	4690.0
1615	9637.0	9942.0
319142	0.0	0.0
319143	7.0	6.0
319144	1.0	0.0
319145	2.0	3.0
100287625	0.0	0.0
1624	1.0	0.0
1623	0.0	0.0
1622	4960.0	10877.0
1621	202.0	62.0
1620	79.0	166.0
1629	4916.0	1746.0
552879	0.0	0.0
1628	2921.0	5610.0
1627	7543.0	11336.0
319111	3.0	2.0
128178	764.0	278.0
319112	4.0	4.0
100287616	730.0	789.0
393046	4.0	0.0
319117	4.0	5.0
319118	0.0	0.0
319114	5.0	9.0
1635	18050.0	9914.0
200373	762.0	230.0
1634	67844.0	12437.0
1633	1481.0	2156.0
1632	7007.0	7392.0
552860	13.0	30.0
1630	6.0	4.0
1639	12990.0	8494.0
1638	71.0	10.0
1636	2165.0	554.0
319122	15.0	3.0
319123	1.0	1.0
100287603	2.0	0.0
319128	4.0	17.0
319129	2.0	9.0
1646	348.0	29.0
1645	720.0	51.0
1644	6.0	3.0
1643	1115.0	1236.0
85824	15.0	31.0
1642	29874.0	22190.0
1641	4.0	0.0
552859	0.0	0.0
1649	3207.0	2886.0
1647	2309.0	2430.0
346711	0.0	0.0
100631381	1.0	0.0
100631382	0.0	0.0
100631383	21.0	9.0
1660	17483.0	13342.0
1657	6805.0	2900.0
1656	20918.0	13973.0
1655	38079.0	35714.0
1654	20797.0	13578.0
1653	12481.0	9245.0
1652	1658.0	1851.0
346708	1.0	0.0
1650	24719.0	15380.0
346702	17.0	16.0
1659	4042.0	3526.0
319100	0.0	0.0
319101	1.0	0.0
1671	0.0	0.0
1670	0.0	0.0
319103	2.0	0.0
1668	1.0	0.0
1667	0.0	0.0
1666	3731.0	4543.0
1665	7591.0	6296.0
1663	1321.0	1713.0
1662	1791.0	1598.0
1661	4.0	1.0
1669	0.0	0.0
1678	388.0	354.0
1677	444.0	409.0
1676	4123.0	3868.0
1675	10073.0	473.0
1674	9233.0	194.0
1673	0.0	0.0
1672	23.0	2.0
153129	896.0	976.0
1690	48.0	16.0
165100	0.0	0.0
1687	2444.0	728.0
85865	2378.0	1569.0
100873552	0.0	0.0
100873551	0.0	0.0
100873550	0.0	0.0
100861569	0.0	0.0
100287596	0.0	1.0
100861563	3.0	7.0
10415	0.0	2.0
10417	1127.0	600.0
493861	196.0	56.0
493860	11.0	22.0
100287591	0.0	0.0
10419	5081.0	3314.0
10418	1138.0	771.0
100873556	0.0	0.0
100873555	0.0	0.0
100131711	0.0	0.0
493869	4932.0	2000.0
100873554	0.0	0.0
100873553	0.0	0.0
100131713	31.0	44.0
10411	7558.0	8064.0
10410	14105.0	10697.0
100873559	0.0	0.0
10413	15674.0	15011.0
100873558	0.0	1.0
10412	6442.0	7291.0
100873557	0.0	0.0
100873541	0.0	1.0
100873540	0.0	0.0
442271	0.0	0.0
100861574	0.0	0.0
10426	2037.0	1888.0
442266	0.0	1.0
10425	6906.0	5259.0
442267	0.0	3.0
10428	5102.0	4146.0
10427	5087.0	3256.0
100861573	0.0	0.0
100873545	0.0	0.0
100873544	0.0	0.0
10420	536.0	499.0
100873543	0.0	1.0
100873542	0.0	0.0
10422	2468.0	2528.0
493856	3002.0	2152.0
100873549	0.0	3.0
10421	8857.0	9322.0
100873548	0.0	0.0
100131726	30.0	1.0
10424	9542.0	11766.0
100873547	0.0	0.0
10423	8326.0	7489.0
100873546	0.0	0.0
100873570	0.0	0.0
100873574	0.0	0.0
100873573	0.0	0.0
100873572	0.0	0.0
100873571	0.0	0.0
100287579	2.0	0.0
100287577	0.0	0.0
100287573	0.0	1.0
100873578	0.0	0.0
100873577	0.0	1.0
100131733	11.0	4.0
100873576	4.0	0.0
100873575	1.0	0.0
100873579	0.0	0.0
100873563	0.0	0.0
100873562	0.0	0.0
100287569	32.0	4.0
100873561	0.0	0.0
100873560	0.0	0.0
442290	0.0	2.0
442291	1.0	0.0
100287567	0.0	0.0
10404	43068.0	4604.0
10403	62.0	598.0
10406	9226.0	3546.0
10408	32.0	2.0
10407	0.0	2.0
100131740	0.0	1.0
10409	1411.0	14801.0
100873567	0.0	0.0
100131743	5.0	10.0
100873566	7.0	77.0
100873565	0.0	0.0
100873564	0.0	0.0
10400	2294.0	3661.0
10402	345.0	201.0
100873569	0.0	0.0
10401	1875.0	2968.0
100873568	0.0	0.0
100873592	0.0	0.0
100873591	0.0	0.0
100873590	0.0	0.0
100873596	0.0	0.0
100873595	0.0	0.0
493829	6.0	55.0
100873594	0.0	0.0
100873593	0.0	0.0
100287559	12.0	19.0
442240	4.0	3.0
442242	2.0	1.0
100287551	3.0	2.0
442233	0.0	2.0
442234	0.0	0.0
442236	0.0	0.0
442237	0.0	2.0
442239	0.0	1.0
100131755	2304.0	1667.0
100873599	0.0	0.0
100873598	0.0	0.0
493825	0.0	0.0
100873597	0.0	0.0
493821	7.0	3.0
100873581	0.0	0.0
100873580	0.0	0.0
100873585	0.0	0.0
100873584	0.0	0.0
100873583	0.0	0.0
100873582	0.0	0.0
100287542	0.0	0.0
442231	5.0	13.0
442232	0.0	0.0
100131760	0.0	2.0
442227	0.0	0.0
442229	0.0	0.0
100873589	0.0	0.0
100873588	0.0	0.0
100873587	0.0	0.0
100873586	2.0	0.0
493812	1286.0	384.0
442260	1.0	1.0
442262	1.0	1.0
442255	0.0	1.0
442256	0.0	0.0
442257	0.0	0.0
442258	1.0	0.0
100131775	0.0	0.0
100131777	0.0	0.0
100287528	2.0	0.0
442252	0.0	0.0
100287520	1.0	4.0
442253	1.0	1.0
442245	1.0	3.0
442247	0.0	1.0
442249	1.0	2.0
100131784	0.0	0.0
100131789	0.0	0.0
647589	0.0	0.0
10491	20515.0	14065.0
100128139	12.0	2.0
10490	9063.0	4840.0
10493	14372.0	17872.0
10492	19579.0	11499.0
10495	1782.0	679.0
100128135	0.0	5.0
10494	10594.0	10307.0
10497	4270.0	1998.0
100128136	0.0	0.0
10499	5673.0	3658.0
128506	0.0	0.0
10498	1942.0	1968.0
100128132	0.0	0.0
100128127	0.0	0.0
128500	0.0	4.0
116512	0.0	0.0
116519	12.0	2.0
105419997	8.0	14.0
100128126	5.0	7.0
100861506	0.0	0.0
10471	1706.0	2504.0
100861507	2.0	0.0
100128119	0.0	0.0
100128118	0.0	1.0
100861504	5.0	0.0
444882	4.0	16.0
442221	0.0	0.0
442211	7.0	1.0
442213	637.0	123.0
442215	2.0	3.0
442216	0.0	1.0
116511	0.0	0.0
442217	0.0	0.0
442218	0.0	0.0
10473	5769.0	4192.0
10472	2017.0	2162.0
100533177	0.0	0.0
10475	2253.0	2201.0
100533178	0.0	0.0
100128115	0.0	2.0
10474	10454.0	12975.0
100533179	5.0	6.0
10477	5609.0	7356.0
10476	10276.0	7079.0
10479	2632.0	1246.0
10478	2120.0	1944.0
100128110	0.0	0.0
100128109	0.0	0.0
10480	11340.0	9125.0
100861516	3.0	0.0
100861517	14.0	23.0
10482	5394.0	21376.0
100861518	1.0	0.0
10481	0.0	23.0
100861519	1.0	2.0
100861513	3.0	5.0
100861514	0.0	0.0
102466806	0.0	0.0
100861515	49.0	15.0
100861510	1.0	0.0
442210	1.0	0.0
100533181	0.0	0.0
100533182	161.0	169.0
442204	2.0	5.0
442205	1.0	1.0
10484	3044.0	3724.0
100128102	0.0	0.0
10483	8290.0	3417.0
10486	1344.0	1227.0
10485	0.0	2.0
100128103	0.0	0.0
10488	4813.0	3745.0
10487	21350.0	20437.0
100533184	1.0	12.0
10489	9695.0	6899.0
128553	961.0	505.0
100861523	0.0	0.0
102466816	0.0	0.0
102466815	0.0	0.0
100861520	0.0	0.0
102466814	0.0	0.0
100861522	0.0	0.0
102466812	0.0	0.0
10459	926.0	1681.0
10458	2825.0	5219.0
100873519	0.0	0.0
100873518	0.0	0.0
100873517	0.0	0.0
10451	2772.0	2309.0
100873512	0.0	0.0
10450	4040.0	4714.0
100873511	0.0	0.0
100873510	0.0	0.0
10452	2797.0	3546.0
10455	4694.0	3399.0
100873516	0.0	0.0
10454	3116.0	2967.0
100873515	0.0	0.0
10457	7730.0	995.0
100873514	1.0	2.0
10456	5021.0	6028.0
100873513	0.0	0.0
346389	562.0	847.0
10460	731.0	1343.0
100861530	0.0	5.0
100873509	0.0	0.0
10469	2378.0	3075.0
100873508	0.0	0.0
100873507	0.0	0.0
100873506	0.0	0.0
10462	191.0	38.0
100873501	1.0	0.0
10461	1906.0	920.0
100873500	0.0	0.0
10464	2408.0	1903.0
10463	9401.0	4264.0
10466	5264.0	1632.0
100873505	0.0	0.0
10465	1649.0	1357.0
100873504	1.0	0.0
10468	246.0	506.0
100873503	0.0	4.0
10467	4982.0	5719.0
100873502	1.0	0.0
100873530	1.0	1.0
100861549	24.0	5.0
100861545	0.0	0.0
100861546	0.0	0.0
100861547	0.0	0.0
100861548	1177.0	471.0
100861541	251.0	958.0
100861542	0.0	0.0
100861543	0.0	1.0
100861544	0.0	0.0
10437	43.0	33.0
10436	1268.0	1568.0
10439	797.0	129.0
10438	1516.0	1017.0
100873539	0.0	0.0
100873534	0.0	0.0
100873533	0.0	0.0
100873532	0.0	0.0
10430	6287.0	5950.0
100873531	0.0	0.0
100873538	0.0	0.0
100873537	0.0	0.0
10432	3463.0	3232.0
10435	3330.0	490.0
100873536	20.0	12.0
10434	2474.0	1887.0
100873535	1.0	0.0
116535	731.0	148.0
100861556	0.0	1.0
116534	76.0	88.0
100861552	0.0	0.0
100861553	0.0	0.0
100861554	0.0	1.0
100861555	26.0	8.0
10447	6176.0	5036.0
100873529	0.0	0.0
116540	178.0	139.0
100861550	0.0	0.0
10449	6221.0	13170.0
100873528	0.0	0.0
100861551	0.0	0.0
116541	2579.0	1790.0
10440	3212.0	3406.0
100873523	0.0	0.0
100873522	0.0	0.0
100873521	2.0	1.0
100873520	0.0	0.0
10444	8801.0	8231.0
100873527	0.0	0.0
100873526	0.0	0.0
10443	8187.0	7455.0
10446	1522.0	324.0
100873525	0.0	0.0
10445	5677.0	4754.0
100873524	0.0	0.0
102466854	0.0	0.0
100189131	0.0	0.0
346470	0.0	0.0
116496	2501.0	1219.0
100533111	3.0	1.0
102466866	0.0	0.0
102466865	15.0	1.0
102466864	0.0	0.0
128467	5.0	4.0
647507	0.0	2.0
102466877	0.0	0.0
102466876	0.0	0.0
102466875	0.0	0.0
102466874	0.0	0.0
102466873	0.0	0.0
102466872	0.0	0.0
102466879	0.0	0.0
102466878	0.0	0.0
100128191	136.0	175.0
100128190	0.0	0.0
100533107	117.0	268.0
153443	903.0	754.0
100533105	12.0	11.0
647532	0.0	0.0
100533106	29.0	25.0
102466889	5.0	2.0
116461	1969.0	1494.0
100128181	0.0	0.0
100128183	14.0	8.0
102466880	0.0	0.0
128439	804.0	800.0
106182249	0.0	2.0
100128179	0.0	0.0
83394	1954.0	438.0
100128177	0.0	0.0
100128176	0.0	0.0
100128162	0.0	0.0
10390	2363.0	1050.0
128497	80.0	50.0
647569	0.0	0.0
10392	800.0	9192.0
10391	1668.0	95.0
10394	0.0	0.0
10393	881.0	728.0
10396	17962.0	4179.0
10395	4125.0	6021.0
1719	707.0	793.0
10398	29719.0	28707.0
1718	5809.0	4985.0
100128159	0.0	0.0
10397	17990.0	6039.0
1717	3174.0	3897.0
1716	2021.0	2510.0
10399	62353.0	114084.0
128486	2069.0	1074.0
128488	8.0	0.0
128481	2.0	1.0
100508120	673.0	300.0
1723	1026.0	750.0
100128140	4.0	13.0
100689073	0.0	0.0
100689074	0.0	0.0
100128145	10.0	4.0
1729	12665.0	7239.0
1728	3789.0	9849.0
1727	18174.0	12839.0
1725	2352.0	3378.0
100287512	0.0	2.0
100287513	0.0	0.0
1734	61372.0	11616.0
1733	33088.0	41.0
1731	396.0	430.0
1730	983.0	1557.0
1739	9878.0	5285.0
1738	7380.0	3095.0
1737	4489.0	2440.0
1736	5955.0	5488.0
1735	147.0	5.0
100287505	0.0	0.0
751580	60.0	102.0
100287502	0.0	0.0
202658	3.0	3.0
1745	63.0	39.0
1743	9404.0	6565.0
1742	1395.0	4340.0
1741	6021.0	6155.0
1740	5657.0	106.0
1749	39.0	189.0
1748	37.0	150.0
1747	701.0	1496.0
1746	26.0	5.0
200008	4.0	0.0
200010	111.0	54.0
1756	2123.0	38358.0
1755	28.0	27.0
1750	23.0	28.0
1759	592.0	333.0
1758	2.0	2.0
1757	607.0	595.0
1770	337.0	43.0
200014	3689.0	3453.0
1767	75.0	11.0
1763	89.0	179.0
1762	2073.0	2422.0
1761	27.0	12.0
1760	1794.0	1370.0
1769	11.0	1.0
1768	828.0	140.0
153478	737.0	733.0
1781	6316.0	9557.0
1780	221.0	95.0
200025	0.0	2.0
1778	34999.0	22356.0
