id	43f59329-24dd-44bf-aa97-887a2998ab81	b71f0911-510a-4382-a07f-661994646fc9
106479976	0.0	0.0
106479975	12.0	2.0
9061	2314.0	3059.0
106480963	0.0	0.0
106479974	0.0	0.0
106479973	2.0	0.0
106480962	0.0	0.0
106480965	0.0	0.0
106479972	0.0	0.0
9060	5052.0	1928.0
106480964	1.0	0.0
106479971	0.0	0.0
106479970	3.0	0.0
106480967	2.0	0.0
9066	937.0	469.0
106480966	1.0	0.0
9063	2248.0	1334.0
729009	61.0	107.0
106480969	0.0	0.0
9064	806.0	1624.0
106480968	0.0	0.0
106480970	1.0	1.0
106480972	0.0	0.0
106480971	0.0	0.0
113540	62.0	75.0
106479969	10.0	1.0
9079	1591.0	2131.0
106479968	0.0	0.0
106479967	0.0	0.0
106479966	0.0	0.0
106479965	0.0	0.0
106479964	0.0	0.0
106479963	0.0	0.0
106480974	5.0	4.0
9073	2471.0	755.0
106479962	0.0	0.0
106480973	0.0	0.0
9070	2385.0	2120.0
106479961	1.0	0.0
106480976	0.0	0.0
9071	13.0	1735.0
106479960	2.0	0.0
106480975	0.0	0.0
9076	498.0	16062.0
390402	0.0	1.0
106480978	0.0	2.0
9077	559.0	875.0
390403	0.0	0.0
106480977	0.0	0.0
9074	3.0	4.0
9075	13.0	291.0
106480979	0.0	1.0
100996387	0.0	0.0
390407	0.0	1.0
106480981	0.0	0.0
106480980	0.0	1.0
106480983	0.0	0.0
106480982	7.0	3.0
729025	2.0	1.0
106480949	0.0	0.0
106480948	0.0	1.0
730013	34.0	35.0
137529	1.0	0.0
730010	9.0	2.0
106479999	0.0	0.0
729020	0.0	0.0
113510	1043.0	825.0
106479998	0.0	0.0
729023	2.0	4.0
106479997	0.0	0.0
9083	0.0	0.0
106479996	0.0	0.0
106480941	0.0	0.0
9084	0.0	0.0
389421	0.0	0.0
106479995	0.0	0.0
106480940	0.0	0.0
9081	0.0	0.0
106479994	1.0	0.0
106480943	1.0	0.0
106479993	0.0	0.0
9082	0.0	0.0
106480942	0.0	0.0
9087	0.0	1.0
106479992	0.0	0.0
106480945	0.0	0.0
9088	18.0	83.0
106479991	0.0	0.0
106480944	0.0	0.0
9085	0.0	0.0
106479990	0.0	0.0
106480947	0.0	0.0
9086	1.0	0.0
106480946	0.0	0.0
57402	5922.0	4950.0
57403	3343.0	2576.0
57404	2926.0	1710.0
57405	5.0	52.0
389416	7.0	2.0
149501	12.0	5.0
9080	38.0	302.0
106480950	0.0	0.0
57406	816.0	586.0
57407	1918.0	1348.0
57408	1.0	1.0
730005	7.0	52.0
57409	675.0	1054.0
106480959	0.0	0.0
729013	936.0	601.0
106479989	0.0	0.0
106479988	1.0	0.0
106479987	0.0	0.0
729012	2.0	2.0
106479986	0.0	0.0
9094	1338.0	951.0
106479985	0.0	0.0
106480952	0.0	0.0
9095	126.0	143.0
106479984	5.0	2.0
106480951	8.0	4.0
9092	3929.0	3059.0
106479983	1.0	0.0
106480954	0.0	0.0
9093	3066.0	1970.0
106479982	0.0	0.0
106480953	0.0	0.0
9098	88.0	33.0
106479981	0.0	0.0
106480956	1.0	0.0
9099	451.0	157.0
106479980	0.0	0.0
106480955	0.0	0.0
9096	144.0	201.0
106480958	0.0	0.0
9097	3680.0	2812.0
106480957	0.0	0.0
57413	94.0	356.0
57414	6958.0	5665.0
57415	325.0	304.0
389404	1.0	3.0
9091	3710.0	2522.0
57410	5777.0	4298.0
389400	1.0	0.0
106480961	0.0	0.0
57412	46.0	15.0
106480960	0.0	0.0
57418	931.0	782.0
57419	633.0	411.0
106480927	2.0	0.0
106479938	0.0	0.0
106479937	1.0	0.0
106480926	0.0	0.0
106479936	0.0	0.0
106480929	0.0	0.0
106479935	4.0	3.0
106480928	0.0	0.0
106479934	0.0	0.0
106479933	0.0	0.0
106479932	2.0	1.0
106479931	0.0	0.0
390431	0.0	0.0
106479930	0.0	0.0
390432	0.0	0.0
400322	1603.0	1084.0
390433	0.0	0.0
106480921	3.0	0.0
106480920	5.0	0.0
390434	0.0	0.0
106480923	0.0	0.0
390435	0.0	0.0
390436	0.0	0.0
106480922	0.0	0.0
390437	0.0	0.0
106480925	3.0	0.0
106480924	0.0	0.0
390438	0.0	0.0
390439	0.0	0.0
341418	0.0	0.0
341416	0.0	0.0
100996350	4.0	4.0
389434	101618.0	14328.0
642402	4.0	4.0
106479929	0.0	0.0
106479928	0.0	0.0
106479927	1.0	2.0
106480938	0.0	0.0
106479926	0.0	0.0
106480937	0.0	0.0
106479925	0.0	0.0
106479924	0.0	0.0
106480939	0.0	0.0
106479923	3.0	1.0
106479922	0.0	0.0
106479921	0.0	0.0
390440	0.0	0.0
106479920	0.0	0.0
390441	6.0	3.0
353497	48.0	40.0
390442	0.0	1.0
106480930	1.0	1.0
390443	0.0	0.0
389432	598.0	329.0
106480932	0.0	0.0
390445	0.0	0.0
106480931	0.0	0.0
106480934	1.0	0.0
106480933	0.0	0.0
106480936	0.0	0.0
100996348	31.0	16.0
106480935	7.0	2.0
389428	7.0	2.0
341405	1.0	1.0
389422	20.0	9.0
642413	5.0	1.0
106479919	0.0	0.0
106479918	0.0	0.0
106479917	0.0	0.0
106480905	0.0	0.0
106479959	4.0	0.0
106480904	2.0	0.0
106480907	7.0	2.0
106479958	0.0	0.0
106479957	1.0	2.0
106480906	0.0	0.0
106480909	2.0	0.0
106479956	0.0	0.0
106479955	1.0	0.0
106480908	0.0	0.0
106479954	2.0	0.0
106479953	0.0	3.0
106479952	0.0	0.0
654412	0.0	0.0
106479951	0.0	0.0
390411	0.0	1.0
106479950	0.0	0.0
106480901	0.0	0.0
390413	8.0	4.0
106480900	0.0	0.0
106480903	0.0	0.0
390415	0.0	1.0
106480902	0.0	0.0
57446	2332.0	1872.0
57447	6502.0	3621.0
390418	0.0	0.0
100996331	0.0	0.0
57448	8608.0	4562.0
390419	1.0	0.0
57449	721.0	972.0
389458	1.0	0.0
642425	0.0	0.0
642424	0.0	0.0
100125556	211.0	95.0
106479949	0.0	0.0
106480916	5.0	1.0
106479948	0.0	0.0
106480915	4.0	1.0
106480918	0.0	0.0
106479947	0.0	0.0
106480917	0.0	1.0
106479946	0.0	0.0
106479945	0.0	0.0
106479944	0.0	0.0
106480919	0.0	0.0
106479943	5.0	1.0
642443	9.0	11.0
106479942	0.0	2.0
106479941	0.0	0.0
106479940	0.0	0.0
390421	3.0	1.0
57451	198.0	54.0
106480910	0.0	1.0
57452	559.0	609.0
390423	0.0	0.0
414919	1327.0	673.0
390424	0.0	0.0
106480912	0.0	0.0
106480911	0.0	0.0
106480914	0.0	0.0
414918	814.0	801.0
106480913	0.0	0.0
57458	2432.0	3214.0
390429	0.0	0.0
57459	3269.0	1968.0
57453	262.0	87.0
57455	1385.0	1050.0
57456	2245.0	1731.0
106479939	4.0	1.0
390472	0.0	0.0
162540	0.0	0.0
150554	13.0	10.0
729082	5680.0	4487.0
729085	154.0	305.0
729079	1.0	0.0
390483	0.0	0.0
730061	3.0	4.0
150568	2.0	0.0
729073	5.0	6.0
497258	428.0	244.0
106479916	0.0	0.0
106479915	0.0	0.0
106479914	1.0	0.0
106479913	0.0	0.0
106479912	0.0	0.0
106479911	0.0	0.0
106479910	0.0	0.0
730094	888.0	657.0
730092	1431.0	564.0
730091	732.0	189.0
150577	0.0	1.0
150572	0.0	0.0
106479909	0.0	0.0
106479908	0.0	0.0
106479907	0.0	0.0
106479906	0.0	0.0
106479905	0.0	0.0
106479904	0.0	0.0
106479903	10.0	7.0
102546227	1.0	0.0
106479902	0.0	1.0
730087	121.0	70.0
106479901	1.0	0.0
106479900	0.0	0.0
730086	0.0	1.0
729097	21.0	14.0
389493	257.0	80.0
221613	0.0	0.0
729096	29.0	16.0
729092	47.0	10.0
729046	16.0	18.0
729042	6.0	2.0
729041	201.0	61.0
730029	150.0	166.0
730023	1.0	1.0
729032	1.0	0.0
730016	0.0	0.0
730058	0.0	0.0
730052	6.0	2.0
730051	1233.0	657.0
221662	76.0	55.0
150538	5.0	5.0
162515	694.0	222.0
162517	2.0	7.0
729059	3.0	0.0
162514	13.0	75.0
730041	17.0	12.0
149563	152.0	29.0
221656	4316.0	1783.0
729050	1.0	1.0
221687	126.0	101.0
221692	189.0	386.0
162494	26.0	40.0
654391	0.0	2.0
198437	2.0	0.0
257629	0.0	0.0
267004	3.0	4.0
149499	15.0	7.0
162466	31.0	55.0
255022	1.0	6.0
162461	1.0	612.0
267010	0.0	0.0
267012	0.0	0.0
267013	0.0	3.0
150472	1017.0	542.0
255031	287.0	172.0
255025	0.0	0.0
101101692	13.0	38.0
255027	869.0	424.0
267002	668.0	469.0
150483	71.0	13.0
282617	0.0	0.0
282618	4.0	7.0
282616	0.0	0.0
644990	58.0	15.0
9103	101.0	198.0
9100	3725.0	2780.0
9101	4807.0	2939.0
644994	0.0	0.0
9107	2278.0	1709.0
9104	2193.0	793.0
400242	366.0	145.0
84959	458.0	475.0
255061	25.0	7.0
84958	631.0	1206.0
654319	5.0	2.0
100996315	4.0	2.0
84966	15.0	81.0
57348	20.0	6.0
282679	219.0	100.0
84968	215.0	117.0
84967	1149.0	985.0
84962	2814.0	1736.0
57343	1321.0	785.0
654320	0.0	0.0
255057	36.0	58.0
84961	1351.0	1224.0
654321	9.0	3.0
400238	1.0	1.0
654322	3.0	3.0
84964	256.0	103.0
400236	97.0	87.0
644988	0.0	0.0
84960	168.0	78.0
642326	0.0	0.0
9113	2422.0	1701.0
9114	6746.0	5734.0
9111	763.0	1067.0
9112	4097.0	2056.0
9117	3298.0	2254.0
9118	2.0	35.0
414899	3.0	0.0
100996307	77.0	94.0
100996306	0.0	0.0
84948	835.0	524.0
9110	3262.0	1289.0
84947	955.0	666.0
84955	885.0	897.0
84954	865.0	939.0
84957	81.0	517.0
100996301	4.0	3.0
84951	3450.0	543.0
84950	3975.0	2522.0
84953	69.0	143.0
400224	572.0	112.0
84952	9926.0	3154.0
644998	0.0	1.0
9108	210.0	233.0
642337	0.0	2.0
644997	1.0	2.0
9124	8702.0	13087.0
9125	1837.0	1713.0
9122	1033.0	1198.0
9123	871.0	2316.0
9128	1662.0	1424.0
9129	3453.0	1940.0
9126	3975.0	3078.0
9127	0.0	9.0
94304	0.0	0.0
255043	97.0	108.0
9120	255.0	145.0
9121	1507.0	618.0
57369	0.0	0.0
84988	1435.0	719.0
84987	1835.0	1897.0
84989	89.0	33.0
84984	293.0	221.0
84983	1.0	10.0
84986	467.0	1032.0
84985	97.0	153.0
642345	12.0	6.0
9119	1.0	2.0
84981	2886.0	1711.0
9135	4238.0	3282.0
9136	872.0	882.0
9133	52.0	261.0
9134	88.0	77.0
9139	3924.0	1942.0
267014	0.0	0.0
267015	1.0	3.0
9138	3785.0	3274.0
267017	3.0	0.0
9131	1890.0	1360.0
9132	70.0	42.0
84969	92.0	153.0
9130	2970.0	3144.0
400208	21.0	11.0
84976	1380.0	845.0
400209	63.0	65.0
400206	3.0	1.0
84978	26.0	962.0
84973	3162.0	2273.0
84975	1221.0	1251.0
57379	1.0	0.0
642357	6.0	1.0
84971	723.0	452.0
84970	0.0	0.0
267020	1.0	1.0
9146	3233.0	2339.0
9147	2944.0	1848.0
9144	3728.0	6585.0
9145	1814.0	799.0
9148	14.0	20.0
106479899	0.0	0.0
9149	1584.0	1111.0
106479898	0.0	0.0
106479897	0.0	0.0
106480886	0.0	0.0
106479896	0.0	0.0
106480885	0.0	0.0
106480888	2.0	0.0
106479895	0.0	0.0
106480887	0.0	0.0
106479894	0.0	0.0
106479893	0.0	0.0
9142	1.0	0.0
57380	2097.0	1234.0
9143	8.0	55.0
106479892	0.0	0.0
106480889	0.0	0.0
57381	680.0	1246.0
9140	2011.0	1594.0
106479891	0.0	0.0
9141	1540.0	1244.0
106479890	0.0	0.0
106480891	0.0	0.0
106480890	0.0	0.0
654364	30.0	47.0
106480893	0.0	0.0
106480892	0.0	0.0
106480895	0.0	0.0
106480894	5.0	3.0
9158	2391.0	2444.0
9156	20.0	64.0
106479889	0.0	0.0
9159	1697.0	1033.0
106479888	0.0	0.0
106479887	1.0	1.0
654346	3.0	2.0
106479886	0.0	0.0
106480897	0.0	0.0
9150	1361.0	1038.0
106480896	0.0	0.0
106479885	1.0	1.0
57396	2599.0	1596.0
106480899	0.0	0.0
106479884	0.0	0.0
106479883	0.0	0.0
106480898	0.0	0.0
9153	57.0	12.0
106479882	0.0	0.0
9154	1.0	6.0
106479881	0.0	0.0
106479880	0.0	0.0
57393	272.0	102.0
9152	0.0	0.0
654350	0.0	0.0
84996	486.0	244.0
84991	4283.0	4422.0
84993	2169.0	1849.0
84992	0.0	0.0
9168	11133.0	47094.0
9169	7662.0	5569.0
9166	2881.0	1631.0
642395	3.0	12.0
9167	4607.0	4189.0
642394	0.0	0.0
106480864	0.0	0.0
106480863	0.0	0.0
106480866	0.0	0.0
106480865	0.0	0.0
106480868	0.0	0.0
255082	722.0	266.0
106480867	0.0	0.0
9162	11447.0	1397.0
106480869	0.0	0.0
654383	3.0	0.0
106480871	1.0	0.0
106480870	0.0	0.0
106480873	0.0	0.0
282697	0.0	0.0
400258	30.0	14.0
106480872	0.0	0.0
642389	0.0	0.0
654381	0.0	0.0
9179	983.0	915.0
9177	0.0	0.0
106480875	0.0	0.0
9172	209.0	94.0
106480874	0.0	0.0
106480877	0.0	0.0
9170	798.0	533.0
106480876	0.0	0.0
9175	2745.0	2133.0
106480879	0.0	0.0
106480878	0.0	0.0
9173	23.0	1021.0
106480880	16.0	4.0
106480882	0.0	0.0
106480881	0.0	0.0
654376	4.0	1.0
106480884	0.0	0.0
106480883	1.0	0.0
654370	1.0	1.0
137868	0.0	0.0
730112	27.0	11.0
106480849	0.0	0.0
729123	3.0	1.0
9188	3633.0	3205.0
106479859	0.0	0.0
106479858	6.0	2.0
9189	2462.0	2795.0
106479857	0.0	0.0
106479856	0.0	0.0
106479855	0.0	0.0
106479854	0.0	0.0
729121	0.0	0.0
9182	980.0	529.0
106479853	0.0	0.0
106480842	0.0	0.0
9183	778.0	782.0
106479852	0.0	0.0
106480841	0.0	0.0
9180	1129.0	4277.0
106480844	0.0	0.0
106479851	0.0	0.0
9181	5250.0	5161.0
106479850	1.0	0.0
106480843	0.0	0.0
106480846	0.0	0.0
9187	1276.0	980.0
106480845	0.0	0.0
9184	3049.0	2679.0
106480848	0.0	0.0
9185	450.0	466.0
106480847	0.0	0.0
57501	22.0	26.0
57502	35.0	145.0
57504	2001.0	1362.0
125875	64.0	21.0
106480851	0.0	0.0
106480850	0.0	0.0
57509	3497.0	5773.0
730109	0.0	0.0
137872	985.0	322.0
102546175	0.0	1.0
57505	1155.0	808.0
644903	28.0	13.0
57506	7689.0	4880.0
57507	3236.0	2907.0
57508	936.0	599.0
106479849	0.0	0.0
106479848	0.0	0.0
106479847	0.0	0.0
106479846	0.0	0.0
106479845	0.0	0.0
106479844	0.0	0.0
106479843	0.0	0.0
106479842	0.0	0.0
106480853	0.0	0.0
9194	235.0	211.0
106479841	0.0	0.0
106480852	0.0	0.0
9191	1834.0	1471.0
106479840	0.0	0.0
106480855	0.0	0.0
106480854	0.0	0.0
9197	3809.0	1796.0
106480857	0.0	0.0
106480856	0.0	0.0
106480859	0.0	0.0
729119	0.0	4.0
9196	161.0	67.0
106480858	0.0	0.0
57512	73.0	28.0
57513	2733.0	2023.0
57514	5829.0	3227.0
123207	1478.0	838.0
57515	23882.0	14533.0
106480860	0.0	0.0
57510	3104.0	1981.0
106480862	0.0	0.0
57511	2073.0	1487.0
106480861	0.0	0.0
644911	1.0	0.0
644914	4.0	4.0
57519	602.0	700.0
729146	5.0	1.0
106480828	0.0	0.0
113878	482.0	571.0
135228	387.0	1308.0
106480827	0.0	0.0
729148	85.0	41.0
106480829	0.0	0.0
137886	2449.0	1684.0
106479879	0.0	0.0
730130	6.0	3.0
106479878	0.0	0.0
106479877	0.0	0.0
106479876	7.0	3.0
106480820	0.0	1.0
106479875	0.0	0.0
106479874	0.0	0.0
106479873	0.0	0.0
106480822	0.0	0.0
106479872	1.0	0.0
106480821	0.0	0.0
106479871	0.0	0.0
106480824	1.0	0.0
106479870	4.0	0.0
106480823	0.0	0.0
106480826	0.0	0.0
106480825	0.0	0.0
57523	3746.0	2727.0
57524	151.0	35.0
57526	23.0	62.0
644928	1.0	1.0
57520	1142.0	989.0
57521	2164.0	1396.0
57522	2275.0	1385.0
57528	359.0	111.0
57529	33.0	20.0
106480839	3.0	1.0
106480838	0.0	0.0
106479869	0.0	0.0
729131	2.0	4.0
106479868	0.0	0.0
106479867	0.0	0.0
106479866	0.0	0.0
106479865	2.0	1.0
106479864	0.0	0.0
106480831	0.0	0.0
106479863	0.0	0.0
106480830	1.0	0.0
106480833	0.0	0.0
106479862	1.0	0.0
106479861	0.0	0.0
106480832	0.0	0.0
353116	2427.0	918.0
106479860	0.0	0.0
106480835	0.0	0.0
106480834	0.0	0.0
106480837	17.0	4.0
106480836	0.0	0.0
57534	4500.0	3417.0
57535	5483.0	1768.0
343727	0.0	0.0
57536	688.0	359.0
57537	608.0	757.0
150864	800.0	737.0
57530	2429.0	1678.0
57531	937.0	520.0
57532	5232.0	4165.0
106480840	0.0	0.0
57533	1766.0	1212.0
57538	1119.0	733.0
57539	2387.0	1480.0
106479817	5.0	0.0
106480806	2.0	1.0
106479816	0.0	0.0
106480805	0.0	0.0
106479815	0.0	0.0
106480808	0.0	0.0
106480807	0.0	0.0
106479814	0.0	0.0
106479813	0.0	0.0
106480809	2.0	1.0
106479812	0.0	0.0
106479811	0.0	0.0
106479810	0.0	0.0
123263	560.0	465.0
106480800	0.0	0.0
123264	14.0	11.0
57540	7.0	9.0
106480802	0.0	0.0
106480801	0.0	0.0
106480804	4.0	0.0
106480803	0.0	0.0
57545	1220.0	1066.0
57546	2841.0	1229.0
57547	352.0	222.0
57541	877.0	652.0
57542	1851.0	1399.0
353132	0.0	0.0
57544	752.0	576.0
353131	0.0	0.0
644943	21.0	13.0
57549	376.0	401.0
106479809	0.0	0.0
106479808	0.0	0.0
644945	0.0	0.0
100101490	68.0	50.0
106479807	0.0	0.0
137835	76.0	221.0
106479806	4.0	1.0
106480817	0.0	0.0
106480816	0.0	0.0
106479805	0.0	0.0
106480819	0.0	0.0
106479804	0.0	0.0
106479803	0.0	0.0
106480818	0.0	0.0
644961	23.0	16.0
106479802	11.0	7.0
106479801	0.0	0.0
644962	1.0	1.0
106479800	0.0	0.0
353134	0.0	0.0
353133	0.0	0.0
106480811	0.0	0.0
57551	6475.0	4243.0
353135	0.0	0.0
106480810	0.0	0.0
106480813	0.0	0.0
106480812	5.0	0.0
353137	0.0	0.0
106480815	0.0	0.0
353139	0.0	0.0
106480814	0.0	0.0
57556	1369.0	924.0
57558	628.0	616.0
57559	132.0	209.0
57552	760.0	844.0
353141	0.0	0.0
353140	0.0	0.0
57553	2671.0	961.0
57554	740.0	139.0
353143	0.0	0.0
57555	1066.0	1520.0
353142	0.0	0.0
343702	1.0	2.0
729102	1.0	2.0
106479839	0.0	0.0
106479838	0.0	0.0
729101	1.0	1.0
106479837	0.0	0.0
106479836	5.0	5.0
106479835	6.0	2.0
644972	77.0	86.0
106479834	1.0	0.0
106479833	0.0	0.0
642311	1.0	1.0
106479832	0.0	0.0
353145	0.0	0.0
106479831	0.0	0.0
389101	5.0	0.0
102465906	0.0	0.0
57560	1452.0	1036.0
106479830	0.0	0.0
353144	0.0	0.0
57561	23791.0	11823.0
57562	1184.0	575.0
149830	0.0	0.0
57567	2229.0	1305.0
57568	1445.0	1966.0
57569	2241.0	1094.0
57563	3530.0	2053.0
57565	3551.0	1453.0
106479829	1.0	0.0
106479828	1.0	0.0
106479827	0.0	0.0
106479826	0.0	0.0
106479825	4.0	0.0
106479824	1.0	0.0
106479823	0.0	0.0
106479822	1.0	0.0
106479821	0.0	0.0
57570	1160.0	893.0
125893	405.0	339.0
106479820	2.0	1.0
57571	1611.0	837.0
57572	4009.0	3102.0
149840	294.0	251.0
57573	1562.0	647.0
102465910	0.0	0.0
57578	52.0	26.0
57579	740.0	538.0
149837	363.0	273.0
123228	624.0	300.0
57574	1.0	19.0
353163	2.0	0.0
57575	183.0	55.0
102465909	0.0	0.0
57576	233.0	126.0
102465908	0.0	0.0
57577	1796.0	750.0
353164	0.0	2.0
102465907	0.0	0.0
644974	15.0	7.0
642317	3.0	0.0
106479819	0.0	0.0
106479818	0.0	0.0
730198	1.0	3.0
730196	0.0	0.0
390110	0.0	0.0
389123	0.0	0.0
389124	0.0	0.0
730190	0.0	0.0
390116	0.0	0.0
389120	1.0	2.0
390117	0.0	0.0
147276	2.0	1.0
389118	1.0	1.0
389119	40.0	95.0
353174	17.0	35.0
389114	939.0	486.0
135293	2063.0	1310.0
135295	123.0	120.0
729196	3.0	0.0
729198	1.0	1.0
730180	0.0	0.0
353189	11.0	119.0
392752	29.0	14.0
389144	0.0	0.0
389141	5.0	2.0
123283	1383.0	908.0
102465944	0.0	0.0
353194	2.0	1.0
353196	0.0	0.0
389136	268.0	390.0
389137	3.0	3.0
390102	0.0	0.0
100526416	2.0	0.0
389125	11.0	6.0
389160	2.0	1.0
390151	0.0	0.0
390152	0.0	0.0
729163	0.0	0.0
730152	0.0	0.0
390154	0.0	0.0
390155	0.0	0.0
390157	0.0	0.0
389168	14.0	11.0
390158	6.0	7.0
389161	3.0	0.0
147226	12.0	4.0
389158	0.0	0.0
147228	0.0	0.0
135250	13.0	122.0
102465975	0.0	0.0
729156	4.0	2.0
102465974	1.0	1.0
730144	3.0	2.0
390162	0.0	0.0
390166	0.0	0.0
389156	6.0	7.0
390167	0.0	0.0
390168	0.0	0.0
389152	1.0	0.0
102465978	0.0	0.0
102465977	1.0	0.0
389151	0.0	0.0
102465976	0.0	0.0
729150	5.0	2.0
730138	11.0	13.0
102465985	0.0	0.0
730174	2.0	1.0
390131	0.0	0.0
390133	0.0	0.0
390134	0.0	0.0
221301	1.0	1.0
390136	0.0	0.0
390137	0.0	0.0
221303	66.0	90.0
390138	0.0	0.0
221302	435.0	401.0
390139	0.0	0.0
729182	0.0	2.0
135270	1.0	0.0
389170	157.0	64.0
729178	65.0	50.0
102465995	0.0	0.0
102465993	0.0	0.0
390142	0.0	0.0
729177	2.0	9.0
390144	0.0	0.0
729176	1.0	1.0
389179	28.0	16.0
389177	1.0	0.0
390148	0.0	0.0
729171	82.0	5.0
390072	3.0	2.0
390073	0.0	0.0
390075	0.0	0.0
390077	0.0	0.0
390078	0.0	0.0
390079	0.0	0.0
221322	582.0	301.0
642290	10.0	1.0
389084	27.0	43.0
390081	0.0	1.0
390082	0.0	0.0
389072	538.0	215.0
390083	0.0	0.0
390084	0.0	0.0
389075	0.0	0.0
389073	0.0	3.0
390091	6.0	2.0
105616982	0.0	0.0
390053	0.0	0.0
390054	0.0	0.0
390058	0.0	0.0
390059	0.0	0.0
390061	0.0	0.0
390063	0.0	0.0
390064	0.0	0.0
389090	0.0	0.0
390066	2.0	1.0
390067	0.0	0.0
221336	105.0	444.0
147199	0.0	0.0
257313	14.0	9.0
221357	1.0	2.0
196120	0.0	0.0
9201	383.0	1526.0
9202	4655.0	3303.0
9200	200.0	403.0
9205	1366.0	960.0
9206	1.0	0.0
9203	4362.0	2647.0
9204	1061.0	690.0
221391	0.0	3.0
221393	0.0	49.0
221395	5209.0	6203.0
9212	4.0	93.0
9213	2442.0	6292.0
9210	0.0	0.0
9211	13.0	20.0
9217	8418.0	3457.0
9214	135.0	346.0
9215	715.0	862.0
284904	6.0	25.0
284900	810.0	494.0
9209	4381.0	2301.0
159195	16074.0	5530.0
9207	2.0	3.0
9208	8252.0	5698.0
9223	8072.0	2665.0
9221	6448.0	3925.0
9227	732.0	283.0
644873	1416.0	800.0
9228	283.0	84.0
644871	0.0	0.0
57460	571.0	559.0
57461	1040.0	1122.0
57462	355.0	316.0
257364	2826.0	3134.0
57463	1858.0	883.0
9220	137.0	86.0
57468	9.0	27.0
57469	153.0	206.0
57464	39.0	153.0
257358	4.0	8.0
57465	1619.0	878.0
57466	2137.0	1478.0
57467	2164.0	917.0
9218	8827.0	7508.0
9219	2488.0	2957.0
113802	151.0	217.0
9235	502.0	1407.0
644881	0.0	0.0
9232	1710.0	1286.0
9238	1499.0	1473.0
9236	1858.0	1511.0
57471	7.0	25.0
101101773	51.0	2.0
57472	2170.0	1741.0
101101772	0.0	7.0
57473	4702.0	2165.0
57474	151.0	79.0
9230	13833.0	7749.0
9231	6257.0	2752.0
101101776	0.0	0.0
101101775	216.0	77.0
57470	3786.0	2728.0
57479	4058.0	1953.0
791114	216.0	59.0
791115	2.0	0.0
57475	23433.0	6471.0
105616916	0.0	0.0
57476	1315.0	550.0
57477	862.0	3708.0
57478	491.0	600.0
644877	4.0	2.0
9229	61.0	78.0
9245	373.0	77.0
9246	1819.0	2960.0
9244	165.0	5758.0
644890	14.0	9.0
9249	5579.0	7652.0
644896	0.0	1.0
9247	3.0	0.0
9248	0.0	0.0
57482	40.0	101.0
106480787	0.0	0.0
106480786	0.0	0.0
57484	3182.0	997.0
106480789	0.0	1.0
106480788	0.0	0.0
9241	24.0	33.0
9242	131.0	267.0
57480	452.0	1411.0
9240	2847.0	2943.0
57481	0.0	3.0
106480790	0.0	0.0
284958	3.0	3.0
106480792	0.0	0.0
106480791	2.0	0.0
57486	1296.0	1472.0
106480794	0.0	0.0
106480793	0.0	0.0
57488	9046.0	5724.0
106480796	27851.0	26389.0
57489	2098.0	1514.0
106480795	27.0	10.0
9256	3949.0	1440.0
9254	1113.0	422.0
9255	2966.0	2387.0
137814	0.0	0.0
341152	0.0	0.0
9258	1418.0	2057.0
57493	20587.0	16208.0
106480798	0.0	0.0
57494	4260.0	1928.0
106480797	0.0	0.0
57495	108.0	17.0
57496	4544.0	2870.0
106480799	0.0	0.0
9252	1356.0	459.0
9253	1219.0	1088.0
57491	38.0	52.0
57492	8790.0	4962.0
284948	466.0	93.0
57497	2.0	11.0
57498	6881.0	5122.0
284942	387.0	293.0
642236	66.0	19.0
402509	0.0	0.0
341148	1.0	0.0
9267	5386.0	3265.0
9265	8499.0	3888.0
9266	7075.0	4889.0
106479779	19.0	8.0
106479778	0.0	0.0
106479777	4.0	3.0
106480765	2.0	0.0
106479776	0.0	0.0
9260	1362.0	2782.0
106480764	0.0	1.0
106479775	0.0	0.0
106480767	0.0	0.0
106479774	0.0	0.0
106480766	0.0	0.0
106479773	0.0	0.0
9263	702.0	956.0
106480769	0.0	0.0
106479772	0.0	0.0
106480768	0.0	0.0
106479771	0.0	0.0
9261	4865.0	5602.0
106479770	0.0	0.0
9262	647.0	1936.0
106480770	0.0	1.0
106480772	0.0	0.0
106480771	0.0	0.0
106480774	0.0	0.0
106480773	0.0	0.0
9278	2917.0	2048.0
9276	9169.0	7939.0
9277	2080.0	2297.0
106479769	5.0	4.0
106479768	0.0	0.0
106479767	0.0	0.0
106479766	1.0	0.0
9270	1736.0	2066.0
106479765	0.0	0.0
106480776	0.0	0.0
9271	46.0	27.0
106480775	3.0	3.0
106479764	0.0	0.0
106480778	1.0	1.0
106479763	0.0	0.0
106479762	1.0	4.0
106480777	0.0	0.0
9274	2341.0	2263.0
402573	12.0	11.0
106479761	0.0	0.0
9275	2351.0	2070.0
106479760	0.0	0.0
106480779	0.0	0.0
106480781	1.0	1.0
654231	9.0	4.0
106480780	0.0	0.0
106480783	0.0	0.0
402569	0.0	1.0
106480782	1.0	1.0
106480785	0.0	0.0
106480784	0.0	0.0
642259	3.0	1.0
341128	3.0	0.0
113835	195.0	110.0
9289	29057.0	19329.0
9287	0.0	0.0
9288	0.0	0.0
642273	1072.0	785.0
106479799	0.0	0.0
106480743	1.0	0.0
106479798	0.0	0.0
9282	3871.0	2818.0
106479797	0.0	0.0
106480742	0.0	0.0
