id	fbf50366-35e2-4ac3-9603-92647d78a715	b7352a9b-9738-409f-911c-dd7e1c2d892f
6010	0.0	1.0
8674	1284.0	1512.0
8671	6244.0	80.0
8672	8251.0	2809.0
6011	337.0	36.0
8677	1554.0	3312.0
6014	1.0	0.0
6013	6.0	8.0
8678	2650.0	3802.0
8675	3370.0	3991.0
6016	1182.0	1141.0
8676	1200.0	172.0
6015	5082.0	5419.0
253260	1608.0	1698.0
338707	22.0	22.0
6007	27.0	28.0
6006	62.0	23.0
8668	8805.0	18275.0
6009	5097.0	10557.0
8669	4005.0	3426.0
6008	8.0	7.0
8685	58.0	1929.0
8682	7006.0	12573.0
6023	0.0	0.0
8683	6263.0	6378.0
8688	0.0	0.0
8689	1.0	2.0
8686	0.0	0.0
8687	0.0	0.0
253272	2.0	0.0
8681	290.0	96.0
253264	188.0	6.0
6018	1155.0	587.0
6017	0.0	0.0
6019	11.0	52.0
6031	6.0	1.0
6034	0.0	0.0
8693	17.0	4.0
8694	2315.0	2197.0
6033	0.0	0.0
6036	0.0	105.0
6035	1920.0	2935.0
8697	1840.0	1675.0
6038	83.0	150.0
8698	110.0	165.0
6037	0.0	5.0
101928646	0.0	2.0
554234	0.0	0.0
8692	6738.0	10633.0
6030	10.0	3.0
8690	1056.0	654.0
554225	6.0	2.0
554226	3.0	0.0
6029	0.0	0.0
170082	370.0	136.0
6043	0.0	0.0
6045	996.0	991.0
6044	0.0	0.0
6047	3737.0	2910.0
6046	21547.0	10455.0
6049	1799.0	1010.0
100421217	0.0	0.0
6048	4368.0	5467.0
100421219	0.0	0.0
101928656	0.0	0.0
6041	960.0	692.0
554213	0.0	0.0
554214	0.0	0.0
56904	3587.0	8973.0
56905	1736.0	2784.0
6039	115.0	365.0
56906	370.0	255.0
56907	641.0	313.0
56900	5159.0	3502.0
56901	798.0	766.0
56902	1401.0	1735.0
56903	1.0	0.0
100421222	0.0	0.0
375612	1.0	0.0
375611	20.0	13.0
100421224	0.0	0.0
100421226	0.0	0.0
100421228	0.0	0.0
6059	2491.0	2878.0
554210	13.0	13.0
100528062	245.0	151.0
554212	0.0	0.0
6050	12452.0	21192.0
100528064	3.0	12.0
375616	98.0	1586.0
6051	5086.0	6801.0
56910	11203.0	8102.0
554202	27.0	209.0
554203	898.0	1084.0
56915	908.0	2420.0
56916	2137.0	875.0
56917	107.0	354.0
56918	0.0	1.0
56911	247.0	264.0
56912	2434.0	2654.0
56913	1906.0	2487.0
100421220	0.0	0.0
56914	9.0	5.0
375601	0.0	0.0
100421236	0.0	0.0
6066	0.0	0.0
56919	1215.0	624.0
6069	0.0	0.0
375607	141.0	2.0
554201	0.0	0.0
6060	0.0	0.0
56920	1403.0	632.0
56926	2879.0	5061.0
56927	5123.0	10160.0
56928	2279.0	2244.0
56929	1207.0	1840.0
56922	1752.0	1856.0
56923	18.0	0.0
56924	52.0	15.0
56925	706.0	680.0
100421232	0.0	0.0
6076	0.0	0.0
100421245	2.0	0.0
6075	0.0	0.0
6078	1.0	0.0
6079	0.0	0.0
101928601	286.0	10.0
6070	6.0	0.0
91252	2596.0	6029.0
6071	2.0	0.0
6074	0.0	0.0
101928603	3.0	1.0
101928604	0.0	1.0
101928607	6.0	6.0
387612	0.0	0.0
147700	30.0	190.0
387615	0.0	0.0
6086	0.0	0.0
6089	0.0	0.0
101928611	0.0	0.0
6080	0.0	0.0
6083	0.0	0.0
101928616	0.0	0.0
6082	0.0	0.0
6085	0.0	0.0
6084	2.0	2.0
123722	99.0	4.0
387601	0.0	0.0
123720	1327.0	1218.0
147710	1.0	0.0
147711	5.0	3.0
147719	0.0	1.0
6098	4.0	0.0
6097	6024.0	2085.0
6092	5.0	19.0
6091	664.0	483.0
6094	181.0	498.0
100528020	0.0	0.0
6093	2319.0	1883.0
100528021	12.0	13.0
6096	91.0	84.0
6095	1811.0	531.0
91272	3859.0	4886.0
147727	5732.0	3793.0
387638	0.0	0.0
100528030	10.0	17.0
101928638	1.0	0.0
100528032	3.0	1.0
100421271	0.0	0.0
100506697	1.0	5.0
100506696	141.0	254.0
91298	988.0	878.0
100528007	1.0	0.0
123775	584.0	72.0
91289	5287.0	6806.0
399656	0.0	0.0
100506686	670.0	155.0
100506685	1.0	5.0
100528016	0.0	0.0
100528017	10.0	1.0
100528018	0.0	0.0
100528019	1.0	1.0
100506681	19.0	9.0
91283	1257.0	730.0
100506680	0.0	0.0
387646	235.0	11.0
387647	0.0	0.0
387644	7.0	3.0
387640	292.0	79.0
100421295	36.0	6.0
387680	1952.0	2027.0
375686	1.0	6.0
123745	2.0	0.0
100506898	43.0	0.0
100506897	0.0	0.0
390992	0.0	0.0
54471	2236.0	1875.0
54470	904.0	1475.0
390996	2.0	0.0
390999	0.0	0.0
54475	813.0	2230.0
387338	1934.0	1595.0
54474	0.0	0.0
54472	5550.0	6259.0
389997	0.0	0.0
54478	7.0	85.0
54477	1599.0	2604.0
387332	0.0	1.0
54476	2998.0	3965.0
91404	739.0	785.0
91405	5.0	2.0
91408	2771.0	3798.0
91409	271.0	41.0
375346	163.0	255.0
100506888	1.0	0.0
389992	0.0	0.0
102724826	135.0	132.0
389990	0.0	0.0
102724827	208.0	299.0
54482	821.0	569.0
102724820	29.0	2.0
100506881	233.0	104.0
54480	3063.0	6441.0
387328	3.0	2.0
387325	3.0	0.0
145497	1.0	0.0
400866	0.0	0.0
387323	0.0	0.0
387321	0.0	0.0
54487	1830.0	1804.0
387322	0.0	0.0
375350	2.0	0.0
723809	2.0	2.0
338391	12.0	4.0
91433	771.0	689.0
338396	0.0	0.0
387363	0.0	0.0
387364	0.0	0.0
338398	0.0	0.0
387361	0.0	0.0
102724816	0.0	0.0
338399	0.0	0.0
387362	0.0	0.0
54492	699.0	474.0
54491	284.0	508.0
54490	0.0	0.0
54497	1938.0	1347.0
54496	1430.0	1444.0
448835	0.0	0.0
54495	1837.0	2115.0
448834	0.0	0.0
387359	0.0	0.0
387357	13.0	17.0
54499	7837.0	6529.0
121498	0.0	0.0
54498	426.0	584.0
170463	1674.0	5197.0
157489	333.0	220.0
338382	660.0	1361.0
390980	139.0	79.0
338388	0.0	0.0
448831	0.0	0.0
400841	7.0	27.0
91419	300.0	303.0
91452	3314.0	1280.0
338376	6.0	39.0
145447	10.0	24.0
100313532	1.0	0.0
91442	137.0	363.0
375387	64.0	776.0
91445	4088.0	3095.0
107080554	1.0	0.0
133482	0.0	0.0
100506874	20.0	20.0
100506872	0.0	1.0
169436	170.0	67.0
170425	1.0	0.0
133491	20.0	2.0
91464	0.0	0.0
100506866	299.0	367.0
400892	1.0	2.0
400891	1.0	2.0
91461	400.0	84.0
145483	644.0	582.0
145482	1707.0	2293.0
338339	6.0	6.0
100506810	129.0	28.0
338328	438.0	96.0
100506815	0.0	0.0
326337	0.0	0.0
326339	0.0	0.0
338321	0.0	0.0
338322	0.0	1.0
338323	9.0	0.0
338324	0.0	0.0
341965	1.0	0.0
326341	11.0	4.0
326340	1.0	1.0
326343	41.0	6.0
326342	0.0	18.0
54407	7396.0	6729.0
8710	2.0	3.0
100506834	20.0	4.0
8711	772.0	600.0
54413	37.0	13.0
8703	2176.0	3826.0
101410540	0.0	0.0
8704	1566.0	2960.0
101410541	0.0	0.0
8701	360.0	286.0
101410542	1.0	0.0
54414	7911.0	5674.0
8702	1760.0	1542.0
100506835	28.0	12.0
101410543	2.0	3.0
8707	70.0	2.0
101410544	3.0	3.0
8708	28.0	2.0
101410545	3.0	0.0
101410546	0.0	0.0
8705	582.0	1700.0
8706	2458.0	1445.0
326315	0.0	0.0
326317	0.0	0.0
8721	23693.0	34237.0
8722	4677.0	2814.0
8720	10388.0	10522.0
101410537	3.0	0.0
101410538	2228.0	4589.0
341947	1.0	1.0
8714	764.0	12536.0
8715	233.0	1.0
100506826	32.0	30.0
8712	0.0	1.0
8718	135.0	252.0
101410533	159.0	83.0
101410534	0.0	0.0
326325	0.0	1.0
101410535	107.0	111.0
8717	1954.0	2527.0
54429	7.0	8.0
101410536	0.0	0.0
326307	823.0	2449.0
8732	855.0	744.0
8733	8337.0	7598.0
8731	3087.0	2068.0
54431	6818.0	4111.0
400836	2.0	0.0
170487	199.0	230.0
54435	106.0	17.0
54434	1575.0	2193.0
400831	7.0	11.0
54433	1258.0	1343.0
400830	2.0	0.0
54432	4995.0	2926.0
54439	1446.0	1937.0
8725	4995.0	3745.0
8726	942.0	952.0
54438	688.0	241.0
54437	114.0	191.0
8723	4283.0	1408.0
326310	96.0	192.0
8724	8527.0	9735.0
54436	908.0	476.0
8729	5472.0	4834.0
100337589	0.0	0.0
170485	1.0	0.0
8727	9207.0	9267.0
8728	105.0	206.0
170482	1.0	2.0
8740	13.0	106.0
8743	579.0	7129.0
8744	16.0	232.0
8741	1335.0	1093.0
8742	1241.0	1956.0
102724868	0.0	0.0
102724866	6.0	2.0
54442	1233.0	1423.0
54441	12.0	24.0
54440	63.0	471.0
400823	11.0	30.0
102724862	0.0	0.0
54443	27.0	242.0
8736	982.0	42.0
8737	2510.0	2025.0
8735	0.0	0.0
326300	7.0	6.0
8738	672.0	668.0
8739	111.0	889.0
8751	3023.0	7437.0
8754	5756.0	4607.0
8755	0.0	0.0
102724853	0.0	0.0
54453	1913.0	3146.0
255512	302.0	146.0
54457	0.0	1.0
54456	19.0	10.0
554049	0.0	1.0
54455	1986.0	1319.0
54454	647.0	329.0
8747	8.0	5.0
8748	7.0	7.0
8745	43.0	39.0
54458	4424.0	11577.0
400818	925.0	429.0
8749	0.0	0.0
8761	5538.0	11312.0
6100	814.0	1798.0
8760	3760.0	3745.0
6102	522.0	441.0
8766	8153.0	11515.0
6101	0.0	20.0
8763	31012.0	20528.0
6103	703.0	357.0
8764	2201.0	6245.0
54460	5212.0	6784.0
54464	1739.0	1107.0
54463	837.0	772.0
54462	3582.0	1862.0
54461	7941.0	9102.0
54468	1194.0	1359.0
54467	2683.0	1726.0
54466	5.0	4.0
54465	900.0	635.0
255520	1879.0	1637.0
8759	0.0	0.0
8756	0.0	0.0
54469	6104.0	7031.0
8772	720.0	820.0
8773	2225.0	2166.0
8771	0.0	0.0
8776	1453.0	1411.0
8777	1591.0	947.0
8774	2413.0	2042.0
8775	5804.0	4076.0
101928566	0.0	0.0
8767	443.0	1260.0
6120	1935.0	1919.0
101928571	2.0	1.0
8784	10.0	222.0
6122	112805.0	271275.0
8781	1.0	0.0
6121	0.0	1.0
8787	35.0	12.0
6124	65755.0	156153.0
6123	206.0	5.0
8788	17.0	0.0
8785	56.0	23.0
6126	10.0	47.0
8786	70.0	167.0
6125	56878.0	109160.0
101928578	163.0	97.0
8780	3305.0	4199.0
6117	4822.0	3558.0
8778	5.0	22.0
6119	1393.0	4056.0
6118	4074.0	6040.0
8794	62.0	700.0
8795	1397.0	4305.0
6130	50688.0	169885.0
8792	159.0	112.0
6133	23832.0	60297.0
6132	59077.0	171814.0
8793	368.0	302.0
8798	1503.0	1425.0
6135	42804.0	87933.0
8799	2460.0	2785.0
6134	67240.0	144709.0
8796	137.0	11849.0
6137	43451.0	122685.0
8797	175.0	700.0
6136	35513.0	127870.0
100421307	0.0	0.0
101735302	368.0	259.0
8790	1173.0	751.0
100134444	0.0	0.0
6128	35627.0	59949.0
8789	18.0	1.0
6129	30362.0	59723.0
6142	20804.0	41285.0
6141	33456.0	115606.0
100421311	2.0	1.0
6144	14274.0	28235.0
6143	55937.0	158949.0
100421313	1.0	2.0
6146	18438.0	30465.0
6145	5.0	2.0
6148	0.0	0.0
6147	19252.0	76185.0
100421318	0.0	0.0
100421319	0.0	0.0
100337590	0.0	0.0
100337591	3.0	0.0
6139	2429.0	4103.0
6138	51119.0	92703.0
6152	34057.0	108045.0
6155	23116.0	85152.0
6154	19566.0	42336.0
100421324	1.0	3.0
6157	37187.0	106745.0
6156	32427.0	77624.0
6159	25051.0	65532.0
6158	27669.0	126431.0
100421328	1.0	0.0
6150	2413.0	3628.0
101928527	918.0	995.0
6164	25733.0	65860.0
6163	1.0	4.0
6166	9022.0	22874.0
6165	24313.0	58960.0
6168	40109.0	113254.0
6167	32764.0	110379.0
100421338	2.0	0.0
6169	16361.0	58963.0
101928536	0.0	0.0
6160	39319.0	85468.0
101928537	0.0	0.0
6161	32403.0	98401.0
100421331	3.0	0.0
6175	45673.0	141430.0
6174	118.0	130.0
6176	43004.0	138649.0
101928545	324.0	68.0
6171	16921.0	34568.0
6170	4435.0	10756.0
6173	2542.0	10062.0
6172	411.0	638.0
100421340	0.0	0.0
100421341	2.0	0.0
100421354	0.0	0.0
6185	26140.0	23952.0
101928550	8.0	24.0
6188	41423.0	119212.0
6187	23114.0	87131.0
100421357	0.0	0.0
6189	19730.0	48384.0
101928555	32.0	10.0
6182	832.0	2315.0
6181	26839.0	98045.0
6184	27252.0	27864.0
101928559	0.0	0.0
6183	1414.0	2648.0
100421350	6.0	5.0
100421351	6.0	1.0
100421353	2.0	0.0
6197	2481.0	3320.0
6196	7292.0	10439.0
6199	1742.0	2856.0
6198	1596.0	1592.0
6191	53991.0	204420.0
6193	27681.0	106424.0
6192	12862.0	33813.0
91373	1274.0	850.0
6195	3403.0	3988.0
6194	80908.0	208902.0
390916	480.0	758.0
145407	304.0	131.0
100421363	0.0	0.0
100421376	0.0	0.0
100421379	0.0	4.0
91369	2299.0	2061.0
91368	1885.0	3271.0
652489	3.0	0.0
390924	28.0	30.0
389901	19.0	17.0
390928	0.0	3.0
390927	899.0	223.0
100421371	6.0	2.0
100421374	20.0	4.0
389903	0.0	0.0
100421389	0.0	0.0
91392	453.0	439.0
389935	0.0	0.0
389932	0.0	1.0
100421384	14.0	20.0
100421398	5.0	8.0
100421399	0.0	0.0
101928513	56.0	12.0
91380	0.0	0.0
390904	2.0	0.0
145438	31.0	30.0
100421390	0.0	0.0
100421391	0.0	0.0
100421395	10.0	3.0
100421397	3.0	0.0
375316	12.0	5.0
375318	0.0	0.0
390963	59.0	36.0
375307	274.0	231.0
389941	50.0	54.0
389948	0.0	0.0
375337	1.0	0.0
377997	0.0	0.0
387316	0.0	0.0
121456	30.0	87.0
387317	0.0	0.0
121457	842.0	1279.0
389976	2.0	0.0
375341	451.0	793.0
387319	0.0	0.0
375323	12.0	11.0
389970	0.0	1.0
390940	335.0	170.0
133418	2896.0	11870.0
390948	0.0	0.0
121441	845.0	658.0
390949	0.0	0.0
652411	1.0	1.0
145370	4.0	4.0
102724954	0.0	0.0
54596	6.0	6.0
375484	363.0	410.0
91526	286.0	272.0
133396	0.0	0.0
196951	494.0	366.0
91523	56.0	824.0
91522	12359.0	46.0
121391	0.0	0.0
145376	31.0	28.0
400986	46.0	27.0
400984	52.0	78.0
196968	57.0	0.0
157378	1319.0	834.0
723961	0.0	0.0
145389	408.0	583.0
157381	6.0	0.0
91543	174.0	2691.0
91544	2509.0	3787.0
102724923	0.0	0.0
652423	1.0	1.0
169355	29.0	6.0
400966	9.0	0.0
121364	0.0	0.0
400961	804.0	273.0
157376	1.0	1.0
91574	1274.0	1444.0
157313	18.0	31.0
157317	3.0	0.0
147991	2157.0	1367.0
399495	4.0	1.0
159963	4.0	4.0
100506965	1782.0	365.0
100506963	115.0	70.0
387495	0.0	0.0
387496	519.0	90.0
387494	2.0	0.0
387491	0.0	0.0
387492	24.0	23.0
387486	0.0	1.0
157310	2909.0	796.0
100506994	64.0	62.0
338470	2.0	0.0
170302	81.0	6.0
204010	3.0	178.0
399473	35.0	200.0
399474	67.0	71.0
91584	363.0	75.0
159989	54.0	13.0
91582	5491.0	6291.0
107126360	0.0	0.0
133383	162.0	270.0
100506930	1711.0	1968.0
100820741	0.0	0.0
338448	0.0	0.0
8808	314.0	715.0
8809	61.0	358.0
54512	1124.0	2161.0
54511	30.0	7.0
54510	255.0	203.0
54516	723.0	426.0
8802	10179.0	6009.0
8803	3661.0	2009.0
54514	2.0	0.0
8800	1176.0	333.0
8801	4341.0	4563.0
8807	36.0	18.0
400916	5573.0	1899.0
54518	89.0	263.0
8804	11579.0	12200.0
100506939	0.0	6.0
54517	943.0	721.0
8805	1335.0	1616.0
8820	60.0	102.0
8821	512.0	792.0
338440	213.0	553.0
338442	15.0	40.0
8819	740.0	588.0
100820732	0.0	0.0
255620	3.0	2.0
54522	499.0	572.0
54521	908.0	762.0
54520	2563.0	1505.0
100820735	0.0	0.0
8813	2317.0	2613.0
170393	10.0	12.0
8814	263.0	25.0
170392	2.0	21.0
100506925	0.0	0.0
8811	6.0	36.0
8812	548.0	150.0
8817	41.0	154.0
8818	3969.0	4411.0
54529	2487.0	3115.0
255626	0.0	0.0
8815	6914.0	13583.0
8816	3230.0	2212.0
170394	1748.0	2706.0
8831	754.0	293.0
8832	83.0	249.0
100506953	2.0	0.0
338433	0.0	0.0
338436	0.0	0.0
338427	0.0	0.0
338428	0.0	0.0
338429	0.0	0.0
54534	1589.0	1349.0
54532	1684.0	870.0
54531	968.0	1403.0
54538	1633.0	572.0
8824	5811.0	4050.0
8825	766.0	82.0
54537	1726.0	881.0
54536	2870.0	2425.0
8822	50.0	38.0
8823	5.0	1.0
54535	1381.0	2092.0
8828	984.0	8993.0
8829	3607.0	7378.0
8826	10098.0	26233.0
54539	7277.0	10392.0
8842	283.0	94.0
8843	1.0	1.0
8840	25.0	213.0
8841	2977.0	5046.0
100158257	0.0	0.0
54541	2817.0	6238.0
54540	1507.0	2483.0
54545	1845.0	1534.0
54544	0.0	0.0
54543	10046.0	29569.0
54542	2926.0	1835.0
54549	461.0	48.0
8835	1531.0	233.0
8836	189.0	177.0
8833	2783.0	2239.0
8834	1548.0	1549.0
54546	0.0	0.0
8839	321.0	566.0
8837	9766.0	12346.0
8838	15.0	25.0
101928483	76.0	155.0
8850	1950.0	795.0
101928484	0.0	0.0
8853	1462.0	538.0
8854	254.0	9.0
8851	61.0	88.0
8852	0.0	0.0
400960	929.0	611.0
338412	0.0	0.0
338413	3.0	0.0
54552	637.0	150.0
400957	6.0	2.0
54551	151.0	11.0
54550	31.0	21.0
196996	1394.0	212.0
400955	4.0	17.0
400954	467.0	112.0
54556	1292.0	682.0
54555	2450.0	3075.0
400952	3.0	5.0
54554	854.0	653.0
400950	3.0	2.0
8846	747.0	781.0
100820709	31.0	15.0
8847	40.0	192.0
54558	1217.0	639.0
8844	2612.0	381.0
54557	329.0	259.0
8848	19319.0	74568.0
196993	11.0	12.0
8861	3123.0	3686.0
101928492	470.0	76.0
8864	1899.0	1113.0
6201	18875.0	46975.0
6203	37560.0	128320.0
8862	29.0	238.0
101928496	2.0	0.0
8863	1715.0	2473.0
6202	35841.0	133610.0
723972	7.0	4.0
400946	6.0	12.0
400945	64.0	29.0
54567	726.0	574.0
54566	6741.0	3133.0
400941	3.0	7.0
8857	58853.0	4790.0
8858	5.0	5.0
54569	0.0	0.0
8856	13.0	15.0
54568	0.0	0.0
8859	839.0	1018.0
8871	1228.0	1746.0
8872	2395.0	3713.0
6210	20436.0	58127.0
8870	1338.0	3356.0
100421500	0.0	0.0
8875	16.0	29.0
8876	33.0	45.0
8874	2453.0	1420.0
100421506	6.0	0.0
100421509	0.0	0.0
54570	0.0	0.0
400935	1.0	0.0
54574	0.0	0.0
54573	0.0	0.0
54572	0.0	0.0
400932	0.0	0.0
54571	0.0	0.0
54578	15.0	1.0
255631	29.0	43.0
400931	44.0	37.0
54577	0.0	0.0
54576	0.0	0.0
54575	0.0	0.0
6205	50003.0	144995.0
100506915	2.0	6.0
8869	4466.0	19160.0
6204	8041.0	21756.0
6207	16874.0	43699.0
6206	41269.0	118877.0
8867	1090.0	458.0
54579	0.0	0.0
6209	12905.0	36199.0
6208	39166.0	155020.0
170384	697.0	1167.0
100506916	1.0	0.0
8882	2166.0	3585.0
8883	2047.0	3211.0
8880	6249.0	5195.0
8881	3308.0	4030.0
8886	4756.0	4293.0
6223	22268.0	81821.0
100421512	0.0	0.0
8887	11351.0	17587.0
6222	40433.0	136435.0
8884	1114.0	943.0
6224	37643.0	123542.0
100421515	26.0	3.0
54581	279.0	137.0
54580	0.0	0.0
54585	3045.0	1988.0
54584	163.0	463.0
54583	3266.0	2467.0
54587	3562.0	42466.0
54586	2.0	3.0
8879	3910.0	9090.0
170371	221.0	485.0
170370	0.0	0.0
8877	374.0	5962.0
6218	34404.0	70180.0
6217	31906.0	82370.0
8878	27657.0	59207.0
6219	2.0	1.0
100506907	0.0	0.0
100506906	33.0	8.0
255649	0.0	0.0
6230	29751.0	67933.0
8893	2465.0	3618.0
8894	3736.0	6564.0
101928440	0.0	1.0
8891	1100.0	1796.0
6232	37088.0	97344.0
8892	5401.0	3520.0
6231	8511.0	19429.0
8897	544.0	423.0
6234	15908.0	66474.0
8898	1336.0	1222.0
6233	27881.0	56622.0
8895	8635.0	4126.0
6236	1098.0	1177.0
8896	2696.0	6132.0
6235	13401.0	40200.0
101928442	0.0	1.0
101928448	8.0	45.0
8890	1810.0	3465.0
280659	3.0	10.0
280657	1.0	0.0
280658	1.0	0.0
280655	4.0	4.0
253039	441.0	394.0
6227	15306.0	48615.0
6226	3.0	2.0
6229	44828.0	136500.0
8888	3903.0	2853.0
6228	30781.0	91214.0
6241	23.0	361.0
6240	2063.0	2671.0
100421411	0.0	0.0
6242	1661.0	4044.0
100421413	11.0	9.0
101928455	5.0	0.0
6244	0.0	1.0
6247	38.0	13.0
100421415	6.0	0.0
6246	0.0	0.0
280644	0.0	1.0
253044	0.0	0.0
6238	51210.0	31538.0
6237	2306.0	10783.0
8899	4761.0	2519.0
6239	3335.0	2018.0
6252	292.0	183.0
100421420	6.0	10.0
6251	2938.0	3901.0
100421422	0.0	0.0
6253	129.0	885.0
6256	8058.0	3665.0
100421424	0.0	0.0
6258	45.0	2441.0
6257	5027.0	4284.0
100421428	0.0	0.0
101928469	0.0	0.0
100421429	2.0	0.0
280637	0.0	0.0
280636	4424.0	12461.0
253018	29.0	76.0
253017	60.0	0.0
253012	0.0	0.0
6249	8993.0	5333.0
6248	0.0	0.0
6263	175.0	25.0
100421431	1.0	0.0
6262	2975.0	19.0
100421432	0.0	1.0
101928470	0.0	0.0
100421433	1.0	0.0
100421436	33.0	3.0
100421439	2.0	1.0
6261	689.0	1952.0
6260	8.0	6.0
6259	3780.0	4307.0
100421430	0.0	0.0
6274	14.0	357.0
6273	457.0	36749.0
6276	133.0	1232.0
6275	1930.0	24689.0
6278	2.0	5.0
6277	33036.0	1088229.0
6279	143.0	1117.0
6272	10914.0	10029.0
6271	7980.0	33356.0
6285	111.0	939.0
6284	9662.0	45048.0
100421455	0.0	0.0
6286	19.0	23.0
6289	7.0	47.0
6288	169.0	89.0
6281	2299.0	37270.0
6280	236.0	5062.0
6283	20.0	5.0
6282	5633.0	60177.0
123920	631.0	8071.0
100421451	2.0	0.0
6296	112.0	232.0
6295	1.0	3.0
6297	1161.0	270.0
6299	3491.0	1693.0
101928420	2.0	0.0
6290	0.0	0.0
6291	0.0	1.0
6294	5985.0	6441.0
6293	3649.0	3285.0
100421478	0.0	0.0
100421479	1.0	0.0
280664	1.0	9.0
54505	3567.0	2680.0
280660	1.0	0.0
54504	9331.0	14126.0
280661	16.0	6.0
54503	898.0	1109.0
54502	12062.0	7106.0
54509	217.0	569.0
123904	0.0	2.0
54508	317.0	177.0
100421473	0.0	0.0
54507	373.0	635.0
100421487	1.0	0.0
133308	112.0	182.0
147945	0.0	0.0
123970	1.0	0.0
100421480	0.0	0.0
147947	1133.0	1051.0
147948	578.0	457.0
147949	498.0	229.0
100421484	0.0	0.0
100421485	0.0	2.0
100421498	1.0	0.0
100421499	0.0	0.0
101060006	0.0	0.0
101060005	0.0	1.0
101060004	0.0	0.0
100421495	0.0	0.0
100421496	0.0	0.0
351449	0.0	0.0
107126294	0.0	0.0
147965	1487.0	1849.0
147968	35.0	82.0
107126289	0.0	0.0
107126287	0.0	1.0
101060039	0.0	2.0
121360	0.0	0.0
101060032	42.0	5.0
135924	0.0	0.0
135927	2.0	1.0
121355	3.0	28.0
147906	206.0	226.0
135932	1905.0	1352.0
101060045	2.0	0.0
135935	0.0	0.0
101060040	0.0	0.0
147912	1165.0	640.0
135942	0.0	0.0
135941	0.0	0.0
121340	13.0	58.0
135946	0.0	0.0
135948	0.0	0.0
104326190	0.0	0.0
104326191	4.0	3.0
147923	624.0	265.0
147920	0.0	537.0
147929	183.0	145.0
104326192	2.0	0.0
104326193	0.0	1.0
375444	110.0	153.0
104326189	1.0	1.0
101060020	0.0	0.0
375449	1730.0	872.0
104326188	0.0	0.0
121328	15.0	0.0
91653	1733.0	782.0
389762	0.0	0.0
351143	0.0	0.0
389761	0.0	0.0
390756	0.0	0.0
27087	230.0	5245.0
27085	89.0	69.0
27086	2363.0	2395.0
389756	1.0	0.0
147429	50.0	5.0
27089	6003.0	14335.0
91646	10.0	8.0
91647	1063.0	942.0
642968	0.0	0.0
135458	13.0	5.0
390766	0.0	1.0
27098	694.0	39.0
27099	3.0	0.0
27097	1467.0	1050.0
389741	204.0	204.0
27090	648.0	1256.0
27091	0.0	1.0
27094	76.0	70.0
27095	5472.0	9279.0
27092	9.0	426.0
642976	0.0	4.0
400629	2.0	1.0
27093	1.0	0.0
160428	354.0	161.0
375133	299.0	165.0
387122	0.0	0.0
390730	2.0	3.0
390732	0.0	0.0
390735	0.0	0.0
387119	419.0	103.0
27063	134.0	4.0
387117	0.0	0.0
27069	13769.0	10518.0
400612	6.0	6.0
27067	1641.0	1435.0
27068	3980.0	6198.0
221908	915.0	2351.0
341799	0.0	0.0
400619	9.0	1034.0
642987	490.0	236.0
400618	143.0	29.0
400617	53.0	309.0
64065	3967.0	46484.0
91662	5.0	29.0
91663	6993.0	2451.0
64064	34.0	3.0
64067	402.0	506.0
64066	4.0	1.0
91661	466.0	249.0
91664	426.0	221.0
147463	156.0	27.0
387111	5.0	5.0
27076	29.0	64.0
390748	1.0	0.0
27077	2323.0	1271.0
400604	211.0	211.0
27074	33.0	808.0
27075	2878.0	4537.0
389766	4.0	4.0
387103	61.0	198.0
387104	10.0	7.0
27079	660.0	581.0
389763	0.0	0.0
341784	3.0	0.0
642996	0.0	3.0
27072	3032.0	4143.0
160419	1.0	0.0
64061	6351.0	3325.0
400609	0.0	0.0
160418	977.0	954.0
64063	340.0	3635.0
27071	18.0	263.0
64062	2823.0	2190.0
91695	310.0	433.0
100313772	0.0	0.0
100313773	0.0	0.0
64078	13.0	438.0
100313770	0.0	0.0
64077	2859.0	1805.0
91694	3044.0	1065.0
100313771	0.0	0.0
390790	0.0	0.0
221927	2941.0	4940.0
390792	0.0	1.0
400680	4.0	17.0
27043	3159.0	4288.0
27044	13543.0	15260.0
27042	1174.0	1506.0
389799	5.0	1.0
100313778	0.0	0.0
100313779	0.0	0.0
64072	273.0	281.0
100313777	0.0	0.0
27040	12.0	29.0
100313774	0.0	0.0
64073	364.0	9142.0
64087	7167.0	4883.0
221914	3.0	26.0
64089	898.0	807.0
100313781	0.0	0.0
91683	13.0	20219.0
91689	4696.0	5974.0
100313780	0.0	0.0
245908	0.0	0.0
91687	179.0	179.0
245909	0.0	0.0
400673	322.0	291.0
389792	398.0	3891.0
389791	13.0	33.0
387129	0.0	1.0
400668	2.0	14.0
389787	29.0	33.0
64081	305.0	354.0
64080	928.0	1011.0
64083	5820.0	6743.0
64084	313.0	71.0
64098	90.0	607.0
64097	1448.0	694.0
400660	75.0	46.0
8909	29.0	36.0
27022	5.0	0.0
8907	2078.0	2941.0
341757	1.0	0.0
400658	18.0	17.0
8908	202.0	108.0
147407	1.0	0.0
27020	7899.0	10245.0
400657	736.0	370.0
27023	0.0	1.0
400654	0.0	0.0
64090	1.0	0.0
64092	34.0	241.0
64091	354.0	271.0
8900	13.0	1032.0
64094	29902.0	740.0
8905	790.0	990.0
147409	0.0	0.0
64093	233.0	476.0
8906	1138.0	1575.0
