id	a77ce22e-2de2-40d0-a02d-2da4135a891a	2703db89-10c9-4e4e-b5de-1dd8d98868a6
100271447	3.0	5.0
100271449	1.0	0.0
100271444	5.0	2.0
100271445	0.0	0.0
81285	8.0	4.0
81282	0.0	0.0
197350	33.0	13.0
246720	9.0	3.0
401399	21.0	16.0
401398	57.0	141.0
246721	0.0	0.0
220134	23.0	45.0
401397	3902.0	3896.0
246723	9.0	7.0
220136	231.0	279.0
401393	0.0	0.0
100271437	0.0	0.0
100271439	0.0	2.0
100271438	2.0	0.0
100271433	0.0	0.0
100271435	0.0	1.0
100271434	0.0	0.0
197342	520.0	205.0
246731	4.0	2.0
401387	1.0	2.0
100271419	0.0	0.0
102724127	0.0	0.0
246737	32.0	62.0
100271420	0.0	0.0
197358	479.0	220.0
199990	3373.0	1692.0
246785	36.0	55.0
105664404	0.0	0.0
100271408	0.0	0.0
100271407	0.0	0.0
440970	0.0	0.0
220158	3.0	0.0
283726	129.0	65.0
100271414	0.0	0.0
100887075	3.0	2.0
439990	27.0	46.0
100271411	0.0	1.0
100271410	0.0	0.0
220164	295.0	58.0
100271413	0.0	0.0
197320	480.0	1073.0
439996	6.0	3.0
100887074	0.0	0.0
439992	61.0	77.0
100887073	0.0	0.0
197322	1677.0	1531.0
439994	71.0	188.0
102724105	747.0	203.0
220147	0.0	0.0
100271404	0.0	0.0
100887067	34.0	13.0
102724101	0.0	0.0
100271406	0.0	0.0
100271405	46.0	19.0
100271400	0.0	0.0
283711	0.0	0.0
100271402	0.0	0.0
197331	6.0	12.0
197335	1670.0	1100.0
440993	1971.0	826.0
440992	204.0	44.0
161394	158.0	356.0
199964	16.0	23.0
8000	1.0	1.0
8001	0.0	1.0
246777	76.0	531.0
246778	16.0	1.0
606495	136.0	265.0
199974	0.0	0.0
8013	1507.0	797.0
22911	427.0	933.0
439949	753.0	1041.0
22913	16935.0	18344.0
643421	0.0	1.0
22914	80.0	2.0
22915	5125.0	450.0
439945	0.0	0.0
22916	4091.0	3961.0
731605	3.0	4.0
22917	1.0	9.0
10929	3866.0	3860.0
10928	2096.0	3547.0
56252	2231.0	4974.0
56253	109.0	5.0
401331	226.0	94.0
81207	0.0	0.0
83869	0.0	0.0
81208	0.0	0.0
81209	0.0	0.0
83877	2382.0	2598.0
56259	2356.0	2989.0
83876	489.0	1265.0
81215	0.0	0.0
83879	30.0	48.0
10934	1.0	1.0
83878	459.0	211.0
283768	6.0	0.0
10933	7377.0	8209.0
10936	35.0	148.0
56254	1922.0	4130.0
83873	118.0	1769.0
256148	0.0	0.0
81210	0.0	2.0
283767	0.0	0.0
56255	3423.0	9984.0
83872	599.0	1934.0
10935	9538.0	16081.0
81211	0.0	0.0
56256	490.0	773.0
10938	4792.0	6463.0
83875	347.0	465.0
83874	903.0	799.0
56257	6100.0	8161.0
22907	3416.0	5599.0
643414	0.0	0.0
439953	16.0	21.0
22908	2779.0	4810.0
83871	4670.0	4815.0
22909	723.0	2192.0
283761	0.0	0.0
439954	4.0	1.0
643418	4.0	3.0
10930	11.0	8.0
439950	0.0	0.0
22921	3744.0	3256.0
8022	0.0	1.0
440926	156.0	82.0
22924	1036.0	1450.0
440925	6.0	18.0
8028	1510.0	3337.0
22925	8722.0	11101.0
8029	1504.0	1334.0
22926	1695.0	4341.0
439934	0.0	0.0
22927	1350.0	3283.0
8027	907.0	2143.0
22928	3481.0	5024.0
439936	3.0	197.0
56261	2589.0	3863.0
56262	2654.0	4696.0
10939	1884.0	6016.0
401321	200.0	230.0
8021	3527.0	3928.0
83858	1093.0	386.0
22920	1431.0	2021.0
56260	511.0	141.0
10943	1134.0	1557.0
56269	2.0	0.0
83866	0.0	0.0
81203	0.0	0.0
10942	17.0	14.0
81204	0.0	0.0
10945	17990.0	16071.0
83868	0.0	0.0
81205	0.0	0.0
10944	5054.0	9909.0
83867	0.0	0.0
10947	814.0	2154.0
56265	213.0	672.0
83862	2120.0	5187.0
401316	3.0	77.0
83861	1339.0	2238.0
283755	8.0	7.0
10946	2705.0	3586.0
56267	1364.0	1706.0
10949	7589.0	10943.0
81201	0.0	0.0
10948	2260.0	4368.0
256158	690.0	38.0
83863	0.0	0.0
81202	0.0	0.0
22918	1741.0	3653.0
22919	4534.0	10889.0
439941	0.0	1.0
83860	875.0	1300.0
8019	1314.0	1998.0
10941	0.0	0.0
643427	6.0	38.0
10940	246.0	234.0
8036	3103.0	5301.0
8034	971.0	2322.0
440957	1865.0	1507.0
440956	0.0	0.0
440955	0.0	0.0
8038	32.0	19.0
10907	2260.0	3184.0
10906	1463.0	3027.0
440952	139.0	146.0
10908	3048.0	6624.0
93210	6067.0	5805.0
8031	6150.0	20351.0
256130	0.0	0.0
56270	3218.0	6000.0
56271	7235.0	5267.0
8030	3618.0	8004.0
10910	2991.0	2511.0
83899	0.0	0.0
81236	0.0	0.0
283748	2.0	1.0
10912	377.0	596.0
283747	1.0	4.0
10911	18.0	1.0
10914	6915.0	8901.0
256126	63.0	50.0
83895	0.0	0.0
10913	0.0	0.0
83894	0.0	6.0
10916	16490.0	17099.0
83897	0.0	0.0
401303	110.0	201.0
10915	2138.0	1640.0
283742	1483.0	1948.0
83896	0.0	0.0
83891	934.0	2235.0
83890	33.0	57.0
83893	0.0	0.0
81230	0.0	0.0
83892	5321.0	6280.0
22900	2917.0	2021.0
93202	0.0	0.0
22901	403.0	1595.0
22902	3835.0	3386.0
8045	1143.0	813.0
22903	1386.0	5362.0
22904	1792.0	3419.0
22905	1616.0	1550.0
8048	0.0	1.0
440944	1154.0	583.0
22906	6127.0	6831.0
256144	0.0	0.0
10917	0.0	1.0
10919	3622.0	3719.0
83888	31.0	50.0
10921	5313.0	4234.0
283738	0.0	0.0
83887	0.0	0.0
10920	1888.0	3189.0
81226	0.0	0.0
10923	5853.0	4398.0
10922	5346.0	6322.0
83889	79.0	34.0
81228	0.0	0.0
83884	5.0	1.0
56287	0.0	0.0
81221	0.0	0.0
56288	1353.0	5236.0
10924	794.0	661.0
10927	6846.0	7501.0
83886	65.0	9.0
81223	0.0	0.0
10926	288.0	541.0
81224	0.0	0.0
643447	11.0	3.0
643445	0.0	0.0
83882	159.0	82.0
83881	4.0	4.0
439965	11.0	4.0
643446	3.0	15.0
93233	108.0	118.0
256190	0.0	0.0
112401	0.0	1.0
106481976	0.0	0.0
8050	1080.0	1998.0
106481977	0.0	0.0
106481974	0.0	0.0
401375	18.0	11.0
106481975	0.0	0.0
106481978	2.0	0.0
106481979	0.0	0.0
106481980	6.0	2.0
100271499	0.0	0.0
100271498	0.0	0.0
106481981	0.0	0.0
100271495	3.0	0.0
643459	17.0	11.0
81251	0.0	0.0
100271491	0.0	3.0
100271493	1.0	3.0
643470	0.0	0.0
643471	1.0	0.0
8061	134.0	109.0
8065	1414.0	3577.0
81248	0.0	0.0
10901	791.0	635.0
10900	149.0	650.0
10903	166.0	90.0
81243	0.0	0.0
10902	2640.0	2747.0
81244	0.0	0.0
100271487	6.0	4.0
10905	2558.0	4930.0
10904	5123.0	8348.0
81246	0.0	0.0
283796	5.0	9.0
100271483	0.0	0.0
81240	0.0	0.0
342574	75.0	1.0
100271486	0.0	0.0
100271485	0.0	1.0
81242	0.0	0.0
100271480	0.0	0.0
100271481	1.0	0.0
8079	13888.0	15386.0
440917	14.0	22.0
439927	1.0	0.0
440915	2.0	3.0
8078	2718.0	7077.0
643486	0.0	0.0
106481954	0.0	0.0
106481955	0.0	3.0
106481952	0.0	0.0
106481953	0.0	0.0
106481958	0.0	1.0
8076	1373.0	5.0
106481959	0.0	0.0
8073	9563.0	14310.0
106481956	1.0	2.0
8074	0.0	0.0
106481957	0.0	0.0
106481961	0.0	0.0
100271477	0.0	0.0
100271476	21.0	5.0
106481962	0.0	1.0
81278	0.0	0.0
100271478	0.0	0.0
106481960	0.0	0.0
439931	232.0	116.0
100271472	0.0	0.0
81274	0.0	0.0
100271474	0.0	0.0
643479	4.0	1.0
81270	2.0	0.0
100271470	0.0	0.0
440905	0.0	0.0
439916	0.0	0.0
8089	422.0	1158.0
440902	2.0	5.0
643499	2.0	1.0
439915	0.0	0.0
440900	6.0	0.0
8082	1197.0	1957.0
106481965	1.0	0.0
106481966	18.0	12.0
106481963	0.0	0.0
106481964	0.0	0.0
8086	3022.0	2532.0
106481969	0.0	0.0
8087	5292.0	6369.0
106481967	2.0	3.0
8085	3812.0	7683.0
106481968	0.0	0.0
102724167	0.0	5.0
100271469	0.0	0.0
100271466	0.0	0.0
106481972	0.0	0.0
283777	0.0	2.0
401337	0.0	0.0
106481973	0.0	0.0
100271465	0.0	2.0
106481970	0.0	0.0
401335	0.0	2.0
100271467	2.0	1.0
106481971	0.0	0.0
100271462	0.0	0.0
81261	0.0	1.0
100271461	0.0	1.0
100271464	0.0	0.0
439921	10431.0	9750.0
81264	0.0	0.0
100271460	12.0	5.0
731688	4.0	20.0
728034	0.0	0.0
8099	2262.0	2498.0
106481938	0.0	0.0
106481939	0.0	0.0
728036	0.0	0.0
106481932	0.0	0.0
106481933	0.0	0.0
8091	3.0	35.0
106481930	0.0	0.0
8092	3.0	0.0
106481931	0.0	0.0
106481936	0.0	0.0
728039	66.0	30.0
106481937	0.0	0.0
106481934	0.0	0.0
106481935	0.0	0.0
56413	58.0	23.0
106481940	0.0	0.0
283365	0.0	0.0
100126596	0.0	0.0
728023	11.0	11.0
106481949	0.0	0.0
728022	0.0	0.0
106481943	0.0	0.0
106481944	0.0	0.0
106481941	0.0	0.0
106481942	0.0	0.0
106481947	0.0	0.0
106481948	0.0	0.0
106481945	0.0	0.0
106481946	0.0	0.0
106481950	0.0	1.0
106481951	0.0	0.0
283358	540.0	1489.0
344838	0.0	0.0
106481918	0.0	0.0
106481919	2.0	10.0
106481916	0.0	0.0
106481917	0.0	0.0
572558	33.0	1.0
106481910	0.0	0.0
106481911	2.0	1.0
106481914	0.0	0.0
106481915	0.0	0.0
106481912	3.0	0.0
106481913	0.0	0.0
283349	982.0	1138.0
100126572	0.0	1.0
106481929	11.0	0.0
728045	0.0	0.0
106481927	0.0	0.0
106481928	0.0	0.0
728047	16.0	30.0
728042	0.0	0.0
106481921	8.0	1.0
106481922	0.0	0.0
767606	0.0	0.0
767609	0.0	0.0
106481920	0.0	0.0
767608	0.0	0.0
767603	0.0	0.0
106481925	0.0	0.0
728049	0.0	0.0
106481926	0.0	0.0
767605	0.0	0.0
106481923	5.0	2.0
767604	0.0	0.0
106481924	0.0	1.0
767610	0.0	0.0
101234261	0.0	0.0
101234262	24.0	8.0
767612	0.0	0.0
767611	0.0	0.0
283337	1634.0	3330.0
344813	0.0	1.0
114548	167.0	120.0
81406	1.0	0.0
81407	0.0	0.0
344807	0.0	0.0
126526	1270.0	1224.0
767600	0.0	0.0
344805	23.0	20.0
106481907	4.0	0.0
106481908	0.0	0.0
106481905	0.0	0.0
731656	26.0	3.0
102800446	0.0	0.0
106481906	0.0	0.0
106481909	0.0	0.0
126520	2.0	1.0
106481900	0.0	0.0
106481903	0.0	0.0
106481904	0.0	0.0
106481901	0.0	0.0
106481902	0.0	0.0
283398	10.0	22.0
728013	126.0	51.0
283392	11.0	2.0
728012	0.0	0.0
728015	6.0	4.0
728010	2.0	0.0
81428	0.0	0.0
728019	2.0	2.0
56478	1355.0	2323.0
56479	423.0	1735.0
126506	0.0	0.0
56474	1317.0	1878.0
81430	0.0	1.0
56475	68.0	113.0
81431	0.0	0.0
56476	0.0	1.0
56477	2084.0	2490.0
93408	0.0	2.0
283385	188.0	119.0
283383	755.0	1674.0
728005	44.0	5.0
81419	2.0	0.0
81421	0.0	0.0
283377	1277.0	1706.0
643401	0.0	86.0
283375	7.0	8.0
283373	1824.0	4973.0
151525	1035.0	1873.0
126567	126.0	56.0
391211	0.0	0.0
151534	165.0	34.0
151531	13.0	30.0
114569	8597.0	14166.0
126549	23.0	10.0
114571	0.0	1.0
100527978	39.0	30.0
126541	0.0	0.0
126536	0.0	1.0
151556	799.0	2245.0
391242	0.0	0.0
728075	0.0	0.0
440699	3.0	0.0
440695	3.0	0.0
728072	0.0	0.0
100527960	115.0	32.0
391253	0.0	0.0
728064	0.0	0.0
100527963	92.0	47.0
728066	1.0	3.0
440689	43.0	9.0
391257	0.0	0.0
391256	18.0	12.0
440686	0.0	0.0
728062	0.0	0.0
728097	0.0	0.0
728096	0.0	0.0
151507	23.0	37.0
728090	0.0	0.0
728088	7.0	16.0
100527943	0.0	2.0
114599	5.0	2.0
126581	0.0	0.0
151516	83.0	34.0
728082	0.0	0.0
100527945	0.0	0.0
728081	0.0	0.0
100527946	2.0	4.0
100527947	0.0	0.0
100527948	0.0	1.0
100527949	0.0	0.0
643384	1.0	1.0
391160	6.0	0.0
643382	55.0	8.0
391162	0.0	0.0
692312	1.0	1.0
163479	0.0	0.0
391169	0.0	0.0
100271332	3.0	0.0
391171	0.0	0.0
391174	1.0	2.0
643394	1.0	1.0
391175	0.0	1.0
391179	0.0	2.0
93380	629.0	5415.0
100271323	0.0	5.0
100271322	0.0	1.0
100271325	7.0	6.0
100271321	0.0	0.0
401036	2.0	1.0
440672	0.0	0.0
100271316	0.0	0.0
100271317	0.0	0.0
401027	3.0	0.0
391155	0.0	0.0
401024	175.0	117.0
163486	1327.0	1098.0
401022	98.0	56.0
425054	17.0	1.0
425057	0.0	0.0
100271305	2.0	0.0
100271304	0.0	0.0
100271300	17.0	7.0
401018	1.0	0.0
100271303	5.0	3.0
100271302	0.0	0.0
401093	130.0	35.0
401097	44.0	14.0
151449	18.0	76.0
401082	0.0	0.0
8100	1421.0	2011.0
440606	0.0	3.0
8106	9287.0	3163.0
440603	31.0	1.0
401089	1.0	1.0
391183	0.0	0.0
8110	47.0	29.0
8111	194.0	20.0
391189	9.0	8.0
8115	24.0	0.0
401074	58.0	33.0
222484	576.0	1508.0
391190	0.0	0.0
391192	0.0	3.0
391191	3.0	0.0
391194	0.0	0.0
8123	61.0	221.0
391196	0.0	0.0
391195	6.0	4.0
8128	24.0	246.0
8125	4600.0	3931.0
401067	0.0	0.0
8120	352.0	1197.0
151477	40.0	61.0
151473	179.0	385.0
643300	6.0	30.0
645962	0.0	0.0
8139	737.0	637.0
645961	0.0	0.0
106481899	0.0	0.0
106481897	1.0	0.0
106481898	0.0	0.0
81328	0.0	0.0
8131	2695.0	2974.0
81329	0.0	0.0
83998	14.0	0.0
81336	0.0	0.0
83999	0.0	0.0
81331	0.0	0.0
283404	4.0	3.0
283403	0.0	2.0
83990	21.0	55.0
83992	967.0	3117.0
645954	26.0	42.0
81330	0.0	0.0
645958	145.0	183.0
645957	5.0	3.0
645974	0.0	4.0
643311	0.0	0.0
645973	0.0	0.0
643310	8.0	17.0
8148	7151.0	7097.0
222487	337.0	26.0
81318	0.0	0.0
8140	326.0	818.0
83987	1654.0	99.0
81324	0.0	0.0
83986	5791.0	3931.0
81325	0.0	0.0
83989	1353.0	2950.0
83988	586.0	218.0
81327	0.0	0.0
83983	69.0	170.0
81320	0.0	0.0
83982	1263.0	538.0
83985	67.0	168.0
81322	0.0	0.0
643308	0.0	11.0
643309	5.0	6.0
645968	54.0	25.0
645980	0.0	2.0
100271390	0.0	4.0
106481877	0.0	0.0
106481878	0.0	0.0
106481875	0.0	0.0
106481876	0.0	0.0
8153	811.0	3716.0
106481879	0.0	0.0
106481880	0.0	0.0
106481881	4.0	0.0
81358	0.0	2.0
81353	5.0	5.0
106481884	0.0	0.0
100271399	0.0	1.0
81354	0.0	0.0
106481885	0.0	0.0
106481882	0.0	0.0
106481883	0.0	0.0
81356	0.0	0.0
81352	0.0	3.0
100271392	9.0	13.0
100271391	0.0	0.0
100271394	0.0	1.0
100271393	0.0	0.0
645979	6.0	6.0
93323	366.0	247.0
8165	3937.0	14232.0
645996	86.0	104.0
645993	0.0	0.0
106481888	0.0	0.0
106481889	0.0	0.0
106481886	0.0	0.0
106481887	0.0	0.0
8161	1169.0	1226.0
106481891	5.0	3.0
106481892	0.0	0.0
106481890	0.0	0.0
106481895	0.0	0.0
81342	0.0	1.0
106481896	0.0	0.0
100271388	0.0	0.0
81343	0.0	1.0
106481893	0.0	0.0
106481894	0.0	0.0
81345	0.0	0.0
100271385	0.0	0.0
100271384	0.0	0.0
100271387	0.0	0.0
81340	0.0	0.0
81341	0.0	0.0
100271386	3.0	4.0
100271381	0.0	0.0
100271380	0.0	0.0
643329	0.0	1.0
8178	786.0	955.0
344892	0.0	0.0
643343	26.0	46.0
8170	23.0	4.0
106481855	0.0	0.0
401014	163.0	8.0
106481856	0.0	0.0
106481853	0.0	0.0
106481854	0.0	0.0
8174	82.0	15.0
106481859	2.0	0.0
8175	8071.0	3670.0
106481857	0.0	0.0
106481858	1.0	0.0
100271378	0.0	0.0
106481862	0.0	0.0
401007	0.0	0.0
106481863	0.0	0.0
283446	54.0	30.0
106481860	0.0	0.0
81377	0.0	0.0
106481861	0.0	0.0
643338	73.0	35.0
645998	0.0	0.0
643336	0.0	2.0
100271371	0.0	0.0
8189	6418.0	7565.0
8187	188.0	528.0
93343	4707.0	5868.0
93349	528.0	195.0
643353	1.0	0.0
106481866	11.0	5.0
106481867	0.0	0.0
106481864	0.0	0.0
106481865	1.0	0.0
106481868	0.0	0.0
106481869	0.0	0.0
106481870	0.0	0.0
106481873	0.0	0.0
100271367	10.0	0.0
106481874	0.0	0.0
106481871	0.0	1.0
81366	0.0	0.0
106481872	0.0	0.0
100271363	1.0	0.0
283432	1.0	0.0
283431	96.0	54.0
100271364	4.0	2.0
81363	2.0	1.0
344875	0.0	1.0
100271360	0.0	0.0
93377	0.0	2.0
106481839	0.0	0.0
643365	5.0	8.0
8192	2224.0	4460.0
106481833	8.0	0.0
8193	8.0	6.0
106481834	0.0	0.0
106481831	0.0	0.0
8190	4.0	2.0
106481832	0.0	0.0
106481837	0.0	3.0
106481838	0.0	0.0
106481835	0.0	0.0
8195	1753.0	5396.0
106481836	0.0	0.0
106481840	1.0	0.0
106481841	0.0	0.0
100271358	3.0	2.0
81399	0.0	0.0
283422	4.0	1.0
344866	6.0	6.0
100271351	0.0	0.0
283420	175.0	34.0
100271354	0.0	0.0
81390	0.0	0.0
81392	0.0	0.0
643376	2.0	6.0
106481844	0.0	0.0
106481845	0.0	0.0
106481842	3.0	0.0
106481843	1.0	0.0
106481848	0.0	0.0
106481849	0.0	0.0
106481846	0.0	0.0
100307126	104.0	24.0
106481847	0.0	0.0
100271349	1.0	2.0
283417	2567.0	1495.0
283416	177.0	54.0
106481851	0.0	1.0
106481852	0.0	0.0
100271344	0.0	0.0
283412	23.0	12.0
106481850	8.0	4.0
81382	0.0	0.0
81383	9.0	2.0
100271343	9.0	17.0
106481819	0.0	0.0
283491	0.0	0.0
106481817	0.0	1.0
106481818	0.0	0.0
106481811	0.0	0.0
106481812	0.0	0.0
106481810	0.0	0.0
106481815	0.0	0.0
106481816	0.0	0.0
106481813	0.0	0.0
106481814	0.0	0.0
283489	709.0	1405.0
283487	47.0	43.0
283486	1.0	0.0
283483	0.0	0.0
283481	357.0	198.0
283480	0.0	2.0
106481828	0.0	1.0
106481829	0.0	0.0
728143	0.0	0.0
106481822	0.0	0.0
106481823	0.0	0.0
106481820	0.0	0.0
106481821	4.0	0.0
106481826	0.0	3.0
106481827	2.0	2.0
106481824	0.0	2.0
106481825	0.0	1.0
56547	0.0	0.0
106481830	0.0	0.0
56548	415.0	555.0
283471	7.0	2.0
731789	1.0	1.0
728170	2.0	10.0
283464	1043.0	4477.0
283463	4.0	6.0
283461	0.0	0.0
283460	2.0	1.0
106481808	0.0	0.0
728167	1.0	8.0
106481809	0.0	0.0
106481806	0.0	0.0
728169	0.0	0.0
106481807	0.0	0.0
728162	2.0	1.0
106481800	0.0	0.0
106481801	0.0	0.0
106481804	0.0	0.0
106481805	4.0	1.0
106481802	2.0	0.0
106481803	0.0	0.0
81501	10.0	35.0
81502	9499.0	15912.0
283459	1387.0	2656.0
283458	38.0	20.0
283455	302.0	949.0
645900	0.0	0.0
283450	3913.0	9332.0
780776	142.0	22.0
728113	5.0	93.0
126410	13.0	1.0
728116	9.0	5.0
728115	0.0	2.0
728118	28.0	59.0
81533	1978.0	5141.0
126402	0.0	0.0
81532	2123.0	1778.0
645930	0.0	5.0
731779	0.0	0.0
728106	0.0	1.0
645922	0.0	1.0
645927	0.0	3.0
728134	2.0	23.0
474170	111.0	190.0
728130	77.0	95.0
645940	0.0	2.0
728132	0.0	0.0
728137	0.0	0.0
81555	1147.0	3283.0
81556	1410.0	2296.0
81557	1.0	0.0
81558	1993.0	2895.0
645939	0.0	0.0
81551	5.0	0.0
101055625	15.0	22.0
81552	1180.0	2135.0
81553	2252.0	7467.0
344905	81.0	44.0
81554	3696.0	5923.0
474167	8.0	18.0
81550	1741.0	1792.0
344901	9.0	0.0
645931	0.0	1.0
645950	6.0	2.0
728121	14.0	26.0
81537	961.0	1326.0
81539	4636.0	18037.0
728128	1.0	0.0
81544	618.0	327.0
81545	1299.0	2578.0
81542	1218.0	2368.0
81543	129.0	207.0
93517	489.0	400.0
474150	0.0	0.0
474152	0.0	0.0
474151	0.0	0.0
474149	0.0	0.0
474148	0.0	0.0
126433	241.0	1061.0
126432	909.0	1199.0
163404	0.0	0.0
138474	0.0	8.0
391365	0.0	0.0
391367	0.0	1.0
728192	1.0	0.0
728194	8.0	2.0
728190	449.0	813.0
391378	0.0	1.0
138412	1.0	12.0
138428	7.0	12.0
138429	42.0	14.0
391356	1780.0	862.0
391358	15.0	14.0
56521	57.0	31.0
391282	1.0	1.0
643263	0.0	0.0
643264	0.0	0.0
100271209	12.0	0.0
222537	5.0	95.0
163351	51.0	10.0
100271217	0.0	0.0
100271216	0.0	0.0
100271218	2.0	1.0
401164	8.0	2.0
100271206	0.0	2.0
100271207	0.0	2.0
100271201	0.0	0.0
100271204	1.0	2.0
391266	1.0	0.0
440799	0.0	1.0
391267	26.0	2.0
222553	112.0	306.0
391269	0.0	0.0
440795	0.0	0.0
401152	3921.0	6751.0
126393	3095.0	81.0
8200	50.0	26.0
8204	712.0	1622.0
8202	2000.0	4583.0
391276	0.0	0.0
391279	0.0	0.0
401145	114.0	262.0
222545	4.0	2.0
126382	923.0	1506.0
222546	0.0	0.0
606293	4.0	493.0
401138	0.0	0.0
401137	0.0	0.0
151393	294.0	224.0
692231	0.0	0.0
440738	10.0	347.0
692233	0.0	0.0
440737	96.0	53.0
8216	3074.0	2971.0
8214	899.0	954.0
440732	13.0	4.0
440730	1.0	34.0
222584	242.0	493.0
151325	0.0	0.0
8208	177.0	353.0
8209	3.0	5.0
8220	2038.0	1122.0
8226	983.0	2320.0
692223	0.0	0.0
8227	3093.0	2928.0
8224	29.0	21.0
692225	39.0	10.0
8225	2817.0	6622.0
692226	0.0	0.0
100381178	27.0	2.0
692227	13.0	13.0
692229	0.0	0.0
100310839	1.0	0.0
100310838	0.0	0.0
8218	796.0	1513.0
8233	1392.0	1065.0
692210	4.0	0.0
8237	9393.0	12340.0
401190	21.0	5.0
692212	6.0	6.0
692213	0.0	0.0
692214	0.0	0.0
440757	0.0	0.0
692215	0.0	0.0
106481798	0.0	0.0
106481799	0.0	0.0
8228	1879.0	4544.0
8242	5945.0	11381.0
8243	2284.0	10527.0
692201	0.0	0.0
692202	1.0	4.0
692203	0.0	0.0
692204	0.0	0.0
692205	13.0	2.0
692206	0.0	0.0
692207	2.0	0.0
692208	3.0	0.0
692209	0.0	0.0
8241	4786.0	4731.0
100310812	2.0	0.0
8239	5066.0	16930.0
151354	541.0	328.0
100271291	0.0	0.0
93432	1.0	4.0
100271290	0.0	1.0
645841	0.0	0.0
93436	2403.0	3219.0
645840	0.0	0.0
106481778	0.0	0.0
106481779	0.0	0.0
106481776	0.0	0.0
106481777	0.0	0.0
81449	0.0	0.0
8251	5.0	2.0
106481781	0.0	0.0
106481782	0.0	0.0
81458	0.0	0.0
106481780	5.0	0.0
106481785	0.0	0.0
106481786	0.0	1.0
106481783	0.0	0.0
283523	1.0	2.0
106481784	0.0	0.0
100310869	1.0	0.0
100271297	0.0	0.0
283521	2.0	8.0
100271296	0.0	0.0
645834	2.0	2.0
645832	0.0	0.0
100271293	0.0	0.0
100271292	0.0	0.0
100271295	0.0	1.0
645836	1.0	0.0
100271294	0.0	0.0
8266	1523.0	5374.0
93426	43.0	1.0
8269	432.0	1195.0
106481789	0.0	2.0
106481787	0.0	0.0
106481788	2.0	26.0
81439	1.0	0.0
8263	1001.0	1049.0
8260	2163.0	2404.0
283518	23.0	12.0
106481792	0.0	0.0
106481793	0.0	0.0
106481790	0.0	0.0
81448	0.0	0.0
106481791	0.0	0.0
283514	2.0	2.0
106481796	12.0	20.0
81442	0.0	0.0
106481797	0.0	0.0
106481794	0.0	0.0
106481795	3.0	0.0
100271286	4.0	3.0
645846	1.0	0.0
100271288	0.0	0.0
645843	0.0	0.0
81440	24.0	34.0
100271284	0.0	0.0
8277	7.0	4.0
645864	2.0	2.0
342374	2.0	1.0
440714	3.0	2.0
342372	6.0	3.0
342371	2278.0	3279.0
440712	255.0	51.0
106481756	0.0	0.0
8270	457.0	960.0
728218	0.0	0.0
106481757	0.0	0.0
106481754	0.0	0.0
106481755	0.0	0.0
8273	2147.0	2496.0
728215	45.0	56.0
106481758	0.0	0.0
106481759	0.0	0.0
283507	49.0	102.0
81479	0.0	0.0
100310849	0.0	1.0
106481760	0.0	0.0
100310846	11.0	51.0
106481763	0.0	0.0
81474	0.0	0.0
106481764	0.0	0.0
106481761	1.0	1.0
100310848	0.0	0.0
106481762	1.0	1.0
81470	0.0	0.0
100271274	1.0	1.0
100310841	0.0	2.0
81472	0.0	1.0
81473	0.0	0.0
100310840	120.0	94.0
100271273	0.0	0.0
645859	0.0	0.0
8288	3.0	10.0
8289	3426.0	9922.0
8287	2.0	0.0
643210	0.0	3.0
106481767	0.0	0.0
728207	4.0	2.0
106481768	1.0	0.0
106481765	0.0	0.0
106481766	0.0	0.0
8284	2.0	1.0
106481769	0.0	0.0
106481770	2.0	0.0
106481771	0.0	0.0
81469	0.0	0.0
106481774	0.0	0.0
100310857	0.0	0.0
106481775	6.0	6.0
100271267	4.0	0.0
100310856	0.0	0.0
106481772	0.0	0.0
81465	0.0	2.0
81466	0.0	0.0
106481773	5.0	0.0
100310853	0.0	1.0
100271263	0.0	0.0
100310855	1.0	0.0
81462	0.0	0.0
100271260	5.0	6.0
100271262	4.0	0.0
100310851	0.0	0.0
342358	0.0	3.0
342357	369.0	554.0
100310850	0.0	0.0
100271261	0.0	0.0
643220	17.0	9.0
643224	102.0	135.0
645884	0.0	0.0
8291	1558.0	2481.0
401136	0.0	0.0
106481734	5.0	24.0
8292	172.0	63.0
401135	0.0	1.0
106481735	12.0	7.0
106481732	0.0	3.0
8290	5.0	0.0
106481733	0.0	0.0
8295	2761.0	9526.0
106481738	0.0	0.0
93474	127.0	126.0
106481739	0.0	0.0
8293	1.0	8.0
106481736	0.0	0.0
106481737	0.0	1.0
8294	704.0	87.0
106481741	0.0	0.0
106481742	6.0	0.0
100271259	0.0	0.0
100271258	0.0	0.0
106481740	0.0	0.0
81492	765.0	154.0
100271253	7.0	0.0
645879	0.0	0.0
81493	65.0	381.0
81494	0.0	0.0
100271254	0.0	0.0
283562	0.0	0.0
81490	2484.0	5761.0
81491	57.0	115.0
342346	38.0	76.0
100271250	0.0	0.0
100873064	0.0	0.0
643232	0.0	1.0
100873065	0.0	22.0
106481745	0.0	0.0
401124	28.0	3.0
106481746	0.0	0.0
106481743	0.0	4.0
106481744	86.0	17.0
106481749	0.0	0.0
106481747	0.0	0.0
106481748	0.0	0.0
106481752	0.0	0.0
100271245	0.0	1.0
106481753	12.0	2.0
81486	0.0	0.0
81487	0.0	0.0
106481750	0.0	0.0
100271248	2.0	1.0
106481751	2.0	0.0
