id	397a5439-ee3e-455f-a29e-249bbfbc8d9a	15885333-ff39-4d59-a2a5-1aec4aaf3e00
115123	97.0	121.0
286333	15.0	4.0
286336	165.0	174.0
115106	1006.0	795.0
100306975	1.0	1.0
115111	74662.0	15111.0
286343	129.0	405.0
286348	0.0	0.0
646193	0.0	0.0
100886964	2986.0	2687.0
646192	23.0	23.0
646196	6.0	1.0
646195	3879.0	3874.0
100534599	0.0	1.0
130700	0.0	0.0
100306951	350.0	263.0
100534595	77.0	11.0
100132911	0.0	0.0
100534592	3.0	4.0
100534593	32.0	30.0
286362	0.0	0.0
100132916	1.0	0.0
100240709	1.0	6.0
129684	0.0	0.0
57180	594.0	300.0
129685	3541.0	2165.0
100240707	2.0	1.0
727982	0.0	1.0
57185	8819.0	8572.0
727987	0.0	0.0
57186	6577.0	4518.0
57187	4496.0	2544.0
57188	627.0	345.0
57181	4266.0	8027.0
94122	25.0	9.0
57182	2648.0	1041.0
727984	4.0	9.0
94121	1680.0	401.0
94120	4751.0	1391.0
57184	1016.0	1052.0
359795	0.0	0.0
359797	0.0	0.0
359798	0.0	0.0
359791	0.0	0.0
100009613	0.0	0.0
57189	5386.0	4204.0
359792	3.0	4.0
127018	1780.0	1452.0
359793	0.0	0.0
100240711	0.0	0.0
100240712	0.0	2.0
100240710	0.0	0.0
345258	0.0	0.0
100240713	0.0	0.0
94115	0.0	0.0
57190	13165.0	8504.0
727970	5.0	2.0
57191	160.0	67.0
166614	534.0	1002.0
57198	5171.0	1738.0
57192	1122.0	775.0
359799	0.0	0.0
57194	189.0	259.0
727969	0.0	0.0
84798	7025.0	1878.0
140004	0.0	0.0
84793	33.0	36.0
84792	2340.0	1206.0
84795	699.0	383.0
84791	1016.0	791.0
84790	2407.0	1547.0
154661	43.0	121.0
154664	403.0	580.0
166647	7576.0	2184.0
127003	7.0	2.0
127002	689.0	585.0
115019	365.0	489.0
100130396	2.0	2.0
102465429	0.0	0.0
102465428	0.0	0.0
142680	36.0	51.0
100130391	0.0	2.0
115024	6302.0	3314.0
142679	838.0	462.0
648729	1.0	0.0
142678	3346.0	2264.0
347894	0.0	0.0
102465436	0.0	0.0
94137	4.0	4.0
727991	16.0	18.0
102465435	0.0	0.0
102465434	0.0	0.0
102465433	0.0	0.0
102465432	0.0	0.0
648740	0.0	0.0
102465431	0.0	0.0
102465430	0.0	0.0
100130388	8.0	0.0
100130386	2.0	0.0
94134	4267.0	2482.0
100130384	0.0	0.0
100130383	0.0	0.0
102465438	0.0	0.0
102465437	0.0	0.0
142684	56.0	41.0
100129394	7.0	2.0
142683	10.0	1.0
142686	72.0	40.0
142685	0.0	0.0
152007	1640.0	488.0
152006	6380.0	3803.0
142689	21.0	15.0
140028	0.0	0.0
152002	1147.0	739.0
100129396	0.0	0.0
102465447	0.0	0.0
127062	0.0	0.0
102465446	0.0	0.0
345222	175.0	59.0
102465445	0.0	0.0
102465444	0.0	0.0
102465443	2.0	1.0
102465442	0.0	0.0
102465441	0.0	0.0
102465440	0.0	0.0
94162	1.0	0.0
127069	0.0	0.0
94161	2.0	1.0
100130376	0.0	0.0
94160	1.0	13.0
127068	0.0	0.0
127066	0.0	0.0
727940	0.0	0.0
727941	0.0	0.0
102465449	0.0	0.0
127064	0.0	0.0
102465448	0.0	0.0
100129382	0.0	0.0
727936	723.0	1140.0
100129385	40.0	2.0
100129387	938.0	663.0
102465458	0.0	0.0
102465457	0.0	2.0
94158	11.0	10.0
102465456	0.0	1.0
102465455	0.0	0.0
102465454	0.0	0.0
102465453	0.0	0.0
102465452	0.0	0.0
100130368	4.0	1.0
102465451	0.0	1.0
127059	0.0	0.0
94151	0.0	0.0
94150	0.0	0.0
100130361	0.0	0.0
100129370	0.0	0.0
102465450	0.0	0.0
646113	1.0	0.0
102465469	0.0	0.0
102465468	0.0	0.0
102465467	0.0	0.0
347862	5368.0	3985.0
102465466	0.0	0.0
102465465	0.0	0.0
100130359	0.0	0.0
102465464	0.0	0.0
102465463	13.0	8.0
646114	0.0	0.0
102465462	0.0	0.0
100009676	361.0	230.0
727964	0.0	0.0
100129361	2591.0	1800.0
102465461	0.0	0.0
102465460	0.0	0.0
646108	14.0	12.0
100129368	0.0	1.0
347853	3.0	4.0
102465479	0.0	0.0
102465478	0.0	2.0
102465477	0.0	0.0
102465476	0.0	0.0
100130348	60.0	37.0
102465475	0.0	0.0
102465474	0.0	0.0
102465473	0.0	0.0
727956	0.0	0.0
727957	11007.0	5768.0
100009667	0.0	1.0
100130342	0.0	0.0
100009668	2.0	0.0
101154753	0.0	0.0
100009669	0.0	0.0
102465472	0.0	0.0
100129355	0.0	0.0
102465471	0.0	0.0
102465470	0.0	0.0
100129357	61.0	32.0
100129351	0.0	0.0
100129354	20.0	5.0
102465489	0.0	0.0
102465488	1.0	0.0
100288726	0.0	0.0
102465487	0.0	0.0
102465486	0.0	0.0
102465485	1.0	1.0
102465484	0.0	0.0
164045	299.0	106.0
57105	43.0	756.0
57106	2070.0	1071.0
84726	12331.0	6511.0
57107	2489.0	2259.0
84725	576.0	343.0
57108	5.0	3.0
57101	30.0	102.0
84720	3557.0	2152.0
57102	1030.0	746.0
57103	137.0	239.0
84722	233.0	222.0
57104	4378.0	3628.0
102465483	0.0	0.0
102465482	0.0	0.0
102465481	0.0	0.0
102465480	0.0	0.0
57109	2180.0	1502.0
102465499	0.0	0.0
100288713	6.0	6.0
102465496	0.0	0.0
102465495	0.0	0.0
100288711	0.0	0.0
84709	30.0	20.0
57110	373.0	471.0
57111	6413.0	6152.0
84706	1355.0	606.0
84705	810.0	518.0
84708	2607.0	2917.0
84707	7929.0	4402.0
57116	4.0	1.0
57117	1647.0	1309.0
57118	6656.0	2778.0
57119	22.0	0.0
57113	0.0	4.0
57115	1.0	2.0
102465494	0.0	0.0
102465493	0.0	0.0
102465492	0.0	0.0
102465491	2.0	0.0
102465490	0.0	0.0
152065	0.0	1.0
100288702	0.0	0.0
57120	5030.0	3283.0
57121	88.0	910.0
57122	1999.0	923.0
201456	194.0	49.0
127086	0.0	2.0
57127	3.0	3.0
57128	1748.0	1874.0
57129	1689.0	1739.0
84747	8218.0	5401.0
57124	695.0	634.0
57125	164.0	831.0
57126	2.0	0.0
84740	10.0	4.0
152078	681.0	176.0
127074	0.0	0.0
57130	6690.0	4490.0
57132	8950.0	5431.0
84727	1626.0	1554.0
127077	0.0	0.0
84735	36.0	12.0
84734	307.0	712.0
57139	4907.0	5827.0
115098	3890.0	2591.0
201475	2184.0	1313.0
57134	8852.0	4165.0
57135	0.0	0.0
57136	38452.0	18059.0
84733	88.0	98.0
57142	13091.0	7743.0
57143	1174.0	770.0
57144	21.0	4.0
201477	0.0	0.0
57140	3391.0	3157.0
57149	2078.0	1962.0
84767	0.0	0.0
140032	0.0	0.0
84769	766.0	594.0
57146	2228.0	2411.0
57147	1475.0	840.0
84766	91.0	52.0
84765	716.0	323.0
57148	6187.0	4179.0
152015	78.0	65.0
57152	0.0	0.0
57153	18140.0	9907.0
166655	0.0	0.0
57154	1620.0	958.0
84749	1811.0	1262.0
57150	941.0	619.0
57151	0.0	0.0
84759	842.0	749.0
140043	0.0	0.0
57156	368.0	306.0
57157	1009.0	549.0
139060	1.0	1.0
84752	4584.0	3086.0
57158	62.0	483.0
57159	26.0	96.0
84750	725.0	336.0
152024	0.0	0.0
139067	0.0	0.0
139065	28.0	77.0
94104	1867.0	1430.0
94103	10714.0	14655.0
96764	1551.0	838.0
94107	3280.0	2221.0
57165	201.0	53.0
94101	2654.0	2963.0
57161	972.0	326.0
57162	381.0	464.0
57167	380.0	129.0
57168	157.0	122.0
57169	5167.0	3334.0
84787	354.0	343.0
57175	9225.0	7787.0
57176	2876.0	1386.0
57171	1016.0	621.0
57172	10.0	3.0
84779	0.0	0.0
57178	20776.0	9225.0
139081	2.0	5.0
84775	1018.0	441.0
57179	11072.0	9234.0
84777	101.0	90.0
84771	7.0	3.0
113655	1993.0	2137.0
732538	0.0	0.0
353323	0.0	0.0
353322	622.0	364.0
353324	2.0	0.0
100996279	0.0	1.0
149603	12440.0	13037.0
341333	0.0	0.0
343990	772.0	1938.0
353332	0.0	0.0
149620	0.0	0.0
353333	0.0	0.0
100996266	0.0	0.0
343981	0.0	0.0
162605	0.0	0.0
353345	4.0	55.0
84900	170.0	262.0
84902	2254.0	1156.0
149628	21.0	11.0
84901	1432.0	1045.0
341315	288.0	18.0
113622	45.0	24.0
353355	83.0	206.0
149643	6.0	2.0
150622	5.0	0.0
100852408	0.0	0.0
100852409	0.0	0.0
100852406	0.0	0.0
100852407	1.0	0.0
642513	1.0	0.0
100852405	0.0	0.0
642517	251.0	162.0
100852410	104.0	50.0
84919	7245.0	4597.0
84918	4227.0	4466.0
389322	37.0	45.0
390311	0.0	0.0
389320	1.0	0.0
390313	0.0	0.0
84915	76.0	67.0
84914	1031.0	577.0
497190	12.0	8.0
84916	3099.0	2305.0
84922	2122.0	1336.0
390318	0.0	0.0
84924	840.0	442.0
84923	997.0	812.0
84920	319.0	165.0
123016	3631.0	1688.0
497189	1.0	6.0
642521	0.0	0.0
390320	0.0	0.0
84908	2944.0	2486.0
390321	0.0	0.0
353376	5.0	4.0
390322	0.0	0.0
390323	0.0	0.0
654502	0.0	0.0
84909	2216.0	1956.0
390324	0.0	0.0
654503	0.0	0.0
84904	43.0	44.0
654504	0.0	0.0
390326	0.0	0.0
654505	0.0	0.0
390327	0.0	0.0
654506	33.0	5.0
84905	435.0	304.0
84911	476.0	366.0
390329	0.0	0.0
84910	2519.0	2306.0
84913	15902.0	6041.0
84912	966.0	877.0
113691	35.0	14.0
642538	0.0	0.0
113675	5055.0	3469.0
84937	3400.0	2596.0
84936	1548.0	1656.0
84939	3332.0	1786.0
84938	1401.0	774.0
84944	3.0	4.0
57325	2599.0	1358.0
57326	34249.0	45536.0
84946	1221.0	881.0
84945	1664.0	1088.0
84940	1194.0	1442.0
389336	0.0	4.0
389337	488.0	144.0
84942	505.0	366.0
84941	327.0	413.0
642546	0.0	1.0
343930	0.0	0.0
84929	1.0	4.0
389333	114.0	378.0
84926	12427.0	11568.0
84925	1596.0	1101.0
84928	2608.0	1245.0
57336	563.0	327.0
84933	300.0	269.0
84932	1997.0	1310.0
57337	2065.0	1609.0
84935	285.0	192.0
57338	27.0	13.0
84934	1752.0	1455.0
57332	345.0	388.0
57333	536.0	227.0
84931	0.0	0.0
84930	825.0	462.0
57335	408.0	209.0
103752554	0.0	0.0
103752555	0.0	0.0
642559	16.0	9.0
390352	1.0	2.0
390354	282.0	292.0
389362	1753.0	1080.0
150677	5802.0	5085.0
150678	3096.0	2981.0
377381	171.0	185.0
162655	407.0	124.0
390363	2.0	0.0
147040	2856.0	1577.0
343901	0.0	0.0
149699	0.0	0.0
150684	1968.0	1748.0
150681	0.0	0.0
159013	2728.0	1811.0
221504	0.0	0.0
103752581	0.0	0.0
389386	0.0	0.0
389383	3.0	3.0
389384	0.0	0.0
123041	16.0	12.0
162681	147.0	69.0
123036	2491.0	1164.0
103752587	0.0	3.0
150696	5868.0	5803.0
103752588	13.0	2.0
103752589	0.0	0.0
103752583	0.0	0.0
103752584	71.0	53.0
103752585	2.0	0.0
103752586	1.0	1.0
390340	0.0	0.0
389376	14.0	30.0
221527	487.0	278.0
390394	1.0	4.0
149647	0.0	0.0
389396	0.0	0.0
123099	714.0	812.0
389395	0.0	1.0
123096	35147.0	30454.0
137682	1204.0	863.0
390378	0.0	0.0
221545	1235.0	1155.0
221547	4.0	1.0
147011	42.0	24.0
147007	1247.0	969.0
100996295	7.0	0.0
137695	1230.0	1025.0
162632	1.0	1.0
149685	203.0	113.0
100135063	0.0	0.0
100135064	0.0	0.0
147015	251.0	168.0
100996280	0.0	0.0
94240	227.0	334.0
94241	1727.0	1666.0
94236	0.0	0.0
94235	0.0	0.0
94234	536.0	496.0
94239	11832.0	7247.0
94233	6.0	33.0
390294	1.0	0.0
390297	0.0	1.0
390298	0.0	1.0
221584	54.0	35.0
150590	428.0	375.0
94274	141.0	164.0
94298	0.0	0.0
94297	0.0	0.0
414768	0.0	0.0
642451	3.0	11.0
414766	36.0	16.0
414767	0.0	1.0
654434	839.0	480.0
400123	0.0	0.0
400121	0.0	0.0
57221	1064.0	1225.0
84838	3824.0	2011.0
400120	838.0	176.0
84837	512.0	398.0
84839	0.0	0.0
57226	4629.0	3144.0
84844	1473.0	976.0
84847	0.0	1.0
57228	185.0	181.0
57222	18122.0	11669.0
402779	0.0	0.0
402778	23.0	50.0
57223	8279.0	4402.0
57224	248.0	223.0
84842	112.0	37.0
414776	0.0	0.0
642446	0.0	0.0
414771	0.0	0.0
642448	0.0	6.0
642461	0.0	0.0
642460	0.0	0.0
414777	2879.0	1783.0
414778	35.0	20.0
57231	5005.0	4577.0
400110	2.0	223.0
57232	518.0	336.0
654427	4.0	4.0
84826	0.0	0.0
654429	8.0	2.0
84833	3301.0	4005.0
84836	9800.0	9555.0
84830	27.0	78.0
57234	94.0	77.0
84832	0.0	0.0
654433	1021.0	343.0
9001	443.0	51.0
9002	867.0	2205.0
642475	108.0	240.0
84859	2004.0	1182.0
84867	21.0	71.0
84866	2992.0	2020.0
84869	2833.0	2229.0
84868	43.0	164.0
654463	271.0	18.0
84865	388.0	213.0
84864	5881.0	4644.0
84861	3586.0	2798.0
9014	867.0	637.0
9015	330.0	139.0
9013	2927.0	1606.0
9019	6067.0	3077.0
9016	599.0	375.0
341392	0.0	0.0
84848	394.0	566.0
84856	23.0	4.0
84858	777.0	312.0
84852	390.0	280.0
102725176	0.0	0.0
84851	1290.0	821.0
642477	0.0	0.0
84850	15.0	1.0
105376946	0.0	0.0
9025	1176.0	835.0
9026	3240.0	3280.0
9023	2.0	196.0
113612	587.0	334.0
9024	392.0	80.0
642493	0.0	0.0
9027	6.0	2.0
9028	22.0	24.0
400165	1.0	0.0
9021	291.0	10949.0
9022	17198.0	6947.0
9020	822.0	543.0
84889	2.0	0.0
84888	3760.0	2767.0
654483	19.0	18.0
84885	1714.0	946.0
654486	0.0	0.0
84886	7874.0	5649.0
84881	1478.0	893.0
642489	59.0	61.0
84883	2945.0	2256.0
654480	2.0	1.0
9037	558.0	269.0
9034	20.0	49.0
9038	0.0	0.0
9039	2533.0	2132.0
400156	6.0	9.0
9032	0.0	0.0
9033	0.0	2.0
9031	7520.0	4933.0
84878	1374.0	756.0
84879	479.0	5555.0
84874	1061.0	651.0
84873	0.0	0.0
84876	1605.0	1197.0
84875	3402.0	3113.0
84870	70.0	7.0
84872	1477.0	727.0
84871	133.0	97.0
9047	33.0	19.0
9048	25.0	35.0
9045	36297.0	22736.0
9046	89.0	67.0
9049	5314.0	4176.0
106480985	0.0	0.0
9040	4013.0	3739.0
106480984	0.0	0.0
106480987	0.0	0.0
106480986	0.0	0.0
9043	10728.0	6866.0
400141	2.0	0.0
106480989	0.0	0.0
9044	2318.0	1511.0
106480988	0.0	0.0
57282	1.0	1.0
106480990	9.0	2.0
106480992	0.0	0.0
106480991	0.0	0.0
106480994	0.0	0.0
106480993	3.0	5.0
414753	0.0	0.0
414754	1.0	1.0
414751	0.0	0.0
414752	0.0	0.0
341359	0.0	0.0
341356	0.0	0.0
9058	2.0	0.0
9056	692.0	285.0
9057	821.0	433.0
341350	11.0	8.0
9050	165.0	104.0
106480996	0.0	0.0
9051	55.0	80.0
106480995	1.0	1.0
106480998	0.0	0.0
106480997	0.0	0.0
57291	3545.0	2269.0
9054	1790.0	1118.0
9055	240.0	164.0
106480999	0.0	0.0
9052	24724.0	20504.0
9053	4073.0	2761.0
84899	1870.0	848.0
282569	0.0	0.0
400129	5.0	3.0
84896	4402.0	2932.0
84895	2564.0	2165.0
400128	6.0	2.0
84898	3818.0	2468.0
84897	1927.0	1493.0
400126	10.0	19.0
654499	0.0	0.0
84892	2724.0	1637.0
414764	38.0	15.0
84891	1.0	0.0
414765	25.0	22.0
84894	74.0	112.0
84893	4577.0	2747.0
414760	25.0	17.0
414761	95.0	41.0
84890	2456.0	1832.0
341346	1.0	0.0
9069	2702.0	1893.0
414926	0.0	0.0
9068	5068.0	718.0
106479979	0.0	0.0
729004	2.0	5.0
106479978	0.0	0.0
106479977	0.0	0.0
106479976	0.0	0.0
106479975	23.0	7.0
9061	3472.0	3294.0
106480963	0.0	0.0
106479974	0.0	0.0
106479973	0.0	0.0
106480962	0.0	0.0
106480965	0.0	0.0
106479972	0.0	0.0
9060	4031.0	336.0
106480964	0.0	0.0
106479971	0.0	0.0
106479970	0.0	0.0
106480967	0.0	0.0
9066	2645.0	173.0
106480966	0.0	0.0
9063	2893.0	2043.0
729009	55.0	115.0
106480969	0.0	0.0
9064	965.0	1488.0
106480968	0.0	0.0
106480970	2.0	0.0
106480972	0.0	0.0
106480971	0.0	0.0
113540	45.0	19.0
106479969	2.0	0.0
9079	2013.0	2286.0
106479968	0.0	0.0
106479967	0.0	0.0
106479966	0.0	0.0
106479965	0.0	0.0
106479964	0.0	0.0
106479963	0.0	0.0
106480974	1.0	4.0
9073	3123.0	503.0
106479962	0.0	0.0
106480973	0.0	0.0
9070	3196.0	2152.0
106479961	0.0	0.0
106480976	1.0	0.0
9071	1.0	4.0
106479960	1.0	0.0
106480975	0.0	0.0
9076	359.0	14841.0
390402	0.0	0.0
106480978	4.0	2.0
9077	880.0	3429.0
390403	0.0	0.0
106480977	0.0	0.0
9074	7.0	20.0
9075	39.0	365.0
106480979	1.0	0.0
100996387	0.0	0.0
390407	0.0	0.0
106480981	0.0	0.0
106480980	0.0	3.0
106480983	0.0	0.0
106480982	3.0	5.0
729025	0.0	3.0
106480949	0.0	0.0
106480948	0.0	0.0
730013	3.0	58.0
137529	1.0	0.0
730010	6.0	18.0
106479999	0.0	0.0
729020	2.0	1.0
113510	1226.0	756.0
106479998	0.0	0.0
729023	5.0	2.0
106479997	0.0	0.0
9083	0.0	0.0
106479996	0.0	0.0
106480941	0.0	0.0
9084	0.0	0.0
389421	1.0	0.0
106479995	0.0	0.0
106480940	0.0	0.0
9081	0.0	0.0
106479994	1.0	0.0
106480943	0.0	0.0
106479993	1.0	0.0
9082	0.0	0.0
106480942	0.0	0.0
9087	0.0	0.0
106479992	0.0	0.0
106480945	0.0	0.0
9088	11.0	20.0
106479991	0.0	0.0
106480944	1.0	0.0
9085	0.0	0.0
106479990	0.0	0.0
106480947	0.0	0.0
9086	0.0	0.0
106480946	0.0	0.0
57402	7511.0	8218.0
57403	4462.0	3104.0
57404	4522.0	2019.0
57405	3.0	12.0
389416	6.0	13.0
149501	106.0	88.0
9080	21.0	181.0
106480950	0.0	0.0
57406	969.0	749.0
57407	3214.0	1669.0
57408	0.0	1.0
730005	17.0	44.0
57409	1227.0	1350.0
106480959	0.0	0.0
729013	1573.0	1377.0
106479989	0.0	0.0
106479988	0.0	0.0
106479987	0.0	0.0
729012	3.0	1.0
106479986	0.0	0.0
9094	1701.0	1274.0
106479985	0.0	0.0
106480952	1.0	0.0
9095	144.0	112.0
106479984	5.0	2.0
106480951	4.0	0.0
9092	5650.0	3708.0
106479983	1.0	0.0
106480954	0.0	0.0
9093	4273.0	3514.0
106479982	0.0	0.0
106480953	0.0	0.0
9098	88.0	52.0
106479981	0.0	0.0
106480956	0.0	0.0
9099	532.0	618.0
106479980	0.0	0.0
106480955	0.0	0.0
9096	56.0	15.0
106480958	0.0	0.0
9097	4328.0	3058.0
106480957	0.0	1.0
57413	44.0	254.0
57414	11313.0	13248.0
57415	564.0	229.0
389404	7.0	5.0
9091	6256.0	6080.0
57410	9205.0	5730.0
389400	0.0	0.0
106480961	0.0	0.0
57412	62.0	47.0
106480960	0.0	0.0
57418	1820.0	1362.0
57419	741.0	549.0
106480927	0.0	0.0
106479938	0.0	0.0
106479937	0.0	0.0
106480926	0.0	0.0
106479936	0.0	0.0
106480929	0.0	1.0
106479935	3.0	2.0
106480928	0.0	0.0
106479934	0.0	0.0
106479933	0.0	0.0
106479932	1.0	0.0
106479931	0.0	0.0
390431	0.0	0.0
106479930	0.0	0.0
390432	0.0	0.0
400322	857.0	841.0
390433	0.0	0.0
106480921	3.0	2.0
106480920	2.0	1.0
390434	0.0	0.0
106480923	0.0	0.0
390435	0.0	0.0
390436	0.0	0.0
106480922	0.0	0.0
390437	0.0	0.0
106480925	0.0	1.0
106480924	0.0	0.0
390438	0.0	0.0
390439	0.0	0.0
341418	0.0	0.0
341416	0.0	0.0
100996350	10.0	1.0
389434	180415.0	66976.0
642402	1.0	0.0
106479929	0.0	0.0
106479928	0.0	0.0
106479927	2.0	4.0
106480938	0.0	0.0
106479926	0.0	0.0
106480937	0.0	0.0
106479925	0.0	0.0
106479924	0.0	0.0
106480939	0.0	0.0
106479923	1.0	2.0
106479922	0.0	0.0
106479921	0.0	0.0
390440	0.0	0.0
106479920	0.0	0.0
390441	7.0	4.0
353497	84.0	62.0
390442	0.0	0.0
106480930	4.0	0.0
390443	0.0	0.0
389432	278.0	179.0
106480932	0.0	0.0
390445	0.0	0.0
106480931	0.0	2.0
106480934	0.0	0.0
106480933	0.0	0.0
106480936	0.0	0.0
100996348	31.0	17.0
106480935	0.0	0.0
389428	2.0	5.0
341405	1.0	0.0
389422	14.0	8.0
642413	0.0	1.0
106479919	0.0	0.0
106479918	0.0	0.0
106479917	0.0	0.0
106480905	0.0	0.0
106479959	0.0	0.0
106480904	0.0	0.0
106480907	5.0	1.0
106479958	0.0	0.0
106479957	0.0	1.0
106480906	0.0	0.0
106480909	0.0	0.0
106479956	0.0	0.0
106479955	0.0	0.0
106480908	0.0	0.0
106479954	0.0	0.0
106479953	0.0	0.0
106479952	0.0	0.0
654412	0.0	0.0
106479951	0.0	0.0
390411	4.0	3.0
106479950	0.0	0.0
106480901	0.0	0.0
390413	3.0	4.0
106480900	0.0	0.0
106480903	0.0	0.0
390415	2.0	1.0
106480902	0.0	0.0
57446	2715.0	2822.0
57447	9417.0	5003.0
390418	0.0	0.0
100996331	0.0	0.0
57448	9065.0	5525.0
390419	0.0	0.0
57449	640.0	767.0
389458	2.0	0.0
642425	0.0	0.0
642424	0.0	0.0
100125556	369.0	186.0
106479949	0.0	0.0
106480916	0.0	0.0
106479948	1.0	0.0
106480915	0.0	2.0
106480918	0.0	0.0
106479947	1.0	0.0
106480917	0.0	0.0
106479946	0.0	0.0
106479945	0.0	0.0
106479944	0.0	0.0
106480919	0.0	0.0
106479943	3.0	3.0
642443	12.0	14.0
106479942	1.0	0.0
106479941	0.0	0.0
106479940	0.0	0.0
390421	4.0	4.0
57451	291.0	148.0
106480910	1.0	0.0
57452	534.0	403.0
390423	1.0	0.0
414919	1360.0	665.0
390424	0.0	0.0
106480912	0.0	0.0
106480911	0.0	0.0
106480914	0.0	0.0
414918	1161.0	921.0
106480913	0.0	0.0
57458	3757.0	4083.0
390429	0.0	0.0
57459	3171.0	1976.0
57453	203.0	20.0
57455	1832.0	1249.0
57456	3042.0	1363.0
106479939	0.0	0.0
390472	0.0	0.0
162540	0.0	0.0
150554	12.0	6.0
729082	5093.0	3660.0
729085	75.0	108.0
729079	2.0	1.0
390483	0.0	0.0
730061	2.0	2.0
150568	4.0	3.0
729073	15.0	8.0
497258	683.0	437.0
106479916	0.0	0.0
106479915	0.0	1.0
106479914	0.0	0.0
106479913	0.0	0.0
106479912	0.0	0.0
106479911	0.0	0.0
106479910	0.0	0.0
730094	1105.0	645.0
730092	663.0	508.0
730091	1034.0	789.0
150577	0.0	0.0
150572	0.0	2.0
106479909	0.0	0.0
106479908	0.0	0.0
106479907	0.0	0.0
106479906	0.0	0.0
106479905	0.0	0.0
106479904	0.0	0.0
106479903	2.0	5.0
102546227	0.0	0.0
106479902	0.0	0.0
730087	133.0	99.0
106479901	0.0	0.0
106479900	0.0	0.0
730086	1.0	2.0
729097	10.0	25.0
389493	626.0	296.0
221613	0.0	0.0
729096	23.0	14.0
729092	16.0	7.0
729046	25.0	51.0
729042	5.0	1.0
729041	174.0	80.0
730029	69.0	79.0
730023	6.0	1.0
729032	0.0	0.0
730016	0.0	0.0
730058	0.0	0.0
730052	1.0	3.0
730051	1227.0	803.0
221662	71.0	36.0
150538	0.0	1.0
162515	1743.0	925.0
162517	9.0	5.0
729059	0.0	1.0
162514	7.0	15.0
730041	13.0	11.0
149563	122.0	1.0
221656	5222.0	2673.0
729050	1.0	1.0
221687	172.0	221.0
221692	147.0	118.0
162494	8.0	26.0
654391	0.0	1.0
198437	0.0	4.0
257629	0.0	0.0
267004	8.0	5.0
149499	4.0	1.0
162466	39.0	21.0
255022	1.0	2.0
162461	0.0	1.0
267010	0.0	0.0
267012	0.0	0.0
267013	0.0	1.0
150472	1245.0	905.0
255031	412.0	253.0
255025	0.0	0.0
101101692	24.0	2.0
255027	1612.0	1072.0
267002	771.0	721.0
150483	168.0	56.0
282617	0.0	0.0
282618	1.0	1.0
282616	0.0	1.0
644990	73.0	39.0
9103	39.0	88.0
9100	4957.0	3597.0
9101	5078.0	3880.0
644994	0.0	0.0
9107	3632.0	2205.0
9104	2471.0	2523.0
400242	564.0	262.0
84959	191.0	190.0
255061	16.0	12.0
84958	677.0	2055.0
654319	6.0	1.0
100996315	14.0	6.0
84966	22.0	50.0
57348	11.0	16.0
282679	219.0	105.0
84968	243.0	333.0
84967	1719.0	2081.0
84962	2885.0	1675.0
57343	1838.0	802.0
654320	0.0	0.0
255057	22.0	89.0
84961	2114.0	1365.0
654321	5.0	1.0
400238	1.0	1.0
654322	7.0	4.0
84964	163.0	107.0
400236	252.0	62.0
644988	5.0	1.0
84960	168.0	123.0
642326	0.0	0.0
9113	2474.0	1570.0
9114	12387.0	7915.0
9111	1016.0	615.0
9112	3631.0	2184.0
9117	3819.0	2371.0
9118	5.0	4.0
414899	0.0	0.0
100996307	177.0	169.0
100996306	0.0	0.0
84948	1183.0	1030.0
9110	4944.0	1870.0
84947	886.0	705.0
84955	1133.0	884.0
84954	1555.0	1061.0
84957	54.0	250.0
100996301	1.0	0.0
84951	4421.0	2847.0
84950	5462.0	2570.0
84953	51.0	42.0
400224	772.0	458.0
84952	17488.0	18596.0
644998	0.0	0.0
9108	203.0	98.0
642337	0.0	1.0
644997	0.0	2.0
9124	19147.0	8873.0
9125	2416.0	1783.0
9122	1390.0	2222.0
9123	1451.0	494.0
9128	2042.0	1175.0
9129	3060.0	1944.0
9126	5013.0	2868.0
9127	1.0	1.0
94304	0.0	1.0
255043	121.0	114.0
9120	282.0	338.0
9121	2185.0	818.0
57369	0.0	1.0
84988	2138.0	1812.0
84987	3607.0	5068.0
84989	143.0	49.0
84984	311.0	149.0
84983	1.0	2.0
84986	818.0	574.0
84985	147.0	19.0
642345	12.0	0.0
9119	0.0	0.0
84981	2218.0	2202.0
9135	4807.0	3134.0
9136	1306.0	800.0
9133	49.0	96.0
9134	62.0	39.0
9139	3708.0	2129.0
267014	0.0	0.0
267015	2.0	5.0
9138	3894.0	2916.0
267017	1.0	0.0
9131	2858.0	2555.0
9132	14.0	13.0
84969	126.0	137.0
9130	5584.0	5250.0
400208	8.0	1.0
84976	1990.0	837.0
400209	52.0	63.0
400206	3.0	8.0
84978	11.0	20.0
84973	3867.0	3541.0
84975	1974.0	1339.0
57379	1.0	0.0
642357	6.0	15.0
84971	1066.0	1265.0
84970	0.0	1.0
267020	0.0	2.0
9146	4404.0	2618.0
9147	2354.0	1596.0
9144	5914.0	5423.0
9145	2181.0	1787.0
9148	12.0	6.0
106479899	0.0	0.0
9149	2416.0	1426.0
106479898	0.0	0.0
106479897	0.0	0.0
106480886	0.0	0.0
106479896	0.0	0.0
106480885	0.0	0.0
106480888	3.0	0.0
106479895	0.0	0.0
106480887	0.0	0.0
106479894	0.0	0.0
106479893	0.0	0.0
9142	0.0	0.0
57380	2680.0	1640.0
9143	15.0	8.0
106479892	0.0	0.0
