id	85aa8cbf-f8c4-4b10-b758-6644c4f705a4	53011995-9534-4c83-81fb-fb0187a24040
106481676	0.0	1.0
106481673	0.0	2.0
81565	2127.0	3714.0
106481674	2.0	0.0
100271164	0.0	0.0
100271167	0.0	0.0
100271161	6.0	4.0
100271163	0.0	0.0
100271162	6.0	1.0
8398	1175.0	722.0
8399	3.0	18.0
8396	6436.0	5421.0
285852	0.0	3.0
645740	0.0	0.0
8390	0.0	0.0
106481635	0.0	0.0
285855	8723.0	5928.0
106481636	0.0	0.0
8391	0.0	0.0
106481633	0.0	0.0
106481634	0.0	0.0
8394	3649.0	3789.0
106481639	0.0	0.0
8395	88.0	46.0
8392	0.0	0.0
106481637	0.0	1.0
106481638	0.0	0.0
100271158	1.0	1.0
106481642	11.0	13.0
106481643	1.0	0.0
246210	1.0	1.0
106481640	0.0	0.0
100271159	0.0	0.0
106481641	0.0	0.0
100271150	0.0	0.0
645754	0.0	0.0
246213	0.0	0.0
106481646	0.0	0.0
106481647	0.0	0.0
106481644	0.0	0.0
106481645	0.0	0.0
728324	61.0	29.0
106481648	0.0	0.0
106481649	0.0	0.0
106481650	0.0	0.0
100271147	0.0	1.0
106481653	0.0	0.0
106481654	0.0	0.0
100271146	0.0	0.0
106481651	0.0	0.0
100271149	0.0	0.0
100271148	0.0	0.0
106481652	0.0	0.0
344657	5.0	2.0
100271142	0.0	0.0
344658	0.0	1.0
100271145	0.0	0.0
645745	2.0	0.0
344653	2.0	0.0
100271141	0.0	0.0
100271140	0.0	0.0
106481619	0.0	0.0
106481613	0.0	0.0
246269	492.0	289.0
106481614	0.0	0.0
106481611	0.0	0.0
106481612	0.0	0.0
106481617	0.0	0.0
93594	251.0	255.0
106481618	0.0	0.0
106481615	0.0	0.0
106481616	0.0	1.0
283209	1497.0	3602.0
283208	608.0	1273.0
106481620	0.0	0.0
106481621	0.0	0.0
100271138	0.0	0.0
100271132	3.0	0.0
100271131	0.0	0.0
100271133	0.0	1.0
100271130	0.0	0.0
93587	649.0	285.0
645771	4.0	2.0
93589	118.0	137.0
106481624	4.0	4.0
285800	27.0	10.0
106481625	1.0	0.0
106481622	0.0	0.0
106481623	2.0	3.0
106481628	0.0	0.0
106481629	0.0	0.0
106481626	0.0	0.0
106481627	5.0	0.0
100271129	0.0	0.0
246283	0.0	0.0
246285	1.0	1.0
106481631	0.0	0.0
100271125	1.0	0.0
106481632	1.0	0.0
106481630	0.0	0.0
100271122	0.0	0.0
199692	1711.0	1357.0
645784	8.0	229.0
100271118	1.0	0.0
100271117	0.0	0.0
100271119	0.0	0.0
100271114	1.0	0.0
100271113	0.0	0.0
100271116	0.0	0.0
197021	3.0	8.0
643115	0.0	0.0
100271111	0.0	0.0
106481608	0.0	0.0
106481609	0.0	0.0
645798	5.0	5.0
643136	3.0	2.0
106481602	1.0	0.0
106481603	0.0	0.0
106481600	1.0	0.0
106481601	2.0	0.0
106481606	0.0	0.0
106481607	0.0	0.0
106481604	0.0	0.0
106481605	0.0	0.0
285829	2.0	8.0
100271106	1.0	0.0
106481610	0.0	0.0
100271105	5.0	1.0
643126	0.0	1.0
199699	15.0	4.0
728393	0.0	0.0
100128899	0.0	0.0
728395	0.0	0.0
114625	1911.0	1683.0
54112	10.0	11.0
56776	233.0	12.0
283248	110.0	118.0
344729	0.0	0.0
100128894	1.0	3.0
100128893	9.0	20.0
100128890	36.0	18.0
728386	0.0	0.0
728388	0.0	0.0
100128889	0.0	0.0
100128888	3.0	7.0
114614	10.0	74.0
283238	0.0	0.0
100190800	18.0	48.0
283237	879.0	997.0
283236	0.0	0.0
283234	268.0	1094.0
728381	0.0	0.0
283232	2810.0	799.0
728380	11.0	2.0
100128881	35.0	45.0
100128880	0.0	0.0
692099	721.0	1466.0
114609	643.0	345.0
29128	27.0	330.0
29123	9382.0	5891.0
344709	0.0	0.0
29122	121.0	159.0
29121	166.0	981.0
283229	278.0	770.0
29127	337.0	732.0
29126	430.0	739.0
29125	21.0	35.0
29124	0.0	0.0
692087	0.0	0.0
692088	0.0	0.0
692089	3.0	4.0
100128867	0.0	0.0
54145	0.0	0.0
54143	0.0	0.0
283219	1313.0	967.0
54149	1096.0	1177.0
54148	837.0	829.0
54147	0.0	0.0
283212	127.0	383.0
692091	0.0	0.0
692092	0.0	0.0
692093	4.0	4.0
692094	0.0	0.0
100271091	0.0	0.0
100271090	9.0	4.0
100128857	1.0	0.0
100271093	0.0	0.0
100271092	0.0	0.0
728350	8.0	12.0
285872	0.0	3.0
100128853	0.0	1.0
29109	1502.0	3485.0
29108	174.0	701.0
285877	0.0	0.0
29107	675.0	1118.0
285878	0.0	0.0
29106	13.0	6.0
728358	0.0	0.0
29101	10650.0	6083.0
29100	2213.0	2347.0
29105	1956.0	1587.0
29104	904.0	609.0
29103	3860.0	3507.0
29102	3792.0	2870.0
100271098	0.0	1.0
283284	237.0	100.0
728343	0.0	0.0
728342	191.0	85.0
100128849	3.0	2.0
728344	0.0	2.0
100271081	2.0	1.0
100128845	0.0	0.0
728340	238.0	109.0
285888	0.0	0.0
29119	60.0	6.0
107057644	14.0	1.0
29118	349.0	24.0
107057647	0.0	0.0
114655	2.0	4.0
29117	4626.0	4129.0
107057646	3.0	0.0
114657	0.0	0.0
114659	400.0	374.0
126638	0.0	1.0
54165	2727.0	1737.0
126637	0.0	3.0
29110	1572.0	1433.0
29116	6668.0	3275.0
29115	3060.0	3103.0
29114	8.0	171.0
29113	0.0	5.0
100271087	6.0	6.0
100271089	0.0	0.0
100271085	0.0	2.0
100128836	5.0	5.0
728378	1.0	0.0
728377	372.0	182.0
100271070	0.0	0.0
285893	0.0	0.0
100128834	1.0	0.0
728373	0.0	0.0
728379	0.0	0.0
81797	0.0	0.0
126626	1627.0	835.0
81793	3.0	61.0
81794	277.0	662.0
81796	4.0	51.0
81790	4888.0	2024.0
100271076	1.0	0.0
283267	471.0	562.0
91107	1032.0	3269.0
100128830	3.0	1.0
81792	167.0	1605.0
100271078	0.0	0.0
100271073	0.0	0.0
100271072	0.0	0.0
100271074	0.0	0.0
100128827	0.0	0.0
728366	0.0	2.0
728361	2.0	6.0
100128822	640.0	437.0
728369	0.0	0.0
81786	587.0	311.0
54187	1709.0	1769.0
81788	2540.0	1491.0
81789	462.0	351.0
283257	0.0	0.0
100271065	0.0	0.0
645700	3.0	7.0
283254	197.0	207.0
126695	1385.0	1158.0
148003	1.0	0.0
378108	7.0	5.0
151649	26.0	18.0
151648	11.0	62.0
151647	5.0	0.0
151645	31.0	21.0
200909	0.0	0.0
200916	846.0	3106.0
148014	25.0	13.0
151658	0.0	0.0
151651	87.0	23.0
56704	564.0	769.0
148022	1351.0	2250.0
126669	3167.0	3740.0
126668	243.0	239.0
100126297	0.0	0.0
100126299	5.0	3.0
100126296	0.0	0.0
200931	228.0	153.0
200933	815.0	966.0
126661	488.0	305.0
56729	2.0	248.0
283298	706.0	1011.0
283297	0.0	0.0
136051	507.0	408.0
138639	487.0	482.0
692076	7.0	4.0
391121	0.0	0.0
391120	0.0	0.0
391123	56.0	18.0
200942	4516.0	1617.0
440577	12.0	17.0
440574	1881.0	1548.0
56731	4322.0	3154.0
100126270	13.0	1.0
692084	0.0	0.0
692085	0.0	0.0
692086	10.0	7.0
138649	93.0	50.0
200959	1.0	0.0
200958	264.0	1937.0
391135	11.0	9.0
440567	132.0	144.0
391139	7.0	10.0
440563	0.0	1.0
440561	0.0	0.0
151613	2324.0	1674.0
692072	0.0	0.0
692075	10.0	22.0
692057	0.0	0.0
692058	3.0	1.0
124056	0.0	0.0
81706	14005.0	8496.0
391104	1.0	0.0
391107	0.0	0.0
391106	0.0	0.0
81704	1948.0	1424.0
391109	0.0	0.0
440595	149.0	278.0
56751	0.0	1.0
692063	0.0	0.0
8402	4041.0	3946.0
391110	0.0	0.0
8403	0.0	0.0
391112	0.0	0.0
124045	585.0	300.0
391114	0.0	0.0
124044	758.0	978.0
391115	0.0	0.0
440585	0.0	2.0
391117	0.0	0.0
440584	54.0	27.0
391119	0.0	0.0
54101	2325.0	2059.0
151636	3525.0	4150.0
440590	459.0	225.0
54103	2152.0	1108.0
54102	5183.0	2123.0
54108	2768.0	2218.0
54107	2642.0	3157.0
54106	2.0	5.0
692053	0.0	0.0
391040	3.0	1.0
645683	12.0	20.0
8410	0.0	0.0
645682	2.0	0.0
645688	10.0	4.0
391044	0.0	1.0
645687	0.0	2.0
8411	3521.0	2208.0
645686	0.0	0.0
8412	2709.0	3252.0
391045	13.0	1.0
440533	0.0	35.0
8406	1110.0	1148.0
8407	10979.0	41209.0
8404	27402.0	14784.0
8405	4667.0	4026.0
8408	3935.0	3664.0
8409	2691.0	3094.0
391051	52.0	8.0
8420	1022.0	1015.0
645694	3.0	2.0
391053	0.0	0.0
645693	33.0	32.0
643031	0.0	2.0
8424	293.0	423.0
8425	37874.0	20107.0
643037	0.0	0.0
163589	111.0	109.0
643034	0.0	0.0
440525	93.0	86.0
391059	404.0	192.0
645691	11.0	16.0
163590	4336.0	5107.0
8417	6603.0	5024.0
8418	1069.0	1074.0
8416	2549.0	1088.0
8419	17.0	13.0
8431	1.0	2.0
8435	4.0	5.0
8436	16521.0	1951.0
8433	1.0	8.0
8434	1158.0	803.0
391026	0.0	0.0
440556	1944.0	101.0
440560	0.0	0.0
8428	4454.0	5023.0
8427	2135.0	1842.0
103157000	0.0	0.0
8443	3326.0	3041.0
8440	3751.0	3516.0
8446	1323.0	1507.0
8447	344.0	506.0
8444	751.0	459.0
8445	2166.0	2780.0
391037	2.0	3.0
391039	6.0	4.0
643050	0.0	0.0
285905	7.0	6.0
285908	594.0	321.0
8439	2486.0	2755.0
8437	2622.0	1449.0
8438	35.0	136.0
8453	2229.0	2044.0
8454	4468.0	4029.0
8451	6459.0	5570.0
8452	5871.0	4465.0
8458	1106.0	952.0
8455	13970.0	6000.0
8456	43.0	10.0
106481578	0.0	0.0
106481579	0.0	0.0
8450	4999.0	5844.0
106481583	0.0	0.0
106481584	1.0	0.0
106481581	0.0	0.0
106481582	0.0	0.0
106481587	0.0	0.0
106481588	0.0	0.0
106481585	0.0	0.0
106481586	0.0	0.0
8448	6.0	3.0
8449	2556.0	2873.0
106481580	0.0	0.0
8464	748.0	646.0
8462	1763.0	1725.0
8463	786.0	1078.0
8468	0.0	0.0
391099	1.0	0.0
8467	10331.0	9711.0
342184	1767.0	1005.0
246312	0.0	1.0
106481589	0.0	0.0
8460	1437.0	826.0
106481594	0.0	0.0
106481595	0.0	0.0
106481592	0.0	0.0
106481593	0.0	0.0
106481598	0.0	0.0
151579	14.0	15.0
106481599	0.0	0.0
106481596	0.0	0.0
106481597	0.0	0.0
8459	11550.0	2319.0
106481590	0.0	0.0
106481591	0.0	0.0
8476	4204.0	3889.0
8473	8081.0	8459.0
440519	71.0	53.0
440518	0.0	0.0
8479	2118.0	1119.0
440515	2189.0	1095.0
8477	41.0	112.0
106481558	0.0	0.0
106481559	0.0	0.0
391069	0.0	1.0
106481556	0.0	0.0
106481557	0.0	0.0
8471	233.0	0.0
8470	26095.0	3434.0
106481561	0.0	1.0
106481562	0.0	0.0
106481560	0.0	0.0
106481565	0.0	0.0
106481566	2.0	1.0
106481563	0.0	0.0
106481564	0.0	0.0
391073	1.0	1.0
8487	367.0	378.0
8484	14.0	1.0
391075	0.0	0.0
440508	2.0	2.0
391077	2.0	0.0
391076	0.0	0.0
8488	3.0	4.0
440503	184.0	127.0
8489	1.0	0.0
106481569	0.0	0.0
106481567	0.0	0.0
106481568	0.0	0.0
8482	43.0	2386.0
8483	316.0	4671.0
8480	1560.0	1648.0
8481	2807.0	2060.0
106481572	0.0	0.0
106481573	0.0	0.0
106481570	0.0	0.0
106481571	0.0	0.0
106481576	0.0	0.0
106481577	2.0	0.0
106481574	0.0	1.0
106481575	0.0	0.0
391081	38.0	7.0
8497	49.0	77.0
728431	169.0	219.0
8498	4506.0	4798.0
728430	1.0	1.0
100128934	1.0	0.0
8495	6715.0	3859.0
8496	6436.0	5830.0
91012	2216.0	2739.0
100128936	42.0	65.0
728432	0.0	0.0
100128930	1.0	0.0
8499	37.0	57.0
106481536	0.0	0.0
8490	25696.0	5737.0
106481537	0.0	0.0
285954	3.0	16.0
285955	5.0	12.0
106481534	0.0	0.0
106481535	0.0	0.0
8493	1364.0	944.0
54075	0.0	0.0
101669766	83.0	9.0
728434	0.0	0.0
91010	3989.0	3069.0
285958	710.0	312.0
101669767	0.0	0.0
8491	3757.0	2485.0
106481538	0.0	0.0
8492	80.0	611.0
54072	2.0	0.0
106481539	0.0	0.0
101669762	311.0	584.0
106481540	0.0	0.0
101669763	1.0	0.0
101669764	0.0	0.0
106481543	0.0	0.0
81694	0.0	0.0
100271059	0.0	0.0
81695	0.0	0.0
106481544	0.0	0.0
106481541	0.0	0.0
81696	0.0	0.0
81697	0.0	0.0
106481542	0.0	0.0
81693	168.0	86.0
100271056	0.0	0.0
100271050	2.0	2.0
100271053	0.0	0.0
93664	2248.0	1636.0
100128923	4.0	0.0
93663	4234.0	5783.0
285961	27.0	16.0
93668	0.0	0.0
285962	147.0	56.0
106481547	0.0	0.0
54082	24.0	5.0
106481548	0.0	0.0
285965	4.0	9.0
285966	104.0	127.0
106481545	1.0	3.0
106481546	0.0	0.0
93661	0.0	0.0
100128927	1357.0	1605.0
54084	352.0	53.0
106481549	0.0	0.0
106481550	0.0	0.0
81688	13397.0	14060.0
106481551	0.0	0.0
54089	2.0	0.0
81689	2815.0	1410.0
54088	1.0	14.0
106481554	0.0	0.0
100271047	0.0	0.0
106481555	0.0	0.0
106481552	0.0	0.0
106456574	0.0	0.0
106481553	0.0	0.0
93659	0.0	0.0
100271040	0.0	0.0
100271042	0.0	0.0
100128912	0.0	0.0
91039	2622.0	3512.0
342132	434.0	285.0
285971	1453.0	795.0
285972	5.0	6.0
285973	29.0	130.0
100128911	0.0	0.0
728450	0.0	0.0
54093	1090.0	771.0
106481514	0.0	0.0
106481515	0.0	0.0
106481512	0.0	0.0
54090	1.0	0.0
106481513	3.0	6.0
54097	271.0	39.0
106481518	0.0	0.0
106481519	0.0	0.0
246329	90.0	238.0
106481516	0.0	0.0
728458	0.0	0.0
106481517	0.0	0.0
54099	3.0	3.0
54098	0.0	1.0
246330	936.0	784.0
106481521	0.0	0.0
106481522	0.0	0.0
106481520	0.0	0.0
342125	80.0	65.0
100271033	21.0	16.0
645619	0.0	1.0
100271031	3.0	1.0
344787	83.0	161.0
100128902	0.0	0.0
728441	28.0	70.0
100128903	0.0	0.0
222389	4557.0	2250.0
106481525	1.0	3.0
106481526	3.0	1.0
285987	15.0	1.0
106481523	0.0	0.0
285989	627.0	383.0
106481524	0.0	0.0
106481529	0.0	0.0
728448	56.0	41.0
106481527	0.0	0.0
106481528	0.0	0.0
728447	0.0	0.0
106481532	0.0	0.0
106481533	0.0	0.0
100271025	1.0	3.0
106481530	0.0	0.0
106481531	0.0	0.0
100271020	0.0	0.0
91057	494.0	463.0
91056	1675.0	1582.0
645641	0.0	0.0
91050	1820.0	905.0
100271015	0.0	0.0
106481500	0.0	0.0
645638	487.0	984.0
645651	0.0	0.0
344760	0.0	0.0
106481509	0.0	0.0
645652	11.0	3.0
106481503	0.0	1.0
106481504	3.0	1.0
106481501	0.0	0.0
106481502	0.0	0.0
106481507	0.0	0.0
106481508	0.0	0.0
106481505	0.0	0.0
106481506	0.0	0.0
100271007	2.0	1.0
283316	132.0	74.0
106481510	0.0	2.0
106481511	0.0	0.0
100271003	9.0	16.0
283314	113.0	207.0
100271006	0.0	0.0
283310	15.0	6.0
344758	0.0	0.0
100271001	0.0	0.0
344752	1.0	0.0
728411	366.0	180.0
728410	0.0	0.0
643003	2.0	4.0
643001	0.0	0.0
728419	0.0	0.0
728418	0.0	0.0
91074	2.0	0.0
728409	0.0	0.0
283303	0.0	0.0
344741	1.0	1.0
728400	0.0	0.0
645676	109.0	121.0
285941	0.0	0.0
728405	0.0	0.0
285943	59.0	78.0
728407	161.0	86.0
728402	0.0	0.0
728403	0.0	0.0
643008	1174.0	1913.0
645668	0.0	1.0
100506658	4862.0	2603.0
100506655	6.0	10.0
81849	17.0	2237.0
56890	1236.0	588.0
56891	0.0	0.0
100506650	0.0	0.0
81846	4947.0	2533.0
81847	3895.0	3268.0
81848	2828.0	2303.0
56896	0.0	4.0
56897	4693.0	3900.0
81853	4937.0	2470.0
56898	4658.0	4316.0
81855	1676.0	3884.0
56899	1281.0	94.0
56892	1935.0	27429.0
56893	1788.0	3671.0
121275	6.0	4.0
121278	3.0	1.0
56894	11225.0	6165.0
81850	0.0	0.0
145249	0.0	1.0
56895	758.0	397.0
81851	0.0	0.0
649137	4.0	1.0
81839	2410.0	591.0
121274	2464.0	1306.0
121273	17.0	9.0
145264	0.0	0.0
121270	1.0	0.0
145258	40.0	122.0
121268	21.0	30.0
81844	9367.0	6238.0
145259	2.0	13.0
133283	265.0	414.0
375593	11.0	3.0
100506649	106.0	88.0
100506673	0.0	0.0
121260	1469.0	2665.0
145270	230.0	62.0
100506671	0.0	1.0
81875	2160.0	1739.0
81876	12394.0	10036.0
81870	0.0	0.0
81871	0.0	0.0
121256	92.0	601.0
81872	0.0	1.0
81873	1860.0	3581.0
387597	26.0	66.0
100506668	823.0	435.0
160897	1566.0	1097.0
649159	0.0	0.0
145282	877.0	517.0
387590	3485.0	2370.0
81856	703.0	453.0
81857	4747.0	3440.0
100506660	18.0	11.0
81858	3561.0	3101.0
135886	0.0	2.0
147872	0.0	3.0
81889	1331.0	1315.0
145200	16.0	35.0
81892	1701.0	1687.0
81893	1.0	6.0
81894	1493.0	1218.0
81890	2630.0	1691.0
135892	31.0	0.0
649179	0.0	2.0
100506600	74.0	50.0
613126	39.0	7.0
81887	2461.0	2442.0
81888	924.0	626.0
145216	5.0	3.0
338591	0.0	0.0
649186	6.0	2.0
338596	109.0	25.0
338599	2.0	2.0
169200	4723.0	2310.0
145226	202.0	20.0
100506637	220.0	76.0
160857	548.0	367.0
160851	951.0	1438.0
91227	79.0	16.0
157206	9.0	6.0
100506622	3.0	3.0
100856809	1.0	0.0
338588	1.0	1.0
145241	3.0	1.0
91219	2.0	3.0
650172	0.0	0.0
102724678	83.0	10.0
338579	2.0	0.0
326591	636.0	684.0
255738	1.0	51.0
338567	0.0	0.0
102724668	26.0	12.0
255743	71355.0	22012.0
56829	5335.0	4366.0
326586	0.0	0.0
102724655	0.0	0.0
554250	1.0	0.0
554251	343.0	165.0
338557	3.0	50.0
56832	0.0	0.0
56833	70.0	626.0
56834	2292.0	1764.0
554235	16.0	15.0
554236	14.0	13.0
56849	201.0	136.0
255725	0.0	0.0
56848	1990.0	1101.0
56852	839.0	1020.0
56853	29.0	315.0
102724631	0.0	0.0
56850	3741.0	4734.0
56851	3473.0	3084.0
100820829	82.0	65.0
101243555	1.0	2.0
196872	72.0	29.0
8501	1049.0	382.0
8502	9261.0	10845.0
8500	5154.0	3765.0
253128	40.0	4.0
664701	1246.0	398.0
255783	913.0	878.0
54207	10.0	6.0
54206	13453.0	12176.0
54205	7173.0	4523.0
664709	9.0	12.0
54209	36.0	246.0
196883	867.0	530.0
8512	25.0	60.0
8513	0.0	0.0
8510	18.0	31.0
8511	4.0	0.0
54210	71.0	1136.0
81831	734.0	258.0
81832	6.0	778.0
81833	0.0	0.0
54212	2.0	0.0
170261	4431.0	3031.0
8505	1452.0	1363.0
8506	349.0	494.0
8503	2677.0	1020.0
8504	1830.0	898.0
8509	96.0	138.0
8507	549.0	2425.0
255758	266.0	268.0
8508	4667.0	4214.0
8520	2701.0	2924.0
8521	1.0	1.0
169270	435.0	166.0
8522	967.0	2217.0
102724605	0.0	0.0
554282	1.0	7.0
56886	7629.0	5715.0
54221	108.0	21.0
56888	3824.0	3736.0
554279	2.0	1.0
664722	0.0	2.0
56882	5144.0	6742.0
664721	12.0	93.0
255762	8.0	6.0
56884	8.0	1.0
8516	1072.0	399.0
8517	316.0	273.0
8514	466.0	1329.0
8515	304.0	433.0
56889	21244.0	17910.0
8518	4078.0	2405.0
8519	1328.0	1355.0
8530	83.0	623.0
326624	65.0	96.0
8531	6265.0	16213.0
326625	2802.0	1394.0
8534	3202.0	672.0
326628	0.0	0.0
8535	1683.0	1941.0
326627	2.0	0.0
8532	78.0	345.0
8533	2474.0	2407.0
8527	2666.0	2398.0
8528	104.0	187.0
8525	1774.0	2860.0
8526	919.0	535.0
8529	0.0	0.0
8541	435.0	220.0
326613	1.0	1.0
8542	1747.0	4927.0
326615	0.0	0.0
8540	3548.0	2940.0
326614	0.0	0.0
8545	8224.0	5451.0
326617	0.0	0.0
8546	6971.0	4302.0
326616	2.0	9.0
8543	3442.0	4236.0
8544	939.0	85.0
253175	0.0	0.0
554300	0.0	0.0
8538	31.0	4.0
8539	8279.0	7176.0
8536	404.0	319.0
8537	8.0	25.0
8552	51.0	40.0
8553	7556.0	52517.0
8550	2081.0	2034.0
326603	5.0	9.0
8551	0.0	0.0
8556	1017.0	811.0
326606	0.0	0.0
8557	48.0	54.0
8554	5365.0	2396.0
8555	5017.0	1574.0
326607	14.0	2.0
326609	1.0	1.0
255798	2.0	1.0
8549	25.0	76.0
8547	125.0	25.0
8548	1934.0	1365.0
101409261	19.0	4.0
326611	0.0	0.0
8563	1263.0	2412.0
8564	17.0	117.0
8562	4414.0	4781.0
8567	3431.0	2697.0
8568	1310.0	1592.0
8565	3737.0	5164.0
8566	10070.0	12954.0
253152	244.0	701.0
8560	5657.0	8013.0
100132031	1.0	0.0
100132036	0.0	0.0
253143	3404.0	1914.0
8558	4604.0	2786.0
8559	934.0	1217.0
8574	2517.0	2421.0
8575	2241.0	2592.0
8572	470.0	10540.0
8573	2393.0	2400.0
8578	1878.0	1091.0
8576	2333.0	1979.0
8577	37.0	22.0
554354	0.0	0.0
8570	9616.0	10512.0
123811	3636.0	2390.0
8569	842.0	1320.0
8585	0.0	1.0
8586	1.0	0.0
101928770	0.0	1.0
8583	0.0	0.0
101928773	0.0	1.0
8587	0.0	1.0
8588	0.0	0.0
101928776	1.0	0.0
8581	0.0	38.0
8582	0.0	0.0
8580	0.0	0.0
100132058	0.0	0.0
101409258	24.0	13.0
101409257	5.0	0.0
101409254	0.0	0.0
101409253	0.0	0.0
123803	755.0	944.0
8596	0.0	0.0
101928781	5.0	2.0
8594	0.0	0.0
8595	0.0	0.0
101928784	27.0	10.0
8590	0.0	0.0
8591	0.0	0.0
100132066	1.0	1.0
100421113	0.0	0.0
100421114	0.0	0.0
101928790	0.0	0.0
101928795	0.0	0.0
253190	295.0	55.0
100132073	2.0	0.0
100132074	586.0	330.0
100132079	1.0	0.0
554313	0.0	0.0
100421123	0.0	0.0
100856811	0.0	0.0
375513	31.0	20.0
100421125	0.0	0.0
91133	941.0	78.0
100421129	0.0	0.0
91137	4306.0	2661.0
101928720	0.0	0.0
375519	4.0	0.0
100856810	0.0	0.0
100421136	4.0	4.0
100421137	0.0	1.0
101928734	1.0	1.0
91120	665.0	553.0
101928736	58.0	51.0
147837	433.0	323.0
100421131	6.0	1.0
100421133	0.0	0.0
91156	1983.0	1478.0
100421146	0.0	0.0
160824	2.0	1.0
100421148	12.0	0.0
101928744	0.0	2.0
91151	415.0	143.0
147841	32.0	200.0
100421143	0.0	0.0
91149	0.0	0.0
101928752	0.0	0.0
91147	1266.0	623.0
387509	260.0	1188.0
100421153	0.0	0.0
100421167	0.0	0.0
91179	763.0	1233.0
100506574	2.0	0.0
399520	8.0	45.0
100421178	0.0	0.0
100506564	0.0	3.0
121227	8186.0	5232.0
387521	1563.0	1919.0
387522	1.0	0.0
100421172	9.0	1.0
100421175	0.0	0.0
100421177	0.0	0.0
100506599	118.0	106.0
100856877	0.0	0.0
100421189	0.0	0.0
100856878	1.0	1.0
121214	4.0	1.0
387559	2.0	0.0
123876	6.0	0.0
123872	450.0	39.0
100421180	0.0	0.0
147808	545.0	635.0
100421185	2.0	0.0
147804	250.0	149.0
123879	842.0	2264.0
147807	1166.0	1292.0
100421188	0.0	0.0
375567	44.0	2.0
399512	619.0	392.0
399511	88.0	41.0
91181	69.0	4.0
448990	3.0	7.0
101928715	0.0	1.0
100506581	47.0	41.0
100856881	0.0	0.0
100506775	2.0	3.0
100506779	31.0	41.0
160762	0.0	1.0
93953	72.0	111.0
104326057	0.0	0.0
399687	3745.0	2591.0
104326058	0.0	0.0
100506776	21.0	27.0
348094	832.0	299.0
160760	2869.0	2994.0
348093	1618.0	423.0
387695	0.0	0.0
104326055	40.0	4.0
93948	15.0	1.0
399693	977.0	736.0
104326053	0.0	0.0
399694	81.0	140.0
104326054	1.0	1.0
104326051	1.0	0.0
104326052	3.0	0.0
133150	0.0	0.0
399697	1.0	0.0
100506765	0.0	0.0
387694	13.0	1.0
102724706	0.0	0.0
54361	726.0	47.0
54360	45.0	49.0
54363	0.0	0.0
387684	0.0	0.0
147798	6912.0	8987.0
159770	0.0	0.0
100506769	0.0	0.0
93973	1849.0	1512.0
399668	809.0	2481.0
100506795	92.0	13.0
399669	83.0	59.0
399664	1201.0	3060.0
399666	0.0	0.0
93974	7720.0	5080.0
399665	5951.0	6374.0
100506791	5.0	0.0
81993	6.0	0.0
399671	56.0	12.0
399670	0.0	0.0
160777	5.0	0.0
91300	2431.0	5151.0
100506783	10.0	27.0
91304	7337.0	6658.0
100506787	0.0	0.0
100293948	1.0	0.0
204219	3.0	2.0
121130	1.0	0.0
145165	13.0	8.0
54386	7958.0	7069.0
123787	0.0	4.0
652670	0.0	0.0
121129	0.0	0.0
100506733	3.0	6.0
147746	18.0	19.0
255812	406.0	215.0
147741	1.0	0.0
147744	0.0	1.0
100506737	16.0	5.0
100506736	37.0	46.0
160728	7018.0	5.0
100506724	0.0	0.0
100506723	0.0	9.0
93986	1977.0	375.0
100506721	1.0	0.0
100913183	1.0	1.0
100913182	0.0	0.0
91319	936.0	902.0
93979	1.0	3.0
91316	46.0	80.0
133121	5.0	20.0
93978	0.0	6.0
100506753	310.0	181.0
91355	552.0	751.0
91353	0.0	5.0
100506757	60.0	7.0
100506755	63.0	26.0
91351	553.0	688.0
100506759	0.0	0.0
107080641	0.0	0.0
100506742	34.0	2.0
348021	0.0	0.0
107080653	0.0	0.0
255809	19.0	104.0
100506749	2.0	5.0
107080654	0.0	2.0
107080655	0.0	0.0
107080652	0.0	2.0
348013	374.0	320.0
338692	1050.0	1721.0
338699	2080.0	1242.0
107080628	0.0	0.0
107080629	0.0	0.0
56931	1315.0	1231.0
723779	0.0	0.0
723778	0.0	0.0
107080624	0.0	0.0
107080626	0.0	0.0
107080627	0.0	0.0
56937	2015.0	13948.0
196792	32.0	111.0
107080620	2.0	2.0
56938	96.0	1379.0
107080621	0.0	0.0
107080622	0.0	0.0
107080623	0.0	0.0
56934	6.0	0.0
56935	1774.0	1191.0
56936	2.0	1.0
56940	2903.0	2041.0
107080639	3.0	4.0
56941	2627.0	3512.0
56942	783.0	860.0
56943	3194.0	2309.0
107080636	1.0	2.0
107080637	0.0	0.0
56948	653.0	418.0
56949	4841.0	4201.0
107080632	0.0	0.0
56944	891.0	3718.0
56945	1820.0	1365.0
56946	1730.0	891.0
56947	3574.0	3550.0
107080630	0.0	0.0
100506713	289.0	146.0
100506712	0.0	1.0
100506710	6635.0	4639.0
338674	0.0	0.0
338675	0.0	0.0
56951	6063.0	6115.0
56952	397.0	269.0
56953	177.0	77.0
102724774	1.0	0.0
56954	2394.0	2069.0
56950	2734.0	2338.0
100506715	0.0	0.0
100506714	228.0	217.0
56955	0.0	0.0
56956	2.0	0.0
56957	3615.0	2622.0
8600	2.0	421.0
8601	75.0	24.0
723790	1.0	0.0
338661	0.0	0.0
338662	0.0	0.0
338657	680.0	890.0
56963	434.0	373.0
56964	188.0	32.0
56965	2287.0	2233.0
