id	dc7826af-618a-4607-9cf2-f5b2f6f15406	17915009-ea55-4f1d-b745-c6724a0d0060
84266	3533.0	3217.0
11244	7484.0	6220.0
84261	783.0	930.0
11247	14.0	58.0
139596	1441.0	1502.0
84260	1823.0	1661.0
84263	6157.0	5046.0
11249	0.0	0.0
84262	1204.0	1593.0
11248	112.0	665.0
345557	140.0	46.0
406993	0.0	0.0
406992	0.0	1.0
406995	0.0	0.0
406994	0.0	0.0
11250	6.0	6.0
406997	0.0	0.0
406996	0.0	0.0
11252	9123.0	8818.0
406999	0.0	0.0
11251	13.0	16.0
406998	0.0	0.0
23232	867.0	1371.0
25895	1671.0	1357.0
23233	2874.0	2835.0
25894	1084.0	1412.0
25897	2909.0	3107.0
23234	978.0	922.0
25896	1640.0	1737.0
23235	6599.0	5361.0
23236	1240.0	418.0
25898	3210.0	2355.0
23237	1278.0	72.0
644063	38.0	27.0
406991	0.0	0.0
23239	3123.0	2380.0
406990	0.0	0.0
25891	135.0	305.0
84258	47.0	12.0
25890	10789.0	4966.0
25893	1777.0	737.0
23230	3757.0	2132.0
23231	2354.0	4513.0
84259	882.0	891.0
84254	1673.0	2360.0
11254	19.0	3.0
84253	1380.0	788.0
11253	4827.0	7493.0
406989	0.0	0.0
84256	3454.0	3084.0
11255	0.0	0.0
84255	3366.0	3225.0
84250	540.0	455.0
11258	4677.0	5303.0
11257	1006.0	1485.0
84251	1249.0	1683.0
11259	940.0	1611.0
100874483	0.0	0.0
100874482	0.0	0.0
100874480	0.0	1.0
406900	5.0	2.0
100874484	12.0	14.0
201799	139.0	484.0
201798	110.0	88.0
50831	7.0	3.0
100874489	0.0	2.0
100874488	0.0	0.0
50833	0.0	0.0
50832	33.0	35.0
50835	0.0	1.0
50834	2.0	0.0
50837	0.0	0.0
102465139	0.0	0.0
50836	1.0	0.0
100874471	2.0	2.0
102465138	0.0	0.0
50839	13.0	5.0
100874470	0.0	0.0
102465137	2.0	2.0
50838	0.0	0.0
102465136	2.0	3.0
100874476	0.0	1.0
102465135	0.0	0.0
102465134	0.0	0.0
102465133	0.0	0.0
100874473	1.0	0.0
50840	167.0	112.0
100874479	0.0	0.0
100874478	0.0	0.0
100874477	0.0	0.0
50846	26.0	5.0
100499183	185.0	150.0
50848	13487.0	14680.0
2601	4.0	5.0
100499177	3363.0	2818.0
102465141	0.0	0.0
50853	1249.0	1360.0
2609	0.0	3.0
102465140	0.0	0.0
50852	15.0	5.0
50855	297.0	174.0
50854	10740.0	20062.0
100499171	0.0	0.0
50856	91.0	103.0
50859	1.0	2.0
100874494	0.0	0.0
50858	0.0	0.0
100874493	0.0	0.0
100874492	0.0	0.0
100874491	0.0	0.0
100874498	1.0	0.0
646600	3.0	4.0
100874497	0.0	0.0
100874495	0.0	0.0
100874490	0.0	0.0
223117	15745.0	2744.0
2613	0.0	3.0
2611	0.0	2.0
50862	4781.0	4143.0
50861	11460.0	10472.0
2619	355.0	181.0
50863	180.0	1630.0
100874499	0.0	0.0
2618	3718.0	2665.0
50865	9180.0	8340.0
2617	5234.0	7278.0
2616	70.0	89.0
2615	1989.0	1470.0
406940	0.0	2.0
406942	0.0	0.0
646612	20.0	32.0
406941	0.0	0.0
406944	0.0	0.0
406943	2.0	0.0
100996876	0.0	0.0
2625	658.0	130.0
2624	377.0	462.0
2623	3.0	4.0
2622	3473.0	4121.0
2621	9848.0	14136.0
2620	178.0	129.0
406935	0.0	0.0
406934	0.0	0.0
646603	9.0	1.0
406937	0.0	0.0
406936	0.0	0.0
2629	4615.0	5009.0
406939	0.0	0.0
646609	0.0	0.0
2628	7368.0	7314.0
406938	0.0	0.0
2627	502.0	487.0
2626	24.0	1.0
406931	0.0	0.0
406930	0.0	0.0
406933	1.0	1.0
406932	0.0	0.0
646620	1.0	5.0
2636	3.0	0.0
2635	3516.0	3851.0
2634	947.0	3493.0
2633	5189.0	1998.0
2632	3030.0	2066.0
2631	9432.0	6837.0
2630	102.0	121.0
406924	0.0	0.0
406923	0.0	0.0
406926	0.0	0.0
646614	0.0	0.0
406925	13.0	5.0
406928	0.0	0.0
2639	1936.0	2132.0
406927	0.0	0.0
646619	19.0	15.0
2638	29.0	28.0
2637	1.0	10.0
406929	16.0	3.0
646630	0.0	0.0
406920	0.0	0.0
406922	0.0	0.0
406921	0.0	0.0
2650	4448.0	4710.0
2647	2418.0	4112.0
2646	2.0	8.0
2645	126.0	11.0
2644	281.0	502.0
2643	306.0	229.0
2642	1.0	1.0
2641	0.0	0.0
406913	4.0	7.0
646627	0.0	4.0
406912	2.0	2.0
646625	0.0	0.0
406915	1.0	0.0
406914	0.0	0.0
406917	0.0	0.0
406916	0.0	0.0
2649	1409.0	788.0
406919	1.0	0.0
2648	2401.0	2725.0
406918	0.0	0.0
646641	0.0	0.0
646640	3.0	0.0
646643	0.0	0.0
406911	3.0	1.0
406910	0.0	0.0
2661	161.0	100.0
2660	37.0	29.0
2658	0.0	0.0
2657	0.0	0.0
406909	0.0	0.0
2653	1402.0	898.0
2652	0.0	0.0
2651	380.0	244.0
406902	0.0	0.0
406901	0.0	0.0
406904	0.0	0.0
406903	0.0	1.0
406906	0.0	0.0
406905	0.0	0.0
406908	0.0	0.0
406907	0.0	0.0
100874520	0.0	0.0
100130733	136.0	86.0
2672	126.0	36.0
106144578	1.0	0.0
2671	1163.0	1698.0
2670	32.0	89.0
106144575	0.0	0.0
2669	197.0	252.0
2668	0.0	6.0
2667	0.0	0.0
100874529	1.0	1.0
2665	16609.0	17836.0
2664	7455.0	8727.0
2662	469.0	73.0
100874524	9.0	10.0
100874523	1.0	0.0
100129743	2.0	0.0
100874522	6.0	0.0
100874528	1.0	0.0
100129738	1.0	0.0
100129739	0.0	1.0
100129736	0.0	0.0
100130721	0.0	0.0
2683	23416.0	18822.0
106144568	0.0	0.0
2681	373.0	368.0
2679	44.0	133.0
2678	1999.0	1054.0
100874519	0.0	0.0
2677	5122.0	3682.0
100874518	1.0	0.0
2676	16.0	6.0
2675	8197.0	3608.0
2674	691.0	900.0
2673	15591.0	11542.0
101056700	38.0	8.0
100874512	0.0	0.0
100874511	2.0	1.0
100129731	0.0	0.0
100874510	0.0	0.0
100874517	0.0	0.0
100130719	0.0	0.0
100874516	0.0	1.0
100130718	2.0	1.0
100874515	2.0	0.0
100130717	26.0	40.0
100874514	0.0	0.0
100129727	6.0	4.0
100129726	54.0	14.0
100129723	0.0	0.0
100129722	78.0	59.0
2694	0.0	0.0
2693	0.0	0.0
2692	2.0	5.0
2691	0.0	0.0
2690	1333.0	264.0
2689	0.0	0.0
2688	0.0	1.0
2687	5076.0	6184.0
2686	2950.0	3553.0
100130708	0.0	0.0
100129716	80.0	30.0
106144540	0.0	0.0
100874531	1.0	4.0
100874530	3.0	0.0
100130700	0.0	0.0
100129714	0.0	0.0
106144541	3.0	1.0
106144542	0.0	0.0
106144543	0.0	0.0
106144544	0.0	0.0
2698	0.0	1.0
106144538	10.0	18.0
2697	26683.0	9699.0
106144539	0.0	0.0
2696	56.0	136.0
2695	0.0	1.0
100129706	0.0	0.0
100129708	0.0	1.0
284131	1887.0	2363.0
115509	1485.0	1521.0
259197	10.0	12.0
284129	2851.0	2826.0
284123	0.0	0.0
106144592	0.0	0.0
106144593	10.0	17.0
106144595	2.0	0.0
286749	1.0	4.0
106144598	0.0	0.0
106144599	0.0	0.0
284119	22194.0	18176.0
284116	1.0	2.0
284114	728.0	817.0
284111	27.0	30.0
284110	12.0	51.0
259173	4047.0	4960.0
106144584	3.0	7.0
286753	11.0	3.0
106144585	0.0	0.0
106144586	0.0	1.0
284106	2713.0	3458.0
284100	19.0	64.0
284184	767.0	1102.0
127544	1177.0	2083.0
23443	5160.0	3126.0
115557	270.0	339.0
127540	0.0	0.0
23446	18267.0	19802.0
115560	517.0	430.0
23440	1.0	0.0
127534	68.0	86.0
139538	0.0	0.0
23452	1205.0	1615.0
441459	7.0	1.0
441457	12.0	7.0
23456	1570.0	974.0
115548	4210.0	5524.0
23457	434.0	583.0
441452	0.0	0.0
441461	91.0	138.0
152503	5570.0	5595.0
23450	13348.0	12619.0
23451	26512.0	20435.0
139542	0.0	0.0
284167	39.0	85.0
23428	9408.0	7960.0
284161	488.0	686.0
23429	5532.0	5345.0
100130799	2.0	0.0
23420	2676.0	3079.0
23421	808.0	599.0
23423	6433.0	9884.0
23424	1674.0	1415.0
23426	1231.0	339.0
152519	814.0	440.0
152518	1647.0	1070.0
441490	1.0	0.0
23438	1875.0	2558.0
23439	0.0	0.0
100130786	0.0	1.0
23430	1.0	0.0
100130785	0.0	0.0
23431	1154.0	952.0
23432	582.0	487.0
23433	4457.0	5551.0
441478	101.0	179.0
23434	0.0	0.0
23435	11305.0	9375.0
441476	66.0	60.0
23436	0.0	0.0
441484	1.0	0.0
441481	35.0	16.0
140545	272.0	115.0
100129795	2.0	0.0
139562	0.0	1.0
100129792	341.0	101.0
100129794	733.0	1029.0
100129793	1.0	0.0
23405	9043.0	4832.0
23406	4698.0	5549.0
23408	1431.0	1388.0
23409	73.0	100.0
100130776	92.0	117.0
100130775	1.0	1.0
441425	1.0	2.0
23400	3176.0	3691.0
100130771	37.0	20.0
23401	853.0	839.0
23403	1984.0	2069.0
441420	0.0	0.0
23404	1574.0	1563.0
127579	94.0	128.0
100129784	3.0	0.0
100129781	30.0	23.0
100129782	0.0	0.0
23416	316.0	201.0
23417	1506.0	1625.0
23418	80.0	32.0
100129777	0.0	0.0
441416	11.0	8.0
23410	2617.0	2797.0
23411	3561.0	2776.0
23412	1329.0	1243.0
23413	10803.0	3680.0
441410	0.0	0.0
23414	2578.0	438.0
23415	3.0	8.0
100129772	0.0	0.0
100130758	85.0	60.0
100130756	1.0	0.0
100129769	0.0	0.0
441442	0.0	0.0
100874509	1.0	0.0
100874508	0.0	0.0
100874507	1.0	0.0
115584	4.0	1.0
379024	0.0	0.0
379025	4743.0	3560.0
100874502	1.0	0.0
100874501	0.0	0.0
100874500	0.0	0.0
100874506	0.0	0.0
100874505	0.0	0.0
100129761	16.0	28.0
100874504	0.0	0.0
100874503	3.0	0.0
284196	0.0	0.0
284194	0.0	1.0
139516	1.0	0.0
100129755	0.0	0.0
100130742	65.0	48.0
379005	0.0	0.0
379006	0.0	0.0
379008	0.0	0.0
379009	0.0	0.0
127550	8.0	5.0
441432	0.0	0.0
441430	0.0	1.0
115572	1717.0	509.0
379011	0.0	0.0
379012	0.0	0.0
379013	11.0	2.0
284186	114.0	279.0
284185	177.0	162.0
646531	18.0	22.0
100463285	17.0	6.0
84328	2374.0	1814.0
84327	6906.0	5774.0
84329	189.0	232.0
84324	196.0	268.0
84326	1870.0	2539.0
84320	2511.0	2639.0
100500797	0.0	0.0
646527	8.0	10.0
100500798	0.0	0.0
646526	0.0	0.0
100463289	0.0	0.0
84322	0.0	0.0
84321	706.0	895.0
100499227	73.0	35.0
343071	0.0	0.0
100996944	1.0	0.0
343070	0.0	0.0
100996941	0.0	6.0
127495	73.0	209.0
84309	2003.0	4722.0
84317	5033.0	5765.0
84316	3079.0	3267.0
84319	1432.0	1053.0
84318	799.0	678.0
84313	3372.0	3718.0
84312	1181.0	753.0
84315	1224.0	1128.0
84314	1533.0	1799.0
646538	1.0	1.0
343069	2.0	1.0
84311	3083.0	3553.0
84310	9476.0	10944.0
343068	0.0	0.0
343066	0.0	0.0
100996939	185.0	171.0
23386	7518.0	8680.0
23387	7893.0	6715.0
23389	10376.0	6310.0
441400	1.0	7.0
100996930	54.0	53.0
201853	9.0	8.0
23380	955.0	1274.0
23381	6596.0	9763.0
23382	10754.0	7777.0
23383	5255.0	5557.0
23384	4670.0	4602.0
23385	13617.0	13963.0
106866914	0.0	0.0
84342	2683.0	2519.0
106866913	3.0	0.0
84343	1866.0	2182.0
60370	947.0	1244.0
84340	2163.0	1772.0
106866915	0.0	0.0
646567	8.0	3.0
100996928	2.0	2.0
23397	22.0	51.0
23398	2143.0	1973.0
23399	6790.0	8563.0
23390	3644.0	2242.0
23392	9582.0	10632.0
84335	4751.0	4788.0
23394	12460.0	9114.0
84334	1548.0	2280.0
23395	1838.0	1795.0
84337	3297.0	4931.0
84336	3151.0	4095.0
23396	5128.0	6211.0
60386	226.0	199.0
84331	2110.0	2285.0
60385	15.0	6.0
84330	1344.0	1386.0
84333	7737.0	4509.0
84332	23.0	11.0
152485	3316.0	2750.0
646575	0.0	0.0
646572	18.0	16.0
343045	0.0	0.0
646577	1.0	0.0
646576	32.0	13.0
23365	28473.0	21140.0
23366	804.0	404.0
23367	23982.0	27262.0
23368	13562.0	8580.0
23369	18775.0	14683.0
23360	5785.0	5083.0
23361	4072.0	4484.0
140432	0.0	0.0
23362	2550.0	7074.0
23363	17516.0	13263.0
84364	8564.0	11241.0
84366	0.0	0.0
84365	2135.0	2536.0
343035	0.0	0.0
139452	0.0	1.0
646583	0.0	0.0
23376	6264.0	3950.0
23378	1635.0	2673.0
23379	4801.0	3321.0
646581	0.0	1.0
23370	468.0	508.0
23371	12894.0	15192.0
23373	4106.0	3792.0
100499261	3.0	0.0
646597	0.0	0.0
646595	8.0	2.0
100499258	0.0	0.0
23344	7420.0	9573.0
23345	21109.0	15586.0
201895	10640.0	12470.0
23347	3756.0	3083.0
646592	0.0	0.0
23348	10708.0	16484.0
23349	79.0	37.0
140453	0.0	0.0
23341	2692.0	2225.0
140456	2.0	1.0
140458	1.0	3.0
100499252	8.0	5.0
140459	1699.0	2009.0
100499251	0.0	0.0
23353	10351.0	8679.0
23354	1583.0	1576.0
23355	2693.0	2070.0
23357	2190.0	2095.0
23358	4225.0	3753.0
23359	1129.0	339.0
140460	2031.0	1570.0
140461	3692.0	3220.0
140462	233.0	238.0
23350	8805.0	6791.0
140464	0.0	0.0
23351	4020.0	4790.0
140465	3646.0	5452.0
23352	12793.0	11536.0
140467	3462.0	4904.0
140468	1.0	0.0
140469	355.0	420.0
84376	8707.0	8243.0
2702	479.0	307.0
2701	1000.0	2148.0
2700	21.0	52.0
2709	94.0	67.0
2707	344.0	616.0
2706	237.0	213.0
2705	77.0	252.0
2703	0.0	0.0
345651	2.0	6.0
2712	0.0	0.0
106866981	0.0	0.0
2710	593.0	381.0
106866980	0.0	0.0
2719	1121.0	79.0
2717	1157.0	958.0
50964	3.0	0.0
345643	152.0	147.0
345645	0.0	0.0
286826	280.0	264.0
286827	386.0	363.0
286828	0.0	0.0
59307	1982.0	3123.0
2720	8530.0	10176.0
2729	4008.0	4782.0
100500737	1.0	2.0
345630	15.0	46.0
2735	99.0	12.0
2734	27189.0	25074.0
2733	3449.0	3338.0
2732	26.0	0.0
2731	2303.0	144.0
2730	4724.0	2215.0
2739	8693.0	8982.0
2738	812.0	760.0
2737	3072.0	2108.0
2736	71.0	87.0
106144534	1.0	1.0
106144535	0.0	0.0
106144536	0.0	0.0
106144537	0.0	0.0
106144530	0.0	0.0
106144531	0.0	0.0
106144532	12.0	23.0
106144533	0.0	0.0
2746	16153.0	11353.0
2745	544.0	843.0
2744	8022.0	5381.0
2743	177.0	602.0
60314	3627.0	4972.0
2742	0.0	13.0
60313	14395.0	14437.0
106144527	0.0	0.0
2741	3.0	3.0
259217	2143.0	1697.0
60312	3893.0	3946.0
106144528	5.0	3.0
2740	110.0	94.0
106144529	3.0	3.0
259215	6.0	7.0
2749	143.0	98.0
345611	4.0	1.0
50999	7159.0	6353.0
2747	91.0	136.0
259236	186.0	215.0
2760	3017.0	3154.0
106144524	0.0	0.0
259234	0.0	0.0
106144526	0.0	2.0
259232	373.0	362.0
259230	6619.0	3396.0
59339	6043.0	3599.0
59338	4798.0	2737.0
59335	2.0	1.0
2752	133813.0	77979.0
59336	1.0	0.0
2750	0.0	0.0
2771	19638.0	23753.0
59342	23801.0	28315.0
59341	122.0	129.0
2770	5130.0	4570.0
59344	23.0	88.0
59343	4627.0	5108.0
59340	4.0	5.0
84306	286.0	314.0
2768	3415.0	2591.0
2767	9249.0	8575.0
59349	4216.0	3810.0
84305	2790.0	3513.0
2766	397.0	783.0
2765	0.0	0.0
84307	3634.0	2949.0
84302	1180.0	167.0
2764	4721.0	3926.0
59345	557.0	835.0
84301	2671.0	2510.0
2762	1171.0	1387.0
84304	1737.0	2267.0
59348	1589.0	1610.0
84303	1035.0	1304.0
59347	0.0	0.0
2761	0.0	0.0
84300	2428.0	2790.0
646508	0.0	0.0
2769	49.0	110.0
646507	0.0	0.0
646520	3.0	1.0
2782	22155.0	24626.0
59353	109.0	109.0
2781	366.0	219.0
59352	3822.0	1568.0
2780	0.0	0.0
59351	0.0	1.0
59350	363.0	80.0
2779	0.0	2.0
2778	242898.0	752160.0
2777	28.0	15.0
2776	10906.0	10496.0
2775	639.0	349.0
2774	1513.0	606.0
2773	5272.0	4980.0
60343	4704.0	6426.0
2772	0.0	0.0
100129627	0.0	0.0
100130613	0.0	6.0
105370308	0.0	0.0
2793	102.0	59.0
100379584	0.0	0.0
2792	1.0	2.0
2791	4077.0	3007.0
2790	671.0	594.0
105369316	2.0	9.0
2789	0.0	0.0
2788	1901.0	1574.0
2787	5095.0	8607.0
2786	20.0	17.0
441194	547.0	374.0
2785	9.0	12.0
2784	131.0	95.0
2783	11757.0	16600.0
441191	1568.0	1190.0
100129622	3.0	0.0
100130606	1.0	0.0
286410	1248.0	837.0
100130603	0.0	0.0
286411	7.0	2.0
100130600	644.0	344.0
100379571	515.0	670.0
441177	13.0	5.0
2799	20346.0	21412.0
2798	25.0	13.0
2797	23.0	19.0
2796	36.0	40.0
2794	7992.0	9747.0
100129611	0.0	0.0
100129606	0.0	0.0
286423	1.0	3.0
100129604	0.0	0.0
286430	4.0	3.0
105369343	2.0	1.0
286436	0.0	0.0
100379592	24.0	17.0
441154	2.0	1.0
441151	5.0	8.0
441150	336.0	417.0
191585	8.0	2.0
105370357	0.0	0.0
441133	4.0	4.0
100142659	44.0	16.0
100379564	4.0	0.0
441168	33.0	39.0
441166	3.0	2.0
101730217	5.0	3.0
441161	25.0	77.0
441160	0.0	0.0
646498	1.0	2.0
441108	600.0	575.0
23562	1.0	8.0
23563	13.0	5.0
359948	19058.0	11597.0
23564	8159.0	9523.0
23566	17.0	20.0
100130693	1.0	0.0
23567	2377.0	1645.0
23568	460.0	286.0
23569	19.0	7.0
23560	3258.0	3339.0
286494	1.0	0.0
286495	1231.0	941.0
286499	70.0	20.0
100130687	1.0	0.0
23576	9704.0	11623.0
117608	753.0	493.0
100129690	0.0	0.0
100129696	21.0	11.0
100129692	1.0	0.0
100129694	0.0	1.0
23548	1421.0	1126.0
23549	2426.0	2510.0
100130677	0.0	0.0
100130676	0.0	0.0
23541	1190.0	1809.0
23542	289.0	95.0
23543	10009.0	7060.0
130612	458.0	284.0
23544	23.0	57.0
130617	3915.0	5641.0
100130671	0.0	0.0
23545	2044.0	1751.0
441124	407.0	398.0
23546	12.0	8.0
441123	0.0	2.0
23547	0.0	8.0
441131	0.0	1.0
23559	1688.0	1744.0
23551	356.0	462.0
23552	1434.0	1314.0
23553	1.0	0.0
23554	3345.0	1869.0
23555	1954.0	1617.0
100130660	4.0	2.0
23556	2844.0	1690.0
23557	2290.0	2891.0
23558	12851.0	19011.0
23550	8760.0	11863.0
23526	1406.0	1565.0
23527	4324.0	3751.0
23528	1712.0	1093.0
286442	2.0	1.0
23529	515.0	529.0
129642	2850.0	2790.0
286444	17.0	35.0
100129669	0.0	0.0
100463482	6.0	8.0
23520	1.0	3.0
23521	102187.0	149833.0
23522	5318.0	5266.0
23523	12518.0	9403.0
23524	47120.0	42069.0
359996	0.0	0.0
115004	274.0	292.0
100129664	0.0	0.0
100463487	3.0	3.0
100463486	35.0	39.0
100463489	0.0	3.0
100463488	7.0	6.0
100129662	32.0	20.0
286451	8062.0	6652.0
23538	0.0	0.0
23539	66.0	20.0
23530	7315.0	5749.0
23531	1103.0	1472.0
100130640	0.0	0.0
23532	24.0	42.0
23533	215.0	248.0
359997	0.0	0.0
23534	5470.0	6555.0
23536	1511.0	1340.0
100463498	102.0	72.0
100129654	4.0	1.0
286460	290.0	318.0
100129650	1.0	1.0
23504	167.0	717.0
100499416	0.0	0.0
23505	5350.0	4864.0
100499417	0.0	0.0
23506	4897.0	3303.0
286464	200.0	11.0
100130637	0.0	0.0
23507	1772.0	1438.0
100130636	0.0	0.0
23508	1471.0	3615.0
23509	8738.0	6729.0
286467	12.0	1.0
100129647	0.0	2.0
100130631	0.0	1.0
23500	2026.0	2231.0
100499418	0.0	0.0
23503	2795.0	2767.0
100129641	1.0	0.0
100129640	2.0	0.0
286472	2.0	3.0
23515	3300.0	2766.0
345275	12.0	3.0
100499405	64.0	75.0
23516	34089.0	14440.0
23517	5681.0	4556.0
100130626	0.0	0.0
23518	2639.0	2037.0
102465752	0.0	0.0
23519	2.0	2.0
345274	85.0	33.0
100130621	44.0	39.0
23510	5881.0	5825.0
23511	4232.0	5016.0
23512	4136.0	3099.0
23513	4252.0	4593.0
23514	6178.0	6580.0
100129631	0.0	0.0
129607	392.0	399.0
129563	2976.0	3052.0
431704	0.0	0.0
117579	2.0	1.0
130557	1658.0	1523.0
431705	15.0	13.0
431707	7.0	4.0
129560	0.0	1.0
117583	2127.0	2048.0
84449	1213.0	933.0
84448	1308.0	1408.0
117584	6915.0	4217.0
84445	5305.0	11195.0
84444	2250.0	1362.0
84447	10288.0	8611.0
84446	49.0	40.0
84441	4568.0	1685.0
84440	3084.0	3145.0
84443	1998.0	600.0
646405	458.0	292.0
646409	0.0	0.0
117581	48.0	15.0
130560	0.0	0.0
646424	1.0	2.0
84437	2318.0	1614.0
84439	94.0	128.0
60489	757.0	552.0
60488	5144.0	4142.0
84433	155.0	122.0
60487	1204.0	1306.0
84436	1952.0	1733.0
84435	2.0	3.0
60485	5101.0	7057.0
60484	5.0	9.0
84432	5.0	12.0
60482	75.0	1.0
60481	8003.0	5107.0
130576	0.0	1.0
130574	34.0	5.0
84467	3332.0	1767.0
84466	30.0	60.0
60496	3824.0	3139.0
60495	14.0	64.0
60494	181.0	71.0
84465	20.0	6.0
84464	679.0	545.0
60493	1985.0	1406.0
60492	4169.0	3419.0
60491	1522.0	1409.0
60490	807.0	1011.0
84461	2241.0	2038.0
84460	4789.0	2847.0
646442	2.0	2.0
129530	45.0	42.0
129531	1071.0	1002.0
130589	3058.0	3398.0
201501	7406.0	6065.0
84456	1065.0	905.0
84455	780.0	586.0
84458	2155.0	1484.0
84457	12.0	17.0
84450	4283.0	4454.0
646457	6.0	7.0
100500870	0.0	2.0
100500872	0.0	0.0
201514	649.0	711.0
201516	7.0	1.0
646450	218.0	274.0
23480	3328.0	3249.0
105416157	314.0	216.0
23481	4838.0	6560.0
23483	1705.0	1461.0
23484	2707.0	3025.0
100500873	0.0	0.0
100500875	0.0	0.0
100500876	0.0	0.0
100500877	0.0	0.0
100500878	1.0	0.0
100500879	0.0	0.0
646463	0.0	1.0
646467	7.0	6.0
100500860	0.0	0.0
96459	2816.0	2878.0
100500861	0.0	0.0
23498	437.0	645.0
23499	33492.0	29846.0
23491	104.0	201.0
23492	8125.0	11083.0
23493	362.0	1224.0
23495	0.0	0.0
100500862	0.0	0.0
100500863	0.0	0.0
100034743	0.0	0.0
100500864	0.0	0.0
100500865	51.0	39.0
100500866	0.0	0.0
100500867	0.0	0.0
100500869	0.0	0.0
100500890	0.0	0.0
100500891	0.0	0.0
646479	0.0	0.0
394214	0.0	0.0
100500893	0.0	0.0
100500894	0.0	0.0
23463	8984.0	8049.0
394217	0.0	0.0
23464	2417.0	2626.0
130535	2927.0	2332.0
23466	11205.0	15089.0
23467	1836.0	2893.0
23468	19366.0	14310.0
23469	12631.0	9625.0
2801	9664.0	8923.0
2800	2656.0	1820.0
23460	362.0	70.0
23461	2297.0	2331.0
23462	433.0	897.0
100500895	1.0	1.0
100500896	0.0	0.0
100500897	0.0	0.0
2806	11003.0	10294.0
100500898	0.0	0.0
2805	3619.0	3543.0
100500899	0.0	0.0
2804	17017.0	15753.0
2803	17379.0	14097.0
2802	8413.0	6721.0
130540	145.0	43.0
646486	0.0	0.0
100500881	0.0	0.0
100500882	0.0	0.0
23474	1166.0	1911.0
23475	470.0	3787.0
23476	8163.0	7226.0
23478	10841.0	13882.0
23479	10175.0	19589.0
646480	0.0	0.0
2812	0.0	0.0
2811	96.0	52.0
2810	47.0	163.0
23471	25262.0	17144.0
23473	6754.0	4492.0
100500884	0.0	0.0
2819	93.0	483.0
100500885	0.0	0.0
84498	4235.0	3515.0
100500886	0.0	0.0
2817	2080.0	2505.0
100500888	0.0	1.0
2815	4.0	3.0
100500889	1.0	1.0
2814	65.0	36.0
2813	0.0	0.0
2823	1888.0	1659.0
2822	342.0	331.0
2821	19239.0	19634.0
100500839	0.0	0.0
2820	4821.0	5031.0
201562	4081.0	2670.0
100379623	1.0	0.0
2829	37.0	7.0
100500831	0.0	0.0
2828	729.0	871.0
2827	215.0	290.0
100500833	5.0	5.0
2826	30.0	31.0
100500834	0.0	0.0
2825	15.0	10.0
100500835	26.0	22.0
2824	1251.0	471.0
100500836	0.0	0.0
727699	1.0	0.0
2834	0.0	3.0
100500826	0.0	0.0
2833	156.0	105.0
100500827	0.0	0.0
2832	0.0	0.0
100500828	0.0	0.0
2831	0.0	0.0
100500829	0.0	0.0
60401	516.0	655.0
2830	0.0	0.0
100500820	0.0	0.0
100500821	0.0	0.0
2838	7.0	4.0
100500822	0.0	0.0
2837	96.0	39.0
100500823	0.0	0.0
100500824	0.0	0.0
2835	2.0	3.0
100500825	2.0	0.0
100500850	78.0	73.0
2845	3.0	0.0
100500859	0.0	0.0
2844	1.0	0.0
2843	9.0	2.0
2842	9.0	19.0
2841	11.0	20.0
60412	6497.0	7815.0
2840	35.0	17.0
100500851	0.0	0.0
100500854	13.0	12.0
2849	0.0	1.0
100500855	0.0	0.0
2848	13.0	1.0
394261	79.0	72.0
2847	1.0	3.0
347933	0.0	7.0
100500857	0.0	0.0
2846	20.0	9.0
100500858	0.0	0.0
394263	3.0	11.0
2856	0.0	4.0
100500849	0.0	0.0
2855	0.0	0.0
2854	0.0	0.0
2853	0.0	0.0
201595	17496.0	14430.0
2852	1038.0	1527.0
2850	2003.0	2427.0
100500840	0.0	0.0
100500841	0.0	0.0
100500842	0.0	0.0
100500843	0.0	0.0
100500844	1.0	0.0
2859	88.0	45.0
100500846	0.0	0.0
2857	121.0	297.0
100500847	0.0	0.0
2870	1351.0	1781.0
107105261	0.0	0.0
2867	14.0	14.0
107105265	0.0	0.0
60437	31.0	46.0
2866	0.0	4.0
107105264	0.0	0.0
60436	2510.0	2958.0
2865	1.0	1.0
107105263	0.0	1.0
2864	11.0	18.0
107105262	0.0	0.0
2863	225.0	106.0
2862	53.0	7.0
2861	29.0	19.0
347918	1032.0	750.0
107105266	6.0	3.0
2869	2980.0	3018.0
2868	620.0	618.0
2880	0.0	0.0
60439	0.0	0.0
107105254	0.0	0.0
2878	278791.0	394237.0
2877	10.0	8.0
107105253	25.0	7.0
2876	7740.0	16162.0
2875	102.0	141.0
2874	302.0	249.0
2873	7347.0	8131.0
2872	16136.0	21057.0
107105256	0.0	0.0
2871	4.0	8.0
347902	445.0	1088.0
107105259	0.0	0.0
2879	12319.0	21320.0
727682	0.0	0.0
727684	2.0	1.0
2892	21.0	23.0
2891	41.0	82.0
2890	38.0	0.0
727686	0.0	0.0
84419	130.0	319.0
2889	7054.0	6314.0
100500815	0.0	0.0
2888	552.0	316.0
100500816	1.0	0.0
2887	2174.0	4626.0
100500817	0.0	0.0
2886	561.0	1256.0
100500818	0.0	0.0
2885	10378.0	10209.0
100500819	2.0	0.0
2884	5.0	7.0
2882	1409.0	1009.0
100642175	12.0	9.0
100642176	0.0	0.0
100500810	0.0	0.0
100500811	0.0	0.0
100500812	8.0	12.0
100500813	0.0	0.0
