id	085d1072-73d9-4d5c-865f-782c4eb173a1	30b62a5c-f64d-44df-85df-58803540976e
83707	592.0	2039.0
83706	104.0	993.0
10734	34.0	71.0
10733	122.0	117.0
83714	559.0	658.0
10736	4.0	21.0
401648	1.0	1.0
643739	0.0	0.0
10735	11105.0	7984.0
401647	115.0	353.0
10738	0.0	0.0
401646	0.0	0.0
10737	6.0	2.0
10739	0.0	2.0
376132	0.0	0.0
10730	8190.0	12657.0
101929184	5.0	0.0
10732	1686.0	2281.0
138804	0.0	0.0
138805	0.0	0.0
138802	0.0	0.0
138803	0.0	0.0
643751	6.0	9.0
124221	26.0	57.0
124222	33.0	287.0
114897	296.0	1467.0
114898	43.0	62.0
124220	4.0	23.0
114899	105.0	41.0
391777	14.0	11.0
10745	477.0	971.0
56104	46.0	17.0
83700	1113.0	1526.0
401638	0.0	0.0
10744	1.0	3.0
56105	59.0	178.0
10747	103.0	31.0
401637	1.0	6.0
56106	159.0	458.0
10746	5899.0	5699.0
56107	114.0	131.0
10749	6380.0	23837.0
56100	207.0	362.0
401634	0.0	0.0
10748	106.0	49.0
56101	274.0	480.0
56102	48.0	38.0
56103	57.0	14.0
643744	16.0	8.0
10741	3041.0	3463.0
56108	145.0	194.0
10740	32.0	11.0
643749	338.0	296.0
56109	142.0	126.0
10743	1113.0	3228.0
342732	2.0	4.0
10742	959.0	3211.0
101929198	6.0	1.0
101929196	2.0	0.0
100420811	0.0	1.0
114884	366.0	716.0
317774	1.0	0.0
114885	988.0	1528.0
401630	0.0	0.0
317772	3.0	1.0
100419821	0.0	0.0
56110	41.0	20.0
317778	1.0	0.0
83729	2.0	113.0
317775	0.0	1.0
83734	342.0	560.0
10712	581.0	884.0
83733	24.0	46.0
10714	1145.0	842.0
126868	17.0	5.0
317769	0.0	0.0
100419829	0.0	0.0
10713	2250.0	3245.0
317768	0.0	0.0
10716	0.0	0.0
100419827	0.0	0.0
56111	51.0	55.0
10715	8.0	153.0
56112	93.0	29.0
56113	151.0	247.0
83732	875.0	1051.0
10718	31.0	29.0
10717	929.0	748.0
56114	28.0	20.0
388125	4.0	14.0
401629	0.0	0.0
317781	1316.0	2363.0
388122	0.0	0.0
83719	935.0	1812.0
56120	12.0	5.0
56121	252.0	70.0
114876	2273.0	3619.0
388121	114.0	148.0
83716	910.0	670.0
83715	1.0	9.0
114879	453.0	1422.0
100420829	0.0	0.0
10723	1167.0	6134.0
56126	33.0	22.0
83723	1.0	2.0
126859	25.0	13.0
56127	53.0	5.0
10725	4902.0	1898.0
56128	16.0	5.0
56129	95.0	44.0
10724	10002.0	8796.0
114880	285.0	571.0
56122	83.0	61.0
388115	2160.0	3555.0
401613	2.0	1.0
114881	657.0	918.0
10726	3976.0	9743.0
56123	82.0	39.0
401612	149.0	195.0
114882	2969.0	2605.0
56124	29.0	16.0
10728	14081.0	17035.0
114883	6526.0	7961.0
56125	61.0	16.0
643766	0.0	0.0
10721	10.0	17.0
10720	362.0	36.0
100420830	2.0	1.0
136259	0.0	1.0
100420834	0.0	0.0
317751	7.0	10.0
124274	0.0	1.0
388152	29.0	128.0
317754	0.0	0.0
317753	2.0	0.0
317749	312.0	668.0
342705	1.0	2.0
151888	33.0	104.0
151887	5627.0	4604.0
136263	0.0	0.0
100420841	0.0	0.0
101929145	291.0	256.0
100420843	2.0	0.0
100293090	52.0	46.0
148254	512.0	400.0
317762	1127.0	2175.0
317761	1.0	0.0
100419854	0.0	0.0
317760	15.0	9.0
317767	3.0	0.0
100271715	84.0	53.0
148252	12.0	659.0
100271722	250.0	186.0
199834	0.0	0.0
388135	14.0	80.0
101929152	0.0	1.0
100420854	0.0	0.0
222950	14.0	7.0
100419867	0.0	0.0
148266	941.0	621.0
100419868	3.0	3.0
148268	700.0	524.0
100419866	0.0	0.0
100420859	0.0	0.0
124245	1089.0	2920.0
317729	0.0	0.0
136288	16.0	4.0
199800	2.0	4.0
101930150	0.0	0.0
163882	2957.0	2594.0
388165	71.0	30.0
100419873	0.0	0.0
100271700	60.0	18.0
100271703	0.0	0.0
100271702	25.0	2.0
100420875	0.0	1.0
100420877	1.0	0.0
388199	1.0	0.0
22794	8417.0	9037.0
22795	2452.0	1905.0
22796	1894.0	2760.0
22797	121.0	203.0
22798	36.0	30.0
317705	1.0	0.0
317703	0.0	0.0
317702	0.0	0.0
138882	0.0	0.0
138883	0.0	0.0
138881	5.0	1.0
100420881	0.0	0.0
388181	3.0	3.0
100419893	0.0	0.0
222967	5.0	2.0
219333	2336.0	2789.0
136227	3.0	30.0
222962	467.0	603.0
148213	346.0	226.0
388182	28.0	26.0
100419895	0.0	0.0
317716	0.0	0.0
148203	299.0	211.0
317719	50.0	28.0
148206	1273.0	1759.0
163859	1637.0	1572.0
101929110	0.0	2.0
101929111	1.0	0.0
219348	131.0	398.0
219347	306.0	256.0
100420898	2.0	0.0
148223	577.0	2725.0
10799	111.0	232.0
136242	5.0	0.0
10791	242.0	1286.0
10794	99.0	84.0
10793	1002.0	382.0
10795	2704.0	1701.0
10798	0.0	0.0
10797	228.0	4242.0
101929121	10.0	11.0
101929120	2.0	0.0
101929127	7.0	11.0
317701	2.0	0.0
220323	385.0	1509.0
148231	0.0	0.0
148229	44.0	54.0
151877	17.0	3.0
151871	0.0	0.0
93035	18897.0	8730.0
161176	672.0	1704.0
56097	3.0	2.0
56098	5.0	8.0
56099	174.0	466.0
93034	14.0	7.0
283927	266.0	313.0
220359	6.0	18.0
653073	0.0	1.0
653075	12.0	12.0
256302	2225.0	4646.0
105373144	0.0	0.0
81050	0.0	0.0
199786	4.0	23.0
256309	533.0	599.0
100420792	0.0	0.0
95681	594.0	741.0
283914	0.0	0.0
81047	0.0	0.0
197131	2770.0	2775.0
197135	48.0	173.0
653061	22.0	12.0
93058	529.0	519.0
161198	386.0	3545.0
283902	0.0	0.0
220382	140.0	315.0
81078	0.0	0.0
81079	0.0	0.0
81075	5.0	0.0
81076	0.0	0.0
100114903	1.0	0.0
199777	2310.0	1470.0
81061	0.0	0.0
653082	185.0	125.0
81090	0.0	0.0
100271649	0.0	0.0
199746	276.0	535.0
100271655	3.0	1.0
81099	0.0	0.0
100271650	16.0	18.0
199745	205.0	711.0
148170	29.0	169.0
256364	943.0	2619.0
163786	247.0	177.0
220388	16.0	33.0
100271639	0.0	0.0
163782	14.0	107.0
100271646	17.0	4.0
283953	0.0	1.0
256355	38.0	110.0
100271644	0.0	0.0
283951	286.0	599.0
256356	1039.0	1794.0
100271643	0.0	1.0
100271640	0.0	0.0
81081	0.0	0.0
161159	0.0	0.0
148189	580.0	798.0
93099	3184.0	7752.0
100271627	7.0	2.0
283948	6.0	35.0
256329	56.0	103.0
100271634	0.0	0.0
100271636	0.0	0.0
100271630	2.0	2.0
100271633	2.0	0.0
100271632	2.0	2.0
199720	7.0	95.0
93082	3.0	19.0
161145	1418.0	3171.0
100271617	0.0	0.0
100271616	1.0	1.0
161142	6.0	3.0
100271619	0.0	0.0
148198	71.0	44.0
100271618	0.0	0.0
100271624	1.0	0.0
100271623	1.0	0.0
283933	193.0	136.0
100271625	0.0	0.0
93081	183.0	246.0
100271620	1.0	0.0
283932	61.0	73.0
100271622	4.0	3.0
100271621	0.0	0.0
199731	283.0	1328.0
100124332	0.0	0.0
643664	2.0	0.0
256394	0.0	0.0
83637	2607.0	8346.0
83636	834.0	1374.0
401565	2.0	1.0
401563	12.0	26.0
401562	0.0	3.0
401561	0.0	0.0
283999	0.0	0.0
283994	0.0	1.0
643668	0.0	0.0
283991	550.0	2865.0
340198	0.0	1.0
643669	4.0	1.0
340192	1.0	2.0
643680	2.0	7.0
197196	1.0	3.0
56033	3.0	24.0
401551	11.0	4.0
83657	149.0	89.0
83656	28.0	26.0
83659	18.0	4.0
283989	779.0	1466.0
83658	3476.0	7275.0
401548	935.0	1115.0
56034	2463.0	3096.0
283987	706.0	4561.0
256369	0.0	2.0
401546	11.0	8.0
83655	0.0	0.0
283985	0.0	3.0
283982	0.0	0.0
283981	23.0	12.0
643677	4.0	1.0
83650	0.0	0.0
197187	109.0	155.0
449520	4.0	31.0
401541	86.0	105.0
401540	1.0	1.0
83639	1.0	0.0
83638	1446.0	3510.0
256380	14.0	79.0
449518	1.0	0.0
83648	6765.0	16690.0
401537	3.0	2.0
83647	0.0	0.0
83641	1651.0	1587.0
401535	7.0	2.0
83643	315.0	985.0
401533	1.0	0.0
643689	2.0	4.0
283971	0.0	0.0
83640	510.0	519.0
283970	6.0	9.0
114826	936.0	1047.0
114827	191.0	104.0
378706	0.0	0.0
378707	0.0	0.0
378708	297.0	406.0
339184	1.0	0.0
339186	0.0	0.0
56052	820.0	1505.0
114821	430.0	245.0
114822	537.0	4377.0
114823	2452.0	3337.0
114824	2.0	2.0
114825	1041.0	850.0
643699	528.0	512.0
340168	1.0	0.0
114815	1016.0	682.0
114817	0.0	0.0
114818	34.0	99.0
114819	187.0	110.0
339175	722.0	992.0
56063	512.0	727.0
653017	0.0	0.0
56061	3301.0	4458.0
56062	89.0	24.0
114814	81.0	88.0
83667	219.0	4141.0
83666	2354.0	3960.0
83660	2635.0	5527.0
340156	211.0	108.0
83661	0.0	0.0
114804	217.0	639.0
114805	2.0	4.0
340152	22.0	165.0
339168	0.0	0.0
114800	259.0	359.0
114801	63.0	453.0
93010	80.0	137.0
114803	1706.0	877.0
83697	1.0	6.0
81034	839.0	1050.0
81035	366.0	95.0
83696	1772.0	4493.0
83699	13062.0	11135.0
81037	4355.0	13700.0
83698	7.0	3.0
401588	497.0	324.0
83693	3717.0	4021.0
81030	35.0	213.0
83692	2338.0	2941.0
81031	2446.0	3578.0
83695	1709.0	2170.0
81033	1.0	4.0
83694	67.0	211.0
340146	2.0	2.0
83690	1478.0	630.0
81027	4.0	8.0
81029	101.0	923.0
653042	0.0	0.0
653045	1.0	8.0
81025	2.0	1.0
401577	111.0	123.0
22877	6622.0	10491.0
22878	2928.0	3617.0
22879	2821.0	3945.0
22870	1728.0	6300.0
22871	146.0	3.0
22872	9865.0	13958.0
22873	71.0	92.0
22874	150.0	133.0
22875	1980.0	1812.0
22876	1705.0	2088.0
10899	4343.0	10970.0
10898	623.0	1330.0
10891	4451.0	3848.0
136540	1.0	0.0
10890	8222.0	10576.0
10893	57.0	103.0
10892	1274.0	1658.0
136541	0.0	0.0
10895	0.0	0.0
342426	0.0	0.0
10894	999.0	126.0
10897	897.0	4122.0
10896	7.0	1.0
22888	641.0	1190.0
22889	1232.0	1008.0
22880	1543.0	1935.0
124540	6736.0	7123.0
22881	691.0	736.0
22882	3138.0	4078.0
22883	8687.0	16703.0
22884	1940.0	1946.0
22885	213.0	1072.0
22887	4046.0	3535.0
342419	0.0	0.0
124538	0.0	0.0
124535	6.0	2.0
148523	152.0	821.0
283598	0.0	0.0
283596	235.0	202.0
283592	53.0	4.0
22856	1183.0	1460.0
161514	0.0	0.0
731424	0.0	8.0
22858	1415.0	1380.0
22859	2631.0	5014.0
22850	1624.0	1789.0
22852	581.0	464.0
22853	1947.0	3342.0
22854	4.0	1.0
10877	1.0	2.0
10876	0.0	0.0
100419909	0.0	0.0
10879	1.0	0.0
10878	10.0	1.0
148534	1285.0	2137.0
104169670	1.0	5.0
104169671	0.0	0.0
100419903	3.0	6.0
283587	7.0	16.0
10871	65.0	254.0
10870	36.0	230.0
10873	228.0	601.0
10875	2295.0	2113.0
10874	128.0	124.0
22866	60.0	22.0
22868	2033.0	1960.0
22869	1078.0	725.0
100309464	0.0	0.0
161502	17.0	25.0
100420901	0.0	0.0
22861	1102.0	1631.0
22862	10537.0	8250.0
22863	2500.0	1845.0
22864	2301.0	3649.0
22865	25.0	2.0
10888	2801.0	649.0
56203	4.0	16.0
643609	0.0	0.0
56204	3182.0	3137.0
10887	2.0	2.0
124512	1464.0	2300.0
148545	0.0	0.0
283579	1.0	3.0
283578	4695.0	3439.0
10880	0.0	0.0
283576	12.0	7.0
10882	2.0	22.0
10881	0.0	1.0
10884	2515.0	2754.0
283571	31.0	18.0
10886	91.0	200.0
10885	1823.0	1877.0
22834	2876.0	2238.0
22835	885.0	667.0
22836	2338.0	9631.0
22837	3181.0	5821.0
101929059	19.0	1.0
22838	1339.0	3124.0
22839	1799.0	8055.0
100420910	3.0	1.0
100420916	0.0	0.0
22832	1110.0	647.0
124590	4.0	6.0
10855	107.0	182.0
10857	9443.0	8143.0
10856	2039.0	5780.0
10859	71.0	356.0
10858	88.0	189.0
100126793	37.0	10.0
10850	0.0	0.0
643617	1.0	3.0
643615	2.0	26.0
100126791	11.0	61.0
22844	17.0	39.0
22845	575.0	1595.0
22846	196.0	1354.0
22847	3148.0	1694.0
22848	9120.0	7244.0
22849	1617.0	1885.0
112597	104.0	234.0
100420920	0.0	1.0
100420921	1.0	0.0
100420924	0.0	0.0
124583	1674.0	2894.0
100420926	1.0	0.0
22841	2570.0	1953.0
100420927	0.0	0.0
100419930	2.0	0.0
22843	19.0	46.0
10866	1212.0	3510.0
100420919	0.0	0.0
10865	108.0	759.0
10868	2760.0	5269.0
10867	1609.0	4389.0
10869	3467.0	6249.0
10861	71.0	162.0
101929074	105.0	369.0
10864	3.0	0.0
101929071	0.0	0.0
10863	199.0	312.0
22813	1.0	2.0
22814	0.0	1.0
643641	1547.0	1052.0
22815	0.0	1.0
22816	0.0	0.0
22818	11031.0	15973.0
10829	2.0	1.0
100419945	0.0	1.0
83849	16.0	46.0
83855	54.0	646.0
10833	0.0	0.0
83854	6.0	17.0
83857	189.0	325.0
10835	2.0	0.0
83856	295.0	225.0
10834	0.0	0.0
83851	42.0	15.0
10837	0.0	0.0
100419948	0.0	0.0
83850	1312.0	1250.0
10836	0.0	0.0
100419949	1.0	0.0
83853	14.0	41.0
10838	1273.0	3176.0
83852	1827.0	1354.0
124565	4699.0	16999.0
100419947	0.0	0.0
22808	1851.0	5395.0
22809	811.0	2790.0
101929082	0.0	0.0
101929083	0.0	2.0
10830	0.0	0.0
643637	0.0	1.0
22822	6719.0	10874.0
22823	1422.0	847.0
22824	447.0	697.0
101929086	1.0	0.0
22826	5541.0	7208.0
22827	2800.0	7221.0
643653	0.0	0.0
22828	3447.0	2486.0
22829	0.0	0.0
112574	4075.0	4129.0
100419955	0.0	0.0
56241	293.0	1239.0
100420946	0.0	0.0
56242	1859.0	769.0
22820	6999.0	19059.0
22821	2484.0	5290.0
100419950	2.0	0.0
10844	2875.0	6664.0
83844	1.0	0.0
10846	1599.0	1689.0
10845	2905.0	3495.0
10848	411.0	1304.0
56243	7667.0	4178.0
10847	5420.0	8653.0
56244	2.0	0.0
56245	9.0	5.0
10849	111.0	234.0
56246	2.0	3.0
643646	21.0	29.0
10840	145.0	1298.0
10842	1.0	1.0
101929093	0.0	0.0
10841	5.0	7.0
643648	0.0	0.0
101929010	3.0	4.0
100420950	1.0	1.0
100420952	0.0	0.0
100419964	1.0	0.0
100419962	0.0	0.0
100271605	0.0	0.0
100419963	0.0	2.0
100271613	0.0	0.0
100271611	0.0	0.0
100419968	0.0	0.0
100271610	0.0	0.0
101929026	0.0	0.0
101929025	2.0	1.0
100419978	0.0	0.0
100420968	0.0	0.0
100419974	0.0	0.0
391458	0.0	0.0
100419971	0.0	0.0
100419972	0.0	1.0
100271601	0.0	1.0
100419979	0.0	0.0
100420972	0.0	0.0
100420975	1.0	0.0
100419989	0.0	0.0
391428	0.0	0.0
100419995	0.0	0.0
100419996	0.0	0.0
391436	0.0	0.0
161582	204.0	178.0
124599	10.0	41.0
101929052	0.0	0.0
391485	0.0	0.0
222611	0.0	0.0
100187716	0.0	0.0
391490	0.0	0.0
391496	0.0	0.0
22899	178.0	1446.0
391462	0.0	1.0
22891	63.0	80.0
22893	1954.0	3884.0
22894	2886.0	2789.0
22895	3.0	20.0
148581	0.0	0.0
22897	1269.0	1625.0
22898	1469.0	1987.0
22890	2729.0	2022.0
391470	0.0	0.0
391472	1.0	0.0
391475	0.0	0.0
101929008	16.0	37.0
222659	2.0	6.0
440894	169.0	167.0
222658	2425.0	3458.0
102724035	0.0	0.0
100271575	0.0	0.0
100271577	3.0	1.0
100271571	0.0	0.0
81175	10.0	7.0
81176	5.0	4.0
100271570	0.0	1.0
93145	462.0	234.0
440888	0.0	0.0
222642	0.0	0.0
222643	33.0	39.0
401289	0.0	6.0
401288	5.0	11.0
401285	10.0	2.0
81166	0.0	0.0
100271564	5.0	5.0
81168	0.0	0.0
100271566	2.0	3.0
81169	0.0	0.0
81162	2.0	0.0
81163	0.0	0.0
100271563	1.0	2.0
81164	0.0	0.0
81160	0.0	0.0
391387	0.0	0.0
102724018	0.0	0.0
100271553	0.0	0.0
100271550	0.0	0.0
81196	0.0	0.0
100271552	2.0	0.0
100271551	1.0	0.0
81198	0.0	0.0
81191	0.0	0.0
81192	0.0	0.0
81193	0.0	0.0
81194	0.0	0.0
450232	0.0	0.0
401260	0.0	0.0
220001	95.0	28.0
222662	0.0	0.0
401265	335.0	123.0
222663	11707.0	4426.0
220002	1016.0	2128.0
93166	158.0	242.0
401264	905.0	686.0
220004	51.0	87.0
100271539	0.0	0.0
401262	11.0	8.0
93164	1046.0	563.0
100271547	0.0	0.0
100271549	1.0	0.0
81188	0.0	0.0
100271543	0.0	0.0
102724000	0.0	0.0
100271545	0.0	0.0
401258	0.0	5.0
81185	0.0	0.0
81187	0.0	0.0
81182	0.0	0.0
207063	933.0	1974.0
440854	1.0	4.0
222698	91.0	80.0
222696	128.0	24.0
161497	1.0	0.0
100271529	4.0	3.0
222699	21.0	11.0
100271536	0.0	0.0
100271538	4.0	6.0
100271537	0.0	1.0
93190	17.0	10.0
283601	0.0	0.0
100271531	18.0	30.0
283600	2.0	10.0
220042	18.0	36.0
93183	1319.0	1375.0
100271518	0.0	0.0
100271517	0.0	0.0
93185	1235.0	4246.0
100271525	0.0	0.0
100271526	7.0	6.0
100271521	0.0	0.0
100271520	0.0	0.0
220032	2.0	2.0
100271523	0.0	0.0
100271522	1.0	0.0
100271507	0.0	0.0
100271506	0.0	0.0
100271516	0.0	0.0
100271510	0.0	0.0
220064	585.0	833.0
220047	0.0	0.0
100271503	0.0	0.0
10808	4177.0	4832.0
56130	22.0	18.0
10807	794.0	1864.0
56131	134.0	62.0
56132	42.0	14.0
10809	1692.0	5389.0
220081	13.0	6.0
83756	14.0	131.0
10811	176.0	598.0
56137	75.0	47.0
10810	3521.0	3650.0
83755	0.0	0.0
56138	85.0	78.0
83758	71.0	97.0
10813	1121.0	1312.0
56139	616.0	99.0
401207	460.0	361.0
220082	0.0	0.0
83757	0.0	0.0
83752	7447.0	11732.0
56133	21.0	17.0
10815	18.0	58.0
10814	4.0	1.0
56134	9.0	33.0
10817	247.0	436.0
56135	21.0	43.0
10816	0.0	0.0
283643	73.0	343.0
56136	11.0	15.0
643535	0.0	0.0
643536	0.0	0.0
22800	1952.0	2133.0
22801	66.0	621.0
643550	2.0	4.0
22802	0.0	2.0
22803	5234.0	6234.0
440804	4.0	2.0
22806	325.0	1048.0
22807	2432.0	1242.0
10819	41.0	113.0
56140	2.0	0.0
10818	2833.0	1527.0
56141	2.0	0.0
56142	1.0	6.0
56143	0.0	21.0
83737	3941.0	4150.0
220070	1.0	0.0
10822	0.0	0.0
283638	868.0	5363.0
83744	453.0	282.0
10821	5.0	1.0
10824	3.0	4.0
83746	1528.0	3231.0
10823	0.0	0.0
83741	0.0	0.0
283635	1856.0	6317.0
10826	6903.0	8696.0
220074	873.0	1029.0
56144	4.0	1.0
10825	819.0	797.0
56145	11.0	10.0
83740	0.0	0.0
83743	817.0	2667.0
56146	5.0	1.0
10828	4.0	3.0
10827	1298.0	1539.0
83742	601.0	1292.0
56147	0.0	2.0
283631	3.0	0.0
10820	0.0	3.0
440836	115.0	2611.0
643563	2.0	0.0
56154	0.0	0.0
81109	0.0	0.0
283629	94.0	27.0
56159	1.0	0.0
81115	0.0	0.0
81116	0.0	0.0
56155	33.0	19.0
283624	591.0	246.0
102724097	10.0	135.0
256006	56.0	11.0
56156	1.0	0.0
81113	0.0	0.0
56157	0.0	0.0
56158	3.0	3.0
81114	0.0	0.0
81110	0.0	0.0
440829	0.0	1.0
440823	38.0	92.0
440822	0.0	0.0
56163	24.0	6.0
56164	9.0	3.0
256021	4.0	8.0
56165	2.0	5.0
83759	1260.0	938.0
56160	1503.0	1877.0
10800	92.0	191.0
283617	0.0	0.0
81104	0.0	0.0
10802	2067.0	1920.0
10801	4000.0	12027.0
10804	480.0	554.0
10803	5.0	1.0
56167	0.0	0.0
10806	2254.0	4600.0
56168	0.0	0.0
56169	13.0	70.0
643582	0.0	0.0
643586	0.0	0.0
256076	2.0	1.0
401253	28.0	116.0
56171	1178.0	289.0
401251	1.0	0.0
56172	2531.0	3770.0
401250	0.0	0.0
81137	0.0	0.0
81138	0.0	0.0
83795	16.0	65.0
102724076	0.0	0.0
102724077	5.0	6.0
283688	0.0	0.0
401247	1.0	0.0
81136	0.0	0.0
283687	98.0	169.0
283685	0.0	0.0
93109	304.0	376.0
283682	1.0	0.0
100126825	0.0	0.0
93107	1.0	0.0
643596	10.0	20.0
56180	639.0	952.0
93100	213.0	918.0
401242	1.0	0.0
256085	0.0	1.0
56181	3470.0	5892.0
81126	0.0	0.0
81127	0.0	0.0
83787	1861.0	2586.0
283677	1.0	0.0
401237	18.0	87.0
83786	766.0	1999.0
401236	0.0	0.0
283673	0.0	0.0
93134	2402.0	2018.0
401233	0.0	0.0
401232	307.0	377.0
256051	791.0	645.0
81159	0.0	0.0
81155	0.0	0.0
81156	0.0	0.0
100271597	0.0	0.0
283663	15.0	23.0
81153	1.0	0.0
100271596	0.0	0.0
100271595	0.0	0.0
100271590	0.0	0.0
100271591	0.0	0.0
93129	755.0	1360.0
283659	4616.0	1344.0
100271587	4.0	0.0
100271589	0.0	0.0
81140	0.0	0.0
100271583	0.0	0.0
283652	0.0	0.0
283651	55.0	59.0
100271585	0.0	0.0
100271584	1.0	2.0
100271581	0.0	0.0
22998	8444.0	6236.0
22999	6.0	5.0
100151676	0.0	0.0
100151677	0.0	0.0
100151678	0.0	0.0
22990	4260.0	4533.0
100151671	0.0	0.0
100151672	2.0	1.0
22992	5745.0	7074.0
22993	1807.0	3699.0
100151674	0.0	0.0
22994	228.0	844.0
83903	2.0	28.0
22995	349.0	205.0
83902	0.0	0.0
22996	744.0	5213.0
22997	169.0	143.0
100151670	0.0	0.0
100151686	0.0	0.0
100151687	0.0	0.0
100151688	0.0	0.0
100151682	0.0	0.0
100151683	20.0	2.0
100151684	5.0	1.0
100151685	0.0	0.0
100151681	1.0	0.0
56302	2.0	0.0
83901	0.0	0.0
342538	12.0	5.0
83900	0.0	0.0
56300	0.0	0.0
56301	12.0	31.0
124411	905.0	1061.0
22976	901.0	670.0
22977	21.0	11.0
22978	5237.0	2929.0
22979	226.0	2564.0
22970	24.0	31.0
22971	383.0	1079.0
22974	20.0	179.0
83932	448.0	505.0
10998	303.0	770.0
83931	1759.0	7372.0
342527	9.0	5.0
148418	543.0	522.0
83933	91.0	279.0
124404	0.0	0.0
10999	793.0	5058.0
124401	561.0	1062.0
124402	276.0	2683.0
83930	2104.0	2855.0
56311	25.0	21.0
10990	6.0	32.0
100126693	0.0	5.0
10992	12497.0	21037.0
606500	0.0	0.0
10991	119.0	277.0
10994	3684.0	11294.0
10993	45.0	237.0
22987	4.0	12.0
22989	97.0	7.0
22980	4743.0	10850.0
22981	1413.0	1263.0
22982	1365.0	3824.0
22983	12.0	17.0
22984	1607.0	2201.0
22985	6997.0	7160.0
22986	0.0	0.0
58986	994.0	5770.0
148423	656.0	616.0
58985	833.0	532.0
342510	24.0	64.0
283694	0.0	0.0
283693	13.0	16.0
283692	5.0	4.0
22954	888.0	1045.0
22955	2505.0	4399.0
112487	625.0	907.0
22950	1590.0	2149.0
391524	1.0	0.0
22952	2.0	2.0
22953	0.0	0.0
391526	2.0	4.0
10975	1554.0	5630.0
83953	1.0	4.0
10978	465.0	590.0
83955	11.0	22.0
10979	3102.0	4310.0
112495	1118.0	2585.0
10970	2670.0	5556.0
56339	1808.0	1593.0
10972	23586.0	37392.0
10971	10497.0	13097.0
10974	0.0	0.0
10973	1842.0	3050.0
401409	114.0	267.0
112479	847.0	557.0
112476	28.0	53.0
391530	0.0	0.0
83939	6680.0	8414.0
56341	7.0	15.0
391533	0.0	1.0
124460	87.0	210.0
83935	594.0	824.0
83938	872.0	1581.0
391538	0.0	0.0
83937	3824.0	5920.0
10987	2191.0	3441.0
83943	1200.0	1331.0
83942	0.0	0.0
10989	3517.0	5554.0
10988	3658.0	4868.0
56342	88.0	247.0
124454	1478.0	2674.0
56344	0.0	0.0
83941	1605.0	2444.0
83940	1345.0	1784.0
643503	0.0	0.0
10981	333.0	899.0
112483	3706.0	9191.0
10980	3728.0	6901.0
10983	42874.0	61440.0
10982	2832.0	4140.0
643507	5.0	0.0
10985	5512.0	8280.0
10984	175.0	67.0
22932	219.0	246.0
22933	1691.0	6036.0
22934	819.0	1226.0
22936	3179.0	2509.0
22937	2867.0	6793.0
22938	3250.0	4426.0
112464	66.0	370.0
22930	4930.0	6762.0
22931	6754.0	7631.0
81309	0.0	0.0
391504	0.0	0.0
10954	2691.0	3624.0
10953	1497.0	3552.0
10956	14482.0	24433.0
81315	0.0	0.0
10955	9489.0	14521.0
391508	2.0	2.0
81316	0.0	0.0
10957	6707.0	6882.0
124446	2759.0	9465.0
81310	0.0	0.0
10959	17682.0	24267.0
22929	4629.0	4902.0
10950	1443.0	2594.0
10952	2531.0	9237.0
10951	6421.0	4769.0
22943	8.0	2.0
22944	945.0	848.0
22945	0.0	0.0
22947	0.0	0.0
22948	4617.0	7489.0
22949	1720.0	3229.0
83957	0.0	0.0
22941	3664.0	1708.0
83959	672.0	5837.0
10965	523.0	1371.0
391518	0.0	0.0
10964	2518.0	1873.0
81304	0.0	0.0
10966	603.0	936.0
10969	2242.0	4094.0
81300	0.0	0.0
10961	7853.0	17019.0
10960	6811.0	20598.0
643529	876.0	490.0
10963	3881.0	6439.0
10962	130.0	215.0
148479	749.0	1604.0
197407	434.0	1014.0
391576	0.0	0.0
767599	0.0	0.0
767598	0.0	0.0
767595	0.0	0.0
767594	0.0	0.0
767597	0.0	0.0
767596	0.0	0.0
767591	0.0	0.0
767590	0.0	0.0
767593	0.0	0.0
767592	0.0	0.0
124496	1.0	0.0
124491	1949.0	1747.0
391548	1.0	0.0
767588	0.0	0.0
767589	0.0	0.0
767583	0.0	0.0
767585	0.0	0.0
767580	0.0	0.0
767582	0.0	0.0
767581	0.0	0.0
474381	0.0	0.0
474384	0.0	0.0
391552	3.0	3.0
474383	0.0	0.0
474382	0.0	0.0
222701	0.0	0.0
767569	0.0	0.0
391559	3.0	2.0
767577	0.0	0.0
767579	0.0	0.0
767578	0.0	0.0
246705	0.0	0.0
767558	0.0	0.0
246704	2.0	21.0
207107	14.0	20.0
767566	0.0	0.0
767565	0.0	0.0
767568	0.0	0.0
767567	0.0	0.0
767562	0.0	0.0
767561	0.0	0.0
767564	0.0	0.0
767563	0.0	0.0
474345	1.0	1.0
474344	658.0	2148.0
474343	75.0	196.0
246717	1.0	0.0
100151647	0.0	0.0
100151648	0.0	0.0
246719	0.0	1.0
161406	13.0	2.0
100151649	0.0	0.0
100151643	0.0	0.0
100151645	0.0	0.0
100151640	7.0	14.0
100151641	0.0	0.0
246715	0.0	8.0
767557	12.0	25.0
606553	0.0	0.0
606551	8.0	17.0
474354	1.0	0.0
100151657	0.0	0.0
100151658	0.0	0.0
100151654	1.0	0.0
161436	218.0	104.0
100151655	0.0	0.0
391584	0.0	0.0
100151656	1.0	0.0
100151650	0.0	0.0
100151651	0.0	0.0
391589	18.0	13.0
100151652	0.0	0.0
100151668	2.0	2.0
391592	0.0	1.0
100151664	0.0	0.0
