id	2c80fdb5-bba0-4402-a6d4-412cbab60fc8	7400ffec-f429-4d6b-bb44-553fa3ae477d
148229	73.0	49.0
151877	13.0	6.0
151871	0.0	0.0
93035	28021.0	12.0
161176	1856.0	590.0
56097	19.0	28.0
56098	9.0	12.0
56099	712.0	830.0
93034	40.0	7.0
283927	917.0	273.0
220359	22.0	20.0
653073	7.0	0.0
653075	21.0	3.0
256302	5192.0	2924.0
105373144	0.0	0.0
81050	0.0	0.0
199786	7.0	12.0
256309	659.0	121.0
100420792	0.0	0.0
95681	740.0	876.0
283914	0.0	0.0
81047	0.0	0.0
197131	3341.0	2661.0
197135	101.0	135.0
653061	25.0	4.0
93058	734.0	509.0
161198	2290.0	2253.0
283902	2.0	0.0
220382	231.0	29.0
81078	0.0	0.0
81079	0.0	0.0
81075	1.0	0.0
81076	0.0	0.0
100114903	2.0	1.0
199777	2253.0	1585.0
81061	0.0	0.0
653082	428.0	81.0
81090	0.0	0.0
100271649	0.0	0.0
199746	729.0	645.0
100271655	4.0	4.0
81099	0.0	0.0
100271650	22.0	13.0
199745	438.0	654.0
148170	201.0	972.0
256364	2397.0	3433.0
163786	433.0	287.0
220388	12.0	0.0
100271639	0.0	0.0
163782	39.0	2.0
100271646	22.0	11.0
283953	0.0	8.0
256355	44.0	73.0
100271644	0.0	1.0
283951	512.0	484.0
256356	2479.0	2649.0
100271643	2.0	0.0
100271640	0.0	0.0
81081	0.0	0.0
161159	1.0	1.0
148189	902.0	506.0
93099	6430.0	5489.0
100271627	10.0	3.0
283948	36.0	56.0
256329	140.0	91.0
100271634	1.0	0.0
100271636	0.0	0.0
100271630	2.0	1.0
100271633	0.0	0.0
100271632	2.0	0.0
199720	46.0	120.0
93082	2.0	14.0
161145	1633.0	1084.0
100271617	0.0	0.0
100271616	2.0	0.0
161142	23.0	13.0
100271619	2.0	2.0
148198	133.0	117.0
100271618	2.0	1.0
100271624	0.0	0.0
100271623	1.0	1.0
283933	248.0	166.0
100271625	0.0	0.0
93081	367.0	317.0
100271620	1.0	0.0
283932	224.0	137.0
100271622	5.0	3.0
100271621	0.0	1.0
199731	473.0	600.0
100124332	1.0	0.0
643664	7.0	2.0
256394	0.0	0.0
83637	9443.0	10431.0
83636	1444.0	1698.0
401565	6.0	4.0
401563	39.0	36.0
401562	2.0	1.0
401561	1.0	5.0
283999	3.0	2.0
283994	2.0	2.0
643668	2.0	1.0
283991	2296.0	2945.0
340198	0.0	1.0
643669	8.0	33.0
340192	3.0	3.0
643680	10.0	13.0
197196	1.0	1.0
56033	17.0	5.0
401551	24.0	1.0
83657	142.0	22.0
83656	57.0	0.0
83659	10.0	3.0
283989	1743.0	1759.0
83658	6226.0	7053.0
401548	1542.0	2467.0
56034	3759.0	5020.0
283987	1545.0	1130.0
256369	2.0	1.0
401546	45.0	4.0
83655	0.0	0.0
283985	0.0	1.0
283982	0.0	0.0
283981	51.0	41.0
643677	5.0	7.0
83650	5.0	1.0
197187	191.0	104.0
449520	5.0	16.0
401541	158.0	116.0
401540	0.0	0.0
83639	1.0	1.0
83638	3048.0	3647.0
256380	29.0	19.0
449518	0.0	0.0
83648	6918.0	492.0
401537	1.0	8.0
83647	0.0	0.0
83641	2494.0	1484.0
401535	1.0	4.0
83643	1227.0	630.0
401533	0.0	1.0
643689	8.0	3.0
283971	0.0	1.0
83640	661.0	747.0
283970	10.0	6.0
114826	1726.0	1079.0
114827	228.0	198.0
378706	3.0	5.0
378707	0.0	0.0
378708	277.0	239.0
339184	0.0	0.0
339186	0.0	0.0
56052	1342.0	1025.0
114821	710.0	253.0
114822	3168.0	5300.0
114823	10839.0	14002.0
114824	3.0	0.0
114825	1439.0	1375.0
643699	587.0	171.0
340168	4.0	0.0
114815	228.0	28.0
114817	0.0	0.0
114818	131.0	86.0
114819	454.0	315.0
339175	1038.0	748.0
56063	789.0	1523.0
653017	0.0	0.0
56061	4551.0	6005.0
56062	355.0	20.0
114814	135.0	124.0
83667	817.0	902.0
83666	3461.0	7274.0
83660	6148.0	1258.0
340156	296.0	67.0
83661	2.0	0.0
114804	405.0	98.0
114805	14.0	4.0
340152	55.0	134.0
339168	3.0	0.0
114800	1742.0	229.0
114801	422.0	269.0
93010	307.0	2080.0
114803	2928.0	2428.0
83697	5.0	7.0
81034	1348.0	981.0
81035	2011.0	374.0
83696	4427.0	3409.0
83699	23958.0	21112.0
81037	8454.0	11024.0
83698	46.0	3.0
401588	548.0	373.0
83693	5322.0	2495.0
81030	21.0	21.0
83692	4442.0	3141.0
81031	4486.0	4224.0
83695	1816.0	3116.0
81033	3.0	3.0
83694	196.0	65.0
340146	3.0	1.0
83690	2801.0	488.0
81027	46.0	8.0
81029	225.0	162.0
653042	0.0	0.0
653045	1.0	0.0
81025	3.0	0.0
401577	190.0	150.0
22877	14431.0	12034.0
22878	3818.0	4516.0
22879	5095.0	3655.0
22870	5213.0	7012.0
22871	115.0	52.0
22872	13447.0	13194.0
22873	403.0	184.0
22874	703.0	1614.0
22875	2712.0	2452.0
22876	2049.0	3708.0
10899	6371.0	6010.0
10898	1146.0	1244.0
10891	9228.0	228.0
136540	0.0	0.0
10890	9854.0	8620.0
10893	500.0	54.0
10892	1948.0	2330.0
136541	0.0	0.0
10895	0.0	2.0
342426	0.0	0.0
10894	4923.0	136.0
10897	2755.0	3389.0
10896	37.0	29.0
22888	1311.0	1166.0
22889	2216.0	3463.0
22880	3272.0	2829.0
124540	11917.0	7941.0
22881	1417.0	1438.0
22882	5177.0	6383.0
22883	17822.0	17843.0
22884	2901.0	1897.0
22885	1305.0	364.0
22887	5656.0	3663.0
342419	3.0	1.0
124538	0.0	0.0
124535	0.0	1.0
148523	257.0	1466.0
283598	0.0	0.0
283596	457.0	343.0
283592	61.0	2.0
22856	2912.0	2139.0
161514	0.0	0.0
731424	3.0	6.0
22858	2533.0	1722.0
22859	5335.0	7226.0
22850	2081.0	1887.0
22852	1060.0	755.0
22853	4542.0	3299.0
22854	25.0	2.0
10877	0.0	1.0
10876	0.0	0.0
100419909	0.0	0.0
10879	0.0	0.0
10878	20.0	14.0
148534	2585.0	2606.0
104169670	6.0	0.0
104169671	0.0	0.0
100419903	7.0	4.0
283587	1.0	2.0
10871	69.0	63.0
10870	82.0	143.0
10873	665.0	1790.0
10875	5183.0	758.0
10874	443.0	554.0
22866	243.0	759.0
22868	2442.0	1808.0
22869	1728.0	975.0
100309464	1.0	0.0
161502	5.0	0.0
100420901	0.0	0.0
22861	2230.0	2107.0
22862	12037.0	10351.0
22863	3531.0	2714.0
22864	4233.0	4602.0
22865	3.0	1.0
10888	2058.0	230.0
56203	9.0	7.0
643609	0.0	0.0
56204	5698.0	3276.0
10887	9.0	1.0
124512	1840.0	1596.0
148545	0.0	0.0
283579	4.0	2.0
283578	6773.0	3606.0
10880	1.0	0.0
283576	29.0	1.0
10882	8.0	45.0
10881	0.0	0.0
10884	3368.0	2732.0
283571	81.0	33.0
10886	173.0	6.0
10885	2551.0	2252.0
22834	4326.0	2171.0
22835	1261.0	939.0
22836	5111.0	9878.0
22837	3921.0	3380.0
101929059	22.0	7.0
22838	4966.0	4161.0
22839	6749.0	8926.0
100420910	4.0	3.0
100420916	3.0	2.0
22832	1359.0	775.0
124590	1.0	0.0
10855	153.0	536.0
10857	10293.0	13163.0
10856	3557.0	4606.0
10859	63.0	127.0
10858	168.0	47.0
100126793	67.0	14.0
10850	1.0	0.0
643617	4.0	2.0
643615	11.0	23.0
100126791	106.0	169.0
22844	30.0	4.0
22845	1004.0	1531.0
22846	989.0	1441.0
22847	4329.0	2797.0
22848	12379.0	4021.0
22849	2282.0	1160.0
112597	162.0	591.0
100420920	1.0	0.0
100420921	1.0	0.0
100420924	0.0	0.0
124583	3350.0	4242.0
100420926	1.0	0.0
22841	3073.0	1859.0
100420927	0.0	0.0
100419930	1.0	1.0
22843	30.0	42.0
10866	1003.0	3994.0
100420919	0.0	0.0
10865	667.0	879.0
10868	6283.0	4012.0
10867	4275.0	3978.0
10869	7553.0	4948.0
10861	309.0	240.0
101929074	210.0	85.0
10864	3.0	0.0
101929071	3.0	0.0
10863	141.0	214.0
22813	4.0	1.0
22814	1.0	1.0
643641	2638.0	1277.0
22815	1.0	1.0
22816	0.0	0.0
22818	12964.0	11704.0
10829	1.0	1.0
100419945	0.0	0.0
83849	22.0	12.0
83855	349.0	1091.0
10833	0.0	0.0
83854	6.0	23.0
83857	1062.0	677.0
10835	1.0	1.0
83856	472.0	460.0
10834	0.0	0.0
83851	42.0	9.0
10837	0.0	0.0
100419948	0.0	0.0
83850	2232.0	2255.0
10836	1.0	0.0
100419949	0.0	0.0
83853	28.0	3.0
10838	2043.0	1239.0
83852	2857.0	1208.0
124565	12259.0	12168.0
100419947	1.0	0.0
22808	5071.0	3267.0
22809	1468.0	3136.0
101929082	0.0	0.0
101929083	0.0	0.0
10830	0.0	1.0
643637	0.0	0.0
22822	14163.0	6910.0
22823	2340.0	2034.0
22824	622.0	1428.0
101929086	1.0	0.0
22826	6843.0	7550.0
22827	5887.0	8148.0
643653	0.0	0.0
22828	4861.0	3427.0
22829	0.0	0.0
112574	5228.0	6295.0
100419955	0.0	0.0
56241	2394.0	5949.0
100420946	0.0	0.0
56242	2021.0	1310.0
22820	10643.0	14540.0
22821	2327.0	2878.0
100419950	3.0	1.0
10844	6041.0	5639.0
83844	0.0	1.0
10846	1650.0	404.0
10845	4593.0	4969.0
10848	1943.0	3440.0
56243	19342.0	33024.0
10847	13253.0	11188.0
56244	4.0	0.0
56245	19.0	20.0
10849	260.0	300.0
56246	2.0	2.0
643646	91.0	37.0
10840	353.0	45.0
10842	1.0	0.0
101929093	0.0	0.0
10841	22.0	6.0
643648	1.0	1.0
101929010	0.0	2.0
100420950	0.0	1.0
100420952	0.0	0.0
100419964	0.0	1.0
100419962	0.0	0.0
100271605	0.0	0.0
100419963	0.0	0.0
100271613	0.0	0.0
100271611	0.0	0.0
100419968	0.0	0.0
100271610	0.0	0.0
101929026	1.0	0.0
101929025	6.0	3.0
100419978	0.0	0.0
100420968	0.0	0.0
100419974	0.0	0.0
391458	0.0	0.0
100419971	0.0	0.0
100419972	1.0	0.0
100271601	0.0	0.0
100419979	0.0	0.0
100420972	0.0	0.0
100420975	1.0	0.0
100419989	1.0	0.0
391428	0.0	0.0
100419995	0.0	0.0
100419996	1.0	0.0
391436	2.0	0.0
161582	302.0	168.0
124599	12.0	56.0
101929052	0.0	2.0
391485	0.0	3.0
222611	7.0	23.0
100187716	0.0	0.0
391490	0.0	0.0
391496	2.0	0.0
22899	504.0	885.0
391462	0.0	0.0
22891	31.0	34.0
22893	4889.0	6710.0
22894	4158.0	3721.0
22895	1.0	1.0
148581	8.0	0.0
22897	2522.0	1873.0
22898	2693.0	1719.0
22890	4531.0	2695.0
391470	0.0	1.0
391472	1.0	0.0
391475	0.0	0.0
101929008	49.0	58.0
222659	4.0	4.0
440894	309.0	146.0
222658	4923.0	4103.0
102724035	0.0	0.0
100271575	2.0	8.0
100271577	1.0	0.0
100271571	0.0	0.0
81175	20.0	10.0
81176	10.0	3.0
100271570	0.0	2.0
93145	2533.0	249.0
440888	0.0	0.0
222642	8.0	8.0
222643	131.0	1479.0
401289	2.0	3.0
401288	14.0	16.0
401285	34.0	29.0
81166	0.0	0.0
100271564	14.0	21.0
81168	0.0	0.0
100271566	6.0	3.0
81169	0.0	0.0
81162	6.0	16.0
81163	0.0	0.0
100271563	0.0	0.0
81164	0.0	0.0
81160	0.0	0.0
391387	0.0	0.0
102724018	1.0	0.0
100271553	0.0	0.0
100271550	0.0	0.0
81196	0.0	0.0
100271552	1.0	3.0
100271551	0.0	0.0
81198	0.0	0.0
81191	0.0	0.0
81192	0.0	0.0
81193	0.0	0.0
81194	0.0	0.0
450232	3.0	1.0
401260	0.0	0.0
220001	55.0	106.0
222662	1.0	1.0
401265	251.0	130.0
222663	6918.0	1794.0
220002	1867.0	1484.0
93166	355.0	125.0
401264	1167.0	474.0
220004	129.0	179.0
100271539	0.0	0.0
401262	43.0	15.0
93164	923.0	402.0
100271547	0.0	0.0
100271549	0.0	1.0
81188	0.0	0.0
100271543	1.0	0.0
102724000	0.0	0.0
100271545	0.0	0.0
401258	1.0	6.0
81185	0.0	0.0
81187	0.0	0.0
81182	0.0	0.0
207063	1808.0	1656.0
440854	5.0	4.0
222698	139.0	123.0
222696	243.0	74.0
161497	5.0	8.0
100271529	12.0	9.0
222699	38.0	21.0
100271536	1.0	0.0
100271538	4.0	3.0
100271537	0.0	0.0
93190	13.0	0.0
283601	0.0	0.0
100271531	31.0	25.0
283600	8.0	10.0
220042	19.0	56.0
93183	1491.0	1391.0
100271518	0.0	0.0
100271517	1.0	0.0
93185	4334.0	6036.0
100271525	0.0	0.0
100271526	9.0	6.0
100271521	0.0	0.0
100271520	0.0	0.0
220032	1.0	1.0
100271523	0.0	0.0
100271522	0.0	0.0
100271507	0.0	0.0
100271506	0.0	0.0
100271516	0.0	0.0
100271510	1.0	0.0
220064	1390.0	1044.0
220047	0.0	0.0
100271503	0.0	0.0
10808	9481.0	7920.0
56130	59.0	36.0
10807	1501.0	1263.0
56131	226.0	92.0
56132	68.0	57.0
10809	3550.0	4632.0
220081	19.0	18.0
83756	71.0	68.0
10811	989.0	1478.0
56137	107.0	257.0
10810	7270.0	1024.0
83755	0.0	0.0
56138	131.0	345.0
83758	148.0	108.0
10813	1559.0	1389.0
56139	655.0	1889.0
401207	370.0	218.0
220082	0.0	7.0
83757	1.0	0.0
83752	11216.0	11560.0
56133	96.0	352.0
10815	60.0	82.0
10814	54.0	3.0
56134	66.0	336.0
10817	872.0	639.0
56135	114.0	199.0
10816	0.0	0.0
283643	240.0	324.0
56136	70.0	58.0
643535	1.0	1.0
643536	0.0	0.0
22800	2619.0	1805.0
22801	408.0	236.0
643550	1.0	4.0
22802	1.0	1.0
22803	7436.0	6117.0
440804	2.0	3.0
22806	268.0	1168.0
22807	6151.0	5287.0
10819	100.0	151.0
56140	2.0	17.0
10818	4142.0	2608.0
56141	4.0	5.0
56142	9.0	21.0
56143	3.0	16.0
83737	5393.0	4547.0
220070	0.0	0.0
10822	0.0	3.0
283638	4177.0	10603.0
83744	648.0	586.0
10821	7.0	2.0
10824	2.0	5.0
83746	1862.0	2036.0
10823	0.0	1.0
83741	0.0	0.0
283635	3622.0	6040.0
10826	15401.0	1990.0
220074	1148.0	551.0
56144	10.0	26.0
10825	1206.0	780.0
56145	50.0	121.0
83740	0.0	0.0
83743	2240.0	2289.0
56146	10.0	15.0
10828	2.0	2.0
10827	1681.0	1054.0
83742	1443.0	2129.0
56147	9.0	13.0
283631	0.0	1.0
10820	9.0	2.0
440836	955.0	803.0
643563	1.0	0.0
56154	3.0	1.0
81109	0.0	0.0
283629	138.0	99.0
56159	1.0	3.0
81115	0.0	0.0
81116	0.0	0.0
56155	21.0	19.0
283624	546.0	403.0
102724097	96.0	41.0
256006	78.0	41.0
56156	0.0	0.0
81113	0.0	0.0
56157	0.0	0.0
56158	2.0	3.0
81114	0.0	0.0
81110	0.0	0.0
440829	0.0	0.0
440823	88.0	331.0
440822	1.0	0.0
56163	9.0	1.0
56164	12.0	17.0
256021	16.0	13.0
56165	8.0	0.0
83759	1409.0	913.0
56160	3264.0	1505.0
10800	129.0	148.0
283617	0.0	1.0
81104	0.0	0.0
10802	3269.0	2849.0
10801	11537.0	25520.0
10804	141.0	18.0
10803	3.0	4.0
56167	0.0	1.0
10806	3435.0	2564.0
56168	0.0	0.0
56169	81.0	18.0
643582	0.0	0.0
643586	1.0	2.0
256076	0.0	17.0
401253	43.0	36.0
56171	1220.0	253.0
401251	9.0	17.0
56172	7642.0	6603.0
401250	0.0	0.0
81137	0.0	0.0
81138	0.0	0.0
83795	61.0	0.0
102724076	0.0	0.0
102724077	9.0	11.0
283688	0.0	0.0
401247	5.0	6.0
81136	0.0	0.0
283687	325.0	209.0
283685	0.0	0.0
93109	484.0	922.0
283682	0.0	0.0
100126825	0.0	0.0
93107	0.0	1.0
643596	22.0	105.0
56180	939.0	979.0
93100	1428.0	3169.0
401242	2.0	2.0
256085	1.0	0.0
56181	4637.0	3647.0
81126	0.0	0.0
81127	0.0	0.0
83787	2240.0	2579.0
283677	3.0	0.0
401237	69.0	262.0
83786	2168.0	2231.0
401236	1.0	2.0
283673	5.0	2.0
93134	3825.0	2239.0
401233	0.0	0.0
401232	404.0	502.0
256051	1181.0	819.0
81159	0.0	0.0
81155	0.0	0.0
81156	0.0	0.0
100271597	0.0	0.0
283663	38.0	36.0
81153	0.0	0.0
100271596	0.0	0.0
100271595	0.0	0.0
100271590	0.0	0.0
100271591	0.0	0.0
93129	1214.0	1602.0
283659	4596.0	769.0
100271587	1.0	0.0
100271589	0.0	0.0
81140	0.0	0.0
100271583	0.0	0.0
283652	0.0	0.0
283651	65.0	112.0
100271585	0.0	0.0
100271584	0.0	0.0
100271581	0.0	0.0
22998	16639.0	7911.0
22999	16.0	2.0
100151676	0.0	0.0
100151677	0.0	1.0
100151678	0.0	1.0
22990	6319.0	4704.0
100151671	0.0	0.0
100151672	2.0	1.0
22992	9946.0	10163.0
22993	3793.0	5056.0
100151674	0.0	0.0
22994	753.0	951.0
83903	4.0	22.0
22995	857.0	288.0
83902	0.0	0.0
22996	1913.0	2544.0
22997	548.0	106.0
100151670	0.0	0.0
100151686	0.0	2.0
100151687	1.0	1.0
100151688	0.0	0.0
100151682	2.0	0.0
100151683	23.0	2.0
100151684	1.0	1.0
100151685	0.0	0.0
100151681	1.0	1.0
56302	5.0	0.0
83901	0.0	0.0
342538	11.0	8.0
83900	0.0	0.0
56300	0.0	5.0
56301	37.0	1.0
124411	1459.0	1608.0
22976	1264.0	939.0
22977	49.0	21.0
22978	10162.0	4999.0
22979	1576.0	1265.0
22970	44.0	36.0
22971	975.0	764.0
22974	37.0	410.0
83932	702.0	526.0
10998	544.0	388.0
83931	5420.0	3729.0
342527	10.0	11.0
148418	828.0	481.0
83933	264.0	329.0
124404	1.0	0.0
10999	1232.0	852.0
124401	1323.0	902.0
124402	1739.0	2190.0
83930	3268.0	2624.0
56311	25.0	15.0
10990	93.0	47.0
100126693	0.0	0.0
10992	18481.0	21910.0
606500	0.0	0.0
10991	380.0	85.0
10994	8060.0	5895.0
10993	48.0	137.0
22987	23.0	6.0
22989	29.0	6.0
22980	9615.0	11062.0
22981	2475.0	1174.0
22982	2810.0	1225.0
22983	11.0	60.0
22984	2642.0	2596.0
22985	13222.0	11675.0
22986	2.0	0.0
58986	2931.0	5782.0
148423	979.0	824.0
58985	268.0	137.0
342510	37.0	170.0
283694	0.0	0.0
283693	32.0	32.0
283692	17.0	14.0
22954	1528.0	1190.0
22955	4694.0	4391.0
112487	770.0	536.0
22950	2158.0	2778.0
391524	3.0	0.0
22952	20.0	14.0
22953	1.0	0.0
391526	0.0	5.0
10975	2756.0	2722.0
83953	0.0	4.0
10978	879.0	730.0
83955	10.0	13.0
10979	5546.0	4291.0
112495	1359.0	2415.0
10970	3464.0	3867.0
56339	2802.0	2546.0
10972	24351.0	20999.0
10971	13367.0	14839.0
10974	0.0	0.0
10973	1964.0	4101.0
401409	121.0	49.0
112479	1080.0	753.0
112476	98.0	218.0
391530	0.0	0.0
83939	8450.0	6402.0
56341	20.0	87.0
391533	1.0	0.0
124460	50.0	233.0
83935	945.0	1100.0
83938	988.0	974.0
391538	0.0	2.0
83937	7750.0	8208.0
10987	2968.0	2807.0
83943	1582.0	1415.0
83942	0.0	0.0
10989	5333.0	3853.0
10988	5872.0	5260.0
56342	263.0	309.0
124454	1790.0	1711.0
56344	1.0	1.0
83941	1859.0	1987.0
83940	1857.0	2252.0
643503	0.0	0.0
10981	493.0	734.0
112483	5498.0	3213.0
10980	5071.0	6282.0
10983	67499.0	50384.0
10982	5715.0	1677.0
643507	5.0	5.0
10985	10004.0	7506.0
10984	405.0	308.0
22932	261.0	177.0
22933	4017.0	4273.0
22934	1153.0	1666.0
22936	4137.0	2412.0
22937	6084.0	6859.0
22938	4736.0	5536.0
112464	313.0	337.0
22930	7458.0	5848.0
22931	8797.0	9956.0
81309	0.0	0.0
391504	0.0	1.0
10954	3615.0	1301.0
10953	2487.0	4008.0
10956	22248.0	19211.0
81315	0.0	0.0
10955	19421.0	16666.0
391508	14.0	29.0
81316	0.0	0.0
10957	14979.0	9179.0
124446	5027.0	6804.0
81310	0.0	0.0
10959	17506.0	19883.0
22929	6200.0	4270.0
10950	2283.0	5077.0
10952	3519.0	3624.0
10951	7595.0	5210.0
22943	4.0	11.0
22944	1237.0	956.0
22945	0.0	0.0
22947	0.0	0.0
22948	5888.0	5254.0
22949	2727.0	3282.0
83957	0.0	0.0
22941	7111.0	421.0
83959	3098.0	1179.0
10965	986.0	1251.0
391518	0.0	0.0
10964	3097.0	1244.0
81304	0.0	0.0
10966	999.0	746.0
10969	2948.0	3513.0
81300	0.0	0.0
10961	13151.0	12094.0
10960	10953.0	11566.0
643529	1054.0	768.0
10963	5668.0	5883.0
10962	360.0	892.0
148479	1953.0	3295.0
197407	995.0	1067.0
391576	3.0	0.0
767599	0.0	0.0
767598	0.0	0.0
767595	0.0	0.0
767594	0.0	0.0
767597	0.0	0.0
767596	0.0	0.0
767591	0.0	0.0
767590	0.0	0.0
767593	0.0	0.0
767592	0.0	0.0
124496	1.0	1.0
124491	3274.0	2500.0
391548	0.0	1.0
767588	0.0	0.0
767589	0.0	0.0
767583	0.0	0.0
767585	0.0	0.0
767580	0.0	0.0
767582	0.0	0.0
767581	0.0	0.0
474381	0.0	0.0
474384	0.0	1.0
391552	2.0	0.0
474383	0.0	0.0
474382	0.0	0.0
222701	0.0	0.0
767569	0.0	0.0
391559	1.0	2.0
767577	0.0	0.0
767579	0.0	0.0
767578	0.0	0.0
246705	0.0	0.0
767558	0.0	0.0
246704	7.0	6.0
207107	1.0	18.0
767566	0.0	0.0
767565	0.0	0.0
767568	0.0	0.0
767567	0.0	0.0
767562	0.0	0.0
767561	0.0	0.0
767564	0.0	0.0
767563	0.0	0.0
474345	1.0	1.0
474344	2598.0	1680.0
474343	180.0	119.0
246717	1.0	1.0
100151647	0.0	0.0
100151648	0.0	0.0
246719	3.0	8.0
161406	104.0	138.0
100151649	0.0	0.0
100151643	0.0	0.0
100151645	0.0	0.0
100151640	5.0	19.0
100151641	0.0	0.0
246715	12.0	11.0
767557	23.0	19.0
606553	0.0	0.0
606551	18.0	32.0
474354	4.0	2.0
100151657	0.0	0.0
100151658	0.0	1.0
100151654	1.0	1.0
161436	307.0	59.0
100151655	0.0	0.0
391584	0.0	0.0
100151656	0.0	0.0
100151650	0.0	0.0
100151651	0.0	0.0
391589	18.0	27.0
100151652	0.0	0.0
100151668	2.0	1.0
391592	0.0	0.0
100151664	0.0	0.0
100151665	0.0	0.0
100151666	0.0	0.0
161424	3372.0	2702.0
100151667	0.0	0.0
391598	1.0	1.0
100151661	3.0	2.0
100151663	0.0	0.0
474338	25.0	15.0
474337	0.0	1.0
197370	3202.0	4181.0
220112	7.0	1.0
246744	0.0	0.0
220115	15.0	3.0
93273	118.0	690.0
100271459	1.0	2.0
100271458	0.0	0.0
81298	0.0	0.0
81299	0.0	0.0
100271457	0.0	0.0
100271456	0.0	0.0
100271451	1.0	0.0
81295	0.0	0.0
100271452	0.0	1.0
220108	632.0	63.0
220107	9.0	15.0
100271448	2.0	1.0
100271447	8.0	2.0
100271449	0.0	0.0
100271444	3.0	2.0
100271445	1.0	0.0
81285	6.0	16.0
81282	0.0	0.0
197350	32.0	19.0
246720	4.0	2.0
401399	23.0	8.0
401398	78.0	65.0
246721	0.0	0.0
220134	13.0	23.0
401397	2441.0	2724.0
246723	29.0	16.0
220136	515.0	210.0
401393	2.0	0.0
100271437	0.0	0.0
100271439	2.0	0.0
100271438	4.0	0.0
100271433	0.0	0.0
100271435	0.0	0.0
100271434	0.0	0.0
197342	475.0	413.0
246731	4.0	2.0
401387	4.0	11.0
100271419	0.0	0.0
102724127	0.0	0.0
246737	73.0	100.0
100271420	0.0	0.0
197358	317.0	347.0
199990	2969.0	2691.0
246785	82.0	45.0
105664404	0.0	0.0
100271408	0.0	0.0
100271407	0.0	0.0
440970	0.0	0.0
220158	0.0	2.0
283726	205.0	114.0
100271414	0.0	0.0
100887075	0.0	0.0
439990	11.0	60.0
100271411	0.0	0.0
100271410	0.0	1.0
220164	691.0	73.0
100271413	0.0	0.0
197320	1535.0	1728.0
439996	2.0	1.0
100887074	0.0	0.0
439992	36.0	38.0
100887073	0.0	0.0
197322	2429.0	2186.0
439994	295.0	226.0
102724105	762.0	773.0
220147	0.0	0.0
100271404	0.0	0.0
100887067	2.0	1.0
102724101	0.0	0.0
100271406	0.0	0.0
100271405	57.0	1.0
100271400	0.0	0.0
283711	0.0	0.0
100271402	0.0	0.0
197331	3.0	6.0
197335	1950.0	1851.0
440993	1865.0	1068.0
440992	24.0	35.0
161394	381.0	167.0
199964	15.0	60.0
8000	11.0	1.0
8001	0.0	0.0
246777	108.0	10.0
246778	7.0	1.0
606495	473.0	164.0
199974	2.0	4.0
8013	419.0	329.0
22911	1186.0	822.0
439949	857.0	243.0
22913	14049.0	14514.0
643421	1.0	0.0
22914	20.0	11.0
22915	8901.0	89.0
439945	0.0	0.0
22916	5635.0	6108.0
731605	8.0	3.0
22917	4.0	1.0
10929	6605.0	5084.0
10928	6739.0	6353.0
56252	8191.0	6294.0
56253	27.0	38.0
401331	317.0	190.0
81207	0.0	0.0
83869	0.0	0.0
81208	0.0	0.0
81209	0.0	18.0
83877	3174.0	2399.0
56259	2842.0	2181.0
83876	1196.0	6.0
81215	0.0	0.0
83879	40.0	72.0
10934	3.0	7.0
83878	343.0	216.0
283768	2.0	0.0
10933	17980.0	20648.0
10936	221.0	138.0
56254	6375.0	4255.0
83873	68.0	50.0
256148	0.0	0.0
81210	2.0	5.0
283767	0.0	0.0
56255	9215.0	8462.0
83872	998.0	581.0
10935	12369.0	11843.0
81211	0.0	0.0
56256	497.0	514.0
10938	3077.0	3940.0
83875	200.0	36.0
83874	1695.0	1889.0
56257	8154.0	6870.0
22907	4938.0	6001.0
643414	0.0	1.0
439953	7.0	13.0
22908	6438.0	3977.0
83871	4021.0	10269.0
22909	2794.0	1339.0
283761	0.0	0.0
439954	1.0	0.0
643418	2.0	6.0
10930	14.0	34.0
439950	0.0	0.0
22921	2027.0	1326.0
8022	0.0	1.0
440926	140.0	231.0
22924	1481.0	949.0
440925	22.0	17.0
8028	4770.0	3442.0
22925	21799.0	311.0
8029	1650.0	947.0
22926	5469.0	5078.0
439934	0.0	0.0
22927	2489.0	1725.0
8027	1605.0	2778.0
22928	4346.0	4090.0
439936	295.0	29.0
56261	3767.0	6351.0
56262	7856.0	8148.0
10939	5638.0	3679.0
401321	266.0	205.0
8021	4909.0	4051.0
83858	803.0	694.0
22920	2574.0	2667.0
56260	436.0	436.0
10943	1604.0	1727.0
56269	0.0	1.0
83866	0.0	0.0
81203	0.0	0.0
10942	1.0	3.0
81204	0.0	0.0
10945	16575.0	16665.0
83868	0.0	0.0
81205	0.0	0.0
10944	10584.0	11954.0
83867	0.0	0.0
10947	1844.0	1220.0
56265	2286.0	312.0
83862	1608.0	1805.0
401316	28.0	13.0
83861	3161.0	2482.0
283755	319.0	162.0
10946	5532.0	4850.0
56267	2793.0	3553.0
10949	16958.0	14971.0
81201	0.0	1.0
10948	3132.0	3888.0
256158	819.0	118.0
83863	0.0	0.0
81202	0.0	0.0
22918	5057.0	6082.0
22919	9093.0	8923.0
439941	0.0	0.0
83860	1625.0	875.0
8019	4399.0	3301.0
10941	0.0	0.0
643427	72.0	49.0
10940	354.0	306.0
8036	5271.0	3894.0
8034	1272.0	1718.0
440957	1397.0	1603.0
440956	0.0	0.0
440955	0.0	1.0
