id	e32c7fe0-81ce-4cc8-880b-79d5cafa3dc1	73451252-7198-4187-93b0-16a76843c8c0
106480262	0.0	0.0
106479240	0.0	0.0
166	25437.0	45274.0
106480261	2.0	0.0
167	0.0	0.0
106480264	0.0	0.0
106480263	0.0	0.0
150248	22.0	5.0
106480266	0.0	0.0
106480265	0.0	0.0
106480268	0.0	0.0
106480267	0.0	0.0
150244	59.0	41.0
7128	10668.0	1828.0
414224	45.0	46.0
106480260	3.0	1.0
7143	54.0	4.0
392392	0.0	0.0
7142	0.0	0.0
7145	21885.0	8614.0
441849	0.0	0.0
7146	10.0	43.0
392399	0.0	0.0
7148	4445.0	686.0
414228	0.0	0.0
106480226	1.0	0.0
106480225	5.0	0.0
441843	59.0	6.0
106480228	0.0	0.0
106479279	0.0	0.0
106480227	2.0	0.0
106479278	0.0	0.0
172	758.0	1100.0
106479277	1.0	1.0
173	0.0	0.0
106479276	1.0	0.0
106480229	0.0	0.0
174	0.0	0.0
7141	14.0	7.0
106479275	0.0	0.0
175	1784.0	2617.0
7140	95.0	16.0
106479274	0.0	0.0
176	28.0	150.0
106479273	0.0	0.0
177	1375.0	3722.0
137290	1.0	0.0
106479272	0.0	0.0
178	2745.0	1344.0
106480231	0.0	0.0
106479271	1.0	0.0
106479270	0.0	0.0
106480230	0.0	0.0
106480233	0.0	0.0
106480232	0.0	0.0
106480235	0.0	1.0
106480234	3.0	0.0
414236	15.0	328.0
7139	16.0	45.0
414235	26.0	14.0
414230	0.0	0.0
7153	1929.0	662.0
149281	5.0	0.0
7156	1210.0	904.0
7155	10974.0	8782.0
7158	4850.0	3377.0
7157	2396.0	4048.0
343495	1.0	2.0
162239	751.0	776.0
7159	3812.0	4128.0
106480237	0.0	0.0
106479269	3.0	7.0
106480236	0.0	0.0
181	2.0	9.0
106480239	0.0	0.0
106479268	1.0	0.0
182	4480.0	5867.0
106479267	0.0	0.0
106480238	0.0	0.0
183	276.0	926.0
7150	7494.0	7554.0
221017	3.0	2.0
106479266	0.0	0.0
106479265	7.0	2.0
185	207.0	5.0
106479264	0.0	0.0
186	0.0	0.0
402273	0.0	0.0
106479263	0.0	0.0
7151	0.0	0.0
187	1755.0	2614.0
106479262	1.0	0.0
106480240	5.0	6.0
106479261	0.0	0.0
189	1.0	0.0
106479260	1.0	1.0
106480242	0.0	4.0
106480241	0.0	0.0
104797537	0.0	0.0
106480244	0.0	0.0
104797536	7.0	18.0
106480243	0.0	0.0
106480246	0.0	0.0
104797538	0.0	19.0
106480245	1.0	0.0
414245	29.0	58.0
414246	0.0	0.0
414241	5.0	10.0
7165	5334.0	6038.0
92344	740.0	791.0
100874120	1.0	0.0
7164	2204.0	7380.0
92345	817.0	501.0
7167	12423.0	14797.0
92342	378.0	572.0
729764	0.0	0.0
7166	64.0	105.0
7169	2016.0	3023.0
100874124	1.0	2.0
106479219	0.0	0.0
7168	7256.0	7414.0
100874123	0.0	0.0
106479218	0.0	0.0
92346	0.0	0.0
729760	1.0	0.0
100874122	0.0	0.0
106479217	3.0	0.0
106479216	0.0	0.0
100874121	0.0	0.0
190	1.0	0.0
106480204	1.0	3.0
106479215	1.0	0.0
191	8117.0	8970.0
106479214	0.0	1.0
729769	0.0	1.0
106480203	0.0	0.0
106480206	0.0	0.0
106479213	0.0	0.0
257000	11.0	248.0
79370	57.0	22.0
106479212	0.0	0.0
106480205	1.0	0.0
7161	71.0	103.0
106480208	1.0	0.0
92340	583.0	1957.0
106479211	0.0	0.0
106479210	1.0	1.0
106480207	0.0	0.0
7163	6678.0	6499.0
196	4382.0	10538.0
197	0.0	1.0
7162	1185.0	2437.0
729767	0.0	0.0
106480209	0.0	0.0
284618	217.0	336.0
199	934.0	1526.0
646929	0.0	0.0
284615	121.0	60.0
106480211	0.0	0.0
284613	1808.0	1268.0
106480210	0.0	0.0
284612	675.0	328.0
106480213	0.0	0.0
284611	1163.0	1389.0
106480212	1.0	0.0
100874128	1.0	0.0
343477	12.0	5.0
100874127	0.0	0.0
730747	13.0	15.0
100874126	0.0	0.0
100874129	0.0	0.0
7175	9510.0	8134.0
7178	143359.0	222603.0
7177	55.0	81.0
106479209	0.0	0.0
646942	4.0	1.0
100874113	40.0	70.0
106479208	0.0	0.0
106479207	0.0	0.0
100874112	2.0	0.0
7179	0.0	0.0
343472	0.0	0.0
106479206	0.0	0.0
100874111	6.0	10.0
92335	593.0	597.0
106479205	1.0	0.0
100874110	7.0	15.0
221035	2938.0	4212.0
106479204	0.0	0.0
106480215	0.0	0.0
729759	0.0	0.0
106480214	0.0	0.0
106479203	1.0	0.0
7170	12767.0	14795.0
221037	6179.0	3665.0
106479202	0.0	0.0
106480217	0.0	0.0
80349	2721.0	2469.0
106480216	0.0	0.0
106479201	0.0	1.0
7172	8282.0	5763.0
106479200	1.0	0.0
106480219	0.0	0.0
7171	10237.0	18367.0
106480218	1.0	0.0
79364	2250.0	1647.0
7174	3765.0	3292.0
7173	266017.0	28736.0
79363	590.0	381.0
729756	29.0	4.0
79366	989.0	1099.0
100996541	34.0	27.0
79365	15694.0	17617.0
79368	530.0	81.0
106480220	1.0	0.0
80352	52.0	69.0
106480222	0.0	0.0
79369	27.0	23.0
106480221	0.0	0.0
221044	0.0	0.0
106480224	0.0	1.0
106480223	0.0	0.0
100874117	1.0	0.0
100874116	0.0	0.0
100874115	0.0	2.0
100874114	72.0	67.0
80351	7607.0	5047.0
80350	53.0	39.0
100874119	1.0	6.0
646936	1.0	0.0
100874118	4.0	2.0
7187	2950.0	1366.0
7186	1570.0	1623.0
7189	1183.0	576.0
729786	2.0	0.0
7188	1318.0	719.0
100874146	4.0	11.0
100874145	0.0	0.0
100874144	0.0	0.0
106479239	0.0	0.0
92369	20.0	10.0
100874143	0.0	0.0
106479238	0.0	0.0
106479237	0.0	1.0
100996538	0.0	0.0
106479236	0.0	0.0
7181	1740.0	1835.0
106479235	0.0	0.0
7180	0.0	0.0
100996539	67.0	24.0
106479234	0.0	0.0
106479233	0.0	0.0
7182	3959.0	4910.0
106479232	1.0	0.0
7185	2386.0	2537.0
106479231	0.0	0.0
7184	188615.0	104762.0
729789	4.0	12.0
106479230	1.0	5.0
221074	2.0	15.0
80380	233.0	226.0
100874147	0.0	0.0
80381	2211.0	5987.0
646960	1.0	2.0
100874131	15.0	1.0
100874130	0.0	0.0
92359	956.0	1560.0
100874135	0.0	0.0
100874134	3.0	8.0
106479229	0.0	0.0
343450	238.0	177.0
646962	66.0	188.0
106479228	0.0	0.0
106479227	0.0	0.0
100874132	9.0	1.0
106479226	0.0	0.0
7190	51.0	18.0
106479225	0.0	0.0
100286996	0.0	0.0
106479224	0.0	0.0
106479223	0.0	0.0
106479222	0.0	0.0
106479221	0.0	0.0
106479220	0.0	0.0
729779	0.0	0.0
221060	30.0	37.0
221061	1447.0	745.0
100996520	0.0	0.0
106480200	0.0	0.0
106480202	0.0	0.0
106480201	0.0	0.0
100874139	0.0	0.0
100874138	0.0	0.0
646956	4.0	6.0
414201	0.0	0.0
100874137	0.0	0.0
100874136	0.0	0.0
730755	1.0	23.0
414200	1.0	4.0
100874163	23.0	4.0
100874161	0.0	0.0
100874168	0.0	0.0
100874167	1.0	1.0
257044	155.0	120.0
729727	2.0	0.0
100874160	0.0	0.0
402220	0.0	0.0
100996511	340.0	1070.0
729723	295.0	127.0
221092	3746.0	5678.0
284656	13.0	95.0
402216	3.0	0.0
102725045	1.0	0.0
284654	9.0	3.0
100874169	0.0	0.0
221091	267.0	34.0
646982	27.0	14.0
100874153	0.0	0.0
646981	2.0	3.0
100874152	0.0	0.0
100286979	7.0	2.0
100874151	1.0	0.0
100874150	0.0	1.0
115908	258.0	1476.0
100874157	0.0	0.0
100874156	0.0	0.0
100874155	0.0	0.0
100874154	1.0	0.0
221079	2653.0	2013.0
92370	706.0	977.0
100286971	0.0	0.0
221078	951.0	873.0
100996501	3.0	1.0
100996500	1.0	0.0
284649	89.0	35.0
729708	31.0	21.0
100874159	0.0	0.0
644315	33.0	29.0
100874158	26.0	16.0
646993	28.0	55.0
100874186	1.0	0.0
100874185	1.0	0.0
100874184	0.0	0.0
100874183	0.0	0.0
100286965	0.0	0.0
100286964	0.0	0.0
646996	1.0	0.0
100874189	0.0	0.0
100874188	52.0	18.0
644333	0.0	0.0
100874187	0.0	2.0
729747	17.0	11.0
100874182	0.0	0.0
100874180	0.0	0.0
257019	1942.0	10052.0
644325	0.0	0.0
343413	109.0	93.0
92399	1643.0	1516.0
100874175	0.0	0.0
100874174	3.0	0.0
100874173	0.0	1.0
100874172	0.0	3.0
100874179	0.0	1.0
100286954	0.0	0.0
100874178	0.0	0.0
100874176	0.0	0.0
343409	0.0	0.0
343406	0.0	0.0
644338	2.0	0.0
103911	4.0	1.0
103910	17091.0	40636.0
350297	0.0	0.0
79530	0.0	0.0
79533	0.0	0.0
55561	1760.0	5957.0
79532	0.0	0.0
55568	6236.0	3604.0
55567	15.0	13.0
79534	0.0	0.0
79537	0.0	0.0
55565	309.0	351.0
651452	1.0	0.0
79538	0.0	1.0
158572	220.0	114.0
55571	2103.0	2022.0
171523	71.0	70.0
55573	14062.0	6382.0
55572	996.0	1058.0
79521	0.0	0.0
55578	2730.0	3535.0
79523	0.0	0.0
55577	3998.0	5415.0
79526	0.0	0.0
55576	494.0	25.0
79525	0.0	0.0
79528	0.0	0.0
100037417	119.0	119.0
79529	0.0	0.0
92521	792.0	1113.0
374286	27.0	10.0
122592	0.0	0.0
55582	635.0	389.0
79550	0.0	0.0
55586	702.0	191.0
55585	3899.0	5289.0
55584	7.0	18.0
55589	868.0	461.0
171559	2.0	8.0
55588	6945.0	7263.0
171558	23.0	22.0
374291	2023.0	3011.0
55593	5212.0	6005.0
205428	1571.0	1103.0
55592	1308.0	1155.0
55591	6348.0	5726.0
79540	2.0	4.0
55596	1885.0	2276.0
79541	0.0	0.0
79544	0.0	0.0
79546	0.0	0.0
55599	1246.0	2198.0
171546	2063.0	2689.0
79547	0.0	0.0
92507	4.0	4.0
79549	1.0	0.0
158586	1142.0	614.0
158584	504.0	770.0
158521	1.0	2.0
134553	4535.0	3977.0
79571	1596.0	1133.0
79570	6.0	1.0
146540	754.0	950.0
79573	852.0	889.0
79572	12498.0	8588.0
79575	1043.0	1568.0
79574	1.0	0.0
79577	3306.0	1899.0
79576	1505.0	1344.0
158511	36.0	12.0
146542	633.0	1070.0
79568	635.0	623.0
79567	4138.0	3275.0
146547	83.0	198.0
92565	527.0	1226.0
79591	1878.0	1798.0
79590	2112.0	3488.0
146562	215.0	72.0
79595	1913.0	1509.0
79594	2450.0	1820.0
146556	17736.0	11113.0
100302652	6.0	3.0
79596	566.0	575.0
79598	878.0	614.0
92552	0.0	0.0
92558	1817.0	1904.0
79582	1205.0	974.0
79581	1531.0	3076.0
79583	1014.0	874.0
79586	10253.0	12130.0
100302640	80.0	35.0
79585	617.0	1253.0
79587	1743.0	2465.0
79589	2267.0	4941.0
340895	44.0	22.0
102723346	11.0	9.0
100289137	239.0	83.0
100289133	5.0	2.0
340888	0.0	0.0
100289131	0.0	0.0
100170229	38.0	74.0
339894	39.0	12.0
339896	2.0	3.0
339897	2.0	0.0
100302666	14.0	16.0
100289124	0.0	0.0
102723332	4.0	15.0
100652796	0.0	0.0
339881	0.0	0.0
339883	67.0	76.0
102723320	3.0	17.0
339879	64.0	116.0
55502	158.0	1020.0
100302692	249.0	316.0
55501	1556.0	1578.0
100302691	3.0	8.0
55500	4010.0	3919.0
55506	936.0	2391.0
55505	1700.0	2744.0
55504	922.0	398.0
55503	269.0	97.0
55509	115.0	260.0
55508	1043.0	636.0
55507	29.0	30.0
9810	4909.0	3712.0
9811	2194.0	1487.0
102723318	1.0	0.0
100302689	0.0	0.0
102723314	0.0	0.0
100289102	0.0	0.0
55512	335.0	238.0
55511	1.0	2.0
55510	431.0	113.0
9804	15026.0	11020.0
55515	2.0	2.0
9801	1790.0	1554.0
9802	19643.0	16988.0
9807	3307.0	2601.0
9808	3.0	6.0
9805	2231.0	2352.0
9806	5650.0	14214.0
9821	4124.0	2795.0
9820	3879.0	5419.0
55520	883.0	580.0
55521	36.0	1539.0
9814	1773.0	2413.0
9815	2585.0	1627.0
55527	308.0	162.0
9812	3075.0	3234.0
55526	2879.0	1765.0
9813	10276.0	7805.0
9818	2960.0	2044.0
9819	2575.0	2075.0
9816	765.0	391.0
9817	3891.0	5211.0
55529	472.0	334.0
9832	47.0	50.0
9833	161.0	96.0
9830	997.0	1127.0
9831	1682.0	1390.0
339855	653.0	77.0
55531	9.0	5.0
339845	1.0	0.0
55530	0.0	0.0
202	2873.0	1843.0
203	754.0	4323.0
55534	1158.0	1120.0
204	7015.0	6865.0
171568	3765.0	2579.0
205	419.0	591.0
55532	2.0	1.0
9825	2733.0	1461.0
55539	0.0	0.0
206	4.0	5.0
9826	4581.0	3570.0
207	6216.0	8848.0
208	21630.0	13065.0
9823	6896.0	7615.0
55536	3597.0	1014.0
9824	551.0	214.0
9829	220.0	185.0
100652759	0.0	0.0
9827	4514.0	2449.0
9828	6730.0	5483.0
171560	1.0	3.0
9840	751.0	239.0
9843	612.0	787.0
9844	14079.0	2823.0
9841	948.0	590.0
9842	2181.0	2081.0
100652781	19.0	2.0
339843	0.0	1.0
339834	75.0	16.0
210	5159.0	3537.0
211	3811.0	2807.0
55540	285.0	217.0
212	13.0	9.0
213	38.0	60.0
79513	0.0	0.0
214	7449.0	7824.0
55545	9.0	1.0
79512	0.0	0.0
215	734.0	1091.0
55544	1894.0	2379.0
79515	0.0	0.0
216	10478.0	4165.0
79514	2.0	0.0
217	7493.0	5420.0
9836	1059.0	939.0
9837	203.0	165.0
218	32.0	31.0
219	2056.0	759.0
9834	1145.0	212.0
79518	0.0	0.0
254428	6927.0	4059.0
254427	330.0	737.0
9839	2921.0	1696.0
9851	1605.0	1337.0
9854	956.0	1080.0
9855	1244.0	672.0
9852	4495.0	5609.0
9853	2518.0	1636.0
352905	0.0	0.0
100652770	7.0	25.0
55553	704.0	210.0
220	74.0	1741.0
221	553.0	2900.0
55552	231.0	310.0
222	1.0	91.0
223	12100.0	7582.0
171586	1262.0	1578.0
340811	0.0	0.0
224	8360.0	11634.0
100652772	1020.0	1152.0
55556	3865.0	3817.0
225	169.0	65.0
79501	0.0	0.0
339829	324.0	209.0
226	35630.0	51383.0
79504	0.0	0.0
55554	28.0	2.0
9847	3798.0	2705.0
228	8.0	2.0
229	3.0	8.0
9848	895.0	213.0
55559	153.0	145.0
79508	0.0	0.0
9846	1503.0	1366.0
55558	2589.0	6495.0
352909	199.0	261.0
254439	0.0	37.0
9849	2884.0	2108.0
9861	3357.0	3847.0
9862	3323.0	4218.0
7200	2.0	2.0
9860	1538.0	1808.0
9865	542.0	859.0
9866	1940.0	880.0
7201	2.0	15.0
7204	3336.0	2485.0
9863	1103.0	509.0
7203	7495.0	10661.0
101927477	2.0	0.0
339942	152.0	366.0
230	506.0	1204.0
231	3028.0	4646.0
100133330	0.0	0.0
100289099	0.0	0.0
100289095	0.0	0.0
236	0.0	0.0
238	51.0	193.0
239	105.0	125.0
9858	2585.0	2387.0
9859	4201.0	2090.0
100289092	17.0	14.0
9856	18.0	21.0
9857	3805.0	2153.0
100652846	21.0	8.0
9873	2979.0	2629.0
9870	3367.0	2567.0
9871	5887.0	4469.0
9877	8283.0	6677.0
9874	3763.0	2875.0
101927487	0.0	0.0
9875	2107.0	2190.0
101927489	14.0	99.0
240	1176.0	14941.0
241	812.0	1206.0
242	2.0	27.0
100652831	2.0	11.0
243	0.0	0.0
100289087	0.0	0.0
245	361.0	788.0
246	16.0	4.0
339926	0.0	0.0
247	122.0	4428.0
248	0.0	0.0
249	539.0	372.0
339929	136.0	69.0
9869	2402.0	2311.0
7205	4427.0	6874.0
9867	17057.0	9071.0
9868	4358.0	3740.0
7220	686.0	602.0
9883	2999.0	1611.0
9884	112.0	63.0
7222	10.0	13.0
9881	4066.0	4412.0
9882	6047.0	1498.0
7221	9.0	14.0
7224	1.0	253.0
9887	5138.0	5030.0
7223	32.0	50.0
9885	3680.0	2982.0
7226	480.0	589.0
101927498	4.0	4.0
9886	992.0	588.0
7225	825.0	292.0
250	2.0	3.0
9880	639.0	619.0
251	12.0	2.0
340900	2.0	0.0
100652865	72.0	57.0
257	1.0	0.0
258	1.0	1.0
259	29.0	5.0
7216	1042.0	1044.0
9878	5090.0	3810.0
9879	4629.0	2485.0
9894	1955.0	3933.0
9895	2256.0	2252.0
9892	67.0	10.0
9898	7452.0	9138.0
9899	201.0	20.0
9896	1295.0	1442.0
9897	3441.0	1979.0
100422407	0.0	0.0
9890	280.0	117.0
9891	905.0	573.0
262	4845.0	3608.0
263	0.0	0.0
100652853	219.0	201.0
265	2.0	1.0
266	30.0	9.0
267	5510.0	5881.0
100652856	0.0	0.0
268	39.0	162.0
269	1.0	4.0
339906	6.0	5.0
7227	1423.0	1096.0
9889	1149.0	1024.0
100652857	20.0	2.0
100422411	1.0	0.0
7248	3133.0	2303.0
7247	3970.0	3750.0
101927433	0.0	0.0
270	39.0	19.0
271	2401.0	1995.0
100289059	2.0	1.0
272	1046.0	1041.0
273	37.0	35.0
274	3002.0	2334.0
275	914.0	1168.0
276	0.0	0.0
277	1.0	1.0
278	1.0	0.0
100652801	0.0	0.0
279	6.0	24.0
100289051	0.0	0.0
7253	37533.0	36736.0
7252	0.0	1.0
7257	2423.0	1888.0
7259	9708.0	6365.0
7258	0.0	0.0
280	494.0	1567.0
281	0.0	0.0
101927449	0.0	0.0
283	158.0	177.0
7251	3414.0	4042.0
284	607.0	416.0
285	641.0	1781.0
286	175.0	62.0
287	5396.0	269.0
288	7175.0	4562.0
102723378	0.0	0.0
7249	7642.0	6626.0
7264	2068.0	5760.0
7263	1251.0	2506.0
7266	3606.0	4765.0
7265	2503.0	2723.0
7268	167.0	140.0
7267	16999.0	12734.0
100422437	0.0	0.0
290	907.0	554.0
101927455	0.0	9.0
291	2637.0	2490.0
292	6939.0	6055.0
101927457	3.0	0.0
7260	2165.0	2092.0
293	31423.0	30844.0
352852	1.0	0.0
101927459	0.0	0.0
7262	356.0	2815.0
100289034	10.0	4.0
100652824	3.0	5.0
100422431	0.0	0.0
7275	2219.0	640.0
7274	0.0	1.0
7277	1520.0	3694.0
100422445	0.0	0.0
7276	3.0	0.0
7278	1.0	0.0
101927465	0.0	0.0
376818	0.0	1.0
100289028	0.0	0.0
7270	1375.0	1006.0
100289027	0.0	0.0
7273	1416.0	1757.0
7272	179.0	86.0
102723356	10.0	12.0
7286	635.0	815.0
376844	0.0	0.0
100529257	13.0	11.0
7288	13.0	0.0
7287	4.0	15.0
7289	1618.0	1230.0
134510	1438.0	1724.0
79490	0.0	0.0
7280	215.0	314.0
79492	0.0	0.0
79491	0.0	0.0
100529251	17.0	23.0
79494	0.0	0.0
7284	8742.0	10122.0
7283	946.0	1711.0
79498	0.0	0.0
122525	356.0	367.0
79499	3.0	0.0
100422450	0.0	0.0
100422452	0.0	0.0
7297	4230.0	4985.0
7296	4127.0	2095.0
7299	2.0	2.0
134526	1.0	77.0
7298	709.0	575.0
100422469	0.0	0.0
7291	117.0	153.0
100529261	6.0	1.0
7290	5753.0	4832.0
100529262	0.0	1.0
7293	237.0	1065.0
79483	1.0	0.0
7292	125.0	443.0
100529264	1.0	2.0
79482	0.0	0.0
7295	2870.0	6429.0
352887	1.0	21.0
7294	212.0	130.0
79488	0.0	0.0
388818	0.0	0.0
100292680	8.0	104.0
388815	496.0	390.0
158506	1.0	0.0
100529239	0.0	0.0
92483	2.0	4.0
352896	21.0	4.0
92482	1424.0	1320.0
122509	347.0	622.0
388849	44.0	55.0
134548	158.0	119.0
101927423	23.0	37.0
101927422	7.0	1.0
100529240	0.0	0.0
134549	462.0	1245.0
100529241	1.0	0.0
388830	11.0	1.0
408050	232.0	101.0
100422486	26.0	37.0
100529215	69.0	93.0
100529211	47.0	78.0
100422496	0.0	0.0
122553	2036.0	1900.0
100133307	0.0	0.0
100133308	2.0	0.0
100133309	3.0	1.0
100133310	7.0	1.0
100133311	2.0	0.0
388886	4154.0	3231.0
100133314	0.0	1.0
134505	2.0	17.0
100133321	2.0	3.0
100529209	40.0	34.0
65003	1119.0	1404.0
65005	1713.0	2742.0
65008	812.0	944.0
171419	0.0	0.0
65009	507.0	674.0
55681	2389.0	2861.0
55680	1147.0	985.0
79650	2612.0	5204.0
79652	1097.0	1719.0
79651	1767.0	3000.0
146456	25.0	24.0
55684	4625.0	6107.0
55683	4064.0	3324.0
79654	2699.0	4699.0
79656	422.0	535.0
55689	2612.0	2023.0
171416	0.0	0.0
79658	924.0	1225.0
55687	1150.0	1599.0
79657	1800.0	1366.0
55686	498.0	828.0
374395	2412.0	3608.0
79659	2454.0	1033.0
374393	303.0	210.0
65010	423.0	870.0
374378	10434.0	4063.0
65012	11.0	25.0
92610	1342.0	709.0
122481	275.0	137.0
65018	2344.0	1634.0
55692	2628.0	4950.0
55691	1228.0	946.0
55690	7894.0	13059.0
79641	843.0	1367.0
55696	2659.0	3025.0
55695	1051.0	1620.0
79640	1904.0	1513.0
79643	1291.0	1925.0
79642	111.0	380.0
55693	104.0	55.0
79645	4.0	6.0
55699	4910.0	3704.0
79644	920.0	813.0
55698	319.0	46.0
79647	5231.0	2948.0
55697	3333.0	3320.0
79646	4081.0	3000.0
79649	2432.0	811.0
374383	216.0	91.0
79648	1449.0	997.0
92609	2895.0	3949.0
134490	0.0	0.0
134492	1434.0	1313.0
100302738	0.0	0.0
100302737	0.0	0.0
100302736	33.0	9.0
146481	0.0	3.0
79670	2186.0	1580.0
79672	2370.0	2358.0
79671	1567.0	1647.0
79674	87.0	30.0
79673	1050.0	695.0
79676	154.0	149.0
79675	1013.0	826.0
79677	1573.0	1246.0
79679	1.0	73.0
158471	317.0	276.0
349391	0.0	0.0
79661	1152.0	1652.0
79660	10085.0	14559.0
79663	834.0	776.0
171424	0.0	5.0
171423	320.0	319.0
79665	3459.0	2522.0
171422	0.0	0.0
79664	2782.0	1996.0
171421	0.0	0.0
79667	670.0	615.0
79666	1326.0	952.0
171427	11.0	27.0
79669	6829.0	1683.0
171425	503.0	410.0
79668	5591.0	3962.0
171420	0.0	0.0
158401	15.0	10.0
92667	1342.0	1219.0
158405	472.0	354.0
349386	0.0	0.0
79690	206.0	554.0
79692	437.0	291.0
79691	1439.0	1082.0
79694	1214.0	760.0
79693	780.0	633.0
79696	984.0	562.0
100302751	4.0	9.0
79695	1442.0	2928.0
79698	1798.0	71.0
205564	1796.0	2021.0
79697	658.0	891.0
79699	3095.0	2469.0
92659	212.0	277.0
65055	225.0	80.0
65057	980.0	1253.0
65056	6187.0	5817.0
65059	989.0	330.0
349372	0.0	0.0
100302743	2.0	4.0
79680	1907.0	1531.0
79683	994.0	884.0
100302742	0.0	0.0
79682	330.0	231.0
100302741	0.0	0.0
79685	2979.0	1941.0
79684	1092.0	1503.0
100216001	0.0	6.0
79689	2307.0	2452.0
146429	11.0	6843.0
65065	1372.0	388.0
92689	2926.0	3063.0
90025	277.0	174.0
158427	1288.0	763.0
408263	4.0	4.0
92682	29.0	54.0
146434	476.0	469.0
146433	508.0	258.0
146439	448.0	2020.0
90019	3.0	103.0
65062	932.0	1122.0
158431	359.0	232.0
65061	6.0	3.0
90011	12.0	5.0
92675	1894.0	2705.0
65078	286.0	905.0
134466	359.0	694.0
90007	7049.0	10950.0
65072	75.0	41.0
100289019	607.0	950.0
100289017	1.0	0.0
100133172	33.0	11.0
55601	2445.0	3314.0
55600	0.0	5.0
55605	947.0	660.0
55604	1897.0	1454.0
55603	1057.0	3072.0
55602	1614.0	1467.0
55609	274.0	325.0
55608	4488.0	7047.0
55607	1288.0	1852.0
254528	0.0	2.0
349334	0.0	0.0
9910	2335.0	1669.0
100133180	7.0	8.0
641924	2.0	0.0
9908	10129.0	5833.0
9909	3596.0	2633.0
55612	500.0	349.0
55611	4097.0	6386.0
55610	1395.0	1166.0
254531	912.0	2350.0
9902	2349.0	22286.0
55616	3730.0	2998.0
171482	0.0	0.0
9903	2700.0	2408.0
55615	537.0	779.0
55614	1757.0	822.0
9900	437.0	690.0
55613	58.0	67.0
340990	6.0	2.0
9901	1099.0	1228.0
9906	179.0	147.0
55619	2088.0	1330.0
9907	1958.0	2255.0
9904	1885.0	2407.0
171484	6.0	0.0
55617	837.0	419.0
9905	4926.0	4563.0
641922	10.0	25.0
171483	2.0	2.0
9920	491.0	333.0
9921	7779.0	10662.0
100133190	468.0	1534.0
102723449	0.0	0.0
100133193	0.0	0.0
9919	7868.0	7105.0
55623	4361.0	3512.0
55622	956.0	928.0
55621	1280.0	2085.0
55620	1368.0	3820.0
9913	2437.0	3144.0
55627	3955.0	3434.0
340980	1.0	4.0
9914	1619.0	132.0
55626	2400.0	2841.0
9911	391.0	310.0
55625	3512.0	2284.0
9912	1900.0	2464.0
55624	5643.0	4965.0
9917	4163.0	3089.0
9918	3953.0	3060.0
9915	3053.0	3133.0
55629	5746.0	5681.0
55628	1250.0	701.0
9931	4508.0	1958.0
55630	1180.0	1991.0
301	19576.0	99774.0
55634	844.0	601.0
55633	1558.0	1526.0
302	17860.0	63065.0
55632	1066.0	717.0
303	7.0	10.0
55631	830.0	744.0
304	206.0	483.0
9924	4702.0	3949.0
55638	1087.0	292.0
305	1.0	4.0
306	4355.0	5235.0
9925	1548.0	1010.0
340970	0.0	0.0
9922	4001.0	2776.0
55636	2579.0	1308.0
307	4847.0	6370.0
55635	181.0	36.0
308	18019.0	22891.0
9923	3322.0	2075.0
9928	169.0	51.0
309	13231.0	6920.0
9929	4010.0	3264.0
9926	6517.0	3600.0
9927	9297.0	7401.0
9942	93.0	36.0
9943	3419.0	2361.0
266553	0.0	0.0
101927396	0.0	0.0
9940	227.0	788.0
101927399	0.0	0.0
9941	540.0	478.0
339983	857.0	1998.0
102723423	0.0	0.0
102723426	0.0	0.0
339977	15.0	36.0
55640	355.0	870.0
310	8383.0	9344.0
311	8045.0	12151.0
312	1.0	13.0
79612	1043.0	745.0
55644	2053.0	3528.0
79611	1517.0	661.0
313	714.0	272.0
314	87.0	66.0
55643	4307.0	5759.0
79613	791.0	481.0
494197	0.0	0.0
79616	595.0	755.0
316	1322.0	41.0
9935	7185.0	3151.0
317	1522.0	840.0
9936	1253.0	261.0
9933	1168.0	1198.0
55647	1008.0	1813.0
79618	978.0	888.0
318	376.0	425.0
55646	715.0	682.0
9934	251.0	145.0
319	1.0	6.0
9939	5284.0	5726.0
9937	918.0	611.0
9938	1404.0	913.0
9950	4230.0	3495.0
9953	365.0	165.0
9951	1.0	4.0
339970	5.0	12.0
339976	0.0	0.0
55652	4235.0	4325.0
320	294.0	202.0
55651	1808.0	2111.0
339967	3.0	4.0
321	633.0	737.0
55650	1404.0	1393.0
322	2350.0	1955.0
323	9918.0	4960.0
55656	1567.0	1623.0
55655	581.0	91.0
324	2272.0	1160.0
79600	3700.0	3105.0
494188	3.0	1.0
79603	3662.0	4363.0
325	0.0	0.0
55654	5984.0	6920.0
79602	6457.0	2903.0
55653	977.0	2228.0
326	24.0	6.0
327	6162.0	6120.0
79605	1182.0	875.0
9946	1296.0	1353.0
55659	310.0	353.0
328	6680.0	8374.0
9947	0.0	0.0
55658	1586.0	2088.0
329	4023.0	3053.0
79607	765.0	748.0
9945	723.0	439.0
55657	973.0	1868.0
79609	542.0	545.0
79608	1615.0	2002.0
9948	18398.0	27765.0
9949	618.0	762.0
9960	1537.0	1728.0
9961	6025.0	23328.0
7301	210.0	384.0
651302	132.0	123.0
7300	0.0	0.0
9965	0.0	3.0
9962	6062.0	3526.0
9963	38.0	39.0
7302	3.0	1.0
339965	255.0	190.0
330	6003.0	1405.0
55663	636.0	911.0
79630	496.0	789.0
331	5991.0	4885.0
