id	96f709bd-23b2-46cd-b0a0-cc2ab74ff73e	09b3ad4d-5d6f-462e-b313-964b5fb76a04
131920	0.0	0.0
106660610	0.0	0.0
645161	8.0	1.0
645160	75.0	73.0
100873718	0.0	0.0
100873717	0.0	0.0
106660609	2.0	0.0
100873716	2.0	1.0
100873715	0.0	0.0
100033447	0.0	0.0
100033448	0.0	0.0
106660605	27.0	16.0
100033449	0.0	0.0
100873719	1.0	0.0
10253	1323.0	945.0
100033443	0.0	1.0
100873710	2.0	2.0
10252	2233.0	6611.0
100033444	0.0	0.0
100033445	0.0	0.0
10255	6.0	3.0
10254	3421.0	2580.0
100033446	0.0	0.0
10257	2144.0	396.0
100873714	0.0	0.0
10256	1593.0	3150.0
100033440	0.0	0.0
100128372	8.0	4.0
100873713	7.0	0.0
100033441	2.0	0.0
100873712	0.0	0.0
143903	2249.0	516.0
100033442	0.0	0.0
100873711	2.0	1.0
10260	2754.0	2835.0
10262	3355.0	4623.0
10261	186.0	696.0
118932	89.0	117.0
106660620	0.0	0.0
101059938	0.0	0.0
645173	3.0	5.0
100873707	0.0	0.0
100873706	0.0	0.0
100873705	0.0	0.0
106660619	0.0	0.0
100873704	0.0	2.0
100033458	0.0	0.0
442425	0.0	0.0
106660616	0.0	2.0
100873709	3.0	0.0
100873708	0.0	1.0
106660614	0.0	0.0
100033454	0.0	0.0
10263	2254.0	3788.0
100033455	0.0	0.0
442429	0.0	0.0
10266	440.0	1121.0
100033456	0.0	0.0
100128368	1.0	0.0
10265	1.0	17.0
10268	909.0	1080.0
100873703	0.0	0.0
100033450	0.0	0.0
10267	47.0	948.0
285172	2754.0	1022.0
100033451	0.0	0.0
100873702	0.0	0.0
100873701	0.0	0.0
10269	3441.0	2772.0
100033453	0.0	0.0
100873700	0.0	0.0
285175	170.0	10.0
118924	2008.0	1713.0
101059905	0.0	0.0
10239	2583.0	2161.0
100033429	0.0	0.0
106481088	0.0	0.0
10238	6467.0	7509.0
442454	22.0	7.0
106481089	0.0	1.0
100873739	0.0	0.0
100873738	0.0	1.0
442455	0.0	0.0
106481086	2.0	1.0
100873737	0.0	0.0
106481087	2.0	0.0
100033425	2.0	1.0
100033426	4.0	3.0
100033427	2.0	0.0
442459	2.0	0.0
100033428	0.0	0.0
10231	2225.0	787.0
100033421	0.0	0.0
100873732	2.0	4.0
106481080	1.0	0.0
10230	465.0	376.0
100033422	0.0	0.0
100873731	0.0	0.0
106481081	0.0	0.0
10233	860.0	674.0
285180	9.0	2.0
100873730	0.0	0.0
100033423	0.0	0.0
10232	5.0	40.0
100033424	1.0	0.0
10235	250.0	137.0
100873736	2.0	0.0
106481084	0.0	0.0
10234	196.0	134.0
100873735	1.0	1.0
106481085	0.0	0.0
10237	2351.0	2428.0
100873734	0.0	0.0
106481082	0.0	0.0
10236	8257.0	8841.0
100873733	0.0	0.0
100033420	0.0	1.0
106481083	0.0	0.0
285189	0.0	0.0
10240	1580.0	1070.0
645191	35.0	4.0
101059914	0.0	0.0
101059918	167.0	44.0
100873729	0.0	0.0
442442	0.0	0.0
106481099	0.0	0.0
10249	1.0	0.0
100873728	0.0	0.0
442444	4.0	1.0
100873727	0.0	0.0
106481097	0.0	0.0
100873726	0.0	0.0
106481098	0.0	0.0
442446	0.0	0.0
100033436	1.0	0.0
100033437	0.0	0.0
442447	1.0	1.0
100033438	3.0	0.0
100033439	1.0	0.0
10242	43.0	7.0
100873721	1.0	2.0
106481091	1.0	1.0
100033432	0.0	0.0
10241	9058.0	4652.0
285190	2.0	2.0
100873720	0.0	0.0
106481092	2.0	0.0
100033433	1.0	1.0
10244	845.0	736.0
100033434	0.0	0.0
10243	1656.0	1160.0
100033435	23.0	17.0
106481090	0.0	0.0
10246	0.0	0.0
285193	312.0	211.0
100873725	1.0	0.0
106481095	0.0	0.0
10245	1618.0	1129.0
100873724	0.0	0.0
100131902	0.0	0.0
106481096	0.0	0.0
285194	0.0	0.0
10248	658.0	1157.0
285195	342.0	147.0
100033430	0.0	2.0
100873723	0.0	0.0
106481093	1.0	0.0
10247	723.0	418.0
100128341	0.0	2.0
100873722	0.0	0.0
106481094	0.0	0.0
100033431	0.0	0.0
100873750	0.0	0.0
100128337	6.0	5.0
128312	3.0	15.0
100128339	0.0	0.0
100128338	556.0	566.0
116328	11.0	43.0
118987	2768.0	2134.0
10217	2024.0	3331.0
106481066	0.0	0.0
10216	20.0	19.0
106481067	0.0	0.0
10219	129.0	56.0
106481064	0.0	0.0
10218	5.0	3.0
100873759	0.0	0.0
106481065	3.0	3.0
106481068	0.0	0.0
106481069	0.0	0.0
100873754	0.0	1.0
100873753	0.0	1.0
10211	9115.0	11853.0
100873752	0.0	0.0
10210	3380.0	2166.0
100873751	0.0	0.0
10213	2196.0	2837.0
128308	1144.0	1626.0
100873758	0.0	0.0
106481062	2.0	0.0
10212	959.0	1482.0
100873757	3.0	1.0
100131913	0.0	0.0
106481063	0.0	0.0
100873756	0.0	0.0
10215	0.0	0.0
106481060	0.0	0.0
10214	0.0	2.0
100873755	0.0	0.0
106481061	0.0	0.0
101059973	1.0	0.0
285126	5.0	3.0
100128327	8.0	4.0
10228	2344.0	3414.0
106481077	0.0	0.0
10227	2005.0	5062.0
106481078	0.0	0.0
100873749	0.0	0.0
106481075	0.0	0.0
118980	1464.0	842.0
10229	2033.0	1282.0
100873748	1.0	4.0
106481076	0.0	0.0
106481079	10.0	13.0
10220	816.0	816.0
100873743	0.0	0.0
100873742	10.0	3.0
106481070	0.0	0.0
100873741	5.0	11.0
100131921	0.0	0.0
100128324	0.0	0.0
10221	27368.0	39974.0
100873740	0.0	0.0
10224	204.0	211.0
100873747	11.0	19.0
106481073	1.0	0.0
10223	12.0	82.0
100873746	0.0	0.0
100131924	0.0	0.0
106481074	0.0	2.0
10226	2633.0	5147.0
100873745	0.0	0.0
106481071	0.0	0.0
10225	520.0	248.0
106481072	0.0	0.0
100873744	1.0	1.0
100033460	0.0	0.0
100873772	0.0	0.0
100873771	0.0	0.0
100873770	0.0	0.0
106481039	0.0	4.0
131909	0.0	0.0
106481044	0.0	0.0
106481045	0.0	0.0
106481042	0.0	0.0
106481043	0.0	1.0
106481048	0.0	0.0
106481049	0.0	2.0
442415	0.0	0.0
106481046	0.0	0.0
442416	0.0	0.0
106481047	0.0	0.0
100873776	0.0	0.0
100873775	0.0	0.0
100873774	0.0	0.0
100131932	0.0	0.0
100128312	0.0	0.0
106481040	0.0	0.0
100131934	15.0	7.0
100873779	1.0	0.0
106481041	0.0	0.0
100131935	0.0	0.0
100873778	0.0	0.0
285141	41.0	31.0
100873777	0.0	0.0
100128307	0.0	0.0
101059953	0.0	0.0
100873760	0.0	0.0
285148	1621.0	1689.0
10206	2520.0	2276.0
106481055	1.0	1.0
10205	2700.0	19792.0
106481056	0.0	0.0
10208	1730.0	1166.0
106481053	0.0	0.0
10207	5500.0	7997.0
106481054	2.0	1.0
106481059	1.0	0.0
10209	26123.0	27368.0
106481057	0.0	0.0
442405	0.0	0.0
106481058	0.0	0.0
100131940	7.0	2.0
100873765	0.0	0.0
442406	0.0	0.0
100873764	0.0	0.0
10200	533.0	575.0
100128302	0.0	0.0
100873763	0.0	0.0
100873762	0.0	0.0
10202	4.0	68.0
100873769	0.0	0.0
106481051	0.0	0.0
10201	778.0	864.0
100873768	0.0	0.0
106481052	0.0	0.0
10204	2592.0	4873.0
100873767	0.0	0.0
100131947	1.0	1.0
10203	1148.0	2039.0
100873766	0.0	0.0
106481050	0.0	0.0
319098	78.0	39.0
319099	4.0	8.0
106481019	0.0	1.0
106481017	0.0	0.0
58155	2390.0	1848.0
728957	0.0	0.0
106481018	0.0	0.0
728953	9.0	6.0
106481022	0.0	0.0
106481023	0.0	0.0
116254	8575.0	7055.0
106481020	0.0	1.0
106481021	0.0	0.0
58158	0.0	0.0
106481026	0.0	0.0
116255	2.0	0.0
58157	0.0	0.0
106481027	0.0	2.0
106481024	0.0	1.0
106481025	1.0	0.0
128229	12.0	4.0
167838	55.0	4.0
319093	10.0	13.0
131890	1.0	3.0
116238	173.0	524.0
728945	0.0	0.0
728947	26.0	14.0
106481028	1.0	0.0
106481029	0.0	0.0
58160	2.0	5.0
106481033	0.0	0.0
143872	1195.0	1408.0
106481034	7.0	3.0
106481031	0.0	0.0
106481032	0.0	0.0
728938	9.0	6.0
106481037	0.0	0.0
106481038	0.0	0.0
106481035	0.0	3.0
106481036	0.0	0.0
143879	674.0	495.0
167826	0.0	0.0
128218	2095.0	2312.0
106481030	0.0	1.0
10190	967.0	1234.0
728970	0.0	0.0
10194	2364.0	2462.0
10193	3530.0	3655.0
645104	0.0	0.0
10196	1759.0	658.0
101059988	0.0	0.0
10195	974.0	1613.0
728978	0.0	95.0
153218	33.0	20.0
116228	603.0	431.0
106481000	0.0	0.0
106481001	0.0	0.0
106481004	1.0	0.0
106481005	0.0	1.0
143884	1864.0	1353.0
116236	1267.0	1372.0
106481002	0.0	0.0
106481003	0.0	0.0
10198	784.0	275.0
10197	4394.0	4710.0
143888	1504.0	2253.0
10199	2437.0	1987.0
128209	0.0	0.0
346689	781.0	666.0
319087	0.0	1.0
344022	0.0	1.0
319089	1.0	3.0
153201	0.0	0.0
319085	0.0	0.0
106481008	0.0	0.0
106481009	0.0	0.0
58189	69.0	57.0
106481006	0.0	0.0
106481007	0.0	0.0
728963	2.0	14.0
728962	1.0	0.0
106481011	0.0	0.0
106481012	0.0	0.0
118881	328.0	274.0
106481010	1.0	0.0
106481015	0.0	0.0
106481016	0.0	0.0
116225	463.0	669.0
106481013	0.0	0.0
116224	2584.0	1377.0
106481014	7.0	5.0
344018	0.0	0.0
645108	0.0	0.0
58190	9670.0	12113.0
346673	4.0	0.0
10170	81.0	217.0
645121	22.0	73.0
58191	1063.0	4634.0
645120	0.0	0.0
10172	467.0	459.0
10171	668.0	539.0
645126	6.0	6.0
10174	4531.0	5545.0
728911	0.0	0.0
728913	57.0	148.0
128272	1173.0	2515.0
100033407	4.0	6.0
100033409	0.0	0.0
10175	4201.0	3288.0
10178	285.0	5480.0
10179	1780.0	1715.0
10181	4876.0	6153.0
10180	3988.0	4549.0
645136	0.0	0.0
10184	1295.0	1472.0
116285	84.0	170.0
100033418	1.0	0.0
202861	0.0	0.0
100033419	1.0	0.0
100033414	5.0	4.0
100033415	1.0	0.0
100033416	26.0	11.0
100033417	0.0	0.0
10187	0.0	0.0
10186	1002.0	712.0
10189	1576.0	2284.0
645129	6.0	6.0
10188	1264.0	2223.0
100033413	10.0	0.0
645145	0.0	0.0
346653	65.0	51.0
645142	0.0	0.0
10150	6939.0	4648.0
10152	8709.0	9248.0
10151	9.0	2.0
200205	778.0	408.0
728933	0.0	0.0
202865	0.0	0.0
728931	2.0	6.0
100873817	1.0	0.0
100873816	0.0	0.0
100128390	1.0	0.0
100873815	0.0	0.0
100873814	0.0	0.0
728927	1747.0	1137.0
728929	0.0	0.0
100873818	0.0	0.0
10154	718.0	3426.0
10153	3357.0	2260.0
10156	30.0	69.0
10155	11177.0	15743.0
10158	47.0	763.0
100873813	0.0	0.0
10157	947.0	454.0
100873812	0.0	0.0
100873811	0.0	0.0
10159	24351.0	17463.0
131870	6609.0	3573.0
10161	1232.0	1519.0
10160	8756.0	11656.0
10163	11266.0	12021.0
131873	36.0	12.0
645158	127.0	61.0
10162	981.0	1040.0
728921	1.0	0.0
128240	2829.0	2889.0
728920	0.0	0.0
100873806	0.0	0.0
100873805	0.0	0.0
100873804	0.0	4.0
100873803	0.0	1.0
100873809	0.0	0.0
100873808	0.0	0.0
728917	9.0	5.0
100873807	0.0	0.0
10165	1419.0	1383.0
10164	17.0	6.0
128239	33.0	330.0
10166	2478.0	334.0
10169	16541.0	20396.0
100873802	0.0	0.0
100128384	0.0	0.0
10168	2018.0	1757.0
100873801	0.0	0.0
100128385	11.0	4.0
100287755	1.0	1.0
165257	5.0	69.0
200232	1.0	3.0
100287745	1.0	2.0
1503	261.0	523.0
1501	43.0	46.0
1500	24952.0	29482.0
1509	21336.0	36344.0
1508	221260.0	401756.0
1506	3.0	1.0
1504	5.0	5.0
1514	6486.0	5057.0
1513	708.0	484.0
1512	3416.0	17139.0
1511	4.0	15.0
1510	1524.0	2783.0
346606	0.0	0.0
1519	4795.0	4342.0
1518	0.0	1.0
1517	23.0	16.0
1515	183.0	114.0
100287725	4.0	1.0
100287722	11.0	10.0
1525	4421.0	4142.0
1524	73.0	132.0
1523	14105.0	12634.0
1522	7380.0	8535.0
1521	159.0	178.0
1520	2249.0	4675.0
200261	0.0	1.0
1528	829.0	841.0
1527	0.0	0.0
100287718	3.0	0.0
728992	32.0	30.0
100287715	0.0	0.0
728990	0.0	1.0
165215	132.0	213.0
728996	1.0	0.0
1536	1445.0	1674.0
1535	3205.0	6362.0
1534	5887.0	3752.0
1539	0.0	0.0
1538	0.0	0.0
1537	2890.0	2707.0
100287708	0.0	0.0
153222	9039.0	4946.0
1550	0.0	0.0
1545	344.0	8217.0
1544	309.0	236.0
1543	18.0	1.0
1540	6781.0	3709.0
1549	0.0	2.0
1548	6.0	10.0
1558	64.0	63.0
1557	0.0	0.0
1556	2.0	15.0
200298	7.0	11.0
1555	1.0	0.0
1553	0.0	1.0
1551	25.0	35.0
1559	0.0	0.0
153241	2442.0	1833.0
1572	2.0	3.0
1571	50.0	59.0
1568	12.0	17.0
1565	71.0	43.0
1564	30.0	49.0
1562	1.0	0.0
100131828	5.0	0.0
1583	8.0	4.0
1582	12.0	1.0
1581	7.0	1.0
1580	1347.0	719.0
1579	3.0	0.0
1577	49.0	47.0
1576	6.0	1.0
1573	18.0	9.0
285203	721.0	1070.0
1594	130.0	122.0
285205	6.0	9.0
1593	1220.0	857.0
1592	0.0	5.0
1591	72.0	474.0
1590	15.0	58.0
10307	956.0	1431.0
1589	27.0	130.0
1588	26.0	2.0
10309	490.0	466.0
1587	0.0	0.0
1586	328.0	32.0
10308	970.0	1374.0
1585	0.0	0.0
1584	0.0	0.0
100131842	1.0	2.0
10301	294.0	222.0
100131846	2.0	1.0
10300	1055.0	1326.0
10302	1217.0	1080.0
100287692	0.0	0.0
1596	0.0	0.0
1595	217.0	176.0
100131855	0.0	0.0
285220	203.0	27.0
285224	0.0	0.0
101180898	0.0	0.0
100287682	0.0	0.0
100287680	0.0	0.0
165186	19.0	29.0
100131874	0.0	0.0
100131879	0.0	0.0
442590	18.0	28.0
100131881	0.0	0.0
100131893	2.0	0.0
100131897	110.0	2.0
100131899	0.0	0.0
100287647	0.0	0.0
10370	26606.0	9755.0
10371	155.0	122.0
100873839	0.0	0.0
100873838	0.0	0.0
100873837	0.0	0.0
100873836	0.0	0.0
100873831	0.0	0.0
100873830	0.0	0.0
10376	4404.0	6175.0
100128252	1863.0	1613.0
100873835	0.0	0.0
285282	3084.0	1512.0
100873834	0.0	0.0
100873833	0.0	0.0
100128254	0.0	0.0
100873832	0.0	0.0
10379	164.0	449.0
285286	28.0	5.0
10381	5.0	222.0
10380	2049.0	2245.0
10383	6481.0	11853.0
10382	12.0	7.0
118813	1953.0	2371.0
102466906	0.0	0.0
118812	939.0	594.0
100885800	0.0	0.0
645051	0.0	0.0
100873828	0.0	0.0
101515984	0.0	0.0
100873826	0.0	0.0
100873825	2.0	0.0
100873829	3.0	0.0
10385	774.0	983.0
100873820	0.0	0.0
10384	996.0	844.0
10389	261.0	78.0
100873824	12.0	8.0
10388	242.0	127.0
100873823	0.0	0.0
100873822	0.0	0.0
100873821	0.0	0.0
285296	3.0	3.0
645065	0.0	0.0
100128237	0.0	2.0
10350	187.0	14.0
102466918	0.0	0.0
442582	287.0	286.0
102466912	1.0	1.0
102466911	0.0	0.0
100873859	0.0	0.0
100873858	0.0	0.0
442578	102.0	80.0
10352	1370.0	1087.0
100873853	1.0	0.0
10351	670.0	1155.0
100873852	0.0	0.0
10354	496.0	636.0
100873851	0.0	0.0
100873850	0.0	0.0
10356	2.0	3.0
790952	0.0	0.0
100873857	0.0	0.0
10355	1.0	1.0
100873856	0.0	0.0
100873855	0.0	0.0
10357	11.0	18.0
790955	615.0	785.0
100873854	0.0	0.0
131831	21.0	4.0
100128227	3.0	1.0
10361	1230.0	2484.0
10360	491.0	985.0
645073	0.0	0.0
442572	14.0	8.0
100873849	0.0	0.0
100873848	0.0	0.0
100873847	0.0	0.0
10363	2034.0	1797.0
100873842	0.0	1.0
10362	2119.0	3686.0
100873841	0.0	0.0
10365	554.0	291.0
100873840	0.0	0.0
10367	2493.0	3582.0
100873846	0.0	0.0
100873845	0.0	0.0
10369	1.0	0.0
10368	0.0	1.0
100873843	0.0	0.0
100128220	0.0	0.0
285231	8.0	4.0
100873871	0.0	0.0
100873870	0.0	0.0
285237	1553.0	1103.0
100128217	0.0	0.0
503838	11.0	2.0
503837	0.0	0.0
503834	1.0	0.0
645084	3.0	1.0
503835	0.0	0.0
503841	0.0	0.0
10338	0.0	0.0
10337	1.0	0.0
503840	0.0	0.0
100885850	0.0	3.0
116211	10.0	7.0
100873875	0.0	0.0
10330	1360.0	1552.0
100873874	0.0	0.0
10332	0.0	0.0
100873873	0.0	0.0
10331	11.0	5178.0
100873872	0.0	0.0
100873879	0.0	1.0
10333	116.0	91.0
100873878	0.0	0.0
10336	2580.0	3123.0
100873877	1.0	3.0
10335	283.0	225.0
285242	2.0	0.0
100885848	9.0	21.0
100873860	1.0	2.0
118856	9.0	2.0
645094	13.0	12.0
10349	124.0	47.0
100873869	0.0	0.0
100873864	1.0	0.0
100873863	0.0	0.0
10340	2.0	0.0
10343	80.0	15.0
100128203	0.0	0.0
100873862	0.0	0.0
100131800	0.0	0.0
10342	5365.0	6587.0
100873861	1.0	0.0
100131801	732.0	928.0
10345	0.0	0.0
10344	2.0	2.0
100873867	0.0	0.0
10347	883.0	1617.0
100873866	0.0	0.0
10346	1493.0	6701.0
100873865	0.0	0.0
102466953	0.0	0.0
100873893	0.0	0.0
100873892	0.0	3.0
100873891	2.0	1.0
100873890	2.0	5.0
10316	25.0	10.0
10318	6047.0	10599.0
10317	693.0	282.0
10319	97.0	38.0
100873897	0.0	0.0
100131810	3.0	0.0
100873896	7.0	3.0
100873895	0.0	0.0
100873894	54.0	46.0
10312	1805.0	4808.0
10311	2471.0	1739.0
100131814	432.0	169.0
10314	3837.0	2775.0
100873899	3.0	1.0
10313	24485.0	14282.0
100131816	0.0	0.0
100873898	0.0	0.0
285266	434.0	234.0
285267	608.0	290.0
100873882	4.0	7.0
285268	1651.0	1438.0
100873881	0.0	0.0
100873880	0.0	2.0
202915	65.0	874.0
100885864	0.0	0.0
100885866	130.0	91.0
102466967	0.0	0.0
10327	5861.0	7317.0
10326	9.0	92.0
10329	1322.0	981.0
10328	898.0	1223.0
442523	46.0	0.0
442524	139.0	162.0
442525	2.0	0.0
100873886	1.0	1.0
100873885	0.0	0.0
10321	0.0	0.0
100873884	0.0	0.0
10320	1053.0	258.0
100873883	0.0	0.0
100131823	0.0	1.0
10322	1748.0	2141.0
100873889	0.0	0.0
100131825	19.0	51.0
10325	2011.0	1702.0
100873888	0.0	1.0
100131827	774.0	410.0
100873887	1.0	3.0
10324	72.0	29.0
344178	0.0	0.0
102466972	0.0	0.0
116135	0.0	3.0
102466985	0.0	0.0
344167	0.0	0.0
102466984	0.0	0.0
128102	2.0	1.0
102466983	0.0	0.0
102466982	0.0	0.0
118788	1524.0	615.0
116123	0.0	0.0
102466995	0.0	1.0
116113	5212.0	15715.0
83259	7.0	13.0
116115	660.0	713.0
344148	105.0	81.0
128153	448.0	134.0
645001	4.0	4.0
10291	10204.0	12465.0
645000	4.0	9.0
10290	186.0	393.0
10293	156.0	182.0
10295	1802.0	3137.0
10294	5331.0	4646.0
100128292	21.0	23.0
100873916	0.0	0.0
100873914	0.0	0.0
100873913	2.0	1.0
116179	0.0	0.0
100873919	2.0	0.0
100873918	0.0	0.0
100873917	0.0	0.0
10297	140.0	137.0
10296	3287.0	4120.0
100128299	2.0	7.0
10299	12513.0	10184.0
10298	3251.0	3933.0
100873912	10.0	21.0
100873911	0.0	1.0
116173	9.0	1.0
100873910	0.0	0.0
645015	5.0	5.0
200315	7.0	9.0
200316	334.0	479.0
200312	960.0	1512.0
100873904	0.0	0.0
100873902	6.0	4.0
100873909	2.0	6.0
100873907	6.0	6.0
100873906	0.0	0.0
100873901	1.0	0.0
100128285	47.0	36.0
100873900	0.0	0.0
645024	0.0	0.0
100775107	24.0	19.0
10270	2049.0	1995.0
645027	15.0	20.0
10273	2216.0	2558.0
100775104	17.0	3.0
10272	424.0	4087.0
100008586	0.0	0.0
116149	46.0	39.0
100873938	0.0	0.0
100873937	0.0	0.0
116154	15.0	188.0
100873935	0.0	1.0
116159	592.0	1093.0
100873939	0.0	3.0
100873930	14.0	16.0
10274	3236.0	2171.0
10277	5881.0	4572.0
10276	4798.0	8347.0
10279	2148.0	1443.0
100873934	3.0	9.0
10278	1233.0	1115.0
100873933	1.0	0.0
116151	3712.0	4661.0
100873932	1.0	2.0
116150	3389.0	2068.0
100128275	1.0	0.0
10280	1933.0	2991.0
10282	1413.0	1203.0
10281	0.0	0.0
10284	6956.0	6405.0
647696	1.0	0.0
10283	1359.0	1449.0
116138	5793.0	4837.0
645030	2.0	0.0
1602	6.0	125.0
1601	1309.0	1411.0
100873926	0.0	0.0
1600	19.0	9.0
100128260	0.0	1.0
116143	106.0	69.0
100873924	1.0	1.0
100873929	0.0	0.0
100873928	0.0	1.0
10286	2244.0	1763.0
10285	2287.0	1864.0
1609	604.0	1022.0
100128266	3.0	1.0
1608	74.0	103.0
10288	49.0	138.0
1607	11.0	2.0
10287	359.0	593.0
1606	608.0	1976.0
100873923	14.0	5.0
10289	2827.0	2522.0
1605	6443.0	11278.0
100128262	1.0	1.0
100873922	0.0	0.0
1604	3654.0	60560.0
100873921	0.0	0.0
1603	7578.0	8032.0
100128264	0.0	0.0
100873920	0.0	0.0
100287639	0.0	0.0
319133	13.0	19.0
319134	7.0	7.0
100287635	3.0	0.0
319130	12.0	5.0
319139	0.0	0.0
319135	3.0	3.0
100287630	0.0	0.0
319136	0.0	0.0
552891	0.0	0.0
319138	9.0	4.0
1613	1113.0	2595.0
200350	4.0	2.0
1612	1601.0	1875.0
1611	10110.0	16590.0
165140	90.0	34.0
1610	0.0	2.0
552889	12826.0	9274.0
1618	1.0	1.0
1617	0.0	0.0
1616	3097.0	3504.0
1615	6436.0	4110.0
319142	0.0	0.0
319143	9.0	10.0
319144	0.0	0.0
319145	1.0	1.0
100287625	0.0	1.0
1624	0.0	0.0
1623	0.0	0.0
1622	3042.0	3782.0
1621	38.0	37.0
1620	26.0	229.0
1629	3084.0	1739.0
552879	0.0	0.0
1628	1102.0	3039.0
1627	2362.0	7936.0
319111	3.0	0.0
128178	853.0	555.0
319112	5.0	1.0
100287616	721.0	1080.0
393046	0.0	0.0
319117	3.0	3.0
319118	1.0	0.0
319114	15.0	4.0
1635	9398.0	7994.0
200373	626.0	84.0
1634	14099.0	442.0
1633	1470.0	1123.0
1632	3914.0	3580.0
552860	13.0	19.0
1630	5.0	1.0
1639	6510.0	7213.0
1638	158.0	28.0
1636	927.0	1536.0
319122	6.0	2.0
319123	1.0	1.0
100287603	0.0	0.0
319128	3.0	3.0
319129	5.0	4.0
1646	310.0	21.0
1645	441.0	56.0
1644	15.0	0.0
1643	767.0	3220.0
85824	14.0	26.0
1642	17274.0	22791.0
1641	3.0	0.0
552859	1.0	0.0
1649	1946.0	3284.0
1647	2058.0	5194.0
346711	0.0	0.0
100631381	0.0	0.0
100631382	0.0	0.0
100631383	19.0	17.0
1660	11340.0	10062.0
1657	5377.0	2905.0
1656	12778.0	8989.0
1655	34351.0	39126.0
1654	17222.0	12526.0
1653	8258.0	7378.0
1652	1110.0	1062.0
346708	0.0	0.0
1650	15725.0	15074.0
346702	10.0	16.0
1659	2778.0	3393.0
319100	0.0	0.0
319101	0.0	0.0
1671	0.0	0.0
1670	0.0	0.0
319103	1.0	3.0
1668	0.0	0.0
1667	0.0	0.0
1666	2441.0	2661.0
1665	5996.0	5325.0
1663	207.0	251.0
1662	1274.0	1648.0
1661	4.0	5.0
1669	1.0	0.0
1678	275.0	257.0
1677	225.0	366.0
1676	2625.0	2640.0
1675	640.0	351.0
1674	199.0	88.0
1673	0.0	0.0
1672	14.0	35.0
153129	713.0	554.0
1690	34.0	18.0
165100	2.0	1.0
1687	1336.0	3003.0
85865	1828.0	1197.0
100873552	0.0	0.0
100873551	0.0	0.0
100873550	0.0	0.0
100861569	0.0	0.0
100287596	0.0	0.0
100861563	2.0	1.0
10415	0.0	0.0
10417	240.0	280.0
493861	169.0	44.0
493860	9.0	19.0
100287591	0.0	0.0
10419	3248.0	2388.0
10418	112.0	604.0
100873556	0.0	0.0
100873555	0.0	0.0
100131711	0.0	0.0
493869	2049.0	3385.0
100873554	0.0	0.0
100873553	0.0	1.0
100131713	33.0	38.0
10411	5139.0	11987.0
10410	6290.0	10126.0
100873559	0.0	0.0
10413	11401.0	14906.0
100873558	0.0	3.0
10412	4884.0	5293.0
100873557	0.0	0.0
100873541	1.0	2.0
100873540	0.0	0.0
442271	0.0	0.0
100861574	0.0	0.0
10426	1518.0	1249.0
442266	1.0	0.0
10425	4612.0	4328.0
442267	1.0	0.0
10428	3616.0	3701.0
10427	3866.0	3268.0
100861573	0.0	0.0
100873545	0.0	0.0
100873544	0.0	0.0
10420	397.0	640.0
100873543	3.0	1.0
100873542	0.0	0.0
10422	1636.0	1740.0
493856	2061.0	1342.0
100873549	1.0	4.0
10421	4813.0	5513.0
100873548	0.0	0.0
100131726	8.0	34.0
10424	7612.0	6195.0
100873547	0.0	0.0
10423	4681.0	6246.0
100873546	0.0	0.0
100873570	0.0	0.0
100873574	0.0	0.0
100873573	0.0	0.0
100873572	0.0	0.0
100873571	0.0	0.0
100287579	0.0	0.0
100287577	0.0	0.0
100287573	0.0	0.0
100873578	0.0	0.0
100873577	0.0	0.0
100131733	24.0	9.0
100873576	1.0	0.0
100873575	0.0	0.0
100873579	0.0	0.0
100873563	0.0	0.0
100873562	0.0	0.0
100287569	26.0	3.0
100873561	0.0	0.0
100873560	0.0	0.0
442290	1.0	0.0
442291	2.0	1.0
100287567	0.0	0.0
10404	39002.0	19316.0
10403	85.0	122.0
10406	5603.0	14794.0
10408	34.0	9.0
10407	0.0	0.0
100131740	1.0	0.0
10409	1060.0	6913.0
100873567	0.0	0.0
100131743	7.0	8.0
100873566	6.0	5.0
100873565	0.0	0.0
100873564	0.0	1.0
10400	1344.0	2566.0
10402	166.0	366.0
100873569	0.0	0.0
10401	1110.0	2914.0
100873568	0.0	0.0
100873592	0.0	0.0
100873591	0.0	0.0
100873590	0.0	0.0
100873596	0.0	0.0
100873595	0.0	0.0
493829	3.0	2.0
100873594	0.0	0.0
100873593	0.0	0.0
100287559	15.0	14.0
442240	9.0	5.0
442242	2.0	0.0
100287551	3.0	0.0
442233	1.0	1.0
442234	0.0	0.0
442236	0.0	0.0
442237	3.0	1.0
442239	1.0	2.0
100131755	1289.0	1199.0
100873599	0.0	0.0
100873598	0.0	0.0
493825	0.0	4.0
100873597	0.0	0.0
493821	10.0	9.0
100873581	0.0	0.0
100873580	0.0	0.0
100873585	0.0	0.0
100873584	0.0	0.0
100873583	0.0	0.0
100873582	0.0	0.0
100287542	0.0	0.0
442231	5.0	8.0
442232	3.0	1.0
100131760	3.0	0.0
442227	0.0	0.0
442229	0.0	0.0
100873589	0.0	0.0
100873588	0.0	0.0
100873587	0.0	0.0
100873586	0.0	0.0
493812	1094.0	593.0
442260	0.0	0.0
442262	0.0	1.0
442255	1.0	1.0
442256	0.0	1.0
442257	1.0	1.0
442258	1.0	1.0
100131775	0.0	1.0
100131777	3.0	0.0
100287528	0.0	0.0
442252	2.0	0.0
