id	c79c7338-1c91-4f28-9566-58ef5aa2d8cd	7d5eee39-e133-4065-86aa-71033d1ffc6b
10556	1160.0	1315.0
100873657	0.0	0.0
10555	3487.0	8343.0
100873656	0.0	0.0
102466723	0.0	0.0
102466722	2.0	10.0
102466721	0.0	0.0
102466720	0.0	0.0
285025	127.0	30.0
100873640	0.0	0.0
102466728	0.0	0.0
102466727	0.0	0.0
102466726	0.0	0.0
102466725	0.0	0.0
102466724	1.0	0.0
10569	5004.0	5648.0
100287482	55.0	48.0
100287483	3.0	0.0
10568	5590.0	493846.0
503612	0.0	0.0
100873649	0.0	0.0
503611	0.0	0.0
10561	1035.0	766.0
100873644	0.0	0.0
10560	8291.0	1249.0
100873643	0.0	0.0
10563	1132.0	943.0
100873642	0.0	0.0
10562	181.0	16.0
100873641	0.0	0.0
10565	6703.0	7988.0
100873648	0.0	0.0
10564	8612.0	8264.0
100873647	0.0	0.0
10567	4065.0	6048.0
100873646	0.0	0.0
10566	140.0	37.0
100873645	0.0	0.0
102466734	0.0	0.0
102466733	0.0	0.0
102466732	3.0	2.0
102466731	1.0	3.0
116369	19.0	19.0
574040	0.0	0.0
102466739	0.0	0.0
574042	0.0	0.0
102466738	0.0	0.0
102466737	0.0	0.0
102466736	0.0	0.0
102466735	0.0	0.0
100128094	0.0	0.0
116372	44.0	189.0
574036	941.0	354.0
574038	0.0	0.0
83479	1534.0	859.0
116379	4.0	59.0
100128092	1.0	0.0
83478	4960.0	643.0
83473	1036.0	89.0
83475	741.0	916.0
100128098	8.0	0.0
102466745	0.0	1.0
102466744	1.0	1.0
102466743	1.0	0.0
102466742	0.0	0.0
128344	1482.0	1268.0
102466741	0.0	0.0
102466740	0.0	0.0
128346	916.0	706.0
102466749	0.0	0.0
102466748	0.0	0.0
102466747	0.0	0.0
102466746	0.0	0.0
116362	847.0	275.0
100128083	1.0	1.0
83468	2248.0	925.0
100128081	11.0	5.0
83461	57.0	125.0
128338	2217.0	2350.0
83464	2211.0	2488.0
83463	116.0	138.0
83460	193.0	164.0
100189028	7.0	7.0
102466756	0.0	0.0
102466755	0.0	0.0
102466754	0.0	0.0
102466753	0.0	0.0
102466751	1.0	0.0
102466750	0.0	2.0
153339	4623.0	5261.0
116349	361.0	269.0
102466759	0.0	0.0
102466758	0.0	0.0
102466757	0.0	0.0
100128071	181.0	75.0
346562	1.0	0.0
647415	1.0	0.0
128322	0.0	0.0
1809	12116.0	28455.0
116337	0.0	0.0
153328	6.0	8.0
1800	18.0	153.0
100128061	0.0	0.0
100128060	15.0	34.0
100128062	0.0	0.0
1808	4065.0	4052.0
83483	14549.0	11689.0
1807	0.0	2.0
1806	2855.0	3899.0
1805	5971.0	182.0
83480	665.0	708.0
1804	5479.0	16.0
1803	804.0	18163.0
1802	742.0	1061.0
83482	8.0	1.0
1801	1376.0	1350.0
83481	423.0	477.0
131965	616.0	696.0
1811	216.0	4.0
1810	4130.0	5371.0
143941	27.0	4.0
1819	1553.0	1897.0
1818	0.0	0.0
1817	0.0	0.0
1816	0.0	2.0
1815	55.0	34.0
100128054	7.0	3.0
1814	0.0	0.0
285084	1.0	1.0
1813	2.0	1.0
1812	18.0	0.0
100128055	5.0	1.0
647436	10.0	16.0
128387	958.0	796.0
131973	1.0	1.0
1822	17666.0	14477.0
1821	4.0	106.0
1820	428.0	633.0
100128041	0.0	0.0
1829	10945.0	20322.0
1828	0.0	0.0
1827	23495.0	1821.0
285093	15.0	5.0
1826	23.0	7.0
100128043	0.0	0.0
1825	40.0	266.0
100128042	0.0	0.0
1824	1884.0	4343.0
1823	2.0	1.0
100128044	0.0	1.0
407977	1.0	1.0
407975	252.0	16.0
128370	1.0	0.0
128371	0.0	0.0
128372	1.0	0.0
1833	3.0	49.0
1832	30918.0	48049.0
1831	36971.0	7318.0
1830	9.0	19.0
574016	0.0	0.0
100128036	0.0	1.0
1839	13526.0	4897.0
1838	3011.0	1615.0
346528	7.0	3.0
1837	2410.0	1943.0
1836	1389.0	2588.0
346525	0.0	0.0
1834	1.0	0.0
100128033	0.0	0.0
346524	0.0	0.0
128366	0.0	0.0
100128029	0.0	0.0
128367	0.0	0.0
128368	0.0	0.0
574030	0.0	0.0
574031	0.0	0.0
574032	0.0	0.0
128360	0.0	0.0
574033	0.0	0.0
574034	0.0	0.0
1844	831.0	1028.0
1843	71173.0	17734.0
1842	1397.0	1207.0
1841	635.0	1197.0
1840	832.0	613.0
574028	4.0	1.0
574029	2.0	2.0
100128025	125.0	19.0
1849	627.0	1447.0
346517	0.0	0.0
1848	14134.0	36570.0
1847	6708.0	33103.0
100128020	0.0	0.0
1846	1726.0	7364.0
100128023	1.0	0.0
1845	9442.0	7478.0
153396	1292.0	867.0
1855	4153.0	11474.0
1854	4222.0	2950.0
100131671	0.0	1.0
1852	0.0	0.0
1850	3173.0	1284.0
100131678	0.0	0.0
1859	7451.0	5112.0
1857	5224.0	6965.0
1856	2355.0	3555.0
724068	0.0	0.0
724067	0.0	0.0
202781	982.0	521.0
1861	2409.0	3285.0
100131688	0.0	0.0
1869	93.0	901.0
724094	0.0	1.0
1880	12053.0	1800.0
1877	1727.0	2416.0
100131691	173.0	71.0
1876	1041.0	595.0
1875	615.0	641.0
83417	17.0	1.0
100131693	11.0	20.0
100327036	0.0	0.0
83416	306.0	675.0
200132	16.0	30.0
1874	2885.0	3703.0
1872	4.0	5.0
1871	1627.0	1667.0
1870	81.0	137.0
1879	887.0	596.0
724087	15.0	5.0
1891	6181.0	8126.0
1890	3743.0	2902.0
83401	6.0	9.0
1889	14574.0	68038.0
724033	0.0	0.0
724032	0.0	0.0
724031	0.0	1.0
724030	0.0	0.0
58473	2889.0	1446.0
58472	2042.0	3447.0
200149	0.0	0.0
58475	1453.0	914.0
724038	0.0	0.0
83439	2348.0	430.0
1896	1615.0	49.0
58477	2595.0	3467.0
58476	12248.0	2033.0
1894	595.0	716.0
1893	498.0	3715.0
1892	6598.0	8704.0
58478	1872.0	3385.0
200150	45.0	0.0
724022	0.0	0.0
58484	123.0	115.0
724026	1.0	0.0
58483	0.0	0.0
724025	0.0	0.0
165324	1468.0	1299.0
724024	0.0	0.0
58486	3193.0	2351.0
58485	3404.0	5767.0
724023	0.0	0.0
58480	4883.0	8782.0
724029	6.0	2.0
200159	5.0	4.0
724028	0.0	0.0
724027	1.0	0.0
58488	443.0	1246.0
58487	4629.0	3042.0
200162	135.0	78.0
58489	808.0	2328.0
58495	354.0	674.0
724059	0.0	0.0
58494	1818.0	715.0
58497	4579.0	2261.0
58496	87.0	69.0
58491	349.0	675.0
58490	2877.0	2192.0
58493	1670.0	1703.0
58492	146.0	192.0
58499	2748.0	2444.0
58498	1.0	0.0
200172	21.0	7.0
83451	2681.0	4839.0
83450	1074.0	371.0
83452	1453.0	956.0
153364	458.0	471.0
83448	1382.0	899.0
200186	3497.0	4509.0
83447	0.0	2.0
200185	742.0	1594.0
83449	6.0	13.0
83444	177.0	271.0
83443	3494.0	5023.0
83446	0.0	1.0
83445	7.0	1.0
83440	2919.0	3854.0
83442	5221.0	17724.0
114984	1539.0	1685.0
114987	895.0	436.0
391603	0.0	0.0
10657	12420.0	12881.0
126969	750.0	556.0
10656	526.0	1176.0
10659	3669.0	4115.0
10658	8910.0	7342.0
114990	4969.0	13991.0
114991	2609.0	1728.0
10651	1793.0	2017.0
10650	80.0	399.0
10653	39132.0	45279.0
10652	4521.0	5981.0
342667	4.0	16.0
10655	5.0	16.0
643812	0.0	0.0
342666	8.0	8.0
10654	3429.0	3562.0
136306	71.0	109.0
126961	3.0	1.0
10668	1240.0	763.0
10667	1677.0	1112.0
643827	10.0	1.0
10669	39.0	94.0
10660	0.0	0.0
10661	3.0	3.0
731220	18.0	56.0
138971	0.0	2.0
10664	4229.0	4917.0
10663	528.0	754.0
10666	308.0	199.0
731223	137.0	19.0
10665	0.0	0.0
136319	15252.0	12156.0
163933	73.0	41.0
317691	0.0	0.0
339005	128.0	79.0
10635	101.0	217.0
10634	1894.0	1653.0
10637	1.0	0.0
10636	1877.0	1029.0
10638	0.0	0.0
114971	644.0	1043.0
10631	1190.0	74728.0
643836	1706.0	1657.0
10630	898.0	505.0
643837	746.0	614.0
10633	36.0	14.0
643834	3.0	0.0
10632	6724.0	8602.0
100124394	0.0	1.0
10645	3126.0	3865.0
10648	1.0	0.0
10647	18.0	4.0
148304	464.0	161.0
114960	1.0	1.0
10640	4873.0	3931.0
136332	88.0	4.0
10642	3.0	9.0
643847	1.0	0.0
10641	958.0	1210.0
10644	1391.0	4881.0
10643	78.0	28.0
317671	109.0	106.0
643862	1.0	0.0
391642	0.0	0.0
10609	1500.0	2374.0
391647	3.0	2.0
10613	3100.0	5076.0
10612	573.0	721.0
10615	1333.0	432.0
10614	3430.0	3684.0
10617	2206.0	2640.0
401525	0.0	1.0
10616	4095.0	5853.0
10618	25787.0	24400.0
643854	0.0	0.0
643853	162.0	104.0
643859	0.0	0.0
10611	8326.0	8373.0
10610	2527.0	2846.0
643872	4.0	2.0
643873	214.0	336.0
643870	8.0	12.0
317684	2.0	0.0
391655	0.0	1.0
391657	0.0	0.0
391656	0.0	3.0
317687	2.0	1.0
10623	1336.0	1835.0
10626	1690.0	725.0
10625	11904.0	8741.0
10628	31590.0	36391.0
10627	17764.0	27593.0
10629	798.0	975.0
342618	3.0	1.0
643865	0.0	0.0
643866	243.0	458.0
10620	417.0	338.0
10622	146.0	118.0
10621	831.0	624.0
101954275	2.0	0.0
101954276	8.0	0.0
643880	0.0	0.0
101954273	2.0	8.0
643884	0.0	2.0
101954277	13.0	4.0
101954278	41.0	22.0
102464817	0.0	0.0
653203	0.0	0.0
391622	0.0	0.0
388011	225.0	51.0
83606	3418.0	6051.0
101954271	1.0	0.0
83605	1865.0	6570.0
101954272	8.0	1.0
83608	515.0	708.0
83607	2252.0	1870.0
151903	2225.0	3336.0
401507	0.0	0.0
317649	4460.0	4374.0
391627	0.0	0.0
401505	854.0	941.0
388007	0.0	0.0
317648	1177.0	1123.0
100419709	2.0	4.0
100419705	0.0	0.0
643875	0.0	0.0
401509	43.0	19.0
401508	0.0	0.0
101954264	6.0	0.0
138948	109.0	69.0
101954269	0.0	1.0
101954266	0.0	0.0
101954267	18.0	1.0
102464827	0.0	0.0
391630	20.0	2.0
102464828	0.0	0.0
317662	1936.0	1926.0
100419711	0.0	2.0
102464825	0.0	1.0
56000	2.0	2.0
391632	0.0	0.0
102464826	0.0	0.0
102464823	0.0	0.0
391634	49.0	50.0
102464824	0.0	0.0
56005	3406.0	6378.0
10602	2037.0	10280.0
56006	1275.0	2429.0
83604	4937.0	967.0
10603	391.0	395.0
10606	3795.0	4188.0
100419717	0.0	0.0
56001	0.0	0.0
10605	3241.0	4197.0
10608	5912.0	10044.0
10607	2610.0	3536.0
10600	4865.0	2768.0
101929254	0.0	0.0
102464831	0.0	0.0
391681	0.0	0.0
100420710	0.0	0.0
100419724	0.0	0.0
391686	0.0	0.0
100419725	0.0	0.0
100419722	0.0	0.0
102464836	2.0	0.0
102464837	0.0	0.0
102464834	0.0	0.0
102464835	0.0	0.0
148362	3554.0	3482.0
102464832	0.0	0.0
100271849	20.0	26.0
102464833	0.0	0.0
100419728	0.0	0.0
100419726	0.0	0.0
102464829	0.0	0.0
100419727	0.0	0.0
101929265	0.0	0.0
112399	459.0	691.0
112398	1493.0	1982.0
100419735	0.0	0.0
391697	0.0	0.0
391696	0.0	1.0
100419733	0.0	0.0
388021	1.0	5.0
100419734	0.0	0.0
391698	1.0	2.0
100419731	0.0	0.0
100271836	186.0	89.0
100419732	0.0	0.0
100419730	0.0	0.0
100271846	12.0	17.0
388015	0.0	0.0
101954204	0.0	0.0
199953	1422.0	716.0
161357	1.0	0.0
100420734	2.0	0.0
100420737	0.0	0.0
100419742	0.0	0.0
100419743	7.0	0.0
731275	41.0	25.0
199920	92.0	6.0
222826	10.0	1.0
101929286	0.0	0.0
391670	1.0	0.0
391672	8.0	7.0
161342	2.0	10.0
148398	141.0	741.0
100419758	243.0	199.0
100419751	2.0	1.0
124359	370.0	576.0
101929293	29.0	8.0
100420752	0.0	0.0
100420754	0.0	1.0
10691	1599.0	1300.0
10690	0.0	4.0
101929212	11.0	51.0
101929218	1.0	0.0
388076	0.0	0.0
388077	3.0	2.0
100419764	0.0	0.0
199900	0.0	0.0
151963	722.0	470.0
10693	308.0	121.0
10692	8.0	13.0
10695	3874.0	6734.0
10694	6460.0	10930.0
10699	54.0	470.0
101929221	0.0	0.0
100420763	0.0	0.0
101929225	1.0	1.0
101929222	0.0	0.0
100419777	0.0	0.0
100419776	0.0	0.0
148327	1071.0	850.0
101929239	0.0	0.0
100419788	0.0	0.0
148345	30.0	21.0
101929238	0.0	0.0
220213	2358.0	3224.0
10678	3425.0	2449.0
151987	6836.0	4017.0
10671	2069.0	2250.0
10670	6315.0	6689.0
10673	617.0	582.0
10672	11409.0	4155.0
10675	52.0	107.0
10677	490.0	370.0
100419793	0.0	0.0
100420784	0.0	0.0
100420786	1.0	0.0
101929247	0.0	0.0
100420787	4.0	0.0
101929244	2.0	0.0
220202	5.0	2.0
222865	26.0	109.0
10682	1244.0	2086.0
10681	3334.0	3904.0
10683	16.0	7.0
10686	203.0	15874.0
136371	0.0	0.0
643803	0.0	0.0
10687	211.0	110.0
100419682	0.0	0.0
100420678	349.0	68.0
222894	0.0	0.0
100419687	1.0	4.0
283807	159.0	119.0
653194	0.0	0.0
83598	13.0	4.0
83597	10.0	1.0
653199	54.0	50.0
83594	1738.0	1312.0
83593	3392.0	4064.0
83596	525.0	715.0
83595	1538.0	371.0
83590	2181.0	2879.0
653190	9.0	298.0
653192	1.0	0.0
83592	109.0	16.0
83591	512.0	504.0
1909	549.0	1472.0
100420689	1.0	5.0
1908	1659.0	0.0
161291	17124.0	10941.0
653188	0.0	0.0
653189	33.0	66.0
1907	83.0	16.0
1906	304.0	105.0
197258	2039.0	2404.0
1903	1345.0	1988.0
197259	553.0	557.0
1902	2256.0	1452.0
1901	3609.0	3511.0
100420681	0.0	0.0
197257	1595.0	208.0
449491	0.0	0.0
100420695	0.0	2.0
449493	0.0	0.0
449492	0.0	0.0
1910	1586.0	393.0
1917	39.0	110.0
1915	363810.0	648107.0
1912	6782.0	11341.0
1911	1369.0	840.0
101929202	0.0	0.0
101929203	5.0	5.0
199899	0.0	0.0
148281	8.0	7.0
219287	9.0	1.0
161253	25.0	17.0
219285	2286.0	2400.0
283849	327.0	402.0
283848	325.0	501.0
1932	0.0	3.0
283847	2.0	7.0
256227	6.0	31.0
256223	0.0	0.0
1939	3631.0	4437.0
1938	170655.0	290892.0
1937	9.0	37.0
1936	6995.0	10907.0
1934	9.0	7.0
1933	10997.0	21220.0
161247	37.0	32.0
219293	859.0	970.0
1943	2.0	4.0
1942	23097.0	8017.0
256236	1051.0	1279.0
1949	64.0	216.0
199870	1286.0	868.0
1948	2815.0	3055.0
1947	1602.0	2811.0
1946	255.0	177.0
1945	231.0	886.0
1944	68.0	155.0
161271	0.0	0.0
1954	5876.0	6414.0
1953	1132.0	2677.0
1952	9382.0	14123.0
1951	161.0	316.0
1950	260.0	36.0
283820	511.0	860.0
1959	12039.0	845.0
1958	118896.0	6862.0
1956	7052.0	9452.0
1955	5708.0	14796.0
1965	4629.0	4002.0
1964	7986.0	5704.0
199857	758.0	696.0
1962	1107.0	650.0
1961	9.0	4.0
1960	5324.0	427.0
220296	3.0	2.0
1969	16014.0	8759.0
1968	12641.0	13171.0
1967	2146.0	2868.0
114904	332.0	2351.0
114905	508.0	120.0
114907	3314.0	3700.0
114908	32791.0	25270.0
340094	0.0	0.0
643783	136.0	78.0
114900	54.0	3.0
653108	0.0	0.0
401450	0.0	0.0
114902	0.0	0.0
1975	31949.0	39162.0
1974	27484.0	44707.0
1973	449.0	261.0
283888	17.0	4.0
401447	0.0	0.0
653113	106.0	46.0
1979	10765.0	13508.0
1978	223.0	749.0
1977	2547.0	2298.0
643790	10.0	13.0
1990	0.0	1.0
256281	1569.0	3233.0
1987	1.0	0.0
1986	1.0	1.0
1984	13789.0	24346.0
1983	16250.0	9210.0
1982	71894.0	71242.0
283876	44.0	52.0
1981	23878.0	29826.0
1980	20.0	11.0
283871	683.0	1219.0
283870	209.0	284.0
105375616	0.0	0.0
340075	28.0	241.0
340073	19.0	0.0
653125	13.0	6.0
401431	131.0	68.0
83528	0.0	1.0
1998	2358.0	2365.0
1997	10083.0	6007.0
283869	9.0	17.0
1996	19.0	11.0
401428	1.0	0.0
83538	500.0	176.0
1995	8.0	2.0
401427	40.0	8.0
283867	1.0	9.0
1994	4814.0	6069.0
1993	17.0	26.0
1992	7190.0	6544.0
1991	12.0	18.0
283860	3.0	1.0
83530	2.0	6.0
340069	1.0	1.0
1999	4020.0	11094.0
105375606	0.0	0.0
340061	2836.0	10170.0
653115	59.0	74.0
653121	1160.0	876.0
653122	64.0	74.0
283854	0.0	0.0
653123	0.0	0.0
401491	148.0	3.0
100124412	0.0	1.0
653147	11.0	6.0
401498	5.0	103.0
653149	0.0	0.0
401497	0.0	0.0
401494	784.0	402.0
401492	203.0	150.0
83550	0.0	0.0
83552	0.0	0.0
83551	0.0	0.0
114932	4361.0	5707.0
83539	7.0	0.0
83547	1789.0	1347.0
83546	0.0	0.0
653140	22.0	6.0
83549	2194.0	2715.0
83548	2344.0	2292.0
83543	24092.0	6461.0
653145	3.0	9.0
83544	2895.0	951.0
83541	406.0	1661.0
83540	48.0	103.0
126917	1117.0	2763.0
340037	10.0	4.0
114926	3645.0	2228.0
114928	2663.0	1683.0
339044	1.0	2.0
256297	1.0	0.0
401474	1656.0	2287.0
653174	0.0	0.0
653175	1.0	2.0
340024	0.0	1.0
114915	1210.0	1351.0
401466	1277.0	1311.0
653162	48.0	70.0
653163	0.0	1.0
283899	2393.0	2845.0
653166	0.0	0.0
283897	338.0	268.0
339145	5.0	28.0
391723	1.0	0.0
391722	2.0	4.0
10778	2769.0	1986.0
10777	2.0	0.0
10772	8308.0	6363.0
340120	3.0	0.0
10771	14080.0	7879.0
10773	673.0	799.0
10776	15211.0	12278.0
10775	1550.0	1755.0
10788	7590.0	706.0
391739	0.0	0.0
10781	1517.0	1559.0
10780	455.0	434.0
10783	1373.0	2305.0
10782	3344.0	2588.0
10785	449.0	600.0
10787	14844.0	16679.0
10786	1.0	0.0
102606463	94.0	30.0
731308	0.0	0.0
339122	287.0	246.0
339123	3265.0	3382.0
102606462	0.0	3.0
391701	0.0	0.0
391703	1.0	0.0
151827	198.0	85.0
126826	3.0	3.0
643719	42.0	52.0
10755	5414.0	14627.0
151825	0.0	0.0
10758	2101.0	2231.0
126823	857.0	673.0
126820	167.0	54.0
10750	67.0	110.0
10752	165.0	45.0
10751	0.0	0.0
10753	10.0	2.0
643714	0.0	0.0
138864	0.0	0.0
391712	65.0	29.0
391714	1.0	0.0
114836	398.0	472.0
10767	3076.0	2895.0
10766	15597.0	11123.0
151835	3.0	7.0
10769	1908.0	2898.0
391718	0.0	0.0
10768	11917.0	13666.0
126811	0.0	1.0
643723	42.0	6.0
10761	0.0	0.0
10763	3783.0	3485.0
10762	3336.0	2492.0
10765	5448.0	6736.0
101929179	3.0	0.0
388112	0.0	1.0
339105	29.0	44.0
83707	1027.0	1732.0
83706	1444.0	1582.0
10734	111.0	110.0
10733	106.0	202.0
83714	381.0	304.0
10736	38.0	16.0
401648	3.0	0.0
643739	0.0	1.0
10735	12550.0	8483.0
401647	251.0	1386.0
10738	2.0	1.0
401646	0.0	0.0
10737	13.0	9.0
10739	2.0	1.0
376132	0.0	1.0
10730	10531.0	11366.0
101929184	2.0	0.0
10732	1267.0	923.0
138804	0.0	0.0
138805	0.0	0.0
138802	0.0	0.0
138803	0.0	0.0
643751	22.0	12.0
124221	52.0	142.0
124222	125.0	737.0
114897	3062.0	2969.0
114898	155.0	34.0
124220	5.0	12.0
114899	169.0	293.0
391777	18.0	23.0
10745	720.0	786.0
56104	120.0	84.0
83700	1462.0	1352.0
401638	3.0	0.0
10744	1.0	1.0
56105	132.0	485.0
10747	53.0	28.0
401637	3.0	5.0
56106	274.0	715.0
10746	8876.0	4587.0
56107	195.0	153.0
10749	15099.0	18560.0
56100	476.0	477.0
401634	0.0	0.0
10748	93.0	87.0
56101	540.0	646.0
56102	116.0	19.0
56103	108.0	78.0
643744	14.0	6.0
10741	3664.0	5229.0
56108	290.0	320.0
10740	16.0	14.0
643749	312.0	285.0
56109	381.0	145.0
10743	3377.0	6069.0
342732	10.0	3.0
10742	2853.0	3486.0
101929198	5.0	4.0
101929196	9.0	1.0
100420811	0.0	0.0
114884	757.0	1222.0
317774	1.0	0.0
114885	2095.0	1439.0
401630	1.0	0.0
317772	2.0	1.0
100419821	1.0	0.0
56110	104.0	57.0
317778	0.0	0.0
83729	10.0	5.0
317775	2.0	2.0
83734	667.0	685.0
10712	1068.0	1297.0
83733	41.0	42.0
10714	1093.0	1203.0
126868	38.0	5.0
317769	0.0	0.0
100419829	0.0	0.0
10713	2215.0	3750.0
317768	1.0	1.0
10716	1.0	0.0
100419827	0.0	0.0
56111	129.0	85.0
10715	34.0	101.0
56112	117.0	25.0
56113	438.0	212.0
83732	1284.0	1034.0
10718	71.0	89.0
10717	923.0	864.0
56114	33.0	40.0
388125	395.0	467.0
401629	0.0	0.0
317781	1762.0	1705.0
388122	0.0	2.0
83719	2573.0	4748.0
56120	8.0	30.0
56121	459.0	150.0
114876	3556.0	1425.0
388121	654.0	83.0
83716	8247.0	3407.0
83715	6.0	409.0
114879	1326.0	3026.0
100420829	0.0	0.0
10723	4524.0	5002.0
56126	104.0	75.0
83723	2.0	6.0
126859	42.0	9.0
56127	79.0	37.0
10725	5243.0	3199.0
56128	13.0	24.0
56129	247.0	129.0
10724	13454.0	11494.0
114880	299.0	110.0
56122	262.0	251.0
388115	2236.0	2243.0
401613	11.0	14.0
114881	826.0	1602.0
10726	7908.0	8506.0
56123	165.0	87.0
401612	210.0	212.0
114882	4645.0	4678.0
56124	108.0	88.0
10728	19477.0	17484.0
114883	6965.0	6539.0
56125	237.0	153.0
643766	0.0	0.0
10721	32.0	63.0
10720	111.0	1.0
100420830	1.0	0.0
136259	2.0	3.0
100420834	0.0	0.0
317751	23.0	8.0
124274	0.0	0.0
388152	43.0	54.0
317754	0.0	0.0
317753	0.0	0.0
317749	446.0	499.0
342705	4.0	2.0
151888	159.0	74.0
151887	14164.0	26703.0
136263	0.0	0.0
100420841	0.0	0.0
101929145	445.0	202.0
100420843	2.0	1.0
100293090	4951.0	13632.0
148254	242.0	345.0
317762	1857.0	1959.0
317761	8.0	7.0
100419854	1.0	1.0
317760	26.0	11.0
317767	2.0	1.0
100271715	96.0	27.0
148252	79.0	186.0
100271722	337.0	321.0
199834	0.0	0.0
388135	84.0	67.0
101929152	0.0	0.0
100420854	0.0	0.0
222950	41.0	31.0
100419867	2.0	0.0
148266	493.0	375.0
100419868	1.0	6.0
148268	528.0	536.0
100419866	4.0	0.0
100420859	0.0	0.0
124245	3064.0	3669.0
317729	1.0	0.0
136288	32.0	30.0
199800	24.0	17.0
101930150	0.0	0.0
163882	3657.0	1776.0
388165	77.0	84.0
100419873	0.0	0.0
100271700	58.0	50.0
100271703	0.0	0.0
100271702	5.0	0.0
100420875	1.0	1.0
100420877	0.0	0.0
388199	0.0	1.0
22794	10059.0	8242.0
22795	4598.0	5527.0
22796	1580.0	1773.0
22797	311.0	220.0
22798	20.0	10.0
317705	0.0	0.0
317703	0.0	0.0
317702	0.0	0.0
138882	0.0	5.0
138883	1.0	2.0
138881	1.0	2.0
100420881	0.0	0.0
388181	2.0	1.0
100419893	4.0	0.0
222967	3.0	1.0
219333	4257.0	2094.0
136227	5.0	50.0
222962	652.0	202.0
148213	182.0	212.0
388182	31.0	29.0
100419895	0.0	0.0
317716	0.0	0.0
148203	276.0	262.0
317719	25.0	12.0
148206	1125.0	797.0
163859	2817.0	1913.0
101929110	3.0	0.0
101929111	0.0	1.0
219348	593.0	187.0
219347	229.0	224.0
100420898	1.0	2.0
148223	1861.0	2563.0
10799	134.0	200.0
136242	6.0	4.0
10791	874.0	1129.0
10794	333.0	111.0
10793	689.0	380.0
10795	1666.0	1702.0
10798	0.0	0.0
10797	1285.0	1395.0
101929121	2.0	0.0
101929120	2.0	0.0
101929127	6.0	0.0
317701	3.0	0.0
220323	1225.0	2895.0
148231	0.0	0.0
148229	101.0	86.0
151877	19.0	3.0
151871	0.0	3.0
93035	3338.0	25.0
161176	1171.0	687.0
56097	6.0	7.0
56098	10.0	13.0
56099	498.0	725.0
93034	17.0	11.0
283927	234.0	162.0
220359	31.0	24.0
653073	0.0	0.0
653075	7.0	3.0
256302	4685.0	2875.0
105373144	0.0	0.0
81050	0.0	0.0
199786	171.0	26.0
256309	278.0	78.0
100420792	0.0	0.0
95681	723.0	1067.0
283914	0.0	0.0
81047	0.0	0.0
197131	3447.0	2583.0
197135	113.0	87.0
653061	11.0	5.0
93058	772.0	528.0
161198	1076.0	2260.0
283902	0.0	1.0
220382	167.0	46.0
81078	0.0	0.0
81079	0.0	0.0
81075	0.0	2.0
81076	0.0	0.0
100114903	1.0	0.0
199777	1114.0	1115.0
81061	0.0	0.0
653082	587.0	12.0
81090	0.0	0.0
100271649	0.0	0.0
199746	605.0	429.0
100271655	4.0	3.0
81099	0.0	0.0
100271650	13.0	5.0
199745	206.0	678.0
148170	243.0	1230.0
256364	3064.0	4335.0
163786	195.0	222.0
220388	11.0	15.0
100271639	0.0	0.0
163782	37.0	238.0
100271646	3.0	1.0
283953	3.0	0.0
256355	56.0	56.0
100271644	1.0	0.0
283951	413.0	556.0
256356	1273.0	1638.0
100271643	0.0	1.0
100271640	0.0	0.0
81081	1.0	0.0
161159	2.0	2.0
148189	576.0	495.0
93099	4467.0	5126.0
100271627	8.0	2.0
283948	21.0	82.0
256329	283.0	89.0
100271634	0.0	0.0
100271636	0.0	1.0
100271630	1.0	1.0
100271633	0.0	0.0
100271632	4.0	1.0
199720	64.0	146.0
93082	10.0	14.0
161145	761.0	995.0
100271617	0.0	1.0
100271616	1.0	0.0
161142	11.0	11.0
100271619	0.0	1.0
148198	62.0	22.0
100271618	0.0	0.0
100271624	0.0	1.0
100271623	0.0	2.0
283933	94.0	95.0
100271625	0.0	0.0
93081	345.0	367.0
100271620	0.0	0.0
283932	113.0	121.0
100271622	4.0	1.0
100271621	0.0	0.0
199731	484.0	1114.0
100124332	0.0	0.0
643664	2.0	2.0
256394	0.0	0.0
83637	8656.0	10468.0
83636	1565.0	1578.0
401565	8.0	1.0
401563	41.0	35.0
401562	0.0	3.0
401561	1.0	6.0
283999	1.0	0.0
283994	0.0	1.0
643668	1.0	4.0
283991	2240.0	3947.0
340198	8.0	4.0
643669	22.0	20.0
340192	3.0	5.0
643680	13.0	19.0
197196	0.0	2.0
56033	19.0	61.0
401551	27.0	5.0
83657	91.0	34.0
83656	64.0	1.0
83659	153.0	0.0
283989	1559.0	2011.0
83658	5939.0	8106.0
401548	1218.0	2353.0
56034	2647.0	4993.0
283987	1490.0	1608.0
256369	2.0	5.0
401546	25.0	6.0
83655	0.0	0.0
283985	0.0	1.0
283982	0.0	0.0
283981	28.0	17.0
643677	4.0	1.0
83650	7.0	4.0
197187	159.0	197.0
449520	12.0	10.0
401541	113.0	145.0
401540	0.0	1.0
83639	3.0	1.0
83638	2506.0	4628.0
256380	92.0	99.0
449518	0.0	0.0
83648	6189.0	409.0
401537	0.0	1.0
83647	0.0	0.0
83641	9242.0	3048.0
401535	11.0	2.0
83643	1246.0	717.0
401533	0.0	0.0
643689	4.0	4.0
283971	2.0	4.0
83640	591.0	593.0
283970	16.0	3.0
114826	966.0	719.0
114827	379.0	172.0
378706	1.0	2.0
378707	0.0	0.0
378708	212.0	169.0
