id	e5566a01-645c-46db-b094-159693428dec	5d8c1485-ac73-457e-a9d7-27c13941cc61
84925	1080.0	1141.0
84928	1627.0	1944.0
57336	252.0	468.0
84933	138.0	247.0
84932	1876.0	2179.0
57337	1772.0	1796.0
84935	4472.0	1090.0
57338	27.0	73.0
84934	877.0	2044.0
57332	231.0	319.0
57333	738.0	791.0
84931	0.0	0.0
84930	740.0	891.0
57335	338.0	380.0
103752554	1.0	0.0
103752555	2.0	0.0
642559	9.0	16.0
390352	8.0	3.0
390354	307.0	695.0
389362	761.0	656.0
150677	1100.0	72.0
150678	1404.0	1814.0
377381	116.0	225.0
162655	135.0	220.0
390363	4.0	4.0
147040	2433.0	2575.0
343901	0.0	0.0
149699	5.0	0.0
150684	1563.0	1809.0
150681	0.0	0.0
159013	1463.0	2570.0
221504	2.0	2.0
103752581	4.0	13.0
389386	0.0	0.0
389383	0.0	4.0
389384	1.0	16.0
123041	51.0	23.0
162681	92.0	123.0
123036	3130.0	1152.0
103752587	0.0	1.0
150696	3838.0	7991.0
103752588	4.0	37.0
103752589	7.0	28.0
103752583	0.0	0.0
103752584	26.0	55.0
103752585	1.0	2.0
103752586	1.0	2.0
390340	0.0	0.0
389376	12.0	37.0
221527	187.0	493.0
390394	3.0	1.0
149647	4.0	1.0
389396	1.0	0.0
123099	336.0	545.0
389395	0.0	2.0
123096	13874.0	15301.0
137682	762.0	1244.0
390378	0.0	1.0
221545	700.0	1187.0
221547	5.0	10.0
147011	59.0	117.0
147007	764.0	1200.0
100996295	2.0	34.0
137695	919.0	2119.0
162632	6.0	3.0
149685	75.0	2.0
100135063	0.0	0.0
100135064	0.0	0.0
147015	150.0	216.0
100996280	0.0	0.0
94240	1642.0	4050.0
94241	2321.0	4458.0
94236	0.0	0.0
94235	5.0	7.0
94234	830.0	5497.0
94239	7484.0	8909.0
94233	3.0	5.0
390294	3.0	3.0
390297	0.0	0.0
390298	0.0	0.0
221584	167.0	37.0
150590	184.0	435.0
94274	112.0	65.0
94298	0.0	0.0
94297	2.0	0.0
414768	0.0	0.0
642451	2.0	2.0
414766	33.0	9.0
414767	1.0	0.0
654434	234.0	312.0
400123	0.0	0.0
400121	0.0	0.0
57221	484.0	912.0
84838	2458.0	4195.0
400120	61.0	60.0
84837	212.0	244.0
84839	1.0	0.0
57226	2743.0	3123.0
84844	1270.0	1610.0
84847	5.0	8.0
57228	290.0	626.0
57222	13777.0	23811.0
402779	0.0	0.0
402778	115.0	531.0
57223	6191.0	7014.0
57224	237.0	564.0
84842	48.0	58.0
414776	0.0	0.0
642446	0.0	0.0
414771	1.0	1.0
642448	2.0	3.0
642461	0.0	0.0
642460	0.0	2.0
414777	2275.0	2002.0
414778	13.0	4.0
57231	4003.0	6479.0
400110	4.0	0.0
57232	316.0	485.0
654427	6.0	8.0
84826	0.0	0.0
654429	2.0	3.0
84833	2228.0	3076.0
84836	4946.0	8239.0
84830	118.0	701.0
57234	102.0	106.0
84832	0.0	0.0
654433	913.0	411.0
9001	380.0	100.0
9002	279.0	226.0
642475	167.0	1326.0
84859	1828.0	2281.0
84867	120.0	128.0
84866	1493.0	3556.0
84869	1304.0	2056.0
84868	941.0	1310.0
654463	415.0	6.0
84865	296.0	378.0
84864	4189.0	3270.0
84861	1910.0	3181.0
9014	950.0	1290.0
9015	343.0	356.0
9013	1818.0	2460.0
9019	5711.0	5548.0
9016	459.0	400.0
341392	0.0	0.0
84848	205.0	303.0
84856	37.0	12.0
84858	1213.0	964.0
84852	173.0	240.0
102725176	1.0	1.0
84851	700.0	802.0
642477	6.0	9.0
84850	5.0	6.0
105376946	0.0	0.0
9025	728.0	1567.0
9026	2586.0	4700.0
9023	353.0	745.0
113612	535.0	777.0
9024	87.0	49.0
642493	0.0	1.0
9027	5.0	3.0
9028	44.0	166.0
400165	1.0	3.0
9021	27524.0	7920.0
9022	4621.0	2962.0
9020	5463.0	3271.0
84889	2.0	0.0
84888	4072.0	4315.0
654483	13.0	19.0
84885	888.0	1633.0
654486	1.0	0.0
84886	7823.0	5641.0
84881	982.0	1669.0
642489	33.0	57.0
84883	1844.0	1580.0
654480	3.0	1.0
9037	595.0	1139.0
9034	245.0	206.0
9038	0.0	0.0
9039	2581.0	5092.0
400156	7.0	12.0
9032	1.0	0.0
9033	7.0	15.0
9031	6655.0	12711.0
84878	576.0	1617.0
84879	2302.0	937.0
84874	716.0	1321.0
84873	2.0	0.0
84876	1304.0	1878.0
84875	3446.0	6004.0
84870	294.0	45.0
84872	440.0	937.0
84871	123.0	72.0
9047	477.0	396.0
9048	25.0	65.0
9045	25949.0	50347.0
9046	558.0	620.0
9049	3665.0	6499.0
106480985	0.0	0.0
9040	2996.0	4702.0
106480984	0.0	0.0
106480987	0.0	0.0
106480986	4.0	0.0
9043	8549.0	9311.0
400141	1.0	0.0
106480989	1.0	1.0
9044	3242.0	3969.0
106480988	0.0	0.0
57282	3.0	19.0
106480990	1.0	0.0
106480992	0.0	0.0
106480991	0.0	0.0
106480994	0.0	0.0
106480993	5.0	11.0
414753	0.0	0.0
414754	0.0	0.0
414751	0.0	0.0
414752	0.0	0.0
341359	0.0	1.0
341356	0.0	0.0
9058	1.0	0.0
9056	1340.0	1217.0
9057	1543.0	742.0
341350	6.0	3.0
9050	275.0	749.0
106480996	0.0	0.0
9051	479.0	487.0
106480995	0.0	1.0
106480998	0.0	0.0
106480997	0.0	0.0
57291	1877.0	1015.0
9054	1032.0	1445.0
9055	418.0	641.0
106480999	0.0	0.0
9052	57047.0	44654.0
9053	2995.0	3983.0
84899	1119.0	2125.0
282569	0.0	0.0
400129	1.0	5.0
84896	2827.0	4618.0
84895	1887.0	3415.0
400128	3.0	2.0
84898	4054.0	5541.0
84897	1866.0	2076.0
400126	22.0	54.0
654499	0.0	0.0
84892	1386.0	2236.0
414764	22.0	9.0
84891	0.0	2.0
414765	21.0	22.0
84894	98.0	216.0
84893	3981.0	5594.0
414760	3.0	2.0
414761	58.0	23.0
84890	979.0	1666.0
341346	0.0	9.0
9069	1653.0	3914.0
414926	4.0	2.0
9068	4114.0	238.0
106479979	0.0	0.0
729004	3.0	0.0
106479978	0.0	0.0
106479977	0.0	0.0
106479976	0.0	0.0
106479975	11.0	10.0
9061	2919.0	6755.0
106480963	0.0	0.0
106479974	0.0	0.0
106479973	0.0	0.0
106480962	0.0	0.0
106480965	0.0	0.0
106479972	0.0	0.0
9060	4015.0	586.0
106480964	0.0	1.0
106479971	1.0	0.0
106479970	0.0	0.0
106480967	0.0	0.0
9066	413.0	1038.0
106480966	0.0	0.0
9063	2073.0	1595.0
729009	85.0	206.0
106480969	1.0	0.0
9064	1446.0	4941.0
106480968	0.0	0.0
106480970	3.0	0.0
106480972	0.0	0.0
106480971	0.0	0.0
113540	44.0	233.0
106479969	0.0	2.0
9079	2626.0	1265.0
106479968	0.0	0.0
106479967	0.0	0.0
106479966	1.0	0.0
106479965	0.0	0.0
106479964	0.0	0.0
106479963	1.0	0.0
106480974	3.0	15.0
9073	936.0	1305.0
106479962	0.0	0.0
106480973	0.0	0.0
9070	2376.0	3881.0
106479961	0.0	0.0
106480976	3.0	1.0
9071	179.0	3805.0
106479960	0.0	1.0
106480975	1.0	0.0
9076	27863.0	91997.0
390402	0.0	0.0
106480978	3.0	0.0
9077	926.0	2031.0
390403	0.0	0.0
106480977	0.0	0.0
9074	220.0	34.0
9075	59.0	145.0
106480979	0.0	1.0
100996387	0.0	0.0
390407	2.0	1.0
106480981	0.0	0.0
106480980	0.0	0.0
106480983	0.0	0.0
106480982	3.0	3.0
729025	0.0	2.0
106480949	0.0	0.0
106480948	1.0	0.0
730013	25.0	133.0
137529	0.0	2.0
730010	3.0	12.0
106479999	0.0	0.0
729020	1.0	2.0
113510	951.0	1250.0
106479998	0.0	0.0
729023	10.0	1.0
106479997	0.0	0.0
9083	0.0	0.0
106479996	1.0	0.0
106480941	0.0	0.0
9084	0.0	0.0
389421	0.0	0.0
106479995	0.0	0.0
106480940	0.0	0.0
9081	0.0	0.0
106479994	0.0	1.0
106480943	0.0	0.0
106479993	0.0	0.0
9082	0.0	0.0
106480942	0.0	0.0
9087	0.0	1.0
106479992	0.0	0.0
106480945	1.0	0.0
9088	139.0	275.0
106479991	0.0	0.0
106480944	0.0	0.0
9085	0.0	0.0
106479990	0.0	0.0
106480947	0.0	0.0
9086	0.0	0.0
106480946	0.0	0.0
57402	4539.0	14756.0
57403	3145.0	4715.0
57404	3331.0	2560.0
57405	60.0	48.0
389416	1.0	11.0
149501	130.0	106.0
9080	1210.0	1203.0
106480950	0.0	0.0
57406	1017.0	647.0
57407	1458.0	2534.0
57408	1.0	0.0
730005	12.0	100.0
57409	1010.0	2800.0
106480959	0.0	0.0
729013	799.0	697.0
106479989	0.0	0.0
106479988	0.0	0.0
106479987	0.0	0.0
729012	3.0	5.0
106479986	0.0	0.0
9094	1220.0	1795.0
106479985	0.0	0.0
106480952	1.0	0.0
9095	82.0	173.0
106479984	1.0	2.0
106480951	4.0	7.0
9092	3976.0	6072.0
106479983	0.0	0.0
106480954	0.0	1.0
9093	2661.0	5308.0
106479982	0.0	0.0
106480953	0.0	0.0
9098	34.0	22.0
106479981	1.0	0.0
106480956	0.0	1.0
9099	847.0	360.0
106479980	2.0	0.0
106480955	0.0	0.0
9096	80.0	50.0
106480958	0.0	0.0
9097	3876.0	5365.0
106480957	0.0	0.0
57413	65.0	208.0
57414	7852.0	18340.0
57415	335.0	699.0
389404	1.0	3.0
9091	4737.0	7977.0
57410	5849.0	9064.0
389400	0.0	1.0
106480961	0.0	0.0
57412	48.0	65.0
106480960	0.0	1.0
57418	1201.0	2067.0
57419	664.0	181.0
106480927	0.0	0.0
106479938	0.0	0.0
106479937	0.0	0.0
106480926	0.0	1.0
106479936	0.0	0.0
106480929	0.0	0.0
106479935	1.0	2.0
106480928	0.0	0.0
106479934	0.0	0.0
106479933	0.0	0.0
106479932	0.0	3.0
106479931	0.0	0.0
390431	0.0	0.0
106479930	0.0	0.0
390432	0.0	0.0
400322	1185.0	2189.0
390433	0.0	0.0
106480921	3.0	4.0
106480920	0.0	0.0
390434	0.0	0.0
106480923	0.0	0.0
390435	0.0	0.0
390436	0.0	0.0
106480922	0.0	0.0
390437	0.0	0.0
106480925	0.0	0.0
106480924	0.0	0.0
390438	0.0	0.0
390439	0.0	0.0
341418	0.0	0.0
341416	0.0	0.0
100996350	5.0	4.0
389434	60811.0	12903.0
642402	0.0	1.0
106479929	0.0	0.0
106479928	0.0	0.0
106479927	2.0	3.0
106480938	0.0	0.0
106479926	0.0	0.0
106480937	0.0	0.0
106479925	0.0	0.0
106479924	0.0	0.0
106480939	0.0	0.0
106479923	0.0	4.0
106479922	0.0	0.0
106479921	0.0	0.0
390440	0.0	0.0
106479920	0.0	0.0
390441	5.0	2.0
353497	56.0	92.0
390442	0.0	0.0
106480930	3.0	3.0
390443	0.0	1.0
389432	520.0	63.0
106480932	0.0	0.0
390445	0.0	0.0
106480931	0.0	0.0
106480934	0.0	0.0
106480933	0.0	0.0
106480936	0.0	0.0
100996348	9.0	5.0
106480935	8.0	7.0
389428	3.0	7.0
341405	0.0	2.0
389422	11.0	11.0
642413	0.0	0.0
106479919	0.0	0.0
106479918	0.0	0.0
106479917	0.0	0.0
106480905	0.0	0.0
106479959	0.0	1.0
106480904	0.0	0.0
106480907	1.0	6.0
106479958	0.0	0.0
106479957	0.0	2.0
106480906	0.0	0.0
106480909	0.0	1.0
106479956	0.0	0.0
106479955	0.0	0.0
106480908	0.0	0.0
106479954	0.0	0.0
106479953	1.0	1.0
106479952	0.0	0.0
654412	0.0	0.0
106479951	0.0	0.0
390411	0.0	0.0
106479950	0.0	0.0
106480901	0.0	0.0
390413	4.0	5.0
106480900	0.0	0.0
106480903	0.0	0.0
390415	0.0	0.0
106480902	0.0	0.0
57446	2114.0	3424.0
57447	4767.0	2889.0
390418	2.0	1.0
100996331	0.0	0.0
57448	8126.0	10190.0
390419	0.0	0.0
57449	861.0	4015.0
389458	0.0	1.0
642425	0.0	0.0
642424	18.0	4.0
100125556	137.0	141.0
106479949	0.0	0.0
106480916	1.0	4.0
106479948	0.0	0.0
106480915	4.0	5.0
106480918	0.0	0.0
106479947	0.0	0.0
106480917	0.0	0.0
106479946	0.0	0.0
106479945	0.0	0.0
106479944	0.0	0.0
106480919	0.0	0.0
106479943	0.0	3.0
642443	0.0	14.0
106479942	1.0	2.0
106479941	0.0	0.0
106479940	0.0	0.0
390421	0.0	2.0
57451	223.0	101.0
106480910	0.0	0.0
57452	541.0	285.0
390423	0.0	0.0
414919	657.0	985.0
390424	0.0	0.0
106480912	0.0	0.0
106480911	0.0	0.0
106480914	0.0	0.0
414918	831.0	1776.0
106480913	0.0	0.0
57458	2382.0	10675.0
390429	0.0	0.0
57459	1929.0	4247.0
57453	297.0	51.0
57455	1753.0	2631.0
57456	1606.0	2118.0
106479939	4.0	0.0
390472	0.0	1.0
162540	0.0	0.0
150554	17.0	22.0
729082	4524.0	6913.0
729085	189.0	225.0
729079	0.0	1.0
390483	0.0	0.0
730061	0.0	5.0
150568	5.0	0.0
729073	9.0	26.0
497258	264.0	377.0
106479916	0.0	0.0
106479915	0.0	0.0
106479914	0.0	0.0
106479913	0.0	0.0
106479912	0.0	0.0
106479911	0.0	0.0
106479910	0.0	0.0
730094	934.0	805.0
730092	339.0	399.0
730091	365.0	178.0
150577	1.0	0.0
150572	0.0	1.0
106479909	0.0	0.0
106479908	0.0	0.0
106479907	0.0	0.0
106479906	0.0	0.0
106479905	0.0	0.0
106479904	0.0	0.0
106479903	0.0	2.0
102546227	1.0	0.0
106479902	0.0	2.0
730087	56.0	76.0
106479901	2.0	0.0
106479900	0.0	0.0
730086	0.0	4.0
729097	11.0	10.0
389493	374.0	236.0
221613	0.0	0.0
729096	9.0	20.0
729092	8.0	16.0
729046	25.0	18.0
729042	0.0	2.0
729041	76.0	62.0
730029	98.0	137.0
730023	11.0	12.0
729032	0.0	0.0
730016	0.0	0.0
730058	0.0	0.0
730052	2.0	1.0
730051	682.0	708.0
221662	134.0	8.0
150538	0.0	1.0
162515	531.0	531.0
162517	11.0	6.0
729059	0.0	0.0
162514	92.0	39.0
730041	10.0	12.0
149563	96.0	0.0
221656	3140.0	2890.0
729050	2.0	1.0
221687	440.0	125.0
221692	635.0	820.0
162494	40.0	42.0
654391	1.0	1.0
198437	3.0	4.0
257629	1.0	2.0
267004	2.0	4.0
149499	2.0	1.0
162466	66.0	21.0
255022	4.0	2.0
162461	82.0	1106.0
267010	0.0	0.0
267012	0.0	0.0
267013	10.0	8.0
150472	921.0	1050.0
255031	147.0	278.0
255025	0.0	0.0
101101692	39.0	13.0
255027	714.0	1053.0
267002	388.0	523.0
150483	46.0	4.0
282617	2.0	13.0
282618	2.0	28.0
282616	2.0	11.0
644990	22.0	17.0
9103	37.0	44.0
9100	3872.0	6299.0
9101	4612.0	5503.0
644994	0.0	1.0
9107	3290.0	3990.0
9104	1737.0	997.0
400242	144.0	170.0
84959	537.0	357.0
255061	7.0	9.0
84958	1191.0	6415.0
654319	4.0	5.0
100996315	5.0	2.0
84966	109.0	257.0
57348	11.0	25.0
282679	114.0	119.0
84968	146.0	159.0
84967	1596.0	1794.0
84962	3290.0	4880.0
57343	781.0	1597.0
654320	0.0	0.0
255057	205.0	373.0
84961	1304.0	2390.0
654321	5.0	3.0
400238	0.0	0.0
654322	3.0	5.0
84964	91.0	177.0
400236	97.0	155.0
644988	2.0	0.0
84960	91.0	91.0
642326	0.0	0.0
9113	2330.0	3521.0
9114	7210.0	8365.0
9111	1272.0	1793.0
9112	2806.0	4364.0
9117	2912.0	3487.0
9118	13.0	30.0
414899	1.0	1.0
100996307	101.0	188.0
100996306	0.0	0.0
84948	468.0	1213.0
9110	2025.0	1755.0
84947	585.0	1118.0
84955	1336.0	1600.0
84954	923.0	2445.0
84957	943.0	890.0
100996301	0.0	0.0
84951	1714.0	3593.0
84950	4832.0	4501.0
84953	120.0	717.0
400224	423.0	10.0
84952	9319.0	5924.0
644998	0.0	1.0
9108	174.0	494.0
642337	3.0	0.0
644997	8.0	1.0
9124	14991.0	32649.0
9125	1843.0	2826.0
9122	1047.0	2414.0
9123	2255.0	4654.0
9128	2067.0	2636.0
9129	2322.0	2924.0
9126	3772.0	6035.0
9127	7.0	2.0
94304	0.0	0.0
255043	131.0	89.0
9120	238.0	262.0
9121	837.0	1150.0
57369	0.0	0.0
84988	1299.0	2154.0
84987	2312.0	3725.0
84989	78.0	26.0
84984	212.0	185.0
84983	6.0	1.0
84986	731.0	2894.0
84985	86.0	321.0
642345	3.0	0.0
9119	2.0	180.0
84981	8771.0	998.0
9135	4247.0	5976.0
9136	933.0	2475.0
9133	248.0	276.0
9134	95.0	295.0
9139	2077.0	3159.0
267014	0.0	0.0
267015	13.0	6.0
9138	5642.0	6670.0
267017	0.0	1.0
9131	1930.0	2434.0
9132	40.0	68.0
84969	553.0	394.0
9130	3726.0	6395.0
400208	5.0	1.0
84976	505.0	1308.0
400209	27.0	57.0
400206	0.0	1.0
84978	160.0	1862.0
84973	1390.0	4039.0
84975	1051.0	2056.0
57379	186.0	8.0
642357	6.0	6.0
84971	875.0	1171.0
84970	1.0	0.0
267020	1.0	1.0
9146	2982.0	7374.0
9147	2672.0	3784.0
9144	6349.0	15650.0
9145	1354.0	1086.0
9148	19.0	37.0
106479899	0.0	0.0
9149	1448.0	2505.0
106479898	0.0	0.0
106479897	0.0	0.0
106480886	0.0	0.0
106479896	0.0	0.0
106480885	0.0	0.0
106480888	1.0	1.0
106479895	0.0	0.0
106480887	0.0	0.0
106479894	0.0	0.0
106479893	0.0	0.0
9142	1.0	0.0
57380	1450.0	1666.0
9143	53.0	216.0
106479892	0.0	0.0
106480889	0.0	0.0
57381	1781.0	563.0
9140	1483.0	2229.0
106479891	1.0	0.0
9141	1700.0	1995.0
106479890	0.0	0.0
106480891	0.0	0.0
106480890	0.0	0.0
654364	41.0	69.0
106480893	0.0	0.0
106480892	0.0	0.0
106480895	0.0	0.0
106480894	2.0	0.0
9158	3292.0	5052.0
9156	89.0	128.0
106479889	0.0	0.0
9159	1850.0	2231.0
106479888	0.0	0.0
106479887	0.0	0.0
654346	11.0	12.0
106479886	0.0	0.0
106480897	0.0	0.0
9150	1254.0	2174.0
106480896	0.0	0.0
106479885	2.0	3.0
57396	1575.0	1886.0
106480899	0.0	0.0
106479884	0.0	0.0
106479883	0.0	0.0
106480898	0.0	0.0
9153	11.0	10.0
106479882	0.0	0.0
9154	7.0	1.0
106479881	1.0	0.0
106479880	0.0	0.0
57393	101.0	257.0
9152	0.0	0.0
654350	0.0	0.0
84996	320.0	311.0
84991	4669.0	6698.0
84993	2076.0	2893.0
84992	0.0	0.0
9168	35040.0	88580.0
9169	7882.0	10602.0
9166	2524.0	1838.0
642395	4.0	2.0
9167	3622.0	5972.0
642394	0.0	0.0
106480864	0.0	0.0
106480863	0.0	0.0
106480866	0.0	0.0
106480865	0.0	0.0
106480868	0.0	0.0
255082	435.0	245.0
106480867	0.0	0.0
9162	5188.0	165.0
106480869	0.0	1.0
654383	1.0	1.0
106480871	0.0	0.0
106480870	0.0	0.0
106480873	0.0	0.0
282697	0.0	2.0
400258	14.0	1.0
106480872	0.0	0.0
642389	0.0	0.0
654381	0.0	1.0
9179	896.0	1910.0
9177	2.0	0.0
106480875	0.0	0.0
9172	239.0	90.0
106480874	0.0	0.0
106480877	0.0	0.0
9170	559.0	941.0
106480876	0.0	0.0
9175	3743.0	5411.0
106480879	0.0	0.0
106480878	0.0	0.0
9173	33712.0	127.0
106480880	5.0	12.0
106480882	0.0	0.0
106480881	0.0	0.0
654376	1.0	6.0
106480884	0.0	0.0
106480883	1.0	0.0
654370	0.0	2.0
137868	0.0	0.0
730112	34.0	15.0
106480849	0.0	0.0
729123	1.0	4.0
9188	7268.0	7395.0
106479859	0.0	0.0
106479858	1.0	1.0
9189	2386.0	4240.0
106479857	0.0	0.0
106479856	0.0	0.0
106479855	0.0	0.0
106479854	0.0	0.0
729121	0.0	0.0
9182	732.0	89.0
106479853	0.0	0.0
106480842	0.0	0.0
9183	776.0	1287.0
106479852	0.0	0.0
106480841	0.0	0.0
9180	3131.0	7106.0
106480844	0.0	0.0
106479851	0.0	0.0
9181	3718.0	11138.0
106479850	0.0	1.0
106480843	0.0	0.0
106480846	0.0	0.0
9187	1113.0	2032.0
106480845	0.0	0.0
9184	3021.0	4901.0
106480848	0.0	0.0
9185	615.0	624.0
106480847	0.0	0.0
57501	20.0	37.0
57502	69.0	109.0
57504	1659.0	2438.0
125875	38.0	46.0
106480851	0.0	0.0
106480850	0.0	1.0
57509	3259.0	13178.0
730109	0.0	0.0
137872	636.0	762.0
102546175	0.0	2.0
57505	1017.0	2107.0
644903	8.0	20.0
57506	5809.0	9339.0
57507	1286.0	5522.0
57508	910.0	883.0
106479849	0.0	0.0
106479848	0.0	0.0
106479847	0.0	0.0
106479846	0.0	0.0
106479845	0.0	0.0
106479844	0.0	0.0
106479843	0.0	0.0
106479842	0.0	0.0
106480853	0.0	0.0
9194	483.0	196.0
106479841	0.0	0.0
106480852	2.0	0.0
9191	1768.0	2223.0
106479840	1.0	0.0
106480855	0.0	0.0
106480854	0.0	0.0
9197	3771.0	2944.0
106480857	0.0	0.0
106480856	0.0	0.0
106480859	0.0	0.0
729119	3.0	3.0
9196	63.0	31.0
106480858	0.0	0.0
57512	28.0	7.0
57513	3737.0	4680.0
57514	4874.0	5762.0
123207	675.0	1320.0
57515	23032.0	27085.0
106480860	0.0	0.0
57510	2964.0	4844.0
106480862	0.0	0.0
57511	2095.0	2795.0
106480861	0.0	0.0
644911	3.0	2.0
644914	10.0	13.0
57519	596.0	456.0
729146	4.0	2.0
106480828	0.0	0.0
113878	584.0	1326.0
135228	1014.0	3921.0
106480827	0.0	0.0
729148	92.0	78.0
106480829	0.0	0.0
137886	2212.0	3297.0
106479879	0.0	0.0
730130	1.0	0.0
106479878	0.0	0.0
106479877	0.0	0.0
106479876	1.0	0.0
106480820	0.0	0.0
106479875	0.0	0.0
106479874	0.0	0.0
106479873	0.0	0.0
106480822	0.0	0.0
106479872	0.0	0.0
106480821	0.0	0.0
106479871	0.0	0.0
106480824	0.0	0.0
106479870	1.0	3.0
106480823	0.0	0.0
106480826	0.0	0.0
106480825	0.0	0.0
57523	2684.0	6763.0
57524	100.0	212.0
57526	43.0	32.0
644928	9.0	11.0
57520	1043.0	573.0
57521	2529.0	3354.0
57522	1509.0	1526.0
57528	417.0	39.0
57529	24.0	7.0
106480839	0.0	3.0
106480838	0.0	0.0
106479869	0.0	0.0
729131	9.0	9.0
106479868	0.0	0.0
106479867	0.0	0.0
106479866	0.0	0.0
106479865	0.0	1.0
106479864	0.0	0.0
106480831	0.0	0.0
106479863	0.0	0.0
106480830	0.0	0.0
106480833	0.0	0.0
106479862	0.0	0.0
106479861	1.0	0.0
106480832	0.0	0.0
353116	1745.0	1155.0
106479860	0.0	0.0
106480835	0.0	0.0
106480834	0.0	0.0
106480837	13.0	10.0
106480836	0.0	0.0
57534	4351.0	6051.0
57535	1900.0	99.0
343727	0.0	0.0
57536	562.0	674.0
57537	1016.0	2611.0
150864	801.0	1911.0
57530	1974.0	8217.0
57531	737.0	963.0
57532	6206.0	8727.0
106480840	0.0	0.0
57533	1499.0	2434.0
57538	1448.0	1169.0
57539	1949.0	2372.0
106479817	0.0	2.0
106480806	3.0	5.0
106479816	0.0	0.0
106480805	0.0	0.0
106479815	0.0	0.0
106480808	0.0	0.0
106480807	0.0	0.0
106479814	0.0	0.0
106479813	0.0	0.0
106480809	0.0	1.0
106479812	0.0	0.0
106479811	0.0	0.0
106479810	0.0	0.0
123263	523.0	810.0
106480800	0.0	0.0
123264	11.0	9.0
57540	11.0	17.0
106480802	0.0	0.0
106480801	0.0	0.0
106480804	1.0	1.0
106480803	0.0	0.0
57545	926.0	1204.0
57546	1067.0	2263.0
57547	140.0	291.0
57541	567.0	1180.0
57542	1503.0	1906.0
353132	0.0	1.0
57544	602.0	654.0
353131	0.0	0.0
644943	16.0	45.0
57549	279.0	1530.0
106479809	0.0	0.0
106479808	0.0	0.0
644945	5.0	0.0
100101490	38.0	41.0
106479807	0.0	0.0
137835	158.0	121.0
106479806	0.0	1.0
106480817	0.0	0.0
106480816	0.0	0.0
106479805	0.0	0.0
106480819	0.0	0.0
106479804	0.0	0.0
106479803	0.0	0.0
106480818	0.0	0.0
644961	205.0	327.0
106479802	5.0	14.0
106479801	0.0	0.0
644962	7.0	10.0
106479800	0.0	0.0
353134	0.0	0.0
353133	0.0	1.0
106480811	0.0	0.0
57551	5689.0	9316.0
353135	0.0	1.0
106480810	0.0	0.0
106480813	0.0	0.0
106480812	6.0	0.0
353137	0.0	0.0
106480815	0.0	0.0
353139	0.0	0.0
106480814	0.0	0.0
57556	1448.0	766.0
57558	585.0	1593.0
57559	280.0	324.0
57552	3221.0	1333.0
353141	0.0	0.0
353140	0.0	0.0
57553	2137.0	2659.0
57554	443.0	49.0
353143	0.0	0.0
57555	1214.0	2958.0
353142	0.0	0.0
343702	4.0	7.0
729102	3.0	0.0
106479839	0.0	0.0
106479838	0.0	0.0
729101	1.0	4.0
106479837	0.0	0.0
106479836	4.0	6.0
106479835	1.0	2.0
644972	45.0	96.0
106479834	1.0	0.0
106479833	0.0	0.0
642311	5.0	1.0
106479832	0.0	0.0
353145	0.0	0.0
106479831	0.0	0.0
389101	2.0	6.0
102465906	0.0	0.0
57560	1205.0	1405.0
106479830	0.0	0.0
353144	0.0	0.0
57561	12991.0	29247.0
57562	997.0	555.0
149830	0.0	0.0
57567	935.0	5486.0
57568	2220.0	6657.0
57569	2308.0	4393.0
57563	3039.0	2096.0
57565	1970.0	2730.0
106479829	0.0	1.0
106479828	0.0	1.0
106479827	0.0	0.0
106479826	0.0	0.0
106479825	1.0	2.0
106479824	0.0	0.0
106479823	0.0	0.0
106479822	0.0	0.0
106479821	0.0	0.0
57570	779.0	1049.0
125893	168.0	535.0
106479820	0.0	1.0
57571	1077.0	2673.0
57572	4401.0	7907.0
149840	267.0	454.0
57573	832.0	918.0
102465910	0.0	0.0
57578	34.0	22.0
57579	823.0	869.0
149837	218.0	832.0
123228	221.0	337.0
57574	5.0	17.0
353163	5.0	2.0
57575	252.0	19.0
102465909	0.0	0.0
57576	409.0	261.0
102465908	0.0	0.0
57577	1140.0	1200.0
353164	0.0	0.0
102465907	0.0	0.0
644974	10.0	6.0
642317	0.0	2.0
106479819	0.0	0.0
106479818	0.0	0.0
730198	0.0	1.0
730196	0.0	0.0
390110	0.0	0.0
389123	0.0	0.0
389124	0.0	0.0
730190	0.0	0.0
390116	0.0	0.0
389120	2.0	3.0
390117	0.0	0.0
147276	0.0	2.0
389118	6.0	2.0
389119	48.0	122.0
353174	20.0	16.0
389114	339.0	535.0
135293	1993.0	2412.0
135295	159.0	346.0
729196	0.0	0.0
729198	0.0	0.0
730180	0.0	2.0
353189	208.0	1424.0
392752	10.0	23.0
389144	0.0	0.0
389141	2.0	9.0
123283	1156.0	1129.0
102465944	0.0	0.0
353194	0.0	3.0
353196	0.0	1.0
389136	358.0	196.0
389137	3.0	2.0
390102	0.0	0.0
100526416	1.0	0.0
389125	0.0	5.0
389160	0.0	1.0
390151	0.0	0.0
390152	0.0	0.0
729163	0.0	0.0
730152	0.0	0.0
390154	0.0	0.0
390155	0.0	0.0
390157	0.0	0.0
389168	17.0	29.0
390158	10.0	7.0
389161	3.0	1.0
147226	8.0	4.0
389158	0.0	0.0
147228	0.0	3.0
135250	23.0	214.0
102465975	1.0	1.0
729156	3.0	4.0
102465974	4.0	3.0
730144	4.0	6.0
390162	0.0	0.0
390166	0.0	0.0
389156	2.0	9.0
