id	289c081b-c496-44f5-b6b3-f33887932d83	35db9996-d6b9-470f-99be-1dc18bd98673
83935	432.0	178.0
83938	893.0	1223.0
391538	2.0	0.0
83937	5748.0	5197.0
10987	2641.0	1443.0
83943	966.0	220.0
83942	0.0	0.0
10989	3847.0	946.0
10988	4072.0	1006.0
56342	314.0	243.0
124454	1275.0	574.0
56344	0.0	0.0
83941	1759.0	461.0
83940	1109.0	377.0
643503	0.0	0.0
10981	717.0	288.0
112483	4056.0	5190.0
10980	4654.0	4431.0
10983	32249.0	5605.0
10982	4016.0	1331.0
643507	5.0	3.0
10985	6292.0	1330.0
10984	256.0	359.0
22932	476.0	234.0
22933	3414.0	2213.0
22934	1401.0	603.0
22936	3817.0	634.0
22937	4815.0	3696.0
22938	4052.0	1172.0
112464	608.0	1302.0
22930	4464.0	1686.0
22931	5230.0	1547.0
81309	0.0	0.0
391504	3.0	0.0
10954	3167.0	657.0
10953	1881.0	960.0
10956	16819.0	4718.0
81315	0.0	0.0
10955	9093.0	4339.0
391508	3.0	1.0
81316	0.0	0.0
10957	9504.0	2618.0
124446	5573.0	5767.0
81310	0.0	0.0
10959	12881.0	3000.0
22929	3866.0	1662.0
10950	2471.0	1093.0
10952	4766.0	3340.0
10951	4430.0	1273.0
22943	57.0	124.0
22944	983.0	346.0
22945	0.0	0.0
22947	0.0	0.0
22948	5517.0	1736.0
22949	1541.0	752.0
83957	0.0	0.0
22941	1499.0	205.0
83959	3333.0	517.0
10965	1434.0	634.0
391518	0.0	0.0
10964	1360.0	288.0
81304	0.0	0.0
10966	822.0	350.0
10969	2821.0	1007.0
81300	0.0	0.0
10961	10774.0	7458.0
10960	11848.0	4765.0
643529	461.0	160.0
10963	5213.0	2278.0
10962	358.0	180.0
148479	1354.0	571.0
197407	542.0	376.0
391576	0.0	0.0
767599	0.0	0.0
767598	0.0	0.0
767595	0.0	0.0
767594	0.0	0.0
767597	0.0	0.0
767596	0.0	0.0
767591	0.0	0.0
767590	0.0	0.0
767593	0.0	0.0
767592	0.0	0.0
124496	1.0	0.0
124491	1813.0	539.0
391548	0.0	0.0
767588	0.0	0.0
767589	0.0	0.0
767583	0.0	0.0
767585	0.0	0.0
767580	0.0	0.0
767582	0.0	0.0
767581	0.0	0.0
474381	0.0	0.0
474384	4.0	0.0
391552	0.0	8.0
474383	1.0	0.0
474382	0.0	0.0
222701	0.0	0.0
767569	0.0	0.0
391559	0.0	0.0
767577	0.0	0.0
767579	0.0	0.0
767578	0.0	0.0
246705	0.0	0.0
767558	0.0	0.0
246704	6.0	14.0
207107	7.0	14.0
767566	0.0	0.0
767565	0.0	0.0
767568	0.0	0.0
767567	0.0	0.0
767562	0.0	0.0
767561	0.0	0.0
767564	0.0	0.0
767563	0.0	0.0
474345	6.0	0.0
474344	3031.0	684.0
474343	135.0	56.0
246717	1.0	0.0
100151647	0.0	0.0
100151648	0.0	0.0
246719	20.0	30.0
161406	28.0	4.0
100151649	0.0	0.0
100151643	0.0	0.0
100151645	2.0	0.0
100151640	11.0	4.0
100151641	0.0	0.0
246715	0.0	0.0
767557	17.0	7.0
606553	1.0	0.0
606551	18.0	8.0
474354	3.0	1.0
100151657	0.0	0.0
100151658	0.0	1.0
100151654	0.0	0.0
161436	108.0	10.0
100151655	0.0	0.0
391584	0.0	0.0
100151656	1.0	0.0
100151650	0.0	0.0
100151651	0.0	0.0
391589	7.0	5.0
100151652	0.0	0.0
100151668	0.0	0.0
391592	2.0	0.0
100151664	0.0	0.0
100151665	0.0	0.0
100151666	0.0	0.0
161424	2166.0	840.0
100151667	0.0	0.0
391598	1.0	1.0
100151661	2.0	1.0
100151663	0.0	0.0
474338	9.0	7.0
474337	0.0	0.0
197370	3201.0	2839.0
220112	0.0	0.0
246744	0.0	0.0
220115	7.0	4.0
93273	68.0	50.0
100271459	1.0	0.0
100271458	0.0	0.0
81298	0.0	0.0
81299	0.0	0.0
100271457	0.0	0.0
100271456	1.0	0.0
100271451	2.0	2.0
81295	0.0	0.0
100271452	1.0	1.0
220108	464.0	88.0
220107	36.0	13.0
100271448	2.0	2.0
100271447	4.0	0.0
100271449	0.0	0.0
100271444	3.0	2.0
100271445	0.0	0.0
81285	3.0	2.0
81282	0.0	0.0
197350	34.0	8.0
246720	2.0	0.0
401399	6.0	12.0
401398	68.0	24.0
246721	2.0	0.0
220134	121.0	26.0
401397	1845.0	1475.0
246723	15.0	1.0
220136	283.0	102.0
401393	0.0	0.0
100271437	0.0	1.0
100271439	1.0	0.0
100271438	2.0	1.0
100271433	0.0	0.0
100271435	0.0	0.0
100271434	1.0	0.0
197342	624.0	441.0
246731	1.0	3.0
401387	7.0	13.0
100271419	0.0	0.0
102724127	0.0	0.0
246737	55.0	13.0
100271420	0.0	0.0
197358	1942.0	180.0
199990	2803.0	3052.0
246785	42.0	5.0
105664404	1.0	0.0
100271408	0.0	0.0
100271407	0.0	0.0
440970	0.0	0.0
220158	7.0	1.0
283726	103.0	50.0
100271414	0.0	0.0
100887075	0.0	0.0
439990	22.0	9.0
100271411	0.0	0.0
100271410	0.0	0.0
220164	152.0	58.0
100271413	0.0	0.0
197320	576.0	272.0
439996	0.0	0.0
100887074	1.0	0.0
439992	79.0	22.0
100887073	0.0	0.0
197322	1731.0	1130.0
439994	159.0	17.0
102724105	668.0	476.0
220147	0.0	0.0
100271404	1.0	0.0
100887067	3.0	0.0
102724101	0.0	0.0
100271406	0.0	0.0
100271405	16.0	1.0
100271400	0.0	1.0
283711	1.0	1.0
100271402	0.0	0.0
197331	14.0	5.0
197335	1756.0	1021.0
440993	1564.0	764.0
440992	40.0	69.0
161394	197.0	51.0
199964	14.0	4.0
8000	11.0	2.0
8001	5.0	0.0
246777	38.0	143.0
246778	5.0	5.0
606495	197.0	94.0
199974	3.0	14.0
8013	4276.0	264.0
22911	883.0	140.0
439949	626.0	143.0
22913	12413.0	9505.0
643421	0.0	1.0
22914	219.0	6.0
22915	1914.0	12.0
439945	0.0	0.0
22916	4011.0	1993.0
731605	12.0	0.0
22917	5.0	6.0
10929	4556.0	1586.0
10928	3872.0	875.0
56252	4744.0	1406.0
56253	467.0	23.0
401331	246.0	108.0
81207	0.0	0.0
83869	0.0	0.0
81208	0.0	0.0
81209	0.0	2.0
83877	2621.0	867.0
56259	2400.0	964.0
83876	672.0	44.0
81215	0.0	0.0
83879	812.0	109.0
10934	2.0	0.0
83878	233.0	561.0
283768	1.0	0.0
10933	13445.0	3855.0
10936	93.0	21.0
56254	3112.0	758.0
83873	143.0	239.0
256148	0.0	0.0
81210	0.0	1.0
283767	0.0	0.0
56255	5085.0	1154.0
83872	716.0	182.0
10935	9646.0	2539.0
81211	0.0	0.0
56256	396.0	188.0
10938	7143.0	1983.0
83875	354.0	219.0
83874	1356.0	292.0
56257	6347.0	2899.0
22907	4584.0	2894.0
643414	0.0	0.0
439953	13.0	4.0
22908	4614.0	973.0
83871	3865.0	3779.0
22909	1163.0	225.0
283761	0.0	0.0
439954	0.0	1.0
643418	7.0	0.0
10930	8.0	17.0
439950	0.0	0.0
22921	1850.0	1556.0
8022	0.0	0.0
440926	158.0	61.0
22924	1064.0	872.0
440925	26.0	9.0
8028	2661.0	765.0
22925	10010.0	271.0
8029	1126.0	369.0
22926	3456.0	892.0
439934	0.0	0.0
22927	1605.0	554.0
8027	1289.0	521.0
22928	3663.0	1481.0
439936	2.0	0.0
56261	3710.0	2815.0
56262	3660.0	1849.0
10939	3470.0	879.0
401321	92.0	110.0
8021	4023.0	1814.0
83858	977.0	739.0
22920	1826.0	619.0
56260	340.0	285.0
10943	2310.0	510.0
56269	0.0	1.0
83866	0.0	0.0
81203	0.0	0.0
10942	23.0	1.0
81204	0.0	0.0
10945	10089.0	5617.0
83868	0.0	0.0
81205	0.0	0.0
10944	8914.0	2264.0
83867	0.0	0.0
10947	1341.0	509.0
56265	2938.0	346.0
83862	1737.0	1346.0
401316	14.0	1.0
83861	1337.0	565.0
283755	168.0	181.0
10946	4475.0	1599.0
56267	1428.0	631.0
10949	12197.0	3630.0
81201	0.0	0.0
10948	2832.0	1611.0
256158	688.0	133.0
83863	0.0	0.0
81202	0.0	0.0
22918	2775.0	2649.0
22919	8465.0	2638.0
439941	0.0	0.0
83860	1112.0	293.0
8019	1998.0	465.0
10941	0.0	0.0
643427	20.0	1.0
10940	377.0	100.0
8036	3566.0	1089.0
8034	1177.0	654.0
440957	943.0	1795.0
440956	0.0	0.0
440955	3.0	2.0
8038	321.0	103.0
10907	2488.0	1993.0
10906	2732.0	783.0
440952	120.0	46.0
10908	3964.0	2034.0
93210	3853.0	2823.0
8031	9322.0	2276.0
256130	1.0	0.0
56270	4422.0	1436.0
56271	6750.0	2899.0
8030	3566.0	1452.0
10910	2685.0	1366.0
83899	0.0	0.0
81236	0.0	1.0
283748	8.0	4.0
10912	305.0	305.0
283747	2.0	2.0
10911	17.0	6.0
10914	9558.0	2819.0
256126	34.0	16.0
83895	0.0	3.0
10913	59.0	0.0
83894	10.0	0.0
10916	12669.0	8208.0
83897	0.0	0.0
401303	163.0	54.0
10915	2738.0	1268.0
283742	1823.0	514.0
83896	0.0	0.0
83891	1589.0	2185.0
83890	24.0	80.0
83893	0.0	0.0
81230	0.0	0.0
83892	6357.0	2699.0
22900	3728.0	1202.0
93202	2.0	0.0
22901	835.0	447.0
22902	3741.0	1605.0
8045	1003.0	531.0
22903	1609.0	630.0
22904	4390.0	1669.0
22905	1709.0	1043.0
8048	0.0	1.0
440944	1344.0	752.0
22906	6745.0	2312.0
256144	0.0	0.0
10917	0.0	0.0
10919	3689.0	2185.0
83888	20.0	8.0
10921	5405.0	3086.0
283738	0.0	2.0
83887	2.0	2.0
10920	2593.0	1031.0
81226	0.0	0.0
10923	7589.0	2872.0
10922	3773.0	3363.0
83889	30.0	6.0
81228	0.0	0.0
83884	0.0	4.0
56287	0.0	0.0
81221	0.0	0.0
56288	1883.0	686.0
10924	810.0	283.0
10927	5589.0	2555.0
83886	56.0	74.0
81223	0.0	0.0
10926	499.0	101.0
81224	0.0	0.0
643447	1.0	0.0
643445	0.0	0.0
83882	188.0	84.0
83881	139.0	10.0
439965	25.0	2.0
643446	6.0	1.0
93233	81.0	18.0
256190	0.0	0.0
112401	0.0	0.0
106481976	0.0	0.0
8050	1151.0	429.0
106481977	0.0	0.0
106481974	0.0	0.0
401375	37.0	11.0
106481975	0.0	0.0
106481978	1.0	2.0
106481979	0.0	0.0
106481980	5.0	0.0
100271499	0.0	0.0
100271498	4.0	0.0
106481981	0.0	0.0
100271495	0.0	3.0
643459	2.0	0.0
81251	3.0	0.0
100271491	2.0	0.0
100271493	1.0	2.0
643470	0.0	0.0
643471	0.0	0.0
8061	1024.0	248.0
8065	2694.0	622.0
81248	4.0	1.0
10901	838.0	440.0
10900	136.0	209.0
10903	223.0	330.0
81243	0.0	0.0
10902	3313.0	1344.0
81244	1.0	0.0
100271487	7.0	0.0
10905	3636.0	1168.0
10904	4455.0	2605.0
81246	0.0	0.0
283796	4.0	5.0
100271483	0.0	0.0
81240	0.0	0.0
342574	7.0	138.0
100271486	0.0	0.0
100271485	1.0	0.0
81242	2.0	0.0
100271480	0.0	0.0
100271481	0.0	0.0
8079	10215.0	7415.0
440917	14.0	5.0
439927	0.0	0.0
440915	4.0	4.0
8078	4265.0	1749.0
643486	0.0	0.0
106481954	0.0	0.0
106481955	1.0	0.0
106481952	0.0	0.0
106481953	0.0	0.0
106481958	0.0	0.0
8076	265.0	65.0
106481959	0.0	0.0
8073	14218.0	4285.0
106481956	2.0	0.0
8074	1.0	0.0
106481957	0.0	0.0
106481961	0.0	0.0
100271477	0.0	0.0
100271476	3.0	4.0
106481962	0.0	0.0
81278	0.0	0.0
100271478	0.0	0.0
106481960	0.0	0.0
439931	220.0	71.0
100271472	1.0	1.0
81274	0.0	0.0
100271474	0.0	0.0
643479	1.0	2.0
81270	1.0	0.0
100271470	0.0	0.0
440905	4.0	4.0
439916	0.0	0.0
8089	1023.0	164.0
440902	2.0	2.0
643499	2.0	0.0
439915	0.0	1.0
440900	5.0	2.0
8082	2418.0	255.0
106481965	1.0	0.0
106481966	7.0	5.0
106481963	0.0	0.0
106481964	0.0	0.0
8086	2408.0	1321.0
106481969	0.0	0.0
8087	6314.0	2408.0
106481967	7.0	4.0
8085	5915.0	2024.0
106481968	0.0	1.0
102724167	1.0	0.0
100271469	0.0	0.0
100271466	0.0	0.0
106481972	0.0	0.0
283777	0.0	1.0
401337	1.0	0.0
106481973	1.0	0.0
100271465	0.0	0.0
106481970	0.0	0.0
401335	2.0	0.0
100271467	1.0	0.0
106481971	0.0	0.0
100271462	2.0	0.0
81261	0.0	0.0
100271461	0.0	0.0
100271464	0.0	0.0
439921	9800.0	4157.0
81264	1.0	0.0
100271460	3.0	3.0
731688	18.0	3.0
728034	0.0	0.0
8099	1446.0	1223.0
106481938	0.0	0.0
106481939	0.0	0.0
728036	0.0	0.0
106481932	0.0	0.0
106481933	0.0	0.0
8091	14.0	701.0
106481930	0.0	0.0
8092	0.0	0.0
106481931	3.0	0.0
106481936	0.0	0.0
728039	82.0	39.0
106481937	0.0	0.0
106481934	0.0	0.0
106481935	0.0	2.0
56413	148.0	44.0
106481940	0.0	0.0
283365	0.0	0.0
100126596	0.0	0.0
728023	1.0	2.0
106481949	0.0	0.0
728022	0.0	0.0
106481943	1.0	0.0
106481944	0.0	0.0
106481941	0.0	0.0
106481942	0.0	0.0
106481947	0.0	0.0
106481948	1.0	0.0
106481945	0.0	0.0
106481946	1.0	0.0
106481950	0.0	0.0
106481951	0.0	0.0
283358	315.0	352.0
344838	0.0	0.0
106481918	0.0	0.0
106481919	9.0	1.0
106481916	3.0	0.0
106481917	0.0	0.0
572558	12.0	1.0
106481910	1.0	0.0
106481911	0.0	0.0
106481914	0.0	0.0
106481915	0.0	0.0
106481912	2.0	0.0
106481913	0.0	1.0
283349	1868.0	1133.0
100126572	0.0	0.0
106481929	1.0	9.0
728045	0.0	0.0
106481927	0.0	0.0
106481928	0.0	0.0
728047	4.0	0.0
728042	0.0	0.0
106481921	6.0	1.0
106481922	0.0	0.0
767606	0.0	0.0
767609	0.0	0.0
106481920	0.0	0.0
767608	0.0	0.0
767603	0.0	0.0
106481925	0.0	0.0
728049	0.0	0.0
106481926	0.0	0.0
767605	0.0	0.0
106481923	5.0	2.0
767604	0.0	0.0
106481924	0.0	0.0
767610	0.0	0.0
101234261	0.0	0.0
101234262	14.0	13.0
767612	0.0	0.0
767611	0.0	0.0
283337	2869.0	801.0
344813	0.0	0.0
114548	369.0	76.0
81406	2.0	0.0
81407	0.0	0.0
344807	1.0	0.0
126526	918.0	758.0
767600	0.0	0.0
344805	12.0	20.0
106481907	0.0	0.0
106481908	0.0	0.0
106481905	0.0	0.0
731656	36.0	6.0
102800446	0.0	0.0
106481906	0.0	0.0
106481909	0.0	0.0
126520	2.0	2.0
106481900	0.0	0.0
106481903	0.0	0.0
106481904	0.0	0.0
106481901	0.0	0.0
106481902	0.0	0.0
283398	7.0	2.0
728013	128.0	72.0
283392	0.0	5.0
728012	0.0	0.0
728015	1.0	1.0
728010	0.0	0.0
81428	0.0	0.0
728019	2.0	0.0
56478	1895.0	477.0
56479	720.0	194.0
126506	2.0	0.0
56474	1131.0	549.0
81430	0.0	2.0
56475	63.0	25.0
81431	0.0	0.0
56476	0.0	0.0
56477	2229.0	537.0
93408	0.0	0.0
283385	260.0	72.0
283383	1163.0	115.0
728005	25.0	14.0
81419	0.0	0.0
81421	0.0	0.0
283377	1294.0	1053.0
643401	1.0	8.0
283375	9.0	14.0
283373	2774.0	797.0
151525	933.0	467.0
126567	48.0	179.0
391211	0.0	0.0
151534	133.0	307.0
151531	19.0	10.0
114569	13070.0	2276.0
126549	105.0	21.0
114571	0.0	0.0
100527978	50.0	12.0
126541	0.0	2.0
126536	0.0	0.0
151556	1251.0	176.0
391242	0.0	0.0
728075	0.0	0.0
440699	0.0	8.0
440695	2.0	0.0
728072	0.0	0.0
100527960	27.0	37.0
391253	0.0	0.0
728064	0.0	0.0
100527963	123.0	178.0
728066	5.0	0.0
440689	39.0	10.0
391257	0.0	0.0
391256	11.0	9.0
440686	1.0	0.0
728062	0.0	0.0
728097	0.0	0.0
728096	0.0	0.0
151507	7.0	5.0
728090	0.0	0.0
728088	1.0	1.0
100527943	3.0	3.0
114599	3.0	5.0
126581	0.0	0.0
151516	92.0	57.0
728082	0.0	0.0
100527945	0.0	0.0
728081	0.0	0.0
100527946	2.0	2.0
100527947	0.0	0.0
100527948	2.0	0.0
100527949	0.0	0.0
643384	1.0	0.0
391160	3.0	0.0
643382	14.0	21.0
391162	0.0	0.0
692312	5.0	2.0
163479	0.0	3.0
391169	0.0	0.0
100271332	3.0	1.0
391171	0.0	0.0
391174	2.0	0.0
643394	10.0	1.0
391175	0.0	0.0
391179	1.0	0.0
93380	2334.0	260.0
100271323	4.0	2.0
100271322	0.0	1.0
100271325	0.0	0.0
100271321	0.0	0.0
401036	1.0	0.0
440672	0.0	0.0
100271316	0.0	0.0
100271317	0.0	0.0
401027	3.0	0.0
391155	0.0	0.0
401024	273.0	27.0
163486	1506.0	389.0
401022	81.0	121.0
425054	2.0	7.0
425057	0.0	0.0
100271305	0.0	0.0
100271304	0.0	0.0
100271300	3.0	3.0
401018	0.0	0.0
100271303	2.0	0.0
100271302	0.0	0.0
401093	138.0	19.0
401097	30.0	31.0
151449	156.0	9.0
401082	0.0	1.0
8100	1647.0	797.0
440606	0.0	1.0
8106	6463.0	6609.0
440603	24.0	9.0
401089	2.0	2.0
391183	0.0	0.0
8110	126.0	46.0
8111	584.0	93.0
391189	1.0	2.0
8115	2829.0	0.0
401074	172.0	114.0
222484	1005.0	240.0
391190	0.0	0.0
391192	2.0	0.0
391191	0.0	0.0
391194	0.0	0.0
8123	194.0	30.0
391196	0.0	0.0
391195	1.0	2.0
8128	20.0	46.0
8125	6174.0	3311.0
401067	0.0	0.0
8120	222.0	244.0
151477	43.0	12.0
151473	280.0	200.0
643300	2.0	2.0
645962	0.0	1.0
8139	601.0	174.0
645961	2.0	0.0
106481899	0.0	0.0
106481897	0.0	0.0
106481898	0.0	0.0
81328	0.0	0.0
8131	2511.0	1831.0
81329	0.0	0.0
83998	5.0	0.0
81336	0.0	0.0
83999	0.0	0.0
81331	0.0	0.0
283404	2.0	2.0
283403	0.0	4.0
83990	136.0	76.0
83992	1075.0	90.0
645954	84.0	3.0
81330	0.0	0.0
645958	154.0	73.0
645957	2.0	0.0
645974	0.0	0.0
643311	0.0	0.0
645973	0.0	0.0
643310	3.0	1.0
8148	9411.0	4572.0
222487	28.0	14.0
81318	0.0	0.0
8140	2010.0	480.0
83987	1600.0	709.0
81324	0.0	0.0
83986	2787.0	4200.0
81325	0.0	0.0
83989	1621.0	443.0
83988	761.0	232.0
81327	0.0	0.0
83983	163.0	18.0
81320	0.0	0.0
83982	1371.0	1390.0
83985	194.0	52.0
81322	0.0	0.0
643308	1.0	0.0
643309	1.0	0.0
645968	25.0	7.0
645980	0.0	0.0
100271390	0.0	1.0
106481877	0.0	0.0
106481878	0.0	0.0
106481875	0.0	0.0
106481876	0.0	0.0
8153	827.0	905.0
106481879	0.0	0.0
106481880	0.0	0.0
106481881	2.0	0.0
81358	3.0	3.0
81353	1.0	1.0
106481884	0.0	0.0
100271399	2.0	0.0
81354	0.0	0.0
106481885	0.0	0.0
106481882	0.0	0.0
106481883	0.0	0.0
81356	2.0	0.0
81352	2.0	1.0
100271392	3.0	1.0
100271391	0.0	0.0
100271394	0.0	0.0
100271393	0.0	0.0
645979	11.0	3.0
93323	472.0	254.0
8165	5352.0	1817.0
645996	63.0	33.0
645993	1.0	0.0
106481888	1.0	0.0
106481889	0.0	0.0
106481886	0.0	0.0
106481887	0.0	0.0
8161	1392.0	388.0
106481891	4.0	1.0
106481892	0.0	0.0
106481890	0.0	0.0
106481895	0.0	1.0
81342	0.0	1.0
106481896	0.0	0.0
100271388	0.0	0.0
81343	2.0	1.0
106481893	0.0	0.0
106481894	0.0	0.0
81345	0.0	0.0
100271385	0.0	0.0
100271384	0.0	0.0
100271387	0.0	0.0
81340	0.0	1.0
81341	0.0	0.0
100271386	2.0	2.0
100271381	0.0	0.0
100271380	0.0	0.0
643329	4.0	1.0
8178	1452.0	463.0
344892	0.0	0.0
643343	22.0	10.0
8170	37.0	55.0
106481855	0.0	0.0
401014	60.0	22.0
106481856	0.0	0.0
106481853	0.0	1.0
106481854	0.0	0.0
8174	204.0	33.0
106481859	1.0	1.0
8175	3687.0	3435.0
106481857	0.0	0.0
106481858	1.0	0.0
100271378	0.0	0.0
106481862	0.0	0.0
401007	0.0	0.0
106481863	1.0	0.0
283446	40.0	8.0
106481860	0.0	0.0
81377	0.0	0.0
106481861	0.0	0.0
643338	117.0	48.0
645998	0.0	0.0
643336	0.0	0.0
100271371	0.0	0.0
8189	6319.0	4136.0
8187	165.0	64.0
93343	2458.0	2685.0
93349	1074.0	292.0
643353	1.0	0.0
106481866	5.0	5.0
106481867	0.0	0.0
106481864	0.0	0.0
106481865	0.0	0.0
106481868	0.0	0.0
106481869	0.0	0.0
106481870	4.0	0.0
106481873	0.0	0.0
100271367	0.0	15.0
106481874	0.0	0.0
106481871	1.0	0.0
81366	0.0	0.0
106481872	0.0	0.0
100271363	0.0	1.0
283432	0.0	1.0
283431	145.0	53.0
100271364	2.0	0.0
81363	0.0	0.0
344875	1.0	4.0
100271360	0.0	1.0
93377	0.0	0.0
106481839	0.0	0.0
643365	9.0	6.0
8192	2297.0	1830.0
106481833	5.0	1.0
8193	14.0	2.0
106481834	0.0	0.0
106481831	0.0	0.0
8190	14.0	2.0
106481832	0.0	0.0
106481837	0.0	0.0
106481838	1.0	0.0
106481835	0.0	1.0
8195	1715.0	691.0
106481836	0.0	0.0
106481840	1.0	0.0
106481841	0.0	0.0
100271358	9.0	6.0
81399	0.0	0.0
283422	0.0	0.0
344866	3.0	2.0
100271351	0.0	0.0
283420	154.0	47.0
100271354	0.0	0.0
81390	0.0	0.0
81392	2.0	1.0
643376	7.0	5.0
106481844	0.0	0.0
106481845	0.0	0.0
106481842	0.0	1.0
106481843	1.0	2.0
106481848	0.0	0.0
106481849	3.0	0.0
106481846	0.0	0.0
100307126	17.0	37.0
106481847	1.0	0.0
100271349	3.0	0.0
283417	1322.0	452.0
283416	201.0	63.0
106481851	1.0	1.0
106481852	0.0	0.0
100271344	0.0	0.0
283412	5.0	5.0
106481850	12.0	2.0
81382	0.0	0.0
81383	0.0	1.0
100271343	7.0	9.0
106481819	0.0	0.0
283491	0.0	0.0
106481817	1.0	0.0
106481818	0.0	0.0
106481811	0.0	0.0
106481812	0.0	0.0
106481810	0.0	0.0
106481815	0.0	0.0
106481816	0.0	0.0
106481813	0.0	0.0
106481814	0.0	0.0
283489	1538.0	245.0
283487	83.0	65.0
283486	5.0	0.0
283483	0.0	0.0
283481	272.0	124.0
283480	6.0	1.0
106481828	0.0	0.0
106481829	0.0	0.0
728143	0.0	0.0
106481822	0.0	0.0
106481823	0.0	0.0
106481820	0.0	0.0
106481821	1.0	0.0
106481826	3.0	4.0
106481827	1.0	0.0
106481824	1.0	0.0
106481825	0.0	0.0
56547	0.0	1.0
106481830	0.0	0.0
56548	432.0	230.0
283471	4.0	1.0
731789	3.0	0.0
728170	4.0	6.0
283464	1632.0	616.0
283463	2.0	7.0
283461	1.0	0.0
283460	2.0	1.0
106481808	0.0	0.0
728167	1.0	0.0
106481809	0.0	0.0
106481806	0.0	0.0
728169	0.0	0.0
106481807	0.0	0.0
728162	1.0	0.0
106481800	0.0	0.0
106481801	0.0	0.0
106481804	0.0	0.0
106481805	0.0	0.0
106481802	0.0	0.0
106481803	0.0	0.0
81501	19.0	35.0
81502	7594.0	3930.0
283459	1641.0	1070.0
283458	6.0	17.0
283455	466.0	168.0
645900	0.0	0.0
283450	4757.0	1125.0
780776	186.0	55.0
728113	20.0	26.0
126410	25.0	4.0
728116	4.0	16.0
728115	2.0	1.0
728118	38.0	31.0
81533	4268.0	755.0
126402	0.0	0.0
81532	1739.0	1624.0
645930	2.0	1.0
731779	0.0	2.0
728106	1.0	1.0
645922	0.0	0.0
645927	4.0	0.0
728134	4.0	3.0
474170	159.0	64.0
728130	77.0	15.0
645940	2.0	2.0
728132	0.0	0.0
728137	0.0	0.0
81555	2398.0	430.0
81556	2505.0	785.0
81557	1.0	0.0
81558	3023.0	812.0
645939	2.0	0.0
81551	0.0	2.0
101055625	11.0	2.0
81552	2707.0	906.0
81553	3726.0	2128.0
344905	39.0	40.0
81554	3025.0	2144.0
474167	18.0	3.0
81550	1336.0	731.0
344901	6.0	2.0
645931	1.0	0.0
645950	1.0	3.0
728121	21.0	17.0
81537	1827.0	635.0
81539	8254.0	1349.0
728128	4.0	5.0
81544	455.0	463.0
81545	2283.0	722.0
81542	2897.0	593.0
81543	114.0	35.0
93517	646.0	203.0
474150	0.0	0.0
474152	0.0	0.0
474151	0.0	0.0
474149	0.0	0.0
474148	0.0	0.0
126433	327.0	34.0
126432	1253.0	597.0
163404	0.0	0.0
138474	1.0	1.0
391365	0.0	1.0
391367	0.0	0.0
728192	4.0	0.0
728194	1.0	4.0
728190	647.0	238.0
391378	0.0	0.0
138412	2.0	2.0
138428	17.0	7.0
138429	80.0	115.0
391356	1312.0	640.0
391358	3.0	11.0
56521	24.0	17.0
391282	0.0	0.0
643263	0.0	0.0
643264	0.0	0.0
100271209	48.0	6.0
222537	2.0	4.0
163351	185.0	9.0
100271217	0.0	0.0
100271216	0.0	1.0
100271218	0.0	0.0
401164	1.0	0.0
100271206	1.0	0.0
100271207	1.0	0.0
100271201	0.0	0.0
100271204	1.0	0.0
391266	0.0	0.0
440799	0.0	1.0
391267	20.0	10.0
222553	23.0	37.0
391269	0.0	0.0
440795	0.0	0.0
401152	8733.0	2243.0
126393	566.0	106.0
8200	38.0	40.0
8204	1489.0	300.0
8202	5266.0	974.0
391276	0.0	0.0
391279	0.0	0.0
401145	195.0	13.0
222545	0.0	0.0
126382	810.0	838.0
222546	0.0	1.0
606293	6.0	2.0
401138	2.0	0.0
401137	0.0	0.0
151393	423.0	139.0
692231	0.0	0.0
440738	134.0	8.0
692233	0.0	0.0
440737	46.0	39.0
8216	2758.0	994.0
8214	653.0	1217.0
440732	8.0	6.0
440730	7.0	94.0
222584	213.0	23.0
151325	0.0	2.0
8208	302.0	330.0
8209	221.0	185.0
8220	1255.0	751.0
8226	1086.0	671.0
692223	0.0	0.0
8227	4649.0	1678.0
8224	12.0	11.0
692225	25.0	12.0
8225	4172.0	2015.0
692226	0.0	0.0
100381178	6.0	5.0
692227	42.0	57.0
692229	0.0	0.0
100310839	0.0	0.0
100310838	1.0	0.0
8218	817.0	226.0
8233	1604.0	1403.0
692210	0.0	2.0
8237	9737.0	3975.0
401190	23.0	0.0
692212	12.0	16.0
692213	0.0	0.0
692214	0.0	0.0
440757	0.0	0.0
692215	0.0	0.0
106481798	0.0	0.0
106481799	0.0	0.0
8228	1927.0	593.0
8242	8112.0	3448.0
8243	5617.0	1409.0
692201	0.0	0.0
692202	1.0	0.0
692203	0.0	0.0
692204	0.0	0.0
692205	9.0	2.0
692206	0.0	0.0
692207	0.0	4.0
692208	0.0	0.0
692209	0.0	0.0
8241	4093.0	3551.0
100310812	0.0	1.0
8239	7542.0	2238.0
151354	235.0	865.0
100271291	0.0	0.0
93432	20.0	1.0
100271290	0.0	0.0
645841	0.0	0.0
93436	2188.0	1366.0
645840	0.0	0.0
106481778	0.0	0.0
106481779	0.0	0.0
106481776	0.0	0.0
106481777	0.0	0.0
81449	0.0	0.0
8251	0.0	0.0
106481781	0.0	0.0
106481782	0.0	0.0
81458	0.0	0.0
106481780	0.0	0.0
106481785	0.0	0.0
