id	34b13a68-e96d-47f7-a766-ff9fdfcc2d81	26a85898-425a-40f2-a4c7-4a969e3ec909
284403	77.0	52.0
284402	63.0	27.0
2519	5008.0	2024.0
2518	0.0	0.0
2517	11368.0	5242.0
2516	0.0	0.0
646755	8.0	7.0
646754	0.0	0.0
646753	0.0	2.0
260434	0.0	1.0
23189	2847.0	4791.0
260436	2.0	0.0
23180	9807.0	5716.0
2526	453.0	148.0
23181	1891.0	1408.0
2525	1.0	3.0
2524	47.0	35.0
2523	340.0	246.0
23184	13186.0	4112.0
2521	16916.0	8954.0
23185	6284.0	3378.0
23186	1668.0	893.0
2520	0.0	0.0
23187	3871.0	2523.0
2529	3.0	13.0
2528	2.0	0.0
2527	0.0	0.0
152273	1613.0	822.0
644100	0.0	2.0
646766	10.0	19.0
644101	5.0	11.0
23199	7850.0	4702.0
260425	4057.0	3649.0
729974	0.0	1.0
260429	0.0	0.0
2537	12277.0	4102.0
23191	7490.0	5536.0
23192	3867.0	1528.0
23193	31524.0	15745.0
2535	315.0	62.0
2534	3653.0	4453.0
23194	959.0	134.0
2533	104.0	642.0
23195	5418.0	3523.0
23196	12814.0	7535.0
2532	422.0	223.0
23197	5613.0	1664.0
2531	6014.0	2731.0
2530	2055.0	973.0
23198	5673.0	1928.0
345829	3.0	2.0
646759	0.0	0.0
646758	3.0	1.0
2539	5808.0	2420.0
2538	1.0	0.0
23190	12310.0	5862.0
25903	1538.0	311.0
25902	878.0	858.0
25904	1852.0	807.0
100129866	3.0	0.0
25907	14.0	6.0
100130855	189.0	43.0
25906	1417.0	280.0
25909	4994.0	1935.0
100127206	0.0	0.0
100129867	2.0	0.0
2551	3402.0	1237.0
2550	844.0	493.0
25901	3310.0	1793.0
25900	278.0	174.0
2548	10805.0	5547.0
223075	0.0	0.0
2547	19051.0	9071.0
100874409	0.0	0.0
100874408	0.0	0.0
2543	0.0	0.0
100379345	61.0	185.0
2542	1695.0	980.0
100874403	0.0	0.0
100874402	0.0	0.0
100874401	0.0	0.0
100874400	0.0	0.0
100129863	0.0	0.0
100874407	0.0	0.0
100874406	0.0	0.0
100874405	0.0	0.0
2549	1202.0	628.0
100874404	0.0	0.0
25914	500.0	304.0
100130848	0.0	0.0
25913	2086.0	942.0
100129858	114.0	20.0
25915	7369.0	2890.0
25917	3064.0	1338.0
2562	2177.0	26.0
2561	17.0	5486.0
2560	6.0	0.0
25912	12888.0	7710.0
25911	1617.0	475.0
2559	0.0	11.0
2558	7.0	0.0
2557	2.0	0.0
2556	0.0	0.0
2555	2.0	0.0
2554	0.0	0.0
2553	3093.0	1337.0
100129853	0.0	0.0
100874421	0.0	0.0
100874420	0.0	0.0
100129845	18.0	2.0
2572	0.0	0.0
2571	25.0	3.0
2570	13.0	6.0
2569	6.0	4.0
2568	1.0	10.0
2567	16.0	64.0
2566	0.0	0.0
2565	31.0	9.0
2564	346.0	246.0
2563	43.0	52.0
100874425	0.0	0.0
100874424	0.0	0.0
100874423	0.0	1.0
100129842	1537.0	474.0
100874422	0.0	0.0
100874429	0.0	0.0
100874428	0.0	0.0
100874427	0.0	0.0
100874426	0.0	0.0
100130827	5.0	0.0
100129836	1.0	0.0
100874410	1.0	0.0
286676	1797.0	882.0
100130821	0.0	0.0
100130820	0.0	0.0
2584	676.0	346.0
2583	47.0	13.0
2582	522.0	1840.0
2581	4357.0	1205.0
2580	5778.0	4615.0
100874419	0.0	0.0
100874414	0.0	2.0
100874413	0.0	0.0
100874412	0.0	0.0
100874411	0.0	0.0
100874418	0.0	0.0
223082	1236.0	1388.0
100874417	4.0	1.0
100874416	0.0	0.0
100874415	0.0	0.0
100129827	2.0	2.0
100874443	0.0	1.0
100874442	0.0	0.0
100129824	0.0	0.0
100874441	1.0	1.0
100874440	0.0	0.0
2595	1216.0	884.0
2593	1838.0	768.0
100379300	0.0	0.0
2592	1669.0	846.0
2591	3558.0	2951.0
441389	12.0	9.0
2590	5541.0	2944.0
441386	9.0	0.0
127617	0.0	0.0
2589	5703.0	1707.0
2588	1431.0	626.0
2587	5.0	8.0
441391	11.0	9.0
284018	1013.0	499.0
2585	1410.0	674.0
100874447	0.0	0.0
100874446	0.0	0.0
100874445	0.0	0.0
284013	13.0	26.0
100874444	0.0	0.0
100874449	0.0	0.0
100874448	5.0	2.0
100129815	0.0	0.0
100130803	0.0	0.0
100874432	1.0	0.0
100874431	0.0	0.0
100874430	0.0	0.0
100129813	4.0	0.0
441377	0.0	0.0
441376	3.0	14.0
441381	0.0	0.0
127602	349.0	238.0
2597	68624.0	33568.0
2596	3.0	38.0
100874436	0.0	0.0
284004	2052.0	994.0
100874435	0.0	0.0
100874434	4.0	1.0
100874433	1.0	1.0
284001	1548.0	1195.0
100874439	0.0	0.0
100874438	0.0	0.0
127608	0.0	0.0
100874465	0.0	0.0
100129800	12.0	1.0
100874464	0.0	0.0
100874462	1.0	0.0
100129801	3.0	1.0
100874469	1.0	1.0
100874468	1.0	0.0
100874467	0.0	1.0
100874466	3.0	1.0
100874450	0.0	0.0
50937	4332.0	430.0
100874454	0.0	0.0
50939	11.0	6.0
100874453	0.0	0.0
100874452	0.0	0.0
100874451	0.0	0.0
100874457	0.0	0.0
100874456	0.0	2.0
50940	306.0	68.0
100874455	1.0	1.0
50943	75.0	105.0
50945	321.0	0.0
50944	45.0	9.0
100874459	0.0	0.0
23328	16376.0	6812.0
23329	308.0	79.0
84281	397.0	180.0
84280	1570.0	723.0
644076	0.0	0.0
11340	1165.0	577.0
644079	1.0	0.0
25983	2112.0	803.0
127665	1.0	0.0
23321	11563.0	4845.0
115677	422.0	176.0
644070	0.0	0.0
23322	847.0	319.0
25984	0.0	1.0
23324	10499.0	4081.0
25987	7956.0	2543.0
23325	2588.0	1839.0
23326	19537.0	8591.0
25989	1635.0	1332.0
23327	5617.0	2851.0
25988	931.0	759.0
25981	462.0	454.0
25980	3953.0	1600.0
11342	6323.0	3411.0
84287	1875.0	815.0
84286	1798.0	828.0
11341	28.0	6.0
284058	6231.0	2894.0
84289	2989.0	1147.0
11344	1729.0	1017.0
11343	2325.0	746.0
84288	1451.0	406.0
84283	278.0	296.0
11346	4931.0	5188.0
11345	9549.0	4075.0
84282	2232.0	987.0
84285	1889.0	1011.0
84284	3588.0	1505.0
23339	6239.0	3632.0
84270	1195.0	426.0
23331	2723.0	1575.0
25994	5460.0	1539.0
23332	5056.0	3373.0
25996	1994.0	709.0
23333	1218.0	757.0
23334	3086.0	2279.0
25998	5108.0	2228.0
23335	2324.0	1284.0
23336	1676.0	238.0
441332	1.0	0.0
644082	1.0	0.0
23338	4713.0	3732.0
25999	377.0	450.0
441331	0.0	0.0
84279	1741.0	264.0
25992	4839.0	846.0
84276	2947.0	1072.0
84275	1287.0	62.0
284047	11.0	3.0
84278	155.0	86.0
84277	2410.0	952.0
84272	5838.0	2126.0
84271	9059.0	4526.0
84274	2456.0	935.0
84273	1914.0	1189.0
23306	1159.0	835.0
23307	3022.0	2075.0
284040	35.0	36.0
23308	65.0	40.0
23309	3829.0	2197.0
25961	122.0	51.0
25960	2067.0	670.0
25963	9701.0	5738.0
23300	8430.0	2701.0
23301	3978.0	2594.0
25962	4185.0	1933.0
23302	304.0	106.0
23303	4416.0	4697.0
644096	1124.0	428.0
23304	4468.0	2510.0
25966	1582.0	608.0
23305	99.0	6.0
644094	0.0	1.0
11328	8122.0	3035.0
11329	1400.0	1104.0
11320	1784.0	1309.0
137012	0.0	2.0
113000	953.0	533.0
11322	463.0	2941.0
11321	2393.0	1111.0
284034	1.0	1.0
11326	140.0	689.0
11325	9040.0	4771.0
23317	4909.0	2580.0
84290	14.0	2.0
25979	3131.0	1048.0
23318	3301.0	1786.0
84292	645.0	261.0
25972	3967.0	1572.0
23310	1718.0	1067.0
441359	0.0	0.0
25974	583.0	224.0
23312	1097.0	1075.0
25973	471.0	252.0
23313	3904.0	1258.0
25976	3012.0	5391.0
23314	107.0	69.0
25975	15.0	6.0
441355	11.0	1.0
25978	6010.0	2499.0
23315	2691.0	1333.0
25977	3305.0	1165.0
23316	2189.0	0.0
11339	15.0	6.0
11338	9158.0	4942.0
441362	0.0	0.0
441361	0.0	0.0
140660	2.0	3.0
115650	4.0	8.0
127623	0.0	0.0
25970	5832.0	2697.0
284029	150.0	128.0
115653	0.0	0.0
84298	1699.0	458.0
11331	11595.0	5700.0
11330	3.0	5.0
11333	8583.0	3026.0
152641	114.0	27.0
11332	447.0	435.0
84299	2941.0	1162.0
11335	7110.0	4131.0
84294	2011.0	696.0
11334	3376.0	1098.0
84293	10370.0	3162.0
84296	158.0	72.0
11337	7085.0	2699.0
284021	38.0	125.0
84295	2120.0	1349.0
11336	4395.0	2625.0
25946	4336.0	2964.0
25949	5077.0	3226.0
25948	2860.0	1723.0
441308	0.0	0.0
139604	0.0	0.0
100130898	0.0	0.0
100130894	5.0	4.0
25941	4905.0	1869.0
25940	4367.0	869.0
100130892	25.0	6.0
25943	2488.0	1490.0
25942	9432.0	3302.0
100130890	203.0	74.0
25945	3034.0	685.0
11309	1737.0	1537.0
284099	7.0	3.0
284098	813.0	154.0
25957	7369.0	4396.0
140609	3948.0	1712.0
25959	7927.0	6701.0
100130889	1.0	1.0
100130887	4.0	2.0
25950	420.0	170.0
25953	6284.0	2318.0
25956	182.0	236.0
11317	1.0	0.0
11316	9745.0	3805.0
11319	2387.0	1113.0
11318	170.0	3.0
100379378	0.0	0.0
11311	3060.0	1256.0
11313	3937.0	1949.0
140603	0.0	0.0
11315	19088.0	5428.0
284086	1063.0	588.0
11314	18.0	119.0
25925	891.0	139.0
284085	2.0	1.0
25924	222.0	33.0
25927	430.0	120.0
284083	2.0	1.0
100130879	2.0	0.0
25926	2946.0	1066.0
139628	1.0	0.0
25929	1945.0	790.0
25928	165.0	2.0
441328	0.0	0.0
127687	2521.0	796.0
100130873	1.0	0.0
441327	0.0	0.0
441326	0.0	0.0
100130871	0.0	0.0
441324	0.0	0.0
25921	9481.0	6675.0
441323	0.0	0.0
25920	4571.0	2963.0
25923	8928.0	3915.0
140612	883.0	340.0
100129880	0.0	0.0
284076	7.0	0.0
100129882	3.0	1.0
25936	1777.0	599.0
25938	1319.0	575.0
25937	5219.0	2470.0
284071	37.0	7.0
100130866	0.0	0.0
25939	3080.0	2114.0
113026	1438.0	7484.0
441317	0.0	0.0
441315	0.0	0.0
25930	4743.0	4035.0
441314	0.0	0.0
441313	0.0	0.0
25932	4134.0	2262.0
127671	0.0	0.0
25934	2073.0	539.0
127670	8.0	1.0
284069	322.0	147.0
140623	21.0	19.0
140625	0.0	0.0
284067	5.0	2.0
100129871	0.0	0.0
140628	30.0	0.0
406982	0.0	0.0
406981	0.0	0.0
406984	3.0	4.0
406983	3.0	2.0
406986	2.0	0.0
406985	1.0	0.0
406988	0.0	0.0
406987	0.0	0.0
23287	940.0	381.0
23288	4374.0	1633.0
406980	0.0	0.0
84206	68.0	19.0
23281	127.0	21.0
84203	7.0	4.0
23283	3663.0	1308.0
23284	102.0	6.0
140596	0.0	0.0
23285	457.0	357.0
152579	980.0	355.0
140597	4859.0	28.0
23286	6462.0	5959.0
152578	0.0	0.0
406979	0.0	0.0
406978	0.0	0.0
152573	697.0	22.0
644000	0.0	0.0
646663	0.0	0.0
406971	0.0	0.0
406970	0.0	0.0
406973	0.0	0.0
406972	0.0	0.0
406974	0.0	0.0
406977	0.0	0.0
406976	0.0	0.0
23299	2849.0	1764.0
201725	772.0	208.0
23291	4019.0	2528.0
23293	2267.0	1861.0
23294	4725.0	1864.0
23295	5762.0	5329.0
406968	3.0	0.0
406967	0.0	0.0
646658	23.0	184.0
152586	0.0	0.0
406969	1.0	0.0
406960	0.0	0.0
11281	1.0	1.0
406962	22.0	18.0
646672	1.0	3.0
11280	42.0	9.0
406961	0.0	0.0
11283	0.0	0.0
406964	0.0	0.0
11282	6939.0	6898.0
406963	0.0	0.0
644016	1.0	1.0
11285	2586.0	935.0
406966	0.0	0.0
11284	1850.0	1222.0
406965	1.0	0.0
23265	4764.0	3962.0
23266	7537.0	677.0
23268	1222.0	1113.0
23269	3638.0	1741.0
84229	11.0	6.0
164592	6.0	3.0
59269	1704.0	586.0
84225	99.0	154.0
23261	2855.0	1087.0
84224	639.0	327.0
23262	3043.0	1353.0
23263	2479.0	1294.0
23264	16856.0	9496.0
84226	224.0	124.0
84221	10.0	2.0
406957	1.0	0.0
84220	1.0	0.0
406956	0.0	2.0
84223	1050.0	199.0
406959	0.0	0.0
406958	0.0	0.0
84222	166.0	46.0
646685	0.0	0.0
644022	0.0	1.0
406951	0.0	0.0
406950	0.0	0.0
406953	0.0	0.0
646688	8.0	2.0
406952	0.0	0.0
406955	0.0	0.0
406954	0.0	3.0
23276	2015.0	754.0
23277	4964.0	1969.0
23279	4279.0	2032.0
59277	1090.0	376.0
59272	122.0	62.0
59271	2605.0	932.0
59274	1160.0	537.0
84218	0.0	0.0
84217	613.0	249.0
23270	4746.0	1517.0
23271	4652.0	2788.0
84219	1269.0	643.0
23272	6673.0	3390.0
23274	2503.0	2603.0
84216	313.0	346.0
84215	35.0	15.0
23275	3527.0	1372.0
406946	0.0	0.0
84210	9.0	0.0
406945	0.0	0.0
644017	0.0	0.0
406948	0.0	0.0
406947	0.0	0.0
406949	0.0	0.0
644032	0.0	0.0
646693	0.0	0.0
11261	11502.0	5053.0
644037	11.0	7.0
11260	5772.0	2339.0
646698	1.0	1.0
11262	19.0	87.0
23243	5032.0	2756.0
23244	8643.0	5395.0
59286	8280.0	2360.0
23245	214.0	84.0
23246	2582.0	1136.0
23247	4639.0	2185.0
59283	6.0	2.0
23248	5248.0	4489.0
644030	0.0	0.0
59285	0.0	0.0
59284	0.0	0.0
84247	4001.0	1594.0
23240	519.0	992.0
84246	1097.0	532.0
84249	27.0	17.0
23241	3696.0	2655.0
23242	4007.0	1464.0
84248	5390.0	2628.0
84243	2746.0	1999.0
11264	2953.0	883.0
84245	1629.0	886.0
11267	4325.0	1350.0
11266	925.0	287.0
11269	1637.0	593.0
84240	1283.0	465.0
11270	534.0	240.0
644042	1.0	0.0
11272	45.0	41.0
11274	513.0	159.0
11273	4944.0	4658.0
23254	1513.0	1209.0
23255	97.0	33.0
23256	5137.0	1820.0
23258	3755.0	2161.0
23259	3615.0	1611.0
644041	0.0	0.0
84239	5323.0	6895.0
23250	6664.0	10939.0
84236	2654.0	1332.0
23251	48.0	50.0
23252	936.0	643.0
140564	112.0	92.0
23253	6411.0	1997.0
84232	9044.0	3994.0
11276	3871.0	2383.0
11275	1971.0	2310.0
84231	4349.0	3183.0
49861	7.0	10.0
11278	475.0	216.0
49860	0.0	0.0
84233	1144.0	332.0
11277	0.0	0.0
11279	404.0	548.0
84230	931.0	398.0
23229	2373.0	909.0
49856	1191.0	596.0
644054	0.0	0.0
49855	2292.0	1508.0
644059	0.0	0.0
49854	3141.0	548.0
11240	60.0	184.0
23221	6499.0	4109.0
25884	4.0	8.0
23223	1957.0	1029.0
25886	127.0	69.0
23224	23423.0	12365.0
25885	3284.0	1520.0
23225	1809.0	1239.0
25888	842.0	375.0
23228	309.0	119.0
644050	6.0	6.0
201780	12.0	5.0
84269	1679.0	562.0
152559	1033.0	320.0
25880	968.0	317.0
84268	1468.0	687.0
23220	1361.0	21877.0
140576	4056.0	2929.0
84265	2723.0	833.0
11243	2325.0	893.0
139599	9.0	9.0
84264	50.0	68.0
140578	47.0	20.0
84267	2463.0	1066.0
11245	496.0	308.0
84266	4778.0	1350.0
11244	5873.0	2254.0
84261	743.0	442.0
11247	3.0	0.0
139596	1325.0	477.0
84260	1292.0	645.0
84263	4692.0	1931.0
11249	0.0	0.0
84262	1459.0	551.0
11248	273.0	54.0
345557	285.0	19.0
406993	0.0	0.0
406992	3.0	0.0
406995	0.0	0.0
406994	0.0	0.0
11250	5.0	0.0
406997	1.0	0.0
406996	0.0	0.0
11252	8638.0	4744.0
406999	0.0	0.0
11251	7.0	0.0
406998	0.0	0.0
23232	846.0	435.0
25895	1448.0	515.0
23233	2526.0	1793.0
25894	412.0	829.0
25897	2542.0	1211.0
23234	837.0	404.0
25896	1417.0	688.0
23235	6376.0	2660.0
23236	260.0	167.0
25898	2694.0	1074.0
23237	519.0	223.0
644063	27.0	17.0
406991	0.0	0.0
23239	1601.0	875.0
406990	0.0	0.0
25891	637.0	41.0
84258	27.0	2.0
25890	8356.0	2171.0
25893	1084.0	114.0
23230	2698.0	1493.0
23231	2024.0	4356.0
84259	1065.0	259.0
84254	831.0	919.0
11254	7.0	44.0
84253	1002.0	163.0
11253	4818.0	3278.0
406989	0.0	0.0
84256	2548.0	1615.0
11255	0.0	0.0
84255	3024.0	1300.0
84250	410.0	203.0
11258	4563.0	1522.0
11257	1213.0	428.0
84251	536.0	64.0
11259	780.0	504.0
100874483	1.0	0.0
100874482	2.0	1.0
100874480	0.0	1.0
406900	3.0	1.0
100874484	5.0	1.0
201799	46.0	133.0
201798	63.0	22.0
50831	2.0	2.0
100874489	1.0	0.0
100874488	0.0	0.0
50833	0.0	0.0
50832	27.0	20.0
50835	0.0	0.0
50834	0.0	0.0
50837	0.0	0.0
102465139	0.0	0.0
50836	0.0	0.0
100874471	2.0	2.0
102465138	0.0	0.0
50839	4.0	6.0
100874470	0.0	0.0
102465137	0.0	0.0
50838	1.0	1.0
102465136	2.0	6.0
100874476	0.0	0.0
102465135	0.0	0.0
102465134	0.0	0.0
102465133	0.0	0.0
100874473	1.0	0.0
50840	158.0	47.0
100874479	0.0	0.0
100874478	0.0	0.0
100874477	0.0	0.0
50846	12.0	22.0
100499183	214.0	66.0
50848	11373.0	5262.0
2601	6.0	1.0
100499177	3257.0	1035.0
102465141	0.0	0.0
50853	793.0	354.0
2609	0.0	0.0
102465140	0.0	0.0
50852	3.0	24.0
50855	355.0	42.0
50854	11710.0	6155.0
100499171	1.0	0.0
50856	43.0	67.0
50859	6.0	1.0
100874494	0.0	0.0
50858	0.0	0.0
100874493	0.0	0.0
100874492	0.0	0.0
100874491	0.0	0.0
100874498	0.0	0.0
646600	1.0	1.0
100874497	0.0	0.0
100874495	0.0	1.0
100874490	0.0	0.0
223117	4630.0	14.0
2613	0.0	2.0
2611	2.0	2.0
50862	4136.0	1903.0
50861	10611.0	2021.0
2619	1186.0	76.0
50863	112.0	57.0
100874499	0.0	0.0
2618	3050.0	1367.0
50865	8542.0	2739.0
2617	5154.0	2555.0
2616	312.0	140.0
2615	1117.0	874.0
406940	2.0	0.0
406942	0.0	0.0
646612	21.0	18.0
406941	0.0	1.0
406944	0.0	0.0
406943	0.0	0.0
100996876	0.0	0.0
2625	532.0	214.0
2624	310.0	73.0
2623	1.0	2.0
2622	2885.0	1679.0
2621	14851.0	8021.0
2620	105.0	34.0
406935	0.0	1.0
406934	0.0	0.0
646603	4.0	2.0
406937	0.0	0.0
406936	0.0	0.0
2629	4560.0	2061.0
406939	0.0	0.0
646609	0.0	0.0
2628	4563.0	1748.0
406938	0.0	0.0
2627	420.0	531.0
2626	2.0	0.0
406931	0.0	0.0
406930	0.0	0.0
406933	1.0	0.0
406932	0.0	0.0
646620	1.0	0.0
2636	0.0	0.0
2635	953.0	1813.0
2634	790.0	3428.0
2633	1311.0	1874.0
2632	2511.0	809.0
2631	10899.0	2302.0
2630	86.0	33.0
406924	0.0	0.0
406923	0.0	0.0
406926	0.0	0.0
646614	0.0	0.0
406925	9.0	2.0
406928	0.0	0.0
2639	1762.0	588.0
406927	0.0	0.0
646619	6.0	0.0
2638	0.0	0.0
2637	1.0	4.0
406929	3.0	2.0
646630	2.0	0.0
406920	0.0	0.0
406922	0.0	0.0
406921	0.0	0.0
2650	1287.0	4373.0
2647	2199.0	869.0
2646	4.0	2.0
2645	35.0	0.0
2644	149.0	141.0
2643	212.0	145.0
2642	4.0	3.0
2641	1.0	0.0
406913	0.0	2.0
646627	0.0	0.0
406912	0.0	0.0
646625	0.0	0.0
406915	0.0	0.0
406914	0.0	0.0
406917	0.0	0.0
406916	0.0	0.0
2649	991.0	442.0
406919	0.0	0.0
2648	1279.0	1347.0
406918	0.0	0.0
646641	0.0	0.0
646640	1.0	0.0
646643	0.0	0.0
406911	0.0	0.0
406910	0.0	0.0
2661	98.0	24.0
2660	15.0	10.0
2658	0.0	0.0
2657	0.0	0.0
406909	0.0	0.0
2653	2045.0	225.0
2652	0.0	0.0
2651	397.0	219.0
406902	0.0	0.0
406901	1.0	0.0
406904	0.0	0.0
406903	0.0	0.0
406906	0.0	0.0
406905	0.0	0.0
406908	0.0	0.0
406907	0.0	0.0
100874520	0.0	0.0
100130733	79.0	33.0
2672	32.0	67.0
106144578	0.0	1.0
2671	1244.0	573.0
2670	24.0	25.0
106144575	0.0	1.0
2669	289.0	109.0
2668	1.0	1.0
2667	0.0	0.0
100874529	0.0	2.0
2665	15580.0	7510.0
2664	6859.0	3765.0
2662	1123.0	5.0
100874524	11.0	8.0
100874523	2.0	0.0
100129743	0.0	1.0
100874522	0.0	0.0
100874528	0.0	0.0
100129738	0.0	1.0
100129739	1.0	0.0
100129736	0.0	0.0
100130721	0.0	0.0
2683	27698.0	11015.0
106144568	0.0	0.0
2681	668.0	202.0
2679	41.0	80.0
2678	1896.0	855.0
100874519	0.0	0.0
2677	3477.0	1638.0
100874518	0.0	0.0
2676	34.0	2.0
2675	6246.0	437.0
2674	766.0	0.0
2673	12451.0	5057.0
101056700	8.0	8.0
100874512	0.0	0.0
100874511	0.0	1.0
100129731	0.0	0.0
100874510	0.0	0.0
100874517	0.0	0.0
100130719	1.0	0.0
100874516	0.0	0.0
100130718	0.0	2.0
100874515	5.0	1.0
100130717	54.0	14.0
100874514	0.0	0.0
100129727	8.0	5.0
100129726	23.0	16.0
100129723	0.0	0.0
100129722	38.0	51.0
2694	1.0	0.0
2693	0.0	0.0
2692	2.0	0.0
2691	1.0	1.0
2690	843.0	40.0
2689	0.0	0.0
2688	1.0	0.0
2687	3864.0	2835.0
2686	2302.0	1233.0
100130708	0.0	0.0
100129716	54.0	25.0
106144540	0.0	0.0
100874531	1.0	1.0
100874530	0.0	0.0
100130700	0.0	0.0
100129714	1.0	0.0
106144541	1.0	2.0
106144542	0.0	0.0
106144543	0.0	0.0
106144544	0.0	0.0
2698	1.0	0.0
106144538	16.0	11.0
2697	17021.0	3002.0
106144539	0.0	0.0
2696	13.0	33.0
2695	0.0	0.0
100129706	0.0	0.0
100129708	2.0	0.0
284131	1812.0	815.0
115509	1435.0	571.0
259197	2.0	15.0
284129	2192.0	1600.0
284123	0.0	0.0
106144592	0.0	0.0
106144593	19.0	6.0
106144595	2.0	0.0
286749	29.0	1.0
106144598	2.0	1.0
106144599	0.0	0.0
284119	26172.0	10275.0
284116	0.0	2.0
284114	655.0	325.0
284111	14.0	13.0
284110	0.0	7.0
259173	3189.0	2589.0
106144584	0.0	4.0
286753	17.0	2.0
106144585	0.0	0.0
106144586	0.0	0.0
284106	3091.0	1015.0
284100	24.0	23.0
284184	1024.0	357.0
127544	1336.0	1273.0
23443	3581.0	1551.0
115557	267.0	66.0
127540	0.0	0.0
23446	22337.0	12369.0
115560	281.0	166.0
23440	0.0	0.0
127534	5.0	21.0
139538	0.0	0.0
23452	1305.0	393.0
441459	5.0	0.0
441457	12.0	5.0
23456	1442.0	531.0
115548	3259.0	3289.0
23457	203.0	303.0
441452	0.0	0.0
441461	122.0	43.0
152503	5987.0	3405.0
23450	9240.0	5749.0
23451	20358.0	11809.0
139542	0.0	0.0
284167	89.0	91.0
23428	10242.0	5800.0
284161	225.0	115.0
23429	3929.0	1986.0
100130799	0.0	0.0
23420	2331.0	1285.0
23421	1572.0	709.0
23423	12476.0	4878.0
23424	1435.0	738.0
23426	700.0	173.0
152519	335.0	146.0
152518	964.0	470.0
441490	0.0	1.0
23438	1988.0	1016.0
23439	0.0	2.0
100130786	0.0	1.0
23430	1.0	0.0
100130785	0.0	0.0
23431	905.0	557.0
23432	365.0	260.0
23433	5119.0	2726.0
441478	115.0	63.0
23434	1.0	0.0
23435	10114.0	3047.0
441476	31.0	47.0
23436	0.0	0.0
441484	0.0	0.0
441481	102.0	99.0
140545	146.0	57.0
100129795	0.0	0.0
139562	1.0	0.0
100129792	182.0	29.0
100129794	417.0	258.0
100129793	0.0	0.0
23405	7871.0	2361.0
23406	4338.0	3622.0
23408	1713.0	741.0
23409	60.0	25.0
100130776	136.0	31.0
100130775	4.0	3.0
441425	1.0	1.0
23400	2950.0	1521.0
100130771	34.0	10.0
23401	1057.0	354.0
23403	1092.0	947.0
441420	3.0	1.0
23404	1303.0	649.0
127579	55.0	66.0
100129784	5.0	0.0
100129781	23.0	2.0
100129782	0.0	0.0
23416	79.0	118.0
23417	1734.0	496.0
23418	46.0	31.0
100129777	0.0	0.0
441416	7.0	2.0
23410	2182.0	1250.0
23411	2058.0	1092.0
23412	1173.0	476.0
23413	8578.0	1409.0
441410	0.0	0.0
23414	1756.0	54.0
23415	2.0	6.0
100129772	1.0	0.0
100130758	60.0	26.0
100130756	0.0	0.0
100129769	0.0	0.0
441442	0.0	0.0
100874509	0.0	0.0
100874508	0.0	0.0
100874507	1.0	0.0
115584	6.0	6.0
379024	0.0	0.0
379025	2613.0	1275.0
100874502	4.0	1.0
100874501	0.0	0.0
100874500	0.0	1.0
100874506	0.0	0.0
100874505	0.0	0.0
100129761	6.0	9.0
100874504	0.0	0.0
100874503	2.0	1.0
284196	0.0	0.0
284194	0.0	0.0
139516	1.0	1.0
100129755	1.0	0.0
100130742	22.0	25.0
379005	0.0	0.0
379006	0.0	0.0
379008	0.0	0.0
379009	0.0	0.0
127550	6.0	1.0
441432	1.0	0.0
441430	0.0	0.0
115572	517.0	187.0
379011	0.0	0.0
379012	0.0	0.0
379013	8.0	0.0
284186	17.0	93.0
284185	58.0	26.0
646531	23.0	11.0
100463285	8.0	5.0
84328	1964.0	783.0
84327	4921.0	1621.0
84329	158.0	162.0
84324	216.0	61.0
84326	2297.0	1048.0
84320	2074.0	952.0
100500797	0.0	0.0
646527	7.0	5.0
100500798	0.0	0.0
646526	0.0	0.0
100463289	0.0	1.0
84322	0.0	0.0
84321	1131.0	486.0
100499227	69.0	28.0
343071	0.0	0.0
100996944	0.0	0.0
343070	0.0	0.0
100996941	0.0	0.0
127495	35.0	39.0
84309	2880.0	1599.0
84317	5010.0	2422.0
84316	2751.0	688.0
84319	1015.0	339.0
84318	498.0	166.0
84313	3391.0	909.0
84312	959.0	352.0
84315	1035.0	440.0
84314	1335.0	713.0
646538	1.0	1.0
343069	2.0	0.0
84311	2615.0	1251.0
84310	9572.0	3405.0
343068	0.0	0.0
343066	1.0	1.0
100996939	217.0	65.0
23386	6480.0	3532.0
23387	4537.0	2942.0
23389	5427.0	3214.0
441400	5.0	0.0
100996930	14.0	7.0
201853	5.0	2.0
23380	583.0	667.0
23381	6933.0	5342.0
23382	10083.0	2428.0
23383	3813.0	2506.0
23384	4225.0	1760.0
23385	10657.0	7175.0
106866914	0.0	0.0
84342	2306.0	1045.0
106866913	0.0	0.0
84343	1323.0	1381.0
60370	1357.0	560.0
84340	1941.0	666.0
106866915	0.0	0.0
646567	4.0	0.0
100996928	1.0	1.0
23397	21.0	55.0
23398	1571.0	686.0
23399	6769.0	3581.0
23390	2380.0	1021.0
23392	8429.0	4795.0
84335	4517.0	1304.0
23394	8386.0	4031.0
84334	1902.0	646.0
23395	1389.0	681.0
84337	3633.0	1373.0
84336	2766.0	1238.0
23396	4580.0	2884.0
60386	228.0	116.0
84331	2559.0	488.0
60385	29.0	9.0
84330	1116.0	556.0
84333	6863.0	2581.0
84332	11.0	2.0
152485	2094.0	1183.0
646575	0.0	0.0
646572	13.0	10.0
343045	1.0	1.0
646577	1.0	0.0
646576	51.0	3.0
23365	21192.0	15840.0
23366	786.0	194.0
