id	ae39a55a-0a70-4650-9a55-9e7a19e97376	0bcb13b2-14e8-42bb-949f-23123c2a2d44
100130994	3.0	0.0
441687	11.0	24.0
25800	6533.0	5912.0
25802	6958.0	825.0
25801	1213.0	1213.0
154907	0.0	0.0
106480075	0.0	0.0
106480074	1.0	0.0
106480077	0.0	0.0
106480076	0.0	0.0
106480079	3.0	1.0
106480078	0.0	0.0
142910	14.0	1.0
106480071	0.0	0.0
100380272	2.0	0.0
693151	0.0	0.0
142913	60.0	55.0
106480070	0.0	0.0
106480073	0.0	0.0
693152	1.0	0.0
693153	162.0	115.0
106480072	0.0	0.0
693132	0.0	0.0
25814	6647.0	5934.0
693133	0.0	0.0
693134	0.0	0.0
25817	15.0	271.0
25816	2375.0	1463.0
100130988	0.0	0.0
693135	0.0	0.0
25819	184.0	120.0
693136	0.0	0.0
100129998	0.0	0.0
130940	115.0	1673.0
25818	16.0	60.0
693137	0.0	0.0
693138	0.0	1.0
693139	1.0	0.0
100130980	2.0	1.0
25813	2191.0	2492.0
392209	12.0	4.0
25812	3.0	4.0
106480086	0.0	0.0
106480085	0.0	0.0
106480088	0.0	0.0
115330	86.0	52.0
106480087	0.0	0.0
106480089	0.0	0.0
100129994	0.0	0.0
106480080	0.0	0.0
100129995	0.0	97.0
106480082	0.0	0.0
693140	0.0	1.0
106480081	1.0	0.0
106480084	0.0	0.0
693141	0.0	0.0
693142	0.0	0.0
106480083	0.0	0.0
11180	11726.0	16535.0
154881	1370.0	1200.0
11182	65.0	122.0
11181	12.0	44.0
646770	0.0	0.0
11184	83.0	3341.0
392133	0.0	0.0
11183	3383.0	2678.0
392132	0.0	0.0
11186	858.0	1054.0
139249	0.0	0.0
11185	1103.0	31691.0
23166	595.0	3202.0
23167	6013.0	14139.0
106480049	0.0	0.0
23168	5867.0	5033.0
106479059	0.0	0.0
23169	1927.0	1629.0
166863	6.0	2.0
392138	0.0	1.0
106479058	0.0	0.0
729920	142.0	148.0
106479057	0.0	0.0
106479056	0.0	0.0
106479055	0.0	0.0
127262	6408.0	4761.0
106479054	0.0	1.0
142891	2089.0	2517.0
106480053	0.0	0.0
106479053	0.0	0.0
106480052	0.0	0.0
106479052	0.0	0.0
23160	2367.0	2214.0
106480055	0.0	0.0
106479051	0.0	0.0
23161	4098.0	3688.0
115286	1628.0	1753.0
106480054	0.0	0.0
106479050	0.0	1.0
23162	1606.0	3090.0
106480057	0.0	0.0
23163	1801.0	4261.0
106480056	0.0	0.0
152217	634.0	789.0
23164	13809.0	14776.0
106480059	0.0	0.0
23165	2594.0	2568.0
106480058	0.0	0.0
11188	7918.0	8556.0
11187	1457.0	2206.0
11189	4.0	4.0
106480051	0.0	0.0
644109	0.0	0.0
106480050	0.0	0.0
646784	1.0	7.0
11191	73.0	31.0
392140	15.0	20.0
11190	2091.0	1832.0
404672	1875.0	2237.0
11193	1228.0	1175.0
154872	1.0	0.0
11194	2322.0	1686.0
11197	0.0	0.0
11196	3718.0	3232.0
23177	3022.0	2187.0
402016	8.0	17.0
23178	770.0	1087.0
106479049	0.0	0.0
23179	781.0	1887.0
106479048	0.0	0.0
127255	69.0	13.0
106479047	0.0	0.0
127254	6.0	2346.0
106479046	0.0	0.0
646780	14.0	10.0
127253	2201.0	1395.0
106479045	2.0	4.0
106479044	0.0	0.0
729911	0.0	0.0
106479043	0.0	0.0
106480064	0.0	0.0
106479042	2.0	1.0
23170	1365.0	1475.0
115273	61.0	47.0
106480063	0.0	0.0
729909	1.0	5.0
106479041	0.0	0.0
23171	5627.0	3471.0
106479040	0.0	0.0
106480066	3.0	2.0
23172	1648.0	1362.0
106480065	0.0	0.0
23173	1990.0	2442.0
106480068	0.0	0.0
23174	4979.0	6550.0
106480067	0.0	0.0
23175	2540.0	2358.0
23176	5066.0	5594.0
106480069	0.0	0.0
11199	1.0	6.0
11198	8465.0	7739.0
106480060	0.0	0.0
106480062	1.0	0.0
106480061	0.0	0.0
11160	9096.0	9068.0
644131	30.0	46.0
404663	0.0	0.0
11162	290.0	217.0
646799	1.0	1.0
11161	2898.0	4495.0
404665	11.0	29.0
11164	2210.0	2341.0
11163	1654.0	2567.0
23144	1525.0	1793.0
127247	0.0	0.0
106480028	0.0	0.0
23145	106.0	63.0
106480027	6.0	5.0
106480029	0.0	0.0
23148	112.0	156.0
106479079	0.0	0.0
646791	5.0	2.0
23149	42.0	899.0
441641	1.0	1.0
106479078	0.0	0.0
106479077	1.0	0.0
106479076	0.0	0.0
84108	332.0	259.0
106480031	0.0	0.0
106479075	0.0	0.0
84107	0.0	0.0
106479074	0.0	0.0
106480030	1.0	0.0
106479073	0.0	0.0
106480033	3.0	2.0
84109	34.0	31.0
106480032	0.0	0.0
106479072	0.0	1.0
23140	4705.0	3601.0
115265	97.0	20.0
106480035	0.0	0.0
106479071	2.0	4.0
84103	0.0	0.0
23141	3781.0	8132.0
106480034	0.0	0.0
106479070	0.0	0.0
23142	2835.0	1909.0
84106	49.0	120.0
106480037	0.0	0.0
84105	822.0	822.0
23143	1135.0	1268.0
106480036	0.0	0.0
84100	376.0	232.0
11166	2.0	1.0
140258	0.0	0.0
644129	0.0	0.0
11165	2686.0	2515.0
84102	1633.0	1554.0
11168	5548.0	5659.0
84101	240.0	46.0
11167	14397.0	10123.0
644128	65.0	98.0
11169	195.0	407.0
11171	6847.0	6336.0
11170	2055.0	1150.0
11173	101.0	464.0
441639	0.0	0.0
11172	1.0	2.0
343296	2.0	0.0
11174	43.0	93.0
644146	1.0	8.0
23155	1778.0	1502.0
106480039	0.0	0.0
106480038	0.0	0.0
23157	1173.0	1275.0
23158	898.0	2258.0
106479069	1.0	1.0
441631	306.0	141.0
106479068	0.0	0.0
106479067	0.0	0.0
106479066	0.0	0.0
106479065	0.0	0.0
106480042	0.0	0.0
106479064	0.0	0.0
106480041	0.0	0.0
106479063	0.0	1.0
106479062	0.0	0.0
106480044	0.0	0.0
23150	6228.0	3722.0
106480043	0.0	0.0
106479061	0.0	0.0
23151	3040.0	3925.0
106479060	0.0	0.0
106480046	0.0	0.0
23152	8342.0	8813.0
106480045	0.0	0.0
106480048	0.0	0.0
23154	2623.0	9986.0
106480047	0.0	0.0
11177	1194.0	3369.0
11176	8934.0	8380.0
11179	1280.0	1570.0
644138	8.0	5.0
11178	116.0	1759.0
644139	0.0	0.0
139285	616.0	459.0
106480040	0.0	1.0
103695364	4.0	0.0
103695363	0.0	0.0
644153	0.0	1.0
11140	6181.0	10520.0
644159	1.0	0.0
103695365	0.0	0.0
11142	3353.0	4090.0
166824	385.0	14.0
106479019	0.0	0.0
11141	69.0	2.0
130872	1223.0	2195.0
106479018	0.0	0.0
644157	47.0	101.0
23122	2666.0	2117.0
106480006	0.0	0.0
106479017	4.0	1.0
106479016	0.0	0.0
106480005	0.0	0.0
25784	8.0	13.0
106479015	0.0	1.0
106480008	1.0	0.0
25787	43.0	50.0
23125	3612.0	3251.0
106480007	0.0	0.0
25786	65.0	97.0
106479014	0.0	0.0
25789	38.0	320.0
644150	488.0	1101.0
23126	7403.0	8158.0
106479013	2.0	3.0
25788	50.0	61.0
23127	600.0	408.0
106479012	0.0	0.0
106480009	1.0	0.0
106479011	0.0	0.0
23129	3547.0	15021.0
106479010	0.0	0.0
84129	35.0	50.0
106480011	0.0	2.0
106480010	0.0	0.0
84126	9.0	33.0
106480013	0.0	0.0
84125	328.0	109.0
25780	645.0	923.0
106480012	0.0	0.0
84128	1681.0	2359.0
23120	12.0	48.0
106480015	0.0	0.0
25782	3542.0	2895.0
106480014	0.0	0.0
11144	22.0	75.0
11143	4503.0	4431.0
139212	5.0	1.0
84124	1281.0	1378.0
11146	508.0	441.0
11145	2297.0	5699.0
11148	5.0	5.0
86781	13.0	23.0
11147	451.0	605.0
11149	236.0	83.0
392181	1.0	0.0
127294	17.0	131.0
644165	118.0	379.0
11151	546.0	2748.0
166815	669.0	937.0
392188	0.0	0.0
106479009	0.0	1.0
11153	932.0	383.0
106479008	0.0	0.0
644168	1.0	114.0
11152	2308.0	3824.0
106479007	0.0	0.0
25796	1966.0	2929.0
130888	987.0	615.0
23133	2995.0	3488.0
106479006	4.0	1.0
106480017	0.0	0.0
106480016	0.0	0.0
106479005	0.0	0.0
23135	3733.0	3662.0
25798	3508.0	3377.0
106479004	0.0	0.0
106480019	0.0	0.0
23136	1634.0	384.0
25797	170.0	7925.0
106479003	0.0	0.0
106480018	0.0	0.0
23137	2985.0	2837.0
106479002	0.0	0.0
25799	932.0	700.0
402055	2035.0	1185.0
23138	365.0	783.0
106479001	0.0	0.0
23139	1925.0	3301.0
106479000	0.0	0.0
644160	1.0	1.0
106480020	0.0	0.0
25790	48.0	44.0
106480022	0.0	0.0
106480021	0.0	0.0
25792	4859.0	6285.0
106480024	0.0	0.0
25791	19.0	4123.0
23130	2714.0	3137.0
106480023	0.0	0.0
23131	3898.0	4705.0
25794	410.0	359.0
106480026	0.0	0.0
25793	15451.0	14684.0
23132	2028.0	2263.0
106480025	0.0	0.0
11155	299.0	98.0
11154	1239.0	1059.0
11157	547.0	626.0
11156	594.0	3187.0
11159	568.0	570.0
139221	1546.0	51.0
11158	1144.0	1403.0
392193	0.0	1.0
23108	1589.0	2033.0
23109	2.0	7.0
127281	1282.0	1396.0
441608	0.0	0.0
154860	0.0	0.0
11120	1329.0	1684.0
343263	13.0	4.0
154865	314.0	343.0
25763	0.0	0.0
106479039	0.0	0.0
23101	13.0	84.0
106479038	13.0	29.0
23102	3093.0	2792.0
106479037	22.0	19.0
25764	113.0	138.0
106479036	0.0	0.0
106479035	0.0	0.0
23105	14.0	254.0
25766	1349.0	1231.0
106479034	0.0	0.0
25769	13.0	5.0
106479033	1.0	0.0
23107	4093.0	4012.0
106479032	0.0	0.0
106479031	0.0	0.0
11129	1470.0	2470.0
106479030	0.0	0.0
84148	3024.0	3117.0
84144	718.0	240.0
11122	7.0	12.0
84146	3796.0	2968.0
11124	3622.0	5492.0
11123	2183.0	4823.0
11126	27.0	63.0
84140	860.0	571.0
11128	1909.0	1730.0
84142	879.0	1015.0
84141	196.0	1675.0
139231	5927.0	5222.0
11127	1224.0	2056.0
23119	824.0	629.0
644186	20.0	53.0
11131	15.0	56.0
11130	218.0	585.0
106479029	1.0	0.0
23111	6478.0	4733.0
106479028	0.0	0.0
25774	6.0	1.0
23112	4330.0	3852.0
106479027	0.0	0.0
25776	1516.0	1983.0
23113	2825.0	2674.0
106479026	0.0	2.0
25775	10.0	3.0
23114	352.0	274.0
106479025	0.0	0.0
25778	3076.0	3457.0
106479024	0.0	0.0
25777	5571.0	6678.0
23116	2799.0	1744.0
106479023	3.0	1.0
23117	22.0	65.0
106479022	0.0	0.0
23118	6044.0	5592.0
106479021	0.0	0.0
115294	6581.0	4995.0
106479020	6.0	8.0
106480000	0.0	0.0
25770	0.0	0.0
106480002	0.0	0.0
106480001	0.0	0.0
152206	222.0	133.0
106480004	0.0	0.0
25771	2212.0	2637.0
84138	325.0	297.0
106480003	0.0	1.0
11133	236.0	257.0
84133	32.0	29.0
84132	1350.0	1139.0
11132	747.0	1272.0
11135	1951.0	6943.0
84135	803.0	798.0
84134	669.0	564.0
11137	2611.0	2783.0
115290	162.0	94.0
11136	50.0	30.0
84131	1350.0	829.0
11138	583.0	320.0
730993	2.0	0.0
102465249	0.0	0.0
102465248	0.0	0.0
102465247	0.0	0.0
102465246	0.0	0.0
100272147	0.0	0.0
345895	143.0	134.0
729993	18.0	14.0
50717	5826.0	7251.0
102465257	2.0	1.0
102465256	0.0	0.0
102465255	0.0	3.0
729991	678.0	881.0
102465254	0.0	0.0
102465253	0.0	0.0
164284	8.0	17.0
100884155	0.0	0.0
102465252	0.0	0.0
730978	0.0	0.0
102465251	0.0	0.0
102465250	0.0	5.0
730974	0.0	0.0
392194	2.0	1.0
392197	1.0	1.0
646702	1.0	0.0
646701	13.0	1.0
646721	0.0	0.0
729962	1.0	0.0
729967	1309.0	1441.0
2504	11.0	7.0
2503	19.0	15.0
284418	0.0	0.0
2502	5.0	14.0
284417	6.0	17.0
2501	25.0	38.0
2500	83.0	73.0
284415	2.0	0.0
404635	0.0	0.0
619190	0.0	0.0
404636	1025.0	1191.0
2509	16.0	16.0
646723	5.0	2.0
2508	24.0	35.0
2507	4.0	9.0
619189	0.0	0.0
164237	0.0	4.0
729956	2.0	5.0
140290	67.0	22.0
729952	0.0	0.0
2515	0.0	0.0
284408	206.0	251.0
2512	55128.0	56600.0
284406	878.0	560.0
2510	0.0	1.0
284403	49.0	112.0
284402	60.0	46.0
2519	3237.0	4431.0
2518	0.0	0.0
2517	7242.0	13466.0
2516	0.0	1.0
646755	11.0	8.0
646754	0.0	0.0
646753	1.0	0.0
260434	1.0	1.0
23189	4318.0	3732.0
260436	7.0	0.0
23180	5793.0	4017.0
2526	315.0	372.0
23181	1913.0	2374.0
2525	0.0	56.0
2524	56.0	113.0
2523	309.0	491.0
23184	9044.0	8455.0
2521	16300.0	26056.0
23185	5542.0	4592.0
23186	1609.0	1670.0
2520	2.0	0.0
23187	5012.0	6628.0
2529	6.0	87.0
2528	0.0	2.0
2527	0.0	0.0
152273	1529.0	1542.0
644100	0.0	30.0
646766	8.0	31.0
644101	4.0	6.0
23199	7321.0	7315.0
260425	3636.0	2087.0
729974	0.0	1.0
260429	0.0	0.0
2537	6794.0	8605.0
23191	7472.0	8006.0
23192	2454.0	3007.0
23193	29374.0	27230.0
2535	430.0	653.0
2534	4282.0	23835.0
23194	754.0	702.0
2533	278.0	506.0
23195	8483.0	4644.0
23196	10071.0	13035.0
2532	317.0	293.0
23197	4386.0	4392.0
2531	4879.0	4251.0
2530	1588.0	3853.0
23198	4046.0	5371.0
345829	2.0	1.0
646759	0.0	0.0
646758	3.0	3.0
2539	3885.0	6207.0
2538	3.0	0.0
23190	10800.0	14023.0
25903	1110.0	1990.0
25902	1039.0	2089.0
25904	1491.0	1709.0
100129866	0.0	2.0
25907	13.0	37.0
100130855	103.0	98.0
25906	845.0	732.0
25909	3924.0	3020.0
100127206	0.0	0.0
100129867	5.0	0.0
2551	3267.0	2769.0
2550	830.0	1410.0
25901	2785.0	2777.0
25900	334.0	379.0
2548	7921.0	7052.0
223075	0.0	1.0
2547	16027.0	19183.0
100874409	0.0	0.0
100874408	0.0	0.0
2543	0.0	0.0
100379345	41.0	509.0
2542	1164.0	1772.0
100874403	1.0	0.0
100874402	1.0	1.0
100874401	0.0	0.0
100874400	0.0	0.0
100129863	0.0	0.0
100874407	0.0	0.0
100874406	1.0	0.0
100874405	0.0	0.0
2549	1393.0	1187.0
100874404	0.0	0.0
25914	654.0	491.0
100130848	0.0	0.0
25913	1907.0	1537.0
100129858	94.0	40.0
25915	4127.0	5170.0
25917	2397.0	2478.0
2562	684.0	102.0
2561	20.0	17919.0
2560	3.0	3.0
25912	7058.0	10408.0
25911	1086.0	962.0
2559	0.0	38.0
2558	0.0	5.0
2557	3.0	0.0
2556	0.0	1.0
2555	11.0	1.0
2554	0.0	5.0
2553	2125.0	2716.0
100129853	0.0	0.0
100874421	0.0	0.0
100874420	0.0	0.0
100129845	15.0	14.0
2572	0.0	2.0
2571	4.0	3.0
2570	30.0	3.0
2569	1.0	6.0
2568	2.0	17.0
2567	25.0	3644.0
2566	1.0	0.0
2565	31.0	8.0
2564	477.0	1996.0
2563	16.0	647.0
100874425	0.0	0.0
100874424	0.0	0.0
100874423	0.0	0.0
100129842	2068.0	1027.0
100874422	0.0	0.0
100874429	0.0	0.0
100874428	0.0	0.0
100874427	0.0	0.0
100874426	0.0	0.0
100130827	10.0	27.0
100129836	0.0	0.0
100874410	0.0	0.0
286676	1191.0	1844.0
100130821	0.0	0.0
100130820	0.0	0.0
2584	440.0	849.0
2583	47.0	83.0
2582	360.0	5000.0
2581	4424.0	2266.0
2580	4287.0	6525.0
100874419	0.0	0.0
100874414	3.0	0.0
100874413	1.0	1.0
100874412	0.0	0.0
100874411	0.0	1.0
100874418	0.0	0.0
223082	1057.0	2910.0
100874417	2.0	7.0
100874416	0.0	0.0
100874415	0.0	0.0
100129827	0.0	2.0
100874443	2.0	10.0
100874442	0.0	0.0
100129824	0.0	0.0
100874441	0.0	1.0
100874440	0.0	0.0
2595	891.0	1735.0
2593	1216.0	1448.0
100379300	0.0	0.0
2592	1092.0	1358.0
2591	2133.0	2533.0
441389	36.0	30.0
2590	3729.0	8144.0
441386	3.0	7.0
127617	0.0	0.0
2589	5314.0	3208.0
2588	1096.0	1200.0
2587	0.0	0.0
441391	13.0	19.0
284018	607.0	1299.0
2585	1192.0	753.0
100874447	0.0	0.0
100874446	0.0	0.0
100874445	0.0	0.0
284013	18.0	42.0
100874444	0.0	0.0
100874449	0.0	0.0
100874448	5.0	4.0
100129815	0.0	0.0
100130803	0.0	0.0
100874432	0.0	0.0
100874431	6.0	3.0
100874430	0.0	0.0
100129813	1.0	4.0
441377	0.0	1.0
441376	6.0	21.0
441381	1.0	0.0
127602	296.0	481.0
2597	39870.0	86359.0
2596	4.0	17263.0
100874436	0.0	0.0
284004	1584.0	2356.0
100874435	0.0	0.0
100874434	3.0	9.0
100874433	0.0	0.0
284001	1340.0	1618.0
100874439	0.0	0.0
100874438	0.0	1.0
127608	1.0	0.0
100874465	0.0	0.0
100129800	4.0	2.0
100874464	2.0	0.0
100874462	6.0	2.0
100129801	2.0	0.0
100874469	0.0	0.0
100874468	0.0	0.0
100874467	4.0	6.0
100874466	3.0	1.0
100874450	0.0	0.0
50937	7064.0	595.0
100874454	0.0	0.0
50939	11.0	15.0
100874453	0.0	0.0
100874452	0.0	0.0
100874451	0.0	0.0
100874457	0.0	0.0
100874456	1.0	0.0
50940	418.0	25.0
100874455	0.0	3.0
50943	55.0	145.0
50945	167.0	2.0
50944	50.0	88.0
100874459	0.0	0.0
23328	13659.0	4165.0
23329	273.0	209.0
84281	207.0	97.0
84280	1163.0	1890.0
644076	0.0	0.0
11340	800.0	1415.0
644079	1.0	0.0
25983	1660.0	1640.0
127665	2.0	1.0
23321	7493.0	5664.0
115677	472.0	212.0
644070	0.0	0.0
23322	810.0	935.0
25984	2.0	3.0
23324	7946.0	6651.0
25987	4226.0	14240.0
23325	2878.0	3058.0
23326	17072.0	17891.0
25989	1195.0	2477.0
23327	7241.0	3519.0
25988	1239.0	1318.0
25981	532.0	820.0
25980	2431.0	2788.0
11342	5659.0	4281.0
84287	1094.0	2356.0
84286	1302.0	1399.0
11341	12.0	28.0
284058	5201.0	4557.0
84289	2610.0	1917.0
11344	1626.0	3403.0
11343	1301.0	698.0
84288	1071.0	836.0
84283	268.0	2176.0
11346	3885.0	8843.0
11345	6613.0	7372.0
84282	1474.0	1669.0
84285	1109.0	1900.0
84284	3166.0	3447.0
23339	5305.0	6174.0
84270	625.0	1704.0
23331	2927.0	2235.0
25994	3613.0	3455.0
23332	4554.0	6149.0
25996	1308.0	1628.0
23333	1075.0	3685.0
23334	4006.0	3809.0
25998	4844.0	3648.0
23335	2637.0	1646.0
23336	1457.0	651.0
441332	0.0	0.0
644082	0.0	0.0
23338	6401.0	4528.0
25999	294.0	5105.0
441331	0.0	0.0
84279	912.0	523.0
25992	6464.0	1536.0
84276	1923.0	1791.0
84275	574.0	220.0
284047	25.0	8.0
84278	197.0	139.0
84277	1547.0	1701.0
84272	4824.0	4725.0
84271	7858.0	8042.0
84274	2010.0	1751.0
84273	1512.0	2168.0
23306	1145.0	1261.0
23307	2907.0	3127.0
284040	43.0	79.0
23308	19.0	66.0
23309	3206.0	4623.0
25961	136.0	166.0
25960	1287.0	2280.0
25963	7798.0	8608.0
23300	5572.0	4342.0
23301	2856.0	5215.0
25962	3863.0	3475.0
23302	202.0	424.0
23303	4442.0	7391.0
644096	640.0	714.0
23304	4685.0	4531.0
25966	1371.0	894.0
23305	83.0	9.0
644094	0.0	0.0
11328	5386.0	4667.0
11329	1554.0	2389.0
11320	2455.0	1852.0
137012	1.0	13.0
113000	794.0	1002.0
11322	342.0	6493.0
11321	1996.0	2075.0
284034	0.0	0.0
11326	146.0	273.0
11325	8016.0	8765.0
23317	5289.0	2848.0
84290	16.0	10.0
25979	1717.0	2298.0
23318	4067.0	3766.0
84292	441.0	592.0
25972	2895.0	2848.0
23310	1463.0	1367.0
441359	0.0	0.0
25974	527.0	472.0
23312	1271.0	1906.0
25973	465.0	388.0
23313	1962.0	2193.0
25976	1516.0	13791.0
23314	106.0	691.0
25975	5.0	41.0
441355	1.0	1.0
25978	5030.0	4480.0
23315	2410.0	2152.0
25977	2114.0	2142.0
23316	222.0	11.0
11339	14.0	19.0
11338	7571.0	11944.0
441362	0.0	0.0
441361	0.0	0.0
140660	2.0	4.0
115650	3.0	65.0
127623	0.0	0.0
25970	4637.0	5258.0
284029	153.0	181.0
115653	0.0	0.0
84298	1217.0	1112.0
11331	8974.0	9318.0
11330	4.0	10.0
11333	5325.0	7056.0
152641	158.0	62.0
11332	222.0	1207.0
84299	1663.0	2343.0
11335	5672.0	11920.0
84294	1897.0	1452.0
11334	1981.0	2331.0
84293	6526.0	4503.0
84296	107.0	238.0
11337	4583.0	5925.0
284021	24.0	182.0
84295	1926.0	2522.0
11336	3868.0	4292.0
25946	4700.0	3850.0
25949	4616.0	6686.0
25948	2623.0	4717.0
441308	0.0	0.0
139604	0.0	0.0
100130898	0.0	0.0
100130894	1.0	45.0
25941	3340.0	5007.0
25940	3215.0	2178.0
100130892	11.0	9.0
25943	2811.0	2205.0
25942	7861.0	6577.0
100130890	113.0	145.0
25945	4954.0	2044.0
11309	843.0	1492.0
284099	4.0	4.0
284098	538.0	516.0
25957	5636.0	8703.0
140609	3816.0	2765.0
25959	8504.0	14557.0
100130889	4.0	2.0
100130887	176.0	119.0
25950	329.0	350.0
25953	5019.0	4689.0
25956	150.0	321.0
11317	0.0	2.0
11316	5637.0	8385.0
11319	1858.0	2777.0
11318	31.0	19.0
100379378	0.0	0.0
11311	2553.0	2754.0
11313	2433.0	3827.0
140603	0.0	0.0
11315	11321.0	14264.0
284086	1117.0	1361.0
11314	61.0	206.0
25925	655.0	499.0
284085	1.0	1.0
25924	199.0	102.0
25927	283.0	360.0
284083	3.0	1.0
100130879	0.0	0.0
25926	2248.0	2551.0
139628	0.0	1.0
25929	1812.0	1660.0
25928	146.0	8.0
441328	0.0	0.0
127687	1404.0	1566.0
100130873	0.0	0.0
441327	0.0	0.0
441326	0.0	0.0
100130871	9.0	0.0
441324	0.0	0.0
25921	7617.0	9563.0
441323	0.0	0.0
25920	3491.0	4793.0
25923	6473.0	6366.0
140612	728.0	599.0
100129880	0.0	0.0
284076	1.0	0.0
100129882	3.0	4.0
25936	1430.0	1394.0
25938	1509.0	1134.0
25937	5657.0	4078.0
284071	22.0	17.0
100130866	0.0	0.0
25939	2251.0	4284.0
113026	884.0	11134.0
441317	0.0	0.0
441315	0.0	0.0
25930	4702.0	5439.0
441314	0.0	0.0
441313	0.0	0.0
25932	4149.0	5416.0
127671	0.0	0.0
25934	1477.0	1202.0
127670	3.0	1.0
284069	454.0	1481.0
140623	10.0	18.0
140625	0.0	0.0
284067	14.0	2.0
100129871	0.0	0.0
140628	6.0	5.0
406982	0.0	0.0
406981	0.0	0.0
406984	2.0	1.0
406983	0.0	1.0
406986	0.0	0.0
406985	0.0	2.0
406988	0.0	0.0
406987	0.0	0.0
23287	996.0	866.0
23288	3778.0	2291.0
406980	0.0	0.0
84206	88.0	106.0
23281	48.0	8.0
84203	8.0	3.0
23283	2895.0	2563.0
23284	75.0	22.0
140596	0.0	0.0
23285	569.0	704.0
152579	830.0	983.0
140597	4633.0	312.0
23286	6718.0	4481.0
152578	0.0	0.0
406979	0.0	0.0
406978	0.0	0.0
152573	156.0	39.0
644000	0.0	0.0
646663	0.0	0.0
406971	0.0	0.0
406970	0.0	0.0
406973	0.0	0.0
406972	0.0	0.0
406974	0.0	0.0
406977	0.0	0.0
406976	0.0	0.0
23299	3079.0	2683.0
201725	589.0	353.0
23291	3576.0	3561.0
23293	2831.0	2889.0
23294	3302.0	2478.0
23295	4505.0	7965.0
406968	2.0	0.0
406967	0.0	0.0
646658	6.0	316.0
152586	1.0	0.0
406969	0.0	1.0
406960	0.0	0.0
11281	2.0	8.0
406962	25.0	27.0
646672	2.0	2.0
11280	49.0	18.0
406961	0.0	0.0
11283	0.0	2.0
406964	0.0	0.0
11282	3682.0	11401.0
406963	0.0	0.0
644016	3.0	1.0
11285	1478.0	1753.0
406966	0.0	0.0
11284	1190.0	2839.0
406965	0.0	0.0
23265	4644.0	5529.0
23266	9489.0	7139.0
23268	1772.0	2729.0
23269	4815.0	3048.0
84229	15.0	12.0
164592	9.0	19.0
59269	1948.0	1249.0
84225	126.0	341.0
23261	1673.0	3029.0
84224	534.0	369.0
23262	2839.0	2782.0
23263	2214.0	2419.0
23264	18896.0	13978.0
84226	123.0	222.0
84221	263.0	518.0
406957	0.0	0.0
84220	0.0	0.0
406956	0.0	4.0
84223	952.0	509.0
406959	0.0	0.0
406958	0.0	0.0
84222	120.0	162.0
646685	0.0	0.0
644022	0.0	0.0
406951	0.0	0.0
406950	0.0	0.0
406953	0.0	0.0
646688	4.0	5.0
406952	0.0	0.0
406955	0.0	0.0
406954	0.0	4.0
23276	2383.0	2015.0
23277	3358.0	2613.0
23279	4312.0	3632.0
59277	928.0	471.0
59272	252.0	96.0
59271	831.0	1705.0
59274	858.0	1377.0
84218	0.0	0.0
84217	365.0	500.0
23270	3643.0	3435.0
23271	5065.0	4679.0
84219	921.0	1053.0
23272	6245.0	5639.0
23274	2251.0	4042.0
84216	237.0	643.0
84215	44.0	22.0
23275	2633.0	2245.0
406946	0.0	0.0
84210	7.0	4.0
406945	0.0	0.0
644017	0.0	0.0
406948	0.0	0.0
406947	0.0	0.0
406949	0.0	0.0
644032	0.0	0.0
646693	0.0	0.0
11261	8666.0	7281.0
644037	6.0	13.0
11260	5136.0	4322.0
646698	0.0	0.0
11262	44.0	62.0
23243	4164.0	3589.0
23244	8571.0	12431.0
59286	4738.0	8148.0
23245	217.0	213.0
23246	1991.0	2262.0
23247	4868.0	2871.0
59283	2.0	13.0
23248	6535.0	6896.0
644030	0.0	0.0
59285	0.0	0.0
59284	2.0	1.0
84247	3553.0	3225.0
23240	717.0	2121.0
84246	786.0	1457.0
84249	9.0	25.0
23241	2865.0	4419.0
23242	2751.0	1191.0
84248	4196.0	5023.0
84243	2674.0	2569.0
11264	3199.0	1445.0
84245	930.0	1001.0
11267	3010.0	3399.0
11266	605.0	755.0
11269	1037.0	1569.0
84240	1038.0	1844.0
11270	505.0	886.0
644042	2.0	0.0
11272	43.0	47.0
11274	388.0	408.0
11273	4768.0	6498.0
23254	1478.0	5264.0
23255	59.0	39.0
23256	4057.0	4032.0
23258	3768.0	3324.0
23259	2917.0	2505.0
644041	0.0	0.0
84239	6980.0	12771.0
23250	5831.0	36969.0
84236	2077.0	2058.0
23251	89.0	70.0
23252	842.0	1242.0
140564	105.0	99.0
23253	6248.0	2687.0
84232	5532.0	7183.0
11276	4418.0	4653.0
11275	1182.0	3780.0
84231	3297.0	4686.0
49861	31.0	17.0
11278	398.0	902.0
49860	3.0	1.0
84233	608.0	678.0
11277	0.0	0.0
11279	452.0	1586.0
84230	785.0	817.0
23229	1909.0	1495.0
49856	747.0	1075.0
644054	0.0	0.0
49855	2494.0	2126.0
644059	0.0	0.0
49854	2475.0	857.0
11240	27.0	171.0
23221	4203.0	4782.0
25884	2.0	39.0
23223	1489.0	2001.0
25886	116.0	194.0
23224	27620.0	12625.0
25885	2762.0	3352.0
23225	2442.0	1376.0
25888	757.0	660.0
23228	352.0	274.0
644050	2.0	4.0
201780	42.0	29.0
84269	1005.0	1278.0
152559	946.0	654.0
25880	691.0	531.0
84268	1165.0	1720.0
23220	4607.0	41117.0
140576	2192.0	7110.0
