id	cdcc3039-166f-4f56-a4e3-7f4e5846c682	4a57d94c-6cce-43a6-97c5-7733da607c42
56479	1424.0	7.0
126506	5.0	1.0
56474	1614.0	1191.0
81430	0.0	2.0
56475	161.0	3.0
81431	0.0	0.0
56476	1.0	3.0
56477	3258.0	4910.0
93408	0.0	0.0
283385	218.0	37.0
283383	1331.0	2304.0
728005	47.0	22.0
81419	0.0	0.0
81421	0.0	0.0
283377	2492.0	2178.0
643401	0.0	3.0
283375	19.0	119.0
283373	4354.0	1756.0
151525	1884.0	688.0
126567	86.0	255.0
391211	0.0	0.0
151534	93.0	241.0
151531	48.0	18.0
114569	16208.0	13673.0
126549	40.0	26.0
114571	1.0	1.0
100527978	104.0	78.0
126541	0.0	0.0
126536	1.0	1.0
151556	1312.0	827.0
391242	0.0	3.0
728075	0.0	0.0
440699	1.0	3.0
440695	1.0	4.0
728072	0.0	0.0
100527960	83.0	113.0
391253	0.0	0.0
728064	0.0	0.0
100527963	200.0	181.0
728066	3.0	0.0
440689	40.0	63.0
391257	0.0	0.0
391256	14.0	18.0
440686	0.0	0.0
728062	0.0	0.0
728097	0.0	0.0
728096	0.0	0.0
151507	40.0	36.0
728090	0.0	0.0
728088	9.0	2.0
100527943	4.0	1.0
114599	5.0	4.0
126581	0.0	0.0
151516	98.0	143.0
728082	0.0	0.0
100527945	0.0	1.0
728081	0.0	0.0
100527946	4.0	1.0
100527947	0.0	0.0
100527948	2.0	1.0
100527949	0.0	0.0
643384	0.0	1.0
391160	5.0	1.0
643382	236.0	205.0
391162	0.0	0.0
692312	10.0	3.0
163479	3.0	1.0
391169	0.0	0.0
100271332	4.0	2.0
391171	0.0	0.0
391174	4.0	4.0
643394	10.0	6.0
391175	1.0	1.0
391179	0.0	0.0
93380	2584.0	516.0
100271323	3.0	0.0
100271322	0.0	0.0
100271325	4.0	5.0
100271321	0.0	0.0
401036	2.0	0.0
440672	1.0	1.0
100271316	0.0	0.0
100271317	0.0	0.0
401027	9.0	39.0
391155	1.0	0.0
401024	207.0	115.0
163486	1831.0	1042.0
401022	47.0	156.0
425054	11.0	19.0
425057	0.0	0.0
100271305	0.0	0.0
100271304	0.0	0.0
100271300	4.0	0.0
401018	0.0	1.0
100271303	5.0	4.0
100271302	0.0	0.0
401093	142.0	180.0
401097	33.0	9.0
151449	25.0	115.0
401082	1.0	0.0
8100	2359.0	1804.0
440606	0.0	0.0
8106	11052.0	13209.0
440603	28.0	39.0
401089	3.0	7.0
391183	0.0	0.0
8110	103.0	89.0
8111	110.0	22.0
391189	4.0	1.0
8115	3.0	1.0
401074	574.0	716.0
222484	1652.0	568.0
391190	0.0	0.0
391192	2.0	0.0
391191	0.0	0.0
391194	0.0	0.0
8123	379.0	38.0
391196	0.0	0.0
391195	6.0	8.0
8128	79.0	6.0
8125	7773.0	8629.0
401067	0.0	0.0
8120	622.0	201.0
151477	84.0	56.0
151473	429.0	245.0
643300	4.0	6.0
645962	0.0	0.0
8139	776.0	620.0
645961	0.0	0.0
106481899	0.0	0.0
106481897	0.0	0.0
106481898	0.0	0.0
81328	0.0	0.0
8131	3916.0	3907.0
81329	0.0	0.0
83998	2.0	4.0
81336	0.0	0.0
83999	0.0	0.0
81331	0.0	0.0
283404	2.0	8.0
283403	4.0	7.0
83990	15.0	49.0
83992	1581.0	381.0
645954	44.0	1.0
81330	0.0	0.0
645958	190.0	154.0
645957	2.0	0.0
645974	1.0	0.0
643311	0.0	0.0
645973	0.0	0.0
643310	7.0	1.0
8148	10672.0	7328.0
222487	152.0	1091.0
81318	0.0	0.0
8140	240.0	105.0
83987	4493.0	3261.0
81324	0.0	0.0
83986	3808.0	6237.0
81325	0.0	0.0
83989	2531.0	1441.0
83988	543.0	374.0
81327	0.0	0.0
83983	202.0	81.0
81320	0.0	0.0
83982	1464.0	278.0
83985	219.0	41.0
81322	0.0	0.0
643308	1.0	0.0
643309	2.0	0.0
645968	23.0	22.0
645980	0.0	0.0
100271390	1.0	0.0
106481877	0.0	0.0
106481878	0.0	0.0
106481875	0.0	0.0
106481876	0.0	0.0
8153	1534.0	169.0
106481879	0.0	0.0
106481880	0.0	0.0
106481881	1.0	0.0
81358	8.0	11.0
81353	11.0	15.0
106481884	0.0	0.0
100271399	0.0	0.0
81354	0.0	3.0
106481885	0.0	0.0
106481882	0.0	0.0
106481883	0.0	0.0
81356	1.0	0.0
81352	2.0	2.0
100271392	14.0	7.0
100271391	0.0	1.0
100271394	0.0	0.0
100271393	0.0	0.0
645979	13.0	7.0
93323	324.0	320.0
8165	11427.0	5304.0
645996	106.0	24.0
645993	0.0	0.0
106481888	0.0	0.0
106481889	0.0	0.0
106481886	0.0	0.0
106481887	0.0	0.0
8161	2415.0	1406.0
106481891	6.0	0.0
106481892	0.0	0.0
106481890	0.0	0.0
106481895	0.0	0.0
81342	0.0	0.0
106481896	0.0	0.0
100271388	0.0	0.0
81343	0.0	1.0
106481893	1.0	1.0
106481894	0.0	0.0
81345	0.0	0.0
100271385	0.0	0.0
100271384	1.0	0.0
100271387	0.0	0.0
81340	1.0	0.0
81341	0.0	0.0
100271386	0.0	2.0
100271381	0.0	0.0
100271380	0.0	0.0
643329	1.0	0.0
8178	1309.0	852.0
344892	0.0	0.0
643343	31.0	37.0
8170	132.0	17.0
106481855	0.0	1.0
401014	46.0	18.0
106481856	0.0	0.0
106481853	1.0	1.0
106481854	0.0	0.0
8174	53.0	90.0
106481859	1.0	0.0
8175	4271.0	4582.0
106481857	0.0	0.0
106481858	0.0	0.0
100271378	0.0	0.0
106481862	0.0	0.0
401007	0.0	0.0
106481863	1.0	0.0
283446	114.0	95.0
106481860	0.0	0.0
81377	0.0	0.0
106481861	0.0	0.0
643338	194.0	53.0
645998	0.0	0.0
643336	0.0	0.0
100271371	0.0	0.0
8189	7427.0	5395.0
8187	472.0	289.0
93343	3445.0	3822.0
93349	649.0	278.0
643353	0.0	7.0
106481866	8.0	17.0
106481867	0.0	0.0
106481864	0.0	0.0
106481865	1.0	1.0
106481868	2.0	1.0
106481869	0.0	0.0
106481870	0.0	0.0
106481873	0.0	0.0
100271367	1.0	13.0
106481874	0.0	0.0
106481871	0.0	0.0
81366	1.0	0.0
106481872	0.0	0.0
100271363	0.0	0.0
283432	0.0	1.0
283431	94.0	39.0
100271364	1.0	4.0
81363	10.0	3.0
344875	4.0	0.0
100271360	0.0	0.0
93377	3.0	1.0
106481839	2.0	1.0
643365	13.0	6.0
8192	2751.0	2489.0
106481833	0.0	4.0
8193	12.0	8.0
106481834	0.0	0.0
106481831	0.0	0.0
8190	13.0	16.0
106481832	0.0	0.0
106481837	1.0	0.0
106481838	0.0	1.0
106481835	1.0	0.0
8195	3446.0	2346.0
106481836	0.0	0.0
106481840	1.0	1.0
106481841	0.0	0.0
100271358	6.0	3.0
81399	0.0	0.0
283422	0.0	2.0
344866	5.0	1.0
100271351	2.0	0.0
283420	31.0	20.0
100271354	0.0	1.0
81390	0.0	0.0
81392	1.0	3.0
643376	11.0	13.0
106481844	0.0	0.0
106481845	0.0	0.0
106481842	3.0	1.0
106481843	0.0	4.0
106481848	0.0	0.0
106481849	6.0	0.0
106481846	0.0	0.0
100307126	33.0	58.0
106481847	0.0	0.0
100271349	4.0	0.0
283417	2462.0	2874.0
283416	164.0	70.0
106481851	1.0	0.0
106481852	0.0	0.0
100271344	0.0	0.0
283412	10.0	7.0
106481850	7.0	1.0
81382	1.0	0.0
81383	0.0	3.0
100271343	7.0	4.0
106481819	0.0	0.0
283491	0.0	0.0
106481817	0.0	0.0
106481818	0.0	0.0
106481811	0.0	0.0
106481812	0.0	0.0
106481810	0.0	0.0
106481815	0.0	0.0
106481816	0.0	0.0
106481813	1.0	1.0
106481814	0.0	0.0
283489	2595.0	597.0
283487	68.0	56.0
283486	4.0	0.0
283483	3.0	0.0
283481	656.0	601.0
283480	10.0	2.0
106481828	0.0	0.0
106481829	0.0	1.0
728143	0.0	0.0
106481822	0.0	0.0
106481823	0.0	0.0
106481820	0.0	0.0
106481821	1.0	1.0
106481826	0.0	0.0
106481827	2.0	0.0
106481824	3.0	2.0
106481825	0.0	0.0
56547	1.0	0.0
106481830	0.0	0.0
56548	385.0	210.0
283471	6.0	11.0
731789	0.0	0.0
728170	3.0	0.0
283464	2499.0	1126.0
283463	2.0	3.0
283461	0.0	0.0
283460	3.0	2.0
106481808	0.0	0.0
728167	4.0	0.0
106481809	2.0	0.0
106481806	0.0	0.0
728169	0.0	0.0
106481807	0.0	0.0
728162	2.0	2.0
106481800	0.0	0.0
106481801	0.0	0.0
106481804	1.0	0.0
106481805	1.0	4.0
106481802	0.0	0.0
106481803	0.0	0.0
81501	26.0	2.0
81502	11644.0	10776.0
283459	1534.0	1601.0
283458	9.0	57.0
283455	752.0	698.0
645900	0.0	0.0
283450	7060.0	3806.0
780776	114.0	88.0
728113	19.0	8.0
126410	9.0	2.0
728116	17.0	135.0
728115	1.0	0.0
728118	29.0	13.0
81533	6550.0	1682.0
126402	0.0	0.0
81532	2131.0	2148.0
645930	4.0	0.0
731779	1.0	0.0
728106	2.0	3.0
645922	0.0	0.0
645927	6.0	4.0
728134	5.0	2.0
474170	323.0	137.0
728130	120.0	77.0
645940	0.0	1.0
728132	0.0	0.0
728137	0.0	0.0
81555	3065.0	1100.0
81556	3433.0	1884.0
81557	1.0	1.0
81558	4319.0	1803.0
645939	0.0	0.0
81551	0.0	1.0
101055625	14.0	10.0
81552	933.0	1167.0
81553	7613.0	4129.0
344905	121.0	17.0
81554	3784.0	3722.0
474167	19.0	2.0
81550	1849.0	2155.0
344901	10.0	0.0
645931	1.0	0.0
645950	3.0	3.0
728121	42.0	22.0
81537	1088.0	783.0
81539	8953.0	3082.0
728128	2.0	3.0
81544	340.0	298.0
81545	2966.0	1486.0
81542	3830.0	1796.0
81543	148.0	39.0
93517	1019.0	558.0
474150	0.0	0.0
474152	0.0	0.0
474151	0.0	0.0
474149	0.0	0.0
474148	0.0	0.0
126433	326.0	169.0
126432	972.0	2412.0
163404	0.0	0.0
138474	2.0	1.0
391365	1.0	4.0
391367	0.0	1.0
728192	0.0	0.0
728194	0.0	3.0
728190	888.0	661.0
391378	2.0	3.0
138412	2.0	3.0
138428	31.0	6.0
138429	214.0	42.0
391356	1793.0	1736.0
391358	9.0	11.0
56521	57.0	39.0
391282	0.0	0.0
643263	0.0	0.0
643264	0.0	1.0
100271209	48.0	0.0
222537	6.0	3.0
163351	44.0	16.0
100271217	0.0	0.0
100271216	1.0	0.0
100271218	1.0	0.0
401164	0.0	1.0
100271206	1.0	0.0
100271207	2.0	3.0
100271201	1.0	0.0
100271204	0.0	1.0
391266	0.0	0.0
440799	0.0	0.0
391267	40.0	14.0
222553	96.0	23.0
391269	0.0	0.0
440795	0.0	0.0
401152	12411.0	3916.0
126393	1620.0	173.0
8200	83.0	268.0
8204	1434.0	510.0
8202	3868.0	2171.0
391276	0.0	0.0
391279	0.0	0.0
401145	289.0	85.0
222545	0.0	0.0
126382	980.0	1014.0
222546	2.0	0.0
606293	7.0	2.0
401138	0.0	0.0
401137	0.0	1.0
151393	543.0	305.0
692231	0.0	0.0
440738	217.0	32.0
692233	5.0	1.0
440737	68.0	65.0
8216	3826.0	3824.0
8214	1667.0	725.0
440732	7.0	20.0
440730	17.0	72.0
222584	601.0	66.0
151325	3.0	0.0
8208	243.0	96.0
8209	12.0	8.0
8220	1510.0	1688.0
8226	1819.0	1351.0
692223	0.0	0.0
8227	6087.0	4626.0
8224	39.0	19.0
692225	17.0	29.0
8225	4574.0	3016.0
692226	0.0	0.0
100381178	19.0	11.0
692227	72.0	105.0
692229	0.0	0.0
100310839	0.0	0.0
100310838	0.0	0.0
8218	1704.0	988.0
8233	1660.0	1829.0
692210	1.0	0.0
8237	14928.0	10371.0
401190	25.0	0.0
692212	12.0	15.0
692213	0.0	0.0
692214	0.0	0.0
440757	2.0	0.0
692215	0.0	0.0
106481798	0.0	0.0
106481799	0.0	0.0
8228	3966.0	2758.0
8242	9895.0	6270.0
8243	7027.0	3104.0
692201	0.0	0.0
692202	4.0	0.0
692203	0.0	0.0
692204	0.0	0.0
692205	4.0	1.0
692206	1.0	0.0
692207	0.0	0.0
692208	5.0	0.0
692209	0.0	0.0
8241	5968.0	5551.0
100310812	1.0	0.0
8239	9944.0	5422.0
151354	362.0	1003.0
100271291	0.0	0.0
93432	3.0	0.0
100271290	0.0	1.0
645841	0.0	0.0
93436	3493.0	3427.0
645840	0.0	0.0
106481778	0.0	0.0
106481779	0.0	0.0
106481776	0.0	0.0
106481777	0.0	0.0
81449	1.0	1.0
8251	2.0	0.0
106481781	0.0	0.0
106481782	0.0	1.0
81458	0.0	0.0
106481780	1.0	0.0
106481785	0.0	0.0
106481786	6.0	2.0
106481783	1.0	1.0
283523	0.0	0.0
106481784	0.0	0.0
100310869	0.0	0.0
100271297	0.0	0.0
283521	4.0	4.0
100271296	0.0	0.0
645834	2.0	2.0
645832	0.0	0.0
100271293	0.0	0.0
100271292	0.0	0.0
100271295	0.0	0.0
645836	0.0	0.0
100271294	0.0	0.0
8266	2885.0	2719.0
93426	77.0	428.0
8269	797.0	459.0
106481789	0.0	1.0
106481787	0.0	0.0
106481788	0.0	1.0
81439	2.0	0.0
8263	889.0	2250.0
8260	1570.0	3483.0
283518	19.0	26.0
106481792	0.0	0.0
106481793	0.0	0.0
106481790	1.0	0.0
81448	0.0	0.0
106481791	0.0	0.0
283514	9.0	1.0
106481796	20.0	0.0
81442	0.0	0.0
106481797	0.0	0.0
106481794	0.0	0.0
106481795	0.0	2.0
100271286	3.0	3.0
645846	0.0	0.0
100271288	0.0	0.0
645843	0.0	0.0
81440	41.0	13.0
100271284	0.0	0.0
8277	8.0	2.0
645864	4.0	3.0
342374	3.0	1.0
440714	6.0	4.0
342372	4.0	12.0
342371	4130.0	3739.0
440712	635.0	27.0
106481756	0.0	0.0
8270	925.0	792.0
728218	0.0	0.0
106481757	0.0	1.0
106481754	0.0	0.0
106481755	0.0	0.0
8273	2130.0	2511.0
728215	57.0	1608.0
106481758	0.0	0.0
106481759	0.0	0.0
283507	252.0	96.0
81479	0.0	0.0
100310849	0.0	0.0
106481760	0.0	0.0
100310846	39.0	16.0
106481763	1.0	0.0
81474	0.0	0.0
106481764	0.0	0.0
106481761	0.0	0.0
100310848	0.0	0.0
106481762	0.0	0.0
81470	0.0	0.0
100271274	1.0	0.0
100310841	5.0	0.0
81472	2.0	0.0
81473	0.0	0.0
100310840	239.0	123.0
100271273	0.0	0.0
645859	0.0	0.0
8288	16.0	5.0
8289	13548.0	3945.0
8287	1.0	0.0
643210	6.0	0.0
106481767	0.0	0.0
728207	4.0	0.0
106481768	1.0	0.0
106481765	0.0	0.0
106481766	0.0	0.0
8284	1.0	0.0
106481769	0.0	0.0
106481770	2.0	0.0
106481771	0.0	0.0
81469	0.0	0.0
106481774	0.0	0.0
100310857	1.0	1.0
106481775	6.0	1.0
100271267	1.0	0.0
100310856	1.0	0.0
106481772	0.0	0.0
81465	1.0	0.0
81466	0.0	0.0
106481773	3.0	2.0
100310853	0.0	0.0
100271263	1.0	1.0
100310855	0.0	0.0
81462	0.0	0.0
100271260	12.0	7.0
100271262	1.0	2.0
100310851	2.0	1.0
342358	0.0	0.0
342357	738.0	458.0
100310850	1.0	2.0
100271261	0.0	5.0
643220	6.0	5.0
643224	148.0	123.0
645884	1.0	5.0
8291	1433.0	3772.0
401136	0.0	1.0
106481734	26.0	10.0
8292	189.0	429.0
401135	1.0	0.0
106481735	18.0	46.0
106481732	0.0	0.0
8290	2.0	0.0
106481733	0.0	0.0
8295	7155.0	2872.0
106481738	0.0	0.0
93474	276.0	131.0
106481739	0.0	0.0
8293	0.0	0.0
106481736	0.0	0.0
106481737	0.0	0.0
8294	473.0	1557.0
106481741	0.0	0.0
106481742	8.0	0.0
100271259	0.0	2.0
100271258	1.0	0.0
106481740	0.0	0.0
81492	308.0	219.0
100271253	4.0	0.0
645879	0.0	0.0
81493	161.0	24.0
81494	0.0	0.0
100271254	0.0	4.0
283562	0.0	1.0
81490	2544.0	2894.0
81491	106.0	41.0
342346	85.0	15.0
100271250	1.0	0.0
100873064	0.0	0.0
643232	3.0	0.0
100873065	3.0	0.0
106481745	0.0	0.0
401124	23.0	1.0
106481746	0.0	0.0
106481743	0.0	0.0
106481744	66.0	119.0
106481749	1.0	0.0
106481747	0.0	0.0
106481748	0.0	0.0
106481752	0.0	1.0
100271245	3.0	0.0
106481753	17.0	5.0
81486	0.0	0.0
81487	1.0	0.0
106481750	0.0	0.0
100271248	0.0	0.0
106481751	0.0	1.0
401115	144.0	1717.0
81488	2435.0	1412.0
283554	75.0	173.0
283553	4.0	2.0
100271244	0.0	0.0
643226	1.0	2.0
283551	50.0	50.0
106481718	0.0	0.0
106481719	0.0	0.0
643246	80.0	63.0
93492	11.0	9.0
106481712	1.0	1.0
106481713	0.0	0.0
106481710	1.0	2.0
106481711	0.0	2.0
106481716	0.0	0.0
106481717	0.0	0.0
106481714	2.0	0.0
106481715	0.0	0.0
401109	22.0	161.0
100271235	0.0	0.0
283547	16.0	1.0
401106	239.0	127.0
100271234	0.0	0.0
106481720	3.0	1.0
100271230	0.0	0.0
643236	34.0	10.0
100271233	0.0	0.0
100271232	2.0	6.0
643253	303.0	273.0
93487	5916.0	3924.0
106481729	1.0	0.0
643255	41.0	71.0
106481723	0.0	0.0
106481724	0.0	0.0
106481721	0.0	0.0
106481722	2.0	6.0
106481727	1.0	0.0
106481728	0.0	0.0
106481725	0.0	0.0
106481726	0.0	0.0
100271228	0.0	0.0
283537	1920.0	495.0
100271229	1.0	1.0
100271224	3.0	0.0
106481730	0.0	0.0
100271223	3.0	1.0
106481731	5.0	0.0
100271226	0.0	0.0
100271225	1.0	1.0
100271220	0.0	0.0
100271222	0.0	0.0
344978	5.0	1.0
100271221	0.0	0.0
138716	1725.0	2233.0
780852	80.0	4.0
728276	2.0	0.0
780853	1.0	0.0
728279	0.0	0.0
138715	3.0	7.0
780851	106.0	1.0
100126356	0.0	0.0
285796	0.0	1.0
81607	86.0	19.0
81608	3212.0	1564.0
81609	3259.0	1484.0
81603	12420.0	16521.0
81605	3887.0	3464.0
81606	11656.0	5389.0
81610	46.0	57.0
56654	2574.0	2386.0
56655	2113.0	3910.0
81611	4412.0	3595.0
56650	3982.0	2708.0
29028	867.0	759.0
283129	16.0	21.0
56651	3.0	1.0
56652	732.0	496.0
100126354	0.0	0.0
100126355	0.0	0.0
56658	1413.0	1377.0
283120	474.0	14.0
56659	946.0	929.0
100126350	2.0	0.0
100126351	0.0	0.0
100126349	0.0	0.0
106481709	0.0	0.0
106481707	0.0	0.0
106481708	0.0	0.0
100126345	0.0	0.0
728262	7.0	0.0
138724	7.0	2.0
100126346	0.0	0.0
100126347	0.0	0.0
728264	76.0	116.0
100126348	3.0	0.0
728263	5.0	0.0
106481701	2.0	0.0
106481702	0.0	0.0
56660	35.0	13.0
106481700	0.0	0.0
106865372	0.0	0.0
106481706	0.0	0.0
728269	0.0	0.0
106481703	0.0	0.0
106481704	0.0	0.0
29035	4008.0	1995.0
100190924	0.0	0.0
56666	745.0	567.0
30012	1.0	0.0
29034	0.0	0.0
56667	1.0	2.0
106865375	0.0	0.0
81602	1318.0	1258.0
30014	0.0	0.0
106865374	0.0	0.0
56662	4.0	1.0
30011	5387.0	1036.0
283116	0.0	0.0
56663	0.0	0.0
30010	0.0	0.0
56664	0.0	0.0
100190923	0.0	0.0
100126341	0.0	0.0
100126342	0.0	0.0
100126343	0.0	0.0
283111	0.0	0.0
283110	0.0	0.0
100126340	0.0	0.0
728299	0.0	0.0
100126338	0.0	0.0
100126339	0.0	0.0
100126334	0.0	0.0
728294	3912.0	3449.0
100126335	0.0	0.0
100126336	0.0	0.0
93611	2929.0	1107.0
100126337	0.0	0.0
100128998	0.0	0.0
81629	70.0	10.0
100381202	0.0	0.0
56670	1642.0	718.0
81626	1.0	1.0
81627	2505.0	1435.0
81628	3290.0	1754.0
56676	1.0	0.0
30001	3584.0	2937.0
54012	0.0	0.0
56677	0.0	0.0
246175	2881.0	1633.0
56672	1519.0	1087.0
246176	18.0	0.0
56673	7.0	9.0
54016	0.0	0.0
283106	13.0	4.0
30000	5825.0	5848.0
56674	7002.0	4124.0
54015	0.0	0.0
81631	5841.0	4048.0
56675	81.0	26.0
54014	5957.0	3980.0
283104	268.0	673.0
100126330	0.0	0.0
30009	66.0	19.0
283102	1.0	1.0
100126331	0.0	0.0
100126332	0.0	0.0
54019	0.0	0.0
100126333	4.0	0.0
30008	9260.0	5246.0
100128991	0.0	0.0
100128990	0.0	0.0
66002	60.0	462.0
100126327	0.0	0.0
100126328	0.0	0.0
66000	308.0	142.0
100126329	0.0	0.0
100126324	0.0	0.0
100128985	0.0	1.0
66004	2050.0	417.0
100126325	0.0	0.0
66005	5767.0	4409.0
100126326	0.0	0.0
81618	8842.0	5648.0
81619	7929.0	13806.0
56681	6699.0	7209.0
66008	9974.0	7066.0
29018	0.0	0.0
81614	2081.0	465.0
54020	3647.0	1601.0
81615	78.0	28.0
81616	8.0	5.0
81617	1901.0	436.0
767846	47.0	11.0
81621	390.0	258.0
81622	1988.0	2726.0
246184	607.0	366.0
767851	2.0	0.0
81623	0.0	0.0
54022	10.0	0.0
81624	10.0	22.0
767853	2.0	1.0
54021	8.0	3.0
56683	2207.0	3362.0
54028	73.0	88.0
54027	0.0	0.0
29015	5372.0	2208.0
54026	0.0	0.0
767850	0.0	0.0
81620	161.0	271.0
54025	1.0	1.0
100128982	0.0	0.0
100126320	0.0	0.0
100126321	0.0	0.0
54029	0.0	0.0
246181	36.0	27.0
246182	1.0	0.0
100126316	1.0	0.0
728233	393.0	811.0
283171	1.0	0.0
100126317	6.0	0.0
100126318	0.0	0.0
100126319	0.0	0.0
728234	0.0	0.0
100128974	0.0	0.0
100126313	4.0	1.0
285753	510.0	505.0
728231	0.0	0.0
100126314	0.0	0.0
100128977	0.0	31.0
114785	14288.0	12500.0
285755	1327.0	883.0
114786	18.0	8.0
114787	24.0	53.0
114788	5.0	2.0
285758	12.0	54.0
114789	3192.0	924.0
54031	11.0	0.0
728239	1.0	0.0
54035	0.0	0.0
54034	0.0	0.0
114790	1768.0	840.0
54033	376.0	10.0
54032	0.0	1.0
114791	1897.0	997.0
54039	27.0	7.0
114792	302.0	36.0
126767	0.0	0.0
114793	5984.0	3812.0
54038	0.0	0.0
100190954	1.0	1.0
114794	4.0	1.0
114795	744.0	471.0
54036	0.0	0.0
93627	2861.0	2165.0
100126310	0.0	0.0
100126311	0.0	0.0
283165	0.0	0.0
283162	0.0	0.0
93621	22688.0	12108.0
100126306	0.0	0.0
728224	0.0	0.0
100126307	0.0	0.0
285761	1324.0	1236.0
100126308	0.0	0.0
100126301	0.0	0.0
93624	3699.0	2590.0
100126302	0.0	0.0
100128963	12.0	6.0
100126303	0.0	0.0
100126304	0.0	0.0
728229	17.0	106.0
100126309	0.0	0.0
728226	6.0	10.0
54041	0.0	0.0
728228	1.0	1.0
54045	1.0	0.0
645809	0.0	0.0
54044	0.0	0.0
645808	0.0	0.0
114780	306.0	29.0
54043	0.0	2.0
645807	1.0	0.0
114781	2211.0	926.0
126755	0.0	2.0
54049	4.0	0.0
114783	894.0	116.0
54048	0.0	0.0
114784	92.0	183.0
283159	0.0	1.0
54047	0.0	2.0
100128961	2.0	1.0
645805	103.0	8.0
283152	113.0	162.0
66035	2139.0	1150.0
283150	3.0	87.0
728255	0.0	0.0
93654	4.0	4.0
66036	1280.0	900.0
93653	427.0	363.0
100271192	0.0	0.0
100271191	0.0	0.0
66037	1.0	0.0
93650	9.0	7.0
81669	9593.0	16463.0
54053	2.0	1.0
54052	0.0	0.0
114769	156.0	239.0
54051	0.0	0.0
54050	0.0	0.0
54055	228.0	63.0
100190938	110.0	58.0
54054	25.0	7.0
114770	7.0	11.0
114771	0.0	0.0
54059	705.0	1092.0
283149	4360.0	673.0
54058	326.0	338.0
93649	58.0	28.0
645811	220.0	367.0
81671	9716.0	9241.0
100271199	1.0	0.0
100190939	1283.0	1202.0
283143	303.0	61.0
100271196	0.0	0.0
93643	3347.0	1661.0
100128946	0.0	0.0
285780	2.0	4.0
285782	15.0	4.0
100271180	3.0	1.0
285785	128.0	65.0
100190952	7.0	4.0
54064	0.0	0.0
728248	0.0	1.0
114757	1792.0	2493.0
114758	0.0	0.0
54067	203.0	95.0
100190947	4.0	4.0
100190949	0.0	0.0
54065	3.0	0.0
114760	0.0	0.0
114761	0.0	0.0
126731	446.0	272.0
54069	555.0	413.0
283131	93374.0	41652.0
283130	2821.0	2423.0
692157	5.0	0.0
692158	0.0	0.0
138799	1.0	1.0
440498	1300.0	1711.0
124152	2156.0	912.0
199704	1381.0	509.0
124149	0.0	35.0
163747	5.0	2.0
692146	2.0	0.0
692147	21.0	12.0
692148	6.0	1.0
692149	0.0	0.0
163742	49.0	162.0
199713	2.0	3.0
136157	0.0	0.0
283197	0.0	0.0
283193	0.0	0.0
163778	0.0	0.0
148145	1.0	0.0
126792	2010.0	2667.0
378008	0.0	0.0
378009	0.0	0.0
29089	191.0	216.0
29088	2042.0	2275.0
29087	3231.0	3883.0
378010	0.0	0.0
148137	1087.0	234.0
126789	360.0	445.0
378011	0.0	0.0
378013	0.0	0.0
378014	0.0	0.0
29082	342.0	423.0
29081	1764.0	1957.0
29080	2407.0	1762.0
283189	0.0	0.0
29086	1929.0	2066.0
29085	7490.0	13049.0
29083	721.0	516.0
100381270	546.0	27.0
200810	119.0	81.0
114796	1051.0	829.0
148156	2125.0	1482.0
114798	3.0	1.0
114799	1969.0	1330.0
29099	2285.0	2333.0
29098	507.0	779.0
378001	0.0	0.0
29093	1410.0	2050.0
29092	2003.0	1518.0
29091	5605.0	1399.0
29090	2079.0	1171.0
56603	752.0	2479.0
29097	1685.0	1791.0
56604	2.0	0.0
56605	3915.0	1018.0
29095	1670.0	1794.0
151790	16.0	0.0
283174	2226.0	1111.0
56606	566.0	284.0
29094	763.0	1026.0
692199	0.0	0.0
391002	0.0	0.0
440459	19.0	4.0
391004	2.0	1.0
780816	0.0	0.0
124199	27.0	7.0
391003	0.0	0.0
30062	2.0	0.0
440456	1172.0	1041.0
780814	20.0	15.0
30061	10678.0	2646.0
780815	0.0	0.0
780812	0.0	0.0
780813	3.0	1.0
440452	0.0	0.0
780810	0.0	0.0
780811	1.0	0.0
29068	4595.0	2812.0
29066	5182.0	2623.0
29063	816.0	489.0
29062	1035.0	882.0
56616	645.0	242.0
163702	1271.0	1069.0
391013	2.0	0.0
391012	0.0	0.0
100381215	2.0	0.0
29079	3331.0	3355.0
29078	1388.0	858.0
56623	1808.0	1419.0
56624	93.0	31.0
29071	2312.0	1151.0
29070	478.0	171.0
29075	96.0	113.0
29074	3216.0	4094.0
29072	8942.0	4537.0
163732	878.0	928.0
200845	1150.0	917.0
148103	1119.0	579.0
200844	41.0	42.0
440482	231.0	71.0
151742	4079.0	5660.0
163720	6.0	1.0
148113	311.0	193.0
440465	4298.0	2972.0
29057	14.0	7.0
148109	1.0	0.0
29058	12584.0	15554.0
56647	4362.0	5440.0
56648	348.0	40.0
56649	22.0	14.0
440419	0.0	1.0
440416	29.0	98.0
8303	3876.0	5373.0
643157	1.0	0.0
200879	24.0	28.0
440406	1.0	2.0
8301	8620.0	6005.0
643155	4511.0	4353.0
8302	4.0	0.0
440400	433.0	340.0
199675	1.0	0.0
8310	888.0	712.0
124093	122.0	229.0
8314	5952.0	4770.0
8315	1750.0	1646.0
8312	2773.0	1943.0
342096	4.0	0.0
8313	3190.0	236.0
440435	17.0	8.0
643160	0.0	0.0
643161	0.0	0.0
643159	10.0	16.0
8309	3337.0	4788.0
8321	19560.0	2619.0
8322	4775.0	4833.0
