id	64cdea2b-96fc-489f-bef5-ebfd6d7152bf	e89c96d6-a2ab-4bac-bbba-8c52d49a3edf
11073	2364.0	2210.0
166979	3.0	25.0
11076	3336.0	1110.0
11075	2.0	0.0
201965	1009.0	924.0
379027	0.0	0.0
23057	1360.0	1438.0
379028	0.0	0.0
106479169	0.0	0.0
379029	0.0	0.0
23059	2493.0	2735.0
164312	4.0	5.0
106479168	1.0	1.0
106479167	0.0	3.0
106479166	6.0	1.0
106479165	0.0	0.0
106479164	0.0	0.0
106480185	0.0	0.0
106479163	0.0	0.0
379030	0.0	0.0
106479162	0.0	0.0
379031	0.0	0.0
106480184	0.0	0.0
106479161	0.0	0.0
106480187	2.0	0.0
379032	0.0	0.0
23051	10715.0	7181.0
106479160	0.0	0.0
379033	0.0	0.0
106480186	0.0	0.0
23052	2917.0	5414.0
379034	0.0	0.0
106480189	0.0	0.0
86614	0.0	0.0
106480188	0.0	0.0
23053	8788.0	8299.0
115399	292.0	338.0
23054	5155.0	5997.0
11078	2575.0	1218.0
11077	49.0	38.0
644237	10.0	4.0
11079	5169.0	5780.0
106480181	0.0	0.0
106480180	0.0	0.0
106480183	0.0	1.0
106480182	0.0	0.0
11041	3302.0	3091.0
11040	379.0	498.0
11043	1106.0	1489.0
23023	2054.0	2889.0
441525	0.0	0.0
106480149	0.0	0.0
23024	306.0	48.0
106480148	0.0	0.0
23025	14.0	30.0
23026	46.0	110.0
441521	0.0	0.0
23028	4985.0	5944.0
106479199	0.0	0.0
23029	169.0	181.0
106479198	0.0	0.0
201973	932.0	755.0
106479197	0.0	0.0
106479196	0.0	0.0
106480152	0.0	0.0
106480151	0.0	0.0
106479195	0.0	0.0
106479194	0.0	0.0
106480154	0.0	0.0
106479193	0.0	0.0
106480153	0.0	2.0
106480156	0.0	0.0
106479192	0.0	0.0
23020	20745.0	19868.0
106480155	0.0	0.0
106479191	0.0	0.0
729817	2.0	1.0
106479190	0.0	0.0
106480158	0.0	0.0
23022	11655.0	11849.0
106480157	0.0	0.0
11045	2.0	2.0
11044	2276.0	2045.0
11047	3698.0	3146.0
644248	0.0	1.0
11046	3103.0	2702.0
11049	0.0	0.0
106480150	0.0	0.0
343173	0.0	0.0
343172	23.0	17.0
343171	384.0	295.0
343170	0.0	0.0
441519	0.0	0.0
11052	4905.0	6379.0
441518	1011.0	975.0
11051	7802.0	7643.0
11054	3520.0	2551.0
23034	1985.0	3172.0
23035	2906.0	2084.0
106480159	0.0	0.0
23036	4564.0	5214.0
729816	0.0	0.0
23037	518.0	1052.0
23038	9753.0	10920.0
106479189	0.0	0.0
23039	7149.0	8576.0
106479188	0.0	0.0
106479187	0.0	0.0
106479186	0.0	1.0
106479185	0.0	0.0
106480163	1.0	0.0
106480162	0.0	0.0
106479184	0.0	0.0
106480165	0.0	0.0
106479183	1.0	0.0
106480164	0.0	0.0
106479182	0.0	0.0
23030	7838.0	5274.0
106479181	0.0	0.0
106480167	0.0	0.0
23031	677.0	1322.0
106479180	0.0	0.0
106480166	0.0	0.0
23032	5797.0	6704.0
106480169	0.0	0.0
729809	1.0	0.0
23033	3594.0	4306.0
106480168	0.0	0.0
11056	1684.0	2104.0
11055	20.0	1.0
343169	0.0	0.0
11057	7552.0	8096.0
11059	3570.0	3103.0
106480161	0.0	0.0
106480160	0.0	0.0
693200	0.0	0.0
693201	18.0	19.0
693202	0.0	0.0
693203	0.0	0.0
11021	2390.0	2306.0
693204	0.0	0.0
11020	1584.0	1048.0
693205	0.0	0.0
106479139	0.0	0.0
23001	7982.0	7621.0
106480127	0.0	0.0
693206	148.0	210.0
106479138	0.0	0.0
23002	3230.0	2320.0
106480126	1.0	0.0
693207	0.0	0.0
106479137	0.0	0.0
106480129	0.0	0.0
106479136	0.0	0.0
693208	0.0	1.0
693209	0.0	0.0
106480128	0.0	0.0
106479135	0.0	0.0
23005	5216.0	4193.0
106479134	0.0	0.0
106479133	0.0	1.0
23007	1481.0	474.0
106479132	0.0	0.0
23008	5548.0	5490.0
106479131	1.0	3.0
106479130	7.0	7.0
106480130	0.0	0.0
106480132	0.0	0.0
106480131	0.0	0.0
106480134	0.0	0.0
106480133	1.0	0.0
106480136	0.0	1.0
106480135	0.0	0.0
11023	1.0	0.0
84000	1382.0	296.0
11022	1268.0	1466.0
11025	16.0	37.0
11024	10.0	23.0
84002	735.0	761.0
139334	0.0	0.0
11027	13.0	45.0
11029	0.0	0.0
11030	10060.0	8208.0
106479129	0.0	0.0
11031	5128.0	4988.0
106479128	0.0	0.0
106479127	1.0	8.0
106480138	0.0	0.0
23012	1994.0	2552.0
23013	10317.0	10619.0
106479126	0.0	1.0
106480137	0.0	0.0
23014	10100.0	13065.0
106479125	0.0	0.0
23015	2529.0	8098.0
106480139	0.0	0.0
106479124	0.0	0.0
23016	2067.0	2180.0
106479123	0.0	0.0
23017	40.0	4.0
106479122	0.0	0.0
106479121	0.0	0.0
23019	12599.0	13980.0
106479120	0.0	0.0
106480141	0.0	0.0
106480140	1.0	0.0
106480143	0.0	0.0
106480142	0.0	0.0
106480145	0.0	0.0
106480144	0.0	0.0
106480147	0.0	0.0
23011	5574.0	7525.0
106480146	0.0	0.0
11034	30368.0	27541.0
152302	732.0	655.0
11033	226.0	193.0
11036	1.0	0.0
11035	642.0	1120.0
11037	529.0	302.0
139341	1096.0	1158.0
644297	7.0	10.0
166968	3046.0	2946.0
619212	0.0	1.0
59067	1.0	0.0
106480105	0.0	0.0
106479159	0.0	0.0
106480104	4.0	1.0
106479158	0.0	0.0
106480107	1.0	1.0
106479157	0.0	0.0
106480106	0.0	0.0
106479156	0.0	0.0
106480109	1.0	0.0
106480108	0.0	0.0
106479155	0.0	0.0
106479154	0.0	0.0
106479153	0.0	0.0
11009	35.0	54.0
106479152	0.0	0.0
106479151	0.0	0.0
106480110	0.0	0.0
106479150	0.0	0.0
106480112	0.0	0.0
106480111	0.0	0.0
106480114	1.0	0.0
106480113	0.0	0.0
11001	245.0	1106.0
11000	748.0	1124.0
11005	48.0	92.0
11004	150.0	236.0
11007	281.0	116.0
11006	26.0	204.0
127391	1.0	0.0
11010	360.0	593.0
106479149	0.0	0.0
106480116	0.0	0.0
106479148	0.0	0.0
106480115	0.0	0.0
106480118	2.0	0.0
106479147	0.0	0.0
106479146	0.0	0.0
106480117	0.0	1.0
106479145	0.0	1.0
127396	233.0	196.0
106480119	0.0	0.0
106479144	0.0	0.0
619208	1254.0	1300.0
106479143	0.0	1.0
106479142	0.0	0.0
106479141	0.0	0.0
11019	905.0	651.0
106479140	0.0	0.0
106480121	0.0	0.0
106480120	0.0	0.0
106480123	0.0	0.0
106480122	0.0	0.0
106480125	0.0	0.0
106480124	0.0	1.0
11012	1.0	11.0
11011	2582.0	2845.0
11014	10909.0	11270.0
11013	32.0	18.0
11016	2589.0	2505.0
11015	233.0	762.0
11018	1683.0	1553.0
11017	2034.0	2432.0
139363	0.0	0.0
106144608	0.0	0.0
646808	7.0	2.0
106144606	12.0	21.0
106144607	0.0	0.0
345778	2212.0	2469.0
646802	1.0	0.0
730861	3.0	1.0
729873	0.0	0.0
106144601	1.0	0.0
106144602	0.0	0.0
164395	121.0	262.0
729877	0.0	0.0
259308	1.0	7.0
259307	6.0	15.0
106480101	0.0	0.0
106480100	0.0	0.0
106480103	0.0	0.0
106480102	0.0	0.0
646817	5.0	6.0
50604	3.0	5.0
106479119	0.0	0.0
106479118	0.0	0.0
106479117	0.0	0.0
106479116	0.0	0.0
106479115	0.0	0.0
106479114	0.0	3.0
106479113	0.0	0.0
106479112	1.0	0.0
106479111	0.0	0.0
106479110	0.0	0.0
345757	1103.0	1027.0
50613	0.0	0.0
50612	0.0	0.0
50615	5.0	17.0
50614	1094.0	361.0
50617	0.0	10.0
729894	0.0	0.0
50616	0.0	0.0
50619	376.0	632.0
50618	7910.0	11840.0
106479109	0.0	0.0
106479108	0.0	1.0
106479107	0.0	0.0
106479106	0.0	0.0
106479105	35.0	63.0
106479104	0.0	0.0
106479103	0.0	1.0
106479102	0.0	0.0
729898	0.0	6.0
106479101	0.0	0.0
106479100	0.0	0.0
50624	35.0	60.0
646839	0.0	2.0
50626	3970.0	3012.0
646837	70.0	48.0
50628	4587.0	2654.0
646851	376.0	348.0
260332	0.0	0.0
23089	1698.0	1572.0
260334	20.0	43.0
260337	1.0	2.0
260338	0.0	0.0
23081	1572.0	2372.0
23082	3624.0	3038.0
100272228	258.0	407.0
23085	6706.0	7921.0
23086	345.0	401.0
23087	1362.0	1537.0
50631	36.0	28.0
50632	2.0	8.0
646849	1.0	0.0
23080	4646.0	4972.0
50636	79.0	100.0
50639	2.0	2.0
729830	1450.0	1805.0
644202	13.0	11.0
646864	0.0	22.0
646862	4.0	13.0
729838	6.0	7.0
23092	2499.0	1467.0
23093	2192.0	2479.0
23094	5589.0	4002.0
23095	5525.0	6781.0
23096	1583.0	1423.0
23097	1980.0	1863.0
729828	8.0	7.0
23098	984.0	932.0
50640	3718.0	4031.0
23099	1987.0	2219.0
730811	0.0	0.0
23090	749.0	819.0
23091	8862.0	9302.0
11081	1.0	0.0
50649	2717.0	2292.0
11080	4505.0	7553.0
11083	8810.0	7915.0
729862	0.0	0.0
11082	310.0	3793.0
11085	0.0	0.0
644213	4.0	0.0
100286844	94.0	65.0
646875	2.0	1.0
644214	0.0	1.0
11086	2.0	0.0
646873	0.0	0.0
23067	4742.0	4932.0
23060	4825.0	5751.0
23061	13873.0	13048.0
23062	13659.0	19329.0
23063	5477.0	6289.0
23064	12683.0	17651.0
23065	5376.0	5974.0
50651	155.0	114.0
100272205	53.0	127.0
23066	555.0	826.0
50650	1310.0	1698.0
50652	0.0	0.0
11092	1788.0	1408.0
644220	2.0	2.0
11091	2883.0	2061.0
11094	3300.0	3276.0
729852	2106.0	2886.0
11093	415.0	286.0
11096	1591.0	682.0
11095	121.0	284.0
11098	3048.0	3789.0
11097	1367.0	1475.0
646884	0.0	0.0
23078	2153.0	2358.0
729857	2.0	0.0
23070	4307.0	3885.0
23071	4742.0	6471.0
23072	109.0	38.0
164380	1.0	0.0
23074	2123.0	2147.0
23075	5576.0	8544.0
23076	2309.0	2359.0
23077	8809.0	9577.0
11099	5840.0	7001.0
646879	0.0	0.0
644218	1.0	0.0
646877	4.0	1.0
100130972	0.0	0.0
100379220	1.0	0.0
100130970	0.0	0.0
284339	14.0	10.0
284338	52.0	39.0
100129983	0.0	1.0
100129982	2.0	2.0
548313	0.0	0.0
693198	0.0	0.0
693199	0.0	0.0
100130968	0.0	0.0
100130967	10.0	6.0
100129976	0.0	2.0
100130963	0.0	0.0
100130962	0.0	0.0
284325	1162.0	761.0
100129972	0.0	0.0
284323	1110.0	1264.0
100129969	1.0	3.0
100130958	60.0	47.0
693187	0.0	0.0
693188	0.0	0.0
693189	0.0	0.0
100130954	1.0	1.0
2444	230.0	152.0
100379249	1.0	0.0
693190	0.0	0.0
100129961	161.0	219.0
284312	158.0	180.0
693191	0.0	1.0
100129960	1.0	0.0
693192	0.0	0.0
693193	2.0	1.0
693194	0.0	0.0
693195	0.0	0.0
693196	0.0	0.0
693197	0.0	0.0
693176	0.0	0.0
100129958	0.0	0.0
693177	0.0	0.0
693178	1.0	2.0
260340	0.0	0.0
100129959	0.0	0.0
260341	4.0	2.0
284309	2011.0	2089.0
284307	967.0	1033.0
284306	183.0	166.0
693180	0.0	0.0
693181	0.0	1.0
693182	0.0	0.0
693183	0.0	2.0
693184	0.0	0.0
693185	0.0	0.0
693186	0.0	0.0
284382	0.0	0.0
100130935	0.0	0.0
100130934	44.0	80.0
100130933	4.0	2.0
100130932	5.0	23.0
286967	0.0	0.0
100129941	0.0	0.0
100130929	0.0	2.0
284371	610.0	679.0
284370	1252.0	988.0
100130923	1.0	1.0
100130922	0.0	0.0
100129937	0.0	0.0
100129933	0.0	0.0
2483	1439.0	1447.0
284369	0.0	0.0
2475	4363.0	5038.0
284367	5.0	12.0
284366	0.0	0.0
284361	15833.0	16925.0
50801	0.0	1.0
50804	496.0	2382.0
50805	0.0	0.0
100129926	1.0	2.0
50808	4964.0	7241.0
100129921	1.0	0.0
50807	3087.0	3774.0
100129920	45.0	29.0
50809	20913.0	20001.0
2496	9.0	5.0
2495	22087.0	21767.0
2494	85.0	134.0
2492	0.0	0.0
100129929	0.0	0.0
2491	23.0	12.0
2488	0.0	0.0
2487	653.0	149.0
284359	18.0	24.0
284358	91.0	58.0
284355	0.0	0.0
284353	45.0	47.0
284352	2498.0	2613.0
50813	5074.0	4509.0
50814	4946.0	2101.0
100129919	1.0	1.0
284349	535.0	406.0
2499	5.0	2.0
284348	94.0	48.0
2498	30.0	20.0
2497	21.0	27.0
284346	134.0	71.0
284340	16.0	28.0
23207	5828.0	5673.0
693121	0.0	0.0
100093625	0.0	0.0
23208	694.0	544.0
693122	5.0	9.0
100093626	0.0	0.0
23209	4.0	6.0
693123	0.0	0.0
693124	0.0	0.0
693125	0.0	0.0
130951	180.0	851.0
693126	0.0	0.0
693127	0.0	0.0
693128	1.0	0.0
25862	3166.0	2298.0
693129	0.0	0.0
23200	4107.0	5231.0
25861	1629.0	849.0
644191	2.0	3.0
23201	7207.0	8162.0
25864	1924.0	1797.0
23203	3377.0	3677.0
25865	3766.0	3515.0
23204	9702.0	11043.0
23205	5.0	4.0
644192	55.0	13.0
11228	1707.0	1275.0
84166	1201.0	1000.0
11221	563.0	720.0
84168	16059.0	9210.0
11223	46.0	109.0
100093630	5266.0	4978.0
84167	1114.0	901.0
11222	4444.0	4755.0
100093631	435.0	423.0
84162	13918.0	14133.0
11224	26704.0	18525.0
84164	4664.0	2881.0
11227	42.0	283.0
11226	740.0	422.0
84163	497.0	576.0
23218	1298.0	1863.0
23219	3054.0	3408.0
402093	0.0	0.0
100862704	35.0	16.0
11230	1045.0	1641.0
23210	2045.0	1665.0
25873	15897.0	11797.0
100379298	1.0	0.0
23211	3489.0	3403.0
25875	6772.0	5886.0
23212	762.0	563.0
23213	18188.0	11699.0
25874	1468.0	1965.0
23214	5153.0	5993.0
25876	205.0	136.0
23215	15799.0	15551.0
23216	11508.0	7869.0
25879	1646.0	1774.0
100379296	0.0	0.0
25878	11830.0	9439.0
23217	18.0	151.0
84159	1252.0	928.0
25871	4019.0	4216.0
25870	11542.0	10911.0
142940	1395.0	2146.0
11232	689.0	637.0
11231	13464.0	17634.0
84154	1870.0	1670.0
11234	2046.0	2617.0
11236	3127.0	4680.0
11235	1792.0	1972.0
11238	1311.0	1273.0
84153	1714.0	1194.0
11237	1447.0	3097.0
84152	47.0	72.0
693120	0.0	0.0
100093624	1.0	0.0
166929	6840.0	5622.0
25847	4504.0	4820.0
84182	196.0	145.0
84181	10067.0	10212.0
25849	34599.0	42646.0
25840	84400.0	72600.0
25842	1294.0	2010.0
25841	177.0	580.0
25844	7974.0	8247.0
25843	1917.0	2380.0
11209	296.0	261.0
84188	3154.0	3904.0
84187	6085.0	3655.0
11201	5513.0	3783.0
11200	289.0	136.0
84189	7.0	1.0
11202	0.0	1.0
84186	1749.0	1584.0
25859	30.0	9.0
25858	1.0	2.0
84171	1227.0	1043.0
284391	2436.0	2876.0
284390	208.0	228.0
100862726	0.0	0.0
100862727	2.0	6.0
100862728	0.0	0.0
25851	2233.0	2880.0
25850	534.0	558.0
25853	3640.0	3630.0
25852	3235.0	3905.0
100862725	0.0	0.0
25855	2828.0	2604.0
25854	486.0	197.0
402077	0.0	0.0
11218	1819.0	1604.0
11217	168.0	116.0
11219	53.0	37.0
139324	325.0	392.0
84176	5.0	3.0
11212	4035.0	4665.0
139322	2322.0	2773.0
84179	878.0	684.0
11211	28.0	25.0
84173	1564.0	1614.0
11214	26391.0	32980.0
11213	712.0	896.0
84172	2564.0	2718.0
284385	324.0	422.0
11216	3214.0	3898.0
11215	5294.0	7090.0
84174	31.0	21.0
284383	0.0	0.0
25826	0.0	0.0
693165	0.0	1.0
25825	1756.0	2134.0
693166	0.0	0.0
25828	6297.0	3061.0
693167	0.0	0.0
25827	1906.0	2290.0
693168	0.0	0.0
693169	0.0	0.0
25829	4875.0	3091.0
441669	0.0	0.0
392214	4.0	2.0
25820	4901.0	5858.0
127343	4.0	13.0
25822	1295.0	2064.0
25821	2068.0	2061.0
25824	21030.0	22628.0
441662	0.0	0.0
106479099	0.0	0.0
25823	11.0	2.0
106479098	0.0	0.0
106480097	1.0	0.0
106479097	0.0	0.0
115361	1492.0	1611.0
441670	0.0	0.0
106480096	0.0	0.0
106479096	0.0	0.0
130916	4781.0	4354.0
115362	64.0	62.0
106479095	0.0	0.0
106480099	0.0	0.0
106480098	0.0	0.0
106479094	0.0	0.0
106479093	0.0	0.0
106479092	0.0	0.0
106479091	0.0	0.0
106479090	0.0	0.0
693170	0.0	0.0
106480091	0.0	0.0
693171	0.0	0.0
106480090	0.0	0.0
414059	5.0	0.0
106480093	1.0	0.0
693172	0.0	0.0
693173	0.0	0.0
106480092	0.0	0.0
106480095	0.0	2.0
693174	3.0	2.0
693175	15.0	21.0
106480094	0.0	0.0
84191	2566.0	3736.0
25837	88.0	107.0
693154	0.0	1.0
84190	675.0	603.0
25836	8571.0	16331.0
693155	50.0	34.0
25839	3975.0	4539.0
84193	6858.0	6622.0
693156	0.0	2.0
693157	0.0	0.0
693158	15.0	7.0
693159	1.0	1.0
392225	0.0	0.0
25831	18100.0	18318.0
25830	2.0	45.0
441654	0.0	0.0
25833	115.0	678.0
100379250	0.0	0.0
106479089	1.0	1.0
25832	708.0	507.0
106479088	0.0	0.0
25834	2527.0	2387.0
106479087	0.0	0.0
100379251	29.0	24.0
106479086	0.0	0.0
115350	0.0	2.0
106479085	5.0	5.0
414061	0.0	0.0
106479084	0.0	0.0
115352	7.0	5.0
106479083	0.0	0.0
414062	21.0	247.0
115353	2780.0	2333.0
106479082	0.0	0.0
106479081	0.0	0.0
414060	0.0	0.0
106479080	0.0	0.0
693160	0.0	0.0
693161	0.0	0.0
693162	0.0	0.0
84197	172.0	255.0
693163	0.0	1.0
84196	3908.0	5099.0
693164	2.0	1.0
25804	2585.0	2880.0
693143	0.0	0.0
25803	0.0	5.0
693144	5.0	6.0
25806	2.0	6.0
25805	100.0	148.0
693146	0.0	0.0
693147	0.0	0.0
25807	1103.0	484.0
693148	0.0	0.0
693149	0.0	0.0
100130996	0.0	0.0
25809	665.0	388.0
100130995	1.0	0.0
100379287	0.0	0.0
100130994	5.0	2.0
441687	27.0	29.0
25800	6255.0	7026.0
25802	9361.0	8159.0
25801	1266.0	1644.0
154907	0.0	0.0
106480075	1.0	1.0
106480074	0.0	0.0
106480077	0.0	0.0
106480076	0.0	0.0
106480079	3.0	8.0
106480078	0.0	0.0
142910	12.0	13.0
106480071	0.0	0.0
100380272	1.0	2.0
693151	0.0	0.0
142913	58.0	47.0
106480070	0.0	0.0
106480073	0.0	0.0
693152	0.0	1.0
693153	155.0	202.0
106480072	0.0	0.0
693132	0.0	1.0
25814	6564.0	4378.0
693133	0.0	1.0
693134	0.0	0.0
25817	36.0	85.0
25816	1056.0	1525.0
100130988	0.0	0.0
693135	0.0	0.0
25819	197.0	170.0
693136	0.0	0.0
100129998	0.0	0.0
130940	195.0	328.0
25818	23.0	17.0
693137	0.0	0.0
693138	0.0	1.0
693139	1.0	1.0
100130980	6.0	1.0
25813	2606.0	1452.0
392209	14.0	9.0
25812	0.0	0.0
106480086	0.0	0.0
106480085	0.0	0.0
106480088	0.0	0.0
115330	78.0	42.0
106480087	0.0	0.0
106480089	0.0	0.0
100129994	0.0	0.0
106480080	0.0	1.0
100129995	1.0	3.0
106480082	0.0	0.0
693140	0.0	0.0
106480081	0.0	2.0
106480084	0.0	0.0
693141	0.0	0.0
693142	0.0	0.0
106480083	0.0	0.0
11180	17252.0	22891.0
154881	1724.0	1557.0
11182	59.0	87.0
11181	26.0	90.0
646770	0.0	0.0
11184	101.0	90.0
392133	0.0	0.0
11183	3892.0	4195.0
392132	0.0	0.0
11186	1579.0	1165.0
139249	3.0	0.0
11185	1346.0	166.0
23166	1266.0	2586.0
23167	7050.0	10044.0
106480049	0.0	0.0
23168	9739.0	7743.0
106479059	2.0	0.0
23169	2955.0	2680.0
166863	8.0	6.0
392138	2.0	1.0
106479058	0.0	0.0
729920	109.0	197.0
106479057	0.0	0.0
106479056	0.0	0.0
106479055	0.0	0.0
127262	6760.0	6522.0
106479054	1.0	2.0
142891	2884.0	4131.0
106480053	0.0	0.0
106479053	0.0	0.0
106480052	0.0	0.0
106479052	0.0	0.0
23160	2845.0	3164.0
106480055	0.0	0.0
106479051	0.0	1.0
23161	4818.0	6930.0
115286	2422.0	2180.0
106480054	0.0	0.0
106479050	0.0	0.0
23162	3222.0	3982.0
106480057	0.0	0.0
23163	2601.0	2783.0
106480056	0.0	0.0
152217	804.0	622.0
23164	19597.0	20014.0
106480059	0.0	0.0
23165	3411.0	3298.0
106480058	1.0	0.0
11188	9805.0	10558.0
11187	1015.0	618.0
11189	0.0	0.0
106480051	0.0	0.0
644109	1.0	0.0
106480050	0.0	0.0
646784	3.0	2.0
11191	100.0	105.0
392140	15.0	25.0
11190	3000.0	2732.0
404672	1817.0	2040.0
11193	1975.0	1722.0
154872	0.0	0.0
11194	2460.0	1967.0
11197	0.0	0.0
11196	4424.0	5048.0
23177	3437.0	2717.0
402016	8.0	9.0
23178	1014.0	1823.0
106479049	2.0	0.0
23179	1978.0	1752.0
106479048	0.0	0.0
127255	83.0	105.0
106479047	1.0	1.0
127254	2.0	3.0
106479046	0.0	0.0
646780	18.0	32.0
127253	2961.0	2732.0
106479045	2.0	3.0
106479044	0.0	0.0
729911	0.0	0.0
106479043	0.0	0.0
106480064	0.0	0.0
106479042	7.0	7.0
23170	2469.0	995.0
115273	67.0	82.0
106480063	0.0	0.0
729909	0.0	1.0
106479041	0.0	0.0
23171	12165.0	6854.0
106479040	0.0	0.0
106480066	4.0	5.0
23172	1817.0	1840.0
106480065	0.0	0.0
23173	2245.0	2083.0
106480068	1.0	0.0
23174	4465.0	4266.0
106480067	0.0	0.0
23175	2903.0	2573.0
23176	5392.0	6516.0
106480069	0.0	2.0
11199	3.0	0.0
11198	10100.0	10014.0
106480060	0.0	2.0
106480062	0.0	0.0
106480061	0.0	0.0
11160	11377.0	10352.0
644131	40.0	82.0
404663	0.0	0.0
11162	280.0	301.0
646799	0.0	0.0
11161	3522.0	3570.0
404665	11.0	18.0
11164	2055.0	3155.0
11163	4950.0	5090.0
23144	1787.0	1429.0
127247	0.0	0.0
106480028	0.0	0.0
23145	228.0	383.0
106480027	3.0	4.0
106480029	0.0	0.0
23148	130.0	181.0
106479079	0.0	0.0
646791	2.0	3.0
23149	19.0	34.0
441641	0.0	5.0
106479078	0.0	0.0
106479077	2.0	3.0
106479076	0.0	0.0
84108	356.0	350.0
106480031	0.0	0.0
106479075	0.0	0.0
84107	0.0	0.0
106479074	0.0	0.0
106480030	0.0	0.0
106479073	0.0	0.0
106480033	4.0	5.0
84109	30.0	55.0
106480032	0.0	0.0
106479072	0.0	0.0
23140	6563.0	5814.0
115265	109.0	38.0
106480035	0.0	0.0
106479071	3.0	4.0
84103	0.0	0.0
23141	4615.0	5152.0
106480034	0.0	1.0
106479070	0.0	0.0
23142	2914.0	3050.0
84106	46.0	76.0
106480037	0.0	0.0
84105	754.0	1115.0
23143	1848.0	1946.0
106480036	0.0	0.0
84100	368.0	356.0
11166	1.0	0.0
140258	0.0	0.0
644129	0.0	0.0
11165	3119.0	3513.0
84102	1167.0	1866.0
11168	5771.0	5813.0
84101	436.0	387.0
11167	14043.0	8216.0
644128	130.0	196.0
11169	184.0	192.0
11171	7013.0	8479.0
11170	6630.0	8047.0
11173	153.0	266.0
441639	0.0	0.0
11172	1.0	0.0
343296	0.0	0.0
11174	86.0	41.0
644146	49.0	48.0
23155	2066.0	2382.0
106480039	0.0	1.0
106480038	0.0	0.0
23157	1299.0	1394.0
23158	1169.0	1635.0
106479069	1.0	0.0
441631	390.0	144.0
106479068	0.0	0.0
106479067	0.0	0.0
106479066	0.0	0.0
106479065	0.0	0.0
106480042	0.0	0.0
106479064	0.0	0.0
106480041	0.0	1.0
106479063	0.0	0.0
106479062	0.0	0.0
106480044	1.0	0.0
23150	9333.0	13680.0
106480043	0.0	0.0
106479061	0.0	0.0
23151	3490.0	1956.0
106479060	0.0	0.0
106480046	0.0	0.0
23152	10403.0	7132.0
106480045	0.0	0.0
106480048	0.0	0.0
23154	2712.0	3814.0
106480047	0.0	0.0
11177	1166.0	1869.0
11176	11401.0	13605.0
11179	1577.0	1701.0
644138	5.0	6.0
11178	112.0	366.0
644139	0.0	0.0
139285	620.0	722.0
106480040	0.0	1.0
103695364	0.0	1.0
103695363	0.0	0.0
644153	1.0	2.0
11140	8648.0	8282.0
644159	2.0	0.0
103695365	0.0	0.0
11142	3738.0	4119.0
166824	799.0	153.0
106479019	0.0	0.0
11141	173.0	105.0
130872	2475.0	4433.0
106479018	0.0	0.0
644157	50.0	47.0
23122	3082.0	4132.0
106480006	0.0	1.0
106479017	3.0	3.0
106479016	0.0	0.0
106480005	3.0	0.0
25784	6.0	7.0
106479015	0.0	0.0
106480008	0.0	0.0
25787	24.0	93.0
23125	4619.0	4450.0
106480007	0.0	0.0
25786	101.0	65.0
106479014	0.0	0.0
25789	19.0	149.0
644150	495.0	536.0
23126	9146.0	10396.0
106479013	2.0	1.0
25788	73.0	254.0
23127	554.0	617.0
106479012	0.0	0.0
106480009	0.0	1.0
106479011	0.0	0.0
23129	4289.0	8492.0
106479010	0.0	0.0
84129	105.0	142.0
106480011	1.0	0.0
106480010	0.0	0.0
84126	18.0	31.0
106480013	0.0	0.0
84125	441.0	419.0
25780	677.0	1808.0
106480012	0.0	0.0
84128	2290.0	2024.0
23120	18.0	56.0
106480015	0.0	0.0
25782	4024.0	4254.0
106480014	0.0	0.0
11144	24.0	11.0
11143	6003.0	7666.0
139212	8.0	9.0
84124	1690.0	1483.0
11146	537.0	758.0
11145	3475.0	4854.0
11148	2.0	3.0
86781	16.0	19.0
11147	537.0	444.0
11149	305.0	115.0
392181	2.0	1.0
127294	31.0	77.0
644165	81.0	94.0
11151	432.0	439.0
166815	737.0	745.0
392188	0.0	0.0
106479009	0.0	2.0
11153	763.0	618.0
106479008	0.0	1.0
644168	2.0	1.0
11152	3484.0	3459.0
106479007	0.0	0.0
25796	2145.0	1594.0
130888	1043.0	1082.0
23133	3532.0	4620.0
106479006	0.0	11.0
106480017	0.0	0.0
106480016	0.0	0.0
106479005	0.0	0.0
23135	4881.0	4134.0
25798	4474.0	4090.0
106479004	0.0	0.0
106480019	0.0	0.0
23136	4508.0	1116.0
25797	623.0	2665.0
106479003	0.0	1.0
106480018	1.0	0.0
23137	3971.0	5443.0
106479002	0.0	0.0
25799	1453.0	1050.0
402055	1767.0	990.0
23138	345.0	437.0
106479001	0.0	0.0
23139	2157.0	2361.0
106479000	1.0	0.0
644160	1.0	1.0
106480020	0.0	0.0
25790	82.0	73.0
106480022	0.0	0.0
106480021	0.0	0.0
25792	8433.0	6223.0
106480024	0.0	0.0
25791	37.0	557.0
23130	3660.0	3070.0
106480023	0.0	0.0
23131	5963.0	7133.0
25794	348.0	396.0
106480026	1.0	1.0
25793	19789.0	10859.0
23132	1986.0	2775.0
106480025	0.0	0.0
11155	571.0	280.0
11154	1290.0	1417.0
11157	656.0	537.0
11156	549.0	1669.0
11159	940.0	890.0
139221	10209.0	5100.0
11158	1643.0	892.0
392193	0.0	0.0
23108	2524.0	4364.0
23109	13.0	16.0
127281	983.0	1349.0
441608	0.0	0.0
154860	2.0	0.0
11120	1982.0	2466.0
343263	16.0	43.0
154865	525.0	582.0
25763	0.0	0.0
106479039	0.0	0.0
23101	26.0	140.0
106479038	28.0	30.0
23102	4352.0	3674.0
106479037	14.0	14.0
