id	091c501b-2b8d-407e-84f2-dd56eaf100cc	15c369c7-2a50-4c53-b5ef-deab8fbf2a61
9052	29921.0	23900.0
9053	4158.0	2071.0
84899	1413.0	1368.0
282569	0.0	0.0
400129	15.0	2.0
84896	4178.0	3680.0
84895	2496.0	2348.0
400128	2.0	10.0
84898	4626.0	3249.0
84897	2532.0	2467.0
400126	21.0	16.0
654499	0.0	0.0
84892	2571.0	1714.0
414764	20.0	10.0
84891	0.0	0.0
414765	33.0	37.0
84894	135.0	210.0
84893	4547.0	4372.0
414760	14.0	29.0
414761	54.0	44.0
84890	2389.0	3155.0
341346	0.0	0.0
9069	2532.0	1872.0
414926	1.0	1.0
9068	4032.0	2265.0
106479979	1.0	0.0
729004	14.0	6.0
106479978	0.0	0.0
106479977	0.0	0.0
106479976	0.0	0.0
106479975	7.0	9.0
9061	3053.0	3184.0
106480963	0.0	0.0
106479974	0.0	2.0
106479973	0.0	0.0
106480962	0.0	0.0
106480965	1.0	0.0
106479972	0.0	0.0
9060	5515.0	2919.0
106480964	1.0	0.0
106479971	0.0	0.0
106479970	0.0	0.0
106480967	2.0	0.0
9066	2088.0	1777.0
106480966	0.0	0.0
9063	3436.0	3603.0
729009	197.0	111.0
106480969	1.0	0.0
9064	1032.0	1256.0
106480968	0.0	0.0
106480970	1.0	1.0
106480972	0.0	0.0
106480971	0.0	0.0
113540	38.0	31.0
106479969	3.0	6.0
9079	1446.0	1884.0
106479968	0.0	0.0
106479967	0.0	0.0
106479966	0.0	0.0
106479965	0.0	0.0
106479964	1.0	0.0
106479963	1.0	0.0
106480974	2.0	2.0
9073	1497.0	1514.0
106479962	0.0	0.0
106480973	0.0	0.0
9070	3253.0	2479.0
106479961	0.0	2.0
106480976	3.0	0.0
9071	7.0	9.0
106479960	1.0	0.0
106480975	0.0	0.0
9076	1143.0	620.0
390402	0.0	0.0
106480978	2.0	0.0
9077	457.0	458.0
390403	0.0	0.0
106480977	1.0	0.0
9074	7.0	8.0
9075	212.0	296.0
106480979	2.0	1.0
100996387	0.0	0.0
390407	2.0	0.0
106480981	1.0	0.0
106480980	1.0	7.0
106480983	1.0	0.0
106480982	2.0	24.0
729025	4.0	0.0
106480949	0.0	0.0
106480948	0.0	0.0
730013	11.0	17.0
137529	1.0	1.0
730010	58.0	3.0
106479999	0.0	0.0
729020	2.0	2.0
113510	1283.0	955.0
106479998	0.0	0.0
729023	9.0	1.0
106479997	0.0	0.0
9083	1.0	0.0
106479996	0.0	0.0
106480941	0.0	0.0
9084	0.0	0.0
389421	0.0	0.0
106479995	0.0	0.0
106480940	0.0	0.0
9081	0.0	0.0
106479994	1.0	2.0
106480943	0.0	0.0
106479993	0.0	0.0
9082	0.0	0.0
106480942	0.0	1.0
9087	445.0	403.0
106479992	0.0	2.0
106480945	0.0	0.0
9088	35.0	38.0
106479991	0.0	0.0
106480944	0.0	0.0
9085	0.0	0.0
106479990	0.0	0.0
106480947	0.0	0.0
9086	1911.0	1800.0
106480946	0.0	0.0
57402	7423.0	9148.0
57403	4845.0	4817.0
57404	4196.0	3993.0
57405	18.0	28.0
389416	22.0	6.0
149501	82.0	57.0
9080	61.0	56.0
106480950	0.0	0.0
57406	841.0	1559.0
57407	2271.0	1990.0
57408	1.0	0.0
730005	17.0	5.0
57409	1166.0	1661.0
106480959	0.0	0.0
729013	1820.0	3631.0
106479989	0.0	0.0
106479988	0.0	0.0
106479987	0.0	0.0
729012	7.0	4.0
106479986	1.0	0.0
9094	1516.0	1394.0
106479985	0.0	0.0
106480952	2.0	1.0
9095	138.0	79.0
106479984	6.0	5.0
106480951	4.0	12.0
9092	5181.0	5097.0
106479983	0.0	0.0
106480954	0.0	0.0
9093	4121.0	4541.0
106479982	0.0	0.0
106480953	0.0	0.0
9098	68.0	56.0
106479981	0.0	0.0
106480956	0.0	0.0
9099	422.0	668.0
106479980	0.0	0.0
106480955	0.0	0.0
9096	69.0	6.0
106480958	0.0	0.0
9097	5357.0	5236.0
106480957	0.0	0.0
57413	113.0	302.0
57414	13207.0	18412.0
57415	431.0	412.0
389404	7.0	3.0
9091	5375.0	9413.0
57410	7662.0	7801.0
389400	0.0	0.0
106480961	0.0	0.0
57412	55.0	109.0
106480960	0.0	0.0
57418	1729.0	1277.0
57419	1174.0	919.0
106480927	0.0	0.0
106479938	1.0	0.0
106479937	0.0	0.0
106480926	0.0	0.0
106479936	0.0	0.0
106480929	0.0	0.0
106479935	5.0	2.0
106480928	0.0	0.0
106479934	0.0	0.0
106479933	0.0	0.0
106479932	1.0	1.0
106479931	0.0	0.0
390431	0.0	0.0
106479930	0.0	0.0
390432	0.0	0.0
400322	798.0	637.0
390433	0.0	0.0
106480921	3.0	6.0
106480920	1.0	1.0
390434	0.0	0.0
106480923	0.0	0.0
390435	0.0	0.0
390436	0.0	0.0
106480922	1.0	0.0
390437	0.0	0.0
106480925	2.0	0.0
106480924	0.0	0.0
390438	0.0	0.0
390439	0.0	0.0
341418	0.0	0.0
341416	0.0	0.0
100996350	1.0	0.0
389434	164333.0	79284.0
642402	0.0	1.0
106479929	0.0	0.0
106479928	0.0	0.0
106479927	4.0	7.0
106480938	1.0	0.0
106479926	0.0	0.0
106480937	0.0	0.0
106479925	0.0	0.0
106479924	0.0	0.0
106480939	0.0	0.0
106479923	5.0	3.0
106479922	0.0	0.0
106479921	0.0	0.0
390440	0.0	0.0
106479920	0.0	0.0
390441	9.0	0.0
353497	90.0	78.0
390442	0.0	0.0
106480930	0.0	4.0
390443	0.0	0.0
389432	673.0	49.0
106480932	0.0	0.0
390445	0.0	0.0
106480931	0.0	0.0
106480934	0.0	0.0
106480933	0.0	0.0
106480936	1.0	0.0
100996348	36.0	52.0
106480935	2.0	8.0
389428	8.0	2.0
341405	0.0	0.0
389422	23.0	7.0
642413	0.0	3.0
106479919	0.0	0.0
106479918	0.0	0.0
106479917	0.0	0.0
106480905	2.0	0.0
106479959	2.0	1.0
106480904	0.0	0.0
106480907	8.0	6.0
106479958	0.0	0.0
106479957	3.0	2.0
106480906	0.0	0.0
106480909	0.0	0.0
106479956	0.0	0.0
106479955	0.0	0.0
106480908	0.0	0.0
106479954	0.0	0.0
106479953	0.0	0.0
106479952	0.0	0.0
654412	0.0	0.0
106479951	0.0	0.0
390411	3.0	1.0
106479950	0.0	0.0
106480901	0.0	0.0
390413	6.0	0.0
106480900	0.0	0.0
106480903	1.0	0.0
390415	0.0	0.0
106480902	2.0	0.0
57446	2811.0	3127.0
57447	6192.0	7892.0
390418	0.0	0.0
100996331	0.0	0.0
57448	9349.0	8489.0
390419	2.0	0.0
57449	570.0	744.0
389458	1.0	0.0
642425	0.0	0.0
642424	0.0	0.0
100125556	343.0	335.0
106479949	0.0	0.0
106480916	7.0	5.0
106479948	0.0	0.0
106480915	2.0	4.0
106480918	0.0	0.0
106479947	0.0	0.0
106480917	0.0	0.0
106479946	0.0	0.0
106479945	0.0	0.0
106479944	0.0	0.0
106480919	0.0	0.0
106479943	5.0	2.0
642443	21.0	5.0
106479942	5.0	4.0
106479941	0.0	0.0
106479940	0.0	0.0
390421	2.0	8.0
57451	232.0	144.0
106480910	1.0	0.0
57452	490.0	306.0
390423	0.0	0.0
414919	1247.0	1534.0
390424	0.0	0.0
106480912	0.0	0.0
106480911	0.0	0.0
106480914	0.0	0.0
414918	845.0	1258.0
106480913	0.0	0.0
57458	1410.0	1913.0
390429	0.0	0.0
57459	3965.0	3330.0
57453	126.0	150.0
57455	1303.0	1048.0
57456	3060.0	2497.0
106479939	2.0	6.0
390472	2.0	0.0
162540	0.0	0.0
150554	25.0	13.0
729082	5600.0	4320.0
729085	161.0	50.0
729079	2.0	0.0
390483	0.0	0.0
730061	4.0	0.0
150568	5.0	0.0
729073	30.0	6.0
497258	772.0	700.0
106479916	0.0	0.0
106479915	0.0	0.0
106479914	0.0	0.0
106479913	0.0	0.0
106479912	0.0	0.0
106479911	0.0	0.0
106479910	0.0	0.0
730094	1342.0	1027.0
730092	1233.0	767.0
730091	823.0	761.0
150577	1.0	3.0
150572	0.0	0.0
106479909	0.0	0.0
106479908	0.0	0.0
106479907	1.0	0.0
106479906	1.0	0.0
106479905	0.0	0.0
106479904	0.0	0.0
106479903	0.0	4.0
102546227	0.0	0.0
106479902	2.0	1.0
730087	148.0	37.0
106479901	0.0	0.0
106479900	0.0	0.0
730086	8.0	2.0
729097	27.0	9.0
389493	424.0	273.0
221613	0.0	0.0
729096	26.0	34.0
729092	34.0	13.0
729046	27.0	42.0
729042	5.0	3.0
729041	113.0	189.0
730029	68.0	64.0
730023	6.0	6.0
729032	0.0	0.0
730016	0.0	0.0
730058	0.0	0.0
730052	6.0	8.0
730051	1351.0	1164.0
221662	95.0	18.0
150538	1.0	1.0
162515	1020.0	1719.0
162517	2.0	4.0
729059	0.0	1.0
162514	17.0	7.0
730041	24.0	22.0
149563	115.0	77.0
221656	6072.0	5231.0
729050	1.0	0.0
221687	177.0	367.0
221692	249.0	1061.0
162494	34.0	8.0
654391	3.0	0.0
198437	3.0	42.0
257629	0.0	1.0
267004	11.0	7.0
149499	5.0	19.0
162466	18.0	49.0
255022	0.0	0.0
162461	2.0	8.0
267010	0.0	0.0
267012	0.0	0.0
267013	2.0	1.0
150472	1304.0	998.0
255031	217.0	182.0
255025	0.0	0.0
101101692	24.0	11.0
255027	1386.0	1909.0
267002	903.0	871.0
150483	36.0	68.0
282617	0.0	0.0
282618	3.0	2.0
282616	0.0	0.0
644990	40.0	75.0
9103	83.0	224.0
9100	5254.0	5681.0
9101	6217.0	5317.0
644994	0.0	1.0
9107	3861.0	2826.0
9104	2307.0	1987.0
400242	394.0	706.0
84959	243.0	338.0
255061	16.0	21.0
84958	879.0	1704.0
654319	5.0	3.0
100996315	7.0	5.0
84966	17.0	41.0
57348	11.0	11.0
282679	218.0	135.0
84968	258.0	523.0
84967	1708.0	1862.0
84962	1897.0	1659.0
57343	1831.0	1403.0
654320	0.0	0.0
255057	30.0	32.0
84961	1356.0	1202.0
654321	8.0	5.0
400238	1.0	1.0
654322	5.0	3.0
84964	168.0	146.0
400236	183.0	194.0
644988	7.0	0.0
84960	159.0	275.0
642326	0.0	0.0
9113	2820.0	1561.0
9114	9414.0	13625.0
9111	1227.0	1199.0
9112	3411.0	3454.0
9117	4036.0	3408.0
9118	4.0	0.0
414899	0.0	0.0
100996307	142.0	120.0
100996306	0.0	0.0
84948	990.0	1179.0
9110	4638.0	5949.0
84947	1245.0	418.0
84955	1417.0	1333.0
84954	903.0	852.0
84957	148.0	203.0
100996301	0.0	0.0
84951	2961.0	3756.0
84950	5516.0	3784.0
84953	169.0	67.0
400224	846.0	598.0
84952	14668.0	10015.0
644998	0.0	0.0
9108	344.0	218.0
642337	1.0	0.0
644997	1.0	0.0
9124	12334.0	7793.0
9125	2491.0	1266.0
9122	1243.0	555.0
9123	3988.0	7323.0
9128	2425.0	2205.0
9129	3212.0	2692.0
9126	4888.0	4067.0
9127	1.0	3.0
94304	0.0	0.0
255043	114.0	127.0
9120	340.0	229.0
9121	1533.0	1918.0
57369	0.0	0.0
84988	1719.0	3170.0
84987	3293.0	4946.0
84989	92.0	67.0
84984	386.0	356.0
84983	3.0	3.0
84986	521.0	388.0
84985	64.0	0.0
642345	5.0	0.0
9119	0.0	0.0
84981	4738.0	5051.0
9135	5566.0	4918.0
9136	1178.0	1110.0
9133	101.0	71.0
9134	61.0	46.0
9139	3325.0	2678.0
267014	0.0	0.0
267015	0.0	1.0
9138	3410.0	3914.0
267017	1.0	2.0
9131	2630.0	3306.0
9132	41.0	33.0
84969	196.0	276.0
9130	3944.0	4794.0
400208	3.0	1.0
84976	1188.0	686.0
400209	117.0	90.0
400206	3.0	3.0
84978	32.0	14.0
84973	1917.0	1530.0
84975	1984.0	1814.0
57379	2.0	0.0
642357	33.0	5.0
84971	892.0	734.0
84970	0.0	0.0
267020	3.0	1.0
9146	3529.0	4090.0
9147	3028.0	2508.0
9144	4942.0	5963.0
9145	1361.0	922.0
9148	8.0	9.0
106479899	0.0	0.0
9149	1609.0	1837.0
106479898	0.0	0.0
106479897	0.0	0.0
106480886	0.0	0.0
106479896	0.0	0.0
106480885	0.0	0.0
106480888	6.0	1.0
106479895	0.0	0.0
106480887	0.0	0.0
106479894	0.0	0.0
106479893	0.0	0.0
9142	1.0	0.0
57380	3139.0	2823.0
9143	10.0	8.0
106479892	0.0	0.0
106480889	0.0	0.0
57381	1198.0	746.0
9140	2267.0	1906.0
106479891	0.0	0.0
9141	2272.0	1132.0
106479890	0.0	0.0
106480891	0.0	0.0
106480890	0.0	0.0
654364	32.0	38.0
106480893	0.0	0.0
106480892	0.0	0.0
106480895	0.0	0.0
106480894	15.0	34.0
9158	3529.0	4270.0
9156	23.0	23.0
106479889	0.0	0.0
9159	1475.0	1360.0
106479888	0.0	0.0
106479887	0.0	2.0
654346	1.0	2.0
106479886	0.0	0.0
106480897	0.0	0.0
9150	1739.0	1891.0
106480896	0.0	0.0
106479885	1.0	0.0
57396	2402.0	2219.0
106480899	0.0	0.0
106479884	0.0	0.0
106479883	0.0	0.0
106480898	0.0	0.0
9153	54.0	46.0
106479882	0.0	0.0
9154	2.0	5.0
106479881	1.0	0.0
106479880	0.0	0.0
57393	289.0	192.0
9152	0.0	0.0
654350	0.0	0.0
84996	651.0	693.0
84991	5412.0	6067.0
84993	2951.0	3149.0
84992	0.0	0.0
9168	15596.0	15505.0
9169	10332.0	8232.0
9166	4379.0	4464.0
642395	17.0	10.0
9167	5816.0	4932.0
642394	1.0	7.0
106480864	0.0	0.0
106480863	0.0	0.0
106480866	0.0	0.0
106480865	0.0	0.0
106480868	0.0	0.0
255082	977.0	921.0
106480867	0.0	0.0
9162	18768.0	11052.0
106480869	0.0	0.0
654383	0.0	0.0
106480871	1.0	0.0
106480870	1.0	0.0
106480873	0.0	0.0
282697	0.0	1.0
400258	8.0	64.0
106480872	0.0	0.0
642389	0.0	0.0
654381	0.0	0.0
9179	1185.0	1343.0
9177	0.0	0.0
106480875	0.0	0.0
9172	284.0	342.0
106480874	0.0	0.0
106480877	0.0	0.0
9170	733.0	550.0
106480876	0.0	0.0
9175	3413.0	2505.0
106480879	0.0	0.0
106480878	0.0	0.0
9173	361.0	46.0
106480880	3.0	8.0
106480882	0.0	0.0
106480881	0.0	0.0
654376	0.0	1.0
106480884	0.0	0.0
106480883	1.0	0.0
654370	1.0	0.0
137868	0.0	0.0
730112	15.0	34.0
106480849	0.0	0.0
729123	6.0	2.0
9188	5743.0	4585.0
106479859	0.0	0.0
106479858	3.0	5.0
9189	4036.0	2806.0
106479857	0.0	0.0
106479856	0.0	0.0
106479855	0.0	0.0
106479854	0.0	0.0
729121	0.0	0.0
9182	864.0	128.0
106479853	0.0	0.0
106480842	0.0	0.0
9183	1049.0	796.0
106479852	0.0	0.0
106480841	0.0	0.0
9180	2267.0	1627.0
106480844	0.0	0.0
106479851	0.0	0.0
9181	4821.0	3804.0
106479850	1.0	0.0
106480843	0.0	0.0
106480846	0.0	0.0
9187	1561.0	1065.0
106480845	1.0	0.0
9184	3954.0	3160.0
106480848	0.0	0.0
9185	626.0	1096.0
106480847	0.0	0.0
57501	36.0	81.0
57502	82.0	114.0
57504	2161.0	1877.0
125875	66.0	125.0
106480851	0.0	0.0
106480850	0.0	0.0
57509	4650.0	3980.0
730109	2.0	7.0
137872	684.0	611.0
102546175	1.0	0.0
57505	1476.0	1375.0
644903	25.0	40.0
57506	8849.0	9845.0
57507	2342.0	1002.0
57508	1023.0	975.0
106479849	0.0	0.0
106479848	0.0	0.0
106479847	0.0	0.0
106479846	0.0	0.0
106479845	0.0	0.0
106479844	0.0	0.0
106479843	0.0	0.0
106479842	0.0	0.0
106480853	0.0	0.0
9194	266.0	87.0
106479841	0.0	0.0
106480852	0.0	0.0
9191	2291.0	2151.0
106479840	0.0	0.0
106480855	0.0	0.0
106480854	0.0	0.0
9197	4887.0	3364.0
106480857	2.0	0.0
106480856	2.0	1.0
106480859	0.0	0.0
729119	3.0	1.0
9196	50.0	21.0
106480858	0.0	0.0
57512	71.0	37.0
57513	3447.0	4141.0
57514	6437.0	4417.0
123207	1628.0	2114.0
57515	30718.0	14283.0
106480860	0.0	0.0
57510	4240.0	3639.0
106480862	0.0	0.0
57511	2638.0	2134.0
106480861	0.0	0.0
644911	7.0	0.0
644914	7.0	7.0
57519	452.0	264.0
729146	4.0	0.0
106480828	0.0	0.0
113878	583.0	498.0
135228	364.0	230.0
106480827	0.0	0.0
729148	116.0	63.0
106480829	0.0	0.0
137886	3354.0	3270.0
106479879	0.0	0.0
730130	5.0	0.0
106479878	0.0	0.0
106479877	0.0	0.0
106479876	5.0	1.0
106480820	1.0	0.0
106479875	0.0	0.0
106479874	0.0	1.0
106479873	0.0	0.0
106480822	0.0	0.0
106479872	1.0	0.0
106480821	0.0	0.0
106479871	0.0	0.0
106480824	0.0	0.0
106479870	3.0	5.0
106480823	1.0	0.0
106480826	0.0	0.0
106480825	0.0	0.0
57523	4151.0	3368.0
57524	117.0	274.0
57526	64.0	30.0
644928	4.0	4.0
57520	1059.0	1368.0
57521	2597.0	2400.0
57522	1877.0	2011.0
57528	770.0	22.0
57529	60.0	31.0
106480839	1.0	0.0
106480838	0.0	0.0
106479869	0.0	0.0
729131	12.0	7.0
106479868	0.0	0.0
106479867	0.0	0.0
106479866	0.0	0.0
106479865	4.0	2.0
106479864	0.0	0.0
106480831	0.0	0.0
106479863	0.0	0.0
106480830	0.0	0.0
106480833	0.0	0.0
106479862	0.0	0.0
106479861	0.0	0.0
106480832	0.0	0.0
353116	2429.0	2152.0
106479860	2.0	0.0
106480835	0.0	0.0
106480834	0.0	0.0
106480837	9.0	9.0
106480836	0.0	0.0
57534	6029.0	4768.0
57535	7365.0	836.0
343727	0.0	0.0
57536	768.0	409.0
57537	1059.0	6294.0
150864	735.0	602.0
57530	2285.0	3044.0
57531	1073.0	376.0
57532	8232.0	7105.0
106480840	0.0	0.0
57533	1930.0	1834.0
57538	1276.0	1697.0
57539	2669.0	1619.0
106479817	2.0	1.0
106480806	1.0	1.0
106479816	0.0	1.0
106480805	0.0	0.0
106479815	0.0	0.0
106480808	0.0	0.0
106480807	0.0	0.0
106479814	0.0	0.0
106479813	0.0	0.0
106480809	0.0	0.0
106479812	0.0	0.0
106479811	0.0	0.0
106479810	1.0	1.0
123263	714.0	751.0
106480800	0.0	0.0
123264	12.0	21.0
57540	4.0	61.0
106480802	2.0	0.0
106480801	0.0	0.0
106480804	1.0	2.0
106480803	0.0	0.0
57545	1094.0	632.0
57546	1907.0	1911.0
57547	430.0	359.0
57541	1349.0	1120.0
57542	2840.0	2170.0
353132	0.0	0.0
57544	760.0	255.0
353131	0.0	0.0
644943	56.0	27.0
57549	418.0	189.0
106479809	0.0	0.0
106479808	0.0	0.0
644945	0.0	0.0
100101490	110.0	73.0
106479807	0.0	0.0
137835	54.0	38.0
106479806	1.0	0.0
106480817	0.0	0.0
106480816	0.0	0.0
106479805	0.0	0.0
106480819	0.0	1.0
106479804	0.0	0.0
106479803	0.0	0.0
106480818	0.0	0.0
644961	32.0	14.0
106479802	7.0	12.0
106479801	0.0	0.0
644962	3.0	0.0
106479800	0.0	0.0
353134	0.0	0.0
353133	0.0	0.0
106480811	0.0	0.0
57551	7788.0	6470.0
353135	0.0	0.0
106480810	0.0	0.0
106480813	0.0	0.0
106480812	6.0	6.0
353137	0.0	0.0
106480815	0.0	0.0
353139	0.0	0.0
106480814	0.0	0.0
57556	1349.0	811.0
57558	708.0	793.0
57559	61.0	39.0
57552	867.0	746.0
353141	0.0	0.0
353140	0.0	0.0
57553	2420.0	2087.0
57554	699.0	364.0
353143	0.0	0.0
57555	896.0	651.0
353142	0.0	0.0
343702	0.0	0.0
729102	6.0	2.0
106479839	0.0	0.0
106479838	0.0	0.0
729101	3.0	1.0
106479837	0.0	0.0
106479836	5.0	7.0
106479835	0.0	5.0
644972	198.0	44.0
106479834	0.0	0.0
106479833	0.0	0.0
642311	1.0	2.0
106479832	0.0	0.0
353145	0.0	0.0
106479831	0.0	0.0
389101	12.0	1.0
102465906	0.0	0.0
57560	1413.0	905.0
106479830	0.0	0.0
353144	0.0	0.0
57561	17016.0	12939.0
57562	1125.0	495.0
149830	0.0	0.0
57567	1595.0	1939.0
57568	1490.0	2096.0
57569	1292.0	1680.0
57563	5639.0	4475.0
57565	2469.0	2518.0
106479829	3.0	1.0
106479828	2.0	4.0
106479827	0.0	0.0
106479826	0.0	0.0
106479825	1.0	2.0
106479824	2.0	0.0
106479823	0.0	0.0
106479822	0.0	1.0
106479821	0.0	0.0
57570	1449.0	1085.0
125893	513.0	341.0
106479820	4.0	3.0
57571	1732.0	3940.0
57572	3087.0	2156.0
149840	330.0	454.0
57573	1311.0	782.0
102465910	0.0	0.0
57578	87.0	61.0
57579	761.0	646.0
149837	456.0	349.0
123228	791.0	750.0
57574	1.0	1.0
353163	1.0	0.0
57575	50.0	4.0
102465909	0.0	0.0
57576	232.0	244.0
102465908	0.0	0.0
57577	1792.0	1559.0
353164	1.0	1.0
102465907	0.0	0.0
644974	20.0	10.0
642317	0.0	2.0
106479819	0.0	0.0
106479818	0.0	0.0
730198	0.0	0.0
730196	0.0	0.0
390110	0.0	2.0
389123	0.0	0.0
389124	0.0	0.0
730190	0.0	1.0
390116	0.0	0.0
389120	1.0	7.0
390117	0.0	0.0
147276	1.0	0.0
389118	0.0	4.0
389119	74.0	88.0
353174	21.0	14.0
389114	766.0	378.0
135293	2472.0	707.0
135295	276.0	84.0
729196	0.0	0.0
729198	1.0	1.0
730180	4.0	1.0
353189	138.0	4.0
392752	11.0	12.0
389144	0.0	0.0
389141	7.0	2.0
123283	1615.0	1271.0
102465944	0.0	0.0
353194	0.0	0.0
353196	0.0	0.0
389136	317.0	54.0
389137	5.0	7.0
390102	1.0	0.0
100526416	2.0	0.0
389125	2.0	4.0
389160	9.0	0.0
390151	0.0	0.0
390152	0.0	0.0
729163	0.0	0.0
730152	0.0	0.0
390154	0.0	0.0
390155	0.0	0.0
390157	0.0	0.0
389168	47.0	14.0
390158	9.0	5.0
389161	1.0	1.0
147226	8.0	4.0
389158	0.0	0.0
147228	0.0	0.0
135250	11.0	10.0
102465975	1.0	0.0
729156	4.0	10.0
102465974	1.0	1.0
730144	13.0	4.0
390162	0.0	0.0
390166	0.0	0.0
389156	13.0	6.0
390167	0.0	0.0
390168	0.0	0.0
389152	0.0	0.0
102465978	0.0	0.0
102465977	0.0	0.0
389151	0.0	0.0
102465976	0.0	0.0
729150	2.0	1.0
730138	17.0	5.0
102465985	0.0	0.0
730174	4.0	1.0
390131	0.0	0.0
390133	0.0	0.0
390134	0.0	0.0
221301	3.0	4.0
390136	0.0	0.0
390137	0.0	0.0
221303	116.0	164.0
390138	0.0	0.0
221302	599.0	272.0
390139	0.0	0.0
729182	5.0	0.0
135270	0.0	0.0
389170	196.0	230.0
729178	48.0	24.0
102465995	0.0	1.0
102465993	0.0	0.0
390142	0.0	0.0
729177	1.0	0.0
390144	0.0	0.0
729176	1.0	2.0
389179	69.0	7.0
389177	1.0	0.0
390148	0.0	0.0
729171	68.0	75.0
390072	6.0	10.0
390073	0.0	0.0
390075	0.0	0.0
390077	0.0	0.0
390078	0.0	0.0
390079	1.0	0.0
221322	560.0	148.0
642290	2.0	3.0
389084	22.0	4.0
390081	0.0	0.0
390082	0.0	0.0
389072	494.0	362.0
390083	0.0	0.0
390084	0.0	0.0
389075	0.0	0.0
389073	0.0	0.0
390091	5.0	12.0
105616982	0.0	1.0
390053	0.0	0.0
390054	0.0	0.0
390058	0.0	0.0
390059	0.0	0.0
390061	1.0	1.0
390063	1.0	0.0
390064	0.0	0.0
389090	0.0	0.0
390066	0.0	0.0
390067	1.0	0.0
221336	101.0	36.0
147199	0.0	0.0
257313	20.0	12.0
221357	0.0	0.0
196120	0.0	0.0
9201	385.0	93.0
9202	5464.0	4459.0
9200	244.0	177.0
9205	1571.0	1401.0
9206	0.0	0.0
9203	4284.0	3765.0
9204	1322.0	1165.0
221391	1.0	2.0
221393	3.0	0.0
221395	6289.0	6761.0
9212	18.0	15.0
9213	3784.0	5839.0
9210	0.0	0.0
9211	6.0	2.0
9217	10806.0	10375.0
9214	122.0	127.0
9215	969.0	638.0
284904	14.0	3.0
284900	784.0	481.0
9209	4428.0	4872.0
159195	15207.0	10081.0
9207	2.0	0.0
9208	9227.0	5470.0
9223	6119.0	5428.0
9221	9697.0	7585.0
9227	782.0	578.0
644873	2309.0	2107.0
9228	313.0	454.0
644871	0.0	0.0
57460	938.0	1150.0
57461	1488.0	1467.0
57462	612.0	768.0
257364	3385.0	3758.0
57463	2647.0	2077.0
9220	96.0	80.0
57468	17.0	49.0
57469	163.0	196.0
57464	44.0	88.0
257358	1.0	5.0
57465	2017.0	4090.0
57466	2695.0	2621.0
57467	1713.0	663.0
9218	14137.0	7345.0
9219	4432.0	4666.0
113802	235.0	131.0
9235	449.0	639.0
644881	0.0	1.0
9232	4777.0	4181.0
9238	2244.0	2508.0
9236	2546.0	2739.0
57471	2.0	8.0
101101773	62.0	49.0
57472	3148.0	2468.0
101101772	0.0	0.0
57473	4679.0	4359.0
57474	81.0	58.0
9230	14401.0	7827.0
9231	8851.0	6059.0
101101776	0.0	0.0
101101775	178.0	111.0
57470	5318.0	5601.0
57479	2910.0	3374.0
791114	325.0	111.0
791115	0.0	0.0
57475	17927.0	8114.0
105616916	0.0	1.0
57476	1606.0	2783.0
57477	559.0	978.0
57478	727.0	692.0
644877	8.0	8.0
9229	66.0	46.0
9245	234.0	58.0
9246	3136.0	3716.0
9244	549.0	72.0
644890	12.0	22.0
9249	5828.0	6425.0
644896	8.0	2.0
9247	1.0	0.0
9248	0.0	0.0
57482	22.0	2.0
106480787	0.0	0.0
106480786	0.0	0.0
57484	3400.0	2293.0
106480789	4.0	2.0
106480788	0.0	0.0
9241	15.0	72.0
9242	156.0	31.0
57480	929.0	980.0
9240	3214.0	2235.0
57481	5.0	0.0
106480790	0.0	0.0
284958	0.0	0.0
106480792	0.0	0.0
106480791	0.0	2.0
57486	1592.0	1243.0
106480794	0.0	0.0
106480793	0.0	0.0
57488	15286.0	10504.0
106480796	30824.0	20966.0
57489	2149.0	1570.0
106480795	54.0	49.0
9256	3193.0	1763.0
9254	779.0	545.0
9255	4298.0	4027.0
137814	0.0	0.0
341152	0.0	0.0
9258	2201.0	2696.0
57493	13459.0	11103.0
106480798	0.0	0.0
57494	3656.0	3028.0
106480797	0.0	0.0
57495	211.0	19.0
57496	5147.0	5242.0
106480799	0.0	0.0
9252	730.0	299.0
9253	960.0	608.0
57491	174.0	251.0
57492	10559.0	6490.0
284948	413.0	423.0
57497	4.0	10.0
57498	6923.0	6672.0
284942	431.0	523.0
642236	96.0	27.0
402509	1.0	0.0
341148	3.0	0.0
9267	5218.0	4836.0
9265	5891.0	7671.0
9266	7091.0	6476.0
106479779	10.0	8.0
106479778	0.0	0.0
106479777	5.0	2.0
106480765	1.0	0.0
106479776	0.0	0.0
9260	944.0	1634.0
106480764	0.0	0.0
106479775	0.0	0.0
106480767	0.0	0.0
106479774	0.0	0.0
106480766	0.0	0.0
106479773	0.0	0.0
9263	989.0	783.0
106480769	0.0	0.0
106479772	0.0	0.0
106480768	2.0	0.0
106479771	0.0	0.0
9261	9790.0	9937.0
106479770	0.0	0.0
9262	699.0	597.0
106480770	0.0	0.0
106480772	0.0	0.0
106480771	0.0	0.0
106480774	0.0	0.0
106480773	0.0	0.0
9278	3194.0	2519.0
9276	13719.0	12715.0
9277	2726.0	2559.0
106479769	1.0	4.0
106479768	0.0	0.0
106479767	0.0	0.0
106479766	0.0	0.0
9270	2286.0	1855.0
106479765	0.0	0.0
106480776	0.0	0.0
9271	63.0	30.0
