id	a69e1384-d0ce-4ad7-b1b1-fe5c38aa6cb8	108c8f50-ed04-436c-b49e-dcdb1da0b827
400617	125.0	509.0
64065	4219.0	9498.0
91662	16.0	26.0
91663	22402.0	12839.0
64064	104.0	14.0
64067	556.0	923.0
64066	1.0	0.0
91661	794.0	411.0
91664	795.0	367.0
147463	298.0	35.0
387111	4.0	6.0
27076	150.0	300.0
390748	1.0	1.0
27077	3015.0	2442.0
400604	189.0	173.0
27074	153.0	588.0
27075	2339.0	3452.0
389766	8.0	7.0
387103	49.0	107.0
387104	17.0	7.0
27079	764.0	686.0
389763	0.0	0.0
341784	1.0	0.0
642996	0.0	3.0
27072	4859.0	3590.0
160419	2.0	2.0
64061	4247.0	4495.0
400609	0.0	0.0
160418	1606.0	915.0
64063	262.0	773.0
27071	103.0	70.0
64062	4383.0	3092.0
91695	351.0	407.0
100313772	0.0	0.0
100313773	0.0	0.0
64078	27.0	136.0
100313770	0.0	1.0
64077	4601.0	6059.0
91694	2697.0	1527.0
100313771	0.0	0.0
390790	0.0	0.0
221927	2587.0	3683.0
390792	1.0	1.0
400680	18.0	10.0
27043	4496.0	5252.0
27044	19183.0	17362.0
27042	2161.0	1800.0
389799	14.0	11.0
100313778	0.0	0.0
100313779	0.0	0.0
64072	836.0	118.0
100313777	0.0	0.0
27040	25.0	32.0
100313774	0.0	0.0
64073	134.0	1053.0
64087	8473.0	4981.0
221914	11.0	20.0
64089	1138.0	645.0
100313781	0.0	0.0
91683	17.0	4321.0
91689	4712.0	5009.0
100313780	0.0	0.0
245908	0.0	0.0
91687	232.0	173.0
245909	0.0	0.0
400673	462.0	387.0
389792	135.0	568.0
389791	11.0	27.0
387129	1.0	2.0
400668	1.0	58.0
389787	23.0	55.0
64081	423.0	293.0
64080	1073.0	1195.0
64083	7617.0	4830.0
64084	967.0	28.0
64098	273.0	399.0
64097	1180.0	832.0
400660	130.0	78.0
8909	63.0	52.0
27022	3.0	0.0
8907	2729.0	2592.0
341757	2.0	0.0
400658	33.0	37.0
8908	305.0	181.0
147407	2.0	7.0
27020	10858.0	8283.0
400657	1181.0	931.0
27023	4.0	0.0
400654	1.0	0.0
64090	4.0	8.0
64092	103.0	97.0
64091	289.0	369.0
8900	22.0	108.0
64094	29721.0	7612.0
8905	1070.0	866.0
147409	0.0	0.0
64093	1430.0	1678.0
8906	1766.0	2879.0
64096	61.0	45.0
8904	8154.0	10796.0
221935	147.0	1020.0
221937	2163.0	1880.0
221938	0.0	0.0
400652	9.0	14.0
400650	24.0	25.0
27039	14.0	11.0
27032	7807.0	7202.0
27033	32.0	41.0
27030	3213.0	1992.0
27031	1436.0	1178.0
27036	12.0	36.0
400645	0.0	0.0
27037	2302.0	3318.0
400644	14.0	15.0
27034	6484.0	3288.0
400643	0.0	0.0
27035	49.0	61.0
8912	2869.0	1041.0
100313769	1.0	2.0
8913	59.0	22.0
8910	3244.0	3119.0
8911	2417.0	4049.0
8916	3751.0	2290.0
8914	1078.0	1007.0
8915	1403.0	908.0
245935	0.0	0.0
245936	0.0	0.0
245937	0.0	0.0
245938	0.0	0.0
8930	2663.0	3221.0
245939	0.0	0.0
221960	562.0	465.0
245930	0.0	0.0
245931	0.0	0.0
245932	0.0	0.0
245934	0.0	0.0
8929	0.0	1.0
8924	7860.0	4582.0
8927	244.0	170.0
8928	2.0	6.0
8925	10364.0	5160.0
8926	75.0	41.0
221955	1471.0	1793.0
8941	0.0	0.0
8942	112.0	101.0
375189	51.0	95.0
8940	35.0	21.0
245940	0.0	0.0
206338	35.0	3.0
375190	520.0	484.0
196446	7.0	3.0
8934	5281.0	3384.0
8935	1707.0	1053.0
196441	3431.0	2488.0
8932	8322.0	7941.0
8933	4139.0	5294.0
8938	119.0	2263.0
8939	7902.0	4772.0
8936	258.0	438.0
326105	1.0	0.0
245913	1.0	0.0
245915	0.0	0.0
221981	1503.0	215.0
245910	0.0	0.0
206358	464.0	349.0
245911	2.0	0.0
245912	1.0	4.0
196415	0.0	0.0
642909	4.0	3.0
642907	0.0	0.0
8945	2466.0	1742.0
54659	0.0	0.0
54658	0.0	0.0
8943	12131.0	11127.0
54657	0.0	0.0
8944	0.0	0.0
196410	214.0	5237.0
245927	0.0	0.0
245928	0.0	0.0
6300	170.0	220.0
245929	0.0	0.0
6302	5828.0	5547.0
6301	13016.0	15313.0
160492	12.0	2.0
54662	5237.0	4461.0
54661	4.0	1.0
54660	38.0	16.0
54665	2614.0	1439.0
54664	6900.0	3065.0
54663	1650.0	2178.0
8970	36.0	70.0
8971	4517.0	4182.0
101928363	9.0	3.0
8974	1107.0	5803.0
6311	2450.0	2168.0
8975	3710.0	3133.0
6310	4074.0	2564.0
91612	4201.0	2868.0
100421601	0.0	0.0
8972	22.0	4.0
8973	3.0	20.0
245972	2.0	21.0
245973	113.0	203.0
54677	7429.0	4582.0
54676	3074.0	3964.0
54675	3368.0	3399.0
147468	0.0	0.0
54674	1780.0	4261.0
6304	5601.0	4488.0
6303	50550.0	69661.0
8968	0.0	4.0
6305	26785.0	9705.0
91603	1944.0	1486.0
91608	44.0	76.0
6307	2330.0	2796.0
642924	19.0	3.0
8969	39.0	51.0
6309	2552.0	2570.0
91607	4624.0	2060.0
6320	312.0	564.0
6322	476.0	348.0
8985	3510.0	4161.0
8986	1281.0	1782.0
64002	0.0	0.0
101928378	225.0	306.0
6324	327.0	1889.0
64005	210.0	2757.0
6323	5.0	10.0
101928376	3.0	229.0
54680	2056.0	1431.0
642938	14.0	22.0
54682	2206.0	1709.0
54681	5248.0	7493.0
196403	3460.0	3341.0
6315	0.0	0.0
6314	2852.0	1239.0
6317	0.0	0.0
8976	6629.0	4191.0
6319	377.0	588.0
6318	0.0	0.0
642935	9.0	7.0
8992	16682.0	15961.0
8993	4.0	2.0
6331	80.0	637.0
8991	29419.0	18712.0
6330	2788.0	1762.0
100421621	7.0	5.0
8996	1555.0	1964.0
101928388	18.0	14.0
6332	253.0	106.0
8997	910.0	876.0
8994	8299.0	4086.0
6335	61.0	93.0
8995	9.0	36.0
6334	65.0	90.0
147495	728.0	882.0
100421629	0.0	0.0
8989	5.0	0.0
6326	15.0	1.0
8987	91.0	171.0
6328	247.0	3.0
91624	1604.0	110.0
6327	569.0	1245.0
8988	0.0	0.0
6329	1015.0	862.0
642946	169.0	141.0
6340	1096.0	2357.0
6342	13162.0	7985.0
6341	2726.0	1688.0
6344	168.0	93.0
100421633	0.0	0.0
6343	10.0	2.0
100421634	0.0	0.0
6346	0.0	0.0
6345	1853.0	1631.0
100421638	0.0	0.0
642958	1.0	1.0
642959	1.0	1.0
6337	8552.0	11341.0
642952	0.0	0.0
6336	0.0	0.0
6339	170.0	314.0
91614	31.0	38.0
8999	474.0	661.0
6338	1223.0	1104.0
642954	22.0	25.0
6351	837.0	282.0
6352	2337.0	1080.0
6355	100.0	62.0
6354	0.0	6.0
6357	22.0	346.0
6356	0.0	2.0
100421528	2.0	1.0
6348	222.0	181.0
6347	2761.0	935.0
196394	431.0	356.0
6362	22.0	238.0
6361	9.0	44.0
6364	5.0	29.0
6363	564.0	59.0
100421533	9.0	16.0
6366	12600.0	332.0
100421535	0.0	0.0
6368	17.0	6.0
6367	27.0	99.0
101928337	733.0	339.0
6360	15.0	6.0
255349	1.0	9.0
6359	1.0	0.0
6358	293.0	81.0
6373	103.0	60.0
101928340	0.0	1.0
6372	1.0	2.0
100421542	0.0	0.0
6375	38.0	27.0
6374	1.0	12.0
100421545	23.0	54.0
6376	4657.0	10999.0
101928345	0.0	0.0
100421549	0.0	0.0
6370	4.0	23.0
255313	0.0	0.0
196374	12.0	1.0
6369	16.0	16.0
6383	54825.0	31470.0
6386	11372.0	5297.0
6385	9509.0	85043.0
6388	3750.0	5587.0
6387	12452.0	1554.0
6389	6745.0	5214.0
255330	0.0	0.0
6382	5340.0	6590.0
102724246	4.0	2.0
255324	0.0	0.0
196385	46.0	29.0
196383	4908.0	4677.0
100421550	3.0	0.0
6397	7759.0	4955.0
100421565	0.0	0.0
6396	7829.0	8097.0
100421566	0.0	0.0
6399	944.0	1075.0
6398	132.0	145.0
6391	7973.0	4699.0
6390	4328.0	3874.0
6392	7539.0	4426.0
282997	285.0	353.0
282996	281.0	111.0
100134229	514.0	464.0
282991	2230.0	2864.0
100421560	0.0	0.0
100421577	19.0	30.0
100421579	1.0	4.0
255394	780.0	424.0
102724224	3.0	2.0
54600	1.0	0.0
54602	2445.0	1723.0
282980	1.0	0.0
54606	4353.0	4842.0
100421572	0.0	0.0
100421588	0.0	2.0
100421589	19.0	93.0
282974	377.0	558.0
282973	100.0	34.0
54619	591.0	463.0
100421581	0.0	1.0
196335	5.0	0.0
100421582	16.0	10.0
54617	3604.0	2792.0
100421598	0.0	0.0
100421599	2.0	2.0
255374	175.0	210.0
282969	271.0	486.0
102724201	3.0	0.0
282966	0.0	0.0
54622	1713.0	1106.0
100134259	29.0	19.0
54621	3268.0	3656.0
54620	791.0	1377.0
54626	0.0	21.0
54625	4626.0	8596.0
54623	6298.0	8383.0
54629	4622.0	1427.0
54627	518.0	368.0
27005	2672.0	2290.0
27006	0.0	9.0
27000	2203.0	2344.0
27004	1.0	0.0
27018	17545.0	10808.0
27019	9.0	38.0
400591	0.0	0.0
27010	446.0	476.0
27012	38.0	56.0
27013	7889.0	7333.0
400581	7.0	7.0
400578	0.0	3.0
400569	1368.0	1340.0
400566	783.0	761.0
389715	0.0	0.0
100313829	0.0	0.0
390729	1.0	3.0
100313824	0.0	0.0
100313822	0.0	0.0
389740	130.0	26.0
389730	0.0	0.0
100038246	0.0	0.0
389727	0.0	0.0
91775	1558.0	1349.0
390872	0.0	0.0
390874	1.0	0.0
654835	0.0	0.0
400759	402.0	519.0
400757	1.0	0.0
125997	0.0	0.0
389874	0.0	0.0
389873	1.0	1.0
400752	424.0	253.0
137994	101.0	75.0
642843	2.0	2.0
91768	2098.0	1880.0
64151	16.0	40.0
64150	217.0	1.0
64168	436.0	106.0
64167	297.0	753.0
390883	0.0	0.0
390882	0.0	0.0
390885	0.0	0.0
390886	0.0	0.0
125988	2566.0	3068.0
400746	603.0	1689.0
400745	83.0	203.0
389866	4.0	7.0
150962	818.0	975.0
64175	1271.0	2251.0
162968	188.0	182.0
64174	203.0	99.0
162966	429.0	262.0
162967	1537.0	1208.0
162962	510.0	472.0
162963	537.0	446.0
125981	1.0	15.0
149992	0.0	1.0
390856	0.0	0.0
390858	3.0	20.0
27187	4.0	0.0
390857	0.0	0.0
400736	0.0	0.0
400735	0.0	0.0
27185	431.0	458.0
149986	2734.0	2661.0
147323	3.0	1.0
326293	1.0	1.0
100313839	0.0	0.0
389898	1.0	0.0
100313837	0.0	0.0
326295	0.0	0.0
27189	0.0	2.0
100313838	0.0	0.0
326294	0.0	0.0
125972	7.0	3.0
642864	0.0	1.0
100313835	0.0	0.0
326296	0.0	0.0
326298	0.0	0.0
375260	309.0	346.0
27183	6400.0	5936.0
64170	47.0	162.0
642869	0.0	2.0
27180	36.0	67.0
27181	10.0	17.0
64172	647.0	606.0
100313830	0.0	0.0
375248	240.0	120.0
91782	3659.0	3352.0
27197	7.0	19.0
147339	2698.0	1907.0
27198	333.0	404.0
27195	0.0	0.0
125965	2.0	7.0
27196	0.0	0.0
125963	0.0	0.0
125962	0.0	0.0
27199	47.0	11.0
400720	2120.0	1155.0
149998	225.0	3.0
389884	1.0	0.0
326286	6.0	3.0
27190	6.0	1.0
64180	8.0	2.0
27193	0.0	0.0
100313842	1.0	0.0
642879	0.0	0.0
100313843	0.0	0.0
27194	0.0	0.0
400728	9.0	7.0
64184	0.0	0.0
100313840	0.0	2.0
100313841	0.0	0.0
100313892	0.0	0.0
642891	3.0	0.0
387264	2.0	4.0
387263	1478.0	696.0
206412	30.0	35.0
27164	1.0	0.0
27165	34.0	76.0
27163	1978.0	1242.0
400799	2.0	0.0
400798	70.0	51.0
27166	2118.0	2589.0
400797	0.0	0.0
326272	0.0	0.0
326275	3.0	2.0
326277	0.0	0.0
326279	6.0	10.0
27160	1.0	2.0
27161	3768.0	1885.0
326278	3.0	4.0
100313895	0.0	0.0
642888	0.0	0.0
100313896	7.0	0.0
387254	0.0	0.0
400793	200.0	381.0
150928	167.0	166.0
27175	1386.0	2053.0
149934	0.0	0.0
27173	10156.0	11277.0
150921	4.0	5.0
27179	0.0	0.0
27177	0.0	0.0
27178	0.0	0.0
341883	14.0	0.0
341880	71.0	6.0
27170	0.0	0.0
326269	0.0	0.0
137964	5083.0	4626.0
390892	0.0	0.0
375298	221.0	393.0
149951	5479.0	6359.0
27148	2209.0	1839.0
390895	0.0	0.0
206426	2.0	2.0
27143	1145.0	844.0
27141	70.0	34.0
27146	21.0	32.0
106029310	0.0	0.0
27147	822.0	340.0
27145	805.0	319.0
123355	1206.0	906.0
137970	27.0	177.0
375287	2209.0	1604.0
387276	0.0	0.0
27159	84.0	165.0
387273	4.0	33.0
150947	1.0	0.0
150946	340.0	524.0
27153	1583.0	1649.0
27154	4596.0	3402.0
400769	4.0	1.0
27151	2128.0	7511.0
27152	1950.0	1585.0
123346	13.0	1.0
27158	835.0	904.0
400765	0.0	0.0
100293516	503.0	419.0
387266	0.0	0.0
27156	65.0	128.0
149954	10.0	0.0
387267	0.0	0.0
375295	68.0	83.0
100313886	2.0	2.0
100313887	0.0	0.0
100313884	0.0	0.0
101928287	42.0	43.0
160365	15.0	22.0
160364	15.0	18.0
102724316	1303.0	786.0
54754	0.0	0.0
54753	2600.0	2372.0
54752	4.0	3.0
54751	1973.0	1796.0
54758	1762.0	2380.0
54757	1268.0	10617.0
54756	379.0	1653.0
101928290	50.0	17.0
6401	505.0	381.0
6400	11956.0	5765.0
102724307	18.0	10.0
54760	299.0	485.0
54765	9317.0	5120.0
54764	2350.0	1134.0
54763	2.0	0.0
54762	551.0	270.0
54769	836.0	130.0
54768	380.0	335.0
54766	1.0	0.0
159371	618.0	370.0
100421700	1.0	0.0
100421701	0.0	1.0
100421702	2.0	1.0
100421704	93.0	9.0
100421705	0.0	0.0
100421706	5.0	1.0
100421707	0.0	2.0
100421708	0.0	0.0
100421709	0.0	0.0
54776	3953.0	4673.0
91703	6.0	13.0
6403	806.0	319.0
6402	252.0	469.0
6405	2895.0	6986.0
54778	2983.0	1565.0
6404	508.0	776.0
54777	717.0	347.0
6407	0.0	0.0
6406	0.0	0.0
64100	0.0	0.0
64102	4.0	3.0
6421	16474.0	16530.0
100421710	0.0	0.0
64101	64.0	85.0
6423	14265.0	722.0
6422	2665.0	82.0
64106	20.0	317.0
64105	25.0	80.0
64108	312.0	374.0
100421716	0.0	0.0
100421717	0.0	0.0
100421718	0.0	0.0
64109	4.0	47.0
54780	2350.0	2178.0
54785	662.0	707.0
54784	1338.0	1948.0
6414	8476.0	2329.0
6416	3527.0	2713.0
54788	4137.0	5278.0
6415	11924.0	18544.0
6418	18182.0	19670.0
6419	1586.0	1470.0
6430	20426.0	18654.0
64111	0.0	0.0
162989	1963.0	2264.0
64110	3958.0	6987.0
6432	9203.0	8226.0
6431	14087.0	11325.0
64112	4583.0	4159.0
64115	4703.0	4655.0
6434	11711.0	9103.0
101928243	126.0	47.0
6433	2500.0	2843.0
64114	25409.0	26123.0
101928244	2.0	3.0
100421724	4.0	25.0
64116	1817.0	1320.0
64118	4859.0	5510.0
101928248	42.0	27.0
100421728	0.0	0.0
54790	1699.0	977.0
100421729	0.0	0.0
104548973	5.0	2.0
104548972	2.0	0.0
54793	1597.0	871.0
400713	1316.0	1086.0
104548971	3.0	1.0
104548970	0.0	0.0
54798	28.0	110.0
255411	1.0	0.0
54797	1188.0	996.0
54796	2090.0	2680.0
54795	2676.0	2443.0
6425	28.0	3.0
6424	4120.0	624.0
150992	0.0	0.0
6427	7844.0	7294.0
54799	2037.0	1468.0
6426	12359.0	8357.0
6429	6621.0	7474.0
6428	20857.0	16241.0
162979	36.0	51.0
6441	570.0	620.0
64122	1499.0	1708.0
64121	1188.0	1745.0
6440	181.0	28.0
100421731	0.0	1.0
6443	2066.0	4009.0
101928256	0.0	0.0
6442	136.0	8.0
64123	2011.0	1556.0
100421733	0.0	0.0
6445	9.0	11.0
100421734	1.0	0.0
6444	5039.0	1318.0
160313	0.0	0.0
100421736	0.0	0.0
64127	69.0	75.0
162972	1464.0	783.0
64129	6141.0	6764.0
255426	271.0	594.0
642818	0.0	0.0
642819	597.0	673.0
400709	46.0	31.0
6439	80.0	34904.0
642812	7.0	4.0
64131	2072.0	1174.0
654817	31.0	42.0
6450	780.0	373.0
91750	934.0	644.0
64130	319.0	289.0
654816	16.0	26.0
6452	1799.0	2368.0
100421741	0.0	0.0
64132	2440.0	3534.0
6451	10621.0	7200.0
64135	1752.0	1669.0
91754	8671.0	5699.0
6453	2893.0	1687.0
6456	591.0	19.0
91752	13.0	8.0
64137	40.0	34.0
6455	4031.0	8359.0
147372	43.0	5.0
6447	150.0	5213.0
6446	5841.0	2985.0
91748	3783.0	1855.0
6449	6584.0	7106.0
135398	73.0	13.0
91746	7977.0	5991.0
6448	2678.0	4877.0
91749	458.0	330.0
6461	677.0	1086.0
6462	69.0	65.0
6465	0.0	1.0
100421754	0.0	0.0
64146	95.0	130.0
64145	4933.0	3735.0
6464	8300.0	8890.0
162998	5.0	5.0
100421756	1.0	1.0
101928276	0.0	0.0
64147	1278.0	1338.0
160335	1541.0	793.0
6466	3.0	0.0
162993	597.0	502.0
64149	2579.0	1826.0
147381	22.0	0.0
255403	490.0	233.0
6458	15.0	16.0
6457	4.0	3.0
91734	1.0	0.0
6459	8.0	8.0
6472	2046.0	3525.0
6471	1.0	1.0
6474	106.0	32.0
6473	0.0	0.0
6476	0.0	0.0
6478	1222.0	1095.0
6477	1123.0	811.0
101928200	11.0	1.0
100421648	0.0	1.0
6470	7912.0	8774.0
6469	0.0	0.0
6468	5324.0	7342.0
6483	2016.0	1929.0
6482	26242.0	27468.0
100421652	2.0	4.0
6484	978.0	459.0
6487	1520.0	1684.0
196294	594.0	572.0
6489	201.0	53.0
497661	1412.0	795.0
100421657	7.0	1.0
6480	28494.0	10934.0
102724386	7.0	2.0
6494	1706.0	3414.0
6493	110.0	88.0
6496	0.0	0.0
6495	304.0	263.0
6498	3552.0	2131.0
101928223	1.0	0.0
6497	7235.0	5191.0
6499	3485.0	4572.0
6490	177.0	217.0
6492	2.0	0.0
6491	137.0	138.0
101928232	1.0	0.0
100124700	1.0	0.0
102724368	8.0	15.0
196264	1213.0	2614.0
54700	3747.0	2617.0
54707	2162.0	2315.0
497634	0.0	0.0
54704	3659.0	3142.0
54708	4064.0	3068.0
160287	29.0	2.0
54714	3.0	1.0
54718	161.0	144.0
100421681	1.0	0.0
54716	1.0	360.0
54715	16.0	11.0
100421695	2.0	2.0
100421697	0.0	0.0
100421698	3.0	2.0
100421699	5.0	2.0
102724349	23.0	23.0
102724341	0.0	0.0
159296	9.0	1.0
54729	0.0	0.0
54726	3932.0	1897.0
100421694	0.0	0.0
255480	115.0	4.0
54732	14707.0	15830.0
54734	6.0	1.0
54733	786.0	2801.0
54739	327.0	187.0
54738	0.0	1.0
54737	8219.0	6252.0
160298	12.0	3.0
102724321	0.0	0.0
255488	9536.0	11727.0
54742	32.0	24.0
54741	10859.0	9109.0
54749	2545.0	2059.0
137902	114.0	90.0
27128	441.0	521.0
27129	1212.0	709.0
29789	4736.0	5000.0
27127	12.0	15.0
27120	5.0	23.0
27121	2.0	0.0
29781	3260.0	4142.0
29780	907.0	620.0
27124	28780.0	24005.0
27125	11491.0	5481.0
27122	3926.0	1547.0
29785	57.0	201.0
27123	449.0	33.0
125919	620.0	341.0
29799	234.0	285.0
390800	0.0	0.0
27131	19544.0	25500.0
654790	55.0	12.0
27132	44.0	31.0
27130	885.0	555.0
29798	185.0	236.0
27136	0.0	0.0
29797	0.0	1.0
27133	0.0	0.0
29796	5109.0	4443.0
27134	1558.0	1786.0
27106	2888.0	4721.0
27107	2061.0	1230.0
29768	25.0	39.0
29767	1273.0	560.0
29766	4615.0	3194.0
27109	3236.0	1914.0
29761	3037.0	1905.0
29760	942.0	1509.0
389813	160.0	203.0
389812	0.0	1.0
27102	10303.0	8457.0
29765	0.0	0.0
29763	2796.0	3627.0
27101	2497.0	2536.0
389816	0.0	0.0
27115	1176.0	883.0
29778	0.0	0.0
29777	2276.0	2277.0
27113	132.0	949.0
29775	729.0	1015.0
27111	1287.0	1582.0
29774	32.0	40.0
27112	4009.0	2641.0
390831	0.0	0.0
390834	4.0	11.0
390836	0.0	0.0
100313938	0.0	0.0
125950	1048.0	1137.0
125958	0.0	0.0
377841	61.0	416.0
390843	0.0	0.0
390844	3.0	5.0
389827	1.0	5.0
652170	0.0	0.0
389860	1.0	0.0
390811	0.0	0.0
389857	0.0	0.0
390816	11.0	6.0
389856	593.0	769.0
125931	0.0	0.0
389852	2.0	1.0
100313914	0.0	0.0
389844	1.0	0.0
389840	34.0	8.0
100313923	0.0	0.0
100313921	0.0	0.0
389849	19.0	30.0
91893	192.0	130.0
91894	10.0	7.0
147670	14.0	11.0
147664	3.0	0.0
642721	1.0	0.0
64285	1664.0	4473.0
64284	3964.0	4721.0
64288	2165.0	1967.0
147685	55.0	30.0
121026	0.0	0.0
123688	388.0	157.0
341568	3.0	1.0
341567	4.0	2.0
642737	1.0	1.0
64283	4720.0	948.0
64282	1824.0	840.0
389541	4662.0	5931.0
147694	1359.0	644.0
389537	99.0	128.0
147686	592.0	708.0
147687	628.0	351.0
121014	0.0	0.0
642741	33.0	55.0
159686	128.0	101.0
642746	3.0	0.0
642762	0.0	0.0
390502	0.0	2.0
390501	0.0	0.0
390503	0.0	0.0
121006	22.0	20.0
389524	846.0	668.0
147699	22.0	38.0
133060	0.0	0.0
100313962	0.0	0.0
135644	0.0	0.0
27285	496.0	500.0
27286	113.0	53.0
27283	0.0	1.0
27284	33.0	9.0
389558	420.0	10.0
27289	297.0	580.0
27287	59.0	95.0
27288	1.0	0.0
135656	15.0	37.0
390561	7.0	6.0
27296	52.0	23.0
389549	0.0	2.0
27297	3220.0	3007.0
27294	3.0	75.0
27295	2719.0	316.0
27299	17.0	19.0
642776	26.0	5.0
27292	1937.0	1416.0
27293	1718.0	5053.0
27290	1.0	0.0
642778	22.0	59.0
27291	1110.0	1273.0
160622	957.0	604.0
390531	34.0	1.0
147650	396.0	908.0
390530	14.0	0.0
390535	1.0	0.0
390539	0.0	0.0
147646	5.0	2.0
390538	0.0	0.0
654783	0.0	0.0
147645	83.0	254.0
341511	1.0	0.0
6500	27851.0	26599.0
133015	1281.0	971.0
400410	167.0	305.0
147660	195.0	219.0
121054	1.0	0.0
121053	630.0	788.0
147657	1422.0	727.0
147658	23.0	27.0
400406	5.0	6.0
642799	0.0	0.0
642796	0.0	0.0
133022	566.0	483.0
642797	197.0	190.0
101928165	0.0	0.0
6511	0.0	1.0
390595	453.0	353.0
6510	804.0	1157.0
390594	0.0	0.0
100421803	0.0	0.0
100421804	3.0	0.0
390598	25.0	35.0
100421805	9.0	10.0
100421806	47.0	80.0
100421807	1.0	0.0
6509	921.0	1291.0
54870	5592.0	5446.0
54875	956.0	461.0
54874	6761.0	5277.0
54873	1057.0	761.0
389599	1.0	0.0
54872	3598.0	3316.0
102724430	0.0	1.0
54879	1022.0	904.0
6502	633.0	428.0
54878	4420.0	2396.0
6504	114.0	91.0
54877	1741.0	996.0
91801	1133.0	840.0
6503	2288.0	1209.0
54876	2980.0	1897.0
6506	85.0	35.0
6505	4917.0	1099.0
91807	16.0	10.0
6508	475.0	655.0
6507	163.0	88.0
101928176	0.0	0.0
6520	8098.0	15966.0
6522	4316.0	5355.0
221717	0.0	0.0
6521	13.0	4.0
221718	0.0	0.0
100421813	2.0	11.0
64207	4008.0	3890.0
100421816	6.0	23.0
221711	39.0	32.0
64208	21.0	11.0
221710	741.0	527.0
54882	248.0	244.0
54881	2148.0	1920.0
54880	5505.0	3622.0
54886	3.0	3.0
54885	2334.0	742.0
54884	12873.0	8320.0
54883	2184.0	2188.0
6513	2227.0	3447.0
6512	448.0	7.0
54888	3938.0	3096.0
6515	2101.0	5448.0
54887	2092.0	1236.0
6514	0.0	0.0
6517	265.0	176.0
6519	17.0	13.0
6518	45.0	100.0
221749	4437.0	2750.0
64210	3208.0	4912.0
6531	213.0	37.0
100421820	0.0	2.0
64211	3.0	1.0
6530	0.0	0.0
6533	5139.0	5158.0
6532	66.0	9.0
100421823	0.0	5.0
390572	9.0	15.0
64216	1576.0	1150.0
64215	4098.0	3818.0
100421825	0.0	0.0
64218	5509.0	3631.0
100421827	0.0	0.0
100421828	6.0	16.0
64219	7976.0	7696.0
100421829	29.0	36.0
54893	3730.0	2587.0
54892	785.0	621.0
54891	2216.0	1646.0
54890	10559.0	8871.0
54897	520.0	155.0
54896	812.0	1544.0
54894	407.0	539.0
6524	18.0	117.0
6523	7.0	26.0
170062	0.0	0.0
101928190	0.0	0.0
54899	7089.0	4143.0
6526	35811.0	8220.0
6525	2591.0	2258.0
54898	88.0	111.0
6528	1608.0	3.0
91828	20.0	4.0
170067	0.0	0.0
6527	61.0	9.0
6529	56.0	75.0
6540	645.0	361.0
64221	1080.0	1112.0
64220	15.0	1399.0
6542	8287.0	3909.0
64223	3486.0	4863.0
6541	2992.0	1057.0
64222	2713.0	2926.0
390581	0.0	0.0
64225	7445.0	7530.0
6543	7.0	16.0
64224	2498.0	1878.0
105376261	1.0	3.0
6535	530.0	1346.0
6534	7.0	3.0
6536	376.0	322.0
6539	1092.0	1333.0
6538	3.0	8.0
64232	0.0	0.0
6551	3.0	2.0
6550	36.0	59.0
64231	689.0	1137.0
6553	63.0	197.0
91851	11418.0	154.0
64236	826.0	560.0
6555	0.0	0.0
101928122	4.0	26.0
6554	7.0	5.0
6546	407.0	214.0
6545	6.0	39.0
6548	3331.0	3601.0
6547	2.0	2.0
6549	250.0	40.0
6560	7879.0	7229.0
64241	3.0	0.0
64240	7.0	9.0
6561	0.0	0.0
6564	14.0	16.0
6563	1590.0	215.0
100421854	54.0	75.0
101928136	5.0	0.0
6566	560.0	263.0
6565	1476.0	921.0
100421859	8.0	43.0
101928138	1.0	11.0
221756	55.0	60.0
6557	2.0	4.0
6556	343.0	272.0
6559	3.0	5.0
91833	2227.0	1824.0
6558	1977.0	1919.0
133083	0.0	0.0
6571	3.0	2.0
101928142	14.0	0.0
100421860	1.0	14.0
6570	1.0	3.0
100421861	0.0	0.0
6573	430.0	419.0
6572	0.0	28.0
101928141	1.0	1.0
91875	1860.0	1055.0
6575	27872.0	15826.0
6574	1723.0	1590.0
101928147	0.0	0.0
100421865	20.0	21.0
6576	3450.0	3593.0
221785	1726.0	1056.0
245711	38.0	34.0
169044	53.0	20.0
221786	1063.0	844.0
6568	1.0	0.0
6567	5592.0	2479.0
91869	2037.0	1683.0
6569	1.0	1.0
6582	3.0	0.0
91860	53.0	87.0
101928153	186.0	210.0
6581	315.0	87.0
101928154	1.0	2.0
6584	1335.0	1458.0
101928151	0.0	0.0
6583	64.0	139.0
6586	18833.0	19945.0
6585	38.0	15983.0
101928158	17.0	8.0
91862	471.0	850.0
6588	12.0	5.0
6580	23.0	44.0
169026	16.0	2.0
6579	3.0	1.0
6578	14734.0	2729.0
6595	17832.0	9803.0
6594	10020.0	6971.0
30817	80.0	114.0
6597	7108.0	10648.0
6596	5612.0	2989.0
30816	3.0	0.0
30819	92.0	97.0
6599	8024.0	5857.0
100421767	0.0	0.0
6598	5029.0	7657.0
30818	7942.0	1771.0
100421768	0.0	0.0
100421769	1.0	1.0
6591	419.0	186.0
6590	618.0	4155.0
30820	113.0	2.0
100421774	0.0	0.0
100421776	0.0	0.0
100421779	4.0	3.0
282706	0.0	0.0
255104	3842.0	3693.0
255101	189.0	106.0
54802	1967.0	1907.0
30813	19.0	8.0
