id	47807887-8bda-45be-a466-4970f198ce4d	5d2510c8-c5a0-439d-8111-357824c00c2b
319111	1.0	3.0
128178	702.0	39.0
319112	5.0	5.0
100287616	902.0	434.0
393046	1.0	0.0
319117	2.0	1.0
319118	0.0	1.0
319114	15.0	2.0
1635	10610.0	4459.0
200373	590.0	66.0
1634	43723.0	4615.0
1633	1462.0	660.0
1632	4295.0	4636.0
552860	13.0	7.0
1630	4.0	0.0
1639	9254.0	3227.0
1638	108.0	19.0
1636	1108.0	1658.0
319122	7.0	5.0
319123	4.0	7.0
100287603	0.0	0.0
319128	10.0	3.0
319129	5.0	0.0
1646	427.0	21.0
1645	1669.0	51.0
1644	0.0	1.0
1643	971.0	1090.0
85824	18.0	18.0
1642	20394.0	9340.0
1641	3.0	0.0
552859	0.0	0.0
1649	2313.0	2697.0
1647	22532.0	2864.0
346711	0.0	0.0
100631381	0.0	0.0
100631382	0.0	0.0
100631383	18.0	1.0
1660	14803.0	4049.0
1657	5495.0	1607.0
1656	13107.0	5527.0
1655	82685.0	30622.0
1654	53547.0	10164.0
1653	9594.0	3187.0
1652	1262.0	587.0
346708	0.0	0.0
1650	16961.0	7557.0
346702	20.0	6.0
1659	3557.0	1388.0
319100	0.0	0.0
319101	1.0	0.0
1671	0.0	0.0
1670	0.0	4.0
319103	3.0	0.0
1668	0.0	0.0
1667	0.0	0.0
1666	3303.0	2440.0
1665	8782.0	2437.0
1663	962.0	558.0
1662	1691.0	763.0
1661	3.0	0.0
1669	1.0	0.0
1678	308.0	193.0
1677	298.0	217.0
1676	3193.0	1579.0
1675	1493.0	294.0
1674	1663.0	30.0
1673	0.0	0.0
1672	18.0	8.0
153129	876.0	375.0
1690	56.0	24.0
165100	13.0	2.0
1687	1634.0	498.0
85865	1886.0	743.0
100873552	0.0	0.0
100873551	0.0	0.0
100873550	0.0	0.0
100861569	1.0	0.0
100287596	0.0	0.0
100861563	5.0	3.0
10415	2.0	0.0
10417	642.0	474.0
493861	226.0	71.0
493860	27.0	41.0
100287591	1.0	1.0
10419	4664.0	786.0
10418	268.0	187.0
100873556	0.0	0.0
100873555	0.0	0.0
100131711	0.0	0.0
493869	1404.0	799.0
100873554	0.0	0.0
100873553	2.0	0.0
100131713	21.0	35.0
10411	9779.0	9404.0
10410	12315.0	8431.0
100873559	0.0	0.0
10413	12747.0	5043.0
100873558	5.0	2.0
10412	8905.0	3990.0
100873557	0.0	1.0
100873541	0.0	0.0
100873540	0.0	0.0
442271	0.0	0.0
100861574	0.0	0.0
10426	2014.0	881.0
442266	0.0	1.0
10425	6611.0	3207.0
442267	0.0	1.0
10428	5325.0	3184.0
10427	4197.0	1540.0
100861573	0.0	0.0
100873545	0.0	0.0
100873544	0.0	0.0
10420	637.0	329.0
100873543	0.0	1.0
100873542	1.0	0.0
10422	1961.0	1085.0
493856	1922.0	870.0
100873549	0.0	1.0
10421	6719.0	3808.0
100873548	0.0	0.0
100131726	9.0	1.0
10424	9226.0	3855.0
100873547	0.0	0.0
10423	5877.0	4898.0
100873546	0.0	0.0
100873570	0.0	0.0
100873574	0.0	0.0
100873573	0.0	0.0
100873572	0.0	0.0
100873571	0.0	0.0
100287579	1.0	0.0
100287577	0.0	0.0
100287573	0.0	0.0
100873578	1.0	0.0
100873577	0.0	0.0
100131733	31.0	7.0
100873576	0.0	0.0
100873575	1.0	0.0
100873579	0.0	0.0
100873563	0.0	0.0
100873562	0.0	0.0
100287569	73.0	36.0
100873561	0.0	0.0
100873560	2.0	0.0
442290	0.0	0.0
442291	0.0	0.0
100287567	0.0	0.0
10404	28245.0	3302.0
10403	63.0	213.0
10406	9121.0	4045.0
10408	28.0	1.0
10407	0.0	1.0
100131740	2.0	1.0
10409	1755.0	3224.0
100873567	0.0	0.0
100131743	9.0	9.0
100873566	4.0	16.0
100873565	0.0	0.0
100873564	0.0	0.0
10400	1725.0	2071.0
10402	333.0	250.0
100873569	0.0	0.0
10401	1771.0	1503.0
100873568	0.0	0.0
100873592	0.0	0.0
100873591	0.0	0.0
100873590	0.0	0.0
100873596	1.0	0.0
100873595	0.0	0.0
493829	7.0	5.0
100873594	0.0	0.0
100873593	0.0	0.0
100287559	17.0	7.0
442240	10.0	3.0
442242	0.0	0.0
100287551	38.0	2.0
442233	2.0	0.0
442234	0.0	0.0
442236	0.0	0.0
442237	0.0	0.0
442239	0.0	0.0
100131755	2765.0	1367.0
100873599	0.0	0.0
100873598	0.0	0.0
493825	0.0	0.0
100873597	0.0	0.0
493821	1.0	1.0
100873581	0.0	0.0
100873580	0.0	0.0
100873585	0.0	0.0
100873584	0.0	0.0
100873583	0.0	0.0
100873582	0.0	0.0
100287542	0.0	0.0
442231	9.0	19.0
442232	3.0	0.0
100131760	0.0	0.0
442227	0.0	0.0
442229	0.0	0.0
100873589	0.0	0.0
100873588	0.0	0.0
100873587	0.0	0.0
100873586	1.0	0.0
493812	883.0	116.0
442260	0.0	0.0
442262	0.0	3.0
442255	3.0	0.0
442256	1.0	0.0
442257	3.0	2.0
442258	1.0	2.0
100131775	1.0	0.0
100131777	4.0	0.0
100287528	1.0	0.0
442252	0.0	0.0
100287520	0.0	0.0
442253	1.0	0.0
442245	1.0	0.0
442247	0.0	0.0
442249	3.0	2.0
100131784	0.0	0.0
100131789	0.0	0.0
647589	0.0	0.0
10491	15091.0	6984.0
100128139	16.0	15.0
10490	7400.0	2633.0
10493	13594.0	7622.0
10492	22662.0	5719.0
10495	1533.0	371.0
100128135	4.0	1.0
10494	8343.0	3484.0
10497	3100.0	1401.0
100128136	0.0	0.0
10499	3452.0	1684.0
128506	3.0	0.0
10498	1565.0	914.0
100128132	0.0	0.0
100128127	0.0	1.0
128500	10.0	1.0
116512	0.0	0.0
116519	5.0	0.0
105419997	12.0	8.0
100128126	7.0	6.0
100861506	0.0	0.0
10471	2083.0	2622.0
100861507	0.0	0.0
100128119	0.0	0.0
100128118	1.0	0.0
100861504	2.0	0.0
444882	2.0	11.0
442221	0.0	0.0
442211	5.0	1.0
442213	89.0	394.0
442215	2.0	2.0
442216	1.0	1.0
116511	1.0	0.0
442217	3.0	1.0
442218	0.0	0.0
10473	4615.0	1577.0
10472	2332.0	1299.0
100533177	0.0	0.0
10475	2758.0	1545.0
100533178	0.0	0.0
100128115	2.0	2.0
10474	8085.0	5516.0
100533179	4.0	4.0
10477	4557.0	2228.0
10476	7287.0	5457.0
10479	1746.0	691.0
10478	2189.0	524.0
100128110	0.0	1.0
100128109	0.0	0.0
10480	9994.0	4389.0
100861516	0.0	0.0
100861517	12.0	27.0
10482	12779.0	5420.0
100861518	1.0	2.0
10481	0.0	0.0
100861519	0.0	0.0
100861513	4.0	1.0
100861514	1.0	0.0
102466806	0.0	0.0
100861515	47.0	28.0
100861510	1.0	2.0
442210	2.0	0.0
100533181	0.0	0.0
100533182	183.0	125.0
442204	2.0	3.0
442205	0.0	0.0
10484	3362.0	1556.0
100128102	0.0	1.0
10483	6587.0	1394.0
10486	892.0	305.0
10485	3.0	1.0
100128103	0.0	0.0
10488	4257.0	2060.0
10487	15863.0	8966.0
100533184	1.0	7.0
10489	8180.0	3267.0
128553	820.0	205.0
100861523	1.0	0.0
102466816	0.0	0.0
102466815	0.0	0.0
100861520	0.0	0.0
102466814	0.0	0.0
100861522	0.0	0.0
102466812	0.0	0.0
10459	724.0	1033.0
10458	3652.0	2547.0
100873519	0.0	0.0
100873518	0.0	0.0
100873517	0.0	0.0
10451	4530.0	1533.0
100873512	0.0	0.0
10450	3887.0	2957.0
100873511	0.0	0.0
100873510	0.0	0.0
10452	2452.0	1650.0
10455	3331.0	1564.0
100873516	0.0	0.0
10454	2523.0	826.0
100873515	0.0	0.0
10457	10799.0	1055.0
100873514	0.0	2.0
10456	5344.0	3133.0
100873513	1.0	0.0
346389	571.0	624.0
10460	564.0	413.0
100861530	4.0	0.0
100873509	0.0	0.0
10469	2460.0	1953.0
100873508	0.0	0.0
100873507	0.0	0.0
100873506	0.0	0.0
10462	326.0	32.0
100873501	4.0	0.0
10461	2096.0	711.0
100873500	0.0	0.0
10464	2975.0	1108.0
10463	6671.0	1862.0
10466	3939.0	752.0
100873505	0.0	0.0
10465	1489.0	926.0
100873504	0.0	0.0
10468	196.0	29.0
100873503	1.0	0.0
10467	4175.0	5285.0
100873502	0.0	0.0
100873530	4.0	0.0
100861549	16.0	1.0
100861545	0.0	0.0
100861546	0.0	0.0
100861547	0.0	0.0
100861548	639.0	260.0
100861541	371.0	594.0
100861542	0.0	0.0
100861543	2.0	0.0
100861544	0.0	1.0
10437	58.0	23.0
10436	1360.0	869.0
10439	757.0	129.0
10438	1574.0	525.0
100873539	0.0	0.0
100873534	0.0	0.0
100873533	0.0	0.0
100873532	0.0	0.0
10430	4549.0	5803.0
100873531	1.0	0.0
100873538	0.0	0.0
100873537	0.0	0.0
10432	5474.0	1847.0
10435	3259.0	644.0
100873536	9.0	17.0
10434	1998.0	838.0
100873535	0.0	1.0
116535	161.0	86.0
100861556	0.0	0.0
116534	25.0	28.0
100861552	0.0	0.0
100861553	0.0	0.0
100861554	0.0	0.0
100861555	21.0	14.0
10447	4603.0	2104.0
100873529	0.0	0.0
116540	182.0	81.0
100861550	0.0	0.0
10449	5144.0	2666.0
100873528	0.0	0.0
100861551	0.0	0.0
116541	2679.0	1850.0
10440	3145.0	1006.0
100873523	0.0	0.0
100873522	0.0	0.0
100873521	1.0	0.0
100873520	0.0	0.0
10444	7334.0	4938.0
100873527	0.0	0.0
100873526	0.0	0.0
10443	11817.0	5404.0
10446	620.0	161.0
100873525	0.0	0.0
10445	4849.0	2526.0
100873524	0.0	0.0
102466854	0.0	0.0
100189131	0.0	0.0
346470	0.0	0.0
116496	1664.0	942.0
100533111	3.0	2.0
102466866	0.0	0.0
102466865	2.0	0.0
102466864	0.0	0.0
128467	3.0	4.0
647507	1.0	1.0
102466877	0.0	0.0
102466876	0.0	0.0
102466875	0.0	0.0
102466874	4.0	0.0
102466873	0.0	0.0
102466872	0.0	0.0
102466879	2.0	1.0
102466878	1.0	3.0
100128191	158.0	125.0
100128190	0.0	0.0
100533107	215.0	235.0
153443	1026.0	292.0
100533105	8.0	6.0
647532	0.0	0.0
100533106	37.0	36.0
102466889	11.0	0.0
116461	1258.0	1073.0
100128181	0.0	0.0
100128183	6.0	10.0
102466880	0.0	0.0
128439	678.0	495.0
106182249	0.0	1.0
100128179	0.0	0.0
83394	1827.0	538.0
100128177	0.0	0.0
100128176	6.0	0.0
100128162	0.0	1.0
10390	2153.0	642.0
128497	177.0	38.0
647569	0.0	0.0
10392	2383.0	6891.0
10391	1157.0	149.0
10394	0.0	0.0
10393	1157.0	443.0
10396	17922.0	3507.0
10395	7174.0	3399.0
1719	612.0	280.0
10398	23388.0	24904.0
1718	1956.0	636.0
100128159	0.0	0.0
10397	17487.0	3692.0
1717	1643.0	1349.0
1716	2149.0	2183.0
10399	63970.0	41728.0
128486	1502.0	203.0
128488	0.0	0.0
128481	4.0	3.0
100508120	835.0	304.0
1723	609.0	278.0
100128140	9.0	9.0
100689073	2.0	0.0
100689074	0.0	0.0
100128145	4.0	1.0
1729	12432.0	3959.0
1728	1662.0	1627.0
1727	13799.0	6997.0
1725	3213.0	2500.0
100287512	3.0	0.0
100287513	0.0	0.0
1734	15066.0	1863.0
1733	7877.0	48.0
1731	495.0	270.0
1730	740.0	532.0
1739	8604.0	2577.0
1738	5493.0	1314.0
1737	3134.0	1156.0
1736	4974.0	1874.0
1735	184.0	6.0
100287505	0.0	0.0
751580	260.0	160.0
100287502	0.0	0.0
202658	1.0	0.0
1745	46.0	60.0
1743	7767.0	3153.0
1742	1603.0	2470.0
1741	4650.0	2324.0
1740	3668.0	79.0
1749	26.0	194.0
1748	50.0	47.0
1747	186.0	289.0
1746	4.0	4.0
200008	4.0	0.0
200010	61.0	27.0
1756	1730.0	8019.0
1755	10.0	28.0
1750	6.0	19.0
1759	429.0	206.0
1758	1.0	77.0
1757	362.0	309.0
1770	196.0	24.0
200014	4033.0	2277.0
1767	536.0	11.0
1763	123.0	98.0
1762	2302.0	1411.0
1761	6.0	6.0
1760	1603.0	1479.0
1769	17.0	1.0
1768	1347.0	192.0
153478	1390.0	51.0
1781	5820.0	2497.0
1780	181.0	94.0
200025	1.0	1.0
1778	21516.0	12166.0
1777	4708.0	3283.0
1776	472.0	173.0
1775	84.0	309.0
1774	1957.0	980.0
1773	1260.0	699.0
200030	912.0	656.0
442190	0.0	0.0
442191	0.0	0.0
442192	0.0	0.0
153469	0.0	0.0
1791	28.0	0.0
442195	0.0	0.0
200035	312.0	272.0
442197	73.0	16.0
1789	188.0	149.0
442189	0.0	0.0
1788	1803.0	1240.0
1787	906.0	304.0
1786	2051.0	1661.0
1785	7410.0	5438.0
1783	11143.0	2107.0
1798	1734.0	979.0
1797	1530.0	1070.0
1796	714.0	350.0
1795	3027.0	3536.0
1794	751.0	136.0
1793	12380.0	3220.0
101180976	0.0	0.0
493753	2574.0	2113.0
550112	705.0	391.0
100873673	0.0	0.0
100873672	0.0	0.0
100873671	0.0	0.0
100873670	0.0	0.0
100287478	0.0	0.0
503636	3.0	3.0
503635	0.0	0.0
503638	3.0	10.0
503637	0.0	0.0
10536	1536.0	2924.0
503643	12.0	8.0
10535	713.0	648.0
100287472	2.0	0.0
10538	73.0	45.0
503645	4.0	5.0
10537	231.0	28.0
100287470	0.0	0.0
10539	2330.0	1376.0
503641	3.0	0.0
503640	7.0	3.0
100873677	0.0	0.0
100873676	2.0	2.0
100873675	0.0	0.0
100873674	0.0	0.0
10531	5575.0	1906.0
493987	5.0	3.0
10534	1207.0	843.0
100873679	0.0	0.0
10533	1667.0	576.0
100873678	0.0	0.0
100873662	0.0	0.0
100873661	0.0	0.0
100873660	0.0	0.0
503628	0.0	0.0
442396	6.0	0.0
503627	0.0	0.0
100287463	2.0	1.0
503632	0.0	0.0
442388	0.0	0.0
503631	0.0	0.0
100287461	24.0	1.0
10549	2872.0	1318.0
503634	0.0	0.0
10548	550.0	242.0
503633	0.0	0.0
503630	11.0	4.0
100873666	0.0	0.0
100873665	0.0	0.0
200081	6231.0	3835.0
10541	13356.0	8256.0
100873664	0.0	0.0
10540	7173.0	3782.0
100873663	0.0	0.0
10542	3917.0	3145.0
100873669	0.0	0.0
100873668	0.0	0.0
10544	635.0	596.0
100873667	0.0	0.0
100873691	1.0	0.0
100131608	0.0	0.0
100131609	3.0	2.0
100873690	0.0	0.0
100873695	7.0	0.0
100873694	12.0	2.0
100873693	0.0	0.0
100873692	0.0	0.0
10514	3327.0	2544.0
10513	4801.0	1352.0
10516	4670.0	1648.0
10518	368.0	131.0
10517	80.0	7.0
10519	6212.0	5468.0
100131611	0.0	0.0
100873699	0.0	0.0
100873698	1.0	0.0
100873697	3.0	0.0
100873696	0.0	0.0
100131614	170.0	86.0
100131616	0.0	0.0
10512	859.0	314.0
100873680	0.0	0.0
100033392	0.0	0.0
100873684	3.0	2.0
100873683	0.0	0.0
100873682	0.0	0.0
100873681	0.0	0.0
503647	1.0	0.0
503646	0.0	0.0
100287441	0.0	0.0
503648	2.0	3.0
10525	11465.0	2008.0
58503	1.0	0.0
10524	4940.0	1619.0
58505	3523.0	1654.0
10527	13405.0	4715.0
58504	579.0	154.0
10526	5173.0	1392.0
10529	22056.0	4240.0
10528	5016.0	2591.0
58500	1432.0	727.0
100873688	2.0	0.0
100873687	0.0	0.0
100131623	1.0	2.0
100131624	0.0	0.0
100873686	0.0	0.0
100873685	0.0	0.0
10521	82506.0	15600.0
10520	1755.0	1005.0
58506	5655.0	4609.0
10523	3924.0	1701.0
58509	1359.0	940.0
58508	9753.0	3844.0
10522	4863.0	2605.0
100033398	0.0	2.0
100131629	0.0	0.0
100873689	0.0	0.0
442361	3.0	0.0
58513	3126.0	1373.0
58516	2511.0	1590.0
58510	0.0	0.0
58512	50.0	62.0
58511	36.0	10.0
58517	13699.0	6045.0
105371564	5.0	13.0
100131638	4.0	0.0
58525	2927.0	1586.0
58524	529.0	339.0
10505	696.0	313.0
58527	958.0	809.0
58526	1987.0	1156.0
10507	3648.0	1293.0
100131641	0.0	0.0
10509	8117.0	3354.0
58529	307.0	78.0
58528	4463.0	828.0
10501	234.0	810.0
10500	360.0	356.0
58530	2.0	0.0
442384	0.0	0.0
58538	12.0	11.0
58531	0.0	0.0
58533	3826.0	1300.0
100131656	2.0	1.0
100287404	0.0	0.0
100131661	1.0	2.0
503694	0.0	0.0
503693	196.0	38.0
493913	0.0	0.0
493911	708.0	73.0
751599	1.0	0.0
285033	321.0	97.0
100128017	0.0	0.0
442320	1.0	1.0
116412	202.0	364.0
442317	0.0	0.0
442318	0.0	0.0
442319	138.0	45.0
493901	0.0	0.0
100128015	0.0	0.0
100128010	27.0	12.0
493900	222.0	86.0
100128012	1.0	1.0
100128011	0.0	1.0
285045	0.0	3.0
442304	1.0	0.0
442308	0.0	0.0
285051	6.0	0.0
10590	6.0	3.0
10592	1196.0	616.0
10591	925.0	690.0
100873619	0.0	0.0
100873618	0.0	0.0
100873617	0.0	0.0
442334	0.0	0.0
100873616	0.0	0.0
10594	26572.0	8287.0
100873611	0.0	0.0
10595	1.0	5.0
10598	4856.0	3003.0
100873615	0.0	0.0
100873614	0.0	0.0
100873613	0.0	0.0
10599	0.0	23.0
100873612	0.0	0.0
100873608	0.0	0.0
100873607	1.0	0.0
100873606	0.0	0.0
100873605	0.0	0.0
442325	35.0	18.0
100873609	0.0	0.0
100873600	0.0	0.0
100873604	0.0	0.0
100873603	2.0	0.0
100873602	0.0	0.0
100873601	0.0	0.0
128434	149.0	1354.0
10570	58.0	34.0
116447	3737.0	1281.0
116449	44.0	9.0
116448	1.0	6.0
10579	16103.0	2715.0
100873639	0.0	0.0
100873638	8.0	11.0
10572	3650.0	3306.0
100873633	0.0	1.0
100873632	0.0	0.0
10574	12066.0	6915.0
100873631	0.0	0.0
10573	3300.0	2553.0
100873630	0.0	0.0
10576	7820.0	2725.0
100873637	0.0	0.0
10575	10579.0	3312.0
100873636	0.0	0.0
10578	113.0	77.0
100873635	0.0	0.0
10577	23180.0	134197.0
100873634	0.0	0.0
10581	5280.0	3771.0
10580	1559.0	723.0
116437	8.0	0.0
100873629	1.0	0.0
116441	533.0	664.0
100873628	1.0	0.0
100873627	0.0	0.0
116443	26.0	11.0
116442	238.0	227.0
116444	44.0	136.0
128414	49.0	806.0
100873622	1.0	0.0
100873621	0.0	0.0
10585	2583.0	1287.0
100873620	0.0	0.0
10584	56.0	6.0
10587	2130.0	767.0
100873626	0.0	0.0
10586	156.0	204.0
100873625	0.0	0.0
10589	7424.0	8038.0
100873624	0.0	0.0
10588	397.0	240.0
100873623	2.0	1.0
100873651	0.0	0.0
100873650	0.0	0.0
285016	88.0	63.0
503618	0.0	0.0
102466719	0.0	0.0
503614	0.0	0.0
100287495	1.0	0.0
10558	5343.0	1251.0
10557	1107.0	638.0
10559	1051.0	705.0
10550	8103.0	5793.0
100873655	1.0	0.0
100873654	0.0	0.0
10552	7524.0	4216.0
100873653	0.0	0.0
10551	33.0	378.0
100873652	2.0	0.0
10554	6043.0	2408.0
100873659	0.0	0.0
10553	2041.0	906.0
128408	0.0	0.0
100873658	0.0	0.0
10556	1554.0	902.0
100873657	0.0	0.0
10555	3316.0	6033.0
100873656	0.0	0.0
102466723	0.0	0.0
102466722	16.0	25.0
102466721	0.0	0.0
102466720	0.0	0.0
285025	103.0	15.0
100873640	0.0	0.0
102466728	0.0	0.0
102466727	0.0	0.0
102466726	2.0	0.0
102466725	0.0	0.0
102466724	8.0	1.0
10569	6844.0	2215.0
100287482	51.0	37.0
100287483	3.0	0.0
10568	4309.0	80583.0
503612	0.0	0.0
100873649	0.0	0.0
503611	0.0	0.0
10561	849.0	520.0
100873644	0.0	0.0
10560	6801.0	1214.0
100873643	0.0	0.0
10563	413.0	76.0
100873642	0.0	0.0
10562	10.0	2.0
100873641	0.0	0.0
10565	6285.0	2326.0
100873648	0.0	1.0
10564	8731.0	2632.0
100873647	0.0	0.0
10567	3383.0	2958.0
100873646	2.0	0.0
10566	198.0	17.0
100873645	0.0	0.0
102466734	0.0	0.0
102466733	0.0	0.0
102466732	1.0	0.0
102466731	3.0	0.0
116369	73.0	116.0
574040	0.0	0.0
102466739	0.0	0.0
574042	0.0	0.0
102466738	0.0	0.0
102466737	0.0	0.0
102466736	0.0	0.0
102466735	0.0	0.0
100128094	0.0	0.0
116372	28.0	98.0
574036	539.0	471.0
574038	0.0	0.0
83479	1884.0	436.0
116379	2.0	12.0
100128092	3.0	0.0
83478	5269.0	335.0
83473	1541.0	254.0
83475	477.0	855.0
100128098	4.0	1.0
102466745	0.0	0.0
102466744	0.0	0.0
102466743	2.0	0.0
102466742	0.0	0.0
128344	1770.0	691.0
102466741	0.0	0.0
102466740	0.0	0.0
128346	780.0	347.0
102466749	0.0	0.0
102466748	0.0	0.0
102466747	0.0	0.0
102466746	0.0	0.0
116362	1083.0	379.0
100128083	6.0	3.0
83468	5681.0	379.0
100128081	8.0	4.0
83461	86.0	148.0
128338	1997.0	1448.0
83464	3470.0	1947.0
83463	206.0	439.0
83460	76.0	151.0
100189028	10.0	4.0
102466756	0.0	0.0
102466755	0.0	0.0
102466754	0.0	0.0
102466753	0.0	0.0
102466751	2.0	0.0
102466750	0.0	0.0
153339	5553.0	1866.0
116349	556.0	317.0
102466759	0.0	0.0
102466758	0.0	0.0
102466757	0.0	0.0
100128071	220.0	411.0
346562	0.0	0.0
647415	1.0	1.0
128322	0.0	0.0
1809	5812.0	5720.0
116337	3.0	0.0
153328	7.0	25.0
1800	14.0	100.0
100128061	0.0	2.0
100128060	48.0	21.0
100128062	0.0	0.0
1808	3100.0	2059.0
83483	13287.0	28365.0
1807	1.0	0.0
1806	2723.0	1171.0
1805	7704.0	75.0
83480	813.0	439.0
1804	11052.0	79.0
1803	452.0	1699.0
1802	981.0	486.0
83482	6.0	8.0
1801	1853.0	1380.0
83481	245.0	807.0
131965	775.0	336.0
1811	8.0	2.0
1810	3726.0	2305.0
143941	14.0	25.0
1819	2403.0	1129.0
1818	0.0	0.0
1817	0.0	0.0
1816	0.0	1.0
1815	80.0	117.0
100128054	32.0	3.0
1814	0.0	0.0
285084	1.0	0.0
1813	1.0	4.0
1812	8.0	0.0
100128055	1.0	1.0
647436	23.0	11.0
128387	1158.0	582.0
131973	2.0	0.0
1822	25028.0	12023.0
1821	4.0	6.0
1820	263.0	317.0
100128041	0.0	0.0
1829	10151.0	3992.0
1828	2.0	0.0
1827	12420.0	782.0
285093	7.0	0.0
1826	14.0	2.0
100128043	0.0	0.0
1825	13.0	75.0
100128042	0.0	0.0
1824	1247.0	737.0
1823	1.0	1.0
100128044	1.0	1.0
407977	4.0	4.0
407975	288.0	213.0
128370	0.0	0.0
128371	0.0	0.0
128372	0.0	0.0
1833	0.0	36.0
1832	29421.0	8330.0
1831	84812.0	18472.0
1830	1.0	2.0
574016	12.0	4.0
100128036	1.0	1.0
1839	4200.0	1909.0
1838	3138.0	1826.0
346528	13.0	2.0
1837	4443.0	1161.0
1836	1158.0	713.0
346525	2.0	0.0
1834	0.0	0.0
100128033	0.0	0.0
346524	0.0	0.0
128366	0.0	0.0
100128029	0.0	0.0
128367	0.0	0.0
128368	0.0	0.0
574030	0.0	0.0
574031	0.0	0.0
574032	0.0	0.0
128360	0.0	0.0
574033	0.0	0.0
574034	0.0	0.0
1844	500.0	416.0
1843	218182.0	12789.0
1842	1155.0	858.0
1841	683.0	643.0
1840	510.0	497.0
574028	4.0	0.0
574029	5.0	1.0
100128025	128.0	40.0
1849	750.0	1122.0
346517	0.0	0.0
1848	12473.0	15367.0
1847	2871.0	4484.0
100128020	0.0	0.0
1846	961.0	1158.0
100128023	2.0	0.0
1845	7614.0	2551.0
153396	2053.0	526.0
1855	3273.0	7496.0
1854	4159.0	2792.0
100131671	1.0	0.0
1852	0.0	7.0
1850	1349.0	812.0
100131678	0.0	0.0
1859	8373.0	3223.0
1857	7419.0	4621.0
1856	3329.0	1726.0
724068	0.0	0.0
724067	0.0	0.0
202781	1373.0	1066.0
1861	2657.0	1201.0
100131688	0.0	0.0
1869	77.0	564.0
724094	1.0	1.0
1880	3333.0	242.0
1877	2170.0	2202.0
100131691	260.0	150.0
1876	1002.0	476.0
1875	774.0	683.0
83417	0.0	0.0
100131693	9.0	3.0
100327036	0.0	0.0
83416	40.0	8.0
200132	16.0	19.0
1874	3489.0	1909.0
1872	4.0	0.0
1871	1632.0	1106.0
1870	47.0	56.0
1879	811.0	938.0
724087	18.0	0.0
1891	7596.0	7667.0
1890	1887.0	847.0
83401	2.0	5.0
1889	13299.0	22817.0
724033	0.0	0.0
724032	0.0	0.0
724031	0.0	0.0
724030	0.0	0.0
58473	4284.0	1567.0
58472	2057.0	1364.0
200149	0.0	0.0
58475	695.0	489.0
724038	1.0	0.0
83439	3052.0	590.0
1896	1981.0	732.0
58477	2465.0	1093.0
58476	12269.0	2481.0
1894	485.0	202.0
1893	435.0	1090.0
1892	8216.0	5578.0
58478	2051.0	1869.0
200150	49.0	18.0
724022	0.0	0.0
58484	93.0	71.0
724026	0.0	0.0
58483	0.0	0.0
724025	0.0	0.0
165324	1231.0	573.0
724024	0.0	0.0
58486	6041.0	3069.0
58485	3309.0	4111.0
724023	0.0	0.0
58480	4781.0	1928.0
724029	12.0	1.0
200159	1.0	14.0
724028	0.0	0.0
724027	3.0	1.0
58488	676.0	603.0
58487	7054.0	3571.0
200162	351.0	97.0
58489	567.0	596.0
58495	769.0	410.0
724059	0.0	0.0
58494	1320.0	1041.0
58497	5526.0	1145.0
58496	258.0	136.0
58491	468.0	320.0
58490	3706.0	905.0
58493	2121.0	689.0
58492	252.0	148.0
58499	4261.0	1591.0
58498	5.0	0.0
200172	28.0	14.0
83451	4296.0	3389.0
83450	2058.0	778.0
83452	1304.0	542.0
153364	506.0	267.0
83448	1643.0	665.0
200186	5246.0	3154.0
83447	3.0	2.0
200185	1388.0	1609.0
83449	57.0	24.0
83444	217.0	339.0
83443	3885.0	2292.0
83446	0.0	1.0
83445	8.0	3.0
83440	3678.0	1957.0
83442	4862.0	9292.0
114984	1607.0	1414.0
114987	988.0	181.0
391603	0.0	0.0
10657	14179.0	6380.0
126969	481.0	136.0
10656	453.0	209.0
10659	3337.0	518.0
10658	10309.0	4084.0
114990	2603.0	3867.0
114991	2400.0	1141.0
10651	2073.0	1075.0
10650	83.0	286.0
10653	39888.0	25270.0
10652	4641.0	2050.0
342667	5.0	20.0
10655	4.0	2.0
643812	0.0	0.0
342666	13.0	4.0
10654	2917.0	2064.0
136306	95.0	214.0
126961	1.0	30.0
10668	1573.0	592.0
10667	1991.0	539.0
643827	16.0	3.0
10669	61.0	17.0
10660	0.0	1.0
10661	1.0	0.0
731220	13.0	61.0
138971	0.0	0.0
10664	5484.0	1697.0
10663	294.0	27.0
10666	186.0	25.0
731223	149.0	13.0
10665	0.0	2.0
136319	13266.0	4008.0
163933	33.0	135.0
317691	0.0	0.0
339005	204.0	117.0
10635	136.0	92.0
10634	1232.0	1065.0
10637	1.0	6.0
10636	1329.0	400.0
10638	0.0	0.0
114971	778.0	655.0
10631	1444.0	3471.0
643836	3199.0	987.0
10630	478.0	296.0
643837	872.0	499.0
10633	43.0	55.0
643834	5.0	1.0
10632	8250.0	5657.0
100124394	1.0	0.0
10645	2949.0	1409.0
10648	0.0	0.0
10647	16.0	8.0
148304	331.0	69.0
114960	0.0	3.0
10640	4115.0	1456.0
136332	157.0	11.0
10642	10.0	2.0
643847	0.0	0.0
10641	984.0	1066.0
10644	1483.0	3454.0
10643	43.0	0.0
317671	187.0	93.0
643862	1.0	0.0
391642	0.0	0.0
10609	1526.0	1256.0
391647	7.0	4.0
10613	3871.0	1511.0
