id	1ab1536f-cc6c-499c-b555-96c62327471d	1789335d-a47c-438f-baf3-09aa990bdf7e
692148	3.0	16.0
692149	0.0	0.0
163742	0.0	7.0
199713	28.0	54.0
136157	0.0	0.0
283197	0.0	0.0
283193	0.0	0.0
163778	0.0	0.0
148145	0.0	0.0
126792	1672.0	1732.0
378008	0.0	0.0
378009	0.0	0.0
29089	140.0	349.0
29088	1269.0	1164.0
29087	3163.0	2399.0
378010	0.0	0.0
148137	126.0	112.0
126789	437.0	459.0
378011	0.0	0.0
378013	0.0	0.0
378014	0.0	0.0
29082	158.0	280.0
29081	1245.0	1062.0
29080	641.0	886.0
283189	0.0	0.0
29086	1922.0	2647.0
29085	9036.0	5820.0
29083	391.0	347.0
100381270	2.0	3.0
200810	26.0	38.0
114796	231.0	364.0
148156	228.0	375.0
114798	0.0	0.0
114799	381.0	572.0
29099	1946.0	1856.0
29098	751.0	994.0
378001	0.0	0.0
29093	1057.0	1075.0
29092	689.0	1073.0
29091	1029.0	692.0
29090	612.0	618.0
56603	68.0	255.0
29097	1048.0	859.0
56604	0.0	0.0
56605	1744.0	849.0
29095	1375.0	1080.0
151790	0.0	6.0
283174	85.0	258.0
56606	140.0	124.0
29094	261.0	173.0
692199	0.0	0.0
391002	0.0	1.0
440459	0.0	0.0
391004	0.0	0.0
780816	0.0	0.0
124199	10.0	28.0
391003	0.0	0.0
30062	1.0	2.0
440456	281.0	421.0
780814	5.0	8.0
30061	4534.0	4381.0
780815	0.0	0.0
780812	0.0	0.0
780813	2.0	3.0
440452	0.0	0.0
780810	0.0	0.0
780811	0.0	0.0
29068	804.0	1206.0
29066	1166.0	1410.0
29063	182.0	213.0
29062	367.0	718.0
56616	220.0	169.0
163702	145.0	325.0
391013	1.0	9.0
391012	0.0	0.0
100381215	1.0	0.0
29079	1103.0	1409.0
29078	854.0	726.0
56623	455.0	574.0
56624	21.0	12.0
29071	1010.0	904.0
29070	155.0	88.0
29075	9.0	15.0
29074	1805.0	2093.0
29072	1582.0	2194.0
163732	737.0	871.0
200845	195.0	334.0
148103	377.0	360.0
200844	6.0	50.0
440482	15.0	7.0
151742	860.0	454.0
163720	0.0	1.0
148113	63.0	238.0
440465	1478.0	1423.0
29057	1.0	3.0
148109	2.0	3.0
29058	4734.0	4262.0
56647	2016.0	1919.0
56648	70.0	179.0
56649	122.0	10.0
440419	1.0	0.0
440416	6.0	17.0
8303	2402.0	2229.0
643157	0.0	0.0
200879	698.0	26.0
440406	0.0	4.0
8301	3078.0	3087.0
643155	1276.0	1326.0
8302	3.0	5.0
440400	510.0	373.0
199675	18.0	6.0
8310	1272.0	672.0
124093	66.0	136.0
8314	2991.0	3360.0
8315	805.0	875.0
8312	1968.0	2260.0
342096	0.0	1.0
8313	430.0	502.0
440435	0.0	3.0
643160	0.0	0.0
643161	1.0	0.0
643159	5.0	17.0
8309	1160.0	660.0
8321	3150.0	2798.0
8322	1335.0	1224.0
8320	184.0	529.0
8325	469.0	468.0
8326	1.0	19.0
8323	440.0	545.0
8324	163.0	522.0
440423	203.0	330.0
200894	160.0	159.0
643171	1.0	1.0
200895	160.0	251.0
8318	89.0	370.0
8317	58.0	208.0
8332	0.0	4.0
692110	0.0	1.0
8333	0.0	1.0
692111	0.0	0.0
8330	0.0	0.0
8331	0.0	8.0
8336	19.0	8.0
8337	0.0	0.0
8334	2525.0	2161.0
8335	1.0	7.0
148046	45.0	38.0
106481699	0.0	0.0
643182	0.0	0.0
643180	27.0	62.0
643181	0.0	0.0
8329	0.0	5.0
8328	0.0	5.0
8343	1.0	2.0
643198	0.0	0.0
8344	1.0	13.0
8341	72.0	33.0
8342	0.0	2.0
8347	36.0	24.0
8348	5.0	4.0
643199	0.0	0.0
8345	11.0	32.0
8346	1.0	1.0
692106	0.0	0.0
692107	0.0	0.0
161003	1.0	2.0
692108	1.0	0.0
692109	2.0	3.0
643193	0.0	0.0
8340	1.0	2.0
8338	23.0	49.0
8339	46.0	16.0
8354	2.0	5.0
8355	26.0	33.0
8352	1.0	9.0
8353	37.0	18.0
8358	2.0	3.0
8359	1.0	2.0
8356	2.0	8.0
8357	43.0	49.0
222235	5.0	11.0
106481679	0.0	0.0
222236	410.0	514.0
106481677	0.0	0.0
222234	100.0	85.0
106481678	0.0	0.0
8350	2.0	10.0
8351	16.0	19.0
148066	0.0	0.0
106481682	0.0	0.0
106481683	0.0	0.0
106481680	0.0	0.0
106481681	0.0	0.0
106481686	0.0	0.0
106481687	0.0	0.0
106481684	0.0	0.0
106481685	0.0	0.0
8349	1002.0	483.0
8365	74.0	47.0
8366	1.0	7.0
8363	11.0	11.0
8364	1.0	5.0
8369	0.0	0.0
163688	1.0	20.0
8367	6.0	12.0
8368	0.0	3.0
106481688	0.0	0.0
222223	114.0	304.0
106481689	5.0	5.0
8361	0.0	4.0
222229	1045.0	1187.0
8362	8.0	5.0
8360	4.0	6.0
106481693	8.0	13.0
106481694	4.0	3.0
106481691	1.0	1.0
106481692	1.0	7.0
106481697	0.0	2.0
106481698	0.0	0.0
106481695	2.0	0.0
106481696	2.0	0.0
342035	31.0	18.0
344697	13.0	26.0
106481690	1.0	5.0
728310	1.0	2.0
285830	69.0	118.0
8379	1723.0	2484.0
93556	1.0	1.0
106481657	0.0	0.0
728318	0.0	0.0
106481658	0.0	0.0
222255	139.0	230.0
106481655	0.0	0.0
285834	11.0	29.0
222256	60.0	102.0
106481656	0.0	0.0
8372	88.0	87.0
93550	204.0	389.0
8373	2.0	0.0
106481659	0.0	0.0
8370	9.0	5.0
728315	3.0	12.0
81577	676.0	1067.0
106481660	0.0	0.0
81578	71.0	43.0
106481661	0.0	0.0
81579	1092.0	732.0
81573	339.0	492.0
106481664	0.0	0.0
100271179	0.0	0.0
106481665	0.0	0.0
81575	1933.0	735.0
106481662	0.0	1.0
81576	1027.0	1765.0
106481663	0.0	2.0
81570	911.0	392.0
100271178	0.0	1.0
81571	166.0	226.0
81572	1230.0	1296.0
645715	19.0	32.0
8387	0.0	0.0
8388	0.0	0.0
728300	7.0	3.0
8386	0.0	0.0
8389	0.0	0.0
106481668	0.0	0.0
106481669	0.0	0.0
106481666	0.0	0.0
106481667	0.0	0.0
81559	1011.0	1322.0
8383	0.0	0.0
285848	15.0	6.0
8384	0.0	0.0
285849	42.0	47.0
8382	377.0	239.0
81566	572.0	534.0
106481671	0.0	0.0
106481672	0.0	0.0
81567	298.0	190.0
81569	0.0	1.0
106481670	1.0	1.0
81562	1346.0	1624.0
106481675	0.0	0.0
81563	2428.0	971.0
246243	358.0	314.0
100271168	0.0	0.0
106481676	0.0	0.0
106481673	1.0	1.0
81565	997.0	915.0
106481674	0.0	0.0
100271164	0.0	0.0
100271167	0.0	0.0
100271161	0.0	0.0
100271163	0.0	0.0
100271162	0.0	1.0
8398	552.0	980.0
8399	1.0	3.0
8396	2079.0	2586.0
285852	1.0	1.0
645740	0.0	0.0
8390	0.0	0.0
106481635	0.0	0.0
285855	2717.0	2642.0
106481636	0.0	0.0
8391	0.0	0.0
106481633	0.0	0.0
106481634	0.0	0.0
8394	761.0	772.0
106481639	0.0	0.0
8395	130.0	143.0
8392	0.0	0.0
106481637	1.0	1.0
106481638	0.0	0.0
100271158	1.0	7.0
106481642	2.0	2.0
106481643	0.0	0.0
246210	0.0	1.0
106481640	0.0	0.0
100271159	0.0	1.0
106481641	0.0	0.0
100271150	0.0	0.0
645754	0.0	1.0
246213	0.0	0.0
106481646	0.0	0.0
106481647	0.0	0.0
106481644	0.0	0.0
106481645	0.0	0.0
728324	87.0	58.0
106481648	0.0	0.0
106481649	0.0	0.0
106481650	0.0	0.0
100271147	0.0	0.0
106481653	0.0	0.0
106481654	0.0	0.0
100271146	0.0	0.0
106481651	0.0	0.0
100271149	0.0	0.0
100271148	0.0	0.0
106481652	0.0	0.0
344657	1.0	1.0
100271142	0.0	0.0
344658	1.0	8.0
100271145	0.0	0.0
645745	8.0	1.0
344653	1.0	0.0
100271141	0.0	3.0
100271140	0.0	0.0
106481619	0.0	0.0
106481613	0.0	0.0
246269	164.0	124.0
106481614	0.0	0.0
106481611	0.0	0.0
106481612	0.0	0.0
106481617	0.0	0.0
93594	105.0	264.0
106481618	0.0	0.0
106481615	0.0	0.0
106481616	0.0	0.0
283209	200.0	331.0
283208	58.0	177.0
106481620	0.0	0.0
106481621	0.0	0.0
100271138	1.0	0.0
100271132	1.0	3.0
100271131	0.0	0.0
100271133	0.0	0.0
100271130	0.0	0.0
93587	146.0	173.0
645771	0.0	1.0
93589	72.0	205.0
106481624	1.0	15.0
285800	3.0	11.0
106481625	0.0	1.0
106481622	0.0	0.0
106481623	0.0	0.0
106481628	0.0	0.0
106481629	0.0	0.0
106481626	0.0	0.0
106481627	0.0	0.0
100271129	0.0	0.0
246283	0.0	0.0
246285	0.0	0.0
106481631	0.0	0.0
100271125	1.0	0.0
106481632	0.0	0.0
106481630	0.0	0.0
100271122	0.0	0.0
199692	337.0	392.0
645784	204.0	383.0
100271118	0.0	1.0
100271117	0.0	0.0
100271119	0.0	1.0
100271114	1.0	0.0
100271113	0.0	0.0
100271116	0.0	0.0
197021	0.0	2.0
643115	0.0	0.0
100271111	0.0	0.0
106481608	1.0	1.0
106481609	0.0	0.0
645798	3.0	11.0
643136	0.0	0.0
106481602	1.0	2.0
106481603	0.0	0.0
106481600	0.0	0.0
106481601	0.0	0.0
106481606	0.0	0.0
106481607	0.0	0.0
106481604	0.0	1.0
106481605	0.0	0.0
285829	4.0	6.0
100271106	3.0	11.0
106481610	0.0	0.0
100271105	0.0	0.0
643126	2.0	7.0
199699	20.0	10.0
728393	0.0	0.0
100128899	0.0	0.0
728395	0.0	0.0
114625	603.0	596.0
54112	5.0	6.0
56776	3.0	7.0
283248	28.0	23.0
344729	0.0	0.0
100128894	0.0	0.0
100128893	4.0	17.0
100128890	5.0	6.0
728386	0.0	0.0
728388	0.0	0.0
100128889	0.0	1.0
100128888	1.0	6.0
114614	66.0	456.0
283238	0.0	0.0
100190800	6.0	10.0
283237	589.0	729.0
283236	0.0	1.0
283234	1357.0	5448.0
728381	0.0	0.0
283232	1216.0	1169.0
728380	1.0	6.0
100128881	22.0	72.0
100128880	1.0	0.0
692099	285.0	299.0
114609	134.0	137.0
29128	46.0	308.0
29123	2160.0	2425.0
344709	0.0	0.0
29122	48.0	77.0
29121	265.0	1716.0
283229	603.0	548.0
29127	212.0	530.0
29126	420.0	254.0
29125	58.0	229.0
29124	9.0	1.0
692087	0.0	0.0
692088	0.0	0.0
692089	0.0	0.0
100128867	0.0	0.0
54145	0.0	0.0
54143	0.0	0.0
283219	823.0	551.0
54149	268.0	673.0
54148	523.0	791.0
54147	0.0	0.0
283212	201.0	77.0
692091	0.0	0.0
692092	0.0	0.0
692093	1.0	0.0
692094	0.0	0.0
100271091	1.0	0.0
100271090	0.0	0.0
100128857	0.0	0.0
100271093	0.0	0.0
100271092	0.0	0.0
728350	5.0	12.0
285872	0.0	1.0
100128853	0.0	0.0
29109	1349.0	1560.0
29108	914.0	2095.0
285877	0.0	0.0
29107	681.0	946.0
285878	0.0	0.0
29106	4.0	23.0
728358	0.0	0.0
29101	9282.0	8162.0
29100	3478.0	2242.0
29105	1148.0	990.0
29104	282.0	286.0
29103	2364.0	2234.0
29102	983.0	1279.0
100271098	1.0	1.0
283284	354.0	160.0
728343	0.0	0.0
728342	66.0	51.0
100128849	0.0	0.0
728344	2.0	4.0
100271081	3.0	10.0
100128845	0.0	0.0
728340	37.0	33.0
285888	0.0	1.0
29119	2.0	6.0
107057644	0.0	0.0
29118	36.0	108.0
107057647	0.0	0.0
114655	0.0	0.0
29117	1967.0	2331.0
107057646	0.0	0.0
114657	0.0	0.0
114659	118.0	224.0
126638	0.0	0.0
54165	610.0	798.0
126637	0.0	0.0
29110	574.0	704.0
29116	987.0	1656.0
29115	2317.0	3206.0
29114	3.0	11.0
29113	1.0	0.0
100271087	2.0	2.0
100271089	0.0	0.0
100271085	1.0	0.0
100128836	1.0	3.0
728378	1.0	0.0
728377	64.0	35.0
100271070	0.0	1.0
285893	0.0	0.0
100128834	0.0	0.0
728373	0.0	0.0
728379	0.0	0.0
81797	0.0	0.0
126626	296.0	641.0
81793	52.0	957.0
81794	92.0	423.0
81796	42.0	121.0
81790	969.0	1176.0
100271076	0.0	2.0
283267	153.0	261.0
91107	1825.0	1435.0
100128830	0.0	0.0
81792	52.0	39.0
100271078	0.0	0.0
100271073	0.0	0.0
100271072	0.0	0.0
100271074	0.0	0.0
100128827	0.0	0.0
728366	0.0	0.0
728361	0.0	10.0
100128822	396.0	422.0
728369	0.0	0.0
81786	211.0	175.0
54187	3457.0	3184.0
81788	949.0	950.0
81789	244.0	217.0
283257	0.0	0.0
100271065	0.0	0.0
645700	0.0	1.0
283254	157.0	115.0
126695	1085.0	590.0
148003	0.0	0.0
378108	4.0	14.0
151649	0.0	6.0
151648	18.0	103.0
151647	3.0	1.0
151645	16.0	30.0
200909	0.0	1.0
200916	892.0	1988.0
148014	8.0	2.0
151658	1.0	0.0
151651	6.0	21.0
56704	65.0	45.0
148022	1070.0	818.0
126669	654.0	560.0
126668	48.0	98.0
100126297	0.0	0.0
100126299	0.0	4.0
100126296	1.0	2.0
200931	93.0	135.0
200933	327.0	372.0
126661	86.0	99.0
56729	0.0	3.0
283298	79.0	387.0
283297	0.0	0.0
136051	210.0	325.0
138639	110.0	123.0
692076	3.0	1.0
391121	0.0	0.0
391120	0.0	0.0
391123	10.0	10.0
200942	2713.0	1925.0
440577	10.0	7.0
440574	1597.0	1513.0
56731	3200.0	3276.0
100126270	3.0	1.0
692084	0.0	0.0
692085	0.0	0.0
692086	2.0	33.0
138649	73.0	143.0
200959	0.0	0.0
200958	165.0	96.0
391135	7.0	13.0
440567	53.0	117.0
391139	5.0	3.0
440563	0.0	0.0
440561	0.0	0.0
151613	328.0	860.0
692072	0.0	0.0
692075	2.0	2.0
692057	0.0	0.0
692058	0.0	0.0
124056	0.0	0.0
81706	593.0	1295.0
391104	0.0	0.0
391107	0.0	0.0
391106	0.0	1.0
81704	877.0	2617.0
391109	0.0	0.0
440595	143.0	259.0
56751	2.0	0.0
692063	0.0	0.0
8402	5950.0	3698.0
391110	0.0	0.0
8403	4.0	1.0
391112	0.0	0.0
124045	397.0	429.0
391114	1.0	0.0
124044	804.0	693.0
391115	0.0	0.0
440585	0.0	2.0
391117	0.0	0.0
440584	40.0	27.0
391119	0.0	0.0
54101	355.0	290.0
151636	2393.0	2375.0
440590	76.0	64.0
54103	652.0	718.0
54102	1472.0	971.0
54108	1170.0	1420.0
54107	1478.0	2189.0
54106	3.0	5.0
692053	0.0	0.0
391040	1.0	0.0
645683	20.0	42.0
8410	0.0	0.0
645682	1.0	0.0
645688	7.0	8.0
391044	0.0	1.0
645687	1.0	0.0
8411	365.0	408.0
645686	0.0	0.0
8412	524.0	956.0
391045	0.0	0.0
440533	1.0	0.0
8406	34.0	880.0
8407	10021.0	15571.0
8404	3647.0	5259.0
8405	2401.0	2902.0
8408	1648.0	1452.0
8409	3962.0	4933.0
391051	37.0	3.0
8420	442.0	1292.0
645694	1.0	1.0
391053	0.0	0.0
645693	17.0	56.0
643031	3.0	1.0
8424	630.0	425.0
8425	4361.0	14312.0
643037	0.0	0.0
163589	25.0	32.0
643034	0.0	0.0
440525	39.0	51.0
391059	22.0	12.0
645691	5.0	14.0
163590	1507.0	1931.0
8417	1423.0	2517.0
8418	240.0	543.0
8416	1550.0	890.0
8419	57.0	497.0
8431	25.0	2.0
8435	3.0	33.0
8436	555.0	1391.0
8433	4.0	8.0
8434	140.0	319.0
391026	0.0	0.0
440556	297.0	775.0
440560	0.0	0.0
8428	1229.0	1066.0
8427	1159.0	1337.0
103157000	0.0	0.0
8443	1575.0	1681.0
8440	1663.0	1761.0
8446	530.0	712.0
8447	105.0	343.0
8444	254.0	208.0
8445	553.0	1347.0
391037	0.0	2.0
391039	4.0	4.0
643050	0.0	0.0
285905	3.0	3.0
285908	216.0	263.0
8439	987.0	1180.0
8437	1058.0	822.0
8438	23.0	146.0
8453	853.0	944.0
8454	1888.0	2460.0
8451	1818.0	1813.0
8452	1743.0	1955.0
8458	327.0	411.0
8455	4008.0	1771.0
8456	2.0	86.0
106481578	0.0	0.0
106481579	0.0	0.0
8450	1259.0	1633.0
106481583	0.0	0.0
106481584	1.0	1.0
106481581	0.0	0.0
106481582	0.0	0.0
106481587	0.0	0.0
106481588	0.0	0.0
106481585	0.0	0.0
106481586	0.0	0.0
8448	2.0	8.0
8449	1368.0	1635.0
106481580	0.0	0.0
8464	299.0	491.0
8462	453.0	294.0
8463	278.0	497.0
8468	0.0	1.0
391099	0.0	0.0
8467	2381.0	2878.0
342184	230.0	168.0
246312	0.0	0.0
106481589	0.0	0.0
8460	515.0	510.0
106481594	0.0	0.0
106481595	0.0	0.0
106481592	0.0	0.0
106481593	0.0	0.0
106481598	0.0	0.0
151579	1.0	2.0
106481599	0.0	0.0
106481596	0.0	0.0
106481597	0.0	0.0
8459	3734.0	3651.0
106481590	0.0	0.0
106481591	1.0	0.0
8476	726.0	481.0
8473	1788.0	4088.0
440519	1.0	1.0
440518	0.0	1.0
8479	1520.0	1789.0
440515	527.0	721.0
8477	231.0	533.0
106481558	0.0	0.0
106481559	0.0	0.0
391069	0.0	1.0
106481556	0.0	0.0
106481557	0.0	0.0
8471	2.0	0.0
8470	4579.0	3193.0
106481561	0.0	0.0
106481562	0.0	0.0
106481560	0.0	0.0
106481565	0.0	0.0
106481566	0.0	0.0
106481563	0.0	0.0
106481564	0.0	0.0
391073	0.0	0.0
8487	188.0	316.0
8484	3.0	1.0
391075	0.0	0.0
440508	0.0	11.0
391077	0.0	0.0
391076	0.0	0.0
8488	2.0	9.0
440503	72.0	88.0
8489	1.0	5.0
106481569	0.0	0.0
106481567	0.0	0.0
106481568	0.0	0.0
8482	255.0	1331.0
8483	225.0	149.0
8480	1007.0	1445.0
8481	1063.0	1663.0
106481572	0.0	0.0
106481573	0.0	0.0
106481570	0.0	0.0
106481571	0.0	0.0
106481576	0.0	0.0
106481577	0.0	0.0
106481574	0.0	1.0
106481575	0.0	0.0
391081	2.0	1.0
8497	31.0	23.0
728431	437.0	264.0
8498	2830.0	3330.0
728430	0.0	0.0
100128934	0.0	0.0
8495	2979.0	2058.0
8496	957.0	777.0
91012	1468.0	1969.0
100128936	75.0	228.0
728432	0.0	0.0
100128930	0.0	0.0
8499	1.0	3.0
106481536	0.0	0.0
8490	3784.0	3213.0
106481537	0.0	0.0
285954	2.0	4.0
285955	1.0	3.0
106481534	0.0	0.0
106481535	0.0	0.0
8493	364.0	348.0
54075	0.0	1.0
101669766	65.0	103.0
728434	0.0	0.0
91010	2263.0	3565.0
285958	380.0	1020.0
101669767	0.0	0.0
8491	501.0	443.0
106481538	0.0	0.0
8492	1.0	11.0
54072	4.0	15.0
106481539	0.0	0.0
101669762	59.0	84.0
106481540	0.0	0.0
101669763	0.0	0.0
101669764	0.0	0.0
106481543	0.0	0.0
81694	0.0	0.0
100271059	0.0	0.0
81695	0.0	0.0
106481544	0.0	0.0
106481541	0.0	0.0
81696	0.0	1.0
81697	0.0	0.0
106481542	0.0	0.0
81693	54.0	66.0
100271056	0.0	0.0
100271050	2.0	8.0
100271053	0.0	0.0
93664	877.0	623.0
100128923	0.0	2.0
93663	912.0	821.0
285961	5.0	13.0
93668	0.0	0.0
285962	46.0	96.0
106481547	0.0	0.0
54082	4.0	7.0
106481548	0.0	0.0
285965	13.0	33.0
285966	106.0	205.0
106481545	0.0	0.0
106481546	0.0	1.0
93661	0.0	0.0
100128927	885.0	550.0
54084	21.0	88.0
106481549	0.0	0.0
106481550	0.0	0.0
81688	5609.0	7604.0
106481551	0.0	0.0
54089	0.0	1.0
81689	871.0	896.0
54088	10.0	0.0
106481554	0.0	0.0
100271047	0.0	0.0
106481555	0.0	1.0
106481552	0.0	0.0
106456574	0.0	0.0
106481553	0.0	0.0
93659	0.0	0.0
100271040	0.0	0.0
100271042	0.0	0.0
100128912	0.0	0.0
91039	1845.0	2344.0
342132	88.0	90.0
285971	1316.0	1953.0
285972	7.0	91.0
285973	54.0	132.0
100128911	0.0	0.0
728450	0.0	0.0
54093	388.0	563.0
106481514	0.0	0.0
106481515	0.0	0.0
106481512	0.0	0.0
54090	0.0	0.0
106481513	0.0	0.0
54097	115.0	314.0
106481518	0.0	0.0
106481519	0.0	0.0
246329	386.0	639.0
106481516	0.0	0.0
728458	0.0	0.0
106481517	0.0	0.0
54099	1.0	0.0
54098	0.0	0.0
246330	533.0	447.0
106481521	0.0	0.0
106481522	0.0	0.0
106481520	0.0	0.0
342125	19.0	9.0
100271033	10.0	15.0
645619	0.0	2.0
100271031	4.0	2.0
344787	21.0	34.0
100128902	0.0	0.0
728441	26.0	30.0
100128903	0.0	1.0
222389	1134.0	619.0
106481525	1.0	0.0
106481526	0.0	0.0
285987	1.0	9.0
106481523	0.0	0.0
285989	201.0	329.0
106481524	0.0	0.0
106481529	0.0	0.0
728448	13.0	23.0
106481527	0.0	0.0
106481528	0.0	0.0
728447	0.0	0.0
106481532	0.0	0.0
106481533	0.0	0.0
100271025	2.0	2.0
106481530	0.0	0.0
106481531	0.0	0.0
100271020	0.0	0.0
91057	292.0	406.0
91056	1188.0	728.0
645641	0.0	0.0
91050	1072.0	428.0
100271015	0.0	1.0
106481500	0.0	0.0
645638	440.0	253.0
645651	0.0	0.0
344760	0.0	0.0
106481509	0.0	0.0
645652	14.0	14.0
106481503	0.0	0.0
106481504	0.0	1.0
106481501	0.0	0.0
106481502	0.0	0.0
106481507	0.0	3.0
106481508	0.0	0.0
106481505	0.0	0.0
106481506	0.0	0.0
100271007	1.0	0.0
283316	104.0	383.0
106481510	0.0	0.0
106481511	0.0	0.0
100271003	10.0	30.0
283314	40.0	218.0
100271006	0.0	1.0
283310	0.0	5.0
344758	0.0	0.0
100271001	0.0	0.0
344752	0.0	0.0
728411	95.0	159.0
728410	0.0	0.0
643003	10.0	24.0
643001	0.0	0.0
728419	0.0	0.0
728418	0.0	0.0
91074	1.0	1.0
728409	0.0	0.0
283303	2.0	6.0
344741	0.0	0.0
728400	0.0	0.0
645676	55.0	92.0
285941	0.0	1.0
728405	0.0	0.0
285943	27.0	51.0
728407	8.0	9.0
728402	1.0	1.0
728403	0.0	0.0
643008	436.0	412.0
645668	0.0	3.0
100506658	355.0	171.0
100506655	1.0	0.0
81849	14.0	20.0
56890	229.0	345.0
56891	0.0	1.0
100506650	0.0	0.0
81846	796.0	422.0
81847	992.0	961.0
81848	1487.0	421.0
56896	1.0	2.0
56897	1863.0	1998.0
81853	3332.0	2951.0
56898	3642.0	2192.0
81855	1094.0	946.0
56899	58.0	49.0
56892	1426.0	409.0
56893	1073.0	1050.0
121275	0.0	1.0
121278	0.0	0.0
56894	3771.0	3134.0
81850	0.0	0.0
145249	0.0	3.0
56895	108.0	303.0
81851	0.0	0.0
649137	1.0	1.0
81839	362.0	575.0
121274	719.0	829.0
121273	6.0	12.0
145264	0.0	1.0
121270	0.0	0.0
145258	7.0	48.0
121268	49.0	87.0
81844	2587.0	4057.0
145259	1.0	16.0
133283	205.0	415.0
375593	10.0	16.0
100506649	132.0	147.0
100506673	0.0	0.0
121260	847.0	949.0
145270	182.0	128.0
100506671	1.0	0.0
81875	823.0	1259.0
81876	10106.0	7317.0
81870	0.0	0.0
81871	0.0	0.0
121256	27.0	7.0
81872	0.0	0.0
81873	2650.0	3098.0
387597	9.0	28.0
100506668	400.0	277.0
160897	318.0	321.0
649159	0.0	0.0
145282	66.0	100.0
387590	1249.0	474.0
81856	79.0	142.0
81857	3312.0	2642.0
100506660	9.0	25.0
81858	3390.0	3075.0
135886	6.0	0.0
147872	0.0	0.0
81889	1115.0	859.0
145200	29.0	86.0
81892	2084.0	1715.0
81893	1.0	2.0
81894	1123.0	1931.0
81890	2356.0	2813.0
135892	6.0	14.0
649179	3.0	72.0
100506600	44.0	15.0
613126	7.0	12.0
81887	1880.0	2199.0
81888	646.0	580.0
145216	2.0	2.0
338591	0.0	0.0
649186	0.0	2.0
338596	2.0	2.0
338599	3.0	2.0
169200	879.0	1144.0
145226	129.0	52.0
100506637	104.0	110.0
160857	101.0	151.0
160851	165.0	277.0
91227	1.0	2.0
157206	7.0	45.0
100506622	1.0	8.0
100856809	0.0	0.0
338588	0.0	0.0
145241	1.0	0.0
91219	1.0	3.0
650172	0.0	0.0
102724678	161.0	139.0
338579	0.0	0.0
326591	147.0	191.0
255738	0.0	1.0
338567	0.0	0.0
102724668	5.0	5.0
255743	10848.0	6412.0
56829	1180.0	2025.0
326586	0.0	0.0
102724655	0.0	0.0
554250	0.0	0.0
554251	97.0	111.0
338557	72.0	55.0
56832	0.0	1.0
56833	1424.0	1833.0
56834	2166.0	1846.0
554235	10.0	7.0
554236	2.0	3.0
56849	15.0	47.0
255725	0.0	0.0
56848	755.0	798.0
56852	219.0	293.0
56853	29.0	13.0
102724631	0.0	0.0
56850	2335.0	2189.0
56851	3430.0	2409.0
100820829	35.0	87.0
101243555	0.0	2.0
196872	119.0	166.0
8501	471.0	632.0
8502	3143.0	2334.0
8500	1056.0	778.0
253128	4.0	5.0
664701	235.0	163.0
255783	714.0	1104.0
54207	0.0	15.0
54206	700.0	784.0
54205	4357.0	2927.0
664709	5.0	14.0
54209	1299.0	745.0
196883	382.0	807.0
8512	11.0	15.0
8513	0.0	1.0
8510	1.0	3.0
8511	2.0	15.0
54210	67.0	22.0
81831	204.0	255.0
81832	0.0	8.0
81833	0.0	0.0
54212	0.0	0.0
170261	162.0	112.0
8505	356.0	506.0
8506	62.0	133.0
8503	1279.0	993.0
8504	508.0	493.0
8509	77.0	118.0
8507	222.0	312.0
255758	220.0	259.0
8508	2628.0	2241.0
8520	1449.0	1393.0
8521	0.0	2.0
169270	73.0	104.0
8522	403.0	939.0
102724605	0.0	0.0
554282	1.0	27.0
56886	2732.0	2725.0
54221	5.0	33.0
56888	1970.0	1930.0
554279	0.0	5.0
664722	0.0	2.0
56882	2084.0	3104.0
664721	2.0	5.0
255762	2.0	3.0
56884	0.0	0.0
8516	243.0	404.0
8517	188.0	208.0
8514	1386.0	3373.0
8515	18.0	92.0
56889	5715.0	5056.0
8518	1029.0	1143.0
8519	2305.0	6271.0
8530	881.0	2574.0
326624	253.0	1111.0
8531	3187.0	2818.0
326625	2583.0	2010.0
8534	493.0	1643.0
326628	0.0	0.0
8535	1087.0	1098.0
326627	0.0	0.0
8532	59.0	38.0
8533	1793.0	2072.0
8527	858.0	1721.0
8528	119.0	97.0
8525	2369.0	4846.0
8526	207.0	388.0
8529	2.0	1.0
8541	347.0	299.0
326613	0.0	0.0
8542	7499.0	6675.0
326615	0.0	0.0
8540	746.0	857.0
326614	0.0	1.0
8545	1810.0	2954.0
326617	0.0	0.0
8546	1900.0	1651.0
326616	0.0	1.0
8543	1723.0	2585.0
8544	534.0	342.0
253175	0.0	0.0
554300	0.0	0.0
8538	7.0	26.0
8539	2454.0	2709.0
8536	271.0	345.0
8537	29.0	34.0
8552	8.0	10.0
8553	8924.0	1738.0
8550	856.0	1057.0
326603	6.0	2.0
8551	0.0	0.0
8556	122.0	180.0
326606	0.0	0.0
8557	35.0	99.0
8554	852.0	1101.0
8555	787.0	620.0
326607	1.0	0.0
326609	2.0	0.0
255798	0.0	0.0
8549	0.0	0.0
8547	238.0	162.0
8548	449.0	442.0
101409261	5.0	11.0
326611	0.0	0.0
8563	874.0	1000.0
8564	76.0	181.0
8562	1560.0	2199.0
8567	1551.0	2278.0
8568	1235.0	1941.0
8565	4505.0	3365.0
8566	7241.0	5258.0
253152	163.0	34.0
8560	2738.0	2324.0
100132031	0.0	0.0
100132036	0.0	0.0
253143	729.0	975.0
