id	7b33490c-6699-4393-8085-803afadbc344	864475a1-413c-46f8-8227-9ae03a71a5fc
106480912	0.0	0.0
106480911	0.0	0.0
106480914	0.0	0.0
414918	1148.0	1314.0
106480913	0.0	0.0
57458	2042.0	3520.0
390429	0.0	0.0
57459	2531.0	1641.0
57453	420.0	191.0
57455	1496.0	1400.0
57456	2125.0	1376.0
106479939	3.0	2.0
390472	0.0	2.0
162540	0.0	0.0
150554	6.0	14.0
729082	4697.0	5476.0
729085	104.0	142.0
729079	2.0	3.0
390483	0.0	0.0
730061	2.0	11.0
150568	1.0	3.0
729073	8.0	19.0
497258	665.0	371.0
106479916	0.0	0.0
106479915	0.0	0.0
106479914	0.0	0.0
106479913	0.0	0.0
106479912	0.0	0.0
106479911	0.0	0.0
106479910	0.0	0.0
730094	1159.0	452.0
730092	1138.0	265.0
730091	635.0	300.0
150577	0.0	0.0
150572	0.0	0.0
106479909	0.0	0.0
106479908	0.0	0.0
106479907	0.0	0.0
106479906	0.0	0.0
106479905	0.0	0.0
106479904	0.0	0.0
106479903	6.0	2.0
102546227	1.0	3.0
106479902	0.0	0.0
730087	108.0	105.0
106479901	0.0	0.0
106479900	0.0	0.0
730086	0.0	2.0
729097	6.0	18.0
389493	756.0	484.0
221613	0.0	0.0
729096	13.0	8.0
729092	23.0	6.0
729046	33.0	29.0
729042	1.0	1.0
729041	217.0	23.0
730029	66.0	137.0
730023	4.0	4.0
729032	0.0	0.0
730016	0.0	3.0
730058	0.0	0.0
730052	1.0	3.0
730051	1702.0	739.0
221662	184.0	2.0
150538	4.0	0.0
162515	915.0	780.0
162517	13.0	1.0
729059	0.0	0.0
162514	28.0	29.0
730041	4.0	6.0
149563	205.0	1.0
221656	3792.0	2016.0
729050	1.0	3.0
221687	143.0	35.0
221692	128.0	57.0
162494	18.0	4.0
654391	3.0	1.0
198437	3.0	2.0
257629	0.0	1.0
267004	5.0	3.0
149499	5.0	9.0
162466	25.0	59.0
255022	1.0	1.0
162461	0.0	15.0
267010	0.0	0.0
267012	0.0	0.0
267013	0.0	1.0
150472	1073.0	761.0
255031	371.0	256.0
255025	0.0	0.0
101101692	28.0	13.0
255027	1357.0	283.0
267002	865.0	456.0
150483	132.0	7.0
282617	0.0	0.0
282618	1.0	0.0
282616	0.0	0.0
644990	66.0	21.0
9103	47.0	25.0
9100	3900.0	3540.0
9101	3759.0	2930.0
644994	0.0	0.0
9107	2333.0	1831.0
9104	2265.0	1648.0
400242	631.0	318.0
84959	150.0	109.0
255061	14.0	4.0
84958	942.0	7088.0
654319	1.0	0.0
100996315	7.0	3.0
84966	35.0	32.0
57348	11.0	11.0
282679	230.0	96.0
84968	306.0	202.0
84967	1854.0	1380.0
84962	1988.0	2217.0
57343	1288.0	799.0
654320	0.0	0.0
255057	20.0	65.0
84961	1305.0	1209.0
654321	5.0	2.0
400238	0.0	0.0
654322	2.0	5.0
84964	187.0	88.0
400236	185.0	163.0
644988	4.0	2.0
84960	230.0	97.0
642326	0.0	0.0
9113	2181.0	1355.0
9114	8708.0	7885.0
9111	1174.0	842.0
9112	3891.0	3408.0
9117	3329.0	2454.0
9118	3.0	4.0
414899	0.0	0.0
100996307	168.0	88.0
100996306	0.0	0.0
84948	991.0	1415.0
9110	2819.0	1064.0
84947	1013.0	867.0
84955	1538.0	1076.0
84954	1052.0	2690.0
84957	90.0	173.0
100996301	0.0	0.0
84951	3421.0	6756.0
84950	4544.0	3062.0
84953	42.0	208.0
400224	516.0	31.0
84952	8807.0	3156.0
644998	0.0	1.0
9108	349.0	302.0
642337	1.0	1.0
644997	0.0	2.0
9124	14588.0	24068.0
9125	2408.0	1752.0
9122	921.0	1102.0
9123	814.0	3018.0
9128	2001.0	1414.0
9129	2971.0	2133.0
9126	3679.0	2837.0
9127	5.0	7.0
94304	0.0	0.0
255043	153.0	111.0
9120	278.0	127.0
9121	1316.0	698.0
57369	0.0	0.0
84988	1791.0	2584.0
84987	3436.0	3556.0
84989	143.0	30.0
84984	470.0	99.0
84983	4.0	7.0
84986	496.0	505.0
84985	113.0	53.0
642345	7.0	0.0
9119	0.0	5.0
84981	3472.0	890.0
9135	3412.0	3569.0
9136	1275.0	1853.0
9133	97.0	248.0
9134	83.0	68.0
9139	2823.0	1613.0
267014	1.0	0.0
267015	1.0	1.0
9138	4338.0	3465.0
267017	0.0	0.0
9131	2108.0	2576.0
9132	36.0	56.0
84969	195.0	62.0
9130	4898.0	6323.0
400208	25.0	0.0
84976	1411.0	1230.0
400209	78.0	87.0
400206	1.0	0.0
84978	103.0	2492.0
84973	4762.0	4825.0
84975	1786.0	1862.0
57379	0.0	0.0
642357	5.0	18.0
84971	975.0	1478.0
84970	0.0	1.0
267020	2.0	1.0
9146	3222.0	5610.0
9147	2072.0	1399.0
9144	6150.0	19970.0
9145	1830.0	831.0
9148	12.0	13.0
106479899	0.0	0.0
9149	2289.0	1691.0
106479898	0.0	0.0
106479897	0.0	0.0
106480886	0.0	0.0
106479896	0.0	0.0
106480885	0.0	0.0
106480888	0.0	0.0
106479895	1.0	0.0
106480887	0.0	0.0
106479894	0.0	0.0
106479893	0.0	0.0
9142	0.0	0.0
57380	2570.0	2046.0
9143	27.0	53.0
106479892	0.0	0.0
106480889	0.0	0.0
57381	892.0	224.0
9140	2169.0	1650.0
106479891	0.0	0.0
9141	2577.0	1922.0
106479890	0.0	0.0
106480891	0.0	0.0
106480890	0.0	0.0
654364	56.0	60.0
106480893	0.0	0.0
106480892	0.0	0.0
106480895	0.0	0.0
106480894	10.0	1.0
9158	4202.0	3827.0
9156	27.0	78.0
106479889	0.0	0.0
9159	855.0	689.0
106479888	0.0	0.0
106479887	1.0	0.0
654346	2.0	1.0
106479886	0.0	0.0
106480897	0.0	0.0
9150	1480.0	1667.0
106480896	1.0	0.0
106479885	3.0	0.0
57396	3282.0	1095.0
106480899	0.0	0.0
106479884	0.0	0.0
106479883	0.0	0.0
106480898	0.0	0.0
9153	47.0	12.0
106479882	0.0	0.0
9154	2.0	5.0
106479881	0.0	0.0
106479880	0.0	0.0
57393	369.0	82.0
9152	0.0	0.0
654350	0.0	0.0
84996	999.0	596.0
84991	5047.0	4677.0
84993	3754.0	3183.0
84992	0.0	0.0
9168	28125.0	35500.0
9169	6262.0	4580.0
9166	4212.0	2286.0
642395	13.0	13.0
9167	5884.0	7782.0
642394	0.0	0.0
106480864	0.0	0.0
106480863	0.0	0.0
106480866	0.0	0.0
106480865	0.0	0.0
106480868	0.0	0.0
255082	905.0	236.0
106480867	0.0	0.0
9162	5317.0	108.0
106480869	0.0	0.0
654383	0.0	0.0
106480871	0.0	0.0
106480870	0.0	0.0
106480873	0.0	0.0
282697	0.0	0.0
400258	19.0	0.0
106480872	0.0	0.0
642389	0.0	0.0
654381	2.0	0.0
9179	1233.0	1616.0
9177	0.0	0.0
106480875	0.0	0.0
9172	246.0	123.0
106480874	0.0	0.0
106480877	0.0	0.0
9170	1006.0	909.0
106480876	0.0	0.0
9175	3808.0	4937.0
106480879	0.0	0.0
106480878	0.0	0.0
9173	89.0	6.0
106480880	7.0	2.0
106480882	0.0	0.0
106480881	0.0	0.0
654376	3.0	0.0
106480884	0.0	0.0
106480883	0.0	0.0
654370	3.0	3.0
137868	0.0	0.0
730112	29.0	17.0
106480849	0.0	0.0
729123	1.0	1.0
9188	2765.0	3602.0
106479859	0.0	0.0
106479858	6.0	0.0
9189	3362.0	2992.0
106479857	0.0	0.0
106479856	0.0	0.0
106479855	0.0	0.0
106479854	0.0	0.0
729121	0.0	0.0
9182	816.0	27.0
106479853	0.0	0.0
106480842	0.0	0.0
9183	792.0	966.0
106479852	0.0	0.0
106480841	0.0	0.0
9180	1246.0	1499.0
106480844	0.0	0.0
106479851	0.0	0.0
9181	4378.0	5398.0
106479850	0.0	0.0
106480843	0.0	0.0
106480846	0.0	0.0
9187	1191.0	1050.0
106480845	0.0	0.0
9184	4003.0	3687.0
106480848	0.0	0.0
9185	387.0	268.0
106480847	0.0	1.0
57501	23.0	23.0
57502	36.0	8.0
57504	2034.0	1743.0
125875	152.0	50.0
106480851	0.0	0.0
106480850	0.0	0.0
57509	3173.0	5580.0
730109	0.0	0.0
137872	1017.0	347.0
102546175	0.0	0.0
57505	1085.0	1278.0
644903	14.0	19.0
57506	5233.0	5059.0
57507	1739.0	855.0
57508	885.0	456.0
106479849	0.0	0.0
106479848	0.0	0.0
106479847	0.0	0.0
106479846	0.0	0.0
106479845	0.0	0.0
106479844	0.0	0.0
106479843	0.0	0.0
106479842	0.0	0.0
106480853	0.0	0.0
9194	297.0	149.0
106479841	0.0	0.0
106480852	1.0	0.0
9191	2184.0	1619.0
106479840	0.0	0.0
106480855	0.0	0.0
106480854	0.0	0.0
9197	4237.0	2163.0
106480857	0.0	0.0
106480856	0.0	0.0
106480859	0.0	0.0
729119	3.0	3.0
9196	109.0	10.0
106480858	0.0	0.0
57512	97.0	0.0
57513	2429.0	1679.0
57514	4181.0	2098.0
123207	1513.0	1225.0
57515	23447.0	20808.0
106480860	0.0	0.0
57510	2408.0	3032.0
106480862	0.0	0.0
57511	2320.0	1765.0
106480861	0.0	0.0
644911	0.0	2.0
644914	9.0	15.0
57519	264.0	112.0
729146	4.0	7.0
106480828	0.0	0.0
113878	656.0	1084.0
135228	157.0	451.0
106480827	0.0	0.0
729148	37.0	28.0
106480829	0.0	0.0
137886	2415.0	1560.0
106479879	0.0	0.0
730130	9.0	0.0
106479878	0.0	0.0
106479877	0.0	0.0
106479876	6.0	1.0
106480820	0.0	0.0
106479875	0.0	0.0
106479874	0.0	0.0
106479873	0.0	0.0
106480822	0.0	0.0
106479872	0.0	0.0
106480821	0.0	0.0
106479871	0.0	0.0
106480824	1.0	0.0
106479870	3.0	2.0
106480823	0.0	0.0
106480826	0.0	0.0
106480825	0.0	0.0
57523	2597.0	841.0
57524	89.0	142.0
57526	23.0	6.0
644928	7.0	9.0
57520	518.0	115.0
57521	2274.0	1743.0
57522	1826.0	854.0
57528	654.0	3.0
57529	54.0	0.0
106480839	0.0	0.0
106480838	0.0	0.0
106479869	0.0	0.0
729131	5.0	9.0
106479868	0.0	0.0
106479867	0.0	0.0
106479866	0.0	0.0
106479865	1.0	1.0
106479864	0.0	0.0
106480831	0.0	0.0
106479863	0.0	0.0
106480830	0.0	0.0
106480833	0.0	0.0
106479862	0.0	0.0
106479861	0.0	0.0
106480832	0.0	0.0
353116	3071.0	1408.0
106479860	0.0	0.0
106480835	0.0	0.0
106480834	0.0	0.0
106480837	3.0	2.0
106480836	0.0	0.0
57534	4288.0	3556.0
57535	3673.0	31.0
343727	0.0	0.0
57536	639.0	533.0
57537	1714.0	1693.0
150864	943.0	1820.0
57530	2308.0	2883.0
57531	947.0	475.0
57532	5269.0	4222.0
106480840	0.0	0.0
57533	868.0	531.0
57538	699.0	224.0
57539	2133.0	1308.0
106479817	1.0	0.0
106480806	7.0	1.0
106479816	0.0	0.0
106480805	1.0	0.0
106479815	0.0	0.0
106480808	0.0	0.0
106480807	0.0	0.0
106479814	0.0	0.0
106479813	0.0	0.0
106480809	0.0	0.0
106479812	0.0	0.0
106479811	0.0	0.0
106479810	0.0	1.0
123263	700.0	744.0
106480800	0.0	0.0
123264	16.0	1.0
57540	5.0	5.0
106480802	1.0	0.0
106480801	0.0	0.0
106480804	0.0	0.0
106480803	0.0	0.0
57545	1030.0	955.0
57546	2071.0	1691.0
57547	468.0	116.0
57541	812.0	957.0
57542	1864.0	1411.0
353132	0.0	0.0
57544	632.0	482.0
353131	0.0	0.0
644943	20.0	16.0
57549	455.0	785.0
106479809	0.0	0.0
106479808	0.0	0.0
644945	0.0	0.0
100101490	49.0	12.0
106479807	0.0	0.0
137835	56.0	81.0
106479806	1.0	0.0
106480817	0.0	0.0
106480816	0.0	0.0
106479805	0.0	0.0
106480819	0.0	0.0
106479804	0.0	0.0
106479803	0.0	0.0
106480818	0.0	0.0
644961	15.0	10.0
106479802	3.0	1.0
106479801	0.0	0.0
644962	3.0	2.0
106479800	0.0	0.0
353134	0.0	0.0
353133	0.0	0.0
106480811	0.0	0.0
57551	4054.0	3208.0
353135	0.0	0.0
106480810	0.0	0.0
106480813	0.0	0.0
106480812	4.0	0.0
353137	0.0	0.0
106480815	0.0	0.0
353139	0.0	0.0
106480814	0.0	0.0
57556	1779.0	149.0
57558	476.0	441.0
57559	204.0	263.0
57552	1079.0	803.0
353141	0.0	0.0
353140	0.0	0.0
57553	1374.0	329.0
57554	659.0	18.0
353143	0.0	0.0
57555	888.0	1290.0
353142	0.0	0.0
343702	0.0	1.0
729102	1.0	1.0
106479839	0.0	0.0
106479838	0.0	0.0
729101	0.0	0.0
106479837	0.0	0.0
106479836	5.0	1.0
106479835	4.0	0.0
644972	89.0	257.0
106479834	0.0	0.0
106479833	0.0	0.0
642311	2.0	0.0
106479832	0.0	0.0
353145	0.0	0.0
106479831	0.0	0.0
389101	8.0	12.0
102465906	0.0	0.0
57560	1864.0	1566.0
106479830	0.0	0.0
353144	0.0	0.0
57561	11713.0	13928.0
57562	1008.0	349.0
149830	0.0	1.0
57567	1877.0	4309.0
57568	1341.0	2115.0
57569	1750.0	508.0
57563	4611.0	1149.0
57565	3121.0	1265.0
106479829	1.0	0.0
106479828	1.0	1.0
106479827	0.0	0.0
106479826	0.0	1.0
106479825	1.0	0.0
106479824	1.0	0.0
106479823	0.0	0.0
106479822	0.0	0.0
106479821	0.0	0.0
57570	1357.0	845.0
125893	389.0	463.0
106479820	2.0	1.0
57571	1419.0	431.0
57572	2964.0	4167.0
149840	449.0	581.0
57573	1231.0	418.0
102465910	0.0	0.0
57578	56.0	26.0
57579	643.0	424.0
149837	239.0	62.0
123228	793.0	344.0
57574	3.0	15.0
353163	1.0	2.0
57575	61.0	9.0
102465909	0.0	0.0
57576	266.0	55.0
102465908	0.0	0.0
57577	1790.0	698.0
353164	1.0	0.0
102465907	0.0	0.0
644974	22.0	5.0
642317	0.0	0.0
106479819	0.0	0.0
106479818	0.0	0.0
730198	2.0	0.0
730196	0.0	0.0
390110	0.0	0.0
389123	0.0	0.0
389124	0.0	1.0
730190	1.0	0.0
390116	0.0	0.0
389120	0.0	0.0
390117	0.0	0.0
147276	0.0	1.0
389118	2.0	6.0
389119	54.0	89.0
353174	36.0	25.0
389114	738.0	270.0
135293	2077.0	1710.0
135295	181.0	116.0
729196	0.0	0.0
729198	0.0	0.0
730180	0.0	1.0
353189	51.0	735.0
392752	17.0	7.0
389144	0.0	0.0
389141	1.0	9.0
123283	1536.0	1253.0
102465944	0.0	0.0
353194	0.0	1.0
353196	0.0	0.0
389136	146.0	12.0
389137	4.0	5.0
390102	0.0	0.0
100526416	2.0	0.0
389125	2.0	1.0
389160	3.0	2.0
390151	0.0	0.0
390152	0.0	0.0
729163	0.0	0.0
730152	0.0	0.0
390154	0.0	0.0
390155	0.0	0.0
390157	0.0	0.0
389168	13.0	27.0
390158	2.0	24.0
389161	1.0	0.0
147226	4.0	3.0
389158	0.0	0.0
147228	3.0	0.0
135250	18.0	57.0
102465975	0.0	0.0
729156	6.0	1.0
102465974	2.0	1.0
730144	1.0	10.0
390162	0.0	0.0
390166	0.0	0.0
389156	7.0	11.0
390167	0.0	0.0
390168	0.0	0.0
389152	1.0	0.0
102465978	0.0	0.0
102465977	0.0	0.0
389151	0.0	1.0
102465976	0.0	0.0
729150	4.0	3.0
730138	5.0	12.0
102465985	0.0	0.0
730174	0.0	0.0
390131	0.0	0.0
390133	0.0	0.0
390134	0.0	0.0
221301	0.0	0.0
390136	0.0	0.0
390137	0.0	0.0
221303	128.0	7.0
390138	0.0	0.0
221302	558.0	403.0
390139	0.0	0.0
729182	1.0	1.0
135270	0.0	0.0
389170	251.0	47.0
729178	60.0	39.0
102465995	0.0	0.0
102465993	0.0	0.0
390142	0.0	0.0
729177	7.0	0.0
390144	0.0	0.0
729176	1.0	3.0
389179	15.0	71.0
389177	0.0	1.0
390148	0.0	0.0
729171	53.0	4.0
390072	3.0	17.0
390073	0.0	0.0
390075	0.0	0.0
390077	0.0	0.0
390078	0.0	0.0
390079	0.0	0.0
221322	504.0	239.0
642290	2.0	3.0
389084	46.0	128.0
390081	0.0	0.0
390082	0.0	0.0
389072	167.0	51.0
390083	0.0	0.0
390084	0.0	0.0
389075	0.0	0.0
389073	0.0	0.0
390091	10.0	0.0
105616982	0.0	0.0
390053	0.0	0.0
390054	0.0	0.0
390058	0.0	0.0
390059	0.0	0.0
390061	0.0	0.0
390063	1.0	0.0
390064	0.0	0.0
389090	0.0	0.0
390066	0.0	1.0
390067	1.0	0.0
221336	145.0	9.0
147199	0.0	0.0
257313	21.0	7.0
221357	1.0	1.0
196120	0.0	0.0
9201	335.0	51.0
9202	4021.0	2341.0
9200	349.0	2806.0
9205	1316.0	1004.0
9206	0.0	0.0
9203	3826.0	3395.0
9204	1422.0	910.0
221391	0.0	2.0
221393	0.0	22.0
221395	3033.0	1009.0
9212	22.0	158.0
9213	2219.0	2839.0
9210	0.0	0.0
9211	5.0	0.0
9217	6389.0	3598.0
9214	168.0	162.0
9215	848.0	1226.0
284904	10.0	2.0
284900	798.0	612.0
9209	3206.0	2275.0
159195	11019.0	8153.0
9207	11.0	0.0
9208	7846.0	4661.0
9223	4762.0	2787.0
9221	6202.0	3559.0
9227	880.0	270.0
644873	1961.0	1831.0
9228	190.0	2.0
644871	0.0	0.0
57460	713.0	690.0
57461	1937.0	1382.0
57462	307.0	153.0
257364	2846.0	4291.0
57463	1563.0	1743.0
9220	68.0	20.0
57468	8.0	8.0
57469	159.0	117.0
57464	63.0	98.0
257358	1.0	0.0
57465	1774.0	854.0
57466	2270.0	1455.0
57467	4237.0	17894.0
9218	11427.0	13560.0
9219	2919.0	3727.0
113802	389.0	238.0
9235	1024.0	601.0
644881	1.0	0.0
9232	4202.0	1058.0
9238	2184.0	3515.0
9236	2192.0	2732.0
57471	8.0	6.0
101101773	20.0	0.0
57472	2186.0	1302.0
101101772	0.0	0.0
57473	3399.0	2579.0
57474	66.0	38.0
9230	17452.0	13773.0
9231	5191.0	2600.0
101101776	0.0	0.0
101101775	203.0	38.0
57470	4428.0	5056.0
57479	3335.0	2413.0
791114	150.0	14.0
791115	0.0	0.0
57475	15910.0	1540.0
105616916	0.0	0.0
57476	1286.0	56.0
57477	372.0	1409.0
57478	416.0	411.0
644877	2.0	7.0
9229	111.0	25.0
9245	293.0	97.0
9246	2859.0	2557.0
9244	108.0	746.0
644890	35.0	6.0
9249	11183.0	47108.0
644896	3.0	8.0
9247	2.0	1.0
9248	0.0	0.0
57482	7.0	17.0
106480787	0.0	0.0
106480786	0.0	0.0
57484	2296.0	80.0
106480789	0.0	0.0
106480788	0.0	0.0
9241	35.0	2.0
9242	148.0	22.0
57480	520.0	284.0
9240	2506.0	2849.0
57481	0.0	1.0
106480790	0.0	0.0
284958	1.0	0.0
106480792	0.0	0.0
106480791	1.0	2.0
57486	1147.0	1739.0
106480794	0.0	0.0
106480793	0.0	0.0
57488	8616.0	8643.0
106480796	40646.0	36748.0
57489	2205.0	1169.0
106480795	17.0	12.0
9256	3263.0	1746.0
9254	889.0	183.0
9255	3351.0	4182.0
137814	0.0	0.0
341152	0.0	0.0
9258	1344.0	1157.0
57493	13157.0	13034.0
106480798	0.0	0.0
57494	3976.0	950.0
106480797	0.0	0.0
57495	21.0	0.0
57496	3072.0	1217.0
106480799	0.0	0.0
9252	1073.0	179.0
9253	927.0	514.0
57491	34.0	21.0
57492	8691.0	3406.0
284948	540.0	28.0
57497	8.0	2.0
57498	4898.0	3299.0
284942	592.0	506.0
642236	78.0	157.0
402509	0.0	0.0
341148	0.0	0.0
9267	5363.0	3977.0
9265	6674.0	1322.0
9266	8455.0	6102.0
106479779	13.0	12.0
106479778	0.0	0.0
106479777	1.0	1.0
106480765	0.0	0.0
106479776	0.0	0.0
9260	1225.0	1726.0
106480764	0.0	0.0
106479775	0.0	0.0
106480767	0.0	0.0
106479774	0.0	0.0
106480766	0.0	0.0
106479773	0.0	0.0
9263	861.0	520.0
106480769	0.0	0.0
106479772	0.0	0.0
106480768	2.0	0.0
106479771	0.0	0.0
9261	6158.0	8134.0
106479770	0.0	0.0
9262	951.0	1973.0
106480770	2.0	0.0
106480772	0.0	0.0
106480771	0.0	0.0
106480774	0.0	0.0
106480773	0.0	0.0
9278	3244.0	2902.0
9276	8825.0	7811.0
9277	2645.0	3855.0
106479769	4.0	2.0
106479768	0.0	0.0
106479767	0.0	0.0
106479766	0.0	0.0
9270	2429.0	2166.0
106479765	0.0	0.0
106480776	0.0	0.0
9271	40.0	323.0
106480775	5.0	0.0
106479764	0.0	0.0
106480778	1.0	0.0
106479763	0.0	0.0
106479762	1.0	0.0
106480777	0.0	0.0
9274	4544.0	4028.0
402573	16.0	9.0
106479761	0.0	0.0
9275	3859.0	3626.0
106479760	0.0	0.0
106480779	0.0	0.0
106480781	1.0	0.0
654231	16.0	2.0
106480780	0.0	0.0
106480783	0.0	0.0
402569	0.0	0.0
106480782	1.0	0.0
106480785	0.0	0.0
106480784	0.0	0.0
642259	1.0	5.0
341128	0.0	0.0
113835	305.0	95.0
9289	30358.0	55186.0
9287	0.0	0.0
9288	0.0	0.0
642273	1401.0	1757.0
106479799	0.0	0.0
106480743	1.0	0.0
106479798	0.0	0.0
9282	3624.0	1982.0
106479797	0.0	0.0
106480742	1.0	0.0
106479796	0.0	1.0
106480745	0.0	0.0
106479795	0.0	0.0
106480744	0.0	0.0
106479794	43.0	6.0
106480747	0.0	0.0
402562	3.0	25.0
106479793	1.0	0.0
106480746	0.0	0.0
9283	141.0	12.0
106479792	0.0	0.0
106480749	0.0	0.0
9284	409.0	216.0
106479791	0.0	0.0
106480748	0.0	40.0
106479790	0.0	0.0
106480750	0.0	0.0
284998	1.0	0.0
106480752	0.0	0.0
284996	2575.0	2508.0
106480751	0.0	0.0
341112	3.0	46.0
284992	38.0	18.0
341116	2.0	0.0
9299	0.0	0.0
106479789	0.0	0.0
106479788	0.0	0.0
106479787	0.0	0.0
9292	0.0	0.0
106480754	0.0	0.0
106479786	0.0	0.0
9293	0.0	0.0
106480753	0.0	0.0
9290	10.0	6.0
106480756	0.0	0.0
106479785	0.0	0.0
257397	2044.0	1449.0
113829	6880.0	5005.0
106480755	0.0	0.0
106479784	0.0	0.0
9296	5857.0	5812.0
113828	2660.0	2125.0
106479783	0.0	0.0
106480758	0.0	0.0
106480757	0.0	0.0
106479782	0.0	0.0
106479781	0.0	0.0
9294	218.0	327.0
9295	14413.0	6584.0
642280	103.0	116.0
106479780	2.0	0.0
106480759	0.0	0.0
654254	21.0	23.0
106480761	0.0	0.0
284988	1.0	2.0
106480760	0.0	0.0
106480763	0.0	0.0
106480762	1.0	0.0
106480729	0.0	0.0
106479739	0.0	0.0
106480728	0.0	0.0
730232	0.0	2.0
106479738	0.0	0.0
729246	0.0	0.0
106479737	0.0	1.0
106479736	0.0	0.0
106479735	0.0	0.0
729240	0.0	0.0
106479734	0.0	0.0
106479733	0.0	0.0
106479732	0.0	0.0
106480721	0.0	0.0
106479731	0.0	0.0
106480720	0.0	0.0
106479730	0.0	0.0
106480723	0.0	0.0
106480722	0.0	0.0
106480725	1.0	0.0
729249	6.0	7.0
729248	0.0	0.0
106480724	0.0	0.0
106480727	0.0	0.0
106480726	0.0	0.0
104457406	284.0	1883.0
57622	178.0	23.0
57623	529.0	604.0
57624	2.0	7.0
57620	1539.0	947.0
106480730	0.0	0.0
57621	4815.0	1581.0
57626	0.0	0.0
100125387	1.0	0.0
730227	9.0	3.0
57628	9.0	0.0
353219	54.0	12.0
729234	106.0	71.0
106479729	0.0	0.0
729233	0.0	0.0
106480739	3.0	0.0
106479728	0.0	0.0
106479727	0.0	0.0
729236	96.0	93.0
106479726	0.0	0.0
729230	102.0	34.0
106479725	0.0	0.0
106479724	0.0	0.0
113763	677.0	367.0
106479723	1.0	1.0
106479722	0.0	0.0
106479721	0.0	0.0
106480732	0.0	3.0
106480731	0.0	0.0
106479720	0.0	0.0
106480734	0.0	0.0
106480733	0.0	0.0
729238	3.0	3.0
106480736	48.0	11.0
106480735	0.0	0.0
100113391	0.0	0.0
106480738	3.0	0.0
100113392	1.0	0.0
100113393	2.0	1.0
106480737	1.0	0.0
57633	162.0	473.0
341208	145.0	54.0
150726	150.0	673.0
57634	3511.0	2582.0
57636	921.0	4200.0
57630	3984.0	1281.0
57631	624.0	22.0
106480741	22.0	10.0
106480740	0.0	0.0
57639	2059.0	748.0
106479719	2.0	4.0
730213	2.0	11.0
106480707	0.0	0.0
106480706	1.0	0.0
106480709	0.0	0.0
106480708	1.0	0.0
106479759	0.0	0.0
106479758	0.0	0.0
729262	40.0	11.0
106479757	0.0	0.0
106479756	0.0	0.0
729264	4.0	0.0
106479755	0.0	0.0
106479754	0.0	0.0
100113383	0.0	0.0
106479753	0.0	0.0
100113384	6.0	1.0
106480701	0.0	0.0
106479752	2.0	0.0
106479751	0.0	0.0
106480700	0.0	0.0
100113386	21.0	7.0
106480703	0.0	0.0
106479750	0.0	0.0
106480702	0.0	0.0
100113380	0.0	0.0
106480705	0.0	0.0
100113381	0.0	0.0
106480704	0.0	0.0
100113382	0.0	0.0
57644	416.0	152.0
57645	3479.0	2961.0
644809	321.0	158.0
150737	1231.0	424.0
57646	1329.0	945.0
57647	1093.0	1465.0
100188945	11.0	2.0
57642	2.0	2.0
100113389	1.0	0.0
57643	1036.0	670.0
100188949	45.0	20.0
135112	2874.0	4744.0
730249	0.0	3.0
57648	8970.0	17721.0
57649	4139.0	2482.0
730246	9.0	3.0
106480718	0.0	0.0
113746	0.0	0.0
106480717	0.0	0.0
106479749	0.0	0.0
729258	47.0	21.0
106479748	0.0	0.0
106480719	0.0	0.0
106479747	0.0	0.0
729252	0.0	0.0
135114	2491.0	3528.0
106479746	0.0	0.0
106479745	0.0	0.0
106479744	0.0	0.0
106480710	0.0	0.0
106479743	0.0	0.0
106479742	0.0	0.0
100113373	171.0	172.0
106480712	0.0	0.0
106479741	0.0	0.0
57650	183.0	89.0
106479740	0.0	0.0
106480711	0.0	0.0
106480714	0.0	0.0
729259	3.0	7.0
106480713	0.0	0.0
106480716	0.0	0.0
106480715	0.0	0.0
353238	0.0	0.0
57655	2728.0	5718.0
100418708	0.0	0.0
100188954	192.0	56.0
57657	249.0	153.0
57658	7156.0	7327.0
100418709	0.0	1.0
100418706	0.0	0.0
57654	697.0	463.0
100113379	0.0	0.0
729250	0.0	0.0
730239	3.0	0.0
57659	16388.0	14016.0
644815	1111.0	2150.0
100188953	745.0	27.0
729201	0.0	0.0
729209	0.0	0.0
100418711	0.0	0.0
57661	3466.0	3118.0
55003	965.0	1125.0
57666	2452.0	2341.0
55002	1458.0	1426.0
100418718	0.0	0.0
55001	883.0	939.0
57669	4560.0	1622.0
55000	10884.0	6375.0
57662	1670.0	3747.0
55007	1095.0	636.0
100418715	0.0	0.0
57663	0.0	1.0
55006	678.0	412.0
57664	2476.0	3799.0
55005	2355.0	2297.0
55004	9532.0	8157.0
57665	1116.0	1048.0
55009	2498.0	2789.0
644820	70.0	235.0
55008	710.0	486.0
57670	291.0	361.0
390201	0.0	0.0
392862	93.0	107.0
100418724	0.0	0.0
390203	0.0	0.0
55010	86.0	101.0
390205	30.0	54.0
100418720	1.0	2.0
55014	797.0	397.0
57677	1521.0	713.0
55013	298.0	1718.0
57678	1818.0	547.0
57679	1485.0	1046.0
55012	699.0	896.0
55011	4160.0	3964.0
55018	2.0	0.0
57673	246.0	235.0
57674	6216.0	7220.0
55017	3842.0	4807.0
55016	156.0	94.0
100418728	1.0	0.0
55015	2248.0	1130.0
106479718	0.0	0.0
106479717	0.0	0.0
730211	2.0	1.0
100127989	0.0	0.0
106479716	0.0	0.0
106479715	0.0	0.0
