id	b9e52e4e-4f2b-446d-8065-b399f9fec644	4ae6d828-f8b3-4c8b-8d6a-575ef51e329b
100131616	0.0	0.0
10512	399.0	372.0
100873680	0.0	0.0
100033392	0.0	0.0
100873684	1.0	0.0
100873683	0.0	0.0
100873682	0.0	0.0
100873681	0.0	0.0
503647	3.0	0.0
503646	0.0	0.0
100287441	0.0	0.0
503648	0.0	4.0
10525	27470.0	7599.0
58503	0.0	0.0
10524	3555.0	2357.0
58505	4038.0	3547.0
10527	12072.0	9124.0
58504	1002.0	351.0
10526	5128.0	2878.0
10529	18801.0	6529.0
10528	5015.0	3768.0
58500	2218.0	1332.0
100873688	0.0	0.0
100873687	0.0	0.0
100131623	2.0	5.0
100131624	2.0	1.0
100873686	0.0	0.0
100873685	0.0	0.0
10521	49132.0	42843.0
10520	1681.0	1176.0
58506	5913.0	4322.0
10523	3735.0	2205.0
58509	1558.0	1040.0
58508	10135.0	4999.0
10522	5683.0	3937.0
100033398	1.0	3.0
100131629	0.0	0.0
100873689	0.0	0.0
442361	0.0	0.0
58513	3117.0	2082.0
58516	1748.0	2380.0
58510	0.0	0.0
58512	66.0	108.0
58511	3.0	19.0
58517	10058.0	6860.0
105371564	5.0	7.0
100131638	1.0	2.0
58525	3333.0	2278.0
58524	1573.0	1022.0
10505	614.0	1036.0
58527	1510.0	1529.0
58526	2116.0	1961.0
10507	3505.0	2371.0
100131641	0.0	0.0
10509	8727.0	9830.0
58529	301.0	199.0
58528	5170.0	1818.0
10501	161.0	565.0
10500	281.0	276.0
58530	1.0	0.0
442384	0.0	0.0
58538	6.0	2.0
58531	1.0	0.0
58533	3336.0	2629.0
100131656	1.0	0.0
100287404	0.0	0.0
100131661	0.0	1.0
503694	0.0	0.0
503693	305.0	54.0
493913	0.0	0.0
493911	324.0	177.0
751599	0.0	1.0
285033	284.0	134.0
100128017	0.0	0.0
442320	0.0	0.0
116412	409.0	181.0
442317	0.0	0.0
442318	0.0	0.0
442319	71.0	70.0
493901	0.0	0.0
100128015	1.0	0.0
100128010	18.0	12.0
493900	477.0	293.0
100128012	3.0	0.0
100128011	0.0	0.0
285045	2.0	2.0
442304	1.0	2.0
442308	1.0	0.0
285051	4.0	6.0
10590	3.0	0.0
10592	1313.0	972.0
10591	1757.0	1091.0
100873619	0.0	0.0
100873618	0.0	0.0
100873617	0.0	0.0
442334	0.0	0.0
100873616	0.0	1.0
10594	23273.0	14511.0
100873611	0.0	0.0
10595	0.0	7.0
10598	4806.0	4028.0
100873615	0.0	0.0
100873614	0.0	0.0
100873613	0.0	0.0
10599	0.0	0.0
100873612	0.0	0.0
100873608	0.0	0.0
100873607	3.0	0.0
100873606	0.0	0.0
100873605	1.0	0.0
442325	35.0	52.0
100873609	0.0	0.0
100873600	0.0	0.0
100873604	1.0	0.0
100873603	0.0	1.0
100873602	0.0	0.0
100873601	0.0	0.0
128434	217.0	1026.0
10570	41.0	334.0
116447	2164.0	2603.0
116449	10.0	12.0
116448	1.0	1.0
10579	8904.0	2949.0
100873639	0.0	0.0
100873638	6.0	12.0
10572	5164.0	3734.0
100873633	0.0	0.0
100873632	0.0	0.0
10574	13264.0	11480.0
100873631	0.0	0.0
10573	4139.0	3543.0
100873630	1.0	0.0
10576	6509.0	5515.0
100873637	1.0	3.0
10575	8889.0	8886.0
100873636	0.0	0.0
10578	68.0	84.0
100873635	1.0	0.0
10577	22282.0	122614.0
100873634	0.0	0.0
10581	2621.0	3081.0
10580	1173.0	503.0
116437	26.0	0.0
100873629	0.0	0.0
116441	677.0	550.0
100873628	0.0	0.0
100873627	0.0	0.0
116443	76.0	26.0
116442	206.0	219.0
116444	37.0	36.0
128414	137.0	1093.0
100873622	0.0	0.0
100873621	0.0	0.0
10585	2592.0	2278.0
100873620	0.0	0.0
10584	194.0	13.0
10587	2538.0	1689.0
100873626	0.0	0.0
10586	555.0	85.0
100873625	0.0	0.0
10589	12562.0	10324.0
100873624	0.0	0.0
10588	501.0	284.0
100873623	0.0	2.0
100873651	0.0	0.0
100873650	0.0	0.0
285016	28.0	133.0
503618	0.0	0.0
102466719	0.0	0.0
503614	0.0	0.0
100287495	2.0	1.0
10558	5128.0	3133.0
10557	980.0	827.0
10559	845.0	911.0
10550	8484.0	9397.0
100873655	0.0	1.0
100873654	0.0	0.0
10552	7937.0	7079.0
100873653	0.0	0.0
10551	539.0	7809.0
100873652	2.0	0.0
10554	8107.0	4561.0
100873659	0.0	0.0
10553	3517.0	2044.0
128408	0.0	0.0
100873658	0.0	0.0
10556	1244.0	1066.0
100873657	0.0	0.0
10555	5056.0	7299.0
100873656	0.0	0.0
102466723	0.0	0.0
102466722	1.0	34.0
102466721	0.0	0.0
102466720	0.0	0.0
285025	62.0	7.0
100873640	0.0	0.0
102466728	0.0	0.0
102466727	0.0	0.0
102466726	0.0	1.0
102466725	0.0	0.0
102466724	4.0	5.0
10569	5993.0	3978.0
100287482	41.0	69.0
100287483	4.0	2.0
10568	1511.0	271244.0
503612	0.0	0.0
100873649	0.0	0.0
503611	0.0	0.0
10561	1182.0	1858.0
100873644	0.0	0.0
10560	1818.0	1482.0
100873643	0.0	0.0
10563	3.0	5.0
100873642	0.0	0.0
10562	19.0	0.0
100873641	0.0	0.0
10565	6420.0	5726.0
100873648	1.0	0.0
10564	9790.0	6863.0
100873647	0.0	0.0
10567	6792.0	3618.0
100873646	0.0	0.0
10566	425.0	84.0
100873645	0.0	0.0
102466734	0.0	0.0
102466733	0.0	0.0
102466732	0.0	0.0
102466731	1.0	3.0
116369	41.0	55.0
574040	0.0	0.0
102466739	0.0	0.0
574042	0.0	0.0
102466738	0.0	0.0
102466737	1.0	0.0
102466736	0.0	0.0
102466735	0.0	0.0
100128094	0.0	1.0
116372	22.0	111.0
574036	225.0	418.0
574038	0.0	0.0
83479	1459.0	742.0
116379	1.0	5.0
100128092	2.0	3.0
83478	5451.0	221.0
83473	1489.0	263.0
83475	754.0	595.0
100128098	5.0	3.0
102466745	0.0	0.0
102466744	1.0	0.0
102466743	0.0	1.0
102466742	0.0	0.0
128344	1978.0	1146.0
102466741	1.0	0.0
102466740	0.0	0.0
128346	182.0	834.0
102466749	0.0	0.0
102466748	0.0	0.0
102466747	0.0	0.0
102466746	1.0	1.0
116362	1306.0	472.0
100128083	3.0	2.0
83468	3548.0	211.0
100128081	14.0	6.0
83461	149.0	168.0
128338	1999.0	1971.0
83464	3417.0	2626.0
83463	202.0	272.0
83460	136.0	83.0
100189028	13.0	5.0
102466756	0.0	0.0
102466755	0.0	0.0
102466754	0.0	0.0
102466753	0.0	0.0
102466751	1.0	1.0
102466750	1.0	0.0
153339	5482.0	3670.0
116349	638.0	286.0
102466759	1.0	0.0
102466758	0.0	0.0
102466757	0.0	0.0
100128071	242.0	198.0
346562	1.0	0.0
647415	0.0	0.0
128322	1.0	0.0
1809	7518.0	20378.0
116337	2.0	1.0
153328	2.0	157.0
1800	3.0	20.0
100128061	0.0	0.0
100128060	34.0	27.0
100128062	0.0	0.0
1808	2856.0	3525.0
83483	13270.0	17299.0
1807	1.0	1.0
1806	2140.0	1703.0
1805	11998.0	32.0
83480	816.0	569.0
1804	5784.0	239.0
1803	208.0	14125.0
1802	1401.0	921.0
83482	7.0	1.0
1801	1803.0	1383.0
83481	199.0	1332.0
131965	759.0	529.0
1811	70.0	7.0
1810	3567.0	2920.0
143941	24.0	5.0
1819	2388.0	1776.0
1818	0.0	0.0
1817	0.0	0.0
1816	1.0	0.0
1815	82.0	39.0
100128054	2.0	8.0
1814	0.0	0.0
285084	1.0	0.0
1813	0.0	11.0
1812	6.0	2.0
100128055	3.0	1.0
647436	21.0	17.0
128387	1081.0	643.0
131973	0.0	1.0
1822	21743.0	11702.0
1821	3.0	3.0
1820	604.0	619.0
100128041	0.0	0.0
1829	11146.0	7035.0
1828	2.0	0.0
1827	4439.0	10087.0
285093	2.0	1.0
1826	5.0	4.0
100128043	0.0	0.0
1825	7.0	164.0
100128042	0.0	0.0
1824	1226.0	1795.0
1823	1.0	0.0
100128044	0.0	0.0
407977	4.0	4.0
407975	65.0	65.0
128370	0.0	1.0
128371	0.0	0.0
128372	0.0	0.0
1833	1.0	5.0
1832	32390.0	34100.0
1831	13843.0	9391.0
1830	1.0	0.0
574016	1.0	0.0
100128036	0.0	0.0
1839	2038.0	13262.0
1838	3456.0	1608.0
346528	10.0	2.0
1837	2113.0	1752.0
1836	1358.0	1613.0
346525	0.0	0.0
1834	2.0	0.0
100128033	0.0	0.0
346524	0.0	0.0
128366	0.0	0.0
100128029	0.0	0.0
128367	0.0	0.0
128368	0.0	0.0
574030	0.0	0.0
574031	0.0	0.0
574032	0.0	0.0
128360	0.0	0.0
574033	0.0	0.0
574034	0.0	0.0
1844	315.0	3448.0
1843	125743.0	117353.0
1842	1328.0	290.0
1841	899.0	994.0
1840	1013.0	819.0
574028	4.0	0.0
574029	1.0	0.0
100128025	178.0	29.0
1849	1327.0	1266.0
346517	0.0	0.0
1848	3639.0	56250.0
1847	1351.0	52374.0
100128020	0.0	0.0
1846	236.0	5050.0
100128023	2.0	0.0
1845	7346.0	5341.0
153396	1302.0	974.0
1855	5133.0	8303.0
1854	3116.0	2714.0
100131671	1.0	1.0
1852	0.0	1.0
1850	571.0	1434.0
100131678	0.0	0.0
1859	6769.0	4413.0
1857	6989.0	5799.0
1856	3043.0	2518.0
724068	0.0	0.0
724067	0.0	0.0
202781	977.0	621.0
1861	3012.0	2494.0
100131688	0.0	0.0
1869	79.0	476.0
724094	5.0	1.0
1880	719.0	1111.0
1877	3217.0	2489.0
100131691	249.0	108.0
1876	761.0	628.0
1875	769.0	695.0
83417	0.0	1.0
100131693	16.0	4.0
100327036	0.0	1.0
83416	3.0	7.0
200132	11.0	10.0
1874	3706.0	2983.0
1872	0.0	0.0
1871	1692.0	1700.0
1870	45.0	70.0
1879	544.0	197.0
724087	19.0	8.0
1891	8672.0	7534.0
1890	1102.0	2214.0
83401	1.0	9.0
1889	15841.0	51304.0
724033	0.0	0.0
724032	0.0	0.0
724031	1.0	0.0
724030	0.0	0.0
58473	5044.0	2025.0
58472	2124.0	2444.0
200149	0.0	0.0
58475	149.0	668.0
724038	2.0	0.0
83439	3329.0	528.0
1896	1009.0	395.0
58477	6006.0	2693.0
58476	8081.0	2462.0
1894	343.0	380.0
1893	465.0	612.0
1892	10419.0	7309.0
58478	2646.0	2246.0
200150	17.0	2.0
724022	0.0	0.0
58484	61.0	128.0
724026	0.0	0.0
58483	0.0	0.0
724025	0.0	0.0
165324	1216.0	1066.0
724024	0.0	0.0
58486	4220.0	2961.0
58485	5069.0	4416.0
724023	0.0	0.0
58480	5051.0	6147.0
724029	10.0	0.0
200159	5.0	14.0
724028	0.0	0.0
724027	0.0	5.0
58488	1140.0	1083.0
58487	4660.0	3726.0
200162	192.0	334.0
58489	1130.0	2278.0
58495	558.0	599.0
724059	0.0	0.0
58494	979.0	751.0
58497	6767.0	1963.0
58496	178.0	193.0
58491	737.0	424.0
58490	3437.0	1924.0
58493	2252.0	1246.0
58492	342.0	194.0
58499	3361.0	1939.0
58498	0.0	0.0
200172	17.0	27.0
83451	4548.0	4965.0
83450	1584.0	763.0
83452	891.0	391.0
153364	826.0	231.0
83448	2104.0	1060.0
200186	4020.0	3338.0
83447	1.0	1.0
200185	1375.0	1564.0
83449	27.0	18.0
83444	245.0	248.0
83443	5998.0	4274.0
83446	0.0	1.0
83445	11.0	3.0
83440	2941.0	3463.0
83442	5232.0	12143.0
114984	2688.0	1562.0
114987	1328.0	266.0
391603	0.0	0.0
10657	10312.0	9498.0
126969	713.0	588.0
10656	328.0	566.0
10659	2517.0	2611.0
10658	8906.0	5629.0
114990	2900.0	9377.0
114991	2986.0	1222.0
10651	2119.0	1875.0
10650	88.0	429.0
10653	62002.0	51528.0
10652	6748.0	5000.0
342667	10.0	5.0
10655	5.0	8.0
643812	0.0	0.0
342666	21.0	3.0
10654	4398.0	2610.0
136306	232.0	209.0
126961	6.0	0.0
10668	1207.0	882.0
10667	1839.0	895.0
643827	9.0	0.0
10669	82.0	10.0
10660	0.0	1.0
10661	3.0	1.0
731220	13.0	17.0
138971	0.0	0.0
10664	4410.0	2994.0
10663	109.0	31.0
10666	75.0	53.0
731223	86.0	28.0
10665	1.0	1.0
136319	14142.0	7238.0
163933	84.0	49.0
317691	0.0	0.0
339005	299.0	151.0
10635	61.0	85.0
10634	1426.0	1360.0
10637	5.0	6.0
10636	2117.0	915.0
10638	0.0	0.0
114971	1212.0	946.0
10631	694.0	789.0
643836	3000.0	1193.0
10630	469.0	391.0
643837	761.0	552.0
10633	24.0	29.0
643834	3.0	0.0
10632	11448.0	8981.0
100124394	0.0	0.0
10645	3993.0	2368.0
10648	0.0	0.0
10647	13.0	0.0
148304	405.0	223.0
114960	1.0	0.0
10640	3567.0	2148.0
136332	51.0	11.0
10642	3.0	4.0
643847	1.0	0.0
10641	1637.0	1121.0
10644	946.0	3749.0
10643	80.0	24.0
317671	193.0	150.0
643862	0.0	0.0
391642	0.0	0.0
10609	3521.0	1701.0
391647	3.0	5.0
10613	3186.0	3906.0
10612	608.0	541.0
10615	1612.0	376.0
10614	3869.0	3085.0
10617	3171.0	2323.0
401525	0.0	0.0
10616	4807.0	5418.0
10618	26645.0	16189.0
643854	6.0	15.0
643853	173.0	72.0
643859	0.0	0.0
10611	5892.0	3319.0
10610	3673.0	2167.0
643872	3.0	1.0
643873	263.0	237.0
643870	6.0	10.0
317684	0.0	5.0
391655	1.0	0.0
391657	0.0	0.0
391656	6.0	3.0
317687	1.0	1.0
10623	1558.0	1393.0
10626	1649.0	744.0
10625	6273.0	7394.0
10628	70770.0	44911.0
10627	13834.0	17864.0
10629	1359.0	867.0
342618	0.0	0.0
643865	1.0	0.0
643866	246.0	317.0
10620	401.0	258.0
10622	171.0	65.0
10621	1241.0	643.0
101954275	1.0	0.0
101954276	65.0	1.0
643880	0.0	0.0
101954273	0.0	7.0
643884	0.0	0.0
101954277	1.0	0.0
101954278	29.0	19.0
102464817	0.0	0.0
653203	0.0	1.0
391622	0.0	0.0
388011	315.0	8.0
83606	4707.0	3621.0
101954271	0.0	0.0
83605	1986.0	5596.0
101954272	14.0	6.0
83608	776.0	747.0
83607	2095.0	1436.0
151903	3613.0	3351.0
401507	0.0	0.0
317649	4055.0	2893.0
391627	0.0	0.0
401505	1370.0	817.0
388007	0.0	1.0
317648	2087.0	1348.0
100419709	8.0	4.0
100419705	0.0	0.0
643875	0.0	0.0
401509	131.0	11.0
401508	0.0	0.0
101954264	32.0	15.0
138948	103.0	52.0
101954269	0.0	0.0
101954266	0.0	0.0
101954267	46.0	2.0
102464827	0.0	0.0
391630	34.0	2.0
102464828	1.0	0.0
317662	1982.0	1465.0
100419711	1.0	5.0
102464825	0.0	0.0
56000	1.0	1.0
391632	0.0	3.0
102464826	0.0	0.0
102464823	0.0	0.0
391634	96.0	61.0
102464824	0.0	0.0
56005	5116.0	4614.0
10602	1240.0	5451.0
56006	1822.0	2103.0
83604	2835.0	1306.0
10603	464.0	311.0
10606	6453.0	3347.0
100419717	0.0	0.0
56001	0.0	0.0
10605	3397.0	3014.0
10608	10549.0	7171.0
10607	3222.0	2581.0
10600	4463.0	1945.0
101929254	0.0	0.0
102464831	0.0	0.0
391681	0.0	0.0
100420710	1.0	0.0
100419724	0.0	0.0
391686	0.0	0.0
100419725	0.0	0.0
100419722	0.0	0.0
102464836	0.0	0.0
102464837	0.0	0.0
102464834	0.0	0.0
102464835	0.0	0.0
148362	2974.0	2529.0
102464832	0.0	0.0
100271849	34.0	39.0
102464833	0.0	0.0
100419728	0.0	0.0
100419726	0.0	0.0
102464829	0.0	0.0
100419727	0.0	0.0
101929265	0.0	0.0
112399	232.0	366.0
112398	1947.0	1950.0
100419735	0.0	0.0
391697	2.0	0.0
391696	0.0	0.0
100419733	0.0	0.0
388021	3.0	12.0
100419734	0.0	0.0
391698	0.0	2.0
100419731	0.0	0.0
100271836	107.0	67.0
100419732	0.0	0.0
100419730	0.0	0.0
100271846	2.0	9.0
388015	2.0	0.0
101954204	1.0	0.0
199953	1384.0	658.0
161357	2.0	0.0
100420734	4.0	1.0
100420737	0.0	0.0
100419742	0.0	0.0
100419743	0.0	0.0
731275	62.0	29.0
199920	93.0	46.0
222826	8.0	2.0
101929286	2.0	0.0
391670	1.0	0.0
391672	10.0	11.0
161342	5.0	2.0
148398	384.0	1612.0
100419758	412.0	182.0
100419751	0.0	0.0
124359	304.0	328.0
101929293	37.0	36.0
100420752	1.0	0.0
100420754	0.0	0.0
10691	1267.0	996.0
10690	4.0	18.0
101929212	84.0	138.0
101929218	0.0	0.0
388076	0.0	0.0
388077	0.0	0.0
100419764	0.0	0.0
199900	0.0	0.0
151963	264.0	372.0
10693	408.0	312.0
10692	14.0	5.0
10695	4696.0	4383.0
10694	7448.0	7929.0
10699	37.0	22.0
101929221	3.0	0.0
100420763	1.0	0.0
101929225	3.0	2.0
101929222	1.0	0.0
100419777	0.0	0.0
100419776	0.0	0.0
148327	1525.0	954.0
101929239	0.0	0.0
100419788	0.0	0.0
148345	26.0	16.0
101929238	0.0	1.0
220213	2131.0	2419.0
10678	1846.0	2689.0
151987	3978.0	3123.0
10671	2212.0	1855.0
10670	7160.0	5240.0
10673	143.0	169.0
10672	3113.0	2016.0
10675	31.0	69.0
10677	633.0	617.0
100419793	1.0	0.0
100420784	1.0	0.0
100420786	1.0	0.0
101929247	0.0	0.0
100420787	17.0	0.0
101929244	5.0	0.0
220202	2.0	4.0
222865	23.0	544.0
10682	2387.0	1906.0
10681	3450.0	3222.0
10683	38.0	12.0
10686	31.0	11026.0
136371	0.0	0.0
643803	0.0	0.0
10687	509.0	938.0
100419682	0.0	0.0
100420678	197.0	48.0
222894	0.0	0.0
100419687	0.0	0.0
283807	216.0	82.0
653194	0.0	0.0
83598	13.0	1.0
83597	20.0	3.0
653199	90.0	25.0
83594	1959.0	540.0
83593	971.0	1447.0
83596	366.0	624.0
83595	294.0	216.0
83590	3207.0	2312.0
653190	20.0	131.0
653192	1.0	0.0
83592	273.0	14.0
83591	423.0	311.0
1909	591.0	426.0
100420689	8.0	5.0
1908	1165.0	116.0
161291	12861.0	7287.0
653188	0.0	0.0
653189	63.0	92.0
1907	36.0	95.0
1906	119.0	202.0
197258	2392.0	1733.0
1903	498.0	573.0
197259	257.0	288.0
1902	2297.0	730.0
1901	1967.0	2032.0
100420681	0.0	0.0
197257	2267.0	126.0
449491	0.0	0.0
100420695	1.0	0.0
449493	0.0	0.0
449492	0.0	0.0
1910	2189.0	917.0
1917	16.0	395.0
1915	423461.0	452303.0
1912	8620.0	9931.0
1911	1259.0	731.0
101929202	0.0	0.0
101929203	3.0	1.0
199899	0.0	0.0
148281	0.0	7.0
219287	7.0	0.0
161253	40.0	29.0
219285	1209.0	1400.0
283849	273.0	262.0
283848	504.0	828.0
1932	4.0	0.0
283847	9.0	14.0
256227	11.0	4.0
256223	1.0	0.0
1939	5277.0	3365.0
1938	170283.0	161263.0
1937	32.0	54.0
1936	9786.0	10192.0
1934	4.0	2.0
1933	12371.0	13468.0
161247	50.0	43.0
219293	2596.0	526.0
1943	2.0	2.0
1942	5858.0	9528.0
256236	84.0	386.0
1949	45.0	220.0
199870	1820.0	1063.0
1948	1629.0	2216.0
1947	1730.0	2487.0
1946	450.0	68.0
1945	653.0	981.0
1944	105.0	181.0
161271	0.0	0.0
1954	7405.0	4438.0
1953	1743.0	1592.0
1952	12218.0	8745.0
1951	221.0	257.0
1950	246.0	52.0
283820	590.0	344.0
1959	18471.0	4975.0
1958	207642.0	90251.0
1956	5988.0	11191.0
1955	6513.0	14597.0
1965	4612.0	3057.0
1964	6547.0	4109.0
199857	1222.0	941.0
1962	1387.0	352.0
1961	9.0	2.0
1960	1825.0	1595.0
220296	1.0	0.0
1969	2538.0	10797.0
1968	9920.0	7067.0
1967	2607.0	2179.0
114904	453.0	848.0
114905	851.0	20.0
114907	1853.0	1589.0
114908	21838.0	20469.0
340094	0.0	0.0
643783	220.0	81.0
114900	50.0	8.0
653108	0.0	0.0
401450	0.0	0.0
114902	0.0	0.0
1975	29526.0	25004.0
1974	27950.0	33451.0
1973	422.0	435.0
283888	23.0	3.0
401447	0.0	0.0
653113	232.0	138.0
1979	11680.0	8615.0
1978	278.0	494.0
1977	3061.0	1766.0
643790	14.0	7.0
1990	1.0	1.0
256281	1924.0	2053.0
1987	4.0	5.0
1986	1.0	1.0
1984	20782.0	17117.0
1983	14461.0	5329.0
1982	66889.0	47331.0
283876	53.0	55.0
1981	26099.0	19955.0
1980	6.0	12.0
283871	2082.0	1427.0
283870	660.0	684.0
105375616	0.0	0.0
340075	20.0	61.0
340073	1.0	2.0
653125	66.0	8.0
401431	1523.0	173.0
83528	0.0	1.0
1998	3036.0	1771.0
1997	6039.0	3730.0
283869	2.0	126.0
1996	4.0	4.0
401428	65.0	61.0
83538	490.0	213.0
1995	4.0	6.0
401427	232.0	82.0
283867	0.0	2.0
1994	4811.0	4734.0
1993	21.0	28.0
1992	4828.0	5051.0
1991	33.0	52.0
283860	8.0	3.0
83530	2.0	5.0
340069	2.0	0.0
1999	549.0	12005.0
105375606	3.0	1.0
340061	1278.0	7726.0
653115	45.0	41.0
653121	1359.0	795.0
653122	79.0	54.0
283854	0.0	0.0
653123	0.0	0.0
401491	271.0	24.0
100124412	0.0	0.0
653147	6.0	13.0
401498	5.0	133.0
653149	0.0	0.0
401497	0.0	0.0
401494	915.0	567.0
401492	16.0	20.0
83550	1.0	0.0
83552	0.0	0.0
83551	0.0	0.0
114932	6063.0	4654.0
83539	5.0	0.0
83547	2797.0	1465.0
83546	0.0	4.0
653140	12.0	7.0
83549	3467.0	1840.0
83548	3312.0	1814.0
83543	31649.0	11975.0
653145	0.0	59.0
83544	3018.0	1081.0
83541	706.0	1179.0
83540	17.0	54.0
126917	1678.0	2618.0
340037	12.0	10.0
114926	3884.0	1691.0
114928	3336.0	1872.0
339044	2.0	2.0
256297	0.0	0.0
401474	2947.0	1934.0
653174	0.0	0.0
653175	1.0	0.0
340024	0.0	0.0
114915	1324.0	1597.0
401466	1501.0	1468.0
653162	42.0	51.0
653163	0.0	0.0
283899	4140.0	3003.0
653166	0.0	0.0
283897	51.0	50.0
339145	0.0	0.0
391723	0.0	0.0
391722	2.0	1.0
10778	3331.0	1467.0
10777	3.0	1.0
10772	7704.0	5371.0
340120	0.0	10.0
10771	14470.0	6179.0
10773	1013.0	433.0
10776	11818.0	7926.0
10775	2404.0	1525.0
10788	7822.0	1706.0
391739	1.0	1.0
10781	2192.0	3078.0
10780	849.0	495.0
10783	1739.0	2402.0
10782	3249.0	3033.0
10785	785.0	462.0
10787	14001.0	10120.0
10786	1.0	0.0
102606463	113.0	20.0
731308	1.0	0.0
339122	280.0	100.0
339123	5462.0	3331.0
102606462	0.0	2.0
391701	1.0	1.0
391703	1.0	4.0
151827	165.0	116.0
126826	3.0	0.0
643719	55.0	56.0
10755	7622.0	11515.0
151825	0.0	0.0
10758	2273.0	1567.0
126823	1172.0	646.0
126820	196.0	62.0
10750	92.0	50.0
10752	341.0	621.0
10751	0.0	0.0
10753	39.0	37.0
643714	1.0	0.0
138864	0.0	0.0
391712	152.0	50.0
391714	1.0	0.0
114836	42.0	34.0
10767	3419.0	2009.0
10766	13353.0	8125.0
151835	4.0	1.0
10769	840.0	5079.0
391718	0.0	0.0
10768	14154.0	10408.0
126811	1.0	0.0
643723	29.0	5.0
10761	1.0	1.0
10763	2943.0	2402.0
10762	3335.0	1694.0
10765	3785.0	4669.0
101929179	2.0	2.0
388112	2.0	4.0
339105	77.0	94.0
83707	2189.0	1920.0
83706	383.0	921.0
10734	144.0	247.0
10733	131.0	146.0
83714	1136.0	515.0
10736	39.0	6.0
401648	5.0	3.0
643739	0.0	0.0
10735	9966.0	5422.0
401647	70.0	572.0
10738	0.0	1.0
401646	0.0	0.0
10737	11.0	10.0
10739	1.0	1.0
376132	0.0	0.0
10730	10840.0	7958.0
101929184	4.0	1.0
10732	1895.0	654.0
138804	0.0	0.0
138805	0.0	0.0
138802	0.0	0.0
138803	0.0	0.0
643751	17.0	7.0
124221	128.0	115.0
124222	178.0	402.0
114897	2967.0	3250.0
114898	284.0	57.0
124220	4.0	11.0
114899	330.0	134.0
391777	25.0	10.0
10745	828.0	669.0
56104	70.0	6.0
83700	1396.0	1063.0
401638	1.0	0.0
10744	0.0	1.0
56105	185.0	59.0
10747	100.0	52.0
401637	2.0	10.0
56106	403.0	173.0
10746	5979.0	3760.0
56107	206.0	274.0
10749	18455.0	13386.0
56100	312.0	181.0
401634	0.0	0.0
10748	146.0	186.0
56101	480.0	110.0
56102	114.0	72.0
56103	63.0	39.0
643744	17.0	8.0
10741	5595.0	4097.0
56108	351.0	59.0
10740	21.0	8.0
643749	399.0	260.0
56109	218.0	190.0
10743	5162.0	5007.0
342732	3.0	0.0
10742	2179.0	3630.0
101929198	6.0	3.0
101929196	7.0	0.0
100420811	1.0	0.0
114884	425.0	1114.0
317774	2.0	0.0
114885	1116.0	870.0
401630	0.0	0.0
317772	1.0	3.0
100419821	3.0	1.0
56110	48.0	20.0
317778	1.0	0.0
83729	15.0	7.0
317775	1.0	0.0
83734	712.0	455.0
10712	1339.0	876.0
83733	63.0	46.0
10714	1285.0	990.0
126868	13.0	4.0
317769	0.0	0.0
100419829	0.0	1.0
10713	3206.0	2685.0
317768	0.0	0.0
10716	1.0	0.0
100419827	0.0	0.0
56111	92.0	53.0
10715	118.0	161.0
56112	55.0	48.0
56113	246.0	490.0
83732	1509.0	861.0
10718	32.0	14.0
10717	1263.0	994.0
56114	31.0	25.0
388125	35.0	315.0
401629	0.0	0.0
317781	2434.0	1862.0
388122	1.0	2.0
83719	2853.0	4959.0
56120	15.0	8.0
56121	120.0	73.0
114876	3301.0	1348.0
388121	279.0	96.0
83716	3099.0	1435.0
83715	8.0	1581.0
114879	1944.0	1988.0
100420829	0.0	0.0
10723	3182.0	4095.0
56126	52.0	109.0
83723	1.0	7.0
126859	20.0	4.0
56127	65.0	52.0
10725	6413.0	2334.0
56128	24.0	33.0
56129	84.0	51.0
10724	10252.0	9023.0
114880	329.0	102.0
56122	104.0	847.0
388115	7408.0	1892.0
401613	0.0	3.0
114881	1562.0	1472.0
10726	9459.0	7024.0
56123	84.0	568.0
401612	231.0	108.0
114882	2617.0	1754.0
56124	51.0	67.0
10728	17456.0	14557.0
114883	8773.0	5675.0
56125	87.0	21.0
643766	1.0	0.0
10721	8.0	30.0
10720	36.0	1.0
100420830	1.0	0.0
136259	3.0	0.0
100420834	0.0	0.0
317751	20.0	4.0
124274	0.0	0.0
388152	99.0	89.0
317754	0.0	0.0
317753	0.0	0.0
317749	908.0	826.0
342705	0.0	1.0
151888	13.0	9.0
151887	18033.0	7859.0
136263	1.0	0.0
100420841	0.0	0.0
101929145	412.0	226.0
100420843	1.0	0.0
100293090	10808.0	15329.0
148254	814.0	247.0
317762	2565.0	1705.0
317761	10.0	5.0
100419854	0.0	1.0
317760	33.0	30.0
317767	4.0	7.0
100271715	97.0	50.0
148252	49.0	106.0
100271722	330.0	382.0
199834	0.0	0.0
388135	294.0	21.0
101929152	0.0	0.0
100420854	0.0	0.0
222950	81.0	49.0
100419867	1.0	0.0
148266	839.0	304.0
100419868	7.0	4.0
148268	897.0	407.0
100419866	3.0	0.0
100420859	0.0	0.0
124245	3752.0	2341.0
317729	1.0	0.0
136288	6.0	28.0
199800	28.0	19.0
101930150	0.0	0.0
163882	3768.0	1594.0
388165	190.0	118.0
100419873	0.0	0.0
100271700	82.0	33.0
100271703	0.0	0.0
100271702	41.0	1.0
100420875	1.0	0.0
100420877	2.0	0.0
388199	1.0	0.0
22794	10260.0	5182.0
22795	10396.0	4283.0
