id	6546c35d-64c9-43bb-b68d-9258161c3b1f	35ab4cea-1680-483e-90fb-94c129a2c7a5
23552	1672.0	687.0
23553	0.0	2.0
23554	3580.0	2296.0
23555	1868.0	1923.0
100130660	3.0	2.0
23556	2384.0	948.0
23557	2331.0	2206.0
23558	13412.0	13005.0
23550	10828.0	6409.0
23526	1519.0	3671.0
23527	3535.0	2505.0
23528	1005.0	792.0
286442	3.0	10.0
23529	1306.0	1491.0
129642	2616.0	2624.0
286444	14.0	33.0
100129669	0.0	0.0
100463482	5.0	5.0
23520	3.0	2.0
23521	126326.0	137759.0
23522	5051.0	3241.0
23523	11672.0	6058.0
23524	62441.0	32100.0
359996	0.0	0.0
115004	231.0	339.0
100129664	0.0	1.0
100463487	6.0	2.0
100463486	40.0	33.0
100463489	1.0	1.0
100463488	5.0	9.0
100129662	59.0	9.0
286451	5858.0	3537.0
23538	0.0	0.0
23539	112.0	112.0
23530	6253.0	2263.0
23531	1204.0	739.0
100130640	0.0	0.0
23532	1.0	4.0
23533	234.0	694.0
359997	0.0	1.0
23534	5223.0	4057.0
23536	1319.0	707.0
100463498	44.0	51.0
100129654	3.0	1.0
286460	202.0	90.0
100129650	2.0	3.0
23504	149.0	243.0
100499416	0.0	0.0
23505	4762.0	2605.0
100499417	0.0	0.0
23506	3377.0	1879.0
286464	164.0	30.0
100130637	0.0	0.0
23507	1431.0	887.0
100130636	0.0	0.0
23508	1347.0	2254.0
23509	6908.0	3486.0
286467	24.0	7.0
100129647	1.0	2.0
100130631	1.0	2.0
23500	1856.0	1319.0
100499418	0.0	0.0
23503	3478.0	1876.0
100129641	1.0	4.0
100129640	0.0	2.0
286472	1.0	2.0
23515	3100.0	1759.0
345275	5.0	6.0
100499405	27.0	135.0
23516	25325.0	6332.0
23517	4644.0	2817.0
100130626	0.0	0.0
23518	2278.0	1430.0
102465752	0.0	0.0
23519	1.0	1.0
345274	80.0	25.0
100130621	39.0	38.0
23510	7390.0	4668.0
23511	4482.0	3997.0
23512	3235.0	1848.0
23513	4765.0	6142.0
23514	5949.0	3466.0
100129631	0.0	1.0
129607	310.0	300.0
129563	2795.0	2114.0
431704	0.0	0.0
117579	2.0	1.0
130557	1931.0	1716.0
431705	5.0	7.0
431707	8.0	2.0
129560	0.0	0.0
117583	2537.0	1260.0
84449	1186.0	763.0
84448	1078.0	812.0
117584	5566.0	2413.0
84445	5697.0	9735.0
84444	2303.0	1521.0
84447	8987.0	6522.0
84446	43.0	149.0
84441	2049.0	1905.0
84440	2721.0	3053.0
84443	2837.0	882.0
646405	137.0	39.0
646409	2.0	0.0
117581	55.0	95.0
130560	0.0	0.0
646424	0.0	1.0
84437	1544.0	851.0
84439	61.0	172.0
60489	804.0	1048.0
60488	4327.0	2757.0
84433	155.0	431.0
60487	1032.0	908.0
84436	1778.0	1341.0
84435	0.0	1.0
60485	6049.0	4369.0
60484	13.0	32.0
84432	3.0	2.0
60482	16.0	11.0
60481	7486.0	4979.0
130576	1.0	0.0
130574	14.0	3.0
84467	2114.0	2302.0
84466	11.0	13.0
60496	2733.0	1916.0
60495	5.0	108.0
60494	146.0	109.0
84465	28.0	11.0
84464	736.0	475.0
60493	1703.0	853.0
60492	3717.0	2597.0
60491	1566.0	1218.0
60490	797.0	934.0
84461	2967.0	1956.0
84460	6553.0	4101.0
646442	3.0	0.0
129530	54.0	71.0
129531	1142.0	1059.0
130589	3099.0	2618.0
201501	5701.0	5001.0
84456	1144.0	658.0
84455	742.0	489.0
84458	1354.0	1062.0
84457	7.0	8.0
84450	3786.0	3088.0
646457	3.0	14.0
100500870	0.0	0.0
100500872	0.0	0.0
201514	603.0	500.0
201516	7.0	32.0
646450	149.0	218.0
23480	2873.0	2668.0
105416157	241.0	138.0
23481	5318.0	5702.0
23483	1362.0	889.0
23484	1937.0	2649.0
100500873	0.0	0.0
100500875	0.0	0.0
100500876	0.0	0.0
100500877	0.0	0.0
100500878	0.0	0.0
100500879	0.0	0.0
646463	3.0	0.0
646467	7.0	3.0
100500860	0.0	0.0
96459	2319.0	1237.0
100500861	0.0	0.0
23498	493.0	594.0
23499	22930.0	18521.0
23491	93.0	118.0
23492	9705.0	7499.0
23493	524.0	1293.0
23495	2.0	18.0
100500862	0.0	0.0
100500863	0.0	1.0
100034743	0.0	0.0
100500864	0.0	0.0
100500865	72.0	37.0
100500866	0.0	0.0
100500867	0.0	0.0
100500869	0.0	0.0
100500890	0.0	0.0
100500891	0.0	0.0
646479	0.0	0.0
394214	1.0	1.0
100500893	0.0	0.0
100500894	0.0	0.0
23463	7449.0	5653.0
394217	1.0	0.0
23464	2447.0	1169.0
130535	2439.0	1281.0
23466	10051.0	9153.0
23467	1347.0	2318.0
23468	14777.0	8639.0
23469	10822.0	5875.0
2801	9091.0	6319.0
2800	2549.0	1351.0
23460	323.0	224.0
23461	1937.0	1132.0
23462	242.0	597.0
100500895	0.0	1.0
100500896	0.0	0.0
100500897	0.0	0.0
2806	7667.0	5302.0
100500898	0.0	0.0
2805	3889.0	2242.0
100500899	0.0	0.0
2804	17562.0	9100.0
2803	14901.0	4963.0
2802	7726.0	5080.0
130540	106.0	73.0
646486	0.0	0.0
100500881	0.0	0.0
100500882	0.0	0.0
23474	1615.0	2627.0
23475	565.0	413.0
23476	7851.0	6821.0
23478	10072.0	9582.0
23479	11174.0	14809.0
646480	0.0	0.0
2812	0.0	0.0
2811	66.0	42.0
2810	108.0	2282.0
23471	16503.0	9973.0
23473	5166.0	2105.0
100500884	0.0	0.0
2819	94.0	157.0
100500885	1.0	1.0
84498	4096.0	2505.0
100500886	0.0	0.0
2817	2897.0	1993.0
100500888	0.0	0.0
2815	2.0	2.0
100500889	2.0	0.0
2814	83.0	20.0
2813	1.0	0.0
2823	3685.0	728.0
2822	281.0	115.0
2821	14210.0	13025.0
100500839	0.0	0.0
2820	4125.0	3320.0
201562	3527.0	1969.0
100379623	0.0	0.0
2829	20.0	89.0
100500831	0.0	0.0
2828	415.0	1797.0
2827	352.0	100.0
100500833	10.0	6.0
2826	21.0	99.0
100500834	0.0	0.0
2825	18.0	25.0
100500835	21.0	33.0
2824	802.0	303.0
100500836	0.0	0.0
727699	1.0	0.0
2834	0.0	0.0
100500826	2.0	0.0
2833	113.0	219.0
100500827	0.0	0.0
2832	0.0	0.0
100500828	1.0	0.0
2831	1.0	2.0
100500829	0.0	0.0
60401	562.0	454.0
2830	0.0	0.0
100500820	0.0	0.0
100500821	0.0	0.0
2838	4.0	3.0
100500822	0.0	0.0
2837	512.0	111.0
100500823	0.0	0.0
100500824	0.0	0.0
2835	2.0	4.0
100500825	0.0	1.0
100500850	37.0	56.0
2845	6.0	1.0
100500859	0.0	0.0
2844	0.0	2.0
2843	13.0	26.0
2842	6.0	20.0
2841	16.0	42.0
60412	5697.0	4440.0
2840	13.0	17.0
100500851	0.0	0.0
100500854	19.0	21.0
2849	0.0	1.0
100500855	0.0	0.0
2848	2.0	13.0
394261	45.0	35.0
2847	3.0	6.0
347933	1.0	3.0
100500857	0.0	0.0
2846	11.0	19.0
100500858	0.0	0.0
394263	4.0	272.0
2856	0.0	2.0
100500849	0.0	0.0
2855	0.0	0.0
2854	0.0	0.0
2853	2.0	1.0
201595	14687.0	8148.0
2852	1606.0	690.0
2850	1362.0	993.0
100500840	0.0	0.0
100500841	0.0	0.0
100500842	0.0	0.0
100500843	0.0	0.0
100500844	0.0	0.0
2859	122.0	110.0
100500846	0.0	0.0
2857	94.0	200.0
100500847	0.0	0.0
2870	1970.0	2113.0
107105261	0.0	0.0
2867	19.0	27.0
107105265	0.0	0.0
60437	39.0	38.0
2866	2.0	1.0
107105264	4.0	0.0
60436	3378.0	2088.0
2865	8.0	0.0
107105263	0.0	0.0
2864	10.0	18.0
107105262	0.0	0.0
2863	97.0	90.0
2862	50.0	3.0
2861	9.0	7.0
347918	1127.0	847.0
107105266	1.0	1.0
2869	2632.0	1683.0
2868	474.0	362.0
2880	0.0	0.0
60439	0.0	0.0
107105254	1.0	0.0
2878	288385.0	116048.0
2877	34.0	32.0
107105253	24.0	6.0
2876	8977.0	16354.0
2875	91.0	172.0
2874	357.0	375.0
2873	7911.0	7069.0
2872	25965.0	14925.0
107105256	0.0	0.0
2871	6.0	8.0
347902	280.0	1804.0
107105259	0.0	0.0
2879	14285.0	27825.0
727682	0.0	0.0
727684	1.0	1.0
2892	257.0	847.0
2891	7.0	1.0
2890	23.0	10.0
727686	0.0	0.0
84419	315.0	416.0
2889	6686.0	6125.0
100500815	0.0	0.0
2888	443.0	218.0
100500816	0.0	0.0
2887	1409.0	4969.0
100500817	0.0	0.0
2886	1063.0	2666.0
100500818	0.0	0.0
2885	9875.0	9562.0
100500819	1.0	3.0
2884	4.0	7.0
2882	1661.0	1179.0
100642175	3.0	6.0
100642176	0.0	0.0
100500810	0.0	0.0
100500811	0.0	0.0
100500812	10.0	6.0
100500813	0.0	0.0
100500814	1.0	1.0
727676	0.0	0.0
107105271	0.0	0.0
727677	4.0	5.0
2899	34.0	41.0
84418	6254.0	6074.0
2898	273.0	47.0
60468	181.0	147.0
84417	9228.0	9814.0
2897	4.0	14.0
2896	24316.0	25050.0
60467	1.0	1.0
100500808	0.0	0.0
2895	7.0	2.0
100500809	0.0	0.0
2894	3144.0	1830.0
2893	8.0	9.0
100500801	0.0	0.0
100500802	46.0	54.0
100500803	0.0	0.0
23603	2018.0	4566.0
100129507	78.0	17.0
23604	4596.0	24332.0
23605	0.0	0.0
23606	3.0	1.0
23607	3435.0	2421.0
23608	10190.0	7819.0
23609	3159.0	1612.0
286527	2.0	4.0
286528	0.0	0.0
23600	404.0	256.0
23601	204.0	344.0
107048983	0.0	0.0
107048985	0.0	0.0
107048981	0.0	0.0
105369446	0.0	0.0
23614	0.0	0.0
23615	43.0	52.0
23616	374.0	1008.0
286530	687.0	1830.0
23617	0.0	0.0
23619	18.0	4.0
23612	1460.0	3976.0
23613	3287.0	3244.0
286544	58.0	46.0
286550	0.0	0.0
286554	6.0	19.0
286555	0.0	0.0
286556	0.0	0.0
286557	0.0	0.0
105370445	0.0	0.0
441273	11.0	3.0
100463528	0.0	0.0
441272	455.0	343.0
100379667	0.0	0.0
100288998	0.0	0.0
441263	64.0	34.0
441261	0.0	1.0
100288984	1.0	0.0
441295	32.0	22.0
441294	38.0	7.0
100463500	0.0	0.0
100288979	0.0	0.0
286512	4.0	6.0
286514	0.0	0.0
60625	1331.0	788.0
441282	13.0	20.0
646377	0.0	0.0
100130579	4.0	1.0
646379	0.0	0.0
646378	1.0	0.0
23683	3215.0	2061.0
404281	44.0	21.0
100130572	0.0	0.0
646370	0.0	2.0
23682	460.0	364.0
100129587	0.0	0.0
100129583	617.0	743.0
100129584	0.0	1.0
441218	1.0	1.0
100130566	0.0	0.0
100130564	1.0	6.0
100130562	1019.0	1132.0
100130561	134.0	166.0
441212	224.0	306.0
646382	0.0	0.0
100129570	0.0	2.0
404266	2.0	8.0
100130557	153.0	108.0
100130555	0.0	1.0
646390	0.0	0.0
441246	27.0	51.0
23666	1039.0	718.0
23667	4.0	0.0
646392	0.0	0.0
23668	11.0	0.0
441251	3.0	0.0
441250	217.0	171.0
23660	1762.0	1026.0
100129564	0.0	0.0
100129566	1.0	0.0
100129561	0.0	3.0
100130549	1.0	0.0
130500	0.0	2.0
100129557	0.0	0.0
23673	15500.0	8645.0
441238	15.0	6.0
130502	731.0	509.0
23676	1.0	5.0
130507	5448.0	2865.0
23677	3661.0	2734.0
441234	0.0	0.0
23678	1229.0	1239.0
23679	0.0	0.0
23670	3312.0	3299.0
23671	60.0	21.0
100129556	0.0	2.0
100129555	4.0	0.0
23647	5931.0	4141.0
23648	5870.0	5362.0
100130539	2.0	156.0
23649	904.0	690.0
129521	0.0	0.0
100130535	0.0	0.0
23640	3137.0	3740.0
23641	6045.0	5825.0
23642	1686.0	1953.0
23643	84.0	384.0
23644	3172.0	1829.0
23645	43553.0	10011.0
23646	17557.0	34235.0
100129543	22.0	24.0
23658	2363.0	1912.0
23659	1942.0	1820.0
286573	0.0	0.0
100130528	0.0	0.0
100130523	1.0	3.0
100130522	282.0	135.0
23650	61.0	973.0
23654	35714.0	42334.0
23657	403.0	357.0
117532	6.0	5.0
117531	4.0	12.0
100130519	75.0	48.0
23625	781.0	1794.0
23626	0.0	0.0
23627	4.0	11.0
100130514	0.0	0.0
441208	18.0	9.0
23620	1.0	0.0
23621	3696.0	2318.0
23623	1736.0	1778.0
23624	130.0	118.0
23636	4022.0	3812.0
23637	11601.0	6277.0
23639	951.0	484.0
100129515	0.0	0.0
23630	10.0	12.0
23632	170.0	67.0
23633	6907.0	4836.0
23635	2909.0	2414.0
100129512	0.0	0.0
404201	657.0	288.0
404203	0.0	0.0
129446	1.0	0.0
404204	0.0	0.0
84569	0.0	0.0
60598	178.0	537.0
84561	6666.0	4904.0
60592	5619.0	3766.0
84560	0.0	0.0
648947	1.0	1.0
646300	46.0	24.0
100499469	0.0	0.0
100499468	0.0	0.0
100499466	224.0	138.0
727736	0.0	0.0
84559	0.0	0.0
84557	2520.0	1611.0
84553	125.0	646.0
84552	2991.0	1962.0
102465667	0.0	0.0
102465666	0.0	0.0
102465665	0.0	0.0
201617	0.0	0.0
100499457	0.0	0.0
727764	13.0	23.0
102465669	0.0	0.0
102465668	5.0	2.0
646309	84.0	62.0
201627	4690.0	1749.0
646324	10.0	101.0
201626	2380.0	1500.0
727758	105.0	76.0
201625	49.0	17.0
648980	1.0	0.0
84572	6220.0	7135.0
646316	0.0	0.0
84570	481.0	111.0
345462	518.0	413.0
102465689	1.0	0.0
102465688	0.0	0.0
646330	31.0	16.0
102465684	0.0	0.0
102465683	0.0	0.0
2909	10982.0	6174.0
727701	0.0	4.0
727703	0.0	0.0
727704	0.0	0.0
201633	169.0	413.0
2900	1014.0	255.0
2908	5607.0	3631.0
2907	17980.0	15155.0
2906	186.0	170.0
2905	2288.0	809.0
2904	2.0	10.0
2903	29.0	85.0
345456	0.0	0.0
2902	10.0	54.0
2901	3871.0	1941.0
406894	1.0	0.0
406893	1.0	0.0
406896	13.0	18.0
406895	0.0	0.0
406898	0.0	0.0
646348	0.0	1.0
406897	0.0	0.0
102465695	0.0	0.0
646346	1.0	1.0
102465694	0.0	0.0
406899	0.0	0.0
102465693	0.0	0.0
406890	1.0	2.0
406892	0.0	0.0
406891	11.0	2.0
2911	24.0	13.0
201651	351.0	98.0
2919	46.0	102.0
2918	82.0	46.0
102465691	0.0	0.0
2917	6.0	5.0
2916	40.0	57.0
2915	0.0	0.0
2914	11.0	1068.0
2913	10.0	4.0
2912	24.0	35.0
404220	5.0	4.0
406883	0.0	0.0
406882	0.0	0.0
406885	2.0	1.0
406884	0.0	0.0
646359	0.0	2.0
406887	0.0	0.0
406886	42.0	18.0
406889	0.0	0.0
406888	2.0	1.0
23584	4277.0	4607.0
23585	6637.0	7898.0
23586	1125.0	1168.0
23587	3612.0	2512.0
23588	5109.0	3389.0
23589	2345.0	3583.0
406881	10.0	1.0
2922	521.0	6.0
2921	86.0	83.0
2920	1046.0	718.0
23580	8656.0	4915.0
23581	0.0	0.0
23582	5527.0	3773.0
23583	1575.0	1664.0
404217	190.0	2133.0
2928	1.0	1.0
2926	6757.0	5004.0
2925	6.0	5.0
2923	73388.0	59942.0
646366	0.0	0.0
345430	1.0	0.0
406875	0.0	0.0
404216	0.0	2.0
23595	1731.0	1315.0
23596	998.0	515.0
23597	1955.0	1844.0
96597	0.0	8.0
23598	7988.0	6873.0
100130584	0.0	0.0
100130581	444.0	287.0
646360	0.0	0.0
129450	649.0	436.0
130429	0.0	0.0
2932	4449.0	2958.0
2931	5813.0	4771.0
23590	211.0	175.0
100129591	1.0	3.0
23591	8.0	4.0
23592	2802.0	1553.0
23593	3935.0	3701.0
23594	43.0	78.0
727708	4.0	0.0
100499485	0.0	0.0
100129597	1.0	5.0
100499483	221.0	141.0
2939	1.0	0.0
2938	1.0	11.0
2937	3365.0	3905.0
100129594	0.0	0.0
100499481	0.0	0.0
2936	3891.0	3091.0
2935	11393.0	5969.0
2934	48068.0	111401.0
100129595	0.0	0.0
100288964	0.0	0.0
60509	4934.0	2612.0
60506	0.0	0.0
2944	39.0	17.0
2942	0.0	0.0
2941	1662.0	1442.0
2940	0.0	0.0
2949	459.0	302.0
2948	3443.0	2157.0
2947	5783.0	1721.0
2946	3409.0	1735.0
60526	747.0	579.0
2954	1947.0	1990.0
2953	34.0	27.0
2951	1.0	2.0
2950	43622.0	44325.0
2959	2908.0	2151.0
2958	2657.0	2179.0
2957	5706.0	3356.0
2956	5537.0	2693.0
100288948	0.0	0.0
60529	41.0	11.0
60528	4557.0	3701.0
2966	126.0	57.0
84504	1.0	0.0
2965	3588.0	2208.0
84503	655.0	337.0
2964	1.0	2.0
2963	1436.0	1731.0
2962	11412.0	9593.0
2961	1997.0	2215.0
84502	37.0	74.0
2960	802.0	542.0
84501	2348.0	831.0
2969	6882.0	1904.0
2968	141.0	255.0
2967	2133.0	1286.0
2980	1.0	4.0
2977	237.0	368.0
2976	5395.0	3455.0
2975	21222.0	9119.0
2974	3.0	7.0
2972	3196.0	3000.0
2971	3241.0	4134.0
2970	176.0	100.0
2979	70.0	14.0
2978	2.0	0.0
154442	6.0	5.0
2990	6989.0	6229.0
225689	1807.0	1270.0
84519	2541.0	627.0
84518	19.0	128.0
60559	9974.0	6738.0
100500914	0.0	0.0
2987	8119.0	12995.0
60558	1875.0	1120.0
84525	14180.0	9522.0
100500915	0.0	0.0
2986	0.0	0.0
84528	1.0	0.0
100500916	0.0	0.0
84527	1920.0	1216.0
100500917	1.0	0.0
2984	61.0	30.0
84522	1998.0	2251.0
100500918	0.0	0.0
2983	288.0	1370.0
100500919	0.0	0.0
84524	1170.0	701.0
2982	404.0	923.0
2981	0.0	0.0
84520	903.0	711.0
100500910	0.0	0.0
100500911	0.0	0.0
2989	3.0	2.0
100500913	0.0	0.0
2999	102.0	129.0
84515	694.0	367.0
100500903	0.0	0.0
2998	39.0	13.0
84514	6910.0	5746.0
100500904	6.0	4.0
2997	3305.0	2393.0
84517	420.0	175.0
100500905	1.0	1.0
84516	5412.0	3686.0
2996	21.0	38.0
100500906	0.0	0.0
2995	577.0	1613.0
2994	5.0	3.0
100500908	2.0	1.0
84513	2763.0	2472.0
2993	0.0	0.0
100500909	0.0	0.0
2992	2220.0	2031.0
60561	1122.0	701.0
60560	1812.0	1081.0
100500900	0.0	0.0
100500901	1.0	0.0
100288904	1.0	0.0
154467	426.0	433.0
130497	117.0	90.0
84548	779.0	459.0
84547	356.0	228.0
100500938	1.0	1.0
84549	1455.0	1222.0
84546	0.0	0.0
84545	5040.0	5119.0
84542	352.0	298.0
84541	192.0	103.0
727795	76.0	39.0
84529	307.0	262.0
84536	337.0	197.0
84539	0.0	0.0
84532	6626.0	4227.0
84530	35.0	48.0
23729	277.0	314.0
201288	1.0	0.0
201283	868.0	823.0
23738	8.0	1.0
23731	21160.0	11415.0
23732	85.0	32.0
201299	8.0	11.0
201292	2069.0	2115.0
201294	390.0	862.0
23704	582.0	596.0
23705	32011.0	17697.0
23708	1158.0	637.0
252840	1.0	1.0
252841	0.0	0.0
100288897	35.0	7.0
23710	10297.0	5235.0
100288892	0.0	0.0
100288885	0.0	0.0
100288870	0.0	0.0
100288868	8.0	5.0
100288861	0.0	0.0
84701	147.0	860.0
252884	849.0	387.0
84700	2.0	1.0
129841	0.0	1.0
94086	22.0	16.0
117854	534.0	958.0
100130450	6.0	1.0
154807	2924.0	2196.0
100129460	280.0	212.0
359710	0.0	0.0
94081	2280.0	1285.0
115201	1644.0	1122.0
100129468	0.0	0.0
100129464	0.0	11.0
286256	5087.0	11370.0
286257	2271.0	3246.0
100129459	5.0	0.0
100130447	0.0	0.0
129831	681.0	590.0
646269	1.0	4.0
646262	0.0	0.0
286262	1400.0	1309.0
142827	84.0	32.0
100129452	0.0	0.0
646278	223.0	200.0
100130435	0.0	0.0
727800	836.0	1364.0
646270	16.0	8.0
154822	8.0	20.0
23782	1.0	0.0
23783	1.0	2.0
23784	0.0	0.0
23786	4352.0	3147.0
23787	69095.0	36577.0
646273	0.0	0.0
23788	5411.0	3880.0
359730	0.0	0.0
359731	0.0	0.0
23780	2314.0	3089.0
23781	0.0	0.0
345079	944.0	409.0
154810	4919.0	2548.0
100129438	0.0	0.0
94097	1263.0	1033.0
359737	0.0	0.0
359738	0.0	0.0
359739	2.0	2.0
646282	1.0	0.0
359736	2.0	1.0
359740	0.0	0.0
359741	0.0	0.0
359742	1.0	0.0
359743	18.0	10.0
139201	19.0	6.0
129804	2634.0	782.0
129807	31.0	15.0
129880	1370.0	1171.0
23768	2004.0	910.0
23769	1298.0	215.0
129881	650.0	179.0
100130418	314.0	94.0
345062	0.0	0.0
286204	47.0	48.0
100129428	0.0	0.0
286205	1138.0	687.0
100129427	0.0	0.0
23760	3544.0	3111.0
359748	0.0	0.0
100862854	1.0	0.0
286207	271.0	103.0
359749	1.0	0.0
23761	3514.0	2982.0
100862855	0.0	1.0
23762	1132.0	508.0
23764	22118.0	4732.0
359744	0.0	1.0
100862850	0.0	1.0
23765	2481.0	2219.0
359745	1.0	0.0
359746	0.0	0.0
100862852	0.0	0.0
23766	0.0	0.0
23767	2049.0	1264.0
100862853	0.0	0.0
359747	0.0	0.0
359751	0.0	0.0
359752	1.0	2.0
359753	1.0	0.0
100129423	0.0	0.0
100130409	0.0	0.0
23779	227.0	86.0
129870	0.0	0.0
100130405	1.0	0.0
100130402	0.0	0.0
23772	0.0	0.0
23774	3875.0	2950.0
359755	1.0	0.0
359757	0.0	0.0
359758	0.0	0.0
359762	0.0	0.0
359763	0.0	0.0
359760	0.0	0.0
23770	25109.0	29548.0
359761	5.0	5.0
129868	0.0	1.0
23746	1.0	1.0
102465502	2.0	1.0
102465501	0.0	0.0
100129407	0.0	0.0
102465500	0.0	0.0
286223	67.0	24.0
23749	0.0	0.0
100129403	0.0	0.0
345041	3.0	4.0
100129405	239.0	132.0
102465509	0.0	0.0
102465508	0.0	0.0
23741	17069.0	13594.0
102465507	0.0	0.0
23742	71.0	17.0
359766	0.0	0.0
23743	2138.0	1076.0
359767	0.0	1.0
102465505	0.0	0.0
130813	51.0	24.0
23744	0.0	0.0
102465504	0.0	2.0
130814	1341.0	1265.0
102465503	0.0	0.0
359774	13.0	5.0
359775	0.0	0.0
359776	0.0	0.0
359770	0.0	1.0
359771	0.0	0.0
359772	0.0	0.0
100129402	0.0	0.0
100129401	0.0	0.0
23757	1.0	0.0
102465513	0.0	0.0
23758	0.0	0.0
102465512	0.0	0.0
23759	6519.0	4714.0
102465511	0.0	0.0
286234	0.0	1.0
102465510	0.0	0.0
129852	211.0	80.0
347694	3.0	3.0
286239	2.0	0.0
23751	1.0	0.0
102465519	0.0	0.0
23752	25.0	18.0
23753	4112.0	3347.0
115207	2916.0	4287.0
359777	0.0	0.0
102465517	0.0	0.0
130827	374.0	229.0
359778	0.0	0.0
102465516	0.0	0.0
115209	1646.0	1412.0
23755	3.0	1.0
359779	0.0	0.0
102465515	1.0	0.0
23756	0.0	0.0
102465514	0.0	0.0
359787	1.0	0.0
359781	1.0	1.0
359782	0.0	0.0
347689	77.0	51.0
347688	17.0	4.0
102465524	0.0	0.0
94005	6553.0	3263.0
102465523	1.0	0.0
102465522	1.0	0.0
102465521	0.0	0.0
102465520	0.0	0.0
94009	100.0	95.0
727866	0.0	1.0
57060	1445.0	1898.0
102465528	0.0	0.0
102465527	0.0	0.0
57062	19711.0	14657.0
102465526	0.0	0.0
727865	13.0	7.0
102465525	0.0	0.0
84687	4652.0	7022.0
727859	0.0	1.0
84689	55.0	410.0
84688	57.0	35.0
139135	0.0	0.0
84684	1.0	0.0
84681	2316.0	1813.0
84680	1485.0	1231.0
102465535	0.0	0.0
102465534	0.0	0.0
102465533	0.0	0.0
102465532	0.0	0.0
102465531	0.0	0.0
102465530	0.0	1.0
727856	0.0	0.0
727857	0.0	0.0
727851	154.0	60.0
102465539	0.0	0.0
102465538	0.0	0.0
102465537	0.0	0.0
102465536	0.0	0.0
84679	2898.0	1700.0
84676	4.0	95.0
84675	63.0	68.0
140123	0.0	0.0
84678	1902.0	1255.0
84677	0.0	0.0
84672	0.0	0.0
84671	1585.0	859.0
84674	980.0	1225.0
84673	0.0	0.0
152101	0.0	0.0
152100	792.0	709.0
94027	6.0	6.0
94026	3.0	0.0
94025	43.0	99.0
129787	3332.0	2509.0
57088	3455.0	1329.0
127124	0.0	0.0
57089	412.0	226.0
57082	108.0	75.0
57084	1.0	0.0
57085	2516.0	3771.0
152118	0.0	1.0
152110	100.0	25.0
154790	19.0	18.0
154791	1440.0	1332.0
646201	0.0	0.0
57091	62.0	91.0
94015	1889.0	998.0
57092	9871.0	6352.0
646202	26.0	8.0
57097	1457.0	697.0
57099	391.0	507.0
727879	0.0	0.0
57093	0.0	0.0
166752	3.0	10.0
57094	2.0	0.0
57095	4427.0	3839.0
57096	23.0	34.0
139163	0.0	0.0
84698	545.0	262.0
84699	1.0	3.0
84694	0.0	0.0
84693	555.0	468.0
100499563	1.0	1.0
84696	105.0	51.0
84695	150.0	281.0
84690	0.0	0.0
84692	8.0	7.0
84691	2.0	2.0
130752	593.0	282.0
646213	0.0	0.0
100130495	8.0	4.0
646208	11.0	21.0
94039	740.0	620.0
94031	2090.0	1592.0
94030	89.0	117.0
100130484	0.0	0.0
94033	0.0	0.0
94032	2.0	20.0
727810	0.0	2.0
100130481	0.0	0.0
100130480	0.0	0.0
115196	705.0	442.0
727805	1.0	0.0
139105	2.0	0.0
646218	0.0	1.0
347744	39.0	22.0
347741	3.0	0.0
646231	0.0	0.0
154743	1126.0	679.0
130773	2.0	4.0
727842	0.0	0.0
100129480	42.0	102.0
100129482	1249.0	926.0
727837	0.0	23.0
347736	137.0	108.0
347733	82.0	66.0
347732	59.0	37.0
347735	3830.0	6375.0
347734	4439.0	3321.0
347731	0.0	0.0
646243	1.0	0.0
94059	144.0	270.0
347730	25.0	21.0
646249	2.0	7.0
201305	20.0	59.0
100130466	1.0	0.0
727833	1.0	1.0
727835	2.0	0.0
100130462	0.0	0.0
94056	4526.0	3133.0
100130461	0.0	0.0
727830	0.0	0.0
727832	0.0	0.0
140100	0.0	0.0
727826	58.0	56.0
727828	0.0	0.0
100129472	0.0	0.0
347720	0.0	0.0
100288841	0.0	0.0
60626	7292.0	6137.0
347717	0.0	0.0
347716	10.0	9.0
101154644	0.0	1.0
152195	1872.0	864.0
100288831	0.0	0.0
164153	0.0	0.0
105370141	0.0	0.0
347704	0.0	0.0
347703	0.0	3.0
347706	0.0	0.0
152189	795.0	1166.0
347705	3.0	1.0
347702	4.0	5.0
152185	1322.0	756.0
347701	0.0	0.0
100288827	4.0	5.0
100288825	0.0	0.0
57000	20.0	28.0
57001	853.0	585.0
84618	2.0	11.0
84617	2017.0	4824.0
84619	467.0	507.0
57007	5438.0	2421.0
84624	17050.0	3752.0
84627	39.0	131.0
84626	1027.0	838.0
57002	812.0	672.0
57003	9560.0	4708.0
84620	8519.0	4185.0
84623	2.0	12.0
57004	9.0	3.0
84622	1070.0	544.0
100288814	0.0	0.0
57010	14.0	50.0
57017	4880.0	3395.0
84614	1700.0	934.0
57018	15728.0	5162.0
57019	2569.0	1842.0
84616	0.0	0.0
84612	887.0	982.0
57016	9.0	4.0
96626	0.0	0.0
100288805	157.0	106.0
100288801	3.0	2.0
100288802	0.0	0.0
57020	5029.0	4001.0
164127	3.0	2.0
166785	715.0	582.0
84639	0.0	0.0
84647	2.0	115.0
84649	1255.0	692.0
60678	1580.0	1612.0
60677	11.0	3.0
84648	0.0	0.0
60676	98.0	37.0
84643	0.0	0.0
60675	2.0	1.0
139170	338.0	57.0
101154686	0.0	0.0
