id	c739af4b-e4b6-46c4-8131-a9fe926468c6	99946511-4d29-4d85-9789-6b326261eb0c
10755	6803.0	9880.0
151825	0.0	0.0
10758	2380.0	778.0
126823	1266.0	1220.0
126820	234.0	30.0
10750	85.0	1.0
10752	304.0	21.0
10751	0.0	0.0
10753	28.0	0.0
643714	0.0	4.0
138864	0.0	0.0
391712	179.0	0.0
391714	1.0	4.0
114836	254.0	122.0
10767	3245.0	963.0
10766	17302.0	4001.0
151835	8.0	5.0
10769	2962.0	360.0
391718	0.0	0.0
10768	13558.0	5741.0
126811	1.0	0.0
643723	47.0	4.0
10761	2.0	4.0
10763	2756.0	1315.0
10762	3347.0	909.0
10765	4693.0	902.0
101929179	1.0	0.0
388112	4.0	0.0
339105	84.0	1.0
83707	2485.0	2657.0
83706	1682.0	852.0
10734	123.0	17.0
10733	136.0	53.0
83714	867.0	259.0
10736	109.0	12.0
401648	6.0	1.0
643739	0.0	0.0
10735	11043.0	2372.0
401647	235.0	690.0
10738	11.0	2.0
401646	0.0	0.0
10737	44.0	9.0
10739	49.0	0.0
376132	0.0	0.0
10730	12077.0	2111.0
101929184	1.0	0.0
10732	1894.0	361.0
138804	0.0	0.0
138805	0.0	0.0
138802	0.0	0.0
138803	0.0	0.0
643751	12.0	1.0
124221	34.0	10.0
124222	191.0	47.0
114897	3255.0	2176.0
114898	333.0	36.0
124220	9.0	13.0
114899	348.0	48.0
391777	13.0	46.0
10745	860.0	297.0
56104	90.0	0.0
83700	1953.0	563.0
401638	0.0	0.0
10744	8.0	1.0
56105	198.0	9.0
10747	174.0	1.0
401637	1.0	0.0
56106	441.0	15.0
10746	6998.0	1293.0
56107	224.0	8.0
10749	17317.0	7631.0
56100	432.0	55.0
401634	0.0	0.0
10748	241.0	27.0
56101	613.0	8.0
56102	110.0	0.0
56103	107.0	1.0
643744	19.0	1.0
10741	3489.0	998.0
56108	462.0	9.0
10740	16.0	0.0
643749	453.0	135.0
56109	321.0	116.0
10743	4152.0	669.0
342732	3.0	6.0
10742	3480.0	1174.0
101929198	21.0	0.0
101929196	7.0	2.0
100420811	0.0	0.0
114884	759.0	241.0
317774	0.0	0.0
114885	1932.0	327.0
401630	0.0	0.0
317772	2.0	0.0
100419821	2.0	2.0
56110	96.0	16.0
317778	0.0	0.0
83729	11.0	4.0
317775	2.0	0.0
83734	534.0	219.0
10712	1517.0	275.0
83733	88.0	38.0
10714	1184.0	467.0
126868	55.0	0.0
317769	1.0	0.0
100419829	0.0	1.0
10713	1850.0	770.0
317768	0.0	0.0
10716	24.0	0.0
100419827	0.0	0.0
56111	108.0	8.0
10715	77.0	232.0
56112	111.0	1.0
56113	365.0	115.0
83732	1891.0	459.0
10718	95.0	1.0
10717	2811.0	682.0
56114	89.0	19.0
388125	99.0	37.0
401629	0.0	0.0
317781	2430.0	1679.0
388122	1.0	7.0
83719	3948.0	4844.0
56120	10.0	0.0
56121	230.0	73.0
114876	3970.0	357.0
388121	457.0	48.0
83716	2286.0	369.0
83715	6.0	1433.0
114879	1706.0	799.0
100420829	3.0	0.0
10723	4142.0	1648.0
56126	78.0	55.0
83723	1.0	9.0
126859	54.0	13.0
56127	69.0	71.0
10725	7073.0	163.0
56128	11.0	2.0
56129	128.0	84.0
10724	15856.0	4595.0
114880	489.0	19.0
56122	176.0	133.0
388115	4048.0	213.0
401613	8.0	0.0
114881	1857.0	918.0
10726	13394.0	15713.0
56123	127.0	77.0
401612	281.0	79.0
114882	3365.0	489.0
56124	74.0	20.0
10728	36416.0	12310.0
114883	9495.0	840.0
56125	129.0	111.0
643766	0.0	0.0
10721	16.0	4.0
10720	79.0	0.0
100420830	7.0	0.0
136259	2.0	3.0
100420834	0.0	0.0
317751	23.0	21.0
124274	0.0	2.0
388152	106.0	8.0
317754	1.0	0.0
317753	0.0	0.0
317749	723.0	1607.0
342705	2.0	0.0
151888	39.0	22.0
151887	14963.0	10553.0
136263	1.0	0.0
100420841	0.0	0.0
101929145	787.0	121.0
100420843	2.0	0.0
100293090	4293.0	144.0
148254	369.0	89.0
317762	2344.0	508.0
317761	11.0	0.0
100419854	1.0	0.0
317760	45.0	2.0
317767	11.0	0.0
100271715	137.0	14.0
148252	61.0	83.0
100271722	433.0	199.0
199834	0.0	0.0
388135	138.0	33.0
101929152	1.0	1.0
100420854	0.0	2.0
222950	98.0	18.0
100419867	1.0	0.0
148266	871.0	185.0
100419868	6.0	0.0
148268	702.0	295.0
100419866	3.0	0.0
100420859	0.0	0.0
124245	3410.0	785.0
317729	5.0	0.0
136288	59.0	9.0
199800	105.0	10.0
101930150	0.0	0.0
163882	2604.0	501.0
388165	301.0	5.0
100419873	0.0	0.0
100271700	88.0	1.0
100271703	0.0	0.0
100271702	43.0	0.0
100420875	2.0	1.0
100420877	1.0	0.0
388199	1.0	0.0
22794	11600.0	3099.0
22795	7688.0	339.0
22796	2249.0	1007.0
22797	151.0	19.0
22798	12.0	1.0
317705	2.0	0.0
317703	0.0	0.0
317702	1.0	0.0
138882	0.0	0.0
138883	0.0	0.0
138881	11.0	0.0
100420881	0.0	0.0
388181	1.0	0.0
100419893	1.0	2.0
222967	6.0	2.0
219333	3497.0	419.0
136227	10.0	77.0
222962	1213.0	158.0
148213	197.0	57.0
388182	45.0	25.0
100419895	0.0	0.0
317716	0.0	0.0
148203	413.0	16.0
317719	52.0	11.0
148206	2986.0	696.0
163859	3609.0	347.0
101929110	6.0	0.0
101929111	0.0	0.0
219348	1374.0	1423.0
219347	483.0	250.0
100420898	5.0	0.0
148223	2684.0	3033.0
10799	173.0	133.0
136242	6.0	0.0
10791	1642.0	4683.0
10794	258.0	21.0
10793	1349.0	169.0
10795	1897.0	1068.0
10798	0.0	0.0
10797	737.0	145.0
101929121	4.0	0.0
101929120	1.0	0.0
101929127	29.0	6.0
317701	2.0	0.0
220323	1827.0	1368.0
148231	0.0	0.0
148229	188.0	52.0
151877	49.0	2.0
151871	0.0	0.0
93035	43886.0	8.0
161176	1238.0	113.0
56097	22.0	0.0
56098	25.0	3.0
56099	637.0	22.0
93034	32.0	2.0
283927	643.0	141.0
220359	124.0	17.0
653073	2.0	0.0
653075	17.0	0.0
256302	3667.0	502.0
105373144	0.0	0.0
81050	0.0	0.0
199786	137.0	12.0
256309	354.0	47.0
100420792	0.0	0.0
95681	947.0	600.0
283914	0.0	0.0
81047	0.0	0.0
197131	3308.0	347.0
197135	184.0	42.0
653061	33.0	0.0
93058	1393.0	472.0
161198	1397.0	2324.0
283902	0.0	0.0
220382	161.0	26.0
81078	0.0	0.0
81079	0.0	0.0
81075	1.0	0.0
81076	0.0	0.0
100114903	2.0	0.0
199777	1502.0	417.0
81061	0.0	0.0
653082	759.0	7.0
81090	0.0	0.0
100271649	0.0	0.0
199746	1588.0	788.0
100271655	6.0	15.0
81099	0.0	0.0
100271650	37.0	2.0
199745	406.0	482.0
148170	194.0	727.0
256364	4206.0	2954.0
163786	267.0	33.0
220388	27.0	0.0
100271639	0.0	0.0
163782	70.0	3.0
100271646	11.0	1.0
283953	4.0	0.0
256355	88.0	49.0
100271644	3.0	1.0
283951	677.0	816.0
256356	1858.0	252.0
100271643	1.0	1.0
100271640	0.0	0.0
81081	0.0	0.0
161159	8.0	4.0
148189	786.0	350.0
93099	8385.0	6833.0
100271627	29.0	6.0
283948	35.0	129.0
256329	457.0	77.0
100271634	0.0	1.0
100271636	1.0	1.0
100271630	0.0	2.0
100271633	0.0	0.0
100271632	5.0	0.0
199720	113.0	150.0
93082	5.0	6.0
161145	796.0	534.0
100271617	3.0	0.0
100271616	0.0	3.0
161142	12.0	14.0
100271619	1.0	0.0
148198	159.0	40.0
100271618	0.0	2.0
100271624	1.0	2.0
100271623	1.0	2.0
283933	129.0	50.0
100271625	0.0	0.0
93081	411.0	146.0
100271620	0.0	0.0
283932	190.0	59.0
100271622	1.0	3.0
100271621	0.0	1.0
199731	1206.0	588.0
100124332	0.0	0.0
643664	15.0	0.0
256394	0.0	0.0
83637	14300.0	3276.0
83636	1495.0	846.0
401565	31.0	1.0
401563	76.0	89.0
401562	28.0	5.0
401561	0.0	4.0
283999	2.0	0.0
283994	2.0	0.0
643668	0.0	1.0
283991	2136.0	5491.0
340198	4.0	1.0
643669	51.0	148.0
340192	0.0	4.0
643680	18.0	13.0
197196	1.0	0.0
56033	8.0	107.0
401551	71.0	9.0
83657	207.0	83.0
83656	96.0	0.0
83659	152.0	1.0
283989	2154.0	1838.0
83658	9462.0	12154.0
401548	1125.0	537.0
56034	2163.0	1484.0
283987	2885.0	837.0
256369	3.0	0.0
401546	40.0	0.0
83655	0.0	0.0
283985	3.0	0.0
283982	0.0	0.0
283981	48.0	56.0
643677	9.0	0.0
83650	5.0	1.0
197187	203.0	187.0
449520	16.0	4.0
401541	128.0	55.0
401540	0.0	0.0
83639	2.0	139.0
83638	3939.0	3604.0
256380	81.0	30.0
449518	0.0	0.0
83648	9511.0	308.0
401537	4.0	2.0
83647	0.0	0.0
83641	4626.0	380.0
401535	28.0	2.0
83643	1497.0	231.0
401533	2.0	0.0
643689	10.0	0.0
283971	1.0	0.0
83640	836.0	244.0
283970	13.0	3.0
114826	1502.0	251.0
114827	366.0	88.0
378706	11.0	0.0
378707	0.0	0.0
378708	289.0	381.0
339184	1.0	0.0
339186	2.0	0.0
56052	1465.0	826.0
114821	497.0	97.0
114822	4353.0	5869.0
114823	21352.0	706.0
114824	4.0	0.0
114825	1210.0	286.0
643699	630.0	46.0
340168	1.0	0.0
114815	335.0	6.0
114817	0.0	0.0
114818	285.0	43.0
114819	465.0	44.0
339175	933.0	397.0
56063	1289.0	1839.0
653017	0.0	0.0
56061	4399.0	1374.0
56062	368.0	4.0
114814	63.0	38.0
83667	1259.0	630.0
83666	2783.0	856.0
83660	3852.0	698.0
340156	167.0	40.0
83661	0.0	0.0
114804	399.0	45.0
114805	3.0	0.0
340152	131.0	104.0
339168	13.0	0.0
114800	1029.0	2.0
114801	245.0	71.0
93010	219.0	308.0
114803	2927.0	166.0
83697	26.0	6.0
81034	2133.0	344.0
81035	2211.0	44.0
83696	2849.0	2126.0
83699	17567.0	4630.0
81037	9598.0	8611.0
83698	6.0	5.0
401588	1122.0	166.0
83693	4320.0	1326.0
81030	229.0	214.0
83692	3530.0	2125.0
81031	4408.0	621.0
83695	1814.0	1206.0
81033	4.0	11.0
83694	722.0	68.0
340146	5.0	1.0
83690	2759.0	365.0
81027	104.0	0.0
81029	234.0	208.0
653042	0.0	0.0
653045	0.0	0.0
81025	1.0	0.0
401577	230.0	96.0
22877	14583.0	2675.0
22878	3828.0	386.0
22879	5176.0	1875.0
22870	4979.0	1124.0
22871	131.0	18.0
22872	16237.0	1945.0
22873	542.0	790.0
22874	1040.0	511.0
22875	2475.0	488.0
22876	2728.0	903.0
10899	8939.0	11255.0
10898	1423.0	1089.0
10891	6195.0	21.0
136540	0.0	0.0
10890	14788.0	2243.0
10893	367.0	68.0
10892	2810.0	705.0
136541	0.0	0.0
10895	0.0	0.0
342426	0.0	0.0
10894	2730.0	21.0
10897	4561.0	6092.0
10896	9.0	0.0
22888	572.0	1026.0
22889	5267.0	605.0
22880	2464.0	989.0
124540	9311.0	2107.0
22881	1290.0	350.0
22882	3806.0	2586.0
22883	18338.0	8902.0
22884	2308.0	394.0
22885	1047.0	162.0
22887	5825.0	586.0
342419	0.0	0.0
124538	0.0	0.0
124535	5.0	0.0
148523	132.0	51.0
283598	0.0	0.0
283596	497.0	496.0
283592	56.0	3.0
22856	2060.0	553.0
161514	0.0	0.0
731424	5.0	9.0
22858	1932.0	247.0
22859	5146.0	4965.0
22850	2754.0	351.0
22852	1110.0	71.0
22853	3325.0	411.0
22854	8.0	10.0
10877	1.0	0.0
10876	1.0	0.0
100419909	0.0	0.0
10879	39.0	0.0
10878	27.0	16.0
148534	1493.0	467.0
104169670	7.0	0.0
104169671	0.0	0.0
100419903	7.0	2.0
283587	3.0	1.0
10871	114.0	119.0
10870	192.0	1171.0
10873	1321.0	1455.0
10875	5181.0	518.0
10874	43.0	27.0
22866	541.0	255.0
22868	2615.0	657.0
22869	792.0	169.0
100309464	2.0	2.0
161502	16.0	2.0
100420901	0.0	0.0
22861	4038.0	3259.0
22862	11330.0	2496.0
22863	2572.0	580.0
22864	3439.0	999.0
22865	48.0	0.0
10888	1388.0	207.0
56203	8.0	3.0
643609	0.0	0.0
56204	5683.0	465.0
10887	3.0	0.0
124512	2571.0	1447.0
148545	0.0	0.0
283579	9.0	11.0
283578	3779.0	711.0
10880	17.0	0.0
283576	19.0	0.0
10882	12.0	153.0
10881	2.0	0.0
10884	2651.0	1297.0
283571	46.0	1.0
10886	47.0	0.0
10885	2015.0	303.0
22834	2416.0	697.0
22835	799.0	151.0
22836	4197.0	833.0
22837	4559.0	650.0
101929059	22.0	1.0
22838	5027.0	702.0
22839	8150.0	4000.0
100420910	5.0	2.0
100420916	7.0	0.0
22832	1521.0	112.0
124590	4.0	0.0
10855	267.0	88.0
10857	11369.0	6028.0
10856	5075.0	7978.0
10859	231.0	171.0
10858	218.0	39.0
100126793	102.0	15.0
10850	0.0	0.0
643617	4.0	22.0
643615	4.0	0.0
100126791	26.0	5.0
22844	45.0	3.0
22845	947.0	1235.0
22846	912.0	853.0
22847	2452.0	584.0
22848	9974.0	1874.0
22849	1931.0	221.0
112597	1588.0	2466.0
100420920	0.0	1.0
100420921	1.0	0.0
100420924	1.0	0.0
124583	2270.0	2651.0
100420926	3.0	0.0
22841	3282.0	359.0
100420927	0.0	0.0
100419930	9.0	0.0
22843	31.0	4.0
10866	1570.0	865.0
100420919	0.0	0.0
10865	1745.0	963.0
10868	6073.0	2945.0
10867	3789.0	5517.0
10869	7228.0	2231.0
10861	241.0	70.0
101929074	449.0	835.0
10864	8.0	0.0
101929071	0.0	0.0
10863	467.0	157.0
22813	11.0	0.0
22814	6.0	0.0
643641	2659.0	334.0
22815	0.0	0.0
22816	0.0	0.0
22818	15163.0	10293.0
10829	5.0	0.0
100419945	0.0	0.0
83849	28.0	21.0
83855	899.0	1376.0
10833	3.0	0.0
83854	23.0	12.0
83857	1133.0	280.0
10835	0.0	0.0
83856	485.0	259.0
10834	0.0	0.0
83851	104.0	9.0
10837	0.0	0.0
100419948	0.0	0.0
83850	2090.0	299.0
10836	0.0	0.0
100419949	0.0	0.0
83853	71.0	5.0
10838	2316.0	289.0
83852	2267.0	564.0
124565	16873.0	16458.0
100419947	4.0	1.0
22808	3700.0	1089.0
22809	2615.0	1829.0
101929082	0.0	0.0
101929083	1.0	0.0
10830	1.0	0.0
643637	0.0	0.0
22822	28002.0	11322.0
22823	1649.0	385.0
22824	1855.0	120.0
101929086	5.0	0.0
22826	8278.0	5370.0
22827	7780.0	13118.0
643653	0.0	0.0
22828	4235.0	787.0
22829	1.0	0.0
112574	4186.0	2278.0
100419955	0.0	0.0
56241	2973.0	5402.0
100420946	0.0	0.0
56242	967.0	233.0
22820	12935.0	5651.0
22821	3201.0	556.0
100419950	2.0	0.0
10844	6362.0	7537.0
83844	0.0	0.0
10846	878.0	55.0
10845	2299.0	1226.0
10848	2276.0	1366.0
56243	13925.0	8666.0
10847	11387.0	5800.0
56244	12.0	2.0
56245	18.0	3.0
10849	259.0	131.0
56246	9.0	0.0
643646	59.0	8.0
10840	287.0	67.0
10842	3.0	0.0
101929093	0.0	0.0
10841	71.0	9.0
643648	0.0	0.0
101929010	4.0	0.0
100420950	3.0	4.0
100420952	0.0	0.0
100419964	0.0	0.0
100419962	0.0	0.0
100271605	0.0	10.0
100419963	0.0	0.0
100271613	0.0	0.0
100271611	0.0	1.0
100419968	0.0	0.0
100271610	1.0	0.0
101929026	0.0	0.0
101929025	21.0	0.0
100419978	0.0	0.0
100420968	0.0	0.0
100419974	0.0	0.0
391458	1.0	0.0
100419971	0.0	0.0
100419972	0.0	0.0
100271601	0.0	0.0
100419979	1.0	0.0
100420972	0.0	0.0
100420975	1.0	0.0
100419989	0.0	0.0
391428	0.0	0.0
100419995	0.0	0.0
100419996	1.0	0.0
391436	0.0	0.0
161582	434.0	149.0
124599	57.0	37.0
101929052	0.0	0.0
391485	0.0	1.0
222611	0.0	0.0
100187716	0.0	0.0
391490	2.0	0.0
391496	0.0	0.0
22899	1331.0	686.0
391462	0.0	0.0
22891	61.0	24.0
22893	4567.0	1776.0
22894	3405.0	1493.0
22895	10.0	6.0
148581	0.0	0.0
22897	2995.0	1029.0
22898	3223.0	572.0
22890	2813.0	251.0
391470	0.0	0.0
391472	22.0	0.0
391475	0.0	0.0
101929008	67.0	38.0
222659	6.0	1.0
440894	122.0	42.0
222658	4014.0	614.0
102724035	0.0	0.0
100271575	3.0	3.0
100271577	0.0	1.0
100271571	13.0	0.0
81175	24.0	0.0
81176	16.0	2.0
100271570	1.0	1.0
93145	1494.0	119.0
440888	0.0	0.0
222642	1.0	7.0
222643	101.0	254.0
401289	3.0	2.0
401288	33.0	13.0
401285	7.0	0.0
81166	0.0	0.0
100271564	12.0	13.0
81168	0.0	0.0
100271566	73.0	81.0
81169	0.0	0.0
81162	5.0	0.0
81163	0.0	0.0
100271563	0.0	0.0
81164	0.0	0.0
81160	0.0	0.0
391387	2.0	2.0
102724018	1.0	0.0
100271553	0.0	0.0
100271550	0.0	0.0
81196	0.0	0.0
100271552	1.0	3.0
100271551	0.0	1.0
81198	0.0	0.0
81191	0.0	0.0
81192	0.0	0.0
81193	0.0	0.0
81194	0.0	0.0
450232	17.0	0.0
401260	0.0	0.0
220001	124.0	37.0
222662	0.0	0.0
401265	179.0	5.0
222663	7946.0	1447.0
220002	2325.0	537.0
93166	391.0	89.0
401264	767.0	160.0
220004	139.0	173.0
100271539	0.0	0.0
401262	52.0	26.0
93164	920.0	153.0
100271547	0.0	0.0
100271549	0.0	0.0
81188	0.0	0.0
100271543	1.0	0.0
102724000	0.0	0.0
100271545	0.0	0.0
401258	4.0	18.0
81185	1.0	0.0
81187	0.0	0.0
81182	0.0	0.0
207063	1605.0	1508.0
440854	11.0	0.0
222698	124.0	59.0
222696	150.0	5.0
161497	21.0	2.0
100271529	11.0	13.0
222699	57.0	9.0
100271536	0.0	0.0
100271538	6.0	10.0
100271537	0.0	0.0
93190	189.0	0.0
283601	0.0	0.0
100271531	82.0	52.0
283600	14.0	2.0
220042	45.0	9.0
93183	1140.0	913.0
100271518	0.0	0.0
100271517	0.0	0.0
93185	6324.0	4662.0
100271525	0.0	0.0
100271526	5.0	0.0
100271521	0.0	0.0
100271520	2.0	0.0
220032	3.0	5.0
100271523	0.0	0.0
100271522	0.0	0.0
100271507	0.0	0.0
100271506	3.0	1.0
100271516	0.0	0.0
100271510	1.0	0.0
220064	1744.0	600.0
220047	1.0	0.0
100271503	0.0	0.0
10808	133329.0	3026.0
56130	54.0	13.0
10807	2602.0	1039.0
56131	170.0	15.0
56132	63.0	59.0
10809	4646.0	11322.0
220081	20.0	0.0
83756	120.0	140.0
10811	2002.0	3079.0
56137	132.0	0.0
10810	4834.0	150.0
83755	0.0	0.0
56138	75.0	13.0
83758	1349.0	353.0
10813	1289.0	871.0
56139	776.0	207.0
401207	390.0	125.0
220082	2.0	0.0
83757	1.0	0.0
83752	7918.0	3451.0
56133	161.0	173.0
10815	67.0	51.0
10814	12.0	218.0
56134	124.0	4.0
10817	1085.0	472.0
56135	204.0	22.0
10816	0.0	0.0
283643	845.0	1111.0
56136	28.0	0.0
643535	0.0	0.0
643536	0.0	0.0
22800	2386.0	514.0
22801	490.0	68.0
643550	4.0	11.0
22802	2.0	0.0
22803	7040.0	1292.0
440804	1.0	6.0
22806	730.0	1226.0
22807	1933.0	1776.0
10819	136.0	220.0
56140	15.0	0.0
10818	3008.0	473.0
56141	11.0	1.0
56142	20.0	12.0
56143	12.0	3.0
83737	4149.0	758.0
220070	1.0	1.0
10822	0.0	2.0
283638	4617.0	2081.0
83744	345.0	31.0
10821	11.0	1.0
10824	5.0	0.0
83746	2607.0	1562.0
10823	2.0	0.0
83741	0.0	1.0
283635	3791.0	1773.0
10826	8273.0	371.0
220074	1492.0	521.0
56144	14.0	13.0
10825	1323.0	393.0
56145	38.0	23.0
83740	0.0	0.0
83743	2213.0	2559.0
56146	12.0	1.0
10828	1.0	0.0
10827	1952.0	353.0
83742	1350.0	744.0
56147	5.0	34.0
283631	1.0	1.0
10820	2.0	2.0
440836	1740.0	1570.0
643563	1.0	1.0
56154	1.0	0.0
81109	0.0	0.0
283629	156.0	13.0
56159	3.0	3.0
81115	0.0	0.0
81116	0.0	0.0
56155	50.0	9.0
283624	3487.0	126.0
102724097	40.0	2.0
256006	78.0	2.0
56156	0.0	0.0
81113	0.0	0.0
56157	0.0	0.0
56158	2.0	2.0
81114	0.0	0.0
81110	0.0	0.0
440829	9.0	2.0
440823	406.0	88.0
440822	1.0	0.0
56163	19.0	0.0
56164	39.0	5.0
256021	13.0	6.0
56165	7.0	0.0
83759	2147.0	371.0
56160	4635.0	625.0
10800	200.0	50.0
283617	0.0	0.0
81104	0.0	0.0
10802	3503.0	609.0
10801	13690.0	12969.0
10804	572.0	46.0
10803	11.0	112.0
56167	0.0	0.0
10806	3491.0	883.0
56168	0.0	0.0
56169	44.0	0.0
643582	0.0	0.0
643586	6.0	2.0
256076	1.0	14.0
401253	47.0	26.0
56171	1175.0	53.0
401251	20.0	9.0
56172	5999.0	3921.0
401250	1.0	0.0
81137	0.0	3.0
81138	0.0	0.0
83795	40.0	8.0
102724076	0.0	0.0
102724077	3.0	0.0
283688	1.0	0.0
401247	4.0	0.0
81136	0.0	0.0
283687	262.0	134.0
283685	0.0	0.0
93109	580.0	544.0
283682	1.0	0.0
100126825	0.0	0.0
93107	3.0	2.0
643596	88.0	338.0
56180	1060.0	456.0
93100	1539.0	4370.0
401242	0.0	0.0
256085	0.0	0.0
56181	5436.0	2886.0
81126	0.0	0.0
81127	0.0	0.0
83787	2335.0	1357.0
283677	1.0	0.0
401237	50.0	16.0
83786	2133.0	649.0
401236	0.0	0.0
283673	6.0	1.0
93134	2388.0	620.0
401233	0.0	0.0
401232	295.0	222.0
256051	813.0	277.0
81159	0.0	0.0
81155	0.0	0.0
81156	0.0	0.0
100271597	0.0	1.0
283663	231.0	28.0
81153	0.0	0.0
100271596	0.0	3.0
100271595	0.0	0.0
100271590	0.0	0.0
100271591	0.0	0.0
93129	1054.0	2728.0
283659	4738.0	124.0
100271587	1.0	0.0
100271589	0.0	0.0
81140	0.0	0.0
100271583	1.0	0.0
283652	0.0	0.0
283651	58.0	16.0
100271585	0.0	0.0
100271584	1.0	1.0
100271581	0.0	0.0
22998	15949.0	2032.0
22999	15.0	5.0
100151676	0.0	0.0
100151677	1.0	0.0
100151678	1.0	0.0
22990	4664.0	1166.0
100151671	0.0	0.0
100151672	0.0	0.0
22992	14645.0	3228.0
22993	3713.0	966.0
100151674	2.0	0.0
22994	998.0	1012.0
83903	24.0	0.0
22995	515.0	46.0
83902	0.0	0.0
22996	943.0	572.0
22997	1028.0	20.0
100151670	0.0	0.0
100151686	0.0	0.0
100151687	1.0	0.0
100151688	0.0	0.0
100151682	0.0	0.0
100151683	47.0	11.0
100151684	15.0	0.0
100151685	0.0	0.0
100151681	1.0	0.0
56302	3.0	0.0
83901	0.0	0.0
342538	8.0	24.0
83900	0.0	0.0
56300	0.0	0.0
56301	25.0	6.0
124411	1452.0	201.0
22976	1384.0	141.0
22977	67.0	16.0
22978	6962.0	58.0
22979	1068.0	498.0
22970	53.0	95.0
22971	2433.0	1641.0
22974	121.0	66.0
83932	835.0	132.0
10998	673.0	1054.0
83931	7912.0	2299.0
342527	10.0	13.0
148418	543.0	395.0
83933	537.0	415.0
124404	11.0	2.0
10999	1979.0	1482.0
124401	1802.0	1699.0
124402	4303.0	1707.0
83930	4615.0	1178.0
56311	46.0	31.0
10990	111.0	61.0
100126693	1.0	0.0
10992	19063.0	12200.0
606500	0.0	0.0
10991	519.0	94.0
10994	9893.0	9086.0
10993	121.0	53.0
22987	35.0	3.0
22989	91.0	7.0
22980	12893.0	13015.0
22981	2822.0	280.0
22982	2192.0	138.0
22983	35.0	127.0
22984	2069.0	1320.0
22985	15263.0	4446.0
22986	1.0	0.0
58986	4629.0	3147.0
148423	1190.0	430.0
58985	600.0	44.0
342510	161.0	15.0
283694	0.0	0.0
283693	44.0	31.0
283692	29.0	14.0
22954	986.0	224.0
22955	4343.0	1144.0
112487	913.0	314.0
22950	2815.0	754.0
391524	1.0	0.0
22952	6.0	0.0
22953	3.0	0.0
391526	0.0	1.0
10975	4445.0	9972.0
83953	46.0	1.0
10978	625.0	395.0
83955	33.0	40.0
10979	12430.0	1278.0
112495	1955.0	3182.0
10970	3268.0	2535.0
56339	5071.0	522.0
10972	27126.0	8706.0
10971	16922.0	3721.0
10974	1.0	0.0
10973	2000.0	759.0
401409	67.0	0.0
112479	1001.0	119.0
112476	407.0	80.0
391530	0.0	0.0
83939	7111.0	2288.0
56341	41.0	337.0
391533	0.0	0.0
124460	201.0	269.0
83935	565.0	181.0
83938	1170.0	1870.0
391538	2.0	2.0
83937	7976.0	2197.0
10987	3933.0	1348.0
83943	1566.0	705.0
83942	1.0	0.0
10989	5967.0	2139.0
10988	6817.0	2023.0
56342	228.0	796.0
124454	1713.0	947.0
56344	1.0	1.0
83941	2449.0	924.0
83940	2027.0	733.0
643503	0.0	0.0
10981	690.0	826.0
112483	5387.0	6048.0
10980	7130.0	9652.0
10983	38252.0	16198.0
10982	4778.0	328.0
643507	5.0	0.0
10985	8113.0	4171.0
10984	689.0	50.0
22932	665.0	768.0
22933	5294.0	2415.0
22934	1287.0	532.0
22936	15602.0	964.0
22937	6465.0	5438.0
22938	5271.0	1548.0
112464	494.0	403.0
22930	5288.0	1394.0
22931	7790.0	2848.0
81309	0.0	0.0
391504	0.0	4.0
10954	4458.0	656.0
10953	3069.0	3559.0
10956	24749.0	10102.0
81315	0.0	0.0
10955	14510.0	3849.0
391508	7.0	0.0
81316	0.0	0.0
10957	9881.0	3031.0
124446	7104.0	20147.0
81310	0.0	0.0
10959	19442.0	5235.0
22929	5556.0	3197.0
10950	4425.0	2013.0
10952	7322.0	6023.0
10951	6895.0	1378.0
22943	14.0	0.0
22944	1441.0	323.0
22945	0.0	0.0
22947	0.0	0.0
22948	11099.0	2149.0
22949	3264.0	1356.0
83957	0.0	0.0
22941	4667.0	23.0
83959	5456.0	1482.0
10965	848.0	463.0
391518	5.0	0.0
10964	1782.0	327.0
81304	0.0	0.0
10966	1146.0	468.0
10969	4469.0	4512.0
81300	0.0	3.0
10961	13191.0	13332.0
10960	15806.0	24679.0
643529	1141.0	314.0
10963	21340.0	4155.0
10962	507.0	368.0
148479	1168.0	813.0
197407	521.0	892.0
391576	0.0	0.0
767599	0.0	0.0
767598	0.0	0.0
767595	0.0	0.0
767594	0.0	0.0
767597	0.0	0.0
767596	0.0	0.0
767591	0.0	0.0
767590	0.0	0.0
767593	0.0	0.0
767592	0.0	0.0
124496	0.0	2.0
124491	2778.0	311.0
391548	0.0	0.0
767588	0.0	0.0
767589	0.0	0.0
767583	0.0	0.0
767585	0.0	0.0
767580	0.0	0.0
767582	0.0	0.0
767581	0.0	0.0
474381	0.0	0.0
474384	1.0	0.0
391552	2.0	0.0
474383	0.0	0.0
474382	0.0	0.0
222701	2.0	0.0
767569	0.0	0.0
391559	5.0	1.0
767577	0.0	0.0
767579	0.0	0.0
767578	0.0	0.0
246705	0.0	0.0
767558	0.0	0.0
246704	12.0	2.0
207107	32.0	18.0
767566	0.0	0.0
767565	0.0	0.0
767568	0.0	0.0
767567	0.0	0.0
767562	0.0	0.0
767561	0.0	0.0
767564	0.0	0.0
767563	1.0	0.0
474345	2.0	0.0
474344	1803.0	322.0
474343	267.0	84.0
246717	0.0	4.0
100151647	0.0	0.0
100151648	0.0	0.0
