id	4bc9290d-823f-4c98-8cca-f683588cbd49	1590bb02-832b-4594-a1a8-ffc0dc3b0c96
107075230	4.0	2.0
100616111	0.0	0.0
107075231	0.0	0.0
107075232	0.0	0.0
107075233	0.0	0.0
107075234	0.0	0.0
107075235	0.0	1.0
4280	74.0	41.0
4281	1236.0	11347.0
107075236	4.0	0.0
107075226	0.0	0.0
107075227	0.0	0.0
107075228	0.0	0.0
107075229	0.0	0.0
4279	1.0	0.0
4293	1073.0	2360.0
4294	720.0	1553.0
4295	0.0	0.0
4296	5371.0	6260.0
4297	7920.0	7850.0
4298	4360.0	4707.0
4299	6226.0	7985.0
157916	0.0	0.0
100130178	0.0	0.0
373856	4.0	0.0
4291	877.0	2669.0
4292	2545.0	1263.0
107075314	0.0	0.0
107075315	0.0	0.0
121952	14.0	5.0
107075318	0.0	0.0
107075319	0.0	0.0
100130167	0.0	0.0
104355290	1.0	2.0
104355291	9.0	1.0
104355292	0.0	0.0
133957	1298.0	2950.0
104355293	0.0	0.0
104355294	0.0	0.0
104355295	358.0	272.0
104355296	0.0	0.0
100129174	1.0	0.0
104355297	1.0	34.0
100129179	2.0	2.0
100129176	3.0	3.0
100533483	3.0	1.0
348995	2169.0	1402.0
100130158	0.0	0.0
100130155	0.0	0.0
107075300	0.0	0.0
107075301	7.0	4.0
107075302	0.0	0.0
100129160	0.0	0.0
100129162	0.0	0.0
145942	3.0	0.0
145946	0.0	5.0
100129167	0.0	0.0
373863	0.0	0.0
373861	12.0	1.0
157922	2485.0	5388.0
348980	2.0	0.0
100533467	0.0	1.0
100130148	0.0	0.0
650808	24.0	2.0
157927	0.0	0.0
64506	248.0	19.0
107075310	57.0	41.0
107075311	0.0	0.0
107075312	0.0	0.0
107075313	0.0	0.0
107075303	0.0	1.0
107075304	0.0	0.0
107075305	0.0	0.0
107075306	0.0	0.0
107075308	0.0	0.0
107075309	0.0	0.0
145957	78.0	839.0
100130139	5.0	12.0
64518	61.0	0.0
101241891	0.0	0.0
100129143	0.0	0.0
101241892	119.0	116.0
101060684	176.0	116.0
106182118	18.0	7.0
121981	0.0	0.0
407738	25.0	5.0
100130119	0.0	0.0
100129128	0.0	2.0
100130117	0.0	1.0
647201	0.0	0.0
100130110	0.0	0.0
133923	139.0	12.0
202500	178.0	1.0
100129124	1.0	0.0
100129123	0.0	0.0
647215	1.0	124.0
100130109	6.0	14.0
100130108	0.0	0.0
100130106	1.0	0.0
100130105	0.0	0.0
102577424	0.0	0.0
102577425	0.0	2.0
348938	44.0	1362.0
348932	3.0	1.0
131368	1.0	14.0
169981	300.0	354.0
170961	155.0	75.0
170960	1567.0	1600.0
143341	5.0	3.0
100144748	106.0	231.0
100132766	0.0	0.0
348926	162.0	291.0
155340	1.0	0.0
131375	0.0	1.0
157983	59.0	3.0
131377	0.0	0.0
170959	2373.0	1782.0
170958	992.0	1575.0
100132772	0.0	0.0
169966	0.0	0.0
170954	11132.0	6828.0
100132774	70.0	59.0
100132778	0.0	0.0
348910	0.0	1.0
101060691	812.0	756.0
143371	19.0	29.0
101241875	0.0	0.0
101241877	0.0	2.0
101241878	0.0	0.0
202559	291.0	5.0
143384	3266.0	4695.0
100132795	1.0	1.0
100132796	3.0	2.0
143379	6.0	3.0
503497	0.0	0.0
157956	44.0	70.0
442075	240.0	175.0
442078	0.0	1.0
145978	0.0	0.0
100423005	0.0	0.0
100423006	0.0	0.0
100423009	0.0	0.0
102467005	0.0	0.0
100423008	0.0	0.0
102467004	0.0	0.0
102467003	1.0	2.0
101926888	74.0	96.0
100130197	13.0	9.0
100130196	0.0	1.0
170949	0.0	0.0
100130192	3.0	0.0
100130190	7.0	8.0
145989	2.0	1.0
100423001	2.0	1.0
100423000	0.0	0.0
100423003	0.0	0.0
100423016	0.0	0.0
100423015	0.0	0.0
100423018	0.0	0.0
100423017	0.0	0.0
101926890	0.0	3.0
100423019	0.0	0.0
101926895	7.0	17.0
101926896	12.0	29.0
100130187	0.0	0.0
442097	9.0	5.0
442098	0.0	0.0
100129193	2.0	0.0
100129196	166.0	80.0
100129195	363.0	218.0
100129192	0.0	0.0
100423012	1.0	0.0
100423011	5.0	3.0
100423014	0.0	0.0
100129199	0.0	0.0
100423013	0.0	0.0
647187	52.0	9.0
6906	0.0	0.0
202134	266.0	492.0
6905	1012.0	1926.0
6908	1104.0	800.0
6907	2170.0	14038.0
6909	2752.0	423.0
6900	23.0	12.0
6902	3354.0	2438.0
6901	1648.0	1607.0
6904	4456.0	2637.0
6903	1933.0	892.0
253714	728.0	934.0
100288436	0.0	1.0
647195	0.0	0.0
100288432	111.0	74.0
6917	4056.0	2058.0
100462767	2.0	1.0
6916	2879.0	411.0
6919	1183.0	1250.0
6918	0.0	0.0
647190	5.0	0.0
100653489	1.0	0.0
6911	146.0	664.0
6910	714.0	259.0
6913	54.0	11.0
253724	82.0	21.0
6915	111.0	82.0
253725	2531.0	1578.0
100288428	20.0	31.0
100288425	0.0	0.0
100288420	0.0	0.0
6928	809.0	29.0
6927	1.0	0.0
6929	5262.0	5263.0
202151	84.0	5.0
6920	1388.0	2907.0
6922	36.0	55.0
6921	1770.0	3884.0
6924	4578.0	7796.0
6923	5554.0	6904.0
6926	1418.0	1338.0
100462732	1.0	0.0
6925	9342.0	2277.0
6940	750.0	541.0
100288413	72.0	321.0
6939	8.0	1.0
6938	4303.0	4189.0
6932	6958.0	364.0
6935	3680.0	788.0
6934	2392.0	2753.0
6936	1049.0	892.0
100288405	1.0	0.0
100462790	0.0	0.0
6950	7554.0	6618.0
165055	367.0	339.0
6949	3302.0	4282.0
100462799	0.0	3.0
6942	3264.0	7259.0
100132601	2.0	3.0
100462792	1.0	1.0
6941	1427.0	3587.0
6944	2047.0	5261.0
100462794	16.0	79.0
6943	1689.0	44.0
100462793	0.0	0.0
6945	3782.0	3685.0
192670	3275.0	2417.0
100462795	3.0	0.0
100132606	0.0	0.0
6948	3479.0	3047.0
6947	12.0	4492.0
100462797	1.0	5.0
6960	0.0	0.0
6962	0.0	0.0
4300	1376.0	801.0
6961	0.0	0.0
6953	1.0	0.0
6954	18.0	0.0
6956	29.0	5.0
100132617	0.0	0.0
6959	0.0	0.0
100132618	22.0	1.0
253769	943.0	1132.0
192683	1054.0	519.0
6958	0.0	0.0
100132619	0.0	1.0
107075180	2.0	1.0
6971	1.0	0.0
107075181	0.0	0.0
6970	0.0	0.0
107075182	0.0	0.0
6973	3.0	0.0
107075183	0.0	0.0
4311	6392.0	1469.0
6972	25.0	1.0
107075184	0.0	0.0
107075185	0.0	5.0
107075186	0.0	0.0
107075187	1.0	0.0
107075188	0.0	0.0
107075189	0.0	0.0
165082	80.0	61.0
100144604	87.0	0.0
100144603	30.0	56.0
100144602	0.0	0.0
4301	7008.0	4922.0
253738	139.0	4.0
4302	14099.0	10580.0
4303	1605.0	768.0
6966	187.0	19.0
100462772	37.0	6.0
6968	0.0	0.0
4306	1448.0	441.0
6967	338.0	44.0
4308	6.0	0.0
6969	0.0	0.0
6980	14.0	2.0
107075190	11.0	1.0
107075191	0.0	0.0
6982	0.0	0.0
107075192	0.0	0.0
4320	195.0	230.0
6981	44.0	8.0
107075193	0.0	0.0
6984	87.0	16.0
107075194	0.0	1.0
4321	987.0	9278.0
4322	22.0	11148.0
6983	13.0	3.0
107075195	0.0	4.0
107075196	0.0	0.0
107075197	0.0	0.0
107075198	0.0	0.0
107075199	0.0	0.0
103611157	0.0	0.0
103611155	1.0	0.0
100462788	0.0	2.0
192666	5.0	5.0
100132630	3.0	2.0
192668	263.0	26.0
192669	2155.0	2139.0
6975	0.0	0.0
153090	3862.0	19109.0
4312	305.0	1245.0
4313	8195.0	21020.0
6974	18.0	7.0
4314	1.0	94.0
6977	72.0	10.0
6976	61.0	3.0
100462782	0.0	0.0
4316	1118.0	1438.0
6979	4.0	0.0
100462785	0.0	0.0
4317	25.0	41.0
6978	218.0	43.0
4318	9419.0	1077.0
100462787	0.0	1.0
4319	23.0	2204.0
100462786	0.0	0.0
6991	125.0	88.0
100616468	1.0	4.0
6990	2139.0	3567.0
647107	0.0	1.0
100616469	0.0	0.0
6993	3420.0	3447.0
4330	354.0	859.0
4331	630.0	999.0
6992	4056.0	5128.0
107075160	0.0	0.0
100616467	1.0	1.0
4332	3139.0	294.0
647102	0.0	0.0
100616464	0.0	0.0
107075161	0.0	0.0
107075162	0.0	0.0
100616465	0.0	0.0
107075163	2.0	3.0
107075164	0.0	0.0
100616463	0.0	0.0
100616460	0.0	0.0
107075165	2.0	1.0
107075166	1.0	1.0
107075167	0.0	0.0
107075168	0.0	0.0
107075169	3.0	21.0
100873958	0.0	0.0
100873957	3.0	0.0
4323	6204.0	27413.0
6986	5.0	0.0
100873952	3.0	1.0
4324	1797.0	982.0
6985	0.0	0.0
100873951	0.0	0.0
6988	2440.0	1024.0
4325	157.0	88.0
100873950	0.0	0.0
4326	137.0	164.0
6987	2.0	0.0
4327	1601.0	305.0
100873956	30.0	9.0
100873955	0.0	10.0
4329	1814.0	2122.0
100873954	6.0	1.0
100873953	0.0	0.0
100616459	0.0	0.0
100616457	0.0	0.0
64682	1384.0	1789.0
4340	0.0	0.0
100616458	0.0	0.0
107075170	5.0	5.0
100616455	0.0	0.0
4342	0.0	0.0
107075171	3.0	11.0
100616456	0.0	0.0
4343	2962.0	3964.0
107075172	8.0	26.0
100616453	0.0	0.0
107075173	0.0	0.0
100616454	0.0	2.0
64689	3288.0	1679.0
107075174	0.0	0.0
100616451	0.0	0.0
107075175	0.0	0.0
100616452	0.0	0.0
107075176	0.0	0.0
107075177	0.0	0.0
100616450	0.0	0.0
107075178	0.0	1.0
107075179	1.0	0.0
650747	39.0	2.0
100873949	9.0	3.0
100873948	0.0	0.0
100873947	1.0	2.0
100873946	40.0	0.0
100873941	4.0	8.0
6997	4.0	1.0
4335	1810.0	2047.0
6996	1358.0	1648.0
100873940	3.0	0.0
6999	515.0	154.0
4336	57.0	1.0
4337	1238.0	1167.0
6998	0.0	0.0
4338	2143.0	1700.0
100873945	0.0	0.0
100873944	0.0	5.0
100873943	0.0	0.0
100873942	2.0	0.0
100616448	0.0	0.0
100616449	0.0	1.0
4350	1378.0	1336.0
100616446	0.0	0.0
4351	1911.0	4083.0
64693	0.0	0.0
100616447	0.0	0.0
4352	19.0	12.0
100873970	0.0	0.0
4353	84.0	8.0
647123	0.0	0.0
4354	2900.0	1072.0
4355	78.0	377.0
107075141	2088.0	2178.0
100616440	0.0	0.0
64699	494.0	259.0
107075142	0.0	0.0
100616441	0.0	1.0
107075143	0.0	0.0
647121	120.0	46.0
107075144	0.0	0.0
107075145	0.0	0.0
107075146	0.0	0.0
107075147	0.0	0.0
107075148	3.0	0.0
107075138	0.0	0.0
107075139	0.0	0.0
100873979	23.0	3.0
4345	1131.0	256.0
100873974	15.0	0.0
100873973	0.0	0.0
100873972	0.0	0.0
100873978	3.0	7.0
100873977	1.0	0.0
100873976	0.0	0.0
100873975	5.0	0.0
100616437	0.0	0.0
4360	20761.0	1427.0
100616438	1.0	0.0
4361	1994.0	2094.0
100616435	0.0	0.0
4362	0.0	0.0
100616436	0.0	0.0
4363	4809.0	15737.0
100616433	0.0	0.0
100616434	1.0	0.0
647135	160.0	166.0
107075150	0.0	0.0
100616431	0.0	0.0
107075151	0.0	0.0
100616432	0.0	0.0
107075152	0.0	0.0
107075153	2.0	2.0
100616430	0.0	2.0
107075154	0.0	0.0
107075155	0.0	0.0
107075156	0.0	0.0
107075157	0.0	0.0
107075158	1.0	1.0
107075159	0.0	0.0
107075149	0.0	0.0
100873969	9.0	0.0
100288493	0.0	0.0
253782	1480.0	3524.0
100653423	1.0	0.0
4356	384.0	341.0
100873963	0.0	0.0
4357	2358.0	2563.0
100873962	0.0	0.0
4358	3150.0	4508.0
4359	108.0	54.0
100873960	0.0	0.0
100873967	1.0	1.0
100873966	0.0	0.0
100873965	53.0	11.0
100616439	0.0	0.0
100873964	0.0	0.0
100873992	0.0	1.0
647144	0.0	0.0
100873991	24.0	19.0
650794	52.0	43.0
100873990	6.0	4.0
107075120	0.0	0.0
107075121	0.0	0.0
107075122	0.0	0.0
107075123	0.0	0.0
107075124	0.0	0.0
107075125	0.0	0.0
100288485	0.0	0.0
100288486	0.0	0.0
107075126	0.0	1.0
100288483	0.0	0.0
107075116	309.0	52.0
107075117	8.0	8.0
107075118	0.0	0.0
107075119	0.0	0.0
100873995	0.0	0.0
100873994	2.0	0.0
100873993	5.0	3.0
100873998	3.0	0.0
100873997	0.0	0.0
348567	1.0	0.0
100873981	0.0	0.0
100616499	0.0	0.0
100873980	0.0	0.0
647156	0.0	0.0
647158	0.0	0.0
100616498	0.0	0.0
107075130	37.0	30.0
100616495	0.0	0.0
107075131	2.0	0.0
107075132	1.0	0.0
100616493	0.0	0.0
107075133	0.0	0.0
100616494	0.0	0.0
107075134	0.0	0.0
100616491	0.0	0.0
107075135	0.0	0.0
100616492	0.0	0.0
107075136	0.0	0.0
118738	58.0	224.0
107075137	0.0	0.0
100616490	0.0	0.0
107075127	0.0	0.0
107075128	0.0	0.0
107075129	1.0	0.0
100288470	0.0	0.0
100873985	50.0	33.0
100873984	0.0	2.0
100873983	0.0	0.0
100873982	4.0	5.0
100873989	1.0	0.0
100873988	0.0	1.0
100873987	0.0	0.0
100873986	0.0	0.0
647166	7.0	0.0
100616488	0.0	0.0
647167	23.0	5.0
100616489	0.0	0.0
100616486	0.0	0.0
647169	2.0	0.0
100616487	0.0	0.0
647162	2.0	0.0
100616484	0.0	0.0
100616485	0.0	0.0
100616482	2.0	0.0
107075100	5.0	0.0
100616483	0.0	0.0
107075101	0.0	0.0
100616480	0.0	2.0
107075102	1.0	0.0
100616481	0.0	0.0
100288463	0.0	0.0
107075103	0.0	0.0
107075104	0.0	0.0
100616479	18.0	14.0
647177	0.0	0.0
100616477	64.0	33.0
100616478	0.0	0.0
100616475	0.0	0.0
100616476	0.0	0.0
100616473	0.0	0.0
647174	9.0	5.0
100616474	0.0	0.0
647175	0.0	0.0
100616471	0.0	0.0
107075110	0.0	0.0
107075111	0.0	0.0
107075112	6.0	3.0
107075113	0.0	0.0
100616470	0.0	0.0
107075114	0.0	0.0
107075115	16.0	0.0
107075105	2.0	1.0
100288451	0.0	1.0
107075108	2.0	0.0
107075109	0.0	0.0
348654	1276.0	1048.0
100616500	0.0	0.0
100130059	0.0	0.0
107075200	0.0	0.0
107075201	2.0	0.0
107075202	0.0	0.0
107075203	0.0	1.0
100129061	0.0	0.0
118672	244.0	175.0
100129060	143.0	54.0
118670	0.0	0.0
348645	397.0	43.0
100129067	3.0	0.0
64601	2239.0	2900.0
64600	1.0	6.0
107075210	0.0	0.0
107075211	0.0	0.0
100130043	10.0	4.0
107075212	0.0	0.0
107075213	0.0	0.0
100130042	0.0	0.0
107075214	1.0	0.0
107075204	3.0	0.0
118663	14.0	34.0
143630	58.0	17.0
107075205	0.0	0.0
100129050	0.0	0.0
107075206	6.0	0.0
107075207	0.0	0.0
107075208	0.0	0.0
107075209	0.0	0.0
100130038	0.0	0.0
131669	8.0	2.0
100129040	0.0	0.0
100129049	0.0	0.0
100129045	0.0	0.0
100130029	0.0	0.0
373509	3.0	0.0
100129031	0.0	0.0
100129032	11.0	1.0
100130017	0.0	0.0
100130015	74.0	54.0
100130014	1.0	3.0
131601	1823.0	3403.0
100129023	0.0	0.0
100130009	14.0	11.0
128025	19.0	5.0
64641	92.0	5.0
100130006	0.0	2.0
100616530	14.0	4.0
64645	4475.0	3367.0
116039	107.0	49.0
100130003	62.0	87.0
100130002	0.0	0.0
64648	0.0	23.0
131616	941.0	673.0
100129013	1.0	0.0
100129008	0.0	1.0
64651	1447.0	963.0
100129007	0.0	0.0
100129009	1.0	5.0
116028	380.0	2009.0
204801	45.0	1.0
100129004	0.0	0.0
100129005	0.0	0.0
64663	0.0	0.0
128077	3415.0	1833.0
167681	91.0	5.0
100132641	0.0	0.0
100132645	0.0	0.0
116092	1315.0	1282.0
116093	0.0	2.0
128061	811.0	1262.0
100132656	0.0	0.0
116085	1.0	0.0
204851	6337.0	3087.0
116071	701.0	1108.0
167691	816.0	312.0
116064	2908.0	10760.0
100132672	1.0	0.0
100132673	1.0	0.0
116068	2511.0	851.0
100132677	7.0	0.0
100130099	0.0	0.0
100130097	10.0	3.0
143662	1306.0	513.0
100132681	0.0	0.0
100132683	0.0	1.0
100130090	3.0	0.0
100130086	5.0	5.0
100129094	6.0	17.0
143678	4.0	10.0
100132699	0.0	0.0
100130079	0.0	2.0
100130074	12.0	1.0
143684	1731.0	1343.0
100129086	1.0	0.0
100129080	0.0	0.0
143689	374.0	78.0
143686	8175.0	13260.0
153020	2317.0	614.0
100130067	0.0	0.0
100130064	0.0	0.0
100129075	95.0	414.0
100130060	0.0	0.0
202243	1218.0	597.0
100129074	6.0	0.0
647060	0.0	4.0
100288323	0.0	0.0
100462877	0.0	0.0
100462876	0.0	0.0
253832	6318.0	8983.0
100462879	0.0	0.0
100462878	0.0	0.0
100462871	0.0	0.0
100462870	0.0	0.0
100462873	0.0	0.0
100462872	0.0	0.0
100462875	0.0	0.0
100462874	0.0	0.0
100288319	1.0	1.0
647076	13.0	17.0
100462880	57.0	22.0
100462881	0.0	0.0
100462886	0.0	0.0
100288307	1.0	2.0
647085	0.0	0.0
100653396	0.0	0.0
647087	2814.0	5698.0
647081	0.0	1.0
100462857	0.0	0.0
100462851	0.0	2.0
100462850	0.0	0.0
100616398	0.0	0.0
100616399	3.0	0.0
100616396	0.0	0.0
100616397	0.0	0.0
100616394	0.0	0.0
647099	89.0	68.0
100616395	0.0	0.0
100616392	0.0	0.0
100616393	0.0	0.0
647094	0.0	0.0
100616390	0.0	0.0
100616391	0.0	1.0
100462866	1.0	0.0
100462865	0.0	0.0
100462868	0.0	0.0
100462867	0.0	0.0
100462869	0.0	0.0
253827	2996.0	560.0
202299	4.0	3.0
104355426	197.0	175.0
107075092	0.0	0.0
107075094	0.0	0.0
107075096	0.0	0.0
107075097	2.0	3.0
107075098	0.0	0.0
107075099	0.0	0.0
100498859	17.0	3.0
4430	9430.0	15813.0
100132501	46.0	31.0
100132504	0.0	0.0
100132506	0.0	0.0
100132509	0.0	0.0
4440	7.0	19.0
346085	3.0	11.0
100132510	5.0	0.0
4435	11.0	3.0
4436	2523.0	4688.0
4437	1201.0	839.0
4438	25.0	4.0
4439	180.0	167.0
253868	12.0	6.0
64793	1257.0	2180.0
100616347	0.0	0.0
64792	970.0	1144.0
100616348	0.0	1.0
64795	3766.0	5080.0
64794	948.0	1732.0
100616346	0.0	0.0
100616343	2.0	1.0
100616344	0.0	0.0
64799	174.0	118.0
100616341	0.0	1.0
64798	640.0	83.0
100616342	0.0	0.0
100616340	0.0	0.0
103456507	0.0	0.0
100616338	0.0	0.0
100616339	0.0	0.0
650623	108.0	181.0
103625683	0.0	1.0
100616336	0.0	0.0
103625684	0.0	2.0
100616337	0.0	0.0
103625681	2.0	3.0
100616334	0.0	1.0
100616335	0.0	0.0
100616332	0.0	0.0
100616333	0.0	0.0
100616330	0.0	0.0
100616331	0.0	0.0
100288397	0.0	0.0
100628315	272.0	129.0
100616327	0.0	0.0
100616328	0.0	0.0
650655	45.0	49.0
100616325	0.0	0.0
100616326	0.0	0.0
100616323	6.0	2.0
100616321	0.0	0.0
100616322	0.0	0.0
647000	0.0	1.0
100628307	1.0	5.0
100288380	14.0	1.0
86123	65.0	116.0
100616329	0.0	0.0
4481	16907.0	1297.0
100616317	1.0	0.0
4482	999.0	185.0
100616314	0.0	0.0
100616315	0.0	0.0
647012	0.0	0.0
100616312	0.0	0.0
4485	219.0	324.0
647013	2.0	0.0
100616313	0.0	0.0
4486	893.0	4064.0
100616310	0.0	0.0
4487	102.0	22.0
100616311	0.0	0.0
100288378	0.0	0.0
4477	1854.0	45.0
4478	51251.0	34194.0
4479	19.0	9.0
647009	55.0	88.0
100616318	11.0	61.0
100616319	0.0	0.0
4493	927.0	1780.0
4494	232.0	285.0
4495	59.0	232.0
100616389	0.0	0.0
647024	781.0	2792.0
4496	3.0	57.0
100616387	0.0	0.0
4498	0.0	0.0
100616388	0.0	0.0
100616385	0.0	0.0
100616386	0.0	0.0
100616383	0.0	0.0
100616384	0.0	1.0
100616381	0.0	0.0
100616382	0.0	0.0
100303453	0.0	0.0
4490	0.0	0.0
100616380	0.0	1.0
4488	24.0	228.0
4489	10.0	19.0
100616378	0.0	0.0
100616379	1.0	0.0
100616376	0.0	0.0
100616377	0.0	0.0
647030	44.0	17.0
100616374	87.0	1.0
100616375	0.0	0.0
647033	3.0	9.0
100616373	0.0	0.0
100616370	0.0	0.0
100616371	0.0	0.0
650669	1449.0	556.0
4499	94.0	47.0
103611090	0.0	0.0
100616369	0.0	0.0
100616367	0.0	0.0
100616368	0.0	0.0
647047	1.0	2.0
100616365	0.0	0.0
100616363	0.0	0.0
100616364	0.0	0.0
647042	88.0	103.0
100288346	6.0	1.0
100616361	0.0	0.0
647044	0.0	0.0
100616362	0.0	0.0
100616360	0.0	0.0
100288343	1.0	4.0
118611	1.0	2.0
346007	64.0	28.0
100616358	0.0	0.0
100616359	3.0	2.0
100616356	0.0	0.0
100616354	1.0	0.0
100288339	0.0	0.0
100288337	0.0	0.0
100616352	0.0	1.0
100616353	0.0	0.0
100616350	0.0	0.0
100616351	0.0	0.0
100288332	116.0	96.0
647051	0.0	0.0
100288330	0.0	0.0
100303491	52.0	5.0
64711	42.0	0.0
64710	14669.0	35459.0
64714	11.0	29.0
64708	2049.0	1108.0
143501	0.0	0.0
143502	0.0	0.0
143506	0.0	0.0
143503	9.0	5.0
348761	7.0	0.0
100506084	109.0	27.0
64726	1.0	1.0
64725	0.0	0.0
64718	1337.0	970.0
100144597	1.0	0.0
100144596	0.0	0.0
131540	59.0	2.0
348751	178.0	40.0
131544	1745.0	3329.0
64735	0.0	0.0
103283057	0.0	0.0
100533695	0.0	4.0
64744	10298.0	2533.0
64743	3713.0	2453.0
64746	3596.0	6637.0
64745	2236.0	2558.0
64748	1093.0	1037.0
64747	5788.0	7011.0
348738	16.0	10.0
100616426	0.0	0.0
100616427	0.0	0.0
100506058	2.0	0.0
100616424	0.0	0.0
100616425	0.0	0.0
100533675	1.0	0.0
100616422	73.0	3.0
64750	3039.0	2951.0
100616423	0.0	0.0
100533676	12.0	22.0
64753	230.0	99.0
100616420	1.0	0.0
100616421	0.0	1.0
64755	2429.0	2658.0
64754	316.0	363.0
64757	842.0	235.0
100506050	0.0	0.0
64756	2579.0	3672.0
64759	13505.0	4539.0
100506054	257.0	204.0
100533671	0.0	0.0
100533672	0.0	0.0
100533674	4.0	0.0
100616428	0.0	2.0
100616429	2.0	0.0
100506049	1.0	0.0
100616415	0.0	0.0
100616416	0.0	1.0
64760	3407.0	3355.0
100616413	2.0	0.0
100616414	1.0	2.0
100506046	33.0	30.0
64762	607.0	3028.0
64761	4512.0	4035.0
64764	5458.0	2813.0
64763	1012.0	1563.0
100616410	0.0	0.0
64766	2485.0	3927.0
64768	271.0	912.0
64769	3615.0	3459.0
100533682	0.0	1.0
100616417	5.0	1.0
100616404	0.0	0.0
100533658	0.0	0.0
100616405	0.0	0.0
64771	8994.0	8694.0
100616402	1.0	0.0
64770	2911.0	2320.0
100616403	0.0	0.0
64773	1996.0	1787.0
100616400	0.0	0.0
64772	2680.0	1879.0
100616401	11.0	3.0
64777	2599.0	1624.0
64776	588.0	1061.0
64779	1003.0	1567.0
64778	5212.0	13537.0
100506080	42.0	15.0
88745	1831.0	1667.0
100616408	0.0	0.0
100616409	0.0	0.0
100616407	0.0	0.0
64780	7477.0	841.0
100533668	1.0	0.0
64782	1499.0	1375.0
64781	5092.0	3936.0
100506068	13.0	6.0
64784	3935.0	3444.0
100533664	1.0	4.0
64783	1109.0	1259.0
100533665	0.0	1.0
64786	4077.0	2987.0
100533666	0.0	0.0
64785	343.0	1091.0
64788	1019.0	988.0
64787	3923.0	8156.0
100506061	0.0	0.0
64789	397.0	625.0
100506060	283.0	276.0
100288298	0.0	0.0
100533661	0.0	0.0
100533662	8.0	1.0
100506013	6.0	2.0
100506012	49.0	12.0
167555	97.0	31.0
100132520	2.0	0.0
100132526	4.0	1.0
100132529	3.0	0.0
100533646	3.0	1.0
100506003	0.0	0.0
100533642	82.0	95.0
100506007	49.0	10.0
100506001	40.0	15.0
100506000	1.0	9.0
204962	163.0	172.0
100462800	1.0	1.0
100132534	0.0	1.0
100132537	5.0	2.0
100506035	4.0	0.0
202309	1993.0	42.0
100506039	0.0	0.0
100506033	745.0	925.0
100533619	8.0	7.0
100132541	0.0	0.0
100533624	0.0	0.0
100506025	1.0	0.0
100506020	27.0	19.0
131566	2534.0	9018.0
100462829	0.0	0.0
100462833	0.0	0.0
202333	193.0	415.0
100462832	0.0	0.0
100132562	0.0	5.0
100132565	1.0	0.0
100462838	0.0	0.0
100462830	1.0	0.0
131572	0.0	1.0
131578	76.0	201.0
100462843	0.0	0.0
131583	1621.0	822.0
100462809	1.0	1.0
143570	799.0	933.0
100132580	18.0	6.0
100462811	5.0	5.0
100462810	0.0	1.0
100462813	12.0	0.0
100462812	0.0	0.0
100132591	0.0	0.0
100462821	0.0	0.0
100132594	32.0	22.0
100462824	0.0	0.0
100132597	0.0	0.0
100462826	0.0	1.0
100132598	0.0	0.0
100462820	0.0	0.0
170685	24.0	7.0
170689	522.0	1468.0
170688	0.0	0.0
100462990	8.0	0.0
155061	1403.0	1655.0
131096	367.0	0.0
155066	1545.0	1857.0
170680	15.0	35.0
100533800	0.0	3.0
169693	24.0	1.0
170679	183.0	196.0
100036567	0.0	0.0
155051	5.0	26.0
100036564	0.0	0.0
100036563	0.0	0.0
100036566	0.0	0.0
100036565	0.0	0.0
155054	161.0	216.0
143098	2162.0	3204.0
4507	1769.0	2704.0
4508	65518.0	87201.0
4509	9603.0	12751.0
100462977	3.0	1.0
4500	166.0	47.0
4501	385.0	3195.0
4502	2432.0	7590.0
4503	1.0	3.0
4504	5.0	7.0
4520	1717.0	3087.0
4519	112829.0	134785.0
170690	160.0	74.0
4511	21.0	15.0
4512	263187.0	279843.0
100462981	1.0	1.0
4513	111482.0	104879.0
4514	113316.0	136461.0
100462983	2.0	4.0
4515	127.0	190.0
170692	16.0	14.0
100462985	0.0	0.0
170691	127.0	60.0
253512	1837.0	795.0
4521	708.0	1304.0
4522	3432.0	8810.0
157680	3515.0	2829.0
4523	4.0	27.0
4524	4169.0	3838.0
4528	1995.0	2275.0
155006	1222.0	0.0
4540	109599.0	109943.0
4541	41732.0	42266.0
157667	1.0	0.0
4542	5807.0	986.0
4534	1831.0	899.0
4535	56766.0	50380.0
4536	70895.0	73096.0
4537	32049.0	35927.0
4538	200224.0	191624.0
4539	17254.0	16101.0
157697	2049.0	824.0
4550	151631.0	224515.0
155038	4943.0	486.0
4552	3116.0	2681.0
4553	0.0	0.0
4543	1.0	1.0
4544	2.0	2.0
4547	27.0	16.0
100036575	1.0	1.0
4548	4220.0	4040.0
100036574	0.0	0.0
4549	19304.0	33179.0
131076	516.0	1542.0
4563	0.0	0.0
4564	0.0	0.0
4555	0.0	0.0
4556	0.0	0.0
4558	4.0	1.0
157695	1022.0	119.0
157693	13.0	68.0
4570	0.0	0.0
348378	424.0	13.0
4571	1523.0	1118.0
4572	0.0	0.0
4573	0.0	0.0
4574	0.0	0.0
4575	2.0	2.0
100288287	0.0	0.0
100288283	0.0	1.0
4565	0.0	0.0
4566	0.0	0.0
4567	8.0	3.0
4568	0.0	1.0
253559	27.0	16.0
4569	1.0	1.0
253558	667.0	1322.0
4580	701.0	2433.0
4581	93.0	311.0
4582	19235.0	41510.0
4583	1.0	2.0
4584	384.0	32.0
4585	1600.0	7750.0
4586	220.0	1.0
4576	6.0	7.0
4577	0.0	2.0
