id	84f524b2-4e5b-46bf-aa8a-81779ab29f90	48a39e37-0380-4465-8311-6c5c6aff522a
729911	1.0	1.0
106479043	0.0	0.0
106480064	0.0	0.0
106479042	4.0	1.0
23170	2755.0	7434.0
115273	223.0	277.0
106480063	0.0	0.0
729909	3.0	0.0
106479041	0.0	0.0
23171	8921.0	537.0
106479040	0.0	0.0
106480066	2.0	0.0
23172	2195.0	987.0
106480065	0.0	0.0
23173	2784.0	3704.0
106480068	1.0	0.0
23174	5934.0	4321.0
106480067	0.0	0.0
23175	3781.0	1735.0
23176	5045.0	5782.0
106480069	0.0	0.0
11199	4.0	7.0
11198	10463.0	9700.0
106480060	0.0	0.0
106480062	1.0	0.0
106480061	0.0	0.0
11160	5586.0	28616.0
644131	1097.0	46.0
404663	0.0	0.0
11162	108.0	121.0
646799	0.0	2.0
11161	5659.0	2487.0
404665	23.0	14.0
11164	3979.0	2127.0
11163	2615.0	2642.0
23144	2646.0	2128.0
127247	0.0	0.0
106480028	0.0	0.0
23145	127.0	45.0
106480027	4.0	5.0
106480029	0.0	0.0
23148	661.0	289.0
106479079	0.0	0.0
646791	3.0	1.0
23149	604.0	503.0
441641	1.0	0.0
106479078	0.0	0.0
106479077	1.0	1.0
106479076	0.0	0.0
84108	402.0	690.0
106480031	0.0	0.0
106479075	0.0	0.0
84107	0.0	1.0
106479074	0.0	0.0
106480030	0.0	0.0
106479073	0.0	0.0
106480033	0.0	0.0
84109	2.0	30.0
106480032	0.0	0.0
106479072	0.0	0.0
23140	10207.0	3359.0
115265	68.0	69.0
106480035	0.0	0.0
106479071	2.0	2.0
84103	0.0	1.0
23141	6653.0	7896.0
106480034	0.0	0.0
106479070	0.0	0.0
23142	1932.0	1730.0
84106	2041.0	235.0
106480037	0.0	0.0
84105	538.0	240.0
23143	4666.0	3546.0
106480036	0.0	1.0
84100	525.0	151.0
11166	24.0	5.0
140258	0.0	10.0
644129	0.0	1.0
11165	2442.0	1880.0
84102	1625.0	852.0
11168	5389.0	2279.0
84101	794.0	110.0
11167	25807.0	44351.0
644128	201.0	72.0
11169	390.0	1615.0
11171	8266.0	12089.0
11170	49574.0	187.0
11173	862.0	2743.0
441639	0.0	0.0
11172	1.0	3.0
343296	0.0	0.0
11174	206.0	272.0
644146	1.0	1.0
23155	2024.0	909.0
106480039	0.0	0.0
106480038	0.0	0.0
23157	3448.0	2694.0
23158	7940.0	11300.0
106479069	0.0	0.0
441631	773.0	2738.0
106479068	1.0	0.0
106479067	0.0	0.0
106479066	0.0	0.0
106479065	0.0	0.0
106480042	0.0	0.0
106479064	0.0	0.0
106480041	1.0	0.0
106479063	0.0	0.0
106479062	0.0	0.0
106480044	0.0	1.0
23150	8609.0	1691.0
106480043	0.0	0.0
106479061	0.0	0.0
23151	5105.0	3989.0
106479060	0.0	0.0
106480046	0.0	0.0
23152	12160.0	11620.0
106480045	0.0	0.0
106480048	0.0	0.0
23154	3250.0	2538.0
106480047	0.0	0.0
11177	5514.0	5164.0
11176	13957.0	9339.0
11179	1437.0	1094.0
644138	8.0	12.0
11178	1278.0	1948.0
644139	5.0	0.0
139285	758.0	717.0
106480040	0.0	1.0
103695364	6.0	2.0
103695363	0.0	0.0
644153	0.0	0.0
11140	13681.0	9319.0
644159	0.0	0.0
103695365	1.0	0.0
11142	6518.0	2687.0
166824	371.0	2812.0
106479019	0.0	0.0
11141	14.0	1.0
130872	1540.0	1839.0
106479018	0.0	0.0
644157	133.0	34.0
23122	5157.0	2028.0
106480006	0.0	0.0
106479017	1.0	0.0
106479016	0.0	0.0
106480005	0.0	0.0
25784	14.0	2.0
106479015	0.0	0.0
106480008	0.0	0.0
25787	26.0	18.0
23125	7862.0	2617.0
106480007	0.0	0.0
25786	216.0	149.0
106479014	0.0	0.0
25789	26.0	54.0
644150	174.0	36.0
23126	8664.0	3938.0
106479013	1.0	3.0
25788	40.0	210.0
23127	917.0	226.0
106479012	0.0	0.0
106480009	0.0	0.0
106479011	0.0	0.0
23129	26314.0	12421.0
106479010	0.0	0.0
84129	79.0	52.0
106480011	6.0	3.0
106480010	0.0	0.0
84126	11.0	4.0
106480013	0.0	0.0
84125	256.0	47.0
25780	1277.0	797.0
106480012	0.0	0.0
84128	1890.0	2047.0
23120	24.0	385.0
106480015	0.0	0.0
25782	4218.0	3767.0
106480014	1.0	0.0
11144	43.0	10.0
11143	4592.0	2694.0
139212	63.0	0.0
84124	1898.0	990.0
11146	319.0	263.0
11145	6815.0	253.0
11148	190.0	2.0
86781	18.0	17.0
11147	411.0	635.0
11149	633.0	787.0
392181	0.0	0.0
127294	50.0	263.0
644165	119.0	19.0
11151	9960.0	4145.0
166815	454.0	578.0
392188	0.0	0.0
106479009	0.0	0.0
11153	1439.0	379.0
106479008	0.0	1.0
644168	45.0	4.0
11152	2878.0	2136.0
106479007	0.0	0.0
25796	3195.0	2436.0
130888	529.0	450.0
23133	3884.0	2759.0
106479006	16.0	4.0
106480017	0.0	0.0
106480016	0.0	0.0
106479005	0.0	0.0
23135	15793.0	4025.0
25798	12115.0	4042.0
106479004	0.0	0.0
106480019	0.0	0.0
23136	7324.0	1760.0
25797	1211.0	618.0
106479003	0.0	0.0
106480018	0.0	0.0
23137	3624.0	1673.0
106479002	0.0	0.0
25799	1085.0	651.0
402055	1376.0	1762.0
23138	2103.0	427.0
106479001	0.0	3.0
23139	3992.0	4143.0
106479000	0.0	0.0
644160	2.0	1.0
106480020	0.0	0.0
25790	561.0	38.0
106480022	0.0	0.0
106480021	0.0	0.0
25792	8763.0	4866.0
106480024	1.0	1.0
25791	50.0	75.0
23130	4856.0	4827.0
106480023	0.0	0.0
23131	5978.0	4517.0
25794	161.0	12.0
106480026	0.0	0.0
25793	12297.0	6240.0
23132	4465.0	2135.0
106480025	1.0	0.0
11155	415.0	25.0
11154	1001.0	564.0
11157	1084.0	776.0
11156	6620.0	3368.0
11159	691.0	278.0
139221	106.0	255.0
11158	1615.0	825.0
392193	0.0	0.0
23108	2392.0	571.0
23109	10.0	35.0
127281	2154.0	1167.0
441608	0.0	0.0
154860	5.0	55.0
11120	2927.0	1752.0
343263	170.0	19.0
154865	105.0	34.0
25763	2.0	1.0
106479039	0.0	0.0
23101	83.0	341.0
106479038	151.0	18.0
23102	8217.0	6217.0
106479037	17.0	12.0
25764	171.0	114.0
106479036	0.0	0.0
106479035	0.0	1.0
23105	1251.0	256.0
25766	549.0	833.0
106479034	0.0	0.0
25769	5.0	464.0
106479033	0.0	0.0
23107	3865.0	2769.0
106479032	0.0	0.0
106479031	0.0	0.0
11129	1936.0	1218.0
106479030	0.0	0.0
84148	3929.0	1624.0
84144	828.0	211.0
11122	410.0	11.0
84146	4053.0	2024.0
11124	4033.0	2928.0
11123	2664.0	2288.0
11126	198.0	34.0
84140	194.0	442.0
11128	2053.0	2677.0
84142	557.0	264.0
84141	3305.0	3763.0
139231	3922.0	1972.0
11127	1531.0	842.0
23119	825.0	478.0
644186	7.0	15.0
11131	19.0	16.0
11130	302.0	1032.0
106479029	2.0	0.0
23111	6953.0	2339.0
106479028	1.0	0.0
25774	1.0	1.0
23112	3934.0	3533.0
106479027	0.0	0.0
25776	1828.0	1424.0
23113	2957.0	4321.0
106479026	0.0	0.0
25775	16.0	14.0
23114	4233.0	324.0
106479025	6.0	0.0
25778	3230.0	2224.0
106479024	0.0	0.0
25777	30797.0	17611.0
23116	1743.0	1031.0
106479023	1.0	4.0
23117	192.0	76.0
106479022	0.0	0.0
23118	9378.0	5969.0
106479021	0.0	0.0
115294	5127.0	2052.0
106479020	5.0	7.0
106480000	0.0	1.0
25770	0.0	0.0
106480002	1.0	0.0
106480001	0.0	0.0
152206	134.0	18.0
106480004	0.0	0.0
25771	4130.0	2998.0
84138	410.0	460.0
106480003	0.0	0.0
11133	587.0	585.0
84133	32.0	28.0
84132	1782.0	902.0
11132	1234.0	752.0
11135	12395.0	4266.0
84135	1167.0	588.0
84134	1364.0	1270.0
11137	3605.0	2901.0
115290	771.0	1849.0
11136	14.0	3.0
84131	1059.0	1034.0
11138	3121.0	1776.0
730993	0.0	0.0
102465249	0.0	0.0
102465248	0.0	0.0
102465247	0.0	0.0
102465246	0.0	0.0
100272147	0.0	0.0
345895	446.0	27.0
729993	10.0	70.0
50717	4860.0	2533.0
102465257	0.0	1.0
102465256	0.0	0.0
102465255	1.0	1.0
729991	1269.0	420.0
102465254	0.0	1.0
102465253	0.0	0.0
164284	2.0	482.0
100884155	0.0	0.0
102465252	0.0	0.0
730978	2.0	3.0
102465251	0.0	0.0
102465250	5.0	0.0
730974	0.0	0.0
392194	0.0	3.0
392197	0.0	1.0
646702	0.0	0.0
646701	1.0	0.0
646721	0.0	4.0
729962	0.0	0.0
729967	662.0	610.0
2504	27.0	20.0
2503	42.0	50.0
284418	0.0	3.0
2502	12.0	13.0
284417	940.0	172.0
2501	102.0	56.0
2500	126.0	109.0
284415	84.0	44.0
404635	0.0	4.0
619190	0.0	0.0
404636	995.0	1265.0
2509	20.0	23.0
646723	2.0	7.0
2508	79.0	64.0
2507	10.0	8.0
619189	0.0	0.0
164237	11.0	0.0
729956	5.0	56.0
140290	26.0	59.0
729952	0.0	1.0
2515	1.0	1.0
284408	84.0	30.0
2512	392356.0	209330.0
284406	432.0	401.0
2510	1.0	1.0
284403	284.0	1543.0
284402	81.0	27.0
2519	5074.0	4195.0
2518	0.0	1.0
2517	6560.0	4185.0
2516	3.0	95.0
646755	8.0	2.0
646754	0.0	0.0
646753	0.0	0.0
260434	0.0	0.0
23189	6128.0	8770.0
260436	2.0	10926.0
23180	11344.0	4662.0
2526	853.0	1010.0
23181	3631.0	1865.0
2525	753.0	527.0
2524	80.0	242.0
2523	1502.0	565.0
23184	4954.0	6762.0
2521	22695.0	13861.0
23185	9531.0	3384.0
23186	7054.0	2091.0
2520	0.0	3.0
23187	10425.0	6933.0
2529	240.0	67.0
2528	38.0	17.0
2527	1.0	2.0
152273	10045.0	2046.0
644100	5.0	0.0
646766	15.0	5.0
644101	4.0	2.0
23199	11321.0	3713.0
260425	8150.0	699.0
729974	0.0	0.0
260429	27.0	3.0
2537	8517.0	9087.0
23191	19666.0	13448.0
23192	4128.0	2410.0
23193	42028.0	77615.0
2535	824.0	802.0
2534	6563.0	5625.0
23194	2141.0	1832.0
2533	3000.0	7765.0
23195	4709.0	3967.0
23196	17106.0	12624.0
2532	5113.0	64.0
23197	6601.0	3934.0
2531	7142.0	4273.0
2530	1811.0	8816.0
23198	6564.0	8097.0
345829	1.0	2.0
646759	0.0	0.0
646758	1.0	6.0
2539	8725.0	2855.0
2538	0.0	0.0
23190	9796.0	7571.0
25903	1931.0	11155.0
25902	1941.0	2428.0
25904	2023.0	905.0
100129866	2.0	0.0
25907	104.0	1588.0
100130855	56.0	31.0
25906	1152.0	945.0
25909	4224.0	3301.0
100127206	1.0	0.0
100129867	0.0	1.0
2551	3008.0	1482.0
2550	1280.0	942.0
25901	2165.0	582.0
25900	1551.0	1027.0
2548	23421.0	10318.0
223075	12.0	9.0
2547	26175.0	24067.0
100874409	0.0	0.0
100874408	0.0	0.0
2543	0.0	0.0
100379345	18.0	11.0
2542	1606.0	1209.0
100874403	0.0	0.0
100874402	0.0	0.0
100874401	0.0	2.0
100874400	0.0	0.0
100129863	0.0	0.0
100874407	0.0	1.0
100874406	3.0	0.0
100874405	0.0	0.0
2549	5885.0	10505.0
100874404	0.0	0.0
25914	669.0	2023.0
100130848	0.0	0.0
25913	1420.0	2263.0
100129858	51.0	107.0
25915	5977.0	2205.0
25917	2524.0	1834.0
2562	423.0	150.0
2561	392.0	16.0
2560	4.0	0.0
25912	15702.0	9157.0
25911	873.0	1259.0
2559	0.0	0.0
2558	0.0	34.0
2557	6.0	0.0
2556	2.0	19.0
2555	12.0	1.0
2554	1.0	0.0
2553	3007.0	1760.0
100129853	0.0	0.0
100874421	0.0	0.0
100874420	0.0	0.0
100129845	25.0	12.0
2572	1.0	0.0
2571	9.0	160.0
2570	31.0	51.0
2569	10.0	459.0
2568	201.0	16.0
2567	7.0	97.0
2566	1.0	127.0
2565	0.0	1.0
2564	959.0	179.0
2563	112.0	80.0
100874425	0.0	0.0
100874424	0.0	0.0
100874423	0.0	0.0
100129842	323.0	83.0
100874422	0.0	0.0
100874429	0.0	0.0
100874428	0.0	0.0
100874427	0.0	0.0
100874426	0.0	0.0
100130827	45.0	21.0
100129836	5.0	4.0
100874410	0.0	0.0
286676	886.0	211.0
100130821	0.0	0.0
100130820	0.0	0.0
2584	1782.0	831.0
2583	101.0	201.0
2582	3179.0	1515.0
2581	5952.0	5268.0
2580	9417.0	6145.0
100874419	0.0	0.0
100874414	1.0	0.0
100874413	0.0	0.0
100874412	0.0	0.0
100874411	1.0	0.0
100874418	2.0	0.0
223082	1397.0	1318.0
100874417	3.0	2.0
100874416	0.0	0.0
100874415	0.0	0.0
100129827	13.0	28.0
100874443	0.0	0.0
100874442	0.0	0.0
100129824	0.0	1.0
100874441	1.0	0.0
100874440	0.0	0.0
2595	3627.0	1117.0
2593	450.0	609.0
100379300	0.0	0.0
2592	1643.0	965.0
2591	3212.0	6108.0
441389	65.0	1.0
2590	10794.0	34296.0
441386	6.0	1.0
127617	7.0	1.0
2589	6051.0	16746.0
2588	2761.0	4775.0
2587	3.0	4.0
441391	14.0	22.0
284018	406.0	401.0
2585	1524.0	1297.0
100874447	0.0	0.0
100874446	0.0	0.0
100874445	0.0	0.0
284013	781.0	165.0
100874444	0.0	0.0
100874449	0.0	0.0
100874448	0.0	2.0
100129815	0.0	0.0
100130803	0.0	0.0
100874432	0.0	0.0
100874431	2.0	3.0
100874430	0.0	0.0
100129813	2.0	1.0
441377	0.0	0.0
441376	173.0	4.0
441381	0.0	0.0
127602	195.0	304.0
2597	71086.0	372826.0
2596	13.0	541.0
100874436	0.0	1.0
284004	1648.0	473.0
100874435	0.0	0.0
100874434	9.0	7.0
100874433	0.0	1.0
284001	2258.0	965.0
100874439	1.0	1.0
100874438	0.0	0.0
127608	0.0	0.0
100874465	0.0	0.0
100129800	9.0	4.0
100874464	1.0	0.0
100874462	1.0	0.0
100129801	1.0	0.0
100874469	1.0	2.0
100874468	0.0	0.0
100874467	1.0	1.0
100874466	1.0	1.0
100874450	0.0	0.0
50937	3144.0	850.0
100874454	0.0	0.0
50939	20.0	19.0
100874453	0.0	0.0
100874452	0.0	0.0
100874451	0.0	2.0
100874457	0.0	0.0
100874456	1.0	1.0
50940	10.0	6.0
100874455	2.0	1.0
50943	95.0	1012.0
50945	0.0	0.0
50944	37.0	178.0
100874459	0.0	0.0
23328	15980.0	1282.0
23329	979.0	230.0
84281	266.0	525.0
84280	2324.0	3458.0
644076	0.0	0.0
11340	1138.0	561.0
644079	0.0	1.0
25983	2217.0	1559.0
127665	0.0	1.0
23321	2994.0	6151.0
115677	2824.0	74.0
644070	0.0	0.0
23322	414.0	849.0
25984	309.0	677.0
23324	11575.0	7857.0
25987	2540.0	17640.0
23325	4260.0	2703.0
23326	23296.0	13992.0
25989	2066.0	1812.0
23327	21284.0	4083.0
25988	1261.0	616.0
25981	1402.0	365.0
25980	5527.0	4105.0
11342	9736.0	1807.0
84287	3443.0	2508.0
84286	2549.0	1298.0
11341	9.0	5.0
284058	5673.0	3092.0
84289	2147.0	485.0
11344	4591.0	2298.0
11343	40957.0	2799.0
84288	784.0	216.0
84283	354.0	1277.0
11346	47165.0	11378.0
11345	7004.0	3733.0
84282	2119.0	1326.0
84285	2244.0	2083.0
84284	3045.0	1571.0
23339	9757.0	5280.0
84270	1487.0	1047.0
23331	7206.0	2963.0
25994	3706.0	1796.0
23332	5752.0	5781.0
25996	2995.0	2098.0
23333	5319.0	2777.0
23334	5552.0	2919.0
25998	5588.0	5000.0
23335	2902.0	2026.0
23336	6035.0	701.0
441332	0.0	0.0
644082	0.0	0.0
23338	7025.0	2551.0
25999	1323.0	4006.0
441331	0.0	0.0
84279	991.0	1133.0
25992	4296.0	1745.0
84276	1800.0	416.0
84275	1033.0	578.0
284047	27.0	35.0
84278	297.0	129.0
84277	1034.0	783.0
84272	5065.0	2649.0
84271	11321.0	5728.0
84274	1699.0	1230.0
84273	1553.0	1080.0
23306	2361.0	2319.0
23307	8148.0	3855.0
284040	48.0	27.0
23308	247.0	254.0
23309	5396.0	4062.0
25961	198.0	65.0
25960	6469.0	7095.0
25963	13144.0	6168.0
23300	5527.0	5911.0
23301	3995.0	3646.0
25962	5322.0	5720.0
23302	839.0	331.0
23303	8486.0	2062.0
644096	772.0	661.0
23304	5933.0	4099.0
25966	2911.0	1046.0
23305	85.0	97.0
644094	0.0	0.0
11328	13754.0	28143.0
11329	4187.0	4073.0
11320	5566.0	1182.0
137012	0.0	2.0
113000	1254.0	1388.0
11322	7159.0	5857.0
11321	2630.0	4154.0
284034	27.0	0.0
11326	22176.0	1865.0
11325	12871.0	7871.0
23317	5539.0	4548.0
84290	3.0	1066.0
25979	2908.0	1114.0
23318	2777.0	1906.0
84292	483.0	314.0
25972	2483.0	1211.0
23310	1670.0	1854.0
441359	0.0	0.0
25974	391.0	784.0
23312	2795.0	2867.0
25973	375.0	293.0
23313	8552.0	18961.0
25976	11290.0	1371.0
23314	323.0	298.0
25975	2069.0	4492.0
441355	0.0	41.0
25978	4214.0	1809.0
23315	3798.0	1131.0
25977	3550.0	2863.0
23316	19.0	1.0
11339	31.0	125.0
11338	11578.0	8045.0
441362	0.0	0.0
441361	0.0	0.0
140660	2.0	0.0
115650	72.0	351.0
127623	3.0	3.0
25970	3871.0	2254.0
284029	411.0	122.0
115653	0.0	0.0
84298	1555.0	1021.0
11331	10988.0	11440.0
11330	7.0	7.0
11333	7178.0	8465.0
152641	129.0	20.0
11332	2374.0	3306.0
84299	2499.0	1214.0
11335	5856.0	6022.0
84294	1610.0	778.0
11334	2817.0	1000.0
84293	3540.0	5222.0
84296	106.0	1372.0
11337	5859.0	2835.0
284021	642.0	414.0
84295	1590.0	1250.0
11336	5649.0	4607.0
25946	3353.0	7272.0
25949	3362.0	1412.0
25948	6837.0	2694.0
441308	0.0	0.0
139604	0.0	0.0
100130898	1.0	0.0
100130894	4.0	18.0
25941	6125.0	4662.0
25940	2618.0	3914.0
100130892	3.0	2.0
25943	5643.0	2113.0
25942	8384.0	5229.0
100130890	119.0	47.0
25945	2266.0	700.0
11309	26005.0	6405.0
284099	2.0	2.0
284098	777.0	502.0
25957	5135.0	2885.0
140609	10988.0	3989.0
25959	26475.0	4579.0
100130889	25.0	35.0
100130887	35.0	108.0
25950	264.0	210.0
25953	10516.0	3973.0
25956	380.0	225.0
11317	8.0	5.0
11316	8475.0	6891.0
11319	2549.0	2154.0
11318	47.0	31.0
100379378	0.0	0.0
11311	2296.0	1839.0
11313	4518.0	4828.0
140603	0.0	0.0
11315	10355.0	8367.0
284086	858.0	198.0
11314	1916.0	1463.0
25925	1049.0	1043.0
284085	0.0	0.0
25924	497.0	16.0
25927	1533.0	646.0
284083	5.0	4.0
100130879	3.0	0.0
25926	2885.0	1745.0
139628	0.0	0.0
25929	2940.0	1428.0
25928	5929.0	261.0
441328	0.0	0.0
127687	1578.0	2142.0
100130873	0.0	2.0
441327	0.0	0.0
441326	0.0	0.0
100130871	0.0	0.0
441324	0.0	0.0
25921	13010.0	10612.0
441323	0.0	0.0
25920	7187.0	4303.0
25923	11175.0	6862.0
140612	1053.0	464.0
100129880	0.0	0.0
284076	93.0	1.0
100129882	2.0	3.0
25936	1734.0	930.0
25938	2735.0	2609.0
25937	16035.0	2918.0
284071	24.0	67.0
100130866	0.0	0.0
25939	36559.0	6757.0
113026	2861.0	3210.0
441317	0.0	0.0
441315	0.0	0.0
25930	8750.0	4487.0
441314	0.0	0.0
441313	0.0	0.0
25932	29011.0	25502.0
127671	0.0	0.0
25934	1743.0	418.0
127670	1.0	0.0
284069	89.0	416.0
140623	8.0	6.0
140625	0.0	0.0
284067	9.0	6.0
100129871	0.0	0.0
140628	177.0	41.0
406982	0.0	0.0
406981	0.0	0.0
406984	1.0	0.0
406983	3.0	0.0
406986	0.0	0.0
406985	1.0	0.0
406988	1.0	8.0
406987	0.0	0.0
23287	3590.0	893.0
23288	3614.0	1760.0
406980	0.0	0.0
84206	148.0	692.0
23281	32.0	11.0
84203	16.0	9.0
23283	3698.0	1745.0
23284	1636.0	663.0
140596	0.0	0.0
23285	252.0	214.0
152579	1302.0	2714.0
140597	844.0	14.0
23286	11603.0	1780.0
152578	0.0	2.0
406979	0.0	0.0
406978	0.0	0.0
152573	398.0	214.0
644000	0.0	0.0
646663	0.0	0.0
406971	0.0	0.0
406970	0.0	0.0
406973	0.0	0.0
406972	0.0	1.0
406974	0.0	0.0
406977	0.0	3.0
406976	3.0	2.0
23299	6819.0	5537.0
201725	380.0	1072.0
23291	7548.0	2673.0
23293	3815.0	1757.0
23294	14926.0	3474.0
23295	12825.0	4780.0
406968	0.0	2.0
406967	0.0	0.0
646658	489.0	17.0
152586	3.0	0.0
406969	0.0	1.0
406960	0.0	0.0
11281	15.0	466.0
406962	30.0	7.0
646672	0.0	1.0
11280	23.0	6.0
406961	0.0	0.0
11283	1.0	0.0
406964	0.0	0.0
11282	9749.0	7155.0
406963	2.0	0.0
644016	5.0	0.0
11285	1746.0	2392.0
406966	0.0	0.0
11284	1839.0	2126.0
406965	0.0	0.0
23265	7656.0	4758.0
23266	17835.0	4178.0
23268	3106.0	1846.0
23269	3966.0	2914.0
84229	92.0	4.0
164592	23.0	5.0
59269	3032.0	2073.0
84225	1256.0	199.0
23261	2325.0	1543.0
84224	776.0	501.0
23262	2874.0	1894.0
23263	2804.0	385.0
23264	17167.0	12516.0
84226	102.0	139.0
84221	370.0	458.0
406957	1.0	0.0
84220	1.0	0.0
406956	0.0	1.0
84223	1067.0	1979.0
406959	0.0	0.0
406958	0.0	0.0
84222	195.0	72.0
646685	0.0	0.0
644022	1.0	0.0
406951	0.0	0.0
406950	0.0	0.0
406953	0.0	0.0
646688	2.0	4.0
406952	0.0	0.0
406955	0.0	0.0
406954	0.0	0.0
23276	2869.0	1393.0
23277	7249.0	4415.0
23279	5154.0	4356.0
59277	17614.0	545.0
59272	173.0	101.0
59271	3505.0	862.0
59274	4208.0	2283.0
84218	0.0	0.0
84217	194.0	50.0
23270	2591.0	1753.0
23271	6462.0	3989.0
84219	1241.0	1000.0
23272	6142.0	3261.0
23274	5863.0	3461.0
84216	174.0	1054.0
84215	73.0	12.0
23275	2688.0	2930.0
406946	0.0	0.0
84210	1.0	1.0
406945	0.0	0.0
644017	0.0	0.0
406948	0.0	0.0
406947	0.0	0.0
406949	0.0	0.0
644032	0.0	0.0
646693	0.0	0.0
11261	22073.0	9387.0
644037	11.0	6.0
11260	4750.0	7047.0
646698	7.0	0.0
11262	471.0	363.0
23243	7775.0	2621.0
23244	11527.0	9594.0
59286	6240.0	3714.0
23245	241.0	138.0
23246	1891.0	4167.0
23247	2934.0	1842.0
59283	9.0	53.0
23248	5675.0	3102.0
644030	1.0	3.0
59285	122.0	6.0
59284	0.0	22.0
84247	7058.0	3217.0
23240	2629.0	2575.0
84246	1796.0	5771.0
84249	11.0	11.0
23241	6970.0	3892.0
23242	8661.0	61.0
84248	6288.0	6203.0
84243	3980.0	3113.0
11264	6158.0	1215.0
84245	1273.0	1054.0
11267	3661.0	3293.0
11266	847.0	654.0
11269	1928.0	950.0
84240	1017.0	670.0
11270	1233.0	1673.0
644042	2.0	1.0
11272	38.0	60.0
11274	698.0	530.0
11273	9852.0	13930.0
23254	2274.0	1188.0
23255	612.0	2252.0
23256	3232.0	2330.0
23258	13620.0	5803.0
23259	3776.0	7323.0
644041	52.0	1.0
84239	6395.0	65.0
23250	44663.0	3018.0
84236	3160.0	2242.0
23251	32.0	287.0
23252	1622.0	639.0
140564	316.0	368.0
23253	5173.0	2476.0
84232	10131.0	6631.0
11276	5187.0	3197.0
11275	3966.0	1977.0
84231	5875.0	9715.0
49861	19.0	14.0
11278	1352.0	834.0
49860	1.0	14.0
84233	984.0	753.0
11277	0.0	0.0
11279	1028.0	284.0
84230	3552.0	1633.0
23229	2546.0	1408.0
49856	1272.0	1056.0
644054	0.0	0.0
49855	2300.0	1443.0
644059	0.0	0.0
49854	4442.0	1136.0
11240	844.0	532.0
23221	32174.0	1861.0
25884	113.0	223.0
23223	4684.0	4315.0
25886	198.0	501.0
23224	17894.0	10094.0
25885	6156.0	7279.0
23225	4815.0	2217.0
25888	1014.0	627.0
23228	1409.0	401.0
644050	2.0	2.0
201780	53.0	52.0
84269	1258.0	741.0
152559	1137.0	925.0
25880	687.0	386.0
84268	1676.0	728.0
23220	10229.0	5406.0
140576	8005.0	23333.0
84265	2422.0	1071.0
11243	2392.0	886.0
139599	29.0	5.0
84264	108.0	186.0
140578	17.0	1015.0
84267	1591.0	661.0
11245	1282.0	3275.0
84266	2160.0	1202.0
11244	3916.0	2321.0
84261	595.0	657.0
11247	12.0	407.0
139596	1195.0	705.0
84260	1471.0	1096.0
84263	7148.0	1316.0
11249	10.0	2.0
84262	1199.0	1146.0
11248	1486.0	254.0
345557	876.0	80.0
406993	0.0	0.0
406992	5.0	5.0
406995	0.0	0.0
406994	0.0	0.0
11250	4.0	4.0
406997	0.0	0.0
406996	0.0	0.0
11252	17906.0	5003.0
406999	0.0	0.0
11251	94.0	25.0
406998	0.0	0.0
23232	979.0	643.0
25895	497.0	813.0
23233	3232.0	3227.0
25894	938.0	299.0
25897	8341.0	6160.0
23234	773.0	1025.0
25896	1590.0	1464.0
23235	14008.0	4054.0
23236	1267.0	1359.0
25898	2180.0	575.0
23237	895.0	23.0
644063	26.0	17.0
406991	0.0	0.0
23239	2154.0	1220.0
406990	0.0	0.0
25891	2016.0	2450.0
84258	136.0	91.0
25890	17922.0	1916.0
25893	251.0	5.0
23230	3108.0	1415.0
23231	9573.0	7355.0
84259	1146.0	1959.0
84254	994.0	445.0
11254	12663.0	240.0
84253	492.0	151.0
11253	6049.0	9679.0
406989	0.0	0.0
84256	2964.0	3091.0
11255	0.0	0.0
84255	3103.0	3739.0
84250	458.0	343.0
11258	3440.0	1681.0
11257	621.0	1429.0
84251	655.0	747.0
11259	13625.0	8642.0
100874483	0.0	0.0
100874482	0.0	0.0
100874480	1.0	0.0
406900	1.0	0.0
100874484	0.0	8.0
201799	1456.0	3267.0
201798	24.0	12.0
50831	4.0	0.0
100874489	0.0	0.0
100874488	0.0	0.0
50833	0.0	0.0
50832	35.0	12.0
50835	0.0	0.0
50834	0.0	0.0
50837	0.0	0.0
102465139	0.0	0.0
50836	0.0	0.0
100874471	0.0	0.0
102465138	0.0	0.0
50839	6.0	5.0
100874470	0.0	0.0
102465137	0.0	0.0
50838	1.0	0.0
102465136	1.0	2.0
100874476	0.0	1.0
102465135	0.0	0.0
102465134	0.0	0.0
102465133	0.0	0.0
100874473	0.0	0.0
50840	68.0	51.0
100874479	0.0	0.0
100874478	0.0	0.0
100874477	0.0	0.0
50846	16.0	2.0
100499183	292.0	183.0
50848	21565.0	13599.0
2601	3.0	17.0
100499177	1729.0	1061.0
102465141	0.0	0.0
50853	1114.0	341.0
2609	0.0	3.0
102465140	0.0	0.0
50852	155.0	77.0
50855	503.0	183.0
50854	5196.0	4233.0
100499171	0.0	1.0
50856	660.0	589.0
50859	171.0	2311.0
100874494	0.0	0.0
50858	0.0	0.0
100874493	0.0	0.0
100874492	0.0	0.0
100874491	0.0	0.0
100874498	0.0	0.0
646600	1.0	4.0
100874497	0.0	0.0
100874495	0.0	0.0
100874490	0.0	0.0
223117	835.0	890.0
2613	0.0	4.0
2611	2.0	5.0
50862	5636.0	6506.0
50861	1944.0	4316.0
2619	1078.0	4475.0
50863	404.0	2546.0
100874499	0.0	0.0
2618	3424.0	6516.0
50865	4971.0	2989.0
2617	6647.0	8536.0
