id	c81a6334-9098-4add-8e64-186606676c93	f29ec34d-6066-425a-bccf-1dae2afb43a8
100126350	1.0	0.0
100126351	0.0	0.0
100126349	0.0	0.0
106481709	0.0	0.0
106481707	0.0	0.0
106481708	0.0	19.0
100126345	0.0	0.0
728262	15.0	15.0
138724	4.0	1.0
100126346	0.0	0.0
100126347	0.0	0.0
728264	36.0	55.0
100126348	1.0	0.0
728263	2.0	4.0
106481701	1.0	0.0
106481702	0.0	1.0
56660	0.0	63.0
106481700	0.0	0.0
106865372	0.0	0.0
106481706	0.0	0.0
728269	1.0	61.0
106481703	0.0	0.0
106481704	0.0	0.0
29035	2669.0	1960.0
100190924	0.0	0.0
56666	145.0	61.0
30012	0.0	40.0
29034	0.0	0.0
56667	4.0	9.0
106865375	0.0	2.0
81602	366.0	311.0
30014	0.0	0.0
106865374	0.0	0.0
56662	0.0	0.0
30011	2860.0	2724.0
283116	0.0	0.0
56663	0.0	0.0
30010	0.0	1.0
56664	3.0	0.0
100190923	0.0	1.0
100126341	0.0	0.0
100126342	0.0	0.0
100126343	0.0	0.0
283111	0.0	0.0
283110	0.0	0.0
100126340	0.0	0.0
728299	0.0	0.0
100126338	0.0	1.0
100126339	0.0	0.0
100126334	0.0	0.0
728294	1021.0	499.0
100126335	0.0	0.0
100126336	0.0	0.0
93611	661.0	889.0
100126337	0.0	0.0
100128998	0.0	0.0
81629	20.0	6.0
100381202	1.0	2.0
56670	191.0	340.0
81626	0.0	0.0
81627	898.0	845.0
81628	2258.0	2638.0
56676	1.0	0.0
30001	2169.0	9017.0
54012	0.0	0.0
56677	0.0	0.0
246175	2287.0	1686.0
56672	609.0	1094.0
246176	141.0	10.0
56673	129.0	28.0
54016	0.0	0.0
283106	8.0	9.0
30000	3149.0	3408.0
56674	3058.0	1980.0
54015	0.0	0.0
81631	5202.0	2915.0
56675	60.0	227.0
54014	2201.0	2534.0
283104	75.0	91.0
100126330	0.0	0.0
30009	204.0	119.0
283102	3.0	5.0
100126331	0.0	0.0
100126332	0.0	0.0
54019	0.0	0.0
100126333	0.0	0.0
30008	2544.0	2295.0
100128991	0.0	0.0
100128990	1.0	0.0
66002	100.0	11.0
100126327	0.0	0.0
100126328	0.0	0.0
66000	579.0	519.0
100126329	0.0	0.0
100126324	0.0	0.0
100128985	0.0	1.0
66004	1127.0	273.0
100126325	0.0	0.0
66005	2646.0	2258.0
100126326	0.0	0.0
81618	1602.0	5441.0
81619	9229.0	6925.0
56681	6312.0	6571.0
66008	3779.0	1324.0
29018	1.0	1.0
81614	1088.0	1754.0
54020	1899.0	671.0
81615	1796.0	333.0
81616	11.0	2.0
81617	1156.0	236.0
767846	23.0	4.0
81621	200.0	97.0
81622	2572.0	2094.0
246184	235.0	219.0
767851	0.0	0.0
81623	0.0	3.0
54022	0.0	0.0
81624	305.0	883.0
767853	0.0	0.0
54021	6.0	4.0
56683	530.0	815.0
54028	16.0	6.0
54027	0.0	0.0
29015	2058.0	2833.0
54026	0.0	0.0
767850	1.0	2.0
81620	59.0	1521.0
54025	0.0	0.0
100128982	0.0	0.0
100126320	0.0	0.0
100126321	0.0	0.0
54029	1.0	0.0
246181	4.0	5.0
246182	2.0	1.0
100126316	0.0	0.0
728233	139.0	2473.0
283171	0.0	2.0
100126317	1.0	0.0
100126318	0.0	0.0
100126319	0.0	0.0
728234	0.0	0.0
100128974	1.0	1.0
100126313	2.0	0.0
285753	258.0	322.0
728231	0.0	0.0
100126314	0.0	0.0
100128977	0.0	0.0
114785	3507.0	3114.0
285755	368.0	26.0
114786	26.0	2.0
114787	27.0	615.0
114788	4.0	0.0
285758	51.0	12.0
114789	8991.0	567.0
54031	1.0	14.0
728239	1.0	0.0
54035	0.0	0.0
54034	0.0	0.0
114790	1031.0	1092.0
54033	80.0	30.0
54032	0.0	1.0
114791	498.0	584.0
54039	92.0	104.0
114792	69.0	4.0
126767	0.0	363.0
114793	2918.0	2318.0
54038	0.0	1.0
100190954	0.0	0.0
114794	363.0	36.0
114795	9.0	8.0
54036	1.0	0.0
93627	714.0	524.0
100126310	0.0	0.0
100126311	0.0	0.0
283165	0.0	0.0
283162	0.0	0.0
93621	10603.0	9314.0
100126306	0.0	0.0
728224	0.0	0.0
100126307	0.0	0.0
285761	773.0	4856.0
100126308	0.0	0.0
100126301	0.0	0.0
93624	1534.0	993.0
100126302	0.0	0.0
100128963	4.0	4.0
100126303	0.0	0.0
100126304	0.0	0.0
728229	4.0	54.0
100126309	1.0	0.0
728226	3.0	0.0
54041	0.0	0.0
728228	0.0	1.0
54045	0.0	0.0
645809	0.0	0.0
54044	2.0	0.0
645808	0.0	1.0
114780	27.0	10.0
54043	0.0	0.0
645807	0.0	0.0
114781	3071.0	341.0
126755	1.0	6.0
54049	3.0	0.0
114783	457.0	196.0
54048	1.0	0.0
114784	30.0	253.0
283159	0.0	0.0
54047	0.0	1.0
100128961	2.0	1.0
645805	80.0	38.0
283152	137.0	57.0
66035	490.0	256.0
283150	0.0	0.0
728255	0.0	0.0
93654	5.0	1.0
66036	760.0	579.0
93653	146.0	36.0
100271192	0.0	0.0
100271191	2.0	0.0
66037	3.0	1.0
93650	7.0	1.0
81669	3458.0	3815.0
54053	2.0	8.0
54052	0.0	1.0
114769	654.0	371.0
54051	0.0	0.0
54050	17.0	8.0
54055	46.0	133.0
100190938	121.0	42.0
54054	4.0	9.0
114770	1.0	4.0
114771	1.0	11.0
54059	285.0	136.0
283149	2400.0	3743.0
54058	152.0	250.0
93649	134.0	19.0
645811	34.0	36.0
81671	6893.0	4939.0
100271199	0.0	0.0
100190939	315.0	289.0
283143	37.0	157.0
100271196	6.0	0.0
93643	1413.0	1799.0
100128946	3.0	0.0
285780	12.0	4.0
285782	1.0	14.0
100271180	2.0	0.0
285785	111.0	133.0
100190952	0.0	1.0
54064	0.0	0.0
728248	0.0	0.0
114757	1351.0	1302.0
114758	0.0	0.0
54067	38.0	8.0
100190947	0.0	1.0
100190949	0.0	0.0
54065	1.0	0.0
114760	0.0	0.0
114761	0.0	0.0
126731	557.0	987.0
54069	142.0	1355.0
283131	41406.0	12986.0
283130	591.0	233.0
692157	5.0	1.0
692158	0.0	0.0
138799	0.0	0.0
440498	752.0	843.0
124152	252.0	101.0
199704	225.0	107.0
124149	2.0	1.0
163747	19.0	8.0
692146	0.0	0.0
692147	3.0	8.0
692148	0.0	2.0
692149	0.0	1.0
163742	0.0	0.0
199713	7.0	177.0
136157	0.0	0.0
283197	0.0	0.0
283193	0.0	0.0
163778	1.0	0.0
148145	1.0	0.0
126792	688.0	1298.0
378008	0.0	0.0
378009	0.0	0.0
29089	56.0	602.0
29088	769.0	2588.0
29087	932.0	752.0
378010	0.0	0.0
148137	473.0	475.0
126789	243.0	634.0
378011	0.0	0.0
378013	0.0	0.0
378014	0.0	0.0
29082	107.0	177.0
29081	560.0	1526.0
29080	829.0	1206.0
283189	0.0	0.0
29086	1329.0	1936.0
29085	1980.0	1216.0
29083	274.0	596.0
100381270	233.0	120.0
200810	16.0	232.0
114796	425.0	117.0
148156	475.0	656.0
114798	0.0	0.0
114799	725.0	937.0
29099	1483.0	2278.0
29098	451.0	426.0
378001	0.0	0.0
29093	510.0	1019.0
29092	406.0	280.0
29091	1715.0	23.0
29090	390.0	789.0
56603	238.0	1074.0
29097	1543.0	1302.0
56604	1.0	0.0
56605	538.0	434.0
29095	1126.0	1227.0
151790	113.0	8.0
283174	157.0	98.0
56606	387.0	377.0
29094	4229.0	909.0
692199	0.0	0.0
391002	0.0	0.0
440459	4.0	4.0
391004	0.0	0.0
780816	0.0	0.0
124199	13.0	17.0
391003	0.0	0.0
30062	1.0	22.0
440456	953.0	546.0
780814	9.0	8.0
30061	12304.0	3197.0
780815	0.0	0.0
780812	0.0	0.0
780813	1.0	1.0
440452	0.0	0.0
780810	0.0	1.0
780811	0.0	0.0
29068	2294.0	1993.0
29066	2915.0	1972.0
29063	337.0	309.0
29062	1505.0	2487.0
56616	297.0	530.0
163702	759.0	521.0
391013	1.0	4.0
391012	0.0	0.0
100381215	1.0	1.0
29079	1186.0	2003.0
29078	315.0	460.0
56623	740.0	507.0
56624	8.0	28.0
29071	719.0	824.0
29070	329.0	144.0
29075	3.0	5.0
29074	1290.0	2280.0
29072	3691.0	2640.0
163732	230.0	552.0
200845	147.0	171.0
148103	221.0	140.0
200844	26.0	70.0
440482	28.0	1.0
151742	956.0	260.0
163720	109.0	0.0
148113	23.0	562.0
440465	2000.0	680.0
29057	8.0	7.0
148109	3.0	0.0
29058	3038.0	4380.0
56647	1078.0	3800.0
56648	167.0	503.0
56649	64.0	655.0
440419	0.0	0.0
440416	55.0	25.0
8303	2074.0	1172.0
643157	0.0	0.0
200879	2928.0	87.0
440406	0.0	1.0
8301	7757.0	9995.0
643155	1252.0	2895.0
8302	9.0	5.0
440400	321.0	469.0
199675	5503.0	182.0
8310	770.0	501.0
124093	197.0	71.0
8314	3465.0	2771.0
8315	888.0	1377.0
8312	1472.0	1841.0
342096	0.0	0.0
8313	974.0	103.0
440435	24.0	3.0
643160	2.0	0.0
643161	0.0	1.0
643159	8.0	3.0
8309	756.0	62.0
8321	2009.0	1545.0
8322	3577.0	902.0
8320	85.0	334.0
8325	548.0	413.0
8326	12.0	18.0
8323	2529.0	3790.0
8324	827.0	723.0
440423	162.0	315.0
200894	889.0	598.0
643171	1.0	0.0
200895	378.0	206.0
8318	43.0	1107.0
8317	132.0	443.0
8332	0.0	3.0
692110	0.0	0.0
8333	0.0	0.0
692111	1.0	0.0
8330	0.0	0.0
8331	0.0	5.0
8336	0.0	4.0
8337	0.0	0.0
8334	1130.0	446.0
8335	1.0	3.0
148046	37.0	50.0
106481699	0.0	0.0
643182	1.0	0.0
643180	104.0	81.0
643181	0.0	0.0
8329	0.0	4.0
8328	23.0	0.0
8343	0.0	1.0
643198	0.0	0.0
8344	1.0	5.0
8341	21.0	9.0
8342	0.0	2.0
8347	74.0	32.0
8348	4.0	3.0
643199	1.0	0.0
8345	1.0	89.0
8346	0.0	4.0
692106	0.0	0.0
692107	1.0	0.0
161003	55.0	8.0
692108	0.0	1.0
692109	2.0	2.0
643193	1.0	0.0
8340	2.0	1.0
8338	4.0	20.0
8339	4.0	11.0
8354	1.0	2.0
8355	0.0	2.0
8352	0.0	5.0
8353	7.0	2.0
8358	0.0	2.0
8359	1.0	0.0
8356	0.0	6.0
8357	57.0	19.0
222235	55.0	10.0
106481679	0.0	0.0
222236	699.0	457.0
106481677	0.0	1.0
222234	138.0	88.0
106481678	0.0	0.0
8350	1.0	2.0
8351	4.0	14.0
148066	0.0	0.0
106481682	0.0	0.0
106481683	1.0	0.0
106481680	0.0	0.0
106481681	1.0	1.0
106481686	0.0	0.0
106481687	0.0	1.0
106481684	0.0	0.0
106481685	0.0	0.0
8349	701.0	200.0
8365	43.0	8.0
8366	0.0	2.0
8363	0.0	4.0
8364	1.0	0.0
8369	0.0	0.0
163688	4.0	1.0
8367	0.0	2.0
8368	0.0	0.0
106481688	0.0	0.0
222223	2735.0	476.0
106481689	1.0	0.0
8361	0.0	0.0
222229	506.0	1031.0
8362	1.0	0.0
8360	1.0	3.0
106481693	0.0	0.0
106481694	0.0	0.0
106481691	2.0	1.0
106481692	10.0	0.0
106481697	1.0	1.0
106481698	0.0	0.0
106481695	0.0	0.0
106481696	0.0	0.0
342035	2709.0	96.0
344697	29.0	110.0
106481690	4.0	9.0
728310	1.0	3.0
285830	125.0	59.0
8379	1301.0	2171.0
93556	6.0	1.0
106481657	0.0	0.0
728318	0.0	0.0
106481658	0.0	0.0
222255	464.0	314.0
106481655	0.0	0.0
285834	3.0	1.0
222256	795.0	168.0
106481656	0.0	0.0
8372	94.0	225.0
93550	376.0	200.0
8373	1.0	2.0
106481659	0.0	0.0
8370	3.0	1.0
728315	2.0	1.0
81577	957.0	713.0
106481660	0.0	0.0
81578	298.0	29.0
106481661	0.0	0.0
81579	1302.0	595.0
81573	860.0	862.0
106481664	1.0	0.0
100271179	0.0	0.0
106481665	0.0	0.0
81575	5935.0	483.0
106481662	0.0	0.0
81576	922.0	878.0
106481663	13.0	7.0
81570	445.0	878.0
100271178	0.0	0.0
81571	312.0	64.0
81572	525.0	1132.0
645715	13.0	19.0
8387	0.0	0.0
8388	0.0	0.0
728300	5.0	5.0
8386	0.0	0.0
8389	0.0	0.0
106481668	0.0	0.0
106481669	0.0	0.0
106481666	0.0	0.0
106481667	0.0	0.0
81559	823.0	1289.0
8383	0.0	0.0
285848	33.0	3.0
8384	0.0	0.0
285849	18.0	48.0
8382	168.0	15.0
81566	1377.0	1737.0
106481671	0.0	0.0
106481672	0.0	0.0
81567	253.0	527.0
81569	0.0	4.0
106481670	0.0	0.0
81562	887.0	1177.0
106481675	0.0	0.0
81563	3541.0	1852.0
246243	406.0	1060.0
100271168	6.0	0.0
106481676	1.0	0.0
106481673	6.0	0.0
81565	3693.0	1859.0
106481674	0.0	0.0
100271164	0.0	0.0
100271167	0.0	0.0
100271161	2.0	0.0
100271163	0.0	0.0
100271162	1.0	1.0
8398	711.0	248.0
8399	145.0	7.0
8396	3395.0	3017.0
285852	27.0	15.0
645740	0.0	0.0
8390	0.0	0.0
106481635	0.0	0.0
285855	2873.0	6068.0
106481636	0.0	0.0
8391	0.0	0.0
106481633	0.0	0.0
106481634	0.0	0.0
8394	2781.0	2787.0
106481639	0.0	0.0
8395	2318.0	56.0
8392	0.0	0.0
106481637	1.0	0.0
106481638	0.0	0.0
100271158	2.0	0.0
106481642	10.0	14.0
106481643	0.0	0.0
246210	3.0	0.0
106481640	0.0	0.0
100271159	1.0	0.0
106481641	0.0	0.0
100271150	0.0	0.0
645754	1.0	3.0
246213	11.0	0.0
106481646	1.0	1.0
106481647	0.0	0.0
106481644	0.0	0.0
106481645	0.0	0.0
728324	10.0	60.0
106481648	0.0	0.0
106481649	0.0	0.0
106481650	0.0	0.0
100271147	0.0	0.0
106481653	0.0	0.0
106481654	0.0	0.0
100271146	0.0	1.0
106481651	0.0	0.0
100271149	0.0	0.0
100271148	0.0	0.0
106481652	0.0	1.0
344657	6.0	4.0
100271142	0.0	0.0
344658	0.0	0.0
100271145	0.0	0.0
645745	0.0	0.0
344653	1.0	3.0
100271141	0.0	1.0
100271140	0.0	0.0
106481619	0.0	0.0
106481613	0.0	0.0
246269	147.0	162.0
106481614	0.0	0.0
106481611	0.0	0.0
106481612	0.0	0.0
106481617	0.0	0.0
93594	171.0	561.0
106481618	0.0	0.0
106481615	0.0	0.0
106481616	0.0	1.0
283209	287.0	798.0
283208	58.0	646.0
106481620	0.0	0.0
106481621	0.0	0.0
100271138	2.0	0.0
100271132	0.0	1.0
100271131	0.0	0.0
100271133	0.0	0.0
100271130	0.0	0.0
93587	213.0	185.0
645771	5.0	2.0
93589	224.0	243.0
106481624	0.0	6.0
285800	20.0	1.0
106481625	0.0	0.0
106481622	0.0	0.0
106481623	1.0	5.0
106481628	0.0	0.0
106481629	1.0	0.0
106481626	0.0	0.0
106481627	0.0	0.0
100271129	0.0	0.0
246283	0.0	0.0
246285	1.0	0.0
106481631	0.0	0.0
100271125	0.0	0.0
106481632	0.0	0.0
106481630	0.0	0.0
100271122	0.0	0.0
199692	317.0	408.0
645784	18.0	109.0
100271118	3.0	0.0
100271117	0.0	0.0
100271119	2.0	1.0
100271114	0.0	0.0
100271113	0.0	0.0
100271116	0.0	0.0
197021	3.0	35.0
643115	0.0	1.0
100271111	0.0	0.0
106481608	3.0	0.0
106481609	0.0	0.0
645798	3.0	3.0
643136	1.0	6.0
106481602	1.0	0.0
106481603	0.0	0.0
106481600	0.0	0.0
106481601	0.0	0.0
106481606	0.0	0.0
106481607	0.0	0.0
106481604	0.0	0.0
106481605	0.0	0.0
285829	5.0	13.0
100271106	3.0	1.0
106481610	0.0	0.0
100271105	5.0	0.0
643126	0.0	0.0
199699	4.0	7.0
728393	0.0	0.0
100128899	1.0	0.0
728395	0.0	0.0
114625	997.0	545.0
54112	4.0	10.0
56776	14.0	1.0
283248	27.0	128.0
344729	1.0	0.0
100128894	2.0	1.0
100128893	127.0	4.0
100128890	22.0	11.0
728386	0.0	0.0
728388	0.0	0.0
100128889	0.0	0.0
100128888	6.0	3.0
114614	65.0	139.0
283238	0.0	0.0
100190800	12.0	84.0
283237	392.0	631.0
283236	0.0	0.0
283234	1825.0	1484.0
728381	1.0	0.0
283232	695.0	342.0
728380	6.0	2.0
100128881	43.0	328.0
100128880	0.0	0.0
692099	199.0	249.0
114609	296.0	285.0
29128	47.0	1440.0
29123	5336.0	3683.0
344709	1.0	0.0
29122	16.0	2.0
29121	487.0	600.0
283229	732.0	120.0
29127	528.0	2487.0
29126	927.0	1167.0
29125	328.0	52.0
29124	0.0	0.0
692087	0.0	0.0
692088	0.0	0.0
692089	3.0	2.0
100128867	0.0	0.0
54145	0.0	0.0
54143	0.0	0.0
283219	353.0	487.0
54149	740.0	1617.0
54148	467.0	1182.0
54147	0.0	0.0
283212	111.0	29.0
692091	0.0	0.0
692092	0.0	0.0
692093	10.0	3.0
692094	0.0	0.0
100271091	0.0	0.0
100271090	0.0	0.0
100128857	0.0	0.0
100271093	0.0	0.0
100271092	0.0	0.0
728350	10.0	21.0
285872	2.0	1.0
100128853	1.0	0.0
29109	2274.0	2268.0
29108	931.0	1512.0
285877	0.0	0.0
29107	539.0	1028.0
285878	0.0	0.0
29106	15.0	8.0
728358	0.0	0.0
29101	4481.0	4576.0
29100	1101.0	1348.0
29105	1213.0	925.0
29104	334.0	191.0
29103	1912.0	2805.0
29102	1538.0	3725.0
100271098	2.0	0.0
283284	61.0	52.0
728343	0.0	0.0
728342	9.0	2.0
100128849	0.0	0.0
728344	1.0	7.0
100271081	3.0	1.0
100128845	1.0	0.0
728340	124.0	100.0
285888	0.0	3.0
29119	3.0	3.0
107057644	6.0	0.0
29118	20.0	14.0
107057647	0.0	0.0
114655	1.0	5.0
29117	2087.0	1843.0
107057646	0.0	1.0
114657	0.0	0.0
114659	309.0	367.0
126638	0.0	0.0
54165	1004.0	1659.0
126637	2.0	0.0
29110	981.0	1304.0
29116	2789.0	614.0
29115	2472.0	3407.0
29114	3.0	0.0
29113	2.0	1.0
100271087	16.0	2.0
100271089	0.0	0.0
100271085	1.0	0.0
100128836	2.0	1.0
728378	2.0	14.0
728377	58.0	29.0
100271070	0.0	0.0
285893	0.0	0.0
100128834	0.0	5.0
728373	0.0	0.0
728379	0.0	0.0
81797	0.0	0.0
126626	779.0	362.0
81793	59.0	141.0
81794	308.0	333.0
81796	15.0	59.0
81790	1081.0	740.0
100271076	0.0	0.0
283267	521.0	565.0
91107	602.0	2826.0
100128830	8.0	0.0
81792	324.0	4060.0
100271078	0.0	0.0
100271073	0.0	0.0
100271072	0.0	0.0
100271074	0.0	0.0
100128827	0.0	4.0
728366	1.0	0.0
728361	5.0	8.0
100128822	134.0	60.0
728369	0.0	0.0
81786	84.0	60.0
54187	1573.0	1826.0
81788	481.0	1116.0
81789	163.0	201.0
283257	0.0	0.0
100271065	0.0	0.0
645700	1.0	3.0
283254	96.0	206.0
126695	470.0	889.0
148003	0.0	0.0
378108	5.0	2.0
151649	44.0	11.0
151648	13.0	290.0
151647	1.0	1.0
151645	24.0	45.0
200909	0.0	0.0
200916	460.0	1177.0
148014	5.0	4.0
151658	0.0	0.0
151651	122.0	24.0
56704	817.0	75.0
148022	2029.0	1461.0
126669	2036.0	216.0
126668	353.0	18.0
100126297	0.0	0.0
100126299	2.0	0.0
100126296	0.0	0.0
200931	119.0	262.0
200933	463.0	1474.0
126661	91.0	141.0
56729	565.0	42.0
283298	914.0	568.0
283297	0.0	0.0
136051	135.0	499.0
138639	494.0	277.0
692076	0.0	2.0
391121	0.0	0.0
391120	0.0	0.0
391123	4.0	2.0
200942	951.0	2185.0
440577	12.0	29.0
440574	800.0	1262.0
56731	1635.0	2789.0
100126270	0.0	0.0
692084	0.0	0.0
692085	0.0	0.0
692086	8.0	31.0
138649	52.0	25.0
200959	0.0	0.0
200958	467.0	17.0
391135	3.0	4.0
440567	54.0	60.0
391139	5.0	8.0
440563	0.0	0.0
440561	0.0	0.0
151613	995.0	736.0
692072	0.0	0.0
692075	6.0	13.0
692057	0.0	0.0
692058	5.0	1.0
124056	0.0	0.0
81706	813.0	1840.0
391104	0.0	0.0
391107	0.0	0.0
391106	0.0	0.0
81704	5938.0	2653.0
391109	0.0	0.0
440595	158.0	198.0
56751	0.0	1.0
692063	0.0	0.0
8402	2215.0	3371.0
391110	0.0	0.0
8403	1.0	0.0
391112	0.0	0.0
124045	193.0	155.0
391114	13.0	0.0
124044	898.0	392.0
391115	1.0	0.0
440585	130.0	39.0
391117	0.0	0.0
440584	3.0	7.0
391119	0.0	0.0
54101	972.0	6497.0
151636	4032.0	6035.0
440590	1.0	78.0
54103	3386.0	904.0
54102	1746.0	533.0
54108	1595.0	2245.0
54107	1651.0	2831.0
54106	4.0	2.0
692053	1.0	0.0
391040	1.0	3.0
645683	6.0	8.0
8410	0.0	0.0
645682	1.0	0.0
645688	2.0	4.0
391044	1.0	0.0
645687	0.0	11.0
8411	1347.0	1930.0
645686	0.0	0.0
8412	980.0	2308.0
391045	3.0	0.0
440533	0.0	0.0
8406	1478.0	176.0
8407	44695.0	37457.0
8404	31666.0	4059.0
8405	3341.0	2049.0
8408	2707.0	2084.0
8409	1494.0	1820.0
391051	2.0	0.0
8420	472.0	2125.0
645694	5.0	3.0
391053	0.0	0.0
645693	28.0	23.0
643031	0.0	0.0
8424	13.0	137.0
8425	22412.0	3411.0
643037	16.0	5.0
163589	14.0	37.0
643034	0.0	0.0
440525	76.0	64.0
391059	186.0	390.0
645691	6.0	23.0
163590	3610.0	2840.0
8417	3667.0	2701.0
8418	2183.0	432.0
8416	318.0	60.0
8419	5.0	9.0
8431	263.0	1.0
8435	8.0	28.0
8436	21025.0	242.0
8433	1.0	4.0
8434	1338.0	573.0
391026	1.0	0.0
440556	108.0	6.0
440560	0.0	0.0
8428	2501.0	5332.0
8427	1137.0	1982.0
103157000	0.0	0.0
8443	1647.0	1436.0
8440	1707.0	5852.0
8446	665.0	1527.0
8447	589.0	1072.0
8444	956.0	376.0
8445	604.0	2126.0
391037	11.0	0.0
391039	3.0	7.0
643050	0.0	0.0
285905	2.0	1.0
285908	355.0	112.0
8439	1376.0	2002.0
8437	13.0	64.0
8438	25.0	646.0
8453	1055.0	1957.0
8454	2537.0	3450.0
8451	2858.0	4668.0
8452	2417.0	2034.0
8458	626.0	1090.0
8455	2868.0	3859.0
8456	65.0	20.0
106481578	0.0	0.0
106481579	0.0	0.0
8450	2267.0	2987.0
106481583	0.0	0.0
106481584	6.0	1.0
106481581	0.0	0.0
106481582	0.0	0.0
106481587	0.0	0.0
106481588	0.0	1.0
106481585	1.0	0.0
106481586	0.0	0.0
8448	49.0	31.0
8449	1793.0	2367.0
106481580	0.0	0.0
8464	338.0	434.0
8462	1516.0	759.0
8463	1783.0	2723.0
8468	2.0	2.0
391099	1.0	0.0
8467	7183.0	4144.0
342184	1617.0	361.0
246312	0.0	3.0
106481589	0.0	0.0
8460	733.0	1007.0
106481594	0.0	0.0
106481595	0.0	0.0
106481592	0.0	0.0
106481593	0.0	0.0
106481598	0.0	0.0
151579	12.0	19.0
106481599	0.0	0.0
106481596	0.0	0.0
106481597	0.0	0.0
8459	2469.0	3790.0
106481590	0.0	0.0
106481591	1.0	0.0
8476	3157.0	1337.0
8473	5371.0	4128.0
440519	9.0	6.0
440518	0.0	0.0
8479	1282.0	434.0
440515	577.0	244.0
8477	616.0	487.0
106481558	0.0	0.0
106481559	0.0	0.0
391069	1.0	1.0
106481556	0.0	0.0
106481557	0.0	0.0
8471	1.0	0.0
8470	1816.0	190.0
106481561	1.0	0.0
106481562	0.0	0.0
106481560	0.0	0.0
106481565	0.0	0.0
106481566	0.0	2.0
106481563	0.0	0.0
106481564	0.0	0.0
391073	0.0	0.0
8487	188.0	415.0
8484	0.0	1.0
391075	1.0	1.0
440508	1.0	5.0
391077	0.0	3.0
391076	0.0	0.0
8488	4.0	5.0
440503	344.0	381.0
8489	2.0	3.0
106481569	0.0	0.0
106481567	0.0	0.0
106481568	0.0	0.0
8482	371.0	2377.0
8483	328.0	3388.0
8480	675.0	2753.0
8481	1199.0	1358.0
106481572	0.0	0.0
106481573	0.0	0.0
106481570	0.0	0.0
106481571	0.0	0.0
106481576	0.0	0.0
106481577	0.0	0.0
106481574	2.0	0.0
106481575	0.0	0.0
391081	12.0	9.0
8497	53.0	87.0
728431	210.0	267.0
8498	2725.0	3429.0
728430	3.0	0.0
100128934	0.0	0.0
8495	989.0	582.0
8496	4135.0	4332.0
91012	1394.0	2598.0
100128936	89.0	136.0
728432	0.0	0.0
100128930	2.0	1.0
8499	23.0	21.0
106481536	0.0	0.0
8490	5343.0	2193.0
106481537	0.0	0.0
285954	30.0	180.0
285955	8.0	12.0
106481534	0.0	0.0
106481535	0.0	0.0
8493	1574.0	509.0
54075	0.0	0.0
101669766	8.0	3.0
728434	0.0	0.0
91010	2228.0	5024.0
285958	686.0	1073.0
101669767	0.0	0.0
8491	1418.0	1397.0
106481538	0.0	0.0
8492	873.0	138.0
54072	1.0	8.0
106481539	0.0	0.0
101669762	20.0	106.0
106481540	0.0	0.0
101669763	0.0	0.0
101669764	0.0	0.0
106481543	0.0	0.0
81694	0.0	0.0
100271059	0.0	0.0
81695	0.0	0.0
106481544	0.0	0.0
106481541	0.0	0.0
81696	0.0	0.0
81697	0.0	0.0
106481542	0.0	0.0
81693	164.0	53.0
100271056	0.0	0.0
100271050	3.0	4.0
100271053	1.0	0.0
93664	2056.0	309.0
100128923	5.0	4.0
93663	2995.0	2166.0
285961	5.0	1.0
93668	0.0	0.0
285962	36.0	16.0
106481547	0.0	0.0
54082	79.0	2.0
106481548	0.0	0.0
285965	43.0	33.0
285966	195.0	310.0
106481545	0.0	0.0
106481546	1.0	1.0
93661	1.0	0.0
100128927	996.0	235.0
54084	22.0	8.0
106481549	0.0	0.0
106481550	0.0	0.0
81688	8664.0	7873.0
106481551	0.0	0.0
54089	0.0	0.0
81689	987.0	834.0
54088	3.0	0.0
106481554	0.0	1.0
100271047	0.0	1.0
106481555	0.0	0.0
106481552	0.0	0.0
106456574	3.0	0.0
106481553	0.0	0.0
93659	1.0	0.0
100271040	0.0	0.0
100271042	0.0	0.0
100128912	0.0	0.0
91039	2995.0	5012.0
342132	90.0	72.0
285971	271.0	446.0
285972	75.0	37.0
285973	59.0	43.0
100128911	0.0	0.0
728450	1.0	0.0
54093	416.0	443.0
106481514	0.0	0.0
106481515	0.0	0.0
106481512	0.0	0.0
54090	1.0	0.0
106481513	4.0	0.0
54097	537.0	8.0
106481518	0.0	0.0
106481519	0.0	0.0
246329	362.0	354.0
106481516	0.0	0.0
728458	0.0	0.0
106481517	0.0	0.0
54099	5.0	3.0
54098	0.0	0.0
246330	665.0	646.0
106481521	0.0	0.0
106481522	0.0	0.0
106481520	0.0	0.0
342125	2.0	4.0
100271033	17.0	13.0
645619	0.0	1.0
100271031	5.0	3.0
344787	46.0	42.0
100128902	0.0	0.0
728441	22.0	4.0
100128903	1.0	0.0
222389	649.0	365.0
106481525	3.0	0.0
106481526	0.0	2.0
285987	0.0	28.0
106481523	0.0	0.0
285989	290.0	249.0
106481524	0.0	0.0
106481529	0.0	0.0
728448	30.0	17.0
106481527	0.0	0.0
106481528	1.0	0.0
728447	0.0	0.0
106481532	0.0	0.0
106481533	0.0	0.0
100271025	0.0	0.0
106481530	0.0	0.0
106481531	0.0	0.0
100271020	0.0	0.0
91057	84.0	927.0
91056	2140.0	1302.0
645641	2.0	10.0
91050	897.0	464.0
100271015	0.0	0.0
106481500	0.0	0.0
645638	146.0	299.0
645651	0.0	0.0
344760	0.0	0.0
