id	c3479764-edbf-49ba-afd0-9d7981b715c0	9f78aa72-143a-4277-bfdf-e1677822f8b7
6096	80.0	38.0
6095	1280.0	1586.0
91272	1303.0	2160.0
147727	732.0	2202.0
387638	0.0	1.0
100528030	7.0	18.0
101928638	0.0	0.0
100528032	13.0	6.0
100421271	0.0	0.0
100506697	43.0	11.0
100506696	72.0	221.0
91298	391.0	1055.0
100528007	0.0	0.0
123775	58.0	63.0
91289	4734.0	4920.0
399656	0.0	0.0
100506686	230.0	305.0
100506685	3.0	2.0
100528016	1.0	3.0
100528017	34.0	16.0
100528018	0.0	0.0
100528019	0.0	1.0
100506681	6.0	10.0
91283	911.0	1963.0
100506680	0.0	6.0
387646	23.0	134.0
387647	0.0	0.0
387644	3.0	46.0
387640	24.0	137.0
100421295	22.0	83.0
387680	1983.0	2362.0
375686	34.0	38.0
123745	807.0	406.0
100506898	7.0	7.0
100506897	1.0	0.0
390992	0.0	0.0
54471	1911.0	4941.0
54470	533.0	2338.0
390996	0.0	2.0
390999	0.0	1.0
54475	640.0	2164.0
387338	1234.0	1556.0
54474	0.0	12.0
54472	3574.0	5124.0
389997	0.0	0.0
54478	32.0	774.0
54477	1287.0	2943.0
387332	0.0	0.0
54476	3183.0	4479.0
91404	1849.0	3177.0
91405	16.0	7.0
91408	1505.0	2353.0
91409	19.0	234.0
375346	270.0	124.0
100506888	0.0	0.0
389992	0.0	0.0
102724826	41.0	310.0
389990	0.0	1.0
102724827	105.0	219.0
54482	280.0	489.0
102724820	78.0	7.0
100506881	72.0	81.0
54480	4976.0	6059.0
387328	1.0	1.0
387325	1.0	6.0
145497	11.0	2.0
400866	0.0	2.0
387323	1.0	2.0
387321	0.0	1.0
54487	1197.0	3169.0
387322	0.0	1.0
375350	2.0	1.0
723809	641.0	57.0
338391	12.0	7.0
91433	261.0	1629.0
338396	0.0	17.0
387363	0.0	0.0
387364	0.0	0.0
338398	2.0	0.0
387361	0.0	0.0
102724816	0.0	0.0
338399	0.0	0.0
387362	0.0	0.0
54492	2657.0	6965.0
54491	1206.0	387.0
54490	0.0	0.0
54497	1938.0	1925.0
54496	950.0	1839.0
448835	0.0	1.0
54495	2457.0	2544.0
448834	1.0	67.0
387359	0.0	0.0
387357	346.0	57.0
54499	3444.0	4474.0
121498	0.0	0.0
54498	716.0	2348.0
170463	2037.0	2145.0
157489	88.0	169.0
338382	1368.0	1358.0
390980	158.0	215.0
338388	0.0	0.0
448831	0.0	2.0
400841	9.0	19.0
91419	221.0	625.0
91452	1537.0	2372.0
338376	2.0	1.0
145447	14.0	18.0
100313532	1.0	2.0
91442	85.0	571.0
375387	1535.0	729.0
91445	1874.0	2946.0
107080554	0.0	0.0
133482	0.0	1.0
100506874	30.0	107.0
100506872	0.0	0.0
169436	19.0	44.0
170425	0.0	39.0
133491	1.0	0.0
91464	0.0	3.0
100506866	113.0	653.0
400892	1.0	2.0
400891	2.0	1.0
91461	1056.0	773.0
145483	280.0	127.0
145482	311.0	427.0
338339	57.0	5.0
100506810	44.0	46.0
338328	2704.0	78.0
100506815	0.0	2.0
326337	0.0	0.0
326339	0.0	0.0
338321	1.0	4.0
338322	0.0	1.0
338323	11.0	2.0
338324	0.0	4.0
341965	0.0	0.0
326341	0.0	0.0
326340	0.0	3.0
326343	6.0	5.0
326342	27.0	12.0
54407	14129.0	20335.0
8710	214.0	60.0
100506834	33.0	27.0
8711	308.0	1073.0
54413	160.0	142.0
8703	2708.0	2717.0
101410540	0.0	0.0
8704	2076.0	4592.0
101410541	0.0	1.0
8701	85.0	56.0
101410542	0.0	1.0
54414	3177.0	2502.0
8702	1155.0	4668.0
100506835	20.0	21.0
101410543	7.0	2.0
8707	144.0	40.0
101410544	4.0	4.0
8708	17.0	23.0
101410545	0.0	0.0
101410546	0.0	0.0
8705	699.0	844.0
8706	801.0	537.0
326315	1.0	3.0
326317	0.0	1.0
8721	8108.0	9331.0
8722	3225.0	1495.0
8720	7612.0	10414.0
101410537	0.0	6.0
101410538	1982.0	2129.0
341947	0.0	196.0
8714	2392.0	2923.0
8715	0.0	1.0
100506826	6.0	30.0
8712	1.0	0.0
8718	225.0	614.0
101410533	26.0	43.0
101410534	0.0	0.0
326325	0.0	3.0
101410535	16.0	51.0
8717	1199.0	1805.0
54429	6.0	36.0
101410536	0.0	1.0
326307	433.0	462.0
8732	993.0	1303.0
8733	5343.0	6009.0
8731	1535.0	2552.0
54431	5007.0	10122.0
400836	1.0	0.0
170487	40.0	292.0
54435	27.0	37.0
54434	6275.0	5193.0
400831	62.0	8.0
54433	554.0	858.0
400830	0.0	0.0
54432	1547.0	1172.0
54439	813.0	1184.0
8725	2404.0	9290.0
8726	509.0	1305.0
54438	1550.0	2293.0
54437	114.0	206.0
8723	1454.0	1951.0
326310	59.0	145.0
8724	7584.0	6689.0
54436	2151.0	549.0
8729	6779.0	8571.0
100337589	0.0	0.0
170485	1.0	4.0
8727	4028.0	4471.0
8728	2682.0	1851.0
170482	14.0	1.0
8740	302.0	165.0
8743	7981.0	23479.0
8744	543.0	232.0
8741	2986.0	549.0
8742	3534.0	855.0
102724868	0.0	0.0
102724866	1.0	0.0
54442	1706.0	3552.0
54441	16.0	64.0
54440	3662.0	898.0
400823	27.0	11.0
102724862	0.0	0.0
54443	401.0	6450.0
8736	394.0	138.0
8737	2759.0	2320.0
8735	12.0	2.0
326300	0.0	10.0
8738	410.0	996.0
8739	20.0	40.0
8751	8675.0	8048.0
8754	10155.0	9465.0
8755	1.0	0.0
102724853	0.0	0.0
54453	4580.0	9500.0
255512	33.0	71.0
54457	3.0	19.0
54456	14.0	50.0
554049	1.0	2.0
54455	1483.0	1851.0
54454	617.0	1223.0
8747	11.0	7.0
8748	5.0	12.0
8745	211.0	19385.0
54458	4217.0	4565.0
400818	433.0	584.0
8749	0.0	0.0
8761	8655.0	9165.0
6100	175.0	367.0
8760	4485.0	6267.0
6102	1498.0	1471.0
8766	7096.0	7182.0
6101	3.0	0.0
8763	12429.0	18998.0
6103	641.0	577.0
8764	3706.0	1535.0
54460	1706.0	4049.0
54464	1860.0	3302.0
54463	816.0	342.0
54462	3330.0	3229.0
54461	5241.0	6472.0
54468	1066.0	1699.0
54467	2580.0	5105.0
54466	10.0	16.0
54465	385.0	1057.0
255520	915.0	1314.0
8759	0.0	0.0
8756	0.0	7.0
54469	2703.0	2298.0
8772	263.0	583.0
8773	3087.0	2092.0
8771	0.0	0.0
8776	1308.0	4922.0
8777	2305.0	1033.0
8774	1194.0	1285.0
8775	4696.0	2594.0
101928566	0.0	0.0
8767	1804.0	983.0
6120	1258.0	3738.0
101928571	6.0	5.0
8784	206.0	792.0
6122	109792.0	126886.0
8781	27.0	0.0
6121	0.0	6.0
8787	260.0	120.0
6124	61672.0	110278.0
6123	6.0	65.0
8788	1.0	0.0
8785	3.0	3.0
6126	13.0	9.0
8786	213.0	134.0
6125	37829.0	42285.0
101928578	101.0	183.0
8780	2966.0	5213.0
6117	3935.0	12256.0
8778	180.0	38.0
6119	433.0	1145.0
6118	1652.0	2927.0
8794	997.0	34.0
8795	5870.0	7042.0
6130	49833.0	117767.0
8792	271.0	330.0
6133	19308.0	13995.0
6132	57705.0	97908.0
8793	2185.0	162.0
8798	906.0	1279.0
6135	37174.0	32221.0
8799	1149.0	1839.0
6134	58249.0	86910.0
8796	1044.0	113.0
6137	41568.0	87379.0
8797	891.0	1587.0
6136	23099.0	47853.0
100421307	0.0	1.0
101735302	58.0	274.0
8790	515.0	689.0
100134444	3.0	2.0
6128	25587.0	46495.0
8789	3.0	28.0
6129	23580.0	37464.0
6142	13626.0	40607.0
6141	27222.0	41368.0
100421311	1.0	8.0
6144	10127.0	8637.0
6143	48326.0	58417.0
100421313	0.0	3.0
6146	11627.0	11176.0
6145	1.0	1.0
6148	0.0	0.0
6147	18302.0	26210.0
100421318	0.0	0.0
100421319	0.0	0.0
100337590	0.0	0.0
100337591	1.0	1.0
6139	1044.0	2276.0
6138	33260.0	32223.0
6152	17385.0	25414.0
6155	23740.0	28150.0
6154	12346.0	18955.0
100421324	1.0	1.0
6157	32352.0	42678.0
6156	24048.0	33931.0
6159	22324.0	26655.0
6158	31011.0	28592.0
100421328	1.0	0.0
6150	876.0	1440.0
101928527	291.0	403.0
6164	18805.0	15666.0
6163	19.0	3.0
6166	8150.0	5741.0
6165	16650.0	101457.0
6168	27330.0	28418.0
6167	24551.0	52217.0
100421338	0.0	0.0
6169	12011.0	17232.0
101928536	0.0	0.0
6160	27435.0	47638.0
101928537	0.0	2.0
6161	31429.0	34689.0
100421331	0.0	1.0
6175	57209.0	147315.0
6174	33.0	50.0
6176	58702.0	101362.0
101928545	70.0	56.0
6171	9314.0	16276.0
6170	4433.0	14469.0
6173	2061.0	13214.0
6172	127.0	192.0
100421340	0.0	0.0
100421341	0.0	5.0
100421354	0.0	0.0
6185	20830.0	34436.0
101928550	3.0	21.0
6188	44680.0	73502.0
6187	37486.0	77588.0
100421357	0.0	1.0
6189	17847.0	18230.0
101928555	46.0	8.0
6182	520.0	1537.0
6181	28497.0	41850.0
6184	17820.0	21647.0
101928559	0.0	1.0
6183	833.0	4076.0
100421350	0.0	33.0
100421351	1.0	7.0
100421353	0.0	1.0
6197	5381.0	6274.0
6196	10715.0	1147.0
6199	1794.0	2126.0
6198	1307.0	1790.0
6191	47842.0	126434.0
6193	25477.0	35648.0
6192	10401.0	1744.0
91373	1711.0	6085.0
6195	5320.0	3681.0
6194	64039.0	145389.0
390916	720.0	3253.0
145407	366.0	487.0
100421363	2.0	2.0
100421376	0.0	0.0
100421379	1.0	0.0
91369	3333.0	3367.0
91368	467.0	1104.0
652489	1.0	0.0
390924	14.0	26.0
389901	4.0	11.0
390928	4.0	652.0
390927	167.0	824.0
100421371	3.0	5.0
100421374	14.0	15.0
389903	0.0	1.0
100421389	2.0	0.0
91392	180.0	434.0
389935	0.0	0.0
389932	0.0	81.0
100421384	8.0	18.0
100421398	2.0	5.0
100421399	0.0	0.0
101928513	14.0	1.0
91380	0.0	0.0
390904	1.0	2.0
145438	9.0	42.0
100421390	0.0	0.0
100421391	0.0	0.0
100421395	6.0	26.0
100421397	1.0	1.0
375316	23.0	12.0
375318	0.0	0.0
390963	28.0	68.0
375307	49.0	4.0
389941	66.0	29.0
389948	0.0	0.0
375337	0.0	0.0
377997	0.0	0.0
387316	0.0	0.0
121456	111.0	28.0
387317	0.0	0.0
121457	1467.0	1786.0
389976	2.0	0.0
375341	383.0	544.0
387319	0.0	0.0
375323	5.0	11.0
389970	0.0	34.0
390940	123.0	489.0
133418	2492.0	1655.0
390948	0.0	0.0
121441	738.0	2304.0
390949	0.0	1.0
652411	1.0	1.0
145370	2.0	2.0
102724954	1.0	1.0
54596	43.0	22.0
375484	546.0	855.0
91526	1589.0	681.0
133396	27.0	64.0
196951	85.0	133.0
91523	840.0	374.0
91522	254.0	97.0
121391	2.0	166.0
145376	28.0	30.0
400986	45.0	87.0
400984	3.0	0.0
196968	51.0	5.0
157378	1148.0	1960.0
723961	0.0	0.0
145389	649.0	516.0
157381	41.0	7.0
91543	813.0	1294.0
91544	984.0	677.0
102724923	0.0	2.0
652423	0.0	0.0
169355	9.0	5.0
400966	0.0	3.0
121364	0.0	0.0
400961	509.0	1413.0
157376	0.0	0.0
91574	640.0	1489.0
157313	72.0	2400.0
157317	3.0	6.0
147991	1373.0	1593.0
399495	3.0	4.0
159963	5.0	358.0
100506965	150.0	42.0
100506963	34.0	43.0
387495	0.0	0.0
387496	1132.0	267.0
387494	0.0	0.0
387491	0.0	0.0
387492	22.0	27.0
387486	0.0	0.0
157310	2659.0	51.0
100506994	30.0	40.0
338470	2.0	5.0
170302	5.0	5.0
204010	1.0	23.0
399473	142.0	245.0
399474	396.0	198.0
91584	1640.0	400.0
159989	1.0	31.0
91582	2016.0	1891.0
107126360	1.0	2.0
133383	271.0	302.0
100506930	278.0	2491.0
100820741	0.0	0.0
338448	0.0	0.0
8808	39.0	356.0
8809	369.0	101.0
54512	482.0	1319.0
54511	164.0	6.0
54510	885.0	484.0
54516	484.0	736.0
8802	2324.0	4588.0
8803	1301.0	1674.0
54514	0.0	0.0
8800	251.0	296.0
8801	2985.0	1836.0
8807	75.0	24.0
400916	1179.0	4274.0
54518	2618.0	546.0
8804	9646.0	14317.0
100506939	3.0	2.0
54517	534.0	2519.0
8805	1583.0	2223.0
8820	22.0	31.0
8821	1451.0	260.0
338440	352.0	989.0
338442	1241.0	968.0
8819	258.0	522.0
100820732	1.0	0.0
255620	1.0	0.0
54522	227.0	795.0
54521	1008.0	1995.0
54520	1626.0	2863.0
100820735	0.0	3.0
8813	1024.0	1310.0
170393	10.0	176.0
8814	174.0	154.0
170392	34.0	13.0
100506925	1.0	0.0
8811	14.0	61.0
8812	618.0	1043.0
8817	267.0	57.0
8818	1973.0	4125.0
54529	1526.0	3308.0
255626	0.0	0.0
8815	3372.0	6080.0
8816	3936.0	2423.0
170394	893.0	942.0
8831	1317.0	1369.0
8832	3572.0	1268.0
100506953	0.0	0.0
338433	0.0	0.0
338436	0.0	1.0
338427	0.0	0.0
338428	0.0	0.0
338429	0.0	0.0
54534	727.0	2354.0
54532	2821.0	1329.0
54531	1121.0	2506.0
54538	8450.0	954.0
8824	2967.0	5415.0
8825	466.0	87.0
54537	1075.0	1296.0
54536	1450.0	895.0
8822	1.0	106.0
8823	1.0	4.0
54535	691.0	968.0
8828	9219.0	13561.0
8829	11601.0	6690.0
8826	23918.0	25273.0
54539	2962.0	5150.0
8842	147.0	3160.0
8843	163.0	147.0
8840	859.0	9337.0
8841	2146.0	3253.0
100158257	0.0	0.0
54541	4756.0	3011.0
54540	874.0	1505.0
54545	2815.0	2795.0
54544	2.0	66.0
54543	5258.0	4420.0
54542	2484.0	5940.0
54549	1217.0	1179.0
8835	5461.0	2934.0
8836	551.0	2549.0
8833	2362.0	9270.0
8834	755.0	1580.0
54546	2.0	0.0
8839	6339.0	259.0
8837	10515.0	8628.0
8838	6.0	11.0
101928483	15.0	35.0
8850	1727.0	456.0
101928484	0.0	1.0
8853	1197.0	2363.0
8854	319.0	253.0
8851	114.0	1040.0
8852	1.0	0.0
400960	604.0	960.0
338412	0.0	2.0
338413	0.0	0.0
54552	614.0	1650.0
400957	2.0	0.0
54551	109.0	92.0
54550	42.0	98.0
196996	420.0	417.0
400955	3.0	1.0
400954	70.0	368.0
54556	575.0	579.0
54555	1385.0	6211.0
400952	11.0	5.0
54554	186.0	625.0
400950	33.0	3.0
8846	376.0	468.0
100820709	0.0	2.0
8847	88.0	233.0
54558	509.0	96.0
8844	2290.0	1054.0
54557	784.0	803.0
8848	21299.0	6918.0
196993	1.0	5.0
8861	3235.0	5352.0
101928492	100.0	404.0
8864	1689.0	1376.0
6201	16670.0	35230.0
6203	36985.0	39451.0
8862	879.0	231.0
101928496	0.0	0.0
8863	611.0	192.0
6202	39361.0	48636.0
723972	1.0	0.0
400946	20.0	135.0
400945	30.0	97.0
54567	2460.0	731.0
54566	332.0	2883.0
400941	4.0	2.0
8857	520.0	971.0
8858	2.0	14.0
54569	0.0	0.0
8856	22.0	22.0
54568	0.0	0.0
8859	482.0	507.0
8871	1336.0	1861.0
8872	1795.0	6772.0
6210	21559.0	39105.0
8870	11202.0	2419.0
100421500	0.0	0.0
8875	962.0	126.0
8876	295.0	55.0
8874	2576.0	2585.0
100421506	0.0	0.0
100421509	0.0	1.0
54570	0.0	0.0
400935	9.0	11.0
54574	0.0	0.0
54573	0.0	0.0
54572	0.0	0.0
400932	1.0	3.0
54571	0.0	0.0
54578	40.0	1024.0
255631	467.0	183.0
400931	43.0	65.0
54577	0.0	3452.0
54576	0.0	3.0
54575	0.0	2339.0
6205	54489.0	57572.0
100506915	16.0	5.0
8869	2051.0	389.0
6204	6373.0	7217.0
6207	16616.0	20484.0
6206	39315.0	54674.0
8867	1174.0	671.0
54579	0.0	0.0
6209	11311.0	31629.0
6208	36925.0	33500.0
170384	1586.0	1519.0
100506916	0.0	0.0
8882	2060.0	2667.0
8883	1040.0	3865.0
8880	3351.0	4858.0
8881	2182.0	2119.0
8886	3066.0	7970.0
6223	35391.0	91519.0
100421512	0.0	0.0
8887	6323.0	6775.0
6222	60872.0	64678.0
8884	1085.0	3264.0
6224	33152.0	34990.0
100421515	5.0	3.0
54581	134.0	223.0
54580	0.0	12.0
54585	921.0	1095.0
54584	293.0	1752.0
54583	2496.0	3885.0
54587	9566.0	4569.0
54586	3.0	1.0
8879	3581.0	8893.0
170371	1956.0	315.0
170370	5.0	3.0
8877	1138.0	1489.0
6218	25883.0	46181.0
6217	32808.0	83376.0
8878	16398.0	23058.0
6219	2.0	1.0
100506907	0.0	1.0
100506906	16.0	49.0
255649	1.0	0.0
6230	17519.0	22525.0
8893	1740.0	15203.0
8894	3198.0	8155.0
101928440	0.0	0.0
8891	923.0	864.0
6232	26092.0	39566.0
8892	910.0	1042.0
6231	2168.0	3976.0
8897	461.0	706.0
6234	9311.0	20887.0
8898	1938.0	3632.0
6233	20579.0	35570.0
8895	4878.0	7378.0
6236	8659.0	191.0
8896	1420.0	2237.0
6235	12470.0	12300.0
101928442	0.0	4.0
101928448	3.0	4.0
8890	1314.0	1694.0
280659	0.0	0.0
280657	0.0	3.0
280658	0.0	0.0
280655	2.0	1.0
253039	291.0	782.0
6227	12247.0	18064.0
6226	1.0	0.0
6229	34776.0	58943.0
8888	4126.0	3467.0
6228	27725.0	29152.0
6241	619.0	4354.0
6240	1734.0	15482.0
100421411	0.0	0.0
6242	784.0	3788.0
100421413	4.0	20.0
101928455	5.0	0.0
6244	0.0	0.0
6247	55.0	3.0
100421415	3.0	24.0
6246	0.0	0.0
280644	1.0	31.0
253044	0.0	0.0
6238	24626.0	24704.0
6237	3897.0	2050.0
8899	2421.0	3568.0
6239	3785.0	4892.0
6252	716.0	145.0
100421420	11.0	2.0
6251	5612.0	5068.0
100421422	6.0	2.0
6253	614.0	428.0
6256	7168.0	14432.0
100421424	0.0	0.0
6258	172.0	32.0
6257	2124.0	2710.0
100421428	0.0	0.0
101928469	1.0	0.0
100421429	1.0	1.0
280637	0.0	0.0
280636	2233.0	2893.0
253018	35.0	48.0
253017	1.0	0.0
253012	3.0	5.0
6249	5067.0	6187.0
6248	0.0	0.0
6263	67.0	129.0
100421431	2.0	2.0
6262	668.0	972.0
100421432	0.0	3.0
101928470	0.0	6.0
100421433	0.0	1.0
100421436	25.0	18.0
100421439	0.0	0.0
6261	439.0	6645.0
6260	1.0	4.0
6259	2185.0	4533.0
100421430	0.0	0.0
6274	154.0	79.0
6273	1381.0	17288.0
6276	15.0	302.0
6275	9528.0	2557.0
6278	1.0	45.0
6277	33471.0	35038.0
6279	6189.0	700.0
6272	11674.0	2632.0
6271	22.0	105.0
6285	511.0	71.0
6284	2015.0	1959.0
100421455	0.0	0.0
6286	672.0	55.0
6289	409.0	157.0
6288	906.0	618.0
6281	13296.0	8982.0
6280	17817.0	2223.0
6283	437.0	13.0
6282	20317.0	55255.0
123920	3372.0	2113.0
100421451	0.0	0.0
6296	844.0	176.0
6295	2.0	0.0
6297	510.0	386.0
6299	9.0	62.0
101928420	0.0	0.0
6290	0.0	0.0
6291	8.0	1.0
6294	3946.0	10583.0
6293	2344.0	2680.0
100421478	0.0	0.0
100421479	0.0	2.0
280664	4.0	11.0
54505	1681.0	1774.0
280660	0.0	0.0
54504	7533.0	1080.0
280661	7.0	12.0
54503	532.0	1651.0
54502	4391.0	2270.0
54509	187.0	320.0
123904	0.0	0.0
54508	68.0	14.0
100421473	0.0	0.0
54507	5265.0	767.0
100421487	0.0	0.0
133308	431.0	935.0
147945	0.0	0.0
123970	2.0	0.0
100421480	1.0	0.0
147947	390.0	271.0
147948	140.0	104.0
147949	167.0	106.0
100421484	0.0	0.0
100421485	0.0	0.0
100421498	2.0	10.0
100421499	0.0	0.0
101060006	1.0	1.0
101060005	0.0	0.0
101060004	0.0	0.0
100421495	0.0	0.0
100421496	0.0	0.0
351449	0.0	0.0
107126294	5.0	1.0
147965	445.0	1412.0
147968	66.0	361.0
107126289	0.0	0.0
107126287	0.0	19.0
101060039	0.0	0.0
121360	0.0	41.0
101060032	4.0	7.0
135924	0.0	0.0
135927	0.0	1.0
121355	63.0	18.0
147906	1008.0	602.0
135932	276.0	13.0
101060045	1.0	0.0
135935	0.0	0.0
101060040	0.0	0.0
147912	521.0	1139.0
135942	0.0	0.0
135941	0.0	1.0
121340	8.0	13.0
135946	0.0	0.0
135948	0.0	0.0
104326190	0.0	0.0
104326191	16.0	6.0
147923	233.0	621.0
147920	369.0	187.0
147929	108.0	228.0
104326192	0.0	1.0
104326193	0.0	7.0
375444	38.0	364.0
104326189	4.0	0.0
101060020	0.0	1.0
375449	4549.0	4823.0
104326188	0.0	6.0
121328	3.0	2.0
91653	1273.0	846.0
389762	0.0	0.0
351143	0.0	0.0
389761	0.0	0.0
390756	0.0	0.0
27087	30.0	20.0
27085	69.0	660.0
27086	5621.0	2403.0
389756	0.0	0.0
147429	15.0	0.0
27089	2403.0	2513.0
91646	4.0	16.0
91647	642.0	1011.0
642968	7.0	3.0
135458	7.0	24.0
390766	0.0	2.0
27098	56.0	5.0
27099	1.0	1.0
27097	1443.0	2202.0
389741	65.0	129.0
27090	2612.0	1470.0
27091	0.0	12.0
27094	51.0	512.0
27095	2232.0	1853.0
27092	145.0	111.0
642976	0.0	0.0
400629	0.0	18.0
27093	0.0	0.0
160428	1705.0	5658.0
375133	191.0	237.0
387122	0.0	0.0
390730	1.0	0.0
390732	0.0	25.0
390735	0.0	0.0
387119	475.0	214.0
27063	963.0	8.0
387117	0.0	0.0
27069	7747.0	16477.0
400612	7.0	0.0
27067	1629.0	1718.0
27068	1711.0	2248.0
221908	311.0	841.0
341799	0.0	0.0
400619	76.0	1060.0
642987	42.0	17.0
400618	7.0	2.0
400617	95.0	63.0
64065	4397.0	114496.0
91662	283.0	22.0
91663	45135.0	10274.0
64064	14.0	11.0
64067	55.0	38.0
64066	0.0	1.0
91661	336.0	784.0
91664	289.0	763.0
147463	792.0	399.0
387111	2.0	7.0
27076	442.0	1826.0
390748	5.0	0.0
27077	351.0	303.0
400604	45.0	40.0
27074	23961.0	4489.0
27075	5017.0	805.0
389766	4.0	1.0
387103	173.0	1622.0
387104	2.0	2.0
27079	214.0	1069.0
389763	0.0	1.0
341784	1.0	2.0
642996	0.0	1.0
27072	3438.0	3829.0
160419	1.0	3.0
64061	1999.0	1125.0
400609	0.0	3.0
160418	1151.0	6097.0
64063	460.0	134.0
27071	869.0	179.0
64062	2098.0	2317.0
91695	83.0	386.0
100313772	0.0	0.0
100313773	0.0	0.0
64078	84.0	608.0
100313770	0.0	0.0
64077	1429.0	901.0
91694	1084.0	4204.0
100313771	0.0	0.0
390790	1.0	1.0
221927	2013.0	4744.0
390792	4.0	2.0
400680	10.0	1.0
27043	3062.0	8099.0
27044	13906.0	22755.0
27042	759.0	3278.0
389799	22.0	1.0
100313778	0.0	0.0
100313779	0.0	0.0
64072	1369.0	193.0
100313777	0.0	0.0
27040	14.0	32.0
100313774	0.0	0.0
64073	683.0	2067.0
64087	2303.0	4893.0
221914	17.0	101.0
64089	309.0	390.0
100313781	0.0	0.0
91683	52.0	36.0
91689	1770.0	1098.0
100313780	1.0	0.0
245908	0.0	0.0
91687	142.0	1292.0
245909	0.0	0.0
400673	171.0	402.0
389792	397.0	1156.0
389791	1.0	11.0
387129	0.0	184.0
400668	5.0	4.0
389787	18.0	9.0
64081	319.0	238.0
64080	895.0	111.0
64083	5836.0	8414.0
64084	267.0	384.0
64098	2762.0	538.0
64097	802.0	133.0
400660	10.0	8.0
8909	16.0	13.0
27022	2.0	22.0
8907	3599.0	6369.0
341757	0.0	0.0
400658	12.0	34.0
8908	186.0	190.0
147407	2.0	0.0
27020	5722.0	8030.0
400657	235.0	419.0
27023	1.0	2.0
400654	0.0	0.0
64090	7.0	10.0
64092	2251.0	416.0
64091	102.0	134.0
8900	38.0	109.0
64094	2674.0	2038.0
8905	2176.0	1215.0
147409	0.0	97.0
64093	113.0	28.0
8906	1060.0	2946.0
64096	0.0	1.0
8904	4774.0	12621.0
221935	2241.0	2784.0
221937	3175.0	8725.0
221938	0.0	0.0
400652	2.0	4.0
400650	4.0	4.0
27039	4.0	12.0
27032	7629.0	11466.0
27033	68.0	60.0
27030	561.0	653.0
27031	332.0	477.0
27036	716.0	140.0
400645	0.0	0.0
27037	1176.0	2081.0
400644	2.0	0.0
27034	1421.0	1007.0
400643	5.0	489.0
27035	26.0	92.0
8912	1288.0	471.0
100313769	1.0	2.0
8913	56.0	25.0
8910	1377.0	1058.0
8911	60.0	77.0
8916	1979.0	554.0
8914	901.0	7975.0
8915	1758.0	941.0
245935	0.0	0.0
245936	0.0	0.0
245937	3.0	2.0
245938	0.0	0.0
8930	1636.0	2524.0
245939	0.0	0.0
221960	288.0	464.0
245930	0.0	0.0
245931	0.0	0.0
245932	0.0	0.0
245934	0.0	0.0
8929	0.0	0.0
8924	4683.0	6669.0
8927	105.0	158.0
8928	2.0	14.0
8925	5573.0	3976.0
8926	12.0	4.0
221955	1375.0	1421.0
8941	6.0	2.0
8942	847.0	401.0
375189	13.0	13.0
8940	22.0	69.0
245940	0.0	0.0
206338	3.0	9.0
375190	276.0	151.0
196446	7.0	5.0
8934	1912.0	2238.0
8935	4804.0	2160.0
196441	1080.0	1629.0
8932	3785.0	5500.0
8933	4767.0	15888.0
8938	183.0	84.0
8939	2502.0	7539.0
8936	460.0	2303.0
326105	0.0	1.0
245913	0.0	0.0
245915	0.0	0.0
221981	1014.0	188.0
245910	0.0	0.0
206358	1443.0	3515.0
245911	1.0	0.0
245912	0.0	1.0
196415	1.0	2.0
642909	0.0	2.0
642907	0.0	2.0
8945	1205.0	1745.0
54659	1.0	5.0
54658	0.0	25.0
8943	9693.0	20623.0
54657	0.0	3.0
8944	0.0	0.0
196410	279.0	120.0
245927	0.0	0.0
245928	0.0	0.0
6300	703.0	1141.0
245929	0.0	0.0
6302	2025.0	1115.0
6301	7360.0	5714.0
160492	1.0	1.0
54662	2333.0	3369.0
54661	7.0	1.0
54660	45.0	12.0
54665	838.0	1077.0
54664	2677.0	2861.0
54663	684.0	2329.0
8970	48.0	45.0
8971	4015.0	12551.0
101928363	3.0	3.0
8974	3280.0	2678.0
6311	2076.0	2975.0
8975	1412.0	3637.0
6310	3269.0	3573.0
91612	3192.0	2635.0
100421601	0.0	0.0
8972	197.0	44.0
8973	9.0	7.0
245972	581.0	69.0
245973	44.0	245.0
54677	699.0	902.0
54676	2162.0	4940.0
54675	2152.0	2407.0
147468	0.0	0.0
54674	397.0	22.0
6304	2045.0	961.0
6303	27327.0	10841.0
8968	1.0	2.0
6305	5476.0	5363.0
91603	565.0	1043.0
91608	45.0	121.0
6307	4212.0	3085.0
642924	21.0	17.0
8969	33.0	116.0
6309	1669.0	2372.0
91607	4740.0	2825.0
6320	1565.0	1061.0
6322	342.0	1027.0
8985	5317.0	6604.0
8986	2861.0	3587.0
64002	0.0	0.0
101928378	61.0	127.0
6324	891.0	342.0
64005	3338.0	833.0
6323	171.0	7.0
101928376	5.0	8.0
54680	828.0	1516.0
642938	20.0	15.0
54682	1609.0	7330.0
54681	1311.0	1390.0
196403	1068.0	2010.0
6315	0.0	0.0
6314	2246.0	1452.0
6317	320.0	614.0
8976	3322.0	4861.0
6319	28250.0	46076.0
6318	135.0	68.0
642935	29.0	6.0
8992	10024.0	7053.0
8993	30.0	2.0
6331	14.0	76.0
8991	10666.0	444.0
6330	1537.0	293.0
100421621	15.0	6.0
8996	803.0	1917.0
101928388	3.0	15.0
6332	3358.0	184.0
8997	1114.0	318.0
8994	3785.0	2530.0
6335	403.0	3316.0
8995	33.0	262.0
6334	30.0	570.0
