id	fc2fcb44-c5cb-4b1a-822d-552f32866fe3	a80301cb-eca4-4d79-99f9-d32a29c39b6b
60412	3257.0	4682.0
2840	216.0	39.0
100500851	0.0	0.0
100500854	5.0	7.0
2849	0.0	11.0
100500855	0.0	0.0
2848	1.0	0.0
394261	14.0	2.0
2847	25.0	46.0
347933	1.0	2.0
100500857	0.0	0.0
2846	1.0	0.0
100500858	0.0	0.0
394263	359.0	105.0
2856	0.0	0.0
100500849	0.0	0.0
2855	0.0	0.0
2854	1.0	0.0
2853	0.0	0.0
201595	7737.0	12783.0
2852	597.0	44.0
2850	196.0	894.0
100500840	0.0	0.0
100500841	0.0	0.0
100500842	0.0	0.0
100500843	0.0	0.0
100500844	0.0	0.0
2859	60.0	113.0
100500846	0.0	0.0
2857	203.0	57.0
100500847	0.0	0.0
2870	2196.0	2926.0
107105261	0.0	0.0
2867	306.0	17.0
107105265	0.0	0.0
60437	637.0	3398.0
2866	0.0	0.0
107105264	1.0	6.0
60436	930.0	3425.0
2865	2.0	0.0
107105263	0.0	3.0
2864	3.0	0.0
107105262	0.0	0.0
2863	468.0	46.0
2862	0.0	1.0
2861	87.0	50.0
347918	456.0	1433.0
107105266	0.0	3.0
2869	6046.0	788.0
2868	150.0	145.0
2880	0.0	0.0
60439	0.0	0.0
107105254	1.0	0.0
2878	40758.0	7710.0
2877	513.0	91090.0
107105253	9.0	20.0
2876	13223.0	10376.0
2875	33.0	97.0
2874	177.0	717.0
2873	4177.0	13968.0
2872	15049.0	10102.0
107105256	0.0	0.0
2871	5.0	9.0
347902	1073.0	538.0
107105259	0.0	0.0
2879	15092.0	20419.0
727682	0.0	0.0
727684	1.0	4.0
2892	11.0	17.0
2891	3.0	116.0
2890	411.0	27.0
727686	0.0	0.0
84419	240.0	555.0
2889	7750.0	6474.0
100500815	0.0	0.0
2888	148.0	1053.0
100500816	2.0	0.0
2887	2121.0	3460.0
100500817	0.0	0.0
2886	1177.0	3881.0
100500818	0.0	0.0
2885	7795.0	14875.0
100500819	3.0	0.0
2884	5.0	6.0
2882	362.0	2424.0
100642175	60.0	6.0
100642176	0.0	0.0
100500810	0.0	0.0
100500811	0.0	0.0
100500812	19.0	4.0
100500813	0.0	0.0
100500814	1.0	0.0
727676	0.0	0.0
107105271	0.0	0.0
727677	17.0	47.0
2899	30.0	12.0
84418	7388.0	3383.0
2898	14.0	230.0
60468	156.0	1959.0
84417	835.0	8.0
2897	18.0	15.0
2896	44524.0	41787.0
60467	0.0	0.0
100500808	0.0	0.0
2895	7.0	0.0
100500809	0.0	1.0
2894	268.0	98.0
2893	2.0	11.0
100500801	0.0	0.0
100500802	8.0	74.0
100500803	0.0	0.0
23603	10616.0	28726.0
100129507	0.0	0.0
23604	5368.0	982.0
23605	0.0	0.0
23606	0.0	1.0
23607	2725.0	5066.0
23608	4680.0	12635.0
23609	1247.0	2349.0
286527	9.0	148.0
286528	0.0	0.0
23600	194.0	246.0
23601	271.0	43.0
107048983	0.0	0.0
107048985	0.0	0.0
107048981	0.0	0.0
105369446	0.0	1.0
23614	0.0	0.0
23615	12.0	61.0
23616	849.0	6735.0
286530	172.0	49.0
23617	0.0	0.0
23619	0.0	1.0
23612	5876.0	3978.0
23613	2187.0	4891.0
286544	0.0	1.0
286550	0.0	0.0
286554	4.0	5.0
286555	0.0	0.0
286556	0.0	0.0
286557	0.0	0.0
105370445	1.0	0.0
441273	7.0	28.0
100463528	0.0	0.0
441272	280.0	863.0
100379667	0.0	0.0
100288998	0.0	0.0
441263	46.0	108.0
441261	2.0	5.0
100288984	0.0	0.0
441295	41.0	77.0
441294	9.0	23.0
100463500	0.0	0.0
100288979	4.0	0.0
286512	1.0	8.0
286514	0.0	1.0
60625	497.0	5777.0
441282	10.0	32.0
646377	0.0	0.0
100130579	2.0	1.0
646379	0.0	0.0
646378	0.0	1.0
23683	1973.0	5414.0
404281	39.0	226.0
100130572	0.0	0.0
646370	0.0	0.0
23682	329.0	4100.0
100129587	0.0	0.0
100129583	368.0	80.0
100129584	0.0	1.0
441218	2.0	11.0
100130566	0.0	0.0
100130564	1.0	0.0
100130562	1565.0	2307.0
100130561	33.0	183.0
441212	268.0	714.0
646382	0.0	0.0
100129570	0.0	1.0
404266	118.0	38.0
100130557	22.0	129.0
100130555	0.0	0.0
646390	0.0	0.0
441246	28.0	60.0
23666	270.0	346.0
23667	0.0	0.0
646392	0.0	0.0
23668	3.0	4.0
441251	0.0	2.0
441250	79.0	99.0
23660	640.0	1303.0
100129564	0.0	0.0
100129566	0.0	1.0
100129561	0.0	2.0
100130549	2.0	0.0
130500	0.0	0.0
100129557	0.0	1.0
23673	5000.0	2880.0
441238	5.0	1.0
130502	240.0	1181.0
23676	2.0	94.0
130507	1832.0	3337.0
23677	3625.0	9513.0
441234	0.0	0.0
23678	582.0	507.0
23679	0.0	1.0
23670	6407.0	4600.0
23671	8.0	6.0
100129556	1.0	0.0
100129555	0.0	5.0
23647	3117.0	6732.0
23648	3530.0	1207.0
100130539	7.0	1.0
23649	635.0	5943.0
129521	0.0	0.0
100130535	0.0	0.0
23640	2867.0	6733.0
23641	939.0	13281.0
23642	665.0	2988.0
23643	357.0	123.0
23644	2021.0	3445.0
23645	15367.0	5069.0
23646	22445.0	46693.0
100129543	9.0	167.0
23658	1143.0	3881.0
23659	2111.0	1499.0
286573	0.0	0.0
100130528	0.0	0.0
100130523	2.0	0.0
100130522	53.0	95.0
23650	2925.0	44420.0
23654	27216.0	27154.0
23657	271.0	14823.0
117532	54.0	61.0
117531	4.0	107.0
100130519	23.0	891.0
23625	1177.0	2036.0
23626	0.0	0.0
23627	52.0	8.0
100130514	0.0	0.0
441208	3.0	18.0
23620	0.0	4.0
23621	2552.0	2292.0
23623	1468.0	5639.0
23624	182.0	4511.0
23636	2593.0	9364.0
23637	2876.0	8051.0
23639	483.0	112.0
100129515	0.0	0.0
23630	22.0	8.0
23632	36.0	87.0
23633	4461.0	5277.0
23635	1150.0	1397.0
100129512	0.0	0.0
404201	160.0	134.0
404203	2.0	4.0
129446	1.0	1.0
404204	0.0	0.0
84569	0.0	1.0
60598	80.0	110.0
84561	624.0	6937.0
60592	2603.0	5501.0
84560	0.0	0.0
648947	11.0	1765.0
646300	6.0	18.0
100499469	0.0	0.0
100499468	0.0	0.0
100499466	152.0	317.0
727736	0.0	0.0
84559	0.0	0.0
84557	1391.0	1542.0
84553	256.0	5783.0
84552	283.0	1857.0
102465667	0.0	0.0
102465666	0.0	0.0
102465665	0.0	1.0
201617	2.0	2.0
100499457	0.0	0.0
727764	19.0	72.0
102465669	0.0	0.0
102465668	5.0	37.0
646309	705.0	491.0
201627	1247.0	2532.0
646324	176.0	24.0
201626	1696.0	1818.0
727758	23.0	264.0
201625	1376.0	33.0
648980	1.0	3.0
84572	3250.0	3708.0
646316	0.0	0.0
84570	4.0	5.0
345462	147.0	158.0
102465689	1.0	0.0
102465688	0.0	0.0
646330	1.0	1.0
102465684	0.0	0.0
102465683	0.0	0.0
2909	5291.0	7072.0
727701	17.0	2.0
727703	0.0	92.0
727704	0.0	2.0
201633	30.0	67.0
2900	137.0	20.0
2908	3947.0	4647.0
2907	12888.0	8820.0
2906	75.0	144.0
2905	61.0	52.0
2904	7.0	21.0
2903	29.0	13.0
345456	0.0	0.0
2902	25.0	57.0
2901	30.0	127.0
406894	0.0	0.0
406893	0.0	0.0
406896	4.0	3.0
406895	0.0	0.0
406898	0.0	0.0
646348	0.0	1.0
406897	0.0	0.0
102465695	0.0	0.0
646346	0.0	0.0
102465694	0.0	0.0
406899	0.0	0.0
102465693	0.0	0.0
406890	0.0	0.0
406892	0.0	0.0
406891	1.0	0.0
2911	5.0	161.0
201651	39.0	276.0
2919	14715.0	266.0
2918	5.0	9.0
102465691	0.0	0.0
2917	50.0	7.0
2916	18.0	27.0
2915	5.0	4.0
2914	9.0	55.0
2913	17.0	9.0
2912	12.0	44.0
404220	58.0	32.0
406883	0.0	0.0
406882	0.0	0.0
406885	0.0	0.0
406884	0.0	0.0
646359	0.0	0.0
406887	0.0	0.0
406886	39.0	12.0
406889	0.0	0.0
406888	0.0	0.0
23584	5049.0	476.0
23585	6405.0	6882.0
23586	914.0	1400.0
23587	1539.0	6077.0
23588	1152.0	3071.0
23589	3655.0	6700.0
406881	1.0	1.0
2922	21.0	10.0
2921	2238.0	100.0
2920	19190.0	534.0
23580	4446.0	3364.0
23581	0.0	2.0
23582	2470.0	2990.0
23583	895.0	4580.0
404217	817.0	624.0
2928	0.0	1.0
2926	4184.0	6893.0
2925	7.0	24.0
2923	16970.0	58474.0
646366	2.0	0.0
345430	1.0	5.0
406875	0.0	0.0
404216	0.0	8.0
23595	997.0	4458.0
23596	684.0	658.0
23597	2148.0	3372.0
96597	4.0	8.0
23598	2103.0	7976.0
100130584	0.0	0.0
100130581	132.0	271.0
646360	0.0	0.0
129450	379.0	1179.0
130429	0.0	0.0
2932	3159.0	11994.0
2931	3460.0	8021.0
23590	161.0	509.0
100129591	5.0	12.0
23591	0.0	0.0
23592	1381.0	3152.0
23593	2798.0	7669.0
23594	51.0	2191.0
727708	0.0	0.0
100499485	0.0	0.0
100129597	1.0	10.0
100499483	163.0	89.0
2939	989.0	79.0
2938	1736.0	14627.0
2937	1925.0	8335.0
100129594	0.0	0.0
100499481	0.0	0.0
2936	2654.0	40763.0
2935	9321.0	12566.0
2934	30496.0	147136.0
100129595	0.0	1.0
100288964	0.0	0.0
60509	1693.0	8047.0
60506	0.0	0.0
2944	13.0	20.0
2942	0.0	17.0
2941	2026.0	20048.0
2940	233.0	70.0
2949	853.0	56.0
2948	715.0	2054.0
2947	1960.0	9133.0
2946	671.0	6289.0
60526	535.0	2309.0
2954	769.0	4540.0
2953	10.0	69.0
2951	2.0	0.0
2950	36043.0	79252.0
2959	1191.0	1810.0
2958	1662.0	4364.0
2957	1585.0	5263.0
2956	1710.0	18209.0
100288948	0.0	0.0
60529	1.0	46.0
60528	2853.0	8335.0
2966	77.0	82.0
84504	3.0	2.0
2965	1437.0	4586.0
84503	172.0	365.0
2964	0.0	1.0
2963	957.0	2685.0
2962	4591.0	11445.0
2961	1078.0	6911.0
84502	238.0	30.0
2960	442.0	2806.0
84501	652.0	664.0
2969	1316.0	2913.0
2968	74.0	363.0
2967	976.0	2740.0
2980	61.0	3.0
2977	1179.0	249.0
2976	2431.0	9759.0
2975	4799.0	11437.0
2974	16.0	185.0
2972	1840.0	5304.0
2971	3557.0	10658.0
2970	51.0	160.0
2979	48.0	114.0
2978	0.0	1.0
154442	5.0	40.0
2990	4865.0	6485.0
225689	1499.0	308.0
84519	53.0	793.0
84518	229.0	1093.0
60559	5316.0	4457.0
100500914	0.0	0.0
2987	8631.0	12164.0
60558	1033.0	1963.0
84525	18255.0	3356.0
100500915	0.0	0.0
2986	4.0	3.0
84528	0.0	0.0
100500916	0.0	0.0
84527	403.0	855.0
100500917	0.0	1.0
2984	37.0	84.0
84522	2012.0	2895.0
100500918	0.0	4.0
2983	588.0	2131.0
100500919	0.0	0.0
84524	235.0	2154.0
2982	770.0	1079.0
2981	9.0	5.0
84520	833.0	999.0
100500910	0.0	0.0
100500911	0.0	0.0
2989	2.0	0.0
100500913	0.0	0.0
2999	263.0	51.0
84515	227.0	5335.0
100500903	0.0	0.0
2998	6.0	9.0
84514	2098.0	2499.0
100500904	3.0	7.0
2997	2573.0	7531.0
84517	182.0	387.0
100500905	1.0	0.0
84516	3036.0	6529.0
2996	192.0	15.0
100500906	0.0	1.0
2995	2828.0	539.0
2994	4.0	0.0
100500908	0.0	0.0
84513	1524.0	6540.0
2993	1.0	1.0
100500909	0.0	0.0
2992	1943.0	4593.0
60561	799.0	2041.0
60560	708.0	2202.0
100500900	0.0	0.0
100500901	0.0	0.0
100288904	0.0	0.0
154467	287.0	2223.0
130497	291.0	250.0
84548	373.0	1116.0
84547	280.0	678.0
100500938	0.0	3.0
84549	883.0	3554.0
84546	0.0	0.0
84545	2733.0	3483.0
84542	569.0	2155.0
84541	184.0	73.0
727795	20.0	27.0
84529	159.0	1853.0
84536	103.0	440.0
84539	0.0	30.0
84532	2902.0	6775.0
84530	30.0	8.0
23729	284.0	1062.0
201288	0.0	3.0
201283	424.0	1653.0
23738	2.0	7.0
23731	5759.0	7221.0
23732	6.0	2614.0
201299	1.0	400.0
201292	1154.0	2998.0
201294	6789.0	1709.0
23704	96.0	102.0
23705	13515.0	3886.0
23708	643.0	1355.0
252840	1.0	3.0
252841	0.0	0.0
100288897	2.0	97.0
23710	6530.0	16585.0
100288892	0.0	0.0
100288885	0.0	0.0
100288870	0.0	0.0
100288868	1.0	12.0
100288861	0.0	0.0
84701	1243.0	363.0
252884	274.0	799.0
84700	16.0	2.0
129841	0.0	1.0
94086	11.0	76.0
117854	77.0	150.0
100130450	0.0	2.0
154807	3834.0	6060.0
100129460	68.0	216.0
359710	0.0	1.0
94081	720.0	9690.0
115201	984.0	971.0
100129468	0.0	0.0
100129464	0.0	6.0
286256	15.0	358.0
286257	1043.0	3895.0
100129459	0.0	17.0
100130447	0.0	0.0
129831	386.0	1009.0
646269	2.0	3.0
646262	0.0	0.0
286262	2154.0	2275.0
142827	3.0	4.0
100129452	0.0	0.0
646278	27.0	17.0
100130435	0.0	0.0
727800	281.0	1439.0
646270	0.0	48.0
154822	115.0	6.0
23782	0.0	0.0
23783	1.0	1.0
23784	0.0	1.0
23786	2810.0	11293.0
23787	12190.0	20570.0
646273	0.0	0.0
23788	2636.0	10052.0
359730	1.0	0.0
359731	0.0	0.0
23780	2261.0	4369.0
23781	0.0	0.0
345079	364.0	1199.0
154810	5480.0	6328.0
100129438	0.0	0.0
94097	588.0	1871.0
359737	0.0	0.0
359738	0.0	0.0
359739	0.0	8.0
646282	2.0	0.0
359736	0.0	1.0
359740	0.0	4.0
359741	0.0	0.0
359742	0.0	0.0
359743	4.0	7.0
139201	10.0	18.0
129804	219.0	60.0
129807	25.0	84.0
129880	486.0	512.0
23768	160.0	50.0
23769	12.0	86.0
129881	730.0	82.0
100130418	5.0	10.0
345062	0.0	6.0
286204	6.0	158.0
100129428	0.0	0.0
286205	1367.0	1215.0
100129427	0.0	0.0
23760	3329.0	9670.0
359748	0.0	0.0
100862854	0.0	0.0
286207	1032.0	274.0
359749	1.0	4.0
23761	1905.0	4836.0
100862855	0.0	0.0
23762	335.0	2307.0
23764	3658.0	5000.0
359744	0.0	1.0
100862850	1.0	1.0
23765	2922.0	4763.0
359745	0.0	0.0
359746	0.0	0.0
100862852	0.0	0.0
23766	0.0	0.0
23767	7241.0	1591.0
100862853	0.0	1.0
359747	0.0	0.0
359751	0.0	0.0
359752	3.0	1.0
359753	0.0	0.0
100129423	0.0	2.0
100130409	0.0	0.0
23779	99.0	1132.0
129870	0.0	0.0
100130405	0.0	0.0
100130402	0.0	0.0
23772	2.0	0.0
23774	2010.0	6518.0
359755	2.0	1.0
359757	0.0	0.0
359758	0.0	0.0
359762	0.0	0.0
359763	0.0	0.0
359760	0.0	1.0
23770	16719.0	22371.0
359761	9.0	117.0
129868	0.0	0.0
23746	0.0	0.0
102465502	1.0	25.0
102465501	0.0	0.0
100129407	0.0	0.0
102465500	0.0	0.0
286223	17.0	39.0
23749	0.0	0.0
100129403	0.0	0.0
345041	0.0	4.0
100129405	101.0	460.0
102465509	0.0	0.0
102465508	0.0	0.0
23741	7702.0	13370.0
102465507	1.0	0.0
23742	12.0	2.0
359766	0.0	0.0
23743	74.0	9.0
359767	0.0	1.0
102465505	0.0	0.0
130813	203.0	108.0
23744	1.0	0.0
102465504	1.0	7.0
130814	1530.0	4807.0
102465503	0.0	0.0
359774	5.0	9.0
359775	1.0	0.0
359776	0.0	0.0
359770	0.0	0.0
359771	0.0	0.0
359772	0.0	3.0
100129402	0.0	0.0
100129401	0.0	0.0
23757	4.0	1.0
102465513	0.0	0.0
23758	0.0	0.0
102465512	0.0	0.0
23759	1780.0	6716.0
102465511	0.0	0.0
286234	1.0	1.0
102465510	0.0	0.0
129852	134.0	18.0
347694	679.0	29.0
286239	0.0	0.0
23751	0.0	0.0
102465519	0.0	0.0
23752	6.0	18.0
23753	1068.0	2895.0
115207	7128.0	2209.0
359777	0.0	0.0
102465517	0.0	0.0
130827	94.0	704.0
359778	0.0	0.0
102465516	0.0	0.0
115209	697.0	1238.0
23755	1.0	2.0
359779	0.0	0.0
102465515	0.0	3.0
23756	1.0	0.0
102465514	0.0	0.0
359787	1.0	0.0
359781	0.0	0.0
359782	0.0	0.0
347689	69.0	11231.0
347688	13.0	38.0
102465524	0.0	0.0
94005	3328.0	9610.0
102465523	0.0	4.0
102465522	1.0	1.0
102465521	0.0	3.0
102465520	0.0	0.0
94009	9.0	14.0
727866	0.0	0.0
57060	1444.0	1854.0
102465528	0.0	2.0
102465527	0.0	0.0
57062	9775.0	14288.0
102465526	0.0	0.0
727865	8.0	22.0
102465525	0.0	4.0
84687	3500.0	7215.0
727859	2.0	0.0
84689	299.0	84.0
84688	2752.0	19.0
139135	1.0	2.0
84684	2.0	2.0
84681	1371.0	2129.0
84680	1141.0	2162.0
102465535	0.0	0.0
102465534	0.0	0.0
102465533	0.0	0.0
102465532	0.0	0.0
102465531	0.0	0.0
102465530	0.0	1.0
727856	0.0	7.0
727857	0.0	0.0
727851	76.0	139.0
102465539	0.0	4.0
102465538	0.0	0.0
102465537	0.0	0.0
102465536	0.0	0.0
84679	852.0	4087.0
84676	18.0	3.0
84675	67.0	5.0
140123	0.0	0.0
84678	1729.0	4037.0
84677	0.0	0.0
84672	0.0	0.0
84671	505.0	510.0
84674	1080.0	290.0
84673	0.0	0.0
152101	0.0	0.0
152100	524.0	1535.0
94027	15.0	159.0
94026	0.0	1.0
94025	1477.0	303.0
129787	1043.0	3171.0
57088	1374.0	564.0
127124	0.0	0.0
57089	367.0	1094.0
57082	67.0	2251.0
57084	0.0	0.0
57085	2767.0	2480.0
152118	1.0	15.0
152110	556.0	29.0
154790	14.0	21.0
154791	349.0	987.0
646201	0.0	34.0
57091	284.0	49.0
94015	363.0	785.0
57092	5166.0	16804.0
646202	5.0	28.0
57097	353.0	3457.0
57099	405.0	1326.0
727879	0.0	0.0
57093	0.0	0.0
166752	98.0	5.0
57094	35.0	29.0
57095	2160.0	3276.0
57096	53.0	37.0
139163	0.0	0.0
84698	367.0	361.0
84699	0.0	2.0
84694	0.0	0.0
84693	303.0	556.0
100499563	2.0	0.0
84696	23.0	527.0
84695	218.0	967.0
84690	0.0	2.0
84692	8.0	5.0
84691	0.0	31.0
130752	446.0	177.0
646213	0.0	0.0
100130495	10.0	24.0
646208	1.0	54.0
94039	352.0	747.0
94031	2211.0	917.0
94030	148.0	190.0
100130484	0.0	0.0
94033	0.0	0.0
94032	3.0	139.0
727810	0.0	0.0
100130481	0.0	0.0
100130480	0.0	18.0
115196	301.0	1038.0
727805	0.0	2.0
139105	2.0	0.0
646218	0.0	0.0
347744	75.0	55.0
347741	0.0	9.0
646231	0.0	0.0
154743	345.0	1500.0
130773	2.0	7.0
727842	0.0	1.0
100129480	48.0	32.0
100129482	474.0	1204.0
727837	0.0	0.0
347736	325.0	57.0
347733	28.0	916.0
347732	18.0	17.0
347735	4743.0	11648.0
347734	2547.0	10317.0
347731	1.0	0.0
646243	0.0	0.0
94059	488.0	301.0
347730	6.0	216.0
646249	0.0	0.0
201305	65.0	20.0
100130466	0.0	1.0
727833	0.0	2.0
727835	1.0	0.0
100130462	0.0	0.0
94056	2853.0	7968.0
100130461	0.0	1.0
727830	0.0	0.0
727832	0.0	1.0
140100	0.0	0.0
727826	29.0	58.0
727828	0.0	0.0
100129472	0.0	0.0
347720	0.0	0.0
100288841	0.0	0.0
60626	5062.0	12007.0
347717	0.0	18.0
347716	4.0	646.0
101154644	0.0	0.0
152195	293.0	161.0
100288831	0.0	1.0
164153	1.0	10.0
105370141	0.0	0.0
347704	0.0	0.0
347703	1.0	0.0
347706	0.0	0.0
152189	744.0	767.0
347705	2.0	0.0
347702	0.0	0.0
152185	441.0	3759.0
347701	1.0	1.0
100288827	0.0	5.0
100288825	0.0	0.0
57000	21.0	142.0
57001	333.0	1602.0
84618	2.0	0.0
84617	8001.0	14072.0
84619	381.0	919.0
57007	730.0	7025.0
84624	82.0	79.0
84627	220.0	245.0
84626	448.0	1608.0
57002	355.0	1081.0
57003	6227.0	12282.0
84620	249.0	115.0
84623	28.0	8.0
57004	0.0	0.0
84622	183.0	1551.0
100288814	2.0	12.0
57010	78.0	20.0
57017	1771.0	3319.0
84614	739.0	2586.0
57018	4712.0	14797.0
57019	2026.0	3489.0
84616	0.0	0.0
84612	1894.0	1058.0
57016	839.0	21473.0
96626	0.0	0.0
100288805	26.0	28.0
100288801	0.0	17.0
100288802	0.0	1.0
57020	2373.0	5107.0
164127	0.0	8.0
166785	633.0	473.0
84639	2.0	31.0
84647	34.0	1.0
84649	506.0	323.0
60678	1107.0	5475.0
60677	2.0	3.0
84648	7.0	754.0
60676	23.0	12.0
84643	0.0	0.0
60675	81.0	3.0
139170	0.0	267.0
101154686	0.0	0.0
84645	220.0	243.0
60674	4910.0	13441.0
57026	21.0	71.0
60673	1460.0	2582.0
152138	0.0	1.0
60672	1211.0	2021.0
152137	3454.0	7568.0
252946	0.0	0.0
84641	3637.0	10355.0
252948	5.0	4.0
84640	1729.0	1679.0
252949	0.0	0.0
154796	750.0	2458.0
96610	128.0	376.0
164118	2.0	1.0
84629	6228.0	12815.0
84628	87.0	485.0
727897	5510.0	400.0
57030	25.0	32.0
84636	3.0	1.0
252950	0.0	0.0
252951	0.0	0.0
252952	0.0	0.0
57035	1288.0	3484.0
84632	471.0	857.0
60686	463.0	797.0
84631	16.0	2098.0
57037	750.0	1459.0
84634	1.0	22.0
60685	4418.0	14901.0
105370183	0.0	1.0
57038	1587.0	5133.0
60684	1376.0	2604.0
60682	505.0	1876.0
60681	1361.0	21244.0
84630	4.0	168.0
60680	4.0	111.0
252953	0.0	0.0
252954	0.0	0.0
139189	0.0	2.0
252955	0.0	0.0
252956	0.0	0.0
57045	2120.0	7952.0
84669	1630.0	4317.0
84668	729.0	2551.0
84665	2.0	3.0
57047	9.0	4.0
84664	0.0	0.0
84667	4.0	32.0
84666	0.0	24.0
84661	1568.0	7363.0
84660	17.0	27.0
84662	3915.0	1065.0
648809	1.0	21.0
648822	0.0	2.0
57053	92.0	110.0
57054	0.0	0.0
57055	0.0	0.0
57050	1932.0	2368.0
166793	180.0	393.0
84658	234.0	19.0
84657	65.0	29.0
84659	34.0	1339.0
84654	0.0	4.0
57057	2.0	41.0
84656	4271.0	5758.0
84650	1606.0	2066.0
84651	6.0	64.0
100132917	0.0	0.0
100132918	0.0	1.0
252983	534.0	1667.0
441073	38.0	94.0
100132920	0.0	0.0
100132923	6.0	59.0
100132929	0.0	3.0
100288797	0.0	0.0
441056	0.0	0.0
441066	0.0	0.0
252995	130.0	376.0
441061	0.0	5.0
100132932	0.0	0.0
100132938	0.0	0.0
100288785	0.0	0.0
441094	221.0	437.0
100132940	0.0	0.0
252968	0.0	0.0
252969	1012.0	1399.0
100132948	13.0	7.0
100132949	0.0	0.0
286310	4.0	0.0
404093	3352.0	3264.0
286319	737.0	1535.0
100288772	0.0	0.0
441027	595.0	1261.0
441026	1.0	7.0
441024	664.0	939.0
441032	169.0	233.0
84803	520.0	4892.0
164091	1208.0	2102.0
100132963	0.0	0.0
100132965	2.0	0.0
100132967	0.0	0.0
152098	33.0	28.0
100288757	0.0	1.0
100132973	0.0	0.0
100132978	3.0	3.0
100132979	0.0	0.0
359803	3.0	1.0
359804	4.0	0.0
100288742	0.0	0.0
359806	0.0	0.0
84816	208.0	920.0
359800	1.0	3.0
84818	1524.0	1745.0
441046	43.0	85.0
84817	1314.0	5496.0
359802	0.0	0.0
84823	2836.0	13132.0
57205	846.0	1088.0
441054	323.0	81.0
84824	13.0	13.0
441051	4.0	14.0
441050	21.0	117.0
84820	174.0	340.0
100132987	23.0	7.0
57209	490.0	587.0
100288739	9.0	4.0
84809	748.0	1773.0
84808	24.0	356.0
57210	2404.0	925.0
84804	377.0	2350.0
100288730	96.0	95.0
84807	357.0	335.0
441034	17.0	52.0
84812	194.0	290.0
57215	1604.0	2170.0
84811	1087.0	3045.0
57216	349.0	9377.0
57217	6839.0	5530.0
84814	65.0	15.0
100132992	0.0	3.0
57211	1864.0	756.0
100132994	0.0	0.0
57212	1415.0	2379.0
57213	1576.0	1449.0
100132995	0.0	2.0
57214	314.0	1361.0
105370242	0.0	0.0
286365	0.0	0.0
100130338	0.0	0.0
100129348	0.0	0.0
100130335	2.0	13.0
648791	68.0	1666.0
359822	0.0	21.0
100129347	7.0	7.0
286370	0.0	0.0
404037	0.0	0.0
100130327	0.0	0.0
100129337	0.0	1.0
130728	4.0	2.0
286380	0.0	0.0
100129331	0.0	0.0
100130319	0.0	0.0
404024	1.0	0.0
404026	0.0	0.0
100129329	0.0	1.0
100130313	0.0	0.0
441009	2.0	2.0
100130311	162.0	422.0
100130310	0.0	0.0
130733	258.0	189.0
359844	0.0	0.0
359845	1770.0	1036.0
727914	1.0	4.0
727915	0.0	0.0
100129325	1.0	3.0
100129320	8.0	1.0
646168	10.0	7.0
100129319	1.0	3.0
100130307	8.0	12.0
100129315	0.0	0.0
100130302	0.0	0.0
727910	2104.0	2334.0
100130301	1.0	0.0
345193	23.0	13.0
130749	8.0	2.0
646164	0.0	0.0
727909	1.0	6.0
727905	0.0	0.0
100129308	0.0	0.0
646177	0.0	0.0
100129306	0.0	0.0
646171	6.0	5.0
646175	0.0	0.0
646174	5.0	2.0
115123	576.0	346.0
286333	16.0	32.0
286336	579.0	290.0
115106	464.0	9427.0
100306975	1.0	0.0
115111	23.0	3.0
286343	876.0	1626.0
286348	0.0	0.0
646193	4.0	0.0
100886964	20.0	13.0
646192	6.0	18.0
646196	11.0	29.0
646195	2844.0	2873.0
100534599	8.0	0.0
130700	0.0	0.0
100306951	62.0	870.0
100534595	49.0	116.0
100132911	0.0	0.0
100534592	3.0	2.0
100534593	46.0	103.0
286362	0.0	0.0
100132916	0.0	219.0
100240709	2.0	10.0
129684	1.0	90.0
57180	286.0	838.0
129685	1455.0	4149.0
100240707	3.0	8.0
727982	0.0	144.0
57185	2542.0	2208.0
727987	0.0	0.0
57186	3884.0	1505.0
57187	2593.0	12306.0
57188	742.0	172.0
57181	639.0	2706.0
94122	54.0	6695.0
57182	1680.0	2263.0
727984	8.0	7.0
94121	601.0	856.0
94120	1421.0	265.0
57184	730.0	1637.0
359795	0.0	0.0
359797	0.0	0.0
359798	0.0	0.0
359791	0.0	0.0
100009613	0.0	0.0
57189	2109.0	3394.0
359792	5.0	19.0
127018	560.0	1889.0
359793	0.0	5.0
100240711	0.0	2.0
100240712	0.0	5.0
100240710	0.0	0.0
345258	1.0	1.0
100240713	0.0	0.0
94115	0.0	0.0
57190	8864.0	17094.0
727970	2.0	3.0
57191	100.0	90.0
166614	236.0	363.0
57198	1241.0	3673.0
57192	2674.0	1660.0
359799	0.0	0.0
57194	2251.0	255.0
727969	0.0	0.0
84798	1079.0	8353.0
140004	0.0	0.0
84793	94.0	705.0
84792	537.0	2617.0
84795	258.0	319.0
84791	320.0	851.0
84790	3678.0	15595.0
154661	65.0	7.0
154664	603.0	7625.0
166647	1166.0	4059.0
127003	2225.0	14.0
127002	179.0	510.0
115019	6747.0	766.0
100130396	0.0	0.0
102465429	0.0	0.0
102465428	0.0	0.0
142680	9.0	53.0
100130391	1.0	0.0
115024	1440.0	11784.0
142679	229.0	394.0
648729	4.0	8.0
142678	1659.0	2342.0
347894	0.0	0.0
102465436	0.0	3.0
94137	22.0	2.0
727991	7.0	7.0
102465435	0.0	0.0
102465434	0.0	0.0
102465433	0.0	0.0
102465432	0.0	0.0
