id	9ccbd5f1-d73c-4e77-b876-4cca362218b7	f3bc810a-edc7-4412-9e09-006c0bcf2550
643669	1.0	0.0
340192	0.0	0.0
643680	10.0	3.0
197196	0.0	0.0
56033	1.0	21.0
401551	175.0	32.0
83657	139.0	31.0
83656	6.0	4.0
83659	495.0	45.0
283989	545.0	583.0
83658	5398.0	6282.0
401548	2809.0	934.0
56034	1274.0	2670.0
283987	800.0	198.0
256369	0.0	0.0
401546	760.0	8.0
83655	1.0	1.0
283985	1.0	10.0
283982	9.0	0.0
283981	3.0	5.0
643677	1.0	5.0
83650	1.0	0.0
197187	56.0	32.0
449520	1.0	0.0
401541	127.0	422.0
401540	0.0	0.0
83639	0.0	20.0
83638	1316.0	1588.0
256380	143.0	106.0
449518	0.0	0.0
83648	1721.0	59.0
401537	12.0	0.0
83647	0.0	0.0
83641	8097.0	3056.0
401535	1.0	2.0
83643	1853.0	2638.0
401533	1.0	0.0
643689	3.0	6.0
283971	0.0	1.0
83640	440.0	523.0
283970	2.0	2.0
114826	463.0	256.0
114827	197.0	121.0
378706	0.0	0.0
378707	0.0	0.0
378708	127.0	139.0
339184	1.0	2.0
339186	0.0	0.0
56052	715.0	513.0
114821	133.0	76.0
114822	91.0	22.0
114823	744.0	1028.0
114824	1.0	2.0
114825	736.0	597.0
643699	20.0	10.0
340168	0.0	0.0
114815	7.0	37.0
114817	0.0	0.0
114818	286.0	163.0
114819	18.0	23.0
339175	652.0	635.0
56063	277.0	382.0
653017	0.0	0.0
56061	1574.0	1849.0
56062	192.0	25.0
114814	41.0	26.0
83667	608.0	394.0
83666	7201.0	4715.0
83660	366.0	1106.0
340156	62.0	18.0
83661	681.0	80.0
114804	132.0	80.0
114805	616.0	27.0
340152	35.0	101.0
339168	0.0	0.0
114800	167.0	16.0
114801	918.0	872.0
93010	2112.0	206.0
114803	520.0	458.0
83697	0.0	3.0
81034	1176.0	980.0
81035	4050.0	3115.0
83696	1103.0	1270.0
83699	2408.0	478.0
81037	4895.0	4597.0
83698	5.0	0.0
401588	104.0	49.0
83693	1234.0	635.0
81030	124.0	107.0
83692	2711.0	1408.0
81031	808.0	887.0
83695	994.0	2192.0
81033	45.0	0.0
83694	51.0	17.0
340146	2.0	29.0
83690	389.0	411.0
81027	101.0	3.0
81029	174.0	302.0
653042	0.0	0.0
653045	1.0	0.0
81025	2.0	0.0
401577	56.0	215.0
22877	1646.0	1620.0
22878	2422.0	1159.0
22879	1474.0	1858.0
22870	1619.0	2093.0
22871	34.0	42.0
22872	8179.0	9376.0
22873	686.0	722.0
22874	284.0	156.0
22875	4244.0	477.0
22876	574.0	1000.0
10899	5234.0	5037.0
10898	509.0	668.0
10891	370.0	20.0
136540	0.0	0.0
10890	7637.0	16937.0
10893	645.0	27.0
10892	1032.0	1185.0
136541	0.0	0.0
10895	0.0	0.0
342426	1.0	0.0
10894	1739.0	79.0
10897	2085.0	2300.0
10896	4.0	3.0
22888	526.0	446.0
22889	546.0	734.0
22880	732.0	1374.0
124540	854.0	1584.0
22881	580.0	310.0
22882	1430.0	1000.0
22883	4309.0	15848.0
22884	704.0	549.0
22885	1790.0	176.0
22887	2120.0	1755.0
342419	0.0	0.0
124538	0.0	0.0
124535	5.0	5.0
148523	220.0	634.0
283598	0.0	0.0
283596	55.0	60.0
283592	124.0	1.0
22856	1609.0	2530.0
161514	0.0	0.0
731424	113.0	32.0
22858	985.0	2147.0
22859	699.0	2068.0
22850	1089.0	829.0
22852	204.0	201.0
22853	1094.0	689.0
22854	501.0	21.0
10877	0.0	0.0
10876	0.0	1.0
100419909	0.0	0.0
10879	0.0	0.0
10878	23.0	50.0
148534	1381.0	295.0
104169670	6.0	0.0
104169671	0.0	0.0
100419903	4.0	1.0
283587	18.0	10.0
10871	616.0	117.0
10870	910.0	886.0
10873	304.0	256.0
10875	4268.0	3357.0
10874	12.0	468.0
22866	267.0	75.0
22868	1422.0	1144.0
22869	702.0	434.0
100309464	0.0	1.0
161502	88.0	12.0
100420901	0.0	0.0
22861	638.0	679.0
22862	4469.0	1720.0
22863	940.0	761.0
22864	963.0	1216.0
22865	23.0	11.0
10888	2.0	28.0
56203	57.0	11.0
643609	0.0	0.0
56204	1402.0	818.0
10887	2.0	3.0
124512	820.0	826.0
148545	0.0	0.0
283579	0.0	0.0
283578	1090.0	873.0
10880	0.0	0.0
283576	0.0	0.0
10882	2.0	39.0
10881	0.0	0.0
10884	1281.0	1345.0
283571	5.0	5.0
10886	2.0	4.0
10885	1243.0	959.0
22834	1194.0	1835.0
22835	447.0	300.0
22836	2348.0	1113.0
22837	2769.0	1461.0
101929059	12.0	0.0
22838	1066.0	1701.0
22839	2450.0	4976.0
100420910	0.0	4.0
100420916	0.0	0.0
22832	306.0	282.0
124590	2.0	15.0
10855	368.0	369.0
10857	7478.0	4775.0
10856	1509.0	2889.0
10859	491.0	762.0
10858	22.0	22.0
100126793	7.0	5.0
10850	0.0	0.0
643617	1.0	3.0
643615	1.0	0.0
100126791	7.0	3.0
22844	23.0	0.0
22845	850.0	1333.0
22846	393.0	500.0
22847	792.0	991.0
22848	1100.0	3072.0
22849	443.0	351.0
112597	395.0	629.0
100420920	0.0	0.0
100420921	0.0	0.0
100420924	0.0	0.0
124583	2272.0	2024.0
100420926	0.0	0.0
22841	1480.0	635.0
100420927	0.0	0.0
100419930	0.0	0.0
22843	23.0	14.0
10866	3989.0	2878.0
100420919	0.0	0.0
10865	709.0	1202.0
10868	658.0	663.0
10867	2278.0	3866.0
10869	1511.0	1064.0
10861	18.0	9.0
101929074	55.0	36.0
10864	2.0	0.0
101929071	0.0	0.0
10863	304.0	701.0
22813	0.0	5.0
22814	0.0	0.0
643641	253.0	165.0
22815	0.0	0.0
22816	0.0	0.0
22818	9543.0	7163.0
10829	0.0	0.0
100419945	0.0	0.0
83849	87.0	5.0
83855	86.0	373.0
10833	0.0	2.0
83854	14.0	8.0
83857	1291.0	853.0
10835	5.0	0.0
83856	234.0	157.0
10834	2.0	0.0
83851	2.0	10.0
10837	0.0	0.0
100419948	0.0	0.0
83850	936.0	31.0
10836	0.0	0.0
100419949	0.0	0.0
83853	153.0	46.0
10838	541.0	940.0
83852	756.0	503.0
124565	1773.0	3302.0
100419947	1.0	0.0
22808	1512.0	1127.0
22809	787.0	3680.0
101929082	0.0	0.0
101929083	0.0	0.0
10830	0.0	0.0
643637	1.0	0.0
22822	1120.0	3079.0
22823	1005.0	809.0
22824	239.0	1249.0
101929086	24.0	1.0
22826	6530.0	4540.0
22827	2993.0	3781.0
643653	0.0	1.0
22828	1467.0	1179.0
22829	0.0	0.0
112574	2354.0	1801.0
100419955	0.0	0.0
56241	22490.0	5152.0
100420946	0.0	0.0
56242	443.0	364.0
22820	6332.0	10151.0
22821	698.0	1145.0
100419950	0.0	0.0
10844	1905.0	1816.0
83844	1.0	0.0
10846	197.0	284.0
10845	1659.0	1540.0
10848	541.0	2805.0
56243	1887.0	6515.0
10847	3869.0	3674.0
56244	3.0	1.0
56245	11.0	0.0
10849	64.0	217.0
56246	5.0	0.0
643646	13.0	11.0
10840	58.0	16.0
10842	8.0	1.0
101929093	0.0	0.0
10841	1.0	1.0
643648	0.0	0.0
101929010	2.0	3.0
100420950	0.0	5.0
100420952	0.0	0.0
100419964	0.0	0.0
100419962	0.0	1.0
100271605	0.0	2.0
100419963	0.0	0.0
100271613	0.0	0.0
100271611	0.0	0.0
100419968	0.0	0.0
100271610	0.0	0.0
101929026	0.0	0.0
101929025	0.0	0.0
100419978	0.0	0.0
100420968	0.0	0.0
100419974	0.0	11.0
391458	0.0	0.0
100419971	0.0	0.0
100419972	0.0	0.0
100271601	0.0	0.0
100419979	0.0	0.0
100420972	0.0	0.0
100420975	0.0	0.0
100419989	0.0	0.0
391428	0.0	0.0
100419995	0.0	0.0
100419996	0.0	1.0
391436	0.0	0.0
161582	66.0	30.0
124599	99.0	26.0
101929052	0.0	0.0
391485	0.0	0.0
222611	4.0	9.0
100187716	0.0	0.0
391490	0.0	0.0
391496	0.0	0.0
22899	1662.0	300.0
391462	0.0	0.0
22891	340.0	202.0
22893	665.0	707.0
22894	2139.0	1439.0
22895	9.0	11.0
148581	0.0	0.0
22897	363.0	540.0
22898	2516.0	452.0
22890	1745.0	973.0
391470	0.0	0.0
391472	0.0	0.0
391475	0.0	0.0
101929008	6.0	16.0
222659	1.0	4.0
440894	17.0	8.0
222658	4303.0	3248.0
102724035	0.0	0.0
100271575	1.0	0.0
100271577	0.0	0.0
100271571	0.0	1.0
81175	0.0	2.0
81176	7.0	6.0
100271570	1.0	1.0
93145	374.0	1503.0
440888	0.0	0.0
222642	0.0	2.0
222643	21.0	21.0
401289	9.0	4.0
401288	9.0	27.0
401285	0.0	0.0
81166	0.0	0.0
100271564	0.0	3.0
81168	0.0	0.0
100271566	82.0	51.0
81169	0.0	0.0
81162	0.0	1.0
81163	0.0	0.0
100271563	0.0	0.0
81164	0.0	0.0
81160	0.0	0.0
391387	1.0	1.0
102724018	1.0	0.0
100271553	0.0	0.0
100271550	0.0	0.0
81196	0.0	0.0
100271552	0.0	0.0
100271551	1.0	0.0
81198	0.0	0.0
81191	0.0	0.0
81192	0.0	0.0
81193	1.0	0.0
81194	0.0	0.0
450232	1.0	2.0
401260	0.0	0.0
220001	9.0	14.0
222662	0.0	3.0
401265	12.0	10.0
222663	76.0	2425.0
220002	1543.0	1682.0
93166	832.0	382.0
401264	634.0	220.0
220004	122.0	38.0
100271539	0.0	0.0
401262	4.0	0.0
93164	159.0	74.0
100271547	0.0	0.0
100271549	0.0	1.0
81188	0.0	0.0
100271543	1.0	1.0
102724000	0.0	0.0
100271545	0.0	0.0
401258	24.0	3.0
81185	0.0	0.0
81187	0.0	0.0
81182	0.0	0.0
207063	906.0	820.0
440854	5.0	16.0
222698	47.0	24.0
222696	20.0	4.0
161497	0.0	9.0
100271529	6.0	2.0
222699	11.0	8.0
100271536	0.0	0.0
100271538	5.0	10.0
100271537	0.0	0.0
93190	70.0	10.0
283601	0.0	0.0
100271531	3.0	2.0
283600	1.0	0.0
220042	238.0	253.0
93183	711.0	723.0
100271518	0.0	0.0
100271517	1.0	1.0
93185	870.0	947.0
100271525	0.0	0.0
100271526	4.0	15.0
100271521	0.0	0.0
100271520	0.0	0.0
220032	1.0	1.0
100271523	0.0	0.0
100271522	0.0	0.0
100271507	0.0	0.0
100271506	0.0	1.0
100271516	0.0	0.0
100271510	1.0	2.0
220064	210.0	273.0
220047	0.0	0.0
100271503	0.0	0.0
10808	3188.0	4440.0
56130	28.0	161.0
10807	638.0	996.0
56131	108.0	118.0
56132	106.0	51.0
10809	2455.0	1490.0
220081	0.0	3.0
83756	14.0	27.0
10811	44.0	50.0
56137	80.0	1.0
10810	1066.0	274.0
83755	0.0	0.0
56138	27.0	0.0
83758	157.0	119.0
10813	599.0	692.0
56139	80.0	0.0
401207	166.0	132.0
220082	0.0	24.0
83757	0.0	0.0
83752	2805.0	3141.0
56133	82.0	521.0
10815	31.0	24.0
10814	1.0	0.0
56134	110.0	10.0
10817	112.0	156.0
56135	66.0	6.0
10816	0.0	0.0
283643	44.0	132.0
56136	5.0	0.0
643535	1.0	0.0
643536	0.0	0.0
22800	1573.0	1044.0
22801	142.0	5608.0
643550	0.0	9.0
22802	1.0	34.0
22803	4387.0	2758.0
440804	1.0	0.0
22806	729.0	1433.0
22807	338.0	521.0
10819	27.0	100.0
56140	0.0	0.0
10818	1630.0	1036.0
56141	12.0	1.0
56142	1.0	3.0
56143	12.0	0.0
83737	3007.0	1920.0
220070	0.0	0.0
10822	5.0	0.0
283638	476.0	1174.0
83744	268.0	256.0
10821	1.0	2.0
10824	10.0	11.0
83746	1288.0	1079.0
10823	0.0	0.0
83741	0.0	0.0
283635	3847.0	1797.0
10826	3331.0	532.0
220074	465.0	248.0
56144	42.0	5.0
10825	289.0	249.0
56145	41.0	5.0
83740	0.0	0.0
83743	968.0	1082.0
56146	6.0	1.0
10828	1.0	0.0
10827	1409.0	716.0
83742	3253.0	5029.0
56147	2.0	2.0
283631	1.0	1.0
10820	0.0	0.0
440836	483.0	454.0
643563	2.0	0.0
56154	2.0	0.0
81109	0.0	0.0
283629	27.0	10.0
56159	10.0	37.0
81115	0.0	0.0
81116	0.0	0.0
56155	98.0	16.0
283624	173.0	61.0
102724097	31.0	0.0
256006	10.0	8.0
56156	0.0	0.0
81113	0.0	0.0
56157	0.0	0.0
56158	2.0	0.0
81114	0.0	0.0
81110	0.0	0.0
440829	0.0	2.0
440823	48.0	315.0
440822	0.0	0.0
56163	0.0	3.0
56164	70.0	49.0
256021	27.0	114.0
56165	22.0	8.0
83759	536.0	687.0
56160	1364.0	1077.0
10800	1165.0	181.0
283617	0.0	0.0
81104	0.0	0.0
10802	1336.0	1296.0
10801	5583.0	6042.0
10804	8.0	1939.0
10803	9.0	2.0
56167	0.0	0.0
10806	1557.0	772.0
56168	0.0	0.0
56169	17.0	439.0
643582	0.0	0.0
643586	2.0	4.0
256076	1236.0	43.0
401253	8.0	0.0
56171	129.0	19.0
401251	1.0	1.0
56172	1848.0	5641.0
401250	0.0	0.0
81137	0.0	0.0
81138	0.0	0.0
83795	1.0	0.0
102724076	0.0	0.0
102724077	2.0	1.0
283688	0.0	0.0
401247	20.0	19.0
81136	0.0	0.0
283687	99.0	55.0
283685	0.0	0.0
93109	424.0	928.0
283682	10.0	3.0
100126825	0.0	0.0
93107	0.0	0.0
643596	3.0	3.0
56180	655.0	504.0
93100	801.0	1272.0
401242	0.0	0.0
256085	0.0	0.0
56181	2296.0	1521.0
81126	0.0	0.0
81127	0.0	0.0
83787	1700.0	1412.0
283677	3.0	2.0
401237	101.0	166.0
83786	881.0	1676.0
401236	97.0	13.0
283673	1.0	4.0
93134	1524.0	941.0
401233	0.0	0.0
401232	103.0	83.0
256051	358.0	166.0
81159	0.0	0.0
81155	0.0	0.0
81156	0.0	0.0
100271597	0.0	0.0
283663	21.0	14.0
81153	0.0	0.0
100271596	0.0	0.0
100271595	1.0	0.0
100271590	0.0	0.0
100271591	0.0	0.0
93129	586.0	1354.0
283659	365.0	74.0
100271587	0.0	1.0
100271589	0.0	0.0
81140	0.0	1.0
100271583	0.0	0.0
283652	0.0	0.0
283651	41.0	30.0
100271585	0.0	2.0
100271584	0.0	4.0
100271581	0.0	0.0
22998	17722.0	1086.0
22999	22.0	2.0
100151676	0.0	0.0
100151677	0.0	0.0
100151678	0.0	1.0
22990	2043.0	1601.0
100151671	0.0	0.0
100151672	2.0	0.0
22992	2399.0	3897.0
22993	1019.0	1000.0
100151674	0.0	1.0
22994	79.0	183.0
83903	5.0	47.0
22995	93.0	159.0
83902	0.0	0.0
22996	971.0	69.0
22997	12.0	29.0
100151670	0.0	0.0
100151686	0.0	0.0
100151687	0.0	0.0
100151688	0.0	0.0
100151682	0.0	0.0
100151683	0.0	4.0
100151684	0.0	2.0
100151685	0.0	0.0
100151681	0.0	0.0
56302	3.0	5.0
83901	0.0	0.0
342538	12.0	14.0
83900	0.0	0.0
56300	0.0	11.0
56301	1.0	1.0
124411	598.0	491.0
22976	321.0	490.0
22977	7.0	12.0
22978	1490.0	566.0
22979	451.0	227.0
22970	51.0	21.0
22971	2583.0	1664.0
22974	141.0	2447.0
83932	477.0	630.0
10998	164.0	51.0
83931	2275.0	2402.0
342527	232.0	23.0
148418	91.0	13.0
83933	96.0	186.0
124404	1.0	2.0
10999	619.0	2582.0
124401	151.0	209.0
124402	428.0	530.0
83930	3292.0	675.0
56311	6.0	0.0
10990	187.0	411.0
100126693	0.0	0.0
10992	6112.0	5853.0
606500	0.0	0.0
10991	10.0	26.0
10994	1515.0	1082.0
10993	53.0	472.0
22987	14.0	12.0
22989	91.0	8.0
22980	2504.0	2165.0
22981	165.0	154.0
22982	777.0	932.0
22983	5.0	14.0
22984	781.0	1052.0
22985	1876.0	2657.0
22986	2.0	0.0
58986	1383.0	1069.0
148423	804.0	559.0
58985	35.0	455.0
342510	246.0	108.0
283694	0.0	0.0
283693	3.0	1.0
283692	1.0	1.0
22954	730.0	1027.0
22955	1298.0	998.0
112487	1360.0	654.0
22950	1044.0	1419.0
391524	0.0	0.0
22952	1.0	1.0
22953	20.0	4.0
391526	1.0	0.0
10975	3873.0	2846.0
83953	6.0	0.0
10978	591.0	529.0
83955	13.0	14.0
10979	5899.0	2018.0
112495	1336.0	2572.0
10970	2274.0	8023.0
56339	820.0	651.0
10972	18481.0	14335.0
10971	14639.0	16726.0
10974	0.0	0.0
10973	1429.0	1722.0
401409	37.0	5.0
112479	456.0	352.0
112476	11.0	17.0
391530	0.0	0.0
83939	4791.0	3942.0
56341	20.0	3.0
391533	0.0	0.0
124460	918.0	1026.0
83935	326.0	264.0
83938	741.0	285.0
391538	0.0	1.0
83937	1515.0	3021.0
10987	2756.0	2628.0
83943	486.0	178.0
83942	0.0	1.0
10989	3135.0	4138.0
10988	4215.0	2693.0
56342	17.0	44.0
124454	633.0	713.0
56344	1.0	0.0
83941	1703.0	907.0
83940	903.0	915.0
643503	0.0	0.0
10981	2348.0	1227.0
112483	1805.0	1024.0
10980	2950.0	3323.0
10983	27552.0	12360.0
10982	4046.0	2415.0
643507	2.0	0.0
10985	2113.0	1841.0
10984	63.0	112.0
22932	671.0	654.0
22933	2389.0	2488.0
22934	851.0	1372.0
22936	2468.0	2219.0
22937	1721.0	1392.0
22938	2884.0	2554.0
112464	622.0	687.0
22930	2857.0	2878.0
22931	5487.0	4109.0
81309	0.0	0.0
391504	0.0	2.0
10954	1084.0	1003.0
10953	952.0	820.0
10956	7124.0	6761.0
81315	0.0	0.0
10955	10262.0	5381.0
391508	0.0	0.0
81316	0.0	0.0
10957	5982.0	6262.0
124446	7524.0	3872.0
81310	0.0	0.0
10959	14504.0	11556.0
22929	1918.0	2165.0
10950	2493.0	1019.0
10952	3189.0	4852.0
10951	1935.0	4191.0
22943	18.0	186.0
22944	582.0	519.0
22945	0.0	0.0
22947	0.0	0.0
22948	5929.0	8154.0
22949	1335.0	1684.0
83957	0.0	0.0
22941	700.0	100.0
83959	30.0	477.0
10965	747.0	391.0
391518	0.0	0.0
10964	6738.0	3468.0
81304	0.0	0.0
10966	489.0	598.0
10969	1539.0	1335.0
81300	0.0	0.0
10961	6115.0	5021.0
10960	5562.0	4967.0
643529	94.0	196.0
10963	3947.0	6401.0
10962	108.0	279.0
148479	666.0	1498.0
197407	227.0	289.0
391576	0.0	0.0
767599	0.0	0.0
767598	0.0	0.0
767595	0.0	0.0
767594	0.0	0.0
767597	0.0	0.0
767596	0.0	0.0
767591	0.0	0.0
767590	0.0	0.0
767593	0.0	0.0
767592	0.0	0.0
124496	0.0	0.0
124491	1348.0	685.0
391548	0.0	0.0
767588	0.0	0.0
767589	0.0	0.0
767583	0.0	0.0
767585	0.0	0.0
767580	0.0	0.0
767582	0.0	0.0
767581	0.0	0.0
474381	0.0	0.0
474384	0.0	0.0
391552	0.0	0.0
474383	0.0	0.0
474382	0.0	0.0
222701	0.0	0.0
767569	0.0	0.0
391559	1.0	2.0
767577	0.0	0.0
767579	0.0	0.0
767578	0.0	2.0
246705	0.0	0.0
767558	0.0	0.0
246704	6.0	1.0
207107	1852.0	41.0
767566	0.0	0.0
767565	0.0	0.0
767568	0.0	0.0
767567	0.0	0.0
767562	0.0	0.0
767561	0.0	0.0
767564	0.0	0.0
767563	0.0	0.0
474345	2.0	0.0
474344	5125.0	1066.0
474343	74.0	41.0
246717	0.0	0.0
100151647	0.0	0.0
100151648	0.0	0.0
246719	1.0	9.0
161406	2.0	4.0
100151649	0.0	0.0
100151643	0.0	0.0
100151645	0.0	0.0
100151640	5.0	5.0
100151641	0.0	0.0
246715	1.0	1.0
767557	10.0	6.0
606553	0.0	2.0
606551	8.0	9.0
474354	98.0	7.0
100151657	0.0	0.0
100151658	0.0	0.0
100151654	0.0	1.0
161436	9.0	3.0
100151655	0.0	0.0
391584	0.0	0.0
100151656	0.0	0.0
100151650	0.0	0.0
100151651	0.0	0.0
391589	22.0	14.0
100151652	0.0	0.0
100151668	0.0	0.0
391592	2.0	1.0
100151664	0.0	0.0
100151665	0.0	0.0
100151666	0.0	0.0
161424	878.0	706.0
100151667	0.0	1.0
391598	3.0	3.0
100151661	0.0	0.0
100151663	0.0	0.0
474338	20.0	18.0
474337	1.0	0.0
197370	2404.0	2174.0
220112	1.0	2.0
246744	0.0	0.0
220115	2.0	2.0
93273	24.0	111.0
100271459	0.0	0.0
100271458	0.0	0.0
81298	0.0	0.0
81299	0.0	0.0
100271457	0.0	0.0
100271456	0.0	0.0
100271451	1.0	1.0
81295	0.0	0.0
100271452	0.0	0.0
220108	245.0	298.0
220107	123.0	77.0
100271448	2.0	3.0
100271447	0.0	0.0
100271449	0.0	0.0
100271444	8.0	1.0
100271445	0.0	0.0
81285	2.0	28.0
81282	0.0	0.0
197350	3.0	2.0
246720	0.0	4.0
401399	34.0	5.0
401398	36.0	24.0
246721	0.0	0.0
220134	20.0	458.0
401397	2509.0	1677.0
246723	14.0	15.0
220136	163.0	143.0
401393	0.0	0.0
100271437	0.0	0.0
100271439	2.0	0.0
100271438	1.0	0.0
100271433	0.0	0.0
100271435	0.0	0.0
100271434	0.0	0.0
197342	32.0	117.0
246731	0.0	0.0
401387	0.0	2.0
100271419	0.0	0.0
102724127	0.0	0.0
246737	44.0	19.0
100271420	0.0	0.0
197358	337.0	284.0
199990	712.0	623.0
246785	43.0	48.0
105664404	0.0	0.0
100271408	0.0	0.0
100271407	0.0	0.0
440970	0.0	0.0
220158	2.0	1.0
283726	291.0	41.0
100271414	0.0	0.0
100887075	0.0	0.0
439990	58.0	16.0
100271411	0.0	0.0
100271410	0.0	0.0
220164	529.0	139.0
100271413	0.0	0.0
197320	233.0	131.0
439996	4.0	0.0
100887074	0.0	0.0
439992	89.0	23.0
100887073	0.0	0.0
197322	427.0	420.0
439994	72.0	29.0
102724105	159.0	243.0
220147	0.0	0.0
100271404	0.0	2.0
100887067	4.0	12.0
102724101	0.0	0.0
100271406	2.0	1.0
100271405	1.0	1.0
100271400	0.0	0.0
283711	0.0	1.0
100271402	0.0	0.0
197331	0.0	1.0
197335	157.0	130.0
440993	148.0	335.0
440992	80.0	73.0
161394	36.0	19.0
199964	43.0	9.0
8000	21.0	61.0
8001	2.0	18.0
246777	92.0	46.0
246778	25.0	20.0
606495	107.0	42.0
199974	8.0	29.0
8013	724.0	234.0
22911	842.0	764.0
439949	218.0	67.0
22913	5168.0	5769.0
643421	0.0	2.0
22914	7.0	14.0
22915	1420.0	307.0
439945	0.0	0.0
22916	2841.0	8093.0
731605	12.0	0.0
22917	5.0	1.0
10929	2818.0	2142.0
10928	2834.0	3712.0
56252	1836.0	1932.0
56253	282.0	212.0
401331	86.0	49.0
81207	0.0	0.0
83869	0.0	0.0
81208	0.0	0.0
81209	0.0	0.0
83877	3223.0	2315.0
56259	1956.0	1902.0
83876	13.0	19.0
81215	0.0	0.0
83879	95.0	397.0
10934	5.0	1.0
83878	240.0	36.0
283768	2.0	0.0
10933	15926.0	8254.0
10936	11.0	17.0
56254	2062.0	2424.0
83873	3.0	0.0
256148	0.0	0.0
81210	2.0	2.0
283767	0.0	0.0
56255	6137.0	2324.0
83872	1504.0	1787.0
10935	8000.0	3340.0
81211	0.0	0.0
56256	464.0	1564.0
10938	3694.0	1865.0
83875	53.0	28.0
83874	491.0	390.0
56257	1234.0	1765.0
22907	1628.0	1291.0
643414	0.0	0.0
439953	6.0	11.0
22908	4672.0	1107.0
83871	2684.0	2413.0
22909	474.0	217.0
283761	0.0	0.0
439954	0.0	3.0
643418	5.0	1.0
10930	18.0	3.0
439950	1.0	0.0
22921	1214.0	1023.0
8022	0.0	0.0
440926	93.0	100.0
22924	552.0	873.0
440925	42.0	0.0
8028	1019.0	666.0
22925	503.0	2514.0
8029	97.0	81.0
22926	3232.0	1684.0
439934	0.0	0.0
22927	487.0	449.0
8027	1601.0	1024.0
22928	3428.0	3161.0
439936	2.0	0.0
56261	3085.0	1190.0
56262	2254.0	6807.0
10939	1586.0	2280.0
401321	112.0	143.0
8021	2080.0	3409.0
83858	57.0	99.0
22920	2089.0	2183.0
56260	62.0	67.0
10943	1768.0	1515.0
56269	0.0	0.0
83866	0.0	0.0
81203	0.0	0.0
10942	490.0	374.0
81204	0.0	0.0
10945	7551.0	12083.0
83868	0.0	0.0
81205	0.0	0.0
10944	8811.0	4602.0
83867	0.0	0.0
10947	1110.0	1411.0
56265	113.0	1652.0
83862	1565.0	1126.0
401316	9.0	3.0
83861	988.0	661.0
283755	124.0	11.0
10946	3440.0	2819.0
56267	1310.0	1200.0
10949	4231.0	5186.0
81201	0.0	0.0
10948	1154.0	729.0
256158	47.0	48.0
83863	0.0	0.0
81202	0.0	0.0
22918	7754.0	3590.0
22919	6967.0	5288.0
439941	1.0	0.0
83860	689.0	532.0
8019	1043.0	1135.0
10941	0.0	11.0
643427	42.0	10.0
10940	109.0	182.0
8036	3244.0	2465.0
8034	967.0	436.0
440957	374.0	339.0
440956	0.0	0.0
440955	0.0	0.0
8038	89.0	3413.0
10907	1437.0	2130.0
10906	2222.0	1873.0
440952	64.0	26.0
10908	3855.0	1243.0
93210	1073.0	635.0
8031	16840.0	9154.0
256130	0.0	0.0
56270	2882.0	2513.0
56271	2202.0	1363.0
8030	3320.0	4426.0
10910	2138.0	1920.0
83899	0.0	0.0
81236	0.0	0.0
283748	2.0	1.0
10912	153.0	190.0
283747	2.0	1.0
10911	8.0	26.0
10914	6375.0	8330.0
256126	7.0	11.0
83895	0.0	0.0
10913	24.0	20.0
83894	144.0	30.0
10916	8348.0	4320.0
83897	0.0	0.0
401303	30.0	36.0
10915	775.0	988.0
283742	1310.0	1787.0
83896	0.0	7.0
83891	1986.0	519.0
83890	12.0	18.0
83893	0.0	0.0
81230	0.0	0.0
83892	4468.0	2524.0
22900	2019.0	1385.0
93202	0.0	0.0
22901	265.0	227.0
22902	1007.0	673.0
8045	671.0	257.0
22903	1653.0	754.0
22904	624.0	1128.0
22905	1034.0	740.0
8048	0.0	1.0
440944	231.0	197.0
22906	2092.0	1989.0
256144	0.0	0.0
10917	0.0	0.0
10919	1093.0	1724.0
83888	305.0	52.0
10921	2547.0	4482.0
283738	0.0	0.0
83887	1.0	7.0
10920	2126.0	1962.0
81226	0.0	0.0
10923	8302.0	7235.0
10922	978.0	1651.0
83889	0.0	0.0
81228	0.0	0.0
83884	0.0	2.0
56287	2.0	1.0
81221	0.0	0.0
56288	1785.0	3992.0
10924	921.0	582.0
10927	5024.0	5134.0
83886	14.0	245.0
81223	0.0	0.0
10926	273.0	614.0
81224	0.0	0.0
643447	1.0	2.0
643445	0.0	0.0
83882	75.0	87.0
83881	6.0	17.0
439965	8.0	7.0
643446	2.0	8.0
93233	70.0	31.0
256190	0.0	0.0
112401	1.0	0.0
106481976	0.0	0.0
8050	1221.0	806.0
106481977	0.0	0.0
106481974	0.0	0.0
401375	12.0	214.0
106481975	0.0	0.0
106481978	2.0	0.0
106481979	0.0	0.0
106481980	2.0	1.0
100271499	0.0	0.0
100271498	0.0	0.0
106481981	0.0	0.0
100271495	0.0	0.0
643459	0.0	0.0
81251	0.0	0.0
100271491	0.0	0.0
100271493	0.0	2.0
643470	0.0	0.0
643471	0.0	0.0
8061	46.0	387.0
8065	1907.0	992.0
81248	0.0	0.0
10901	383.0	394.0
10900	8.0	2.0
10903	401.0	317.0
81243	0.0	0.0
10902	1394.0	820.0
81244	0.0	0.0
100271487	4.0	3.0
10905	2203.0	2668.0
10904	2781.0	5844.0
81246	0.0	0.0
283796	0.0	0.0
100271483	0.0	0.0
81240	0.0	0.0
342574	17.0	0.0
100271486	0.0	0.0
100271485	0.0	0.0
81242	0.0	0.0
100271480	0.0	1.0
