id	f490e7cb-8d67-47af-85c0-5dd5c7139efd	a998a5b1-397d-4497-a58c-9b9e1c7f491e
100287470	0.0	0.0
10539	2160.0	4999.0
503641	0.0	0.0
503640	6.0	6.0
100873677	0.0	0.0
100873676	2.0	0.0
100873675	0.0	0.0
100873674	0.0	0.0
10531	3756.0	5892.0
493987	2.0	4.0
10534	781.0	1261.0
100873679	1.0	0.0
10533	2137.0	807.0
100873678	0.0	0.0
100873662	0.0	0.0
100873661	0.0	0.0
100873660	0.0	0.0
503628	0.0	0.0
442396	0.0	0.0
503627	0.0	0.0
100287463	0.0	0.0
503632	0.0	0.0
442388	0.0	0.0
503631	0.0	0.0
100287461	8.0	0.0
10549	1958.0	3421.0
503634	0.0	0.0
10548	308.0	359.0
503633	0.0	0.0
503630	2.0	0.0
100873666	0.0	0.0
100873665	0.0	0.0
200081	4788.0	4163.0
10541	6539.0	10540.0
100873664	0.0	0.0
10540	6021.0	4040.0
100873663	0.0	0.0
10542	3045.0	2715.0
100873669	0.0	0.0
100873668	0.0	0.0
10544	1205.0	2099.0
100873667	0.0	0.0
100873691	0.0	0.0
100131608	0.0	0.0
100131609	2.0	0.0
100873690	0.0	0.0
100873695	0.0	0.0
100873694	12.0	0.0
100873693	0.0	0.0
100873692	0.0	0.0
10514	2008.0	3604.0
10513	2939.0	2553.0
10516	6961.0	471.0
10518	100.0	1367.0
10517	39.0	13.0
10519	7223.0	2924.0
100131611	0.0	0.0
100873699	0.0	0.0
100873698	0.0	1.0
100873697	0.0	0.0
100873696	0.0	0.0
100131614	72.0	135.0
100131616	0.0	0.0
10512	3450.0	244.0
100873680	0.0	0.0
100033392	0.0	0.0
100873684	1.0	0.0
100873683	0.0	0.0
100873682	0.0	0.0
100873681	0.0	0.0
503647	0.0	0.0
503646	0.0	0.0
100287441	0.0	0.0
503648	0.0	0.0
10525	5128.0	15630.0
58503	0.0	0.0
10524	2132.0	1557.0
58505	2820.0	5794.0
10527	8240.0	9064.0
58504	188.0	111.0
10526	4068.0	1938.0
10529	9403.0	3207.0
10528	3016.0	7965.0
58500	708.0	663.0
100873688	0.0	0.0
100873687	0.0	0.0
100131623	4.0	5.0
100131624	0.0	0.0
100873686	0.0	0.0
100873685	0.0	0.0
10521	42384.0	17891.0
10520	632.0	439.0
58506	3196.0	2706.0
10523	1977.0	5212.0
58509	660.0	707.0
58508	6800.0	6636.0
10522	1086.0	877.0
100033398	2.0	0.0
100131629	0.0	0.0
100873689	0.0	2.0
442361	0.0	0.0
58513	1968.0	4428.0
58516	2658.0	1704.0
58510	0.0	1.0
58512	13.0	18.0
58511	336.0	25.0
58517	5508.0	4152.0
105371564	0.0	0.0
100131638	0.0	0.0
58525	2177.0	6680.0
58524	15.0	463.0
10505	608.0	821.0
58527	1239.0	1653.0
58526	4323.0	1248.0
10507	2809.0	3705.0
100131641	0.0	0.0
10509	4140.0	11995.0
58529	962.0	9.0
58528	2186.0	259.0
10501	299.0	437.0
10500	356.0	253.0
58530	0.0	1.0
442384	0.0	0.0
58538	4.0	108.0
58531	0.0	0.0
58533	3931.0	5527.0
100131656	2.0	0.0
100287404	0.0	0.0
100131661	6.0	1.0
503694	0.0	0.0
503693	79.0	5.0
493913	0.0	0.0
493911	172.0	75.0
751599	0.0	2.0
285033	188.0	209.0
100128017	0.0	0.0
442320	0.0	0.0
116412	48.0	39.0
442317	0.0	1.0
442318	0.0	0.0
442319	43.0	7.0
493901	0.0	0.0
100128015	0.0	0.0
100128010	11.0	11.0
493900	64.0	35.0
100128012	4.0	6.0
100128011	0.0	1.0
285045	0.0	1.0
442304	0.0	1.0
442308	1.0	2.0
285051	8.0	1.0
10590	14.0	0.0
10592	1119.0	2514.0
10591	624.0	1084.0
100873619	0.0	0.0
100873618	0.0	0.0
100873617	0.0	0.0
442334	0.0	0.0
100873616	0.0	0.0
10594	20507.0	15199.0
100873611	0.0	0.0
10595	304.0	0.0
10598	4527.0	10103.0
100873615	0.0	0.0
100873614	0.0	0.0
100873613	0.0	0.0
10599	0.0	0.0
100873612	0.0	0.0
100873608	0.0	0.0
100873607	0.0	0.0
100873606	0.0	0.0
100873605	0.0	0.0
442325	1.0	17.0
100873609	0.0	0.0
100873600	0.0	0.0
100873604	0.0	0.0
100873603	1.0	1.0
100873602	0.0	0.0
100873601	0.0	0.0
128434	1042.0	66.0
10570	42.0	751.0
116447	699.0	5169.0
116449	27.0	10.0
116448	40.0	0.0
10579	5665.0	7321.0
100873639	0.0	0.0
100873638	9.0	8.0
10572	1975.0	3554.0
100873633	0.0	0.0
100873632	0.0	0.0
10574	8638.0	16228.0
100873631	0.0	0.0
10573	1965.0	2955.0
100873630	2.0	0.0
10576	5207.0	10921.0
100873637	1.0	0.0
10575	6416.0	16943.0
100873636	0.0	0.0
10578	3903.0	50.0
100873635	0.0	5.0
10577	36878.0	8767.0
100873634	0.0	0.0
10581	9454.0	1690.0
10580	4332.0	193.0
116437	0.0	1.0
100873629	0.0	1.0
116441	566.0	235.0
100873628	0.0	0.0
100873627	0.0	0.0
116443	85.0	12.0
116442	130.0	9.0
116444	332.0	15.0
128414	5.0	1.0
100873622	0.0	0.0
100873621	0.0	0.0
10585	1687.0	1648.0
100873620	0.0	0.0
10584	85.0	12.0
10587	1621.0	863.0
100873626	0.0	0.0
10586	12.0	1.0
100873625	0.0	0.0
10589	2270.0	4360.0
100873624	0.0	0.0
10588	244.0	174.0
100873623	0.0	0.0
100873651	0.0	0.0
100873650	0.0	0.0
285016	287.0	8.0
503618	0.0	0.0
102466719	0.0	0.0
503614	0.0	0.0
100287495	2.0	1.0
10558	2753.0	3539.0
10557	690.0	802.0
10559	1581.0	395.0
10550	13733.0	2117.0
100873655	0.0	0.0
100873654	0.0	0.0
10552	5167.0	9638.0
100873653	0.0	0.0
10551	6762.0	621.0
100873652	0.0	0.0
10554	3700.0	1675.0
100873659	0.0	0.0
10553	3026.0	3767.0
128408	0.0	0.0
100873658	0.0	0.0
10556	1155.0	1307.0
100873657	0.0	0.0
10555	4252.0	1770.0
100873656	0.0	0.0
102466723	0.0	0.0
102466722	1.0	0.0
102466721	0.0	0.0
102466720	0.0	0.0
285025	500.0	3.0
100873640	0.0	4.0
102466728	0.0	0.0
102466727	0.0	0.0
102466726	0.0	0.0
102466725	0.0	0.0
102466724	2.0	3.0
10569	3228.0	1162.0
100287482	76.0	118.0
100287483	2.0	0.0
10568	130987.0	659.0
503612	0.0	0.0
100873649	0.0	0.0
503611	0.0	0.0
10561	2518.0	431.0
100873644	0.0	0.0
10560	1274.0	921.0
100873643	0.0	0.0
10563	36.0	42.0
100873642	0.0	1.0
10562	5.0	16.0
100873641	1.0	2.0
10565	4316.0	3913.0
100873648	4.0	1.0
10564	3488.0	4444.0
100873647	1.0	0.0
10567	3738.0	1463.0
100873646	0.0	2.0
10566	115.0	8.0
100873645	0.0	0.0
102466734	0.0	0.0
102466733	0.0	0.0
102466732	0.0	1.0
102466731	0.0	0.0
116369	44.0	1.0
574040	0.0	0.0
102466739	0.0	0.0
574042	0.0	0.0
102466738	0.0	0.0
102466737	0.0	0.0
102466736	0.0	0.0
102466735	0.0	0.0
100128094	0.0	0.0
116372	20.0	39.0
574036	247.0	32.0
574038	0.0	0.0
83479	1155.0	1050.0
116379	8.0	91.0
100128092	4.0	2.0
83478	2413.0	621.0
83473	258.0	20.0
83475	248.0	318.0
100128098	6.0	7.0
102466745	1.0	0.0
102466744	0.0	0.0
102466743	0.0	0.0
102466742	0.0	0.0
128344	4242.0	2.0
102466741	0.0	0.0
102466740	0.0	0.0
128346	4184.0	310.0
102466749	0.0	0.0
102466748	0.0	0.0
102466747	0.0	0.0
102466746	0.0	0.0
116362	150.0	485.0
100128083	0.0	0.0
83468	535.0	361.0
100128081	10.0	1.0
83461	64.0	695.0
128338	3464.0	2583.0
83464	1632.0	234.0
83463	169.0	207.0
83460	106.0	126.0
100189028	9.0	1.0
102466756	0.0	0.0
102466755	0.0	0.0
102466754	0.0	0.0
102466753	0.0	0.0
102466751	2.0	0.0
102466750	0.0	0.0
153339	5560.0	4004.0
116349	208.0	236.0
102466759	0.0	0.0
102466758	0.0	1.0
102466757	0.0	0.0
100128071	170.0	69.0
346562	0.0	0.0
647415	3.0	2.0
128322	0.0	0.0
1809	10789.0	1796.0
116337	0.0	0.0
153328	0.0	29.0
1800	3.0	8.0
100128061	0.0	0.0
100128060	18.0	38.0
100128062	0.0	0.0
1808	25652.0	1791.0
83483	459.0	5150.0
1807	33.0	1.0
1806	4684.0	531.0
1805	2434.0	409.0
83480	584.0	931.0
1804	367.0	1.0
1803	2994.0	1107.0
1802	790.0	2733.0
83482	1.0	1.0
1801	861.0	666.0
83481	816.0	4979.0
131965	472.0	381.0
1811	2.0	0.0
1810	4304.0	5361.0
143941	2.0	8.0
1819	1367.0	1179.0
1818	0.0	0.0
1817	0.0	0.0
1816	5.0	3.0
1815	13.0	26.0
100128054	2.0	1.0
1814	0.0	1.0
285084	0.0	36.0
1813	20.0	2.0
1812	169.0	1.0
100128055	4.0	2.0
647436	5.0	10.0
128387	881.0	522.0
131973	0.0	0.0
1822	10644.0	4340.0
1821	9.0	22.0
1820	520.0	483.0
100128041	3.0	0.0
1829	3903.0	5625.0
1828	1.0	4486.0
1827	5160.0	1896.0
285093	12.0	0.0
1826	9.0	1.0
100128043	0.0	2.0
1825	129.0	49185.0
100128042	0.0	0.0
1824	2014.0	45704.0
1823	2.0	1975.0
100128044	1.0	0.0
407977	10.0	2.0
407975	92.0	49.0
128370	5.0	0.0
128371	0.0	0.0
128372	0.0	0.0
1833	1.0	51.0
1832	3177.0	9015.0
1831	17883.0	937.0
1830	22.0	86954.0
574016	2.0	69.0
100128036	1.0	1.0
1839	9343.0	6174.0
1838	868.0	423.0
346528	0.0	4.0
1837	893.0	61.0
1836	3120.0	1025.0
346525	0.0	0.0
1834	1.0	7.0
100128033	1.0	0.0
346524	0.0	0.0
128366	0.0	0.0
100128029	0.0	0.0
128367	0.0	0.0
128368	0.0	0.0
574030	0.0	0.0
574031	0.0	0.0
574032	0.0	0.0
128360	0.0	0.0
574033	0.0	0.0
574034	0.0	0.0
1844	612.0	729.0
1843	33017.0	1667.0
1842	1535.0	256.0
1841	678.0	1526.0
1840	114.0	145.0
574028	0.0	3.0
574029	3.0	97.0
100128025	17.0	10.0
1849	3972.0	6360.0
346517	0.0	0.0
1848	15222.0	1924.0
1847	1673.0	2327.0
100128020	0.0	0.0
1846	1376.0	162.0
100128023	0.0	0.0
1845	8120.0	6294.0
153396	1110.0	554.0
1855	2274.0	4183.0
1854	2346.0	2261.0
100131671	1.0	0.0
1852	5.0	321.0
1850	2224.0	197.0
100131678	0.0	0.0
1859	4960.0	2019.0
1857	4198.0	18228.0
1856	1427.0	2099.0
724068	0.0	0.0
724067	0.0	0.0
202781	344.0	907.0
1861	2087.0	1887.0
100131688	0.0	0.0
1869	326.0	1025.0
724094	0.0	0.0
1880	966.0	273.0
1877	1002.0	1346.0
100131691	136.0	49.0
1876	536.0	1126.0
1875	521.0	269.0
83417	0.0	9.0
100131693	16.0	24.0
100327036	3.0	0.0
83416	51.0	60.0
200132	581.0	18.0
1874	3420.0	5354.0
1872	11.0	1.0
1871	953.0	969.0
1870	134.0	1258.0
1879	420.0	182.0
724087	9.0	3.0
1891	6247.0	5322.0
1890	4134.0	5749.0
83401	42.0	16.0
1889	10005.0	13368.0
724033	0.0	0.0
724032	0.0	0.0
724031	3.0	1.0
724030	0.0	0.0
58473	2521.0	83.0
58472	4262.0	5774.0
200149	0.0	0.0
58475	11509.0	958.0
724038	0.0	0.0
83439	2024.0	140.0
1896	449.0	465.0
58477	2091.0	6430.0
58476	4685.0	2260.0
1894	823.0	6759.0
1893	1264.0	6620.0
1892	4253.0	7677.0
58478	2059.0	4790.0
200150	24.0	3.0
724022	0.0	0.0
58484	1360.0	124.0
724026	0.0	0.0
58483	0.0	0.0
724025	0.0	0.0
165324	1289.0	2488.0
724024	0.0	0.0
58486	2348.0	1329.0
58485	4715.0	2900.0
724023	0.0	0.0
58480	2888.0	400.0
724029	1.0	2.0
200159	3.0	2.0
724028	0.0	0.0
724027	11.0	0.0
58488	1473.0	259.0
58487	3274.0	1702.0
200162	1764.0	434.0
58489	2352.0	9927.0
58495	312.0	192.0
724059	0.0	0.0
58494	4413.0	283.0
58497	1464.0	1491.0
58496	142.0	43.0
58491	437.0	223.0
58490	2315.0	2783.0
58493	1698.0	1288.0
58492	241.0	319.0
58499	1401.0	1445.0
58498	2.0	0.0
200172	73.0	38.0
83451	1181.0	3384.0
83450	1730.0	66.0
83452	1219.0	1003.0
153364	376.0	384.0
83448	880.0	773.0
200186	3123.0	2614.0
83447	0.0	0.0
200185	753.0	871.0
83449	44.0	48.0
83444	136.0	253.0
83443	3403.0	5048.0
83446	0.0	0.0
83445	4.0	2.0
83440	4502.0	4574.0
83442	14308.0	9513.0
114984	876.0	1069.0
114987	498.0	142.0
391603	2.0	0.0
10657	8710.0	8744.0
126969	1030.0	103.0
10656	919.0	120.0
10659	10511.0	439.0
10658	6495.0	6896.0
114990	1396.0	743.0
114991	1210.0	241.0
10651	1406.0	2822.0
10650	72.0	112.0
10653	13799.0	24918.0
10652	3354.0	10380.0
342667	10.0	27.0
10655	83.0	1746.0
643812	0.0	0.0
342666	14.0	2.0
10654	1739.0	2973.0
136306	55.0	60.0
126961	0.0	48.0
10668	871.0	238.0
10667	1197.0	605.0
643827	6.0	2.0
10669	7.0	1027.0
10660	6.0	1.0
10661	7.0	6.0
731220	6.0	45.0
138971	0.0	0.0
10664	3579.0	3522.0
10663	592.0	49.0
10666	885.0	13.0
731223	7.0	9.0
10665	0.0	6.0
136319	12108.0	17650.0
163933	9.0	19.0
317691	0.0	0.0
339005	215.0	46.0
10635	130.0	474.0
10634	1770.0	1362.0
10637	26.0	6.0
10636	1027.0	1145.0
10638	0.0	0.0
114971	1211.0	841.0
10631	1364.0	12667.0
643836	1056.0	741.0
10630	4572.0	2356.0
643837	547.0	735.0
10633	49.0	15.0
643834	0.0	0.0
10632	6726.0	7661.0
100124394	0.0	0.0
10645	3951.0	4436.0
10648	0.0	0.0
10647	0.0	0.0
148304	181.0	438.0
114960	1.0	0.0
10640	4809.0	4420.0
136332	202.0	8.0
10642	9.0	35.0
643847	0.0	0.0
10641	947.0	645.0
10644	1443.0	6224.0
10643	58.0	3686.0
317671	60.0	83.0
643862	0.0	1.0
391642	0.0	0.0
10609	444.0	2942.0
391647	5.0	4.0
10613	2736.0	5509.0
10612	1019.0	274.0
10615	247.0	1771.0
10614	1802.0	1405.0
10617	2069.0	2514.0
401525	0.0	0.0
10616	4650.0	3520.0
10618	24183.0	6924.0
643854	1.0	2.0
643853	143.0	125.0
643859	0.0	0.0
10611	5232.0	13484.0
10610	2940.0	4005.0
643872	2.0	1.0
643873	98.0	77.0
643870	9.0	6.0
317684	4.0	5.0
391655	0.0	1.0
391657	0.0	0.0
391656	4.0	2.0
317687	0.0	7.0
10623	1451.0	1020.0
10626	1330.0	3182.0
10625	8800.0	10170.0
10628	79575.0	9526.0
10627	28805.0	6389.0
10629	396.0	959.0
342618	53.0	2.0
643865	0.0	0.0
643866	202.0	142.0
10620	674.0	609.0
10622	96.0	516.0
10621	708.0	976.0
101954275	0.0	0.0
101954276	0.0	1.0
643880	0.0	0.0
101954273	0.0	2.0
643884	0.0	0.0
101954277	0.0	2.0
101954278	16.0	23.0
102464817	0.0	0.0
653203	0.0	0.0
391622	0.0	0.0
388011	160.0	7.0
83606	6306.0	7135.0
101954271	1.0	1.0
83605	2286.0	3699.0
101954272	3.0	0.0
83608	512.0	762.0
83607	2006.0	2144.0
151903	1729.0	1181.0
401507	0.0	0.0
317649	4055.0	225.0
391627	0.0	0.0
401505	659.0	1083.0
388007	0.0	0.0
317648	953.0	586.0
100419709	1.0	16.0
100419705	0.0	0.0
643875	0.0	0.0
401509	43.0	28.0
401508	0.0	0.0
101954264	0.0	0.0
138948	70.0	9.0
101954269	0.0	0.0
101954266	0.0	0.0
101954267	3.0	1.0
102464827	0.0	0.0
391630	0.0	0.0
102464828	0.0	0.0
317662	1554.0	1211.0
100419711	0.0	13.0
102464825	0.0	0.0
56000	651.0	3.0
391632	1.0	2.0
102464826	0.0	0.0
102464823	0.0	0.0
391634	67.0	115.0
102464824	1.0	0.0
56005	3264.0	2789.0
10602	3868.0	737.0
56006	1641.0	850.0
83604	3918.0	208.0
10603	267.0	225.0
10606	1909.0	14700.0
100419717	0.0	0.0
56001	0.0	0.0
10605	2572.0	2138.0
10608	4361.0	2069.0
10607	1737.0	3016.0
10600	3310.0	1605.0
101929254	0.0	0.0
102464831	0.0	0.0
391681	0.0	0.0
100420710	0.0	1.0
100419724	0.0	0.0
391686	1.0	0.0
100419725	0.0	0.0
100419722	0.0	0.0
102464836	0.0	0.0
102464837	0.0	0.0
102464834	0.0	0.0
102464835	0.0	1.0
148362	3286.0	3001.0
102464832	0.0	0.0
100271849	18.0	6.0
102464833	0.0	0.0
100419728	0.0	0.0
100419726	0.0	29.0
102464829	0.0	0.0
100419727	0.0	0.0
101929265	0.0	1.0
112399	523.0	521.0
112398	1733.0	540.0
100419735	0.0	0.0
391697	0.0	0.0
391696	1.0	0.0
100419733	3.0	0.0
388021	0.0	0.0
100419734	1.0	1.0
391698	1.0	2.0
100419731	0.0	0.0
100271836	75.0	46.0
100419732	0.0	0.0
100419730	0.0	0.0
100271846	0.0	0.0
388015	2.0	0.0
101954204	0.0	0.0
199953	650.0	2236.0
161357	2.0	2.0
100420734	1.0	1.0
100420737	0.0	0.0
100419742	0.0	0.0
100419743	65.0	1.0
731275	36.0	27.0
199920	729.0	7.0
222826	7.0	1.0
101929286	3.0	0.0
391670	1.0	0.0
391672	0.0	4.0
161342	5.0	1156.0
148398	72.0	8.0
100419758	51.0	2.0
100419751	11.0	0.0
124359	674.0	360.0
101929293	18.0	4.0
100420752	1.0	35.0
100420754	0.0	0.0
10691	1335.0	935.0
10690	10.0	61.0
101929212	72.0	42.0
101929218	0.0	1.0
388076	0.0	0.0
388077	0.0	3.0
100419764	0.0	0.0
199900	0.0	0.0
151963	1005.0	206.0
10693	119.0	48.0
10692	10.0	2.0
10695	3917.0	3520.0
10694	6765.0	6518.0
10699	222.0	48.0
101929221	2.0	0.0
100420763	1.0	0.0
101929225	2.0	1.0
101929222	9.0	12.0
100419777	0.0	0.0
100419776	0.0	0.0
148327	622.0	456.0
101929239	1.0	0.0
100419788	0.0	0.0
148345	35.0	2.0
101929238	0.0	3.0
220213	6141.0	762.0
10678	4313.0	1707.0
151987	3560.0	2330.0
10671	1835.0	929.0
10670	4906.0	2474.0
10673	1308.0	277.0
10672	6376.0	5949.0
10675	150.0	139.0
10677	421.0	134.0
100419793	0.0	0.0
100420784	3.0	1.0
100420786	0.0	0.0
101929247	0.0	0.0
100420787	4.0	0.0
101929244	0.0	57.0
220202	1.0	0.0
222865	442.0	31.0
10682	2293.0	4105.0
10681	1080.0	1702.0
10683	2.0	50.0
10686	237.0	799.0
136371	0.0	0.0
643803	0.0	0.0
10687	1400.0	52.0
100419682	0.0	0.0
100420678	21.0	117.0
222894	0.0	0.0
100419687	2.0	1.0
283807	37.0	54.0
653194	0.0	0.0
83598	1.0	0.0
83597	1.0	0.0
653199	50.0	29.0
83594	967.0	537.0
83593	5274.0	2552.0
83596	444.0	772.0
83595	2704.0	1316.0
83590	1067.0	2678.0
653190	128.0	1.0
653192	0.0	1.0
83592	106.0	283.0
83591	361.0	158.0
1909	2745.0	638.0
100420689	3.0	4.0
1908	14.0	0.0
161291	3491.0	6072.0
653188	0.0	0.0
653189	35.0	80.0
1907	132.0	8.0
1906	7345.0	183.0
197258	1115.0	495.0
1903	907.0	511.0
197259	1788.0	440.0
1902	1236.0	417.0
1901	8653.0	413.0
100420681	0.0	0.0
197257	472.0	264.0
449491	1.0	0.0
100420695	0.0	0.0
449493	0.0	0.0
449492	0.0	0.0
1910	11288.0	105.0
1917	43.0	257.0
1915	224913.0	164555.0
1912	6937.0	3223.0
1911	690.0	67.0
101929202	0.0	0.0
101929203	2.0	5.0
199899	0.0	0.0
148281	1.0	6.0
219287	11.0	0.0
161253	39.0	17.0
219285	4376.0	344.0
283849	767.0	260.0
283848	604.0	557.0
1932	5.0	3.0
283847	1.0	0.0
256227	6.0	1544.0
256223	0.0	0.0
1939	2936.0	2207.0
1938	78015.0	63134.0
1937	9.0	25.0
1936	4573.0	7327.0
1934	9.0	8.0
1933	10226.0	13582.0
161247	11.0	6.0
219293	176.0	58.0
1943	0.0	1.0
1942	8015.0	4172.0
256236	1900.0	221.0
1949	408.0	145.0
199870	1230.0	945.0
1948	6550.0	3344.0
1947	3169.0	8051.0
1946	750.0	1630.0
1945	186.0	1142.0
1944	37.0	1981.0
161271	0.0	0.0
1954	1896.0	1347.0
1953	1670.0	1456.0
1952	799.0	11624.0
1951	141.0	126.0
1950	163.0	26.0
283820	785.0	978.0
1959	1635.0	213.0
1958	10321.0	3712.0
1956	6438.0	22310.0
1955	4863.0	4365.0
1965	3734.0	6232.0
1964	3475.0	3847.0
199857	458.0	260.0
1962	893.0	947.0
1961	4.0	1.0
1960	468.0	157.0
220296	1.0	0.0
1969	5467.0	9612.0
1968	6865.0	6695.0
1967	2385.0	4649.0
114904	466.0	977.0
114905	934.0	10.0
114907	899.0	1156.0
114908	19286.0	15376.0
340094	0.0	0.0
643783	116.0	173.0
114900	9.0	1.0
653108	0.0	0.0
401450	0.0	0.0
114902	0.0	0.0
1975	14773.0	8614.0
1974	19217.0	25501.0
1973	699.0	312.0
283888	9.0	2.0
401447	0.0	0.0
653113	73.0	14.0
1979	11698.0	7658.0
1978	657.0	12821.0
1977	1801.0	3511.0
643790	5.0	2.0
1990	2.0	2.0
256281	1061.0	1021.0
1987	6.0	0.0
1986	2.0	6.0
1984	12177.0	21853.0
1983	11473.0	14012.0
1982	59286.0	41990.0
283876	116.0	102.0
1981	17215.0	77651.0
1980	44.0	4.0
283871	765.0	1392.0
283870	137.0	54.0
105375616	1.0	0.0
340075	293.0	183.0
340073	0.0	1.0
653125	4.0	0.0
401431	45.0	75.0
83528	3.0	1.0
1998	2368.0	2223.0
1997	6043.0	2066.0
283869	2.0	40.0
1996	18.0	17.0
401428	31.0	25.0
83538	1173.0	41.0
1995	6.0	2.0
401427	43.0	35.0
283867	35.0	4.0
1994	3923.0	3660.0
1993	7.0	0.0
1992	16365.0	7902.0
1991	14.0	0.0
283860	3.0	1.0
83530	6.0	7.0
340069	1.0	0.0
1999	16517.0	10401.0
105375606	4.0	0.0
340061	11312.0	1914.0
653115	48.0	70.0
653121	588.0	139.0
653122	58.0	103.0
283854	0.0	0.0
653123	1.0	0.0
401491	36.0	27.0
100124412	0.0	0.0
653147	31.0	97.0
401498	2.0	0.0
653149	0.0	0.0
401497	0.0	0.0
401494	4194.0	169.0
401492	0.0	70.0
83550	0.0	1.0
83552	0.0	0.0
83551	0.0	0.0
114932	3726.0	2628.0
83539	2726.0	2.0
83547	1074.0	382.0
83546	4.0	2.0
653140	17.0	0.0
83549	1321.0	1360.0
83548	1935.0	988.0
83543	1644.0	329.0
653145	491.0	3518.0
83544	2692.0	409.0
83541	1284.0	2165.0
83540	68.0	1496.0
126917	1612.0	5179.0
340037	22.0	16.0
114926	1710.0	2918.0
114928	777.0	249.0
339044	0.0	2.0
256297	1.0	0.0
401474	1385.0	3740.0
653174	0.0	0.0
653175	1.0	2.0
340024	0.0	0.0
114915	527.0	372.0
401466	1108.0	1433.0
653162	19.0	14.0
653163	0.0	0.0
283899	1976.0	1565.0
653166	0.0	0.0
283897	865.0	60.0
339145	2079.0	2.0
391723	14.0	0.0
391722	16.0	18.0
10778	1705.0	1321.0
10777	1.0	0.0
10772	5128.0	4332.0
340120	18.0	8.0
10771	6642.0	3529.0
10773	830.0	653.0
10776	11639.0	8086.0
10775	1353.0	1839.0
10788	2507.0	269.0
391739	1.0	4.0
10781	2112.0	1031.0
10780	511.0	266.0
10783	2520.0	1003.0
10782	1876.0	807.0
10785	346.0	598.0
10787	9963.0	15413.0
10786	12.0	0.0
102606463	2.0	0.0
731308	5.0	0.0
339122	106.0	36.0
339123	2105.0	2280.0
102606462	10.0	1.0
391701	0.0	0.0
391703	1.0	0.0
151827	474.0	26.0
126826	0.0	0.0
643719	36.0	12.0
10755	4460.0	6853.0
151825	0.0	0.0
10758	1822.0	3138.0
126823	364.0	54.0
126820	1030.0	9.0
10750	133.0	25.0
10752	1388.0	38.0
10751	0.0	0.0
10753	212.0	2.0
643714	0.0	0.0
138864	0.0	2.0
391712	22.0	2.0
391714	0.0	0.0
114836	687.0	59.0
10767	2022.0	2974.0
10766	4380.0	3046.0
151835	25.0	2.0
10769	3139.0	639.0
391718	0.0	0.0
10768	8803.0	7766.0
126811	0.0	0.0
643723	10.0	1.0
10761	1.0	5.0
10763	7123.0	595.0
10762	3186.0	6096.0
10765	3374.0	9057.0
101929179	0.0	0.0
388112	0.0	4.0
339105	58.0	29.0
83707	798.0	1064.0
83706	4696.0	1152.0
10734	255.0	177.0
10733	186.0	1362.0
83714	238.0	67.0
10736	30.0	43.0
401648	2.0	0.0
643739	0.0	0.0
10735	6894.0	5054.0
401647	178.0	913.0
10738	1.0	0.0
401646	0.0	0.0
10737	7.0	5.0
10739	3.0	2.0
376132	1.0	0.0
10730	7897.0	10279.0
101929184	9.0	1.0
10732	453.0	993.0
138804	0.0	0.0
138805	0.0	0.0
138802	0.0	0.0
138803	0.0	0.0
643751	38.0	20.0
124221	25.0	54.0
124222	288.0	872.0
114897	1150.0	1008.0
114898	316.0	21.0
124220	153.0	85.0
114899	224.0	88.0
391777	11.0	4.0
10745	1368.0	355.0
56104	34.0	212.0
83700	3003.0	523.0
401638	0.0	0.0
10744	1.0	0.0
56105	65.0	16.0
10747	100.0	11.0
401637	2.0	1.0
56106	216.0	53.0
10746	4469.0	3816.0
56107	112.0	33.0
10749	14758.0	7479.0
56100	263.0	37.0
401634	0.0	0.0
10748	170.0	16.0
56101	382.0	420.0
56102	53.0	53.0
56103	125.0	52.0
643744	4.0	2.0
10741	1879.0	1164.0
56108	85.0	31.0
10740	30.0	3.0
643749	202.0	86.0
56109	266.0	102.0
10743	1761.0	1483.0
342732	3.0	0.0
10742	2485.0	126.0
101929198	72.0	0.0
101929196	13.0	1.0
100420811	0.0	0.0
114884	1086.0	408.0
317774	1.0	2.0
114885	3172.0	1255.0
401630	0.0	0.0
317772	1.0	3.0
100419821	5.0	1.0
56110	62.0	32.0
317778	0.0	0.0
83729	14.0	2.0
317775	0.0	28.0
83734	376.0	298.0
10712	1189.0	3620.0
83733	50.0	36.0
10714	1533.0	1830.0
126868	10.0	665.0
317769	0.0	0.0
100419829	0.0	0.0
10713	2620.0	3107.0
317768	0.0	24.0
10716	0.0	0.0
100419827	0.0	0.0
56111	97.0	129.0
10715	0.0	4.0
56112	74.0	6.0
56113	178.0	18.0
83732	1021.0	3392.0
10718	166.0	0.0
10717	1000.0	512.0
56114	50.0	160.0
388125	237.0	72.0
401629	0.0	0.0
317781	970.0	1650.0
388122	0.0	0.0
83719	3515.0	2222.0
56120	5.0	9.0
56121	330.0	226.0
114876	3016.0	1067.0
388121	552.0	186.0
83716	1973.0	1683.0
83715	239.0	794.0
114879	1453.0	294.0
100420829	0.0	0.0
10723	5045.0	2173.0
56126	132.0	135.0
83723	5.0	1.0
126859	34.0	8.0
56127	63.0	134.0
10725	3638.0	1862.0
56128	25.0	37.0
56129	215.0	27.0
10724	8794.0	3727.0
114880	2007.0	936.0
56122	270.0	557.0
388115	1771.0	328.0
401613	15.0	1.0
114881	954.0	309.0
10726	5414.0	6281.0
56123	156.0	107.0
401612	217.0	82.0
114882	4665.0	3920.0
