id	da7e58d4-34e4-4809-95d1-becd983d1da4	b2a41a93-9530-49b8-964d-d58df94fef9f
100874040	0.0	3.0
100874047	0.0	0.0
100874046	0.0	0.0
100874045	0.0	0.0
79290	6.0	38.0
404766	0.0	0.0
100874044	3.0	3.0
7080	7473.0	2185.0
79291	0.0	0.0
7082	14237.0	10340.0
79294	0.0	0.0
7084	2379.0	1235.0
402100	1.0	0.0
79296	0.0	0.0
7083	198.0	6066.0
7086	14117.0	4256.0
79297	0.0	1.0
729602	1.0	4.0
104472714	0.0	1.0
104472715	2510.0	1658.0
79299	0.0	0.0
104472716	14.0	21.0
104472717	11.0	4.0
104472718	0.0	0.0
284532	0.0	0.0
644425	0.0	2.0
100874048	41.0	342.0
644429	0.0	0.0
7099	2680.0	894.0
100874032	39.0	49.0
7098	1766.0	1010.0
100874031	0.0	0.0
100874030	0.0	0.0
92255	1538.0	2660.0
644444	0.0	0.0
100874036	1.0	15.0
100874035	1.0	3.0
644442	0.0	0.0
100874034	0.0	7.0
92259	1163.0	843.0
100874033	10.0	1.0
7091	2058.0	4452.0
7090	2760.0	5219.0
7093	7.0	74.0
79283	1.0	1.0
7092	644.0	249.0
79282	0.0	0.0
7095	12852.0	26325.0
7094	31817.0	21793.0
7097	4120.0	1049.0
7096	824.0	477.0
104472713	2.0	2.0
79289	0.0	2.0
284525	17.0	4.0
106480301	0.0	0.0
80279	2421.0	2359.0
106480300	0.0	0.0
80270	568.0	437.0
284521	3.0	2.0
100874039	1.0	4.0
644435	2.0	30.0
100874038	0.0	0.0
100874037	0.0	0.0
80274	1466.0	108.0
80273	1234.0	1633.0
80271	2790.0	3098.0
100874065	0.0	0.0
100874064	0.0	0.0
100874063	1.0	0.0
106479319	12.0	10.0
100874069	7.0	19.0
106479318	0.0	1.0
100874068	21.0	4.0
106479317	4.0	3.0
100874067	0.0	0.0
106479316	0.0	0.0
404744	0.0	33.0
100874066	2.0	0.0
106479315	0.0	0.0
729627	0.0	0.0
106479314	0.0	0.0
106479313	1.0	0.0
106479312	0.0	0.0
106479311	0.0	0.0
100874061	0.0	0.0
106479310	0.0	0.0
92285	678.0	876.0
100874060	34.0	36.0
92283	297.0	507.0
404734	301.0	245.0
644449	0.0	0.0
100874054	4.0	4.0
100874053	1.0	0.0
106479309	1.0	0.0
100874052	0.0	10.0
729610	1.0	3.0
100874051	0.0	0.0
106479308	1.0	0.0
100874058	230.0	261.0
106479307	0.0	0.0
100874057	0.0	0.0
106479306	0.0	0.0
644464	11.0	16.0
100874056	0.0	0.0
106479305	0.0	0.0
100874055	2.0	1.0
106479304	1.0	1.0
92270	199.0	148.0
106479303	0.0	2.0
106479302	0.0	0.0
106479301	0.0	0.0
729617	6.0	7.0
106479300	0.0	1.0
729611	0.0	2.0
80298	750.0	305.0
729608	1.0	1.0
644459	96.0	32.0
100874059	0.0	0.0
79412	6.0	81.0
79411	379.0	183.0
79414	395.0	1086.0
127933	6935.0	9068.0
79413	2141.0	68.0
79415	2216.0	2505.0
284576	2.0	5.0
55449	1233.0	1912.0
284573	0.0	5.0
140913	0.0	0.0
115948	51.0	14.0
55450	5502.0	2124.0
152905	6.0	6.0
55454	2355.0	2801.0
79400	7.0	7.0
55451	9.0	12.0
115950	136.0	216.0
284565	638.0	645.0
92400	2102.0	2359.0
115939	789.0	679.0
55466	1002.0	3400.0
284551	1.0	0.0
752014	0.0	0.0
55472	7.0	43.0
55471	487.0	1207.0
152926	2712.0	919.0
284546	0.0	2.0
284541	6.0	4.0
140947	0.0	0.0
92421	739.0	1629.0
729687	0.0	0.0
729686	0.0	1.0
729682	0.0	352.0
729689	2.0	3.0
548594	0.0	0.0
548593	0.0	1.0
55486	1771.0	9007.0
100996597	0.0	0.0
100996590	0.0	0.0
548599	0.0	1.0
548596	23.0	630.0
729678	770.0	4912.0
729677	2.0	7.0
79441	865.0	783.0
79443	5523.0	2878.0
79442	194.0	14.0
79444	17.0	18.0
79447	99.0	89.0
115992	830.0	446.0
79446	420.0	352.0
100996582	1.0	0.0
100874102	0.0	0.0
100874101	0.0	4.0
100874100	0.0	1.0
79470	3.0	1.0
79473	0.0	4.0
79476	0.0	0.0
100996570	8.0	2.0
100996571	6.0	5.0
100874106	0.0	27.0
100874104	0.0	1.0
100874103	0.0	0.0
100874109	0.0	0.0
284593	11.0	0.0
100874108	0.0	0.0
100874107	1.0	2.0
140909	0.0	0.0
100996567	0.0	2.0
100996569	4.0	7.0
79465	53.0	342.0
100996564	2.0	0.0
79469	21.0	35.0
127943	85.0	85.0
92427	4.0	6.0
140901	1972.0	6765.0
140902	1.0	32.0
619434	0.0	1.0
619431	1.0	3.0
149345	400.0	285.0
392428	3.0	9.0
137362	1.0	0.0
619418	0.0	0.0
125336	111.0	18.0
152992	527.0	603.0
9700	42.0	1494.0
9701	2316.0	1555.0
392451	0.0	4.0
392454	0.0	7.0
392459	0.0	0.0
9711	2129.0	5496.0
9712	1611.0	3201.0
392465	52.0	23.0
9710	3037.0	1917.0
441899	0.0	0.0
441898	0.0	0.0
441897	0.0	0.0
441896	0.0	6.0
441893	0.0	1.0
9704	545.0	979.0
152940	2.0	0.0
9705	5.0	21.0
9702	2416.0	6886.0
9703	8668.0	14730.0
9708	20.0	8.0
9709	7613.0	4376.0
9706	3284.0	1106.0
9722	100.0	185.0
9723	1372.0	169.0
9720	261.0	76.0
9721	982.0	264.0
392433	0.0	0.0
392437	58.0	35.0
55421	2870.0	3464.0
55425	1438.0	1014.0
55423	53.0	88.0
55422	6300.0	971.0
9715	66.0	69.0
9716	3048.0	3902.0
9719	818.0	284.0
9717	33.0	157.0
9718	91.0	3113.0
9730	2022.0	2648.0
9733	2217.0	3905.0
9734	505.0	173.0
9731	2235.0	1915.0
9732	5914.0	1241.0
55432	698.0	950.0
100	138.0	507.0
101	415.0	868.0
102	9335.0	9961.0
103	17395.0	27079.0
55435	975.0	1357.0
104	4782.0	1149.0
105	106.0	46.0
107	178.0	739.0
9726	957.0	777.0
108	48.0	2404.0
9727	1858.0	1023.0
109	1679.0	6025.0
9724	2060.0	1486.0
55437	778.0	687.0
9725	3172.0	1517.0
9728	9665.0	3750.0
9729	143.0	16.0
150280	1.0	2.0
392371	2.0	3.0
9741	20256.0	28825.0
644353	26.0	16.0
100286948	0.0	0.0
9744	375.0	358.0
392375	0.0	0.0
9745	12.0	36.0
644357	0.0	0.0
392374	0.0	1.0
441869	506.0	590.0
9742	2175.0	745.0
392377	0.0	0.0
9743	2157.0	2254.0
392376	0.0	0.0
441864	0.0	1.0
106479299	0.0	0.0
106479298	0.0	0.0
149297	79.0	104.0
106479297	0.0	0.0
106479296	0.0	0.0
106480295	0.0	1.0
106479295	0.0	0.0
111	308.0	96.0
106480294	3.0	1.0
106479294	0.0	0.0
112	2761.0	1351.0
106480297	2.0	1.0
106479293	0.0	0.0
113	1408.0	479.0
106479292	0.0	0.0
106480296	0.0	0.0
114	153.0	6.0
106479291	0.0	0.0
106480299	0.0	0.0
115	5195.0	2862.0
106480298	0.0	0.0
106479290	0.0	0.0
116	117.0	4.0
117	205.0	21.0
118	17092.0	9220.0
9737	705.0	183.0
119	311.0	185.0
9738	2060.0	2336.0
150275	214.0	554.0
9735	432.0	2023.0
9736	4543.0	6933.0
414254	1.0	1.0
106480291	0.0	1.0
150274	364.0	809.0
106480290	0.0	0.0
9739	1486.0	1804.0
106480293	0.0	1.0
106480292	0.0	0.0
9751	165.0	176.0
100874197	3.0	15.0
150291	12.0	17.0
9752	2.0	7.0
100874196	0.0	0.0
100874195	0.0	3.0
100286938	0.0	1.0
619383	14.0	28.0
9750	1418.0	382.0
150290	395.0	467.0
100874194	0.0	1.0
9755	449.0	301.0
9753	517.0	571.0
100874199	0.0	0.0
9754	1664.0	386.0
100874198	0.0	1.0
392387	0.0	2.0
106479289	0.0	0.0
106479288	0.0	0.0
100874193	0.0	0.0
100874192	0.0	0.0
106479287	1.0	0.0
100874191	0.0	1.0
106479286	0.0	0.0
120	6628.0	11254.0
100874190	1.0	3.0
106479285	0.0	0.0
106479284	0.0	0.0
106479283	0.0	0.0
123	5095.0	5691.0
106707175	0.0	1.0
106479282	0.0	0.0
124	34.0	2.0
414260	12.0	1.0
106479281	0.0	1.0
125	35933.0	1919.0
106479280	0.0	0.0
126	202.0	151.0
127	3.0	2.0
402249	1.0	0.0
128	8541.0	8839.0
9748	8832.0	9227.0
9749	8166.0	2206.0
9746	1745.0	4861.0
9747	1309.0	1162.0
100286929	0.0	0.0
392391	0.0	1.0
392390	1.0	0.0
7101	0.0	1.0
9760	954.0	637.0
9761	9905.0	12595.0
619373	15.0	10.0
7100	895.0	778.0
392350	1.0	10.0
9766	7447.0	7139.0
7103	612.0	322.0
644378	7.0	3.0
9767	848.0	1014.0
7102	5206.0	967.0
7105	1059.0	4883.0
9764	1707.0	888.0
9765	2899.0	2822.0
7104	16.0	30.0
106480269	0.0	0.0
402246	0.0	0.0
441884	2.0	2.0
130	20.0	15.0
131	4.0	3952.0
402240	0.0	1.0
132	1607.0	3754.0
441891	0.0	2.0
106480273	0.0	0.0
133	358.0	4271.0
106480272	0.0	1.0
134	204.0	47.0
106480275	0.0	0.0
135	10.0	6.0
106480274	2.0	0.0
136	299.0	948.0
106480277	2.0	11.0
137	3.0	4.0
106480276	0.0	0.0
106480279	0.0	1.0
106480278	0.0	0.0
9759	1325.0	935.0
150297	0.0	0.0
9757	1945.0	3095.0
9758	13.0	1.0
100286918	0.0	17.0
106480271	0.0	0.0
106480270	0.0	0.0
7110	3473.0	2425.0
392360	0.0	2.0
9774	7239.0	10260.0
7112	3941.0	9672.0
9771	5008.0	3350.0
7111	1114.0	112.0
9772	4106.0	4228.0
644384	0.0	0.0
9777	4257.0	11228.0
7114	126890.0	60807.0
9778	3495.0	2021.0
7113	5948.0	1926.0
9775	2489.0	7539.0
7116	18.0	20.0
9776	3945.0	8843.0
441878	0.0	0.0
7115	14.0	9.0
392368	6.0	2.0
402236	0.0	0.0
441873	0.0	0.0
9770	4352.0	1395.0
141	2237.0	1788.0
441871	0.0	0.0
142	4312.0	12907.0
441870	0.0	0.0
143	7197.0	5428.0
106480284	0.0	0.0
144	1.0	0.0
106480283	0.0	0.0
162282	34.0	30.0
106480286	16.0	13.0
146	57.0	79.0
106480285	2.0	1.0
147	131.0	42.0
106480288	0.0	0.0
148	186.0	8.0
106480287	0.0	0.0
106480289	0.0	0.0
402226	0.0	5.0
7107	1340.0	2529.0
7106	3518.0	745.0
7109	1518.0	2084.0
9768	75.0	772.0
7108	1011.0	947.0
106480280	0.0	1.0
106480282	0.0	0.0
106480281	0.0	0.0
9784	5391.0	8424.0
9785	2120.0	1563.0
7120	0.0	0.0
644397	486.0	317.0
9782	207.0	488.0
7123	4500.0	572.0
9783	721.0	458.0
7122	2574.0	856.0
619351	1.0	26.0
7125	28.0	60.0
9788	3073.0	3587.0
9789	1881.0	3105.0
414208	29.0	33.0
7124	162.0	23.0
9786	972.0	992.0
7127	5061.0	14854.0
7126	5269.0	7727.0
9787	32.0	4045.0
221002	218.0	101.0
106479259	0.0	0.0
106480248	0.0	0.0
106479258	0.0	0.0
106480247	0.0	0.0
106479257	0.0	0.0
106479256	0.0	0.0
106480249	1.0	0.0
9780	5475.0	4114.0
150	184.0	89.0
106479255	0.0	0.0
9781	1643.0	2773.0
106479254	0.0	0.0
151	7.0	336.0
152	44.0	186.0
106479253	8.0	9.0
644390	52.0	86.0
153	818.0	82.0
106479252	0.0	0.0
154	1656.0	628.0
106480251	0.0	0.0
106479251	1.0	1.0
155	10.0	1.0
106479250	0.0	1.0
106480250	0.0	0.0
156	3746.0	5919.0
106480253	0.0	64.0
157	2258.0	4920.0
106480252	0.0	0.0
106480255	0.0	4.0
158	1727.0	3532.0
159	2768.0	7711.0
106480254	0.0	1.0
106480257	7.0	4.0
106480256	0.0	0.0
7118	77.0	62.0
7117	388.0	186.0
9779	5566.0	4494.0
414212	12.0	24.0
414213	1.0	1.0
7132	6374.0	11531.0
9796	492.0	54.0
441818	0.0	6.0
7134	2983.0	144.0
9793	3576.0	15297.0
7133	4031.0	1483.0
9794	2740.0	7245.0
7136	190.0	35.0
7135	81.0	186.0
7138	88.0	872.0
9797	1319.0	1315.0
619343	2.0	0.0
7137	7.0	3.0
9798	7305.0	6761.0
414217	0.0	0.0
106479249	0.0	0.0
619344	0.0	0.0
106480259	0.0	0.0
106479248	1.0	3.0
619349	1.0	2.0
106480258	0.0	0.0
106479247	0.0	0.0
106479246	0.0	0.0
160	3014.0	3400.0
106479245	0.0	0.0
9791	3656.0	9987.0
161	5008.0	5761.0
106479244	0.0	0.0
162	4284.0	8671.0
9792	2903.0	6759.0
106479243	0.0	0.0
163	15330.0	33359.0
7130	137.0	163.0
106479242	0.0	0.0
9790	1934.0	5674.0
164	6726.0	5661.0
106479241	0.0	0.0
165	13563.0	7512.0
106480262	0.0	0.0
106479240	0.0	0.0
166	13477.0	16369.0
106480261	0.0	0.0
167	0.0	0.0
106480264	0.0	0.0
106480263	0.0	1.0
150248	32.0	31.0
106480266	5.0	0.0
106480265	0.0	1.0
106480268	0.0	0.0
106480267	0.0	0.0
150244	78.0	107.0
7128	4193.0	2188.0
414224	10.0	5.0
106480260	0.0	0.0
7143	234.0	38.0
392392	0.0	0.0
7142	0.0	0.0
7145	56907.0	8073.0
441849	0.0	0.0
7146	21.0	3.0
392399	0.0	0.0
7148	7000.0	600.0
414228	0.0	0.0
106480226	0.0	0.0
106480225	0.0	0.0
441843	0.0	1.0
106480228	0.0	0.0
106479279	0.0	0.0
106480227	0.0	0.0
106479278	0.0	0.0
172	519.0	710.0
106479277	0.0	0.0
173	0.0	0.0
106479276	0.0	0.0
106480229	0.0	0.0
174	1.0	36.0
7141	0.0	0.0
106479275	0.0	0.0
175	1316.0	1265.0
7140	13.0	9.0
106479274	0.0	0.0
176	21.0	168.0
106479273	0.0	0.0
177	79795.0	3397.0
137290	0.0	0.0
106479272	1.0	0.0
178	2007.0	2809.0
106480231	0.0	0.0
106479271	0.0	0.0
106479270	0.0	0.0
106480230	1.0	1.0
106480233	0.0	0.0
106480232	0.0	0.0
106480235	0.0	0.0
106480234	0.0	1.0
414236	8.0	26.0
7139	170.0	307.0
414235	16.0	18.0
414230	0.0	1.0
7153	303.0	29479.0
149281	0.0	5.0
7156	894.0	1564.0
7155	8709.0	8550.0
7158	1977.0	2733.0
7157	2357.0	9830.0
343495	0.0	1.0
162239	641.0	770.0
7159	4183.0	4514.0
106480237	0.0	0.0
106479269	1.0	8.0
106480236	0.0	1.0
181	243.0	13.0
106480239	0.0	0.0
106479268	0.0	0.0
182	3366.0	26043.0
106479267	0.0	0.0
106480238	0.0	0.0
183	140.0	88.0
7150	5139.0	8580.0
221017	0.0	1.0
106479266	0.0	1.0
106479265	0.0	1.0
185	559.0	45.0
106479264	0.0	0.0
186	1045.0	984.0
402273	0.0	0.0
106479263	0.0	0.0
7151	0.0	0.0
187	1473.0	516.0
106479262	0.0	0.0
106480240	4.0	0.0
106479261	0.0	0.0
189	9.0	0.0
106479260	0.0	0.0
106480242	0.0	0.0
106480241	0.0	0.0
104797537	0.0	0.0
106480244	0.0	0.0
104797536	2.0	1.0
106480243	0.0	0.0
106480246	0.0	0.0
104797538	0.0	980.0
106480245	0.0	0.0
414245	9.0	11.0
414246	0.0	0.0
414241	2.0	3.0
7165	4853.0	4663.0
92344	615.0	762.0
100874120	1.0	2.0
7164	1102.0	2628.0
92345	662.0	624.0
7167	9075.0	77454.0
92342	373.0	363.0
729764	0.0	0.0
7166	27.0	25.0
7169	2345.0	3558.0
100874124	0.0	0.0
106479219	0.0	0.0
7168	8161.0	12901.0
100874123	0.0	0.0
106479218	0.0	0.0
92346	1.0	0.0
729760	1.0	0.0
100874122	0.0	0.0
106479217	1.0	1.0
106479216	0.0	0.0
100874121	0.0	0.0
190	0.0	0.0
106480204	1.0	3.0
106479215	0.0	0.0
191	3610.0	10024.0
106479214	0.0	0.0
729769	0.0	0.0
106480203	0.0	0.0
106480206	0.0	0.0
106479213	0.0	0.0
257000	1031.0	1568.0
79370	46.0	66.0
106479212	0.0	0.0
106480205	1.0	0.0
7161	55.0	650.0
106480208	0.0	0.0
92340	128.0	49.0
106479211	0.0	0.0
106479210	0.0	1.0
106480207	0.0	0.0
7163	3344.0	6925.0
196	12360.0	9884.0
197	0.0	25.0
7162	1059.0	4703.0
729767	0.0	0.0
106480209	0.0	0.0
284618	323.0	214.0
199	2602.0	989.0
646929	0.0	0.0
284615	26.0	21.0
106480211	0.0	0.0
284613	1188.0	1410.0
106480210	0.0	0.0
284612	202.0	62.0
106480213	0.0	0.0
284611	1762.0	2604.0
106480212	0.0	2.0
100874128	0.0	0.0
343477	1.0	3.0
100874127	0.0	1.0
730747	6.0	7.0
100874126	0.0	0.0
100874129	2.0	1.0
7175	7647.0	11052.0
7178	171360.0	128931.0
7177	1155.0	653.0
106479209	0.0	0.0
646942	2.0	1.0
100874113	52.0	231.0
106479208	0.0	0.0
106479207	0.0	0.0
100874112	1.0	1.0
7179	0.0	0.0
343472	0.0	3.0
106479206	0.0	0.0
100874111	5.0	176.0
92335	362.0	838.0
106479205	0.0	0.0
100874110	5.0	1.0
221035	4729.0	6559.0
106479204	0.0	0.0
106480215	0.0	0.0
729759	0.0	0.0
106480214	0.0	1.0
106479203	0.0	0.0
7170	15751.0	18185.0
221037	4869.0	4956.0
106479202	0.0	0.0
106480217	0.0	0.0
80349	1678.0	1984.0
106480216	0.0	0.0
106479201	0.0	0.0
7172	1264.0	2577.0
106479200	1.0	0.0
106480219	0.0	0.0
7171	25712.0	33357.0
106480218	1.0	0.0
79364	1633.0	3529.0
7174	2654.0	4129.0
7173	6.0	17.0
79363	92.0	79.0
729756	5.0	3.0
79366	387.0	766.0
100996541	35.0	23.0
79365	1873.0	1317.0
79368	58.0	35.0
106480220	0.0	0.0
80352	178.0	229.0
106480222	0.0	0.0
79369	33.0	299.0
106480221	0.0	0.0
221044	0.0	0.0
106480224	0.0	0.0
106480223	0.0	1.0
100874117	0.0	0.0
100874116	0.0	0.0
100874115	0.0	0.0
100874114	22.0	8.0
80351	4790.0	7529.0
80350	290.0	135.0
100874119	1.0	2.0
646936	0.0	0.0
100874118	3.0	2.0
7187	1321.0	3829.0
7186	358.0	509.0
7189	1005.0	1076.0
729786	0.0	0.0
7188	820.0	788.0
100874146	55.0	16.0
100874145	0.0	0.0
100874144	0.0	0.0
106479239	0.0	0.0
92369	32.0	25.0
100874143	0.0	0.0
106479238	0.0	0.0
106479237	0.0	1.0
100996538	1.0	0.0
106479236	0.0	0.0
7181	1624.0	1227.0
106479235	0.0	0.0
7180	21.0	5.0
100996539	36.0	10.0
106479234	0.0	0.0
106479233	0.0	0.0
7182	3377.0	3071.0
106479232	0.0	0.0
7185	492.0	507.0
106479231	1.0	0.0
7184	31132.0	77372.0
729789	1.0	10.0
106479230	2.0	1.0
221074	2.0	0.0
80380	539.0	152.0
100874147	0.0	0.0
80381	2574.0	7180.0
646960	0.0	1.0
100874131	8.0	2.0
100874130	0.0	0.0
92359	689.0	810.0
100874135	0.0	0.0
100874134	0.0	2.0
106479229	4.0	1.0
343450	1307.0	72.0
646962	546.0	29.0
106479228	0.0	0.0
106479227	0.0	0.0
100874132	1.0	0.0
106479226	0.0	0.0
7190	11.0	19.0
106479225	1.0	0.0
100286996	0.0	0.0
106479224	0.0	0.0
106479223	0.0	0.0
106479222	0.0	0.0
106479221	0.0	0.0
106479220	0.0	0.0
729779	0.0	1.0
221060	3.0	16.0
221061	1373.0	3371.0
100996520	0.0	0.0
106480200	0.0	0.0
106480202	0.0	0.0
106480201	0.0	0.0
100874139	0.0	0.0
100874138	3.0	0.0
646956	1.0	2.0
414201	0.0	0.0
100874137	0.0	0.0
100874136	0.0	0.0
730755	1.0	0.0
414200	3.0	8.0
100874163	0.0	0.0
100874161	0.0	0.0
100874168	0.0	0.0
100874167	1.0	0.0
257044	57.0	39.0
729727	0.0	4.0
100874160	0.0	0.0
402220	0.0	2.0
100996511	108.0	159.0
729723	54.0	117.0
221092	3273.0	4082.0
284656	26.0	223.0
402216	1.0	0.0
102725045	0.0	7.0
284654	1038.0	28.0
100874169	1.0	0.0
221091	138.0	35.0
646982	5.0	3.0
100874153	0.0	0.0
646981	0.0	0.0
100874152	0.0	0.0
100286979	5.0	6.0
100874151	0.0	0.0
100874150	0.0	0.0
115908	194.0	6485.0
100874157	0.0	0.0
100874156	0.0	297.0
100874155	0.0	242.0
100874154	0.0	0.0
221079	2112.0	6012.0
92370	548.0	4509.0
100286971	0.0	1.0
221078	346.0	902.0
100996501	0.0	5.0
100996500	0.0	0.0
284649	8.0	20.0
729708	22.0	199.0
100874159	0.0	0.0
644315	26.0	117.0
100874158	4.0	6.0
646993	15.0	63.0
100874186	1.0	0.0
100874185	5.0	2.0
100874184	0.0	0.0
100874183	0.0	0.0
100286965	0.0	0.0
100286964	0.0	0.0
646996	0.0	0.0
100874189	0.0	0.0
100874188	38.0	33.0
644333	0.0	0.0
100874187	0.0	0.0
729747	8.0	25.0
100874182	0.0	3.0
100874180	0.0	0.0
257019	1578.0	174.0
644325	0.0	0.0
343413	198.0	31.0
92399	959.0	2737.0
100874175	0.0	0.0
100874174	0.0	1.0
100874173	2.0	3.0
100874172	0.0	0.0
100874179	0.0	1.0
100286954	0.0	0.0
100874178	0.0	0.0
100874176	0.0	0.0
343409	0.0	0.0
343406	0.0	0.0
644338	3.0	5.0
103911	2.0	13.0
103910	21949.0	22184.0
350297	0.0	0.0
79530	0.0	0.0
79533	0.0	0.0
55561	1619.0	2073.0
79532	0.0	0.0
55568	4872.0	3102.0
55567	80.0	1216.0
79534	0.0	0.0
79537	0.0	4.0
55565	175.0	180.0
651452	0.0	0.0
79538	2.0	0.0
158572	77.0	50.0
55571	1837.0	7556.0
171523	88.0	69.0
55573	12002.0	22186.0
55572	607.0	755.0
79521	0.0	0.0
55578	2239.0	2400.0
79523	0.0	0.0
55577	1724.0	3139.0
79526	0.0	0.0
55576	58.0	31.0
79525	0.0	0.0
79528	0.0	0.0
100037417	117.0	234.0
79529	0.0	0.0
92521	1131.0	1151.0
374286	2.0	13.0
122592	0.0	0.0
55582	212.0	250.0
79550	0.0	0.0
55586	0.0	1.0
55585	4450.0	5776.0
55584	0.0	21.0
55589	611.0	619.0
171559	3.0	10.0
55588	2763.0	3624.0
171558	62.0	22.0
374291	928.0	1690.0
55593	3123.0	3902.0
205428	1983.0	9265.0
55592	426.0	380.0
55591	3729.0	5072.0
79540	0.0	13.0
55596	1443.0	2597.0
79541	0.0	0.0
79544	0.0	0.0
79546	0.0	0.0
55599	774.0	582.0
171546	7215.0	14429.0
79547	0.0	0.0
92507	8.0	33.0
79549	0.0	0.0
158586	948.0	1485.0
158584	385.0	986.0
158521	0.0	1.0
134553	5207.0	3742.0
79571	1326.0	1833.0
79570	1.0	93.0
146540	469.0	504.0
79573	879.0	1506.0
79572	4957.0	22842.0
79575	600.0	445.0
79574	1.0	1.0
79577	2600.0	3317.0
79576	1144.0	1526.0
158511	0.0	1.0
146542	266.0	256.0
79568	503.0	1907.0
79567	5602.0	2339.0
146547	134.0	64.0
92565	122.0	364.0
79591	2097.0	1857.0
79590	1011.0	1802.0
146562	46.0	43.0
79595	1501.0	5575.0
79594	1986.0	1452.0
146556	10166.0	4020.0
100302652	5.0	0.0
79596	517.0	945.0
79598	619.0	1397.0
92552	0.0	0.0
92558	1117.0	1159.0
79582	510.0	454.0
79581	828.0	1777.0
79583	403.0	461.0
79586	2476.0	3688.0
100302640	26.0	12.0
79585	554.0	443.0
79587	1733.0	2499.0
79589	2358.0	504.0
340895	109.0	106.0
102723346	0.0	0.0
100289137	15.0	8.0
100289133	1.0	2.0
340888	0.0	6.0
100289131	0.0	0.0
100170229	14.0	73.0
339894	0.0	1.0
339896	160.0	15.0
339897	0.0	3.0
100302666	13.0	5.0
100289124	0.0	0.0
102723332	3.0	0.0
100652796	1.0	0.0
339881	1.0	1.0
339883	20.0	23.0
102723320	4.0	16.0
339879	47.0	44.0
55502	49.0	107.0
100302692	144.0	168.0
55501	1158.0	736.0
100302691	2.0	6.0
55500	4245.0	7388.0
55506	465.0	3499.0
55505	2354.0	3990.0
55504	2374.0	1863.0
55503	98.0	104.0
55509	109.0	87.0
55508	1035.0	1297.0
55507	63.0	292.0
9810	1531.0	1443.0
9811	3020.0	880.0
102723318	0.0	0.0
100302689	0.0	0.0
102723314	0.0	1.0
100289102	0.0	2.0
55512	1556.0	120.0
55511	0.0	2.0
55510	104.0	14.0
9804	10804.0	15157.0
55515	2.0	7.0
9801	1308.0	3639.0
9802	20419.0	23020.0
9807	3224.0	2738.0
9808	11.0	0.0
9805	4061.0	7095.0
9806	32622.0	2316.0
9821	4872.0	9714.0
9820	1638.0	4726.0
55520	374.0	373.0
55521	167.0	187.0
9814	590.0	1016.0
9815	1720.0	1416.0
55527	141.0	208.0
9812	3575.0	2861.0
55526	1353.0	2937.0
9813	13863.0	13022.0
9818	4572.0	3778.0
9819	2223.0	2953.0
9816	589.0	1193.0
9817	1881.0	4552.0
55529	565.0	302.0
9832	645.0	3014.0
9833	41.0	3126.0
9830	2596.0	2137.0
9831	1674.0	2104.0
339855	15.0	20.0
55531	41.0	16.0
339845	0.0	0.0
55530	1.0	8.0
202	2782.0	5746.0
203	1626.0	306.0
55534	1225.0	745.0
204	4332.0	9144.0
171568	1925.0	1254.0
205	714.0	3375.0
55532	0.0	17.0
9825	834.0	1140.0
55539	0.0	0.0
206	3.0	29.0
9826	3748.0	4085.0
207	5657.0	4608.0
208	3194.0	6216.0
9823	1197.0	3666.0
55536	1322.0	2039.0
9824	192.0	2605.0
9829	252.0	301.0
100652759	0.0	0.0
9827	2286.0	2925.0
9828	4253.0	3178.0
171560	0.0	1.0
9840	314.0	155.0
9843	1286.0	511.0
9844	2495.0	2579.0
9841	1151.0	1855.0
9842	1943.0	1409.0
100652781	1.0	3.0
339843	2.0	3.0
339834	25.0	64.0
210	2752.0	1592.0
211	3984.0	2725.0
55540	358.0	212.0
212	28.0	32.0
213	9.0	5.0
79513	0.0	0.0
214	20790.0	33319.0
55545	3.0	6.0
79512	0.0	18.0
215	459.0	584.0
55544	690.0	1226.0
79515	0.0	0.0
216	11141.0	26014.0
79514	0.0	0.0
217	20709.0	4539.0
9836	555.0	870.0
9837	70.0	1640.0
218	122.0	717.0
219	672.0	1902.0
9834	36.0	19.0
79518	0.0	0.0
254428	3581.0	3189.0
254427	789.0	1160.0
9839	6808.0	2496.0
9851	1071.0	1428.0
9854	1107.0	434.0
9855	1707.0	1869.0
9852	2650.0	2451.0
9853	1708.0	778.0
352905	0.0	0.0
100652770	23.0	18.0
55553	1132.0	1447.0
220	3732.0	274.0
221	8478.0	839.0
55552	440.0	383.0
222	35.0	1747.0
223	5350.0	5684.0
171586	978.0	1993.0
340811	3.0	1.0
224	11626.0	6148.0
100652772	1272.0	1066.0
55556	1933.0	1659.0
225	55.0	42.0
79501	0.0	0.0
339829	235.0	58.0
226	20391.0	44839.0
79504	0.0	0.0
55554	0.0	7.0
9847	2655.0	6201.0
228	0.0	1.0
229	24.0	23.0
9848	750.0	136.0
55559	58.0	66.0
79508	0.0	0.0
9846	4084.0	1628.0
55558	1605.0	3268.0
352909	52.0	30.0
254439	1.0	1.0
9849	1712.0	2197.0
9861	2281.0	3426.0
9862	2946.0	7617.0
7200	6.0	0.0
9860	1308.0	1877.0
9865	1104.0	152.0
9866	809.0	869.0
7201	0.0	0.0
7204	5059.0	12960.0
9863	661.0	769.0
7203	5904.0	21137.0
101927477	0.0	1.0
339942	86.0	58.0
230	669.0	2352.0
231	2643.0	1515.0
100133330	1.0	0.0
100289099	0.0	0.0
