id	03611591-08da-45c5-bfe5-ce511a2cc341	ab4d305d-81cd-4fa7-96c4-f6d5308eef12
2526	566.0	192.0
23181	2435.0	1730.0
2525	848.0	144.0
2524	430.0	155.0
2523	1178.0	258.0
23184	4407.0	2100.0
2521	13728.0	16953.0
23185	7391.0	7931.0
23186	4065.0	2375.0
2520	1.0	3.0
23187	5179.0	2731.0
2529	84.0	28.0
2528	82.0	5.0
2527	0.0	0.0
152273	6500.0	524.0
644100	4.0	0.0
646766	10.0	11.0
644101	2.0	5.0
23199	7340.0	3656.0
260425	5071.0	871.0
729974	0.0	0.0
260429	22.0	0.0
2537	6587.0	4935.0
23191	11405.0	14564.0
23192	3689.0	3962.0
23193	27821.0	37806.0
2535	513.0	265.0
2534	4374.0	3988.0
23194	949.0	642.0
2533	2296.0	990.0
23195	3373.0	4042.0
23196	12241.0	8706.0
2532	5276.0	60.0
23197	4724.0	4434.0
2531	5534.0	4571.0
2530	1623.0	2906.0
23198	4464.0	6978.0
345829	1.0	1.0
646759	0.0	0.0
646758	2.0	0.0
2539	5976.0	6539.0
2538	4.0	2.0
23190	7209.0	6466.0
25903	1728.0	704.0
25902	1365.0	1680.0
25904	1680.0	2097.0
100129866	1.0	0.0
25907	98.0	81.0
100130855	52.0	88.0
25906	941.0	1386.0
25909	2495.0	4494.0
100127206	0.0	0.0
100129867	0.0	0.0
2551	1859.0	949.0
2550	1189.0	835.0
25901	2229.0	2485.0
25900	1448.0	306.0
2548	17447.0	2799.0
223075	5.0	52.0
2547	19555.0	43732.0
100874409	0.0	0.0
100874408	0.0	0.0
2543	0.0	0.0
100379345	14.0	13.0
2542	1410.0	2771.0
100874403	0.0	0.0
100874402	0.0	0.0
100874401	0.0	0.0
100874400	0.0	0.0
100129863	0.0	0.0
100874407	0.0	0.0
100874406	0.0	0.0
100874405	0.0	0.0
2549	3089.0	756.0
100874404	0.0	0.0
25914	636.0	1139.0
100130848	0.0	0.0
25913	1127.0	1036.0
100129858	59.0	89.0
25915	4839.0	5808.0
25917	1972.0	1927.0
2562	329.0	4.0
2561	169.0	176.0
2560	1.0	0.0
25912	14117.0	13163.0
25911	874.0	780.0
2559	0.0	3.0
2558	0.0	0.0
2557	5.0	15.0
2556	2.0	55.0
2555	16.0	0.0
2554	1.0	0.0
2553	2062.0	2351.0
100129853	0.0	0.0
100874421	0.0	0.0
100874420	0.0	0.0
100129845	30.0	4.0
2572	0.0	1.0
2571	10.0	175.0
2570	12.0	13.0
2569	0.0	3.0
2568	245.0	50.0
2567	2.0	0.0
2566	1.0	0.0
2565	0.0	0.0
2564	774.0	31.0
2563	50.0	19.0
100874425	0.0	0.0
100874424	0.0	0.0
100874423	0.0	0.0
100129842	274.0	342.0
100874422	0.0	0.0
100874429	0.0	0.0
100874428	0.0	0.0
100874427	0.0	0.0
100874426	0.0	0.0
100130827	10.0	4.0
100129836	7.0	0.0
100874410	0.0	0.0
286676	989.0	645.0
100130821	0.0	0.0
100130820	0.0	0.0
2584	1300.0	1321.0
2583	77.0	167.0
2582	3663.0	1749.0
2581	4102.0	2022.0
2580	7761.0	7055.0
100874419	0.0	0.0
100874414	1.0	3.0
100874413	0.0	4.0
100874412	0.0	4.0
100874411	0.0	2.0
100874418	0.0	1.0
223082	837.0	1428.0
100874417	5.0	4.0
100874416	0.0	2.0
100874415	0.0	0.0
100129827	32.0	7.0
100874443	0.0	0.0
100874442	0.0	0.0
100129824	0.0	0.0
100874441	0.0	2.0
100874440	3.0	0.0
2595	2336.0	1218.0
2593	459.0	2101.0
100379300	0.0	0.0
2592	1661.0	1287.0
2591	2189.0	312.0
441389	12.0	4.0
2590	6413.0	3965.0
441386	8.0	11.0
127617	24.0	0.0
2589	4470.0	2281.0
2588	1787.0	1643.0
2587	0.0	0.0
441391	4.0	5.0
284018	383.0	557.0
2585	1188.0	1168.0
100874447	0.0	0.0
100874446	0.0	0.0
100874445	0.0	0.0
284013	612.0	53.0
100874444	0.0	0.0
100874449	0.0	0.0
100874448	0.0	3.0
100129815	0.0	0.0
100130803	0.0	0.0
100874432	0.0	0.0
100874431	2.0	3.0
100874430	0.0	0.0
100129813	6.0	0.0
441377	1.0	0.0
441376	610.0	11.0
441381	0.0	2.0
127602	155.0	733.0
2597	44383.0	295155.0
2596	6.0	103.0
100874436	0.0	0.0
284004	1613.0	1509.0
100874435	1.0	0.0
100874434	6.0	1.0
100874433	0.0	0.0
284001	1980.0	1394.0
100874439	0.0	1.0
100874438	0.0	0.0
127608	0.0	0.0
100874465	0.0	0.0
100129800	5.0	3.0
100874464	0.0	0.0
100874462	1.0	3.0
100129801	0.0	1.0
100874469	0.0	0.0
100874468	0.0	0.0
100874467	1.0	0.0
100874466	0.0	0.0
100874450	0.0	0.0
50937	1219.0	1641.0
100874454	0.0	0.0
50939	19.0	18.0
100874453	0.0	0.0
100874452	0.0	0.0
100874451	0.0	6.0
100874457	0.0	0.0
100874456	0.0	9.0
50940	13.0	2609.0
100874455	1.0	2.0
50943	101.0	351.0
50945	0.0	1.0
50944	21.0	1055.0
100874459	0.0	0.0
23328	5938.0	812.0
23329	1016.0	828.0
84281	171.0	66.0
84280	1614.0	1091.0
644076	0.0	0.0
11340	1031.0	884.0
644079	3.0	1.0
25983	1844.0	1340.0
127665	3.0	10.0
23321	2454.0	1001.0
115677	2300.0	114.0
644070	0.0	0.0
23322	404.0	391.0
25984	229.0	14.0
23324	7071.0	3223.0
25987	1720.0	825.0
23325	3027.0	1136.0
23326	14814.0	12822.0
25989	1990.0	1936.0
23327	14629.0	5396.0
25988	1112.0	1286.0
25981	1216.0	272.0
25980	4460.0	3727.0
11342	6516.0	1108.0
84287	3526.0	2265.0
84286	2125.0	1253.0
11341	14.0	7.0
284058	4370.0	7408.0
84289	1889.0	1042.0
11344	3827.0	2062.0
11343	24780.0	1147.0
84288	685.0	84.0
84283	406.0	1003.0
11346	35726.0	1610.0
11345	6553.0	4311.0
84282	1981.0	1115.0
84285	2031.0	2167.0
84284	2721.0	4777.0
23339	7224.0	4971.0
84270	1099.0	747.0
23331	3858.0	2152.0
25994	2946.0	1363.0
23332	3553.0	5214.0
25996	2467.0	1416.0
23333	2786.0	2394.0
23334	3457.0	2720.0
25998	3276.0	1297.0
23335	1860.0	1335.0
23336	3476.0	600.0
441332	0.0	0.0
644082	0.0	1.0
23338	5567.0	2913.0
25999	959.0	3232.0
441331	0.0	0.0
84279	1087.0	1042.0
25992	2777.0	402.0
84276	1657.0	1023.0
84275	672.0	2235.0
284047	12.0	26.0
84278	154.0	351.0
84277	999.0	552.0
84272	4062.0	2876.0
84271	8830.0	11967.0
84274	1440.0	2076.0
84273	1430.0	4776.0
23306	1258.0	4224.0
23307	5920.0	3733.0
284040	61.0	48.0
23308	14.0	7.0
23309	3685.0	3294.0
25961	168.0	160.0
25960	2885.0	1601.0
25963	9796.0	3911.0
23300	3689.0	2209.0
23301	2911.0	2127.0
25962	3366.0	5636.0
23302	213.0	72.0
23303	5952.0	1791.0
644096	838.0	1907.0
23304	4006.0	2355.0
25966	2071.0	717.0
23305	151.0	16.0
644094	0.0	0.0
11328	9664.0	4666.0
11329	3745.0	4253.0
11320	4371.0	2158.0
137012	3.0	3.0
113000	1125.0	2287.0
11322	6422.0	1796.0
11321	2168.0	3662.0
284034	13.0	1.0
11326	13942.0	560.0
11325	9493.0	12306.0
23317	3177.0	1873.0
84290	13.0	1.0
25979	2476.0	845.0
23318	1904.0	2557.0
84292	488.0	440.0
25972	2230.0	949.0
23310	1191.0	3871.0
441359	0.0	0.0
25974	531.0	1466.0
23312	1922.0	619.0
25973	358.0	554.0
23313	6938.0	6290.0
25976	6350.0	659.0
23314	197.0	204.0
25975	1572.0	315.0
441355	0.0	24.0
25978	3471.0	2153.0
23315	2671.0	1566.0
25977	2926.0	1256.0
23316	8.0	1.0
11339	19.0	699.0
11338	8196.0	16542.0
441362	0.0	0.0
441361	0.0	0.0
140660	1.0	4.0
115650	280.0	403.0
127623	0.0	0.0
25970	3568.0	2396.0
284029	206.0	162.0
115653	0.0	0.0
84298	1357.0	1317.0
11331	10576.0	16634.0
11330	26.0	12.0
11333	6407.0	7736.0
152641	54.0	4.0
11332	1954.0	3205.0
84299	2467.0	3497.0
11335	5671.0	17985.0
84294	1210.0	1377.0
11334	2511.0	1186.0
84293	4093.0	3581.0
84296	55.0	579.0
11337	5614.0	3276.0
284021	572.0	384.0
84295	1129.0	1301.0
11336	5100.0	5239.0
25946	3353.0	1867.0
25949	3357.0	4205.0
25948	4128.0	4337.0
441308	1.0	0.0
139604	0.0	0.0
100130898	0.0	0.0
100130894	7.0	12.0
25941	4573.0	17550.0
25940	2063.0	2415.0
100130892	5.0	6.0
25943	3623.0	1064.0
25942	5413.0	4048.0
100130890	95.0	115.0
25945	1097.0	2238.0
11309	13200.0	783.0
284099	3.0	2.0
284098	514.0	616.0
25957	4149.0	4791.0
140609	6988.0	1538.0
25959	19672.0	1270.0
100130889	94.0	67.0
100130887	37.0	16.0
25950	245.0	248.0
25953	10215.0	2977.0
25956	389.0	303.0
11317	2.0	9.0
11316	7508.0	13553.0
11319	1731.0	2285.0
11318	81.0	2.0
100379378	0.0	0.0
11311	2014.0	2848.0
11313	4490.0	5433.0
140603	0.0	0.0
11315	10075.0	21667.0
284086	806.0	736.0
11314	1399.0	244.0
25925	991.0	319.0
284085	1.0	1.0
25924	299.0	27.0
25927	1446.0	108.0
284083	3.0	3.0
100130879	0.0	0.0
25926	2215.0	3819.0
139628	0.0	0.0
25929	1955.0	2666.0
25928	1762.0	30.0
441328	0.0	0.0
127687	1655.0	1752.0
100130873	0.0	3.0
441327	0.0	0.0
441326	0.0	0.0
100130871	0.0	1.0
441324	0.0	0.0
25921	7985.0	5889.0
441323	0.0	0.0
25920	5656.0	6647.0
25923	6684.0	4820.0
140612	540.0	483.0
100129880	0.0	1.0
284076	142.0	110.0
100129882	4.0	3.0
25936	1222.0	2267.0
25938	1732.0	752.0
25937	9017.0	509.0
284071	20.0	1541.0
100130866	0.0	0.0
25939	18283.0	3654.0
113026	1911.0	350.0
441317	0.0	0.0
441315	0.0	0.0
25930	5743.0	3342.0
441314	0.0	0.0
441313	0.0	0.0
25932	17018.0	5082.0
127671	0.0	0.0
25934	1399.0	1591.0
127670	3.0	3.0
284069	85.0	735.0
140623	12.0	18.0
140625	1.0	0.0
284067	2.0	0.0
100129871	0.0	0.0
140628	205.0	9.0
406982	0.0	0.0
406981	0.0	0.0
406984	2.0	0.0
406983	6.0	0.0
406986	0.0	0.0
406985	0.0	1.0
406988	0.0	0.0
406987	0.0	0.0
23287	2900.0	883.0
23288	2578.0	1089.0
406980	0.0	0.0
84206	87.0	295.0
23281	25.0	229.0
84203	10.0	0.0
23283	2744.0	3258.0
23284	362.0	593.0
140596	0.0	0.0
23285	248.0	199.0
152579	884.0	1743.0
140597	673.0	17.0
23286	7348.0	1630.0
152578	0.0	1.0
406979	0.0	0.0
406978	0.0	0.0
152573	395.0	201.0
644000	0.0	0.0
646663	0.0	0.0
406971	0.0	0.0
406970	0.0	0.0
406973	0.0	1.0
406972	0.0	0.0
406974	0.0	0.0
406977	0.0	0.0
406976	3.0	0.0
23299	4253.0	1936.0
201725	342.0	959.0
23291	4656.0	3342.0
23293	2295.0	1066.0
23294	7517.0	2840.0
23295	9425.0	4770.0
406968	0.0	3.0
406967	0.0	0.0
646658	499.0	0.0
152586	1.0	0.0
406969	0.0	0.0
406960	0.0	0.0
11281	9.0	482.0
406962	15.0	0.0
646672	2.0	1.0
11280	34.0	1.0
406961	1.0	0.0
11283	0.0	0.0
406964	0.0	0.0
11282	7394.0	6874.0
406963	0.0	0.0
644016	4.0	8.0
11285	1666.0	1534.0
406966	0.0	0.0
11284	1550.0	3832.0
406965	0.0	0.0
23265	4816.0	2841.0
23266	6749.0	2347.0
23268	1737.0	5261.0
23269	2625.0	4565.0
84229	498.0	15.0
164592	19.0	10.0
59269	1933.0	3863.0
84225	1040.0	51.0
23261	1924.0	3102.0
84224	204.0	85.0
23262	2029.0	1020.0
23263	1356.0	631.0
23264	11629.0	7548.0
84226	80.0	122.0
84221	33.0	559.0
406957	0.0	0.0
84220	1.0	0.0
406956	1.0	1.0
84223	1458.0	557.0
406959	0.0	0.0
406958	0.0	0.0
84222	195.0	169.0
646685	0.0	0.0
644022	2.0	3.0
406951	0.0	0.0
406950	0.0	0.0
406953	0.0	0.0
646688	3.0	3.0
406952	0.0	0.0
406955	0.0	0.0
406954	0.0	0.0
23276	1621.0	767.0
23277	5752.0	6588.0
23279	3296.0	5324.0
59277	10075.0	118.0
59272	243.0	5.0
59271	3022.0	687.0
59274	2817.0	437.0
84218	0.0	1.0
84217	315.0	96.0
23270	1854.0	1384.0
23271	3591.0	2340.0
84219	999.0	1658.0
23272	4331.0	2477.0
23274	4193.0	2789.0
84216	126.0	124.0
84215	44.0	12.0
23275	2062.0	1150.0
406946	0.0	0.0
84210	3.0	2.0
406945	0.0	0.0
644017	0.0	0.0
406948	0.0	0.0
406947	0.0	0.0
406949	0.0	0.0
644032	0.0	0.0
646693	0.0	0.0
11261	17743.0	5061.0
644037	7.0	15.0
11260	3847.0	7061.0
646698	5.0	0.0
11262	578.0	426.0
23243	3427.0	2327.0
23244	8133.0	7759.0
59286	6005.0	5133.0
23245	388.0	324.0
23246	1621.0	13767.0
23247	2109.0	995.0
59283	4.0	14.0
23248	4263.0	6353.0
644030	0.0	0.0
59285	390.0	0.0
59284	0.0	0.0
84247	3324.0	7064.0
23240	1722.0	3152.0
84246	1441.0	1750.0
84249	12.0	12.0
23241	6256.0	2756.0
23242	5861.0	181.0
84248	4423.0	2547.0
84243	2787.0	2618.0
11264	7691.0	1009.0
84245	806.0	2311.0
11267	3541.0	3768.0
11266	760.0	700.0
11269	1601.0	836.0
84240	985.0	408.0
11270	909.0	2756.0
644042	0.0	1.0
11272	54.0	86.0
11274	411.0	1653.0
11273	7151.0	9534.0
23254	1684.0	3486.0
23255	784.0	36.0
23256	2336.0	1781.0
23258	7542.0	4496.0
23259	2482.0	1947.0
644041	46.0	0.0
84239	7412.0	36.0
23250	23947.0	2287.0
84236	2295.0	1906.0
23251	28.0	72.0
23252	964.0	2560.0
140564	458.0	820.0
23253	3320.0	1351.0
84232	9023.0	10532.0
11276	4397.0	2915.0
11275	2594.0	2021.0
84231	4805.0	9879.0
49861	12.0	3.0
11278	949.0	387.0
49860	0.0	0.0
84233	863.0	783.0
11277	0.0	0.0
11279	739.0	90.0
84230	2066.0	786.0
23229	1754.0	1145.0
49856	1249.0	3818.0
644054	0.0	0.0
49855	1557.0	555.0
644059	0.0	0.0
49854	2507.0	756.0
11240	1838.0	7029.0
23221	25866.0	1076.0
25884	116.0	23.0
23223	3194.0	5285.0
25886	224.0	1216.0
23224	8947.0	12020.0
25885	3820.0	5728.0
23225	3986.0	6851.0
25888	802.0	1546.0
23228	903.0	738.0
644050	3.0	2.0
201780	115.0	229.0
84269	1162.0	950.0
152559	768.0	1642.0
25880	688.0	1085.0
84268	1615.0	2639.0
23220	7212.0	3614.0
140576	6431.0	1630.0
84265	2473.0	2087.0
11243	2012.0	1940.0
139599	6.0	2.0
84264	276.0	551.0
140578	47.0	2317.0
84267	1415.0	774.0
11245	706.0	450.0
84266	2366.0	1935.0
11244	2429.0	1871.0
84261	629.0	816.0
11247	12.0	3823.0
139596	905.0	250.0
84260	1256.0	1760.0
84263	5961.0	4819.0
11249	2.0	2.0
84262	1306.0	2596.0
11248	1213.0	32.0
345557	210.0	17.0
406993	0.0	0.0
406992	3.0	1.0
406995	0.0	0.0
406994	0.0	0.0
11250	3.0	1.0
406997	1.0	0.0
406996	0.0	0.0
11252	11645.0	5104.0
406999	0.0	0.0
11251	117.0	11.0
406998	0.0	0.0
23232	728.0	461.0
25895	770.0	550.0
23233	2168.0	865.0
25894	741.0	2947.0
25897	4754.0	2599.0
23234	702.0	2084.0
25896	1166.0	3375.0
23235	8261.0	1369.0
23236	602.0	2698.0
25898	1593.0	916.0
23237	473.0	14.0
644063	19.0	21.0
406991	0.0	0.0
23239	1290.0	2045.0
406990	0.0	0.0
25891	740.0	91.0
84258	85.0	10.0
25890	8642.0	354.0
25893	128.0	0.0
23230	2189.0	705.0
23231	10352.0	4233.0
84259	938.0	1540.0
84254	950.0	513.0
11254	8933.0	52.0
84253	325.0	38.0
11253	5415.0	5317.0
406989	0.0	0.0
84256	2416.0	1649.0
11255	0.0	2.0
84255	2068.0	941.0
84250	346.0	377.0
11258	3111.0	2490.0
11257	868.0	164.0
84251	515.0	50.0
11259	5990.0	4967.0
100874483	0.0	0.0
100874482	0.0	3.0
100874480	0.0	1.0
406900	3.0	0.0
100874484	0.0	3.0
201799	1035.0	934.0
201798	38.0	57.0
50831	2.0	0.0
100874489	0.0	0.0
100874488	0.0	0.0
50833	0.0	0.0
50832	26.0	13.0
50835	0.0	1.0
50834	0.0	0.0
50837	0.0	0.0
102465139	0.0	0.0
50836	0.0	4.0
100874471	0.0	4.0
102465138	2.0	0.0
50839	6.0	8.0
100874470	0.0	0.0
102465137	0.0	0.0
50838	3.0	2.0
102465136	8.0	1.0
100874476	1.0	0.0
102465135	0.0	0.0
102465134	0.0	0.0
102465133	0.0	0.0
100874473	0.0	0.0
50840	81.0	92.0
100874479	0.0	1.0
100874478	0.0	2.0
100874477	0.0	1.0
50846	51.0	2.0
100499183	201.0	119.0
50848	18901.0	10604.0
2601	5.0	14.0
100499177	1118.0	2208.0
102465141	1.0	0.0
50853	1425.0	224.0
2609	1.0	1.0
102465140	0.0	0.0
50852	197.0	79.0
50855	434.0	733.0
50854	5662.0	10990.0
100499171	0.0	0.0
50856	630.0	176.0
50859	22.0	18.0
100874494	0.0	0.0
50858	0.0	0.0
100874493	0.0	0.0
100874492	0.0	0.0
100874491	0.0	1.0
100874498	0.0	0.0
646600	3.0	2.0
100874497	0.0	0.0
100874495	0.0	0.0
100874490	0.0	0.0
223117	415.0	1697.0
2613	4.0	2.0
2611	1.0	5.0
50862	4808.0	1272.0
50861	1461.0	2805.0
2619	509.0	217.0
50863	250.0	128.0
100874499	0.0	0.0
2618	2691.0	7903.0
50865	4066.0	1166.0
2617	5364.0	13718.0
2616	455.0	3141.0
2615	16548.0	968.0
406940	0.0	2.0
406942	0.0	0.0
646612	12.0	4.0
406941	0.0	0.0
406944	0.0	0.0
406943	1.0	0.0
100996876	0.0	0.0
2625	573.0	226.0
2624	4821.0	43.0
2623	123.0	2.0
2622	1792.0	762.0
2621	24320.0	2498.0
2620	92.0	11.0
406935	10.0	0.0
406934	0.0	0.0
646603	0.0	3.0
406937	0.0	0.0
406936	0.0	0.0
2629	3524.0	3619.0
406939	0.0	0.0
646609	0.0	0.0
2628	593.0	588.0
406938	0.0	0.0
2627	3063.0	168.0
2626	7.0	1.0
406931	0.0	0.0
406930	0.0	0.0
406933	0.0	0.0
406932	0.0	0.0
646620	0.0	2.0
2636	0.0	3.0
2635	2459.0	457.0
2634	5339.0	7343.0
2633	5033.0	2285.0
2632	2123.0	663.0
2631	4055.0	3899.0
2630	111.0	260.0
406924	0.0	0.0
406923	0.0	0.0
406926	0.0	0.0
646614	0.0	1.0
406925	4.0	1.0
406928	0.0	0.0
2639	1387.0	1501.0
406927	0.0	0.0
646619	0.0	4.0
2638	7.0	3.0
2637	1.0	3.0
406929	0.0	0.0
646630	0.0	1.0
406920	0.0	0.0
406922	0.0	0.0
406921	0.0	0.0
2650	855.0	197.0
2647	2545.0	2514.0
2646	7.0	3.0
2645	43.0	7.0
2644	1054.0	263.0
2643	1424.0	253.0
2642	4.0	4.0
2641	0.0	1.0
406913	7.0	0.0
646627	1.0	3.0
406912	0.0	0.0
646625	0.0	0.0
406915	0.0	0.0
406914	0.0	0.0
406917	0.0	0.0
406916	0.0	0.0
2649	488.0	1111.0
406919	0.0	0.0
2648	1738.0	6949.0
406918	0.0	0.0
646641	0.0	0.0
646640	0.0	0.0
646643	0.0	1.0
406911	0.0	0.0
406910	0.0	0.0
2661	13.0	98.0
2660	27.0	3.0
2658	4.0	0.0
2657	0.0	0.0
406909	0.0	0.0
2653	150.0	170.0
2652	0.0	0.0
2651	2015.0	4202.0
406902	0.0	0.0
406901	0.0	0.0
406904	0.0	0.0
406903	1.0	0.0
406906	0.0	0.0
406905	0.0	0.0
406908	0.0	0.0
406907	0.0	0.0
100874520	0.0	0.0
100130733	25.0	8.0
2672	363.0	151.0
106144578	0.0	0.0
2671	1174.0	782.0
2670	2.0	8.0
106144575	3.0	0.0
2669	1381.0	418.0
2668	5.0	113.0
2667	0.0	0.0
100874529	2.0	1.0
2665	13661.0	26004.0
2664	10374.0	16650.0
2662	2625.0	9.0
100874524	9.0	12.0
100874523	1.0	0.0
100129743	2.0	0.0
100874522	0.0	0.0
100874528	0.0	21.0
100129738	3.0	0.0
100129739	2.0	4.0
100129736	0.0	0.0
100130721	0.0	0.0
2683	16921.0	8372.0
106144568	0.0	0.0
2681	1209.0	100.0
2679	20.0	0.0
2678	3142.0	513.0
100874519	0.0	0.0
2677	3877.0	1446.0
100874518	0.0	0.0
2676	941.0	33.0
2675	168.0	5.0
2674	1382.0	43.0
2673	5917.0	5195.0
101056700	8.0	5.0
100874512	3.0	0.0
100874511	1.0	1.0
100129731	0.0	0.0
100874510	0.0	0.0
100874517	0.0	0.0
100130719	0.0	0.0
100874516	0.0	2.0
100130718	0.0	0.0
100874515	0.0	4.0
100130717	8.0	19.0
100874514	0.0	0.0
100129727	71.0	0.0
100129726	12.0	46.0
100129723	0.0	0.0
100129722	7.0	55.0
2694	5.0	0.0
2693	0.0	0.0
2692	5.0	8.0
2691	1.0	2.0
2690	491.0	25.0
2689	0.0	0.0
2688	4.0	5.0
2687	2785.0	1099.0
2686	2122.0	2238.0
100130708	0.0	0.0
100129716	35.0	18.0
106144540	0.0	0.0
100874531	0.0	0.0
100874530	0.0	2.0
100130700	0.0	0.0
100129714	0.0	0.0
106144541	1.0	0.0
106144542	0.0	1.0
106144543	0.0	0.0
106144544	0.0	0.0
2698	3.0	0.0
106144538	14.0	46.0
2697	9657.0	735.0
106144539	0.0	0.0
2696	227.0	39.0
2695	0.0	0.0
100129706	0.0	1.0
100129708	1.0	0.0
284131	1473.0	737.0
115509	998.0	379.0
259197	150.0	59.0
284129	1691.0	447.0
284123	0.0	0.0
106144592	0.0	0.0
106144593	12.0	19.0
106144595	4.0	7.0
286749	19.0	2.0
106144598	0.0	3.0
106144599	0.0	0.0
284119	57559.0	3710.0
284116	22.0	21.0
284114	786.0	939.0
284111	8.0	1.0
284110	39.0	20.0
259173	5010.0	102.0
106144584	47.0	6.0
286753	5.0	2.0
106144585	0.0	0.0
106144586	13.0	0.0
284106	2255.0	1922.0
284100	3.0	0.0
284184	775.0	1578.0
127544	3939.0	4773.0
23443	1986.0	787.0
115557	946.0	281.0
127540	0.0	0.0
23446	7367.0	8213.0
115560	237.0	232.0
23440	0.0	25.0
127534	37.0	11.0
139538	0.0	0.0
23452	3076.0	2893.0
441459	13.0	108.0
441457	22.0	23.0
23456	1472.0	775.0
115548	3572.0	491.0
23457	386.0	810.0
441452	3.0	0.0
441461	29.0	40.0
152503	6161.0	483.0
23450	9987.0	16135.0
23451	14932.0	13222.0
139542	0.0	0.0
284167	55.0	70.0
23428	4769.0	409.0
284161	261.0	168.0
23429	4617.0	1843.0
100130799	0.0	2.0
23420	2510.0	3249.0
23421	534.0	845.0
23423	3738.0	3645.0
23424	1667.0	1753.0
23426	53.0	70.0
152519	172.0	115.0
152518	520.0	982.0
441490	0.0	0.0
23438	2085.0	2518.0
23439	0.0	3.0
100130786	0.0	0.0
23430	2061.0	12.0
100130785	0.0	0.0
23431	952.0	1209.0
23432	1203.0	1264.0
23433	4436.0	1179.0
441478	260.0	179.0
23434	4.0	2.0
23435	6698.0	8943.0
441476	11.0	39.0
23436	21.0	0.0
441484	0.0	1.0
441481	27.0	6.0
140545	159.0	93.0
100129795	1.0	0.0
139562	1.0	0.0
100129792	291.0	10.0
100129794	85.0	52.0
100129793	0.0	0.0
23405	4321.0	1702.0
23406	14275.0	3770.0
23408	1008.0	3105.0
23409	86.0	106.0
100130776	326.0	1110.0
100130775	1.0	0.0
441425	0.0	0.0
23400	3851.0	6711.0
100130771	177.0	28.0
23401	803.0	2246.0
23403	1303.0	3612.0
441420	1.0	0.0
23404	1183.0	3247.0
127579	27.0	53.0
100129784	0.0	1.0
100129781	12.0	17.0
100129782	0.0	0.0
23416	283.0	1327.0
23417	1393.0	443.0
23418	28.0	13.0
100129777	0.0	0.0
441416	38.0	0.0
23410	1757.0	803.0
23411	2045.0	1650.0
23412	1082.0	2234.0
23413	1037.0	2255.0
441410	0.0	0.0
23414	534.0	2909.0
23415	5.0	17.0
100129772	1.0	0.0
100130758	32.0	11.0
100130756	1.0	0.0
100129769	0.0	0.0
441442	0.0	0.0
100874509	2.0	0.0
100874508	0.0	0.0
100874507	2.0	5.0
115584	4.0	4.0
379024	0.0	0.0
379025	2350.0	967.0
100874502	3.0	1.0
100874501	0.0	0.0
100874500	0.0	0.0
100874506	0.0	0.0
100874505	0.0	0.0
100129761	2.0	0.0
100874504	0.0	0.0
100874503	4.0	1.0
284196	0.0	0.0
284194	51.0	34.0
139516	2.0	1.0
100129755	0.0	1.0
100130742	26.0	40.0
379005	0.0	0.0
379006	0.0	0.0
379008	0.0	0.0
379009	0.0	0.0
127550	5.0	4.0
441432	0.0	0.0
441430	1.0	0.0
115572	3407.0	531.0
379011	0.0	0.0
379012	0.0	0.0
379013	2.0	2.0
284186	75.0	10.0
284185	66.0	2.0
646531	28.0	83.0
100463285	5.0	5.0
84328	1268.0	2579.0
84327	2102.0	1243.0
84329	1321.0	1192.0
84324	172.0	163.0
84326	2223.0	3722.0
84320	1733.0	4175.0
100500797	0.0	0.0
646527	4.0	4.0
100500798	0.0	0.0
646526	0.0	0.0
100463289	0.0	0.0
84322	0.0	0.0
84321	428.0	1763.0
100499227	74.0	35.0
343071	0.0	0.0
100996944	0.0	0.0
343070	0.0	0.0
100996941	1.0	5.0
127495	56.0	42.0
84309	1682.0	1909.0
84317	4656.0	7614.0
84316	2241.0	2421.0
84319	794.0	1976.0
84318	433.0	1229.0
84313	2827.0	3978.0
84312	614.0	353.0
84315	982.0	580.0
84314	811.0	858.0
646538	0.0	1.0
343069	0.0	1.0
84311	1908.0	3094.0
84310	5360.0	2923.0
343068	0.0	0.0
343066	0.0	0.0
100996939	162.0	116.0
23386	8631.0	7548.0
23387	4041.0	1513.0
23389	6440.0	8344.0
441400	2.0	2.0
100996930	3.0	19.0
201853	76.0	1.0
23380	3418.0	3592.0
23381	7810.0	10634.0
23382	14396.0	712.0
23383	4681.0	6137.0
23384	4251.0	1662.0
23385	10742.0	7353.0
106866914	0.0	0.0
84342	1607.0	1476.0
106866913	3.0	4.0
84343	1404.0	1043.0
60370	2949.0	269.0
84340	1345.0	1514.0
106866915	0.0	0.0
646567	0.0	1.0
100996928	1.0	1.0
23397	100.0	1950.0
23398	1332.0	827.0
23399	8087.0	5723.0
23390	1613.0	797.0
23392	7381.0	6554.0
84335	3033.0	6056.0
23394	6605.0	7818.0
84334	1031.0	726.0
23395	1414.0	1135.0
84337	3618.0	2622.0
84336	2659.0	5889.0
23396	5501.0	4271.0
60386	832.0	1271.0
84331	1305.0	1139.0
60385	31.0	132.0
84330	758.0	502.0
84333	4343.0	1430.0
84332	432.0	46.0
152485	1163.0	989.0
646575	0.0	0.0
646572	7.0	20.0
343045	0.0	0.0
646577	0.0	0.0
646576	646.0	51.0
23365	15954.0	3515.0
23366	459.0	1760.0
23367	12069.0	26783.0
23368	4516.0	717.0
23369	9079.0	9153.0
23360	3258.0	4075.0
23361	2966.0	2022.0
140432	1.0	0.0
23362	1066.0	125.0
