id	ba92f745-0592-4aca-9924-533486427c1b	e8572c09-d77c-456c-9a8a-7f5351502a01
129804	386.0	150.0
129807	6.0	6.0
129880	181.0	131.0
23768	1016.0	1464.0
23769	16.0	30.0
129881	65.0	6.0
100130418	18.0	29.0
345062	1.0	3.0
286204	8.0	8.0
100129428	0.0	0.0
286205	1835.0	400.0
100129427	0.0	0.0
23760	3966.0	4454.0
359748	0.0	0.0
100862854	0.0	0.0
286207	96.0	98.0
359749	2.0	0.0
23761	2705.0	2481.0
100862855	0.0	0.0
23762	727.0	204.0
23764	8118.0	1632.0
359744	2.0	1.0
100862850	1.0	0.0
23765	5597.0	3338.0
359745	0.0	0.0
359746	0.0	0.0
100862852	0.0	7.0
23766	0.0	0.0
23767	8814.0	70.0
100862853	0.0	0.0
359747	0.0	0.0
359751	0.0	0.0
359752	1.0	4.0
359753	0.0	1.0
100129423	0.0	0.0
100130409	0.0	0.0
23779	83.0	158.0
129870	0.0	0.0
100130405	0.0	0.0
100130402	0.0	0.0
23772	0.0	3.0
23774	2867.0	1392.0
359755	2.0	2.0
359757	0.0	0.0
359758	0.0	0.0
359762	0.0	0.0
359763	0.0	0.0
359760	0.0	0.0
23770	20065.0	19059.0
359761	3.0	10.0
129868	0.0	3.0
23746	1.0	0.0
102465502	0.0	7.0
102465501	0.0	0.0
100129407	0.0	0.0
102465500	0.0	0.0
286223	16.0	12.0
23749	0.0	0.0
100129403	0.0	2.0
345041	13.0	6.0
100129405	92.0	298.0
102465509	0.0	0.0
102465508	0.0	0.0
23741	12845.0	3687.0
102465507	0.0	0.0
23742	5.0	0.0
359766	2.0	0.0
23743	183.0	44.0
359767	0.0	0.0
102465505	0.0	0.0
130813	12.0	4.0
23744	0.0	0.0
102465504	2.0	1.0
130814	1998.0	1100.0
102465503	0.0	0.0
359774	4.0	2.0
359775	0.0	1.0
359776	0.0	0.0
359770	1.0	0.0
359771	0.0	0.0
359772	1.0	0.0
100129402	0.0	0.0
100129401	0.0	0.0
23757	0.0	1.0
102465513	0.0	0.0
23758	0.0	0.0
102465512	0.0	0.0
23759	3362.0	4050.0
102465511	0.0	0.0
286234	1.0	0.0
102465510	0.0	0.0
129852	17.0	2.0
347694	417.0	2.0
286239	0.0	0.0
23751	0.0	1.0
102465519	0.0	0.0
23752	11.0	2.0
23753	943.0	1992.0
115207	15705.0	2982.0
359777	0.0	0.0
102465517	0.0	0.0
130827	148.0	219.0
359778	0.0	0.0
102465516	0.0	0.0
115209	699.0	472.0
23755	46.0	2.0
359779	0.0	0.0
102465515	0.0	0.0
23756	0.0	0.0
102465514	0.0	0.0
359787	1.0	0.0
359781	0.0	0.0
359782	0.0	0.0
347689	5.0	37.0
347688	0.0	11.0
102465524	0.0	0.0
94005	6628.0	3997.0
102465523	0.0	2.0
102465522	0.0	3.0
102465521	0.0	0.0
102465520	0.0	0.0
94009	45.0	41.0
727866	3.0	1.0
57060	2127.0	1127.0
102465528	0.0	1.0
102465527	0.0	0.0
57062	12693.0	7534.0
102465526	0.0	0.0
727865	4.0	2.0
102465525	0.0	0.0
84687	9887.0	4736.0
727859	4.0	0.0
84689	317.0	171.0
84688	11.0	12.0
139135	0.0	1.0
84684	137.0	2.0
84681	1126.0	491.0
84680	947.0	1088.0
102465535	0.0	0.0
102465534	0.0	0.0
102465533	0.0	0.0
102465532	0.0	0.0
102465531	0.0	0.0
102465530	0.0	0.0
727856	2.0	0.0
727857	0.0	0.0
727851	123.0	74.0
102465539	0.0	3.0
102465538	0.0	0.0
102465537	0.0	0.0
102465536	0.0	0.0
84679	832.0	3965.0
84676	45.0	4.0
84675	19.0	26.0
140123	0.0	0.0
84678	3086.0	2550.0
84677	0.0	0.0
84672	0.0	0.0
84671	978.0	721.0
84674	2992.0	920.0
84673	0.0	0.0
152101	0.0	0.0
152100	632.0	493.0
94027	11.0	31.0
94026	0.0	109.0
94025	3.0	59.0
129787	2387.0	1724.0
57088	4091.0	1284.0
127124	0.0	0.0
57089	929.0	1165.0
57082	407.0	2020.0
57084	0.0	0.0
57085	3554.0	6345.0
152118	2.0	4.0
152110	31.0	22.0
154790	2.0	354.0
154791	432.0	226.0
646201	0.0	2.0
57091	4636.0	325.0
94015	2308.0	189.0
57092	6415.0	4404.0
646202	25.0	11.0
57097	862.0	547.0
57099	767.0	1537.0
727879	0.0	0.0
57093	0.0	0.0
166752	52.0	0.0
57094	335.0	13.0
57095	2281.0	3942.0
57096	90.0	27.0
139163	0.0	0.0
84698	192.0	127.0
84699	4.0	1.0
84694	0.0	0.0
84693	449.0	582.0
100499563	0.0	0.0
84696	25.0	26.0
84695	632.0	604.0
84690	4.0	0.0
84692	6.0	2.0
84691	2.0	13.0
130752	27.0	9.0
646213	0.0	0.0
100130495	23.0	91.0
646208	0.0	3.0
94039	880.0	743.0
94031	5509.0	15461.0
94030	726.0	58.0
100130484	0.0	0.0
94033	0.0	0.0
94032	22.0	156.0
727810	0.0	0.0
100130481	0.0	0.0
100130480	1.0	0.0
115196	317.0	206.0
727805	0.0	0.0
139105	2.0	0.0
646218	0.0	1.0
347744	20.0	37.0
347741	0.0	1.0
646231	0.0	0.0
154743	910.0	581.0
130773	0.0	0.0
727842	1.0	0.0
100129480	47.0	24.0
100129482	679.0	386.0
727837	0.0	0.0
347736	21.0	23.0
347733	53.0	158.0
347732	10.0	77.0
347735	4628.0	15388.0
347734	4262.0	6707.0
347731	5.0	0.0
646243	0.0	0.0
94059	406.0	277.0
347730	2.0	0.0
646249	0.0	1.0
201305	93.0	25.0
100130466	0.0	0.0
727833	0.0	1.0
727835	0.0	3.0
100130462	0.0	0.0
94056	4122.0	2706.0
100130461	1.0	1.0
727830	0.0	0.0
727832	0.0	34.0
140100	0.0	0.0
727826	27.0	61.0
727828	0.0	0.0
100129472	0.0	0.0
347720	0.0	0.0
100288841	0.0	0.0
60626	9006.0	6683.0
347717	0.0	0.0
347716	18.0	14.0
101154644	1.0	0.0
152195	401.0	64.0
100288831	0.0	0.0
164153	0.0	0.0
105370141	0.0	0.0
347704	0.0	0.0
347703	0.0	0.0
347706	0.0	0.0
152189	929.0	208.0
347705	1.0	0.0
347702	2.0	0.0
152185	863.0	1544.0
347701	2.0	2.0
100288827	0.0	0.0
100288825	0.0	0.0
57000	145.0	101.0
57001	419.0	512.0
84618	5.0	1.0
84617	11954.0	8779.0
84619	459.0	553.0
57007	8487.0	1901.0
84624	501.0	7527.0
84627	669.0	1404.0
84626	730.0	876.0
57002	400.0	418.0
57003	10822.0	5836.0
84620	349.0	20.0
84623	45.0	14.0
57004	0.0	0.0
84622	238.0	122.0
100288814	15.0	4.0
57010	132.0	48.0
57017	2572.0	1677.0
84614	1043.0	615.0
57018	5291.0	4175.0
57019	2935.0	1993.0
84616	0.0	3.0
84612	1397.0	259.0
57016	6.0	3916.0
96626	0.0	0.0
100288805	37.0	14.0
100288801	0.0	3.0
100288802	0.0	0.0
57020	5840.0	3586.0
164127	1.0	10.0
166785	644.0	343.0
84639	0.0	42.0
84647	194.0	0.0
84649	437.0	700.0
60678	1676.0	2156.0
60677	2.0	1.0
84648	0.0	116.0
60676	27.0	844.0
84643	0.0	0.0
60675	63.0	18.0
139170	0.0	0.0
101154686	0.0	0.0
84645	224.0	297.0
60674	4470.0	7888.0
57026	8.0	32.0
60673	1415.0	2344.0
152138	0.0	1.0
60672	1361.0	1858.0
152137	13346.0	4215.0
252946	0.0	0.0
84641	6614.0	3606.0
252948	9.0	0.0
84640	3121.0	1021.0
252949	0.0	0.0
154796	2263.0	513.0
96610	243.0	287.0
164118	7.0	22.0
84629	15128.0	11727.0
84628	330.0	186.0
727897	8262.0	62.0
57030	44.0	85.0
84636	33.0	32.0
252950	0.0	0.0
252951	0.0	0.0
252952	0.0	0.0
57035	771.0	1986.0
84632	3102.0	1133.0
60686	821.0	387.0
84631	76.0	11.0
57037	1122.0	2204.0
84634	0.0	14.0
60685	6824.0	6014.0
105370183	0.0	1.0
57038	2109.0	2298.0
60684	2833.0	1549.0
60682	1159.0	674.0
60681	8703.0	8254.0
84630	42.0	28.0
60680	10.0	102.0
252953	0.0	0.0
252954	0.0	0.0
139189	6.0	0.0
252955	0.0	0.0
252956	3.0	0.0
57045	4409.0	4357.0
84669	3895.0	1654.0
84668	2123.0	4765.0
84665	8.0	0.0
57047	7.0	75.0
84664	0.0	0.0
84667	3.0	7.0
84666	0.0	3.0
84661	1444.0	1996.0
84660	16.0	18.0
84662	4260.0	1960.0
648809	1.0	3.0
648822	1.0	0.0
57053	29.0	20.0
57054	0.0	0.0
57055	0.0	0.0
57050	2434.0	1114.0
166793	240.0	140.0
84658	494.0	73.0
84657	71.0	75.0
84659	1.0	819.0
84654	0.0	1.0
57057	0.0	6.0
84656	8593.0	6894.0
84650	1128.0	1070.0
84651	2.0	17.0
100132917	1.0	0.0
100132918	0.0	0.0
252983	1283.0	376.0
441073	29.0	17.0
100132920	0.0	1.0
100132923	21.0	9.0
100132929	0.0	1.0
100288797	0.0	2.0
441056	0.0	0.0
441066	0.0	0.0
252995	387.0	241.0
441061	1.0	1.0
100132932	0.0	0.0
100132938	0.0	0.0
100288785	0.0	0.0
441094	830.0	533.0
100132940	0.0	1.0
252968	0.0	4.0
252969	1284.0	1413.0
100132948	7.0	14.0
100132949	0.0	0.0
286310	3.0	1.0
404093	3328.0	1586.0
286319	864.0	344.0
100288772	5.0	0.0
441027	1718.0	589.0
441026	3.0	1.0
441024	453.0	288.0
441032	175.0	95.0
84803	531.0	90.0
164091	1312.0	1135.0
100132963	0.0	1.0
100132965	0.0	0.0
100132967	0.0	0.0
152098	66.0	28.0
100288757	0.0	0.0
100132973	0.0	0.0
100132978	2.0	5.0
100132979	0.0	0.0
359803	2.0	7.0
359804	0.0	2.0
100288742	0.0	0.0
359806	0.0	0.0
84816	291.0	348.0
359800	0.0	1.0
84818	1813.0	852.0
441046	46.0	7.0
84817	1361.0	3666.0
359802	0.0	0.0
84823	3681.0	8371.0
57205	3799.0	646.0
441054	13.0	40.0
84824	17.0	120.0
441051	3.0	4.0
441050	45.0	60.0
84820	67.0	169.0
100132987	0.0	3.0
57209	752.0	604.0
100288739	0.0	4.0
84809	794.0	872.0
84808	29.0	476.0
57210	2778.0	1412.0
84804	775.0	615.0
100288730	79.0	37.0
84807	380.0	465.0
441034	14.0	12.0
84812	337.0	134.0
57215	1794.0	1281.0
84811	1413.0	1193.0
57216	999.0	1455.0
57217	7270.0	4240.0
84814	143.0	70.0
100132992	0.0	0.0
57211	4736.0	1142.0
100132994	0.0	0.0
57212	2321.0	1089.0
57213	1556.0	729.0
100132995	0.0	0.0
57214	3768.0	6584.0
105370242	0.0	0.0
286365	0.0	0.0
100130338	0.0	0.0
100129348	0.0	0.0
100130335	13.0	6.0
648791	100.0	268.0
359822	1.0	0.0
100129347	12.0	5.0
286370	0.0	0.0
404037	0.0	0.0
100130327	0.0	0.0
100129337	4.0	3.0
130728	0.0	0.0
286380	1.0	0.0
100129331	0.0	0.0
100130319	0.0	1.0
404024	4.0	6.0
404026	0.0	0.0
100129329	0.0	0.0
100130313	0.0	0.0
441009	0.0	9.0
100130311	355.0	579.0
100130310	0.0	0.0
130733	622.0	26.0
359844	0.0	1.0
359845	13176.0	1822.0
727914	4.0	2.0
727915	5.0	0.0
100129325	1.0	0.0
100129320	21.0	3.0
646168	1.0	0.0
100129319	0.0	6.0
100130307	9.0	8.0
100129315	0.0	0.0
100130302	2.0	0.0
727910	2984.0	526.0
100130301	5.0	1.0
345193	9.0	9.0
130749	21.0	2.0
646164	0.0	0.0
727909	8.0	0.0
727905	0.0	0.0
100129308	0.0	0.0
646177	1.0	0.0
100129306	0.0	0.0
646171	11.0	2.0
646175	0.0	2.0
646174	5.0	2.0
115123	739.0	121.0
286333	30.0	49.0
286336	1769.0	797.0
115106	848.0	773.0
100306975	0.0	3.0
115111	19.0	8.0
286343	1862.0	280.0
286348	0.0	0.0
646193	5.0	3.0
100886964	33.0	0.0
646192	0.0	0.0
646196	0.0	1.0
646195	5959.0	6434.0
100534599	1.0	0.0
130700	0.0	0.0
100306951	76.0	117.0
100534595	44.0	24.0
100132911	0.0	0.0
100534592	1.0	2.0
100534593	46.0	60.0
286362	0.0	0.0
100132916	0.0	3.0
100240709	3.0	9.0
129684	0.0	0.0
57180	223.0	456.0
129685	2615.0	1577.0
100240707	6.0	4.0
727982	0.0	2.0
57185	5730.0	4434.0
727987	0.0	0.0
57186	16269.0	1897.0
57187	4386.0	5139.0
57188	5631.0	125.0
57181	2307.0	936.0
94122	81.0	367.0
57182	5031.0	1801.0
727984	2.0	2.0
94121	1701.0	623.0
94120	709.0	432.0
57184	1252.0	1215.0
359795	0.0	0.0
359797	0.0	0.0
359798	0.0	0.0
359791	0.0	0.0
100009613	1.0	4.0
57189	5686.0	1771.0
359792	8.0	6.0
127018	753.0	556.0
359793	0.0	0.0
100240711	0.0	2.0
100240712	0.0	2.0
100240710	0.0	2.0
345258	3.0	2.0
100240713	1.0	0.0
94115	0.0	0.0
57190	27338.0	16777.0
727970	2.0	1.0
57191	49.0	54.0
166614	736.0	309.0
57198	7782.0	1913.0
57192	3780.0	2174.0
359799	0.0	0.0
57194	6392.0	746.0
727969	0.0	0.0
84798	1258.0	3735.0
140004	0.0	0.0
84793	154.0	151.0
84792	1027.0	2752.0
84795	312.0	101.0
84791	274.0	107.0
84790	5834.0	28381.0
154661	117.0	4.0
154664	46.0	1918.0
166647	2112.0	2700.0
127003	7.0	5.0
127002	321.0	326.0
115019	2343.0	488.0
100130396	0.0	0.0
102465429	0.0	0.0
102465428	0.0	0.0
142680	5.0	23.0
100130391	1.0	1.0
115024	1877.0	1842.0
142679	321.0	92.0
648729	4.0	5.0
142678	1751.0	2259.0
347894	0.0	0.0
102465436	0.0	9.0
94137	105.0	12.0
727991	12.0	5.0
102465435	0.0	0.0
102465434	0.0	0.0
102465433	0.0	0.0
102465432	0.0	0.0
648740	0.0	0.0
102465431	0.0	0.0
102465430	0.0	0.0
100130388	1.0	2.0
100130386	1.0	2.0
94134	2469.0	1183.0
100130384	0.0	0.0
100130383	0.0	0.0
102465438	0.0	0.0
102465437	1.0	0.0
142684	117.0	17.0
100129394	1.0	3.0
142683	1452.0	7.0
142686	74.0	35.0
142685	0.0	0.0
152007	7536.0	2247.0
152006	5917.0	1433.0
142689	9.0	1.0
140028	0.0	0.0
152002	1864.0	4575.0
100129396	0.0	0.0
102465447	0.0	0.0
127062	0.0	1.0
102465446	1.0	1.0
345222	29.0	30.0
102465445	0.0	0.0
102465444	0.0	0.0
102465443	0.0	1.0
102465442	0.0	0.0
102465441	0.0	0.0
102465440	0.0	0.0
94162	0.0	0.0
127069	0.0	0.0
94161	0.0	27.0
100130376	0.0	27.0
94160	4.0	1.0
127068	0.0	0.0
127066	0.0	0.0
727940	0.0	0.0
727941	0.0	0.0
102465449	0.0	0.0
127064	0.0	0.0
102465448	0.0	0.0
100129382	0.0	0.0
727936	1050.0	1130.0
100129385	0.0	0.0
100129387	550.0	1270.0
102465458	0.0	0.0
102465457	1.0	0.0
94158	29.0	46.0
102465456	0.0	0.0
102465455	0.0	0.0
102465454	0.0	0.0
102465453	0.0	0.0
102465452	0.0	0.0
100130368	2.0	3.0
102465451	3.0	10.0
127059	0.0	0.0
94151	0.0	0.0
94150	0.0	0.0
100130361	0.0	0.0
100129370	0.0	0.0
102465450	0.0	0.0
646113	8.0	4.0
102465469	0.0	0.0
102465468	1.0	0.0
102465467	0.0	0.0
347862	3448.0	2449.0
102465466	0.0	0.0
102465465	0.0	1.0
100130359	0.0	0.0
102465464	0.0	0.0
102465463	8.0	28.0
646114	0.0	2.0
102465462	0.0	0.0
100009676	228.0	348.0
727964	0.0	0.0
100129361	1442.0	2106.0
102465461	0.0	0.0
102465460	0.0	2.0
646108	6.0	4.0
100129368	0.0	0.0
347853	2.0	0.0
102465479	0.0	0.0
102465478	1.0	6.0
102465477	0.0	0.0
102465476	0.0	0.0
100130348	25.0	117.0
102465475	0.0	0.0
102465474	0.0	0.0
102465473	0.0	0.0
727956	0.0	0.0
727957	3272.0	4596.0
100009667	2.0	0.0
100130342	0.0	0.0
100009668	4.0	21.0
101154753	0.0	0.0
100009669	0.0	0.0
102465472	0.0	0.0
100129355	0.0	0.0
102465471	0.0	0.0
102465470	0.0	2.0
100129357	13.0	16.0
100129351	0.0	0.0
100129354	14.0	5.0
102465489	0.0	0.0
102465488	0.0	9.0
100288726	0.0	0.0
102465487	0.0	0.0
102465486	0.0	0.0
102465485	0.0	0.0
102465484	0.0	0.0
164045	28.0	4.0
57105	433.0	109.0
57106	664.0	569.0
84726	20455.0	8901.0
57107	1475.0	866.0
84725	782.0	1502.0
57108	1.0	3.0
57101	733.0	29.0
84720	3329.0	2782.0
57102	1114.0	1972.0
57103	974.0	1437.0
84722	306.0	789.0
57104	7776.0	1816.0
102465483	0.0	0.0
102465482	0.0	2.0
102465481	0.0	0.0
102465480	0.0	0.0
57109	1556.0	1372.0
102465499	0.0	0.0
100288713	7.0	14.0
102465496	0.0	1.0
102465495	0.0	0.0
100288711	0.0	0.0
84709	23.0	12.0
57110	14.0	417.0
57111	3820.0	4490.0
84706	695.0	685.0
84705	590.0	1464.0
84708	497.0	502.0
84707	593.0	830.0
57116	9.0	87.0
57117	1418.0	1023.0
57118	4249.0	596.0
57119	0.0	0.0
57113	0.0	0.0
57115	0.0	2277.0
102465494	0.0	0.0
102465493	0.0	1.0
102465492	0.0	0.0
102465491	4.0	8.0
102465490	0.0	0.0
152065	1.0	0.0
100288702	0.0	0.0
57120	2636.0	2400.0
57121	331.0	674.0
57122	1805.0	3380.0
201456	28.0	12.0
127086	0.0	0.0
57127	1.0	6.0
57128	1658.0	1245.0
57129	1103.0	1976.0
84747	4291.0	2208.0
57124	7469.0	5358.0
57125	2021.0	1039.0
57126	1.0	139.0
84740	88.0	63.0
152078	195.0	213.0
127074	0.0	0.0
57130	6036.0	7485.0
57132	7496.0	2994.0
84727	719.0	679.0
127077	0.0	0.0
84735	7.0	7.0
84734	1393.0	169.0
57139	751.0	113.0
115098	2932.0	4548.0
201475	3046.0	2817.0
57134	2356.0	744.0
57135	0.0	0.0
57136	9338.0	7389.0
84733	1108.0	1298.0
57142	22521.0	21966.0
57143	593.0	566.0
57144	3.0	1.0
201477	0.0	0.0
57140	11848.0	7596.0
57149	1470.0	563.0
84767	0.0	0.0
140032	1.0	1.0
84769	702.0	1502.0
57146	2258.0	7962.0
57147	840.0	761.0
84766	295.0	94.0
84765	289.0	292.0
57148	5880.0	3385.0
152015	15.0	3.0
57152	0.0	10.0
57153	38202.0	16674.0
166655	0.0	0.0
57154	4639.0	4477.0
84749	1417.0	712.0
57150	348.0	281.0
57151	0.0	0.0
84759	725.0	995.0
140043	0.0	0.0
57156	52.0	2181.0
57157	1217.0	1605.0
139060	0.0	1.0
84752	2026.0	1093.0
57158	718.0	204.0
57159	8.0	4.0
84750	836.0	458.0
152024	2.0	1.0
139067	0.0	0.0
139065	109.0	31.0
94104	932.0	898.0
94103	7258.0	3583.0
96764	1562.0	1427.0
94107	1968.0	1798.0
57165	609.0	94.0
94101	1461.0	966.0
57161	2017.0	379.0
57162	3158.0	2456.0
57167	12.0	187.0
57168	128.0	393.0
57169	10418.0	4100.0
84787	391.0	631.0
57175	8714.0	3641.0
57176	2515.0	2759.0
57171	919.0	1174.0
57172	275.0	265.0
84779	2.0	19.0
57178	20250.0	7526.0
139081	2.0	1.0
84775	384.0	438.0
57179	9771.0	4267.0
84777	240.0	272.0
84771	59.0	96.0
113655	474.0	1300.0
732538	0.0	2.0
353323	0.0	0.0
353322	402.0	199.0
353324	53.0	29.0
100996279	0.0	0.0
149603	7674.0	12131.0
341333	1.0	5.0
343990	1532.0	114.0
353332	0.0	0.0
149620	379.0	0.0
353333	0.0	0.0
100996266	1.0	1.0
343981	0.0	0.0
162605	2.0	0.0
353345	89.0	45.0
84900	104.0	680.0
84902	2011.0	1530.0
149628	130.0	111.0
84901	2500.0	3387.0
341315	133.0	83.0
113622	151.0	187.0
353355	54.0	46.0
149643	6.0	0.0
150622	105.0	0.0
100852408	0.0	0.0
100852409	0.0	0.0
100852406	0.0	0.0
100852407	5.0	16.0
642513	0.0	0.0
100852405	0.0	0.0
642517	154.0	194.0
100852410	31.0	17.0
84919	11318.0	3314.0
84918	2908.0	9444.0
389322	34.0	44.0
390311	0.0	0.0
389320	0.0	0.0
390313	0.0	0.0
84915	200.0	280.0
84914	911.0	1531.0
497190	3.0	14.0
84916	2161.0	2289.0
84922	1193.0	846.0
390318	0.0	0.0
84924	388.0	323.0
84923	1009.0	630.0
84920	160.0	248.0
123016	838.0	803.0
497189	22.0	35.0
642521	0.0	0.0
390320	0.0	0.0
84908	1229.0	4237.0
390321	0.0	0.0
353376	16.0	2.0
390322	0.0	0.0
390323	0.0	0.0
654502	0.0	1.0
84909	2408.0	2755.0
390324	0.0	0.0
654503	0.0	1.0
84904	117.0	485.0
654504	0.0	0.0
390326	0.0	0.0
654505	1.0	0.0
390327	0.0	0.0
654506	20.0	10.0
84905	494.0	402.0
84911	200.0	148.0
390329	0.0	0.0
84910	3601.0	2768.0
84913	6538.0	149.0
84912	1945.0	2192.0
113691	14.0	8.0
642538	0.0	0.0
113675	627.0	453.0
84937	2072.0	1872.0
84936	1340.0	2745.0
84939	2984.0	2384.0
84938	993.0	490.0
84944	8.0	8.0
57325	1138.0	785.0
57326	19644.0	9333.0
84946	1245.0	1201.0
84945	1636.0	921.0
84940	67.0	129.0
389336	0.0	176.0
389337	1815.0	1459.0
84942	291.0	550.0
84941	349.0	629.0
642546	4.0	1.0
343930	0.0	0.0
84929	664.0	89.0
389333	442.0	122.0
84926	6299.0	7034.0
84925	2177.0	1562.0
84928	1631.0	1389.0
57336	249.0	183.0
84933	261.0	468.0
84932	1786.0	1318.0
57337	1009.0	1046.0
84935	215.0	954.0
57338	26.0	67.0
84934	1184.0	1884.0
57332	276.0	454.0
57333	1723.0	23499.0
84931	0.0	0.0
84930	660.0	1536.0
57335	227.0	175.0
103752554	0.0	4.0
103752555	0.0	0.0
642559	11.0	29.0
390352	2.0	2.0
390354	402.0	487.0
389362	580.0	1369.0
150677	0.0	3.0
150678	1441.0	1612.0
377381	49.0	37.0
162655	131.0	124.0
390363	3.0	0.0
147040	1666.0	2135.0
343901	1.0	1.0
149699	0.0	1.0
150684	1203.0	1459.0
150681	0.0	0.0
159013	1646.0	1079.0
221504	1.0	8.0
103752581	5.0	8.0
389386	1.0	0.0
389383	0.0	0.0
389384	0.0	33.0
123041	365.0	46.0
162681	364.0	793.0
123036	1904.0	2541.0
103752587	1.0	1.0
150696	1048.0	17436.0
103752588	7.0	9.0
103752589	24.0	20.0
103752583	0.0	0.0
103752584	10.0	18.0
103752585	4.0	0.0
103752586	2.0	6.0
390340	0.0	0.0
389376	8465.0	67.0
221527	255.0	180.0
390394	1.0	1.0
149647	13.0	0.0
389396	0.0	0.0
123099	216.0	467.0
389395	0.0	0.0
123096	1737.0	828.0
137682	488.0	769.0
390378	0.0	2.0
221545	612.0	966.0
221547	4.0	7.0
147011	77.0	107.0
147007	1238.0	775.0
100996295	10.0	44.0
137695	902.0	908.0
162632	0.0	2.0
149685	0.0	0.0
100135063	0.0	0.0
100135064	0.0	0.0
147015	223.0	160.0
100996280	0.0	0.0
94240	1816.0	908.0
94241	6259.0	3220.0
94236	0.0	0.0
94235	7.0	13.0
94234	1002.0	890.0
94239	11452.0	8181.0
94233	0.0	14.0
390294	0.0	1.0
390297	1.0	0.0
390298	0.0	1.0
221584	115.0	118.0
150590	93.0	50.0
94274	2005.0	295.0
94298	0.0	0.0
94297	1.0	1.0
414768	0.0	0.0
642451	1.0	5.0
414766	8.0	26.0
414767	0.0	0.0
654434	330.0	192.0
400123	0.0	3.0
400121	0.0	3.0
57221	4920.0	2506.0
84838	3584.0	1441.0
400120	851.0	0.0
84837	261.0	718.0
84839	1.0	1.0
57226	2696.0	1475.0
84844	1288.0	1767.0
84847	3.0	24.0
57228	1589.0	2271.0
57222	24932.0	7722.0
402779	0.0	0.0
402778	378.0	586.0
57223	5231.0	4492.0
57224	8309.0	2342.0
84842	18.0	81.0
414776	0.0	0.0
642446	0.0	0.0
414771	0.0	4.0
642448	3.0	0.0
642461	0.0	0.0
642460	0.0	0.0
414777	1571.0	1333.0
414778	11.0	14.0
57231	4466.0	1799.0
400110	3.0	3.0
57232	245.0	198.0
654427	3.0	11.0
84826	0.0	0.0
654429	0.0	18.0
84833	1873.0	3299.0
84836	6065.0	2325.0
84830	1642.0	695.0
57234	193.0	140.0
84832	0.0	0.0
654433	1574.0	1036.0
9001	68.0	3614.0
9002	4167.0	214.0
642475	531.0	808.0
84859	2655.0	4123.0
84867	98.0	2.0
84866	1831.0	841.0
84869	757.0	397.0
84868	2423.0	2126.0
654463	15.0	87.0
84865	340.0	505.0
84864	1093.0	2337.0
84861	1718.0	912.0
9014	933.0	761.0
9015	179.0	289.0
9013	3678.0	1856.0
9019	10572.0	11320.0
9016	317.0	721.0
341392	12.0	2.0
84848	21.0	68.0
84856	216.0	70.0
84858	1334.0	1555.0
84852	130.0	126.0
102725176	0.0	0.0
84851	724.0	369.0
642477	1.0	10.0
84850	5.0	6.0
105376946	0.0	0.0
9025	1207.0	1128.0
9026	4933.0	5948.0
9023	3797.0	366.0
113612	1284.0	227.0
9024	19.0	26.0
642493	0.0	0.0
9027	7.0	15.0
9028	21.0	52.0
400165	1.0	0.0
9021	50438.0	13194.0
9022	3100.0	355.0
9020	1721.0	783.0
84889	6.0	4.0
84888	5642.0	3317.0
654483	13.0	46.0
84885	2521.0	3465.0
654486	1.0	1.0
84886	18846.0	7404.0
84881	1391.0	1182.0
642489	88.0	28.0
84883	1293.0	827.0
654480	1.0	2.0
9037	12773.0	1209.0
9034	1501.0	479.0
9038	0.0	0.0
9039	2988.0	2025.0
400156	1.0	5.0
9032	1.0	0.0
9033	191.0	55.0
9031	8293.0	8158.0
84878	915.0	808.0
84879	12587.0	1250.0
84874	675.0	657.0
84873	0.0	0.0
84876	2416.0	1709.0
84875	5149.0	2202.0
84870	489.0	404.0
84872	732.0	459.0
84871	4.0	8.0
9047	139.0	365.0
9048	23.0	208.0
9045	22064.0	14464.0
9046	2929.0	1024.0
9049	5137.0	2204.0
106480985	0.0	6.0
9040	2789.0	3839.0
106480984	0.0	0.0
106480987	0.0	0.0
106480986	8.0	4.0
9043	11615.0	4333.0
400141	266.0	177.0
106480989	1.0	4.0
9044	2059.0	2353.0
106480988	0.0	0.0
57282	18.0	8.0
106480990	0.0	0.0
106480992	0.0	0.0
106480991	0.0	0.0
106480994	0.0	0.0
106480993	3.0	9.0
414753	0.0	0.0
414754	0.0	0.0
414751	0.0	0.0
414752	0.0	0.0
341359	0.0	0.0
341356	0.0	0.0
9058	244.0	0.0
9056	9054.0	2895.0
9057	1142.0	1155.0
341350	308.0	9.0
9050	464.0	451.0
106480996	0.0	0.0
9051	394.0	550.0
106480995	0.0	0.0
106480998	0.0	0.0
106480997	0.0	0.0
57291	1048.0	1152.0
9054	1095.0	1762.0
9055	1275.0	9586.0
106480999	0.0	0.0
9052	109938.0	24912.0
9053	1826.0	4354.0
84899	1618.0	1477.0
282569	0.0	0.0
400129	11.0	7.0
84896	3228.0	2221.0
84895	1178.0	1048.0
400128	1.0	1.0
84898	23343.0	7557.0
84897	1921.0	1332.0
400126	61.0	36.0
654499	0.0	0.0
84892	1752.0	1185.0
414764	13.0	7.0
84891	2.0	10.0
414765	17.0	41.0
84894	293.0	211.0
84893	5692.0	5682.0
414760	2.0	2.0
414761	22.0	67.0
84890	2098.0	1210.0
341346	10.0	150.0
9069	1881.0	1722.0
414926	3.0	0.0
9068	670.0	53.0
