id	29b6e624-9539-4abc-b80f-b5c7b65948fc	57dd7a80-e226-4e21-accb-cc944923100e
106481938	0.0	0.0
106481939	0.0	0.0
728036	0.0	0.0
106481932	0.0	0.0
106481933	0.0	0.0
8091	3.0	1335.0
106481930	0.0	0.0
8092	0.0	19.0
106481931	1.0	0.0
106481936	0.0	0.0
728039	76.0	65.0
106481937	0.0	0.0
106481934	0.0	0.0
106481935	2.0	3.0
56413	38.0	127.0
106481940	0.0	0.0
283365	0.0	1.0
100126596	0.0	0.0
728023	7.0	24.0
106481949	0.0	0.0
728022	0.0	0.0
106481943	0.0	0.0
106481944	0.0	0.0
106481941	0.0	0.0
106481942	0.0	1.0
106481947	0.0	0.0
106481948	0.0	0.0
106481945	0.0	0.0
106481946	0.0	0.0
106481950	0.0	1.0
106481951	0.0	0.0
283358	1457.0	4067.0
344838	0.0	2.0
106481918	0.0	0.0
106481919	1.0	9.0
106481916	0.0	0.0
106481917	0.0	0.0
572558	10.0	0.0
106481910	0.0	0.0
106481911	0.0	0.0
106481914	0.0	0.0
106481915	0.0	0.0
106481912	0.0	0.0
106481913	0.0	0.0
283349	4400.0	5365.0
100126572	0.0	0.0
106481929	1.0	0.0
728045	0.0	0.0
106481927	0.0	0.0
106481928	0.0	0.0
728047	4.0	4.0
728042	0.0	0.0
106481921	3.0	4.0
106481922	0.0	0.0
767606	0.0	0.0
767609	0.0	0.0
106481920	0.0	0.0
767608	0.0	0.0
767603	0.0	0.0
106481925	0.0	0.0
728049	0.0	0.0
106481926	0.0	0.0
767605	0.0	0.0
106481923	0.0	0.0
767604	0.0	0.0
106481924	0.0	0.0
767610	0.0	0.0
101234261	4.0	0.0
101234262	1.0	16.0
767612	0.0	0.0
767611	0.0	0.0
283337	1287.0	4994.0
344813	1.0	2.0
114548	756.0	370.0
81406	2.0	1.0
81407	0.0	0.0
344807	0.0	4.0
126526	889.0	2510.0
767600	0.0	0.0
344805	5.0	6.0
106481907	0.0	0.0
106481908	0.0	0.0
106481905	0.0	1.0
731656	15.0	39.0
102800446	2.0	0.0
106481906	0.0	0.0
106481909	0.0	0.0
126520	0.0	0.0
106481900	0.0	0.0
106481903	0.0	0.0
106481904	0.0	0.0
106481901	0.0	0.0
106481902	0.0	0.0
283398	11.0	13.0
728013	34.0	222.0
283392	33.0	1.0
728012	0.0	4.0
728015	0.0	1.0
728010	0.0	1.0
81428	0.0	2.0
728019	2.0	2.0
56478	1412.0	2712.0
56479	23.0	180.0
126506	0.0	0.0
56474	994.0	3669.0
81430	1.0	0.0
56475	11.0	1427.0
81431	0.0	0.0
56476	0.0	0.0
56477	392.0	279.0
93408	0.0	1.0
283385	78.0	228.0
283383	4588.0	143.0
728005	0.0	4.0
81419	0.0	39.0
81421	0.0	0.0
283377	899.0	2088.0
643401	2.0	4.0
283375	6.0	12.0
283373	2938.0	12969.0
151525	579.0	1739.0
126567	17.0	36.0
391211	0.0	0.0
151534	220.0	450.0
151531	4.0	3.0
114569	15243.0	24981.0
126549	11.0	112.0
114571	1.0	0.0
100527978	17.0	32.0
126541	0.0	0.0
126536	0.0	1.0
151556	535.0	28342.0
391242	0.0	0.0
728075	0.0	0.0
440699	101.0	0.0
440695	0.0	2.0
728072	0.0	0.0
100527960	0.0	4.0
391253	0.0	0.0
728064	0.0	0.0
100527963	47.0	120.0
728066	2.0	10.0
440689	8.0	80.0
391257	1.0	1.0
391256	4.0	16.0
440686	0.0	0.0
728062	0.0	0.0
728097	0.0	0.0
728096	0.0	0.0
151507	5.0	277.0
728090	0.0	0.0
728088	3.0	9.0
100527943	2.0	11.0
114599	0.0	8.0
126581	0.0	0.0
151516	38.0	71.0
728082	0.0	0.0
100527945	0.0	0.0
728081	0.0	0.0
100527946	1.0	4.0
100527947	0.0	0.0
100527948	5.0	5.0
100527949	1.0	0.0
643384	0.0	24.0
391160	0.0	0.0
643382	11.0	7.0
391162	0.0	0.0
692312	2.0	2.0
163479	1.0	2.0
391169	0.0	0.0
100271332	0.0	0.0
391171	0.0	0.0
391174	2.0	11.0
643394	3.0	2.0
391175	0.0	3.0
391179	0.0	1.0
93380	2847.0	6633.0
100271323	1.0	1.0
100271322	1.0	0.0
100271325	4.0	0.0
100271321	0.0	0.0
401036	0.0	0.0
440672	0.0	0.0
100271316	0.0	0.0
100271317	0.0	0.0
401027	6.0	7.0
391155	0.0	1.0
401024	15.0	27.0
163486	1172.0	1174.0
401022	4057.0	5766.0
425054	0.0	1.0
425057	0.0	0.0
100271305	0.0	0.0
100271304	0.0	0.0
100271300	1.0	3.0
401018	0.0	0.0
100271303	0.0	0.0
100271302	0.0	0.0
401093	578.0	287.0
401097	101.0	156.0
151449	77.0	66.0
401082	0.0	64.0
8100	625.0	2010.0
440606	0.0	0.0
8106	2734.0	5532.0
440603	87.0	12.0
401089	0.0	12.0
391183	0.0	0.0
8110	27.0	24.0
8111	1494.0	1457.0
391189	0.0	0.0
8115	95.0	11.0
401074	44.0	129.0
222484	6011.0	4042.0
391190	0.0	0.0
391192	0.0	0.0
391191	0.0	0.0
391194	0.0	0.0
8123	44.0	52.0
391196	0.0	0.0
391195	0.0	0.0
8128	0.0	73.0
8125	6681.0	15973.0
401067	0.0	0.0
8120	115.0	626.0
151477	13.0	124.0
151473	150.0	601.0
643300	14.0	113.0
645962	0.0	4.0
8139	506.0	1451.0
645961	0.0	0.0
106481899	0.0	0.0
106481897	0.0	3.0
106481898	0.0	0.0
81328	0.0	0.0
8131	2150.0	5951.0
81329	0.0	0.0
83998	0.0	2.0
81336	0.0	0.0
83999	0.0	0.0
81331	0.0	0.0
283404	0.0	9.0
283403	0.0	8.0
83990	229.0	2375.0
83992	129.0	153.0
645954	32.0	128.0
81330	0.0	0.0
645958	96.0	150.0
645957	0.0	5.0
645974	0.0	0.0
643311	0.0	0.0
645973	0.0	1.0
643310	5.0	14.0
8148	6275.0	20466.0
222487	85.0	192.0
81318	0.0	0.0
8140	3314.0	33416.0
83987	581.0	858.0
81324	0.0	0.0
83986	3391.0	5266.0
81325	0.0	0.0
83989	1356.0	2513.0
83988	1984.0	1579.0
81327	0.0	0.0
83983	16.0	291.0
81320	0.0	0.0
83982	1643.0	1775.0
83985	155.0	476.0
81322	0.0	0.0
643308	0.0	0.0
643309	5.0	10.0
645968	5.0	13.0
645980	1.0	2.0
100271390	1.0	3.0
106481877	0.0	0.0
106481878	0.0	2.0
106481875	0.0	0.0
106481876	0.0	1.0
8153	73.0	1036.0
106481879	0.0	0.0
106481880	0.0	0.0
106481881	0.0	0.0
81358	1.0	28.0
81353	2.0	3.0
106481884	0.0	0.0
100271399	1.0	1.0
81354	0.0	0.0
106481885	0.0	0.0
106481882	0.0	0.0
106481883	0.0	0.0
81356	1.0	1.0
81352	0.0	2.0
100271392	1.0	8.0
100271391	1.0	0.0
100271394	0.0	0.0
100271393	0.0	0.0
645979	7.0	19.0
93323	283.0	1797.0
8165	3393.0	10394.0
645996	21.0	1.0
645993	0.0	0.0
106481888	0.0	0.0
106481889	0.0	0.0
106481886	0.0	0.0
106481887	0.0	0.0
8161	879.0	3845.0
106481891	1.0	1.0
106481892	0.0	0.0
106481890	0.0	0.0
106481895	0.0	0.0
81342	0.0	0.0
106481896	0.0	0.0
100271388	0.0	0.0
81343	0.0	4.0
106481893	0.0	0.0
106481894	0.0	0.0
81345	0.0	0.0
100271385	0.0	0.0
100271384	0.0	1.0
100271387	0.0	0.0
81340	0.0	0.0
81341	0.0	0.0
100271386	1.0	1.0
100271381	0.0	0.0
100271380	0.0	0.0
643329	0.0	5.0
8178	2289.0	1496.0
344892	0.0	0.0
643343	23.0	33.0
8170	10.0	8.0
106481855	0.0	0.0
401014	21.0	61.0
106481856	0.0	0.0
106481853	0.0	1.0
106481854	0.0	3.0
8174	7.0	18.0
106481859	0.0	2.0
8175	2566.0	5250.0
106481857	0.0	0.0
106481858	0.0	1.0
100271378	0.0	0.0
106481862	0.0	0.0
401007	0.0	0.0
106481863	0.0	0.0
283446	23.0	40.0
106481860	0.0	0.0
81377	0.0	0.0
106481861	0.0	0.0
643338	78.0	68.0
645998	0.0	0.0
643336	0.0	1.0
100271371	0.0	0.0
8189	5479.0	10877.0
8187	168.0	579.0
93343	1400.0	3068.0
93349	835.0	975.0
643353	0.0	3.0
106481866	5.0	3.0
106481867	0.0	0.0
106481864	0.0	0.0
106481865	0.0	1.0
106481868	0.0	0.0
106481869	0.0	0.0
106481870	0.0	0.0
106481873	0.0	0.0
100271367	3.0	2.0
106481874	0.0	0.0
106481871	2.0	0.0
81366	0.0	0.0
106481872	0.0	0.0
100271363	0.0	0.0
283432	0.0	0.0
283431	446.0	2190.0
100271364	0.0	3.0
81363	0.0	19.0
344875	0.0	23.0
100271360	0.0	1.0
93377	0.0	0.0
106481839	0.0	0.0
643365	5.0	0.0
8192	2085.0	6011.0
106481833	0.0	7.0
8193	17.0	135.0
106481834	0.0	1.0
106481831	0.0	0.0
8190	3.0	25.0
106481832	0.0	0.0
106481837	1.0	0.0
106481838	0.0	0.0
106481835	0.0	0.0
8195	1497.0	7552.0
106481836	0.0	0.0
106481840	1.0	0.0
106481841	0.0	2.0
100271358	1.0	1.0
81399	0.0	0.0
283422	1.0	3.0
344866	3.0	36.0
100271351	0.0	0.0
283420	80.0	18.0
100271354	0.0	0.0
81390	0.0	0.0
81392	0.0	5.0
643376	2.0	12.0
106481844	0.0	0.0
106481845	1.0	0.0
106481842	0.0	0.0
106481843	0.0	0.0
106481848	0.0	0.0
106481849	0.0	1.0
106481846	0.0	0.0
100307126	51.0	21.0
106481847	0.0	0.0
100271349	0.0	3.0
283417	30.0	56.0
283416	25.0	36.0
106481851	0.0	1.0
106481852	0.0	0.0
100271344	0.0	0.0
283412	6.0	5.0
106481850	3.0	5.0
81382	0.0	0.0
81383	0.0	1.0
100271343	27.0	47.0
106481819	1.0	1.0
283491	0.0	0.0
106481817	1.0	0.0
106481818	0.0	0.0
106481811	0.0	0.0
106481812	0.0	0.0
106481810	0.0	0.0
106481815	0.0	0.0
106481816	0.0	0.0
106481813	0.0	1.0
106481814	0.0	0.0
283489	1874.0	1758.0
283487	141.0	298.0
283486	3.0	6.0
283483	17.0	1.0
283481	179.0	180.0
283480	1.0	24.0
106481828	0.0	1.0
106481829	0.0	0.0
728143	0.0	2.0
106481822	0.0	0.0
106481823	6.0	0.0
106481820	0.0	0.0
106481821	0.0	0.0
106481826	0.0	22.0
106481827	1.0	7.0
106481824	4.0	2.0
106481825	0.0	0.0
56547	0.0	0.0
106481830	0.0	0.0
56548	179.0	198.0
283471	1.0	0.0
731789	0.0	19.0
728170	3.0	9.0
283464	1427.0	1687.0
283463	5.0	2.0
283461	0.0	1.0
283460	1.0	4.0
106481808	0.0	0.0
728167	1.0	23.0
106481809	0.0	1.0
106481806	0.0	0.0
728169	0.0	0.0
106481807	0.0	0.0
728162	0.0	0.0
106481800	0.0	0.0
106481801	0.0	0.0
106481804	0.0	1.0
106481805	0.0	0.0
106481802	0.0	0.0
106481803	0.0	0.0
81501	197.0	187.0
81502	8922.0	23291.0
283459	1148.0	3253.0
283458	13.0	65.0
283455	113.0	115.0
645900	0.0	1.0
283450	2909.0	4427.0
780776	52.0	65.0
728113	677.0	40.0
126410	18.0	8.0
728116	3.0	17.0
728115	1.0	16.0
728118	10.0	8.0
81533	3571.0	7318.0
126402	0.0	0.0
81532	1598.0	1803.0
645930	1.0	0.0
731779	1.0	0.0
728106	0.0	0.0
645922	0.0	0.0
645927	2.0	0.0
728134	6.0	23.0
474170	83.0	195.0
728130	69.0	28.0
645940	1.0	3.0
728132	0.0	0.0
728137	0.0	0.0
81555	3266.0	5521.0
81556	2154.0	6212.0
81557	0.0	1.0
81558	1137.0	1512.0
645939	0.0	3.0
81551	2.0	1.0
101055625	2.0	2.0
81552	2168.0	7278.0
81553	3841.0	1183.0
344905	25.0	14.0
81554	2703.0	5196.0
474167	22.0	169.0
81550	3194.0	1847.0
344901	6.0	0.0
645931	1.0	0.0
645950	0.0	5.0
728121	92.0	133.0
81537	1647.0	1512.0
81539	5158.0	20441.0
728128	0.0	3.0
81544	720.0	837.0
81545	3353.0	3024.0
81542	2830.0	6260.0
81543	683.0	429.0
93517	704.0	2617.0
474150	0.0	0.0
474152	0.0	0.0
474151	0.0	0.0
474149	0.0	0.0
474148	0.0	0.0
126433	453.0	266.0
126432	628.0	889.0
163404	0.0	22.0
138474	0.0	4.0
391365	0.0	0.0
391367	0.0	3.0
728192	15.0	17.0
728194	1.0	7.0
728190	468.0	987.0
391378	0.0	3.0
138412	3.0	3.0
138428	38.0	7.0
138429	116.0	112.0
391356	1009.0	2121.0
391358	3.0	50.0
56521	31.0	186.0
391282	1.0	2.0
643263	0.0	0.0
643264	0.0	0.0
100271209	7.0	8.0
222537	65.0	220.0
163351	35.0	176.0
100271217	1.0	3.0
100271216	0.0	1.0
100271218	1.0	3.0
401164	5.0	72.0
100271206	1.0	0.0
100271207	0.0	0.0
100271201	0.0	0.0
100271204	0.0	3.0
391266	0.0	0.0
440799	1.0	0.0
391267	6.0	0.0
222553	29.0	82.0
391269	0.0	1.0
440795	0.0	0.0
401152	9065.0	9178.0
126393	2406.0	932.0
8200	268.0	9.0
8204	4940.0	1432.0
8202	3025.0	7619.0
391276	0.0	0.0
391279	0.0	0.0
401145	101.0	702.0
222545	2.0	0.0
126382	577.0	4093.0
222546	1.0	0.0
606293	0.0	16.0
401138	2.0	29.0
401137	0.0	3.0
151393	669.0	304.0
692231	0.0	0.0
440738	241.0	16.0
692233	0.0	6.0
440737	28.0	117.0
8216	2011.0	4754.0
8214	171.0	149.0
440732	4.0	19.0
440730	0.0	7.0
222584	1.0	18.0
151325	0.0	1.0
8208	392.0	2247.0
8209	2.0	17.0
8220	986.0	1662.0
8226	893.0	1226.0
692223	0.0	0.0
8227	1617.0	3709.0
8224	58.0	13.0
692225	3.0	34.0
8225	2243.0	5939.0
692226	0.0	0.0
100381178	4.0	2.0
692227	5.0	28.0
692229	0.0	1.0
100310839	1.0	2.0
100310838	0.0	0.0
8218	277.0	1753.0
8233	475.0	750.0
692210	0.0	2.0
8237	6258.0	8346.0
401190	69.0	102.0
692212	4.0	15.0
692213	0.0	0.0
692214	0.0	1.0
440757	0.0	0.0
692215	0.0	0.0
106481798	0.0	0.0
106481799	0.0	0.0
8228	804.0	1427.0
8242	5455.0	7517.0
8243	5776.0	14488.0
692201	0.0	0.0
692202	0.0	1.0
692203	0.0	0.0
692204	0.0	0.0
692205	8.0	11.0
692206	0.0	0.0
692207	0.0	0.0
692208	1.0	3.0
692209	1.0	0.0
8241	3123.0	6027.0
100310812	0.0	4.0
8239	9047.0	12605.0
151354	449.0	435.0
100271291	0.0	0.0
93432	0.0	124.0
100271290	0.0	0.0
645841	0.0	0.0
93436	1673.0	5800.0
645840	0.0	0.0
106481778	0.0	0.0
106481779	0.0	0.0
106481776	0.0	0.0
106481777	0.0	0.0
81449	0.0	0.0
8251	0.0	3.0
106481781	0.0	0.0
106481782	0.0	0.0
81458	0.0	0.0
106481780	0.0	1.0
106481785	0.0	0.0
106481786	0.0	2.0
106481783	0.0	2.0
283523	1.0	3.0
106481784	0.0	0.0
100310869	0.0	0.0
100271297	0.0	0.0
283521	0.0	7.0
100271296	0.0	0.0
645834	2.0	4.0
645832	1.0	1.0
100271293	0.0	0.0
100271292	0.0	0.0
100271295	1.0	1.0
645836	0.0	0.0
100271294	0.0	0.0
8266	2666.0	9641.0
93426	2.0	2.0
8269	577.0	1540.0
106481789	0.0	3.0
106481787	0.0	0.0
106481788	0.0	0.0
81439	0.0	0.0
8263	475.0	1639.0
8260	1049.0	5631.0
283518	16.0	66.0
106481792	0.0	0.0
106481793	0.0	0.0
106481790	0.0	0.0
81448	0.0	0.0
106481791	0.0	0.0
283514	1.0	10.0
106481796	15.0	21.0
81442	0.0	0.0
106481797	0.0	0.0
106481794	0.0	0.0
106481795	0.0	0.0
100271286	0.0	1.0
645846	0.0	3.0
100271288	0.0	0.0
645843	1.0	1.0
81440	0.0	0.0
100271284	0.0	0.0
8277	8.0	7.0
645864	1.0	3.0
342374	0.0	3.0
440714	0.0	7.0
342372	23.0	187.0
342371	3835.0	4881.0
440712	97.0	20.0
106481756	0.0	0.0
8270	609.0	2395.0
728218	1.0	0.0
106481757	0.0	0.0
106481754	0.0	0.0
106481755	0.0	0.0
8273	2462.0	4351.0
728215	747.0	214.0
106481758	0.0	2.0
106481759	0.0	0.0
283507	17.0	41.0
81479	0.0	0.0
100310849	0.0	1.0
106481760	0.0	0.0
100310846	5.0	42.0
106481763	0.0	0.0
81474	0.0	0.0
106481764	0.0	0.0
106481761	0.0	0.0
100310848	0.0	1.0
106481762	0.0	3.0
81470	0.0	0.0
100271274	0.0	2.0
100310841	1.0	2.0
81472	1.0	0.0
81473	0.0	0.0
100310840	57.0	268.0
100271273	0.0	0.0
645859	0.0	0.0
8288	18.0	21.0
8289	6396.0	4491.0
8287	1237.0	1983.0
643210	0.0	10.0
106481767	0.0	0.0
728207	0.0	3.0
106481768	0.0	0.0
106481765	0.0	0.0
106481766	0.0	0.0
8284	1881.0	1354.0
106481769	0.0	0.0
106481770	1.0	0.0
106481771	0.0	0.0
81469	0.0	0.0
106481774	0.0	0.0
100310857	0.0	0.0
106481775	1.0	0.0
100271267	0.0	0.0
100310856	0.0	0.0
106481772	0.0	0.0
81465	0.0	0.0
81466	0.0	0.0
106481773	0.0	0.0
100310853	1.0	1.0
100271263	0.0	1.0
100310855	0.0	0.0
81462	0.0	0.0
100271260	3.0	3.0
100271262	0.0	0.0
100310851	0.0	0.0
342358	0.0	1.0
342357	470.0	931.0
100310850	1.0	0.0
100271261	1.0	0.0
643220	3.0	8.0
643224	256.0	569.0
645884	0.0	1.0
8291	3832.0	3232.0
401136	0.0	0.0
106481734	1.0	16.0
8292	63.0	90.0
401135	0.0	1.0
106481735	15.0	36.0
106481732	0.0	4.0
8290	0.0	3.0
106481733	0.0	0.0
8295	4512.0	12919.0
106481738	0.0	0.0
93474	122.0	475.0
106481739	0.0	0.0
8293	9.0	3.0
106481736	0.0	2.0
106481737	0.0	0.0
8294	278.0	333.0
106481741	0.0	1.0
106481742	9.0	1.0
100271259	0.0	1.0
100271258	0.0	0.0
106481740	0.0	0.0
81492	1.0	1.0
100271253	3.0	0.0
645879	0.0	0.0
81493	314.0	181.0
81494	1.0	3.0
100271254	0.0	2.0
283562	0.0	1.0
81490	1502.0	2318.0
81491	54.0	1085.0
342346	26.0	8.0
100271250	0.0	0.0
100873064	0.0	1.0
643232	1.0	0.0
100873065	0.0	0.0
106481745	0.0	0.0
401124	30.0	79.0
106481746	0.0	0.0
106481743	0.0	0.0
106481744	11.0	21.0
106481749	0.0	0.0
106481747	0.0	0.0
106481748	0.0	0.0
106481752	0.0	0.0
100271245	3.0	1.0
106481753	3.0	2.0
81486	0.0	0.0
81487	0.0	0.0
106481750	0.0	0.0
100271248	0.0	1.0
106481751	0.0	0.0
401115	38.0	215.0
81488	1396.0	2548.0
283554	139.0	389.0
283553	4.0	5.0
100271244	0.0	0.0
643226	1.0	0.0
283551	28.0	53.0
106481718	0.0	0.0
106481719	0.0	0.0
643246	76.0	105.0
93492	3.0	16.0
106481712	2.0	0.0
106481713	0.0	0.0
106481710	0.0	1.0
106481711	0.0	0.0
106481716	0.0	1.0
106481717	0.0	0.0
106481714	0.0	0.0
106481715	1.0	0.0
401109	73.0	21.0
100271235	0.0	0.0
283547	35.0	8.0
401106	57.0	35.0
100271234	0.0	0.0
106481720	0.0	1.0
100271230	0.0	0.0
643236	18.0	1.0
100271233	0.0	0.0
100271232	1.0	3.0
643253	95.0	391.0
93487	8510.0	6359.0
106481729	0.0	1.0
643255	0.0	2.0
106481723	0.0	0.0
106481724	0.0	0.0
106481721	0.0	0.0
106481722	0.0	0.0
106481727	1.0	0.0
106481728	0.0	0.0
106481725	0.0	0.0
106481726	0.0	0.0
100271228	1.0	0.0
283537	2036.0	1046.0
100271229	0.0	0.0
100271224	0.0	1.0
106481730	0.0	0.0
100271223	0.0	1.0
106481731	0.0	0.0
100271226	0.0	1.0
100271225	0.0	1.0
100271220	0.0	0.0
100271222	1.0	1.0
344978	6.0	19.0
100271221	0.0	0.0
138716	786.0	1284.0
780852	0.0	2.0
728276	8.0	2.0
780853	0.0	0.0
728279	0.0	0.0
138715	2.0	6.0
780851	2.0	5.0
100126356	0.0	0.0
285796	5.0	3.0
81607	718.0	2478.0
81608	1787.0	4109.0
81609	4228.0	6165.0
81603	9653.0	7299.0
81605	2978.0	6073.0
81606	12309.0	10771.0
81610	203.0	3552.0
56654	1303.0	2125.0
56655	1691.0	5001.0
81611	4217.0	14301.0
56650	2786.0	11845.0
29028	1303.0	10346.0
283129	3.0	2.0
56651	0.0	245.0
56652	638.0	2511.0
100126354	0.0	0.0
100126355	0.0	0.0
56658	837.0	729.0
283120	827.0	4978.0
56659	103.0	119.0
100126350	0.0	1.0
100126351	0.0	0.0
100126349	0.0	0.0
106481709	0.0	0.0
106481707	0.0	0.0
106481708	0.0	1.0
100126345	0.0	0.0
728262	18.0	89.0
138724	3.0	2.0
100126346	0.0	0.0
100126347	0.0	0.0
728264	77.0	114.0
100126348	0.0	1.0
728263	0.0	47.0
106481701	0.0	0.0
106481702	0.0	0.0
56660	1.0	51.0
106481700	0.0	0.0
106865372	0.0	0.0
106481706	1.0	0.0
728269	0.0	0.0
106481703	0.0	0.0
106481704	0.0	0.0
29035	3883.0	6476.0
100190924	0.0	0.0
56666	156.0	3702.0
30012	0.0	35.0
29034	0.0	0.0
56667	10.0	492.0
106865375	0.0	0.0
81602	439.0	822.0
30014	0.0	0.0
106865374	0.0	0.0
56662	0.0	2.0
30011	4875.0	3622.0
283116	0.0	0.0
56663	0.0	0.0
30010	0.0	36.0
56664	0.0	0.0
100190923	0.0	1.0
100126341	0.0	0.0
100126342	0.0	0.0
100126343	0.0	0.0
283111	0.0	0.0
283110	0.0	0.0
100126340	0.0	0.0
728299	0.0	1.0
100126338	0.0	0.0
100126339	0.0	0.0
100126334	0.0	0.0
728294	642.0	1420.0
100126335	0.0	0.0
100126336	0.0	0.0
93611	719.0	1063.0
100126337	0.0	0.0
100128998	0.0	0.0
81629	3.0	9.0
100381202	0.0	8.0
56670	442.0	484.0
81626	1.0	0.0
81627	1262.0	2350.0
81628	2531.0	2977.0
56676	2.0	2.0
30001	3885.0	10158.0
54012	0.0	0.0
56677	0.0	0.0
246175	3580.0	2594.0
56672	805.0	1185.0
246176	21.0	58.0
56673	4.0	128.0
54016	0.0	0.0
283106	12.0	87.0
30000	3929.0	15440.0
56674	4472.0	4043.0
54015	0.0	0.0
81631	5755.0	7022.0
56675	206.0	930.0
54014	2246.0	3286.0
283104	96.0	438.0
100126330	0.0	0.0
30009	128.0	79.0
283102	5.0	15.0
100126331	0.0	0.0
100126332	0.0	0.0
54019	0.0	1.0
100126333	1.0	0.0
30008	4376.0	5085.0
100128991	0.0	0.0
100128990	0.0	0.0
66002	115.0	48.0
100126327	0.0	0.0
100126328	0.0	0.0
66000	846.0	273.0
100126329	0.0	0.0
100126324	0.0	0.0
100128985	0.0	6.0
66004	1276.0	394.0
100126325	0.0	0.0
66005	4340.0	8256.0
100126326	0.0	0.0
81618	3682.0	6284.0
81619	13041.0	10383.0
56681	10119.0	10868.0
66008	5328.0	7628.0
29018	0.0	0.0
81614	2422.0	6217.0
54020	2314.0	2459.0
81615	3305.0	190.0
81616	4.0	26.0
81617	2039.0	5342.0
767846	14.0	4.0
81621	298.0	716.0
81622	3191.0	2959.0
246184	344.0	673.0
767851	0.0	0.0
81623	0.0	4.0
54022	1.0	1.0
81624	806.0	2147.0
767853	0.0	0.0
54021	7.0	12.0
56683	591.0	1969.0
54028	7.0	26.0
54027	0.0	0.0
29015	5342.0	2315.0
54026	0.0	0.0
767850	0.0	1.0
81620	494.0	3876.0
54025	0.0	0.0
100128982	0.0	0.0
100126320	0.0	0.0
100126321	0.0	0.0
54029	1.0	0.0
246181	6.0	39.0
246182	1.0	7.0
100126316	0.0	0.0
728233	113.0	655.0
283171	1.0	0.0
100126317	0.0	1.0
100126318	0.0	0.0
100126319	0.0	0.0
728234	0.0	0.0
100128974	1.0	2.0
100126313	0.0	2.0
285753	275.0	1169.0
728231	0.0	0.0
100126314	0.0	0.0
100128977	0.0	0.0
114785	3228.0	4946.0
285755	214.0	311.0
114786	30.0	3.0
114787	127.0	1549.0
114788	11.0	46.0
285758	25.0	33.0
114789	5133.0	2471.0
54031	3.0	7.0
728239	0.0	4.0
54035	0.0	0.0
54034	0.0	0.0
114790	1166.0	2550.0
54033	104.0	50.0
54032	0.0	1.0
114791	748.0	1925.0
54039	162.0	163.0
114792	50.0	740.0
126767	0.0	0.0
114793	3142.0	8185.0
54038	0.0	2.0
100190954	0.0	0.0
114794	495.0	4.0
114795	20.0	291.0
54036	0.0	0.0
93627	1574.0	2290.0
100126310	0.0	0.0
100126311	0.0	0.0
283165	0.0	0.0
283162	0.0	0.0
93621	17206.0	29766.0
100126306	0.0	0.0
728224	0.0	0.0
100126307	0.0	0.0
285761	1168.0	2318.0
100126308	0.0	0.0
100126301	0.0	0.0
93624	2464.0	2367.0
100126302	0.0	0.0
100128963	2.0	7.0
100126303	0.0	0.0
100126304	0.0	0.0
728229	5.0	31.0
100126309	0.0	0.0
728226	8.0	0.0
54041	0.0	0.0
728228	0.0	6.0
54045	1.0	8.0
645809	0.0	0.0
54044	1.0	3.0
645808	0.0	0.0
114780	19.0	291.0
54043	0.0	1.0
645807	0.0	1.0
114781	4505.0	1492.0
126755	1.0	1.0
54049	0.0	3.0
114783	557.0	66.0
54048	0.0	0.0
114784	150.0	115.0
283159	0.0	0.0
54047	1.0	6.0
100128961	1.0	20.0
645805	82.0	209.0
283152	118.0	104.0
66035	556.0	673.0
283150	0.0	1.0
728255	0.0	0.0
93654	2.0	1.0
66036	1153.0	1550.0
93653	56.0	59.0
100271192	0.0	0.0
100271191	0.0	0.0
66037	0.0	4.0
93650	4.0	47.0
81669	1608.0	3320.0
54053	1.0	0.0
54052	0.0	2.0
114769	631.0	606.0
54051	0.0	0.0
54050	9.0	7.0
54055	18.0	3.0
100190938	95.0	376.0
54054	0.0	17.0
114770	0.0	2.0
114771	1.0	1.0
54059	288.0	758.0
283149	4776.0	4708.0
54058	97.0	736.0
93649	292.0	117.0
645811	9.0	35.0
81671	4861.0	17462.0
100271199	0.0	2.0
100190939	211.0	329.0
283143	58.0	211.0
100271196	8.0	0.0
93643	1492.0	3468.0
100128946	1.0	1.0
285780	3.0	2.0
285782	0.0	14.0
100271180	0.0	2.0
285785	83.0	485.0
100190952	1.0	9.0
54064	2.0	1.0
728248	0.0	1.0
114757	2039.0	4576.0
114758	0.0	0.0
54067	50.0	32.0
100190947	0.0	1.0
100190949	0.0	0.0
54065	1.0	1.0
114760	0.0	0.0
114761	0.0	0.0
126731	626.0	2156.0
54069	323.0	1706.0
283131	11443.0	12359.0
283130	514.0	753.0
692157	2.0	3.0
692158	0.0	0.0
138799	0.0	0.0
440498	759.0	496.0
124152	333.0	493.0
199704	209.0	827.0
124149	0.0	0.0
163747	11.0	10.0
692146	0.0	0.0
692147	5.0	33.0
692148	1.0	28.0
692149	0.0	2.0
163742	0.0	0.0
199713	15.0	10.0
136157	0.0	0.0
283197	0.0	0.0
283193	0.0	0.0
163778	0.0	0.0
148145	11.0	0.0
126792	1275.0	2090.0
378008	0.0	0.0
378009	0.0	0.0
29089	236.0	7186.0
29088	1374.0	5192.0
29087	1328.0	3223.0
378010	0.0	0.0
148137	453.0	2487.0
126789	446.0	739.0
378011	0.0	0.0
378013	0.0	0.0
378014	0.0	0.0
29082	128.0	170.0
29081	839.0	5353.0
29080	869.0	3003.0
