id	8ff70f54-8735-40b1-a556-b96e8889cc0f	5a491f56-a9a5-4bae-a85a-c4c316a6b282
200197	57.0	65.0
1457	6181.0	18234.0
1456	2456.0	1714.0
1455	4378.0	5386.0
1454	7454.0	10571.0
1453	13684.0	21465.0
1452	7746.0	5522.0
100873798	0.0	0.0
100873797	0.0	2.0
100131953	3.0	7.0
100873796	0.0	0.0
100873795	0.0	0.0
100873799	0.0	0.0
100873783	7.0	3.0
100873782	0.0	0.0
100873781	0.0	0.0
100873780	0.0	0.0
1473	84.0	4.0
1472	0.0	90.0
1471	29606.0	17522.0
1470	9.0	31.0
1469	6.0	883.0
1468	252.0	2947.0
1466	703.0	2199.0
1465	40428.0	18436.0
1464	3407.0	940.0
100131961	3.0	4.0
1463	1.0	16.0
100873787	0.0	0.0
100131964	1.0	6.0
100873786	0.0	0.0
100873785	0.0	0.0
100873784	2.0	2.0
100873788	0.0	0.0
100885798	0.0	0.0
100885799	0.0	0.0
1482	2.0	1.0
100885796	1.0	0.0
100885797	0.0	0.0
1481	0.0	3.0
1480	4.0	1.0
1479	1394.0	2070.0
1478	1116.0	3034.0
1477	2383.0	2230.0
552900	0.0	0.0
1476	16878.0	58316.0
100131971	1.0	0.0
100885795	1.0	1.0
1475	1480.0	1769.0
100118954	3.0	9.0
1474	1047.0	408.0
285103	0.0	25.0
1495	45712.0	25554.0
1493	168.0	152.0
1491	296.0	327.0
1490	35807.0	19264.0
100885789	4.0	4.0
100885780	0.0	0.0
1489	1179.0	1225.0
100131980	0.0	0.0
1488	5500.0	8444.0
100131981	1.0	0.0
1487	9035.0	24330.0
1486	2244.0	2443.0
100885781	0.0	0.0
100131983	1.0	0.0
1485	0.0	0.0
100885782	203.0	1.0
100287798	0.0	0.0
442485	0.0	0.0
1499	39478.0	27900.0
442479	3.0	0.0
1497	1800.0	3926.0
1496	0.0	1.0
100131995	0.0	0.0
100131997	6.0	11.0
100131998	210.0	117.0
100287785	0.0	0.0
442465	0.0	0.0
100287778	0.0	0.0
100287768	0.0	0.0
100287765	88.0	103.0
442486	0.0	0.0
285154	254.0	148.0
101059920	0.0	0.0
10251	269.0	776.0
10250	8086.0	8395.0
118945	1.0	0.0
106660612	324.0	264.0
106660611	1.0	4.0
101059926	0.0	11.0
131920	0.0	0.0
106660610	0.0	1.0
645161	2.0	1.0
645160	18.0	15.0
100873718	0.0	0.0
100873717	0.0	0.0
106660609	0.0	3.0
100873716	2.0	1.0
100873715	0.0	0.0
100033447	0.0	0.0
100033448	0.0	0.0
106660605	0.0	23.0
100033449	0.0	0.0
100873719	1.0	2.0
10253	3212.0	1570.0
100033443	0.0	0.0
100873710	0.0	1.0
10252	2464.0	7454.0
100033444	0.0	0.0
100033445	0.0	0.0
10255	12.0	4.0
10254	3997.0	3405.0
100033446	0.0	0.0
10257	3938.0	4025.0
100873714	0.0	0.0
10256	1637.0	2088.0
100033440	0.0	0.0
100128372	1.0	1.0
100873713	0.0	0.0
100033441	0.0	0.0
100873712	1.0	2.0
143903	1097.0	6378.0
100033442	0.0	0.0
100873711	0.0	0.0
10260	3741.0	2313.0
10262	5679.0	8591.0
10261	4349.0	752.0
118932	87.0	958.0
106660620	1.0	12.0
101059938	0.0	0.0
645173	3.0	7.0
100873707	0.0	0.0
100873706	0.0	0.0
100873705	0.0	0.0
106660619	0.0	3.0
100873704	0.0	0.0
100033458	0.0	0.0
442425	2.0	0.0
106660616	0.0	2.0
100873709	1.0	0.0
100873708	0.0	1.0
106660614	0.0	0.0
100033454	0.0	0.0
10263	5751.0	5267.0
100033455	0.0	0.0
442429	0.0	0.0
10266	9578.0	1634.0
100033456	0.0	0.0
100128368	0.0	2.0
10265	482.0	887.0
10268	10402.0	1063.0
100873703	0.0	0.0
100033450	0.0	0.0
10267	247.0	1129.0
285172	2337.0	1456.0
100033451	0.0	0.0
100873702	0.0	1.0
100873701	0.0	0.0
10269	5113.0	7321.0
100033453	0.0	0.0
100873700	0.0	0.0
285175	12.0	187.0
118924	1080.0	944.0
101059905	0.0	0.0
10239	2238.0	1705.0
100033429	0.0	0.0
106481088	0.0	0.0
10238	16171.0	18969.0
442454	4.0	2.0
106481089	0.0	1.0
100873739	0.0	0.0
100873738	0.0	1.0
442455	0.0	0.0
106481086	9.0	2.0
100873737	0.0	0.0
106481087	6.0	0.0
100033425	0.0	0.0
100033426	1.0	0.0
100033427	1.0	0.0
442459	0.0	0.0
100033428	0.0	0.0
10231	2306.0	959.0
100033421	0.0	0.0
100873732	2.0	0.0
106481080	0.0	0.0
10230	220.0	216.0
100033422	0.0	0.0
100873731	0.0	0.0
106481081	0.0	0.0
10233	1101.0	2027.0
285180	24.0	13.0
100873730	0.0	0.0
100033423	0.0	0.0
10232	13678.0	709.0
100033424	0.0	0.0
10235	1540.0	402.0
100873736	5.0	0.0
106481084	0.0	0.0
10234	114.0	7565.0
100873735	0.0	2.0
106481085	0.0	2.0
10237	2942.0	4616.0
100873734	1.0	0.0
106481082	0.0	0.0
10236	8126.0	12153.0
100873733	0.0	2.0
100033420	0.0	0.0
106481083	0.0	0.0
285189	0.0	0.0
10240	911.0	628.0
645191	54.0	52.0
101059914	0.0	0.0
101059918	34.0	18.0
100873729	0.0	0.0
442442	1.0	0.0
106481099	0.0	0.0
10249	0.0	0.0
100873728	0.0	0.0
442444	0.0	0.0
100873727	0.0	0.0
106481097	0.0	1.0
100873726	0.0	1.0
106481098	0.0	0.0
442446	0.0	0.0
100033436	1.0	0.0
100033437	0.0	0.0
442447	0.0	1.0
100033438	4.0	0.0
100033439	0.0	0.0
10242	16.0	70.0
100873721	0.0	0.0
106481091	1.0	0.0
100033432	0.0	0.0
10241	14470.0	4768.0
285190	0.0	2.0
100873720	0.0	0.0
106481092	0.0	2.0
100033433	0.0	0.0
10244	1045.0	1368.0
100033434	0.0	0.0
10243	1471.0	1934.0
100033435	2.0	3.0
106481090	0.0	0.0
10246	0.0	0.0
285193	295.0	383.0
100873725	0.0	1.0
106481095	0.0	0.0
10245	1605.0	3753.0
100873724	0.0	0.0
100131902	0.0	0.0
106481096	0.0	0.0
285194	0.0	0.0
10248	1080.0	4369.0
285195	1086.0	1378.0
100033430	0.0	0.0
100873723	0.0	0.0
106481093	0.0	0.0
10247	656.0	1776.0
100128341	0.0	1.0
100873722	0.0	0.0
106481094	1.0	0.0
100033431	0.0	0.0
100873750	0.0	0.0
100128337	1.0	2.0
128312	18.0	299.0
100128339	0.0	0.0
100128338	496.0	5160.0
116328	532.0	150.0
118987	4188.0	2880.0
10217	8420.0	2246.0
106481066	0.0	0.0
10216	333.0	125.0
106481067	0.0	0.0
10219	202.0	99.0
106481064	0.0	0.0
10218	124.0	18.0
100873759	0.0	0.0
106481065	0.0	2.0
106481068	0.0	0.0
106481069	0.0	0.0
100873754	0.0	0.0
100873753	0.0	0.0
10211	14054.0	14730.0
100873752	0.0	0.0
10210	2451.0	1034.0
100873751	0.0	0.0
10213	2716.0	7219.0
128308	1354.0	3209.0
100873758	0.0	1.0
106481062	0.0	0.0
10212	2110.0	6340.0
100873757	0.0	0.0
100131913	0.0	0.0
106481063	0.0	0.0
100873756	0.0	0.0
10215	1.0	2.0
106481060	0.0	0.0
10214	0.0	1.0
100873755	0.0	0.0
106481061	0.0	0.0
101059973	1.0	0.0
285126	1.0	1.0
100128327	29.0	3.0
10228	4423.0	7589.0
106481077	1.0	1.0
10227	4122.0	11799.0
106481078	0.0	0.0
100873749	0.0	0.0
106481075	0.0	0.0
118980	1020.0	1817.0
10229	1964.0	1770.0
100873748	0.0	1.0
106481076	0.0	0.0
106481079	11.0	10.0
10220	993.0	2532.0
100873743	0.0	0.0
100873742	0.0	0.0
106481070	0.0	0.0
100873741	1.0	1.0
100131921	0.0	0.0
100128324	0.0	0.0
10221	18602.0	10497.0
100873740	0.0	0.0
10224	208.0	106.0
100873747	16.0	10.0
106481073	0.0	0.0
10223	2720.0	37.0
100873746	0.0	0.0
100131924	0.0	0.0
106481074	1.0	1.0
10226	3753.0	3881.0
100873745	0.0	0.0
106481071	0.0	0.0
10225	1474.0	472.0
106481072	0.0	1.0
100873744	2.0	0.0
100033460	0.0	0.0
100873772	0.0	0.0
100873771	0.0	0.0
100873770	0.0	0.0
106481039	0.0	0.0
131909	5.0	148.0
106481044	0.0	0.0
106481045	0.0	0.0
106481042	0.0	0.0
106481043	0.0	0.0
106481048	0.0	0.0
106481049	0.0	0.0
442415	0.0	0.0
106481046	0.0	0.0
442416	0.0	7.0
106481047	0.0	0.0
100873776	0.0	0.0
100873775	0.0	0.0
100873774	0.0	0.0
100131932	1.0	0.0
100128312	0.0	0.0
106481040	0.0	0.0
100131934	2.0	1.0
100873779	0.0	0.0
106481041	0.0	0.0
100131935	0.0	0.0
100873778	0.0	0.0
285141	298.0	228.0
100873777	0.0	0.0
100128307	0.0	0.0
101059953	0.0	0.0
100873760	0.0	0.0
285148	1481.0	4198.0
10206	2339.0	1132.0
106481055	1.0	1.0
10205	6864.0	5705.0
106481056	0.0	0.0
10208	1389.0	681.0
106481053	0.0	0.0
10207	6648.0	3994.0
106481054	1.0	6.0
106481059	0.0	0.0
10209	61275.0	35434.0
106481057	1.0	0.0
442405	0.0	1.0
106481058	0.0	0.0
100131940	1.0	1.0
100873765	0.0	0.0
442406	0.0	0.0
100873764	0.0	0.0
10200	1034.0	2935.0
100128302	1.0	0.0
100873763	0.0	0.0
100873762	0.0	0.0
10202	68.0	2206.0
100873769	0.0	0.0
106481051	0.0	0.0
10201	1298.0	847.0
100873768	2.0	0.0
106481052	0.0	0.0
10204	4362.0	6086.0
100873767	0.0	0.0
100131947	0.0	0.0
10203	17180.0	4785.0
100873766	0.0	0.0
106481050	0.0	0.0
319098	1.0	29.0
319099	13.0	9.0
106481019	0.0	0.0
106481017	0.0	0.0
58155	418.0	965.0
728957	0.0	0.0
106481018	0.0	0.0
728953	4.0	8.0
106481022	0.0	0.0
106481023	0.0	0.0
116254	4740.0	2584.0
106481020	1.0	1.0
106481021	0.0	0.0
58158	0.0	0.0
106481026	0.0	0.0
116255	19.0	2.0
58157	0.0	1.0
106481027	0.0	0.0
106481024	0.0	0.0
106481025	0.0	0.0
128229	6.0	79.0
167838	252.0	198.0
319093	24.0	34.0
131890	7.0	6.0
116238	396.0	1784.0
728945	0.0	0.0
728947	0.0	12.0
106481028	0.0	0.0
106481029	0.0	0.0
58160	10.0	7.0
106481033	0.0	0.0
143872	1511.0	1016.0
106481034	1.0	1.0
106481031	0.0	7.0
106481032	1.0	0.0
728938	2.0	3.0
106481037	0.0	2.0
106481038	0.0	0.0
106481035	0.0	0.0
106481036	0.0	0.0
143879	493.0	304.0
167826	0.0	0.0
128218	13867.0	2572.0
106481030	0.0	0.0
10190	1565.0	1870.0
728970	0.0	0.0
10194	3338.0	3013.0
10193	6519.0	5001.0
645104	1.0	0.0
10196	572.0	1520.0
101059988	0.0	0.0
10195	2009.0	4933.0
728978	13.0	5.0
153218	10.0	2.0
116228	287.0	343.0
106481000	0.0	0.0
106481001	0.0	0.0
106481004	0.0	1.0
106481005	0.0	0.0
143884	1641.0	1105.0
116236	1918.0	2176.0
106481002	1.0	0.0
106481003	0.0	1.0
10198	685.0	1260.0
10197	7488.0	9614.0
143888	2837.0	8615.0
10199	2219.0	3033.0
128209	65.0	5.0
346689	648.0	836.0
319087	0.0	0.0
344022	2.0	1.0
319089	80.0	227.0
153201	2.0	0.0
319085	1.0	0.0
106481008	0.0	5.0
106481009	0.0	0.0
58189	1133.0	100.0
106481006	0.0	0.0
106481007	0.0	0.0
728963	2.0	2.0
728962	1.0	0.0
106481011	0.0	0.0
106481012	0.0	0.0
118881	584.0	504.0
106481010	1.0	0.0
106481015	0.0	0.0
106481016	0.0	0.0
116225	635.0	1477.0
106481013	0.0	0.0
116224	3006.0	1734.0
106481014	3.0	6.0
344018	1.0	0.0
645108	1.0	0.0
58190	14754.0	10356.0
346673	0.0	2.0
10170	524.0	496.0
645121	29.0	69.0
58191	32121.0	7736.0
645120	0.0	0.0
10172	245.0	273.0
10171	975.0	887.0
645126	2.0	11.0
10174	13843.0	6607.0
728911	0.0	0.0
728913	388.0	840.0
128272	942.0	6272.0
100033407	3.0	0.0
100033409	0.0	0.0
10175	5664.0	7753.0
10178	149.0	90.0
10179	2520.0	1342.0
10181	5908.0	3173.0
10180	4305.0	2530.0
645136	0.0	0.0
10184	6301.0	2940.0
116285	97.0	19.0
100033418	0.0	0.0
202861	1.0	0.0
100033419	0.0	0.0
100033414	3.0	0.0
100033415	0.0	0.0
100033416	9.0	6.0
100033417	0.0	0.0
10187	0.0	0.0
10186	5041.0	3436.0
10189	2612.0	10577.0
645129	2.0	5.0
10188	2843.0	3892.0
100033413	2.0	1.0
645145	0.0	1.0
346653	110.0	60.0
645142	1.0	1.0
10150	8375.0	2241.0
10152	6303.0	3802.0
10151	4.0	2.0
200205	2116.0	878.0
728933	0.0	0.0
202865	0.0	5.0
728931	4.0	10.0
100873817	0.0	1.0
100873816	0.0	0.0
100128390	0.0	0.0
100873815	0.0	0.0
100873814	0.0	0.0
728927	912.0	1263.0
728929	0.0	0.0
100873818	0.0	0.0
10154	3522.0	2162.0
10153	3962.0	4361.0
10156	54.0	18.0
10155	14824.0	35763.0
10158	2359.0	622.0
100873813	0.0	0.0
10157	1346.0	966.0
100873812	0.0	0.0
100873811	0.0	0.0
10159	12678.0	17879.0
131870	5642.0	4207.0
10161	1172.0	1506.0
10160	10484.0	7181.0
10163	22931.0	16841.0
131873	3159.0	1398.0
645158	35.0	69.0
10162	3584.0	1858.0
728921	1.0	0.0
128240	3994.0	11308.0
728920	2.0	4.0
100873806	0.0	0.0
100873805	0.0	0.0
100873804	0.0	3.0
100873803	0.0	0.0
100873809	0.0	0.0
100873808	0.0	0.0
728917	5.0	2.0
100873807	0.0	0.0
10165	1197.0	6296.0
10164	12.0	33.0
128239	104.0	1466.0
10166	287.0	408.0
10169	20875.0	38262.0
100873802	0.0	0.0
100128384	0.0	0.0
10168	1381.0	773.0
100873801	0.0	0.0
100128385	26.0	38.0
100287755	4.0	38.0
165257	0.0	4.0
200232	20.0	3.0
100287745	4.0	2.0
1503	1432.0	6015.0
1501	703.0	20.0
1500	40482.0	24327.0
1509	183367.0	60124.0
1508	138600.0	109370.0
1506	2.0	6.0
1504	4.0	3.0
1514	13966.0	9296.0
1513	2452.0	10101.0
1512	38569.0	9679.0
1511	335.0	37.0
1510	9066.0	906.0
346606	1.0	0.0
1519	7381.0	3347.0
1518	19.0	47.0
1517	2.0	1.0
1515	241.0	5474.0
100287725	2.0	1.0
100287722	8.0	11.0
1525	5325.0	6143.0
1524	1989.0	123.0
1523	15838.0	22768.0
1522	23151.0	8945.0
1521	1192.0	320.0
1520	54508.0	8450.0
200261	100.0	0.0
1528	19351.0	4641.0
1527	0.0	0.0
100287718	71.0	74.0
728992	9.0	3.0
100287715	0.0	2.0
728990	0.0	0.0
165215	248.0	4401.0
728996	0.0	0.0
1536	40328.0	4391.0
1535	13131.0	4461.0
1534	9039.0	13065.0
1539	0.0	0.0
1538	0.0	0.0
1537	3719.0	13170.0
100287708	0.0	0.0
153222	5427.0	730.0
1550	2.0	0.0
1545	3427.0	6014.0
1544	105.0	0.0
1543	11.0	0.0
1540	7506.0	2226.0
1549	10.0	3.0
1548	38.0	16.0
1558	17.0	12.0
1557	0.0	0.0
1556	12033.0	454.0
200298	25.0	26.0
1555	4.0	9.0
1553	2.0	37.0
1551	125.0	215.0
1559	7.0	8.0
153241	2962.0	1104.0
1572	51.0	207.0
1571	54.0	119.0
1568	4.0	8.0
1565	21.0	47.0
1564	6.0	25.0
1562	83.0	86.0
100131828	0.0	0.0
1583	157.0	29.0
1582	7.0	10.0
1581	3.0	0.0
1580	68143.0	1405.0
1579	18.0	28.0
1577	487.0	75.0
1576	6.0	2694.0
1573	133.0	1626.0
285203	3480.0	1925.0
1594	65.0	260.0
285205	1.0	9.0
1593	18856.0	3295.0
1592	6.0	43.0
1591	25.0	280.0
1590	9.0	2.0
10307	529.0	518.0
1589	13.0	0.0
1588	22.0	207.0
10309	22.0	562.0
1587	0.0	0.0
1586	120.0	24.0
10308	1086.0	874.0
1585	0.0	0.0
1584	0.0	0.0
100131842	1.0	0.0
10301	233.0	413.0
100131846	1.0	4.0
10300	1712.0	2057.0
10302	1440.0	2469.0
100287692	0.0	0.0
1596	1.0	0.0
1595	1001.0	2624.0
100131855	0.0	0.0
285220	20.0	20.0
285224	0.0	1.0
101180898	1.0	0.0
100287682	0.0	2.0
100287680	0.0	0.0
165186	356.0	309.0
100131874	2.0	1.0
100131879	0.0	0.0
442590	20.0	30.0
100131881	0.0	0.0
100131893	0.0	0.0
100131897	2.0	26.0
100131899	0.0	0.0
100287647	0.0	0.0
10370	16918.0	7814.0
10371	641.0	2145.0
100873839	0.0	0.0
100873838	0.0	0.0
100873837	0.0	0.0
100873836	0.0	0.0
100873831	0.0	0.0
100873830	1.0	0.0
10376	18500.0	28549.0
100128252	449.0	442.0
100873835	0.0	0.0
285282	2101.0	1397.0
100873834	0.0	0.0
100873833	0.0	0.0
100128254	1.0	0.0
100873832	0.0	0.0
10379	291.0	263.0
285286	29.0	15.0
10381	8.0	703.0
10380	2319.0	3597.0
10383	19415.0	26190.0
10382	71.0	176.0
118813	2429.0	1617.0
102466906	0.0	0.0
118812	421.0	514.0
100885800	1.0	1.0
645051	0.0	2.0
100873828	0.0	0.0
101515984	0.0	0.0
100873826	0.0	0.0
100873825	0.0	0.0
100873829	0.0	0.0
10385	2283.0	910.0
100873820	0.0	0.0
10384	6971.0	1533.0
10389	37.0	136.0
100873824	2.0	0.0
10388	100.0	131.0
100873823	0.0	0.0
100873822	0.0	0.0
100873821	0.0	0.0
285296	16.0	10.0
645065	0.0	0.0
100128237	0.0	0.0
10350	841.0	182.0
102466918	0.0	0.0
442582	184.0	285.0
102466912	0.0	2.0
102466911	0.0	0.0
100873859	0.0	0.0
100873858	0.0	0.0
442578	87.0	108.0
10352	909.0	1271.0
100873853	0.0	0.0
10351	4817.0	400.0
100873852	0.0	0.0
10354	538.0	551.0
100873851	0.0	0.0
100873850	0.0	0.0
10356	3.0	0.0
790952	3.0	3.0
100873857	0.0	0.0
10355	3.0	1.0
100873856	0.0	0.0
100873855	0.0	0.0
10357	9.0	6.0
790955	633.0	2108.0
100873854	0.0	0.0
131831	4.0	14.0
100128227	0.0	7.0
10361	60.0	928.0
10360	401.0	2785.0
645073	0.0	0.0
442572	15.0	10.0
100873849	1.0	0.0
100873848	0.0	0.0
100873847	0.0	0.0
10363	2814.0	2377.0
100873842	0.0	0.0
10362	2621.0	3765.0
100873841	0.0	0.0
10365	12234.0	1003.0
100873840	0.0	0.0
10367	5217.0	6078.0
100873846	0.0	0.0
100873845	0.0	1.0
10369	0.0	0.0
10368	0.0	0.0
100873843	0.0	0.0
100128220	0.0	0.0
285231	6.0	4.0
100873871	0.0	0.0
100873870	0.0	0.0
285237	1601.0	816.0
100128217	0.0	0.0
503838	1.0	4.0
503837	0.0	0.0
503834	0.0	0.0
645084	2.0	11.0
503835	10.0	0.0
503841	0.0	0.0
10338	0.0	0.0
10337	0.0	3.0
503840	0.0	0.0
100885850	2.0	4.0
116211	85.0	47.0
100873875	0.0	0.0
10330	902.0	1670.0
100873874	0.0	4.0
10332	141.0	5.0
100873873	0.0	0.0
10331	161.0	1057.0
100873872	0.0	0.0
100873879	0.0	1.0
10333	564.0	347.0
100873878	0.0	0.0
10336	2456.0	6379.0
100873877	0.0	0.0
10335	1378.0	1089.0
285242	6.0	0.0
100885848	10.0	37.0
100873860	4.0	0.0
118856	4.0	3.0
645094	23.0	9.0
10349	112.0	199.0
100873869	0.0	0.0
100873864	0.0	0.0
100873863	3.0	2.0
10340	0.0	31.0
10343	32.0	16.0
100128203	0.0	0.0
100873862	0.0	0.0
100131800	0.0	0.0
10342	5242.0	11521.0
100873861	0.0	0.0
100131801	925.0	832.0
10345	0.0	127.0
10344	8.0	54.0
100873867	0.0	0.0
10347	2600.0	3164.0
100873866	0.0	0.0
10346	10903.0	1993.0
100873865	0.0	0.0
102466953	0.0	0.0
100873893	0.0	0.0
100873892	0.0	0.0
100873891	0.0	0.0
100873890	3.0	1.0
10316	485.0	11.0
10318	14817.0	8878.0
10317	30.0	95.0
10319	4277.0	287.0
100873897	1.0	2.0
100131810	0.0	0.0
100873896	4.0	1.0
100873895	0.0	0.0
100873894	22.0	18.0
10312	8404.0	3268.0
10311	5808.0	4472.0
100131814	45.0	56.0
10314	5022.0	5301.0
100873899	3.0	4.0
10313	17804.0	14387.0
100131816	0.0	0.0
100873898	1.0	0.0
285266	221.0	189.0
285267	490.0	309.0
100873882	2.0	2.0
285268	2184.0	936.0
100873881	0.0	0.0
100873880	0.0	2.0
202915	483.0	2618.0
100885864	0.0	0.0
100885866	94.0	82.0
102466967	0.0	0.0
10327	6925.0	13202.0
10326	3524.0	119.0
10329	811.0	1301.0
10328	1233.0	2542.0
442523	3.0	2.0
442524	91.0	165.0
442525	2.0	96.0
100873886	0.0	5.0
100873885	0.0	0.0
10321	97.0	36.0
100873884	0.0	0.0
10320	5357.0	1257.0
100873883	0.0	0.0
100131823	0.0	0.0
10322	1483.0	4048.0
100873889	0.0	0.0
100131825	40.0	21.0
10325	1159.0	593.0
100873888	3.0	0.0
100131827	465.0	219.0
100873887	1.0	0.0
10324	136.0	26.0
344178	0.0	1.0
102466972	0.0	0.0
116135	19.0	1.0
102466985	0.0	0.0
344167	1.0	1748.0
102466984	0.0	0.0
128102	4.0	18.0
102466983	0.0	0.0
102466982	0.0	0.0
118788	7754.0	1318.0
116123	0.0	2.0
102466995	2.0	0.0
116113	7224.0	3876.0
83259	10.0	7.0
116115	1038.0	1444.0
344148	6844.0	725.0
128153	145.0	352.0
645001	8.0	2.0
10291	16818.0	18066.0
645000	0.0	0.0
10290	218.0	741.0
10293	98.0	423.0
10295	3468.0	6033.0
10294	5685.0	5060.0
100128292	10.0	204.0
100873916	0.0	0.0
100873914	0.0	0.0
100873913	0.0	0.0
116179	0.0	3.0
100873919	0.0	0.0
100873918	4.0	0.0
100873917	1.0	0.0
10297	305.0	255.0
10296	4197.0	9225.0
100128299	1.0	0.0
10299	10758.0	18259.0
10298	6430.0	7089.0
100873912	37.0	31.0
100873911	0.0	0.0
116173	38.0	5.0
100873910	0.0	1.0
645015	7.0	6.0
200315	315.0	29.0
200316	448.0	1596.0
200312	715.0	2442.0
100873904	0.0	0.0
100873902	30.0	10.0
100873909	1.0	3.0
100873907	2.0	4.0
100873906	0.0	0.0
100873901	0.0	0.0
100128285	34.0	22.0
100873900	1.0	0.0
645024	1.0	17.0
100775107	8.0	10.0
10270	2484.0	1736.0
645027	45.0	7.0
10273	2754.0	3825.0
100775104	6.0	90.0
10272	7483.0	966.0
100008586	0.0	0.0
116149	15.0	7.0
100873938	0.0	0.0
100873937	1.0	1.0
116154	486.0	50.0
100873935	0.0	0.0
116159	4051.0	1421.0
100873939	0.0	3.0
100873930	3.0	4.0
10274	3087.0	1880.0
10277	5000.0	8303.0
10276	5191.0	7201.0
10279	1300.0	716.0
100873934	5.0	3.0
10278	1009.0	4460.0
100873933	1.0	0.0
116151	5325.0	11446.0
100873932	6.0	7.0
116150	3442.0	2420.0
100128275	2.0	0.0
10280	2759.0	4115.0
10282	962.0	1460.0
10281	0.0	0.0
10284	8356.0	4924.0
647696	0.0	0.0
10283	1363.0	1226.0
116138	6329.0	7846.0
645030	0.0	2.0
1602	1585.0	75.0
1601	14763.0	4709.0
100873926	0.0	0.0
1600	25.0	892.0
100128260	0.0	9.0
116143	59.0	148.0
100873924	19.0	1.0
100873929	2.0	0.0
100873928	0.0	5.0
10286	2455.0	3368.0
10285	2034.0	2954.0
1609	2092.0	3585.0
100128266	2.0	2.0
1608	802.0	435.0
10288	2457.0	672.0
1607	7.0	49.0
10287	2594.0	3573.0
1606	1177.0	2745.0
100873923	8.0	8.0
10289	3515.0	2072.0
1605	15345.0	15139.0
100128262	23.0	7.0
100873922	1.0	2.0
1604	47666.0	10856.0
100873921	0.0	0.0
1603	6515.0	11229.0
100128264	0.0	0.0
100873920	0.0	0.0
100287639	8.0	1.0
319133	58.0	25.0
319134	6.0	7.0
100287635	0.0	0.0
319130	8.0	9.0
319139	0.0	0.0
319135	2.0	3.0
100287630	0.0	0.0
319136	1.0	0.0
552891	0.0	2.0
319138	2.0	9.0
1613	5715.0	3370.0
200350	45.0	12.0
1612	21436.0	2546.0
1611	9915.0	21186.0
165140	132.0	358.0
1610	11.0	3.0
552889	9231.0	6775.0
1618	3.0	22.0
1617	0.0	0.0
1616	4615.0	4858.0
1615	3807.0	5922.0
319142	0.0	0.0
319143	8.0	4.0
319144	1.0	0.0
319145	1.0	0.0
100287625	0.0	0.0
1624	0.0	1.0
1623	0.0	0.0
1622	8989.0	7633.0
1621	144.0	18.0
1620	386.0	745.0
1629	2876.0	3122.0
552879	1.0	2.0
1628	762.0	1948.0
1627	2342.0	11312.0
319111	3.0	1.0
128178	80.0	1665.0
319112	0.0	0.0
100287616	97.0	2338.0
393046	0.0	0.0
319117	1.0	2.0
319118	0.0	0.0
319114	5.0	4.0
1635	5646.0	6748.0
200373	1378.0	370.0
1634	58897.0	39739.0
1633	1776.0	3192.0
1632	2294.0	2750.0
552860	19.0	23.0
1630	760.0	44.0
1639	18127.0	24781.0
1638	37.0	16.0
1636	16101.0	3261.0
319122	3.0	24.0
319123	0.0	1.0
100287603	0.0	1.0
319128	3.0	11.0
319129	1.0	2.0
1646	379.0	1257.0
1645	1399.0	2062.0
1644	88.0	5.0
1643	2184.0	2473.0
85824	12.0	12.0
1642	18754.0	32009.0
1641	0.0	0.0
552859	0.0	0.0
1649	1157.0	3366.0
1647	1212.0	8192.0
346711	0.0	0.0
100631381	0.0	0.0
100631382	0.0	0.0
100631383	22.0	9.0
1660	13757.0	18357.0
1657	4606.0	1712.0
1656	15589.0	9184.0
1655	54439.0	37810.0
1654	31069.0	21071.0
1653	6869.0	11512.0
1652	1295.0	5306.0
346708	0.0	0.0
1650	14079.0	32462.0
346702	10.0	1.0
1659	5997.0	4961.0
319100	0.0	0.0
319101	2.0	0.0
1671	2.0	1.0
1670	0.0	0.0
319103	0.0	1.0
1668	208.0	0.0
1667	0.0	0.0
1666	4730.0	4816.0
1665	8072.0	16402.0
1663	645.0	1701.0
1662	1298.0	2778.0
1661	4.0	6.0
1669	108.0	2.0
1678	240.0	699.0
1677	339.0	629.0
1676	3598.0	6080.0
1675	15904.0	1522.0
1674	3309.0	422.0
1673	0.0	0.0
1672	262.0	4520.0
153129	1025.0	586.0
1690	51.0	1030.0
165100	0.0	2.0
1687	507.0	2890.0
85865	1403.0	1961.0
100873552	0.0	0.0
100873551	0.0	0.0
100873550	0.0	0.0
100861569	0.0	0.0
100287596	0.0	1.0
100861563	1.0	2.0
10415	0.0	2.0
10417	2001.0	3010.0
493861	126.0	46.0
493860	7.0	2.0
100287591	0.0	0.0
10419	2778.0	5163.0
10418	5317.0	5249.0
100873556	0.0	0.0
100873555	0.0	0.0
100131711	0.0	0.0
493869	611.0	2673.0
100873554	0.0	0.0
100873553	0.0	0.0
100131713	14.0	10.0
10411	1493.0	371.0
10410	41515.0	34549.0
100873559	0.0	0.0
10413	12541.0	9231.0
100873558	0.0	0.0
10412	4507.0	2402.0
100873557	0.0	0.0
100873541	0.0	0.0
100873540	0.0	0.0
442271	0.0	0.0
100861574	0.0	0.0
10426	2615.0	1806.0
442266	7.0	3.0
10425	5742.0	4172.0
442267	1.0	1.0
10428	3038.0	2924.0
10427	4531.0	3731.0
100861573	0.0	0.0
100873545	1.0	0.0
100873544	0.0	0.0
10420	665.0	1312.0
100873543	2.0	0.0
100873542	0.0	0.0
