id	a75a9fcd-cc1d-4ef6-a213-dd468217ad5b	a092dfa4-5455-4c0d-9eb5-f3363fd680e8
93611	596.0	1030.0
100126337	0.0	0.0
100128998	0.0	0.0
81629	15.0	2.0
100381202	0.0	3.0
56670	541.0	229.0
81626	0.0	0.0
81627	1518.0	1738.0
81628	2234.0	1663.0
56676	0.0	0.0
30001	3683.0	36345.0
54012	0.0	0.0
56677	0.0	0.0
246175	3882.0	3015.0
56672	740.0	660.0
246176	71.0	6.0
56673	94.0	1.0
54016	0.0	0.0
283106	8.0	26.0
30000	3353.0	6235.0
56674	5318.0	3019.0
54015	0.0	0.0
81631	5959.0	6099.0
56675	55.0	783.0
54014	3214.0	3859.0
283104	148.0	163.0
100126330	0.0	0.0
30009	538.0	40.0
283102	3.0	4.0
100126331	0.0	0.0
100126332	0.0	0.0
54019	1.0	0.0
100126333	2.0	1.0
30008	3288.0	3087.0
100128991	0.0	0.0
100128990	0.0	0.0
66002	163.0	11.0
100126327	0.0	0.0
100126328	0.0	0.0
66000	1394.0	190.0
100126329	0.0	0.0
100126324	0.0	0.0
100128985	1.0	1.0
66004	775.0	1323.0
100126325	0.0	0.0
66005	2447.0	4719.0
100126326	0.0	0.0
81618	1807.0	4035.0
81619	10570.0	6597.0
56681	8559.0	11095.0
66008	5828.0	4199.0
29018	0.0	0.0
81614	1762.0	3719.0
54020	1614.0	796.0
81615	1437.0	48.0
81616	5.0	3.0
81617	2130.0	385.0
767846	12.0	5.0
81621	233.0	107.0
81622	2914.0	2598.0
246184	349.0	598.0
767851	0.0	0.0
81623	0.0	7.0
54022	0.0	3.0
81624	397.0	1219.0
767853	0.0	0.0
54021	7.0	7.0
56683	738.0	1169.0
54028	20.0	6.0
54027	0.0	0.0
29015	2968.0	2518.0
54026	0.0	0.0
767850	1.0	0.0
81620	67.0	1322.0
54025	1.0	0.0
100128982	0.0	0.0
100126320	1.0	0.0
100126321	0.0	0.0
54029	0.0	0.0
246181	8.0	15.0
246182	2.0	2.0
100126316	0.0	0.0
728233	59.0	35.0
283171	0.0	4.0
100126317	0.0	0.0
100126318	0.0	0.0
100126319	0.0	0.0
728234	0.0	0.0
100128974	2.0	4.0
100126313	0.0	0.0
285753	382.0	413.0
728231	0.0	0.0
100126314	0.0	0.0
100128977	0.0	0.0
114785	3425.0	4379.0
285755	580.0	65.0
114786	37.0	8.0
114787	77.0	379.0
114788	9.0	718.0
285758	144.0	12.0
114789	1008.0	680.0
54031	7.0	13.0
728239	0.0	1.0
54035	0.0	0.0
54034	3.0	0.0
114790	891.0	577.0
54033	93.0	162.0
54032	0.0	0.0
114791	882.0	1819.0
54039	77.0	92.0
114792	107.0	4.0
126767	0.0	2.0
114793	4400.0	5653.0
54038	0.0	0.0
100190954	0.0	0.0
114794	185.0	1.0
114795	17.0	107.0
54036	1.0	0.0
93627	1486.0	1757.0
100126310	0.0	0.0
100126311	0.0	0.0
283165	0.0	0.0
283162	0.0	0.0
93621	13483.0	22443.0
100126306	0.0	0.0
728224	0.0	0.0
100126307	0.0	0.0
285761	829.0	2734.0
100126308	0.0	0.0
100126301	0.0	0.0
93624	2194.0	2070.0
100126302	0.0	0.0
100128963	4.0	2.0
100126303	0.0	0.0
100126304	0.0	0.0
728229	0.0	7.0
100126309	0.0	0.0
728226	2.0	0.0
54041	0.0	0.0
728228	0.0	3.0
54045	2.0	1.0
645809	0.0	0.0
54044	0.0	1.0
645808	0.0	6.0
114780	25.0	6.0
54043	0.0	2.0
645807	0.0	1.0
114781	2779.0	690.0
126755	1.0	25.0
54049	3.0	0.0
114783	154.0	223.0
54048	0.0	0.0
114784	29.0	338.0
283159	0.0	0.0
54047	1.0	2.0
100128961	3.0	15.0
645805	94.0	94.0
283152	58.0	66.0
66035	397.0	119.0
283150	0.0	0.0
728255	0.0	0.0
93654	2.0	0.0
66036	1097.0	1362.0
93653	119.0	61.0
100271192	0.0	0.0
100271191	1.0	0.0
66037	2.0	6.0
93650	2.0	1.0
81669	2273.0	2067.0
54053	4.0	2.0
54052	0.0	0.0
114769	934.0	282.0
54051	0.0	1.0
54050	3.0	6.0
54055	25.0	4.0
100190938	201.0	62.0
54054	23.0	15.0
114770	3.0	1.0
114771	1.0	2228.0
54059	224.0	328.0
283149	2646.0	4965.0
54058	158.0	232.0
93649	586.0	19.0
645811	8.0	4.0
81671	4807.0	7017.0
100271199	1.0	1.0
100190939	303.0	165.0
283143	47.0	41.0
100271196	4.0	0.0
93643	1513.0	1313.0
100128946	0.0	0.0
285780	34.0	2.0
285782	2.0	45.0
100271180	0.0	0.0
285785	123.0	153.0
100190952	3.0	1.0
54064	0.0	4.0
728248	0.0	0.0
114757	984.0	681.0
114758	0.0	0.0
54067	67.0	31.0
100190947	2.0	1.0
100190949	1.0	0.0
54065	4.0	2.0
114760	0.0	0.0
114761	0.0	0.0
126731	837.0	2055.0
54069	203.0	1166.0
283131	13558.0	2319.0
283130	422.0	123.0
692157	3.0	0.0
692158	0.0	0.0
138799	0.0	0.0
440498	745.0	287.0
124152	391.0	278.0
199704	346.0	659.0
124149	0.0	1.0
163747	16.0	7.0
692146	0.0	1.0
692147	7.0	11.0
692148	2.0	3.0
692149	0.0	0.0
163742	0.0	0.0
199713	12.0	1119.0
136157	1.0	0.0
283197	0.0	0.0
283193	0.0	0.0
163778	0.0	1022.0
148145	2.0	0.0
126792	648.0	2127.0
378008	0.0	0.0
378009	0.0	0.0
29089	81.0	1810.0
29088	1201.0	3362.0
29087	1349.0	1657.0
378010	0.0	0.0
148137	526.0	850.0
126789	245.0	2021.0
378011	0.0	0.0
378013	0.0	0.0
378014	0.0	0.0
29082	139.0	97.0
29081	855.0	2217.0
29080	1079.0	2314.0
283189	0.0	0.0
29086	1377.0	1893.0
29085	1861.0	1481.0
29083	417.0	1197.0
100381270	218.0	754.0
200810	31.0	514.0
114796	425.0	92.0
148156	742.0	867.0
114798	0.0	5.0
114799	1272.0	2363.0
29099	2242.0	3157.0
29098	509.0	258.0
378001	0.0	0.0
29093	793.0	1011.0
29092	623.0	525.0
29091	3906.0	225.0
29090	616.0	1176.0
56603	674.0	669.0
29097	2723.0	3801.0
56604	4.0	2.0
56605	723.0	589.0
29095	1600.0	3045.0
151790	170.0	42.0
283174	72.0	3.0
56606	460.0	2007.0
29094	2529.0	2719.0
692199	0.0	0.0
391002	0.0	0.0
440459	3.0	0.0
391004	0.0	0.0
780816	0.0	0.0
124199	20.0	17.0
391003	0.0	0.0
30062	0.0	1.0
440456	773.0	254.0
780814	11.0	6.0
30061	27127.0	10305.0
780815	0.0	0.0
780812	0.0	0.0
780813	1.0	14.0
440452	0.0	0.0
780810	0.0	1.0
780811	0.0	0.0
29068	4109.0	6292.0
29066	3900.0	2205.0
29063	448.0	475.0
29062	1383.0	1855.0
56616	285.0	881.0
163702	537.0	885.0
391013	3.0	1.0
391012	0.0	0.0
100381215	1.0	0.0
29079	2382.0	2479.0
29078	568.0	919.0
56623	605.0	302.0
56624	27.0	64.0
29071	1337.0	1490.0
29070	432.0	1008.0
29075	0.0	14.0
29074	1759.0	3564.0
29072	5254.0	4279.0
163732	301.0	626.0
200845	318.0	162.0
148103	306.0	357.0
200844	28.0	358.0
440482	29.0	21.0
151742	1744.0	1999.0
163720	66.0	0.0
148113	16.0	571.0
440465	1859.0	474.0
29057	16.0	13.0
148109	3.0	0.0
29058	5635.0	4685.0
56647	1718.0	4822.0
56648	361.0	2582.0
56649	36.0	16982.0
440419	0.0	0.0
440416	170.0	41.0
8303	2327.0	4147.0
643157	0.0	0.0
200879	4428.0	391.0
440406	0.0	2.0
8301	11947.0	28699.0
643155	2625.0	4371.0
8302	8.0	0.0
440400	351.0	334.0
199675	6649.0	171.0
8310	916.0	1380.0
124093	105.0	10.0
8314	3415.0	2901.0
8315	1431.0	2254.0
8312	1134.0	1711.0
342096	2.0	1.0
8313	1649.0	351.0
440435	12.0	1.0
643160	0.0	0.0
643161	0.0	63.0
643159	8.0	6.0
8309	866.0	88.0
8321	5211.0	8714.0
8322	4116.0	1611.0
8320	320.0	113.0
8325	1310.0	914.0
8326	16.0	128.0
8323	4133.0	18691.0
8324	1406.0	4082.0
440423	264.0	210.0
200894	1568.0	2725.0
643171	1.0	0.0
200895	792.0	1206.0
8318	39.0	1357.0
8317	135.0	481.0
8332	1.0	13.0
692110	0.0	0.0
8333	0.0	6.0
692111	1.0	0.0
8330	0.0	0.0
8331	0.0	22.0
8336	0.0	38.0
8337	0.0	0.0
8334	1342.0	1885.0
8335	0.0	1.0
148046	22.0	33.0
106481699	0.0	0.0
643182	0.0	0.0
643180	263.0	72.0
643181	1.0	0.0
8329	1.0	75.0
8328	60.0	5.0
8343	1.0	14.0
643198	0.0	0.0
8344	4.0	25.0
8341	53.0	67.0
8342	0.0	0.0
8347	73.0	203.0
8348	1.0	22.0
643199	0.0	0.0
8345	4.0	117.0
8346	1.0	3.0
692106	0.0	0.0
692107	0.0	0.0
161003	75.0	2.0
692108	0.0	2.0
692109	2.0	1.0
643193	2.0	1.0
8340	8.0	12.0
8338	18.0	52.0
8339	2.0	183.0
8354	2.0	1.0
8355	1.0	124.0
8352	1.0	24.0
8353	4.0	28.0
8358	0.0	108.0
8359	0.0	9.0
8356	0.0	3.0
8357	46.0	347.0
222235	66.0	24.0
106481679	0.0	0.0
222236	1489.0	1134.0
106481677	4.0	0.0
222234	232.0	327.0
106481678	0.0	1.0
8350	1.0	7.0
8351	1.0	54.0
148066	1.0	1.0
106481682	0.0	0.0
106481683	1.0	0.0
106481680	0.0	0.0
106481681	1.0	0.0
106481686	0.0	0.0
106481687	1.0	0.0
106481684	0.0	0.0
106481685	1.0	0.0
8349	841.0	1233.0
8365	39.0	175.0
8366	0.0	1.0
8363	3.0	1.0
8364	2.0	12.0
8369	0.0	0.0
163688	1.0	0.0
8367	0.0	20.0
8368	0.0	3.0
106481688	0.0	0.0
222223	3073.0	997.0
106481689	0.0	4.0
8361	0.0	0.0
222229	336.0	890.0
8362	2.0	17.0
8360	0.0	11.0
106481693	5.0	0.0
106481694	0.0	0.0
106481691	3.0	5.0
106481692	0.0	0.0
106481697	1.0	1.0
106481698	0.0	0.0
106481695	0.0	0.0
106481696	0.0	0.0
342035	2704.0	168.0
344697	34.0	72.0
106481690	1.0	2.0
728310	1.0	1.0
285830	199.0	299.0
8379	847.0	1587.0
93556	9.0	1.0
106481657	0.0	0.0
728318	0.0	0.0
106481658	0.0	0.0
222255	608.0	479.0
106481655	0.0	0.0
285834	5.0	19.0
222256	677.0	85.0
106481656	0.0	1.0
8372	60.0	258.0
93550	524.0	527.0
8373	0.0	0.0
106481659	0.0	0.0
8370	0.0	32.0
728315	5.0	2.0
81577	1108.0	1418.0
106481660	0.0	0.0
81578	769.0	546.0
106481661	0.0	0.0
81579	2117.0	1397.0
81573	1497.0	1568.0
106481664	0.0	3.0
100271179	0.0	0.0
106481665	0.0	1.0
81575	1572.0	1121.0
106481662	0.0	0.0
81576	751.0	735.0
106481663	8.0	6.0
81570	486.0	2891.0
100271178	0.0	0.0
81571	173.0	33.0
81572	597.0	2316.0
645715	15.0	21.0
8387	0.0	0.0
8388	0.0	0.0
728300	13.0	3.0
8386	0.0	0.0
8389	0.0	0.0
106481668	0.0	0.0
106481669	0.0	0.0
106481666	0.0	0.0
106481667	0.0	0.0
81559	656.0	1059.0
8383	0.0	0.0
285848	16.0	105.0
8384	0.0	0.0
285849	23.0	39.0
8382	163.0	16.0
81566	1526.0	2721.0
106481671	0.0	0.0
106481672	0.0	0.0
81567	299.0	715.0
81569	0.0	6.0
106481670	0.0	0.0
81562	1580.0	3683.0
106481675	0.0	0.0
81563	4810.0	3397.0
246243	537.0	1112.0
100271168	1.0	2.0
106481676	0.0	0.0
106481673	3.0	1.0
81565	3122.0	2925.0
106481674	0.0	0.0
100271164	0.0	0.0
100271167	0.0	0.0
100271161	1.0	0.0
100271163	0.0	0.0
100271162	3.0	0.0
8398	334.0	117.0
8399	99.0	23.0
8396	4462.0	4247.0
285852	5.0	0.0
645740	0.0	0.0
8390	0.0	1.0
106481635	0.0	0.0
285855	4859.0	10112.0
106481636	0.0	0.0
8391	0.0	0.0
106481633	0.0	0.0
106481634	0.0	0.0
8394	2704.0	3711.0
106481639	0.0	0.0
8395	2681.0	67.0
8392	0.0	0.0
106481637	0.0	1.0
106481638	0.0	0.0
100271158	0.0	0.0
106481642	9.0	48.0
106481643	0.0	0.0
246210	0.0	0.0
106481640	0.0	0.0
100271159	0.0	0.0
106481641	0.0	0.0
100271150	0.0	0.0
645754	1.0	0.0
246213	9.0	0.0
106481646	0.0	0.0
106481647	0.0	0.0
106481644	0.0	0.0
106481645	0.0	0.0
728324	23.0	74.0
106481648	0.0	0.0
106481649	0.0	0.0
106481650	0.0	0.0
100271147	0.0	0.0
106481653	0.0	0.0
106481654	0.0	0.0
100271146	0.0	0.0
106481651	0.0	0.0
100271149	0.0	0.0
100271148	0.0	0.0
106481652	1.0	0.0
344657	5.0	5.0
100271142	0.0	1.0
344658	0.0	0.0
100271145	0.0	0.0
645745	0.0	0.0
344653	1.0	1.0
100271141	3.0	3.0
100271140	1.0	0.0
106481619	0.0	0.0
106481613	0.0	0.0
246269	249.0	282.0
106481614	0.0	0.0
106481611	0.0	0.0
106481612	0.0	0.0
106481617	0.0	0.0
93594	359.0	1326.0
106481618	0.0	0.0
106481615	0.0	0.0
106481616	0.0	0.0
283209	749.0	5624.0
283208	53.0	332.0
106481620	0.0	0.0
106481621	0.0	0.0
100271138	0.0	0.0
100271132	0.0	3.0
100271131	0.0	0.0
100271133	0.0	0.0
100271130	0.0	0.0
93587	260.0	448.0
645771	14.0	10.0
93589	210.0	124.0
106481624	0.0	3.0
285800	7.0	19.0
106481625	0.0	0.0
106481622	0.0	0.0
106481623	5.0	1.0
106481628	0.0	0.0
106481629	0.0	1.0
106481626	0.0	0.0
106481627	1.0	0.0
100271129	0.0	0.0
246283	0.0	0.0
246285	2.0	0.0
106481631	0.0	0.0
100271125	0.0	0.0
106481632	0.0	0.0
106481630	0.0	1.0
100271122	0.0	0.0
199692	918.0	763.0
645784	60.0	64.0
100271118	1.0	0.0
100271117	0.0	0.0
100271119	0.0	14.0
100271114	0.0	0.0
100271113	0.0	0.0
100271116	0.0	0.0
197021	8.0	4.0
643115	2.0	2.0
100271111	0.0	0.0
106481608	4.0	0.0
106481609	0.0	0.0
645798	1.0	1.0
643136	3.0	3.0
106481602	0.0	0.0
106481603	0.0	0.0
106481600	0.0	0.0
106481601	0.0	0.0
106481606	0.0	0.0
106481607	0.0	0.0
106481604	0.0	0.0
106481605	0.0	0.0
285829	6.0	17.0
100271106	1.0	2.0
106481610	0.0	0.0
100271105	3.0	0.0
643126	0.0	0.0
199699	5.0	4.0
728393	0.0	0.0
100128899	0.0	0.0
728395	0.0	0.0
114625	1506.0	550.0
54112	7.0	34.0
56776	39.0	23.0
283248	33.0	223.0
344729	0.0	0.0
100128894	3.0	0.0
100128893	115.0	4.0
100128890	11.0	5.0
728386	0.0	0.0
728388	0.0	0.0
100128889	0.0	0.0
100128888	7.0	6.0
114614	50.0	63.0
283238	2.0	0.0
100190800	56.0	666.0
283237	592.0	961.0
283236	0.0	0.0
283234	550.0	108.0
728381	0.0	1.0
283232	974.0	314.0
728380	4.0	2.0
100128881	10.0	902.0
100128880	0.0	1.0
692099	299.0	234.0
114609	417.0	460.0
29128	52.0	1177.0
29123	4606.0	4850.0
344709	1.0	1.0
29122	7.0	4.0
29121	597.0	270.0
283229	331.0	160.0
29127	624.0	6994.0
29126	887.0	315.0
29125	258.0	9.0
29124	0.0	0.0
692087	0.0	0.0
692088	0.0	0.0
692089	0.0	1.0
100128867	0.0	1.0
54145	0.0	1.0
54143	0.0	0.0
283219	560.0	996.0
54149	2111.0	2692.0
54148	801.0	1793.0
54147	0.0	0.0
283212	87.0	61.0
692091	0.0	0.0
692092	0.0	0.0
692093	5.0	1.0
692094	0.0	0.0
100271091	0.0	0.0
100271090	7.0	0.0
100128857	0.0	0.0
100271093	0.0	0.0
100271092	0.0	0.0
728350	24.0	71.0
285872	1.0	0.0
100128853	1.0	0.0
29109	3034.0	968.0
29108	1013.0	1332.0
285877	0.0	0.0
29107	504.0	965.0
285878	0.0	0.0
29106	38.0	2.0
728358	0.0	0.0
29101	6011.0	20855.0
29100	1307.0	1898.0
29105	1780.0	2545.0
29104	407.0	405.0
29103	2710.0	736.0
29102	2476.0	9429.0
100271098	0.0	3.0
283284	54.0	60.0
728343	1.0	0.0
728342	6.0	23.0
100128849	1.0	0.0
728344	1.0	4.0
100271081	2.0	2.0
100128845	0.0	1.0
728340	172.0	128.0
285888	0.0	1.0
29119	8.0	115.0
107057644	10.0	0.0
29118	17.0	6.0
107057647	0.0	0.0
114655	2.0	0.0
29117	3919.0	3865.0
107057646	2.0	0.0
114657	0.0	0.0
114659	443.0	301.0
126638	0.0	1513.0
54165	1780.0	6724.0
126637	0.0	49.0
29110	1862.0	2153.0
29116	3720.0	1268.0
29115	2749.0	3212.0
29114	1.0	9.0
29113	1.0	744.0
100271087	5.0	7.0
100271089	0.0	0.0
100271085	0.0	0.0
100128836	3.0	3.0
728378	6.0	5.0
728377	84.0	95.0
100271070	0.0	0.0
285893	0.0	0.0
100128834	0.0	0.0
728373	0.0	0.0
728379	0.0	0.0
81797	0.0	0.0
126626	842.0	811.0
81793	77.0	34.0
81794	247.0	153.0
81796	15.0	39.0
81790	1408.0	3727.0
100271076	1.0	0.0
283267	795.0	611.0
91107	1464.0	3105.0
100128830	6.0	0.0
81792	553.0	4757.0
100271078	0.0	0.0
100271073	2.0	0.0
100271072	0.0	0.0
100271074	0.0	0.0
100128827	0.0	1.0
728366	2.0	5.0
728361	0.0	10.0
100128822	238.0	214.0
728369	0.0	0.0
81786	120.0	317.0
54187	1690.0	4016.0
81788	883.0	2484.0
81789	316.0	388.0
283257	0.0	2.0
100271065	0.0	0.0
645700	4.0	8.0
283254	152.0	409.0
126695	622.0	1591.0
148003	0.0	0.0
378108	5.0	7.0
151649	29.0	5.0
151648	23.0	533.0
151647	1.0	1.0
151645	43.0	118.0
200909	0.0	0.0
200916	592.0	1842.0
148014	10.0	14.0
151658	0.0	10.0
151651	107.0	6.0
56704	1108.0	1600.0
148022	1275.0	2043.0
126669	3489.0	360.0
126668	357.0	9.0
100126297	0.0	0.0
100126299	0.0	0.0
100126296	1.0	1.0
200931	98.0	356.0
200933	720.0	8163.0
126661	135.0	227.0
56729	332.0	24.0
283298	2014.0	973.0
283297	0.0	0.0
136051	241.0	255.0
138639	609.0	941.0
692076	2.0	4.0
391121	0.0	0.0
391120	0.0	0.0
391123	6.0	43.0
200942	1047.0	699.0
440577	20.0	38.0
440574	1380.0	1790.0
56731	1560.0	3825.0
100126270	1.0	4.0
692084	0.0	0.0
692085	0.0	0.0
692086	3.0	48.0
138649	37.0	36.0
200959	0.0	1.0
200958	187.0	890.0
391135	3.0	4.0
440567	70.0	116.0
391139	6.0	45.0
440563	0.0	3.0
440561	0.0	0.0
151613	1099.0	1321.0
692072	0.0	0.0
692075	7.0	1.0
692057	0.0	0.0
692058	3.0	3.0
124056	0.0	0.0
81706	1339.0	6635.0
391104	0.0	0.0
391107	0.0	0.0
391106	0.0	0.0
81704	7761.0	1357.0
391109	0.0	0.0
440595	256.0	161.0
56751	0.0	0.0
692063	0.0	0.0
8402	2533.0	3137.0
391110	0.0	0.0
8403	1.0	0.0
391112	0.0	0.0
124045	227.0	499.0
391114	8.0	0.0
124044	261.0	182.0
391115	0.0	0.0
440585	173.0	21.0
391117	0.0	0.0
440584	7.0	52.0
391119	0.0	0.0
54101	740.0	3110.0
151636	6527.0	6416.0
440590	6.0	17.0
54103	3177.0	397.0
54102	1612.0	1782.0
54108	2227.0	4231.0
54107	2728.0	10260.0
54106	4.0	1.0
692053	1.0	0.0
391040	2.0	2.0
645683	8.0	9.0
8410	0.0	0.0
645682	2.0	1.0
645688	8.0	12.0
391044	1.0	4.0
645687	0.0	127.0
8411	3087.0	4152.0
645686	0.0	0.0
8412	1746.0	1155.0
391045	5.0	0.0
440533	0.0	0.0
8406	2122.0	484.0
8407	61460.0	62462.0
8404	51141.0	6723.0
8405	5039.0	5623.0
8408	2139.0	3842.0
8409	1837.0	2673.0
391051	0.0	1.0
8420	402.0	647.0
645694	4.0	0.0
391053	0.0	0.0
645693	24.0	22.0
643031	1.0	0.0
8424	14.0	155.0
8425	28960.0	3832.0
643037	15.0	0.0
163589	11.0	24.0
643034	0.0	0.0
440525	110.0	115.0
391059	399.0	1563.0
645691	14.0	21.0
163590	5486.0	6969.0
8417	6314.0	2633.0
8418	1862.0	644.0
8416	343.0	158.0
8419	4.0	11.0
8431	213.0	3.0
8435	13.0	3.0
8436	26331.0	443.0
8433	4.0	0.0
8434	2958.0	604.0
391026	0.0	0.0
440556	151.0	4.0
440560	0.0	0.0
8428	3601.0	15313.0
8427	1331.0	1270.0
103157000	0.0	4.0
8443	2864.0	3537.0
8440	1888.0	5205.0
8446	1143.0	3102.0
8447	527.0	163.0
8444	351.0	841.0
8445	1572.0	3232.0
391037	7.0	0.0
391039	3.0	3.0
643050	0.0	0.0
285905	6.0	14.0
285908	174.0	467.0
8439	1976.0	4052.0
8437	7.0	362.0
8438	34.0	635.0
8453	2049.0	4793.0
8454	4222.0	4147.0
8451	4425.0	7773.0
8452	3850.0	5032.0
8458	628.0	2019.0
8455	4691.0	6352.0
8456	22.0	853.0
106481578	0.0	0.0
106481579	0.0	0.0
8450	3547.0	5564.0
106481583	0.0	0.0
106481584	3.0	1.0
106481581	0.0	0.0
106481582	0.0	0.0
106481587	0.0	0.0
106481588	0.0	0.0
106481585	0.0	0.0
106481586	0.0	0.0
8448	24.0	37.0
8449	1844.0	5278.0
106481580	0.0	0.0
8464	453.0	466.0
8462	2924.0	2089.0
8463	2101.0	2286.0
8468	2.0	0.0
391099	0.0	0.0
8467	10890.0	13061.0
342184	1782.0	586.0
246312	0.0	3.0
106481589	0.0	0.0
8460	631.0	2853.0
106481594	0.0	0.0
106481595	0.0	0.0
106481592	0.0	0.0
106481593	0.0	0.0
106481598	0.0	0.0
151579	17.0	99.0
106481599	0.0	0.0
106481596	0.0	0.0
106481597	0.0	0.0
8459	3528.0	1557.0
106481590	0.0	0.0
106481591	0.0	0.0
8476	4510.0	3073.0
8473	4936.0	3255.0
440519	34.0	218.0
440518	0.0	0.0
8479	847.0	491.0
440515	808.0	939.0
8477	913.0	180.0
106481558	0.0	0.0
106481559	0.0	0.0
391069	0.0	3.0
106481556	0.0	0.0
106481557	0.0	0.0
8471	2.0	0.0
8470	2712.0	1179.0
106481561	1.0	0.0
106481562	0.0	0.0
106481560	0.0	0.0
106481565	0.0	0.0
106481566	3.0	0.0
106481563	0.0	0.0
106481564	0.0	0.0
391073	2.0	1.0
8487	303.0	1099.0
8484	0.0	0.0
391075	2.0	2.0
440508	1.0	0.0
391077	0.0	3.0
391076	0.0	0.0
8488	0.0	5.0
440503	232.0	20.0
8489	1.0	2.0
106481569	0.0	0.0
106481567	0.0	0.0
106481568	0.0	0.0
8482	365.0	508.0
8483	236.0	1004.0
8480	1204.0	5413.0
8481	1599.0	1319.0
106481572	0.0	0.0
106481573	0.0	0.0
106481570	0.0	0.0
106481571	0.0	0.0
106481576	1.0	0.0
106481577	1.0	0.0
106481574	0.0	0.0
106481575	0.0	0.0
391081	27.0	12.0
8497	73.0	150.0
728431	184.0	259.0
8498	3030.0	3523.0
728430	0.0	1.0
100128934	0.0	0.0
8495	1312.0	790.0
8496	8125.0	7857.0
91012	1997.0	2275.0
100128936	48.0	57.0
728432	0.0	0.0
100128930	0.0	1.0
8499	38.0	52.0
106481536	0.0	0.0
8490	13734.0	2779.0
106481537	0.0	0.0
285954	15.0	15.0
285955	10.0	4.0
106481534	0.0	0.0
106481535	0.0	0.0
8493	1421.0	990.0
54075	0.0	5.0
101669766	12.0	0.0
728434	0.0	0.0
91010	3536.0	2612.0
285958	468.0	551.0
101669767	0.0	0.0
8491	2252.0	2503.0
106481538	0.0	0.0
8492	1182.0	1964.0
54072	1.0	5.0
106481539	0.0	0.0
101669762	23.0	62.0
106481540	0.0	0.0
101669763	1.0	0.0
101669764	0.0	31.0
106481543	0.0	0.0
81694	0.0	0.0
100271059	0.0	0.0
81695	0.0	0.0
106481544	0.0	0.0
106481541	0.0	0.0
81696	0.0	0.0
81697	0.0	0.0
106481542	0.0	0.0
81693	107.0	207.0
100271056	0.0	0.0
100271050	2.0	6.0
100271053	0.0	0.0
93664	3578.0	1418.0
100128923	1.0	1.0
93663	6705.0	2213.0
285961	6.0	4.0
93668	0.0	0.0
285962	57.0	26.0
106481547	0.0	0.0
54082	24.0	16.0
106481548	0.0	0.0
285965	36.0	15.0
285966	410.0	520.0
106481545	2.0	2.0
106481546	0.0	0.0
93661	0.0	1.0
100128927	766.0	397.0
54084	28.0	9.0
106481549	0.0	0.0
106481550	0.0	0.0
81688	10534.0	8877.0
106481551	1.0	0.0
54089	1.0	1.0
81689	1899.0	2550.0
54088	2.0	2.0
106481554	0.0	0.0
100271047	0.0	0.0
106481555	0.0	0.0
106481552	0.0	0.0
106456574	28.0	0.0
106481553	0.0	0.0
93659	0.0	0.0
100271040	0.0	0.0
100271042	0.0	0.0
100128912	0.0	0.0
91039	3570.0	5522.0
342132	122.0	219.0
285971	457.0	234.0
285972	45.0	8.0
285973	48.0	81.0
100128911	0.0	0.0
728450	0.0	2.0
54093	758.0	671.0
106481514	0.0	0.0
106481515	0.0	0.0
106481512	0.0	0.0
54090	0.0	0.0
106481513	3.0	4.0
54097	398.0	36.0
106481518	0.0	0.0
106481519	0.0	0.0
246329	351.0	57.0
106481516	0.0	0.0
728458	0.0	0.0
106481517	0.0	0.0
54099	0.0	3.0
54098	0.0	0.0
246330	628.0	1006.0
106481521	0.0	0.0
106481522	0.0	0.0
106481520	0.0	0.0
342125	3.0	4.0
100271033	23.0	27.0
645619	0.0	5.0
100271031	5.0	8.0
344787	108.0	80.0
100128902	0.0	0.0
728441	17.0	11.0
100128903	0.0	0.0
222389	1119.0	311.0
106481525	3.0	0.0
106481526	1.0	0.0
285987	0.0	82.0
106481523	0.0	0.0
285989	288.0	219.0
106481524	0.0	0.0
106481529	0.0	0.0
728448	25.0	11.0
106481527	0.0	0.0
106481528	0.0	0.0
728447	0.0	0.0
106481532	0.0	0.0
106481533	0.0	0.0
100271025	1.0	1.0
106481530	0.0	0.0
106481531	0.0	0.0
100271020	0.0	1.0
91057	132.0	1161.0
91056	1302.0	1938.0
645641	0.0	0.0
91050	1111.0	661.0
100271015	0.0	0.0
106481500	0.0	0.0
645638	109.0	5089.0
645651	0.0	0.0
344760	0.0	0.0
106481509	0.0	0.0
645652	8.0	21.0
106481503	0.0	0.0
106481504	2.0	1.0
106481501	0.0	0.0
106481502	0.0	0.0
106481507	4.0	0.0
106481508	0.0	0.0
106481505	0.0	0.0
106481506	0.0	0.0
100271007	1.0	1.0
283316	208.0	650.0
106481510	0.0	0.0
106481511	0.0	0.0
100271003	6.0	6.0
283314	167.0	117.0
100271006	0.0	0.0
283310	14.0	13.0
344758	2.0	45.0
100271001	0.0	0.0
344752	5.0	7.0
728411	242.0	424.0
728410	0.0	0.0
643003	3.0	2.0
643001	0.0	0.0
728419	0.0	0.0
728418	0.0	0.0
91074	0.0	1.0
728409	0.0	0.0
283303	0.0	0.0
344741	0.0	0.0
728400	0.0	0.0
645676	57.0	101.0
285941	1.0	0.0
728405	0.0	0.0
285943	458.0	138.0
728407	95.0	53.0
728402	1.0	5.0
728403	0.0	0.0
643008	65.0	134.0
645668	0.0	2.0
100506658	3161.0	704.0
100506655	4.0	2.0
81849	2540.0	642.0
56890	603.0	374.0
56891	0.0	0.0
