id	652ecf99-1af9-41fc-b0a5-d3e5c07a7b5d	9813b5d6-2309-4e67-85c0-1fae01d9672d
221662	94.0	333.0
150538	1.0	9.0
162515	449.0	138.0
162517	15.0	9.0
729059	1.0	4.0
162514	38.0	106.0
730041	18.0	14.0
149563	3.0	0.0
221656	1679.0	2377.0
729050	2.0	1.0
221687	225.0	137.0
221692	5321.0	1057.0
162494	71.0	350.0
654391	1.0	0.0
198437	23.0	1.0
257629	5.0	1.0
267004	1.0	5.0
149499	307.0	12.0
162466	349.0	58.0
255022	13.0	18.0
162461	747.0	197.0
267010	0.0	0.0
267012	0.0	0.0
267013	5.0	11.0
150472	569.0	528.0
255031	117.0	157.0
255025	0.0	0.0
101101692	24.0	94.0
255027	303.0	148.0
267002	195.0	342.0
150483	75.0	6.0
282617	0.0	0.0
282618	1.0	8.0
282616	0.0	6.0
644990	30.0	12.0
9103	367.0	443.0
9100	4799.0	4850.0
9101	4457.0	3290.0
644994	6.0	2.0
9107	8047.0	2562.0
9104	1176.0	228.0
400242	160.0	97.0
84959	8109.0	1103.0
255061	18.0	20.0
84958	1801.0	2075.0
654319	5.0	3.0
100996315	8.0	0.0
84966	96.0	187.0
57348	7.0	31.0
282679	36.0	100.0
84968	35.0	108.0
84967	2273.0	1661.0
84962	1589.0	1736.0
57343	935.0	884.0
654320	0.0	0.0
255057	58.0	113.0
84961	1228.0	1761.0
654321	24.0	3.0
400238	0.0	0.0
654322	6.0	7.0
84964	103.0	190.0
400236	124.0	108.0
644988	4.0	1.0
84960	72.0	54.0
642326	0.0	0.0
9113	2588.0	2422.0
9114	14220.0	7423.0
9111	1687.0	1059.0
9112	2085.0	2802.0
9117	5487.0	2318.0
9118	6.0	94.0
414899	0.0	0.0
100996307	124.0	61.0
100996306	0.0	0.0
84948	434.0	602.0
9110	1403.0	3241.0
84947	921.0	579.0
84955	1534.0	1127.0
84954	1588.0	1944.0
84957	2013.0	1262.0
100996301	3.0	53.0
84951	175.0	1852.0
84950	4278.0	2099.0
84953	1172.0	144.0
400224	93.0	95.0
84952	6686.0	2543.0
644998	1.0	0.0
9108	196.0	80.0
642337	6.0	10.0
644997	12.0	7.0
9124	42503.0	11312.0
9125	5030.0	3484.0
9122	1320.0	382.0
9123	9198.0	7430.0
9128	2939.0	3348.0
9129	2567.0	2417.0
9126	2210.0	3934.0
9127	46.0	17.0
94304	0.0	0.0
255043	163.0	130.0
9120	1278.0	671.0
9121	4256.0	1360.0
57369	0.0	0.0
84988	904.0	778.0
84987	4433.0	1592.0
84989	46.0	8.0
84984	81.0	151.0
84983	5.0	18.0
84986	783.0	1022.0
84985	35.0	175.0
642345	4.0	4.0
9119	8.0	67.0
84981	18423.0	1737.0
9135	4620.0	3353.0
9136	1345.0	1418.0
9133	118.0	1937.0
9134	141.0	221.0
9139	1245.0	2099.0
267014	0.0	0.0
267015	2.0	1.0
9138	9312.0	9372.0
267017	0.0	0.0
9131	1406.0	3178.0
9132	115.0	161.0
84969	1899.0	819.0
9130	3674.0	4734.0
400208	1.0	0.0
84976	753.0	419.0
400209	92.0	90.0
400206	32.0	1.0
84978	24.0	67.0
84973	1419.0	1252.0
84975	2252.0	2465.0
57379	26.0	15.0
642357	6.0	6.0
84971	1214.0	2175.0
84970	4.0	1.0
267020	5.0	1.0
9146	4998.0	6329.0
9147	1414.0	1451.0
9144	25961.0	16912.0
9145	701.0	1178.0
9148	69.0	194.0
106479899	0.0	0.0
9149	1022.0	1210.0
106479898	0.0	0.0
106479897	0.0	0.0
106480886	0.0	0.0
106479896	0.0	0.0
106480885	0.0	0.0
106480888	0.0	1.0
106479895	0.0	0.0
106480887	0.0	0.0
106479894	0.0	0.0
106479893	0.0	0.0
9142	1.0	0.0
57380	2285.0	1615.0
9143	25.0	146.0
106479892	0.0	0.0
106480889	0.0	0.0
57381	2898.0	536.0
9140	3439.0	2332.0
106479891	0.0	0.0
9141	2469.0	3065.0
106479890	0.0	0.0
106480891	0.0	0.0
106480890	0.0	0.0
654364	37.0	131.0
106480893	0.0	0.0
106480892	0.0	0.0
106480895	0.0	0.0
106480894	0.0	1.0
9158	3174.0	3289.0
9156	35.0	968.0
106479889	0.0	0.0
9159	1873.0	2342.0
106479888	0.0	0.0
106479887	0.0	0.0
654346	59.0	22.0
106479886	0.0	0.0
106480897	0.0	0.0
9150	2380.0	2217.0
106480896	0.0	0.0
106479885	1.0	3.0
57396	1549.0	640.0
106480899	0.0	0.0
106479884	0.0	0.0
106479883	0.0	0.0
106480898	0.0	0.0
9153	6.0	6.0
106479882	0.0	0.0
9154	2.0	8.0
106479881	0.0	0.0
106479880	0.0	0.0
57393	122.0	77.0
9152	0.0	0.0
654350	0.0	0.0
84996	404.0	340.0
84991	6893.0	4074.0
84993	2496.0	2588.0
84992	0.0	0.0
9168	107143.0	46614.0
9169	7430.0	7286.0
9166	2832.0	1060.0
642395	11.0	31.0
9167	8311.0	6315.0
642394	2.0	4.0
106480864	0.0	0.0
106480863	0.0	2.0
106480866	0.0	0.0
106480865	0.0	0.0
106480868	0.0	0.0
255082	313.0	54.0
106480867	1.0	0.0
9162	5.0	67.0
106480869	0.0	1.0
654383	2.0	2.0
106480871	2.0	1.0
106480870	0.0	0.0
106480873	0.0	0.0
282697	0.0	0.0
400258	14.0	3.0
106480872	0.0	0.0
642389	0.0	0.0
654381	0.0	0.0
9179	1215.0	1393.0
9177	0.0	0.0
106480875	0.0	0.0
9172	320.0	112.0
106480874	0.0	0.0
106480877	0.0	0.0
9170	825.0	1363.0
106480876	0.0	0.0
9175	4372.0	5832.0
106480879	0.0	0.0
106480878	0.0	0.0
9173	30047.0	158.0
106480880	2.0	1.0
106480882	0.0	0.0
106480881	0.0	0.0
654376	0.0	1.0
106480884	0.0	0.0
106480883	0.0	0.0
654370	0.0	0.0
137868	0.0	1.0
730112	812.0	47.0
106480849	0.0	0.0
729123	2.0	0.0
9188	17046.0	6550.0
106479859	0.0	0.0
106479858	1.0	1.0
9189	4278.0	5985.0
106479857	0.0	0.0
106479856	1.0	0.0
106479855	0.0	0.0
106479854	0.0	0.0
729121	0.0	1.0
9182	623.0	1629.0
106479853	0.0	0.0
106480842	0.0	0.0
9183	798.0	1653.0
106479852	0.0	0.0
106480841	0.0	0.0
9180	15858.0	6017.0
106480844	0.0	0.0
106479851	0.0	0.0
9181	7298.0	5182.0
106479850	0.0	0.0
106480843	0.0	0.0
106480846	0.0	0.0
9187	749.0	796.0
106480845	0.0	0.0
9184	3953.0	4399.0
106480848	0.0	0.0
9185	2411.0	593.0
106480847	0.0	0.0
57501	92.0	61.0
57502	184.0	135.0
57504	1605.0	2549.0
125875	69.0	68.0
106480851	0.0	0.0
106480850	0.0	0.0
57509	10247.0	6187.0
730109	0.0	0.0
137872	804.0	199.0
102546175	1.0	4.0
57505	522.0	999.0
644903	4.0	15.0
57506	5150.0	6696.0
57507	1100.0	556.0
57508	777.0	1107.0
106479849	0.0	0.0
106479848	0.0	0.0
106479847	0.0	0.0
106479846	0.0	0.0
106479845	0.0	0.0
106479844	0.0	0.0
106479843	0.0	0.0
106479842	0.0	0.0
106480853	0.0	0.0
9194	865.0	558.0
106479841	0.0	0.0
106480852	1.0	0.0
9191	4128.0	2754.0
106479840	0.0	0.0
106480855	0.0	0.0
106480854	0.0	0.0
9197	1591.0	3033.0
106480857	0.0	0.0
106480856	0.0	0.0
106480859	0.0	1.0
729119	4.0	0.0
9196	141.0	123.0
106480858	0.0	0.0
57512	20.0	124.0
57513	7838.0	1994.0
57514	9496.0	3069.0
123207	1258.0	1035.0
57515	29768.0	12502.0
106480860	0.0	0.0
57510	1960.0	4144.0
106480862	0.0	0.0
57511	1560.0	1307.0
106480861	0.0	0.0
644911	2.0	6.0
644914	8.0	7.0
57519	1435.0	476.0
729146	10.0	2.0
106480828	0.0	0.0
113878	1393.0	1754.0
135228	1896.0	5300.0
106480827	0.0	0.0
729148	149.0	86.0
106480829	0.0	0.0
137886	2159.0	1966.0
106479879	0.0	0.0
730130	1.0	7.0
106479878	0.0	0.0
106479877	0.0	0.0
106479876	2.0	2.0
106480820	1.0	2.0
106479875	0.0	0.0
106479874	0.0	0.0
106479873	0.0	0.0
106480822	0.0	0.0
106479872	0.0	0.0
106480821	0.0	0.0
106479871	0.0	0.0
106480824	0.0	0.0
106479870	1.0	4.0
106480823	0.0	0.0
106480826	0.0	0.0
106480825	0.0	0.0
57523	1085.0	1416.0
57524	4.0	81.0
57526	76.0	1245.0
644928	6.0	0.0
57520	2799.0	441.0
57521	2449.0	3274.0
57522	746.0	1226.0
57528	207.0	60.0
57529	8.0	21.0
106480839	3.0	0.0
106480838	14.0	0.0
106479869	0.0	0.0
729131	5.0	18.0
106479868	0.0	0.0
106479867	0.0	0.0
106479866	0.0	0.0
106479865	1.0	2.0
106479864	0.0	0.0
106480831	0.0	0.0
106479863	0.0	0.0
106480830	0.0	0.0
106480833	0.0	0.0
106479862	0.0	0.0
106479861	0.0	0.0
106480832	0.0	0.0
353116	745.0	667.0
106479860	0.0	0.0
106480835	0.0	0.0
106480834	0.0	0.0
106480837	9.0	7.0
106480836	0.0	0.0
57534	2821.0	6555.0
57535	3743.0	2229.0
343727	0.0	0.0
57536	1071.0	474.0
57537	1432.0	1019.0
150864	548.0	1917.0
57530	15439.0	2387.0
57531	970.0	632.0
57532	8240.0	7067.0
106480840	0.0	0.0
57533	1768.0	1819.0
57538	2564.0	772.0
57539	1111.0	974.0
106479817	1.0	0.0
106480806	1.0	0.0
106479816	0.0	0.0
106480805	0.0	0.0
106479815	0.0	0.0
106480808	0.0	0.0
106480807	0.0	0.0
106479814	0.0	0.0
106479813	0.0	0.0
106480809	1.0	0.0
106479812	0.0	2.0
106479811	0.0	0.0
106479810	0.0	0.0
123263	549.0	988.0
106480800	0.0	0.0
123264	323.0	59.0
57540	2.0	2.0
106480802	1.0	0.0
106480801	0.0	0.0
106480804	1.0	0.0
106480803	0.0	0.0
57545	1468.0	842.0
57546	727.0	1242.0
57547	158.0	276.0
57541	1229.0	1436.0
57542	1462.0	3595.0
353132	0.0	4.0
57544	834.0	795.0
353131	0.0	0.0
644943	103.0	42.0
57549	45.0	2359.0
106479809	0.0	0.0
106479808	0.0	0.0
644945	317.0	9.0
100101490	39.0	80.0
106479807	0.0	0.0
137835	1194.0	204.0
106479806	0.0	0.0
106480817	0.0	0.0
106480816	0.0	0.0
106479805	0.0	0.0
106480819	0.0	0.0
106479804	0.0	0.0
106479803	0.0	0.0
106480818	0.0	1.0
644961	15.0	17.0
106479802	5.0	7.0
106479801	0.0	0.0
644962	6.0	14.0
106479800	0.0	0.0
353134	0.0	0.0
353133	0.0	1.0
106480811	0.0	0.0
57551	5736.0	5270.0
353135	0.0	0.0
106480810	0.0	0.0
106480813	0.0	0.0
106480812	0.0	0.0
353137	0.0	9.0
106480815	0.0	0.0
353139	4.0	3.0
106480814	0.0	0.0
57556	2795.0	1219.0
57558	389.0	618.0
57559	185.0	289.0
57552	8668.0	4498.0
353141	0.0	1.0
353140	0.0	1.0
57553	385.0	2191.0
57554	43.0	65.0
353143	0.0	0.0
57555	1060.0	3088.0
353142	1.0	40.0
343702	8.0	2.0
729102	0.0	1.0
106479839	0.0	0.0
106479838	0.0	0.0
729101	2.0	5.0
106479837	0.0	0.0
106479836	3.0	6.0
106479835	4.0	4.0
644972	155.0	52.0
106479834	0.0	0.0
106479833	0.0	0.0
642311	1.0	4.0
106479832	0.0	0.0
353145	1.0	33.0
106479831	0.0	0.0
389101	9.0	7.0
102465906	0.0	0.0
57560	1072.0	767.0
106479830	0.0	0.0
353144	0.0	0.0
57561	58864.0	6525.0
57562	507.0	159.0
149830	0.0	0.0
57567	865.0	931.0
57568	3665.0	6436.0
57569	522.0	243.0
57563	1385.0	1015.0
57565	11.0	47.0
106479829	3.0	2.0
106479828	2.0	0.0
106479827	0.0	0.0
106479826	0.0	3.0
106479825	0.0	1.0
106479824	0.0	1.0
106479823	0.0	0.0
106479822	0.0	0.0
106479821	0.0	0.0
57570	1168.0	763.0
125893	255.0	214.0
106479820	19.0	7.0
57571	117.0	137.0
57572	6131.0	3227.0
149840	417.0	375.0
57573	365.0	166.0
102465910	0.0	0.0
57578	23.0	30.0
57579	3350.0	1400.0
149837	222.0	211.0
123228	176.0	108.0
57574	7.0	19.0
353163	8.0	13.0
57575	175.0	60.0
102465909	0.0	0.0
57576	545.0	192.0
102465908	0.0	0.0
57577	667.0	332.0
353164	0.0	0.0
102465907	0.0	0.0
644974	16.0	72.0
642317	1.0	3.0
106479819	0.0	0.0
106479818	0.0	0.0
730198	1.0	2.0
730196	0.0	0.0
390110	6.0	5.0
389123	0.0	0.0
389124	0.0	0.0
730190	0.0	0.0
390116	0.0	0.0
389120	13.0	0.0
390117	0.0	0.0
147276	0.0	0.0
389118	572.0	26.0
389119	94.0	211.0
353174	26.0	15.0
389114	257.0	160.0
135293	1286.0	952.0
135295	61.0	169.0
729196	5.0	6.0
729198	0.0	1.0
730180	0.0	0.0
353189	1737.0	391.0
392752	27.0	10.0
389144	0.0	0.0
389141	6.0	8.0
123283	738.0	664.0
102465944	0.0	0.0
353194	10.0	5.0
353196	0.0	0.0
389136	2867.0	2909.0
389137	1.0	1.0
390102	0.0	0.0
100526416	0.0	0.0
389125	12.0	4.0
389160	8.0	5.0
390151	0.0	0.0
390152	0.0	0.0
729163	4.0	1.0
730152	13.0	6.0
390154	0.0	0.0
390155	0.0	0.0
390157	0.0	0.0
389168	23.0	18.0
390158	10.0	2.0
389161	219.0	40.0
147226	5.0	2.0
389158	0.0	0.0
147228	0.0	19.0
135250	31.0	7.0
102465975	2.0	1.0
729156	4.0	9.0
102465974	0.0	1.0
730144	19.0	1.0
390162	0.0	0.0
390166	0.0	0.0
389156	9.0	5.0
390167	0.0	0.0
390168	0.0	0.0
389152	0.0	0.0
102465978	0.0	0.0
102465977	0.0	0.0
389151	0.0	0.0
102465976	1.0	0.0
729150	1.0	0.0
730138	19.0	3.0
102465985	0.0	0.0
730174	2.0	2.0
390131	0.0	0.0
390133	0.0	0.0
390134	0.0	0.0
221301	0.0	5.0
390136	0.0	0.0
390137	0.0	0.0
221303	638.0	98.0
390138	0.0	0.0
221302	926.0	474.0
390139	0.0	0.0
729182	4.0	9.0
135270	0.0	0.0
389170	85.0	37.0
729178	83.0	25.0
102465995	0.0	0.0
102465993	0.0	0.0
390142	0.0	0.0
729177	2.0	8.0
390144	0.0	0.0
729176	4.0	1.0
389179	31.0	14.0
389177	138.0	6.0
390148	0.0	0.0
729171	0.0	5.0
390072	31.0	16.0
390073	0.0	1.0
390075	1.0	0.0
390077	4.0	7.0
390078	0.0	1.0
390079	17.0	6.0
221322	205.0	200.0
642290	2.0	3.0
389084	21.0	54.0
390081	0.0	0.0
390082	1.0	0.0
389072	311.0	242.0
390083	0.0	0.0
390084	0.0	0.0
389075	0.0	0.0
389073	0.0	0.0
390091	1.0	1.0
105616982	0.0	0.0
390053	0.0	0.0
390054	0.0	0.0
390058	0.0	0.0
390059	0.0	0.0
390061	0.0	0.0
390063	0.0	0.0
390064	0.0	0.0
389090	0.0	1.0
390066	2.0	0.0
390067	0.0	0.0
221336	37.0	231.0
147199	0.0	1.0
257313	12.0	13.0
221357	1.0	1.0
196120	0.0	0.0
9201	451.0	1660.0
9202	2789.0	2742.0
9200	1082.0	297.0
9205	1263.0	920.0
9206	0.0	0.0
9203	1362.0	3380.0
9204	1305.0	674.0
221391	0.0	2.0
221393	11.0	178.0
221395	29068.0	3295.0
9212	67.0	2001.0
9213	3475.0	7131.0
9210	4.0	1.0
9211	2.0	0.0
9217	4357.0	2766.0
9214	677.0	2000.0
9215	1373.0	1122.0
284904	196.0	188.0
284900	673.0	773.0
9209	6206.0	2732.0
159195	5774.0	2014.0
9207	35.0	10.0
9208	23095.0	6814.0
9223	2769.0	934.0
9221	9236.0	6637.0
9227	21.0	100.0
644873	1143.0	645.0
9228	13.0	8.0
644871	0.0	0.0
57460	532.0	1399.0
57461	1202.0	1799.0
57462	1132.0	2489.0
257364	4512.0	3516.0
57463	1044.0	796.0
9220	57.0	109.0
57468	41.0	113.0
57469	82.0	667.0
57464	108.0	248.0
257358	14.0	5.0
57465	922.0	858.0
57466	2893.0	2255.0
57467	12.0	0.0
9218	25548.0	8419.0
9219	7144.0	7292.0
113802	636.0	332.0
9235	3941.0	3117.0
644881	0.0	0.0
9232	439.0	1513.0
9238	2738.0	4492.0
9236	2122.0	1146.0
57471	149.0	102.0
101101773	0.0	0.0
57472	2379.0	1935.0
101101772	0.0	0.0
57473	1356.0	2516.0
57474	43.0	78.0
9230	8232.0	6165.0
9231	1133.0	2653.0
101101776	0.0	0.0
101101775	74.0	36.0
57470	2938.0	3267.0
57479	1030.0	4393.0
791114	0.0	0.0
791115	0.0	0.0
57475	165.0	268.0
105616916	0.0	0.0
57476	273.0	416.0
57477	4015.0	592.0
57478	892.0	1395.0
644877	4.0	6.0
9229	98.0	102.0
9245	203.0	46.0
9246	8245.0	6107.0
9244	438.0	1615.0
644890	33.0	4.0
9249	7385.0	4272.0
644896	1.0	0.0
9247	0.0	0.0
9248	0.0	69.0
57482	89.0	710.0
106480787	0.0	0.0
106480786	0.0	0.0
57484	176.0	227.0
106480789	1.0	0.0
106480788	0.0	4.0
9241	26.0	140.0
9242	1864.0	2322.0
57480	4645.0	2033.0
9240	2685.0	1863.0
57481	0.0	10.0
106480790	0.0	0.0
284958	12.0	27.0
106480792	0.0	0.0
106480791	1.0	0.0
57486	752.0	1968.0
106480794	0.0	0.0
106480793	0.0	0.0
57488	13897.0	7957.0
106480796	19535.0	14880.0
57489	2333.0	1033.0
106480795	10.0	5.0
9256	1284.0	921.0
9254	17229.0	2364.0
9255	4044.0	2441.0
137814	0.0	0.0
341152	0.0	0.0
9258	7472.0	6013.0
57493	12673.0	8659.0
106480798	0.0	0.0
57494	2638.0	1963.0
106480797	0.0	0.0
57495	0.0	2.0
57496	3780.0	1997.0
106480799	0.0	0.0
9252	1379.0	652.0
9253	1763.0	3130.0
57491	319.0	130.0
57492	4335.0	4359.0
284948	30.0	84.0
57497	0.0	5.0
57498	7738.0	5370.0
284942	452.0	538.0
642236	57.0	60.0
402509	0.0	0.0
341148	0.0	0.0
9267	11431.0	5737.0
9265	3464.0	3694.0
9266	6798.0	4147.0
106479779	1.0	3.0
106479778	0.0	0.0
106479777	7.0	2.0
106480765	0.0	0.0
106479776	0.0	0.0
9260	3699.0	5596.0
106480764	0.0	0.0
106479775	0.0	0.0
106480767	0.0	0.0
106479774	0.0	0.0
106480766	0.0	0.0
106479773	0.0	2.0
9263	16072.0	2196.0
106480769	0.0	0.0
106479772	0.0	0.0
106480768	0.0	0.0
106479771	0.0	0.0
9261	25693.0	11627.0
106479770	0.0	0.0
9262	13049.0	3916.0
106480770	7.0	2.0
106480772	0.0	0.0
106480771	0.0	0.0
106480774	0.0	7.0
106480773	0.0	1.0
9278	3231.0	1819.0
9276	7160.0	14068.0
9277	2150.0	3100.0
106479769	1.0	0.0
106479768	0.0	0.0
106479767	1.0	0.0
106479766	0.0	0.0
9270	3666.0	2714.0
106479765	0.0	0.0
106480776	0.0	0.0
9271	0.0	3.0
106480775	3.0	0.0
106479764	0.0	1.0
106480778	3.0	1.0
106479763	0.0	0.0
106479762	0.0	1.0
106480777	0.0	0.0
9274	2633.0	2060.0
402573	18.0	18.0
106479761	0.0	0.0
9275	11295.0	3310.0
106479760	0.0	2.0
106480779	0.0	0.0
106480781	1.0	1.0
654231	1.0	4.0
106480780	0.0	0.0
106480783	0.0	0.0
402569	234.0	67.0
106480782	1.0	2.0
106480785	0.0	0.0
106480784	0.0	0.0
642259	0.0	6.0
341128	0.0	0.0
113835	30.0	23.0
9289	7871.0	9483.0
9287	0.0	0.0
9288	0.0	2.0
642273	642.0	646.0
106479799	0.0	0.0
106480743	0.0	1.0
106479798	0.0	0.0
9282	3330.0	3697.0
106479797	0.0	0.0
106480742	0.0	0.0
106479796	0.0	0.0
106480745	0.0	0.0
106479795	0.0	0.0
106480744	0.0	0.0
106479794	12.0	7.0
106480747	0.0	0.0
402562	8.0	8.0
106479793	0.0	1.0
106480746	1.0	0.0
9283	51.0	17.0
106479792	0.0	2.0
106480749	0.0	0.0
9284	118.0	112.0
106479791	0.0	0.0
106480748	0.0	0.0
106479790	0.0	0.0
106480750	1.0	0.0
284998	1.0	1.0
106480752	0.0	0.0
284996	12571.0	3178.0
106480751	0.0	0.0
341112	6.0	1.0
284992	21.0	122.0
341116	2.0	1.0
9299	0.0	0.0
106479789	0.0	0.0
106479788	0.0	0.0
106479787	0.0	0.0
9292	0.0	0.0
106480754	0.0	0.0
106479786	0.0	0.0
9293	2.0	2.0
106480753	0.0	0.0
9290	43.0	94.0
106480756	0.0	0.0
106479785	0.0	0.0
257397	2846.0	1904.0
113829	7229.0	6014.0
106480755	0.0	0.0
106479784	0.0	0.0
9296	12455.0	9919.0
113828	118.0	956.0
106479783	0.0	0.0
106480758	0.0	0.0
106480757	0.0	1.0
106479782	0.0	0.0
106479781	0.0	0.0
9294	2237.0	1572.0
9295	10280.0	6037.0
642280	121.0	21.0
106479780	1.0	1.0
106480759	0.0	0.0
654254	11.0	8.0
106480761	2.0	1.0
284988	7.0	7.0
106480760	0.0	0.0
106480763	0.0	0.0
106480762	0.0	0.0
106480729	0.0	0.0
106479739	0.0	0.0
106480728	1.0	0.0
730232	1.0	0.0
106479738	0.0	0.0
729246	0.0	0.0
106479737	1.0	2.0
106479736	0.0	0.0
106479735	0.0	0.0
729240	0.0	0.0
106479734	0.0	0.0
106479733	0.0	0.0
106479732	0.0	0.0
106480721	0.0	0.0
106479731	0.0	0.0
106480720	0.0	0.0
106479730	0.0	0.0
106480723	0.0	0.0
106480722	0.0	0.0
106480725	0.0	0.0
729249	5.0	8.0
729248	0.0	0.0
106480724	0.0	0.0
106480727	0.0	0.0
106480726	0.0	0.0
104457406	959.0	96.0
57622	242.0	824.0
57623	521.0	909.0
57624	18.0	13.0
57620	3154.0	2287.0
106480730	0.0	0.0
57621	2161.0	1460.0
57626	0.0	8.0
100125387	1.0	2.0
730227	21.0	11.0
57628	44.0	12.0
353219	3.0	3.0
729234	262.0	270.0
106479729	0.0	0.0
729233	0.0	0.0
106480739	15.0	21.0
106479728	0.0	0.0
106479727	0.0	0.0
729236	74.0	33.0
106479726	0.0	0.0
729230	472.0	364.0
106479725	0.0	0.0
106479724	0.0	0.0
113763	588.0	960.0
106479723	0.0	2.0
106479722	0.0	0.0
106479721	0.0	0.0
106480732	0.0	0.0
106480731	0.0	0.0
106479720	0.0	0.0
106480734	0.0	0.0
106480733	0.0	0.0
729238	1848815.0	59149.0
106480736	22.0	64.0
106480735	1.0	1.0
100113391	0.0	0.0
106480738	1.0	8.0
100113392	1.0	0.0
100113393	12.0	19.0
106480737	0.0	0.0
57633	187.0	980.0
341208	30.0	94.0
150726	221.0	1130.0
57634	2856.0	4061.0
57636	6301.0	4932.0
57630	6375.0	1809.0
57631	447.0	195.0
106480741	8.0	15.0
106480740	17.0	9.0
57639	865.0	316.0
106479719	7.0	5.0
730213	1.0	2.0
106480707	0.0	0.0
106480706	0.0	0.0
106480709	0.0	0.0
106480708	0.0	0.0
106479759	0.0	0.0
106479758	0.0	0.0
729262	20.0	18.0
106479757	0.0	0.0
106479756	0.0	0.0
729264	2.0	9.0
106479755	0.0	0.0
106479754	0.0	0.0
100113383	4.0	10.0
106479753	0.0	0.0
100113384	0.0	0.0
106480701	0.0	0.0
106479752	2.0	0.0
106479751	0.0	0.0
106480700	0.0	0.0
100113386	103.0	31.0
106480703	0.0	0.0
106479750	0.0	0.0
106480702	0.0	0.0
100113380	0.0	0.0
106480705	0.0	0.0
100113381	0.0	0.0
106480704	1.0	0.0
100113382	0.0	0.0
57644	101.0	284.0
57645	6525.0	4536.0
644809	57.0	34.0
150737	316.0	423.0
57646	761.0	1655.0
57647	1025.0	1529.0
100188945	14.0	1.0
57642	0.0	2.0
100113389	0.0	1.0
57643	302.0	191.0
100188949	51.0	174.0
135112	37760.0	3732.0
730249	0.0	2.0
57648	6016.0	7633.0
57649	2552.0	3600.0
730246	5.0	8.0
106480718	0.0	0.0
113746	2.0	0.0
106480717	0.0	0.0
106479749	0.0	0.0
729258	12.0	62.0
106479748	0.0	0.0
106480719	0.0	0.0
106479747	1.0	0.0
729252	463.0	8.0
135114	3776.0	1907.0
106479746	0.0	0.0
106479745	5.0	4.0
106479744	0.0	0.0
106480710	0.0	0.0
106479743	0.0	0.0
106479742	0.0	0.0
100113373	52.0	61.0
106480712	0.0	0.0
106479741	0.0	0.0
57650	213.0	724.0
106479740	0.0	0.0
106480711	0.0	0.0
106480714	0.0	0.0
729259	5.0	5.0
106480713	0.0	0.0
106480716	0.0	0.0
106480715	0.0	0.0
353238	0.0	3.0
57655	7237.0	5552.0
100418708	0.0	0.0
100188954	55.0	19.0
57657	75.0	305.0
57658	13499.0	5457.0
100418709	0.0	0.0
100418706	3.0	1.0
57654	816.0	465.0
100113379	0.0	0.0
729250	0.0	0.0
730239	9.0	10.0
57659	11063.0	7335.0
644815	4178.0	2021.0
100188953	74.0	28.0
729201	0.0	0.0
729209	0.0	0.0
100418711	0.0	0.0
57661	3461.0	3536.0
55003	1904.0	1406.0
57666	2839.0	3375.0
55002	4439.0	2797.0
100418718	0.0	0.0
55001	295.0	1550.0
57669	7929.0	929.0
55000	6564.0	7827.0
57662	1071.0	1651.0
55007	847.0	1564.0
100418715	0.0	1.0
57663	0.0	0.0
55006	554.0	834.0
57664	2567.0	2003.0
55005	703.0	807.0
55004	12529.0	5633.0
57665	1078.0	791.0
55009	1559.0	2516.0
644820	153.0	53.0
55008	1461.0	1370.0
57670	727.0	3470.0
390201	0.0	0.0
392862	58.0	86.0
100418724	0.0	1.0
390203	0.0	0.0
55010	145.0	628.0
390205	773.0	29.0
100418720	3.0	1.0
55014	1053.0	938.0
57677	195.0	443.0
55013	2053.0	1257.0
57678	486.0	554.0
57679	1926.0	1642.0
55012	3173.0	1097.0
55011	2567.0	3013.0
55018	2.0	5.0
57673	388.0	407.0
57674	9817.0	14083.0
55017	5741.0	2420.0
55016	1508.0	1684.0
100418728	0.0	1.0
55015	1646.0	835.0
106479718	0.0	0.0
106479717	0.0	0.0
730211	1.0	7.0
100127989	0.0	0.0
106479716	0.0	0.0
106479715	1.0	0.0
106479714	0.0	0.0
106479713	0.0	0.0
106479712	0.0	0.0
106479711	0.0	0.0
644850	46.0	11.0
57680	4115.0	4042.0
106479710	0.0	0.0
100418733	0.0	0.0
100418735	1.0	0.0
57683	723.0	584.0
353267	7.0	4.0
55020	1575.0	1519.0
100418731	0.0	0.0
57688	5246.0	1503.0
57689	210.0	67.0
55024	1350.0	397.0
55023	3218.0	2758.0
389217	1.0	1.0
55022	3011.0	440.0
57684	543.0	538.0
100418737	39.0	29.0
55028	1212.0	1443.0
57685	1831.0	1356.0
343819	0.0	0.0
100418736	1.0	4.0
55027	992.0	1390.0
100418739	0.0	0.0
55026	644.0	2332.0
57687	44.0	87.0
353274	1117.0	1460.0
644844	2.0	0.0
100127983	158.0	56.0
149708	7.0	156.0
106479709	1.0	0.0
106479708	0.0	0.0
106479707	1.0	2.0
137735	5.0	1.0
106479706	3.0	5.0
729211	7.0	2.0
100127979	0.0	0.0
106479705	0.0	0.0
106479704	0.0	0.0
106479703	0.0	0.0
106479702	0.0	0.0
106479701	0.0	0.0
644861	20.0	7.0
106479700	0.0	0.0
100127976	0.0	0.0
57691	618.0	349.0
100418744	12.0	17.0
57692	118.0	288.0
100418743	1.0	0.0
57693	2515.0	2349.0
150709	208.0	144.0
392843	4.0	3.0
100418745	0.0	0.0
55032	2725.0	1319.0
100418740	11.0	3.0
