id	fa0419a3-7d4d-40fe-aceb-3d70965387e3	7ed7a392-2f66-4187-85bf-b902a8065bc5
100310848	0.0	0.0
106481762	3.0	1.0
81470	0.0	0.0
100271274	0.0	0.0
100310841	2.0	1.0
81472	0.0	0.0
81473	0.0	0.0
100310840	78.0	84.0
100271273	0.0	0.0
645859	0.0	0.0
8288	37.0	8.0
8289	7803.0	4425.0
8287	1171.0	162.0
643210	0.0	3.0
106481767	0.0	0.0
728207	1.0	4.0
106481768	0.0	1.0
106481765	0.0	0.0
106481766	0.0	0.0
8284	1571.0	415.0
106481769	0.0	0.0
106481770	0.0	0.0
106481771	0.0	0.0
81469	0.0	0.0
106481774	0.0	0.0
100310857	0.0	0.0
106481775	0.0	0.0
100271267	0.0	5.0
100310856	0.0	1.0
106481772	0.0	0.0
81465	0.0	0.0
81466	0.0	0.0
106481773	0.0	0.0
100310853	0.0	0.0
100271263	1.0	0.0
100310855	0.0	1.0
81462	0.0	0.0
100271260	20.0	3.0
100271262	0.0	0.0
100310851	0.0	0.0
342358	0.0	0.0
342357	493.0	347.0
100310850	1.0	0.0
100271261	1.0	0.0
643220	6.0	2.0
643224	215.0	411.0
645884	0.0	0.0
8291	2854.0	795.0
401136	0.0	75.0
106481734	2.0	3.0
8292	86.0	38.0
401135	0.0	1.0
106481735	1.0	36.0
106481732	0.0	4.0
8290	0.0	0.0
106481733	0.0	0.0
8295	4006.0	3421.0
106481738	0.0	0.0
93474	147.0	118.0
106481739	0.0	0.0
8293	12.0	13.0
106481736	0.0	0.0
106481737	0.0	0.0
8294	250.0	854.0
106481741	0.0	0.0
106481742	0.0	1.0
100271259	0.0	0.0
100271258	0.0	0.0
106481740	0.0	0.0
81492	0.0	0.0
100271253	0.0	0.0
645879	0.0	0.0
81493	648.0	74.0
81494	0.0	0.0
100271254	0.0	0.0
283562	1.0	0.0
81490	1283.0	1180.0
81491	55.0	256.0
342346	24.0	6.0
100271250	0.0	1.0
100873064	0.0	0.0
643232	1.0	0.0
100873065	8.0	4.0
106481745	0.0	0.0
401124	797.0	70.0
106481746	0.0	0.0
106481743	0.0	0.0
106481744	22.0	8.0
106481749	0.0	0.0
106481747	0.0	0.0
106481748	0.0	0.0
106481752	0.0	0.0
100271245	2.0	3.0
106481753	1.0	1.0
81486	0.0	0.0
81487	0.0	0.0
106481750	0.0	0.0
100271248	0.0	2.0
106481751	0.0	0.0
401115	67.0	171.0
81488	1424.0	770.0
283554	61.0	24.0
283553	3.0	36.0
100271244	0.0	0.0
643226	0.0	1.0
283551	34.0	173.0
106481718	0.0	0.0
106481719	0.0	0.0
643246	85.0	117.0
93492	2.0	22.0
106481712	0.0	0.0
106481713	0.0	0.0
106481710	0.0	1.0
106481711	0.0	0.0
106481716	0.0	0.0
106481717	0.0	0.0
106481714	0.0	0.0
106481715	0.0	0.0
401109	43.0	733.0
100271235	0.0	0.0
283547	34.0	245.0
401106	30.0	77.0
100271234	0.0	0.0
106481720	0.0	0.0
100271230	0.0	0.0
643236	0.0	2.0
100271233	0.0	0.0
100271232	0.0	0.0
643253	119.0	417.0
93487	5516.0	5732.0
106481729	3.0	2.0
643255	1.0	6.0
106481723	0.0	0.0
106481724	0.0	0.0
106481721	0.0	0.0
106481722	1.0	1.0
106481727	0.0	0.0
106481728	0.0	0.0
106481725	0.0	0.0
106481726	0.0	0.0
100271228	0.0	0.0
283537	1584.0	369.0
100271229	0.0	0.0
100271224	0.0	0.0
106481730	0.0	0.0
100271223	0.0	3.0
106481731	3.0	0.0
100271226	1.0	0.0
100271225	0.0	0.0
100271220	0.0	0.0
100271222	3.0	1.0
344978	1.0	5.0
100271221	0.0	0.0
138716	739.0	2523.0
780852	1.0	4.0
728276	0.0	0.0
780853	0.0	0.0
728279	0.0	0.0
138715	6.0	12.0
780851	1.0	0.0
100126356	0.0	0.0
285796	7.0	1.0
81607	998.0	10764.0
81608	1451.0	3130.0
81609	3504.0	3508.0
81603	9863.0	7421.0
81605	3127.0	3471.0
81606	20278.0	12122.0
81610	111.0	3871.0
56654	1904.0	1268.0
56655	1379.0	3455.0
81611	2426.0	5813.0
56650	2662.0	6032.0
29028	632.0	4999.0
283129	6.0	2.0
56651	0.0	51.0
56652	275.0	1450.0
100126354	0.0	0.0
100126355	0.0	0.0
56658	888.0	687.0
283120	666.0	218.0
56659	72.0	110.0
100126350	0.0	0.0
100126351	0.0	0.0
100126349	0.0	0.0
106481709	0.0	1.0
106481707	0.0	0.0
106481708	0.0	0.0
100126345	0.0	0.0
728262	7.0	65.0
138724	7.0	1.0
100126346	0.0	0.0
100126347	0.0	0.0
728264	114.0	22.0
100126348	0.0	1.0
728263	6.0	9.0
106481701	0.0	0.0
106481702	0.0	0.0
56660	1.0	27.0
106481700	0.0	0.0
106865372	0.0	0.0
106481706	0.0	0.0
728269	0.0	112.0
106481703	0.0	0.0
106481704	0.0	0.0
29035	2924.0	2988.0
100190924	0.0	0.0
56666	100.0	1110.0
30012	0.0	71.0
29034	0.0	0.0
56667	54.0	22.0
106865375	0.0	0.0
81602	408.0	506.0
30014	0.0	0.0
106865374	0.0	0.0
56662	1.0	1.0
30011	3222.0	1911.0
283116	0.0	0.0
56663	0.0	0.0
30010	1.0	1.0
56664	4.0	0.0
100190923	0.0	1.0
100126341	0.0	0.0
100126342	0.0	0.0
100126343	0.0	0.0
283111	0.0	0.0
283110	0.0	0.0
100126340	0.0	0.0
728299	0.0	0.0
100126338	0.0	0.0
100126339	0.0	0.0
100126334	0.0	0.0
728294	435.0	731.0
100126335	0.0	0.0
100126336	0.0	0.0
93611	738.0	745.0
100126337	0.0	0.0
100128998	0.0	0.0
81629	3.0	8.0
100381202	0.0	1.0
56670	227.0	218.0
81626	0.0	1.0
81627	1504.0	1397.0
81628	3064.0	7025.0
56676	4.0	1.0
30001	3255.0	11208.0
54012	0.0	0.0
56677	0.0	0.0
246175	2736.0	1703.0
56672	779.0	1509.0
246176	788.0	19.0
56673	426.0	18.0
54016	0.0	0.0
283106	11.0	14.0
30000	4121.0	6888.0
56674	4671.0	3933.0
54015	0.0	0.0
81631	5682.0	4834.0
56675	75.0	530.0
54014	2261.0	1586.0
283104	131.0	631.0
100126330	0.0	0.0
30009	122.0	224.0
283102	2.0	1.0
100126331	0.0	0.0
100126332	0.0	0.0
54019	1.0	0.0
100126333	0.0	3.0
30008	3807.0	3263.0
100128991	0.0	0.0
100128990	0.0	0.0
66002	67.0	261.0
100126327	0.0	0.0
100126328	0.0	0.0
66000	991.0	45.0
100126329	0.0	0.0
100126324	0.0	0.0
100128985	2.0	2.0
66004	1691.0	1224.0
100126325	0.0	0.0
66005	3939.0	6205.0
100126326	0.0	0.0
81618	3795.0	11512.0
81619	11979.0	14581.0
56681	6758.0	6815.0
66008	5789.0	1611.0
29018	0.0	0.0
81614	1896.0	1745.0
54020	2452.0	1133.0
81615	2348.0	756.0
81616	13.0	2.0
81617	1301.0	270.0
767846	3.0	8.0
81621	310.0	969.0
81622	5454.0	3460.0
246184	285.0	534.0
767851	1.0	0.0
81623	0.0	99.0
54022	0.0	1.0
81624	460.0	735.0
767853	0.0	0.0
54021	3.0	5.0
56683	807.0	1042.0
54028	5.0	11.0
54027	0.0	0.0
29015	3953.0	680.0
54026	0.0	0.0
767850	0.0	0.0
81620	74.0	4463.0
54025	0.0	0.0
100128982	0.0	0.0
100126320	0.0	0.0
100126321	0.0	0.0
54029	0.0	0.0
246181	6.0	16.0
246182	0.0	5.0
100126316	0.0	0.0
728233	52.0	67.0
283171	0.0	3.0
100126317	2.0	1.0
100126318	0.0	0.0
100126319	0.0	0.0
728234	0.0	0.0
100128974	1.0	0.0
100126313	2.0	2.0
285753	253.0	476.0
728231	0.0	0.0
100126314	0.0	0.0
100128977	0.0	0.0
114785	4278.0	5415.0
285755	1282.0	145.0
114786	14.0	17.0
114787	103.0	659.0
114788	2.0	1.0
285758	52.0	17.0
114789	4866.0	893.0
54031	3.0	7.0
728239	0.0	0.0
54035	0.0	0.0
54034	1.0	0.0
114790	1587.0	1844.0
54033	82.0	66.0
54032	0.0	0.0
114791	670.0	1366.0
54039	68.0	44.0
114792	234.0	15.0
126767	0.0	0.0
114793	4364.0	2147.0
54038	1.0	1.0
100190954	0.0	0.0
114794	877.0	10.0
114795	9.0	15.0
54036	0.0	0.0
93627	1038.0	729.0
100126310	0.0	0.0
100126311	0.0	0.0
283165	0.0	0.0
283162	0.0	0.0
93621	14060.0	13585.0
100126306	0.0	0.0
728224	0.0	0.0
100126307	0.0	0.0
285761	839.0	1526.0
100126308	0.0	0.0
100126301	0.0	0.0
93624	2375.0	1416.0
100126302	0.0	0.0
100128963	1.0	6.0
100126303	0.0	0.0
100126304	0.0	0.0
728229	4.0	6.0
100126309	0.0	0.0
728226	5.0	0.0
54041	0.0	0.0
728228	0.0	3.0
54045	1.0	0.0
645809	0.0	0.0
54044	0.0	0.0
645808	0.0	1.0
114780	15.0	70.0
54043	0.0	3.0
645807	0.0	1.0
114781	5075.0	1139.0
126755	0.0	10.0
54049	0.0	3.0
114783	587.0	134.0
54048	0.0	0.0
114784	46.0	75.0
283159	0.0	0.0
54047	0.0	1.0
100128961	2.0	4.0
645805	40.0	73.0
283152	326.0	109.0
66035	451.0	302.0
283150	0.0	0.0
728255	0.0	0.0
93654	3.0	0.0
66036	1039.0	371.0
93653	137.0	99.0
100271192	0.0	0.0
100271191	1.0	0.0
66037	1.0	19.0
93650	3.0	4.0
81669	1759.0	3317.0
54053	0.0	1.0
54052	0.0	0.0
114769	698.0	785.0
54051	0.0	0.0
54050	7.0	2.0
54055	2.0	13.0
100190938	126.0	91.0
54054	5.0	6.0
114770	0.0	11.0
114771	0.0	362.0
54059	349.0	664.0
283149	3946.0	2128.0
54058	565.0	393.0
93649	413.0	6.0
645811	11.0	37.0
81671	4061.0	12789.0
100271199	0.0	0.0
100190939	244.0	246.0
283143	41.0	45.0
100271196	3.0	0.0
93643	1499.0	2188.0
100128946	2.0	0.0
285780	1.0	0.0
285782	5.0	60.0
100271180	0.0	0.0
285785	75.0	219.0
100190952	1.0	7.0
54064	0.0	0.0
728248	0.0	0.0
114757	2093.0	1417.0
114758	0.0	0.0
54067	56.0	19.0
100190947	0.0	1.0
100190949	3.0	0.0
54065	0.0	0.0
114760	0.0	0.0
114761	0.0	0.0
126731	691.0	1165.0
54069	282.0	1087.0
283131	13733.0	10674.0
283130	489.0	416.0
692157	2.0	1.0
692158	0.0	0.0
138799	0.0	0.0
440498	666.0	443.0
124152	783.0	197.0
199704	271.0	350.0
124149	0.0	1.0
163747	12.0	56.0
692146	0.0	1.0
692147	2.0	8.0
692148	2.0	18.0
692149	0.0	0.0
163742	0.0	0.0
199713	8.0	6.0
136157	0.0	0.0
283197	0.0	0.0
283193	1.0	0.0
163778	0.0	24.0
148145	5.0	0.0
126792	1122.0	2116.0
378008	0.0	0.0
378009	0.0	0.0
29089	109.0	3224.0
29088	1113.0	3927.0
29087	1197.0	2267.0
378010	0.0	0.0
148137	721.0	1021.0
126789	327.0	1065.0
378011	0.0	0.0
378013	0.0	0.0
378014	0.0	0.0
29082	85.0	335.0
29081	684.0	2790.0
29080	836.0	3494.0
283189	0.0	0.0
29086	1756.0	4107.0
29085	2309.0	4449.0
29083	427.0	701.0
100381270	162.0	69.0
200810	89.0	1336.0
114796	946.0	160.0
148156	697.0	1361.0
114798	0.0	1.0
114799	823.0	1690.0
29099	2670.0	1813.0
29098	496.0	879.0
378001	0.0	0.0
29093	665.0	1407.0
29092	1020.0	991.0
29091	1860.0	1538.0
29090	582.0	804.0
56603	899.0	270.0
29097	2044.0	5697.0
56604	3.0	7.0
56605	611.0	1136.0
29095	1732.0	5152.0
151790	444.0	57.0
283174	116.0	85.0
56606	559.0	548.0
29094	4015.0	2660.0
692199	0.0	0.0
391002	0.0	0.0
440459	6.0	7.0
391004	0.0	0.0
780816	0.0	0.0
124199	8.0	10.0
391003	0.0	0.0
30062	2.0	13.0
440456	528.0	891.0
780814	3.0	7.0
30061	15551.0	3370.0
780815	0.0	0.0
780812	0.0	0.0
780813	0.0	3.0
440452	1.0	2.0
780810	0.0	0.0
780811	0.0	0.0
29068	3062.0	2183.0
29066	2687.0	1642.0
29063	394.0	414.0
29062	1595.0	2799.0
56616	331.0	1169.0
163702	1044.0	651.0
391013	2.0	2.0
391012	0.0	0.0
100381215	0.0	0.0
29079	1682.0	3291.0
29078	471.0	1509.0
56623	796.0	1291.0
56624	34.0	47.0
29071	1203.0	1827.0
29070	2396.0	828.0
29075	2.0	45.0
29074	1836.0	3114.0
29072	4162.0	3542.0
163732	262.0	1577.0
200845	248.0	380.0
148103	376.0	339.0
200844	140.0	428.0
440482	10.0	8.0
151742	1076.0	1541.0
163720	43.0	0.0
148113	33.0	186.0
440465	3681.0	974.0
29057	6.0	11.0
148109	2.0	1.0
29058	5388.0	10004.0
56647	1427.0	4372.0
56648	282.0	2569.0
56649	468.0	18671.0
440419	0.0	0.0
440416	109.0	33.0
8303	3051.0	2479.0
643157	0.0	0.0
200879	4660.0	633.0
440406	1.0	12.0
8301	10441.0	8111.0
643155	2232.0	2750.0
8302	1.0	4.0
440400	417.0	575.0
199675	15778.0	57.0
8310	1023.0	716.0
124093	1540.0	127.0
8314	4616.0	6036.0
8315	1398.0	2751.0
8312	1749.0	4456.0
342096	0.0	0.0
8313	1474.0	186.0
440435	11.0	21.0
643160	1.0	0.0
643161	0.0	44.0
643159	1.0	9.0
8309	645.0	58.0
8321	3296.0	3937.0
8322	2943.0	434.0
8320	75.0	279.0
8325	1388.0	850.0
8326	33.0	171.0
8323	3602.0	6785.0
8324	1174.0	5165.0
440423	132.0	542.0
200894	1202.0	791.0
643171	1.0	2.0
200895	692.0	679.0
8318	20.0	1235.0
8317	150.0	1550.0
8332	2.0	9.0
692110	0.0	0.0
8333	0.0	2.0
692111	1.0	0.0
8330	0.0	0.0
8331	1.0	7.0
8336	1.0	13.0
8337	0.0	0.0
8334	1095.0	1178.0
8335	0.0	3.0
148046	34.0	141.0
106481699	0.0	1.0
643182	0.0	0.0
643180	92.0	165.0
643181	3.0	0.0
8329	8.0	30.0
8328	27.0	5.0
8343	2.0	11.0
643198	0.0	0.0
8344	4.0	11.0
8341	32.0	56.0
8342	0.0	6.0
8347	85.0	162.0
8348	0.0	7.0
643199	0.0	0.0
8345	1.0	48.0
8346	0.0	7.0
692106	0.0	0.0
692107	0.0	0.0
161003	849.0	38.0
692108	0.0	13.0
692109	2.0	1.0
643193	0.0	1.0
8340	2.0	13.0
8338	2.0	83.0
8339	11.0	80.0
8354	0.0	6.0
8355	6.0	51.0
8352	0.0	12.0
8353	25.0	44.0
8358	0.0	17.0
8359	0.0	1.0
8356	0.0	15.0
8357	31.0	292.0
222235	91.0	36.0
106481679	0.0	0.0
222236	1146.0	1008.0
106481677	0.0	2.0
222234	138.0	250.0
106481678	0.0	0.0
8350	0.0	5.0
8351	6.0	32.0
148066	0.0	0.0
106481682	0.0	0.0
106481683	0.0	0.0
106481680	0.0	0.0
106481681	1.0	0.0
106481686	0.0	0.0
106481687	0.0	0.0
106481684	0.0	0.0
106481685	0.0	1.0
8349	948.0	2155.0
8365	26.0	128.0
8366	0.0	4.0
8363	0.0	10.0
8364	0.0	7.0
8369	0.0	0.0
163688	4.0	24.0
8367	0.0	12.0
8368	0.0	1.0
106481688	0.0	0.0
222223	5242.0	785.0
106481689	1.0	0.0
8361	0.0	0.0
222229	1482.0	2319.0
8362	3.0	8.0
8360	1.0	7.0
106481693	6.0	0.0
106481694	0.0	0.0
106481691	0.0	5.0
106481692	2.0	0.0
106481697	0.0	0.0
106481698	0.0	0.0
106481695	0.0	0.0
106481696	0.0	0.0
342035	2914.0	79.0
344697	22.0	161.0
106481690	0.0	11.0
728310	2.0	37.0
285830	117.0	47.0
8379	1659.0	2291.0
93556	7.0	98.0
106481657	0.0	0.0
728318	0.0	0.0
106481658	0.0	1.0
222255	587.0	750.0
106481655	0.0	0.0
285834	0.0	9.0
222256	4802.0	434.0
106481656	0.0	0.0
8372	132.0	402.0
93550	456.0	733.0
8373	2.0	6.0
106481659	0.0	0.0
8370	2.0	46.0
728315	1.0	3.0
81577	1562.0	1457.0
106481660	0.0	0.0
81578	773.0	383.0
106481661	0.0	0.0
81579	1856.0	803.0
81573	1244.0	723.0
106481664	0.0	0.0
100271179	0.0	0.0
106481665	0.0	0.0
81575	2812.0	1085.0
106481662	0.0	0.0
81576	648.0	1559.0
106481663	5.0	6.0
81570	716.0	1068.0
100271178	0.0	0.0
81571	344.0	82.0
81572	526.0	1961.0
645715	16.0	4.0
8387	2.0	0.0
8388	0.0	0.0
728300	0.0	8.0
8386	0.0	0.0
8389	0.0	0.0
106481668	0.0	0.0
106481669	0.0	0.0
106481666	0.0	0.0
106481667	0.0	0.0
81559	1154.0	2339.0
8383	0.0	0.0
285848	35.0	27.0
8384	0.0	0.0
285849	31.0	203.0
8382	414.0	12.0
81566	1396.0	3371.0
106481671	0.0	0.0
106481672	0.0	0.0
81567	531.0	394.0
81569	0.0	154.0
106481670	0.0	0.0
81562	1466.0	2617.0
106481675	0.0	0.0
81563	5084.0	1418.0
246243	553.0	3263.0
100271168	4.0	2.0
106481676	1.0	0.0
106481673	2.0	1.0
81565	2479.0	2849.0
106481674	0.0	0.0
100271164	0.0	0.0
100271167	0.0	0.0
100271161	0.0	0.0
100271163	2.0	1.0
100271162	2.0	0.0
8398	495.0	1082.0
8399	127.0	10.0
8396	4891.0	5526.0
285852	20.0	13.0
645740	0.0	0.0
8390	0.0	0.0
106481635	0.0	0.0
285855	4536.0	7859.0
106481636	0.0	0.0
8391	0.0	1.0
106481633	0.0	0.0
106481634	0.0	0.0
8394	2857.0	5556.0
106481639	0.0	0.0
8395	2431.0	188.0
8392	0.0	0.0
106481637	0.0	7.0
106481638	0.0	0.0
100271158	1.0	1.0
106481642	10.0	20.0
106481643	0.0	0.0
246210	2.0	2.0
106481640	0.0	0.0
100271159	0.0	0.0
106481641	0.0	0.0
100271150	0.0	0.0
645754	0.0	0.0
246213	17.0	0.0
106481646	0.0	0.0
106481647	0.0	0.0
106481644	0.0	0.0
106481645	0.0	0.0
728324	41.0	132.0
106481648	0.0	0.0
106481649	0.0	0.0
106481650	0.0	0.0
100271147	0.0	0.0
106481653	0.0	0.0
106481654	0.0	0.0
100271146	0.0	0.0
106481651	0.0	0.0
100271149	0.0	2.0
100271148	0.0	0.0
106481652	1.0	0.0
344657	8.0	50.0
100271142	0.0	0.0
344658	0.0	0.0
100271145	0.0	0.0
645745	2.0	0.0
344653	0.0	0.0
100271141	0.0	3.0
100271140	0.0	0.0
106481619	0.0	1.0
106481613	0.0	0.0
246269	238.0	219.0
106481614	0.0	0.0
106481611	0.0	0.0
106481612	0.0	0.0
106481617	0.0	0.0
93594	226.0	1081.0
106481618	0.0	0.0
106481615	0.0	0.0
106481616	0.0	0.0
283209	752.0	412.0
283208	81.0	174.0
106481620	0.0	0.0
106481621	0.0	0.0
100271138	0.0	0.0
100271132	0.0	2.0
100271131	0.0	0.0
100271133	0.0	0.0
100271130	0.0	0.0
93587	259.0	315.0
645771	4.0	4.0
93589	165.0	186.0
106481624	2.0	9.0
285800	90.0	264.0
106481625	0.0	0.0
106481622	0.0	1.0
106481623	3.0	3.0
106481628	0.0	0.0
106481629	0.0	1.0
106481626	0.0	0.0
106481627	0.0	4.0
100271129	0.0	0.0
246283	0.0	0.0
246285	1.0	3.0
106481631	0.0	0.0
100271125	0.0	0.0
106481632	0.0	0.0
106481630	0.0	0.0
100271122	0.0	0.0
199692	864.0	813.0
645784	39.0	113.0
100271118	0.0	2.0
100271117	1.0	0.0
100271119	1.0	8.0
100271114	0.0	0.0
100271113	0.0	0.0
100271116	0.0	0.0
197021	2.0	11.0
643115	0.0	0.0
100271111	0.0	1.0
106481608	4.0	0.0
106481609	0.0	0.0
645798	0.0	1.0
643136	4.0	1.0
106481602	0.0	1.0
106481603	0.0	0.0
106481600	0.0	0.0
106481601	0.0	0.0
106481606	0.0	0.0
106481607	0.0	0.0
106481604	0.0	0.0
106481605	0.0	0.0
285829	3.0	14.0
100271106	3.0	5.0
106481610	0.0	0.0
100271105	2.0	0.0
643126	0.0	0.0
199699	4.0	8.0
728393	0.0	0.0
100128899	1.0	0.0
728395	0.0	0.0
114625	1352.0	570.0
54112	6.0	10.0
56776	80.0	3.0
283248	29.0	343.0
344729	0.0	0.0
100128894	0.0	0.0
100128893	103.0	1.0
100128890	20.0	28.0
728386	0.0	0.0
728388	0.0	0.0
100128889	1.0	0.0
100128888	4.0	4.0
114614	44.0	289.0
283238	0.0	0.0
100190800	34.0	7.0
283237	734.0	839.0
283236	0.0	0.0
283234	1612.0	1150.0
728381	0.0	0.0
283232	1017.0	343.0
728380	1.0	0.0
100128881	18.0	1815.0
100128880	0.0	0.0
692099	363.0	664.0
114609	514.0	396.0
29128	36.0	2035.0
29123	5705.0	4368.0
344709	1.0	0.0
29122	0.0	16.0
29121	157.0	823.0
283229	799.0	86.0
29127	679.0	5149.0
29126	723.0	1034.0
29125	100.0	71.0
29124	0.0	0.0
692087	0.0	0.0
692088	0.0	0.0
692089	1.0	0.0
100128867	0.0	0.0
54145	0.0	2.0
54143	0.0	0.0
283219	471.0	500.0
54149	1198.0	2027.0
54148	662.0	1091.0
54147	0.0	0.0
283212	154.0	145.0
692091	0.0	0.0
692092	0.0	0.0
692093	3.0	2.0
692094	0.0	0.0
100271091	0.0	0.0
100271090	3.0	5.0
100128857	0.0	0.0
100271093	0.0	0.0
100271092	1.0	0.0
728350	9.0	13.0
285872	0.0	3.0
100128853	2.0	0.0
29109	2857.0	1038.0
29108	2006.0	4494.0
285877	0.0	0.0
29107	674.0	3838.0
285878	0.0	0.0
29106	15.0	11.0
728358	0.0	0.0
29101	6322.0	9781.0
29100	1293.0	4015.0
29105	1809.0	3184.0
29104	541.0	367.0
29103	2447.0	3426.0
29102	2240.0	2555.0
100271098	3.0	1.0
283284	71.0	41.0
728343	0.0	0.0
728342	7.0	154.0
100128849	0.0	1.0
728344	0.0	4.0
100271081	1.0	0.0
100128845	0.0	0.0
728340	172.0	157.0
285888	0.0	28.0
29119	21.0	1.0
107057644	10.0	0.0
29118	11.0	11.0
107057647	0.0	0.0
114655	0.0	1.0
29117	3318.0	5068.0
107057646	1.0	0.0
114657	0.0	0.0
114659	390.0	480.0
126638	0.0	233.0
54165	1519.0	7448.0
126637	0.0	0.0
29110	1205.0	2559.0
29116	3959.0	1751.0
29115	2548.0	4901.0
29114	15.0	15.0
29113	3.0	4017.0
100271087	9.0	1.0
100271089	0.0	1.0
100271085	0.0	0.0
100128836	3.0	3.0
728378	2.0	2.0
728377	207.0	242.0
100271070	0.0	0.0
285893	0.0	0.0
100128834	0.0	8.0
728373	0.0	0.0
728379	0.0	0.0
81797	0.0	0.0
126626	677.0	1289.0
81793	21.0	79.0
81794	183.0	121.0
81796	14.0	85.0
81790	1116.0	827.0
100271076	0.0	0.0
283267	659.0	375.0
91107	1157.0	7559.0
100128830	9.0	3.0
81792	380.0	763.0
100271078	0.0	0.0
100271073	0.0	0.0
100271072	0.0	1.0
100271074	1.0	0.0
100128827	0.0	0.0
728366	0.0	1.0
728361	6.0	22.0
100128822	201.0	423.0
728369	0.0	0.0
81786	74.0	411.0
54187	2824.0	3102.0
81788	735.0	1707.0
81789	329.0	448.0
283257	0.0	0.0
100271065	0.0	0.0
645700	0.0	2.0
283254	177.0	1864.0
126695	766.0	1655.0
148003	0.0	0.0
378108	3.0	11.0
151649	32.0	6.0
151648	10.0	497.0
151647	2.0	8.0
151645	15.0	70.0
200909	3.0	0.0
200916	522.0	7712.0
148014	3.0	6.0
151658	0.0	2.0
151651	355.0	51.0
56704	1144.0	390.0
148022	2068.0	2339.0
126669	3220.0	109.0
126668	180.0	19.0
100126297	0.0	0.0
100126299	0.0	0.0
100126296	1.0	0.0
200931	198.0	608.0
200933	698.0	5894.0
126661	47.0	99.0
56729	772.0	6.0
283298	1592.0	422.0
283297	0.0	0.0
136051	323.0	952.0
138639	568.0	536.0
692076	0.0	13.0
391121	0.0	0.0
391120	0.0	0.0
391123	7.0	11.0
200942	1702.0	1713.0
440577	4.0	19.0
440574	1268.0	1996.0
56731	2397.0	7854.0
100126270	0.0	2.0
692084	0.0	0.0
692085	0.0	0.0
692086	4.0	50.0
138649	36.0	79.0
200959	1.0	0.0
200958	1274.0	394.0
391135	2.0	3.0
440567	48.0	130.0
391139	3.0	5.0
440563	0.0	0.0
440561	0.0	0.0
151613	639.0	2144.0
692072	0.0	0.0
692075	6.0	4.0
692057	0.0	0.0
692058	0.0	3.0
124056	0.0	0.0
81706	2536.0	4223.0
391104	2.0	0.0
391107	0.0	0.0
391106	0.0	0.0
81704	8625.0	1251.0
391109	0.0	0.0
440595	126.0	88.0
56751	1.0	1.0
692063	0.0	0.0
8402	3673.0	7966.0
391110	0.0	0.0
8403	4.0	1.0
391112	0.0	0.0
124045	431.0	712.0
391114	16.0	0.0
124044	781.0	1046.0
391115	1.0	0.0
440585	992.0	74.0
391117	0.0	0.0
440584	2.0	84.0
391119	0.0	0.0
54101	1601.0	1580.0
151636	4920.0	6186.0
440590	3.0	105.0
54103	2605.0	2230.0
54102	4830.0	136.0
54108	2204.0	3254.0
54107	2771.0	8270.0
54106	2.0	4.0
692053	0.0	0.0
391040	0.0	2.0
645683	5.0	14.0
8410	0.0	0.0
645682	2.0	3.0
645688	1.0	4.0
391044	0.0	3.0
645687	1.0	172.0
8411	1889.0	1306.0
645686	0.0	0.0
8412	2197.0	1089.0
391045	1.0	2.0
440533	0.0	0.0
8406	1024.0	692.0
8407	79530.0	127208.0
8404	35210.0	11553.0
8405	3965.0	2837.0
8408	2706.0	6236.0
8409	2112.0	6094.0
391051	0.0	1.0
8420	315.0	1332.0
645694	4.0	0.0
391053	0.0	7.0
645693	16.0	13.0
643031	0.0	0.0
8424	60.0	80.0
8425	21874.0	2347.0
643037	156.0	1.0
163589	22.0	449.0
643034	0.0	0.0
440525	116.0	190.0
391059	274.0	509.0
645691	5.0	10.0
163590	4640.0	4275.0
8417	5858.0	1923.0
8418	980.0	276.0
8416	421.0	111.0
8419	4.0	20.0
8431	333.0	1.0
8435	2.0	3.0
8436	18263.0	508.0
8433	1.0	4.0
8434	1451.0	341.0
391026	0.0	0.0
440556	197.0	53.0
440560	0.0	0.0
8428	3811.0	5303.0
8427	1902.0	2869.0
103157000	0.0	0.0
8443	2821.0	3760.0
8440	2728.0	4128.0
8446	985.0	3694.0
8447	655.0	6180.0
8444	850.0	671.0
8445	1156.0	2831.0
391037	8.0	10.0
391039	4.0	4.0
643050	0.0	0.0
285905	4.0	29.0
285908	168.0	448.0
8439	1732.0	2425.0
8437	24.0	2220.0
8438	21.0	759.0
8453	1496.0	3944.0
8454	3637.0	8982.0
8451	4223.0	3706.0
8452	3606.0	3869.0
8458	612.0	2160.0
8455	5271.0	7099.0
8456	29.0	3472.0
106481578	0.0	0.0
106481579	0.0	0.0
8450	2593.0	4323.0
106481583	0.0	0.0
106481584	3.0	2.0
106481581	0.0	0.0
106481582	0.0	0.0
106481587	0.0	0.0
106481588	0.0	1.0
106481585	0.0	0.0
106481586	0.0	0.0
8448	39.0	93.0
8449	2721.0	2893.0
106481580	0.0	1.0
8464	336.0	749.0
8462	2965.0	1948.0
8463	1977.0	4453.0
8468	6.0	4.0
391099	0.0	0.0
8467	8984.0	6487.0
342184	1651.0	208.0
246312	0.0	2.0
106481589	0.0	0.0
8460	885.0	2471.0
106481594	0.0	0.0
106481595	0.0	0.0
106481592	0.0	0.0
106481593	0.0	0.0
106481598	0.0	0.0
151579	19.0	27.0
106481599	0.0	0.0
106481596	0.0	0.0
106481597	0.0	0.0
8459	2278.0	3184.0
