id	cfb70595-7191-40cc-802d-dad9cb578b1a	bd587a68-76f5-44f2-ac6b-f87523560f60
23389	7680.0	5907.0
441400	9.0	6.0
100996930	2.0	42.0
201853	75.0	438.0
23380	4560.0	2939.0
23381	5837.0	7013.0
23382	7934.0	895.0
23383	3781.0	4609.0
23384	2902.0	4379.0
23385	8797.0	6506.0
106866914	0.0	0.0
84342	1233.0	1183.0
106866913	8.0	2.0
84343	2101.0	3329.0
60370	1520.0	991.0
84340	1392.0	1499.0
106866915	0.0	0.0
646567	0.0	6.0
100996928	0.0	1.0
23397	171.0	2574.0
23398	1692.0	1006.0
23399	6321.0	5405.0
23390	2279.0	2149.0
23392	9067.0	5264.0
84335	2401.0	5812.0
23394	7330.0	7442.0
84334	931.0	1761.0
23395	1158.0	1206.0
84337	2000.0	3384.0
84336	1756.0	2006.0
23396	3943.0	2805.0
60386	766.0	491.0
84331	666.0	968.0
60385	47.0	13.0
84330	492.0	691.0
84333	5274.0	1505.0
84332	7.0	50.0
152485	1408.0	2392.0
646575	0.0	0.0
646572	8.0	11.0
343045	0.0	0.0
646577	1.0	2.0
646576	610.0	59.0
23365	15744.0	8314.0
23366	551.0	455.0
23367	11274.0	12434.0
23368	3594.0	6699.0
23369	9488.0	14398.0
23360	4058.0	3434.0
23361	2123.0	2496.0
140432	0.0	0.0
23362	2372.0	3192.0
23363	4117.0	4656.0
84364	5665.0	3930.0
84366	0.0	1.0
84365	1421.0	3911.0
343035	28.0	14.0
139452	3.0	11.0
646583	2.0	4.0
23376	3073.0	2976.0
23378	1125.0	741.0
23379	3036.0	7130.0
646581	5.0	0.0
23370	409.0	378.0
23371	9611.0	1176.0
23373	1411.0	967.0
100499261	0.0	3.0
646597	0.0	0.0
646595	3.0	4.0
100499258	0.0	0.0
23344	13338.0	5281.0
23345	15596.0	985.0
201895	9891.0	2448.0
23347	4051.0	4298.0
646592	1.0	0.0
23348	8713.0	5270.0
23349	111.0	11.0
140453	2.0	0.0
23341	1835.0	1858.0
140456	12.0	0.0
140458	3.0	0.0
100499252	3.0	12.0
140459	1127.0	1347.0
100499251	1.0	0.0
23353	7196.0	7404.0
23354	657.0	1829.0
23355	2421.0	2094.0
23357	2014.0	2201.0
23358	4819.0	3987.0
23359	187.0	11.0
140460	1274.0	1119.0
140461	2281.0	2667.0
140462	275.0	382.0
23350	4877.0	16645.0
140464	0.0	0.0
23351	4363.0	5262.0
140465	1105.0	3348.0
23352	12388.0	10683.0
140467	2581.0	2818.0
140468	1.0	2.0
140469	15.0	558.0
84376	5183.0	1959.0
2702	2868.0	556.0
2701	1014.0	176.0
2700	19.0	669.0
2709	4.0	2745.0
2707	16.0	1915.0
2706	369.0	16595.0
2705	382.0	0.0
2703	0.0	0.0
345651	23.0	3.0
2712	0.0	0.0
106866981	0.0	0.0
2710	1144.0	482.0
106866980	0.0	0.0
2719	11319.0	16728.0
2717	1800.0	1697.0
50964	8.0	47.0
345643	2.0	104.0
345645	1.0	0.0
286826	408.0	1099.0
286827	340.0	1406.0
286828	0.0	0.0
59307	1651.0	403.0
2720	6401.0	2009.0
2729	1632.0	16979.0
100500737	1.0	8.0
345630	7.0	12.0
2735	200.0	134.0
2734	16389.0	13744.0
2733	2744.0	1393.0
2732	0.0	0.0
2731	28.0	27.0
2730	1408.0	2275.0
2739	7121.0	8680.0
2738	413.0	803.0
2737	2893.0	4231.0
2736	653.0	158.0
106144534	1.0	2.0
106144535	3.0	0.0
106144536	0.0	0.0
106144537	0.0	0.0
106144530	0.0	1.0
106144531	0.0	0.0
106144532	15.0	13.0
106144533	0.0	0.0
2746	9392.0	6244.0
2745	3517.0	537.0
2744	14523.0	6193.0
2743	296.0	233.0
60314	1668.0	2818.0
2742	0.0	3.0
60313	8865.0	8787.0
106144527	0.0	0.0
2741	1.0	0.0
259217	1621.0	80.0
60312	5166.0	8674.0
106144528	2.0	4.0
2740	27.0	4.0
106144529	8.0	7.0
259215	2.0	0.0
2749	139.0	37.0
345611	5.0	0.0
50999	8740.0	2355.0
2747	104.0	26.0
259236	55.0	18.0
2760	10848.0	7972.0
106144524	0.0	0.0
259234	0.0	0.0
106144526	6.0	2.0
259232	333.0	144.0
259230	4364.0	1938.0
59339	4596.0	1372.0
59338	6213.0	7931.0
59335	1.0	1.0
2752	57347.0	30204.0
59336	0.0	57.0
2750	0.0	0.0
2771	29483.0	12620.0
59342	8687.0	24107.0
59341	255.0	3660.0
2770	2483.0	2116.0
59344	4.0	20.0
59343	2374.0	3948.0
59340	19.0	10.0
84306	152.0	471.0
2768	4209.0	3180.0
2767	3894.0	3394.0
59349	2550.0	3315.0
84305	1283.0	2210.0
2766	1278.0	58.0
2765	0.0	0.0
84307	2497.0	2080.0
84302	1523.0	1773.0
2764	5995.0	5833.0
59345	3673.0	1543.0
84301	3500.0	5111.0
2762	809.0	2048.0
84304	821.0	703.0
59348	766.0	720.0
84303	850.0	2118.0
59347	9.0	6.0
2761	0.0	0.0
84300	932.0	3047.0
646508	0.0	0.0
2769	1188.0	3598.0
646507	0.0	0.0
646520	3.0	8.0
2782	25185.0	21133.0
59353	202.0	24.0
2781	331.0	211.0
59352	214.0	36.0
2780	0.0	0.0
59351	8.0	0.0
59350	651.0	15.0
2779	1.0	1.0
2778	48310.0	47826.0
2777	14.0	13.0
2776	11292.0	3970.0
2775	134.0	83.0
2774	741.0	881.0
2773	5863.0	7800.0
60343	1857.0	1921.0
2772	2.0	2.0
100129627	0.0	0.0
100130613	0.0	1.0
105370308	0.0	0.0
2793	242.0	31.0
100379584	0.0	0.0
2792	3.0	346.0
2791	7420.0	404.0
2790	583.0	299.0
105369316	0.0	0.0
2789	0.0	0.0
2788	669.0	164.0
2787	4932.0	3186.0
2786	21.0	550.0
441194	248.0	325.0
2785	6.0	13.0
2784	45.0	146.0
2783	10859.0	12592.0
441191	957.0	865.0
100129622	0.0	0.0
100130606	0.0	4.0
286410	1433.0	2191.0
100130603	0.0	0.0
286411	16.0	3.0
100130600	370.0	317.0
100379571	281.0	106.0
441177	1.0	0.0
2799	20772.0	6444.0
2798	9.0	21.0
2797	8.0	8.0
2796	85.0	48.0
2794	3434.0	6258.0
100129611	0.0	0.0
100129606	1.0	1.0
286423	3.0	0.0
100129604	0.0	0.0
286430	3.0	2.0
105369343	2.0	5.0
286436	2.0	7.0
100379592	12.0	17.0
441154	7.0	6.0
441151	3.0	8.0
441150	221.0	113.0
191585	10.0	8.0
105370357	0.0	3.0
441133	2.0	2.0
100142659	0.0	1.0
100379564	0.0	0.0
441168	201.0	153.0
441166	16.0	12.0
101730217	3.0	2.0
441161	0.0	0.0
441160	21.0	84.0
646498	3.0	0.0
441108	973.0	230.0
23562	3.0	30.0
23563	2.0	18.0
359948	9397.0	14917.0
23564	3541.0	817.0
23566	110.0	2221.0
100130693	0.0	0.0
23567	756.0	683.0
23568	640.0	186.0
23569	39.0	4.0
23560	1826.0	3870.0
286494	0.0	0.0
286495	669.0	282.0
286499	30.0	3.0
100130687	0.0	1.0
23576	4647.0	636.0
117608	552.0	410.0
100129690	1.0	17.0
100129696	13.0	10.0
100129692	4.0	7.0
100129694	1.0	0.0
23548	1001.0	1229.0
23549	4145.0	6133.0
100130677	0.0	13.0
100130676	1.0	0.0
23541	773.0	996.0
23542	445.0	110.0
23543	8138.0	15890.0
130612	188.0	141.0
23544	91.0	2.0
130617	1248.0	1290.0
100130671	0.0	0.0
23545	1416.0	1219.0
441124	182.0	254.0
23546	2.0	4.0
441123	0.0	0.0
23547	74.0	10.0
441131	4.0	3.0
23559	434.0	586.0
23551	210.0	112.0
23552	731.0	288.0
23553	0.0	2.0
23554	5870.0	1386.0
23555	3500.0	1490.0
100130660	0.0	5.0
23556	1624.0	3363.0
23557	1626.0	2000.0
23558	8726.0	3700.0
23550	3797.0	5346.0
23526	2637.0	966.0
23527	4864.0	11290.0
23528	1548.0	1837.0
286442	7.0	2.0
23529	376.0	91.0
129642	2562.0	626.0
286444	23.0	69.0
100129669	0.0	0.0
100463482	10.0	14.0
23520	0.0	6.0
23521	73903.0	157946.0
23522	3156.0	1823.0
23523	5086.0	10013.0
23524	36527.0	33601.0
359996	0.0	0.0
115004	718.0	727.0
100129664	0.0	4.0
100463487	15.0	21.0
100463486	59.0	86.0
100463489	3.0	4.0
100463488	21.0	11.0
100129662	11.0	0.0
286451	3823.0	4184.0
23538	0.0	0.0
23539	24.0	48.0
23530	5522.0	8252.0
23531	2403.0	1421.0
100130640	1.0	1.0
23532	8.0	8839.0
23533	2393.0	303.0
359997	0.0	1.0
23534	4579.0	5673.0
23536	1104.0	856.0
100463498	125.0	141.0
100129654	0.0	15.0
286460	130.0	347.0
100129650	1.0	2.0
23504	404.0	4.0
100499416	0.0	0.0
23505	4887.0	7527.0
100499417	0.0	0.0
23506	2609.0	1264.0
286464	5.0	29.0
100130637	0.0	0.0
23507	1021.0	3873.0
100130636	0.0	0.0
23508	1268.0	680.0
23509	4122.0	6217.0
286467	25.0	947.0
100129647	2.0	11.0
100130631	2.0	3.0
23500	2208.0	143.0
100499418	0.0	0.0
23503	4664.0	2330.0
100129641	9.0	2.0
100129640	3.0	9.0
286472	2.0	4.0
23515	2833.0	1615.0
345275	53.0	227.0
100499405	229.0	71.0
23516	1603.0	5042.0
23517	3628.0	3378.0
100130626	0.0	0.0
23518	1392.0	3741.0
102465752	0.0	0.0
23519	2.0	1.0
345274	9.0	91.0
100130621	44.0	23.0
23510	5110.0	1627.0
23511	3714.0	3983.0
23512	2343.0	2922.0
23513	2263.0	3712.0
23514	4316.0	5590.0
100129631	1.0	0.0
129607	913.0	78.0
129563	1429.0	2621.0
431704	0.0	2.0
117579	0.0	0.0
130557	507.0	1243.0
431705	6.0	13.0
431707	0.0	9.0
129560	0.0	2.0
117583	2806.0	178.0
84449	897.0	972.0
84448	601.0	125.0
117584	1259.0	834.0
84445	2810.0	2905.0
84444	2308.0	3735.0
84447	4523.0	3258.0
84446	136.0	129.0
84441	3800.0	1301.0
84440	2572.0	1103.0
84443	67.0	34.0
646405	13.0	264.0
646409	0.0	0.0
117581	444.0	315.0
130560	1.0	0.0
646424	0.0	6.0
84437	1300.0	636.0
84439	532.0	273.0
60489	1290.0	2685.0
60488	2565.0	6510.0
84433	507.0	142.0
60487	762.0	838.0
84436	1072.0	74.0
84435	6.0	1.0
60485	2838.0	3174.0
60484	2.0	0.0
84432	2.0	4.0
60482	12.0	2282.0
60481	7116.0	7263.0
130576	23.0	817.0
130574	195.0	135.0
84467	187.0	1.0
84466	13.0	57.0
60496	2597.0	2575.0
60495	67.0	2.0
60494	32.0	25.0
84465	192.0	10.0
84464	590.0	882.0
60493	1181.0	2331.0
60492	2054.0	1532.0
60491	1067.0	1957.0
60490	504.0	630.0
84461	990.0	1181.0
84460	1337.0	63.0
646442	2.0	0.0
129530	45.0	125.0
129531	1064.0	1579.0
130589	2349.0	1432.0
201501	3507.0	3562.0
84456	693.0	577.0
84455	510.0	356.0
84458	1196.0	1705.0
84457	7.0	4.0
84450	2017.0	1870.0
646457	2.0	2.0
100500870	0.0	0.0
100500872	0.0	0.0
201514	377.0	489.0
201516	5.0	0.0
646450	102.0	39.0
23480	2348.0	4790.0
105416157	110.0	72.0
23481	2666.0	20455.0
23483	769.0	1061.0
23484	4979.0	1633.0
100500873	0.0	0.0
100500875	0.0	0.0
100500876	0.0	0.0
100500877	0.0	0.0
100500878	1.0	0.0
100500879	0.0	0.0
646463	3.0	0.0
646467	5.0	27.0
100500860	0.0	0.0
96459	2682.0	1119.0
100500861	0.0	0.0
23498	397.0	149.0
23499	40274.0	6656.0
23491	155.0	541.0
23492	3410.0	1899.0
23493	133.0	75.0
23495	21.0	15.0
100500862	0.0	0.0
100500863	1.0	3.0
100034743	0.0	0.0
100500864	0.0	0.0
100500865	17.0	5.0
100500866	0.0	0.0
100500867	0.0	3.0
100500869	0.0	0.0
100500890	0.0	0.0
100500891	0.0	0.0
646479	0.0	0.0
394214	0.0	0.0
100500893	0.0	0.0
100500894	0.0	0.0
23463	6465.0	7011.0
394217	0.0	0.0
23464	356.0	3586.0
130535	1565.0	1325.0
23466	6482.0	24008.0
23467	472.0	3784.0
23468	9143.0	18638.0
23469	6393.0	7153.0
2801	4387.0	3225.0
2800	1893.0	867.0
23460	1734.0	212.0
23461	1422.0	2656.0
23462	1713.0	3427.0
100500895	1.0	2.0
100500896	0.0	0.0
100500897	0.0	0.0
2806	3500.0	12339.0
100500898	0.0	0.0
2805	1518.0	1396.0
100500899	0.0	0.0
2804	11547.0	14658.0
2803	7415.0	4106.0
2802	5893.0	8244.0
130540	24.0	17.0
646486	11.0	0.0
100500881	0.0	2.0
100500882	1.0	5.0
23474	1955.0	2634.0
23475	1392.0	316.0
23476	5946.0	11807.0
23478	7736.0	5439.0
23479	6076.0	3661.0
646480	1.0	5.0
2812	0.0	0.0
2811	87.0	37.0
2810	2122.0	40228.0
23471	25025.0	17188.0
23473	2245.0	1490.0
100500884	0.0	0.0
2819	4359.0	21.0
100500885	0.0	0.0
84498	2884.0	3036.0
100500886	0.0	0.0
2817	2131.0	17706.0
100500888	0.0	0.0
2815	6.0	1.0
100500889	2.0	1.0
2814	15.0	3.0
2813	2.0	0.0
2823	3440.0	5.0
2822	171.0	123.0
2821	16124.0	60330.0
100500839	0.0	0.0
2820	3444.0	5856.0
201562	4087.0	6592.0
100379623	3.0	4.0
2829	130.0	444.0
100500831	0.0	0.0
2828	437.0	212.0
2827	13.0	54.0
100500833	11.0	18.0
2826	44.0	18.0
100500834	0.0	0.0
2825	594.0	10.0
100500835	0.0	1.0
2824	1998.0	648.0
100500836	0.0	0.0
727699	31.0	0.0
2834	0.0	1.0
100500826	1.0	0.0
2833	353.0	92.0
100500827	0.0	0.0
2832	0.0	0.0
100500828	2.0	1.0
2831	0.0	541.0
100500829	0.0	0.0
60401	863.0	80.0
2830	0.0	0.0
100500820	0.0	0.0
100500821	0.0	0.0
2838	5.0	8.0
100500822	0.0	0.0
2837	1.0	3.0
100500823	0.0	0.0
100500824	0.0	0.0
2835	1.0	1.0
100500825	0.0	0.0
100500850	20.0	21.0
2845	0.0	1.0
100500859	0.0	0.0
2844	1.0	0.0
2843	30.0	4.0
2842	4.0	113.0
2841	68.0	23.0
60412	4996.0	3657.0
2840	388.0	10.0
100500851	0.0	0.0
100500854	13.0	4.0
2849	4.0	0.0
100500855	0.0	0.0
2848	11.0	2.0
394261	3.0	0.0
2847	14.0	105.0
347933	0.0	0.0
100500857	0.0	0.0
2846	20.0	16.0
100500858	0.0	0.0
394263	184.0	7.0
2856	0.0	0.0
100500849	0.0	0.0
2855	0.0	0.0
2854	0.0	0.0
2853	0.0	1.0
201595	13654.0	10978.0
2852	1223.0	49.0
2850	175.0	727.0
100500840	0.0	0.0
100500841	0.0	0.0
100500842	0.0	0.0
100500843	0.0	0.0
100500844	1.0	0.0
2859	120.0	65.0
100500846	0.0	0.0
2857	942.0	94.0
100500847	0.0	0.0
2870	2344.0	2333.0
107105261	0.0	0.0
2867	212.0	135.0
107105265	0.0	0.0
60437	305.0	1305.0
2866	0.0	0.0
107105264	0.0	2.0
60436	1680.0	4506.0
2865	1.0	4.0
107105263	0.0	0.0
2864	4.0	0.0
107105262	0.0	0.0
2863	240.0	120.0
2862	4.0	1.0
2861	152.0	1020.0
347918	716.0	866.0
107105266	8.0	0.0
2869	5318.0	692.0
2868	296.0	283.0
2880	1.0	0.0
60439	0.0	0.0
107105254	0.0	0.0
2878	33662.0	954.0
2877	45.0	4830.0
107105253	2.0	5.0
2876	13266.0	6443.0
2875	40.0	19.0
2874	269.0	183.0
2873	3836.0	4845.0
2872	12340.0	24518.0
107105256	0.0	0.0
2871	11.0	10.0
347902	3553.0	535.0
107105259	0.0	0.0
2879	9452.0	7355.0
727682	0.0	0.0
727684	5.0	2.0
2892	60.0	12.0
2891	4.0	390.0
2890	1243.0	788.0
727686	0.0	0.0
84419	309.0	1900.0
2889	8837.0	2993.0
100500815	0.0	0.0
2888	200.0	445.0
100500816	0.0	2.0
2887	2608.0	6725.0
100500817	0.0	0.0
2886	1965.0	1277.0
100500818	2.0	0.0
2885	14414.0	9055.0
100500819	0.0	1.0
2884	6.0	4.0
2882	704.0	1966.0
100642175	36.0	1.0
100642176	0.0	0.0
100500810	0.0	0.0
100500811	0.0	0.0
100500812	16.0	1.0
100500813	0.0	0.0
100500814	0.0	8.0
727676	0.0	0.0
107105271	0.0	0.0
727677	4.0	273.0
2899	111.0	8.0
84418	7080.0	936.0
2898	93.0	151.0
60468	366.0	881.0
84417	646.0	2.0
2897	23.0	26.0
2896	66753.0	17887.0
60467	0.0	1.0
100500808	0.0	0.0
2895	15.0	4.0
100500809	0.0	0.0
2894	166.0	11.0
2893	56.0	3.0
100500801	0.0	0.0
100500802	19.0	24.0
100500803	0.0	0.0
23603	18279.0	11430.0
100129507	1.0	0.0
23604	3944.0	149.0
23605	1.0	1.0
23606	4.0	0.0
23607	4958.0	4678.0
23608	7730.0	9398.0
23609	1868.0	1277.0
286527	7.0	13.0
286528	0.0	0.0
23600	389.0	527.0
23601	213.0	316.0
107048983	0.0	0.0
107048985	0.0	0.0
107048981	0.0	0.0
105369446	2.0	2.0
23614	0.0	2.0
23615	8.0	643.0
23616	1246.0	7147.0
286530	428.0	293.0
23617	0.0	0.0
23619	4.0	2.0
23612	3462.0	6030.0
23613	3524.0	6556.0
286544	7.0	0.0
286550	1.0	1.0
286554	37.0	15.0
286555	0.0	0.0
286556	0.0	0.0
286557	0.0	0.0
105370445	0.0	0.0
441273	18.0	19.0
100463528	0.0	1.0
441272	276.0	264.0
100379667	0.0	0.0
100288998	3.0	3.0
441263	74.0	80.0
441261	4.0	2.0
100288984	0.0	2.0
441295	9.0	6.0
441294	5.0	9.0
100463500	3.0	5.0
100288979	1.0	0.0
286512	18.0	9.0
286514	0.0	0.0
60625	879.0	725.0
441282	0.0	38.0
646377	0.0	0.0
100130579	0.0	1.0
646379	0.0	2.0
646378	2.0	0.0
23683	3949.0	2670.0
404281	82.0	84.0
100130572	0.0	0.0
646370	1.0	1.0
23682	654.0	1106.0
100129587	0.0	0.0
100129583	247.0	33.0
100129584	3.0	1.0
441218	5.0	3.0
100130566	1.0	8.0
100130564	6.0	2.0
100130562	1312.0	2868.0
100130561	64.0	379.0
441212	355.0	184.0
646382	0.0	0.0
100129570	0.0	2.0
404266	81.0	76.0
100130557	54.0	59.0
100130555	0.0	0.0
646390	0.0	0.0
441246	22.0	68.0
23666	326.0	208.0
23667	1.0	2.0
646392	1.0	1.0
23668	9.0	7.0
441251	3.0	4.0
441250	132.0	108.0
23660	1107.0	863.0
100129564	0.0	0.0
100129566	1.0	4.0
100129561	8.0	3.0
100130549	0.0	2.0
130500	1.0	0.0
100129557	1.0	0.0
23673	6255.0	1777.0
441238	15.0	1.0
130502	324.0	303.0
23676	5.0	1.0
130507	3653.0	3186.0
23677	5680.0	8154.0
441234	1.0	0.0
23678	999.0	647.0
23679	3.0	3.0
23670	8336.0	2279.0
23671	34.0	0.0
100129556	3.0	6.0
100129555	9.0	18.0
23647	2227.0	2470.0
23648	3598.0	6367.0
100130539	16.0	0.0
23649	1072.0	1346.0
129521	0.0	0.0
100130535	4.0	2.0
23640	1158.0	3297.0
23641	1595.0	2489.0
23642	1277.0	3122.0
23643	865.0	327.0
23644	2271.0	1746.0
23645	6671.0	2957.0
23646	31553.0	25682.0
100129543	20.0	0.0
23658	1277.0	3257.0
23659	4377.0	1081.0
286573	0.0	0.0
100130528	0.0	0.0
100130523	6.0	7.0
100130522	94.0	150.0
23650	691.0	19107.0
23654	21858.0	69275.0
23657	129.0	873.0
117532	86.0	20.0
117531	7.0	21.0
100130519	59.0	20.0
23625	1050.0	969.0
23626	0.0	0.0
23627	120.0	22.0
100130514	1.0	0.0
441208	9.0	2.0
23620	0.0	0.0
23621	4403.0	792.0
23623	1404.0	1820.0
23624	100.0	3605.0
23636	3247.0	7791.0
23637	4893.0	3161.0
23639	260.0	250.0
100129515	1.0	0.0
23630	7.0	0.0
23632	46.0	102.0
23633	5777.0	6841.0
23635	2127.0	1745.0
100129512	0.0	1.0
404201	354.0	67.0
404203	1.0	0.0
129446	3.0	5.0
404204	0.0	0.0
84569	0.0	0.0
60598	153.0	60.0
84561	2614.0	1858.0
60592	3868.0	5920.0
84560	0.0	0.0
648947	11.0	2.0
646300	69.0	59.0
100499469	0.0	0.0
100499468	0.0	0.0
100499466	232.0	78.0
727736	0.0	0.0
84559	0.0	0.0
84557	955.0	249.0
84553	351.0	3668.0
84552	481.0	2905.0
102465667	0.0	0.0
102465666	0.0	0.0
102465665	0.0	0.0
201617	4.0	0.0
100499457	0.0	0.0
727764	15.0	25.0
102465669	0.0	0.0
102465668	3.0	8.0
646309	24.0	44.0
201627	2466.0	1526.0
646324	416.0	12.0
201626	1795.0	1892.0
727758	42.0	36.0
201625	28.0	12.0
648980	0.0	0.0
84572	3647.0	1887.0
646316	1.0	2.0
84570	47.0	77.0
345462	199.0	21.0
102465689	2.0	0.0
102465688	0.0	0.0
646330	4.0	2.0
102465684	0.0	0.0
102465683	0.0	0.0
2909	7575.0	7184.0
727701	34.0	0.0
727703	5.0	4.0
727704	0.0	0.0
201633	229.0	245.0
2900	178.0	8.0
2908	8210.0	2579.0
2907	12011.0	7336.0
2906	121.0	450.0
2905	53.0	16.0
2904	29.0	3.0
2903	209.0	522.0
345456	0.0	1.0
2902	14.0	5.0
2901	71.0	13.0
406894	2.0	3.0
406893	2.0	0.0
406896	10.0	4.0
406895	0.0	1.0
406898	0.0	0.0
646348	1.0	1.0
406897	0.0	0.0
102465695	0.0	0.0
646346	5.0	13.0
102465694	0.0	0.0
406899	0.0	0.0
102465693	2.0	0.0
406890	0.0	0.0
406892	0.0	0.0
406891	1.0	2.0
2911	17.0	6.0
201651	34.0	71.0
2919	1650.0	24489.0
2918	35.0	6.0
102465691	0.0	0.0
2917	7.0	27.0
2916	18.0	5.0
2915	0.0	0.0
2914	5.0	756.0
2913	25.0	19.0
2912	12.0	14.0
404220	27.0	3.0
406883	0.0	0.0
406882	0.0	0.0
406885	1.0	0.0
406884	0.0	0.0
646359	1.0	0.0
406887	0.0	0.0
406886	67.0	13.0
406889	0.0	0.0
406888	3.0	0.0
23584	2502.0	17.0
23585	9578.0	6981.0
23586	2399.0	543.0
23587	1503.0	2235.0
23588	2678.0	1580.0
23589	5197.0	3936.0
406881	4.0	0.0
2922	15.0	4.0
2921	972.0	792.0
2920	2650.0	981.0
23580	3249.0	6844.0
23581	2.0	24.0
23582	3935.0	2197.0
23583	1152.0	1944.0
404217	502.0	268.0
2928	0.0	1.0
2926	5727.0	9000.0
2925	17.0	7.0
2923	25046.0	33527.0
646366	3.0	0.0
345430	3.0	0.0
406875	0.0	0.0
404216	6.0	13.0
23595	1520.0	2018.0
23596	761.0	646.0
23597	3225.0	2005.0
96597	8.0	19.0
23598	2399.0	9296.0
100130584	0.0	0.0
100130581	172.0	49.0
646360	0.0	1.0
129450	489.0	747.0
130429	0.0	2.0
2932	5948.0	7453.0
2931	2912.0	6365.0
23590	253.0	507.0
100129591	8.0	11.0
23591	4.0	0.0
23592	1955.0	3011.0
23593	2321.0	5038.0
23594	108.0	922.0
727708	0.0	0.0
100499485	0.0	0.0
100129597	0.0	9.0
100499483	169.0	34.0
2939	4.0	3.0
2938	27.0	2005.0
2937	2254.0	3295.0
100129594	0.0	0.0
100499481	0.0	0.0
2936	3823.0	3163.0
2935	7844.0	8809.0
2934	41921.0	13483.0
100129595	0.0	0.0
100288964	0.0	1.0
60509	1985.0	2331.0
60506	1.0	3.0
2944	6.0	14.0
2942	0.0	0.0
2941	2370.0	996.0
2940	1.0	2.0
2949	757.0	146.0
2948	963.0	727.0
2947	1472.0	624.0
2946	1321.0	1293.0
60526	1290.0	120.0
2954	718.0	1496.0
2953	3.0	4.0
2951	2.0	3.0
2950	21827.0	33958.0
2959	1519.0	1680.0
2958	1865.0	1950.0
2957	3150.0	3742.0
2956	3179.0	9695.0
100288948	1.0	0.0
60529	6.0	0.0
60528	3174.0	4061.0
2966	34.0	18.0
84504	0.0	4.0
2965	2871.0	2091.0
84503	394.0	380.0
2964	3.0	1.0
2963	1341.0	3496.0
2962	3427.0	6360.0
2961	1311.0	1618.0
84502	450.0	16.0
2960	886.0	2250.0
84501	527.0	86.0
2969	3495.0	3279.0
2968	117.0	228.0
2967	1545.0	3015.0
2980	25.0	1.0
2977	2754.0	226.0
2976	3090.0	7374.0
2975	6430.0	6679.0
2974	8.0	41.0
2972	1370.0	2523.0
2971	4061.0	5140.0
2970	118.0	146.0
2979	38.0	108.0
2978	8.0	48.0
154442	9.0	0.0
2990	6824.0	3126.0
225689	230.0	181.0
84519	226.0	141.0
84518	15.0	34.0
60559	9888.0	13050.0
100500914	0.0	0.0
2987	6627.0	8578.0
60558	1578.0	2868.0
84525	13578.0	472.0
100500915	0.0	0.0
2986	0.0	2.0
84528	0.0	0.0
100500916	0.0	0.0
84527	1108.0	671.0
100500917	4.0	4.0
2984	111.0	48.0
84522	2042.0	1750.0
100500918	0.0	0.0
2983	1350.0	1725.0
100500919	0.0	0.0
84524	530.0	1397.0
2982	2845.0	1306.0
2981	4.0	0.0
84520	529.0	534.0
100500910	0.0	0.0
100500911	0.0	0.0
2989	4.0	3.0
100500913	0.0	0.0
2999	726.0	102.0
84515	461.0	1878.0
100500903	1.0	0.0
2998	13.0	15.0
84514	2061.0	642.0
100500904	2.0	1.0
2997	2922.0	9463.0
84517	133.0	2701.0
100500905	0.0	0.0
84516	4053.0	4511.0
2996	251.0	9.0
100500906	0.0	0.0
2995	5847.0	604.0
2994	0.0	0.0
100500908	0.0	1.0
84513	1440.0	1067.0
2993	4.0	0.0
100500909	0.0	0.0
2992	3182.0	2286.0
60561	878.0	1074.0
60560	999.0	721.0
100500900	0.0	0.0
100500901	0.0	0.0
100288904	0.0	0.0
154467	428.0	904.0
130497	4132.0	81.0
84548	600.0	861.0
84547	406.0	356.0
100500938	1.0	0.0
84549	722.0	1046.0
84546	0.0	0.0
84545	2351.0	1887.0
84542	862.0	435.0
84541	233.0	117.0
727795	22.0	29.0
84529	335.0	696.0
84536	92.0	57.0
84539	1.0	7.0
84532	3764.0	6252.0
84530	6.0	0.0
23729	272.0	303.0
201288	1.0	0.0
201283	971.0	1044.0
23738	5.0	6.0
23731	10492.0	2281.0
23732	41.0	1.0
201299	15.0	42.0
201292	1642.0	1536.0
201294	5680.0	1128.0
23704	147.0	226.0
23705	10738.0	662.0
23708	926.0	1571.0
252840	4.0	6.0
252841	0.0	0.0
100288897	1.0	0.0
23710	8249.0	3593.0
100288892	0.0	0.0
100288885	0.0	0.0
100288870	0.0	0.0
100288868	8.0	13.0
100288861	0.0	0.0
84701	669.0	74.0
252884	295.0	93.0
84700	1.0	28.0
129841	1.0	0.0
94086	13.0	6.0
117854	387.0	176.0
100130450	9.0	13.0
154807	5463.0	3384.0
100129460	158.0	103.0
359710	0.0	0.0
94081	1640.0	3530.0
115201	990.0	976.0
100129468	0.0	0.0
100129464	6.0	8.0
286256	29.0	21.0
286257	812.0	972.0
100129459	2.0	1.0
100130447	0.0	0.0
129831	619.0	560.0
646269	8.0	11.0
646262	0.0	0.0
286262	1110.0	532.0
142827	9.0	0.0
100129452	0.0	0.0
646278	37.0	3.0
100130435	0.0	4.0
727800	296.0	165.0
646270	5.0	4.0
154822	71.0	0.0
23782	0.0	0.0
23783	0.0	0.0
23784	0.0	0.0
23786	4356.0	7897.0
23787	11642.0	13683.0
646273	0.0	0.0
23788	3400.0	3444.0
359730	1.0	0.0
359731	0.0	0.0
23780	4873.0	3409.0
23781	0.0	0.0
345079	172.0	88.0
154810	8180.0	3488.0
100129438	0.0	0.0
