id	153cb1b1-774c-4e65-b209-6a462b68cfc5	5d187a95-6b3d-42dc-a5c8-cf1758243c46
646576	639.0	70.0
23365	13293.0	33179.0
23366	356.0	1134.0
23367	12238.0	39131.0
23368	4289.0	6291.0
23369	9358.0	28658.0
23360	3251.0	5107.0
23361	2347.0	4839.0
140432	0.0	0.0
23362	2230.0	5753.0
23363	3380.0	2090.0
84364	7368.0	11318.0
84366	0.0	0.0
84365	1383.0	3353.0
343035	23.0	4.0
139452	0.0	1.0
646583	0.0	1.0
23376	2229.0	3315.0
23378	1017.0	1327.0
23379	2769.0	8786.0
646581	0.0	2.0
23370	780.0	1078.0
23371	15099.0	3387.0
23373	2077.0	1308.0
100499261	0.0	9.0
646597	0.0	0.0
646595	11.0	28.0
100499258	0.0	0.0
23344	15781.0	15641.0
23345	14136.0	2814.0
201895	9823.0	4660.0
23347	3893.0	10409.0
646592	0.0	0.0
23348	10092.0	14583.0
23349	145.0	1095.0
140453	1.0	0.0
23341	1500.0	2754.0
140456	7.0	7.0
140458	2.0	3.0
100499252	10.0	20.0
140459	1479.0	2012.0
100499251	0.0	0.0
23353	6327.0	22768.0
23354	962.0	10380.0
23355	2337.0	9046.0
23357	2452.0	3934.0
23358	4471.0	6713.0
23359	141.0	602.0
140460	1038.0	2320.0
140461	1868.0	2963.0
140462	262.0	53.0
23350	4717.0	25914.0
140464	0.0	0.0
23351	4600.0	9775.0
140465	1324.0	2783.0
23352	11165.0	39076.0
140467	3055.0	2790.0
140468	0.0	0.0
140469	53.0	134.0
84376	4288.0	6720.0
2702	3033.0	2564.0
2701	2502.0	351.0
2700	16.0	48.0
2709	17.0	654.0
2707	38.0	1289.0
2706	240.0	871.0
2705	602.0	15.0
2703	0.0	0.0
345651	11.0	6.0
2712	0.0	0.0
106866981	0.0	0.0
2710	1210.0	1033.0
106866980	0.0	0.0
2719	4802.0	4081.0
2717	1880.0	2027.0
50964	6.0	2.0
345643	2.0	628.0
345645	1.0	1.0
286826	289.0	2681.0
286827	317.0	3191.0
286828	0.0	0.0
59307	2663.0	1238.0
2720	8112.0	3742.0
2729	1701.0	31091.0
100500737	1.0	0.0
345630	19.0	160.0
2735	442.0	30.0
2734	19170.0	27060.0
2733	2765.0	4650.0
2732	4.0	1.0
2731	189.0	254.0
2730	1139.0	5097.0
2739	8261.0	10185.0
2738	606.0	2274.0
2737	1897.0	4528.0
2736	725.0	1782.0
106144534	0.0	2.0
106144535	0.0	121.0
106144536	0.0	0.0
106144537	0.0	5.0
106144530	0.0	0.0
106144531	0.0	0.0
106144532	11.0	15.0
106144533	0.0	0.0
2746	8836.0	10843.0
2745	3917.0	959.0
2744	8694.0	6304.0
2743	318.0	686.0
60314	2091.0	2673.0
2742	0.0	26.0
60313	8373.0	17270.0
106144527	0.0	1.0
2741	0.0	7.0
259217	669.0	499.0
60312	3304.0	2516.0
106144528	8.0	7.0
2740	13.0	25.0
106144529	3.0	16.0
259215	0.0	0.0
2749	72.0	156.0
345611	10.0	20.0
50999	7516.0	3097.0
2747	84.0	195.0
259236	67.0	46.0
2760	13328.0	36594.0
106144524	0.0	2.0
259234	0.0	19.0
106144526	2.0	3.0
259232	228.0	300.0
259230	3881.0	4247.0
59339	5544.0	2866.0
59338	3682.0	6643.0
59335	0.0	1.0
2752	74918.0	44914.0
59336	0.0	210.0
2750	0.0	0.0
2771	41598.0	15902.0
59342	12821.0	17403.0
59341	594.0	927.0
2770	2154.0	6236.0
59344	12.0	30.0
59343	2616.0	12316.0
59340	4.0	13.0
84306	210.0	1387.0
2768	8056.0	4408.0
2767	5951.0	4588.0
59349	2312.0	11690.0
84305	1917.0	2111.0
2766	769.0	236.0
2765	0.0	0.0
84307	1306.0	7288.0
84302	684.0	1215.0
2764	4257.0	6611.0
59345	2677.0	4112.0
84301	2834.0	11260.0
2762	1247.0	1253.0
84304	1418.0	1896.0
59348	647.0	131.0
84303	934.0	1361.0
59347	0.0	27.0
2761	0.0	0.0
84300	1054.0	2659.0
646508	0.0	0.0
2769	1736.0	701.0
646507	0.0	0.0
646520	0.0	0.0
2782	28131.0	39906.0
59353	120.0	32.0
2781	282.0	871.0
59352	286.0	144.0
2780	0.0	0.0
59351	0.0	0.0
59350	190.0	242.0
2779	5.0	23.0
2778	69609.0	133471.0
2777	14.0	311.0
2776	9910.0	5608.0
2775	479.0	2817.0
2774	786.0	252.0
2773	5299.0	9771.0
60343	2753.0	2939.0
2772	0.0	0.0
100129627	0.0	0.0
100130613	0.0	2.0
105370308	0.0	0.0
2793	548.0	59.0
100379584	0.0	0.0
2792	1.0	709.0
2791	5846.0	683.0
2790	986.0	491.0
105369316	0.0	1.0
2789	0.0	0.0
2788	2115.0	132.0
2787	6469.0	4503.0
2786	83.0	1087.0
441194	252.0	667.0
2785	3.0	99.0
2784	54.0	134.0
2783	15937.0	16265.0
441191	769.0	722.0
100129622	0.0	0.0
100130606	1.0	0.0
286410	1597.0	3471.0
100130603	0.0	0.0
286411	9.0	3.0
100130600	401.0	890.0
100379571	221.0	276.0
441177	5.0	0.0
2799	25399.0	11560.0
2798	4.0	7.0
2797	3.0	30.0
2796	48.0	114.0
2794	5254.0	7969.0
100129611	0.0	0.0
100129606	0.0	0.0
286423	0.0	1.0
100129604	0.0	0.0
286430	1.0	2.0
105369343	1.0	1.0
286436	1.0	8.0
100379592	11.0	28.0
441154	2.0	1.0
441151	5.0	31.0
441150	251.0	214.0
191585	18.0	25.0
105370357	0.0	0.0
441133	1.0	5.0
100142659	0.0	1.0
100379564	1.0	2.0
441168	418.0	218.0
441166	22.0	7.0
101730217	5.0	12.0
441161	16.0	5.0
441160	6.0	18.0
646498	0.0	0.0
441108	737.0	478.0
23562	22.0	92.0
23563	3.0	2.0
359948	12769.0	23118.0
23564	5416.0	1932.0
23566	74.0	6678.0
100130693	0.0	3.0
23567	638.0	2523.0
23568	544.0	558.0
23569	74.0	10.0
23560	2422.0	6473.0
286494	1.0	4.0
286495	691.0	88.0
286499	3.0	18.0
100130687	2.0	0.0
23576	7415.0	2749.0
117608	282.0	1343.0
100129690	8.0	21.0
100129696	7.0	18.0
100129692	3.0	2.0
100129694	0.0	1.0
23548	651.0	1337.0
23549	4501.0	9491.0
100130677	0.0	17.0
100130676	0.0	0.0
23541	397.0	1067.0
23542	238.0	164.0
23543	7049.0	9910.0
130612	219.0	253.0
23544	53.0	6.0
130617	1707.0	3162.0
100130671	0.0	0.0
23545	1643.0	1738.0
441124	136.0	380.0
23546	2.0	19.0
441123	0.0	0.0
23547	189.0	43.0
441131	2.0	4.0
23559	646.0	2214.0
23551	406.0	1691.0
23552	602.0	916.0
23553	1.0	0.0
23554	2151.0	640.0
23555	3759.0	2072.0
100130660	2.0	4.0
23556	1546.0	5970.0
23557	1742.0	4539.0
23558	14225.0	13053.0
23550	6471.0	5939.0
23526	6872.0	1228.0
23527	4441.0	18136.0
23528	1642.0	3715.0
286442	11.0	1.0
23529	339.0	143.0
129642	1730.0	3389.0
286444	31.0	30.0
100129669	0.0	0.0
100463482	1.0	2.0
23520	0.0	3.0
23521	113655.0	152808.0
23522	3287.0	6110.0
23523	10362.0	12935.0
23524	41978.0	90226.0
359996	0.0	7.0
115004	387.0	722.0
100129664	0.0	1.0
100463487	1.0	0.0
100463486	26.0	13.0
100463489	0.0	0.0
100463488	5.0	2.0
100129662	8.0	8.0
286451	3883.0	4410.0
23538	0.0	0.0
23539	19.0	223.0
23530	3823.0	9172.0
23531	1575.0	1107.0
100130640	0.0	0.0
23532	22.0	20711.0
23533	3516.0	930.0
359997	0.0	0.0
23534	3839.0	9926.0
23536	1261.0	3469.0
100463498	26.0	10.0
100129654	0.0	53.0
286460	127.0	126.0
100129650	2.0	2.0
23504	126.0	6.0
100499416	0.0	0.0
23505	5912.0	30668.0
100499417	1.0	0.0
23506	2664.0	1902.0
286464	6.0	238.0
100130637	0.0	0.0
23507	1312.0	2480.0
100130636	0.0	0.0
23508	1956.0	2932.0
23509	4428.0	11012.0
286467	9.0	178.0
100129647	0.0	0.0
100130631	0.0	0.0
23500	3023.0	2336.0
100499418	0.0	0.0
23503	3573.0	7816.0
100129641	19.0	2.0
100129640	1.0	4.0
286472	0.0	0.0
23515	2236.0	9269.0
345275	191.0	23.0
100499405	270.0	55.0
23516	2920.0	3713.0
23517	3196.0	14948.0
100130626	0.0	1.0
23518	1557.0	5501.0
102465752	0.0	0.0
23519	0.0	3.0
345274	52.0	47.0
100130621	15.0	11.0
23510	3627.0	4641.0
23511	4677.0	14376.0
23512	2237.0	7768.0
23513	4282.0	21239.0
23514	6004.0	8533.0
100129631	12.0	9.0
129607	708.0	1714.0
129563	1685.0	3001.0
431704	0.0	1.0
117579	8.0	0.0
130557	849.0	2361.0
431705	23.0	19.0
431707	0.0	9.0
129560	0.0	3.0
117583	2121.0	1201.0
84449	775.0	2007.0
84448	450.0	151.0
117584	1539.0	2680.0
84445	4293.0	10683.0
84444	1899.0	6256.0
84447	9603.0	8677.0
84446	201.0	510.0
84441	3159.0	3743.0
84440	3130.0	7417.0
84443	95.0	789.0
646405	27.0	133.0
646409	0.0	0.0
117581	609.0	40.0
130560	0.0	0.0
646424	0.0	6.0
84437	1095.0	2257.0
84439	572.0	310.0
60489	1659.0	1438.0
60488	2409.0	4587.0
84433	2180.0	317.0
60487	523.0	670.0
84436	713.0	201.0
84435	8.0	1.0
60485	3114.0	3800.0
60484	9.0	12.0
84432	8.0	12.0
60482	7.0	0.0
60481	6940.0	4101.0
130576	65.0	204.0
130574	64.0	346.0
84467	382.0	351.0
84466	24.0	207.0
60496	1869.0	5068.0
60495	407.0	402.0
60494	43.0	49.0
84465	637.0	40.0
84464	638.0	1151.0
60493	1709.0	3933.0
60492	1658.0	3203.0
60491	1179.0	3942.0
60490	617.0	987.0
84461	1036.0	2469.0
84460	742.0	765.0
646442	0.0	1.0
129530	31.0	166.0
129531	710.0	1435.0
130589	2244.0	1312.0
201501	2213.0	11754.0
84456	596.0	747.0
84455	360.0	729.0
84458	971.0	2626.0
84457	8.0	739.0
84450	1645.0	3585.0
646457	2.0	7.0
100500870	1.0	1.0
100500872	0.0	0.0
201514	425.0	1022.0
201516	33.0	39.0
646450	96.0	163.0
23480	2455.0	3153.0
105416157	118.0	226.0
23481	4369.0	15543.0
23483	670.0	1764.0
23484	3869.0	2566.0
100500873	0.0	0.0
100500875	0.0	0.0
100500876	0.0	0.0
100500877	0.0	0.0
100500878	0.0	0.0
100500879	0.0	0.0
646463	1.0	4.0
646467	17.0	53.0
100500860	0.0	0.0
96459	1951.0	5795.0
100500861	0.0	0.0
23498	592.0	993.0
23499	25321.0	18765.0
23491	606.0	2443.0
23492	6592.0	3128.0
23493	134.0	183.0
23495	1146.0	14.0
100500862	0.0	1.0
100500863	2.0	32.0
100034743	0.0	0.0
100500864	0.0	2.0
100500865	11.0	18.0
100500866	1.0	1.0
100500867	0.0	1.0
100500869	0.0	0.0
100500890	0.0	0.0
100500891	0.0	0.0
646479	0.0	0.0
394214	0.0	0.0
100500893	0.0	0.0
100500894	0.0	1.0
23463	6234.0	8618.0
394217	0.0	0.0
23464	525.0	1632.0
130535	1381.0	2591.0
23466	8628.0	8897.0
23467	753.0	5609.0
23468	7408.0	13970.0
23469	5413.0	7472.0
2801	5491.0	8779.0
2800	1643.0	2467.0
23460	1265.0	239.0
23461	1004.0	2080.0
23462	1032.0	1010.0
100500895	10.0	0.0
100500896	0.0	0.0
100500897	2.0	0.0
2806	3975.0	16014.0
100500898	0.0	0.0
2805	2076.0	9281.0
100500899	0.0	0.0
2804	8711.0	10834.0
2803	6544.0	6346.0
2802	6780.0	5897.0
130540	38.0	82.0
646486	0.0	0.0
100500881	0.0	0.0
100500882	0.0	0.0
23474	1941.0	1391.0
23475	3116.0	1393.0
23476	7488.0	14817.0
23478	8249.0	7551.0
23479	9011.0	4324.0
646480	1.0	4.0
2812	0.0	0.0
2811	431.0	49.0
2810	4463.0	37817.0
23471	26843.0	15056.0
23473	1972.0	2356.0
100500884	0.0	0.0
2819	4361.0	68.0
100500885	0.0	0.0
84498	2855.0	3179.0
100500886	0.0	0.0
2817	3354.0	11713.0
100500888	0.0	0.0
2815	6.0	0.0
100500889	0.0	2.0
2814	27.0	15.0
2813	0.0	0.0
2823	1274.0	251.0
2822	155.0	125.0
2821	15722.0	83756.0
100500839	0.0	0.0
2820	2872.0	15852.0
201562	3997.0	9333.0
100379623	1.0	6.0
2829	363.0	59.0
100500831	0.0	2.0
2828	800.0	311.0
2827	241.0	147.0
100500833	8.0	67.0
2826	96.0	24.0
100500834	0.0	0.0
2825	62.0	103.0
100500835	0.0	2.0
2824	811.0	642.0
100500836	0.0	0.0
727699	43.0	6.0
2834	0.0	0.0
100500826	0.0	4.0
2833	627.0	97.0
100500827	0.0	0.0
2832	0.0	0.0
100500828	0.0	1.0
2831	4.0	125.0
100500829	0.0	0.0
60401	557.0	480.0
2830	0.0	0.0
100500820	0.0	1.0
100500821	0.0	0.0
2838	211.0	53.0
100500822	0.0	0.0
2837	11.0	2.0
100500823	0.0	0.0
100500824	0.0	0.0
2835	12.0	3.0
100500825	0.0	2.0
100500850	23.0	32.0
2845	4.0	0.0
100500859	0.0	0.0
2844	2.0	1.0
2843	34.0	18.0
2842	27.0	686.0
2841	131.0	19.0
60412	4659.0	13972.0
2840	55.0	17.0
100500851	0.0	0.0
100500854	4.0	16.0
2849	1.0	2.0
100500855	0.0	0.0
2848	25.0	6.0
394261	5.0	4.0
2847	30.0	12.0
347933	5.0	71.0
100500857	2.0	0.0
2846	24.0	12.0
100500858	0.0	0.0
394263	186.0	11.0
2856	0.0	1.0
100500849	0.0	0.0
2855	0.0	0.0
2854	0.0	1.0
2853	18.0	8.0
201595	12363.0	12560.0
2852	524.0	66.0
2850	162.0	67.0
100500840	0.0	0.0
100500841	0.0	0.0
100500842	0.0	0.0
100500843	0.0	0.0
100500844	0.0	0.0
2859	212.0	155.0
100500846	0.0	2.0
2857	1115.0	434.0
100500847	0.0	0.0
2870	4971.0	9097.0
107105261	0.0	0.0
2867	66.0	20.0
107105265	0.0	0.0
60437	360.0	555.0
2866	3.0	0.0
107105264	0.0	2.0
60436	1659.0	3673.0
2865	12.0	0.0
107105263	0.0	0.0
2864	2.0	0.0
107105262	0.0	0.0
2863	528.0	22.0
2862	7.0	47.0
2861	84.0	378.0
347918	564.0	954.0
107105266	1.0	6.0
2869	4617.0	992.0
2868	259.0	323.0
2880	0.0	0.0
60439	0.0	0.0
107105254	0.0	0.0
2878	42248.0	8553.0
2877	74.0	20970.0
107105253	14.0	10.0
2876	19936.0	6968.0
2875	156.0	1273.0
2874	238.0	467.0
2873	5343.0	9718.0
2872	18811.0	9059.0
107105256	0.0	3.0
2871	6.0	5.0
347902	2454.0	2389.0
107105259	1.0	0.0
2879	17719.0	6995.0
727682	0.0	0.0
727684	2.0	11.0
2892	127.0	30.0
2891	1.0	33.0
2890	419.0	67.0
727686	0.0	0.0
84419	675.0	458.0
2889	13290.0	16645.0
100500815	0.0	0.0
2888	122.0	419.0
100500816	0.0	0.0
2887	2729.0	7013.0
100500817	0.0	0.0
2886	1723.0	3447.0
100500818	0.0	0.0
2885	18890.0	14175.0
100500819	0.0	0.0
2884	7.0	3.0
2882	546.0	795.0
100642175	16.0	10.0
100642176	0.0	0.0
100500810	0.0	0.0
100500811	0.0	0.0
100500812	15.0	3.0
100500813	0.0	0.0
100500814	2.0	17.0
727676	0.0	0.0
107105271	0.0	0.0
727677	1.0	411.0
2899	55.0	8.0
84418	5250.0	1949.0
2898	20.0	31.0
60468	548.0	1668.0
84417	391.0	18.0
2897	32.0	61.0
2896	118950.0	32372.0
60467	0.0	1.0
100500808	0.0	0.0
2895	3.0	2.0
100500809	0.0	7.0
2894	365.0	87.0
2893	20.0	14.0
100500801	0.0	1.0
100500802	11.0	16.0
100500803	0.0	0.0
23603	15235.0	20102.0
100129507	0.0	96.0
23604	2142.0	712.0
23605	0.0	0.0
23606	0.0	0.0
23607	3585.0	4984.0
23608	8091.0	11039.0
23609	1798.0	3253.0
286527	4.0	41.0
286528	0.0	0.0
23600	278.0	379.0
23601	380.0	489.0
107048983	0.0	0.0
107048985	0.0	0.0
107048981	0.0	0.0
105369446	0.0	4.0
23614	0.0	82.0
23615	10.0	571.0
23616	2388.0	4143.0
286530	2974.0	272.0
23617	0.0	0.0
23619	5.0	37.0
23612	5867.0	19854.0
23613	4265.0	10310.0
286544	1.0	25.0
286550	0.0	0.0
286554	31.0	9.0
286555	0.0	0.0
286556	0.0	0.0
286557	0.0	3.0
105370445	0.0	0.0
441273	7.0	58.0
100463528	0.0	0.0
441272	390.0	1030.0
100379667	0.0	0.0
100288998	0.0	0.0
441263	32.0	143.0
441261	0.0	5.0
100288984	0.0	1.0
441295	4.0	2.0
441294	4.0	26.0
100463500	0.0	0.0
100288979	0.0	0.0
286512	1.0	7.0
286514	0.0	0.0
60625	757.0	2498.0
441282	11.0	1912.0
646377	0.0	0.0
100130579	2.0	2.0
646379	4.0	3.0
646378	0.0	0.0
23683	3915.0	9033.0
404281	58.0	95.0
100130572	0.0	0.0
646370	5.0	2.0
23682	529.0	3622.0
100129587	0.0	0.0
100129583	103.0	69.0
100129584	0.0	1.0
441218	1.0	3.0
100130566	1.0	1.0
100130564	3.0	0.0
100130562	2352.0	3092.0
100130561	103.0	318.0
441212	272.0	225.0
646382	0.0	0.0
100129570	2.0	0.0
404266	85.0	89.0
100130557	46.0	223.0
100130555	0.0	0.0
646390	0.0	0.0
441246	24.0	17.0
23666	462.0	6268.0
23667	1.0	2.0
646392	0.0	3.0
23668	3.0	1.0
441251	0.0	1.0
441250	137.0	362.0
23660	981.0	2139.0
100129564	0.0	0.0
100129566	0.0	0.0
100129561	2.0	0.0
100130549	0.0	0.0
130500	0.0	0.0
100129557	0.0	0.0
23673	5153.0	4449.0
441238	7.0	4.0
130502	217.0	998.0
23676	2.0	29.0
130507	3059.0	7305.0
23677	4866.0	21721.0
441234	0.0	493.0
23678	1014.0	815.0
23679	1.0	1.0
23670	6169.0	2154.0
23671	50.0	8.0
100129556	0.0	1.0
100129555	3.0	5.0
23647	2863.0	2967.0
23648	4647.0	5579.0
100130539	14.0	3.0
23649	1099.0	5909.0
129521	0.0	0.0
100130535	1.0	1.0
23640	1794.0	7587.0
23641	1421.0	1673.0
23642	991.0	9317.0
23643	951.0	155.0
23644	2122.0	11103.0
23645	9425.0	10249.0
23646	55991.0	21073.0
100129543	16.0	242.0
23658	1195.0	2131.0
23659	4909.0	2425.0
286573	0.0	65.0
100130528	0.0	0.0
100130523	2.0	0.0
100130522	61.0	350.0
23650	529.0	114090.0
23654	31410.0	32879.0
23657	145.0	4756.0
117532	36.0	24.0
117531	10.0	49.0
100130519	36.0	17.0
23625	1493.0	1776.0
23626	0.0	3.0
23627	98.0	93.0
100130514	0.0	0.0
441208	7.0	12.0
23620	1.0	5.0
23621	3836.0	4048.0
23623	1630.0	6772.0
23624	207.0	4436.0
23636	3976.0	23814.0
23637	3706.0	5037.0
23639	100.0	333.0
100129515	0.0	0.0
23630	21.0	30.0
23632	85.0	70.0
23633	5328.0	10662.0
23635	1519.0	2601.0
100129512	0.0	0.0
404201	264.0	118.0
404203	6.0	3.0
129446	5.0	9.0
404204	0.0	3.0
84569	0.0	0.0
60598	91.0	10.0
84561	531.0	5863.0
60592	2806.0	4278.0
84560	0.0	0.0
648947	4.0	20.0
646300	49.0	129.0
100499469	0.0	0.0
100499468	0.0	0.0
100499466	214.0	275.0
727736	0.0	0.0
84559	0.0	0.0
84557	1400.0	1318.0
84553	353.0	533.0
84552	626.0	6710.0
102465667	0.0	0.0
102465666	0.0	0.0
102465665	0.0	0.0
201617	1.0	10.0
100499457	0.0	0.0
727764	6.0	25.0
102465669	0.0	0.0
102465668	1.0	11.0
646309	394.0	248.0
201627	2226.0	2877.0
646324	99.0	48.0
201626	1976.0	2258.0
727758	34.0	162.0
201625	20.0	12.0
648980	2.0	1.0
84572	5736.0	4966.0
646316	0.0	0.0
84570	74.0	51.0
345462	135.0	681.0
102465689	0.0	40.0
102465688	0.0	0.0
646330	14.0	4.0
102465684	0.0	0.0
102465683	0.0	0.0
2909	9965.0	23986.0
727701	2.0	3.0
727703	1.0	12.0
727704	0.0	0.0
201633	1041.0	386.0
2900	211.0	117.0
2908	7904.0	11064.0
2907	21449.0	12041.0
2906	135.0	954.0
2905	160.0	152.0
2904	18.0	8.0
2903	76.0	57.0
345456	0.0	0.0
2902	13.0	39.0
2901	68.0	171.0
406894	1.0	0.0
406893	0.0	0.0
406896	16.0	18.0
406895	0.0	0.0
406898	0.0	0.0
646348	0.0	1.0
406897	0.0	0.0
102465695	0.0	1.0
646346	0.0	0.0
102465694	0.0	0.0
406899	0.0	0.0
102465693	0.0	0.0
406890	2.0	2.0
406892	0.0	0.0
406891	1.0	1.0
2911	12.0	17.0
201651	18.0	39.0
2919	359.0	110.0
2918	1.0	54.0
102465691	0.0	0.0
2917	15.0	100.0
2916	15.0	10.0
2915	0.0	3.0
2914	7.0	35.0
2913	44.0	26.0
2912	24.0	250.0
404220	8.0	11.0
406883	0.0	0.0
406882	0.0	0.0
406885	2.0	0.0
406884	0.0	0.0
646359	0.0	0.0
406887	0.0	0.0
406886	36.0	48.0
406889	0.0	0.0
406888	3.0	1.0
23584	2722.0	184.0
23585	8100.0	6819.0
23586	1653.0	3269.0
23587	1618.0	2172.0
23588	2519.0	4698.0
23589	3947.0	9683.0
406881	0.0	0.0
2922	12.0	76.0
2921	210.0	74.0
2920	2566.0	105.0
23580	7203.0	4661.0
23581	4.0	4.0
23582	3929.0	6342.0
23583	1182.0	3496.0
404217	119.0	117.0
2928	0.0	2.0
2926	5306.0	5408.0
2925	16.0	80.0
2923	29581.0	38194.0
646366	11.0	0.0
345430	0.0	1.0
406875	0.0	0.0
404216	0.0	12.0
23595	1230.0	2220.0
23596	1067.0	672.0
23597	2562.0	2596.0
96597	201.0	16.0
23598	3028.0	19867.0
100130584	0.0	0.0
100130581	172.0	526.0
646360	0.0	0.0
129450	422.0	1401.0
130429	0.0	0.0
2932	4500.0	13089.0
2931	4084.0	7672.0
23590	228.0	565.0
100129591	2.0	18.0
23591	7.0	2.0
23592	1924.0	4348.0
23593	2443.0	4480.0
23594	80.0	1697.0
727708	0.0	0.0
100499485	0.0	0.0
100129597	0.0	2.0
100499483	102.0	106.0
2939	1.0	78.0
2938	98.0	2061.0
2937	2476.0	9879.0
100129594	0.0	1.0
100499481	0.0	0.0
2936	4703.0	18764.0
2935	10287.0	15966.0
2934	112080.0	27076.0
100129595	0.0	2.0
100288964	0.0	0.0
60509	1813.0	8493.0
60506	0.0	0.0
2944	16.0	40.0
2942	0.0	0.0
2941	2655.0	2352.0
2940	31.0	13.0
2949	1483.0	139.0
2948	1188.0	4706.0
2947	3475.0	12042.0
2946	714.0	3740.0
60526	916.0	866.0
2954	898.0	1259.0
2953	0.0	5.0
2951	2.0	1.0
2950	35859.0	81828.0
2959	2034.0	2136.0
2958	1815.0	2965.0
2957	2592.0	8860.0
2956	2531.0	20538.0
100288948	0.0	0.0
60529	5.0	11.0
60528	4160.0	7301.0
2966	46.0	129.0
84504	0.0	0.0
2965	2207.0	2903.0
84503	275.0	1578.0
2964	1.0	5.0
2963	1357.0	2493.0
2962	5627.0	11977.0
2961	1231.0	2409.0
84502	465.0	37.0
2960	779.0	3094.0
84501	642.0	240.0
2969	2717.0	6468.0
2968	107.0	412.0
2967	1600.0	3832.0
2980	27.0	1.0
2977	1230.0	717.0
2976	3578.0	11269.0
2975	7039.0	17095.0
2974	2.0	75.0
2972	2089.0	5085.0
2971	5505.0	8521.0
2970	123.0	211.0
2979	32.0	42.0
2978	0.0	42.0
154442	6.0	74.0
2990	9537.0	6004.0
225689	125.0	186.0
84519	315.0	139.0
84518	32.0	203.0
60559	11362.0	8372.0
100500914	0.0	0.0
2987	9893.0	10297.0
60558	1109.0	1917.0
84525	12290.0	936.0
100500915	0.0	0.0
2986	1.0	0.0
84528	0.0	19.0
100500916	0.0	0.0
84527	1060.0	3654.0
100500917	0.0	4.0
2984	94.0	15.0
84522	2139.0	1891.0
100500918	0.0	2.0
2983	1448.0	1531.0
100500919	0.0	1.0
84524	361.0	1601.0
2982	3016.0	2184.0
2981	8.0	0.0
84520	519.0	912.0
100500910	0.0	0.0
100500911	0.0	3.0
2989	0.0	17.0
100500913	0.0	0.0
2999	294.0	53.0
84515	417.0	6726.0
100500903	0.0	0.0
2998	6.0	6.0
84514	3861.0	1516.0
100500904	1.0	13.0
2997	3522.0	11817.0
84517	128.0	237.0
100500905	0.0	0.0
84516	3983.0	10191.0
2996	184.0	10.0
100500906	0.0	0.0
2995	6456.0	626.0
2994	0.0	0.0
100500908	0.0	0.0
84513	2373.0	2215.0
2993	0.0	2.0
100500909	0.0	0.0
2992	3132.0	3622.0
60561	740.0	2399.0
60560	832.0	2201.0
100500900	0.0	0.0
100500901	0.0	0.0
100288904	0.0	0.0
154467	652.0	1394.0
130497	2320.0	92.0
84548	701.0	1412.0
84547	330.0	1930.0
100500938	0.0	0.0
84549	993.0	2166.0
84546	0.0	0.0
84545	3203.0	4329.0
84542	448.0	1979.0
84541	612.0	223.0
727795	41.0	97.0
84529	288.0	2026.0
84536	169.0	813.0
84539	7.0	11.0
84532	4342.0	24843.0
84530	1.0	5.0
23729	370.0	530.0
201288	0.0	0.0
201283	504.0	802.0
23738	0.0	1.0
23731	9045.0	7358.0
23732	12.0	27.0
201299	2.0	183.0
201292	1941.0	2181.0
201294	5528.0	2128.0
23704	1984.0	812.0
23705	12535.0	1352.0
23708	1037.0	1027.0
252840	3.0	1.0
252841	1.0	3.0
100288897	2.0	10.0
23710	7869.0	6125.0
100288892	0.0	0.0
100288885	0.0	0.0
100288870	0.0	0.0
100288868	18.0	13.0
100288861	0.0	1.0
84701	879.0	166.0
252884	189.0	564.0
84700	13.0	16.0
129841	0.0	0.0
94086	17.0	40.0
117854	277.0	292.0
100130450	2.0	1.0
154807	5114.0	4525.0
100129460	74.0	229.0
359710	0.0	0.0
94081	1295.0	9835.0
115201	1256.0	1008.0
100129468	0.0	2.0
100129464	6.0	3.0
286256	18.0	33.0
286257	1189.0	976.0
100129459	0.0	2.0
100130447	0.0	0.0
129831	565.0	1322.0
646269	1.0	0.0
646262	0.0	0.0
286262	1356.0	625.0
142827	3.0	5.0
100129452	0.0	0.0
646278	69.0	375.0
100130435	0.0	0.0
727800	374.0	180.0
646270	16.0	15.0
154822	131.0	0.0
23782	0.0	0.0
23783	2.0	7.0
23784	0.0	1.0
23786	3982.0	7843.0
23787	14011.0	17106.0
646273	0.0	0.0
23788	3378.0	4710.0
359730	0.0	1.0
359731	0.0	0.0
23780	3315.0	2515.0
23781	0.0	1.0
345079	247.0	614.0
154810	6009.0	17591.0
100129438	0.0	0.0
94097	939.0	2381.0
359737	0.0	24.0
359738	0.0	2.0
359739	0.0	5.0
646282	0.0	76.0
359736	0.0	5.0
359740	0.0	1.0
359741	0.0	0.0
359742	0.0	1.0
359743	11.0	34.0
139201	12.0	23.0
129804	560.0	1115.0
129807	64.0	14.0
129880	327.0	63.0
23768	3134.0	1248.0
23769	8.0	159.0
129881	28.0	44.0
100130418	186.0	2073.0
345062	1.0	2.0
286204	396.0	14.0
100129428	0.0	0.0
286205	1175.0	1774.0
100129427	1.0	0.0
23760	3660.0	9246.0
359748	0.0	0.0
100862854	0.0	0.0
286207	78.0	189.0
359749	0.0	1.0
23761	2428.0	7364.0
100862855	0.0	0.0
23762	449.0	2630.0
23764	7801.0	4357.0
359744	3.0	3.0
100862850	0.0	0.0
23765	4082.0	6331.0
359745	0.0	1.0
359746	0.0	0.0
100862852	0.0	0.0
23766	0.0	0.0
