id	5e010a9a-7f65-434b-ae4c-43948461187c	84f304ea-8b50-41e9-89c8-bfca6668b746
160824	0.0	0.0
100421148	49.0	0.0
101928744	0.0	0.0
91151	214.0	141.0
147841	107.0	1268.0
100421143	0.0	0.0
91149	0.0	16.0
101928752	0.0	1.0
91147	1028.0	804.0
387509	4541.0	5023.0
100421153	0.0	0.0
100421167	0.0	0.0
91179	3880.0	987.0
100506574	2.0	8.0
399520	6.0	3.0
100421178	0.0	0.0
100506564	0.0	3.0
121227	2393.0	3433.0
387521	4410.0	10497.0
387522	2.0	3.0
100421172	7.0	0.0
100421175	0.0	0.0
100421177	0.0	0.0
100506599	134.0	129.0
100856877	0.0	0.0
100421189	0.0	0.0
100856878	1.0	0.0
121214	1.0	119.0
387559	0.0	0.0
123876	5.0	0.0
123872	911.0	25.0
100421180	0.0	0.0
147808	679.0	422.0
100421185	0.0	0.0
147804	345.0	290.0
123879	2574.0	984.0
147807	994.0	944.0
100421188	0.0	0.0
375567	60.0	85.0
399512	796.0	252.0
399511	175.0	296.0
91181	6.0	8.0
448990	3.0	2.0
101928715	2.0	0.0
100506581	41.0	33.0
100856881	0.0	0.0
100506775	15.0	15.0
100506779	156.0	91.0
160762	3.0	1.0
93953	44.0	29.0
104326057	0.0	0.0
399687	7164.0	2098.0
104326058	0.0	0.0
100506776	367.0	32.0
348094	837.0	328.0
160760	4110.0	4085.0
348093	824.0	42.0
387695	8.0	926.0
104326055	32.0	0.0
93948	2.0	25.0
399693	210.0	333.0
104326053	0.0	0.0
399694	150.0	160.0
104326054	1.0	0.0
104326051	0.0	63.0
104326052	36.0	4.0
133150	0.0	0.0
399697	0.0	0.0
100506765	0.0	1.0
387694	237.0	18.0
102724706	0.0	0.0
54361	378.0	1104.0
54360	211.0	31.0
54363	0.0	0.0
387684	0.0	0.0
147798	6650.0	2899.0
159770	0.0	0.0
100506769	2.0	0.0
93973	1788.0	939.0
399668	804.0	405.0
100506795	61.0	22.0
399669	108.0	107.0
399664	1669.0	2604.0
399666	0.0	0.0
93974	3494.0	4290.0
399665	6844.0	17688.0
100506791	3.0	9.0
81993	7.0	12.0
399671	69.0	119.0
399670	467.0	3.0
160777	283.0	1.0
91300	4208.0	6652.0
100506783	2.0	9.0
91304	8223.0	10833.0
100506787	0.0	2.0
100293948	1.0	0.0
204219	6.0	4426.0
121130	1.0	0.0
145165	14.0	20.0
54386	6958.0	4616.0
123787	0.0	0.0
652670	6.0	2.0
121129	0.0	0.0
100506733	1.0	0.0
147746	28.0	9.0
255812	331.0	901.0
147741	2.0	2.0
147744	520.0	13.0
100506737	99.0	268.0
100506736	197.0	32.0
160728	832.0	0.0
100506724	0.0	0.0
100506723	4.0	4.0
93986	362.0	883.0
100506721	0.0	0.0
100913183	2.0	0.0
100913182	1.0	1.0
91319	645.0	1401.0
93979	6.0	0.0
91316	27.0	30.0
133121	97.0	4.0
93978	191.0	4.0
100506753	132.0	137.0
91355	217.0	220.0
91353	2.0	4.0
100506757	3.0	5.0
100506755	229.0	22.0
91351	3027.0	553.0
100506759	1.0	0.0
107080641	0.0	0.0
100506742	169.0	3.0
348021	0.0	0.0
107080653	0.0	0.0
255809	498.0	26.0
100506749	32.0	2.0
107080654	0.0	0.0
107080655	0.0	0.0
107080652	0.0	1.0
348013	1471.0	182.0
338692	2143.0	2889.0
338699	1347.0	631.0
107080628	0.0	0.0
107080629	1.0	0.0
56931	1246.0	2068.0
723779	0.0	0.0
723778	1.0	0.0
107080624	0.0	0.0
107080626	0.0	0.0
107080627	0.0	0.0
56937	10513.0	12627.0
196792	37.0	237.0
107080620	4.0	0.0
56938	681.0	9184.0
107080621	0.0	0.0
107080622	0.0	0.0
107080623	0.0	0.0
56934	5.0	5.0
56935	1414.0	842.0
56936	1.0	87.0
56940	5159.0	2534.0
107080639	0.0	0.0
56941	4211.0	7691.0
56942	995.0	2009.0
56943	3373.0	4375.0
107080636	7.0	6.0
107080637	2.0	4.0
56948	499.0	579.0
56949	4532.0	3964.0
107080632	0.0	0.0
56944	11261.0	1855.0
56945	1863.0	3894.0
56946	2276.0	942.0
56947	3258.0	5033.0
107080630	5.0	0.0
100506713	181.0	161.0
100506712	0.0	1.0
100506710	3877.0	2357.0
338674	0.0	0.0
338675	0.0	0.0
56951	6012.0	3561.0
56952	538.0	801.0
56953	195.0	937.0
102724774	0.0	0.0
56954	1849.0	3303.0
56950	3571.0	4390.0
100506715	0.0	0.0
100506714	358.0	1314.0
56955	1.0	6.0
56956	161.0	13.0
56957	4741.0	2378.0
8600	6.0	49.0
8601	32.0	1069.0
723790	0.0	0.0
338661	0.0	0.0
338662	0.0	0.0
338657	1111.0	546.0
56963	520.0	5230.0
56964	245.0	31.0
56965	2752.0	3855.0
56961	8.0	0.0
56967	11079.0	2931.0
56969	2.0	0.0
8611	3646.0	1125.0
8612	1197.0	8378.0
81926	3716.0	2342.0
145173	1325.0	1024.0
81928	737.0	1092.0
338651	149.0	8.0
81929	2760.0	2375.0
338653	16.0	2.0
81930	160.0	750.0
56975	3606.0	5518.0
81931	239.0	261.0
81932	873.0	2307.0
56970	5348.0	6523.0
56971	379.0	1844.0
8604	1590.0	2112.0
8605	2741.0	434.0
8602	3621.0	5473.0
8603	3472.0	1954.0
8608	30.0	322.0
56977	810.0	1581.0
8609	5512.0	4767.0
56978	188.0	206.0
56979	0.0	0.0
8607	2916.0	5255.0
8622	1372.0	192.0
8623	2760.0	1486.0
8620	0.0	0.0
8621	4782.0	5462.0
338645	376.0	514.0
56984	3152.0	2183.0
56985	522.0	529.0
56986	1466.0	1072.0
338637	0.0	0.0
56987	6597.0	3640.0
102724742	0.0	0.0
56980	968.0	870.0
56981	2402.0	2391.0
56983	1967.0	2741.0
8615	7603.0	5598.0
54329	284.0	145.0
54328	261.0	87.0
8613	17132.0	2706.0
8614	915.0	21526.0
8618	108.0	24.0
8630	3974.0	139.0
8633	1623.0	251.0
8634	2447.0	3687.0
8631	758.0	64.0
8632	426.0	318.0
56990	7122.0	2289.0
169166	5.0	78.0
554175	0.0	1.0
54332	714.0	956.0
56995	3429.0	4122.0
255877	5761.0	262.0
664616	0.0	0.0
56996	3825.0	2258.0
54331	5482.0	1079.0
56997	3209.0	2109.0
664614	0.0	0.0
56998	6208.0	7545.0
664613	0.0	0.0
664612	0.0	0.0
56992	109.0	537.0
56993	4089.0	11230.0
56994	2548.0	726.0
8626	1237.0	136809.0
8624	967.0	2432.0
8625	2425.0	2695.0
56999	2122.0	201.0
664617	0.0	0.0
8629	1397.0	1016.0
8641	369.0	9.0
8644	2775.0	101684.0
8645	1216.0	214.0
8642	13833.0	641.0
8643	127.0	59.0
652624	2.0	6.0
196743	469.0	617.0
54346	0.0	174.0
54345	4167.0	342.0
54344	812.0	1366.0
8637	291.0	250.0
8638	2327.0	117.0
8635	3680.0	3907.0
8636	2751.0	6072.0
8639	62289.0	792.0
196740	6170.0	725.0
8651	663.0	289.0
8650	12707.0	4112.0
8655	11572.0	18173.0
101928685	0.0	1.0
8653	6581.0	7468.0
8654	9391.0	436.0
101928684	0.0	0.0
101928689	6.0	4.0
101928687	0.0	43.0
8648	8913.0	3475.0
8649	3284.0	1913.0
8646	948.0	245.0
8647	5.0	1.0
8662	11211.0	46326.0
8663	874.0	671.0
6001	1594.0	1007.0
8660	4220.0	2128.0
8661	23509.0	24717.0
6000	7.0	1.0
6003	103.0	10.0
8666	8957.0	7619.0
8667	14942.0	22884.0
6002	4393.0	4191.0
8664	15696.0	27457.0
6005	1.0	0.0
6004	3604.0	839.0
8665	12275.0	12463.0
101928698	11.0	0.0
8659	1128.0	3214.0
8658	4233.0	6166.0
8673	9875.0	7056.0
6010	1.0	0.0
8674	2727.0	1608.0
8671	3034.0	28.0
8672	6192.0	5620.0
6011	1.0	7.0
8677	2676.0	1391.0
6014	0.0	0.0
6013	5.0	0.0
8678	5230.0	4217.0
8675	3673.0	4577.0
6016	4272.0	9556.0
8676	4394.0	500.0
6015	3949.0	4975.0
253260	3088.0	4237.0
338707	28.0	1585.0
6007	38.0	35.0
6006	37.0	59.0
8668	11764.0	18476.0
6009	4653.0	4899.0
8669	4025.0	6764.0
6008	3.0	2.0
8685	25947.0	382.0
8682	38450.0	17489.0
6023	0.0	0.0
8683	5325.0	7565.0
8688	0.0	32.0
8689	0.0	1.0
8686	0.0	4.0
8687	1.0	3.0
253272	7.0	9.0
8681	223.0	426.0
253264	384.0	12.0
6018	1997.0	3518.0
6017	1.0	2.0
6019	31.0	2.0
6031	13.0	19.0
6034	43.0	0.0
8693	51.0	56.0
8694	2685.0	3287.0
6033	0.0	0.0
6036	76.0	42.0
6035	72237.0	5109.0
8697	2661.0	2239.0
6038	242.0	29.0
8698	1341.0	105.0
6037	6.0	5.0
101928646	0.0	2.0
554234	1.0	0.0
8692	19299.0	2243.0
6030	20.0	24.0
8690	1181.0	1267.0
554225	0.0	35.0
554226	0.0	0.0
6029	0.0	0.0
170082	348.0	152.0
6043	0.0	0.0
6045	1905.0	2689.0
6044	0.0	0.0
6047	5606.0	6442.0
6046	25561.0	32535.0
6049	3647.0	2916.0
100421217	0.0	0.0
6048	3185.0	3669.0
100421219	0.0	0.0
101928656	9.0	0.0
6041	2044.0	695.0
554213	0.0	0.0
554214	0.0	0.0
56904	4308.0	5153.0
56905	5033.0	4972.0
6039	1569.0	389.0
56906	278.0	290.0
56907	2509.0	974.0
56900	5895.0	5397.0
56901	3154.0	30460.0
56902	1397.0	2694.0
56903	4.0	0.0
100421222	0.0	0.0
375612	139.0	0.0
375611	27.0	40.0
100421224	0.0	0.0
100421226	0.0	0.0
100421228	0.0	0.0
6059	3663.0	4359.0
554210	3.0	3.0
100528062	238.0	249.0
554212	0.0	0.0
6050	24836.0	23312.0
100528064	8.0	10.0
375616	205.0	365.0
6051	7770.0	8439.0
56910	20908.0	19187.0
554202	3.0	43.0
554203	807.0	1632.0
56915	663.0	2005.0
56916	2681.0	2675.0
56917	680.0	498.0
56918	0.0	0.0
56911	1313.0	298.0
56912	2234.0	1733.0
56913	2287.0	2082.0
100421220	0.0	0.0
56914	0.0	1.0
375601	0.0	0.0
100421236	0.0	0.0
6066	0.0	0.0
56919	1685.0	2061.0
6069	0.0	0.0
375607	0.0	0.0
554201	1.0	0.0
6060	0.0	1.0
56920	16886.0	142.0
56926	6773.0	8789.0
56927	6021.0	4483.0
56928	2190.0	1730.0
56929	4099.0	2187.0
56922	2591.0	4979.0
56923	257.0	3.0
56924	25.0	170.0
56925	1773.0	1028.0
100421232	0.0	0.0
6076	2.0	0.0
100421245	0.0	0.0
6075	0.0	0.0
6078	0.0	0.0
6079	0.0	5.0
101928601	2.0	2.0
6070	1.0	1.0
91252	5862.0	2561.0
6071	1.0	1.0
6074	0.0	0.0
101928603	22.0	0.0
101928604	0.0	0.0
101928607	14.0	6.0
387612	0.0	0.0
147700	107.0	2713.0
387615	0.0	0.0
6086	0.0	0.0
6089	0.0	0.0
101928611	0.0	0.0
6080	0.0	0.0
6083	0.0	0.0
101928616	0.0	0.0
6082	0.0	0.0
6085	0.0	0.0
6084	2.0	0.0
123722	14.0	12.0
387601	1.0	1.0
123720	1774.0	1179.0
147710	3.0	1.0
147711	14.0	5.0
147719	0.0	0.0
6098	6952.0	47.0
6097	2164.0	15.0
6092	6018.0	719.0
6091	5956.0	1880.0
6094	268.0	265.0
100528020	0.0	0.0
6093	9623.0	4022.0
100528021	5.0	13.0
6096	190.0	30.0
6095	3847.0	3189.0
91272	2474.0	4270.0
147727	1380.0	1484.0
387638	0.0	1.0
100528030	17.0	14.0
101928638	3.0	0.0
100528032	33.0	4.0
100421271	0.0	1.0
100506697	88.0	43.0
100506696	55.0	340.0
91298	971.0	1294.0
100528007	0.0	0.0
123775	111.0	93.0
91289	7181.0	8368.0
399656	3.0	0.0
100506686	439.0	206.0
100506685	3.0	1.0
100528016	7.0	0.0
100528017	30.0	8.0
100528018	0.0	6.0
100528019	9.0	0.0
100506681	5.0	5.0
91283	1220.0	4648.0
100506680	1.0	0.0
387646	70.0	123.0
387647	0.0	0.0
387644	26.0	11.0
387640	104.0	50.0
100421295	52.0	37.0
387680	3200.0	1972.0
375686	26.0	9.0
123745	60.0	317.0
100506898	21.0	10.0
100506897	0.0	0.0
390992	0.0	0.0
54471	4527.0	5617.0
54470	1000.0	804.0
390996	1.0	4.0
390999	0.0	0.0
54475	1159.0	1736.0
387338	2347.0	2320.0
54474	0.0	0.0
54472	7360.0	7118.0
389997	0.0	0.0
54478	66.0	698.0
54477	2952.0	2367.0
387332	0.0	0.0
54476	5806.0	4710.0
91404	5060.0	1748.0
91405	39.0	4.0
91408	3178.0	4790.0
91409	187.0	242.0
375346	511.0	128.0
100506888	0.0	1.0
389992	0.0	0.0
102724826	80.0	456.0
389990	0.0	0.0
102724827	130.0	303.0
54482	559.0	1023.0
102724820	294.0	3.0
100506881	105.0	52.0
54480	5742.0	6209.0
387328	4.0	0.0
387325	2.0	11.0
145497	12.0	0.0
400866	7.0	0.0
387323	0.0	2.0
387321	0.0	2.0
54487	2762.0	2796.0
387322	1.0	0.0
375350	0.0	1.0
723809	1597.0	16.0
338391	17.0	0.0
91433	397.0	902.0
338396	0.0	9.0
387363	0.0	0.0
387364	0.0	0.0
338398	3.0	0.0
387361	0.0	0.0
102724816	0.0	0.0
338399	1.0	0.0
387362	0.0	0.0
54492	4835.0	4744.0
54491	7455.0	781.0
54490	0.0	10.0
54497	4384.0	1897.0
54496	1626.0	1792.0
448835	0.0	1.0
54495	5688.0	5086.0
448834	1.0	1323.0
387359	0.0	0.0
387357	667.0	294.0
54499	5995.0	8716.0
121498	0.0	0.0
54498	594.0	4384.0
170463	2841.0	1492.0
157489	206.0	291.0
338382	1340.0	3704.0
390980	261.0	210.0
338388	0.0	0.0
448831	0.0	1.0
400841	27.0	0.0
91419	302.0	795.0
91452	3865.0	2783.0
338376	1.0	20.0
145447	86.0	41.0
100313532	3.0	1.0
91442	177.0	372.0
375387	2823.0	237.0
91445	4002.0	3674.0
107080554	0.0	0.0
133482	1.0	4.0
100506874	67.0	257.0
100506872	4.0	1.0
169436	50.0	71.0
170425	3.0	14.0
133491	4.0	2.0
91464	0.0	0.0
100506866	191.0	124.0
400892	2.0	0.0
400891	47.0	2.0
91461	2801.0	503.0
145483	846.0	259.0
145482	578.0	462.0
338339	116.0	8.0
100506810	60.0	26.0
338328	2694.0	6.0
100506815	2.0	0.0
326337	0.0	0.0
326339	0.0	0.0
338321	2.0	2.0
338322	2.0	27.0
338323	22.0	3.0
338324	3.0	200.0
341965	0.0	3.0
326341	0.0	0.0
326340	1.0	6.0
326343	9.0	8.0
326342	105.0	17.0
54407	19917.0	33674.0
8710	7.0	621.0
100506834	71.0	81.0
8711	692.0	1957.0
54413	326.0	47.0
8703	2909.0	3722.0
101410540	0.0	0.0
8704	3388.0	7651.0
101410541	0.0	0.0
8701	774.0	13.0
101410542	0.0	0.0
54414	3112.0	1135.0
8702	1815.0	12275.0
100506835	43.0	0.0
101410543	20.0	1.0
8707	803.0	14.0
101410544	2.0	1.0
8708	30.0	8.0
101410545	0.0	0.0
101410546	0.0	0.0
8705	1501.0	1679.0
8706	3308.0	3507.0
326315	0.0	1.0
326317	0.0	0.0
8721	11531.0	19997.0
8722	6936.0	2915.0
8720	14653.0	5680.0
101410537	1.0	5.0
101410538	3583.0	2064.0
341947	1.0	1.0
8714	2790.0	8162.0
8715	9.0	1.0
100506826	25.0	85.0
8712	2.0	0.0
8718	243.0	755.0
101410533	31.0	65.0
101410534	0.0	0.0
326325	0.0	0.0
101410535	65.0	100.0
8717	1927.0	3734.0
54429	8.0	23.0
101410536	0.0	0.0
326307	534.0	838.0
8732	1596.0	2455.0
8733	9006.0	14274.0
8731	3448.0	2179.0
54431	8871.0	5272.0
400836	1.0	1.0
170487	94.0	141.0
54435	19.0	104.0
54434	8358.0	4202.0
400831	238.0	11.0
54433	828.0	856.0
400830	0.0	0.0
54432	2255.0	2712.0
54439	1989.0	1131.0
8725	5161.0	7509.0
8726	1120.0	1382.0
54438	3991.0	2196.0
54437	266.0	276.0
8723	3607.0	1696.0
326310	93.0	174.0
8724	13286.0	17648.0
54436	2648.0	1497.0
8729	11257.0	7873.0
100337589	1.0	0.0
170485	0.0	1.0
8727	12110.0	6190.0
8728	2817.0	1694.0
170482	54.0	1.0
8740	541.0	31.0
8743	24620.0	14226.0
8744	206.0	613.0
8741	4007.0	289.0
8742	6113.0	826.0
102724868	0.0	0.0
102724866	1.0	3.0
54442	2801.0	3744.0
54441	13.0	15.0
54440	5226.0	473.0
400823	28.0	12.0
102724862	0.0	0.0
54443	324.0	6175.0
8736	696.0	30.0
8737	4993.0	2463.0
8735	15.0	12.0
326300	2.0	3.0
8738	891.0	1037.0
8739	49.0	92.0
8751	14760.0	11605.0
8754	19865.0	17012.0
8755	0.0	0.0
102724853	4.0	0.0
54453	13354.0	12251.0
255512	49.0	100.0
54457	3.0	17.0
54456	31.0	41.0
554049	1.0	1.0
54455	3377.0	2754.0
54454	1150.0	905.0
8747	12.0	3.0
8748	9.0	10.0
8745	467.0	14082.0
54458	6049.0	3333.0
400818	735.0	414.0
8749	0.0	0.0
8761	9767.0	12353.0
6100	445.0	841.0
8760	11267.0	7777.0
6102	3038.0	1257.0
8766	16384.0	10414.0
6101	166.0	7.0
8763	23323.0	25059.0
6103	1454.0	613.0
8764	5361.0	1669.0
54460	2421.0	4042.0
54464	4446.0	5855.0
54463	2146.0	691.0
54462	8464.0	4174.0
54461	8293.0	10407.0
54468	2005.0	2466.0
54467	4580.0	4453.0
54466	13.0	5.0
54465	1114.0	979.0
255520	1986.0	1256.0
8759	0.0	0.0
8756	0.0	2.0
54469	5239.0	4511.0
8772	758.0	954.0
8773	6446.0	2824.0
8771	0.0	0.0
8776	2849.0	3277.0
8777	5514.0	411.0
8774	2576.0	1666.0
8775	7618.0	4849.0
101928566	0.0	0.0
8767	2013.0	822.0
6120	2229.0	1867.0
101928571	6.0	7.0
8784	135.0	3379.0
6122	132840.0	165768.0
8781	0.0	2.0
6121	2.0	107.0
8787	1636.0	231.0
6124	85960.0	121724.0
6123	4.0	120.0
8788	7.0	3.0
8785	9.0	8.0
6126	11.0	19.0
8786	472.0	67.0
6125	54280.0	94700.0
101928578	216.0	74.0
8780	5998.0	18040.0
6117	8030.0	11358.0
8778	155.0	14.0
6119	933.0	1837.0
6118	3460.0	3919.0
8794	885.0	58.0
8795	5270.0	8729.0
6130	60779.0	136670.0
8792	496.0	592.0
6133	27390.0	51262.0
6132	69759.0	168451.0
8793	1085.0	295.0
8798	1173.0	890.0
6135	45442.0	49024.0
8799	2809.0	2293.0
6134	90493.0	79616.0
8796	9553.0	1897.0
6137	52934.0	50521.0
8797	1297.0	2555.0
6136	29757.0	67208.0
100421307	0.0	0.0
101735302	124.0	223.0
8790	963.0	1298.0
100134444	1.0	0.0
6128	32864.0	56874.0
8789	6.0	9.0
6129	29877.0	63268.0
6142	15093.0	29208.0
6141	30505.0	61262.0
100421311	4.0	5.0
6144	14749.0	13246.0
6143	58282.0	79316.0
100421313	7.0	1.0
6146	18567.0	23099.0
6145	1.0	0.0
6148	0.0	0.0
6147	23990.0	17157.0
100421318	0.0	0.0
100421319	0.0	0.0
100337590	0.0	0.0
100337591	2.0	1.0
6139	1636.0	6021.0
6138	55588.0	35928.0
6152	25016.0	41284.0
6155	29811.0	47263.0
6154	15892.0	23644.0
100421324	0.0	0.0
6157	40146.0	66836.0
6156	33833.0	60327.0
6159	24650.0	28146.0
6158	34180.0	56124.0
100421328	2.0	4.0
6150	1819.0	2812.0
101928527	621.0	668.0
6164	23442.0	14494.0
6163	12.0	1.0
6166	9167.0	7809.0
6165	22288.0	92072.0
6168	31448.0	56207.0
6167	28660.0	99089.0
100421338	0.0	0.0
6169	14893.0	28217.0
101928536	0.0	0.0
6160	35182.0	42359.0
101928537	0.0	2.0
6161	39917.0	40567.0
100421331	1.0	0.0
6175	67897.0	214160.0
6174	60.0	82.0
6176	66077.0	130075.0
101928545	104.0	77.0
6171	12294.0	16936.0
6170	5557.0	9546.0
6173	2137.0	4616.0
6172	121.0	144.0
100421340	0.0	0.0
100421341	2.0	1.0
100421354	0.0	0.0
6185	26987.0	29990.0
101928550	62.0	7.0
6188	64553.0	98643.0
6187	34533.0	55885.0
100421357	1.0	0.0
6189	23560.0	22085.0
101928555	88.0	6.0
6182	666.0	1577.0
6181	34962.0	55888.0
6184	26157.0	28795.0
101928559	0.0	0.0
6183	1199.0	3478.0
100421350	9.0	11.0
100421351	3.0	6.0
100421353	1.0	2.0
6197	10224.0	4135.0
6196	22762.0	1913.0
6199	2414.0	4482.0
6198	2574.0	1835.0
6191	60232.0	78976.0
6193	30153.0	58288.0
6192	14566.0	35099.0
91373	1385.0	3415.0
6195	11788.0	8128.0
6194	87500.0	82259.0
390916	1583.0	2086.0
145407	340.0	518.0
100421363	5.0	0.0
100421376	0.0	0.0
100421379	0.0	0.0
91369	9164.0	3764.0
91368	1209.0	1358.0
652489	2.0	2.0
390924	24.0	19.0
389901	9.0	9.0
390928	12.0	175.0
390927	409.0	309.0
100421371	9.0	1.0
100421374	25.0	9.0
389903	1.0	23.0
100421389	0.0	1.0
91392	387.0	72.0
389935	0.0	0.0
389932	3.0	8.0
100421384	15.0	14.0
100421398	3.0	2.0
100421399	0.0	1.0
101928513	5.0	1.0
91380	0.0	0.0
390904	0.0	0.0
145438	23.0	38.0
100421390	0.0	0.0
100421391	1.0	0.0
100421395	11.0	8.0
100421397	1.0	1.0
375316	36.0	53.0
375318	0.0	0.0
390963	81.0	11.0
375307	274.0	7.0
389941	105.0	26.0
389948	0.0	0.0
375337	1.0	1.0
377997	0.0	0.0
387316	0.0	0.0
121456	168.0	7.0
387317	0.0	0.0
121457	1746.0	1259.0
389976	0.0	1.0
375341	843.0	337.0
387319	0.0	0.0
375323	21.0	1.0
389970	1.0	43.0
390940	312.0	232.0
133418	4096.0	1308.0
390948	0.0	0.0
121441	1841.0	1657.0
390949	2.0	0.0
652411	2.0	8.0
145370	3.0	0.0
102724954	0.0	1.0
54596	368.0	3.0
375484	1179.0	629.0
91526	4129.0	304.0
133396	20.0	947.0
196951	228.0	201.0
91523	1031.0	625.0
91522	226.0	78.0
121391	1.0	127.0
145376	157.0	35.0
400986	88.0	49.0
400984	13.0	4.0
196968	120.0	14.0
157378	2262.0	2700.0
723961	1.0	0.0
145389	639.0	822.0
157381	49.0	2.0
91543	3288.0	224.0
91544	1653.0	824.0
102724923	1.0	0.0
652423	0.0	0.0
169355	20.0	2.0
400966	0.0	0.0
121364	0.0	0.0
400961	1028.0	450.0
157376	1.0	0.0
91574	1544.0	1818.0
157313	60.0	1390.0
157317	0.0	0.0
147991	2511.0	951.0
399495	3.0	0.0
159963	16.0	230.0
100506965	477.0	59.0
100506963	46.0	119.0
387495	0.0	0.0
387496	1546.0	793.0
387494	0.0	1.0
387491	0.0	1.0
387492	63.0	29.0
387486	0.0	0.0
157310	5779.0	13.0
100506994	50.0	31.0
338470	7.0	1.0
170302	88.0	14.0
204010	1.0	48.0
399473	54.0	160.0
399474	953.0	1549.0
91584	1285.0	263.0
159989	70.0	10.0
91582	3854.0	4924.0
107126360	1.0	0.0
133383	255.0	111.0
100506930	719.0	1655.0
100820741	0.0	0.0
338448	0.0	0.0
8808	56.0	379.0
8809	1768.0	216.0
54512	806.0	2178.0
54511	253.0	1.0
54510	3389.0	359.0
54516	695.0	969.0
8802	4673.0	5411.0
8803	2736.0	1665.0
54514	0.0	0.0
8800	992.0	908.0
8801	5323.0	1356.0
8807	213.0	25.0
400916	1317.0	3317.0
54518	3135.0	255.0
8804	11657.0	18521.0
100506939	1.0	13.0
54517	1010.0	1453.0
8805	3680.0	1499.0
8820	32.0	35.0
8821	2165.0	607.0
338440	587.0	719.0
338442	1866.0	1152.0
8819	391.0	718.0
100820732	0.0	0.0
255620	0.0	0.0
54522	422.0	608.0
54521	2056.0	1217.0
54520	3431.0	2690.0
100820735	0.0	0.0
8813	1884.0	2897.0
170393	11.0	48.0
8814	383.0	247.0
170392	22.0	17.0
100506925	0.0	0.0
8811	4.0	8.0
8812	889.0	1552.0
8817	518.0	9.0
8818	2848.0	7173.0
54529	3299.0	3290.0
255626	0.0	0.0
8815	6181.0	10361.0
8816	7735.0	3777.0
170394	2242.0	1419.0
8831	1971.0	926.0
8832	2704.0	273.0
100506953	1.0	0.0
338433	0.0	0.0
338436	0.0	1.0
338427	0.0	0.0
338428	0.0	0.0
338429	0.0	0.0
54534	1560.0	3448.0
54532	5236.0	1313.0
54531	2767.0	1877.0
54538	31210.0	487.0
8824	6117.0	13197.0
8825	1828.0	177.0
54537	2177.0	1670.0
54536	2808.0	1429.0
8822	7.0	17.0
8823	3.0	5.0
54535	908.0	1139.0
8828	10783.0	7138.0
8829	30492.0	3796.0
8826	41429.0	39728.0
54539	4492.0	5349.0
8842	1657.0	9.0
8843	326.0	52.0
8840	690.0	694.0
8841	4005.0	3876.0
100158257	0.0	0.0
54541	3893.0	8520.0
54540	1569.0	947.0
54545	6130.0	4568.0
54544	8.0	718.0
54543	8786.0	11219.0
54542	5552.0	5210.0
54549	1549.0	1911.0
8835	3023.0	1599.0
8836	854.0	4333.0
8833	4535.0	19047.0
8834	1515.0	2359.0
54546	1.0	0.0
8839	10036.0	57.0
8837	26414.0	3939.0
8838	5.0	42.0
101928483	11.0	61.0
8850	3926.0	564.0
101928484	0.0	1.0
8853	2811.0	1769.0
8854	1471.0	33.0
8851	218.0	1080.0
8852	2.0	1.0
400960	1106.0	914.0
338412	6.0	1.0
338413	0.0	0.0
54552	1325.0	806.0
400957	4.0	7.0
54551	94.0	32.0
54550	6.0	112.0
196996	3245.0	1189.0
400955	6.0	14.0
400954	92.0	342.0
54556	1336.0	705.0
54555	2720.0	5384.0
400952	2.0	26.0
54554	645.0	578.0
400950	279.0	0.0
8846	863.0	929.0
100820709	0.0	1.0
8847	188.0	201.0
54558	1573.0	282.0
8844	3034.0	1338.0
54557	1612.0	581.0
8848	24045.0	8958.0
196993	15.0	3.0
8861	6100.0	6430.0
101928492	108.0	137.0
8864	4119.0	2525.0
6201	22258.0	47851.0
6203	43020.0	45043.0
8862	6701.0	369.0
101928496	0.0	2.0
8863	6700.0	1864.0
6202	47073.0	87258.0
723972	3.0	5.0
400946	39.0	43.0
400945	66.0	105.0
54567	5415.0	491.0
54566	1709.0	3840.0
400941	27.0	2.0
8857	3049.0	3423.0
8858	2.0	2.0
54569	0.0	0.0
8856	38.0	8.0
54568	0.0	0.0
8859	856.0	1102.0
8871	1556.0	3203.0
8872	3681.0	5940.0
6210	25441.0	25705.0
8870	2775.0	9455.0
100421500	0.0	0.0
8875	908.0	36.0
8876	259.0	26.0
8874	5612.0	2346.0
100421506	0.0	0.0
100421509	0.0	0.0
54570	0.0	0.0
400935	2.0	4.0
54574	0.0	0.0
54573	0.0	0.0
54572	0.0	0.0
400932	0.0	11.0
54571	0.0	0.0
54578	59.0	4046.0
255631	300.0	390.0
400931	69.0	127.0
54577	0.0	1496.0
54576	0.0	4.0
54575	0.0	2.0
6205	70687.0	83768.0
100506915	37.0	7.0
8869	4155.0	275.0
6204	6860.0	16558.0
6207	21506.0	28122.0
6206	49308.0	96589.0
8867	2440.0	542.0
54579	0.0	4.0
6209	13707.0	25597.0
6208	42540.0	46048.0
170384	4141.0	2919.0
100506916	0.0	1.0
8882	3224.0	4247.0
8883	2162.0	7915.0
8880	5838.0	7954.0
8881	4470.0	3761.0
8886	6638.0	10893.0
6223	32638.0	78162.0
100421512	0.0	0.0
8887	14038.0	13429.0
6222	75604.0	212642.0
8884	1458.0	2212.0
6224	42928.0	69824.0
100421515	27.0	14.0
54581	332.0	233.0
