id	306df79f-3f2c-4631-b527-7d79336bc573	d1b9c517-43bc-47c3-b533-a21c1f2d5fff
10383	27955.0	68685.0
10382	22.0	619.0
118813	2003.0	2685.0
102466906	3.0	1.0
118812	465.0	508.0
100885800	0.0	11.0
645051	0.0	0.0
100873828	0.0	0.0
101515984	0.0	0.0
100873826	0.0	0.0
100873825	0.0	0.0
100873829	1.0	8.0
10385	1733.0	1321.0
100873820	0.0	0.0
10384	4474.0	2066.0
10389	59.0	1637.0
100873824	4.0	10.0
10388	165.0	3769.0
100873823	0.0	0.0
100873822	0.0	0.0
100873821	0.0	0.0
285296	2.0	3.0
645065	0.0	0.0
100128237	1.0	1.0
10350	555.0	163.0
102466918	0.0	0.0
442582	246.0	406.0
102466912	0.0	1.0
102466911	0.0	0.0
100873859	0.0	0.0
100873858	0.0	0.0
442578	119.0	874.0
10352	999.0	1108.0
100873853	2.0	1.0
10351	3940.0	55.0
100873852	0.0	1.0
10354	706.0	1223.0
100873851	0.0	0.0
100873850	0.0	0.0
10356	3.0	4.0
790952	1.0	0.0
100873857	0.0	0.0
10355	0.0	0.0
100873856	0.0	0.0
100873855	0.0	0.0
10357	11.0	1892.0
790955	894.0	1649.0
100873854	0.0	0.0
131831	5.0	36.0
100128227	3.0	9.0
10361	202.0	682.0
10360	420.0	1329.0
645073	0.0	0.0
442572	17.0	15.0
100873849	0.0	0.0
100873848	1.0	0.0
100873847	0.0	0.0
10363	1792.0	2967.0
100873842	0.0	0.0
10362	3599.0	7211.0
100873841	0.0	0.0
10365	6796.0	600.0
100873840	0.0	0.0
10367	5222.0	3678.0
100873846	0.0	0.0
100873845	1.0	0.0
10369	0.0	1.0
10368	1.0	0.0
100873843	0.0	0.0
100128220	1.0	0.0
285231	10.0	14.0
100873871	0.0	0.0
100873870	2.0	0.0
285237	1189.0	1585.0
100128217	1.0	0.0
503838	9.0	4.0
503837	0.0	0.0
503834	1.0	0.0
645084	3.0	19.0
503835	14.0	0.0
503841	0.0	0.0
10338	0.0	0.0
10337	1.0	5.0
503840	0.0	0.0
100885850	1.0	4.0
116211	48.0	28.0
100873875	0.0	0.0
10330	1265.0	2290.0
100873874	0.0	0.0
10332	465.0	8.0
100873873	0.0	0.0
10331	272.0	226.0
100873872	1.0	0.0
100873879	0.0	0.0
10333	253.0	313.0
100873878	0.0	0.0
10336	2567.0	7101.0
100873877	1.0	1.0
10335	1064.0	231.0
285242	3.0	533.0
100885848	22.0	44.0
100873860	2.0	7.0
118856	4.0	3.0
645094	11.0	12.0
10349	244.0	82.0
100873869	0.0	0.0
100873864	1.0	0.0
100873863	5.0	0.0
10340	2.0	3.0
10343	34.0	119.0
100128203	0.0	0.0
100873862	0.0	0.0
100131800	0.0	0.0
10342	4746.0	13476.0
100873861	0.0	0.0
100131801	1697.0	2661.0
10345	2.0	0.0
10344	5.0	1.0
100873867	0.0	1.0
10347	2226.0	3269.0
100873866	0.0	0.0
10346	8306.0	7021.0
100873865	0.0	0.0
102466953	0.0	0.0
100873893	0.0	0.0
100873892	2.0	0.0
100873891	2.0	0.0
100873890	0.0	4.0
10316	557.0	71.0
10318	11462.0	7157.0
10317	70.0	1452.0
10319	2129.0	377.0
100873897	0.0	0.0
100131810	1.0	0.0
100873896	3.0	1.0
100873895	0.0	0.0
100873894	30.0	34.0
10312	7906.0	6640.0
10311	3892.0	4040.0
100131814	60.0	49.0
10314	4132.0	6517.0
100873899	3.0	2.0
10313	14369.0	42984.0
100131816	0.0	0.0
100873898	0.0	0.0
285266	400.0	248.0
285267	392.0	494.0
100873882	7.0	4.0
285268	1559.0	2137.0
100873881	0.0	0.0
100873880	0.0	4.0
202915	492.0	202.0
100885864	0.0	0.0
100885866	62.0	100.0
102466967	0.0	0.0
10327	7277.0	12646.0
10326	1799.0	260.0
10329	891.0	1628.0
10328	1511.0	2811.0
442523	16.0	34.0
442524	89.0	208.0
442525	4.0	24.0
100873886	1.0	0.0
100873885	0.0	0.0
10321	52.0	1.0
100873884	0.0	0.0
10320	2182.0	1566.0
100873883	0.0	0.0
100131823	0.0	1.0
10322	1412.0	3753.0
100873889	1.0	1.0
100131825	84.0	22.0
10325	1168.0	2366.0
100873888	3.0	9.0
100131827	509.0	742.0
100873887	1.0	6.0
10324	69.0	37.0
344178	0.0	2.0
102466972	0.0	0.0
116135	4.0	1.0
102466985	0.0	0.0
344167	0.0	1482.0
102466984	0.0	0.0
128102	4.0	1.0
102466983	0.0	1.0
102466982	0.0	0.0
118788	3154.0	1284.0
116123	0.0	0.0
102466995	6.0	0.0
116113	5783.0	13947.0
83259	1.0	0.0
116115	912.0	1335.0
344148	6401.0	1392.0
128153	702.0	241.0
645001	3.0	3.0
10291	10391.0	9969.0
645000	2.0	3.0
10290	367.0	2351.0
10293	108.0	950.0
10295	2879.0	3739.0
10294	5044.0	3122.0
100128292	33.0	83.0
100873916	0.0	0.0
100873914	0.0	0.0
100873913	0.0	2.0
116179	0.0	2.0
100873919	1.0	1.0
100873918	1.0	6.0
100873917	1.0	0.0
10297	188.0	292.0
10296	3433.0	7016.0
100128299	5.0	31.0
10299	7755.0	26517.0
10298	5927.0	8152.0
100873912	58.0	31.0
100873911	0.0	0.0
116173	106.0	2.0
100873910	0.0	0.0
645015	11.0	21.0
200315	227.0	122.0
200316	362.0	759.0
200312	725.0	1335.0
100873904	0.0	21.0
100873902	27.0	13.0
100873909	0.0	3.0
100873907	20.0	7.0
100873906	0.0	0.0
100873901	0.0	0.0
100128285	23.0	37.0
100873900	0.0	0.0
645024	1.0	0.0
100775107	13.0	7.0
10270	2447.0	3415.0
645027	46.0	10.0
10273	3186.0	2450.0
100775104	39.0	249.0
10272	5353.0	1298.0
100008586	0.0	0.0
116149	13.0	10.0
100873938	0.0	0.0
100873937	2.0	1.0
116154	787.0	490.0
100873935	1.0	1.0
116159	2475.0	228.0
100873939	1.0	0.0
100873930	4.0	55.0
10274	1843.0	5959.0
10277	3495.0	12219.0
10276	5441.0	11559.0
10279	1235.0	1418.0
100873934	24.0	6.0
10278	1292.0	3810.0
100873933	2.0	0.0
116151	4862.0	23884.0
100873932	1.0	0.0
116150	2418.0	1642.0
100128275	0.0	1.0
10280	2257.0	6040.0
10282	1366.0	1027.0
10281	0.0	0.0
10284	9321.0	9354.0
647696	0.0	0.0
10283	1425.0	2058.0
116138	6300.0	20699.0
645030	1.0	0.0
1602	713.0	35.0
1601	8063.0	1659.0
100873926	0.0	0.0
1600	44.0	39.0
100128260	1.0	0.0
116143	106.0	239.0
100873924	19.0	7.0
100873929	0.0	0.0
100873928	2.0	4.0
10286	2148.0	3248.0
10285	2024.0	3271.0
1609	1385.0	1355.0
100128266	0.0	3.0
1608	367.0	92.0
10288	1437.0	668.0
1607	4.0	2.0
10287	1946.0	2154.0
1606	994.0	1462.0
100873923	10.0	51.0
10289	2931.0	1950.0
1605	10787.0	14620.0
100128262	16.0	28.0
100873922	2.0	18.0
1604	45248.0	1444.0
100873921	0.0	3.0
1603	8050.0	6729.0
100128264	0.0	0.0
100873920	0.0	2.0
100287639	10.0	0.0
319133	35.0	31.0
319134	3.0	6.0
100287635	3.0	0.0
319130	16.0	10.0
319139	0.0	0.0
319135	1.0	1.0
100287630	0.0	0.0
319136	0.0	2.0
552891	0.0	1.0
319138	1.0	4.0
1613	4258.0	4211.0
200350	21.0	34.0
1612	17669.0	14606.0
1611	7740.0	19862.0
165140	82.0	149.0
1610	13.0	3.0
552889	8335.0	30690.0
1618	0.0	1.0
1617	0.0	0.0
1616	3926.0	5424.0
1615	4000.0	10521.0
319142	0.0	0.0
319143	8.0	3.0
319144	0.0	0.0
319145	1.0	4.0
100287625	0.0	1.0
1624	1.0	0.0
1623	0.0	2.0
1622	11598.0	6705.0
1621	58.0	191.0
1620	464.0	1389.0
1629	2482.0	1412.0
552879	0.0	3.0
1628	1639.0	1242.0
1627	2560.0	9787.0
319111	1.0	0.0
128178	160.0	217.0
319112	0.0	1.0
100287616	139.0	1148.0
393046	0.0	0.0
319117	3.0	0.0
319118	0.0	0.0
319114	7.0	33.0
1635	4796.0	4703.0
200373	2410.0	372.0
1634	54216.0	5185.0
1633	1553.0	3815.0
1632	2668.0	2242.0
552860	12.0	37.0
1630	854.0	32.0
1639	12665.0	6941.0
1638	29.0	55.0
1636	6850.0	2243.0
319122	8.0	2.0
319123	0.0	0.0
100287603	3.0	0.0
319128	4.0	9.0
319129	6.0	3.0
1646	1379.0	132.0
1645	3020.0	121.0
1644	353.0	60.0
1643	1857.0	5132.0
85824	8.0	15.0
1642	14445.0	33042.0
1641	0.0	635.0
552859	0.0	0.0
1649	1173.0	1745.0
1647	842.0	1774.0
346711	0.0	0.0
100631381	0.0	0.0
100631382	0.0	0.0
100631383	11.0	1.0
1660	10334.0	39595.0
1657	2679.0	2036.0
1656	9161.0	13264.0
1655	45493.0	46884.0
1654	21602.0	32975.0
1653	6484.0	9876.0
1652	1268.0	1175.0
346708	0.0	1.0
1650	11812.0	37375.0
346702	12.0	18.0
1659	3623.0	8141.0
319100	0.0	0.0
319101	0.0	1.0
1671	3.0	1.0
1670	0.0	0.0
319103	0.0	1.0
1668	57.0	1.0
1667	0.0	0.0
1666	4242.0	4737.0
1665	6720.0	20493.0
1663	204.0	6224.0
1662	1298.0	1917.0
1661	0.0	11.0
1669	14.0	0.0
1678	208.0	718.0
1677	345.0	961.0
1676	3139.0	4913.0
1675	6572.0	523.0
1674	3489.0	169.0
1673	1.0	0.0
1672	697.0	67.0
153129	646.0	1155.0
1690	17.0	947.0
165100	5.0	44.0
1687	449.0	1116.0
85865	1138.0	4389.0
100873552	0.0	0.0
100873551	0.0	0.0
100873550	0.0	0.0
100861569	1.0	0.0
100287596	0.0	3.0
100861563	5.0	11.0
10415	0.0	1.0
10417	2054.0	2020.0
493861	114.0	45.0
493860	21.0	110.0
100287591	0.0	0.0
10419	2346.0	3211.0
10418	3139.0	652.0
100873556	0.0	0.0
100873555	0.0	0.0
100131711	0.0	0.0
493869	700.0	878.0
100873554	0.0	0.0
100873553	0.0	0.0
100131713	19.0	10.0
10411	1628.0	434.0
10410	28882.0	11662.0
100873559	0.0	5.0
10413	10621.0	5716.0
100873558	1.0	0.0
10412	4479.0	2962.0
100873557	0.0	0.0
100873541	0.0	1.0
100873540	0.0	0.0
442271	0.0	1.0
100861574	0.0	0.0
10426	1810.0	5608.0
442266	0.0	2.0
10425	4594.0	5527.0
442267	0.0	3.0
10428	3858.0	3766.0
10427	3106.0	2438.0
100861573	1.0	0.0
100873545	0.0	0.0
100873544	0.0	0.0
10420	540.0	874.0
100873543	0.0	1.0
100873542	0.0	0.0
10422	2941.0	10207.0
493856	1377.0	2869.0
100873549	2.0	0.0
10421	5340.0	7053.0
100873548	0.0	0.0
100131726	0.0	11.0
10424	5025.0	4984.0
100873547	0.0	0.0
10423	7059.0	8058.0
100873546	0.0	0.0
100873570	0.0	0.0
100873574	0.0	0.0
100873573	0.0	0.0
100873572	0.0	0.0
100873571	0.0	0.0
100287579	0.0	0.0
100287577	0.0	0.0
100287573	0.0	0.0
100873578	2.0	0.0
100873577	0.0	0.0
100131733	254.0	101.0
100873576	0.0	0.0
100873575	0.0	0.0
100873579	0.0	0.0
100873563	0.0	4.0
100873562	0.0	0.0
100287569	26.0	112.0
100873561	0.0	0.0
100873560	0.0	0.0
442290	1.0	0.0
442291	1.0	3.0
100287567	0.0	0.0
10404	3366.0	1263.0
10403	53.0	4131.0
10406	8647.0	13081.0
10408	2.0	129.0
10407	1.0	0.0
100131740	0.0	0.0
10409	2006.0	9550.0
100873567	0.0	0.0
100131743	3.0	10.0
100873566	6.0	10.0
100873565	0.0	0.0
100873564	0.0	0.0
10400	1306.0	1443.0
10402	1517.0	294.0
100873569	0.0	0.0
10401	2396.0	7700.0
100873568	0.0	0.0
100873592	0.0	0.0
100873591	0.0	0.0
100873590	0.0	0.0
100873596	0.0	0.0
100873595	0.0	0.0
493829	14.0	20.0
100873594	0.0	0.0
100873593	0.0	0.0
100287559	41.0	16.0
442240	8.0	3.0
442242	2.0	1.0
100287551	3.0	3.0
442233	0.0	1.0
442234	0.0	0.0
442236	0.0	0.0
442237	1.0	2.0
442239	1.0	1.0
100131755	1109.0	1675.0
100873599	0.0	0.0
100873598	0.0	0.0
493825	0.0	0.0
100873597	0.0	0.0
493821	1.0	59.0
100873581	0.0	0.0
100873580	0.0	0.0
100873585	0.0	0.0
100873584	0.0	0.0
100873583	1.0	0.0
100873582	0.0	0.0
100287542	0.0	0.0
442231	5.0	14.0
442232	1.0	2.0
100131760	1.0	1.0
442227	0.0	0.0
442229	0.0	0.0
100873589	0.0	1.0
100873588	0.0	0.0
100873587	0.0	0.0
100873586	0.0	0.0
493812	844.0	905.0
442260	0.0	1.0
442262	1.0	2.0
442255	2.0	0.0
442256	0.0	0.0
442257	0.0	0.0
442258	1.0	1.0
100131775	0.0	2.0
100131777	0.0	0.0
100287528	1.0	0.0
442252	2.0	3.0
100287520	1.0	49.0
442253	1.0	1.0
442245	0.0	1.0
442247	0.0	0.0
442249	0.0	1.0
100131784	0.0	0.0
100131789	0.0	0.0
647589	0.0	2.0
10491	14201.0	6683.0
100128139	1.0	14.0
10490	5932.0	3639.0
10493	19037.0	13514.0
10492	8763.0	21622.0
10495	906.0	2740.0
100128135	0.0	0.0
10494	5207.0	7558.0
10497	17306.0	3623.0
100128136	0.0	1.0
10499	3316.0	4363.0
128506	2.0	4.0
10498	1928.0	9035.0
100128132	0.0	0.0
100128127	1.0	0.0
128500	4.0	1.0
116512	0.0	7.0
116519	47.0	2.0
105419997	38.0	16.0
100128126	20.0	201.0
100861506	0.0	0.0
10471	1547.0	2548.0
100861507	0.0	1.0
100128119	2.0	0.0
100128118	1.0	0.0
100861504	1.0	10.0
444882	1.0	65.0
442221	1.0	1.0
442211	7.0	1.0
442213	87.0	74.0
442215	3.0	1.0
442216	1.0	2.0
116511	6.0	4.0
442217	1.0	0.0
442218	1.0	0.0
10473	3420.0	4161.0
10472	2017.0	4954.0
100533177	0.0	2.0
10475	3543.0	3139.0
100533178	0.0	0.0
100128115	1.0	0.0
10474	6309.0	7241.0
100533179	5.0	12.0
10477	2691.0	7810.0
10476	6109.0	5850.0
10479	1765.0	2970.0
10478	1320.0	2084.0
100128110	0.0	0.0
100128109	1.0	0.0
10480	6386.0	10059.0
100861516	2.0	2.0
100861517	14.0	20.0
10482	5567.0	6811.0
100861518	8.0	0.0
10481	2.0	1087.0
100861519	5.0	490.0
100861513	0.0	3.0
100861514	0.0	0.0
102466806	0.0	0.0
100861515	31.0	54.0
100861510	3.0	4.0
442210	0.0	1.0
100533181	0.0	0.0
100533182	57.0	175.0
442204	0.0	1.0
442205	0.0	0.0
10484	2452.0	3770.0
100128102	1.0	0.0
10483	5294.0	7228.0
10486	858.0	190.0
10485	3.0	440.0
100128103	0.0	0.0
10488	3082.0	5642.0
10487	26940.0	20342.0
100533184	1.0	5.0
10489	5349.0	10284.0
128553	242.0	529.0
100861523	0.0	1.0
102466816	0.0	0.0
102466815	0.0	0.0
100861520	0.0	0.0
102466814	0.0	0.0
100861522	0.0	0.0
102466812	0.0	0.0
10459	972.0	12347.0
10458	8412.0	1852.0
100873519	0.0	0.0
100873518	0.0	0.0
100873517	0.0	1.0
10451	960.0	809.0
100873512	0.0	0.0
10450	2617.0	3593.0
100873511	0.0	0.0
100873510	1.0	0.0
10452	2456.0	9027.0
10455	3118.0	1719.0
100873516	0.0	0.0
10454	2668.0	2728.0
100873515	0.0	0.0
10457	23410.0	16855.0
100873514	1.0	0.0
10456	4423.0	8530.0
100873513	0.0	0.0
346389	2757.0	396.0
10460	1131.0	9357.0
100861530	5.0	1.0
100873509	0.0	0.0
10469	1474.0	2692.0
100873508	0.0	0.0
100873507	0.0	0.0
100873506	0.0	0.0
10462	734.0	357.0
100873501	0.0	0.0
10461	1002.0	2524.0
100873500	0.0	1.0
10464	1423.0	2083.0
10463	4963.0	8112.0
10466	2129.0	1621.0
100873505	0.0	0.0
10465	1244.0	4208.0
100873504	0.0	0.0
10468	253.0	465.0
100873503	0.0	0.0
10467	4204.0	2675.0
100873502	0.0	0.0
100873530	0.0	0.0
100861549	20.0	15.0
100861545	0.0	0.0
100861546	0.0	0.0
100861547	1.0	0.0
100861548	373.0	524.0
100861541	134.0	340.0
100861542	0.0	0.0
100861543	1.0	1.0
100861544	0.0	3.0
10437	139.0	106.0
10436	1185.0	1960.0
10439	819.0	8550.0
10438	1522.0	1442.0
100873539	0.0	0.0
100873534	0.0	0.0
100873533	1.0	0.0
100873532	0.0	0.0
10430	3384.0	4551.0
100873531	2.0	0.0
100873538	0.0	0.0
100873537	1.0	2.0
10432	3024.0	7964.0
10435	975.0	475.0
100873536	18.0	82.0
10434	3323.0	6467.0
100873535	0.0	0.0
116535	527.0	78.0
100861556	1.0	0.0
116534	3.0	1.0
100861552	0.0	0.0
100861553	0.0	0.0
100861554	7.0	0.0
100861555	13.0	22.0
10447	2176.0	980.0
100873529	0.0	0.0
116540	165.0	409.0
100861550	0.0	14.0
10449	5470.0	8410.0
100873528	0.0	0.0
100861551	0.0	0.0
116541	2494.0	1996.0
10440	2352.0	5464.0
100873523	0.0	0.0
100873522	0.0	0.0
100873521	0.0	0.0
100873520	0.0	0.0
10444	5853.0	9837.0
100873527	0.0	0.0
100873526	0.0	0.0
10443	6639.0	6590.0
10446	220.0	6844.0
100873525	0.0	0.0
10445	3717.0	6222.0
100873524	0.0	0.0
102466854	0.0	0.0
100189131	0.0	0.0
346470	0.0	1.0
116496	5155.0	2693.0
100533111	3.0	122.0
102466866	0.0	0.0
102466865	4.0	1.0
102466864	0.0	0.0
128467	0.0	2.0
647507	0.0	1.0
102466877	0.0	0.0
102466876	0.0	0.0
102466875	0.0	0.0
102466874	0.0	2.0
102466873	0.0	0.0
102466872	0.0	0.0
102466879	1.0	0.0
102466878	3.0	5.0
100128191	90.0	1100.0
100128190	0.0	0.0
100533107	140.0	521.0
153443	582.0	961.0
100533105	0.0	13.0
647532	0.0	0.0
100533106	21.0	91.0
102466889	2.0	6.0
116461	1901.0	8243.0
100128181	0.0	0.0
100128183	5.0	4.0
102466880	0.0	0.0
128439	634.0	1165.0
106182249	0.0	0.0
100128179	0.0	0.0
83394	1639.0	2599.0
100128177	0.0	0.0
100128176	0.0	0.0
100128162	0.0	0.0
10390	2398.0	1769.0
128497	23.0	141.0
647569	0.0	0.0
10392	2508.0	842.0
10391	632.0	162.0
10394	0.0	0.0
10393	835.0	730.0
10396	5472.0	597.0
10395	24594.0	1073.0
1719	365.0	1878.0
10398	44990.0	2576.0
1718	90659.0	50187.0
100128159	0.0	0.0
10397	28240.0	8417.0
1717	5693.0	11716.0
1716	2438.0	5350.0
10399	48770.0	34796.0
128486	1271.0	1194.0
128488	79.0	0.0
128481	1.0	7.0
100508120	312.0	318.0
1723	983.0	954.0
100128140	3.0	1.0
100689073	0.0	0.0
100689074	0.0	0.0
100128145	3.0	1.0
1729	15450.0	12414.0
1728	3018.0	4211.0
1727	28646.0	6982.0
1725	3422.0	5785.0
100287512	0.0	0.0
100287513	0.0	0.0
1734	36.0	91.0
1733	87.0	51.0
1731	723.0	1307.0
1730	3251.0	1435.0
1739	4521.0	12496.0
1738	4750.0	3418.0
1737	3060.0	3294.0
1736	2414.0	17331.0
1735	59.0	61.0
100287505	0.0	0.0
751580	72.0	59.0
100287502	0.0	0.0
202658	2.0	0.0
1745	2.0	208.0
1743	6723.0	5802.0
1742	802.0	823.0
1741	3093.0	10536.0
1740	254.0	477.0
1749	7.0	316.0
1748	149.0	260.0
1747	43.0	251.0
1746	3.0	263.0
200008	3.0	7.0
200010	221.0	152.0
1756	2254.0	197.0
1755	12859.0	302.0
1750	0.0	81.0
1759	269.0	4950.0
1758	0.0	3.0
1757	341.0	964.0
1770	4187.0	846.0
200014	4044.0	4412.0
1767	3339.0	1018.0
1763	145.0	2509.0
1762	1764.0	2376.0
1761	0.0	170.0
1760	2361.0	2946.0
1769	19.0	31.0
1768	1494.0	133.0
153478	418.0	4476.0
1781	5357.0	6048.0
1780	66.0	6394.0
200025	65.0	22.0
1778	25841.0	21190.0
1777	7573.0	6323.0
1776	413.0	66.0
1775	10.0	67.0
1774	1815.0	2007.0
1773	880.0	2001.0
200030	536.0	1299.0
442190	0.0	0.0
442191	0.0	0.0
442192	0.0	1.0
153469	12.0	2.0
1791	0.0	51.0
442195	1.0	0.0
200035	151.0	449.0
442197	208.0	802.0
1789	135.0	1423.0
442189	0.0	0.0
1788	1693.0	13701.0
1787	630.0	464.0
1786	3333.0	24904.0
1785	15221.0	14084.0
1783	8396.0	4429.0
1798	2248.0	2127.0
1797	880.0	1543.0
1796	1877.0	940.0
1795	22.0	410.0
1794	4733.0	3149.0
1793	4563.0	3825.0
101180976	0.0	21.0
493753	1769.0	2337.0
550112	414.0	699.0
100873673	0.0	0.0
100873672	0.0	0.0
100873671	0.0	0.0
100873670	0.0	0.0
100287478	0.0	0.0
503636	1.0	0.0
503635	0.0	0.0
503638	5.0	6.0
503637	0.0	0.0
10536	744.0	1434.0
503643	5.0	1.0
10535	680.0	8040.0
100287472	0.0	1.0
10538	323.0	596.0
503645	7.0	8.0
10537	215.0	948.0
100287470	0.0	0.0
10539	2315.0	3338.0
503641	0.0	0.0
503640	5.0	9.0
100873677	0.0	0.0
100873676	3.0	0.0
100873675	0.0	0.0
100873674	0.0	0.0
10531	4081.0	5164.0
493987	3.0	8.0
10534	1113.0	1211.0
100873679	0.0	0.0
10533	2385.0	1828.0
100873678	0.0	0.0
100873662	0.0	0.0
100873661	0.0	0.0
100873660	0.0	0.0
503628	0.0	0.0
442396	0.0	0.0
503627	0.0	0.0
100287463	2.0	0.0
503632	0.0	0.0
442388	1.0	0.0
503631	0.0	0.0
100287461	2.0	2.0
10549	2781.0	6892.0
503634	0.0	0.0
10548	511.0	491.0
503633	2.0	0.0
503630	5.0	1.0
100873666	0.0	0.0
100873665	0.0	0.0
200081	5379.0	8320.0
10541	9147.0	33201.0
100873664	0.0	0.0
10540	7584.0	8813.0
100873663	0.0	0.0
10542	4138.0	3976.0
100873669	0.0	0.0
100873668	0.0	0.0
10544	1815.0	523.0
100873667	0.0	0.0
100873691	0.0	0.0
100131608	0.0	0.0
100131609	0.0	1.0
100873690	0.0	0.0
100873695	1.0	1.0
100873694	3.0	0.0
100873693	0.0	0.0
100873692	0.0	0.0
10514	2944.0	3946.0
10513	3252.0	3511.0
10516	9149.0	626.0
10518	187.0	2530.0
10517	45.0	8.0
10519	9643.0	6379.0
100131611	0.0	0.0
100873699	0.0	0.0
100873698	0.0	0.0
100873697	0.0	4.0
100873696	0.0	0.0
100131614	95.0	97.0
100131616	0.0	0.0
10512	3118.0	2454.0
100873680	0.0	0.0
100033392	0.0	0.0
100873684	2.0	0.0
100873683	0.0	0.0
100873682	0.0	0.0
100873681	0.0	0.0
503647	0.0	2.0
503646	0.0	1.0
100287441	0.0	0.0
503648	0.0	0.0
10525	7687.0	15580.0
58503	0.0	0.0
10524	3134.0	3103.0
58505	3321.0	4637.0
10527	8499.0	13546.0
58504	349.0	522.0
10526	4355.0	12335.0
10529	16375.0	3376.0
10528	4103.0	12180.0
58500	802.0	1215.0
100873688	0.0	0.0
100873687	0.0	0.0
100131623	9.0	10.0
100131624	0.0	0.0
100873686	0.0	0.0
100873685	0.0	0.0
10521	33548.0	33797.0
10520	950.0	1107.0
58506	6035.0	11187.0
10523	2549.0	6865.0
58509	1239.0	2904.0
58508	5826.0	6705.0
10522	1781.0	3426.0
100033398	0.0	3.0
100131629	0.0	0.0
100873689	0.0	2.0
442361	4.0	0.0
58513	2395.0	2883.0
58516	2848.0	13711.0
58510	0.0	0.0
58512	25.0	298.0
58511	76.0	11.0
58517	5871.0	9016.0
105371564	0.0	16.0
100131638	1.0	5.0
58525	2811.0	6252.0
58524	23.0	136.0
10505	1059.0	1177.0
58527	1464.0	3450.0
58526	12566.0	7144.0
10507	2749.0	14023.0
100131641	0.0	0.0
10509	3606.0	11388.0
58529	451.0	86.0
58528	2404.0	789.0
10501	369.0	625.0
10500	504.0	8044.0
58530	5.0	0.0
442384	0.0	0.0
58538	4.0	34.0
58531	0.0	0.0
58533	4145.0	3749.0
100131656	1.0	1.0
100287404	0.0	0.0
100131661	5.0	4.0
503694	0.0	0.0
503693	95.0	408.0
493913	0.0	0.0
493911	142.0	188.0
751599	0.0	1.0
285033	216.0	398.0
100128017	0.0	0.0
442320	0.0	0.0
116412	192.0	182.0
442317	0.0	0.0
442318	0.0	0.0
442319	44.0	199.0
493901	0.0	0.0
100128015	0.0	4.0
100128010	8.0	58.0
493900	73.0	282.0
100128012	9.0	20.0
100128011	1.0	0.0
285045	0.0	6.0
442304	0.0	0.0
442308	0.0	2.0
285051	5.0	1.0
10590	5.0	11.0
10592	1154.0	20192.0
10591	1443.0	1718.0
100873619	0.0	0.0
100873618	0.0	0.0
100873617	0.0	0.0
442334	0.0	0.0
100873616	1.0	3.0
10594	23847.0	44480.0
100873611	0.0	0.0
10595	446.0	19.0
10598	6044.0	7768.0
100873615	0.0	0.0
100873614	0.0	0.0
100873613	0.0	0.0
10599	0.0	0.0
100873612	0.0	0.0
100873608	0.0	0.0
100873607	1.0	2.0
100873606	0.0	0.0
100873605	0.0	0.0
442325	10.0	20.0
100873609	0.0	0.0
100873600	0.0	0.0
100873604	0.0	0.0
100873603	0.0	0.0
100873602	0.0	0.0
100873601	0.0	0.0
128434	2373.0	100.0
10570	5.0	1296.0
116447	1165.0	1187.0
116449	40.0	104.0
116448	23.0	8.0
10579	13001.0	1877.0
100873639	0.0	0.0
100873638	7.0	10.0
10572	3707.0	6669.0
100873633	0.0	0.0
100873632	0.0	0.0
10574	11072.0	24133.0
100873631	0.0	0.0
10573	3026.0	3078.0
100873630	1.0	0.0
10576	5730.0	14931.0
100873637	0.0	0.0
10575	7030.0	21491.0
100873636	0.0	0.0
10578	785.0	249.0
100873635	2.0	0.0
10577	49189.0	10850.0
100873634	0.0	0.0
10581	13238.0	2072.0
10580	4433.0	1196.0
116437	1.0	1.0
100873629	0.0	0.0
116441	270.0	74.0
100873628	0.0	0.0
100873627	0.0	0.0
116443	69.0	1275.0
116442	85.0	1936.0
116444	547.0	27.0
128414	7.0	45.0
100873622	0.0	0.0
100873621	0.0	0.0
10585	2413.0	5738.0
100873620	0.0	0.0
10584	75.0	15.0
10587	3053.0	1859.0
100873626	0.0	0.0
10586	11.0	0.0
100873625	0.0	0.0
10589	3655.0	7566.0
100873624	0.0	0.0
10588	437.0	468.0
100873623	1.0	1.0
100873651	1.0	0.0
100873650	0.0	0.0
285016	195.0	39.0
503618	0.0	0.0
102466719	0.0	0.0
503614	0.0	0.0
100287495	3.0	2.0
10558	3551.0	9077.0
10557	845.0	952.0
10559	2272.0	838.0
10550	13676.0	5829.0
100873655	0.0	1.0
100873654	0.0	2.0
10552	7212.0	8076.0
100873653	0.0	0.0
10551	11613.0	7432.0
100873652	0.0	0.0
10554	4134.0	4136.0
100873659	0.0	0.0
10553	3432.0	2088.0
128408	0.0	0.0
100873658	0.0	0.0
10556	1167.0	1750.0
100873657	0.0	0.0
10555	7956.0	7623.0
100873656	0.0	0.0
102466723	0.0	0.0
102466722	2.0	5.0
102466721	0.0	0.0
102466720	0.0	0.0
285025	1000.0	143.0
100873640	0.0	0.0
102466728	0.0	0.0
102466727	0.0	0.0
102466726	0.0	0.0
102466725	0.0	0.0
102466724	5.0	1.0
10569	4545.0	3736.0
100287482	82.0	382.0
100287483	3.0	0.0
10568	219413.0	5602.0
503612	0.0	0.0
100873649	0.0	0.0
503611	0.0	0.0
10561	2190.0	1991.0
100873644	0.0	0.0
10560	1894.0	2069.0
100873643	2.0	0.0
10563	67.0	4131.0
