id	5cf4c664-9f98-4e1e-a623-317660ee7f6a	e81fc37c-f65b-4e69-b03a-e522fc76ec08
724023	0.0	0.0
58480	3330.0	1134.0
724029	0.0	3.0
200159	6.0	12.0
724028	0.0	0.0
724027	5.0	3.0
58488	1503.0	970.0
58487	3072.0	3378.0
200162	209.0	268.0
58489	2038.0	2964.0
58495	221.0	248.0
724059	0.0	0.0
58494	5036.0	1525.0
58497	1465.0	2647.0
58496	253.0	196.0
58491	761.0	1015.0
58490	2454.0	3484.0
58493	1475.0	1163.0
58492	301.0	165.0
58499	1513.0	1491.0
58498	0.0	5.0
200172	78.0	36.0
83451	1276.0	828.0
83450	430.0	210.0
83452	883.0	697.0
153364	383.0	253.0
83448	1175.0	1244.0
200186	3936.0	5559.0
83447	0.0	5.0
200185	924.0	1376.0
83449	46.0	367.0
83444	207.0	242.0
83443	5034.0	3415.0
83446	0.0	1.0
83445	2.0	1.0
83440	5530.0	7163.0
83442	22200.0	22029.0
114984	1420.0	1458.0
114987	237.0	161.0
391603	0.0	5.0
10657	9335.0	9658.0
126969	830.0	800.0
10656	684.0	328.0
10659	10647.0	2472.0
10658	8347.0	8100.0
114990	4635.0	4419.0
114991	1382.0	1736.0
10651	1402.0	2269.0
10650	158.0	300.0
10653	10816.0	52889.0
10652	7242.0	18431.0
342667	71.0	42.0
10655	118.0	55.0
643812	0.0	0.0
342666	9.0	5.0
10654	2486.0	3295.0
136306	35.0	7.0
126961	1.0	1.0
10668	721.0	416.0
10667	960.0	978.0
643827	74.0	14.0
10669	242.0	636.0
10660	14.0	48.0
10661	3.0	2.0
731220	35.0	318.0
138971	0.0	0.0
10664	3986.0	3888.0
10663	290.0	284.0
10666	482.0	206.0
731223	15.0	21.0
10665	5.0	16.0
136319	11158.0	18031.0
163933	212.0	148.0
317691	0.0	0.0
339005	235.0	213.0
10635	101.0	318.0
10634	2761.0	2762.0
10637	14.0	17.0
10636	1309.0	1206.0
10638	0.0	0.0
114971	1205.0	590.0
10631	21095.0	175836.0
643836	995.0	1109.0
10630	5663.0	38489.0
643837	1131.0	1022.0
10633	41.0	21.0
643834	2.0	0.0
10632	5697.0	5157.0
100124394	0.0	0.0
10645	4991.0	3567.0
10648	0.0	0.0
10647	1.0	0.0
148304	163.0	5173.0
114960	0.0	0.0
10640	4003.0	3702.0
136332	30.0	25.0
10642	9.0	74.0
643847	0.0	0.0
10641	1003.0	873.0
10644	1181.0	2285.0
10643	35.0	64.0
317671	85.0	90.0
643862	1.0	0.0
391642	0.0	0.0
10609	1358.0	4989.0
391647	1.0	3.0
10613	3389.0	4257.0
10612	1126.0	1149.0
10615	326.0	1074.0
10614	3250.0	3130.0
10617	2038.0	3239.0
401525	0.0	0.0
10616	7793.0	9748.0
10618	25110.0	22491.0
643854	0.0	0.0
643853	128.0	169.0
643859	0.0	0.0
10611	7575.0	10539.0
10610	1103.0	2674.0
643872	0.0	3.0
643873	120.0	191.0
643870	2.0	1.0
317684	0.0	1.0
391655	0.0	0.0
391657	0.0	0.0
391656	2.0	0.0
317687	1.0	0.0
10623	1439.0	1456.0
10626	982.0	2069.0
10625	9518.0	42660.0
10628	57122.0	22230.0
10627	20384.0	20007.0
10629	745.0	539.0
342618	14.0	4.0
643865	0.0	0.0
643866	333.0	310.0
10620	667.0	1017.0
10622	169.0	219.0
10621	689.0	885.0
101954275	0.0	0.0
101954276	1.0	0.0
643880	0.0	0.0
101954273	4.0	12.0
643884	0.0	0.0
101954277	4.0	0.0
101954278	10.0	2.0
102464817	0.0	0.0
653203	0.0	0.0
391622	0.0	0.0
388011	52.0	53.0
83606	6590.0	6818.0
101954271	0.0	0.0
83605	4696.0	10436.0
101954272	4.0	5.0
83608	600.0	697.0
83607	2542.0	2337.0
151903	2520.0	1290.0
401507	0.0	0.0
317649	2354.0	1053.0
391627	0.0	0.0
401505	874.0	746.0
388007	0.0	0.0
317648	884.0	1608.0
100419709	2.0	10.0
100419705	0.0	0.0
643875	0.0	0.0
401509	25.0	40.0
401508	0.0	0.0
101954264	8.0	4.0
138948	112.0	123.0
101954269	0.0	0.0
101954266	0.0	0.0
101954267	3.0	0.0
102464827	0.0	0.0
391630	0.0	0.0
102464828	1.0	0.0
317662	1410.0	2168.0
100419711	0.0	1.0
102464825	0.0	0.0
56000	196.0	23.0
391632	0.0	0.0
102464826	0.0	0.0
102464823	0.0	0.0
391634	64.0	77.0
102464824	5.0	2.0
56005	7466.0	6422.0
10602	4879.0	6687.0
56006	3211.0	3362.0
83604	3691.0	3404.0
10603	515.0	292.0
10606	5991.0	4998.0
100419717	0.0	0.0
56001	0.0	0.0
10605	2623.0	3991.0
10608	5215.0	5203.0
10607	3430.0	2875.0
10600	3249.0	2297.0
101929254	0.0	0.0
102464831	0.0	0.0
391681	0.0	0.0
100420710	0.0	0.0
100419724	0.0	0.0
391686	0.0	0.0
100419725	0.0	0.0
100419722	0.0	0.0
102464836	0.0	0.0
102464837	0.0	0.0
102464834	0.0	0.0
102464835	0.0	0.0
148362	2798.0	4247.0
102464832	0.0	0.0
100271849	44.0	73.0
102464833	0.0	0.0
100419728	0.0	0.0
100419726	4.0	135.0
102464829	0.0	0.0
100419727	0.0	0.0
101929265	0.0	1.0
112399	1383.0	11877.0
112398	2182.0	1938.0
100419735	0.0	0.0
391697	0.0	0.0
391696	0.0	1.0
100419733	9.0	0.0
388021	1.0	0.0
100419734	0.0	0.0
391698	0.0	0.0
100419731	0.0	0.0
100271836	100.0	197.0
100419732	0.0	0.0
100419730	0.0	0.0
100271846	0.0	0.0
388015	7.0	2.0
101954204	0.0	0.0
199953	1298.0	1411.0
161357	1.0	13.0
100420734	1.0	1.0
100420737	0.0	0.0
100419742	0.0	0.0
100419743	0.0	2.0
731275	22.0	61.0
199920	123.0	5.0
222826	6.0	7.0
101929286	3.0	0.0
391670	0.0	0.0
391672	0.0	1.0
161342	4.0	215.0
148398	799.0	55.0
100419758	58.0	12.0
100419751	2.0	2.0
124359	963.0	1996.0
101929293	16.0	5.0
100420752	0.0	12.0
100420754	0.0	0.0
10691	1511.0	1702.0
10690	0.0	9.0
101929212	18.0	9.0
101929218	0.0	0.0
388076	0.0	0.0
388077	1.0	7.0
100419764	0.0	0.0
199900	0.0	1.0
151963	846.0	1171.0
10693	118.0	90.0
10692	11.0	5.0
10695	5599.0	5465.0
10694	8572.0	6837.0
10699	208.0	856.0
101929221	0.0	4.0
100420763	0.0	0.0
101929225	1.0	1.0
101929222	3.0	1.0
100419777	0.0	0.0
100419776	0.0	0.0
148327	502.0	746.0
101929239	0.0	0.0
100419788	0.0	0.0
148345	33.0	24.0
101929238	0.0	0.0
220213	2410.0	1442.0
10678	3361.0	2218.0
151987	3440.0	3131.0
10671	1569.0	792.0
10670	6169.0	4857.0
10673	1580.0	1272.0
10672	5046.0	5732.0
10675	1612.0	70.0
10677	616.0	626.0
100419793	0.0	0.0
100420784	1.0	0.0
100420786	0.0	0.0
101929247	0.0	0.0
100420787	0.0	1.0
101929244	0.0	0.0
220202	2.0	1.0
222865	539.0	127.0
10682	2511.0	2862.0
10681	1145.0	2463.0
10683	0.0	22.0
10686	75.0	2063.0
136371	0.0	1.0
643803	0.0	0.0
10687	1587.0	643.0
100419682	0.0	0.0
100420678	21.0	29.0
222894	0.0	0.0
100419687	0.0	1.0
283807	85.0	93.0
653194	0.0	0.0
83598	6.0	0.0
83597	0.0	3.0
653199	59.0	53.0
83594	750.0	423.0
83593	4196.0	4407.0
83596	612.0	1074.0
83595	2783.0	318.0
83590	1816.0	2625.0
653190	57.0	8.0
653192	0.0	0.0
83592	111.0	79.0
83591	266.0	418.0
1909	2228.0	4580.0
100420689	1.0	6.0
1908	12.0	3.0
161291	2986.0	2005.0
653188	9.0	0.0
653189	56.0	50.0
1907	77.0	128.0
1906	3081.0	935.0
197258	1267.0	1305.0
1903	3823.0	4065.0
197259	1469.0	976.0
1902	2655.0	2420.0
1901	9589.0	596.0
100420681	0.0	0.0
197257	467.0	220.0
449491	1.0	0.0
100420695	0.0	1.0
449493	0.0	0.0
449492	0.0	0.0
1910	6265.0	220.0
1917	28.0	140.0
1915	241529.0	222673.0
1912	10805.0	12839.0
1911	832.0	762.0
101929202	1.0	0.0
101929203	8.0	6.0
199899	0.0	4.0
148281	1.0	10.0
219287	0.0	0.0
161253	23.0	20.0
219285	4369.0	2436.0
283849	587.0	241.0
283848	244.0	186.0
1932	5.0	2.0
283847	2.0	2.0
256227	68.0	96.0
256223	1.0	0.0
1939	3009.0	4130.0
1938	110102.0	107985.0
1937	21.0	13.0
1936	6486.0	6238.0
1934	7.0	4.0
1933	11888.0	9942.0
161247	21.0	11.0
219293	299.0	73.0
1943	0.0	9.0
1942	8027.0	10055.0
256236	1186.0	205.0
1949	217.0	600.0
199870	904.0	837.0
1948	5406.0	4422.0
1947	4602.0	10668.0
1946	1147.0	587.0
1945	416.0	1218.0
1944	78.0	756.0
161271	0.0	0.0
1954	4092.0	11488.0
1953	3653.0	6198.0
1952	744.0	8425.0
1951	135.0	427.0
1950	266.0	36.0
283820	718.0	1812.0
1959	3393.0	2142.0
1958	50476.0	7450.0
1956	6676.0	46368.0
1955	6856.0	1354.0
1965	4830.0	3627.0
1964	4071.0	3225.0
199857	618.0	446.0
1962	622.0	841.0
1961	50.0	1.0
1960	7918.0	756.0
220296	1.0	1.0
1969	5826.0	7738.0
1968	6713.0	9166.0
1967	3169.0	3235.0
114904	1883.0	7552.0
114905	712.0	97.0
114907	596.0	8442.0
114908	12358.0	19167.0
340094	0.0	0.0
643783	110.0	158.0
114900	17.0	16.0
653108	0.0	0.0
401450	0.0	0.0
114902	0.0	0.0
1975	14512.0	16375.0
1974	18028.0	25189.0
1973	1225.0	1044.0
283888	8.0	7.0
401447	0.0	0.0
653113	60.0	46.0
1979	10290.0	13921.0
1978	1044.0	9554.0
1977	1927.0	1828.0
643790	2.0	1.0
1990	1.0	0.0
256281	1182.0	672.0
1987	4.0	2.0
1986	5.0	10.0
1984	27364.0	25385.0
1983	12346.0	11978.0
1982	65562.0	77426.0
283876	117.0	95.0
1981	36315.0	55363.0
1980	65.0	34.0
283871	1185.0	803.0
283870	222.0	133.0
105375616	0.0	0.0
340075	1109.0	2604.0
340073	0.0	1.0
653125	5.0	2.0
401431	56.0	47.0
83528	0.0	0.0
1998	2352.0	2651.0
1997	5257.0	5698.0
283869	10.0	8.0
1996	13.0	35.0
401428	69.0	37.0
83538	188.0	56.0
1995	7.0	2.0
401427	27.0	36.0
283867	22.0	49.0
1994	4845.0	4032.0
1993	3.0	135.0
1992	16244.0	9400.0
1991	81.0	9.0
283860	17.0	2.0
83530	16.0	14.0
340069	1.0	1.0
1999	8186.0	5170.0
105375606	1.0	0.0
340061	19590.0	7895.0
653115	38.0	52.0
653121	722.0	524.0
653122	69.0	76.0
283854	0.0	0.0
653123	0.0	0.0
401491	29.0	39.0
100124412	0.0	0.0
653147	23.0	45.0
401498	4.0	6.0
653149	0.0	1.0
401497	0.0	0.0
401494	1944.0	1873.0
401492	227.0	121.0
83550	1.0	0.0
83552	0.0	0.0
83551	0.0	0.0
114932	3601.0	3722.0
83539	151.0	4.0
83547	1122.0	400.0
83546	3.0	3.0
653140	14.0	13.0
83549	1562.0	1589.0
83548	2308.0	2838.0
83543	1527.0	133.0
653145	139.0	4844.0
83544	1574.0	935.0
83541	1082.0	4183.0
83540	41.0	419.0
126917	2056.0	4387.0
340037	17.0	20.0
114926	1274.0	1565.0
114928	670.0	544.0
339044	0.0	3.0
256297	0.0	0.0
401474	1100.0	892.0
653174	0.0	6.0
653175	2.0	1.0
340024	0.0	1.0
114915	636.0	475.0
401466	1013.0	1153.0
653162	34.0	19.0
653163	0.0	0.0
283899	2957.0	2717.0
653166	0.0	0.0
283897	879.0	388.0
339145	183.0	10.0
391723	26.0	0.0
391722	0.0	2.0
10778	2068.0	1742.0
10777	0.0	0.0
10772	5324.0	5580.0
340120	8.0	0.0
10771	5849.0	5296.0
10773	686.0	706.0
10776	10005.0	9663.0
10775	1734.0	1951.0
10788	1266.0	942.0
391739	1.0	2.0
10781	1915.0	1296.0
10780	592.0	685.0
10783	4435.0	4367.0
10782	1868.0	1579.0
10785	1081.0	758.0
10787	10316.0	16641.0
10786	6.0	0.0
102606463	5.0	8.0
731308	0.0	2.0
339122	214.0	258.0
339123	3126.0	5652.0
102606462	3.0	7.0
391701	0.0	0.0
391703	2.0	0.0
151827	134.0	36.0
126826	5.0	5.0
643719	21.0	31.0
10755	7793.0	7781.0
151825	0.0	0.0
10758	2788.0	6750.0
126823	84.0	26.0
126820	168.0	74.0
10750	144.0	54.0
10752	2503.0	2713.0
10751	0.0	0.0
10753	631.0	6.0
643714	0.0	0.0
138864	1.0	0.0
391712	48.0	20.0
391714	0.0	0.0
114836	457.0	562.0
10767	2462.0	3703.0
10766	5158.0	4603.0
151835	24.0	6.0
10769	4655.0	5787.0
391718	0.0	0.0
10768	9534.0	10662.0
126811	0.0	0.0
643723	3.0	8.0
10761	5.0	23.0
10763	13032.0	2323.0
10762	3086.0	5516.0
10765	4039.0	14021.0
101929179	1.0	0.0
388112	2.0	3.0
339105	109.0	271.0
83707	893.0	1066.0
83706	6128.0	2828.0
10734	130.0	193.0
10733	142.0	470.0
83714	429.0	143.0
10736	70.0	15.0
401648	1.0	1.0
643739	0.0	0.0
10735	4988.0	6072.0
401647	320.0	1478.0
10738	5.0	4.0
401646	0.0	0.0
10737	19.0	18.0
10739	0.0	2.0
376132	0.0	0.0
10730	9601.0	11121.0
101929184	8.0	3.0
10732	483.0	869.0
138804	0.0	0.0
138805	0.0	0.0
138802	0.0	0.0
138803	0.0	0.0
643751	12.0	16.0
124221	55.0	8.0
124222	354.0	868.0
114897	8628.0	17311.0
114898	615.0	176.0
124220	40.0	200.0
114899	1864.0	2101.0
391777	6.0	6.0
10745	1077.0	1373.0
56104	86.0	293.0
83700	3640.0	2857.0
401638	0.0	0.0
10744	2.0	1.0
56105	102.0	84.0
10747	88.0	53.0
401637	0.0	0.0
56106	329.0	237.0
10746	3846.0	5264.0
56107	268.0	251.0
10749	21133.0	12748.0
56100	258.0	167.0
401634	0.0	0.0
10748	161.0	102.0
56101	349.0	429.0
56102	48.0	103.0
56103	315.0	296.0
643744	3.0	5.0
10741	1871.0	1900.0
56108	146.0	120.0
10740	13.0	17.0
643749	257.0	219.0
56109	339.0	292.0
10743	4564.0	4986.0
342732	1.0	2.0
10742	2389.0	1405.0
101929198	147.0	0.0
101929196	1.0	1.0
100420811	0.0	0.0
114884	1129.0	1692.0
317774	0.0	2.0
114885	2563.0	1923.0
401630	0.0	0.0
317772	4.0	2.0
100419821	2.0	2.0
56110	219.0	139.0
317778	0.0	0.0
83729	13.0	16.0
317775	0.0	0.0
83734	425.0	469.0
10712	2079.0	3685.0
83733	57.0	68.0
10714	1472.0	1291.0
126868	1.0	435.0
317769	0.0	0.0
100419829	2.0	7.0
10713	2821.0	3611.0
317768	1.0	0.0
10716	1.0	2.0
100419827	0.0	0.0
56111	148.0	1091.0
10715	71.0	4.0
56112	158.0	58.0
56113	331.0	165.0
83732	2068.0	1880.0
10718	59.0	2.0
10717	1297.0	921.0
56114	69.0	50.0
388125	1545.0	22.0
401629	0.0	1.0
317781	1788.0	1016.0
388122	0.0	1.0
83719	2244.0	4273.0
56120	9.0	12.0
56121	534.0	246.0
114876	2509.0	1781.0
388121	1551.0	173.0
83716	22136.0	15787.0
83715	89.0	1055.0
114879	3014.0	2991.0
100420829	0.0	0.0
10723	6866.0	7072.0
56126	207.0	167.0
83723	11.0	4.0
126859	11.0	85.0
56127	141.0	137.0
10725	3529.0	3500.0
56128	45.0	42.0
56129	412.0	185.0
10724	7568.0	11143.0
114880	358.0	315.0
56122	734.0	541.0
388115	1803.0	3881.0
401613	210.0	7.0
114881	1129.0	847.0
10726	6747.0	6414.0
56123	384.0	280.0
401612	185.0	170.0
114882	5454.0	6373.0
56124	351.0	303.0
10728	13465.0	13030.0
114883	4373.0	5122.0
56125	122.0	298.0
643766	0.0	0.0
10721	47.0	572.0
10720	0.0	0.0
100420830	1.0	0.0
136259	48.0	0.0
100420834	0.0	0.0
317751	20.0	8.0
124274	0.0	0.0
388152	167.0	73.0
317754	0.0	0.0
317753	0.0	0.0
317749	828.0	442.0
342705	1.0	0.0
151888	73.0	28.0
151887	55178.0	51960.0
136263	7.0	1.0
100420841	0.0	0.0
101929145	381.0	297.0
100420843	0.0	2.0
100293090	62.0	63.0
148254	368.0	258.0
317762	1929.0	1556.0
317761	0.0	17.0
100419854	0.0	0.0
317760	26.0	17.0
317767	3.0	3.0
100271715	41.0	33.0
148252	133.0	154.0
100271722	235.0	187.0
199834	0.0	0.0
388135	349.0	207.0
101929152	4.0	40.0
100420854	1.0	1.0
222950	27.0	15.0
100419867	0.0	0.0
148266	294.0	247.0
100419868	1.0	5.0
148268	416.0	483.0
100419866	3.0	5.0
100420859	0.0	0.0
124245	3793.0	2866.0
317729	9.0	2.0
136288	96.0	37.0
199800	385.0	26.0
101930150	0.0	0.0
163882	2501.0	1687.0
388165	103.0	232.0
100419873	0.0	0.0
100271700	105.0	196.0
100271703	0.0	0.0
100271702	5.0	0.0
100420875	1.0	0.0
100420877	0.0	7.0
388199	0.0	5.0
22794	6488.0	5069.0
22795	1587.0	5350.0
22796	1765.0	2404.0
22797	842.0	423.0
22798	95.0	12.0
317705	0.0	0.0
317703	0.0	0.0
317702	0.0	0.0
138882	0.0	0.0
138883	0.0	0.0
138881	4.0	5.0
100420881	0.0	0.0
388181	0.0	0.0
100419893	7.0	1.0
222967	13.0	3.0
219333	3180.0	2365.0
136227	62.0	17.0
222962	208.0	280.0
148213	155.0	93.0
388182	30.0	24.0
100419895	0.0	0.0
317716	0.0	0.0
148203	248.0	232.0
317719	1.0	1.0
148206	250.0	260.0
163859	2151.0	2372.0
101929110	10.0	98.0
101929111	1.0	1.0
219348	2798.0	195.0
219347	110.0	288.0
100420898	4.0	2.0
148223	1671.0	1186.0
10799	264.0	276.0
136242	2.0	1.0
10791	3762.0	1886.0
10794	159.0	367.0
10793	248.0	399.0
10795	1430.0	1279.0
10798	0.0	0.0
10797	3458.0	2994.0
101929121	0.0	0.0
101929120	4.0	0.0
101929127	18.0	0.0
317701	0.0	0.0
220323	6474.0	2922.0
148231	0.0	0.0
148229	123.0	302.0
151877	11.0	4.0
151871	0.0	16.0
93035	699.0	19.0
161176	2119.0	802.0
56097	58.0	207.0
56098	31.0	48.0
56099	903.0	401.0
93034	17.0	37.0
283927	112.0	137.0
220359	19.0	8.0
653073	0.0	0.0
653075	2.0	1.0
256302	1357.0	1839.0
105373144	1.0	0.0
81050	0.0	0.0
199786	86.0	8.0
256309	64.0	42.0
100420792	0.0	0.0
95681	700.0	760.0
283914	0.0	0.0
81047	0.0	0.0
197131	2948.0	2934.0
197135	150.0	86.0
653061	6.0	1.0
93058	363.0	346.0
161198	6083.0	765.0
283902	11.0	1.0
220382	11.0	303.0
81078	0.0	0.0
81079	0.0	0.0
81075	0.0	18.0
81076	0.0	0.0
100114903	0.0	0.0
199777	431.0	240.0
81061	0.0	0.0
653082	552.0	102.0
81090	0.0	0.0
100271649	0.0	0.0
199746	674.0	653.0
100271655	9.0	4.0
81099	0.0	0.0
100271650	7.0	2.0
199745	291.0	505.0
148170	576.0	969.0
256364	5153.0	3792.0
163786	196.0	363.0
220388	53.0	60.0
100271639	0.0	0.0
163782	366.0	481.0
100271646	2.0	10.0
283953	0.0	2.0
256355	38.0	62.0
100271644	0.0	0.0
283951	606.0	513.0
256356	1369.0	1455.0
100271643	1.0	0.0
100271640	0.0	0.0
81081	0.0	0.0
161159	5.0	10.0
148189	383.0	1046.0
93099	2446.0	22246.0
100271627	6.0	4.0
283948	111.0	64.0
256329	194.0	160.0
100271634	0.0	0.0
100271636	0.0	0.0
100271630	0.0	0.0
100271633	0.0	0.0
100271632	8.0	6.0
199720	50.0	136.0
93082	44.0	140.0
161145	479.0	350.0
100271617	0.0	0.0
100271616	0.0	2.0
161142	7.0	9.0
100271619	0.0	0.0
148198	2.0	0.0
100271618	0.0	1.0
100271624	1.0	0.0
100271623	1.0	1.0
283933	65.0	86.0
100271625	0.0	0.0
93081	290.0	413.0
100271620	2.0	2.0
283932	158.0	85.0
100271622	5.0	0.0
100271621	0.0	0.0
199731	727.0	2016.0
100124332	0.0	9.0
643664	5.0	5.0
256394	0.0	3.0
83637	9668.0	14486.0
83636	1787.0	2221.0
401565	2.0	2.0
401563	108.0	102.0
401562	70.0	37.0
401561	22.0	23.0
283999	5.0	2.0
283994	0.0	0.0
643668	1.0	4.0
283991	2461.0	4245.0
340198	19.0	3.0
643669	13.0	1.0
340192	0.0	2.0
643680	78.0	33.0
197196	9.0	1.0
56033	2.0	41.0
401551	165.0	5.0
83657	62.0	33.0
83656	5.0	1.0
83659	282.0	7.0
283989	1669.0	1111.0
83658	5748.0	5321.0
401548	5720.0	1479.0
56034	1742.0	5084.0
283987	3574.0	536.0
256369	0.0	2.0
401546	548.0	25.0
83655	0.0	0.0
283985	0.0	126.0
283982	21.0	1.0
283981	38.0	32.0
643677	7.0	12.0
83650	9.0	10.0
197187	180.0	111.0
449520	3.0	9.0
401541	253.0	915.0
401540	0.0	0.0
83639	1.0	27.0
83638	2821.0	2694.0
256380	102.0	70.0
449518	0.0	0.0
83648	777.0	573.0
401537	2.0	0.0
83647	0.0	0.0
83641	8146.0	3194.0
401535	3.0	11.0
83643	3321.0	4046.0
401533	0.0	0.0
643689	5.0	3.0
283971	0.0	1.0
83640	468.0	690.0
283970	7.0	4.0
114826	1017.0	823.0
114827	392.0	464.0
378706	1.0	2.0
378707	0.0	0.0
378708	116.0	135.0
339184	0.0	0.0
339186	1.0	0.0
56052	1417.0	1375.0
114821	122.0	356.0
114822	969.0	276.0
114823	13754.0	15700.0
114824	7.0	6.0
114825	1216.0	1306.0
643699	62.0	32.0
340168	0.0	0.0
114815	12.0	23.0
114817	0.0	0.0
114818	1534.0	551.0
114819	206.0	234.0
339175	1058.0	747.0
56063	863.0	1284.0
653017	0.0	0.0
56061	3575.0	5120.0
56062	777.0	87.0
114814	60.0	58.0
83667	1747.0	1920.0
83666	6566.0	6326.0
83660	1497.0	3212.0
340156	79.0	256.0
83661	375.0	2.0
114804	173.0	118.0
114805	370.0	84.0
340152	124.0	270.0
339168	8.0	4.0
114800	451.0	16.0
114801	1141.0	1357.0
93010	3201.0	1020.0
114803	1940.0	2462.0
83697	12.0	13.0
81034	1882.0	1893.0
81035	12689.0	4937.0
83696	2140.0	2230.0
83699	2014.0	549.0
81037	11095.0	15145.0
83698	7.0	3.0
401588	203.0	145.0
83693	993.0	1005.0
81030	287.0	336.0
83692	5138.0	3921.0
81031	1527.0	2547.0
83695	1033.0	1252.0
81033	28.0	1.0
83694	333.0	106.0
340146	0.0	29.0
83690	356.0	470.0
81027	261.0	7.0
81029	340.0	609.0
653042	0.0	0.0
653045	2.0	3.0
81025	1.0	1.0
401577	316.0	747.0
22877	11837.0	15029.0
22878	3073.0	3302.0
22879	4877.0	4073.0
22870	6959.0	11031.0
22871	108.0	25.0
22872	15344.0	22726.0
22873	1107.0	1785.0
22874	1110.0	316.0
22875	2752.0	359.0
22876	1516.0	2721.0
10899	7610.0	8142.0
10898	1347.0	1626.0
10891	700.0	1288.0
136540	0.0	0.0
10890	8982.0	14710.0
10893	1002.0	110.0
10892	2086.0	2790.0
136541	0.0	0.0
10895	0.0	0.0
342426	4.0	2.0
10894	9068.0	200.0
10897	4039.0	4018.0
10896	27.0	41.0
22888	1052.0	1520.0
22889	2128.0	4169.0
22880	2463.0	4436.0
124540	1421.0	2957.0
22881	706.0	510.0
22882	3583.0	2910.0
22883	12660.0	46875.0
22884	1873.0	2437.0
22885	3971.0	981.0
22887	3714.0	4377.0
342419	0.0	0.0
124538	0.0	0.0
124535	10.0	1.0
148523	117.0	336.0
283598	0.0	0.0
283596	232.0	145.0
283592	17.0	1.0
22856	8622.0	9347.0
161514	2.0	0.0
731424	595.0	39.0
22858	1459.0	2011.0
22859	3420.0	2379.0
22850	2150.0	2583.0
22852	389.0	697.0
22853	2216.0	2737.0
22854	322.0	14.0
10877	0.0	52.0
10876	0.0	0.0
100419909	0.0	0.0
10879	0.0	0.0
10878	23.0	124.0
148534	632.0	79.0
104169670	4.0	5.0
104169671	0.0	1.0
100419903	6.0	8.0
283587	50.0	12.0
10871	1024.0	233.0
10870	687.0	310.0
10873	997.0	387.0
10875	3137.0	2609.0
10874	3.0	103.0
22866	314.0	18.0
22868	2041.0	2029.0
22869	700.0	602.0
100309464	0.0	0.0
161502	89.0	53.0
100420901	0.0	0.0
22861	4125.0	6522.0
22862	5655.0	5517.0
22863	1419.0	1789.0
22864	2611.0	2713.0
22865	31.0	0.0
10888	14.0	13.0
56203	38.0	2.0
643609	2.0	0.0
56204	1847.0	2342.0
10887	7.0	4.0
124512	981.0	932.0
148545	0.0	0.0
283579	1.0	0.0
283578	1684.0	1544.0
10880	1.0	1.0
283576	1.0	3.0
10882	19.0	114.0
10881	0.0	1.0
10884	1698.0	1803.0
283571	23.0	20.0
10886	7.0	88.0
10885	2784.0	3087.0
22834	2321.0	2216.0
22835	459.0	549.0
22836	2703.0	5211.0
22837	4226.0	4480.0
101929059	14.0	10.0
22838	3200.0	5564.0
22839	8596.0	9884.0
100420910	5.0	5.0
100420916	0.0	1.0
22832	555.0	653.0
124590	2.0	315.0
10855	521.0	1017.0
10857	5723.0	5930.0
10856	3917.0	5123.0
10859	2335.0	1234.0
10858	107.0	56.0
100126793	46.0	28.0
10850	0.0	0.0
643617	0.0	0.0
643615	0.0	1.0
100126791	9.0	28.0
22844	36.0	9.0
22845	1625.0	875.0
22846	4103.0	3507.0
22847	1502.0	2356.0
22848	4067.0	7415.0
22849	510.0	338.0
112597	1162.0	1612.0
100420920	1.0	4.0
100420921	0.0	0.0
100420924	0.0	1.0
124583	4745.0	5959.0
100420926	1.0	0.0
22841	2154.0	1403.0
100420927	0.0	0.0
100419930	1.0	4.0
22843	43.0	21.0
10866	2085.0	2510.0
100420919	1.0	0.0
10865	3898.0	3377.0
10868	2408.0	1728.0
10867	6560.0	10319.0
10869	4564.0	3570.0
10861	229.0	235.0
101929074	43.0	78.0
10864	1.0	1.0
101929071	2.0	2.0
10863	332.0	2260.0
22813	2.0	4.0
22814	2.0	5.0
643641	850.0	1064.0
22815	0.0	0.0
22816	0.0	0.0
22818	10626.0	10113.0
10829	1.0	1.0
100419945	0.0	6.0
83849	178.0	11.0
83855	2026.0	1561.0
10833	0.0	1.0
83854	51.0	20.0
83857	4096.0	680.0
10835	3.0	1.0
83856	417.0	238.0
10834	0.0	2.0
83851	17.0	10.0
10837	0.0	0.0
100419948	0.0	0.0
83850	1450.0	190.0
10836	0.0	2.0
100419949	0.0	0.0
83853	119.0	9.0
10838	1791.0	2526.0
83852	930.0	1026.0
124565	11904.0	14779.0
100419947	4.0	1.0
22808	3877.0	2431.0
22809	2709.0	3968.0
101929082	0.0	0.0
101929083	0.0	3.0
10830	0.0	0.0
643637	0.0	1.0
22822	7622.0	8837.0
22823	1225.0	1447.0
22824	751.0	727.0
101929086	6.0	2.0
22826	5421.0	5775.0
22827	8944.0	8199.0
643653	0.0	0.0
22828	3166.0	3107.0
22829	737.0	435.0
112574	2831.0	2341.0
100419955	0.0	0.0
56241	27269.0	1002.0
100420946	0.0	0.0
56242	315.0	268.0
22820	16187.0	25139.0
22821	3126.0	3715.0
100419950	0.0	0.0
10844	4833.0	4703.0
83844	0.0	0.0
10846	358.0	317.0
10845	2709.0	3373.0
10848	1848.0	12024.0
56243	3870.0	10484.0
10847	14599.0	13430.0
56244	0.0	3.0
56245	12.0	1.0
10849	335.0	631.0
56246	6.0	5.0
