id	045e2535-012c-4cec-b386-9d6f62b91829	085bdf94-a24f-4511-8d3f-d0c91f7e6947
100421395	21.0	2.0
100421397	14.0	2.0
375316	100.0	19.0
375318	0.0	0.0
390963	131.0	26.0
375307	167.0	6.0
389941	163.0	19.0
389948	0.0	0.0
375337	1.0	0.0
377997	0.0	0.0
387316	0.0	0.0
121456	124.0	6.0
387317	0.0	0.0
121457	2014.0	1774.0
389976	11.0	1.0
375341	1683.0	314.0
387319	0.0	0.0
375323	79.0	1.0
389970	2.0	10.0
390940	369.0	78.0
133418	3128.0	1086.0
390948	0.0	0.0
121441	2046.0	2076.0
390949	0.0	1.0
652411	1.0	0.0
145370	10.0	5.0
102724954	1.0	0.0
54596	288.0	9.0
375484	1408.0	546.0
91526	5036.0	410.0
133396	31.0	186.0
196951	403.0	146.0
91523	1535.0	627.0
91522	262.0	72.0
121391	4.0	123.0
145376	90.0	12.0
400986	161.0	137.0
400984	7.0	0.0
196968	137.0	7.0
157378	2604.0	1650.0
723961	0.0	0.0
145389	816.0	807.0
157381	114.0	13.0
91543	22789.0	958.0
91544	2481.0	360.0
102724923	0.0	0.0
652423	0.0	1.0
169355	65.0	4.0
400966	3.0	0.0
121364	0.0	0.0
400961	1184.0	316.0
157376	0.0	0.0
91574	2443.0	1507.0
157313	65.0	926.0
157317	2.0	2.0
147991	3849.0	940.0
399495	7.0	0.0
159963	16.0	208.0
100506965	1061.0	25.0
100506963	82.0	37.0
387495	0.0	0.0
387496	2448.0	1012.0
387494	1.0	0.0
387491	1.0	0.0
387492	102.0	11.0
387486	0.0	0.0
157310	17183.0	627.0
100506994	54.0	8.0
338470	4.0	3.0
170302	15.0	1.0
204010	4.0	15.0
399473	157.0	105.0
399474	923.0	172.0
91584	993.0	72.0
159989	28.0	36.0
91582	5498.0	2265.0
107126360	3.0	0.0
133383	444.0	364.0
100506930	648.0	2474.0
100820741	0.0	0.0
338448	0.0	0.0
8808	157.0	191.0
8809	2149.0	101.0
54512	1293.0	1283.0
54511	543.0	13.0
54510	2401.0	398.0
54516	994.0	518.0
8802	6002.0	3945.0
8803	3356.0	1536.0
54514	0.0	1.0
8800	838.0	443.0
8801	7939.0	2240.0
8807	141.0	39.0
400916	2237.0	1984.0
54518	2052.0	443.0
8804	14965.0	50324.0
100506939	26.0	46.0
54517	1385.0	2548.0
8805	7540.0	2769.0
8820	68.0	25.0
8821	1964.0	531.0
338440	1916.0	611.0
338442	1472.0	722.0
8819	541.0	337.0
100820732	0.0	0.0
255620	11.0	1.0
54522	789.0	476.0
54521	2707.0	1734.0
54520	5568.0	1441.0
100820735	13.0	0.0
8813	2793.0	2980.0
170393	35.0	25.0
8814	734.0	92.0
170392	163.0	3.0
100506925	0.0	0.0
8811	21.0	8.0
8812	1689.0	811.0
8817	1069.0	18.0
8818	4979.0	4435.0
54529	4465.0	2992.0
255626	0.0	0.0
8815	8378.0	9060.0
8816	13104.0	2540.0
170394	3786.0	578.0
8831	4361.0	317.0
8832	1798.0	646.0
100506953	7.0	0.0
338433	0.0	0.0
338436	1.0	0.0
338427	0.0	0.0
338428	0.0	0.0
338429	2.0	0.0
54534	2301.0	3598.0
54532	7104.0	957.0
54531	5042.0	1284.0
54538	36887.0	524.0
8824	8822.0	2656.0
8825	3613.0	180.0
54537	2824.0	952.0
54536	4304.0	1205.0
8822	32.0	2.0
8823	2.0	0.0
54535	2700.0	1614.0
8828	23881.0	5084.0
8829	27844.0	2806.0
8826	57216.0	25197.0
54539	8036.0	2858.0
8842	95.0	175.0
8843	241.0	67.0
8840	227.0	944.0
8841	5719.0	2816.0
100158257	0.0	0.0
54541	5396.0	6519.0
54540	4770.0	457.0
54545	10677.0	2184.0
54544	0.0	318.0
54543	11699.0	5961.0
54542	7684.0	3310.0
54549	2185.0	1044.0
8835	25566.0	2014.0
8836	1429.0	3101.0
8833	6217.0	14600.0
8834	2447.0	2139.0
54546	1.0	0.0
8839	7355.0	138.0
8837	58111.0	5265.0
8838	24.0	8.0
101928483	86.0	9.0
8850	5722.0	728.0
101928484	0.0	0.0
8853	4565.0	2005.0
8854	627.0	34.0
8851	214.0	1127.0
8852	9.0	0.0
400960	1894.0	299.0
338412	2.0	2.0
338413	5.0	0.0
54552	2697.0	324.0
400957	1.0	10.0
54551	94.0	25.0
54550	14.0	386.0
196996	9461.0	644.0
400955	8.0	4.0
400954	149.0	39.0
54556	2488.0	595.0
54555	3954.0	3354.0
400952	3.0	11.0
54554	574.0	387.0
400950	259.0	3.0
8846	1293.0	588.0
100820709	2.0	1.0
8847	332.0	425.0
54558	1890.0	232.0
8844	6072.0	1064.0
54557	1578.0	561.0
8848	61865.0	7690.0
196993	29.0	2.0
8861	9843.0	2280.0
101928492	539.0	309.0
8864	9631.0	3565.0
6201	29811.0	31580.0
6203	77825.0	35070.0
8862	16088.0	587.0
101928496	0.0	5.0
8863	2686.0	417.0
6202	73027.0	57092.0
723972	10.0	3.0
400946	43.0	2.0
400945	99.0	56.0
54567	5783.0	577.0
54566	3619.0	2237.0
400941	64.0	2.0
8857	3256.0	663.0
8858	4.0	2.0
54569	3.0	0.0
8856	18.0	1.0
54568	2.0	0.0
8859	1756.0	424.0
8871	1851.0	1348.0
8872	4902.0	5346.0
6210	37355.0	27169.0
8870	25096.0	6817.0
100421500	9.0	0.0
8875	235.0	218.0
8876	331.0	159.0
8874	10165.0	1680.0
100421506	4.0	2.0
100421509	0.0	0.0
54570	5.0	0.0
400935	19.0	13.0
54574	0.0	1.0
54573	0.0	0.0
54572	0.0	0.0
400932	0.0	16.0
54571	0.0	0.0
54578	29.0	2355.0
255631	548.0	327.0
400931	511.0	33.0
54577	15.0	12944.0
54576	0.0	53.0
54575	5.0	2618.0
6205	106312.0	56678.0
100506915	27.0	18.0
8869	10150.0	970.0
6204	10677.0	8617.0
6207	33493.0	19748.0
6206	68981.0	44758.0
8867	3095.0	493.0
54579	0.0	1.0
6209	25253.0	11064.0
6208	65545.0	26882.0
170384	4975.0	853.0
100506916	0.0	0.0
8882	6784.0	1993.0
8883	3531.0	3954.0
8880	8968.0	6033.0
8881	7583.0	2165.0
8886	10111.0	9128.0
6223	56540.0	41923.0
100421512	0.0	0.0
8887	17014.0	11116.0
6222	92309.0	89666.0
8884	2440.0	2326.0
6224	63259.0	30266.0
100421515	65.0	10.0
54581	554.0	113.0
54580	1.0	28.0
54585	3657.0	1463.0
54584	639.0	503.0
54583	6993.0	3272.0
54587	12398.0	1880.0
54586	9.0	1.0
8879	7771.0	6039.0
170371	3058.0	286.0
170370	6.0	0.0
8877	3047.0	4056.0
6218	46169.0	40537.0
6217	64692.0	40382.0
8878	48383.0	18118.0
6219	8.0	3.0
100506907	1.0	0.0
100506906	209.0	53.0
255649	0.0	0.0
6230	33050.0	12781.0
8893	6164.0	4937.0
8894	9394.0	9203.0
101928440	1.0	0.0
8891	2194.0	1445.0
6232	59858.0	33909.0
8892	2559.0	2273.0
6231	11449.0	5945.0
8897	1809.0	331.0
6234	19330.0	6286.0
8898	5821.0	3059.0
6233	37146.0	27220.0
8895	16511.0	8531.0
6236	22564.0	638.0
8896	4108.0	3109.0
6235	20495.0	13712.0
101928442	0.0	0.0
101928448	7.0	7.0
8890	3511.0	1745.0
280659	0.0	0.0
280657	0.0	0.0
280658	0.0	0.0
280655	8.0	2.0
253039	4078.0	1023.0
6227	20732.0	13724.0
6226	3.0	1.0
6229	69344.0	25237.0
8888	10977.0	3717.0
6228	46187.0	17031.0
6241	497.0	8422.0
6240	4137.0	15133.0
100421411	0.0	0.0
6242	3847.0	3288.0
100421413	8.0	8.0
101928455	19.0	0.0
6244	4.0	0.0
6247	866.0	3.0
100421415	11.0	1.0
6246	0.0	0.0
280644	3.0	30.0
253044	3.0	0.0
6238	43876.0	13846.0
6237	16794.0	1662.0
8899	7878.0	3755.0
6239	13652.0	3786.0
6252	1910.0	725.0
100421420	28.0	6.0
6251	12001.0	4272.0
100421422	14.0	0.0
6253	1330.0	338.0
6256	23029.0	13849.0
100421424	0.0	0.0
6258	994.0	13.0
6257	7509.0	2667.0
100421428	2.0	0.0
101928469	10.0	1.0
100421429	11.0	2.0
280637	2.0	1.0
280636	5937.0	3026.0
253018	124.0	10.0
253017	0.0	0.0
253012	7.0	12.0
6249	13009.0	6479.0
6248	0.0	0.0
6263	237.0	19.0
100421431	10.0	1.0
6262	1509.0	44.0
100421432	1.0	2.0
101928470	4.0	2.0
100421433	6.0	0.0
100421436	218.0	33.0
100421439	1.0	1.0
6261	1186.0	1445.0
6260	14.0	11.0
6259	7689.0	5365.0
100421430	0.0	0.0
6274	941.0	169.0
6273	700.0	216176.0
6276	35.0	38.0
6275	29044.0	3388.0
6278	48.0	1534.0
6277	140835.0	68999.0
6279	2470.0	43604.0
6272	34075.0	2732.0
6271	149.0	16.0
6285	285.0	371.0
6284	4790.0	2438.0
100421455	0.0	0.0
6286	181.0	868.0
6289	63.0	980.0
6288	61.0	2241.0
6281	59835.0	52601.0
6280	8032.0	165593.0
6283	25.0	510.0
6282	35428.0	111748.0
123920	6833.0	1492.0
100421451	0.0	0.0
6296	1296.0	287.0
6295	10.0	0.0
6297	3178.0	744.0
6299	10.0	173.0
101928420	0.0	0.0
6290	0.0	0.0
6291	21.0	20.0
6294	11878.0	5072.0
6293	7296.0	3219.0
100421478	0.0	0.0
100421479	8.0	0.0
280664	32.0	2.0
54505	4611.0	1744.0
280660	0.0	0.0
54504	3277.0	553.0
280661	34.0	8.0
54503	1575.0	1632.0
54502	16503.0	5200.0
54509	1478.0	88.0
123904	2.0	0.0
54508	290.0	13.0
100421473	0.0	0.0
54507	13776.0	365.0
100421487	0.0	0.0
133308	823.0	327.0
147945	1.0	2.0
123970	8.0	0.0
100421480	1.0	1.0
147947	1049.0	151.0
147948	431.0	51.0
147949	753.0	77.0
100421484	0.0	0.0
100421485	0.0	0.0
100421498	44.0	0.0
100421499	5.0	0.0
101060006	1.0	0.0
101060005	1.0	0.0
101060004	0.0	0.0
100421495	0.0	0.0
100421496	0.0	0.0
351449	0.0	0.0
107126294	21.0	2.0
147965	1654.0	456.0
147968	605.0	152.0
107126289	3.0	0.0
107126287	0.0	19.0
101060039	4.0	1.0
121360	0.0	5.0
101060032	28.0	6.0
135924	0.0	0.0
135927	2.0	1.0
121355	35.0	14.0
147906	2462.0	278.0
135932	2034.0	41.0
101060045	1.0	1.0
135935	1.0	0.0
101060040	4.0	1.0
147912	2342.0	621.0
135942	2.0	0.0
135941	2.0	0.0
121340	9.0	5.0
135946	0.0	0.0
135948	1.0	0.0
104326190	0.0	0.0
104326191	52.0	1.0
147923	772.0	248.0
147920	22.0	183.0
147929	431.0	150.0
104326192	7.0	0.0
104326193	0.0	2.0
375444	74.0	179.0
104326189	51.0	0.0
101060020	1.0	0.0
375449	13575.0	2155.0
104326188	0.0	10.0
121328	3.0	0.0
91653	2383.0	258.0
389762	1.0	0.0
351143	0.0	0.0
389761	0.0	0.0
390756	0.0	0.0
27087	78.0	5.0
27085	277.0	596.0
27086	18656.0	2207.0
389756	3.0	1.0
147429	31.0	6.0
27089	5429.0	3103.0
91646	226.0	54.0
91647	1651.0	855.0
642968	28.0	6.0
135458	81.0	30.0
390766	0.0	0.0
27098	271.0	19.0
27099	22.0	4.0
27097	4761.0	1573.0
389741	143.0	61.0
27090	6873.0	1591.0
27091	0.0	0.0
27094	115.0	110.0
27095	5872.0	3380.0
27092	1989.0	97.0
642976	3.0	0.0
400629	1.0	2.0
27093	3.0	0.0
160428	694.0	573.0
375133	715.0	90.0
387122	3.0	0.0
390730	4.0	0.0
390732	3.0	7.0
390735	0.0	0.0
387119	1227.0	220.0
27063	4694.0	19.0
387117	0.0	0.0
27069	19743.0	10934.0
400612	22.0	1.0
27067	3830.0	2641.0
27068	4775.0	2831.0
221908	1089.0	645.0
341799	0.0	0.0
400619	114.0	2488.0
642987	177.0	21.0
400618	52.0	5.0
400617	144.0	93.0
64065	14305.0	131185.0
91662	169.0	12.0
91663	162723.0	11431.0
64064	123.0	10.0
64067	184.0	3.0
64066	0.0	0.0
91661	1609.0	585.0
91664	1141.0	686.0
147463	9861.0	2641.0
387111	18.0	1.0
27076	515.0	25103.0
390748	15.0	0.0
27077	873.0	526.0
400604	103.0	21.0
27074	107567.0	7799.0
27075	39038.0	9161.0
389766	44.0	0.0
387103	232.0	1904.0
387104	16.0	3.0
27079	951.0	550.0
389763	0.0	0.0
341784	6.0	6.0
642996	0.0	0.0
27072	7687.0	3877.0
160419	1.0	2.0
64061	10670.0	614.0
400609	1.0	1.0
160418	2575.0	11456.0
64063	1901.0	2718.0
27071	873.0	3398.0
64062	7614.0	2034.0
91695	518.0	194.0
100313772	0.0	0.0
100313773	0.0	0.0
64078	329.0	252.0
100313770	1.0	0.0
64077	2605.0	1070.0
91694	4418.0	1773.0
100313771	1.0	0.0
390790	4.0	0.0
221927	6872.0	2279.0
390792	49.0	0.0
400680	6.0	4.0
27043	8844.0	5041.0
27044	25923.0	12847.0
27042	1897.0	1828.0
389799	128.0	11.0
100313778	0.0	0.0
100313779	0.0	0.0
64072	1776.0	101.0
100313777	0.0	0.0
27040	45.0	12.0
100313774	0.0	0.0
64073	4286.0	2591.0
64087	6647.0	3180.0
221914	37.0	31.0
64089	849.0	626.0
100313781	0.0	0.0
91683	50.0	297.0
91689	5024.0	1369.0
100313780	1.0	0.0
245908	0.0	0.0
91687	429.0	1438.0
245909	0.0	0.0
400673	600.0	165.0
389792	933.0	524.0
389791	7.0	2.0
387129	1.0	29.0
400668	44.0	0.0
389787	67.0	9.0
64081	668.0	154.0
64080	1298.0	185.0
64083	18879.0	8978.0
64084	1648.0	128.0
64098	3162.0	505.0
64097	2740.0	301.0
400660	71.0	6.0
8909	254.0	17.0
27022	2.0	21.0
8907	9696.0	2916.0
341757	0.0	0.0
400658	21.0	18.0
8908	328.0	214.0
147407	1.0	0.0
27020	16246.0	14218.0
400657	1016.0	285.0
27023	7.0	1.0
400654	0.0	0.0
64090	39.0	16.0
64092	1876.0	582.0
64091	477.0	53.0
8900	113.0	1896.0
64094	2601.0	3075.0
8905	4237.0	936.0
147409	0.0	36.0
64093	207.0	223.0
8906	3192.0	975.0
64096	0.0	0.0
8904	13559.0	6371.0
221935	1890.0	6432.0
221937	12732.0	7594.0
221938	0.0	0.0
400652	12.0	7.0
400650	9.0	5.0
27039	25.0	2.0
27032	18971.0	12898.0
27033	91.0	48.0
27030	2088.0	615.0
27031	997.0	183.0
27036	404.0	121.0
400645	0.0	0.0
27037	2875.0	1113.0
400644	2.0	0.0
27034	2570.0	684.0
400643	12.0	283.0
27035	68.0	81.0
8912	5321.0	129.0
100313769	9.0	0.0
8913	74.0	15.0
8910	6489.0	862.0
8911	51.0	68.0
8916	5391.0	1142.0
8914	2181.0	5065.0
8915	4559.0	4433.0
245935	0.0	0.0
245936	0.0	0.0
245937	15.0	0.0
245938	0.0	1.0
8930	4227.0	2325.0
245939	0.0	0.0
221960	819.0	646.0
245930	0.0	0.0
245931	0.0	0.0
245932	0.0	0.0
245934	0.0	0.0
8929	0.0	0.0
8924	11855.0	2459.0
8927	372.0	15.0
8928	8.0	1.0
8925	12306.0	2053.0
8926	41.0	8.0
221955	3560.0	1085.0
8941	4.0	5.0
8942	1393.0	7458.0
375189	52.0	24.0
8940	66.0	20.0
245940	0.0	0.0
206338	30.0	2.0
375190	704.0	133.0
196446	26.0	5.0
8934	2790.0	1319.0
8935	8511.0	2657.0
196441	2886.0	891.0
8932	9582.0	6248.0
8933	14846.0	4053.0
8938	1169.0	81.0
8939	7554.0	5601.0
8936	512.0	3023.0
326105	12.0	0.0
245913	0.0	0.0
245915	0.0	0.0
221981	1118.0	47.0
245910	0.0	0.0
206358	1987.0	1846.0
245911	1.0	1.0
245912	6.0	1.0
196415	0.0	0.0
642909	6.0	3.0
642907	10.0	1.0
8945	3244.0	871.0
54659	1.0	24.0
54658	30.0	15.0
8943	24373.0	10234.0
54657	1.0	3.0
8944	0.0	0.0
196410	323.0	47.0
245927	0.0	0.0
245928	0.0	0.0
6300	1744.0	1134.0
245929	0.0	0.0
6302	6692.0	1904.0
6301	17823.0	5573.0
160492	17.0	3.0
54662	6496.0	2747.0
54661	13.0	34.0
54660	93.0	9.0
54665	3520.0	851.0
54664	5024.0	5536.0
54663	2643.0	2150.0
8970	135.0	561.0
8971	17776.0	9770.0
101928363	40.0	1.0
8974	8642.0	6759.0
6311	6725.0	1657.0
8975	7702.0	1184.0
6310	9065.0	3007.0
91612	9093.0	3774.0
100421601	0.0	0.0
8972	53.0	30.0
8973	7.0	4.0
245972	523.0	101.0
245973	164.0	143.0
54677	1631.0	801.0
54676	8608.0	3070.0
54675	9884.0	3640.0
147468	0.0	0.0
54674	865.0	21.0
6304	6082.0	702.0
6303	95986.0	27935.0
8968	8.0	4.0
6305	17326.0	5079.0
91603	2221.0	1260.0
91608	96.0	293.0
6307	13765.0	6595.0
642924	106.0	4.0
8969	41.0	180.0
6309	4309.0	2532.0
91607	9583.0	1379.0
6320	1717.0	310.0
6322	1662.0	249.0
8985	10307.0	6174.0
8986	6067.0	3548.0
64002	0.0	0.0
101928378	351.0	34.0
6324	1224.0	130.0
64005	5269.0	894.0
6323	1070.0	34.0
101928376	29.0	3.0
54680	2437.0	2035.0
642938	37.0	7.0
54682	4907.0	2985.0
54681	5370.0	1064.0
196403	5068.0	1155.0
6315	0.0	0.0
6314	7634.0	1237.0
6317	12.0	2201.0
8976	10535.0	5502.0
6319	68536.0	43733.0
6318	3.0	196.0
642935	121.0	12.0
8992	22627.0	10539.0
8993	16.0	1.0
6331	49.0	69.0
8991	65633.0	1669.0
6330	4411.0	88.0
100421621	67.0	7.0
8996	3347.0	1872.0
101928388	22.0	26.0
6332	10002.0	68.0
8997	2294.0	584.0
8994	15219.0	1470.0
6335	1251.0	2822.0
8995	121.0	961.0
6334	87.0	111.0
147495	3615.0	720.0
100421629	0.0	0.0
8989	51.0	191.0
6326	131.0	14.0
8987	723.0	51.0
6328	137.0	23.0
91624	3059.0	315.0
6327	1034.0	20.0
8988	231.0	201.0
6329	122.0	8.0
642946	78.0	49.0
6340	3521.0	269.0
6342	13926.0	6988.0
6341	4016.0	2431.0
6344	2625.0	239.0
100421633	0.0	0.0
6343	61.0	18.0
100421634	0.0	0.0
6346	3.0	0.0
6345	313.0	9.0
100421638	1.0	0.0
642958	3.0	0.0
642959	0.0	1.0
6337	36407.0	8494.0
642952	0.0	0.0
6336	7.0	0.0
6339	376.0	91.0
91614	86.0	177.0
8999	1673.0	139.0
6338	11623.0	1387.0
642954	30.0	32.0
6351	1998.0	693.0
6352	7282.0	1538.0
6355	297.0	289.0
6354	5.0	22.0
6357	505.0	291.0
6356	645.0	227.0
100421528	2.0	0.0
6348	1364.0	611.0
6347	43106.0	2711.0
196394	623.0	432.0
6362	12350.0	4166.0
6361	199.0	9.0
6364	1352.0	1861.0
6363	1048.0	615.0
100421533	66.0	53.0
6366	17657.0	3667.0
100421535	0.0	0.0
6368	205.0	9.0
6367	783.0	212.0
101928337	0.0	32.0
6360	24.0	0.0
255349	13.0	1.0
6359	84.0	3.0
6358	548.0	5.0
6373	769.0	207.0
101928340	8.0	3.0
6372	38.0	191.0
100421542	1.0	0.0
6375	93.0	157.0
6374	4856.0	360.0
100421545	31.0	14.0
6376	108909.0	11909.0
101928345	0.0	0.0
100421549	0.0	0.0
6370	23.0	16.0
255313	0.0	0.0
196374	15.0	418.0
6369	245.0	41.0
6383	15417.0	2620.0
6386	42091.0	12427.0
6385	132721.0	17195.0
6388	4806.0	3107.0
6387	23963.0	985.0
6389	12882.0	7877.0
255330	0.0	0.0
6382	57933.0	105851.0
102724246	12.0	11.0
255324	346.0	307.0
196385	436.0	58.0
196383	8377.0	1798.0
100421550	1.0	0.0
6397	35387.0	4237.0
100421565	0.0	0.0
6396	11503.0	6001.0
100421566	0.0	0.0
6399	1503.0	272.0
6398	8966.0	1709.0
6391	7360.0	9637.0
6390	6885.0	3227.0
6392	6824.0	3766.0
282997	204.0	58.0
282996	191.0	3.0
100134229	845.0	1282.0
282991	2933.0	1488.0
100421560	0.0	0.0
100421577	51.0	19.0
100421579	3.0	0.0
255394	3340.0	734.0
102724224	20.0	12.0
54600	0.0	41.0
54602	5297.0	3038.0
282980	0.0	1.0
54606	5913.0	5632.0
100421572	0.0	0.0
100421588	8.0	8.0
100421589	43.0	1.0
282974	1552.0	192.0
282973	106.0	182.0
54619	1132.0	365.0
100421581	5.0	4.0
196335	5.0	6.0
100421582	51.0	5.0
54617	8217.0	1524.0
100421598	1.0	0.0
100421599	2.0	0.0
255374	212.0	37.0
282969	990.0	306.0
102724201	1.0	0.0
282966	1.0	0.0
54622	3283.0	1878.0
100134259	97.0	11.0
54621	6997.0	1641.0
54620	2044.0	956.0
54626	270.0	604.0
54625	34300.0	4005.0
54623	10470.0	3378.0
54629	6458.0	1594.0
54627	197.0	43.0
27005	2675.0	1963.0
27006	32.0	0.0
27000	2324.0	2239.0
27004	10.0	18.0
27018	13589.0	4121.0
27019	158.0	2.0
400591	1.0	0.0
27010	1105.0	170.0
27012	8.0	5.0
27013	12284.0	3292.0
400581	29.0	1.0
400578	1569.0	62.0
400569	2361.0	578.0
400566	311.0	165.0
389715	1.0	0.0
100313829	2.0	0.0
390729	0.0	1.0
100313824	0.0	0.0
100313822	0.0	0.0
389740	135.0	23.0
389730	0.0	0.0
100038246	0.0	1.0
389727	1.0	0.0
91775	6008.0	6015.0
390872	0.0	0.0
390874	6.0	44.0
654835	3.0	0.0
400759	1111.0	880.0
400757	36.0	0.0
125997	0.0	0.0
389874	0.0	0.0
389873	5.0	1.0
400752	156.0	90.0
137994	762.0	98.0
642843	23.0	11.0
91768	13172.0	1246.0
64151	137.0	1305.0
64150	740.0	12.0
64168	2079.0	189.0
64167	1021.0	493.0
390883	0.0	0.0
390882	0.0	0.0
390885	0.0	0.0
390886	0.0	0.0
125988	3557.0	1481.0
400746	3838.0	322.0
400745	34.0	255.0
389866	16.0	17.0
150962	1265.0	584.0
64175	3140.0	3255.0
162968	363.0	100.0
64174	2451.0	89.0
162966	849.0	688.0
162967	2008.0	1236.0
162962	802.0	251.0
162963	352.0	131.0
125981	2.0	24.0
149992	0.0	0.0
390856	0.0	0.0
390858	4.0	10.0
27187	2.0	0.0
390857	0.0	0.0
400736	0.0	0.0
400735	2.0	0.0
27185	1046.0	135.0
149986	4940.0	3059.0
147323	3.0	1.0
326293	7.0	1.0
100313839	0.0	0.0
389898	0.0	2.0
100313837	0.0	0.0
326295	4.0	0.0
27189	23.0	1.0
100313838	0.0	0.0
326294	3.0	14.0
125972	3.0	2.0
642864	2.0	0.0
100313835	0.0	0.0
326296	0.0	0.0
326298	0.0	0.0
375260	800.0	138.0
27183	8961.0	3095.0
64170	763.0	102.0
642869	1.0	1.0
27180	583.0	127.0
27181	204.0	96.0
64172	801.0	470.0
100313830	1.0	0.0
375248	310.0	65.0
91782	6110.0	2632.0
27197	15.0	43.0
147339	4565.0	1617.0
27198	158.0	9.0
27195	0.0	0.0
125965	11.0	45.0
27196	0.0	0.0
125963	0.0	0.0
125962	0.0	0.0
27199	87.0	122.0
400720	576.0	518.0
149998	2.0	0.0
389884	2.0	4.0
326286	1.0	0.0
27190	30.0	4.0
64180	41.0	2.0
27193	0.0	0.0
100313842	2.0	0.0
642879	0.0	0.0
100313843	0.0	0.0
27194	0.0	0.0
400728	24.0	4.0
64184	1.0	0.0
100313840	0.0	0.0
100313841	0.0	0.0
100313892	0.0	0.0
642891	3.0	9.0
387264	37.0	4.0
387263	3112.0	1681.0
206412	59.0	5.0
27164	2.0	2.0
27165	132.0	38.0
27163	2466.0	512.0
400799	3.0	6.0
400798	14.0	2.0
27166	4493.0	2148.0
400797	0.0	0.0
326272	0.0	0.0
326275	4.0	0.0
326277	0.0	1.0
326279	14.0	13.0
27160	5.0	0.0
27161	9905.0	3070.0
326278	15.0	12.0
100313895	0.0	0.0
642888	2.0	0.0
100313896	3.0	0.0
387254	0.0	0.0
400793	3557.0	2123.0
150928	202.0	161.0
27175	2463.0	578.0
149934	0.0	2.0
27173	22240.0	11817.0
150921	0.0	2.0
27179	2.0	342.0
27177	0.0	37.0
27178	3.0	5.0
341883	8.0	48.0
341880	5.0	0.0
27170	0.0	0.0
326269	7.0	3.0
137964	11407.0	1973.0
390892	0.0	0.0
375298	1890.0	399.0
149951	5292.0	2187.0
27148	2572.0	923.0
390895	0.0	0.0
206426	2.0	1.0
27143	7699.0	287.0
27141	140.0	65.0
27146	128.0	19.0
106029310	0.0	3.0
27147	7964.0	149.0
27145	4661.0	153.0
123355	1777.0	1024.0
137970	62.0	0.0
375287	1771.0	284.0
387276	0.0	0.0
27159	4280.0	60.0
387273	11.0	1.0
150947	7.0	0.0
150946	445.0	454.0
27153	3607.0	1363.0
27154	7621.0	1942.0
400769	0.0	0.0
27151	11683.0	108.0
27152	1269.0	360.0
123346	0.0	2.0
27158	1802.0	1113.0
400765	0.0	1.0
100293516	907.0	610.0
387266	0.0	0.0
27156	40.0	30.0
149954	1.0	0.0
387267	0.0	1.0
375295	94.0	100.0
100313886	1.0	1.0
100313887	0.0	0.0
100313884	0.0	0.0
101928287	11.0	0.0
160365	60.0	7.0
160364	812.0	102.0
102724316	2125.0	914.0
54754	10.0	10.0
54753	2907.0	195.0
54752	12.0	12.0
54751	6204.0	3953.0
54758	3569.0	613.0
54757	9435.0	1473.0
54756	500.0	356.0
101928290	87.0	54.0
6401	8157.0	307.0
6400	19232.0	9643.0
102724307	5.0	1.0
54760	302.0	50.0
54765	18015.0	5289.0
54764	3470.0	833.0
54763	3.0	0.0
54762	1301.0	203.0
54769	3.0	279.0
54768	198.0	16.0
54766	0.0	4.0
159371	614.0	8205.0
100421700	4.0	0.0
100421701	7.0	3.0
100421702	6.0	0.0
100421704	8.0	3.0
100421705	0.0	0.0
100421706	1.0	0.0
100421707	5.0	3.0
100421708	12.0	0.0
100421709	0.0	3.0
54776	19562.0	1470.0
91703	39.0	22.0
6403	7288.0	257.0
6402	889.0	771.0
6405	8590.0	3424.0
54778	3897.0	1908.0
6404	8304.0	872.0
54777	135.0	3.0
6407	0.0	0.0
6406	1.0	2.0
64100	0.0	0.0
64102	13.0	0.0
6421	39153.0	18432.0
100421710	2.0	0.0
64101	4076.0	4428.0
6423	8073.0	12027.0
6422	153.0	152.0
64106	91.0	59.0
64105	100.0	431.0
64108	1595.0	832.0
100421716	0.0	0.0
100421717	0.0	0.0
100421718	0.0	0.0
64109	34.0	9.0
54780	3530.0	762.0
54785	1071.0	342.0
54784	818.0	472.0
6414	31143.0	1786.0
6416	4960.0	3058.0
54788	10656.0	2218.0
6415	22733.0	9931.0
6418	26646.0	43128.0
6419	1800.0	557.0
6430	43748.0	6818.0
64111	0.0	0.0
162989	4289.0	1535.0
64110	5720.0	4837.0
6432	16193.0	7060.0
6431	27661.0	9646.0
64112	7345.0	1385.0
64115	21715.0	2714.0
6434	18615.0	12550.0
101928243	81.0	256.0
6433	6461.0	2501.0
64114	46301.0	24562.0
101928244	6.0	0.0
100421724	37.0	1.0
64116	73119.0	3869.0
64118	7124.0	3788.0
101928248	21.0	5.0
100421728	1.0	0.0
54790	3901.0	1294.0
100421729	4.0	0.0
104548973	5.0	0.0
104548972	3.0	0.0
54793	3876.0	3416.0
400713	677.0	345.0
104548971	5.0	4.0
104548970	0.0	0.0
54798	51.0	25.0
255411	14.0	0.0
54797	1083.0	515.0
54796	1878.0	297.0
54795	7663.0	1972.0
6425	4973.0	71.0
6424	1676.0	471.0
150992	1.0	0.0
6427	14642.0	9155.0
54799	2591.0	927.0
6426	14324.0	11261.0
6429	14364.0	4089.0
6428	31968.0	19146.0
162979	295.0	129.0
6441	113389.0	3900.0
