id	93b1f14d-cdb5-474f-aeda-b20e3ea8f2fb	c021cbb0-388a-4c5d-8cf3-edc5335a0113
375133	276.0	543.0
387122	4.0	7.0
390730	1.0	0.0
390732	1.0	0.0
390735	0.0	0.0
387119	574.0	416.0
27063	20570.0	191.0
387117	0.0	0.0
27069	7145.0	6517.0
400612	1.0	9.0
27067	1536.0	1770.0
27068	1760.0	1485.0
221908	467.0	427.0
341799	0.0	0.0
400619	25.0	381.0
642987	60.0	13.0
400618	10.0	174.0
400617	31.0	96.0
64065	6000.0	15191.0
91662	186.0	8.0
91663	21124.0	10094.0
64064	7.0	417.0
64067	27.0	171.0
64066	1.0	3.0
91661	501.0	793.0
91664	356.0	653.0
147463	5795.0	932.0
387111	8.0	14.0
27076	203.0	1727.0
390748	3.0	4.0
27077	275.0	299.0
400604	66.0	59.0
27074	21137.0	1723.0
27075	27637.0	5411.0
389766	11.0	5.0
387103	90.0	548.0
387104	7.0	1.0
27079	311.0	906.0
389763	0.0	0.0
341784	3.0	2.0
642996	0.0	0.0
27072	3025.0	3028.0
160419	1.0	7.0
64061	3046.0	1667.0
400609	0.0	3.0
160418	949.0	2323.0
64063	410.0	231.0
27071	385.0	24.0
64062	2327.0	3840.0
91695	237.0	568.0
100313772	0.0	0.0
100313773	0.0	0.0
64078	83.0	58.0
100313770	0.0	0.0
64077	908.0	1421.0
91694	1714.0	1467.0
100313771	0.0	0.0
390790	1.0	8.0
221927	2148.0	2766.0
390792	4.0	0.0
400680	27.0	3.0
27043	2649.0	4020.0
27044	7968.0	15030.0
27042	746.0	1736.0
389799	47.0	10.0
100313778	0.0	0.0
100313779	0.0	0.0
64072	923.0	1509.0
100313777	0.0	0.0
27040	36.0	36.0
100313774	0.0	0.0
64073	2811.0	78.0
64087	2159.0	1293.0
221914	16.0	232.0
64089	311.0	551.0
100313781	0.0	0.0
91683	7.0	248.0
91689	1977.0	2119.0
100313780	0.0	0.0
245908	0.0	0.0
91687	168.0	794.0
245909	0.0	0.0
400673	266.0	198.0
389792	86.0	325.0
389791	0.0	4.0
387129	0.0	3.0
400668	19.0	55.0
389787	32.0	6.0
64081	295.0	209.0
64080	224.0	219.0
64083	5390.0	14336.0
64084	216.0	2783.0
64098	1997.0	2040.0
64097	975.0	202.0
400660	8.0	43.0
8909	31.0	3.0
27022	0.0	273.0
8907	3653.0	1838.0
341757	0.0	1.0
400658	4.0	38.0
8908	38.0	631.0
147407	3.0	18.0
27020	6560.0	5328.0
400657	471.0	755.0
27023	4.0	7.0
400654	0.0	0.0
64090	1.0	20.0
64092	933.0	69.0
64091	166.0	33.0
8900	20.0	38.0
64094	746.0	927.0
8905	1707.0	1894.0
147409	0.0	0.0
64093	64.0	2169.0
8906	1577.0	1620.0
64096	0.0	27.0
8904	4756.0	9681.0
221935	1275.0	4601.0
221937	3126.0	4258.0
221938	0.0	28.0
400652	13.0	3.0
400650	2.0	8.0
27039	9.0	5.0
27032	6755.0	7264.0
27033	15.0	42.0
27030	962.0	889.0
27031	738.0	379.0
27036	154.0	30.0
400645	0.0	0.0
27037	1369.0	4181.0
400644	0.0	0.0
27034	1157.0	1837.0
400643	1.0	566.0
27035	27.0	15.0
8912	937.0	5863.0
100313769	0.0	9.0
8913	80.0	525.0
8910	3756.0	5705.0
8911	23.0	956.0
8916	2174.0	1481.0
8914	581.0	6314.0
8915	775.0	1016.0
245935	0.0	1.0
245936	0.0	1.0
245937	8.0	3.0
245938	0.0	0.0
8930	1523.0	1549.0
245939	0.0	0.0
221960	301.0	455.0
245930	0.0	0.0
245931	0.0	1.0
245932	0.0	0.0
245934	0.0	0.0
8929	0.0	1.0
8924	3739.0	8454.0
8927	97.0	31.0
8928	3.0	101.0
8925	4547.0	3810.0
8926	9.0	73.0
221955	1482.0	864.0
8941	1.0	82.0
8942	690.0	59.0
375189	23.0	52.0
8940	20.0	76.0
245940	0.0	0.0
206338	9.0	164.0
375190	431.0	156.0
196446	9.0	2.0
8934	1052.0	787.0
8935	3472.0	1976.0
196441	1493.0	1204.0
8932	4114.0	2569.0
8933	4793.0	2766.0
8938	431.0	1903.0
8939	2790.0	5776.0
8936	235.0	585.0
326105	5.0	4.0
245913	0.0	0.0
245915	0.0	0.0
221981	610.0	846.0
245910	0.0	0.0
206358	650.0	753.0
245911	0.0	1.0
245912	1.0	2.0
196415	0.0	2.0
642909	2.0	4.0
642907	0.0	0.0
8945	938.0	1189.0
54659	0.0	0.0
54658	0.0	0.0
8943	7548.0	6920.0
54657	0.0	0.0
8944	0.0	0.0
196410	56.0	365.0
245927	0.0	0.0
245928	0.0	0.0
6300	419.0	2287.0
245929	0.0	0.0
6302	2168.0	784.0
6301	6072.0	4708.0
160492	2.0	0.0
54662	1898.0	806.0
54661	10.0	7.0
54660	26.0	32.0
54665	1414.0	1293.0
54664	2085.0	4756.0
54663	937.0	2457.0
8970	17.0	292.0
8971	5708.0	9900.0
101928363	5.0	2.0
8974	6378.0	1491.0
6311	2844.0	2905.0
8975	1620.0	3886.0
6310	3490.0	3034.0
91612	2670.0	709.0
100421601	0.0	0.0
8972	170.0	3.0
8973	1.0	0.0
245972	38.0	14.0
245973	64.0	167.0
54677	686.0	537.0
54676	3134.0	2134.0
54675	6584.0	1335.0
147468	0.0	1.0
54674	868.0	103.0
6304	2674.0	979.0
6303	21847.0	12375.0
8968	0.0	48.0
6305	3950.0	8667.0
91603	824.0	904.0
91608	136.0	260.0
6307	3792.0	1648.0
642924	30.0	24.0
8969	6.0	283.0
6309	1755.0	2962.0
91607	3138.0	4840.0
6320	186.0	1713.0
6322	573.0	743.0
8985	4057.0	2635.0
8986	1728.0	2469.0
64002	0.0	0.0
101928378	172.0	208.0
6324	266.0	214.0
64005	2600.0	349.0
6323	498.0	14.0
101928376	13.0	17.0
54680	1056.0	1864.0
642938	7.0	228.0
54682	1436.0	2041.0
54681	1656.0	629.0
196403	960.0	2120.0
6315	1.0	0.0
6314	2154.0	982.0
6317	0.0	27.0
8976	3862.0	1981.0
6319	21623.0	28591.0
6318	0.0	3.0
642935	44.0	18.0
8992	8061.0	1805.0
8993	23.0	30.0
6331	8.0	290.0
8991	25296.0	1954.0
6330	2734.0	1860.0
100421621	7.0	3.0
8996	1470.0	1083.0
101928388	6.0	6.0
6332	5877.0	296.0
8997	1109.0	867.0
8994	7344.0	1200.0
6335	550.0	578.0
8995	5.0	5.0
6334	54.0	395.0
147495	1796.0	5996.0
100421629	0.0	0.0
8989	1.0	1297.0
6326	23.0	749.0
8987	224.0	47.0
6328	31.0	26.0
91624	2595.0	269.0
6327	193.0	110.0
8988	60.0	1.0
6329	10.0	252.0
642946	22.0	81.0
6340	1956.0	149.0
6342	5935.0	3800.0
6341	1320.0	871.0
6344	616.0	132.0
100421633	0.0	0.0
6343	7.0	16.0
100421634	0.0	7.0
6346	1.0	0.0
6345	151.0	46.0
100421638	0.0	1.0
642958	2.0	2.0
642959	0.0	0.0
6337	16590.0	1656.0
642952	0.0	1.0
6336	0.0	1.0
6339	142.0	353.0
91614	29.0	235.0
8999	338.0	486.0
6338	6726.0	316.0
642954	7.0	34.0
6351	396.0	15.0
6352	1912.0	93.0
6355	28.0	3.0
6354	8.0	1.0
6357	223.0	12.0
6356	14.0	4.0
100421528	1.0	1.0
6348	99.0	13.0
6347	5385.0	572.0
196394	235.0	259.0
6362	4035.0	189.0
6361	143.0	3.0
6364	57.0	25.0
6363	63.0	14.0
100421533	28.0	18.0
6366	3205.0	932.0
100421535	0.0	0.0
6368	374.0	0.0
6367	79.0	16.0
101928337	1.0	0.0
6360	12.0	3.0
255349	1.0	0.0
6359	50.0	1.0
6358	234.0	11.0
6373	48.0	12.0
101928340	0.0	1.0
6372	9.0	61.0
100421542	0.0	0.0
6375	43.0	146.0
6374	665.0	4.0
100421545	9.0	46.0
6376	9018.0	1291.0
101928345	0.0	0.0
100421549	0.0	0.0
6370	4.0	1.0
255313	0.0	0.0
196374	2.0	1.0
6369	290.0	2.0
6383	5920.0	10663.0
6386	16382.0	4310.0
6385	24826.0	6253.0
6388	1611.0	1431.0
6387	3772.0	742.0
6389	4600.0	11654.0
255330	1.0	0.0
6382	21747.0	8139.0
102724246	5.0	9.0
255324	36.0	4.0
196385	165.0	431.0
196383	2933.0	820.0
100421550	0.0	0.0
6397	12791.0	3752.0
100421565	0.0	0.0
6396	3568.0	4725.0
100421566	0.0	0.0
6399	561.0	409.0
6398	5187.0	946.0
6391	2743.0	3189.0
6390	2473.0	2619.0
6392	2511.0	2703.0
282997	56.0	98.0
282996	70.0	360.0
100134229	137.0	221.0
282991	1576.0	1288.0
100421560	0.0	9.0
100421577	17.0	12.0
100421579	0.0	9.0
255394	1060.0	309.0
102724224	2.0	44.0
54600	0.0	0.0
54602	1825.0	2408.0
282980	0.0	0.0
54606	2194.0	4054.0
100421572	0.0	1.0
100421588	2.0	2.0
100421589	12.0	178.0
282974	553.0	1493.0
282973	51.0	433.0
54619	418.0	665.0
100421581	0.0	4.0
196335	1.0	16.0
100421582	12.0	16.0
54617	3033.0	2554.0
100421598	0.0	0.0
100421599	1.0	3.0
255374	58.0	62.0
282969	666.0	643.0
102724201	0.0	4.0
282966	0.0	2.0
54622	1031.0	402.0
100134259	42.0	37.0
54621	3292.0	1066.0
54620	615.0	1960.0
54626	33.0	926.0
54625	7927.0	2128.0
54623	3148.0	4791.0
54629	3550.0	2452.0
54627	56.0	489.0
27005	1056.0	1632.0
27006	11.0	1.0
27000	859.0	1196.0
27004	2.0	383.0
27018	5784.0	5302.0
27019	74.0	34.0
400591	0.0	53.0
27010	524.0	60.0
27012	1.0	126.0
27013	5519.0	3365.0
400581	6.0	2.0
400578	152.0	27.0
400569	729.0	259.0
400566	114.0	65.0
389715	1.0	1.0
100313829	0.0	1.0
390729	1.0	1.0
100313824	0.0	0.0
100313822	0.0	0.0
389740	20.0	14.0
389730	0.0	1.0
100038246	0.0	27.0
389727	0.0	0.0
91775	1770.0	1071.0
390872	0.0	0.0
390874	1.0	240.0
654835	0.0	0.0
400759	316.0	55.0
400757	2.0	0.0
125997	0.0	1.0
389874	0.0	0.0
389873	1.0	0.0
400752	46.0	142.0
137994	113.0	310.0
642843	0.0	4.0
91768	3995.0	1903.0
64151	25.0	858.0
64150	463.0	340.0
64168	753.0	372.0
64167	3828.0	327.0
390883	0.0	0.0
390882	0.0	0.0
390885	0.0	0.0
390886	0.0	1.0
125988	1621.0	645.0
400746	568.0	600.0
400745	13.0	204.0
389866	8.0	13.0
150962	401.0	408.0
64175	1087.0	2636.0
162968	82.0	226.0
64174	1604.0	31.0
162966	456.0	995.0
162967	658.0	982.0
162962	306.0	433.0
162963	123.0	33.0
125981	3.0	1.0
149992	0.0	2.0
390856	0.0	0.0
390858	0.0	3.0
27187	0.0	3.0
390857	0.0	0.0
400736	0.0	0.0
400735	0.0	3.0
27185	303.0	1146.0
149986	2120.0	3204.0
147323	1.0	7.0
326293	2.0	2.0
100313839	0.0	0.0
389898	1.0	0.0
100313837	0.0	0.0
326295	0.0	3.0
27189	6.0	5.0
100313838	0.0	0.0
326294	1.0	3.0
125972	1.0	1.0
642864	1.0	0.0
100313835	0.0	0.0
326296	0.0	1.0
326298	0.0	1.0
375260	286.0	179.0
27183	2902.0	2563.0
64170	525.0	171.0
642869	2.0	1.0
27180	451.0	39.0
27181	77.0	7.0
64172	317.0	348.0
100313830	0.0	1.0
375248	132.0	139.0
91782	2032.0	1302.0
27197	8.0	12.0
147339	1673.0	2063.0
27198	17.0	1216.0
27195	0.0	0.0
125965	5.0	1506.0
27196	0.0	0.0
125963	0.0	0.0
125962	0.0	0.0
27199	21.0	178.0
400720	313.0	487.0
149998	0.0	11.0
389884	2.0	3.0
326286	1.0	0.0
27190	5.0	4.0
64180	8.0	773.0
27193	0.0	0.0
100313842	0.0	0.0
642879	0.0	0.0
100313843	0.0	0.0
27194	0.0	0.0
400728	11.0	14.0
64184	1.0	0.0
100313840	0.0	0.0
100313841	0.0	0.0
100313892	0.0	0.0
642891	21.0	35.0
387264	6.0	8.0
387263	816.0	1592.0
206412	23.0	18.0
27164	2.0	420.0
27165	16.0	93.0
27163	880.0	408.0
400799	2.0	1.0
400798	9.0	83.0
27166	1238.0	1114.0
400797	0.0	0.0
326272	0.0	1.0
326275	0.0	0.0
326277	0.0	1.0
326279	5.0	2.0
27160	0.0	6.0
27161	2564.0	4906.0
326278	1.0	1.0
100313895	0.0	0.0
642888	1.0	1.0
100313896	0.0	0.0
387254	0.0	0.0
400793	835.0	755.0
150928	118.0	175.0
27175	1107.0	788.0
149934	0.0	282.0
27173	7967.0	6891.0
150921	0.0	0.0
27179	0.0	0.0
27177	36.0	1.0
27178	1.0	2.0
341883	1.0	26.0
341880	1.0	2.0
27170	0.0	0.0
326269	0.0	5.0
137964	3090.0	2909.0
390892	0.0	0.0
375298	438.0	290.0
149951	2256.0	1365.0
27148	766.0	1551.0
390895	0.0	0.0
206426	0.0	1.0
27143	2759.0	1883.0
27141	32.0	86.0
27146	43.0	48.0
106029310	0.0	5.0
27147	2266.0	291.0
27145	3101.0	235.0
123355	519.0	412.0
137970	35.0	369.0
375287	777.0	574.0
387276	0.0	0.0
27159	128.0	1.0
387273	6.0	4.0
150947	0.0	0.0
150946	57.0	999.0
27153	1097.0	973.0
27154	2304.0	3258.0
400769	0.0	1.0
27151	5616.0	1223.0
27152	596.0	401.0
123346	0.0	4.0
27158	707.0	1021.0
400765	0.0	16.0
100293516	336.0	744.0
387266	0.0	1.0
27156	23.0	75.0
149954	0.0	136.0
387267	0.0	5.0
375295	16.0	788.0
100313886	1.0	2.0
100313887	0.0	0.0
100313884	0.0	0.0
101928287	13.0	23.0
160365	17.0	3.0
160364	1003.0	237.0
102724316	1020.0	459.0
54754	1.0	3.0
54753	707.0	1894.0
54752	1.0	8.0
54751	1337.0	3494.0
54758	1476.0	1475.0
54757	1795.0	481.0
54756	66.0	3717.0
101928290	31.0	55.0
6401	759.0	22.0
6400	6752.0	5307.0
102724307	2.0	0.0
54760	93.0	231.0
54765	5560.0	6501.0
54764	1023.0	1517.0
54763	0.0	13.0
54762	634.0	350.0
54769	0.0	48.0
54768	76.0	33.0
54766	2.0	1.0
159371	209.0	582.0
100421700	2.0	0.0
100421701	3.0	3.0
100421702	4.0	2.0
100421704	7.0	0.0
100421705	0.0	0.0
100421706	0.0	0.0
100421707	2.0	2.0
100421708	0.0	1.0
100421709	0.0	1.0
54776	7075.0	3536.0
91703	13.0	35.0
6403	1989.0	90.0
6402	561.0	33.0
6405	2664.0	1760.0
54778	1565.0	1487.0
6404	5960.0	149.0
54777	78.0	267.0
6407	0.0	0.0
6406	0.0	0.0
64100	0.0	0.0
64102	3.0	0.0
6421	9029.0	18258.0
100421710	0.0	1.0
64101	431.0	26.0
6423	983.0	1389.0
6422	530.0	9420.0
64106	12.0	224.0
64105	33.0	379.0
64108	346.0	103.0
100421716	0.0	0.0
100421717	0.0	0.0
100421718	0.0	0.0
64109	24.0	1.0
54780	1384.0	1568.0
54785	472.0	253.0
54784	452.0	392.0
6414	14975.0	3665.0
6416	1483.0	728.0
54788	3507.0	2329.0
6415	13915.0	5951.0
6418	8666.0	9881.0
6419	581.0	344.0
6430	11701.0	7974.0
64111	0.0	0.0
162989	1606.0	1603.0
64110	1832.0	10794.0
6432	4263.0	4957.0
6431	5420.0	8612.0
64112	2736.0	1588.0
64115	9692.0	742.0
6434	4276.0	7477.0
101928243	18.0	43.0
6433	2513.0	3630.0
64114	17311.0	6750.0
101928244	0.0	0.0
100421724	24.0	4.0
64116	37685.0	1897.0
64118	2840.0	3361.0
101928248	9.0	5.0
100421728	0.0	0.0
54790	1414.0	1938.0
100421729	2.0	0.0
104548973	2.0	2.0
104548972	0.0	1.0
54793	1669.0	775.0
400713	436.0	229.0
104548971	0.0	26.0
104548970	0.0	1.0
54798	146.0	591.0
255411	10.0	1.0
54797	506.0	520.0
54796	552.0	1345.0
54795	3845.0	1857.0
6425	505.0	985.0
6424	2231.0	343.0
150992	1.0	0.0
6427	5089.0	7191.0
54799	963.0	1149.0
6426	4932.0	9834.0
6429	5610.0	6164.0
6428	9238.0	12434.0
162979	96.0	187.0
6441	34302.0	871.0
64122	1208.0	1120.0
64121	1305.0	1169.0
6440	1559195.0	3355.0
100421731	3.0	1.0
6443	3100.0	2264.0
101928256	0.0	0.0
6442	970.0	104.0
64123	1506.0	267.0
100421733	0.0	0.0
6445	432.0	254.0
100421734	0.0	7.0
6444	1154.0	506.0
160313	0.0	0.0
100421736	0.0	0.0
64127	423.0	301.0
162972	388.0	1923.0
64129	4925.0	1585.0
255426	5.0	60.0
642818	0.0	0.0
642819	309.0	154.0
400709	89.0	22.0
6439	619821.0	34439.0
642812	4.0	4.0
64131	953.0	2348.0
654817	123.0	6.0
6450	228.0	109.0
91750	623.0	879.0
64130	213.0	246.0
654816	108.0	2.0
6452	3371.0	1613.0
100421741	0.0	0.0
64132	1550.0	1935.0
6451	8017.0	2723.0
64135	1251.0	756.0
91754	4582.0	6674.0
6453	2024.0	2355.0
6456	184.0	502.0
91752	71.0	13.0
64137	2.0	320.0
6455	2913.0	4640.0
147372	2360.0	308.0
6447	12.0	385.0
6446	9704.0	1252.0
91748	4010.0	2945.0
6449	3597.0	2848.0
135398	44.0	271.0
91746	4449.0	4243.0
6448	2973.0	1594.0
91749	207.0	345.0
6461	1282.0	708.0
6462	15.0	5.0
6465	0.0	1.0
100421754	0.0	0.0
64146	27.0	99.0
64145	2290.0	1262.0
6464	4606.0	6546.0
162998	4.0	0.0
100421756	3.0	6.0
101928276	0.0	0.0
64147	322.0	138.0
160335	1842.0	2397.0
6466	3.0	0.0
162993	296.0	114.0
64149	633.0	810.0
147381	7.0	22.0
255403	211.0	228.0
6458	32.0	47.0
6457	594.0	147.0
91734	0.0	1.0
6459	4.0	17.0
6472	1360.0	10421.0
6471	0.0	0.0
6474	14.0	112.0
6473	1.0	49.0
6476	0.0	0.0
6478	906.0	3693.0
6477	735.0	889.0
101928200	8.0	415.0
100421648	2.0	0.0
6470	1017.0	746.0
6469	349.0	54.0
6468	6063.0	2313.0
6483	1853.0	1496.0
6482	4519.0	1645.0
100421652	0.0	0.0
6484	2293.0	2001.0
6487	883.0	446.0
196294	321.0	309.0
6489	388.0	450.0
497661	407.0	265.0
100421657	0.0	0.0
6480	5555.0	4920.0
102724386	5.0	5.0
6494	3442.0	2157.0
6493	45.0	1449.0
6496	3.0	1965.0
6495	42.0	1179.0
6498	2403.0	5597.0
101928223	31.0	3.0
6497	9235.0	7308.0
6499	2207.0	6964.0
6490	59.0	79.0
6492	0.0	52.0
6491	48.0	1335.0
101928232	0.0	0.0
100124700	0.0	524.0
102724368	7.0	9.0
196264	728.0	619.0
54700	1621.0	2985.0
54707	1313.0	1246.0
497634	0.0	0.0
54704	1085.0	1393.0
54708	1430.0	1969.0
160287	9.0	49.0
54714	4.0	6.0
54718	229.0	318.0
100421681	1.0	0.0
54716	387.0	75.0
54715	2.0	53.0
100421695	2.0	19.0
100421697	0.0	0.0
100421698	1.0	0.0
100421699	3.0	0.0
102724349	4.0	31.0
102724341	0.0	0.0
159296	1.0	669.0
54729	0.0	0.0
54726	2876.0	1241.0
100421694	0.0	0.0
255480	1305.0	1028.0
54732	6175.0	5906.0
54734	17.0	42.0
54733	468.0	1854.0
54739	637.0	114.0
54738	1.0	603.0
54737	3235.0	2328.0
160298	3.0	3.0
102724321	0.0	0.0
255488	8051.0	1994.0
54742	21.0	541.0
54741	9901.0	3171.0
54749	2915.0	1069.0
137902	80.0	58.0
27128	1120.0	201.0
27129	492.0	101.0
29789	1537.0	3696.0
27127	4.0	92.0
27120	25.0	212.0
27121	1.0	199.0
29781	2640.0	6497.0
29780	2111.0	3429.0
27124	364.0	747.0
27125	5257.0	2881.0
27122	10488.0	4189.0
29785	740.0	1451.0
27123	1361.0	43.0
125919	245.0	560.0
29799	398.0	490.0
390800	0.0	0.0
27131	4591.0	3677.0
654790	174.0	114.0
27132	27.0	1064.0
27130	529.0	749.0
29798	40.0	213.0
27136	0.0	24.0
29797	0.0	1.0
27133	16.0	286.0
29796	2375.0	2224.0
27134	1062.0	437.0
27106	18168.0	796.0
27107	1226.0	1169.0
29768	9.0	13.0
29767	1138.0	1240.0
29766	10678.0	3897.0
27109	1618.0	1084.0
29761	4073.0	1557.0
29760	176.0	283.0
389813	98.0	217.0
389812	2.0	19.0
27102	6269.0	11929.0
29765	0.0	0.0
29763	1629.0	2882.0
27101	1493.0	2353.0
389816	0.0	13.0
27115	169.0	318.0
29778	3.0	1.0
29777	1440.0	1932.0
27113	325.0	315.0
29775	1182.0	1398.0
27111	647.0	219.0
29774	15.0	43.0
27112	5.0	107.0
390831	0.0	0.0
390834	0.0	0.0
390836	0.0	0.0
100313938	0.0	0.0
125950	1028.0	1712.0
125958	0.0	0.0
377841	4.0	278.0
390843	0.0	0.0
390844	7.0	5.0
389827	2.0	0.0
652170	0.0	0.0
389860	1.0	1.0
390811	0.0	0.0
389857	0.0	0.0
390816	3.0	15.0
389856	409.0	367.0
125931	4.0	6.0
389852	0.0	0.0
100313914	0.0	0.0
389844	1.0	0.0
389840	136.0	86.0
100313923	0.0	0.0
100313921	0.0	0.0
389849	12.0	22.0
91893	78.0	126.0
91894	8.0	2.0
147670	10.0	8.0
147664	1.0	16.0
642721	0.0	1.0
64285	2330.0	2269.0
64284	3064.0	980.0
64288	1006.0	623.0
147685	20.0	1.0
121026	0.0	0.0
123688	120.0	297.0
341568	7.0	0.0
341567	7.0	2.0
642737	1.0	3.0
64283	1502.0	600.0
64282	926.0	1067.0
389541	3088.0	1154.0
147694	617.0	1105.0
389537	71.0	1752.0
147686	180.0	61.0
147687	274.0	907.0
121014	0.0	0.0
642741	20.0	28.0
159686	41.0	32.0
642746	1.0	0.0
642762	0.0	1.0
390502	3.0	0.0
390501	0.0	0.0
390503	1.0	1.0
121006	12.0	15.0
389524	306.0	183.0
147699	82.0	438.0
133060	0.0	19.0
100313962	0.0	0.0
135644	0.0	1.0
27285	142.0	277.0
27286	412.0	279.0
27283	0.0	0.0
27284	211.0	29.0
389558	94.0	18.0
27289	917.0	143.0
27287	139.0	1206.0
27288	2.0	5.0
135656	598.0	24.0
390561	11.0	134.0
27296	38.0	65.0
389549	0.0	89.0
27297	1723.0	1981.0
27294	65.0	260.0
27295	2438.0	380.0
27299	7.0	55.0
642776	6.0	11.0
27292	926.0	727.0
27293	740.0	1391.0
27290	0.0	2.0
642778	20.0	7.0
27291	1010.0	807.0
160622	2710.0	378.0
390531	6.0	0.0
147650	254.0	265.0
390530	2.0	1.0
390535	0.0	1.0
390539	0.0	0.0
147646	8.0	112.0
390538	0.0	0.0
654783	0.0	0.0
147645	111.0	538.0
341511	0.0	0.0
6500	9152.0	3899.0
133015	494.0	378.0
400410	69.0	121.0
147660	25.0	5.0
121054	1.0	0.0
121053	163.0	265.0
147657	435.0	750.0
147658	15.0	0.0
400406	2604.0	34.0
642799	0.0	0.0
642796	0.0	0.0
133022	121.0	528.0
642797	127.0	61.0
101928165	0.0	0.0
6511	3.0	628.0
390595	186.0	226.0
6510	4348.0	6182.0
390594	2.0	0.0
100421803	0.0	0.0
100421804	0.0	8.0
390598	59.0	44.0
100421805	7.0	5.0
100421806	5.0	7.0
100421807	0.0	0.0
6509	513.0	3205.0
54870	3937.0	2834.0
54875	470.0	948.0
54874	3772.0	4072.0
54873	2089.0	205.0
389599	10.0	0.0
54872	2307.0	1251.0
102724430	1.0	1.0
54879	492.0	563.0
6502	472.0	5185.0
54878	2329.0	1881.0
6504	210.0	18.0
54877	1331.0	742.0
91801	449.0	592.0
6503	4387.0	185.0
54876	1440.0	1953.0
6506	117.0	266.0
6505	6564.0	255.0
91807	41.0	59.0
6508	100.0	2324.0
6507	343.0	1611.0
101928176	1.0	8.0
6520	7396.0	6985.0
6522	5734.0	3625.0
221717	0.0	1.0
6521	10.0	20.0
221718	0.0	4.0
100421813	7.0	3.0
64207	2140.0	4553.0
100421816	3.0	17.0
221711	96.0	458.0
64208	21.0	314.0
221710	576.0	932.0
54882	290.0	250.0
54881	1122.0	2128.0
54880	2335.0	5974.0
54886	293.0	104.0
54885	453.0	460.0
54884	3950.0	901.0
54883	1401.0	1202.0
6513	520.0	7298.0
6512	210.0	26.0
54888	2322.0	11174.0
6515	10363.0	3258.0
54887	1456.0	2446.0
6514	0.0	3.0
6517	46.0	304.0
6519	6.0	13.0
6518	44.0	243.0
221749	5341.0	1359.0
64210	3549.0	3829.0
6531	9.0	367.0
100421820	2.0	0.0
64211	0.0	340.0
6530	19.0	207.0
6533	4945.0	1791.0
6532	15663.0	47.0
100421823	1.0	1.0
390572	2.0	2.0
64216	416.0	1786.0
64215	2039.0	731.0
100421825	0.0	0.0
64218	1986.0	1877.0
100421827	0.0	0.0
100421828	1.0	7.0
64219	1320.0	1890.0
100421829	25.0	7.0
54893	2535.0	1502.0
54892	507.0	1709.0
54891	1094.0	2141.0
54890	4977.0	3349.0
54897	1965.0	2017.0
54896	818.0	594.0
54894	774.0	2540.0
6524	50.0	76.0
6523	2317.0	382.0
170062	0.0	0.0
101928190	0.0	0.0
54899	1126.0	900.0
6526	536.0	2165.0
6525	2441.0	6144.0
54898	10.0	809.0
6528	3.0	32.0
91828	161.0	123.0
170067	0.0	1.0
6527	125.0	54.0
6529	98.0	28.0
6540	151.0	13.0
64221	666.0	2198.0
64220	5.0	2483.0
6542	1532.0	517.0
64223	1704.0	2830.0
6541	1175.0	5585.0
64222	1700.0	1941.0
390581	1.0	0.0
64225	2106.0	2591.0
6543	14.0	435.0
64224	2127.0	1180.0
105376261	0.0	3.0
6535	456.0	3593.0
6534	1.0	6.0
6536	845.0	546.0
6539	269.0	101.0
6538	0.0	394.0
64232	0.0	1.0
6551	0.0	0.0
6550	21.0	1251.0
64231	2162.0	334.0
6553	153.0	450.0
91851	8034.0	1509.0
64236	7436.0	557.0
6555	5.0	1.0
101928122	1.0	4.0
6554	12.0	1.0
6546	1377.0	589.0
6545	239.0	459.0
6548	4596.0	2135.0
6547	55.0	104.0
6549	25.0	102.0
6560	7518.0	4031.0
64241	1.0	83.0
64240	4.0	52.0
6561	0.0	0.0
6564	6.0	246.0
6563	1662.0	124.0
100421854	40.0	24.0
101928136	11.0	1.0
6566	376.0	3569.0
6565	4176.0	128.0
100421859	2.0	12.0
101928138	1.0	0.0
221756	294.0	63.0
6557	2.0	1.0
6556	9262.0	371.0
6559	5.0	13.0
91833	882.0	1183.0
6558	2516.0	1943.0
133083	0.0	0.0
6571	146.0	182.0
101928142	0.0	42.0
100421860	2.0	7.0
6570	2.0	0.0
100421861	1.0	1.0
6573	3678.0	1949.0
6572	2.0	7.0
101928141	6.0	0.0
91875	589.0	1654.0
6575	2627.0	3074.0
6574	2461.0	1977.0
101928147	0.0	0.0
100421865	19.0	10.0
6576	2724.0	7109.0
221785	1030.0	10168.0
245711	14.0	45.0
169044	11.0	1376.0
221786	327.0	4493.0
6568	5.0	0.0
6567	774.0	1494.0
91869	986.0	1026.0
6569	0.0	2.0
6582	1.0	8.0
91860	107.0	210.0
101928153	174.0	63.0
6581	1459.0	332.0
101928154	1.0	0.0
6584	771.0	449.0
101928151	0.0	0.0
6583	128.0	26.0
6586	14125.0	8762.0
6585	55.0	746.0
101928158	7.0	3.0
91862	272.0	738.0
6588	15.0	1.0
6580	10.0	11.0
169026	71.0	7.0
6579	1260.0	267.0
6578	16407.0	1285.0
6595	8325.0	3959.0
6594	2227.0	4241.0
30817	454.0	155.0
6597	6248.0	6693.0
6596	879.0	12166.0
30816	25.0	50.0
30819	83.0	102.0
6599	3819.0	6359.0
100421767	0.0	0.0
6598	2408.0	7564.0
30818	154.0	727.0
100421768	0.0	0.0
100421769	1.0	1.0
