id	dde579e0-d792-456b-a66b-f7ec72969680	856b6c07-2b53-4a35-9722-fd9925793778
729012	3.0	6.0
106479986	0.0	0.0
9094	1147.0	1504.0
106479985	0.0	0.0
106480952	0.0	0.0
9095	179.0	201.0
106479984	2.0	2.0
106480951	1.0	6.0
9092	1871.0	8281.0
106479983	0.0	0.0
106480954	0.0	0.0
9093	1703.0	2939.0
106479982	0.0	0.0
106480953	0.0	0.0
9098	16.0	18.0
106479981	0.0	0.0
106480956	1.0	1.0
9099	235.0	336.0
106479980	0.0	0.0
106480955	3.0	4.0
9096	11.0	3.0
106480958	0.0	0.0
9097	2017.0	5983.0
106480957	0.0	0.0
57413	428.0	576.0
57414	6307.0	7289.0
57415	279.0	118.0
389404	8.0	2.0
9091	2096.0	2773.0
57410	3090.0	11715.0
389400	0.0	0.0
106480961	0.0	0.0
57412	19.0	16.0
106480960	0.0	2.0
57418	1124.0	3193.0
57419	413.0	316.0
106480927	0.0	1.0
106479938	1.0	0.0
106479937	0.0	0.0
106480926	0.0	0.0
106479936	0.0	0.0
106480929	1.0	0.0
106479935	0.0	6.0
106480928	0.0	0.0
106479934	0.0	0.0
106479933	0.0	0.0
106479932	0.0	0.0
106479931	0.0	0.0
390431	0.0	0.0
106479930	0.0	0.0
390432	0.0	0.0
400322	1202.0	1583.0
390433	0.0	0.0
106480921	3.0	1.0
106480920	0.0	1.0
390434	0.0	0.0
106480923	0.0	0.0
390435	0.0	0.0
390436	0.0	0.0
106480922	0.0	0.0
390437	0.0	0.0
106480925	1.0	0.0
106480924	0.0	0.0
390438	0.0	1.0
390439	0.0	0.0
341418	0.0	0.0
341416	0.0	1.0
100996350	2.0	3.0
389434	210.0	45.0
642402	1.0	3.0
106479929	0.0	0.0
106479928	0.0	0.0
106479927	2.0	0.0
106480938	0.0	0.0
106479926	0.0	0.0
106480937	0.0	0.0
106479925	0.0	0.0
106479924	0.0	0.0
106480939	0.0	0.0
106479923	1.0	5.0
106479922	0.0	1.0
106479921	0.0	0.0
390440	0.0	0.0
106479920	0.0	0.0
390441	2.0	9.0
353497	32.0	23.0
390442	1.0	1.0
106480930	6.0	1.0
390443	0.0	0.0
389432	458.0	250.0
106480932	0.0	0.0
390445	1.0	0.0
106480931	0.0	0.0
106480934	0.0	0.0
106480933	0.0	0.0
106480936	0.0	0.0
100996348	21.0	75.0
106480935	4.0	5.0
389428	1.0	4.0
341405	2.0	21.0
389422	14.0	318.0
642413	0.0	0.0
106479919	0.0	0.0
106479918	0.0	0.0
106479917	0.0	0.0
106480905	0.0	0.0
106479959	0.0	0.0
106480904	0.0	0.0
106480907	1.0	2.0
106479958	0.0	0.0
106479957	0.0	0.0
106480906	0.0	0.0
106480909	0.0	0.0
106479956	0.0	0.0
106479955	0.0	4.0
106480908	0.0	0.0
106479954	0.0	1.0
106479953	1.0	2.0
106479952	0.0	0.0
654412	0.0	0.0
106479951	0.0	0.0
390411	0.0	0.0
106479950	0.0	0.0
106480901	0.0	0.0
390413	1.0	3.0
106480900	0.0	0.0
106480903	1.0	0.0
390415	0.0	2.0
106480902	0.0	0.0
57446	1536.0	2928.0
57447	3727.0	2705.0
390418	3.0	0.0
100996331	0.0	0.0
57448	2657.0	5892.0
390419	0.0	0.0
57449	524.0	5017.0
389458	2.0	0.0
642425	1.0	0.0
642424	16.0	0.0
100125556	46.0	253.0
106479949	0.0	0.0
106480916	3.0	5.0
106479948	0.0	0.0
106480915	2.0	5.0
106480918	0.0	0.0
106479947	0.0	0.0
106480917	0.0	9.0
106479946	0.0	0.0
106479945	0.0	0.0
106479944	0.0	0.0
106480919	0.0	0.0
106479943	1.0	1.0
642443	7.0	8.0
106479942	1.0	0.0
106479941	0.0	0.0
106479940	0.0	0.0
390421	1.0	2.0
57451	37.0	10553.0
106480910	0.0	0.0
57452	206.0	73.0
390423	0.0	0.0
414919	526.0	1089.0
390424	1.0	0.0
106480912	0.0	0.0
106480911	0.0	0.0
106480914	0.0	0.0
414918	590.0	794.0
106480913	0.0	0.0
57458	866.0	1686.0
390429	0.0	0.0
57459	1395.0	2313.0
57453	62.0	16.0
57455	1158.0	4812.0
57456	918.0	1136.0
106479939	0.0	0.0
390472	0.0	0.0
162540	0.0	0.0
150554	12.0	86.0
729082	4101.0	4302.0
729085	144.0	91.0
729079	0.0	1.0
390483	1.0	3.0
730061	6.0	0.0
150568	0.0	0.0
729073	9.0	22.0
497258	96.0	69.0
106479916	0.0	0.0
106479915	0.0	0.0
106479914	0.0	0.0
106479913	0.0	0.0
106479912	0.0	0.0
106479911	0.0	0.0
106479910	0.0	0.0
730094	551.0	539.0
730092	228.0	227.0
730091	158.0	97.0
150577	2.0	1.0
150572	0.0	1.0
106479909	0.0	0.0
106479908	0.0	0.0
106479907	0.0	0.0
106479906	0.0	0.0
106479905	0.0	0.0
106479904	0.0	0.0
106479903	0.0	2.0
102546227	1.0	1.0
106479902	2.0	0.0
730087	77.0	191.0
106479901	0.0	1.0
106479900	0.0	0.0
730086	0.0	2.0
729097	8.0	5.0
389493	15.0	2.0
221613	0.0	0.0
729096	18.0	43.0
729092	14.0	26.0
729046	32.0	48.0
729042	0.0	1.0
729041	17.0	11.0
730029	304.0	338.0
730023	0.0	5.0
729032	0.0	0.0
730016	0.0	0.0
730058	0.0	0.0
730052	1.0	10.0
730051	341.0	531.0
221662	57.0	12.0
150538	1.0	4.0
162515	309.0	175.0
162517	9.0	16.0
729059	0.0	4.0
162514	66.0	1017.0
730041	9.0	16.0
149563	0.0	0.0
221656	907.0	1853.0
729050	0.0	0.0
221687	143.0	49.0
221692	2416.0	1527.0
162494	19.0	13.0
654391	2.0	0.0
198437	22.0	1.0
257629	3.0	4.0
267004	3.0	1.0
149499	144.0	14.0
162466	190.0	183.0
255022	8.0	3.0
162461	371.0	391.0
267010	0.0	0.0
267012	0.0	0.0
267013	8.0	6.0
150472	279.0	635.0
255031	138.0	106.0
255025	0.0	0.0
101101692	15.0	60.0
255027	115.0	28.0
267002	279.0	228.0
150483	58.0	12.0
282617	0.0	0.0
282618	3.0	0.0
282616	1.0	0.0
644990	14.0	8.0
9103	380.0	335.0
9100	1840.0	2824.0
9101	2408.0	2689.0
644994	0.0	0.0
9107	2548.0	1866.0
9104	542.0	149.0
400242	130.0	154.0
84959	1301.0	3041.0
255061	18.0	34.0
84958	1882.0	1341.0
654319	1.0	3.0
100996315	5.0	3.0
84966	108.0	61.0
57348	10.0	21.0
282679	39.0	95.0
84968	32.0	35.0
84967	1311.0	1081.0
84962	1064.0	4887.0
57343	449.0	695.0
654320	0.0	0.0
255057	40.0	554.0
84961	1183.0	1004.0
654321	4.0	7.0
400238	0.0	1.0
654322	1.0	3.0
84964	82.0	100.0
400236	101.0	83.0
644988	4.0	2.0
84960	44.0	27.0
642326	0.0	0.0
9113	1174.0	2521.0
9114	7900.0	12772.0
9111	1272.0	635.0
9112	1605.0	14262.0
9117	2088.0	2442.0
9118	4.0	5.0
414899	0.0	1.0
100996307	54.0	33.0
100996306	0.0	0.0
84948	264.0	1020.0
9110	1256.0	4270.0
84947	370.0	397.0
84955	830.0	2052.0
84954	813.0	1192.0
84957	936.0	1818.0
100996301	1.0	0.0
84951	145.0	6171.0
84950	1486.0	2165.0
84953	343.0	824.0
400224	14.0	10.0
84952	3388.0	2125.0
644998	0.0	1.0
9108	51.0	71.0
642337	7.0	7.0
644997	11.0	6.0
9124	8697.0	6068.0
9125	1865.0	3291.0
9122	1377.0	389.0
9123	3500.0	9773.0
9128	1118.0	3417.0
9129	1434.0	1818.0
9126	1567.0	3287.0
9127	40.0	14.0
94304	2.0	1.0
255043	75.0	83.0
9120	397.0	649.0
9121	1639.0	1219.0
57369	0.0	0.0
84988	579.0	1130.0
84987	1998.0	1032.0
84989	26.0	20.0
84984	136.0	307.0
84983	5.0	72.0
84986	550.0	899.0
84985	58.0	12598.0
642345	1.0	4.0
9119	1.0	649.0
84981	3035.0	1895.0
9135	2220.0	3066.0
9136	537.0	1971.0
9133	162.0	954.0
9134	92.0	168.0
9139	1163.0	2416.0
267014	0.0	0.0
267015	7.0	7.0
9138	6952.0	7358.0
267017	0.0	0.0
9131	1199.0	2856.0
9132	63.0	68.0
84969	621.0	565.0
9130	1882.0	2165.0
400208	0.0	0.0
84976	869.0	547.0
400209	30.0	61.0
400206	17.0	1.0
84978	91.0	31.0
84973	1319.0	1554.0
84975	1132.0	2130.0
57379	17.0	5.0
642357	4.0	11.0
84971	614.0	1299.0
84970	0.0	18.0
267020	3.0	1.0
9146	2068.0	6650.0
9147	1049.0	1862.0
9144	13490.0	15779.0
9145	500.0	1884.0
9148	49.0	1187.0
106479899	0.0	0.0
9149	844.0	790.0
106479898	0.0	0.0
106479897	0.0	0.0
106480886	0.0	0.0
106479896	0.0	0.0
106480885	0.0	0.0
106480888	0.0	1.0
106479895	0.0	0.0
106480887	0.0	0.0
106479894	0.0	0.0
106479893	0.0	0.0
9142	0.0	0.0
57380	1265.0	1156.0
9143	92.0	88.0
106479892	0.0	0.0
106480889	0.0	0.0
57381	1084.0	565.0
9140	1460.0	1647.0
106479891	1.0	0.0
9141	1088.0	3258.0
106479890	0.0	0.0
106480891	0.0	0.0
106480890	0.0	0.0
654364	18.0	66.0
106480893	0.0	0.0
106480892	0.0	0.0
106480895	0.0	0.0
106480894	1.0	0.0
9158	1534.0	4999.0
9156	41.0	807.0
106479889	0.0	0.0
9159	1576.0	2368.0
106479888	0.0	0.0
106479887	0.0	0.0
654346	8.0	64.0
106479886	0.0	0.0
106480897	0.0	0.0
9150	931.0	1981.0
106480896	0.0	0.0
106479885	0.0	3.0
57396	971.0	701.0
106480899	0.0	0.0
106479884	0.0	0.0
106479883	0.0	0.0
106480898	0.0	0.0
9153	8.0	11.0
106479882	0.0	0.0
9154	11.0	3.0
106479881	0.0	0.0
106479880	0.0	0.0
57393	369.0	230.0
9152	0.0	0.0
654350	0.0	0.0
84996	175.0	80.0
84991	2361.0	5931.0
84993	1595.0	1502.0
84992	0.0	0.0
9168	42446.0	54357.0
9169	4119.0	9258.0
9166	1245.0	984.0
642395	7.0	158.0
9167	3875.0	4084.0
642394	0.0	19.0
106480864	0.0	0.0
106480863	0.0	0.0
106480866	0.0	0.0
106480865	0.0	0.0
106480868	0.0	0.0
255082	132.0	66.0
106480867	1.0	0.0
9162	11.0	502.0
106480869	0.0	11.0
654383	1.0	0.0
106480871	0.0	1.0
106480870	0.0	0.0
106480873	0.0	0.0
282697	0.0	0.0
400258	17.0	2.0
106480872	0.0	0.0
642389	0.0	0.0
654381	0.0	0.0
9179	635.0	2021.0
9177	1.0	0.0
106480875	0.0	0.0
9172	166.0	53.0
106480874	0.0	0.0
106480877	0.0	0.0
9170	606.0	1284.0
106480876	0.0	0.0
9175	1815.0	1488.0
106480879	0.0	0.0
106480878	0.0	0.0
9173	338.0	167.0
106480880	3.0	5.0
106480882	0.0	0.0
106480881	0.0	0.0
654376	4.0	1.0
106480884	0.0	0.0
106480883	1.0	0.0
654370	2.0	0.0
137868	0.0	0.0
730112	318.0	56.0
106480849	0.0	0.0
729123	3.0	6.0
9188	3046.0	6051.0
106479859	0.0	0.0
106479858	1.0	2.0
9189	2253.0	5171.0
106479857	0.0	0.0
106479856	0.0	0.0
106479855	0.0	0.0
106479854	0.0	0.0
729121	0.0	0.0
9182	842.0	213.0
106479853	0.0	0.0
106480842	0.0	0.0
9183	467.0	1224.0
106479852	0.0	1.0
106480841	0.0	0.0
9180	4123.0	9027.0
106480844	0.0	0.0
106479851	0.0	0.0
9181	6343.0	3995.0
106479850	0.0	0.0
106480843	0.0	0.0
106480846	0.0	0.0
9187	636.0	636.0
106480845	0.0	0.0
9184	2137.0	3448.0
106480848	0.0	3.0
9185	784.0	744.0
106480847	0.0	0.0
57501	37.0	201.0
57502	261.0	145.0
57504	1042.0	1563.0
125875	23.0	23.0
106480851	0.0	0.0
106480850	0.0	0.0
57509	5833.0	5329.0
730109	0.0	0.0
137872	444.0	214.0
102546175	0.0	24.0
57505	555.0	852.0
644903	10.0	9.0
57506	3605.0	11225.0
57507	1279.0	914.0
57508	634.0	1870.0
106479849	0.0	0.0
106479848	0.0	0.0
106479847	0.0	0.0
106479846	0.0	0.0
106479845	0.0	0.0
106479844	0.0	0.0
106479843	0.0	0.0
106479842	0.0	0.0
106480853	0.0	0.0
9194	1132.0	946.0
106479841	0.0	0.0
106480852	0.0	1.0
9191	1288.0	2232.0
106479840	0.0	0.0
106480855	0.0	0.0
106480854	2.0	1.0
9197	1624.0	2291.0
106480857	1.0	0.0
106480856	0.0	0.0
106480859	0.0	0.0
729119	0.0	1.0
9196	60.0	200.0
106480858	0.0	0.0
57512	3.0	228.0
57513	2654.0	3590.0
57514	3844.0	2421.0
123207	632.0	807.0
57515	12352.0	10438.0
106480860	0.0	0.0
57510	1014.0	3470.0
106480862	2.0	0.0
57511	1180.0	1267.0
106480861	0.0	0.0
644911	1.0	1.0
644914	4.0	12.0
57519	830.0	1124.0
729146	4.0	5.0
106480828	0.0	0.0
113878	769.0	1238.0
135228	1133.0	6864.0
106480827	0.0	0.0
729148	40.0	117.0
106480829	0.0	0.0
137886	1134.0	1475.0
106479879	0.0	0.0
730130	14.0	0.0
106479878	0.0	0.0
106479877	0.0	0.0
106479876	0.0	1.0
106480820	0.0	0.0
106479875	0.0	0.0
106479874	0.0	0.0
106479873	0.0	0.0
106480822	0.0	1.0
106479872	0.0	0.0
106480821	0.0	0.0
106479871	0.0	0.0
106480824	0.0	2.0
106479870	0.0	0.0
106480823	0.0	0.0
106480826	0.0	0.0
106480825	0.0	0.0
57523	1226.0	9569.0
57524	2.0	34.0
57526	20.0	1328.0
644928	1.0	2.0
57520	959.0	1132.0
57521	1319.0	4168.0
57522	416.0	1426.0
57528	83.0	70.0
57529	0.0	8.0
106480839	0.0	0.0
106480838	4.0	5.0
106479869	0.0	0.0
729131	2.0	1.0
106479868	0.0	0.0
106479867	0.0	0.0
106479866	0.0	0.0
106479865	0.0	2.0
106479864	0.0	0.0
106480831	0.0	0.0
106479863	0.0	0.0
106480830	0.0	0.0
106480833	1.0	0.0
106479862	0.0	0.0
106479861	0.0	0.0
106480832	0.0	0.0
353116	449.0	1111.0
106479860	0.0	0.0
106480835	0.0	0.0
106480834	0.0	0.0
106480837	12.0	17.0
106480836	0.0	0.0
57534	1663.0	4539.0
57535	2226.0	890.0
343727	0.0	0.0
57536	468.0	297.0
57537	1165.0	392.0
150864	568.0	1443.0
57530	2541.0	2449.0
57531	530.0	1233.0
57532	2957.0	4763.0
106480840	0.0	0.0
57533	1187.0	3098.0
57538	1132.0	895.0
57539	615.0	1173.0
106479817	0.0	2.0
106480806	2.0	0.0
106479816	0.0	0.0
106480805	0.0	0.0
106479815	0.0	0.0
106480808	0.0	0.0
106480807	0.0	0.0
106479814	0.0	0.0
106479813	0.0	0.0
106480809	1.0	1.0
106479812	0.0	1.0
106479811	0.0	0.0
106479810	1.0	0.0
123263	467.0	604.0
106480800	0.0	0.0
123264	162.0	11.0
57540	5.0	5.0
106480802	1.0	0.0
106480801	0.0	0.0
106480804	0.0	2.0
106480803	0.0	0.0
57545	1041.0	1038.0
57546	696.0	1958.0
57547	131.0	156.0
57541	489.0	1827.0
57542	1076.0	4470.0
353132	0.0	0.0
57544	403.0	520.0
353131	0.0	2.0
644943	126.0	251.0
57549	91.0	1264.0
106479809	0.0	0.0
106479808	0.0	0.0
644945	0.0	112.0
100101490	20.0	95.0
106479807	0.0	0.0
137835	286.0	120.0
106479806	0.0	0.0
106480817	1.0	0.0
106480816	0.0	2.0
106479805	0.0	0.0
106480819	0.0	0.0
106479804	0.0	0.0
106479803	0.0	0.0
106480818	0.0	0.0
644961	5.0	36.0
106479802	1.0	10.0
106479801	0.0	0.0
644962	8.0	11.0
106479800	0.0	0.0
353134	0.0	0.0
353133	0.0	2.0
106480811	0.0	0.0
57551	2568.0	4468.0
353135	0.0	0.0
106480810	0.0	0.0
106480813	0.0	0.0
106480812	0.0	0.0
353137	0.0	24.0
106480815	0.0	1.0
353139	0.0	0.0
106480814	0.0	0.0
57556	1059.0	727.0
57558	349.0	1084.0
57559	448.0	126.0
57552	2458.0	1917.0
353141	0.0	1.0
353140	0.0	1.0
57553	648.0	5912.0
57554	21.0	41.0
353143	0.0	0.0
57555	608.0	2841.0
353142	0.0	0.0
343702	4.0	3.0
729102	1.0	3.0
106479839	0.0	0.0
106479838	0.0	0.0
729101	1.0	12.0
106479837	0.0	0.0
106479836	5.0	5.0
106479835	1.0	3.0
644972	132.0	89.0
106479834	1.0	1.0
106479833	0.0	0.0
642311	0.0	3.0
106479832	0.0	0.0
353145	0.0	26.0
106479831	0.0	0.0
389101	6.0	9.0
102465906	0.0	0.0
57560	931.0	829.0
106479830	0.0	0.0
353144	0.0	6.0
57561	12460.0	5687.0
57562	378.0	124.0
149830	0.0	0.0
57567	493.0	1094.0
57568	1344.0	4956.0
57569	341.0	134.0
57563	1368.0	1413.0
57565	65.0	2.0
106479829	0.0	2.0
106479828	0.0	0.0
106479827	0.0	0.0
106479826	0.0	0.0
106479825	1.0	0.0
106479824	0.0	4.0
106479823	0.0	0.0
106479822	1.0	1.0
106479821	0.0	0.0
57570	515.0	939.0
125893	296.0	222.0
106479820	1.0	1.0
57571	109.0	81.0
57572	1977.0	6753.0
149840	222.0	236.0
57573	198.0	257.0
102465910	0.0	0.0
57578	25.0	17.0
57579	718.0	1033.0
149837	201.0	144.0
123228	177.0	99.0
57574	7.0	6.0
353163	1.0	2.0
57575	45.0	21.0
102465909	0.0	0.0
57576	238.0	232.0
102465908	0.0	0.0
57577	445.0	451.0
353164	0.0	0.0
102465907	0.0	0.0
644974	16.0	14.0
642317	1.0	4.0
106479819	0.0	0.0
106479818	0.0	0.0
730198	1.0	5.0
730196	0.0	0.0
390110	0.0	0.0
389123	0.0	0.0
389124	0.0	0.0
730190	2.0	3.0
390116	0.0	0.0
389120	1.0	1.0
390117	0.0	0.0
147276	1.0	1.0
389118	343.0	39.0
389119	174.0	451.0
353174	6.0	25.0
389114	224.0	130.0
135293	648.0	889.0
135295	26.0	176.0
729196	2.0	2.0
729198	0.0	0.0
730180	2.0	0.0
353189	1423.0	417.0
392752	18.0	51.0
389144	0.0	1.0
389141	4.0	10.0
123283	342.0	500.0
102465944	0.0	0.0
353194	5.0	163.0
353196	0.0	34.0
389136	1295.0	1257.0
389137	1.0	8.0
390102	2.0	0.0
100526416	0.0	0.0
389125	7.0	2.0
389160	2.0	2.0
390151	0.0	0.0
390152	0.0	0.0
729163	6.0	32.0
730152	0.0	0.0
390154	0.0	0.0
390155	0.0	0.0
390157	0.0	0.0
389168	9.0	12.0
390158	3.0	3.0
389161	76.0	34.0
147226	0.0	1.0
389158	0.0	0.0
147228	4.0	26.0
135250	31.0	8.0
102465975	0.0	1.0
729156	4.0	5.0
102465974	1.0	0.0
730144	2.0	8.0
390162	0.0	0.0
390166	0.0	0.0
389156	12.0	7.0
390167	0.0	0.0
390168	0.0	0.0
389152	0.0	0.0
102465978	0.0	0.0
102465977	0.0	0.0
389151	0.0	0.0
102465976	0.0	1.0
729150	2.0	0.0
730138	14.0	23.0
102465985	0.0	0.0
730174	0.0	2.0
390131	0.0	0.0
390133	0.0	0.0
390134	0.0	0.0
221301	1.0	0.0
390136	0.0	0.0
390137	0.0	0.0
221303	272.0	95.0
390138	0.0	0.0
221302	296.0	467.0
390139	0.0	0.0
729182	1.0	9.0
135270	0.0	0.0
389170	32.0	20.0
729178	33.0	35.0
102465995	0.0	0.0
102465993	0.0	0.0
390142	0.0	0.0
729177	4.0	1.0
390144	0.0	0.0
729176	3.0	1.0
389179	32.0	32.0
389177	112.0	7.0
390148	0.0	0.0
729171	1.0	2.0
390072	13.0	5.0
390073	0.0	0.0
390075	0.0	0.0
390077	10.0	0.0
390078	0.0	0.0
390079	0.0	0.0
221322	121.0	846.0
642290	2.0	5.0
389084	21.0	131.0
390081	0.0	0.0
390082	0.0	1.0
389072	247.0	411.0
390083	0.0	1.0
390084	0.0	1.0
389075	0.0	0.0
389073	1.0	3.0
390091	2.0	0.0
105616982	0.0	0.0
390053	0.0	0.0
390054	0.0	0.0
390058	0.0	0.0
390059	0.0	0.0
390061	0.0	0.0
390063	0.0	0.0
390064	0.0	0.0
389090	0.0	0.0
390066	0.0	1.0
390067	0.0	0.0
221336	56.0	441.0
147199	0.0	0.0
257313	25.0	5.0
221357	3.0	2.0
196120	0.0	0.0
9201	493.0	265.0
9202	1895.0	2654.0
9200	484.0	232.0
9205	624.0	573.0
9206	0.0	0.0
9203	1445.0	1722.0
9204	590.0	674.0
221391	0.0	1.0
221393	18.0	1821.0
221395	19782.0	8869.0
9212	102.0	1058.0
9213	1393.0	5878.0
9210	1.0	0.0
9211	0.0	0.0
9217	2308.0	5874.0
9214	1703.0	308.0
9215	908.0	761.0
284904	491.0	767.0
284900	339.0	316.0
9209	1746.0	2353.0
159195	2291.0	2358.0
9207	141.0	61.0
9208	6536.0	10544.0
9223	1025.0	1314.0
9221	2202.0	8300.0
9227	80.0	6983.0
644873	907.0	487.0
9228	9.0	13.0
644871	0.0	0.0
57460	414.0	351.0
57461	664.0	1255.0
57462	590.0	1804.0
257364	2309.0	2909.0
57463	559.0	563.0
9220	164.0	177.0
57468	62.0	32.0
57469	92.0	106.0
57464	144.0	1105.0
257358	18.0	3.0
57465	988.0	1464.0
57466	1291.0	2348.0
57467	21.0	4.0
9218	7011.0	8982.0
9219	2770.0	6469.0
113802	261.0	962.0
9235	3027.0	1314.0
644881	0.0	0.0
9232	234.0	941.0
9238	1225.0	2549.0
9236	1214.0	594.0
57471	74.0	34.0
101101773	0.0	0.0
57472	1353.0	1926.0
101101772	0.0	1.0
57473	1029.0	5036.0
57474	49.0	91.0
9230	4481.0	5474.0
9231	787.0	8160.0
101101776	0.0	1.0
101101775	42.0	17.0
57470	1657.0	3662.0
57479	1700.0	3301.0
791114	3.0	0.0
791115	0.0	0.0
57475	149.0	402.0
105616916	0.0	0.0
57476	226.0	149.0
57477	1738.0	1419.0
57478	409.0	2530.0
644877	2.0	5.0
9229	109.0	52.0
9245	362.0	64.0
9246	4816.0	4131.0
9244	987.0	691.0
644890	19.0	6.0
9249	5875.0	3310.0
644896	3.0	1.0
9247	0.0	0.0
9248	2.0	356.0
57482	131.0	120.0
106480787	0.0	0.0
106480786	0.0	0.0
57484	235.0	201.0
106480789	2.0	1.0
106480788	0.0	1.0
9241	17.0	31.0
9242	342.0	780.0
57480	1101.0	500.0
9240	1136.0	3496.0
57481	4.0	0.0
106480790	0.0	0.0
284958	19.0	17.0
106480792	0.0	0.0
106480791	1.0	1.0
57486	462.0	2531.0
106480794	0.0	1.0
106480793	0.0	0.0
57488	4972.0	8958.0
106480796	12231.0	13125.0
57489	1250.0	1732.0
106480795	6.0	7.0
9256	813.0	727.0
9254	8357.0	4794.0
9255	1705.0	1681.0
137814	0.0	0.0
341152	0.0	0.0
9258	1579.0	4438.0
57493	6814.0	7617.0
106480798	0.0	0.0
57494	1215.0	699.0
106480797	0.0	0.0
57495	0.0	22.0
57496	1746.0	2310.0
106480799	0.0	0.0
9252	514.0	773.0
9253	579.0	2396.0
57491	394.0	306.0
57492	2831.0	6997.0
284948	22.0	9.0
57497	1.0	1.0
57498	3162.0	6879.0
284942	344.0	482.0
642236	17.0	4.0
402509	0.0	0.0
341148	0.0	0.0
9267	4921.0	5981.0
9265	1516.0	2577.0
9266	2696.0	3146.0
106479779	4.0	0.0
106479778	0.0	0.0
106479777	2.0	1.0
106480765	0.0	0.0
106479776	0.0	0.0
9260	2152.0	4490.0
106480764	1.0	0.0
106479775	0.0	0.0
106480767	0.0	1.0
106479774	0.0	0.0
106480766	0.0	0.0
106479773	0.0	0.0
9263	2427.0	2695.0
106480769	0.0	0.0
106479772	0.0	0.0
106480768	0.0	2.0
106479771	0.0	0.0
9261	5385.0	7997.0
106479770	0.0	0.0
9262	7964.0	3688.0
106480770	7.0	7.0
106480772	0.0	0.0
106480771	0.0	0.0
106480774	0.0	2.0
106480773	0.0	0.0
9278	1556.0	1090.0
9276	4371.0	10409.0
9277	1230.0	2058.0
106479769	0.0	0.0
106479768	0.0	0.0
106479767	0.0	0.0
106479766	0.0	0.0
9270	1503.0	2238.0
106479765	0.0	1.0
106480776	0.0	0.0
9271	0.0	0.0
106480775	1.0	1.0
106479764	0.0	0.0
106480778	0.0	4.0
106479763	0.0	0.0
106479762	0.0	0.0
106480777	0.0	0.0
9274	1388.0	1632.0
402573	4.0	45.0
106479761	0.0	0.0
9275	2779.0	3738.0
106479760	0.0	2.0
106480779	0.0	0.0
106480781	1.0	0.0
654231	3.0	1.0
106480780	0.0	0.0
106480783	0.0	0.0
402569	22.0	8.0
106480782	1.0	0.0
106480785	0.0	0.0
106480784	0.0	0.0
642259	4.0	2.0
341128	0.0	0.0
113835	35.0	9.0
9289	2019.0	27066.0
9287	0.0	0.0
9288	0.0	0.0
642273	256.0	208.0
106479799	0.0	0.0
106480743	1.0	0.0
106479798	0.0	0.0
9282	1581.0	5119.0
106479797	0.0	0.0
106480742	1.0	0.0
106479796	0.0	0.0
106480745	0.0	0.0
106479795	1.0	0.0
106480744	0.0	0.0
106479794	12.0	4.0
106480747	0.0	0.0
402562	7.0	11.0
106479793	0.0	0.0
106480746	0.0	0.0
9283	6.0	2.0
106479792	5.0	0.0
106480749	0.0	0.0
9284	157.0	205.0
106479791	0.0	0.0
106480748	1.0	0.0
106479790	0.0	0.0
106480750	0.0	0.0
284998	0.0	0.0
106480752	0.0	0.0
284996	3740.0	4236.0
106480751	0.0	0.0
341112	5.0	3.0
284992	18.0	117.0
341116	0.0	0.0
9299	0.0	0.0
106479789	0.0	0.0
106479788	0.0	0.0
106479787	0.0	0.0
9292	0.0	0.0
106480754	0.0	0.0
106479786	0.0	0.0
9293	2.0	2.0
106480753	0.0	0.0
9290	75.0	34.0
106480756	0.0	0.0
106479785	1.0	1.0
257397	1294.0	2790.0
113829	3483.0	5086.0
106480755	0.0	0.0
106479784	0.0	0.0
9296	4914.0	6614.0
113828	47.0	3988.0
106479783	0.0	1.0
106480758	0.0	0.0
106480757	0.0	0.0
106479782	0.0	0.0
106479781	1.0	2.0
9294	869.0	959.0
9295	5572.0	6991.0
642280	27.0	19.0
106479780	0.0	0.0
106480759	0.0	3.0
654254	4.0	6.0
106480761	0.0	2.0
284988	3.0	7.0
106480760	0.0	0.0
106480763	0.0	0.0
106480762	1.0	1.0
106480729	1.0	0.0
106479739	0.0	0.0
106480728	0.0	0.0
730232	1.0	0.0
106479738	0.0	0.0
729246	0.0	0.0
106479737	0.0	0.0
106479736	0.0	0.0
106479735	0.0	0.0
729240	0.0	0.0
106479734	0.0	0.0
106479733	1.0	1.0
106479732	0.0	1.0
106480721	0.0	0.0
106479731	0.0	0.0
106480720	0.0	0.0
106479730	0.0	0.0
106480723	0.0	0.0
106480722	0.0	0.0
106480725	0.0	0.0
729249	1.0	4.0
729248	0.0	0.0
106480724	0.0	0.0
106480727	0.0	1.0
106480726	0.0	0.0
104457406	101.0	223.0
57622	106.0	328.0
57623	375.0	1233.0
57624	12.0	17.0
57620	1647.0	3331.0
106480730	0.0	0.0
57621	667.0	1325.0
57626	0.0	0.0
100125387	1.0	3.0
730227	8.0	7.0
57628	44.0	9.0
353219	4.0	1.0
729234	125.0	76.0
106479729	0.0	0.0
729233	0.0	0.0
106480739	16.0	9.0
106479728	0.0	0.0
106479727	0.0	0.0
729236	46.0	46.0
106479726	0.0	0.0
729230	763.0	163.0
106479725	0.0	0.0
106479724	0.0	0.0
113763	441.0	465.0
106479723	0.0	2.0
106479722	0.0	0.0
106479721	0.0	0.0
106480732	0.0	0.0
106480731	0.0	0.0
106479720	0.0	0.0
