id	c1edcfd5-32b1-40fd-b5e9-bbc4ab00625c	05997328-b037-4fe8-aa48-fd5a0fa4c235
140462	230.0	215.0
23350	3751.0	14242.0
140464	0.0	0.0
23351	3245.0	4054.0
140465	465.0	1378.0
23352	8658.0	11923.0
140467	1450.0	2287.0
140468	2.0	1.0
140469	11.0	385.0
84376	3711.0	3087.0
2702	6430.0	381.0
2701	1939.0	102.0
2700	9.0	344.0
2709	39.0	2712.0
2707	148.0	3228.0
2706	327.0	1990.0
2705	39.0	7.0
2703	0.0	0.0
345651	13.0	3.0
2712	0.0	0.0
106866981	0.0	0.0
2710	1224.0	1520.0
106866980	0.0	0.0
2719	10505.0	9787.0
2717	1021.0	1148.0
50964	48.0	15.0
345643	0.0	170.0
345645	0.0	0.0
286826	123.0	1122.0
286827	106.0	1093.0
286828	0.0	0.0
59307	1705.0	1000.0
2720	2528.0	2954.0
2729	758.0	8661.0
100500737	0.0	0.0
345630	7.0	13.0
2735	153.0	24.0
2734	7285.0	12518.0
2733	986.0	2622.0
2732	4.0	0.0
2731	55.0	0.0
2730	2577.0	2652.0
2739	4756.0	4868.0
2738	276.0	442.0
2737	691.0	2565.0
2736	310.0	49.0
106144534	1.0	0.0
106144535	0.0	0.0
106144536	0.0	0.0
106144537	0.0	0.0
106144530	0.0	0.0
106144531	0.0	0.0
106144532	2.0	6.0
106144533	0.0	0.0
2746	8661.0	5853.0
2745	2043.0	264.0
2744	9374.0	2945.0
2743	247.0	273.0
60314	929.0	1808.0
2742	1.0	13.0
60313	4525.0	11692.0
106144527	0.0	0.0
2741	1.0	0.0
259217	463.0	23.0
60312	2166.0	11882.0
106144528	3.0	2.0
2740	8.0	12.0
106144529	10.0	0.0
259215	12.0	0.0
2749	31.0	30.0
345611	1.0	7.0
50999	5794.0	2090.0
2747	85.0	46.0
259236	136.0	72.0
2760	2926.0	10465.0
106144524	0.0	0.0
259234	0.0	0.0
106144526	9.0	1.0
259232	340.0	51.0
259230	3030.0	2020.0
59339	2215.0	1621.0
59338	5502.0	2336.0
59335	4.0	3.0
2752	39014.0	30891.0
59336	1.0	0.0
2750	0.0	0.0
2771	26585.0	9691.0
59342	4871.0	23316.0
59341	273.0	8078.0
2770	1148.0	2919.0
59344	15.0	12.0
59343	2345.0	5162.0
59340	6.0	3.0
84306	115.0	218.0
2768	4011.0	2762.0
2767	6407.0	3252.0
59349	1132.0	3690.0
84305	1069.0	1328.0
2766	425.0	67.0
2765	0.0	0.0
84307	930.0	2238.0
84302	714.0	3528.0
2764	4895.0	3133.0
59345	2414.0	271.0
84301	1685.0	5186.0
2762	372.0	869.0
84304	542.0	1233.0
59348	332.0	303.0
84303	642.0	947.0
59347	0.0	8.0
2761	0.0	1.0
84300	478.0	1349.0
646508	0.0	0.0
2769	2602.0	2041.0
646507	0.0	0.0
646520	0.0	0.0
2782	23326.0	36366.0
59353	176.0	50.0
2781	369.0	427.0
59352	305.0	94.0
2780	0.0	0.0
59351	2.0	1.0
59350	279.0	35.0
2779	1.0	0.0
2778	35139.0	101765.0
2777	25.0	21.0
2776	8622.0	6094.0
2775	177.0	66.0
2774	256.0	107.0
2773	6395.0	6968.0
60343	1646.0	5628.0
2772	0.0	0.0
100129627	0.0	0.0
100130613	0.0	1.0
105370308	0.0	0.0
2793	174.0	22.0
100379584	0.0	0.0
2792	0.0	393.0
2791	4034.0	334.0
2790	671.0	590.0
105369316	2.0	1.0
2789	0.0	0.0
2788	791.0	47.0
2787	4444.0	2126.0
2786	22.0	1118.0
441194	186.0	195.0
2785	3.0	17.0
2784	21.0	30.0
2783	10517.0	11982.0
441191	549.0	316.0
100129622	1.0	1.0
100130606	0.0	0.0
286410	1337.0	1086.0
100130603	0.0	1.0
286411	12.0	17.0
100130600	232.0	276.0
100379571	101.0	118.0
441177	0.0	6.0
2799	10483.0	10516.0
2798	3.0	9.0
2797	5.0	1.0
2796	57.0	17.0
2794	5949.0	6109.0
100129611	0.0	0.0
100129606	0.0	0.0
286423	0.0	4.0
100129604	0.0	0.0
286430	2.0	1.0
105369343	6.0	2.0
286436	0.0	4.0
100379592	10.0	9.0
441154	1.0	3.0
441151	2.0	41.0
441150	145.0	184.0
191585	13.0	16.0
105370357	0.0	0.0
441133	7.0	1.0
100142659	15.0	18.0
100379564	1.0	1.0
441168	124.0	55.0
441166	5.0	28.0
101730217	3.0	6.0
441161	4.0	2.0
441160	8.0	29.0
646498	0.0	0.0
441108	719.0	107.0
23562	4.0	13.0
23563	9.0	0.0
359948	6934.0	8822.0
23564	4318.0	844.0
23566	205.0	970.0
100130693	0.0	0.0
23567	355.0	642.0
23568	471.0	330.0
23569	492.0	6.0
23560	3408.0	4954.0
286494	2.0	11.0
286495	215.0	661.0
286499	5.0	5.0
100130687	0.0	0.0
23576	4691.0	895.0
117608	216.0	333.0
100129690	2.0	25.0
100129696	23.0	14.0
100129692	0.0	0.0
100129694	0.0	0.0
23548	718.0	528.0
23549	2929.0	4528.0
100130677	0.0	4.0
100130676	0.0	0.0
23541	321.0	672.0
23542	130.0	1004.0
23543	4421.0	5984.0
130612	74.0	152.0
23544	12.0	1.0
130617	1047.0	1927.0
100130671	0.0	0.0
23545	1351.0	932.0
441124	75.0	353.0
23546	1.0	2.0
441123	0.0	0.0
23547	46.0	14.0
441131	4.0	2.0
23559	457.0	1191.0
23551	218.0	29.0
23552	314.0	159.0
23553	2.0	7.0
23554	4888.0	1590.0
23555	4326.0	583.0
100130660	0.0	7.0
23556	694.0	3514.0
23557	1007.0	2446.0
23558	11673.0	9301.0
23550	2772.0	4869.0
23526	4431.0	947.0
23527	2726.0	12687.0
23528	1686.0	730.0
286442	2.0	0.0
23529	2481.0	237.0
129642	2139.0	1208.0
286444	10.0	18.0
100129669	0.0	0.0
100463482	0.0	2.0
23520	0.0	3.0
23521	41783.0	29014.0
23522	1799.0	1875.0
23523	3732.0	4550.0
23524	35641.0	29571.0
359996	0.0	0.0
115004	862.0	1052.0
100129664	0.0	0.0
100463487	1.0	3.0
100463486	33.0	18.0
100463489	0.0	0.0
100463488	4.0	3.0
100129662	6.0	16.0
286451	3399.0	4328.0
23538	0.0	0.0
23539	14.0	259.0
23530	1703.0	3971.0
23531	785.0	1550.0
100130640	0.0	0.0
23532	6.0	3010.0
23533	2449.0	152.0
359997	0.0	0.0
23534	2294.0	5494.0
23536	651.0	934.0
100463498	37.0	23.0
100129654	4.0	61.0
286460	78.0	478.0
100129650	1.0	0.0
23504	11.0	3.0
100499416	0.0	0.0
23505	2850.0	11413.0
100499417	0.0	0.0
23506	1276.0	977.0
286464	185.0	989.0
100130637	0.0	0.0
23507	2413.0	5462.0
100130636	0.0	0.0
23508	651.0	850.0
23509	2477.0	5708.0
286467	1.0	2.0
100129647	0.0	0.0
100130631	0.0	0.0
23500	2514.0	123.0
100499418	0.0	0.0
23503	1130.0	2418.0
100129641	16.0	1.0
100129640	1.0	1.0
286472	5.0	1.0
23515	2498.0	1648.0
345275	517.0	50.0
100499405	147.0	15.0
23516	8388.0	2312.0
23517	2479.0	2493.0
100130626	0.0	0.0
23518	663.0	3515.0
102465752	0.0	0.0
23519	1.0	1.0
345274	65.0	8.0
100130621	5.0	10.0
23510	2651.0	1541.0
23511	4515.0	6547.0
23512	1777.0	4954.0
23513	3096.0	7250.0
23514	5664.0	8318.0
100129631	0.0	4.0
129607	1034.0	437.0
129563	1153.0	2726.0
431704	0.0	0.0
117579	1.0	0.0
130557	990.0	1944.0
431705	18.0	126.0
431707	0.0	9.0
129560	0.0	0.0
117583	1920.0	304.0
84449	645.0	433.0
84448	284.0	29.0
117584	2486.0	1563.0
84445	2616.0	3208.0
84444	7753.0	2033.0
84447	2593.0	3334.0
84446	63.0	51.0
84441	2148.0	1029.0
84440	2226.0	1162.0
84443	42.0	65.0
646405	7.0	63.0
646409	0.0	0.0
117581	130.0	134.0
130560	0.0	0.0
646424	4.0	0.0
84437	720.0	1189.0
84439	128.0	51.0
60489	646.0	2159.0
60488	1574.0	3191.0
84433	481.0	98.0
60487	456.0	626.0
84436	478.0	1173.0
84435	52.0	0.0
60485	3698.0	2103.0
60484	8.0	3.0
84432	2.0	1.0
60482	16.0	2096.0
60481	8922.0	5804.0
130576	47.0	2140.0
130574	24.0	1019.0
84467	1968.0	22.0
84466	6.0	105.0
60496	1172.0	3007.0
60495	174.0	5.0
60494	119.0	11.0
84465	147.0	18.0
84464	377.0	618.0
60493	1150.0	826.0
60492	898.0	2359.0
60491	327.0	1735.0
60490	353.0	698.0
84461	630.0	1642.0
84460	695.0	93.0
646442	0.0	0.0
129530	20.0	56.0
129531	459.0	936.0
130589	1038.0	536.0
201501	1136.0	4175.0
84456	324.0	798.0
84455	131.0	271.0
84458	762.0	1303.0
84457	2.0	2.0
84450	1010.0	1295.0
646457	5.0	0.0
100500870	1.0	2.0
100500872	0.0	0.0
201514	394.0	179.0
201516	9.0	10.0
646450	25.0	48.0
23480	1376.0	1947.0
105416157	99.0	102.0
23481	2851.0	6562.0
23483	327.0	480.0
23484	2422.0	1259.0
100500873	0.0	0.0
100500875	0.0	0.0
100500876	0.0	0.0
100500877	0.0	0.0
100500878	0.0	0.0
100500879	0.0	0.0
646463	0.0	0.0
646467	11.0	2.0
100500860	0.0	0.0
96459	1355.0	1471.0
100500861	0.0	0.0
23498	324.0	1037.0
23499	46512.0	10399.0
23491	50.0	10.0
23492	4672.0	1767.0
23493	119.0	45.0
23495	49.0	5.0
100500862	0.0	0.0
100500863	1.0	1.0
100034743	0.0	0.0
100500864	0.0	0.0
100500865	9.0	10.0
100500866	1.0	0.0
100500867	0.0	1.0
100500869	0.0	0.0
100500890	0.0	0.0
100500891	0.0	0.0
646479	0.0	0.0
394214	1.0	0.0
100500893	0.0	0.0
100500894	0.0	0.0
23463	3713.0	7946.0
394217	1.0	0.0
23464	120.0	2377.0
130535	665.0	1182.0
23466	3966.0	8189.0
23467	422.0	237.0
23468	3666.0	7682.0
23469	2552.0	6046.0
2801	3696.0	8608.0
2800	894.0	1934.0
23460	1082.0	87.0
23461	772.0	3065.0
23462	283.0	740.0
100500895	2.0	0.0
100500896	0.0	0.0
100500897	0.0	0.0
2806	2473.0	5143.0
100500898	0.0	0.0
2805	1500.0	1926.0
100500899	0.0	0.0
2804	7037.0	13224.0
2803	5558.0	3674.0
2802	4194.0	7427.0
130540	172.0	30.0
646486	1.0	3.0
100500881	0.0	0.0
100500882	0.0	0.0
23474	1491.0	618.0
23475	574.0	235.0
23476	7364.0	7345.0
23478	3846.0	6129.0
23479	3692.0	2843.0
646480	0.0	9.0
2812	0.0	0.0
2811	83.0	45.0
2810	25119.0	30635.0
23471	15789.0	9608.0
23473	1215.0	1624.0
100500884	0.0	0.0
2819	1121.0	39.0
100500885	0.0	0.0
84498	1889.0	4346.0
100500886	0.0	0.0
2817	3983.0	39702.0
100500888	1.0	0.0
2815	23.0	0.0
100500889	0.0	4.0
2814	19.0	2.0
2813	1.0	2.0
2823	2998.0	10.0
2822	58.0	150.0
2821	6949.0	11466.0
100500839	0.0	0.0
2820	1982.0	4833.0
201562	2100.0	5566.0
100379623	0.0	1.0
2829	56.0	43.0
100500831	0.0	0.0
2828	4808.0	230.0
2827	159.0	109.0
100500833	8.0	3.0
2826	57.0	21.0
100500834	0.0	0.0
2825	5.0	14.0
100500835	0.0	0.0
2824	2783.0	293.0
100500836	0.0	0.0
727699	75.0	0.0
2834	0.0	0.0
100500826	2.0	1.0
2833	233.0	27.0
100500827	0.0	0.0
2832	0.0	0.0
100500828	1.0	0.0
2831	1.0	920.0
100500829	0.0	0.0
60401	213.0	64.0
2830	0.0	2.0
100500820	0.0	0.0
100500821	0.0	0.0
2838	4.0	7.0
100500822	0.0	0.0
2837	1.0	4.0
100500823	0.0	0.0
100500824	0.0	0.0
2835	2.0	0.0
100500825	0.0	0.0
100500850	34.0	13.0
2845	0.0	6.0
100500859	0.0	0.0
2844	0.0	0.0
2843	22.0	3.0
2842	7.0	38.0
2841	35.0	5.0
60412	2631.0	5498.0
2840	529.0	10.0
100500851	0.0	0.0
100500854	7.0	0.0
2849	0.0	0.0
100500855	0.0	0.0
2848	9.0	3.0
394261	9.0	0.0
2847	8.0	20.0
347933	4.0	2.0
100500857	0.0	0.0
2846	3.0	3.0
100500858	0.0	0.0
394263	1299.0	52.0
2856	1.0	0.0
100500849	0.0	0.0
2855	0.0	0.0
2854	0.0	0.0
2853	1.0	0.0
201595	6482.0	9037.0
2852	287.0	12.0
2850	214.0	818.0
100500840	0.0	0.0
100500841	0.0	1.0
100500842	0.0	0.0
100500843	0.0	0.0
100500844	0.0	0.0
2859	109.0	200.0
100500846	0.0	0.0
2857	110.0	40.0
100500847	0.0	0.0
2870	2653.0	1716.0
107105261	0.0	0.0
2867	1226.0	38.0
107105265	0.0	0.0
60437	235.0	1468.0
2866	5.0	0.0
107105264	0.0	2.0
60436	1937.0	7738.0
2865	4.0	0.0
107105263	2.0	1.0
2864	12.0	2.0
107105262	0.0	0.0
2863	202.0	278.0
2862	1.0	0.0
2861	144.0	3094.0
347918	421.0	553.0
107105266	1.0	0.0
2869	8940.0	277.0
2868	338.0	378.0
2880	0.0	1.0
60439	0.0	0.0
107105254	0.0	0.0
2878	78144.0	5121.0
2877	128.0	3175.0
107105253	8.0	5.0
2876	8453.0	4948.0
2875	17.0	47.0
2874	211.0	208.0
2873	2978.0	6288.0
2872	11670.0	10108.0
107105256	0.0	0.0
2871	1.0	1.0
347902	1486.0	1075.0
107105259	0.0	0.0
2879	7996.0	10326.0
727682	0.0	0.0
727684	3.0	0.0
2892	30.0	7.0
2891	2.0	21.0
2890	1914.0	7.0
727686	0.0	0.0
84419	431.0	282.0
2889	9615.0	8532.0
100500815	0.0	0.0
2888	62.0	248.0
100500816	0.0	0.0
2887	2712.0	1277.0
100500817	0.0	0.0
2886	1046.0	1788.0
100500818	6.0	0.0
2885	7218.0	12898.0
100500819	0.0	0.0
2884	6.0	9.0
2882	211.0	4180.0
100642175	60.0	3.0
100642176	0.0	0.0
100500810	0.0	0.0
100500811	0.0	0.0
100500812	15.0	0.0
100500813	0.0	0.0
100500814	0.0	5.0
727676	0.0	0.0
107105271	0.0	0.0
727677	4.0	116.0
2899	42.0	0.0
84418	5357.0	1253.0
2898	12.0	1056.0
60468	457.0	1883.0
84417	906.0	2.0
2897	14.0	12.0
2896	25701.0	40630.0
60467	0.0	1.0
100500808	0.0	0.0
2895	34.0	4.0
100500809	0.0	0.0
2894	158.0	40.0
2893	4.0	62.0
100500801	0.0	0.0
100500802	10.0	15.0
100500803	0.0	0.0
23603	12891.0	8843.0
100129507	0.0	0.0
23604	4038.0	146.0
23605	0.0	0.0
23606	1.0	2.0
23607	3388.0	2777.0
23608	3483.0	7916.0
23609	1329.0	1086.0
286527	2.0	34.0
286528	0.0	1.0
23600	79.0	301.0
23601	462.0	172.0
107048983	0.0	0.0
107048985	0.0	0.0
107048981	0.0	0.0
105369446	0.0	0.0
23614	0.0	0.0
23615	4.0	5.0
23616	598.0	5071.0
286530	434.0	54.0
23617	0.0	0.0
23619	1.0	0.0
23612	2624.0	3209.0
23613	1159.0	6715.0
286544	35.0	146.0
286550	0.0	0.0
286554	0.0	0.0
286555	0.0	0.0
286556	0.0	0.0
286557	0.0	0.0
105370445	0.0	1.0
441273	4.0	30.0
100463528	0.0	0.0
441272	191.0	325.0
100379667	0.0	0.0
100288998	1.0	0.0
441263	32.0	98.0
441261	0.0	1.0
100288984	0.0	0.0
441295	48.0	41.0
441294	0.0	0.0
100463500	1.0	0.0
100288979	0.0	0.0
286512	1.0	4.0
286514	0.0	0.0
60625	506.0	1788.0
441282	3.0	1703.0
646377	0.0	1.0
100130579	1.0	1.0
646379	0.0	0.0
646378	0.0	3.0
23683	2831.0	2178.0
404281	35.0	112.0
100130572	0.0	0.0
646370	0.0	2.0
23682	320.0	2332.0
100129587	0.0	0.0
100129583	164.0	42.0
100129584	0.0	0.0
441218	4.0	2.0
100130566	0.0	0.0
100130564	1.0	1.0
100130562	726.0	953.0
100130561	112.0	117.0
441212	187.0	164.0
646382	0.0	0.0
100129570	4.0	0.0
404266	110.0	30.0
100130557	15.0	47.0
100130555	0.0	0.0
646390	0.0	0.0
441246	437.0	577.0
23666	286.0	231.0
23667	4.0	1.0
646392	0.0	1.0
23668	7.0	1.0
441251	0.0	0.0
441250	77.0	103.0
23660	594.0	859.0
100129564	0.0	0.0
100129566	1.0	0.0
100129561	2.0	0.0
100130549	1.0	0.0
130500	0.0	0.0
100129557	0.0	0.0
23673	9505.0	2835.0
441238	5.0	72.0
130502	205.0	306.0
23676	1.0	2.0
130507	2227.0	3295.0
23677	3197.0	10321.0
441234	0.0	0.0
23678	440.0	1210.0
23679	1.0	0.0
23670	28135.0	5977.0
23671	7.0	41.0
100129556	0.0	1.0
100129555	1.0	12.0
23647	2348.0	3400.0
23648	3401.0	2001.0
100130539	8.0	0.0
23649	643.0	2304.0
129521	0.0	0.0
100130535	0.0	0.0
23640	1532.0	955.0
23641	846.0	4573.0
23642	1233.0	2637.0
23643	260.0	94.0
23644	2480.0	1862.0
23645	36269.0	2946.0
23646	13862.0	17707.0
100129543	5.0	160.0
23658	725.0	1288.0
23659	990.0	1000.0
286573	0.0	0.0
100130528	0.0	0.0
100130523	0.0	1.0
100130522	67.0	92.0
23650	1900.0	36439.0
23654	18063.0	21851.0
23657	195.0	668.0
117532	70.0	4.0
117531	3.0	43.0
100130519	17.0	4.0
23625	978.0	1759.0
23626	0.0	0.0
23627	6.0	4.0
100130514	0.0	0.0
441208	10.0	15.0
23620	0.0	0.0
23621	1601.0	446.0
23623	1324.0	2801.0
23624	95.0	1045.0
23636	2371.0	3852.0
23637	3116.0	9465.0
23639	260.0	129.0
100129515	0.0	0.0
23630	20.0	3.0
23632	29.0	29.0
23633	4327.0	8793.0
23635	1267.0	1342.0
100129512	0.0	0.0
404201	282.0	234.0
404203	2.0	1.0
129446	8.0	65.0
404204	0.0	0.0
84569	0.0	0.0
60598	94.0	11.0
84561	547.0	2189.0
60592	2305.0	2707.0
84560	0.0	0.0
648947	8.0	6.0
646300	3.0	3.0
100499469	0.0	0.0
100499468	0.0	0.0
100499466	131.0	207.0
727736	0.0	0.0
84559	0.0	0.0
84557	1073.0	1790.0
84553	131.0	4718.0
84552	310.0	4097.0
102465667	0.0	0.0
102465666	0.0	0.0
102465665	0.0	0.0
201617	0.0	0.0
100499457	0.0	0.0
727764	5.0	14.0
102465669	0.0	0.0
102465668	4.0	8.0
646309	143.0	21.0
201627	1471.0	1463.0
646324	280.0	3.0
201626	2934.0	1961.0
727758	39.0	78.0
201625	541.0	31.0
648980	0.0	0.0
84572	2251.0	1861.0
646316	0.0	0.0
84570	18.0	30.0
345462	79.0	185.0
102465689	0.0	0.0
102465688	0.0	0.0
646330	1.0	1.0
102465684	0.0	0.0
102465683	0.0	0.0
2909	4937.0	5409.0
727701	30.0	0.0
727703	0.0	4.0
727704	0.0	0.0
201633	323.0	238.0
2900	433.0	3.0
2908	4629.0	2615.0
2907	11170.0	10082.0
2906	28.0	80.0
2905	38.0	49.0
2904	1.0	1.0
2903	13.0	68.0
345456	0.0	0.0
2902	9.0	5.0
2901	66.0	18.0
406894	1.0	0.0
406893	1.0	0.0
406896	16.0	3.0
406895	0.0	0.0
406898	0.0	0.0
646348	3.0	0.0
406897	0.0	0.0
102465695	0.0	0.0
646346	2.0	0.0
102465694	0.0	0.0
406899	0.0	0.0
102465693	0.0	0.0
406890	1.0	0.0
406892	0.0	0.0
406891	2.0	0.0
2911	2.0	3.0
201651	46.0	1033.0
2919	6541.0	12364.0
2918	38.0	19.0
102465691	0.0	0.0
2917	6.0	71.0
2916	9.0	28.0
2915	10.0	2.0
2914	4.0	81.0
2913	12.0	11.0
2912	20.0	30.0
404220	28.0	23.0
406883	0.0	0.0
406882	0.0	0.0
406885	0.0	0.0
406884	0.0	0.0
646359	1.0	0.0
406887	0.0	0.0
406886	50.0	2.0
406889	0.0	0.0
406888	7.0	0.0
23584	2251.0	146.0
23585	5982.0	6394.0
23586	2115.0	1539.0
23587	1285.0	1863.0
23588	1049.0	1911.0
23589	4529.0	1903.0
406881	9.0	1.0
2922	38.0	2.0
2921	3057.0	1116.0
2920	24179.0	1652.0
23580	10739.0	6545.0
23581	0.0	68.0
23582	2198.0	1953.0
23583	419.0	1860.0
404217	220.0	265.0
2928	0.0	0.0
2926	3544.0	7446.0
2925	11.0	1.0
2923	12782.0	33658.0
646366	4.0	0.0
345430	3.0	0.0
406875	0.0	0.0
404216	0.0	3.0
23595	876.0	2582.0
23596	796.0	270.0
23597	3124.0	1651.0
96597	7.0	7.0
23598	1203.0	3112.0
100130584	0.0	0.0
100130581	65.0	130.0
646360	0.0	0.0
129450	396.0	561.0
130429	0.0	0.0
2932	3617.0	9139.0
2931	2838.0	3375.0
23590	194.0	357.0
100129591	1.0	9.0
23591	2.0	0.0
23592	2051.0	2324.0
23593	1642.0	6616.0
23594	30.0	529.0
727708	0.0	0.0
100499485	0.0	0.0
100129597	0.0	3.0
100499483	113.0	55.0
2939	29.0	11.0
2938	406.0	4544.0
2937	1356.0	4169.0
100129594	0.0	0.0
100499481	0.0	0.0
2936	2354.0	3116.0
2935	9861.0	4217.0
2934	30644.0	20932.0
100129595	0.0	0.0
100288964	0.0	0.0
60509	1219.0	2985.0
60506	0.0	0.0
2944	4.0	7.0
2942	0.0	0.0
2941	885.0	3451.0
2940	46.0	0.0
2949	735.0	26.0
2948	505.0	793.0
2947	1784.0	585.0
2946	792.0	1504.0
60526	302.0	1897.0
2954	321.0	934.0
2953	13.0	14.0
2951	1.0	1.0
2950	18671.0	40378.0
2959	1781.0	1500.0
2958	1412.0	2405.0
2957	1483.0	2466.0
2956	2166.0	6423.0
100288948	0.0	0.0
60529	0.0	0.0
60528	1856.0	3795.0
2966	25.0	41.0
84504	2.0	0.0
2965	1700.0	2778.0
84503	174.0	170.0
2964	2.0	2.0
2963	787.0	1323.0
2962	3654.0	7295.0
2961	915.0	1315.0
84502	196.0	6.0
2960	353.0	1318.0
84501	233.0	59.0
2969	1778.0	4956.0
2968	88.0	228.0
2967	1167.0	2883.0
2980	37.0	0.0
2977	3112.0	251.0
2976	1619.0	5702.0
2975	4534.0	4830.0
2974	46.0	287.0
2972	1258.0	2155.0
2971	2448.0	1668.0
2970	30.0	67.0
2979	24.0	15.0
2978	1.0	7.0
154442	11.0	0.0
2990	2444.0	2947.0
225689	581.0	135.0
84519	111.0	47.0
84518	40.0	97.0
60559	5764.0	2842.0
100500914	0.0	0.0
2987	6879.0	7412.0
60558	712.0	3940.0
84525	12206.0	867.0
100500915	0.0	0.0
2986	0.0	2.0
84528	0.0	0.0
100500916	0.0	0.0
84527	446.0	827.0
100500917	0.0	1.0
2984	29.0	87.0
84522	1389.0	700.0
100500918	0.0	0.0
2983	1073.0	1321.0
100500919	0.0	0.0
84524	253.0	852.0
2982	1017.0	455.0
2981	13.0	1.0
84520	433.0	296.0
100500910	0.0	0.0
100500911	0.0	0.0
2989	3.0	0.0
100500913	0.0	0.0
2999	872.0	38.0
84515	272.0	2176.0
100500903	0.0	0.0
2998	6.0	1.0
84514	1587.0	1204.0
100500904	0.0	6.0
2997	1929.0	4116.0
84517	100.0	194.0
100500905	0.0	0.0
84516	2471.0	2851.0
2996	88.0	3.0
100500906	0.0	0.0
2995	3014.0	1186.0
2994	2.0	0.0
100500908	0.0	0.0
84513	1134.0	2850.0
2993	1.0	1.0
100500909	0.0	0.0
2992	2027.0	1572.0
60561	679.0	983.0
60560	739.0	1745.0
100500900	0.0	0.0
100500901	2.0	0.0
100288904	0.0	0.0
154467	203.0	711.0
130497	407.0	569.0
84548	251.0	1212.0
84547	245.0	163.0
100500938	0.0	0.0
84549	1672.0	726.0
84546	0.0	0.0
84545	1565.0	1772.0
84542	570.0	1347.0
84541	334.0	22.0
727795	9.0	34.0
84529	167.0	2388.0
84536	73.0	51.0
84539	0.0	3.0
84532	1681.0	4841.0
84530	10.0	0.0
23729	99.0	347.0
201288	0.0	1.0
201283	363.0	852.0
23738	2.0	9.0
23731	5361.0	4378.0
23732	9.0	5.0
201299	0.0	61.0
201292	528.0	933.0
201294	11394.0	679.0
23704	937.0	109.0
23705	10017.0	397.0
23708	423.0	706.0
252840	0.0	0.0
252841	0.0	13.0
100288897	1.0	0.0
23710	7934.0	5713.0
100288892	0.0	0.0
100288885	0.0	0.0
100288870	0.0	0.0
100288868	4.0	46.0
100288861	0.0	0.0
84701	1035.0	100.0
252884	100.0	87.0
84700	2.0	25.0
129841	0.0	0.0
94086	7.0	12.0
117854	65.0	163.0
100130450	0.0	2.0
154807	3184.0	3870.0
100129460	118.0	139.0
359710	0.0	0.0
94081	645.0	3313.0
115201	859.0	606.0
100129468	0.0	0.0
100129464	0.0	0.0
286256	15.0	55.0
286257	785.0	2159.0
100129459	0.0	3.0
100130447	0.0	0.0
129831	240.0	892.0
646269	0.0	5.0
646262	0.0	0.0
286262	1178.0	816.0
142827	10.0	1.0
100129452	0.0	0.0
646278	7.0	4.0
100130435	0.0	0.0
727800	148.0	342.0
646270	8.0	1.0
154822	71.0	7.0
23782	0.0	0.0
23783	0.0	1.0
23784	0.0	0.0
23786	3326.0	3082.0
23787	11221.0	7975.0
646273	0.0	0.0
23788	1921.0	5268.0
359730	0.0	1.0
359731	0.0	0.0
23780	4660.0	677.0
23781	0.0	0.0
345079	292.0	351.0
154810	6313.0	5983.0
100129438	0.0	0.0
94097	420.0	473.0
359737	0.0	0.0
359738	0.0	0.0
359739	1.0	2.0
646282	0.0	2.0
359736	0.0	2.0
359740	0.0	1.0
359741	0.0	0.0
359742	0.0	0.0
359743	4.0	7.0
139201	9.0	15.0
129804	224.0	37.0
129807	58.0	5.0
129880	435.0	643.0
23768	320.0	917.0
23769	4.0	26.0
129881	390.0	23.0
100130418	16.0	185.0
345062	0.0	1.0
286204	20.0	6.0
100129428	0.0	0.0
286205	909.0	962.0
100129427	0.0	0.0
23760	6888.0	5680.0
359748	0.0	0.0
100862854	1.0	0.0
286207	669.0	106.0
359749	0.0	0.0
23761	4710.0	3411.0
100862855	0.0	0.0
23762	165.0	1010.0
23764	23838.0	3206.0
359744	2.0	1.0
100862850	0.0	2.0
23765	3098.0	2048.0
359745	0.0	0.0
359746	0.0	0.0
100862852	0.0	6.0
23766	0.0	0.0
23767	4651.0	3921.0
100862853	0.0	0.0
359747	0.0	7.0
359751	0.0	0.0
359752	4.0	2.0
359753	0.0	0.0
100129423	0.0	0.0
100130409	0.0	0.0
23779	47.0	130.0
129870	0.0	0.0
100130405	0.0	0.0
100130402	0.0	0.0
23772	9.0	1.0
23774	2702.0	2396.0
359755	0.0	1.0
359757	0.0	0.0
359758	0.0	0.0
359762	0.0	0.0
359763	0.0	0.0
359760	0.0	0.0
23770	12458.0	7865.0
359761	2.0	5.0
129868	0.0	0.0
23746	0.0	0.0
102465502	3.0	6.0
102465501	0.0	0.0
100129407	0.0	0.0
102465500	0.0	0.0
286223	42.0	5.0
23749	0.0	0.0
100129403	0.0	0.0
345041	0.0	3.0
100129405	112.0	213.0
102465509	0.0	0.0
102465508	0.0	0.0
23741	7965.0	9044.0
102465507	0.0	0.0
23742	10.0	0.0
359766	0.0	0.0
23743	194.0	6.0
359767	0.0	0.0
102465505	0.0	0.0
130813	74.0	22.0
23744	0.0	0.0
102465504	0.0	1.0
130814	1320.0	1406.0
102465503	0.0	0.0
359774	2.0	0.0
359775	0.0	0.0
359776	0.0	0.0
359770	0.0	0.0
359771	0.0	0.0
359772	2.0	1.0
100129402	0.0	0.0
100129401	0.0	0.0
23757	0.0	0.0
102465513	0.0	0.0
23758	0.0	0.0
102465512	0.0	0.0
23759	1411.0	2809.0
102465511	0.0	0.0
