id	1ea50a97-2adb-4252-aec8-2fe94d49b0a0	21454a1b-20e1-4a4d-99b6-8ee30b1c979d
64968	1363.0	2421.0
64969	2140.0	3250.0
100132372	2.0	3.0
64975	1185.0	1734.0
64976	1058.0	1750.0
64979	424.0	687.0
100132380	1.0	2.0
64978	308.0	400.0
100132382	2.0	1.0
100132386	0.0	0.0
64981	1176.0	1885.0
64983	1275.0	1987.0
100132396	0.0	0.0
100132399	0.0	0.0
100616668	25.0	43.0
287015	0.0	0.0
100506299	28.0	40.0
121512	1723.0	2420.0
100288083	0.0	4.0
101060200	189.0	237.0
100288077	1.0	20.0
100288072	64.0	91.0
121504	31.0	56.0
121506	975.0	1368.0
101060233	0.0	0.0
121551	46.0	114.0
100506246	0.0	0.0
133558	0.0	1.0
100506244	0.0	0.0
157506	1492.0	2716.0
100506243	16.0	18.0
121549	1.0	0.0
101060211	0.0	0.0
100533851	1.0	4.0
170506	2215.0	3221.0
100506275	0.0	1.0
170504	1.0	1.0
170503	0.0	0.0
100132308	0.0	0.0
121536	1326.0	2177.0
101060226	415.0	759.0
64900	994.0	1394.0
64902	0.0	0.0
64901	432.0	515.0
145553	92.0	175.0
100132311	0.0	0.0
157530	14.0	29.0
100506211	137.0	192.0
100506215	100.0	164.0
121599	2.0	4.0
100132321	0.0	0.0
100132322	0.0	0.0
100533844	0.0	0.0
100506205	0.0	0.0
101060280	1.0	0.0
64922	13.0	21.0
64921	1583.0	2315.0
64924	2070.0	3072.0
100533849	0.0	0.0
64926	1707.0	2180.0
64925	1048.0	1745.0
64919	367.0	532.0
100132332	0.0	0.0
133522	806.0	946.0
100506233	252.0	449.0
104644205	0.0	0.0
100506237	199.0	261.0
4705	3541.0	5503.0
64928	3216.0	4734.0
4706	1538.0	2324.0
64927	730.0	1144.0
100132341	1060.0	1500.0
4707	1833.0	2878.0
4708	3021.0	4471.0
4709	1213.0	1846.0
100132346	0.0	0.0
145501	0.0	2.0
145508	221.0	409.0
4700	1839.0	2983.0
4701	94.0	119.0
4702	1401.0	2168.0
4703	79.0	93.0
4704	1250.0	1872.0
101060264	9.0	9.0
100506229	5.0	3.0
64940	195.0	265.0
64943	1828.0	2563.0
64946	163.0	236.0
204777	0.0	0.0
4716	2228.0	3289.0
4717	1345.0	2143.0
100132352	316.0	475.0
4718	1174.0	1816.0
4719	2781.0	4309.0
100132355	0.0	0.0
100132358	1.0	2.0
4710	2295.0	3752.0
4711	2176.0	3678.0
4712	1215.0	1956.0
4713	2514.0	4208.0
4714	1176.0	1673.0
4715	3293.0	5485.0
100506412	1.0	2.0
407039	0.0	1.0
407036	0.0	0.0
407037	0.0	2.0
100506413	2.0	1.0
407030	0.0	0.0
407031	0.0	0.0
407034	0.0	0.0
407035	0.0	0.0
407032	24.0	9.0
407033	0.0	0.0
4728	2429.0	3839.0
4729	352.0	656.0
4720	3601.0	5533.0
4722	2105.0	3288.0
4723	4904.0	8104.0
4724	1169.0	2080.0
4725	3454.0	5854.0
4726	1566.0	2396.0
407027	0.0	1.0
407028	0.0	0.0
407025	0.0	0.0
407026	0.0	0.0
407029	0.0	0.0
407020	0.0	0.0
407023	0.0	0.0
407024	0.0	0.0
407021	0.0	2.0
407022	0.0	0.0
4738	2873.0	4302.0
4739	15647.0	19022.0
100506409	0.0	0.0
4730	26.0	47.0
4731	1566.0	2396.0
4733	1357.0	2250.0
4734	762.0	925.0
4735	16348.0	25242.0
4736	16600.0	30206.0
407016	1.0	2.0
407017	1.0	4.0
100506433	4.0	8.0
407014	11.0	18.0
407015	0.0	0.0
4750	943.0	1588.0
407018	19.0	68.0
100506436	59.0	84.0
4751	68.0	83.0
407019	26.0	30.0
407013	7.0	18.0
407010	32.0	57.0
407011	15.0	13.0
192217	4.0	14.0
4741	10.0	3.0
4744	74.0	151.0
4745	335.0	267.0
4747	25.0	53.0
407006	21.0	43.0
407003	0.0	1.0
100506421	0.0	0.0
650368	77.0	152.0
407004	0.0	0.0
407009	0.0	0.0
4760	3.0	0.0
4761	2.0	6.0
407007	4.0	4.0
100506424	0.0	0.0
4762	0.0	0.0
407008	0.0	0.0
2100	57.0	68.0
649395	1.0	4.0
348180	402.0	694.0
407001	0.0	0.0
407002	0.0	3.0
407000	0.0	0.0
4752	609.0	821.0
4753	1117.0	2278.0
100506428	166.0	227.0
4756	3736.0	4292.0
4758	3954.0	6416.0
4759	0.0	0.0
4771	1569.0	2419.0
4772	1149.0	2067.0
4773	1290.0	1669.0
348174	21.0	17.0
2110	927.0	1340.0
2108	2659.0	4024.0
2107	6617.0	10628.0
2104	93.0	177.0
2103	7.0	19.0
2101	2132.0	3244.0
4763	2569.0	3744.0
4764	0.0	0.0
4768	1.0	0.0
2109	2401.0	3725.0
4780	7841.0	14069.0
4781	3152.0	4309.0
4782	6456.0	9391.0
4783	2412.0	5401.0
4784	8033.0	11437.0
2122	2971.0	4308.0
2121	1574.0	2373.0
2120	1713.0	2814.0
143282	74.0	123.0
2119	2776.0	3147.0
2118	194.0	244.0
100303743	0.0	0.0
2117	1712.0	2766.0
2116	35.0	53.0
100303745	0.0	0.0
2115	4046.0	5758.0
2114	14363.0	22776.0
167227	1549.0	2566.0
2113	8450.0	10706.0
143279	477.0	709.0
4774	1770.0	3034.0
4775	1526.0	1892.0
4776	1110.0	1855.0
4778	258.0	372.0
4779	13734.0	20410.0
4790	3080.0	4814.0
348158	4.0	5.0
4791	3106.0	5340.0
4792	19567.0	42905.0
4793	1285.0	1895.0
348156	63.0	107.0
4794	989.0	1930.0
4795	815.0	1510.0
407052	0.0	0.0
2132	3401.0	5098.0
407053	0.0	0.0
2131	3008.0	4539.0
407050	5.0	2.0
2130	11721.0	16897.0
407051	0.0	0.0
407056	0.0	1.0
407054	0.0	1.0
407055	0.0	0.0
2128	0.0	0.0
2125	3728.0	5024.0
2124	3037.0	5157.0
2123	1020.0	1762.0
255919	626.0	891.0
407049	0.0	0.0
407047	0.0	0.0
407048	0.0	0.0
407041	14.0	17.0
407042	55.0	89.0
407040	16.0	14.0
2140	1163.0	1587.0
407045	0.0	0.0
407046	0.0	0.0
407043	0.0	0.0
407044	0.0	0.0
2139	391.0	1014.0
2138	159.0	487.0
2137	1944.0	3253.0
2135	766.0	1122.0
2134	59.0	65.0
4796	287.0	384.0
100303728	85.0	128.0
4798	1687.0	2419.0
4799	2359.0	3441.0
255928	5.0	3.0
255926	0.0	0.0
2155	7.0	9.0
2153	242.0	272.0
2152	4232.0	9470.0
2151	44.0	106.0
2150	546.0	823.0
253314	0.0	0.0
2149	2010.0	2559.0
100288042	0.0	0.0
2147	1.0	17.0
2146	280.0	372.0
2145	2907.0	4216.0
348120	0.0	0.0
2166	1140.0	1665.0
2165	0.0	0.0
100288038	0.0	3.0
2162	3206.0	4117.0
2161	69.0	125.0
2160	435.0	609.0
100288035	0.0	2.0
2159	358.0	663.0
2158	0.0	0.0
2157	1180.0	1942.0
652959	1.0	4.0
348110	2680.0	4189.0
2177	328.0	532.0
2176	591.0	828.0
2175	337.0	497.0
2173	1.0	0.0
2172	678.0	1232.0
2171	1828.0	3781.0
2170	556.0	786.0
338799	494.0	662.0
100288022	0.0	0.0
100303755	169.0	246.0
2169	1.0	5.0
2168	0.0	1.0
2167	3743.0	7319.0
2180	6671.0	10553.0
2188	527.0	769.0
2187	32.0	33.0
2186	3658.0	5023.0
2185	4905.0	7918.0
2184	1023.0	1788.0
338785	76.0	150.0
2182	6823.0	11205.0
2181	3285.0	4920.0
100288013	0.0	0.0
2178	298.0	510.0
255967	1721.0	2719.0
2191	255.0	469.0
649324	0.0	0.0
2199	3913.0	6752.0
652972	55.0	124.0
100288008	0.0	0.0
2197	12566.0	22689.0
2196	75.0	283.0
338773	2232.0	4140.0
652974	0.0	0.0
2195	4061.0	4935.0
652975	0.0	0.0
2194	15203.0	22715.0
2193	1964.0	3393.0
2192	22121.0	37747.0
104355140	0.0	0.0
652978	2.0	4.0
104355141	0.0	0.0
104355143	0.0	1.0
104355145	0.0	1.0
104355146	0.0	1.0
104355147	1.0	0.0
652980	0.0	0.0
2189	444.0	692.0
104355148	4.0	3.0
104355149	0.0	0.0
121916	0.0	0.0
652968	91.0	125.0
652969	2.0	2.0
652960	3.0	1.0
649330	0.0	0.0
652961	0.0	1.0
338761	0.0	0.0
652963	0.0	1.0
652965	0.0	0.0
652966	0.0	0.0
338758	184.0	525.0
104355133	0.0	1.0
104355135	0.0	1.0
104355136	0.0	3.0
104355137	0.0	0.0
104355138	0.0	0.0
104355139	1.0	1.0
121906	0.0	1.0
192286	2049.0	3513.0
652995	8.0	12.0
338751	0.0	0.0
338755	0.0	1.0
101290508	0.0	0.0
652985	0.0	1.0
101290506	38.0	49.0
101290504	0.0	1.0
101290503	0.0	1.0
104355150	1.0	0.0
101290502	0.0	0.0
104355151	0.0	0.0
104355152	2.0	1.0
338739	6.0	4.0
652991	0.0	0.0
101290501	0.0	2.0
101290500	3.0	3.0
100132247	107.0	147.0
121838	55.0	105.0
100132251	0.0	0.0
145814	4.0	6.0
100132264	0.0	1.0
100132268	1.0	0.0
145820	23.0	47.0
157807	5.0	7.0
338821	0.0	0.0
100132273	85.0	136.0
338811	66.0	81.0
338817	78.0	93.0
145837	43.0	70.0
375719	8.0	7.0
100132288	51.0	60.0
100132289	0.0	0.0
338809	21.0	72.0
101060321	0.0	0.0
100132291	3.0	3.0
375704	86.0	100.0
100132295	0.0	0.0
50484	3795.0	6296.0
50486	1459.0	4208.0
50485	1087.0	1828.0
50488	10152.0	17180.0
50487	336.0	439.0
50489	337.0	234.0
387712	101.0	206.0
387718	2.0	2.0
387715	2.0	2.0
652904	0.0	0.0
101060301	0.0	0.0
387700	324.0	682.0
387707	11.0	21.0
387703	0.0	3.0
107063611	0.0	0.0
100506377	0.0	1.0
100506376	121.0	252.0
107063612	0.0	0.0
101060351	2.0	0.0
375759	10.0	15.0
399726	158.0	231.0
101928969	354.0	446.0
375757	516.0	912.0
387733	4.0	5.0
100533990	37.0	108.0
375743	1909.0	2737.0
100506365	1111.0	1673.0
101928971	0.0	0.0
157869	733.0	943.0
143241	55.0	110.0
375748	590.0	912.0
169841	134.0	185.0
387723	102.0	175.0
375775	799.0	1380.0
100506392	65.0	87.0
399708	0.0	0.0
100506390	0.0	1.0
399706	0.0	0.0
101928989	2.0	8.0
100506394	107.0	161.0
143244	22.0	33.0
387755	64.0	81.0
387751	787.0	827.0
100533970	41.0	55.0
387758	1598.0	2422.0
101928991	0.0	0.0
100506380	257.0	435.0
100506385	78.0	76.0
101928999	0.0	0.0
399717	3.0	5.0
387745	16.0	33.0
170850	15.0	9.0
387742	0.0	0.0
387747	7.0	3.0
387748	0.0	2.0
100506334	562.0	648.0
100533955	14.0	38.0
100533952	1.0	1.0
100506330	41.0	38.0
101928922	0.0	0.0
4804	180.0	508.0
387778	0.0	1.0
4807	10.0	10.0
4808	52.0	107.0
100132201	2.0	7.0
4809	4134.0	6755.0
387775	14.0	13.0
100134869	90.0	122.0
4800	1295.0	2206.0
4801	1982.0	2842.0
4802	2453.0	3955.0
4803	131.0	131.0
133874	19.0	33.0
399774	0.0	3.0
100506328	27.0	50.0
100506325	51.0	91.0
101928931	51.0	78.0
4815	1092.0	1558.0
4817	1293.0	2144.0
4818	2717.0	2374.0
387763	3768.0	10588.0
145853	269.0	382.0
375791	79.0	135.0
145858	0.0	0.0
375790	15144.0	20987.0
4810	208.0	401.0
4811	3372.0	5107.0
4814	2848.0	5130.0
373159	1.0	3.0
100506356	0.0	0.0
101060376	1.0	1.0
399746	0.0	0.0
373156	6394.0	10293.0
157855	0.0	1.0
170825	0.0	0.0
101928941	0.0	3.0
399748	15.0	21.0
4826	44.0	75.0
4828	272.0	460.0
4829	5.0	14.0
169834	19.0	52.0
145864	313.0	561.0
4820	4456.0	5794.0
4821	0.0	2.0
4824	123.0	218.0
4825	2.0	4.0
100506343	11.0	10.0
157848	3.0	1.0
4837	6304.0	13953.0
4838	5.0	13.0
145873	7.0	9.0
4839	1137.0	1776.0
387787	50.0	102.0
100132234	6.0	15.0
4830	572.0	899.0
4831	1745.0	3076.0
4832	1601.0	2527.0
4833	1727.0	2992.0
4835	775.0	1489.0
4836	5208.0	7429.0
650236	0.0	0.0
102467146	8.0	29.0
4850	912.0	1539.0
4848	2151.0	3306.0
4849	2247.0	3303.0
143187	740.0	1210.0
4841	10651.0	16695.0
4842	594.0	676.0
4843	225.0	428.0
155185	182.0	528.0
155184	3.0	0.0
4846	818.0	1181.0
192111	937.0	1401.0
4860	2397.0	4715.0
4861	40.0	69.0
167153	2050.0	3212.0
192127	0.0	0.0
100421090	0.0	0.0
192128	0.0	0.0
4851	5858.0	7573.0
4852	2.0	7.0
4853	7392.0	11911.0
4854	3481.0	6835.0
100506527	0.0	0.0
100421096	5.0	2.0
4855	6009.0	5793.0
100421097	13.0	12.0
4856	334.0	568.0
4857	141.0	191.0
4858	1011.0	1209.0
100506555	8.0	8.0
4871	1.0	0.0
2210	165.0	346.0
649264	5.0	6.0
2207	6265.0	13081.0
2206	1461.0	1893.0
2205	616.0	880.0
101928904	0.0	0.0
2204	31.0	64.0
2203	20713.0	29621.0
2202	13452.0	18865.0
2201	76.0	89.0
2200	4494.0	6530.0
4862	730.0	1145.0
4863	847.0	1283.0
4864	5192.0	7295.0
4867	902.0	1694.0
2209	563.0	1122.0
4868	8.0	4.0
2208	34.0	29.0
4869	11231.0	18833.0
100506542	68.0	49.0
4880	6.0	2.0
4881	2907.0	3504.0
4882	998.0	1604.0
4883	1624.0	2540.0
2220	6.0	7.0
101928913	26.0	48.0
100506540	26.0	34.0
2218	621.0	962.0
2217	12847.0	25780.0
2216	0.0	0.0
2215	656.0	792.0
2214	14988.0	25205.0
2213	435.0	653.0
2212	4990.0	12290.0
4874	3.0	0.0
4875	11.0	16.0
4878	19.0	34.0
4879	0.0	0.0
2219	3230.0	3080.0
4891	3608.0	5976.0
4892	7.0	9.0
4893	2302.0	3645.0
2232	1093.0	1864.0
2231	1.0	5.0
2230	1478.0	3129.0
649288	0.0	0.0
2229	0.0	1.0
2228	0.0	3.0
2227	1.0	2.0
204474	0.0	1.0
2224	5937.0	7837.0
2222	8389.0	14501.0
4884	90.0	218.0
4885	12.0	48.0
4886	82.0	188.0
4887	0.0	3.0
4888	2.0	2.0
4889	6.0	34.0
131177	146.0	212.0
2243	728.0	1852.0
2242	1523.0	2357.0
2241	1099.0	1518.0
649299	0.0	1.0
143162	170.0	385.0
2239	3894.0	6567.0
2237	564.0	725.0
2236	0.0	0.0
2235	1232.0	2246.0
4897	294.0	362.0
4898	4743.0	7718.0
4899	966.0	1449.0
131185	2.0	4.0
2254	108.0	162.0
2253	7.0	14.0
2252	949.0	1623.0
2251	0.0	0.0
2250	0.0	2.0
2249	0.0	0.0
2248	0.0	0.0
2247	618.0	997.0
2246	173.0	258.0
2245	452.0	730.0
2244	6.0	25.0
100506516	35.0	81.0
2264	4853.0	8803.0
348262	2798.0	4830.0
2263	2969.0	4705.0
2262	207.0	165.0
2261	2202.0	3396.0
2260	3038.0	4731.0
169792	779.0	1290.0
613227	0.0	2.0
2259	392.0	1109.0
2258	177.0	357.0
167127	5.0	11.0
2257	121.0	136.0
2256	8.0	9.0
2255	133.0	116.0
100506506	0.0	0.0
348254	5.0	11.0
2275	615.0	955.0
2274	674.0	1526.0
2273	17164.0	26820.0
2272	203.0	385.0
2271	1737.0	2768.0
100132086	0.0	1.0
253430	589.0	1094.0
2268	4861.0	9600.0
2267	3.0	5.0
2266	6796.0	17064.0
348249	13.0	38.0
2287	1203.0	1740.0
2286	2632.0	4062.0
2284	0.0	0.0
2283	0.0	0.0
2281	295.0	359.0
2280	10153.0	14081.0
2277	2401.0	7387.0
2290	0.0	0.0
348235	1162.0	1646.0
2298	19.0	25.0
2297	14.0	25.0
2296	340.0	1070.0
2295	809.0	1358.0
2294	2654.0	2886.0
2289	2033.0	3725.0
2288	2424.0	4301.0
2299	6.0	5.0
338879	0.0	2.0
338870	3.0	6.0
652873	0.0	0.0
253461	3457.0	4758.0
338872	5.0	11.0
192134	4.0	3.0
104054213	5.0	2.0
338862	0.0	0.0
338864	0.0	0.0
192146	12.0	6.0
100132121	0.0	0.0
100846978	9.0	37.0
100132124	0.0	0.0
100132132	0.0	2.0
100846993	0.0	0.0
100846994	0.0	0.0
100846991	0.0	0.0
100846992	0.0	0.0
100846998	0.0	0.0
100846995	0.0	0.0
100846996	0.0	0.0
100132142	1.0	0.0
100846999	0.0	0.0
338949	1.0	2.0
100132153	0.0	2.0
100132159	0.0	5.0
107063536	1.0	0.0
107063538	0.0	0.0
107063537	0.0	0.0
107063539	1.0	3.0
399804	36.0	44.0
399806	15.0	23.0
100132163	20.0	13.0
100132166	1.0	1.0
100132169	2.0	0.0
387815	0.0	0.0
107063540	0.0	0.0
107063543	0.0	0.0
107063544	0.0	1.0
399818	377.0	573.0
399814	0.0	0.0
100132173	0.0	0.0
338917	1.0	7.0
387804	32.0	29.0
375850	0.0	0.0
387837	75.0	95.0
387836	0.0	0.0
100132195	0.0	0.0
121727	0.0	0.0
157753	2.0	1.0
133789	1.0	0.0
101928840	0.0	1.0
100421008	0.0	0.0
100506492	1.0	4.0
613210	0.0	0.0
613211	0.0	0.0
613212	1.0	1.0
100506495	112.0	154.0
101928846	26.0	44.0
387856	157.0	279.0
387853	0.0	0.0
613209	0.0	0.0
121793	8.0	17.0
145767	66.0	90.0
100073347	0.0	0.0
399857	0.0	0.0
100421018	2.0	2.0
145781	169.0	147.0
613204	0.0	1.0
387845	20.0	49.0
145773	112.0	267.0
170712	0.0	0.0
387841	75.0	106.0
100134713	37.0	45.0
387849	11.0	12.0
157773	71.0	82.0
399823	37.0	59.0
131149	0.0	0.0
157777	41.0	67.0
399829	5.0	12.0
101928869	0.0	0.0
399827	0.0	0.0
4904	14960.0	27477.0
4905	1409.0	2343.0
4907	676.0	1002.0
4908	49.0	95.0
4909	157.0	216.0
145788	112.0	208.0
4900	2111.0	3103.0
4901	95.0	139.0
4902	23.0	35.0
155100	1.0	1.0
157769	2107.0	3399.0
399839	0.0	0.0
4914	96.0	150.0
4915	635.0	1008.0
387867	9.0	17.0
4916	202.0	340.0
4917	4.0	4.0
4919	1065.0	1077.0
4910	0.0	0.0
4911	0.0	0.0
4912	0.0	0.0
4913	745.0	1108.0
50507	71.0	138.0
399888	4.0	10.0
100421046	0.0	0.0
50506	269.0	464.0
100421047	0.0	0.0
50509	760.0	1135.0
50508	2.0	2.0
157713	2.0	5.0
100506457	3.0	4.0
133746	1261.0	1944.0
100506451	239.0	356.0
4925	2858.0	4206.0
4926	11540.0	17346.0
4927	1169.0	1897.0
4928	3962.0	6526.0
4929	3573.0	6770.0
387895	21.0	19.0
387893	1270.0	2115.0
50512	314.0	467.0
50511	21.0	18.0
4920	319.0	613.0
4921	2782.0	3766.0
50514	6.0	5.0
4922	45.0	50.0
4923	0.0	9.0
4924	22366.0	39433.0
50515	2462.0	4276.0
100421045	6.0	13.0
100421057	0.0	0.0
100421058	0.0	0.0
100506443	1.0	6.0
387890	107.0	117.0
157708	2.0	2.0
4938	3283.0	5785.0
4939	4900.0	7871.0
387885	1307.0	2297.0
387882	931.0	1589.0
4931	826.0	1227.0
100421055	0.0	1.0
4935	75.0	119.0
100506475	0.0	0.0
157739	4.0	6.0
4947	4261.0	6580.0
4948	88.0	124.0
145741	44.0	70.0
100132100	0.0	0.0
101928827	0.0	1.0
100132101	0.0	0.0
100132103	0.0	0.0
100132104	1.0	0.0
169714	971.0	1481.0
4940	4658.0	7244.0
145748	519.0	667.0
4942	2649.0	4594.0
4943	1130.0	1739.0
4946	26593.0	45559.0
399876	0.0	0.0
100506465	0.0	1.0
157724	0.0	0.0
100506469	342.0	545.0
131118	877.0	1370.0
100506462	61.0	80.0
4958	153.0	177.0
100132116	101.0	151.0
4951	0.0	0.0
100421072	0.0	1.0
4952	1703.0	2548.0
4953	4405.0	6507.0
399881	0.0	0.0
100421075	0.0	0.0
4954	6.0	6.0
4956	2.0	3.0
4957	2096.0	3607.0
100847022	0.0	0.0
100847023	1.0	1.0
100847020	1.0	0.0
286887	0.0	6.0
100847021	0.0	0.0
100847026	0.0	1.0
100847027	0.0	0.0
100847024	0.0	1.0
259266	85.0	97.0
100847025	0.0	0.0
100847028	7.0	0.0
100847029	0.0	0.0
4969	505.0	731.0
2306	46.0	65.0
2305	156.0	197.0
2304	5.0	23.0
2303	39.0	86.0
2302	4879.0	9480.0
284217	119.0	172.0
2301	1.0	1.0
2300	145.0	223.0
284215	1.0	0.0
2309	2560.0	4120.0
4967	9807.0	14388.0
2308	1253.0	2189.0
4968	1006.0	1196.0
2307	88.0	166.0
100847030	1.0	1.0
100847033	0.0	0.0
100847031	0.0	0.0
4982	175.0	413.0
100847032	0.0	0.0
100862667	0.0	0.0
100847037	0.0	0.0
100862668	0.0	0.0
100847038	0.0	0.0
100862669	0.0	0.0
100847035	1.0	0.0
100847036	0.0	2.0
100862664	1.0	0.0
100862665	0.0	1.0
100847039	0.0	1.0
100862666	0.0	0.0
2317	9521.0	14005.0
2316	78034.0	125177.0
2315	12.0	18.0
2314	10027.0	15889.0
100862662	4.0	5.0
2313	3175.0	3802.0
284207	2351.0	4492.0
2312	44.0	64.0
2311	0.0	0.0
2310	30.0	39.0
284203	0.0	1.0
4973	12384.0	30644.0
4974	627.0	1823.0
4975	0.0	2.0
4976	1916.0	3113.0
2319	7631.0	12718.0
4978	2.0	6.0
2318	1024.0	1275.0
100847040	0.0	0.0
100847041	0.0	0.0
4990	0.0	0.0
4991	0.0	0.0
4992	0.0	0.0
100847042	0.0	1.0
4993	5.0	1.0
100847043	0.0	0.0
2331	3303.0	5912.0
100862678	0.0	0.0
100847048	0.0	0.0
2330	1208.0	1768.0
100862679	0.0	0.0
100847049	0.0	1.0
100847046	10.0	7.0
100847047	0.0	0.0
100862675	0.0	0.0
100862676	0.0	0.0
259240	0.0	0.0
100862677	0.0	0.0
2328	1351.0	3227.0
100862670	0.0	0.0
2327	18576.0	27385.0
2326	57.0	83.0
100862672	0.0	0.0
100862673	0.0	0.0
2324	2618.0	3102.0
2323	163.0	233.0
259239	1.0	0.0
2322	72.0	111.0
2321	2292.0	3465.0
4983	588.0	743.0
4985	18.0	16.0
4986	42.0	18.0
4987	300.0	542.0
4988	0.0	1.0
2329	265.0	559.0
100847051	0.0	1.0
100847052	0.0	0.0
100847050	0.0	0.0
100847055	0.0	0.0
100847056	0.0	0.0
100847053	0.0	0.0
100847054	0.0	0.0
2342	477.0	701.0
100847059	0.0	1.0
2341	0.0	1.0
100847057	0.0	0.0
100847058	0.0	0.0
2339	2085.0	2905.0
2335	284614.0	330827.0
2334	164.0	167.0
104502416	3.0	1.0
259249	0.0	0.0
2332	2104.0	3259.0
100862680	0.0	0.0
4994	0.0	0.0
4995	0.0	0.0
104502417	9.0	12.0
4998	53.0	75.0
4999	756.0	1156.0
260294	71.0	101.0
100847062	1.0	1.0
260293	1242.0	3008.0
100847063	0.0	0.0
284260	6.0	14.0
100847060	0.0	0.0
730792	0.0	0.0
100847066	0.0	0.0
100847067	0.0	0.0
100847064	0.0	0.0
100847065	0.0	0.0
2353	60913.0	156642.0
2352	238.0	562.0
100847068	0.0	0.0
2350	1411.0	2873.0
100847069	0.0	0.0
100862692	2.0	1.0
2348	11126.0	12359.0
2346	56.0	121.0
284257	1.0	0.0
284254	0.0	0.0
100847070	0.0	0.0
284252	489.0	1005.0
100847073	0.0	0.0
100847074	0.0	0.0
100847071	1.0	1.0
100847072	1.0	0.0
100847077	0.0	0.0
729790	0.0	0.0
100847078	0.0	0.0
100847075	3.0	2.0
100847076	0.0	0.0
100847079	0.0	0.0
729799	29.0	49.0
729798	1.0	7.0
2359	2006.0	3250.0
2358	930.0	1548.0
2357	2717.0	5274.0
2356	2663.0	4521.0
2355	11623.0	21501.0
2354	74331.0	193405.0
100847080	1.0	0.0
100847081	0.0	0.0
259283	22.0	53.0
100847084	0.0	0.0
259282	3276.0	4220.0
100847085	0.0	0.0
100847082	0.0	0.0
100847083	0.0	0.0
100847088	0.0	0.0
100847089	0.0	0.0
100847086	0.0	0.0
100847087	1.0	0.0
259289	0.0	1.0
259287	0.0	0.0
259286	0.0	0.0
259285	0.0	0.0
646909	1.0	1.0
284233	75.0	141.0
284232	1.0	0.0
100847092	0.0	0.0
100847090	0.0	1.0
259294	8.0	7.0
259293	0.0	1.0
259292	0.0	1.0
100847093	0.0	0.0
259290	6.0	8.0
259296	2.0	1.0
259295	15.0	43.0
646913	1.0	1.0
646912	0.0	1.0
646910	1.0	0.0
50700	0.0	0.0
646915	0.0	0.0
59082	0.0	9.0
2395	278.0	456.0
59084	1108.0	1675.0
441584	0.0	0.0
11108	1630.0	2279.0
11107	507.0	601.0
11100	11288.0	17273.0
11102	710.0	970.0
11101	1272.0	1824.0
139411	174.0	144.0
11104	868.0	1346.0
11103	1230.0	1800.0
284297	1115.0	2168.0
11105	3.0	3.0
693231	1.0	1.0
25759	795.0	1153.0
693232	29.0	44.0
284293	45.0	50.0
693233	0.0	0.0
693234	0.0	0.0
693235	3.0	11.0
115426	1465.0	2028.0
25758	27.0	26.0
100379174	0.0	0.0
11119	5742.0	7085.0
11118	5791.0	7488.0
441581	0.0	0.0
127406	1.0	0.0
84034	4015.0	7270.0
84033	2013.0	2623.0
11113	1021.0	865.0
11112	1640.0	3039.0
139422	0.0	0.0
284288	5.0	1.0
139420	0.0	1.0
11117	5078.0	9559.0
11116	684.0	1057.0
693220	40.0	45.0
693221	0.0	0.0
84061	3940.0	5515.0
693222	0.0	0.0
84060	516.0	685.0
693223	0.0	0.0
693224	0.0	0.0
693225	1.0	1.0
693226	3.0	4.0
139425	0.0	0.0
693227	4.0	12.0
693228	0.0	1.0
693229	0.0	2.0
115416	788.0	1080.0
84067	2172.0	3451.0
84066	0.0	2.0
84069	68.0	100.0
84068	542.0	890.0
84063	5.0	3.0
284276	133.0	199.0
84062	883.0	1617.0
139431	0.0	0.0
84065	1816.0	2841.0
284274	0.0	0.0
84064	1070.0	1675.0
284273	1400.0	1979.0
693230	1.0	1.0
693210	0.0	0.0
693211	0.0	0.0
693212	0.0	0.0
693213	0.0	0.0
693214	0.0	0.0
693215	0.0	0.0
693216	0.0	0.0
693217	0.0	0.0
693218	0.0	0.0
693219	0.0	0.0
152405	1.0	1.0
152404	16.0	29.0
84059	818.0	1077.0
84056	757.0	1225.0
84055	6.0	7.0
84058	1313.0	2448.0
84057	23.0	25.0
284266	45.0	363.0
84054	6.0	10.0
84081	1830.0	2656.0
84080	1231.0	2168.0
84083	155.0	205.0
441549	66.0	130.0
441548	7.0	9.0
441543	0.0	0.0
100379142	0.0	0.0
100379141	0.0	0.0
441550	6.0	9.0
84089	0.0	0.0
84088	0.0	1.0
84085	830.0	1212.0
84084	4.0	0.0
84087	0.0	0.0
84086	0.0	0.0
84070	12.0	21.0
84072	10.0	24.0
84071	488.0	1002.0
392100	0.0	0.0
100379132	0.0	2.0
392106	0.0	0.0
441533	0.0	1.0
441531	3.0	3.0
84078	432.0	508.0
84077	7.0	18.0
84079	2067.0	2832.0
84074	289.0	288.0
84073	413.0	891.0
84076	0.0	1.0
84075	1.0	1.0
100847000	0.0	0.0
100847001	0.0	1.0
100847004	0.0	0.0
201931	1245.0	2042.0
100847005	0.0	0.0
100847002	0.0	0.0
100847003	0.0	0.0
100847008	0.0	0.0
100847006	0.0	0.0
100847007	0.0	0.0
106480196	0.0	0.0
441572	0.0	0.0
106480195	0.0	0.0
106480198	1.0	0.0
106480197	0.0	0.0
106480199	8.0	6.0
127435	2717.0	5653.0
106480190	0.0	1.0
106480192	0.0	0.0
106480191	0.0	0.0
106480194	1.0	1.0
106480193	0.0	0.0
